_id	_cws.staal.foc10.nav.ppmi_weight.bound	_count.staal.foc10.nav.ppmi_weight.bound	_cws.staal.foc10.nav.ppmi_sel.bound	_count.staal.foc10.nav.ppmi_sel.bound	_cws.staal.foc10.nav.no_ppmi.bound	_count.staal.foc10.nav.no_ppmi.bound	_cws.staal.foc10.all.ppmi_weight.bound	_count.staal.foc10.all.ppmi_weight.bound	_cws.staal.foc10.all.ppmi_sel.bound	_count.staal.foc10.all.ppmi_sel.bound	_cws.staal.foc10.all.no_ppmi.bound	_count.staal.foc10.all.no_ppmi.bound	_cws.staal.foc5.nav.ppmi_weight.bound	_count.staal.foc5.nav.ppmi_weight.bound	_cws.staal.foc5.nav.ppmi_sel.bound	_count.staal.foc5.nav.ppmi_sel.bound	_cws.staal.foc5.nav.no_ppmi.bound	_count.staal.foc5.nav.no_ppmi.bound	_cws.staal.foc5.all.ppmi_weight.bound	_count.staal.foc5.all.ppmi_weight.bound	_cws.staal.foc5.all.ppmi_sel.bound	_count.staal.foc5.all.ppmi_sel.bound	_cws.staal.foc5.all.no_ppmi.bound	_count.staal.foc5.all.no_ppmi.bound
staal/noun/volkskrant_19990814_69/120	ben/verb;lab/noun;onderzoek/verb	3	ben/verb;lab/noun;onderzoek/verb	3	ben/verb;duidelijk/adj;lab/noun;onderzoek/verb;oordeel/noun	5	ben/verb;de/det;in/prep;lab/noun;onderzoek/verb;van/prep	6	ben/verb;de/det;in/prep;lab/noun;onderzoek/verb;van/prep	6	ben/verb;de/det;duidelijk/adj;in/prep;lab/noun;onderzoek/verb;oordeel/noun;van/prep;wie/det;zijn/det	10	ben/verb;lab/noun;onderzoek/verb	3	ben/verb;lab/noun;onderzoek/verb	3	ben/verb;duidelijk/adj;lab/noun;onderzoek/verb	4	ben/verb;de/det;in/prep;lab/noun;onderzoek/verb	5	ben/verb;de/det;in/prep;lab/noun;onderzoek/verb	5	ben/verb;de/det;duidelijk/adj;in/prep;lab/noun;onderzoek/verb;wie/det	7
staal/noun/volkskrant_20010922_182/709	gigant/noun;glas/noun;ram/verb;toren/noun	4	gigant/noun;glas/noun;ram/verb;toren/noun	4	gigant/noun;glas/noun;hoe/adj;ram/verb;toren/noun	5	gigant/noun;glas/noun;in/prep;ram/verb;toren/noun;van/prep	6	gigant/noun;glas/noun;in/prep;ram/verb;toren/noun;van/prep	6	deze/det;elkaar/pron;gigant/noun;glas/noun;hoe/adj;in/prep;ram/verb;toren/noun;van/prep	9	gigant/noun;glas/noun	2	gigant/noun;glas/noun	2	gigant/noun;glas/noun	2	gigant/noun;glas/noun;in/prep;van/prep	4	gigant/noun;glas/noun;in/prep;van/prep	4	elkaar/pron;gigant/noun;glas/noun;in/prep;van/prep	5
staal/noun/volkskrant_20031108_162/60	ben/verb;bewaar/verb	2	ben/verb;bewaar/verb	2	ben/verb;bewaar/verb;weet/verb	3	ben/verb;bewaar/verb;die/det	3	ben/verb;bewaar/verb;die/det	3	ben/verb;bewaar/verb;die/det;eens/adv;ik/pron;niet/adv;trouwens/adv;weet/verb	8	ben/verb;bewaar/verb	2	ben/verb;bewaar/verb	2	ben/verb;bewaar/verb	2	ben/verb;bewaar/verb;die/det	3	ben/verb;bewaar/verb;die/det	3	ben/verb;bewaar/verb;die/det;eens/adv;niet/adv;trouwens/adv	6
staal/noun/volkskrant_20020328_114/433	1998/noun;Europees/adj;ben/verb;importeer/verb;invoer/noun;procent/noun	6	1998/noun;Europees/adj;ben/verb;importeer/verb;invoer/noun;procent/noun	6	1998/noun;Europees/adj;ben/verb;heb/verb;importeer/verb;invoer/noun;procent/noun	7	1998/noun;Europees/adj;ben/verb;de/det;importeer/verb;invoer/noun;met/prep;minder/det;procent/noun	9	1998/noun;Europees/adj;ben/verb;de/det;importeer/verb;invoer/noun;met/prep;minder/det;procent/noun	9	1998/noun;Europees/adj;ben/verb;de/det;heb/verb;importeer/verb;invoer/noun;met/prep;minder/det;procent/noun;sinds/prep;zo/adv	12	1998/noun;Europees/adj;importeer/verb	3	1998/noun;Europees/adj;importeer/verb	3	1998/noun;Europees/adj;importeer/verb	3	1998/noun;Europees/adj;de/det;importeer/verb;minder/det	5	1998/noun;Europees/adj;de/det;importeer/verb;minder/det	5	1998/noun;Europees/adj;de/det;importeer/verb;minder/det;sinds/prep	6
staal/noun/volkskrant_19991028_14/1937	beeld/noun;papier/noun;schildering/noun	3	beeld/noun;papier/noun;schildering/noun	3	beeld/noun;papier/noun;schildering/noun	3	beeld/noun;op/prep;papier/noun;schildering/noun;van/prep	5	beeld/noun;op/prep;papier/noun;schildering/noun;van/prep	5	beeld/noun;op/prep;papier/noun;schildering/noun;van/prep	5	beeld/noun;papier/noun;schildering/noun	3	beeld/noun;papier/noun;schildering/noun	3	beeld/noun;papier/noun;schildering/noun	3	beeld/noun;op/prep;papier/noun;schildering/noun;van/prep	5	beeld/noun;op/prep;papier/noun;schildering/noun;van/prep	5	beeld/noun;op/prep;papier/noun;schildering/noun;van/prep	5
staal/noun/volkskrant_20040415extra_35/325	1928/noun;architect/noun;beton/noun;bouw/verb;complex/noun;glas/noun;ijl/adj	7	1928/noun;architect/noun;beton/noun;bouw/verb;complex/noun;glas/noun;ijl/adj	7	1928/noun;architect/noun;beton/noun;bouw/verb;complex/noun;glas/noun;ijl/adj	7	1928/noun;architect/noun;beton/noun;bouw/verb;complex/noun;dat/pron;glas/noun;het/det;ijl/adj;in/prep;van/prep	11	1928/noun;architect/noun;beton/noun;bouw/verb;complex/noun;dat/pron;glas/noun;het/det;ijl/adj;in/prep;van/prep	11	1928/noun;architect/noun;beton/noun;bouw/verb;complex/noun;dat/pron;glas/noun;het/det;ijl/adj;in/prep;van/prep	11	architect/noun;beton/noun;complex/noun;glas/noun;ijl/adj	5	architect/noun;beton/noun;complex/noun;glas/noun;ijl/adj	5	architect/noun;beton/noun;complex/noun;glas/noun;ijl/adj	5	architect/noun;beton/noun;complex/noun;dat/pron;glas/noun;ijl/adj;van/prep	7	architect/noun;beton/noun;complex/noun;dat/pron;glas/noun;ijl/adj;van/prep	7	architect/noun;beton/noun;complex/noun;dat/pron;glas/noun;ijl/adj;van/prep	7
staal/noun/volkskrant_19990212_15/54	maak/verb;miljoen/noun;ton/noun	3	maak/verb;miljoen/noun;ton/noun	3	1997/noun;maak/verb;miljoen/noun;ton/noun	4	in/prep;maak/verb;miljoen/noun;ongeveer/adv;ton/noun	5	in/prep;maak/verb;miljoen/noun;ongeveer/adv;ton/noun	5	1997/noun;in/prep;maak/verb;miljoen/noun;ongeveer/adv;ton/noun	6	miljoen/noun;ton/noun	2	miljoen/noun;ton/noun	2	1997/noun;miljoen/noun;ton/noun	3	miljoen/noun;ongeveer/adv;ton/noun	3	miljoen/noun;ongeveer/adv;ton/noun	3	1997/noun;miljoen/noun;ongeveer/adv;ton/noun	4
staal/noun/volkskrant_19990308_80/179	auto/noun;computer/noun;kunststof/noun;olie/noun;schip/noun	5	auto/noun;computer/noun;kunststof/noun;olie/noun;schip/noun	5	auto/noun;camera/noun;computer/noun;kunststof/noun;olie/noun;schip/noun	6	auto/noun;computer/noun;kunststof/noun;olie/noun;schip/noun	5	auto/noun;computer/noun;kunststof/noun;olie/noun;schip/noun	5	auto/noun;camera/noun;computer/noun;kunststof/noun;olie/noun;schip/noun	6	computer/noun;kunststof/noun;olie/noun	3	computer/noun;kunststof/noun;olie/noun	3	computer/noun;kunststof/noun;olie/noun	3	computer/noun;kunststof/noun;olie/noun	3	computer/noun;kunststof/noun;olie/noun	3	computer/noun;kunststof/noun;olie/noun	3
staal/noun/volkskrant_19990827_143/767	glas/noun;groot/adj;oorspronkelijk/adj;oud/adj	4	glas/noun;groot/adj;oorspronkelijk/adj;oud/adj	4	glas/noun;grens/noun;groot/adj;oorspronkelijk/adj;oud/adj	5	glas/noun;groot/adj;het/det;oorspronkelijk/adj;oud/adj;van/prep	6	glas/noun;groot/adj;het/det;oorspronkelijk/adj;oud/adj;van/prep	6	glas/noun;grens/noun;groot/adj;het/det;oorspronkelijk/adj;oud/adj;van/prep	7	glas/noun;groot/adj	2	glas/noun;groot/adj	2	glas/noun;groot/adj	2	glas/noun;groot/adj;van/prep	3	glas/noun;groot/adj;van/prep	3	glas/noun;groot/adj;van/prep	3
staal/noun/volkskrant_20000120_25/66	beeldscherm/noun;druk/noun;hout/noun;ijzer/noun;knop/noun;rubber/noun;word/verb	7	beeldscherm/noun;druk/noun;hout/noun;ijzer/noun;knop/noun;rubber/noun;word/verb	7	beeldscherm/noun;druk/noun;hout/noun;ijzer/noun;knop/noun;rubber/noun;word/verb	7	beeldscherm/noun;de/det;druk/noun;een/det;hout/noun;ijzer/noun;knop/noun;met/prep;op/prep;rubber/noun;word/verb	11	beeldscherm/noun;de/det;druk/noun;een/det;hout/noun;ijzer/noun;knop/noun;met/prep;op/prep;rubber/noun;word/verb	11	beeldscherm/noun;de/det;druk/noun;een/det;hout/noun;ijzer/noun;knop/noun;met/prep;op/prep;rubber/noun;word/verb;zijn/det	12	beeldscherm/noun;hout/noun;ijzer/noun;rubber/noun;word/verb	5	beeldscherm/noun;hout/noun;ijzer/noun;rubber/noun;word/verb	5	beeldscherm/noun;hout/noun;ijzer/noun;rubber/noun;word/verb	5	beeldscherm/noun;hout/noun;ijzer/noun;met/prep;rubber/noun;word/verb	6	beeldscherm/noun;hout/noun;ijzer/noun;met/prep;rubber/noun;word/verb	6	beeldscherm/noun;hout/noun;ijzer/noun;met/prep;rubber/noun;word/verb;zijn/det	7
staal/noun/volkskrant_20020808_32/105	familie_voorstelling/noun;kist/noun;ridder/noun;stoer/adj	4	familie_voorstelling/noun;kist/noun;ridder/noun;stoer/adj	4	familie_voorstelling/noun;kist/noun;kracht/noun;ridder/noun;stoer/adj	5	de/det;familie_voorstelling/noun;kist/noun;ridder/noun;stoer/adj;van/prep	6	de/det;familie_voorstelling/noun;kist/noun;ridder/noun;stoer/adj;van/prep	6	de/det;familie_voorstelling/noun;kist/noun;kracht/noun;over/prep;ridder/noun;stoer/adj;van/prep	8	kist/noun;ridder/noun	2	kist/noun;ridder/noun	2	kist/noun;kracht/noun;ridder/noun	3	de/det;kist/noun;ridder/noun;van/prep	4	de/det;kist/noun;ridder/noun;van/prep	4	de/det;kist/noun;kracht/noun;ridder/noun;van/prep	5
staal/noun/volkskrant_20030605_132/457	blik/noun;bouw/verb;futuristische/adj;glas/noun;spiraal/noun;traag/adj;trap/noun;werp/verb	8	blik/noun;bouw/verb;futuristische/adj;glas/noun;spiraal/noun;traag/adj;trap/noun;werp/verb	8	blik/noun;bouw/verb;futuristische/adj;glas/noun;heb/verb;spiraal/noun;traag/adj;trap/noun;verbaasd/adj;werp/verb	10	blik/noun;bouw/verb;de/det;een/det;futuristische/adj;glas/noun;op/prep;spiraal/noun;traag/adj;trap/noun;van/prep;werp/verb	12	blik/noun;bouw/verb;de/det;een/det;futuristische/adj;glas/noun;op/prep;spiraal/noun;traag/adj;trap/noun;van/prep;werp/verb	12	blik/noun;bouw/verb;de/det;een/det;futuristische/adj;glas/noun;heb/verb;op/prep;spiraal/noun;traag/adj;trap/noun;van/prep;verbaasd/adj;werp/verb	14	futuristische/adj;glas/noun;spiraal/noun;traag/adj	4	futuristische/adj;glas/noun;spiraal/noun;traag/adj	4	futuristische/adj;glas/noun;spiraal/noun;traag/adj	4	een/det;futuristische/adj;glas/noun;spiraal/noun;traag/adj;van/prep	6	een/det;futuristische/adj;glas/noun;spiraal/noun;traag/adj;van/prep	6	een/det;futuristische/adj;glas/noun;spiraal/noun;traag/adj;van/prep	6
staal/noun/volkskrant_19991130_52/198	eeuw/noun;ga/verb;produceer/verb	3	eeuw/noun;ga/verb;produceer/verb	3	begin/noun;doe/verb;eeuw/noun;ga/verb;produceer/verb;zal/verb	6	de/det;eeuw/noun;ga/verb;produceer/verb	4	de/det;eeuw/noun;ga/verb;produceer/verb	4	begin/noun;de/det;deze/det;doe/verb;eeuw/noun;ga/verb;produceer/verb;voor/prep;zal/verb	9	eeuw/noun;produceer/verb	2	eeuw/noun;produceer/verb	2	begin/noun;eeuw/noun;produceer/verb	3	de/det;eeuw/noun;produceer/verb	3	de/det;eeuw/noun;produceer/verb	3	begin/noun;de/det;deze/det;eeuw/noun;produceer/verb	5
staal/noun/volkskrant_20031120_95/12	blauw/adj;chroom/noun;hyper_modern/adj;kloek/adj;pot/noun;val_op/verb	6	blauw/adj;chroom/noun;hyper_modern/adj;kloek/adj;pot/noun;val_op/verb	6	blauw/adj;chroom/noun;erg/adj;hyper_modern/adj;kloek/adj;pot/noun;val_op/verb	7	blauw/adj;chroom/noun;de/det;hyper_modern/adj;in/prep;kloek/adj;pot/noun;val_op/verb;één/pron	9	blauw/adj;chroom/noun;de/det;hyper_modern/adj;in/prep;kloek/adj;pot/noun;val_op/verb;één/pron	9	al/adv;blauw/adj;chroom/noun;de/det;erg/adj;hyper_modern/adj;in/prep;kloek/adj;op/part;pot/noun;val_op/verb;zeker/adv;zo'n/det;één/pron	14	chroom/noun;val_op/verb	2	chroom/noun;val_op/verb	2	chroom/noun;val_op/verb	2	chroom/noun;val_op/verb;één/pron	3	chroom/noun;val_op/verb;één/pron	3	al/adv;chroom/noun;val_op/verb;zo'n/det;één/pron	5
staal/noun/volkskrant_20040224_99/65	bouw_werk/noun;geheel/adj;glas/noun;krijg_af/verb;kunst_werk/noun;nodig/adj;olympisch/adj	7	bouw_werk/noun;geheel/adj;glas/noun;krijg_af/verb;kunst_werk/noun;nodig/adj;olympisch/adj	7	bouw_werk/noun;geheel/adj;glas/noun;krijg_af/verb;kunst_werk/noun;nodig/adj;olympisch/adj;schrijf/verb;tijd/noun	9	bouw_werk/noun;een/det;geheel/adj;glas/noun;het/det;krijg_af/verb;kunst_werk/noun;nodig/adj;olympisch/adj;op/prep;van/prep	11	bouw_werk/noun;een/det;geheel/adj;glas/noun;het/det;krijg_af/verb;kunst_werk/noun;nodig/adj;olympisch/adj;op/prep;van/prep	11	af/part;bouw_werk/noun;een/det;geheel/adj;glas/noun;het/det;krijg_af/verb;kunst_werk/noun;nodig/adj;olympisch/adj;op/prep;schrijf/verb;tijd/noun;van/prep	14	bouw_werk/noun;glas/noun;kunst_werk/noun	3	bouw_werk/noun;glas/noun;kunst_werk/noun	3	bouw_werk/noun;glas/noun;kunst_werk/noun;tijd/noun	4	bouw_werk/noun;een/det;glas/noun;kunst_werk/noun;op/prep;van/prep	6	bouw_werk/noun;een/det;glas/noun;kunst_werk/noun;op/prep;van/prep	6	bouw_werk/noun;een/det;glas/noun;kunst_werk/noun;op/prep;tijd/noun;van/prep	7
staal/noun/volkskrant_20000807_39/1524	kilo/noun;reus/noun;zwaar/adj	3	kilo/noun;reus/noun;zwaar/adj	3	kilo/noun;reus/noun;zwaar/adj	3	een/det;kilo/noun;reus/noun;uit/prep;van/prep;zwaar/adj	6	een/det;kilo/noun;reus/noun;uit/prep;van/prep;zwaar/adj	6	aan/part;een/det;kilo/noun;reus/noun;uit/prep;van/prep;zwaar/adj	7	kilo/noun;reus/noun;zwaar/adj	3	kilo/noun;reus/noun;zwaar/adj	3	kilo/noun;reus/noun;zwaar/adj	3	kilo/noun;reus/noun;uit/prep;van/prep;zwaar/adj	5	kilo/noun;reus/noun;uit/prep;van/prep;zwaar/adj	5	kilo/noun;reus/noun;uit/prep;van/prep;zwaar/adj	5
staal/noun/volkskrant_20010825_150/813	nodig/adj;opening/noun;zenuw/noun	3	nodig/adj;opening/noun;zenuw/noun	3	heb/verb;nodig/adj;opening/noun;zenuw/noun	4	een/det;met/prep;nodig/adj;opening/noun;van/prep;zenuw/noun	6	een/det;met/prep;nodig/adj;opening/noun;van/prep;zenuw/noun	6	deze/det;een/det;heb/verb;je/pron;met/prep;na/prep;nodig/adj;opening/noun;van/prep;zenuw/noun	10	nodig/adj;zenuw/noun	2	nodig/adj;zenuw/noun	2	heb/verb;nodig/adj;zenuw/noun	3	met/prep;nodig/adj;van/prep;zenuw/noun	4	met/prep;nodig/adj;van/prep;zenuw/noun	4	deze/det;heb/verb;je/pron;met/prep;nodig/adj;van/prep;zenuw/noun	7
staal/noun/volkskrant_19990112_55/159	buitenland/noun;druk/noun;goedkoop/adj;procent/noun;sector/noun	5	buitenland/noun;druk/noun;goedkoop/adj;procent/noun;sector/noun	5	buitenland/noun;druk/noun;goedkoop/adj;procent/noun;sector/noun;voel/verb;zie/verb	7	buitenland/noun;de/det;druk/noun;goedkoop/adj;het/det;met/prep;procent/noun;sector/noun;uit/prep;van/prep	10	buitenland/noun;de/det;druk/noun;goedkoop/adj;het/det;met/prep;procent/noun;sector/noun;uit/prep;van/prep	10	buitenland/noun;de/det;druk/noun;goedkoop/adj;het/det;met/prep;procent/noun;sector/noun;uit/prep;van/prep;voel/verb;zie/verb	12	buitenland/noun;druk/noun;goedkoop/adj	3	buitenland/noun;druk/noun;goedkoop/adj	3	buitenland/noun;druk/noun;goedkoop/adj;voel/verb;zie/verb	5	buitenland/noun;druk/noun;goedkoop/adj;het/det;uit/prep;van/prep	6	buitenland/noun;druk/noun;goedkoop/adj;het/det;uit/prep;van/prep	6	buitenland/noun;druk/noun;goedkoop/adj;het/det;uit/prep;van/prep;voel/verb;zie/verb	8
staal/noun/volkskrant_20030517_76/44	beton/noun;gebruik/verb;glas/noun;hout/noun;opdracht/noun;papier/noun	6	beton/noun;gebruik/verb;glas/noun;hout/noun;opdracht/noun;papier/noun	6	beton/noun;gebruik/verb;glas/noun;goed/adj;graag/adj;hout/noun;opdracht/noun;papier/noun	8	beton/noun;bij/prep;een/det;gebruik/verb;glas/noun;hout/noun;opdracht/noun;papier/noun	8	beton/noun;bij/prep;een/det;gebruik/verb;glas/noun;hout/noun;opdracht/noun;papier/noun	8	beton/noun;bij/prep;een/det;gebruik/verb;glas/noun;goed/adj;graag/adj;hout/noun;ik/pron;net/adv;opdracht/noun;papier/noun;zo/adv	13	beton/noun;glas/noun;hout/noun	3	beton/noun;glas/noun;hout/noun	3	beton/noun;glas/noun;graag/adj;hout/noun	4	beton/noun;glas/noun;hout/noun	3	beton/noun;glas/noun;hout/noun	3	beton/noun;glas/noun;graag/adj;hout/noun;net/adv;zo/adv	6
staal/noun/volkskrant_20010823_70/776	ben/verb;giet/verb;keihard/adj	3	ben/verb;giet/verb;keihard/adj	3	ben/verb;conservatief/adj;giet/verb;keihard/adj;krijg/verb;opvolger/noun;senator/noun;zal/verb	8	ben/verb;die/pron;giet/verb;hetzelfde/det;keihard/adj;uit/prep	6	ben/verb;die/pron;giet/verb;hetzelfde/det;keihard/adj;uit/prep	6	ben/verb;conservatief/adj;die/pron;geen/det;giet/verb;hetzelfde/det;keihard/adj;krijg/verb;opvolger/noun;senator/noun;uit/prep;zal/verb	12	ben/verb;giet/verb;keihard/adj	3	ben/verb;giet/verb;keihard/adj	3	ben/verb;conservatief/adj;giet/verb;keihard/adj	4	ben/verb;die/pron;giet/verb;hetzelfde/det;keihard/adj;uit/prep	6	ben/verb;die/pron;giet/verb;hetzelfde/det;keihard/adj;uit/prep	6	ben/verb;conservatief/adj;die/pron;giet/verb;hetzelfde/det;keihard/adj;uit/prep	7
staal/noun/volkskrant_20030910_38/250	glas/noun;kantoor_gebouw/noun;modern/adj;restaureer/verb;schiet_uit/verb;word/verb	6	glas/noun;kantoor_gebouw/noun;modern/adj;restaureer/verb;schiet_uit/verb;word/verb	6	binnenstad/noun;glas/noun;grond/noun;kantoor_gebouw/noun;modern/adj;restaureer/verb;schiet_uit/verb;word/verb	8	de/det;een/pron;glas/noun;kantoor_gebouw/noun;modern/adj;restaureer/verb;schiet_uit/verb;van/prep;word/verb	9	de/det;een/pron;glas/noun;kantoor_gebouw/noun;modern/adj;restaureer/verb;schiet_uit/verb;van/prep;word/verb	9	binnenstad/noun;de/det;een/pron;glas/noun;grond/noun;kantoor_gebouw/noun;modern/adj;nog/adv;restaureer/verb;schiet_uit/verb;uit/part;van/prep;word/verb	13	glas/noun;kantoor_gebouw/noun;modern/adj;restaureer/verb;schiet_uit/verb	5	glas/noun;kantoor_gebouw/noun;modern/adj;restaureer/verb;schiet_uit/verb	5	glas/noun;grond/noun;kantoor_gebouw/noun;modern/adj;restaureer/verb;schiet_uit/verb	6	glas/noun;kantoor_gebouw/noun;modern/adj;restaureer/verb;schiet_uit/verb;van/prep	6	glas/noun;kantoor_gebouw/noun;modern/adj;restaureer/verb;schiet_uit/verb;van/prep	6	glas/noun;grond/noun;kantoor_gebouw/noun;modern/adj;restaureer/verb;schiet_uit/verb;van/prep	7
staal/noun/parool_20000517_37/477	begeef/verb;beton/noun;onmiddellijk/adj;wand/noun	4	begeef/verb;beton/noun;onmiddellijk/adj;wand/noun	4	begeef/verb;beton/noun;doe/verb;er/noun;het/noun;onmiddellijk/adj;wand/noun	7	begeef/verb;beton/noun;elk/det;er/adv;het/det;meer/adv;onmiddellijk/adj;tot/prep;wand/noun	9	begeef/verb;beton/noun;elk/det;er/adv;het/det;meer/adv;onmiddellijk/adj;tot/prep;wand/noun	9	begeef/verb;beton/noun;dan/adv;doe/verb;elk/det;er/adv;er/noun;het/det;het/noun;meer/adv;niet/adv;onmiddellijk/adj;tot/prep;wand/noun	14	begeef/verb;beton/noun	2	begeef/verb;beton/noun	2	begeef/verb;beton/noun	2	begeef/verb;beton/noun;elk/det;er/adv;tot/prep	5	begeef/verb;beton/noun;elk/det;er/adv;tot/prep	5	begeef/verb;beton/noun;dan/adv;elk/det;er/adv;tot/prep	6
staal/noun/parool_20000306_49/145	dijk/noun;put/noun;roest_vrij/adj;voer_uit/verb;word/verb	5	dijk/noun;put/noun;roest_vrij/adj;voer_uit/verb;word/verb	5	dijk/noun;put/noun;roest_vrij/adj;voer_uit/verb;word/verb	5	de/det;dijk/noun;in/prep;op/prep;put/noun;roest_vrij/adj;voer_uit/verb;word/verb	8	de/det;dijk/noun;in/prep;op/prep;put/noun;roest_vrij/adj;voer_uit/verb;word/verb	8	de/det;dijk/noun;in/prep;op/prep;put/noun;roest_vrij/adj;voer_uit/verb;word/verb	8	dijk/noun;roest_vrij/adj;voer_uit/verb	3	dijk/noun;roest_vrij/adj;voer_uit/verb	3	dijk/noun;roest_vrij/adj;voer_uit/verb	3	de/det;dijk/noun;in/prep;op/prep;roest_vrij/adj;voer_uit/verb	6	de/det;dijk/noun;in/prep;op/prep;roest_vrij/adj;voer_uit/verb	6	de/det;dijk/noun;in/prep;op/prep;roest_vrij/adj;voer_uit/verb	6
staal/noun/parool_20010216_49/323	beheers/verb;markt/noun;ogenblik/noun;roest_vrij/adj;word/verb	5	beheers/verb;markt/noun;ogenblik/noun;roest_vrij/adj;word/verb	5	Duits/adj;beheers/verb;markt/noun;ogenblik/noun;roest_vrij/adj;word/verb	6	beheers/verb;de/det;door/prep;het/det;in/prep;markt/noun;ogenblik/noun;op/prep;roest_vrij/adj;word/verb	10	beheers/verb;de/det;door/prep;het/det;in/prep;markt/noun;ogenblik/noun;op/prep;roest_vrij/adj;word/verb	10	Duits/adj;beheers/verb;de/det;door/prep;het/det;in/prep;markt/noun;ogenblik/noun;op/prep;roest_vrij/adj;voor/prep;word/verb	12	beheers/verb;markt/noun;ogenblik/noun;roest_vrij/adj;word/verb	5	beheers/verb;markt/noun;ogenblik/noun;roest_vrij/adj;word/verb	5	beheers/verb;markt/noun;ogenblik/noun;roest_vrij/adj;word/verb	5	beheers/verb;de/det;door/prep;markt/noun;ogenblik/noun;op/prep;roest_vrij/adj;word/verb	8	beheers/verb;de/det;door/prep;markt/noun;ogenblik/noun;op/prep;roest_vrij/adj;word/verb	8	beheers/verb;de/det;door/prep;markt/noun;ogenblik/noun;op/prep;roest_vrij/adj;voor/prep;word/verb	9
staal/noun/parool_20020907_110/3044	ben/verb;geur/noun;verbrand/adj;vreemd/adj	4	ben/verb;geur/noun;verbrand/adj;vreemd/adj	4	ben/verb;geur/noun;mens/noun;verbrand/adj;vreemd/adj	5	ben/verb;een/det;geur/noun;het/det;nu/adv;verbrand/adj;vreemd/adj	7	ben/verb;een/det;geur/noun;het/det;nu/adv;verbrand/adj;vreemd/adj	7	ben/verb;een/det;geur/noun;heel/adv;het/det;mens/noun;nu/adv;verbrand/adj;vreemd/adj	9	ben/verb;verbrand/adj	2	ben/verb;verbrand/adj	2	ben/verb;mens/noun;verbrand/adj	3	ben/verb;het/det;nu/adv;verbrand/adj	4	ben/verb;het/det;nu/adv;verbrand/adj	4	ben/verb;het/det;mens/noun;nu/adv;verbrand/adj	5
staal/noun/parool_19990401_22/321	vastberadenheid/noun;wil_kracht/noun	2	vastberadenheid/noun;wil_kracht/noun	2	eenheid/noun;kans/noun;vastberadenheid/noun;wil_kracht/noun	4	des/adv;meer/det;van/prep;vastberadenheid/noun;wil_kracht/noun	5	des/adv;meer/det;van/prep;vastberadenheid/noun;wil_kracht/noun	5	al/adv;des/adv;eenheid/noun;kans/noun;meer/det;ons/det;te/adv;van/prep;vastberadenheid/noun;we/pron;wil_kracht/noun	11	vastberadenheid/noun;wil_kracht/noun	2	vastberadenheid/noun;wil_kracht/noun	2	kans/noun;vastberadenheid/noun;wil_kracht/noun	3	meer/det;vastberadenheid/noun;wil_kracht/noun	3	meer/det;vastberadenheid/noun;wil_kracht/noun	3	kans/noun;meer/det;vastberadenheid/noun;we/pron;wil_kracht/noun	5
staal/noun/parool_20010620_90/831	beton/noun;combineer/verb;glas/noun;industrieel/adj;kunst_nijverheid/noun;materiaal/noun;nieuw/adj;techniek/noun;traditioneel/adj;word/verb	10	beton/noun;combineer/verb;glas/noun;industrieel/adj;kunst_nijverheid/noun;materiaal/noun;nieuw/adj;techniek/noun;traditioneel/adj;word/verb	10	beton/noun;combineer/verb;glas/noun;industrieel/adj;kunst_nijverheid/noun;materiaal/noun;nieuw/adj;techniek/noun;traditioneel/adj;word/verb	10	beton/noun;combineer/verb;glas/noun;industrieel/adj;kunst_nijverheid/noun;materiaal/noun;met/prep;nieuw/adj;techniek/noun;traditioneel/adj;word/verb	11	beton/noun;combineer/verb;glas/noun;industrieel/adj;kunst_nijverheid/noun;materiaal/noun;met/prep;nieuw/adj;techniek/noun;traditioneel/adj;word/verb	11	als/prep;beton/noun;combineer/verb;glas/noun;industrieel/adj;kunst_nijverheid/noun;materiaal/noun;met/prep;nieuw/adj;techniek/noun;traditioneel/adj;word/verb	12	beton/noun;combineer/verb;glas/noun;industrieel/adj;materiaal/noun;word/verb	6	beton/noun;combineer/verb;glas/noun;industrieel/adj;materiaal/noun;word/verb	6	beton/noun;combineer/verb;glas/noun;industrieel/adj;materiaal/noun;word/verb	6	beton/noun;combineer/verb;glas/noun;industrieel/adj;materiaal/noun;met/prep;word/verb	7	beton/noun;combineer/verb;glas/noun;industrieel/adj;materiaal/noun;met/prep;word/verb	7	als/prep;beton/noun;combineer/verb;glas/noun;industrieel/adj;materiaal/noun;met/prep;word/verb	8
