_id	_cws.staal.foc10.nav.ppmi_weight.bound	_count.staal.foc10.nav.ppmi_weight.bound	_cws.staal.foc10.nav.ppmi_sel.bound	_count.staal.foc10.nav.ppmi_sel.bound	_cws.staal.foc10.nav.no_ppmi.bound	_count.staal.foc10.nav.no_ppmi.bound	_cws.staal.foc10.all.ppmi_weight.bound	_count.staal.foc10.all.ppmi_weight.bound	_cws.staal.foc10.all.ppmi_sel.bound	_count.staal.foc10.all.ppmi_sel.bound	_cws.staal.foc10.all.no_ppmi.bound	_count.staal.foc10.all.no_ppmi.bound	_cws.staal.foc5.nav.ppmi_weight.bound	_count.staal.foc5.nav.ppmi_weight.bound	_cws.staal.foc5.nav.ppmi_sel.bound	_count.staal.foc5.nav.ppmi_sel.bound	_cws.staal.foc5.nav.no_ppmi.bound	_count.staal.foc5.nav.no_ppmi.bound	_cws.staal.foc5.all.ppmi_weight.bound	_count.staal.foc5.all.ppmi_weight.bound	_cws.staal.foc5.all.ppmi_sel.bound	_count.staal.foc5.all.ppmi_sel.bound	_cws.staal.foc5.all.no_ppmi.bound	_count.staal.foc5.all.no_ppmi.bound
staal/noun/algemeen_dagblad_19990930_7/634	bijl/noun	1	bijl/noun	1	bijl/noun;kom/verb	2	bijl/noun;de/det;het/det;uit/prep;van/prep	5	bijl/noun;de/det;het/det;uit/prep;van/prep	5	bijl/noun;de/det;het/det;kom/verb;uit/prep;van/prep	6	bijl/noun	1	bijl/noun	1	bijl/noun;kom/verb	2	bijl/noun;de/det;het/det;uit/prep;van/prep	5	bijl/noun;de/det;het/det;uit/prep;van/prep	5	bijl/noun;de/det;het/det;kom/verb;uit/prep;van/prep	6
staal/noun/algemeen_dagblad_20020406_163/468	koper/noun;ton/noun;word/verb	3	koper/noun;ton/noun;word/verb	3	dagelijks/adj;koper/noun;ton/noun;word/verb	4	koper/noun;ton/noun;word/verb	3	koper/noun;ton/noun;word/verb	3	dagelijks/adj;koper/noun;ton/noun;word/verb	4	word/verb	1	word/verb	1	dagelijks/adj;word/verb	2	word/verb	1	word/verb	1	dagelijks/adj;word/verb	2
staal/noun/de_morgen_20020123_01_37/148	ambachtelijk/adj;blijk/verb;imkers/noun;inlands/adj;kwaliteit/noun;onberispelijk/adj	6	ambachtelijk/adj;blijk/verb;imkers/noun;inlands/adj;kwaliteit/noun;onberispelijk/adj	6	ambachtelijk/adj;blijk/verb;imkers/noun;inlands/adj;kwaliteit/noun;onberispelijk/adj	6	ambachtelijk/adj;blijk/verb;de/det;imkers/noun;inlands/adj;kwaliteit/noun;onberispelijk/adj;van/prep	8	ambachtelijk/adj;blijk/verb;de/det;imkers/noun;inlands/adj;kwaliteit/noun;onberispelijk/adj;van/prep	8	ambachtelijk/adj;blijk/verb;de/det;imkers/noun;inlands/adj;kwaliteit/noun;onberispelijk/adj;steeds/adv;van/prep	9	ambachtelijk/adj;blijk/verb;imkers/noun;inlands/adj	4	ambachtelijk/adj;blijk/verb;imkers/noun;inlands/adj	4	ambachtelijk/adj;blijk/verb;imkers/noun;inlands/adj	4	ambachtelijk/adj;blijk/verb;de/det;imkers/noun;inlands/adj	5	ambachtelijk/adj;blijk/verb;de/det;imkers/noun;inlands/adj	5	ambachtelijk/adj;blijk/verb;de/det;imkers/noun;inlands/adj;steeds/adv	6
staal/noun/de_morgen_20010127_01_107/697	Amerikaans/adj;ijs/noun;lang/adj;varieer/adj;verpleegster/noun	5	Amerikaans/adj;ijs/noun;lang/adj;varieer/adj;verpleegster/noun	5	Amerikaans/adj;ijs/noun;jaar/noun;lang/adj;leeftijd/noun;nacht/noun;varieer/adj;verpleegster/noun;volg/verb	9	Amerikaans/adj;een/det;ijs/noun;in/prep;lang/adj;liefst/adv;van/prep;varieer/adj;verpleegster/noun	9	Amerikaans/adj;een/det;ijs/noun;in/prep;lang/adj;liefst/adv;van/prep;varieer/adj;verpleegster/noun	9	Amerikaans/adj;een/det;ijs/noun;in/prep;jaar/noun;lang/adj;leeftijd/noun;liefst/adv;maar/adv;nacht/noun;van/prep;varieer/adj;verpleegster/noun;volg/verb;ze/pron	15	Amerikaans/adj;lang/adj	2	Amerikaans/adj;lang/adj	2	Amerikaans/adj;jaar/noun;lang/adj;volg/verb	4	Amerikaans/adj;een/det;lang/adj;liefst/adv;van/prep	5	Amerikaans/adj;een/det;lang/adj;liefst/adv;van/prep	5	Amerikaans/adj;een/det;jaar/noun;lang/adj;liefst/adv;maar/adv;van/prep;volg/verb	8
staal/noun/de_morgen_20021123_01_162/292	breng_mee/verb;onderzoek/noun	2	breng_mee/verb;onderzoek/noun	2	breng_mee/verb;heb/verb;kom/verb;onderzoek/noun	4	bij/prep;breng_mee/verb;de/det;die/pron;onderzoek/noun;van/prep	6	bij/prep;breng_mee/verb;de/det;die/pron;onderzoek/noun;van/prep	6	bij/prep;breng_mee/verb;de/det;die/pron;heb/verb;kom/verb;onderzoek/noun;van/prep	8	onderzoek/noun	1	onderzoek/noun	1	heb/verb;onderzoek/noun	2	bij/prep;de/det;die/pron;onderzoek/noun;van/prep	5	bij/prep;de/det;die/pron;onderzoek/noun;van/prep	5	bij/prep;de/det;die/pron;heb/verb;onderzoek/noun;van/prep	6
staal/noun/de_morgen_20020206_01_9/658	exporteer/verb;ijzer/noun;keramiek/noun;meer/adj;perzik/noun;sinaasappel/noun;thee/noun;verhandel/verb;word/verb	9	exporteer/verb;ijzer/noun;keramiek/noun;meer/adj;perzik/noun;sinaasappel/noun;thee/noun;verhandel/verb;word/verb	9	exporteer/verb;ijzer/noun;keramiek/noun;meer/adj;perzik/noun;sinaasappel/noun;thee/noun;verhandel/verb;word/verb	9	exporteer/verb;ijzer/noun;keramiek/noun;meer/adj;onder/prep;perzik/noun;sinaasappel/noun;thee/noun;verhandel/verb;word/verb	10	exporteer/verb;ijzer/noun;keramiek/noun;meer/adj;onder/prep;perzik/noun;sinaasappel/noun;thee/noun;verhandel/verb;word/verb	10	exporteer/verb;ijzer/noun;keramiek/noun;meer/adj;onder/prep;ook/adv;perzik/noun;sinaasappel/noun;thee/noun;verhandel/verb;word/verb	11	ijzer/noun;keramiek/noun;meer/adj	3	ijzer/noun;keramiek/noun;meer/adj	3	ijzer/noun;keramiek/noun;meer/adj	3	ijzer/noun;keramiek/noun;meer/adj;onder/prep	4	ijzer/noun;keramiek/noun;meer/adj;onder/prep	4	ijzer/noun;keramiek/noun;meer/adj;onder/prep;ook/adv	5
staal/noun/de_morgen_19990828_01_109/3804	gebruik/verb;glas_raam/noun;lood/noun	3	gebruik/verb;glas_raam/noun;lood/noun	3	gebruik/verb;glas_raam/noun;heb/verb;lood/noun;weet/verb	5	de/det;gebruik/verb;glas_raam/noun;lood/noun	4	de/det;gebruik/verb;glas_raam/noun;lood/noun	4	de/det;gebruik/verb;geen/det;glas_raam/noun;heb/verb;je/pron;lood/noun;voor/prep;weet/verb;ze/pron	10	gebruik/verb;glas_raam/noun;lood/noun	3	gebruik/verb;glas_raam/noun;lood/noun	3	gebruik/verb;glas_raam/noun;heb/verb;lood/noun	4	de/det;gebruik/verb;glas_raam/noun;lood/noun	4	de/det;gebruik/verb;glas_raam/noun;lood/noun	4	de/det;gebruik/verb;geen/det;glas_raam/noun;heb/verb;lood/noun	6
staal/noun/de_morgen_20000921_01_34/718	maak/verb;man/noun;onveilig/adj;winkelstraat/noun	4	maak/verb;man/noun;onveilig/adj;winkelstraat/noun	4	maak/verb;man/noun;onveilig/adj;winkelstraat/noun	4	de/det;maak/verb;man/noun;onveilig/adj;van/prep;winkelstraat/noun	6	de/det;maak/verb;man/noun;onveilig/adj;van/prep;winkelstraat/noun	6	de/det;maak/verb;man/noun;onveilig/adj;van/prep;winkelstraat/noun	6	maak/verb;man/noun	2	maak/verb;man/noun	2	maak/verb;man/noun	2	de/det;maak/verb;man/noun;van/prep	4	de/det;maak/verb;man/noun;van/prep	4	de/det;maak/verb;man/noun;van/prep	4
staal/noun/de_morgen_19991231_01_140/475	loop_terug/verb;procent/noun;verwerking/noun	3	loop_terug/verb;procent/noun;verwerking/noun	3	loop_terug/verb;procent/noun;verwerking/noun	3	bijvoorbeeld/adv;de/det;loop_terug/verb;met/prep;procent/noun;van/prep;verwerking/noun	7	bijvoorbeeld/adv;de/det;loop_terug/verb;met/prep;procent/noun;van/prep;verwerking/noun	7	bijvoorbeeld/adv;de/det;loop_terug/verb;met/prep;procent/noun;terug/part;van/prep;verwerking/noun	8	loop_terug/verb;procent/noun;verwerking/noun	3	loop_terug/verb;procent/noun;verwerking/noun	3	loop_terug/verb;procent/noun;verwerking/noun	3	bijvoorbeeld/adv;de/det;loop_terug/verb;met/prep;procent/noun;van/prep;verwerking/noun	7	bijvoorbeeld/adv;de/det;loop_terug/verb;met/prep;procent/noun;van/prep;verwerking/noun	7	bijvoorbeeld/adv;de/det;loop_terug/verb;met/prep;procent/noun;van/prep;verwerking/noun	7
staal/noun/de_morgen_20030613_01_127/23	Genkse/adj;ga/verb;minder/adj;produceer/verb;roest_vrij/adj;staal_producent/noun;ton/noun	7	Genkse/adj;ga/verb;minder/adj;produceer/verb;roest_vrij/adj;staal_producent/noun;ton/noun	7	Genkse/adj;ga/verb;maand/noun;minder/adj;produceer/verb;roest_vrij/adj;staal_producent/noun;ton/noun	8	Genkse/adj;de/det;ga/verb;minder/adj;per/prep;produceer/verb;roest_vrij/adj;staal_producent/noun;ton/noun	9	Genkse/adj;de/det;ga/verb;minder/adj;per/prep;produceer/verb;roest_vrij/adj;staal_producent/noun;ton/noun	9	Genkse/adj;de/det;ga/verb;maand/noun;minder/adj;per/prep;produceer/verb;roest_vrij/adj;staal_producent/noun;ton/noun	10	ga/verb;minder/adj;produceer/verb;roest_vrij/adj;ton/noun	5	ga/verb;minder/adj;produceer/verb;roest_vrij/adj;ton/noun	5	ga/verb;maand/noun;minder/adj;produceer/verb;roest_vrij/adj;ton/noun	6	ga/verb;minder/adj;per/prep;produceer/verb;roest_vrij/adj;ton/noun	6	ga/verb;minder/adj;per/prep;produceer/verb;roest_vrij/adj;ton/noun	6	ga/verb;maand/noun;minder/adj;per/prep;produceer/verb;roest_vrij/adj;ton/noun	7
staal/noun/de_morgen_20020305_01_17/245	ga/verb;meerder/adj;pesticiden/noun	3	ga/verb;meerder/adj;pesticiden/noun	3	ga/verb;meerder/adj;pesticiden/noun	3	ga/verb;het/det;in/prep;meerder/adj;pesticiden/noun	5	ga/verb;het/det;in/prep;meerder/adj;pesticiden/noun	5	ga/verb;het/det;in/prep;meerder/adj;om/prep;pesticiden/noun	6	ga/verb;meerder/adj;pesticiden/noun	3	ga/verb;meerder/adj;pesticiden/noun	3	ga/verb;meerder/adj;pesticiden/noun	3	ga/verb;het/det;in/prep;meerder/adj;pesticiden/noun	5	ga/verb;het/det;in/prep;meerder/adj;pesticiden/noun	5	ga/verb;het/det;in/prep;meerder/adj;om/prep;pesticiden/noun	6
staal/noun/de_morgen_19991117_01_108/109	bedrijf/noun;concentreer/verb;dienstverlening/noun;divisie/noun;industrieel/adj	5	bedrijf/noun;concentreer/verb;dienstverlening/noun;divisie/noun;industrieel/adj	5	bedrijf/noun;concentreer/verb;dienstverlening/noun;divisie/noun;industrieel/adj;toekomst/noun	6	bedrijf/noun;concentreer/verb;de/det;dienstverlening/noun;divisie/noun;in/prep;industrieel/adj;op/prep	8	bedrijf/noun;concentreer/verb;de/det;dienstverlening/noun;divisie/noun;in/prep;industrieel/adj;op/prep	8	aan/prep;bedrijf/noun;concentreer/verb;de/det;dienstverlening/noun;divisie/noun;in/prep;industrieel/adj;op/prep;toekomst/noun	10	bedrijf/noun;dienstverlening/noun;divisie/noun;industrieel/adj	4	bedrijf/noun;dienstverlening/noun;divisie/noun;industrieel/adj	4	bedrijf/noun;dienstverlening/noun;divisie/noun;industrieel/adj	4	bedrijf/noun;dienstverlening/noun;divisie/noun;industrieel/adj	4	bedrijf/noun;dienstverlening/noun;divisie/noun;industrieel/adj	4	aan/prep;bedrijf/noun;dienstverlening/noun;divisie/noun;industrieel/adj	5
staal/noun/de_morgen_19990623_01_113/195	10/noun;Brabander/noun;neem/verb;word/verb	4	10/noun;Brabander/noun;neem/verb;word/verb	4	10/noun;Brabander/noun;februari/noun;neem/verb;word/verb	5	10/noun;Brabander/noun;bij/prep;de/det;die/pron;in/prep;neem/verb;op/prep;word/verb	9	10/noun;Brabander/noun;bij/prep;de/det;die/pron;in/prep;neem/verb;op/prep;word/verb	9	10/noun;Brabander/noun;bij/prep;de/det;die/pron;februari/noun;in/prep;neem/verb;op/prep;word/verb	10	10/noun;word/verb	2	10/noun;word/verb	2	10/noun;februari/noun;word/verb	3	10/noun;die/pron;in/prep;op/prep;word/verb	5	10/noun;die/pron;in/prep;op/prep;word/verb	5	10/noun;die/pron;februari/noun;in/prep;op/prep;word/verb	6
staal/noun/de_morgen_19991008_01_63/745	beperking/noun;constructie/noun;glas/noun;steen/noun	4	beperking/noun;constructie/noun;glas/noun;steen/noun	4	beperking/noun;constructie/noun;glas/noun;heb/verb;steen/noun	5	beperking/noun;constructie/noun;een/det;glas/noun;in/prep;steen/noun	6	beperking/noun;constructie/noun;een/det;glas/noun;in/prep;steen/noun	6	beperking/noun;constructie/noun;een/det;glas/noun;haar/det;heb/verb;in/prep;steen/noun;zo/adv	9	constructie/noun;glas/noun;steen/noun	3	constructie/noun;glas/noun;steen/noun	3	constructie/noun;glas/noun;heb/verb;steen/noun	4	constructie/noun;een/det;glas/noun;in/prep;steen/noun	5	constructie/noun;een/det;glas/noun;in/prep;steen/noun	5	constructie/noun;een/det;glas/noun;heb/verb;in/prep;steen/noun	6
staal/noun/de_morgen_20020814_01_36/367	ben/verb;neem/verb;negatief/adj;slachthuis/noun;vet/noun;wit/adj	6	ben/verb;neem/verb;negatief/adj;slachthuis/noun;vet/noun;wit/adj	6	ben/verb;neem/verb;negatief/adj;slachthuis/noun;vet/noun;wit/adj	6	ben/verb;die/det;het/det;in/prep;neem/verb;negatief/adj;slachthuis/noun;van/prep;vet/noun;wit/adj	10	ben/verb;die/det;het/det;in/prep;neem/verb;negatief/adj;slachthuis/noun;van/prep;vet/noun;wit/adj	10	allemaal/adv;ben/verb;die/det;het/det;in/prep;neem/verb;negatief/adj;ook/adv;slachthuis/noun;van/prep;vet/noun;wit/adj	12	neem/verb;slachthuis/noun;vet/noun;wit/adj	4	neem/verb;slachthuis/noun;vet/noun;wit/adj	4	neem/verb;slachthuis/noun;vet/noun;wit/adj	4	het/det;neem/verb;slachthuis/noun;van/prep;vet/noun;wit/adj	6	het/det;neem/verb;slachthuis/noun;van/prep;vet/noun;wit/adj	6	het/det;neem/verb;ook/adv;slachthuis/noun;van/prep;vet/noun;wit/adj	7
staal/noun/de_morgen_19990213_01_50/512	adellijk/adj;ben/verb;bestek/noun;prijs/noun;roest_vrij/adj;sober/adj	6	adellijk/adj;ben/verb;bestek/noun;prijs/noun;roest_vrij/adj;sober/adj	6	adellijk/adj;ben/verb;bestek/noun;prijs/noun;roest_vrij/adj;sober/adj	6	adellijk/adj;ben/verb;bestek/noun;die/pron;met/prep;prijs/noun;roest_vrij/adj;sober/adj;van/prep	9	adellijk/adj;ben/verb;bestek/noun;die/pron;met/prep;prijs/noun;roest_vrij/adj;sober/adj;van/prep	9	adellijk/adj;ben/verb;bestek/noun;die/pron;met/prep;niet/adv;prijs/noun;roest_vrij/adj;sober/adj;van/prep	10	bestek/noun;prijs/noun;roest_vrij/adj;sober/adj	4	bestek/noun;prijs/noun;roest_vrij/adj;sober/adj	4	bestek/noun;prijs/noun;roest_vrij/adj;sober/adj	4	bestek/noun;die/pron;met/prep;prijs/noun;roest_vrij/adj;sober/adj;van/prep	7	bestek/noun;die/pron;met/prep;prijs/noun;roest_vrij/adj;sober/adj;van/prep	7	bestek/noun;die/pron;met/prep;niet/adv;prijs/noun;roest_vrij/adj;sober/adj;van/prep	8
staal/noun/de_morgen_20030812_01_96/452	activiteit/noun;afdeling/noun;bedrijf/noun;ben/verb;verwarming/noun	5	activiteit/noun;afdeling/noun;bedrijf/noun;ben/verb;verwarming/noun	5	activiteit/noun;afdeling/noun;bedrijf/noun;ben/verb;centraal/adj;verwarming/noun	6	activiteit/noun;afdeling/noun;bedrijf/noun;ben/verb;de/det;een/det;met/prep;verwarming/noun	8	activiteit/noun;afdeling/noun;bedrijf/noun;ben/verb;de/det;een/det;met/prep;verwarming/noun	8	activiteit/noun;afdeling/noun;bedrijf/noun;ben/verb;centraal/adj;de/det;een/det;met/prep;verwarming/noun	9	activiteit/noun;afdeling/noun;verwarming/noun	3	activiteit/noun;afdeling/noun;verwarming/noun	3	activiteit/noun;afdeling/noun;centraal/adj;verwarming/noun	4	activiteit/noun;afdeling/noun;de/det;verwarming/noun	4	activiteit/noun;afdeling/noun;de/det;verwarming/noun	4	activiteit/noun;afdeling/noun;centraal/adj;de/det;verwarming/noun	5
staal/noun/de_morgen_20010120_01_280/389	miljoen/noun;staal_fabriek/noun;ton/noun;trek_op/verb	4	miljoen/noun;staal_fabriek/noun;ton/noun;trek_op/verb	4	miljoen/noun;staal_fabriek/noun;ton/noun;trek_op/verb	4	de/det;miljoen/noun;staal_fabriek/noun;ton/noun;trek_op/verb;van/prep	6	de/det;miljoen/noun;staal_fabriek/noun;ton/noun;trek_op/verb;van/prep	6	de/det;miljoen/noun;naar/prep;staal_fabriek/noun;ton/noun;trek_op/verb;van/prep	7	miljoen/noun;ton/noun;trek_op/verb	3	miljoen/noun;ton/noun;trek_op/verb	3	miljoen/noun;ton/noun;trek_op/verb	3	miljoen/noun;ton/noun;trek_op/verb;van/prep	4	miljoen/noun;ton/noun;trek_op/verb;van/prep	4	miljoen/noun;naar/prep;ton/noun;trek_op/verb;van/prep	5
staal/noun/de_morgen_20000520_01_131/4040	beton/noun;glas/noun;stenen/adj	3	beton/noun;glas/noun;stenen/adj	3	beton/noun;glas/noun;stenen/adj	3	beton/noun;glas/noun;stenen/adj	3	beton/noun;glas/noun;stenen/adj	3	beton/noun;glas/noun;stenen/adj	3	beton/noun;glas/noun;stenen/adj	3	beton/noun;glas/noun;stenen/adj	3	beton/noun;glas/noun;stenen/adj	3	beton/noun;glas/noun;stenen/adj	3	beton/noun;glas/noun;stenen/adj	3	beton/noun;glas/noun;stenen/adj	3
staal/noun/de_morgen_20000115_01_54/65	ben/verb;maak/verb;ongestoord/adj;roest_vrij/adj;uitzicht/noun;zwembad/noun	6	ben/verb;maak/verb;ongestoord/adj;roest_vrij/adj;uitzicht/noun;zwembad/noun	6	ben/verb;heb/verb;maak/verb;ongestoord/adj;roest_vrij/adj;uitzicht/noun;zwembad/noun	7	ben/verb;dat/pron;de/det;een/det;het/det;maak/verb;ongestoord/adj;op/prep;roest_vrij/adj;uitzicht/noun;van/prep;zwembad/noun	12	ben/verb;dat/pron;de/det;een/det;het/det;maak/verb;ongestoord/adj;op/prep;roest_vrij/adj;uitzicht/noun;van/prep;zwembad/noun	12	ben/verb;dat/pron;de/det;een/det;heb/verb;het/det;je/pron;maak/verb;ongestoord/adj;ook/adv;op/prep;roest_vrij/adj;uitzicht/noun;van/prep;vanuit/prep;zwembad/noun	16	ben/verb;maak/verb;roest_vrij/adj;zwembad/noun	4	ben/verb;maak/verb;roest_vrij/adj;zwembad/noun	4	ben/verb;heb/verb;maak/verb;roest_vrij/adj;zwembad/noun	5	ben/verb;dat/pron;maak/verb;roest_vrij/adj;van/prep;zwembad/noun	6	ben/verb;dat/pron;maak/verb;roest_vrij/adj;van/prep;zwembad/noun	6	ben/verb;dat/pron;heb/verb;je/pron;maak/verb;roest_vrij/adj;van/prep;zwembad/noun	8
staal/noun/de_morgen_20000331_01_126/303	baseer/verb;hoog/adj	2	baseer/verb;hoog/adj	2	baseer/verb;hoog/adj;internet/noun	3	baseer/verb;de/det;een/det;hoog/adj;met/prep;op/prep;van/prep	7	baseer/verb;de/det;een/det;hoog/adj;met/prep;op/prep;van/prep	7	baseer/verb;de/det;een/det;hoog/adj;internet/noun;met/prep;op/prep;van/prep	8	hoog/adj	1	hoog/adj	1	hoog/adj	1	een/det;hoog/adj;met/prep;van/prep	4	een/det;hoog/adj;met/prep;van/prep	4	een/det;hoog/adj;met/prep;van/prep	4
staal/noun/de_morgen_20010612_01_185/95	genomen/adj;onderzoek/verb;word/verb	3	genomen/adj;onderzoek/verb;word/verb	3	donderdag/noun;genomen/adj;onderzoek/verb;word/verb	4	de/det;genomen/adj;onderzoek/verb;word/verb	4	de/det;genomen/adj;onderzoek/verb;word/verb	4	de/det;donderdag/noun;genomen/adj;onderzoek/verb;word/verb	5	genomen/adj;onderzoek/verb;word/verb	3	genomen/adj;onderzoek/verb;word/verb	3	genomen/adj;onderzoek/verb;word/verb	3	de/det;genomen/adj;onderzoek/verb;word/verb	4	de/det;genomen/adj;onderzoek/verb;word/verb	4	de/det;genomen/adj;onderzoek/verb;word/verb	4
staal/noun/de_morgen_20020506_01_35/193	migrant/noun;representatief/adj;word/verb	3	migrant/noun;representatief/adj;word/verb	3	kan/verb;migrant/noun;organisatie/noun;representatief/adj;word/verb;zie/verb	6	de/det;een/det;migrant/noun;representatief/adj;van/prep;word/verb	6	de/det;een/det;migrant/noun;representatief/adj;van/prep;word/verb	6	als/prep;de/det;een/det;kan/verb;migrant/noun;organisatie/noun;representatief/adj;van/prep;voor/prep;word/verb;zie/verb	11	migrant/noun;representatief/adj;word/verb	3	migrant/noun;representatief/adj;word/verb	3	migrant/noun;representatief/adj;word/verb;zie/verb	4	een/det;migrant/noun;representatief/adj;van/prep;word/verb	5	een/det;migrant/noun;representatief/adj;van/prep;word/verb	5	als/prep;een/det;migrant/noun;representatief/adj;van/prep;voor/prep;word/verb;zie/verb	8
staal/noun/de_morgen_20010420_01_139/603	auto/noun;concurrentie/noun;sector/noun;soja/noun;vliegtuig/noun	5	auto/noun;concurrentie/noun;sector/noun;soja/noun;vliegtuig/noun	5	auto/noun;concurrentie/noun;rechtstreeks/adj;sector/noun;soja/noun;vliegtuig/noun	6	auto/noun;concurrentie/noun;dat/pron;de/det;in/prep;met/prep;sector/noun;soja/noun;sommige/det;vliegtuig/noun	10	auto/noun;concurrentie/noun;dat/pron;de/det;in/prep;met/prep;sector/noun;soja/noun;sommige/det;vliegtuig/noun	10	auto/noun;concurrentie/noun;dat/pron;de/det;in/prep;met/prep;ook/adv;rechtstreeks/adj;sector/noun;soja/noun;sommige/det;vliegtuig/noun	12	auto/noun;soja/noun;vliegtuig/noun	3	auto/noun;soja/noun;vliegtuig/noun	3	auto/noun;rechtstreeks/adj;soja/noun;vliegtuig/noun	4	auto/noun;soja/noun;vliegtuig/noun	3	auto/noun;soja/noun;vliegtuig/noun	3	auto/noun;rechtstreeks/adj;soja/noun;vliegtuig/noun	4
staal/noun/de_morgen_20010214_01_134/844	duizenden/noun;ga/verb;herstructurering/noun;landbouw/noun;textiel/noun;verloren/adj	6	duizenden/noun;ga/verb;herstructurering/noun;landbouw/noun;textiel/noun;verloren/adj	6	duizenden/noun;ga/verb;herstructurering/noun;job/noun;landbouw/noun;pijnlijk/adj;textiel/noun;verloren/adj;wacht/verb;zal/verb;zeg/verb	11	duizenden/noun;ga/verb;herstructurering/noun;landbouw/noun;textiel/noun;verloren/adj	6	duizenden/noun;ga/verb;herstructurering/noun;landbouw/noun;textiel/noun;verloren/adj	6	duizenden/noun;ga/verb;herstructurering/noun;job/noun;landbouw/noun;ook/adv;pijnlijk/adj;textiel/noun;verloren/adj;wacht/verb;we/pron;zal/verb;zeg/verb	13	ga/verb;landbouw/noun;textiel/noun;verloren/adj	4	ga/verb;landbouw/noun;textiel/noun;verloren/adj	4	ga/verb;landbouw/noun;pijnlijk/adj;textiel/noun;verloren/adj;zal/verb	6	ga/verb;landbouw/noun;textiel/noun;verloren/adj	4	ga/verb;landbouw/noun;textiel/noun;verloren/adj	4	ga/verb;landbouw/noun;pijnlijk/adj;textiel/noun;verloren/adj;zal/verb	6
staal/noun/de_morgen_19990311_01_91/292	Amerikaans/adj;ben/verb;bevolking/noun;gevraagd/adj;representatief/adj	5	Amerikaans/adj;ben/verb;bevolking/noun;gevraagd/adj;representatief/adj	5	Amerikaans/adj;ben/verb;bevolking/noun;gast/noun;geef_toe/verb;gevraagd/adj;representatief/adj;voer_op/verb	8	Amerikaans/adj;ben/verb;bevolking/noun;de/det;die/pron;een/det;gevraagd/adj;representatief/adj;van/prep	9	Amerikaans/adj;ben/verb;bevolking/noun;de/det;die/pron;een/det;gevraagd/adj;representatief/adj;van/prep	9	Amerikaans/adj;ben/verb;bevolking/noun;de/det;die/pron;een/det;gast/noun;geef_toe/verb;gevraagd/adj;hij/pron;representatief/adj;toe/part;van/prep;voer_op/verb	14	Amerikaans/adj;ben/verb;bevolking/noun;representatief/adj	4	Amerikaans/adj;ben/verb;bevolking/noun;representatief/adj	4	Amerikaans/adj;ben/verb;bevolking/noun;representatief/adj;voer_op/verb	5	Amerikaans/adj;ben/verb;bevolking/noun;de/det;die/pron;een/det;representatief/adj;van/prep	8	Amerikaans/adj;ben/verb;bevolking/noun;de/det;die/pron;een/det;representatief/adj;van/prep	8	Amerikaans/adj;ben/verb;bevolking/noun;de/det;die/pron;een/det;representatief/adj;van/prep;voer_op/verb	9
staal/noun/de_morgen_20011205_01_29/41	aanwezigheid/noun;ander/adj;gevaarlijk/adj;laboratorium/noun;miltvuur_bacterie/noun;onderzoek/verb;stof/noun;verdacht/adj	8	aanwezigheid/noun;ander/adj;gevaarlijk/adj;laboratorium/noun;miltvuur_bacterie/noun;onderzoek/verb;stof/noun;verdacht/adj	8	aanwezigheid/noun;ander/adj;federaal/adj;gevaarlijk/adj;laboratorium/noun;miltvuur_bacterie/noun;november/noun;onderzoek/verb;stof/noun;verdacht/adj	10	aanwezigheid/noun;ander/adj;de/det;gevaarlijk/adj;het/det;in/adv;laboratorium/noun;miltvuur_bacterie/noun;onderzoek/verb;op/prep;stof/noun;totaal/adv;van/prep;verdacht/adj	14	aanwezigheid/noun;ander/adj;de/det;gevaarlijk/adj;het/det;in/adv;laboratorium/noun;miltvuur_bacterie/noun;onderzoek/verb;op/prep;stof/noun;totaal/adv;van/prep;verdacht/adj	14	aanwezigheid/noun;ander/adj;de/det;federaal/adj;gevaarlijk/adj;het/det;in/adv;laboratorium/noun;miltvuur_bacterie/noun;november/noun;onderzoek/verb;op/prep;stof/noun;totaal/adv;van/prep;verdacht/adj	16	aanwezigheid/noun;verdacht/adj	2	aanwezigheid/noun;verdacht/adj	2	aanwezigheid/noun;verdacht/adj	2	aanwezigheid/noun;de/det;in/adv;op/prep;totaal/adv;van/prep;verdacht/adj	7	aanwezigheid/noun;de/det;in/adv;op/prep;totaal/adv;van/prep;verdacht/adj	7	aanwezigheid/noun;de/det;in/adv;op/prep;totaal/adv;van/prep;verdacht/adj	7
