_model	model.x	model.y	foc_length	foc_minimum_features	foc_part_of_speech	foc_sent_bound	foc_weighting	foc_window	soc_length	soc_length_num	soc_part_of_speech	soc_window	tokens	type	stress
spot.foc10.nav.ppmi_weight.bound.min1.soc4.nav.5000	-0.2624631542712094	-0.11023407288041294	569	1	nav	bound	ppmi_weight	10_10	5000	5e3	nav	4_4	223	spot	0.23985131246827343
spot.foc10.nav.ppmi_weight.bound.min1.soc4.nav.10000	-0.2743138487126141	-0.15345519563066484	569	1	nav	bound	ppmi_weight	10_10	10000	1e4	nav	4_4	223	spot	0.22792652848086314
spot.foc10.nav.ppmi_weight.bound.min1.soc4.nav.foc	-0.25325028325510307	-0.13939697930641093	569	1	nav	bound	ppmi_weight	10_10	foc	569	nav	4_4	223	spot	0.24490979204970603
spot.foc10.nav.ppmi_weight.bound.min1.soc10.nav.5000	-0.2507021827508437	-0.07651394406076593	569	1	nav	bound	ppmi_weight	10_10	5000	5e3	nav	10_10	223	spot	0.2283406996004879
spot.foc10.nav.ppmi_weight.bound.min1.soc10.nav.10000	-0.25716244422304757	-0.10732901831702321	569	1	nav	bound	ppmi_weight	10_10	10000	1e4	nav	10_10	223	spot	0.22440886553886308
spot.foc10.nav.ppmi_weight.bound.min1.soc10.nav.foc	-0.23906011801154772	-0.119030158638594	569	1	nav	bound	ppmi_weight	10_10	foc	569	nav	10_10	223	spot	0.2283552104066439
spot.foc10.nav.ppmi_weight.bound.min1.soc4.all.5000	-0.25965362338064973	-0.11263230401731489	569	1	nav	bound	ppmi_weight	10_10	5000	5e3	all	4_4	223	spot	0.23590931346870248
spot.foc10.nav.ppmi_weight.bound.min1.soc4.all.10000	-0.26495479318050985	-0.13377817585838445	569	1	nav	bound	ppmi_weight	10_10	10000	1e4	all	4_4	223	spot	0.2298901639764014
spot.foc10.nav.ppmi_weight.bound.min1.soc4.all.foc	-0.25325028325510307	-0.13939697930641093	569	1	nav	bound	ppmi_weight	10_10	foc	569	all	4_4	223	spot	0.24490979204970603
spot.foc10.nav.ppmi_weight.bound.min1.soc10.all.5000	-0.2564075990933052	-0.07218717281560962	569	1	nav	bound	ppmi_weight	10_10	5000	5e3	all	10_10	223	spot	0.22696458963807586
spot.foc10.nav.ppmi_weight.bound.min1.soc10.all.10000	-0.2504037163212809	-0.09260732800454244	569	1	nav	bound	ppmi_weight	10_10	10000	1e4	all	10_10	223	spot	0.22774230872938317
spot.foc10.nav.ppmi_weight.bound.min1.soc10.all.foc	-0.23906011807646618	-0.11903015849307136	569	1	nav	bound	ppmi_weight	10_10	foc	569	all	10_10	223	spot	0.2283552104066439
spot.foc10.nav.ppmi_sel.bound.min1.soc4.nav.5000	-0.055431080695855034	0.3676256887355857	569	1	nav	bound	ppmi_sel	10_10	5000	5e3	nav	4_4	223	spot	0.25975305670899557
spot.foc10.nav.ppmi_sel.bound.min1.soc4.nav.10000	-0.07971843934321579	0.31529898115478255	569	1	nav	bound	ppmi_sel	10_10	10000	1e4	nav	4_4	223	spot	0.2553333281693587
spot.foc10.nav.ppmi_sel.bound.min1.soc4.nav.foc	-0.07344047056134223	0.22895599188963997	569	1	nav	bound	ppmi_sel	10_10	foc	569	nav	4_4	223	spot	0.26213104810111687
spot.foc10.nav.ppmi_sel.bound.min1.soc10.nav.5000	-0.03966322003615496	0.378352953949845	569	1	nav	bound	ppmi_sel	10_10	5000	5e3	nav	10_10	223	spot	0.2511479759748309
spot.foc10.nav.ppmi_sel.bound.min1.soc10.nav.10000	-0.06198740201081376	0.3214915460685532	569	1	nav	bound	ppmi_sel	10_10	10000	1e4	nav	10_10	223	spot	0.249968926364551
spot.foc10.nav.ppmi_sel.bound.min1.soc10.nav.foc	-0.0723620510328054	0.20479327453177137	569	1	nav	bound	ppmi_sel	10_10	foc	569	nav	10_10	223	spot	0.24628888230265483
spot.foc10.nav.ppmi_sel.bound.min1.soc4.all.5000	-0.04276889450346086	0.3880112221988613	569	1	nav	bound	ppmi_sel	10_10	5000	5e3	all	4_4	223	spot	0.26115716267159944
spot.foc10.nav.ppmi_sel.bound.min1.soc4.all.10000	-0.06150042422314868	0.3378193125620013	569	1	nav	bound	ppmi_sel	10_10	10000	1e4	all	4_4	223	spot	0.25612678189006327
spot.foc10.nav.ppmi_sel.bound.min1.soc4.all.foc	-0.07344047056133311	0.2289559918896307	569	1	nav	bound	ppmi_sel	10_10	foc	569	all	4_4	223	spot	0.26213104810111687
