_id	_cws.spot.foc10.nav.ppmi_weight.bound	_count.spot.foc10.nav.ppmi_weight.bound	_cws.spot.foc10.nav.ppmi_sel.bound	_count.spot.foc10.nav.ppmi_sel.bound	_cws.spot.foc10.nav.no_ppmi.bound	_count.spot.foc10.nav.no_ppmi.bound	_cws.spot.foc10.all.ppmi_weight.bound	_count.spot.foc10.all.ppmi_weight.bound	_cws.spot.foc10.all.ppmi_sel.bound	_count.spot.foc10.all.ppmi_sel.bound	_cws.spot.foc10.all.no_ppmi.bound	_count.spot.foc10.all.no_ppmi.bound	_cws.spot.foc5.nav.ppmi_weight.bound	_count.spot.foc5.nav.ppmi_weight.bound	_cws.spot.foc5.nav.ppmi_sel.bound	_count.spot.foc5.nav.ppmi_sel.bound	_cws.spot.foc5.nav.no_ppmi.bound	_count.spot.foc5.nav.no_ppmi.bound	_cws.spot.foc5.all.ppmi_weight.bound	_count.spot.foc5.all.ppmi_weight.bound	_cws.spot.foc5.all.ppmi_sel.bound	_count.spot.foc5.all.ppmi_sel.bound	_cws.spot.foc5.all.no_ppmi.bound	_count.spot.foc5.all.no_ppmi.bound
spot/noun/de_morgen_20041203_01_104/32	charme_zanger/noun;etalage_pop/noun;flankeer/verb;gevierd/adj;lingerie/noun;word/verb	6	charme_zanger/noun;etalage_pop/noun;flankeer/verb;gevierd/adj;lingerie/noun;word/verb	6	charme_zanger/noun;etalage_pop/noun;flankeer/verb;gevierd/adj;lingerie/noun;word/verb	6	charme_zanger/noun;de/det;door/prep;etalage_pop/noun;flankeer/verb;gevierd/adj;hij/pron;lingerie/noun;word/verb	9	charme_zanger/noun;de/det;door/prep;etalage_pop/noun;flankeer/verb;gevierd/adj;hij/pron;lingerie/noun;word/verb	9	charme_zanger/noun;de/det;door/prep;etalage_pop/noun;flankeer/verb;gevierd/adj;hij/pron;in/prep;lingerie/noun;word/verb	10	charme_zanger/noun;etalage_pop/noun;flankeer/verb;gevierd/adj;word/verb	5	charme_zanger/noun;etalage_pop/noun;flankeer/verb;gevierd/adj;word/verb	5	charme_zanger/noun;etalage_pop/noun;flankeer/verb;gevierd/adj;word/verb	5	charme_zanger/noun;door/prep;etalage_pop/noun;flankeer/verb;gevierd/adj;word/verb	6	charme_zanger/noun;door/prep;etalage_pop/noun;flankeer/verb;gevierd/adj;word/verb	6	charme_zanger/noun;door/prep;etalage_pop/noun;flankeer/verb;gevierd/adj;in/prep;word/verb	7
spot/noun/de_morgen_20031220_01_102/1097	ben/verb	1	ben/verb	1	ben/verb;kan/verb;neem_over/verb	3	ben/verb;die/pron;een/det;zo/adv	4	ben/verb;die/pron;een/det;zo/adv	4	ben/verb;die/pron;een/det;het/det;kan/verb;neem_over/verb;zo/adv	7	ben/verb	1	ben/verb	1	ben/verb;kan/verb;neem_over/verb	3	ben/verb;die/pron;een/det;zo/adv	4	ben/verb;die/pron;een/det;zo/adv	4	ben/verb;die/pron;een/det;het/det;kan/verb;neem_over/verb;zo/adv	7
spot/noun/de_morgen_20020411_01_34/123	gewaarwording/noun;omstreden/adj;richt/verb	3	gewaarwording/noun;omstreden/adj;richt/verb	3	gewaarwording/noun;omstreden/adj;richt/verb	3	die/det;gewaarwording/noun;omstreden/adj;op/prep;richt/verb;vanavond/adv;zijn/det	7	die/det;gewaarwording/noun;omstreden/adj;op/prep;richt/verb;vanavond/adv;zijn/det	7	die/det;gewaarwording/noun;het/det;omstreden/adj;op/prep;richt/verb;vanavond/adv;zijn/det	8	gewaarwording/noun;omstreden/adj;richt/verb	3	gewaarwording/noun;omstreden/adj;richt/verb	3	gewaarwording/noun;omstreden/adj;richt/verb	3	die/det;gewaarwording/noun;omstreden/adj;op/prep;richt/verb;vanavond/adv;zijn/det	7	die/det;gewaarwording/noun;omstreden/adj;op/prep;richt/verb;vanavond/adv;zijn/det	7	die/det;gewaarwording/noun;omstreden/adj;op/prep;richt/verb;vanavond/adv;zijn/det	7
spot/noun/de_morgen_20021105_01_92/562	drum/noun;gitaar/noun;licht/noun;mijd/verb;verstop/verb	5	drum/noun;gitaar/noun;licht/noun;mijd/verb;verstop/verb	5	drum/noun;gitaar/noun;licht/noun;mijd/verb;verstop/verb	5	achter/prep;de/det;drum/noun;gitaar/noun;licht/noun;mijd/verb;van/prep;verstop/verb;zich/pron;zijn/det	10	achter/prep;de/det;drum/noun;gitaar/noun;licht/noun;mijd/verb;van/prep;verstop/verb;zich/pron;zijn/det	10	achter/prep;de/det;drum/noun;gitaar/noun;het/det;licht/noun;mijd/verb;van/prep;verstop/verb;zich/pron;zijn/det	11	drum/noun;licht/noun;mijd/verb	3	drum/noun;licht/noun;mijd/verb	3	drum/noun;licht/noun;mijd/verb	3	de/det;drum/noun;licht/noun;mijd/verb;van/prep	5	de/det;drum/noun;licht/noun;mijd/verb;van/prep	5	de/det;drum/noun;het/det;licht/noun;mijd/verb;van/prep	6
spot/noun/de_morgen_20040630_01_144/345	film/noun;hang_op/verb;kant_DIM/noun;ranzig/adj	4	film/noun;hang_op/verb;kant_DIM/noun;ranzig/adj	4	film/noun;hang_op/verb;kan/verb;kant_DIM/noun;krijg/verb;ranzig/adj;zeg/verb	7	alleen/adv;dan/adv;die/det;een/det;film/noun;hang_op/verb;je/pron;kant_DIM/noun;ranzig/adj	9	alleen/adv;dan/adv;die/det;een/det;film/noun;hang_op/verb;je/pron;kant_DIM/noun;ranzig/adj	9	alleen/adv;dan/adv;die/det;een/det;film/noun;hang_op/verb;je/pron;kan/verb;kant_DIM/noun;krijg/verb;misschien/adv;niet/adv;ranzig/adj;zeg/verb	14	hang_op/verb;kant_DIM/noun;ranzig/adj	3	hang_op/verb;kant_DIM/noun;ranzig/adj	3	hang_op/verb;kan/verb;kant_DIM/noun;krijg/verb;ranzig/adj	5	dan/adv;die/det;een/det;hang_op/verb;kant_DIM/noun;ranzig/adj	6	dan/adv;die/det;een/det;hang_op/verb;kant_DIM/noun;ranzig/adj	6	dan/adv;die/det;een/det;hang_op/verb;kan/verb;kant_DIM/noun;krijg/verb;ranzig/adj	8
spot/noun/de_morgen_20021010_01_109/2203	affiche/noun;bepaald/adj;boodschap/noun;draag_uit/verb;folder/noun	5	affiche/noun;bepaald/adj;boodschap/noun;draag_uit/verb;folder/noun	5	affiche/noun;begrijp/verb;bepaald/adj;boodschap/noun;draag_uit/verb;folder/noun;wil/verb	7	affiche/noun;bepaald/adj;boodschap/noun;draag_uit/verb;een/det;folder/noun;welk/det	7	affiche/noun;bepaald/adj;boodschap/noun;draag_uit/verb;een/det;folder/noun;welk/det	7	affiche/noun;begrijp/verb;bepaald/adj;boodschap/noun;draag_uit/verb;een/det;folder/noun;welk/det;wil/verb	9	affiche/noun;bepaald/adj;draag_uit/verb;folder/noun	4	affiche/noun;bepaald/adj;draag_uit/verb;folder/noun	4	affiche/noun;bepaald/adj;draag_uit/verb;folder/noun;wil/verb	5	affiche/noun;bepaald/adj;draag_uit/verb;folder/noun	4	affiche/noun;bepaald/adj;draag_uit/verb;folder/noun	4	affiche/noun;bepaald/adj;draag_uit/verb;folder/noun;wil/verb	5
spot/noun/de_morgen_20040327_01_175/1038	vertel/verb;waarheid/noun;wapen/noun;zweer/verb	4	vertel/verb;waarheid/noun;wapen/noun;zweer/verb	4	vertel/verb;waarheid/noun;wapen/noun;zweer/verb	4	de/det;je/pron;vertel/verb;waarheid/noun;wapen/noun;zweer/verb	6	de/det;je/pron;vertel/verb;waarheid/noun;wapen/noun;zweer/verb	6	bij/prep;de/det;het/det;je/pron;vertel/verb;waarheid/noun;wapen/noun;zweer/verb	8	wapen/noun;zweer/verb	2	wapen/noun;zweer/verb	2	wapen/noun;zweer/verb	2	de/det;wapen/noun;zweer/verb	3	de/det;wapen/noun;zweer/verb	3	bij/prep;de/det;het/det;wapen/noun;zweer/verb	5
spot/noun/de_morgen_20021211_01_122/375	dikwijls/adj;ondraaglijk/adj;warm/adj;word/verb	4	dikwijls/adj;ondraaglijk/adj;warm/adj;word/verb	4	dikwijls/adj;ondraaglijk/adj;studio/noun;warm/adj;word/verb	5	de/det;dikwijls/adj;een/det;onder/prep;ondraaglijk/adj;van/prep;warm/adj;word/verb	8	de/det;dikwijls/adj;een/det;onder/prep;ondraaglijk/adj;van/prep;warm/adj;word/verb	8	bovendien/adv;de/det;dikwijls/adj;een/det;het/det;onder/prep;ondraaglijk/adj;studio/noun;van/prep;warm/adj;word/verb	11	dikwijls/adj;ondraaglijk/adj;word/verb	3	dikwijls/adj;ondraaglijk/adj;word/verb	3	dikwijls/adj;ondraaglijk/adj;studio/noun;word/verb	4	de/det;dikwijls/adj;een/det;onder/prep;ondraaglijk/adj;van/prep;word/verb	7	de/det;dikwijls/adj;een/det;onder/prep;ondraaglijk/adj;van/prep;word/verb	7	bovendien/adv;de/det;dikwijls/adj;een/det;het/det;onder/prep;ondraaglijk/adj;studio/noun;van/prep;word/verb	10
spot/noun/de_morgen_20021220_01_24/206	bakstenen/adj;industrieel/adj;muur/noun;plafond/noun;ruimte/noun;tafel/noun	6	bakstenen/adj;industrieel/adj;muur/noun;plafond/noun;ruimte/noun;tafel/noun	6	bakstenen/adj;groot/adj;industrieel/adj;krijg/verb;muur/noun;plafond/noun;ruimte/noun;tafel/noun;vierkant/adj	9	bakstenen/adj;die/pron;een/det;industrieel/adj;met/prep;middenin/prep;muur/noun;plafond/noun;ruimte/noun;tafel/noun	10	bakstenen/adj;die/pron;een/det;industrieel/adj;met/prep;middenin/prep;muur/noun;plafond/noun;ruimte/noun;tafel/noun	10	aan/prep;bakstenen/adj;die/pron;een/det;groot/adj;het/det;industrieel/adj;krijg/verb;met/prep;middenin/prep;muur/noun;plafond/noun;ruimte/noun;tafel/noun;vierkant/adj	15	bakstenen/adj;industrieel/adj;muur/noun;plafond/noun	4	bakstenen/adj;industrieel/adj;muur/noun;plafond/noun	4	bakstenen/adj;groot/adj;industrieel/adj;krijg/verb;muur/noun;plafond/noun	6	bakstenen/adj;industrieel/adj;muur/noun;plafond/noun	4	bakstenen/adj;industrieel/adj;muur/noun;plafond/noun	4	aan/prep;bakstenen/adj;groot/adj;het/det;industrieel/adj;krijg/verb;muur/noun;plafond/noun	8
spot/noun/de_morgen_19990923_01_40/113	film_zaal/noun;jongere/noun;loop/verb;muziekzender/noun	4	film_zaal/noun;jongere/noun;loop/verb;muziekzender/noun	4	film_zaal/noun;jaar/noun;jongere/noun;loop/verb;muziekzender/noun;zal/verb	6	de/det;een/det;film_zaal/noun;jongere/noun;loop/verb;muziekzender/noun;ook/adv;op/prep;tussen/prep;van/prep	10	de/det;een/det;film_zaal/noun;jongere/noun;loop/verb;muziekzender/noun;ook/adv;op/prep;tussen/prep;van/prep	10	de/det;een/det;film_zaal/noun;in/prep;jaar/noun;jongere/noun;loop/verb;muziekzender/noun;ook/adv;op/prep;tussen/prep;van/prep;zal/verb	13	film_zaal/noun;loop/verb	2	film_zaal/noun;loop/verb	2	film_zaal/noun;jaar/noun;loop/verb;zal/verb	4	een/det;film_zaal/noun;loop/verb;ook/adv	4	een/det;film_zaal/noun;loop/verb;ook/adv	4	een/det;film_zaal/noun;in/prep;jaar/noun;loop/verb;ook/adv;zal/verb	7
spot/noun/de_morgen_20000502_01_91/160	drijf/verb	1	drijf/verb	1	drijf/verb;stuk/noun;tijd/noun	3	alle/det;de/det;drijf/verb;een/det;hij/pron;met/prep;van/prep;zijn/det	8	alle/det;de/det;drijf/verb;een/det;hij/pron;met/prep;van/prep;zijn/det	8	alle/det;de/det;drijf/verb;een/det;hij/pron;met/prep;stuk/noun;tijd/noun;uit/prep;van/prep;zijn/det	11	drijf/verb	1	drijf/verb	1	drijf/verb	1	alle/det;de/det;drijf/verb;hij/pron;met/prep	5	alle/det;de/det;drijf/verb;hij/pron;met/prep	5	alle/det;de/det;drijf/verb;hij/pron;met/prep;uit/prep	6
spot/noun/de_morgen_20000918_01_105/148	maak/verb;vaak/adj;voorwerp/noun	3	maak/verb;vaak/adj;voorwerp/noun	3	maak/verb;vaak/adj;voorwerp/noun	3	een/det;hen/pron;maak/verb;vaak/adj;van/prep;voorwerp/noun;wat/pron	7	een/det;hen/pron;maak/verb;vaak/adj;van/prep;voorwerp/noun;wat/pron	7	een/det;hen/pron;in/prep;maak/verb;tot/prep;vaak/adj;van/prep;voorwerp/noun;wat/pron	9	maak/verb;vaak/adj;voorwerp/noun	3	maak/verb;vaak/adj;voorwerp/noun	3	maak/verb;vaak/adj;voorwerp/noun	3	een/det;maak/verb;vaak/adj;van/prep;voorwerp/noun	5	een/det;maak/verb;vaak/adj;van/prep;voorwerp/noun	5	een/det;maak/verb;tot/prep;vaak/adj;van/prep;voorwerp/noun	6
spot/noun/de_morgen_20000616_01_51/1750	drijf/verb;geest/noun;paus/noun	3	drijf/verb;geest/noun;paus/noun	3	drijf/verb;geest/noun;paus/noun;ver/adj	4	de/det;drijf/verb;geest/noun;met/prep;paus/noun;van/prep	6	de/det;drijf/verb;geest/noun;met/prep;paus/noun;van/prep	6	de/det;deze/det;drijf/verb;geest/noun;het/det;met/prep;paus/noun;van/prep;ver/adj	9	drijf/verb;geest/noun;paus/noun	3	drijf/verb;geest/noun;paus/noun	3	drijf/verb;geest/noun;paus/noun;ver/adj	4	de/det;drijf/verb;geest/noun;met/prep;paus/noun;van/prep	6	de/det;drijf/verb;geest/noun;met/prep;paus/noun;van/prep	6	de/det;deze/det;drijf/verb;geest/noun;het/det;met/prep;paus/noun;van/prep;ver/adj	9
spot/noun/de_morgen_20041119_01_99/619	clerus/noun;drijf/verb;monarchie/noun;prent/noun;thema/noun	5	clerus/noun;drijf/verb;monarchie/noun;prent/noun;thema/noun	5	clerus/noun;drijf/verb;geheel/noun;monarchie/noun;prent/noun;sluit_af/verb;thema/noun	7	als/prep;clerus/noun;de/det;die/pron;drijf/verb;met/prep;monarchie/noun;prent/noun;thema/noun	9	als/prep;clerus/noun;de/det;die/pron;drijf/verb;met/prep;monarchie/noun;prent/noun;thema/noun	9	af/part;als/prep;clerus/noun;de/det;die/pron;drijf/verb;geheel/noun;het/det;met/prep;monarchie/noun;prent/noun;sluit_af/verb;thema/noun	13	clerus/noun;drijf/verb;monarchie/noun;prent/noun	4	clerus/noun;drijf/verb;monarchie/noun;prent/noun	4	clerus/noun;drijf/verb;monarchie/noun;prent/noun	4	clerus/noun;de/det;die/pron;drijf/verb;met/prep;monarchie/noun;prent/noun	7	clerus/noun;de/det;die/pron;drijf/verb;met/prep;monarchie/noun;prent/noun	7	clerus/noun;de/det;die/pron;drijf/verb;met/prep;monarchie/noun;prent/noun	7
spot/noun/de_morgen_20020928_01_135/554	Franstalig/adj;plots/adj;spreek_in/verb;word/verb;zender/noun	5	Franstalig/adj;plots/adj;spreek_in/verb;word/verb;zender/noun	5	Franstalig/adj;Nederlandstalig/adj;moet/verb;plots/adj;spreek_in/verb;word/verb;zeg/verb;zender/noun	8	Franstalig/adj;de/det;er/adv;ook/adv;plots/adj;spreek_in/verb;word/verb;zender/noun	8	Franstalig/adj;de/det;er/adv;ook/adv;plots/adj;spreek_in/verb;word/verb;zender/noun	8	Franstalig/adj;Nederlandstalig/adj;de/det;er/adv;moet/verb;ook/adv;plots/adj;spreek_in/verb;word/verb;zeg/verb;zender/noun	11	plots/adj;spreek_in/verb;word/verb	3	plots/adj;spreek_in/verb;word/verb	3	Nederlandstalig/adj;moet/verb;plots/adj;spreek_in/verb;word/verb;zeg/verb	6	er/adv;ook/adv;plots/adj;spreek_in/verb;word/verb	5	er/adv;ook/adv;plots/adj;spreek_in/verb;word/verb	5	Nederlandstalig/adj;er/adv;moet/verb;ook/adv;plots/adj;spreek_in/verb;word/verb;zeg/verb	8
spot/noun/de_morgen_20010725_01_6/1060	eeuwig/adj;koning/noun;precair/adj;publiek/adj;treed_op/verb	5	eeuwig/adj;koning/noun;precair/adj;publiek/adj;treed_op/verb	5	bedreig/verb;eeuwig/adj;hard/adj;koning/noun;laat/verb;lief/adj;positie/noun;precair/adj;publiek/adj;treed_op/verb	10	die/pron;eeuwig/adj;haar/det;koning/noun;precair/adj;publiek/adj;treed_op/verb	7	die/pron;eeuwig/adj;haar/det;koning/noun;precair/adj;publiek/adj;treed_op/verb	7	bedreig/verb;die/pron;eeuwig/adj;haar/det;hard/adj;koning/noun;laat/verb;lief/adj;positie/noun;precair/adj;publiek/adj;tegen/prep;treed_op/verb	13	eeuwig/adj;precair/adj;publiek/adj;treed_op/verb	4	eeuwig/adj;precair/adj;publiek/adj;treed_op/verb	4	eeuwig/adj;hard/adj;laat/verb;positie/noun;precair/adj;publiek/adj;treed_op/verb	7	die/pron;eeuwig/adj;haar/det;precair/adj;publiek/adj;treed_op/verb	6	die/pron;eeuwig/adj;haar/det;precair/adj;publiek/adj;treed_op/verb	6	die/pron;eeuwig/adj;haar/det;hard/adj;laat/verb;positie/noun;precair/adj;publiek/adj;tegen/prep;treed_op/verb	10
spot/noun/de_morgen_20000603_01_108/1295	palmboom/noun;richt/verb;word/verb	3	palmboom/noun;richt/verb;word/verb	3	groot/adj;kom/verb;palmboom/noun;richt/verb;water/noun;word/verb	6	er/adv;op/prep;overal/adv;palmboom/noun;richt/verb;word/verb	6	er/adv;op/prep;overal/adv;palmboom/noun;richt/verb;word/verb	6	er/adv;groot/adj;het/det;kom/verb;op/prep;overal/adv;palmboom/noun;richt/verb;water/noun;word/verb	10	richt/verb;word/verb	2	richt/verb;word/verb	2	groot/adj;richt/verb;water/noun;word/verb	4	er/adv;op/prep;richt/verb;word/verb	4	er/adv;op/prep;richt/verb;word/verb	4	er/adv;groot/adj;het/det;op/prep;richt/verb;water/noun;word/verb	7
spot/noun/de_morgen_20020605_01_20/517	alles/noun;ben/verb;drijf/verb;sarcasme/noun	4	alles/noun;ben/verb;drijf/verb;sarcasme/noun	4	alles/noun;ben/verb;drijf/verb;sarcasme/noun	4	achter/prep;alles/noun;ben/verb;de/det;drijf/verb;iedereen/pron;met/prep;sarcasme/noun	8	achter/prep;alles/noun;ben/verb;de/det;drijf/verb;iedereen/pron;met/prep;sarcasme/noun	8	achter/prep;alles/noun;ben/verb;de/det;drijf/verb;het/det;iedereen/pron;met/prep;sarcasme/noun	9	alles/noun;drijf/verb	2	alles/noun;drijf/verb	2	alles/noun;drijf/verb	2	alles/noun;de/det;drijf/verb;iedereen/pron;met/prep	5	alles/noun;de/det;drijf/verb;iedereen/pron;met/prep	5	alles/noun;de/det;drijf/verb;iedereen/pron;met/prep	5
spot/noun/de_morgen_20020102_01_12/328	gewoel/verb;proef/verb;verholen/adj	3	gewoel/verb;proef/verb;verholen/adj	3	gewoel/verb;laat/verb;proef/verb;verholen/adj	4	als/prep;de/det;een/det;gewoel/verb;hem/pron;je/pron;proef/verb;tussen/prep;verholen/adj	9	als/prep;de/det;een/det;gewoel/verb;hem/pron;je/pron;proef/verb;tussen/prep;verholen/adj	9	als/prep;de/det;een/det;gewoel/verb;hem/pron;het/det;je/pron;laat/verb;nauwelijks/adv;proef/verb;tussen/prep;verholen/adj	12	verholen/adj	1	verholen/adj	1	verholen/adj	1	als/prep;de/det;een/det;hem/pron;verholen/adj	5	als/prep;de/det;een/det;hem/pron;verholen/adj	5	als/prep;de/det;een/det;hem/pron;nauwelijks/adv;verholen/adj	6
spot/noun/de_morgen_20010426_01_82/228	Hongaar/noun;ben/verb	2	Hongaar/noun;ben/verb	2	Hongaar/noun;ben/verb;bijzonder/adj;val/verb;wolk/noun	5	Hongaar/noun;ben/verb;de/det;die/pron;hem/pron;ondanks/prep	6	Hongaar/noun;ben/verb;de/det;die/pron;hem/pron;ondanks/prep	6	Hongaar/noun;ben/verb;bijzonder/adj;de/det;die/pron;hem/pron;in/prep;ondanks/prep;val/verb;wolk/noun	10	ben/verb	1	ben/verb	1	ben/verb;val/verb	2	ben/verb;die/pron;hem/pron;ondanks/prep	4	ben/verb;die/pron;hem/pron;ondanks/prep	4	ben/verb;die/pron;hem/pron;ondanks/prep;val/verb	5
spot/noun/de_morgen_20000221_01_91/552	onmiddellijk/adj;vol/adj	2	onmiddellijk/adj;vol/adj	2	kom_terecht/verb;onmiddellijk/adj;vol/adj	3	de/det;hij/pron;onmiddellijk/adj;vol/adj	4	de/det;hij/pron;onmiddellijk/adj;vol/adj	4	de/det;hij/pron;in/prep;kom_terecht/verb;nu/adv;onmiddellijk/adj;terecht/part;vol/adj	8	onmiddellijk/adj;vol/adj	2	onmiddellijk/adj;vol/adj	2	onmiddellijk/adj;vol/adj	2	de/det;hij/pron;onmiddellijk/adj;vol/adj	4	de/det;hij/pron;onmiddellijk/adj;vol/adj	4	de/det;hij/pron;in/prep;onmiddellijk/adj;terecht/part;vol/adj	6
spot/noun/de_morgen_19990723_01_69/1849	alles/noun;beheersing/noun;ben/verb;gaaf/adj;honderden/noun;plafond/noun;slaag/verb;storend/adj;verzameling/noun	9	alles/noun;beheersing/noun;ben/verb;gaaf/adj;honderden/noun;plafond/noun;slaag/verb;storend/adj;verzameling/noun	9	alles/noun;beheersing/noun;ben/verb;er/noun;gaaf/adj;honderden/noun;plafond/noun;slaag/verb;storend/adj;verzameling/noun	10	alles/noun;beheersing/noun;ben/verb;een/det;gaaf/adj;honderden/noun;met/prep;plafond/noun;slaag/verb;storend/adj;van/prep;verzameling/noun;zo/adv	13	alles/noun;beheersing/noun;ben/verb;een/det;gaaf/adj;honderden/noun;met/prep;plafond/noun;slaag/verb;storend/adj;van/prep;verzameling/noun;zo/adv	13	alles/noun;beheersing/noun;ben/verb;een/det;er/noun;gaaf/adj;het/det;honderden/noun;in/prep;met/prep;plafond/noun;slaag/verb;storend/adj;van/prep;verzameling/noun;zo/adv	16	ben/verb;honderden/noun;slaag/verb;storend/adj;verzameling/noun	5	ben/verb;honderden/noun;slaag/verb;storend/adj;verzameling/noun	5	ben/verb;er/noun;honderden/noun;slaag/verb;storend/adj;verzameling/noun	6	ben/verb;honderden/noun;met/prep;slaag/verb;storend/adj;van/prep;verzameling/noun	7	ben/verb;honderden/noun;met/prep;slaag/verb;storend/adj;van/prep;verzameling/noun	7	ben/verb;er/noun;honderden/noun;met/prep;slaag/verb;storend/adj;van/prep;verzameling/noun	8
spot/noun/de_morgen_20030808_01_94/456	alles/noun;belicht/adj;centraal/adj;oordeel_kundig/adj	4	alles/noun;belicht/adj;centraal/adj;oordeel_kundig/adj	4	alles/noun;belicht/adj;centraal/adj;houd/verb;mooi/adj;oordeel_kundig/adj	6	alles/noun;belicht/adj;centraal/adj;een/det;oordeel_kundig/adj	5	alles/noun;belicht/adj;centraal/adj;een/det;oordeel_kundig/adj	5	alles/noun;belicht/adj;centraal/adj;een/det;houd/verb;mooi/adj;oordeel_kundig/adj	7	alles/noun;centraal/adj;oordeel_kundig/adj	3	alles/noun;centraal/adj;oordeel_kundig/adj	3	alles/noun;centraal/adj;houd/verb;mooi/adj;oordeel_kundig/adj	5	alles/noun;centraal/adj;een/det;oordeel_kundig/adj	4	alles/noun;centraal/adj;een/det;oordeel_kundig/adj	4	alles/noun;centraal/adj;een/det;houd/verb;mooi/adj;oordeel_kundig/adj	6
spot/noun/de_morgen_20030507_01_156/407	logo/noun;mens/noun;steevast/adj;voer_op/verb;word/verb	5	logo/noun;mens/noun;steevast/adj;voer_op/verb;word/verb	5	logo/noun;mens/noun;steevast/adj;voer_op/verb;word/verb	5	de/det;die/pron;logo/noun;mens/noun;steevast/adj;van/prep;voer_op/verb;word/verb	8	de/det;die/pron;logo/noun;mens/noun;steevast/adj;van/prep;voer_op/verb;word/verb	8	de/det;die/pron;het/det;in/prep;logo/noun;mens/noun;steevast/adj;van/prep;voer_op/verb;word/verb	10	mens/noun;steevast/adj;voer_op/verb;word/verb	4	mens/noun;steevast/adj;voer_op/verb;word/verb	4	mens/noun;steevast/adj;voer_op/verb;word/verb	4	de/det;die/pron;mens/noun;steevast/adj;voer_op/verb;word/verb	6	de/det;die/pron;mens/noun;steevast/adj;voer_op/verb;word/verb	6	de/det;die/pron;mens/noun;steevast/adj;voer_op/verb;word/verb	6
spot/noun/de_morgen_20010413_01_118/274	ben/verb;hand/noun;hoon/noun;leeg/adj;visser/noun	5	ben/verb;hand/noun;hoon/noun;leeg/adj;visser/noun	5	ben/verb;deel/noun;hand/noun;hoon/noun;keer_terug/verb;leeg/adj;visser/noun	7	ben/verb;de/det;hand/noun;hoon/noun;leeg/adj;met/prep;visser/noun;zijn/det	8	ben/verb;de/det;hand/noun;hoon/noun;leeg/adj;met/prep;visser/noun;zijn/det	8	ben/verb;de/det;deel/noun;hand/noun;hoon/noun;keer_terug/verb;leeg/adj;met/prep;visser/noun;zijn/det	10	ben/verb;hoon/noun	2	ben/verb;hoon/noun	2	ben/verb;deel/noun;hoon/noun;keer_terug/verb	4	ben/verb;hoon/noun;zijn/det	3	ben/verb;hoon/noun;zijn/det	3	ben/verb;deel/noun;hoon/noun;keer_terug/verb;zijn/det	5
spot/noun/de_morgen_20031117_01_90/454	gekleurd/adj;heel/adj;investeer/verb	3	gekleurd/adj;heel/adj;investeer/verb	3	gekleurd/adj;goed/adj;heel/adj;investeer/verb;kan/verb	5	alle/det;gekleurd/adj;heel/adj;investeer/verb	4	alle/det;gekleurd/adj;heel/adj;investeer/verb	4	alle/det;gekleurd/adj;goed/adj;heel/adj;in/prep;investeer/verb;kan/verb	7	gekleurd/adj;investeer/verb	2	gekleurd/adj;investeer/verb	2	gekleurd/adj;goed/adj;investeer/verb;kan/verb	4	gekleurd/adj;investeer/verb	2	gekleurd/adj;investeer/verb	2	gekleurd/adj;goed/adj;investeer/verb;kan/verb	4
spot/noun/de_standaard_20040517_01_72/89	cultureel/adj;hot/noun;word/verb	3	cultureel/adj;hot/noun;word/verb	3	cultureel/adj;hot/noun;word/verb	3	cultureel/adj;de/det;hot/noun;van/prep;word/verb	5	cultureel/adj;de/det;hot/noun;van/prep;word/verb	5	cultureel/adj;de/det;het/det;hot/noun;van/prep;word/verb	6	cultureel/adj;hot/noun;word/verb	3	cultureel/adj;hot/noun;word/verb	3	cultureel/adj;hot/noun;word/verb	3	cultureel/adj;de/det;hot/noun;van/prep;word/verb	5	cultureel/adj;de/det;hot/noun;van/prep;word/verb	5	cultureel/adj;de/det;het/det;hot/noun;van/prep;word/verb	6
spot/noun/de_standaard_20031004_01_9/761	combineer/verb;ingebouwd/adj;lamp/noun;sta_los/adj	4	combineer/verb;ingebouwd/adj;lamp/noun;sta_los/adj	4	combineer/verb;ingebouwd/adj;kan/verb;lamp/noun;sta_los/adj	5	combineer/verb;ingebouwd/adj;je/pron;lamp/noun;met/prep;sta_los/adj	6	combineer/verb;ingebouwd/adj;je/pron;lamp/noun;met/prep;sta_los/adj	6	combineer/verb;ingebouwd/adj;je/pron;kan/verb;lamp/noun;met/prep;sta_los/adj	7	combineer/verb;ingebouwd/adj;lamp/noun;sta_los/adj	4	combineer/verb;ingebouwd/adj;lamp/noun;sta_los/adj	4	combineer/verb;ingebouwd/adj;kan/verb;lamp/noun;sta_los/adj	5	combineer/verb;ingebouwd/adj;je/pron;lamp/noun;met/prep;sta_los/adj	6	combineer/verb;ingebouwd/adj;je/pron;lamp/noun;met/prep;sta_los/adj	6	combineer/verb;ingebouwd/adj;je/pron;kan/verb;lamp/noun;met/prep;sta_los/adj	7
