_id	_cws.spot.foc10.nav.ppmi_weight.bound	_count.spot.foc10.nav.ppmi_weight.bound	_cws.spot.foc10.nav.ppmi_sel.bound	_count.spot.foc10.nav.ppmi_sel.bound	_cws.spot.foc10.nav.no_ppmi.bound	_count.spot.foc10.nav.no_ppmi.bound	_cws.spot.foc10.all.ppmi_weight.bound	_count.spot.foc10.all.ppmi_weight.bound	_cws.spot.foc10.all.ppmi_sel.bound	_count.spot.foc10.all.ppmi_sel.bound	_cws.spot.foc10.all.no_ppmi.bound	_count.spot.foc10.all.no_ppmi.bound	_cws.spot.foc5.nav.ppmi_weight.bound	_count.spot.foc5.nav.ppmi_weight.bound	_cws.spot.foc5.nav.ppmi_sel.bound	_count.spot.foc5.nav.ppmi_sel.bound	_cws.spot.foc5.nav.no_ppmi.bound	_count.spot.foc5.nav.no_ppmi.bound	_cws.spot.foc5.all.ppmi_weight.bound	_count.spot.foc5.all.ppmi_weight.bound	_cws.spot.foc5.all.ppmi_sel.bound	_count.spot.foc5.all.ppmi_sel.bound	_cws.spot.foc5.all.no_ppmi.bound	_count.spot.foc5.all.no_ppmi.bound
spot/noun/algemeen_dagblad_20011027_137/274	Brits/adj;aspect/noun;drijf/verb;gevoel/noun;komedie/noun;oktober/noun	6	Brits/adj;aspect/noun;drijf/verb;gevoel/noun;komedie/noun;oktober/noun	6	Brits/adj;aspect/noun;drijf/verb;gevoel/noun;komedie/noun;oktober/noun;onderzoek/noun	7	Brits/adj;aspect/noun;de/det;drijf/verb;gevoel/noun;komedie/noun;met/prep;oktober/noun;van/prep	9	Brits/adj;aspect/noun;de/det;drijf/verb;gevoel/noun;komedie/noun;met/prep;oktober/noun;van/prep	9	Brits/adj;aspect/noun;de/det;drijf/verb;gevoel/noun;komedie/noun;met/prep;oktober/noun;onderzoek/noun;van/prep;voor/prep	11	Brits/adj;aspect/noun;gevoel/noun;komedie/noun	4	Brits/adj;aspect/noun;gevoel/noun;komedie/noun	4	Brits/adj;aspect/noun;gevoel/noun;komedie/noun	4	Brits/adj;aspect/noun;de/det;gevoel/noun;komedie/noun;met/prep;van/prep	7	Brits/adj;aspect/noun;de/det;gevoel/noun;komedie/noun;met/prep;van/prep	7	Brits/adj;aspect/noun;de/det;gevoel/noun;komedie/noun;met/prep;van/prep;voor/prep	8
spot/noun/algemeen_dagblad_20020123_1/191	ben/verb;druk_uit/verb;ingehouden/adj;opzettelijk/adj;schrijven/noun;tong/noun;understatement/noun;wang/noun	8	ben/verb;druk_uit/verb;ingehouden/adj;opzettelijk/adj;schrijven/noun;tong/noun;understatement/noun;wang/noun	8	ben/verb;druk_uit/verb;iets/noun;ingehouden/adj;opzettelijk/adj;schrijven/noun;tong/noun;understatement/noun;wang/noun;zwak/adj	10	ben/verb;de/det;druk_uit/verb;ingehouden/adj;je/det;met/prep;opzettelijk/adj;schrijven/noun;tong/noun;understatement/noun;wang/noun	11	ben/verb;de/det;druk_uit/verb;ingehouden/adj;je/det;met/prep;opzettelijk/adj;schrijven/noun;tong/noun;understatement/noun;wang/noun	11	ben/verb;de/det;druk_uit/verb;iets/noun;in/prep;ingehouden/adj;je/det;met/prep;opzettelijk/adj;schrijven/noun;tong/noun;understatement/noun;wang/noun;zwak/adj	14	ben/verb;ingehouden/adj;schrijven/noun;understatement/noun;wang/noun	5	ben/verb;ingehouden/adj;schrijven/noun;understatement/noun;wang/noun	5	ben/verb;iets/noun;ingehouden/adj;schrijven/noun;understatement/noun;wang/noun	6	ben/verb;ingehouden/adj;met/prep;schrijven/noun;understatement/noun;wang/noun	6	ben/verb;ingehouden/adj;met/prep;schrijven/noun;understatement/noun;wang/noun	6	ben/verb;iets/noun;ingehouden/adj;met/prep;schrijven/noun;understatement/noun;wang/noun	7
spot/noun/algemeen_dagblad_19990612_185/275	ander/adj;ben_uit/verb;onzichtbaar/adj	3	ander/adj;ben_uit/verb;onzichtbaar/adj	3	ander/adj;ben_uit/verb;heb/verb;onzichtbaar/adj	4	alle/det;ander/adj;ben_uit/verb;onzichtbaar/adj;uit/part;zelfs/adv	6	alle/det;ander/adj;ben_uit/verb;onzichtbaar/adj;uit/part;zelfs/adv	6	alle/det;ander/adj;ben_uit/verb;heb/verb;het/det;onzichtbaar/adj;toch/adv;uit/part;zelfs/adv	9	ander/adj;ben_uit/verb	2	ander/adj;ben_uit/verb	2	ander/adj;ben_uit/verb	2	alle/det;ander/adj;ben_uit/verb;uit/part;zelfs/adv	5	alle/det;ander/adj;ben_uit/verb;uit/part;zelfs/adv	5	alle/det;ander/adj;ben_uit/verb;uit/part;zelfs/adv	5
spot/noun/algemeen_dagblad_20030806_21/96	drijf/verb;offer_feest/noun;ondervrager/noun	3	drijf/verb;offer_feest/noun;ondervrager/noun	3	drijf/verb;heb/verb;offer_feest/noun;ondervrager/noun;zal/verb	5	de/det;drijf/verb;met/prep;offer_feest/noun;ondervrager/noun	5	de/det;drijf/verb;met/prep;offer_feest/noun;ondervrager/noun	5	de/det;drijf/verb;heb/verb;het/det;met/prep;offer_feest/noun;ondervrager/noun;zal/verb	8	drijf/verb;offer_feest/noun;ondervrager/noun	3	drijf/verb;offer_feest/noun;ondervrager/noun	3	drijf/verb;heb/verb;offer_feest/noun;ondervrager/noun;zal/verb	5	de/det;drijf/verb;met/prep;offer_feest/noun;ondervrager/noun	5	de/det;drijf/verb;met/prep;offer_feest/noun;ondervrager/noun	5	de/det;drijf/verb;heb/verb;het/det;met/prep;offer_feest/noun;ondervrager/noun;zal/verb	8
spot/noun/algemeen_dagblad_19990911_61/547	introduceer/verb;pijler/noun;radio/noun;tv/noun;word/verb	5	introduceer/verb;pijler/noun;radio/noun;tv/noun;word/verb	5	heb/verb;introduceer/verb;maandag/noun;pijler/noun;radio/noun;tv/noun;word/verb	7	introduceer/verb;met/prep;op/prep;pijler/noun;radio/noun;tv/noun;word/verb	7	introduceer/verb;met/prep;op/prep;pijler/noun;radio/noun;tv/noun;word/verb	7	dat/pron;heb/verb;het/det;introduceer/verb;maandag/noun;met/prep;op/prep;pijler/noun;radio/noun;tv/noun;vanaf/prep;veel/det;word/verb	13	radio/noun;tv/noun	2	radio/noun;tv/noun	2	maandag/noun;radio/noun;tv/noun	3	met/prep;op/prep;radio/noun;tv/noun	4	met/prep;op/prep;radio/noun;tv/noun	4	maandag/noun;met/prep;op/prep;radio/noun;tv/noun;veel/det	6
spot/noun/algemeen_dagblad_19990417_36/148	palmboom/noun;richt/verb;word/verb	3	palmboom/noun;richt/verb;word/verb	3	groot/adj;kom/verb;palmboom/noun;richt/verb;water/noun;word/verb	6	er/adv;op/prep;overal/adv;palmboom/noun;richt/verb;word/verb	6	er/adv;op/prep;overal/adv;palmboom/noun;richt/verb;word/verb	6	er/adv;groot/adj;het/det;kom/verb;op/prep;overal/adv;palmboom/noun;richt/verb;water/noun;word/verb	10	richt/verb;word/verb	2	richt/verb;word/verb	2	groot/adj;richt/verb;water/noun;word/verb	4	er/adv;op/prep;richt/verb;word/verb	4	er/adv;op/prep;richt/verb;word/verb	4	er/adv;groot/adj;het/det;op/prep;richt/verb;water/noun;word/verb	7
spot/noun/algemeen_dagblad_20010425_5/830	ben/verb;gehard/adj;publiek/adj;waakzaam/adj;word/verb	5	ben/verb;gehard/adj;publiek/adj;waakzaam/adj;word/verb	5	ben/verb;gehard/adj;publiek/adj;waakzaam/adj;word/verb	5	ben/verb;door/prep;gehard/adj;publiek/adj;waakzaam/adj;word/verb	6	ben/verb;door/prep;gehard/adj;publiek/adj;waakzaam/adj;word/verb	6	ben/verb;door/prep;gehard/adj;publiek/adj;waakzaam/adj;word/verb	6	ben/verb;gehard/adj;publiek/adj	3	ben/verb;gehard/adj;publiek/adj	3	ben/verb;gehard/adj;publiek/adj	3	ben/verb;door/prep;gehard/adj;publiek/adj	4	ben/verb;door/prep;gehard/adj;publiek/adj	4	ben/verb;door/prep;gehard/adj;publiek/adj	4
spot/noun/algemeen_dagblad_20011013_222/197	drijf/verb;toon/verb	2	drijf/verb;toon/verb	2	drijf/verb;heb/verb;toon/verb	3	alle/pron;de/det;drijf/verb;hier/adv;met/prep;toon/verb;van/prep;wie/pron	8	alle/pron;de/det;drijf/verb;hier/adv;met/prep;toon/verb;van/prep;wie/pron	8	aan/prep;alle/pron;de/det;drijf/verb;heb/verb;het/det;hier/adv;in/prep;met/prep;toon/verb;van/prep;wie/pron	12	drijf/verb	1	drijf/verb	1	drijf/verb;heb/verb	2	de/det;drijf/verb;hier/adv;met/prep;van/prep	5	de/det;drijf/verb;hier/adv;met/prep;van/prep	5	de/det;drijf/verb;heb/verb;hier/adv;in/prep;met/prep;van/prep	7
spot/noun/algemeen_dagblad_19991018_58/108	drijf/verb;prognose/noun	2	drijf/verb;prognose/noun	2	club/noun;drijf/verb;prognose/noun	3	alle/det;de/det;drijf/verb;dusverre/adv;met/prep;prognose/noun;tot/adv	7	alle/det;de/det;drijf/verb;dusverre/adv;met/prep;prognose/noun;tot/adv	7	alle/det;club/noun;de/det;drijf/verb;dusverre/adv;met/prep;prognose/noun;tot/adv;uit/prep	9	drijf/verb;prognose/noun	2	drijf/verb;prognose/noun	2	drijf/verb;prognose/noun	2	alle/det;de/det;drijf/verb;dusverre/adv;met/prep;prognose/noun;tot/adv	7	alle/det;de/det;drijf/verb;dusverre/adv;met/prep;prognose/noun;tot/adv	7	alle/det;de/det;drijf/verb;dusverre/adv;met/prep;prognose/noun;tot/adv	7
spot/noun/de_morgen_20000415_01_26/257	ben/verb;pijn/noun;voorwerp/noun;vrouw/noun	4	ben/verb;pijn/noun;voorwerp/noun;vrouw/noun	4	ben/verb;pijn/noun;voorwerp/noun;vrouw/noun	4	ben/verb;de/det;pijn/noun;van/prep;voorwerp/noun;vrouw/noun	6	ben/verb;de/det;pijn/noun;van/prep;voorwerp/noun;vrouw/noun	6	ben/verb;de/det;het/det;pijn/noun;van/prep;voorwerp/noun;vrouw/noun	7	voorwerp/noun;vrouw/noun	2	voorwerp/noun;vrouw/noun	2	voorwerp/noun;vrouw/noun	2	van/prep;voorwerp/noun;vrouw/noun	3	van/prep;voorwerp/noun;vrouw/noun	3	het/det;van/prep;voorwerp/noun;vrouw/noun	4
spot/noun/de_morgen_20001201_01_18/221	ben/verb;dergelijk/adj;drijf/verb;druppel/noun;kerk/noun;manier/noun;word/verb	7	ben/verb;dergelijk/adj;drijf/verb;druppel/noun;kerk/noun;manier/noun;word/verb	7	ben/verb;dergelijk/adj;drijf/verb;druppel/noun;kerk/noun;manier/noun;symbolisch/adj;word/verb	8	ben/verb;de/det;dergelijk/adj;die/pron;drijf/verb;druppel/noun;een/det;er/adv;kerk/noun;manier/noun;met/prep;op/prep;word/verb	13	ben/verb;de/det;dergelijk/adj;die/pron;drijf/verb;druppel/noun;een/det;er/adv;kerk/noun;manier/noun;met/prep;op/prep;word/verb	13	ben/verb;de/det;dergelijk/adj;die/pron;drijf/verb;druppel/noun;een/det;er/adv;het/det;kerk/noun;manier/noun;met/prep;op/prep;symbolisch/adj;word/verb	15	ben/verb;drijf/verb;kerk/noun;manier/noun;word/verb	5	ben/verb;drijf/verb;kerk/noun;manier/noun;word/verb	5	ben/verb;drijf/verb;kerk/noun;manier/noun;word/verb	5	ben/verb;drijf/verb;kerk/noun;manier/noun;met/prep;word/verb	6	ben/verb;drijf/verb;kerk/noun;manier/noun;met/prep;word/verb	6	ben/verb;drijf/verb;het/det;kerk/noun;manier/noun;met/prep;word/verb	7
spot/noun/de_morgen_20000909_01_102/2202	ben/verb;reclame/noun;sober/adj	3	ben/verb;reclame/noun;sober/adj	3	ben/verb;besta/verb;mooi/adj;reclame/noun;sober/adj	5	ben/verb;best/adv;die/det;er/adv;heel/adv;reclame/noun;sober/adj	7	ben/verb;best/adv;die/det;er/adv;heel/adv;reclame/noun;sober/adj	7	ben/verb;best/adv;besta/verb;die/det;er/adv;heel/adv;mooi/adj;reclame/noun;sober/adj;voor/prep;wel/adv	11	reclame/noun	1	reclame/noun	1	mooi/adj;reclame/noun	2	die/det;reclame/noun	2	die/det;reclame/noun	2	die/det;mooi/adj;reclame/noun;voor/prep;wel/adv	5
spot/noun/de_morgen_20030628_01_181/1265	adverteerder/noun;dergelijk/adj;durf/noun;maak/verb	4	adverteerder/noun;dergelijk/adj;durf/noun;maak/verb	4	adverteerder/noun;dergelijk/adj;durf/noun;heb/verb;laat/verb;maak/verb	6	adverteerder/noun;de/det;dergelijk/adj;durf/noun;heel/adv;maak/verb;wat/det	7	adverteerder/noun;de/det;dergelijk/adj;durf/noun;heel/adv;maak/verb;wat/det	7	adverteerder/noun;de/det;dergelijk/adj;durf/noun;heb/verb;heel/adv;in/prep;laat/verb;maak/verb;wat/det	10	dergelijk/adj;durf/noun;maak/verb	3	dergelijk/adj;durf/noun;maak/verb	3	dergelijk/adj;durf/noun;heb/verb;laat/verb;maak/verb	5	de/det;dergelijk/adj;durf/noun;maak/verb	4	de/det;dergelijk/adj;durf/noun;maak/verb	4	de/det;dergelijk/adj;durf/noun;heb/verb;laat/verb;maak/verb	6
spot/noun/de_morgen_20020309_01_48/208	decadentie/noun;exclusief/adj;geur/noun;hot/noun;mythe/noun;zoet/adj	6	decadentie/noun;exclusief/adj;geur/noun;hot/noun;mythe/noun;zoet/adj	6	decadentie/noun;exclusief/adj;geur/noun;hot/noun;mythe/noun;zoet/adj	6	de/det;decadentie/noun;exclusief/adj;geur/noun;hot/noun;mythe/noun;van/prep;weg/adv;zoet/adj	9	de/det;decadentie/noun;exclusief/adj;geur/noun;hot/noun;mythe/noun;van/prep;weg/adv;zoet/adj	9	de/det;decadentie/noun;exclusief/adj;geur/noun;hot/noun;mythe/noun;van/prep;weg/adv;zoet/adj	9	exclusief/adj;geur/noun;hot/noun;zoet/adj	4	exclusief/adj;geur/noun;hot/noun;zoet/adj	4	exclusief/adj;geur/noun;hot/noun;zoet/adj	4	exclusief/adj;geur/noun;hot/noun;weg/adv;zoet/adj	5	exclusief/adj;geur/noun;hot/noun;weg/adv;zoet/adj	5	exclusief/adj;geur/noun;hot/noun;weg/adv;zoet/adj	5
spot/noun/de_morgen_20020720_01_112/536	drijf/verb;gewoonte/noun;word/verb	3	drijf/verb;gewoonte/noun;word/verb	3	daar/noun;drijf/verb;gewoonte/noun;goed/adj;heb/verb;stad_bestuur/noun;word/verb;zal/verb;zeker/adj	9	de/det;drijf/verb;er/adv;gewoonte/noun;met/prep;word/verb	6	de/det;drijf/verb;er/adv;gewoonte/noun;met/prep;word/verb	6	daar/noun;de/det;drijf/verb;er/adv;gewoonte/noun;goed/adj;heb/verb;het/det;ik/pron;met/prep;naar/prep;stad_bestuur/noun;word/verb;zal/verb;zeker/adj	15	drijf/verb;gewoonte/noun;word/verb	3	drijf/verb;gewoonte/noun;word/verb	3	drijf/verb;gewoonte/noun;stad_bestuur/noun;word/verb;zal/verb;zeker/adj	6	de/det;drijf/verb;er/adv;gewoonte/noun;met/prep;word/verb	6	de/det;drijf/verb;er/adv;gewoonte/noun;met/prep;word/verb	6	de/det;drijf/verb;er/adv;gewoonte/noun;het/det;met/prep;stad_bestuur/noun;word/verb;zal/verb;zeker/adj	10
spot/noun/de_morgen_20040901_01_17/653	avond/noun;belediging/noun;middag/noun;morgen/noun;steek/noun	5	avond/noun;belediging/noun;middag/noun;morgen/noun;steek/noun	5	avond/noun;belediging/noun;heb/verb;middag/noun;moet/verb;morgen/noun;steek/noun	7	avond/noun;belediging/noun;de/det;die/pron;elk/det;middag/noun;morgen/noun;steek/noun;wij/pron	9	avond/noun;belediging/noun;de/det;die/pron;elk/det;middag/noun;morgen/noun;steek/noun;wij/pron	9	avond/noun;belediging/noun;de/det;die/pron;elk/det;heb/verb;middag/noun;moet/verb;morgen/noun;steek/noun;we/pron;wij/pron	12	belediging/noun;morgen/noun	2	belediging/noun;morgen/noun	2	belediging/noun;morgen/noun	2	belediging/noun;de/det;die/pron;elk/det;morgen/noun	5	belediging/noun;de/det;die/pron;elk/det;morgen/noun	5	belediging/noun;de/det;die/pron;elk/det;morgen/noun;we/pron	6
spot/noun/de_morgen_19990227_01_39/866	advertentie/noun;maak/verb;munt/verb	3	advertentie/noun;maak/verb;munt/verb	3	aangepast/adj;advertentie/noun;ga/verb;geld/noun;heb/verb;maak/verb;munt/verb;zal/verb	8	advertentie/noun;hun/det;ineens/adv;maak/verb;munt/verb	5	advertentie/noun;hun/det;ineens/adv;maak/verb;munt/verb	5	aangepast/adj;advertentie/noun;ga/verb;geld/noun;heb/verb;hun/det;ineens/adv;maak/verb;munt/verb;we/pron;zal/verb	11	advertentie/noun;maak/verb	2	advertentie/noun;maak/verb	2	aangepast/adj;advertentie/noun;ga/verb;maak/verb;zal/verb	5	advertentie/noun;ineens/adv;maak/verb	3	advertentie/noun;ineens/adv;maak/verb	3	aangepast/adj;advertentie/noun;ga/verb;ineens/adv;maak/verb;we/pron;zal/verb	7
spot/noun/de_morgen_20041224_01_130/439	Amerikaan/noun;hot/noun;internationaal/adj	3	Amerikaan/noun;hot/noun;internationaal/adj	3	Amerikaan/noun;heb/verb;hot/noun;interesse/noun;internationaal/adj	5	Amerikaan/noun;de/det;hot/noun;internationaal/adj;vooral/adv	5	Amerikaan/noun;de/det;hot/noun;internationaal/adj;vooral/adv	5	Amerikaan/noun;de/det;heb/verb;hot/noun;interesse/noun;internationaal/adj;voor/prep;vooral/adv	8	hot/noun;internationaal/adj	2	hot/noun;internationaal/adj	2	heb/verb;hot/noun;internationaal/adj	3	de/det;hot/noun;internationaal/adj	3	de/det;hot/noun;internationaal/adj	3	de/det;heb/verb;hot/noun;internationaal/adj;voor/prep	5
spot/noun/de_morgen_20000607_01_4/106	auteur/noun;drijf/verb;eeuw/noun;hoogdravend/adj;vaak/adj	5	auteur/noun;drijf/verb;eeuw/noun;hoogdravend/adj;vaak/adj	5	auteur/noun;drijf/verb;eeuw/noun;einde/noun;flink/adj;hoogdravend/adj;land/noun;vaak/adj;waar/noun	9	auteur/noun;de/det;drijf/verb;eeuw/noun;hoogdravend/adj;met/prep;vaak/adj;van/prep;zo/adv	9	auteur/noun;de/det;drijf/verb;eeuw/noun;hoogdravend/adj;met/prep;vaak/adj;van/prep;zo/adv	9	auteur/noun;de/det;drijf/verb;eeuw/noun;einde/noun;flink/adj;het/det;hoogdravend/adj;land/noun;met/prep;nog/adv;vaak/adj;van/prep;waar/noun;zo/adv	15	auteur/noun;drijf/verb;hoogdravend/adj	3	auteur/noun;drijf/verb;hoogdravend/adj	3	auteur/noun;drijf/verb;flink/adj;hoogdravend/adj;waar/noun	5	auteur/noun;de/det;drijf/verb;hoogdravend/adj	4	auteur/noun;de/det;drijf/verb;hoogdravend/adj	4	auteur/noun;de/det;drijf/verb;flink/adj;hoogdravend/adj;nog/adv;waar/noun	7
spot/noun/de_morgen_20030107_01_70/659	ben/verb;ironie/noun;licht/adj;nostalgie/noun;tegelijkertijd/adj	5	ben/verb;ironie/noun;licht/adj;nostalgie/noun;tegelijkertijd/adj	5	ben/verb;ironie/noun;licht/adj;nostalgie/noun;stuk/noun;tegelijkertijd/adj;zit/verb	7	ben/verb;ironie/noun;licht/adj;nostalgie/noun;tegelijkertijd/adj;vol/prep;zijn/det;zo/adv	8	ben/verb;ironie/noun;licht/adj;nostalgie/noun;tegelijkertijd/adj;vol/prep;zijn/det;zo/adv	8	ben/verb;het/det;ironie/noun;licht/adj;nostalgie/noun;stuk/noun;tegelijkertijd/adj;vol/prep;zijn/det;zit/verb;zo/adv	11	ben/verb;ironie/noun;nostalgie/noun;tegelijkertijd/adj	4	ben/verb;ironie/noun;nostalgie/noun;tegelijkertijd/adj	4	ben/verb;ironie/noun;nostalgie/noun;tegelijkertijd/adj	4	ben/verb;ironie/noun;nostalgie/noun;tegelijkertijd/adj;vol/prep	5	ben/verb;ironie/noun;nostalgie/noun;tegelijkertijd/adj;vol/prep	5	ben/verb;het/det;ironie/noun;nostalgie/noun;tegelijkertijd/adj;vol/prep	6
spot/noun/de_morgen_20040915_01_32/636	kijker/noun	1	kijker/noun	1	bepaal/verb;kan/verb;kijker/noun;zal/verb	4	anderzijds/adv;de/det;hij/pron;kijker/noun;welk/det;zelf/adv	6	anderzijds/adv;de/det;hij/pron;kijker/noun;welk/det;zelf/adv	6	anderzijds/adv;bepaal/verb;de/det;hij/pron;kan/verb;kijker/noun;welk/det;zal/verb;zelf/adv	9	kijker/noun	1	kijker/noun	1	bepaal/verb;kan/verb;kijker/noun	3	hij/pron;kijker/noun;welk/det;zelf/adv	4	hij/pron;kijker/noun;welk/det;zelf/adv	4	bepaal/verb;hij/pron;kan/verb;kijker/noun;welk/det;zelf/adv	6
spot/noun/de_morgen_20010421_01_233/324	belicht/adj;beweging/noun;blauw/adj;dynamiek/noun;krachtig/adj;pose/noun;universum/noun;wisselend/adj	8	belicht/adj;beweging/noun;blauw/adj;dynamiek/noun;krachtig/adj;pose/noun;universum/noun;wisselend/adj	8	belicht/adj;beweging/noun;blauw/adj;dynamiek/noun;krachtig/adj;meer/adj;pose/noun;snel/adj;universum/noun;wisselend/adj	10	belicht/adj;beweging/noun;blauw/adj;dynamiek/noun;een/det;hij/pron;krachtig/adj;pose/noun;universum/noun;wisselend/adj	10	belicht/adj;beweging/noun;blauw/adj;dynamiek/noun;een/det;hij/pron;krachtig/adj;pose/noun;universum/noun;wisselend/adj	10	belicht/adj;beweging/noun;blauw/adj;dynamiek/noun;een/det;hij/pron;in/prep;krachtig/adj;meer/adj;pose/noun;snel/adj;universum/noun;wisselend/adj	13	belicht/adj;blauw/adj;pose/noun;universum/noun;wisselend/adj	5	belicht/adj;blauw/adj;pose/noun;universum/noun;wisselend/adj	5	belicht/adj;blauw/adj;pose/noun;universum/noun;wisselend/adj	5	belicht/adj;blauw/adj;een/det;pose/noun;universum/noun;wisselend/adj	6	belicht/adj;blauw/adj;een/det;pose/noun;universum/noun;wisselend/adj	6	belicht/adj;blauw/adj;een/det;in/prep;pose/noun;universum/noun;wisselend/adj	7
spot/noun/de_morgen_20040214_01_114/145	ben/verb;onderwerp/noun	2	ben/verb;onderwerp/noun	2	ben/verb;debat/noun;jong/adj;onderwerp/noun	4	ben/verb;de/det;onderwerp/noun;overal/adv;van/prep	5	ben/verb;de/det;onderwerp/noun;overal/adv;van/prep	5	ben/verb;de/det;debat/noun;jong/adj;onderwerp/noun;overal/adv;van/prep	7	onderwerp/noun	1	onderwerp/noun	1	debat/noun;onderwerp/noun	2	onderwerp/noun;overal/adv;van/prep	3	onderwerp/noun;overal/adv;van/prep	3	debat/noun;onderwerp/noun;overal/adv;van/prep	4
spot/noun/de_morgen_20000412_01_26/13	richt/verb;zoek_tocht/noun	2	richt/verb;zoek_tocht/noun	2	kandidaat/noun;richt/verb;zoek_tocht/noun	3	de/det;op/prep;richt/verb;zoek_tocht/noun	4	de/det;op/prep;richt/verb;zoek_tocht/noun	4	de/det;kandidaat/noun;morgen/adv;naar/prep;op/prep;richt/verb;we/pron;zoek_tocht/noun	8	richt/verb;zoek_tocht/noun	2	richt/verb;zoek_tocht/noun	2	kandidaat/noun;richt/verb;zoek_tocht/noun	3	de/det;op/prep;richt/verb;zoek_tocht/noun	4	de/det;op/prep;richt/verb;zoek_tocht/noun	4	de/det;kandidaat/noun;morgen/adv;naar/prep;op/prep;richt/verb;we/pron;zoek_tocht/noun	8
spot/noun/de_morgen_20030623_01_107/38	Brits/adj;productie_huis/noun	2	Brits/adj;productie_huis/noun	2	Brits/adj;productie_huis/noun;win/verb	3	Brits/adj;de/det;een/det;met/prep;productie_huis/noun;van/prep	6	Brits/adj;de/det;een/det;met/prep;productie_huis/noun;van/prep	6	Brits/adj;de/det;een/det;het/det;met/prep;productie_huis/noun;van/prep;voor/prep;win/verb	9	Brits/adj;productie_huis/noun	2	Brits/adj;productie_huis/noun	2	Brits/adj;productie_huis/noun;win/verb	3	Brits/adj;een/det;met/prep;productie_huis/noun	4	Brits/adj;een/det;met/prep;productie_huis/noun	4	Brits/adj;een/det;het/det;met/prep;productie_huis/noun;voor/prep;win/verb	7
spot/noun/de_morgen_20020418_01_123/387	advertentie/noun;bekendheid/noun;krant/noun;nieuw/adj;radio/noun;televisie/noun	6	advertentie/noun;bekendheid/noun;krant/noun;nieuw/adj;radio/noun;televisie/noun	6	advertentie/noun;bekendheid/noun;geef/verb;krant/noun;naam/noun;nieuw/adj;radio/noun;televisie/noun;zal/verb	9	advertentie/noun;bekendheid/noun;de/det;krant/noun;met/prep;nieuw/adj;op/prep;radio/noun;televisie/noun;zijn/det	10	advertentie/noun;bekendheid/noun;de/det;krant/noun;met/prep;nieuw/adj;op/prep;radio/noun;televisie/noun;zijn/det	10	advertentie/noun;bekendheid/noun;de/det;geef/verb;in/prep;krant/noun;met/prep;naam/noun;nieuw/adj;op/prep;radio/noun;televisie/noun;zal/verb;zijn/det	14	bekendheid/noun;nieuw/adj;radio/noun;televisie/noun	4	bekendheid/noun;nieuw/adj;radio/noun;televisie/noun	4	bekendheid/noun;geef/verb;naam/noun;nieuw/adj;radio/noun;televisie/noun	6	bekendheid/noun;met/prep;nieuw/adj;op/prep;radio/noun;televisie/noun	6	bekendheid/noun;met/prep;nieuw/adj;op/prep;radio/noun;televisie/noun	6	bekendheid/noun;geef/verb;met/prep;naam/noun;nieuw/adj;op/prep;radio/noun;televisie/noun	8
spot/noun/de_morgen_20010123_01_172/200	abstract/adj;beeld/noun;evolueer/verb;fel/adj;fonkel/adj;hemellichaam/noun;soort/noun;totaal/adj;verander/verb;zweef/adj	10	abstract/adj;beeld/noun;evolueer/verb;fel/adj;fonkel/adj;hemellichaam/noun;soort/noun;totaal/adj;verander/verb;zweef/adj	10	abstract/adj;beeld/noun;evolueer/verb;fel/adj;fonkel/adj;hemellichaam/noun;soort/noun;totaal/adj;verander/verb;zweef/adj	10	abstract/adj;beeld/noun;dan/adv;de/det;een/det;evolueer/verb;fel/adj;fonkel/adj;hemellichaam/noun;soort/noun;stilaan/adv;totaal/adj;verander/verb;zweef/adj	14	abstract/adj;beeld/noun;dan/adv;de/det;een/det;evolueer/verb;fel/adj;fonkel/adj;hemellichaam/noun;soort/noun;stilaan/adv;totaal/adj;verander/verb;zweef/adj	14	abstract/adj;beeld/noun;dan/adv;de/det;een/det;evolueer/verb;fel/adj;fonkel/adj;hemellichaam/noun;in/prep;naar/prep;soort/noun;stilaan/adv;totaal/adj;verander/verb;zweef/adj	16	abstract/adj;beeld/noun;fel/adj;fonkel/adj;soort/noun;verander/verb	6	abstract/adj;beeld/noun;fel/adj;fonkel/adj;soort/noun;verander/verb	6	abstract/adj;beeld/noun;fel/adj;fonkel/adj;soort/noun;verander/verb	6	abstract/adj;beeld/noun;de/det;een/det;fel/adj;fonkel/adj;soort/noun;verander/verb	8	abstract/adj;beeld/noun;de/det;een/det;fel/adj;fonkel/adj;soort/noun;verander/verb	8	abstract/adj;beeld/noun;de/det;een/det;fel/adj;fonkel/adj;soort/noun;verander/verb	8
