pmi	raw_freq	raw_co	cw
-0.95502377	69141	42	1/noun
-0.5812415	23494	21	1994/noun
-0.70975804	56174	44	1999/noun
-0.9802816	3398	2	33-jarige/adj
0.24492054	2471	5	4-2/noun
0.23648098	2474	5	Al/det
0.35253128	8894	20	Albanees/adj
0.0684354	231449	389	Amerikaans/adj
0.21298254	12935	25	Australisch/adj
-0.19177729	40188	52	Belg/noun
0.0971373	139420	242	Belgisch/adj
0.24948132	94154	189	Brits/adj
-0.08739528	2059	3	Californisch/adj
1.1256407	204	1	Christus/det
-0.78471214	1385	1	Colombiaan/noun
-0.7588464	9515	7	Deens/adj
0.14223164	35568	65	Engels/adj
-1.2604711	2254	1	Haarlems/adj
0.04454421	9327	15	Indonesisch/adj
0.19525829	16622	32	Iraaks/adj
0.24851063	34697	70	Israëlisch/adj
0.8858701	3121	12	Israëliër/noun
0.24149643	7406	15	Limburger/noun
-0.021586142	17397	27	Marokkaans/adj
0.017967762	8161	13	Noors/adj
0.2269164	3508	7	Oosteuropees/adj
-0.75931597	2659	2	Org/noun
0.91699576	22182	88	Palestijn/noun
0.43529528	33036	81	Palestijns/adj
-0.045804895	44643	67	Russisch/adj
0.6016682	1028	3	Slavisch/adj
1.4147168	766	5	Taliban_regime/noun
1.0950199	209	1	Tf1/noun
-0.20567586	30463	39	Turks/adj
-0.109029554	392664	562	aan/part
-0.1841558	2153601	2859	aan/prep
-0.20466593	72257	94	aandacht/noun
-0.40451536	95095	101	aandeel/noun
-0.03735452	652	1	aangetreden/adj
-0.14288746	53111	73	aanslag/noun
-0.5145061	235279	224	aantal/noun
-0.23659034	17476	22	aanvaard/verb
0.08414436	37821	66	aanvankelijk/adj
0.00025499	5041	8	aap/noun
0.45121795	5689	14	aardbeving/noun
0.6248069	6014	18	achter/adv
0.062055197	150814	256	achter/prep
0.35622957	8816	20	achterhaal/verb
-0.0958662	22708	33	achterstand/noun
-0.8815961	6049	4	acteer/verb
0.014614626	75133	121	actie/noun
-0.6254437	44503	38	activiteit/noun
-0.01593554	321541	504	af/part
-0.14439541	144650	199	afgelopen/adj
-0.77274704	21829	16	aflevering/noun
1.3608366	20387	127	afloop/noun
0.15259048	8064	15	afwachting/noun
0.12383914	1066466	1931	al/adv
0.06896001	176667	298	aldus/prep
0.80645686	422543	1510	alle/det
-0.19593747	178364	235	alleen/adj
-0.02683785	266562	415	alleen/adv
0.32381964	209596	463	alles/noun
0.30440238	11534	25	allicht/adv
-0.2658523	1263756	1549	als/prep
1.8744172	27201	281	alsnog/adv
0.43375763	13040	32	alternatief/adj
0.15194984	21590	40	alternatief/noun
0.1935499	292821	568	altijd/adv
0.4987785	33813	89	alvast/adv
0.39668393	26735	63	alweer/adv
-0.39885587	31013	33	ambtenaar/noun
-0.03582835	663512	1025	ander/adj
1.4628974	27899	192	angst/noun
-0.1668348	14095	19	anoniem/adj
0.8800642	2088	8	apartheid/noun
-0.8102111	70988	50	april/noun
0.5248108	373	1	arbeid_inspectie/noun
0.41705903	36523	88	arts/noun
-0.27063423	33752	41	auteur/noun
-0.647474	124344	103	auto/noun
2.2556872	1973	30	balanceer/verb
2.2177613	754	11	ballast/noun
-0.5284603	26564	25	bed/noun
-0.49766222	27767	27	bedenk/verb
-0.65665156	31331	26	bedoel/verb
-0.18743813	248130	327	bedrijf/noun
0.931852	2741	11	bedwing/verb
-0.19022012	101423	134	beeld/noun
-0.32816833	34824	40	been/noun
0.88115937	91319	352	beetje/noun
0.10746546	105186	187	begin/noun
-0.098055676	280945	405	begin/verb
0.5624042	9780	27	begraaf/verb
0.2576553	6836	14	begrafenis/noun
0.5315629	3322	9	behoed/verb
-0.9809408	15320	9	bejaard/adj
0.2830234	2357	5	bekeer/verb
-0.17644693	3731	5	bekendmaking/noun
1.1727532	207	1	beker_voetbal/noun
0.027692087	611	1	bel_af/verb
-0.9883625	80766	48	belang/noun
-0.5669248	209497	190	belangrijk/adj
0.4871639	3095	8	belangstellende/noun
1.124012	40499	197	belegger/noun
-0.076614104	672	1	belendend/adj
0.033185802	9938754	16385	ben/verb
0.6157609	15268	45	ben_weg/verb
-0.12826703	12080	17	benader/verb
-0.17323504	6679	9	benadering/noun
-0.12026681	5786	8	benzine/noun
-0.87729305	48222	32	bepaal/verb
-0.3570707	58714	66	bepaald/adj
0.16474684	35184	61	bericht/noun
0.3658972	1318	3	bericht_DIM/noun
-0.074228846	15962	23	berichtgeving/noun
2.0593398	318	4	beschouwer/noun
-0.3152539	22233	26	beschrijf/verb
0.750937	900	3	besmeurd/adj
0.7317542	26854	89	bestaan/noun
-0.5643007	28649	26	besteed/verb
0.11151851	6147	11	bestempel/verb
-0.37292817	61240	67	bestuur/noun
0.38065648	17935	42	betekenis/noun
3.4448638	2812	139	beterschap/noun
-1.186599	2052	1	betrouwbaarheid/noun
-0.086893916	18370	27	beurt/noun
0.018015565	29453	48	bevat/verb
0.3261298	51052	113	bevolking/noun
0.7988696	2541	9	bevredigend/adj
1.1663419	584	3	bevrediging/noun
-0.6196607	35944	31	beweer/verb
-0.030929998	31601	49	beweging/noun
0.5907052	697	2	bewijsstuk/noun
0.07570005	7585	13	bewindsman/noun
-0.044361822	53195	81	bezoek/noun
-0.04640354	71043	108	bezoeker/noun
0.90826774	5846	23	bid/verb
1.3457989	86654	531	bied/verb
-0.34223372	53920	61	bied_aan/verb
-0.08181511	1803877	2645	bij/prep
-0.45083702	132829	136	bijvoorbeeld/adv
-0.4970746	75089	73	bijzonder/adj
0.37988073	1290	3	bikkelhard/adj
-0.00930404	49935	79	binnen/part
-0.019618338	125900	197	binnen/prep
0.38848576	37433	87	binnenkort/adv
-0.09373694	28154	41	blad/noun
0.40233037	516893	1226	blijf/verb
0.71000785	14744	48	blijf_over/verb
0.18411276	279801	539	blijk/verb
1.5202874	14522	106	bodem/noun
-0.4828215	5121	5	bol/noun
0.99663305	34900	151	boodschap/noun
4.457718	567	78	boor_in/verb
-0.1536679	2926	4	boot_DIM/noun
-0.056288462	21848	33	bord/noun
0.86586314	527	2	bos_gebied/noun
-0.40383828	72337	77	boven/prep
