_id	_cws.hoop.foc10.nav.ppmi_weight.bound	_count.hoop.foc10.nav.ppmi_weight.bound	_cws.hoop.foc10.nav.ppmi_sel.bound	_count.hoop.foc10.nav.ppmi_sel.bound	_cws.hoop.foc10.nav.no_ppmi.bound	_count.hoop.foc10.nav.no_ppmi.bound	_cws.hoop.foc10.all.ppmi_weight.bound	_count.hoop.foc10.all.ppmi_weight.bound	_cws.hoop.foc10.all.ppmi_sel.bound	_count.hoop.foc10.all.ppmi_sel.bound	_cws.hoop.foc10.all.no_ppmi.bound	_count.hoop.foc10.all.no_ppmi.bound	_cws.hoop.foc5.nav.ppmi_weight.bound	_count.hoop.foc5.nav.ppmi_weight.bound	_cws.hoop.foc5.nav.ppmi_sel.bound	_count.hoop.foc5.nav.ppmi_sel.bound	_cws.hoop.foc5.nav.no_ppmi.bound	_count.hoop.foc5.nav.no_ppmi.bound	_cws.hoop.foc5.all.ppmi_weight.bound	_count.hoop.foc5.all.ppmi_weight.bound	_cws.hoop.foc5.all.ppmi_sel.bound	_count.hoop.foc5.all.ppmi_sel.bound	_cws.hoop.foc5.all.no_ppmi.bound	_count.hoop.foc5.all.no_ppmi.bound
hoop/noun/algemeen_dagblad_20040410_133/219	ben/verb;natuurlijk/adj	2	ben/verb;natuurlijk/adj	2	ben/verb;natuurlijk/adj	2	ben/verb;de/det;er/adv;natuurlijk/adj;vooraf/adv	5	ben/verb;de/det;er/adv;natuurlijk/adj;vooraf/adv	5	ben/verb;de/det;er/adv;natuurlijk/adj;vooraf/adv	5	ben/verb;natuurlijk/adj	2	ben/verb;natuurlijk/adj	2	ben/verb;natuurlijk/adj	2	ben/verb;de/det;er/adv;natuurlijk/adj;vooraf/adv	5	ben/verb;de/det;er/adv;natuurlijk/adj;vooraf/adv	5	ben/verb;de/det;er/adv;natuurlijk/adj;vooraf/adv	5
hoop/noun/algemeen_dagblad_20011109_165/740	daar/noun;kan/verb;werk/noun	3	daar/noun;kan/verb;werk/noun	3	daar/noun;huis/noun;kan/verb;neem_mee/verb;neem_op/verb;werk/noun	6	daar/noun;de/det;iets/adv;ik/pron;in/prep;kan/verb;me/pron;mee/part;wel/adv;werk/noun	10	daar/noun;de/det;iets/adv;ik/pron;in/prep;kan/verb;me/pron;mee/part;wel/adv;werk/noun	10	daar/noun;de/det;huis/noun;iets/adv;ik/pron;in/prep;kan/verb;me/pron;mee/part;naar/prep;neem_mee/verb;neem_op/verb;wel/adv;werk/noun	14	daar/noun	1	daar/noun	1	daar/noun;huis/noun	2	daar/noun;de/det;iets/adv;ik/pron;wel/adv	5	daar/noun;de/det;iets/adv;ik/pron;wel/adv	5	daar/noun;de/det;huis/noun;iets/adv;ik/pron;naar/prep;wel/adv	7
hoop/noun/algemeen_dagblad_20020615_131/111	aap/noun;dader/noun;koester/verb;steel/adj	4	aap/noun;dader/noun;koester/verb;steel/adj	4	aap/noun;dader/noun;houd_aan/verb;koester/verb;politie/noun;steel/adj	6	aap/noun;dader/noun;de/det;een/det;koester/verb;steel/adj;weinig/det	7	aap/noun;dader/noun;de/det;een/det;koester/verb;steel/adj;weinig/det	7	aan/part;aap/noun;dader/noun;de/det;een/det;houd_aan/verb;koester/verb;politie/noun;steel/adj;weinig/det	10	dader/noun;koester/verb	2	dader/noun;koester/verb	2	dader/noun;houd_aan/verb;koester/verb;politie/noun	4	dader/noun;de/det;koester/verb;weinig/det	4	dader/noun;de/det;koester/verb;weinig/det	4	aan/part;dader/noun;de/det;houd_aan/verb;koester/verb;politie/noun;weinig/det	7
hoop/noun/algemeen_dagblad_20010901_96/234	waarschijnlijk/adj	1	waarschijnlijk/adj	1	bezoek/noun;maandag/noun;vervelend/adj;vraag/noun;waarschijnlijk/adj	5	een/det;haar/det;waarschijnlijk/adj	3	een/det;haar/det;waarschijnlijk/adj	3	aan/prep;bezoek/noun;bij/prep;een/det;haar/det;maandag/noun;over/prep;vervelend/adj;vraag/noun;waarschijnlijk/adj	10	waarschijnlijk/adj	1	waarschijnlijk/adj	1	vervelend/adj;vraag/noun;waarschijnlijk/adj	3	een/det;waarschijnlijk/adj	2	een/det;waarschijnlijk/adj	2	aan/prep;een/det;over/prep;vervelend/adj;vraag/noun;waarschijnlijk/adj	6
hoop/noun/algemeen_dagblad_19991125_138/35	ferm/adj;klimaat/noun;uitspraak/noun	3	ferm/adj;klimaat/noun;uitspraak/noun	3	aangetreden/adj;april/noun;ferm/adj;klimaat/noun;staatshoofd/noun;uitspraak/noun	6	ferm/adj;in/prep;klimaat/noun;uitspraak/noun;zijn/det	5	ferm/adj;in/prep;klimaat/noun;uitspraak/noun;zijn/det	5	aangetreden/adj;april/noun;ferm/adj;het/det;in/prep;klimaat/noun;met/prep;staatshoofd/noun;uitspraak/noun;van/prep;zijn/det	11	klimaat/noun	1	klimaat/noun	1	aangetreden/adj;april/noun;klimaat/noun	3	in/prep;klimaat/noun	2	in/prep;klimaat/noun	2	aangetreden/adj;april/noun;het/det;in/prep;klimaat/noun;van/prep	6
hoop/noun/algemeen_dagblad_19991201_455/8	bewindsman/noun;heb/verb;houd_tegen/verb;kan/verb	4	bewindsman/noun;heb/verb;houd_tegen/verb;kan/verb	4	bewindsman/noun;heb/verb;houd_tegen/verb;kan/verb;meest/adj;richtlijn/noun;word/verb	7	bewindsman/noun;de/det;heb/verb;houd_tegen/verb;kan/verb;weinig/det	6	bewindsman/noun;de/det;heb/verb;houd_tegen/verb;kan/verb;weinig/det	6	bewindsman/noun;de/det;heb/verb;houd_tegen/verb;kan/verb;meest/adj;overigens/adv;richtlijn/noun;weinig/det;word/verb	10	bewindsman/noun;heb/verb;kan/verb	3	bewindsman/noun;heb/verb;kan/verb	3	bewindsman/noun;heb/verb;kan/verb;richtlijn/noun;word/verb	5	bewindsman/noun;heb/verb;kan/verb;weinig/det	4	bewindsman/noun;heb/verb;kan/verb;weinig/det	4	bewindsman/noun;heb/verb;kan/verb;overigens/adv;richtlijn/noun;weinig/det;word/verb	7
hoop/noun/algemeen_dagblad_20030902_109/383		0		0	anoniem/adj;commissaris/noun;directie/noun;jaarverslag/noun	4	in/prep;op/prep	2	in/prep;op/prep	2	anoniem/adj;commissaris/noun;directie/noun;het/det;in/prep;jaarverslag/noun;op/prep;van/prep	8		0		0	anoniem/adj;jaarverslag/noun	2	op/prep	1	op/prep	1	anoniem/adj;het/det;jaarverslag/noun;op/prep	4
hoop/noun/algemeen_dagblad_20020909_98/412	teken/noun;vrede/noun;zaterdag_avond/noun	3	teken/noun;vrede/noun;zaterdag_avond/noun	3	echt/adj;kom_op/verb;ploeg/noun;teken/noun;vrede/noun;zaterdag_avond/noun	6	de/det;hand/adv;op/prep;teken/noun;vrede/noun;zaterdag_avond/noun	6	de/det;hand/adv;op/prep;teken/noun;vrede/noun;zaterdag_avond/noun	6	als/prep;de/det;echt/adj;hand/adv;in/adv;kom_op/verb;op/prep;ploeg/noun;teken/noun;van/prep;vrede/noun;zaterdag_avond/noun	12	teken/noun;vrede/noun	2	teken/noun;vrede/noun	2	echt/adj;kom_op/verb;teken/noun;vrede/noun	4	de/det;op/prep;teken/noun;vrede/noun	4	de/det;op/prep;teken/noun;vrede/noun	4	als/prep;de/det;echt/adj;kom_op/verb;op/prep;teken/noun;van/prep;vrede/noun	8
hoop/noun/algemeen_dagblad_20030904_29/351	aanvankelijk/adj;heb/verb;vestig/verb	3	aanvankelijk/adj;heb/verb;vestig/verb	3	aanvankelijk/adj;gemeente/noun;heb/verb;vestig/verb	4	aanvankelijk/adj;de/det;heb/verb;op/prep;vestig/verb;zijn/det	6	aanvankelijk/adj;de/det;heb/verb;op/prep;vestig/verb;zijn/det	6	aanvankelijk/adj;de/det;gemeente/noun;heb/verb;op/prep;vestig/verb;zijn/det	7	aanvankelijk/adj;heb/verb;vestig/verb	3	aanvankelijk/adj;heb/verb;vestig/verb	3	aanvankelijk/adj;gemeente/noun;heb/verb;vestig/verb	4	aanvankelijk/adj;de/det;heb/verb;op/prep;vestig/verb;zijn/det	6	aanvankelijk/adj;de/det;heb/verb;op/prep;vestig/verb;zijn/det	6	aanvankelijk/adj;de/det;gemeente/noun;heb/verb;op/prep;vestig/verb;zijn/det	7
hoop/noun/algemeen_dagblad_20040120_40/77	enthoesiast/adj;houd/verb;verlies/verb	3	enthoesiast/adj;houd/verb;verlies/verb	3	enthoesiast/adj;gehoor/noun;houd/verb;verlies/verb	4	de/det;enthoesiast/adj;houd/verb;verlies/verb;voor/prep;zijn/det	6	de/det;enthoesiast/adj;houd/verb;verlies/verb;voor/prep;zijn/det	6	de/det;enthoesiast/adj;gehoor/noun;hij/pron;houd/verb;niet/adv;van/prep;verlies/verb;voor/prep;zijn/det	10	houd/verb;verlies/verb	2	houd/verb;verlies/verb	2	houd/verb;verlies/verb	2	de/det;houd/verb;verlies/verb;voor/prep	4	de/det;houd/verb;verlies/verb;voor/prep	4	de/det;hij/pron;houd/verb;niet/adv;verlies/verb;voor/prep	6
hoop/noun/algemeen_dagblad_20020906_97/237	Limburger/noun;geluk/noun;heb/verb;natuurlijk/adj	4	Limburger/noun;geluk/noun;heb/verb;natuurlijk/adj	4	33-jarige/adj;Limburger/noun;geluk/noun;heb/verb;moet/verb;natuurlijk/adj	6	Limburger/noun;aldus/prep;de/det;een/det;geluk/noun;heb/verb;je/pron;natuurlijk/adj	8	Limburger/noun;aldus/prep;de/det;een/det;geluk/noun;heb/verb;je/pron;natuurlijk/adj	8	33-jarige/adj;Limburger/noun;aldus/prep;de/det;die/pron;een/det;geluk/noun;heb/verb;je/pron;moet/verb;natuurlijk/adj;ook/adv	12	geluk/noun;heb/verb;natuurlijk/adj	3	geluk/noun;heb/verb;natuurlijk/adj	3	geluk/noun;heb/verb;moet/verb;natuurlijk/adj	4	aldus/prep;een/det;geluk/noun;heb/verb;je/pron;natuurlijk/adj	6	aldus/prep;een/det;geluk/noun;heb/verb;je/pron;natuurlijk/adj	6	aldus/prep;een/det;geluk/noun;heb/verb;je/pron;moet/verb;natuurlijk/adj;ook/adv	8
hoop/noun/algemeen_dagblad_19990531_44/171	bekeer/verb;eendrachtig/adj;mens/noun;vrees/noun	4	bekeer/verb;eendrachtig/adj;mens/noun;vrees/noun	4	bekeer/verb;eendrachtig/adj;feest/noun;mens/noun;miljoen/noun;vrees/noun	6	bekeer/verb;eendrachtig/adj;mens/noun;vrees/noun	4	bekeer/verb;eendrachtig/adj;mens/noun;vrees/noun	4	bekeer/verb;dit/det;eendrachtig/adj;feest/noun;mens/noun;miljoen/noun;tot/prep;van/prep;vrees/noun;zich/pron	10	bekeer/verb;vrees/noun	2	bekeer/verb;vrees/noun	2	bekeer/verb;feest/noun;vrees/noun	3	bekeer/verb;vrees/noun	2	bekeer/verb;vrees/noun	2	bekeer/verb;dit/det;feest/noun;tot/prep;van/prep;vrees/noun	6
hoop/noun/algemeen_dagblad_20010818_42/708	doe/verb;heb/verb;kennis/noun;veilig/adj	4	doe/verb;heb/verb;kennis/noun;veilig/adj	4	doe/verb;heb/verb;kennis/noun;nodig/adj;veilig/adj;wil/verb	6	dan/adv;doe/verb;een/det;heb/verb;je/pron;kennis/noun;veilig/adj	7	dan/adv;doe/verb;een/det;heb/verb;je/pron;kennis/noun;veilig/adj	7	dan/adv;doe/verb;een/det;heb/verb;het/det;je/pron;kennis/noun;nodig/adj;veilig/adj;wil/verb	10	heb/verb;kennis/noun	2	heb/verb;kennis/noun	2	heb/verb;kennis/noun;nodig/adj	3	dan/adv;een/det;heb/verb;je/pron;kennis/noun	5	dan/adv;een/det;heb/verb;je/pron;kennis/noun	5	dan/adv;een/det;heb/verb;je/pron;kennis/noun;nodig/adj	6
hoop/noun/algemeen_dagblad_19990129_47/12	Indonesisch/adj;mag/verb;mogelijk/adj;onafhankelijkheid/noun;put/verb;rebels/adj	6	Indonesisch/adj;mag/verb;mogelijk/adj;onafhankelijkheid/noun;put/verb;rebels/adj	6	Indonesisch/adj;mag/verb;mogelijk/adj;onafhankelijkheid/noun;provincie/noun;put/verb;rebels/adj	7	Indonesisch/adj;de/det;mag/verb;mogelijk/adj;onafhankelijkheid/noun;put/verb;rebels/adj	7	Indonesisch/adj;de/det;mag/verb;mogelijk/adj;onafhankelijkheid/noun;put/verb;rebels/adj	7	Indonesisch/adj;de/det;geen/det;mag/verb;mogelijk/adj;onafhankelijkheid/noun;provincie/noun;put/verb;rebels/adj;uit/prep;van/prep	11	mag/verb;mogelijk/adj;onafhankelijkheid/noun;put/verb	4	mag/verb;mogelijk/adj;onafhankelijkheid/noun;put/verb	4	mag/verb;mogelijk/adj;onafhankelijkheid/noun;put/verb	4	mag/verb;mogelijk/adj;onafhankelijkheid/noun;put/verb	4	mag/verb;mogelijk/adj;onafhankelijkheid/noun;put/verb	4	geen/det;mag/verb;mogelijk/adj;onafhankelijkheid/noun;put/verb;uit/prep	6
hoop/noun/algemeen_dagblad_20010226_52/167	ben/verb;heb/verb;maak_goed/verb;make-up/noun;masker/noun;werk/noun	6	ben/verb;heb/verb;maak_goed/verb;make-up/noun;masker/noun;werk/noun	6	ben/verb;heb/verb;maak/verb;maak_goed/verb;make-up/noun;masker/noun;werk/noun	7	ben/verb;de/det;die/det;een/det;goed/part;heb/verb;maak_goed/verb;make-up/noun;masker/noun;werk/noun;ze/pron	11	ben/verb;de/det;die/det;een/det;goed/part;heb/verb;maak_goed/verb;make-up/noun;masker/noun;werk/noun;ze/pron	11	ben/verb;de/det;die/det;een/det;goed/part;heb/verb;maak/verb;maak_goed/verb;make-up/noun;masker/noun;van/prep;wat/pron;werk/noun;ze/pron	14	heb/verb;make-up/noun;werk/noun	3	heb/verb;make-up/noun;werk/noun	3	heb/verb;maak/verb;make-up/noun;werk/noun	4	de/det;een/det;heb/verb;make-up/noun;werk/noun;ze/pron	6	de/det;een/det;heb/verb;make-up/noun;werk/noun;ze/pron	6	de/det;een/det;heb/verb;maak/verb;make-up/noun;van/prep;wat/pron;werk/noun;ze/pron	9
hoop/noun/algemeen_dagblad_19991224_79/10	Australisch/adj;geef_op/verb;heb/verb;wielren_ster/noun	4	Australisch/adj;geef_op/verb;heb/verb;wielren_ster/noun	4	Australisch/adj;geef_op/verb;heb/verb;plaats/verb;wielren_ster/noun	5	Australisch/adj;de/det;geef_op/verb;heb/verb;voor/prep;wielren_ster/noun	6	Australisch/adj;de/det;geef_op/verb;heb/verb;voor/prep;wielren_ster/noun	6	Australisch/adj;de/det;geef_op/verb;heb/verb;plaats/verb;van/prep;voor/prep;wielren_ster/noun;zich/pron	9	geef_op/verb;heb/verb;wielren_ster/noun	3	geef_op/verb;heb/verb;wielren_ster/noun	3	geef_op/verb;heb/verb;plaats/verb;wielren_ster/noun	4	geef_op/verb;heb/verb;voor/prep;wielren_ster/noun	4	geef_op/verb;heb/verb;voor/prep;wielren_ster/noun	4	geef_op/verb;heb/verb;plaats/verb;voor/prep;wielren_ster/noun;zich/pron	6
hoop/noun/algemeen_dagblad_20000701_134/287	zal/verb	1	zal/verb	1	beurt/noun;deel_uit/verb;zal/verb	3	de/det;in/prep;op/prep;zal/verb;ze/pron;zijn/det	6	de/det;in/prep;op/prep;zal/verb;ze/pron;zijn/det	6	aan/prep;beurt/noun;de/det;deel_uit/verb;hij/pron;in/prep;op/prep;zal/verb;ze/pron;zijn/det	10		0		0		0	in/prep;op/prep;ze/pron;zijn/det	4	in/prep;op/prep;ze/pron;zijn/det	4	hij/pron;in/prep;op/prep;ze/pron;zijn/det	5
hoop/noun/algemeen_dagblad_19990118_134/229	ben/verb;punt_loos/adj	2	ben/verb;punt_loos/adj	2	ben/verb;punt_loos/adj	2	ben/verb;er/adv;punt_loos/adj;voor/prep;weinig/det	5	ben/verb;er/adv;punt_loos/adj;voor/prep;weinig/det	5	ben/verb;er/adv;het/det;meer/adv;punt_loos/adj;voor/prep;weinig/det	7	ben/verb;punt_loos/adj	2	ben/verb;punt_loos/adj	2	ben/verb;punt_loos/adj	2	ben/verb;er/adv;punt_loos/adj;weinig/det	4	ben/verb;er/adv;punt_loos/adj;weinig/det	4	ben/verb;er/adv;meer/adv;punt_loos/adj;weinig/det	5
hoop/noun/algemeen_dagblad_20020209_74/152	veeg/verb	1	veeg/verb	1	veeg/verb	1	een/det;in/part;op/prep;veeg/verb	4	een/det;in/part;op/prep;veeg/verb	4	een/det;in/part;niet/adv;op/prep;van/prep;veeg/verb	6	veeg/verb	1	veeg/verb	1	veeg/verb	1	een/det;op/prep;veeg/verb	3	een/det;op/prep;veeg/verb	3	een/det;op/prep;veeg/verb	3
hoop/noun/de_morgen_19990616_01_87/64	krik_op/verb	1	krik_op/verb	1	kijk_cijfer/noun;krik_op/verb;lanceer/verb	3	de/det;een/det;in/prep;krik_op/verb;op/part	5	de/det;een/det;in/prep;krik_op/verb;op/part	5	de/det;een/det;in/prep;kijk_cijfer/noun;krik_op/verb;lanceer/verb;op/part	7	krik_op/verb	1	krik_op/verb	1	kijk_cijfer/noun;krik_op/verb	2	de/det;in/prep;krik_op/verb;op/part	4	de/det;in/prep;krik_op/verb;op/part	4	de/det;in/prep;kijk_cijfer/noun;krik_op/verb;op/part	5
hoop/noun/de_morgen_20011204_01_36/213	grootmoeder/noun;heb/verb;ontmoet/verb;zoon_DIM/noun;zorg/verb	5	grootmoeder/noun;heb/verb;ontmoet/verb;zoon_DIM/noun;zorg/verb	5	grootmoeder/noun;heb/verb;ontmoet/verb;wil/verb;zoon_DIM/noun;zorg/verb	6	dankzij/prep;de/det;grootmoeder/noun;haar/det;heb/verb;in/prep;ontmoet/verb;voor/prep;zoon_DIM/noun;zorg/verb	10	dankzij/prep;de/det;grootmoeder/noun;haar/det;heb/verb;in/prep;ontmoet/verb;voor/prep;zoon_DIM/noun;zorg/verb	10	dankzij/prep;de/det;grootmoeder/noun;haar/det;heb/verb;hij/pron;in/prep;ontmoet/verb;voor/prep;wil/verb;zoon_DIM/noun;zorg/verb	12	heb/verb;ontmoet/verb;zoon_DIM/noun	3	heb/verb;ontmoet/verb;zoon_DIM/noun	3	heb/verb;ontmoet/verb;zoon_DIM/noun	3	de/det;haar/det;heb/verb;in/prep;ontmoet/verb;voor/prep;zoon_DIM/noun	7	de/det;haar/det;heb/verb;in/prep;ontmoet/verb;voor/prep;zoon_DIM/noun	7	de/det;haar/det;heb/verb;hij/pron;in/prep;ontmoet/verb;voor/prep;zoon_DIM/noun	8
hoop/noun/de_morgen_20020221_01_117/399	heb/verb;jongere/noun;twijfel/noun	3	heb/verb;jongere/noun;twijfel/noun	3	heb/verb;jongere/noun;twijfel/noun	3	die/det;heb/verb;ik/pron;jongere/noun;mijn/det;toch/adv;twijfel/noun;we/pron;wel/adv	9	die/det;heb/verb;ik/pron;jongere/noun;mijn/det;toch/adv;twijfel/noun;we/pron;wel/adv	9	bij/prep;die/det;heb/verb;ik/pron;jongere/noun;mijn/det;soms/adv;toch/adv;twijfel/noun;we/pron;wel/adv	11	jongere/noun	1	jongere/noun	1	jongere/noun	1	die/det;ik/pron;jongere/noun;we/pron;wel/adv	5	die/det;ik/pron;jongere/noun;we/pron;wel/adv	5	bij/prep;die/det;ik/pron;jongere/noun;soms/adv;we/pron;wel/adv	7
hoop/noun/de_morgen_20010302_01_94/422	redding/noun;weinig/adj;zie/verb	3	redding/noun;weinig/adj;zie/verb	3	overheid/noun;redding/noun;tv-zender/noun;weinig/adj;zie/verb	5	dan/adv;de/det;op/prep;redding/noun;weinig/adj;zie/verb;zijn/det	7	dan/adv;de/det;op/prep;redding/noun;weinig/adj;zie/verb;zijn/det	7	dan/adv;de/det;met/prep;ook/adv;op/prep;overheid/noun;redding/noun;tv-zender/noun;van/prep;weinig/adj;zie/verb;zijn/det	12	redding/noun;weinig/adj;zie/verb	3	redding/noun;weinig/adj;zie/verb	3	redding/noun;tv-zender/noun;weinig/adj;zie/verb	4	dan/adv;op/prep;redding/noun;weinig/adj;zie/verb;zijn/det	6	dan/adv;op/prep;redding/noun;weinig/adj;zie/verb;zijn/det	6	dan/adv;ook/adv;op/prep;redding/noun;tv-zender/noun;van/prep;weinig/adj;zie/verb;zijn/det	9
hoop/noun/de_morgen_20010914_01_50/270	begraaf/verb;honderden/noun;ingestort/adj;mens/noun;puin/noun	5	begraaf/verb;honderden/noun;ingestort/adj;mens/noun;puin/noun	5	beeld/noun;begraaf/verb;geleden/adj;honderden/noun;ingestort/adj;jaar/noun;mens/noun;puin/noun;sta/verb	9	begraaf/verb;de/det;honderden/noun;in/prep;ingestort/adj;mens/noun;puin/noun	7	begraaf/verb;de/det;honderden/noun;in/prep;ingestort/adj;mens/noun;puin/noun	7	beeld/noun;begraaf/verb;de/det;geleden/adj;het/det;honderden/noun;in/prep;ingestort/adj;jaar/noun;mens/noun;puin/noun;sta/verb;van/prep	13	puin/noun	1	puin/noun	1	beeld/noun;puin/noun;sta/verb	3	de/det;in/prep;puin/noun	3	de/det;in/prep;puin/noun	3	beeld/noun;de/det;het/det;in/prep;puin/noun;sta/verb;van/prep	7
hoop/noun/de_morgen_20020930_01_111/62	Brits/adj;heel/adj;kans/noun;kind_DIM/noun;krijg/verb	5	Brits/adj;heel/adj;kans/noun;kind_DIM/noun;krijg/verb	5	Brits/adj;film/noun;heel/adj;kans/noun;kind_DIM/noun;krijg/verb	6	Brits/adj;de/det;echter/adv;een/det;heel/adj;in/prep;kans/noun;kind_DIM/noun;krijg/verb	9	Brits/adj;de/det;echter/adv;een/det;heel/adj;in/prep;kans/noun;kind_DIM/noun;krijg/verb	9	Brits/adj;de/det;echter/adv;een/det;film/noun;heel/adj;in/prep;kans/noun;kind_DIM/noun;krijg/verb	10	Brits/adj;heel/adj;kind_DIM/noun;krijg/verb	4	Brits/adj;heel/adj;kind_DIM/noun;krijg/verb	4	Brits/adj;heel/adj;kind_DIM/noun;krijg/verb	4	Brits/adj;echter/adv;een/det;heel/adj;kind_DIM/noun;krijg/verb	6	Brits/adj;echter/adv;een/det;heel/adj;kind_DIM/noun;krijg/verb	6	Brits/adj;echter/adv;een/det;heel/adj;kind_DIM/noun;krijg/verb	6
hoop/noun/de_morgen_20020909_01_0/198	groot/adj;massa/noun;vaak/adj;versla/verb	4	groot/adj;massa/noun;vaak/adj;versla/verb	4	ga/verb;groot/adj;massa/noun;vaak/adj;versla/verb	5	de/det;groot/adj;in/prep;massa/noun;vaak/adj;versla/verb	6	de/det;groot/adj;in/prep;massa/noun;vaak/adj;versla/verb	6	de/det;ga/verb;groot/adj;hij/pron;in/prep;massa/noun;naar/prep;vaak/adj;versla/verb	9	versla/verb	1	versla/verb	1	versla/verb	1	de/det;in/prep;versla/verb	3	de/det;in/prep;versla/verb	3	de/det;hij/pron;in/prep;naar/prep;versla/verb	5
hoop/noun/de_morgen_20010330_01_188/168	danseres/noun;heb/verb;klant/noun;nieuw/adj;trek_aan/verb	5	danseres/noun;heb/verb;klant/noun;nieuw/adj;trek_aan/verb	5	bied_aan/verb;danseres/noun;dienst/noun;heb/verb;klant/noun;nieuw/adj;rijk/adj;seksueel/adj;trek_aan/verb;voorkeur/noun	10	danseres/noun;de/det;heb/verb;in/prep;klant/noun;nieuw/adj;trek_aan/verb;zijn/det;zo/adv	9	danseres/noun;de/det;heb/verb;in/prep;klant/noun;nieuw/adj;trek_aan/verb;zijn/det;zo/adv	9	aan/part;bied_aan/verb;bij/prep;danseres/noun;de/det;dienst/noun;heb/verb;in/prep;klant/noun;nieuw/adj;rijk/adj;seksueel/adj;trek_aan/verb;van/prep;voorkeur/noun;zijn/det;zo/adv	17	danseres/noun;heb/verb;nieuw/adj	3	danseres/noun;heb/verb;nieuw/adj	3	bied_aan/verb;danseres/noun;heb/verb;nieuw/adj;voorkeur/noun	5	danseres/noun;de/det;heb/verb;in/prep;nieuw/adj;zo/adv	6	danseres/noun;de/det;heb/verb;in/prep;nieuw/adj;zo/adv	6	bied_aan/verb;bij/prep;danseres/noun;de/det;heb/verb;in/prep;nieuw/adj;voorkeur/noun;zo/adv	9
hoop/noun/de_morgen_19990618_01_112/1084	bevrediging/noun;rust/noun;zorg/verb	3	bevrediging/noun;rust/noun;zorg/verb	3	bevrediging/noun;huwelijk/noun;kind/noun;rust/noun;trouw/verb;type/noun;zorg/verb	7	bevrediging/noun;rust/noun;voor/prep;zorg/verb	4	bevrediging/noun;rust/noun;voor/prep;zorg/verb	4	bevrediging/noun;dit/det;huwelijk/noun;kind/noun;rust/noun;trouw/verb;type/noun;voor/prep;zorg/verb	9	bevrediging/noun;rust/noun	2	bevrediging/noun;rust/noun	2	bevrediging/noun;huwelijk/noun;kind/noun;rust/noun;type/noun	5	bevrediging/noun;rust/noun;voor/prep	3	bevrediging/noun;rust/noun;voor/prep	3	bevrediging/noun;huwelijk/noun;kind/noun;rust/noun;type/noun;voor/prep	6
hoop/noun/de_morgen_20040410_01_41/928	afwachting/noun;blijf/verb;goed/adj	3	afwachting/noun;blijf/verb;goed/adj	3	afwachting/noun;blijf/verb;goed/adj;man/noun;meest/adj	5	afwachting/noun;blijf/verb;de/det;goed/adj;in/prep;voor/prep	6	afwachting/noun;blijf/verb;de/det;goed/adj;in/prep;voor/prep	6	afwachting/noun;blijf/verb;de/det;goed/adj;in/prep;man/noun;meest/adj;voor/prep	8	goed/adj	1	goed/adj	1	goed/adj;man/noun;meest/adj	3	de/det;goed/adj	2	de/det;goed/adj	2	de/det;goed/adj;man/noun;meest/adj	4
hoop/noun/de_morgen_20000223_01_4/157	bevat/verb;vertel_na/verb	2	bevat/verb;vertel_na/verb	2	bevat/verb;echt/adj;exotisch/adj;makkelijk/adj;verluid/verb;vertel_na/verb	6	bevat/verb;een/det;vertel_na/verb	3	bevat/verb;een/det;vertel_na/verb	3	bevat/verb;echt/adj;een/det;exotisch/adj;het/det;makkelijk/adj;na/part;verluid/verb;vertel_na/verb	9	bevat/verb	1	bevat/verb	1	bevat/verb;exotisch/adj;makkelijk/adj	3	bevat/verb;een/det	2	bevat/verb;een/det	2	bevat/verb;een/det;exotisch/adj;het/det;makkelijk/adj;na/part	6
hoop/noun/de_morgen_20001221_01_137/464	doe/verb;injecteer/verb;inspireer/adj;keer/verb;tij/noun;tikkeltje/noun;werk/noun	7	doe/verb;injecteer/verb;inspireer/adj;keer/verb;tij/noun;tikkeltje/noun;werk/noun	7	doe/verb;injecteer/verb;inspireer/adj;keer/verb;tij/noun;tijdloos/adj;tikkeltje/noun;werk/noun	8	doe/verb;een/det;in/prep;injecteer/verb;inspireer/adj;keer/verb;tij/noun;tikkeltje/noun;werk/noun;zijn/det	10	doe/verb;een/det;in/prep;injecteer/verb;inspireer/adj;keer/verb;tij/noun;tikkeltje/noun;werk/noun;zijn/det	10	doe/verb;een/det;het/det;in/prep;injecteer/verb;inspireer/adj;keer/verb;tij/noun;tijdloos/adj;tikkeltje/noun;werk/noun;zijn/det	12	doe/verb;inspireer/adj;tij/noun;tikkeltje/noun;werk/noun	5	doe/verb;inspireer/adj;tij/noun;tikkeltje/noun;werk/noun	5	doe/verb;inspireer/adj;tij/noun;tijdloos/adj;tikkeltje/noun;werk/noun	6	doe/verb;een/det;inspireer/adj;tij/noun;tikkeltje/noun;werk/noun	6	doe/verb;een/det;inspireer/adj;tij/noun;tikkeltje/noun;werk/noun	6	doe/verb;een/det;het/det;inspireer/adj;tij/noun;tijdloos/adj;tikkeltje/noun;werk/noun	8
