_id	_cws.hoop.foc10.nav.ppmi_weight.bound	_count.hoop.foc10.nav.ppmi_weight.bound	_cws.hoop.foc10.nav.ppmi_sel.bound	_count.hoop.foc10.nav.ppmi_sel.bound	_cws.hoop.foc10.nav.no_ppmi.bound	_count.hoop.foc10.nav.no_ppmi.bound	_cws.hoop.foc10.all.ppmi_weight.bound	_count.hoop.foc10.all.ppmi_weight.bound	_cws.hoop.foc10.all.ppmi_sel.bound	_count.hoop.foc10.all.ppmi_sel.bound	_cws.hoop.foc10.all.no_ppmi.bound	_count.hoop.foc10.all.no_ppmi.bound	_cws.hoop.foc5.nav.ppmi_weight.bound	_count.hoop.foc5.nav.ppmi_weight.bound	_cws.hoop.foc5.nav.ppmi_sel.bound	_count.hoop.foc5.nav.ppmi_sel.bound	_cws.hoop.foc5.nav.no_ppmi.bound	_count.hoop.foc5.nav.no_ppmi.bound	_cws.hoop.foc5.all.ppmi_weight.bound	_count.hoop.foc5.all.ppmi_weight.bound	_cws.hoop.foc5.all.ppmi_sel.bound	_count.hoop.foc5.all.ppmi_sel.bound	_cws.hoop.foc5.all.no_ppmi.bound	_count.hoop.foc5.all.no_ppmi.bound
hoop/noun/volkskrant_20030712_39/68	eigenhandig/adj;red/verb;sprinkhaan/noun;zwerm/noun	4	eigenhandig/adj;red/verb;sprinkhaan/noun;zwerm/noun	4	eigenhandig/adj;jaarlijks/adj;plunder/verb;red/verb;sprinkhaan/noun;val_aan/verb;zwerm/noun	7	de/det;een/det;eigenhandig/adj;red/verb;sprinkhaan/noun;voor/prep;zijn/det;zwerm/noun	8	de/det;een/det;eigenhandig/adj;red/verb;sprinkhaan/noun;voor/prep;zijn/det;zwerm/noun	8	de/det;een/det;eigenhandig/adj;jaarlijks/adj;plunder/verb;red/verb;sprinkhaan/noun;val_aan/verb;voor/prep;zijn/det;zwerm/noun	11	eigenhandig/adj;red/verb;sprinkhaan/noun;zwerm/noun	4	eigenhandig/adj;red/verb;sprinkhaan/noun;zwerm/noun	4	eigenhandig/adj;red/verb;sprinkhaan/noun;val_aan/verb;zwerm/noun	5	een/det;eigenhandig/adj;red/verb;sprinkhaan/noun;zijn/det;zwerm/noun	6	een/det;eigenhandig/adj;red/verb;sprinkhaan/noun;zijn/det;zwerm/noun	6	een/det;eigenhandig/adj;red/verb;sprinkhaan/noun;val_aan/verb;zijn/det;zwerm/noun	7
hoop/noun/volkskrant_20000129_209/755	goed/adj;zal/verb	2	goed/adj;zal/verb	2	1994/noun;ga/verb;goed/adj;verhuis/verb;zal/verb	5	daar/adv;de/det;goed/adj;in/prep;we/pron;zal/verb	6	daar/adv;de/det;goed/adj;in/prep;we/pron;zal/verb	6	1994/noun;daar/adv;de/det;ga/verb;goed/adj;het/det;in/prep;naar/prep;verhuis/verb;we/pron;zal/verb	11	goed/adj;zal/verb	2	goed/adj;zal/verb	2	goed/adj;zal/verb	2	daar/adv;de/det;goed/adj;in/prep;zal/verb	5	daar/adv;de/det;goed/adj;in/prep;zal/verb	5	daar/adv;de/det;goed/adj;het/det;in/prep;naar/prep;zal/verb	7
hoop/noun/volkskrant_20000831_11/132	ben/verb;laat/adj;tijd/noun	3	ben/verb;laat/adj;tijd/noun	3	begin/verb;ben/verb;dring/verb;laat/adj;tijd/noun	5	ben/verb;de/det;laat/adj;ons/det;tijd/noun	5	ben/verb;de/det;laat/adj;ons/det;tijd/noun	5	begin/verb;ben/verb;de/det;dring/verb;laat/adj;ons/det;tijd/noun;u/pron	8	ben/verb;laat/adj;tijd/noun	3	ben/verb;laat/adj;tijd/noun	3	begin/verb;ben/verb;laat/adj;tijd/noun	4	ben/verb;de/det;laat/adj;ons/det;tijd/noun	5	ben/verb;de/det;laat/adj;ons/det;tijd/noun	5	begin/verb;ben/verb;de/det;laat/adj;ons/det;tijd/noun;u/pron	7
hoop/noun/volkskrant_19990610_47/1553	ding/noun;hotelkamer/noun;zit/verb	3	ding/noun;hotelkamer/noun;zit/verb	3	ding/noun;hotelkamer/noun;maak/verb;moeilijk/adj;mooi/adj;week/noun;zeker/adj;zit/verb	8	ding/noun;een/det;hotelkamer/noun;in/prep;je/pron;mee/adv;veel/det;zit/verb	8	ding/noun;een/det;hotelkamer/noun;in/prep;je/pron;mee/adv;veel/det;zit/verb	8	dezelfde/det;ding/noun;een/det;hotelkamer/noun;in/prep;je/pron;maak/verb;mee/adv;moeilijk/adj;mooi/adj;ook/adv;veel/det;week/noun;zeker/adj;zit/verb	15	hotelkamer/noun	1	hotelkamer/noun	1	hotelkamer/noun;maak/verb;mooi/adj	3	een/det;hotelkamer/noun;je/pron;mee/adv	4	een/det;hotelkamer/noun;je/pron;mee/adv	4	een/det;hotelkamer/noun;je/pron;maak/verb;mee/adv;mooi/adj	6
hoop/noun/volkskrant_20010115_40/289	geef/verb;iets/noun;mens/noun;zal/verb	4	geef/verb;iets/noun;mens/noun;zal/verb	4	geef/verb;iets/noun;mens/noun;word/verb;zal/verb	5	geef/verb;iets/noun;me/pron;mens/noun;nog/adv;weinig/det;zal/verb	7	geef/verb;iets/noun;me/pron;mens/noun;nog/adv;weinig/det;zal/verb	7	geef/verb;het/det;iets/noun;me/pron;mens/noun;nog/adv;weinig/det;word/verb;zal/verb	9	geef/verb;iets/noun;mens/noun;zal/verb	4	geef/verb;iets/noun;mens/noun;zal/verb	4	geef/verb;iets/noun;mens/noun;zal/verb	4	geef/verb;iets/noun;me/pron;mens/noun;nog/adv;weinig/det;zal/verb	7	geef/verb;iets/noun;me/pron;mens/noun;nog/adv;weinig/det;zal/verb	7	geef/verb;het/det;iets/noun;me/pron;mens/noun;nog/adv;weinig/det;zal/verb	8
hoop/noun/volkskrant_20000403_80/18	ben_weg/verb;flauw/adj;front/noun;heb/verb;krijg/verb;plotseling/adj	6	ben_weg/verb;flauw/adj;front/noun;heb/verb;krijg/verb;plotseling/adj	6	ben_weg/verb;flauw/adj;front/noun;heb/verb;jaar/noun;krijg/verb;plotseling/adj	7	ben_weg/verb;de/det;flauw/adj;front/noun;heb/verb;krijg/verb;op/prep;plotseling/adj	8	ben_weg/verb;de/det;flauw/adj;front/noun;heb/verb;krijg/verb;op/prep;plotseling/adj	8	ben_weg/verb;de/det;flauw/adj;front/noun;heb/verb;het/det;jaar/noun;krijg/verb;op/prep;plotseling/adj;van/prep	11	flauw/adj;heb/verb;krijg/verb;plotseling/adj	4	flauw/adj;heb/verb;krijg/verb;plotseling/adj	4	flauw/adj;heb/verb;krijg/verb;plotseling/adj	4	de/det;flauw/adj;heb/verb;krijg/verb;op/prep;plotseling/adj	6	de/det;flauw/adj;heb/verb;krijg/verb;op/prep;plotseling/adj	6	de/det;flauw/adj;heb/verb;krijg/verb;op/prep;plotseling/adj	6
hoop/noun/volkskrant_20040422extra_10/167	geef/verb;vals/adj	2	geef/verb;vals/adj	2	geef/verb;vals/adj;wil/verb	3	geef/verb;ik/pron;nu/adv;vals/adj;weer/adv	5	geef/verb;ik/pron;nu/adv;vals/adj;weer/adv	5	geef/verb;geen/det;ik/pron;nu/adv;ook/adv;vals/adj;weer/adv;wil/verb	8	geef/verb;vals/adj	2	geef/verb;vals/adj	2	geef/verb;vals/adj	2	geef/verb;nu/adv;vals/adj;weer/adv	4	geef/verb;nu/adv;vals/adj;weer/adv	4	geef/verb;geen/det;nu/adv;ook/adv;vals/adj;weer/adv	6
hoop/noun/volkskrant_20041013_74/117	gloor/verb;laat/adj	2	gloor/verb;laat/adj	2	gloor/verb;hoofdstuk/noun;laat/adj	3	gloor/verb;in/prep;laat/adj	3	gloor/verb;in/prep;laat/adj	3	gloor/verb;het/det;hoofdstuk/noun;in/prep;laat/adj;ook/adv;van/prep	7	gloor/verb	1	gloor/verb	1	gloor/verb	1	gloor/verb	1	gloor/verb	1	gloor/verb;ook/adv;van/prep	3
hoop/noun/volkskrant_20000513_203/96	daar/noun;geld/noun;groot/adj;heb/verb;resultaat/noun	5	daar/noun;geld/noun;groot/adj;heb/verb;resultaat/noun	5	besteed/verb;daar/noun;geld/noun;groot/adj;heb/verb;resultaat/noun;vorig/adj	7	daar/noun;de/det;een/det;geld/noun;groot/adj;heb/verb;resultaat/noun;we/pron	8	daar/noun;de/det;een/det;geld/noun;groot/adj;heb/verb;resultaat/noun;we/pron	8	aan/prep;besteed/verb;daar/noun;de/det;een/det;geld/noun;gezien/prep;groot/adj;heb/verb;het/det;resultaat/noun;vorig/adj;we/pron	13	geld/noun	1	geld/noun	1	besteed/verb;geld/noun;vorig/adj	3	de/det;een/det;geld/noun	3	de/det;een/det;geld/noun	3	aan/prep;besteed/verb;de/det;een/det;geld/noun;gezien/prep;het/det;vorig/adj	8
hoop/noun/volkskrant_19991116_108/400	er/noun;kom/verb;mens/noun;misstand/noun;stuur_af/verb;tv_ploeg/noun	6	er/noun;kom/verb;mens/noun;misstand/noun;stuur_af/verb;tv_ploeg/noun	6	er/noun;kom/verb;meld/verb;mens/noun;misstand/noun;stuur_af/verb;tv_ploeg/noun;word/verb	8	de/det;een/det;er/noun;in/prep;kom/verb;mens/noun;misstand/noun;op/prep;stuur_af/verb;tv_ploeg/noun	10	de/det;een/det;er/noun;in/prep;kom/verb;mens/noun;misstand/noun;op/prep;stuur_af/verb;tv_ploeg/noun	10	af/part;de/det;die/pron;een/det;er/noun;in/prep;kom/verb;meld/verb;mens/noun;misstand/noun;op/prep;stuur_af/verb;tv_ploeg/noun;uit/prep;word/verb	15	er/noun;kom/verb;tv_ploeg/noun	3	er/noun;kom/verb;tv_ploeg/noun	3	er/noun;kom/verb;meld/verb;tv_ploeg/noun	4	de/det;een/det;er/noun;in/prep;kom/verb;op/prep;tv_ploeg/noun	7	de/det;een/det;er/noun;in/prep;kom/verb;op/prep;tv_ploeg/noun	7	de/det;een/det;er/noun;in/prep;kom/verb;meld/verb;op/prep;tv_ploeg/noun	8
hoop/noun/volkskrant_20040210_47/324	gelul/verb;politiek/adj;virtueel/adj	3	gelul/verb;politiek/adj;virtueel/adj	3	gelul/verb;gewoon/adj;politiek/adj;virtueel/adj	4	een/det;gelul/verb;politiek/adj;virtueel/adj	4	een/det;gelul/verb;politiek/adj;virtueel/adj	4	een/det;gelul/verb;gewoon/adj;politiek/adj;virtueel/adj	5	gelul/verb;politiek/adj	2	gelul/verb;politiek/adj	2	gelul/verb;politiek/adj	2	een/det;gelul/verb;politiek/adj	3	een/det;gelul/verb;politiek/adj	3	een/det;gelul/verb;politiek/adj	3
hoop/noun/volkskrant_19990306_30/949	heb/verb;zal/verb	2	heb/verb;zal/verb	2	heb/verb;werk/verb;zal/verb	3	heb/verb;veel/det;zal/verb	3	heb/verb;veel/det;zal/verb	3	heb/verb;het/det;hij/pron;niet/adv;overigens/adv;veel/det;werk/verb;zal/verb	8	zal/verb	1	zal/verb	1	werk/verb;zal/verb	2	veel/det;zal/verb	2	veel/det;zal/verb	2	het/det;veel/det;werk/verb;zal/verb	4
hoop/noun/volkskrant_20000927_93/1128	er/noun;gedenk/verb;groot/adj;heb/verb;kom/verb	5	er/noun;gedenk/verb;groot/adj;heb/verb;kom/verb	5	er/noun;gedenk/verb;groot/adj;heb/verb;kom/verb;last/noun;word/verb	7	de/det;er/adv;er/noun;gedenk/verb;groot/adj;heb/verb;kom/verb;niemand/pron	8	de/det;er/adv;er/noun;gedenk/verb;groot/adj;heb/verb;kom/verb;niemand/pron	8	de/det;er/adv;er/noun;gedenk/verb;groot/adj;heb/verb;het/det;kom/verb;last/noun;niemand/pron;van/prep;word/verb	12	gedenk/verb;groot/adj;kom/verb	3	gedenk/verb;groot/adj;kom/verb	3	gedenk/verb;groot/adj;kom/verb;word/verb	4	de/det;er/adv;gedenk/verb;groot/adj;kom/verb	5	de/det;er/adv;gedenk/verb;groot/adj;kom/verb	5	de/det;er/adv;gedenk/verb;groot/adj;het/det;kom/verb;van/prep;word/verb	8
hoop/noun/volkskrant_20010317_198/2089	hele/adj;hulpverlener/noun;kom_aan/verb	3	hele/adj;hulpverlener/noun;kom_aan/verb	3	hele/adj;hulpverlener/noun;kom_aan/verb;sta/verb;wil/verb;ziekenhuis/noun	6	daar/adv;een/det;hele/adj;hulpverlener/noun;ik/pron;in/prep;je/pron;kom_aan/verb;ze/pron	9	daar/adv;een/det;hele/adj;hulpverlener/noun;ik/pron;in/prep;je/pron;kom_aan/verb;ze/pron	9	daar/adv;een/det;hele/adj;helemaal/adv;het/det;hulpverlener/noun;ik/pron;in/prep;je/pron;kom_aan/verb;niet/adv;sta/verb;van/prep;wie/pron;wil/verb;ze/pron;ziekenhuis/noun	17	hele/adj;hulpverlener/noun	2	hele/adj;hulpverlener/noun	2	hele/adj;hulpverlener/noun;sta/verb	3	daar/adv;een/det;hele/adj;hulpverlener/noun;je/pron	5	daar/adv;een/det;hele/adj;hulpverlener/noun;je/pron	5	daar/adv;een/det;hele/adj;hulpverlener/noun;je/pron;sta/verb;van/prep;wie/pron	8
hoop/noun/volkskrant_20020817_157/1311	Tf1/noun;bied/verb;diep/adj;stort/verb	4	Tf1/noun;bied/verb;diep/adj;stort/verb	4	Tf1/noun;bied/verb;diep/adj;stort/verb	4	Tf1/noun;bied/verb;diep/adj;in/prep;stort/verb	5	Tf1/noun;bied/verb;diep/adj;in/prep;stort/verb	5	Tf1/noun;bied/verb;diep/adj;enkel/det;geen/det;het/det;in/prep;stort/verb;zich/pron	9	Tf1/noun;bied/verb;stort/verb	3	Tf1/noun;bied/verb;stort/verb	3	Tf1/noun;bied/verb;stort/verb	3	Tf1/noun;bied/verb;in/prep;stort/verb	4	Tf1/noun;bied/verb;in/prep;stort/verb	4	Tf1/noun;bied/verb;enkel/det;geen/det;in/prep;stort/verb;zich/pron	7
hoop/noun/volkskrant_19990625_83/1103	alternatief/noun;bied/verb;droom/noun;heb/verb;schoon/adj;vaag/adj	6	alternatief/noun;bied/verb;droom/noun;heb/verb;schoon/adj;vaag/adj	6	alternatief/noun;auteur/noun;bied/verb;droom/noun;heb/verb;schoon/adj;vaag/adj	7	alternatief/noun;bied/verb;deze/det;droom/noun;heb/verb;schoon/adj;vaag/adj	7	alternatief/noun;bied/verb;deze/det;droom/noun;heb/verb;schoon/adj;vaag/adj	7	als/prep;alternatief/noun;auteur/noun;bied/verb;deze/det;droom/noun;heb/verb;schoon/adj;slechts/adv;vaag/adj	10	bied/verb;droom/noun;heb/verb;schoon/adj;vaag/adj	5	bied/verb;droom/noun;heb/verb;schoon/adj;vaag/adj	5	auteur/noun;bied/verb;droom/noun;heb/verb;schoon/adj;vaag/adj	6	bied/verb;deze/det;droom/noun;heb/verb;schoon/adj;vaag/adj	6	bied/verb;deze/det;droom/noun;heb/verb;schoon/adj;vaag/adj	6	auteur/noun;bied/verb;deze/det;droom/noun;heb/verb;schoon/adj;slechts/adv;vaag/adj	8
hoop/noun/volkskrant_20010929_37/527	bikkelhard/adj;premier/noun;spreek_uit/verb;westers/adj	4	bikkelhard/adj;premier/noun;spreek_uit/verb;westers/adj	4	bikkelhard/adj;land/noun;premier/noun;spreek_uit/verb;westers/adj	5	bikkelhard/adj;de/det;nu/adv;premier/noun;spreek_uit/verb;uit/part;westers/adj	7	bikkelhard/adj;de/det;nu/adv;premier/noun;spreek_uit/verb;uit/part;westers/adj	7	bikkelhard/adj;de/det;land/noun;nu/adv;premier/noun;spreek_uit/verb;uit/part;van/prep;westers/adj	9	spreek_uit/verb;westers/adj	2	spreek_uit/verb;westers/adj	2	land/noun;spreek_uit/verb;westers/adj	3	spreek_uit/verb;uit/part;westers/adj	3	spreek_uit/verb;uit/part;westers/adj	3	land/noun;spreek_uit/verb;uit/part;van/prep;westers/adj	5
hoop/noun/parool_20010804_90/550	ding/noun;doe/verb;heb/verb;kapot/adj	4	ding/noun;doe/verb;heb/verb;kapot/adj	4	ding/noun;doe/verb;heb/verb;kapot/adj;maak/verb;probeer/verb;slecht/adj;zeg/verb	8	ding/noun;doe/verb;een/det;heb/verb;hem/pron;ik/pron;je/pron;kapot/adj;mij/pron	9	ding/noun;doe/verb;een/det;heb/verb;hem/pron;ik/pron;je/pron;kapot/adj;mij/pron	9	ding/noun;doe/verb;een/det;heb/verb;hem/pron;ik/pron;je/pron;kapot/adj;maak/verb;mij/pron;probeer/verb;slecht/adj;zeg/verb	13	ding/noun;doe/verb;heb/verb	3	ding/noun;doe/verb;heb/verb	3	ding/noun;doe/verb;heb/verb;slecht/adj;zeg/verb	5	ding/noun;doe/verb;een/det;heb/verb;je/pron	5	ding/noun;doe/verb;een/det;heb/verb;je/pron	5	ding/noun;doe/verb;een/det;heb/verb;je/pron;slecht/adj;zeg/verb	7
hoop/noun/parool_20030521_70/355	blijf/verb;keer_terug/verb;lang/adj;levend/adj;sabbatical/noun;tijd/noun;year/noun;zal/verb	8	blijf/verb;keer_terug/verb;lang/adj;levend/adj;sabbatical/noun;tijd/noun;year/noun;zal/verb	8	blijf/verb;keer_terug/verb;lang/adj;levend/adj;sabbatical/noun;tijd/noun;year/noun;zal/verb	8	blijf/verb;de/det;keer_terug/verb;lang/adj;levend/adj;na/prep;sabbatical/noun;tijd/noun;year/noun;zal/verb;zelfs/adv;zijn/det	12	blijf/verb;de/det;keer_terug/verb;lang/adj;levend/adj;na/prep;sabbatical/noun;tijd/noun;year/noun;zal/verb;zelfs/adv;zijn/det	12	blijf/verb;de/det;hij/pron;keer_terug/verb;lang/adj;levend/adj;na/prep;sabbatical/noun;tijd/noun;year/noun;zal/verb;zelfs/adv;zijn/det	13	blijf/verb;lang/adj;levend/adj;tijd/noun	4	blijf/verb;lang/adj;levend/adj;tijd/noun	4	blijf/verb;lang/adj;levend/adj;tijd/noun	4	blijf/verb;de/det;lang/adj;levend/adj;na/prep;tijd/noun;zelfs/adv;zijn/det	8	blijf/verb;de/det;lang/adj;levend/adj;na/prep;tijd/noun;zelfs/adv;zijn/det	8	blijf/verb;de/det;hij/pron;lang/adj;levend/adj;na/prep;tijd/noun;zelfs/adv;zijn/det	9
hoop/noun/parool_20030913_146/369	doe/verb;zit/verb	2	doe/verb;zit/verb	2	doe/verb;monitor/noun;net/adj;sta/verb;studio/noun;zit/verb	6	de/det;die/det;doe/verb;een/det;er/adv;in/prep;je/pron;vervolgens/adv;zit/verb	9	de/det;die/det;doe/verb;een/det;er/adv;in/prep;je/pron;vervolgens/adv;zit/verb	9	bij/prep;de/det;die/det;doe/verb;een/det;er/adv;in/prep;je/pron;monitor/noun;net/adj;sta/verb;studio/noun;vervolgens/adv;zit/verb	14	doe/verb	1	doe/verb	1	doe/verb;monitor/noun;sta/verb;studio/noun	4	doe/verb;een/det;er/adv;vervolgens/adv	4	doe/verb;een/det;er/adv;vervolgens/adv	4	doe/verb;een/det;er/adv;monitor/noun;sta/verb;studio/noun;vervolgens/adv	7
hoop/noun/parool_20011022_117/392	Noors/adj;geef/verb	2	Noors/adj;geef/verb	2	Deens/adj;Noors/adj;geef/verb;helft/noun;sterk/adj;vrouw/noun	6	Noors/adj;de/det;geef/verb;haar/det	4	Noors/adj;de/det;geef/verb;haar/det	4	Deens/adj;Noors/adj;de/det;geef/verb;haar/det;helft/noun;sterk/adj;tegen/prep;vrouw/noun	9	Noors/adj;geef/verb	2	Noors/adj;geef/verb	2	Noors/adj;geef/verb;vrouw/noun	3	Noors/adj;geef/verb;haar/det	3	Noors/adj;geef/verb;haar/det	3	Noors/adj;geef/verb;haar/det;vrouw/noun	4
hoop/noun/parool_19990130_113/1671	een/adj;of/adj;staatssecretaris/noun;vurig/adj;wacht/verb	5	een/adj;of/adj;staatssecretaris/noun;vurig/adj;wacht/verb	5	ander/adj;been/noun;breek/verb;een/adj;moet/verb;of/adj;staatssecretaris/noun;vurig/adj;wacht/verb;zaterdag/noun	10	de/det;een/adj;er/adv;in/prep;nog/adv;of/adj;op/prep;staatssecretaris/noun;vurig/adj;wacht/verb;ze/pron;zijn/det	12	de/det;een/adj;er/adv;in/prep;nog/adv;of/adj;op/prep;staatssecretaris/noun;vurig/adj;wacht/verb;ze/pron;zijn/det	12	ander/adj;been/noun;breek/verb;de/det;een/adj;er/adv;in/prep;moet/verb;nog/adv;of/adj;op/prep;staatssecretaris/noun;vurig/adj;wacht/verb;zaterdag/noun;ze/pron;zijn/det	17	een/adj;of/adj;vurig/adj	3	een/adj;of/adj;vurig/adj	3	een/adj;of/adj;vurig/adj;zaterdag/noun	4	de/det;een/adj;er/adv;in/prep;nog/adv;of/adj;vurig/adj	7	de/det;een/adj;er/adv;in/prep;nog/adv;of/adj;vurig/adj	7	de/det;een/adj;er/adv;in/prep;nog/adv;of/adj;vurig/adj;zaterdag/noun	8
hoop/noun/parool_20010219_60/369	boodschap/noun;broodnodig/adj;verstook/verb	3	boodschap/noun;broodnodig/adj;verstook/verb	3	benzine/noun;boodschap/noun;broodnodig/adj;op/adj;verstook/verb;weg/adj;word/verb	7	boodschap/noun;broodnodig/adj;de/det;een/det;er/adv;verstook/verb	6	boodschap/noun;broodnodig/adj;de/det;een/det;er/adv;verstook/verb	6	benzine/noun;boodschap/noun;broodnodig/adj;de/det;een/det;er/adv;naar/prep;op/adj;trouwens/adv;verstook/verb;weg/adj;word/verb	12	verstook/verb	1	verstook/verb	1	benzine/noun;op/adj;verstook/verb;weg/adj;word/verb	5	een/det;er/adv;verstook/verb	3	een/det;er/adv;verstook/verb	3	benzine/noun;een/det;er/adv;naar/prep;op/adj;trouwens/adv;verstook/verb;weg/adj;word/verb	9
hoop/noun/parool_19991012_100/1177	bevat/verb;erotiek/noun;hartstocht/noun;liefde/noun;warmte/noun	5	bevat/verb;erotiek/noun;hartstocht/noun;liefde/noun;warmte/noun	5	bevat/verb;beweging/noun;erotiek/noun;hartstocht/noun;liefde/noun;warmte/noun	6	bevat/verb;erotiek/noun;hartstocht/noun;liefde/noun;warmte/noun	5	bevat/verb;erotiek/noun;hartstocht/noun;liefde/noun;warmte/noun	5	bevat/verb;beweging/noun;erotiek/noun;hartstocht/noun;liefde/noun;warmte/noun	6	bevat/verb;hartstocht/noun	2	bevat/verb;hartstocht/noun	2	bevat/verb;beweging/noun;hartstocht/noun	3	bevat/verb;hartstocht/noun	2	bevat/verb;hartstocht/noun	2	bevat/verb;beweging/noun;hartstocht/noun	3
hoop/noun/parool_19990506_13/342	lezer/noun	1	lezer/noun	1	conclusie/noun;eigen/adj;lezer/noun;trek_in/verb;volg/verb	5	de/det;hun/det;in/part;lezer/noun	4	de/det;hun/det;in/part;lezer/noun	4	conclusie/noun;de/det;die/pron;eigen/adj;hun/det;in/part;lezer/noun;trek_in/verb;volg/verb	9	lezer/noun	1	lezer/noun	1	conclusie/noun;lezer/noun;trek_in/verb;volg/verb	4	de/det;in/part;lezer/noun	3	de/det;in/part;lezer/noun	3	conclusie/noun;de/det;die/pron;in/part;lezer/noun;trek_in/verb;volg/verb	7
hoop/noun/parool_20030408_107/63	debâcle/noun;schuld/noun	2	debâcle/noun;schuld/noun	2	ander/adj;debâcle/noun;ronde_DIM/noun;schuld/noun	4	de/det;debâcle/noun;een/det;in/prep;op/part;schuld/noun;voor/prep	7	de/det;debâcle/noun;een/det;in/prep;op/part;schuld/noun;voor/prep	7	ander/adj;de/det;debâcle/noun;dit/det;een/det;in/prep;op/part;ronde_DIM/noun;schuld/noun;van/prep;voor/prep;zich/pron	12	schuld/noun	1	schuld/noun	1	ander/adj;ronde_DIM/noun;schuld/noun	3	de/det;in/prep;schuld/noun	3	de/det;in/prep;schuld/noun	3	ander/adj;de/det;in/prep;ronde_DIM/noun;schuld/noun;van/prep	6
hoop/noun/parool_20000819_103/2850	flink/adj;goed/adj;heb/verb;verzet/noun	4	flink/adj;goed/adj;heb/verb;verzet/noun	4	flink/adj;goed/adj;heb/verb;juridisch/adj;verhoging/noun;verzet/noun	6	de/det;flink/adj;goed/adj;heb/verb;verzet/noun	5	de/det;flink/adj;goed/adj;heb/verb;verzet/noun	5	de/det;flink/adj;goed/adj;heb/verb;het/det;juridisch/adj;ook/adv;tegen/prep;van/prep;verhoging/noun;verzet/noun	11	goed/adj;heb/verb;verzet/noun	3	goed/adj;heb/verb;verzet/noun	3	goed/adj;heb/verb;juridisch/adj;verzet/noun	4	goed/adj;heb/verb;verzet/noun	3	goed/adj;heb/verb;verzet/noun	3	goed/adj;heb/verb;het/det;juridisch/adj;ook/adv;tegen/prep;verzet/noun	7
hoop/noun/parool_19991103_3/1569	geef/verb;mens/noun;straal_uit/verb;zal/verb	4	geef/verb;mens/noun;straal_uit/verb;zal/verb	4	betrouwbaarheid/noun;geef/verb;mens/noun;straal_uit/verb;zal/verb	5	dat/det;de/det;geef/verb;mens/noun;straal_uit/verb;uit/part;zal/verb	7	dat/det;de/det;geef/verb;mens/noun;straal_uit/verb;uit/part;zal/verb	7	betrouwbaarheid/noun;bij/prep;dat/det;de/det;geef/verb;het/det;mens/noun;naar/prep;straal_uit/verb;uit/part;zal/verb	11	geef/verb;mens/noun;zal/verb	3	geef/verb;mens/noun;zal/verb	3	geef/verb;mens/noun;zal/verb	3	dat/det;de/det;geef/verb;mens/noun;zal/verb	5	dat/det;de/det;geef/verb;mens/noun;zal/verb	5	bij/prep;dat/det;de/det;geef/verb;mens/noun;zal/verb	6
hoop/noun/parool_20020209_91/849	Palestijns/adj;even/adj;leef_op/verb;president/noun;spreek_uit/verb	5	Palestijns/adj;even/adj;leef_op/verb;president/noun;spreek_uit/verb	5	Palestijns/adj;even/adj;leef_op/verb;onafhankelijk/adj;president/noun;spreek_uit/verb;staat/noun	7	Palestijns/adj;de/det;een/det;even/adj;leef_op/verb;op/part;president/noun;spreek_uit/verb;voor/prep	9	Palestijns/adj;de/det;een/det;even/adj;leef_op/verb;op/part;president/noun;spreek_uit/verb;voor/prep	9	Palestijns/adj;de/det;een/det;even/adj;leef_op/verb;onafhankelijk/adj;op/part;president/noun;spreek_uit/verb;staat/noun;voor/prep	11	Palestijns/adj;even/adj;leef_op/verb	3	Palestijns/adj;even/adj;leef_op/verb	3	Palestijns/adj;even/adj;leef_op/verb;staat/noun	4	Palestijns/adj;de/det;even/adj;leef_op/verb;op/part	5	Palestijns/adj;de/det;even/adj;leef_op/verb;op/part	5	Palestijns/adj;de/det;even/adj;leef_op/verb;op/part;staat/noun	6
hoop/noun/parool_20010424_14/418	begrafenis/noun;familie/noun;heb/verb;kan/verb;krijg/verb;nieuw/adj;vind_terug/verb	7	begrafenis/noun;familie/noun;heb/verb;kan/verb;krijg/verb;nieuw/adj;vind_terug/verb	7	begrafenis/noun;familie/noun;heb/verb;kan/verb;krijg/verb;nieuw/adj;vind_terug/verb;word/verb	8	begrafenis/noun;een/det;familie/noun;heb/verb;kan/verb;krijg/verb;nieuw/adj;vind_terug/verb;wij/pron	9	begrafenis/noun;een/det;familie/noun;heb/verb;kan/verb;krijg/verb;nieuw/adj;vind_terug/verb;wij/pron	9	als/prep;begrafenis/noun;een/det;familie/noun;heb/verb;kan/verb;krijg/verb;nieuw/adj;vind_terug/verb;wij/pron;word/verb	11	familie/noun;heb/verb;nieuw/adj;vind_terug/verb	4	familie/noun;heb/verb;nieuw/adj;vind_terug/verb	4	familie/noun;heb/verb;nieuw/adj;vind_terug/verb;word/verb	5	familie/noun;heb/verb;nieuw/adj;vind_terug/verb;wij/pron	5	familie/noun;heb/verb;nieuw/adj;vind_terug/verb;wij/pron	5	als/prep;familie/noun;heb/verb;nieuw/adj;vind_terug/verb;wij/pron;word/verb	7
