_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
herstellen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.08857016319918812	0.10580510702070216	NA	NA	bound	280	lex	5_5	1	weight	FOC	190	nav	4_4	225	herstellen	0.24983873000984896	BOW
herstellen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.09422767086505748	0.08687146011648794	NA	NA	bound	280	lex	5_5	1	weight	FOC	280	all	4_4	225	herstellen	0.25402612315595885	BOW
herstellen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.15084753325720876	0.08527697286945148	NA	NA	bound	280	lex	5_5	1	selection	5000	5000	nav	4_4	225	herstellen	0.24748783196073967	BOW
herstellen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.18396188785476808	-0.11560809104948348	NA	NA	bound	280	lex	5_5	1	selection	5000	5000	all	4_4	225	herstellen	0.2583739615131313	BOW
herstellen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.09548233790308706	0.06466675940320005	NA	NA	bound	280	lex	5_5	1	selection	FOC	190	nav	4_4	225	herstellen	0.2476518450900889	BOW
herstellen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.10386114963425988	0.053300780834239114	NA	NA	bound	280	lex	5_5	1	selection	FOC	280	all	4_4	225	herstellen	0.24726787380872403	BOW
herstellen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.17240005283038934	0.06613435675655696	NA	NA	bound	458	lex	5_5	1	no	5000	5000	nav	4_4	236	herstellen	0.25832609281793917	BOW
herstellen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.27082866531116195	-0.18047483324467165	NA	NA	bound	458	lex	5_5	1	no	5000	5000	all	4_4	236	herstellen	0.25349487543716737	BOW
herstellen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.12586113627378245	0.042224608985019174	NA	NA	bound	458	lex	5_5	1	no	FOC	327	nav	4_4	236	herstellen	0.2660185456139908	BOW
herstellen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.132725816729524	0.033199318534226044	NA	NA	bound	458	lex	5_5	1	no	FOC	458	all	4_4	236	herstellen	0.25844652159391385	BOW
herstellen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.04184020653905253	0.1673338746060249	NA	NA	bound	379	all	5_5	1	weight	5000	5000	nav	4_4	238	herstellen	0.24305029739841205	BOW
herstellen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.06396158539820884	-0.12967826849577926	NA	NA	bound	379	all	5_5	1	weight	5000	5000	all	4_4	238	herstellen	0.25842996038926824	BOW
herstellen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.0031521983524712216	0.12447168811267696	NA	NA	bound	379	all	5_5	1	weight	FOC	190	nav	4_4	238	herstellen	0.23462517430556593	BOW
herstellen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.00624774436795184	0.10001590945587892	NA	NA	bound	379	all	5_5	1	weight	FOC	379	all	4_4	238	herstellen	0.23514315634913038	BOW
herstellen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.18151635898914834	0.07479031369256116	NA	NA	bound	379	all	5_5	1	selection	5000	5000	nav	4_4	238	herstellen	0.17569469000810242	BOW
herstellen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.13632135270333562	-0.33830914613019414	NA	NA	bound	379	all	5_5	1	selection	5000	5000	all	4_4	238	herstellen	0.24883578281547616	BOW
herstellen.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.03810120143191859	0.048237865821716235	NA	NA	bound	379	all	5_5	1	selection	FOC	190	nav	4_4	238	herstellen	0.2519423759933146	BOW
herstellen.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.04275267996092908	0.02573746546615036	NA	NA	bound	379	all	5_5	1	selection	FOC	379	all	4_4	238	herstellen	0.24485791177648283	BOW
herstellen.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.1616244874970279	0.011522079194632205	NA	NA	bound	643	all	5_5	1	no	5000	5000	nav	4_4	239	herstellen	0.10951282774864973	BOW
herstellen.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.003761411561249579	-0.32832173688119504	NA	NA	bound	643	all	5_5	1	no	5000	5000	all	4_4	239	herstellen	0.16889797320776825	BOW
herstellen.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.03497559301526704	0.011384256431846712	NA	NA	bound	643	all	5_5	1	no	FOC	327	nav	4_4	239	herstellen	0.256460645848494	BOW
herstellen.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	0.028948237618179853	-0.013797880122358478	NA	NA	bound	643	all	5_5	1	no	FOC	643	all	4_4	239	herstellen	0.2448805468259941	BOW
herstellen.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.14550220518410645	0.18661460250628825	NA	NA	bound	198	lex	3_3	1	weight	5000	5000	nav	4_4	210	herstellen	0.2687723572093622	BOW
herstellen.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.24031411991736348	-0.0713680973040982	NA	NA	bound	198	lex	3_3	1	weight	5000	5000	all	4_4	210	herstellen	0.2749685132144547	BOW
herstellen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.11931768040124832	0.18682110124299006	NA	NA	bound	198	lex	3_3	1	weight	FOC	133	nav	4_4	210	herstellen	0.27408589237334163	BOW
herstellen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.12205065487246833	0.16339782100376	NA	NA	bound	198	lex	3_3	1	weight	FOC	198	all	4_4	210	herstellen	0.27888447708547837	BOW
herstellen.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.14995719284233514	0.148071499336744	NA	NA	bound	198	lex	3_3	1	selection	5000	5000	nav	4_4	210	herstellen	0.2677792669200199	BOW
herstellen.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.22443919248147512	-0.07666701639284311	NA	NA	bound	198	lex	3_3	1	selection	5000	5000	all	4_4	210	herstellen	0.27208349342432564	BOW
herstellen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.11675531889660812	0.14402375564217804	NA	NA	bound	198	lex	3_3	1	selection	FOC	133	nav	4_4	210	herstellen	0.27369998206558843	BOW
herstellen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.12838562889766164	0.13125947223569395	NA	NA	bound	198	lex	3_3	1	selection	FOC	198	all	4_4	210	herstellen	0.274422742302746	BOW
herstellen.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.203106233705044	0.13911306452615688	NA	NA	bound	288	lex	3_3	1	no	5000	5000	nav	4_4	232	herstellen	0.2796150010323752	BOW
herstellen.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.33438494743297975	-0.11164933669860928	NA	NA	bound	288	lex	3_3	1	no	5000	5000	all	4_4	232	herstellen	0.26978813798480866	BOW
herstellen.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.17443039532909632	0.13970390162140994	NA	NA	bound	288	lex	3_3	1	no	FOC	202	nav	4_4	232	herstellen	0.2878061453608297	BOW
herstellen.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.17574663991022874	0.11904371558356233	NA	NA	bound	288	lex	3_3	1	no	FOC	288	all	4_4	232	herstellen	0.28292433708516396	BOW
herstellen.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.10283323960751078	0.23928692123140913	NA	NA	bound	269	all	3_3	1	weight	5000	5000	nav	4_4	237	herstellen	0.25711785303526424	BOW
herstellen.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	0.02602106271926027	-0.18095927854226876	NA	NA	bound	269	all	3_3	1	weight	5000	5000	all	4_4	237	herstellen	0.26233525041416356	BOW
herstellen.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	0.024793438673595965	0.2113062263229792	NA	NA	bound	269	all	3_3	1	weight	FOC	133	nav	4_4	237	herstellen	0.2582268624395275	BOW
herstellen.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.022174862989436484	0.17828696161721408	NA	NA	bound	269	all	3_3	1	weight	FOC	269	all	4_4	237	herstellen	0.2570886818133155	BOW
herstellen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.21952612619748335	0.18555293263921305	NA	NA	bound	269	all	3_3	1	selection	5000	5000	nav	4_4	237	herstellen	0.24868094384189923	BOW
herstellen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	0.2349484881256827	-0.3161205150132052	NA	NA	bound	269	all	3_3	1	selection	5000	5000	all	4_4	237	herstellen	0.2517952156412924	BOW
herstellen.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.11011875307569621	0.14827176823887522	NA	NA	bound	269	all	3_3	1	selection	FOC	133	nav	4_4	237	herstellen	0.25527866404627325	BOW
herstellen.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.10969884026120058	0.13345471586434265	NA	NA	bound	269	all	3_3	1	selection	FOC	269	all	4_4	237	herstellen	0.25396120121428106	BOW
herstellen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.19712687782101607	0.16093561393430048	NA	NA	bound	411	all	3_3	1	no	5000	5000	nav	4_4	239	herstellen	0.24074522632702125	BOW
herstellen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	0.12771641457400917	-0.35978662763956953	NA	NA	bound	411	all	3_3	1	no	5000	5000	all	4_4	239	herstellen	0.2507030295123237	BOW
herstellen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.10417612254766064	0.09513054262027003	NA	NA	bound	411	all	3_3	1	no	FOC	202	nav	4_4	239	herstellen	0.2602884570743501	BOW
herstellen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	0.10709072216848328	0.08926746883098494	NA	NA	bound	411	all	3_3	1	no	FOC	411	all	4_4	239	herstellen	0.2510250112182709	BOW
herstellen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.13067613476118212	0.09227382460181713	NA	NA	nobound	451	lex	10_10	1	weight	5000	5000	nav	4_4	239	herstellen	0.25206163684613264	BOW
herstellen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.20439399205299	-0.10524488297511286	NA	NA	nobound	451	lex	10_10	1	weight	5000	5000	all	4_4	239	herstellen	0.26055386404182507	BOW
herstellen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.12105885177054891	0.08146117251317718	NA	NA	nobound	451	lex	10_10	1	weight	FOC	307	nav	4_4	239	herstellen	0.2376433584652768	BOW
herstellen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.12257006309916718	0.059903467004868934	NA	NA	nobound	451	lex	10_10	1	weight	FOC	451	all	4_4	239	herstellen	0.23780672863438687	BOW
herstellen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.20722716984754203	0.04223301926659001	NA	NA	nobound	451	lex	10_10	1	selection	5000	5000	nav	4_4	239	herstellen	0.26313916294724227	BOW
herstellen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.22426881112495792	-0.15255147331037996	NA	NA	nobound	451	lex	10_10	1	selection	5000	5000	all	4_4	239	herstellen	0.2513838196719211	BOW
herstellen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.13867337617619688	0.023853181619235365	NA	NA	nobound	451	lex	10_10	1	selection	FOC	307	nav	4_4	239	herstellen	0.24748799569371163	BOW
herstellen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.15350835733095564	0.01900430368772315	NA	NA	nobound	451	lex	10_10	1	selection	FOC	451	all	4_4	239	herstellen	0.24636263959805038	BOW
herstellen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.25941231703851514	0.009238093552984543	NA	NA	nobound	1061	lex	10_10	1	no	5000	5000	nav	4_4	239	herstellen	0.2594281252860941	BOW
herstellen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.3838363025040183	-0.25899335068343954	NA	NA	nobound	1061	lex	10_10	1	no	5000	5000	all	4_4	239	herstellen	0.22954147050582366	BOW
herstellen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.213085078663855	-0.0067539935229666125	NA	NA	nobound	1061	lex	10_10	1	no	FOC	769	nav	4_4	239	herstellen	0.25576474407862654	BOW
herstellen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.22384800445663194	-0.0095312921412333	NA	NA	nobound	1061	lex	10_10	1	no	FOC	1061	all	4_4	239	herstellen	0.2517387430435809	BOW
herstellen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.022436714075517457	0.13815909135292784	NA	NA	nobound	628	all	10_10	1	weight	5000	5000	nav	4_4	239	herstellen	0.2289404860491947	BOW
herstellen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.13419985390716638	-0.13808062332071613	NA	NA	nobound	628	all	10_10	1	weight	5000	5000	all	4_4	239	herstellen	0.24490534560301222	BOW
herstellen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.013787652310873177	0.08217130648280727	NA	NA	nobound	628	all	10_10	1	weight	FOC	307	nav	4_4	239	herstellen	0.21494762613772858	BOW
herstellen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.020022233225219992	0.05395820932654577	NA	NA	nobound	628	all	10_10	1	weight	FOC	628	all	4_4	239	herstellen	0.21588264967845572	BOW
herstellen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.1132214965818264	-0.04228802989779096	NA	NA	nobound	628	all	10_10	1	selection	5000	5000	nav	4_4	239	herstellen	0.2610022122465593	BOW
herstellen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.13854597413088113	-0.3786587932451978	NA	NA	nobound	628	all	10_10	1	selection	5000	5000	all	4_4	239	herstellen	0.2337079412137461	BOW
herstellen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.025324743450896265	-0.003452558751204325	NA	NA	nobound	628	all	10_10	1	selection	FOC	307	nav	4_4	239	herstellen	0.24543407849634039	BOW
herstellen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.0397427354155671	-0.03180709635481247	NA	NA	nobound	628	all	10_10	1	selection	FOC	628	all	4_4	239	herstellen	0.23480742364477758	BOW
herstellen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.093597176065414	-0.19517176344644477	NA	NA	nobound	1477	all	10_10	1	no	5000	5000	nav	4_4	239	herstellen	0.26888651620467313	BOW
herstellen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	-0.2914595072059571	-0.40156002469755564	NA	NA	nobound	1477	all	10_10	1	no	5000	5000	all	4_4	239	herstellen	0.22507659431837237	BOW
herstellen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.12269327079130896	-0.10461642434884508	NA	NA	nobound	1477	all	10_10	1	no	FOC	769	nav	4_4	239	herstellen	0.23879674522212221	BOW
herstellen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.15998933183378788	-0.18136434362366557	NA	NA	nobound	1477	all	10_10	1	no	FOC	1477	all	4_4	239	herstellen	0.2222863425954437	BOW
herstellen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.11484078708544351	0.116792776195644	NA	NA	nobound	319	lex	5_5	1	weight	5000	5000	nav	4_4	227	herstellen	0.26058677019991394	BOW
herstellen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.1998804185448438	-0.09120019590906125	NA	NA	nobound	319	lex	5_5	1	weight	5000	5000	all	4_4	227	herstellen	0.2629835886523923	BOW
herstellen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.09200993182910085	0.10038764028414722	NA	NA	nobound	319	lex	5_5	1	weight	FOC	219	nav	4_4	227	herstellen	0.2522883828571592	BOW
herstellen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.0976273093487972	0.08246613016878518	NA	NA	nobound	319	lex	5_5	1	weight	FOC	319	all	4_4	227	herstellen	0.251754726390885	BOW
herstellen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.16235681133162017	0.08400901218962549	NA	NA	nobound	319	lex	5_5	1	selection	5000	5000	nav	4_4	227	herstellen	0.2535361767122145	BOW
herstellen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.2167169641580855	-0.12479730044300298	NA	NA	nobound	319	lex	5_5	1	selection	5000	5000	all	4_4	227	herstellen	0.2553841757803988	BOW
herstellen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.10416832469058507	0.059635207098626776	NA	NA	nobound	319	lex	5_5	1	selection	FOC	219	nav	4_4	227	herstellen	0.25445699486441264	BOW
herstellen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.1106471071680853	0.04981409987877086	NA	NA	nobound	319	lex	5_5	1	selection	FOC	319	all	4_4	227	herstellen	0.251303141869588	BOW
herstellen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.19366345400778723	0.06376102321067201	NA	NA	nobound	556	lex	5_5	1	no	5000	5000	nav	4_4	238	herstellen	0.2618004278905816	BOW
herstellen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.33136982272596854	-0.19786583148046144	NA	NA	nobound	556	lex	5_5	1	no	5000	5000	all	4_4	238	herstellen	0.24743490970609008	BOW
herstellen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.1396568465371629	0.030824725034711356	NA	NA	nobound	556	lex	5_5	1	no	FOC	401	nav	4_4	238	herstellen	0.2715084363618995	BOW
herstellen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.14609229084744635	0.024515550333638902	NA	NA	nobound	556	lex	5_5	1	no	FOC	556	all	4_4	238	herstellen	0.26255785449806557	BOW
herstellen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.03134552487536142	0.17608526038607492	NA	NA	nobound	441	all	5_5	1	weight	5000	5000	nav	4_4	239	herstellen	0.24120301402480482	BOW
herstellen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.08883110747541886	-0.12880979159245345	NA	NA	nobound	441	all	5_5	1	weight	5000	5000	all	4_4	239	herstellen	0.2610063479048645	BOW
herstellen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.0012666550732688328	0.1260229152312542	NA	NA	nobound	441	all	5_5	1	weight	FOC	219	nav	4_4	239	herstellen	0.23803468137942915	BOW
herstellen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.0018048831087011591	0.09877577696020083	NA	NA	nobound	441	all	5_5	1	weight	FOC	441	all	4_4	239	herstellen	0.23604642866924333	BOW
herstellen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.18475638578866338	0.044922271826038154	NA	NA	nobound	441	all	5_5	1	selection	5000	5000	nav	4_4	239	herstellen	0.26227652672798585	BOW
herstellen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	0.08141522249356105	-0.39392633158123164	NA	NA	nobound	441	all	5_5	1	selection	5000	5000	all	4_4	239	herstellen	0.2622992274760703	BOW
herstellen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.019718897182093565	0.04017231242585681	NA	NA	nobound	441	all	5_5	1	selection	FOC	219	nav	4_4	239	herstellen	0.2579664236781816	BOW
herstellen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.018768320277155744	0.013151029862912604	NA	NA	nobound	441	all	5_5	1	selection	FOC	441	all	4_4	239	herstellen	0.2474621408670307	BOW
herstellen.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	0.15797822125062566	-0.019310853271085844	NA	NA	nobound	794	all	5_5	1	no	5000	5000	nav	4_4	239	herstellen	0.27389384114004467	BOW
herstellen.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	-0.09259589226573843	-0.38436344907965486	NA	NA	nobound	794	all	5_5	1	no	5000	5000	all	4_4	239	herstellen	0.25632590351709483	BOW
herstellen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.0048536501837779045	-0.008049620475305988	NA	NA	nobound	794	all	5_5	1	no	FOC	401	nav	4_4	239	herstellen	0.2696687103593055	BOW
herstellen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.0032405288079265532	-0.03951763224956853	NA	NA	nobound	794	all	5_5	1	no	FOC	794	all	4_4	239	herstellen	0.24771118991198515	BOW
herstellen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.15114783418490857	0.18470278943534793	NA	NA	nobound	212	lex	3_3	1	weight	5000	5000	nav	4_4	212	herstellen	0.2652273117789145	BOW
herstellen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.24423209451945244	-0.0687152616037937	NA	NA	nobound	212	lex	3_3	1	weight	5000	5000	all	4_4	212	herstellen	0.2747682078233471	BOW
