_id	_cws.hemels.foc10.nav.weight.bound	_count.hemels.foc10.nav.weight.bound	_cws.hemels.foc10.nav.selection.bound	_count.hemels.foc10.nav.selection.bound	_cws.hemels.foc10.nav.no.bound	_count.hemels.foc10.nav.no.bound	_cws.hemels.foc10.all.weight.bound	_count.hemels.foc10.all.weight.bound	_cws.hemels.foc10.all.selection.bound	_count.hemels.foc10.all.selection.bound	_cws.hemels.foc10.all.no.bound	_count.hemels.foc10.all.no.bound	_cws.hemels.foc5.nav.weight.bound	_count.hemels.foc5.nav.weight.bound	_cws.hemels.foc5.nav.selection.bound	_count.hemels.foc5.nav.selection.bound	_cws.hemels.foc5.nav.no.bound	_count.hemels.foc5.nav.no.bound	_cws.hemels.foc5.all.weight.bound	_count.hemels.foc5.all.weight.bound	_cws.hemels.foc5.all.selection.bound	_count.hemels.foc5.all.selection.bound	_cws.hemels.foc5.all.no.bound	_count.hemels.foc5.all.no.bound
hemels/adj/de_standaard_20020822_01_68/519	modaal/adj;mondain/adj;vertegenwoordig/verb	3	modaal/adj;mondain/adj;vertegenwoordig/verb	3	modaal/adj;mondain/adj;vertegenwoordig/verb	3	het/det;modaal/adj;mondain/adj;over/prep;vertegenwoordig/verb	5	het/det;modaal/adj;mondain/adj;over/prep;vertegenwoordig/verb	5	het/det;modaal/adj;mondain/adj;over/prep;vertegenwoordig/verb	5	vertegenwoordig/verb	1	vertegenwoordig/verb	1	vertegenwoordig/verb	1	het/det;vertegenwoordig/verb	2	het/det;vertegenwoordig/verb	2	het/det;vertegenwoordig/verb	2
hemels/adj/de_standaard_19990809_01_78/12	daal_neer/verb;laat/verb;schoonheid/noun	3	daal_neer/verb;laat/verb;schoonheid/noun	3	daal_neer/verb;laat/verb;schoonheid/noun	3	daal_neer/verb;laat/verb;schoonheid/noun	3	daal_neer/verb;laat/verb;schoonheid/noun	3	daal_neer/verb;laat/verb;schoonheid/noun	3	daal_neer/verb;laat/verb;schoonheid/noun	3	daal_neer/verb;laat/verb;schoonheid/noun	3	daal_neer/verb;laat/verb;schoonheid/noun	3	daal_neer/verb;laat/verb;schoonheid/noun	3	daal_neer/verb;laat/verb;schoonheid/noun	3	daal_neer/verb;laat/verb;schoonheid/noun	3
hemels/adj/de_standaard_20040304_01_113/444	half/adj	1	half/adj	1	half/adj	1	een/det;half/adj;toch/adv	3	een/det;half/adj;toch/adv	3	een/det;half/adj;toch/adv	3		0		0		0	een/det;toch/adv	2	een/det;toch/adv	2	een/det;toch/adv	2
hemels/adj/de_standaard_20000713_01_41/100	bereid/verb;gerecht/noun;gerust/adj;mag/verb;spaghetti/noun	5	bereid/verb;gerecht/noun;gerust/adj;mag/verb;spaghetti/noun	5	bereid/verb;gerecht/noun;gerust/adj;mag/verb;spaghetti/noun	5	bereid/verb;een/det;gerecht/noun;gerust/adj;het/det;mag/verb;spaghetti/noun;zijn/det	8	bereid/verb;een/det;gerecht/noun;gerust/adj;het/det;mag/verb;spaghetti/noun;zijn/det	8	bereid/verb;een/det;gerecht/noun;gerust/adj;het/det;mag/verb;spaghetti/noun;zijn/det	8	gerecht/noun;gerust/adj;mag/verb;spaghetti/noun	4	gerecht/noun;gerust/adj;mag/verb;spaghetti/noun	4	gerecht/noun;gerust/adj;mag/verb;spaghetti/noun	4	een/det;gerecht/noun;gerust/adj;mag/verb;spaghetti/noun;zijn/det	6	een/det;gerecht/noun;gerust/adj;mag/verb;spaghetti/noun;zijn/det	6	een/det;gerecht/noun;gerust/adj;mag/verb;spaghetti/noun;zijn/det	6
hemels/adj/de_standaard_20031004_01_127/540	mooi/adj;ode/noun;zing/verb	3	mooi/adj;ode/noun;zing/verb	3	mooi/adj;ode/noun;zing/verb	3	een/det;mee/adv;mooi/adj;ode/noun;zing/verb	5	een/det;mee/adv;mooi/adj;ode/noun;zing/verb	5	een/det;mee/adv;mooi/adj;ode/noun;zing/verb	5	mooi/adj;zing/verb	2	mooi/adj;zing/verb	2	mooi/adj;zing/verb	2	mee/adv;mooi/adj;zing/verb	3	mee/adv;mooi/adj;zing/verb	3	mee/adv;mooi/adj;zing/verb	3
hemels/adj/de_standaard_20020214_01_74/1400	klink/verb;muziek/noun;ster/noun;wereld/noun	4	klink/verb;muziek/noun;ster/noun;wereld/noun	4	klink/verb;muziek/noun;ster/noun;wereld/noun	4	alle/det;die/det;klink/verb;muziek/noun;ster/noun;wereld/noun	6	alle/det;die/det;klink/verb;muziek/noun;ster/noun;wereld/noun	6	alle/det;die/det;klink/verb;muziek/noun;ster/noun;wereld/noun	6	klink/verb;muziek/noun	2	klink/verb;muziek/noun	2	klink/verb;muziek/noun	2	alle/det;die/det;klink/verb;muziek/noun	4	alle/det;die/det;klink/verb;muziek/noun	4	alle/det;die/det;klink/verb;muziek/noun	4
hemels/adj/de_standaard_20020124_01_4/68	Spaans/adj;berg_dorp/noun;dauw/noun;leven/noun;ruïne/noun;stress/noun;weg/adj	7	Spaans/adj;berg_dorp/noun;dauw/noun;leven/noun;ruïne/noun;stress/noun;weg/adj	7	Spaans/adj;berg_dorp/noun;dauw/noun;leven/noun;ruïne/noun;stress/noun;weg/adj	7	Spaans/adj;berg_dorp/noun;dauw/noun;een/det;leven/noun;ruïne/noun;stress/noun;tussen/prep;weg/adj	9	Spaans/adj;berg_dorp/noun;dauw/noun;een/det;leven/noun;ruïne/noun;stress/noun;tussen/prep;weg/adj	9	Spaans/adj;berg_dorp/noun;dauw/noun;een/det;leven/noun;ruïne/noun;stress/noun;tussen/prep;weg/adj	9	dauw/noun;leven/noun;ruïne/noun;stress/noun	4	dauw/noun;leven/noun;ruïne/noun;stress/noun	4	dauw/noun;leven/noun;ruïne/noun;stress/noun	4	dauw/noun;leven/noun;ruïne/noun;stress/noun;tussen/prep	5	dauw/noun;leven/noun;ruïne/noun;stress/noun;tussen/prep	5	dauw/noun;leven/noun;ruïne/noun;stress/noun;tussen/prep	5
hemels/adj/de_standaard_19991123_01_40/688		0		0		0	een/det	1	een/det	1	een/det	1		0		0		0	een/det	1	een/det	1	een/det	1
hemels/adj/de_standaard_20000414_01_10/334	aards/adj;beschrijf/verb;boek/noun;hels/adj;jury/noun;proef/verb;vuurwerk/noun;zinnelijk/adj;zo/adj	9	aards/adj;beschrijf/verb;boek/noun;hels/adj;jury/noun;proef/verb;vuurwerk/noun;zinnelijk/adj;zo/adj	9	aards/adj;beschrijf/verb;boek/noun;hels/adj;jury/noun;proef/verb;vuurwerk/noun;zinnelijk/adj;zo/adj	9	aards/adj;als/prep;beschrijf/verb;boek/noun;een/det;hels/adj;het/det;je/pron;jury/noun;proef/verb;vuurwerk/noun;zinnelijk/adj;zo/adj	13	aards/adj;als/prep;beschrijf/verb;boek/noun;een/det;hels/adj;het/det;je/pron;jury/noun;proef/verb;vuurwerk/noun;zinnelijk/adj;zo/adj	13	aards/adj;als/prep;beschrijf/verb;boek/noun;een/det;hels/adj;het/det;je/pron;jury/noun;proef/verb;vuurwerk/noun;zinnelijk/adj;zo/adj	13	aards/adj;hels/adj;vuurwerk/noun;zo/adj	4	aards/adj;hels/adj;vuurwerk/noun;zo/adj	4	aards/adj;hels/adj;vuurwerk/noun;zo/adj	4	aards/adj;als/prep;een/det;hels/adj;vuurwerk/noun;zo/adj	6	aards/adj;als/prep;een/det;hels/adj;vuurwerk/noun;zo/adj	6	aards/adj;als/prep;een/det;hels/adj;vuurwerk/noun;zo/adj	6
hemels/adj/de_standaard_20001109_01_92/1063	gecharmeerd/adj;kan_terecht/verb	2	gecharmeerd/adj;kan_terecht/verb	2	gecharmeerd/adj;kan_terecht/verb	2	een/det;gecharmeerd/adj;het/det;kan_terecht/verb;met/prep;terecht/part;vergelijking/prep;waar/adv;zeker/adv	9	een/det;gecharmeerd/adj;het/det;kan_terecht/verb;met/prep;terecht/part;vergelijking/prep;waar/adv;zeker/adv	9	een/det;gecharmeerd/adj;het/det;kan_terecht/verb;met/prep;terecht/part;vergelijking/prep;waar/adv;zeker/adv	9		0		0		0	een/det;het/det;met/prep;vergelijking/prep;waar/adv;zeker/adv	6	een/det;het/det;met/prep;vergelijking/prep;waar/adv;zeker/adv	6	een/det;het/det;met/prep;vergelijking/prep;waar/adv;zeker/adv	6
hemels/adj/de_standaard_20031227_01_82/1415	elektro/noun;piano_spel/noun;speels/adj;verbind/verb	4	elektro/noun;piano_spel/noun;speels/adj;verbind/verb	4	elektro/noun;piano_spel/noun;speels/adj;verbind/verb	4	elektro/noun;met/prep;piano_spel/noun;speels/adj;verbind/verb;zijn/det;zo/adv	7	elektro/noun;met/prep;piano_spel/noun;speels/adj;verbind/verb;zijn/det;zo/adv	7	elektro/noun;met/prep;piano_spel/noun;speels/adj;verbind/verb;zijn/det;zo/adv	7	elektro/noun;piano_spel/noun;speels/adj;verbind/verb	4	elektro/noun;piano_spel/noun;speels/adj;verbind/verb	4	elektro/noun;piano_spel/noun;speels/adj;verbind/verb	4	elektro/noun;met/prep;piano_spel/noun;speels/adj;verbind/verb;zijn/det;zo/adv	7	elektro/noun;met/prep;piano_spel/noun;speels/adj;verbind/verb;zijn/det;zo/adv	7	elektro/noun;met/prep;piano_spel/noun;speels/adj;verbind/verb;zijn/det;zo/adv	7
hemels/adj/de_standaard_20020212_01_76/499	lever_op/verb;moment/noun;verhef/verb	3	lever_op/verb;moment/noun;verhef/verb	3	lever_op/verb;moment/noun;verhef/verb	3	haar/pron;hem/pron;lever_op/verb;moment/noun;verhef/verb	5	haar/pron;hem/pron;lever_op/verb;moment/noun;verhef/verb	5	haar/pron;hem/pron;lever_op/verb;moment/noun;verhef/verb	5	lever_op/verb;moment/noun	2	lever_op/verb;moment/noun	2	lever_op/verb;moment/noun	2	hem/pron;lever_op/verb;moment/noun	3	hem/pron;lever_op/verb;moment/noun	3	hem/pron;lever_op/verb;moment/noun	3
hemels/adj/de_standaard_20030108_01_3/9484	bravoure/noun;repertoire/noun;sopraan/noun;stem/noun;zing/verb	5	bravoure/noun;repertoire/noun;sopraan/noun;stem/noun;zing/verb	5	bravoure/noun;repertoire/noun;sopraan/noun;stem/noun;zing/verb	5	bravoure/noun;deze/det;even/adv;haar/det;het/adv;met/prep;om/adv;repertoire/noun;sopraan/noun;stem/noun;zing/verb	11	bravoure/noun;deze/det;even/adv;haar/det;het/adv;met/prep;om/adv;repertoire/noun;sopraan/noun;stem/noun;zing/verb	11	bravoure/noun;deze/det;even/adv;haar/det;het/adv;met/prep;om/adv;repertoire/noun;sopraan/noun;stem/noun;zing/verb	11	sopraan/noun;stem/noun;zing/verb	3	sopraan/noun;stem/noun;zing/verb	3	sopraan/noun;stem/noun;zing/verb	3	deze/det;even/adv;haar/det;het/adv;om/adv;sopraan/noun;stem/noun;zing/verb	8	deze/det;even/adv;haar/det;het/adv;om/adv;sopraan/noun;stem/noun;zing/verb	8	deze/det;even/adv;haar/det;het/adv;om/adv;sopraan/noun;stem/noun;zing/verb	8
hemels/adj/de_standaard_20031211_01_76/329	schilderij/noun;specialiseer/verb;tafereel/noun	3	schilderij/noun;specialiseer/verb;tafereel/noun	3	schilderij/noun;specialiseer/verb;tafereel/noun	3	schilderij/noun;specialiseer/verb;tafereel/noun;zijn/det	4	schilderij/noun;specialiseer/verb;tafereel/noun;zijn/det	4	schilderij/noun;specialiseer/verb;tafereel/noun;zijn/det	4	schilderij/noun;specialiseer/verb;tafereel/noun	3	schilderij/noun;specialiseer/verb;tafereel/noun	3	schilderij/noun;specialiseer/verb;tafereel/noun	3	schilderij/noun;specialiseer/verb;tafereel/noun	3	schilderij/noun;specialiseer/verb;tafereel/noun	3	schilderij/noun;specialiseer/verb;tafereel/noun	3
hemels/adj/de_standaard_20030922_01_110/26	Antwerps/adj;baad/verb;binnenstad/noun;rust/noun	4	Antwerps/adj;baad/verb;binnenstad/noun;rust/noun	4	Antwerps/adj;baad/verb;binnenstad/noun;rust/noun	4	Antwerps/adj;baad/verb;binnenstad/noun;een/det;rust/noun	5	Antwerps/adj;baad/verb;binnenstad/noun;een/det;rust/noun	5	Antwerps/adj;baad/verb;binnenstad/noun;een/det;rust/noun	5	baad/verb;binnenstad/noun;rust/noun	3	baad/verb;binnenstad/noun;rust/noun	3	baad/verb;binnenstad/noun;rust/noun	3	baad/verb;binnenstad/noun;een/det;rust/noun	4	baad/verb;binnenstad/noun;een/det;rust/noun	4	baad/verb;binnenstad/noun;een/det;rust/noun	4
hemels/adj/de_standaard_19990319_01_94/9	klink/verb;schitterend/adj	2	klink/verb;schitterend/adj	2	klink/verb;schitterend/adj	2	klink/verb;schitterend/adj	2	klink/verb;schitterend/adj	2	klink/verb;schitterend/adj	2	klink/verb;schitterend/adj	2	klink/verb;schitterend/adj	2	klink/verb;schitterend/adj	2	klink/verb;schitterend/adj	2	klink/verb;schitterend/adj	2	klink/verb;schitterend/adj	2
hemels/adj/de_standaard_20000613_01_113/224	gedrag/noun;straf/noun;terechtwijzing/noun;verkeerd/adj;zie/verb	5	gedrag/noun;straf/noun;terechtwijzing/noun;verkeerd/adj;zie/verb	5	gedrag/noun;straf/noun;terechtwijzing/noun;verkeerd/adj;zie/verb	5	als/prep;dan/adv;een/det;gedrag/noun;het/det;straf/noun;terechtwijzing/noun;verkeerd/adj;zie/verb	9	als/prep;dan/adv;een/det;gedrag/noun;het/det;straf/noun;terechtwijzing/noun;verkeerd/adj;zie/verb	9	als/prep;dan/adv;een/det;gedrag/noun;het/det;straf/noun;terechtwijzing/noun;verkeerd/adj;zie/verb	9	gedrag/noun;terechtwijzing/noun;zie/verb	3	gedrag/noun;terechtwijzing/noun;zie/verb	3	gedrag/noun;terechtwijzing/noun;zie/verb	3	als/prep;gedrag/noun;terechtwijzing/noun;zie/verb	4	als/prep;gedrag/noun;terechtwijzing/noun;zie/verb	4	als/prep;gedrag/noun;terechtwijzing/noun;zie/verb	4
hemels/adj/de_standaard_20000419_01_15/220	aards/adj;boom/noun;dynamiek/noun;herken/verb;jong/adj;naar/adj;selecteer/verb;sfeer/noun	8	aards/adj;boom/noun;dynamiek/noun;herken/verb;jong/adj;naar/adj;selecteer/verb;sfeer/noun	8	aards/adj;boom/noun;dynamiek/noun;herken/verb;jong/adj;naar/adj;selecteer/verb;sfeer/noun	8	aards/adj;boom/noun;dynamiek/noun;een/det;herken/verb;jong/adj;naar/adj;rond/prep;selecteer/verb;sfeer/noun	10	aards/adj;boom/noun;dynamiek/noun;een/det;herken/verb;jong/adj;naar/adj;rond/prep;selecteer/verb;sfeer/noun	10	aards/adj;boom/noun;dynamiek/noun;een/det;herken/verb;jong/adj;naar/adj;rond/prep;selecteer/verb;sfeer/noun	10	aards/adj;dynamiek/noun;herken/verb;naar/adj;sfeer/noun	5	aards/adj;dynamiek/noun;herken/verb;naar/adj;sfeer/noun	5	aards/adj;dynamiek/noun;herken/verb;naar/adj;sfeer/noun	5	aards/adj;dynamiek/noun;een/det;herken/verb;naar/adj;sfeer/noun	6	aards/adj;dynamiek/noun;een/det;herken/verb;naar/adj;sfeer/noun	6	aards/adj;dynamiek/noun;een/det;herken/verb;naar/adj;sfeer/noun	6
hemels/adj/de_standaard_20011130_01_115/1943	tenor/noun;zoet_sappig/adj	2	tenor/noun;zoet_sappig/adj	2	tenor/noun;zoet_sappig/adj	2	een/det;tenor/noun;uit/prep;zoet_sappig/adj	4	een/det;tenor/noun;uit/prep;zoet_sappig/adj	4	een/det;tenor/noun;uit/prep;zoet_sappig/adj	4	tenor/noun;zoet_sappig/adj	2	tenor/noun;zoet_sappig/adj	2	tenor/noun;zoet_sappig/adj	2	tenor/noun;zoet_sappig/adj	2	tenor/noun;zoet_sappig/adj	2	tenor/noun;zoet_sappig/adj	2
hemels/adj/de_standaard_20040429_01_107/1149	beloof/verb;gelukkig/adj;koor/noun;ongevraagd/adj;oog/noun;waak/adj	6	beloof/verb;gelukkig/adj;koor/noun;ongevraagd/adj;oog/noun;waak/adj	6	beloof/verb;gelukkig/adj;koor/noun;ongevraagd/adj;oog/noun;waak/adj	6	beloof/verb;een/det;gelukkig/adj;haar/det;heel/adv;hem/pron;het/det;koor/noun;met/prep;ongevraagd/adj;oog/noun;waak/adj;ze/pron	13	beloof/verb;een/det;gelukkig/adj;haar/det;heel/adv;hem/pron;het/det;koor/noun;met/prep;ongevraagd/adj;oog/noun;waak/adj;ze/pron	13	beloof/verb;een/det;gelukkig/adj;haar/det;heel/adv;hem/pron;het/det;koor/noun;met/prep;ongevraagd/adj;oog/noun;waak/adj;ze/pron	13	beloof/verb;koor/noun	2	beloof/verb;koor/noun	2	beloof/verb;koor/noun	2	beloof/verb;haar/det;hem/pron;het/det;koor/noun;met/prep;ze/pron	7	beloof/verb;haar/det;hem/pron;het/det;koor/noun;met/prep;ze/pron	7	beloof/verb;haar/det;hem/pron;het/det;koor/noun;met/prep;ze/pron	7
hemels/adj/de_standaard_20030619_01_76/178	benader/verb;dag/noun;gelukkig/adj;nietsvermoedend/adj;perfectie/noun;schrijver/noun	6	benader/verb;dag/noun;gelukkig/adj;nietsvermoedend/adj;perfectie/noun;schrijver/noun	6	benader/verb;dag/noun;gelukkig/adj;nietsvermoedend/adj;perfectie/noun;schrijver/noun	6	benader/verb;dag/noun;een/det;gelukkig/adj;nietsvermoedend/adj;perfectie/noun;schrijver/noun	7	benader/verb;dag/noun;een/det;gelukkig/adj;nietsvermoedend/adj;perfectie/noun;schrijver/noun	7	benader/verb;dag/noun;een/det;gelukkig/adj;nietsvermoedend/adj;perfectie/noun;schrijver/noun	7	benader/verb;dag/noun;gelukkig/adj;perfectie/noun	4	benader/verb;dag/noun;gelukkig/adj;perfectie/noun	4	benader/verb;dag/noun;gelukkig/adj;perfectie/noun	4	benader/verb;dag/noun;gelukkig/adj;perfectie/noun	4	benader/verb;dag/noun;gelukkig/adj;perfectie/noun	4	benader/verb;dag/noun;gelukkig/adj;perfectie/noun	4
hemels/adj/de_standaard_20011231_01_76/807	luisteraar/noun;oor/noun;zoet/adj	3	luisteraar/noun;oor/noun;zoet/adj	3	luisteraar/noun;oor/noun;zoet/adj	3	luisteraar/noun;met/prep;oor/noun;zoet/adj	4	luisteraar/noun;met/prep;oor/noun;zoet/adj	4	luisteraar/noun;met/prep;oor/noun;zoet/adj	4	oor/noun;zoet/adj	2	oor/noun;zoet/adj	2	oor/noun;zoet/adj	2	met/prep;oor/noun;zoet/adj	3	met/prep;oor/noun;zoet/adj	3	met/prep;oor/noun;zoet/adj	3
hemels/adj/de_standaard_20001026_01_107/17	Peruaans/adj;concert/noun;mooi/adj;nachtegaal/noun	4	Peruaans/adj;concert/noun;mooi/adj;nachtegaal/noun	4	Peruaans/adj;concert/noun;mooi/adj;nachtegaal/noun	4	Peruaans/adj;concert/noun;die/pron;mooi/adj;nachtegaal/noun	5	Peruaans/adj;concert/noun;die/pron;mooi/adj;nachtegaal/noun	5	Peruaans/adj;concert/noun;die/pron;mooi/adj;nachtegaal/noun	5	concert/noun;mooi/adj	2	concert/noun;mooi/adj	2	concert/noun;mooi/adj	2	concert/noun;mooi/adj	2	concert/noun;mooi/adj	2	concert/noun;mooi/adj	2
hemels/adj/de_standaard_20021005_01_60/819	benut/verb;drank/noun;vat/noun;whisky/noun	4	benut/verb;drank/noun;vat/noun;whisky/noun	4	benut/verb;drank/noun;vat/noun;whisky/noun	4	benut/verb;die/det;drank/noun;meteen/adv;vat/noun;whisky/noun	6	benut/verb;die/det;drank/noun;meteen/adv;vat/noun;whisky/noun	6	benut/verb;die/det;drank/noun;meteen/adv;vat/noun;whisky/noun	6	benut/verb;drank/noun;whisky/noun	3	benut/verb;drank/noun;whisky/noun	3	benut/verb;drank/noun;whisky/noun	3	benut/verb;die/det;drank/noun;meteen/adv;whisky/noun	5	benut/verb;die/det;drank/noun;meteen/adv;whisky/noun	5	benut/verb;die/det;drank/noun;meteen/adv;whisky/noun	5
hemels/adj/de_standaard_19990527_01_58/356	nul/noun	1	nul/noun	1	nul/noun	1	nul/noun	1	nul/noun	1	nul/noun	1	nul/noun	1	nul/noun	1	nul/noun	1	nul/noun	1	nul/noun	1	nul/noun	1
hemels/adj/de_standaard_20041023_01_47/173	keer_terug/verb;licht/noun;nabij/adj;tunnel/noun;zie/verb	5	keer_terug/verb;licht/noun;nabij/adj;tunnel/noun;zie/verb	5	keer_terug/verb;licht/noun;nabij/adj;tunnel/noun;zie/verb	5	het/det;keer_terug/verb;licht/noun;met/prep;nabij/adj;tunnel/noun;uit/prep;zie/verb	8	het/det;keer_terug/verb;licht/noun;met/prep;nabij/adj;tunnel/noun;uit/prep;zie/verb	8	het/det;keer_terug/verb;licht/noun;met/prep;nabij/adj;tunnel/noun;uit/prep;zie/verb	8	licht/noun;tunnel/noun	2	licht/noun;tunnel/noun	2	licht/noun;tunnel/noun	2	het/det;licht/noun;met/prep;tunnel/noun;uit/prep	5	het/det;licht/noun;met/prep;tunnel/noun;uit/prep	5	het/det;licht/noun;met/prep;tunnel/noun;uit/prep	5
hemels/adj/het_laatste_nieuws_20011228_01_577/24	grappig/adj;zweep_op/adj	2	grappig/adj;zweep_op/adj	2	grappig/adj;zweep_op/adj	2	een/det;grappig/adj;zweep_op/adj	3	een/det;grappig/adj;zweep_op/adj	3	een/det;grappig/adj;zweep_op/adj	3	zweep_op/adj	1	zweep_op/adj	1	zweep_op/adj	1	zweep_op/adj	1	zweep_op/adj	1	zweep_op/adj	1
hemels/adj/het_laatste_nieuws_20040528_01_553/416	Caraïbische/adj;ritme/noun;stem/noun	3	Caraïbische/adj;ritme/noun;stem/noun	3	Caraïbische/adj;ritme/noun;stem/noun	3	Caraïbische/adj;ritme/noun;stem/noun	3	Caraïbische/adj;ritme/noun;stem/noun	3	Caraïbische/adj;ritme/noun;stem/noun	3	Caraïbische/adj;ritme/noun;stem/noun	3	Caraïbische/adj;ritme/noun;stem/noun	3	Caraïbische/adj;ritme/noun;stem/noun	3	Caraïbische/adj;ritme/noun;stem/noun	3	Caraïbische/adj;ritme/noun;stem/noun	3	Caraïbische/adj;ritme/noun;stem/noun	3
hemels/adj/het_laatste_nieuws_20020604_01_446/146	jaloers/adj;kapper/noun;netheid/noun;schitter/verb;tribune/noun;voetbal_tempel/noun	6	jaloers/adj;kapper/noun;netheid/noun;schitter/verb;tribune/noun;voetbal_tempel/noun	6	jaloers/adj;kapper/noun;netheid/noun;schitter/verb;tribune/noun;voetbal_tempel/noun	6	jaloers/adj;kapper/noun;netheid/noun;schitter/verb;tribune/noun;voetbal_tempel/noun	6	jaloers/adj;kapper/noun;netheid/noun;schitter/verb;tribune/noun;voetbal_tempel/noun	6	jaloers/adj;kapper/noun;netheid/noun;schitter/verb;tribune/noun;voetbal_tempel/noun	6	netheid/noun;schitter/verb;tribune/noun;voetbal_tempel/noun	4	netheid/noun;schitter/verb;tribune/noun;voetbal_tempel/noun	4	netheid/noun;schitter/verb;tribune/noun;voetbal_tempel/noun	4	netheid/noun;schitter/verb;tribune/noun;voetbal_tempel/noun	4	netheid/noun;schitter/verb;tribune/noun;voetbal_tempel/noun	4	netheid/noun;schitter/verb;tribune/noun;voetbal_tempel/noun	4
hemels/adj/het_laatste_nieuws_20000302_01_575/216	geschenk/noun	1	geschenk/noun	1	geschenk/noun	1	geschenk/noun	1	geschenk/noun	1	geschenk/noun	1	geschenk/noun	1	geschenk/noun	1	geschenk/noun	1	geschenk/noun	1	geschenk/noun	1	geschenk/noun	1
hemels/adj/het_laatste_nieuws_20020222_01_324/139	inktvis/noun;intro/noun;vers/adj	3	inktvis/noun;intro/noun;vers/adj	3	inktvis/noun;intro/noun;vers/adj	3	als/prep;een/det;inktvis/noun;intro/noun;met/prep;vers/adj	6	als/prep;een/det;inktvis/noun;intro/noun;met/prep;vers/adj	6	als/prep;een/det;inktvis/noun;intro/noun;met/prep;vers/adj	6	intro/noun	1	intro/noun	1	intro/noun	1	als/prep;intro/noun	2	als/prep;intro/noun	2	als/prep;intro/noun	2
hemels/adj/het_laatste_nieuws_20030820_01_319/255		0		0		0	het/det;hier/adv	2	het/det;hier/adv	2	het/det;hier/adv	2		0		0		0	het/det;hier/adv	2	het/det;hier/adv	2	het/det;hier/adv	2
hemels/adj/het_laatste_nieuws_20031114_01_487/218	blink_uit/verb;droefheid/noun	2	blink_uit/verb;droefheid/noun	2	blink_uit/verb;droefheid/noun	2	blink_uit/verb;droefheid/noun	2	blink_uit/verb;droefheid/noun	2	blink_uit/verb;droefheid/noun	2	blink_uit/verb;droefheid/noun	2	blink_uit/verb;droefheid/noun	2	blink_uit/verb;droefheid/noun	2	blink_uit/verb;droefheid/noun	2	blink_uit/verb;droefheid/noun	2	blink_uit/verb;droefheid/noun	2
hemels/adj/het_laatste_nieuws_20010616_01_415/1001	cruise/noun;mooi/adj;zonsondergang/noun	3	cruise/noun;mooi/adj;zonsondergang/noun	3	cruise/noun;mooi/adj;zonsondergang/noun	3	cruise/noun;een/det;mooi/adj;zonsondergang/noun	4	cruise/noun;een/det;mooi/adj;zonsondergang/noun	4	cruise/noun;een/det;mooi/adj;zonsondergang/noun	4	mooi/adj;zonsondergang/noun	2	mooi/adj;zonsondergang/noun	2	mooi/adj;zonsondergang/noun	2	mooi/adj;zonsondergang/noun	2	mooi/adj;zonsondergang/noun	2	mooi/adj;zonsondergang/noun	2
hemels/adj/het_laatste_nieuws_20020618_01_173/822	naam/noun	1	naam/noun	1	naam/noun	1	als/prep;met/prep;naam/noun	3	als/prep;met/prep;naam/noun	3	als/prep;met/prep;naam/noun	3	naam/noun	1	naam/noun	1	naam/noun	1	als/prep;met/prep;naam/noun	3	als/prep;met/prep;naam/noun	3	als/prep;met/prep;naam/noun	3
hemels/adj/het_laatste_nieuws_20031128_01_272/382	30/noun;komedie/noun	2	30/noun;komedie/noun	2	30/noun;komedie/noun	2	30/noun;een/det;genaamd/prep;komedie/noun	4	30/noun;een/det;genaamd/prep;komedie/noun	4	30/noun;een/det;genaamd/prep;komedie/noun	4	30/noun;komedie/noun	2	30/noun;komedie/noun	2	30/noun;komedie/noun	2	30/noun;een/det;genaamd/prep;komedie/noun	4	30/noun;een/det;genaamd/prep;komedie/noun	4	30/noun;een/det;genaamd/prep;komedie/noun	4
hemels/adj/het_laatste_nieuws_20040730_01_279/294	doe/verb;geloof/verb;mens/noun;stap_binnen/verb;tuin/noun	5	doe/verb;geloof/verb;mens/noun;stap_binnen/verb;tuin/noun	5	doe/verb;geloof/verb;mens/noun;stap_binnen/verb;tuin/noun	5	doe/verb;een/det;geloof/verb;mens/noun;stap_binnen/verb;tuin/noun;ze/pron	7	doe/verb;een/det;geloof/verb;mens/noun;stap_binnen/verb;tuin/noun;ze/pron	7	doe/verb;een/det;geloof/verb;mens/noun;stap_binnen/verb;tuin/noun;ze/pron	7	geloof/verb;stap_binnen/verb;tuin/noun	3	geloof/verb;stap_binnen/verb;tuin/noun	3	geloof/verb;stap_binnen/verb;tuin/noun	3	een/det;geloof/verb;stap_binnen/verb;tuin/noun;ze/pron	5	een/det;geloof/verb;stap_binnen/verb;tuin/noun;ze/pron	5	een/det;geloof/verb;stap_binnen/verb;tuin/noun;ze/pron	5
