_id	_cws.hemels.foc10.nav.weight.bound	_count.hemels.foc10.nav.weight.bound	_cws.hemels.foc10.nav.selection.bound	_count.hemels.foc10.nav.selection.bound	_cws.hemels.foc10.nav.no.bound	_count.hemels.foc10.nav.no.bound	_cws.hemels.foc10.all.weight.bound	_count.hemels.foc10.all.weight.bound	_cws.hemels.foc10.all.selection.bound	_count.hemels.foc10.all.selection.bound	_cws.hemels.foc10.all.no.bound	_count.hemels.foc10.all.no.bound	_cws.hemels.foc5.nav.weight.bound	_count.hemels.foc5.nav.weight.bound	_cws.hemels.foc5.nav.selection.bound	_count.hemels.foc5.nav.selection.bound	_cws.hemels.foc5.nav.no.bound	_count.hemels.foc5.nav.no.bound	_cws.hemels.foc5.all.weight.bound	_count.hemels.foc5.all.weight.bound	_cws.hemels.foc5.all.selection.bound	_count.hemels.foc5.all.selection.bound	_cws.hemels.foc5.all.no.bound	_count.hemels.foc5.all.no.bound
hemels/adj/parool_20020319_120/1696	blauw/adj;gewaad/noun;kleur/noun	3	blauw/adj;gewaad/noun;kleur/noun	3	blauw/adj;gewaad/noun;kleur/noun	3	blauw/adj;die/det;gewaad/noun;haar/det;kleur/noun;weer/adv	6	blauw/adj;die/det;gewaad/noun;haar/det;kleur/noun;weer/adv	6	blauw/adj;die/det;gewaad/noun;haar/det;kleur/noun;weer/adv	6	blauw/adj;gewaad/noun;kleur/noun	3	blauw/adj;gewaad/noun;kleur/noun	3	blauw/adj;gewaad/noun;kleur/noun	3	blauw/adj;die/det;gewaad/noun;haar/det;kleur/noun;weer/adv	6	blauw/adj;die/det;gewaad/noun;haar/det;kleur/noun;weer/adv	6	blauw/adj;die/det;gewaad/noun;haar/det;kleur/noun;weer/adv	6
hemels/adj/parool_20001006_69/566	iets/noun;voet/noun	2	iets/noun;voet/noun	2	iets/noun;voet/noun	2	iets/noun;met/prep;voet/noun;zijn/det	4	iets/noun;met/prep;voet/noun;zijn/det	4	iets/noun;met/prep;voet/noun;zijn/det	4	iets/noun;voet/noun	2	iets/noun;voet/noun	2	iets/noun;voet/noun	2	iets/noun;voet/noun;zijn/det	3	iets/noun;voet/noun;zijn/det	3	iets/noun;voet/noun;zijn/det	3
hemels/adj/algemeen_dagblad_20010227_30/486	fraai/adj;gearrangeerd/adj;gezongen/adj;nummer/noun;opgenomen/adj;pop_plaat/noun;spannend/adj	7	fraai/adj;gearrangeerd/adj;gezongen/adj;nummer/noun;opgenomen/adj;pop_plaat/noun;spannend/adj	7	fraai/adj;gearrangeerd/adj;gezongen/adj;nummer/noun;opgenomen/adj;pop_plaat/noun;spannend/adj	7	een/det;fraai/adj;gearrangeerd/adj;gezongen/adj;nummer/noun;opgenomen/adj;pop_plaat/noun;spannend/adj;vol/prep	9	een/det;fraai/adj;gearrangeerd/adj;gezongen/adj;nummer/noun;opgenomen/adj;pop_plaat/noun;spannend/adj;vol/prep	9	een/det;fraai/adj;gearrangeerd/adj;gezongen/adj;nummer/noun;opgenomen/adj;pop_plaat/noun;spannend/adj;vol/prep	9	fraai/adj;gearrangeerd/adj;gezongen/adj;nummer/noun;opgenomen/adj	5	fraai/adj;gearrangeerd/adj;gezongen/adj;nummer/noun;opgenomen/adj	5	fraai/adj;gearrangeerd/adj;gezongen/adj;nummer/noun;opgenomen/adj	5	fraai/adj;gearrangeerd/adj;gezongen/adj;nummer/noun;opgenomen/adj	5	fraai/adj;gearrangeerd/adj;gezongen/adj;nummer/noun;opgenomen/adj	5	fraai/adj;gearrangeerd/adj;gezongen/adj;nummer/noun;opgenomen/adj	5
hemels/adj/algemeen_dagblad_20020629_134/1030	beeldend/noun;gewelf/noun;hoog/adj;kunstenaar/noun;onthul/verb;zogeheten/adj	6	beeldend/noun;gewelf/noun;hoog/adj;kunstenaar/noun;onthul/verb;zogeheten/adj	6	beeldend/noun;gewelf/noun;hoog/adj;kunstenaar/noun;onthul/verb;zogeheten/adj	6	beeldend/noun;deze/det;gewelf/noun;het/det;hoog/adj;kunstenaar/noun;onthul/verb;zogeheten/adj	8	beeldend/noun;deze/det;gewelf/noun;het/det;hoog/adj;kunstenaar/noun;onthul/verb;zogeheten/adj	8	beeldend/noun;deze/det;gewelf/noun;het/det;hoog/adj;kunstenaar/noun;onthul/verb;zogeheten/adj	8	gewelf/noun;onthul/verb;zogeheten/adj	3	gewelf/noun;onthul/verb;zogeheten/adj	3	gewelf/noun;onthul/verb;zogeheten/adj	3	gewelf/noun;het/det;onthul/verb;zogeheten/adj	4	gewelf/noun;het/det;onthul/verb;zogeheten/adj	4	gewelf/noun;het/det;onthul/verb;zogeheten/adj	4
hemels/adj/algemeen_dagblad_20000105_137/283	biecht/noun;gelovig/adj;hoe/adj;keer_terug/verb;oprecht/adj;spreek_uit/verb;vader/noun	7	biecht/noun;gelovig/adj;hoe/adj;keer_terug/verb;oprecht/adj;spreek_uit/verb;vader/noun	7	biecht/noun;gelovig/adj;hoe/adj;keer_terug/verb;oprecht/adj;spreek_uit/verb;vader/noun	7	biecht/noun;door/prep;een/det;gelovig/adj;het/det;hoe/adj;keer_terug/verb;naar/prep;oprecht/adj;spreek_uit/verb;vader/noun	11	biecht/noun;door/prep;een/det;gelovig/adj;het/det;hoe/adj;keer_terug/verb;naar/prep;oprecht/adj;spreek_uit/verb;vader/noun	11	biecht/noun;door/prep;een/det;gelovig/adj;het/det;hoe/adj;keer_terug/verb;naar/prep;oprecht/adj;spreek_uit/verb;vader/noun	11	keer_terug/verb;spreek_uit/verb;vader/noun	3	keer_terug/verb;spreek_uit/verb;vader/noun	3	keer_terug/verb;spreek_uit/verb;vader/noun	3	door/prep;het/det;keer_terug/verb;naar/prep;spreek_uit/verb;vader/noun	6	door/prep;het/det;keer_terug/verb;naar/prep;spreek_uit/verb;vader/noun	6	door/prep;het/det;keer_terug/verb;naar/prep;spreek_uit/verb;vader/noun	6
hemels/adj/algemeen_dagblad_20000610_202/398	garnaal/noun;gebakken/adj;groente/noun;kip/noun;pikant/adj;smaak/noun	6	garnaal/noun;gebakken/adj;groente/noun;kip/noun;pikant/adj;smaak/noun	6	garnaal/noun;gebakken/adj;groente/noun;kip/noun;pikant/adj;smaak/noun	6	een/det;garnaal/noun;gebakken/adj;groente/noun;kip/noun;met/prep;pikant/adj;smaak/noun	8	een/det;garnaal/noun;gebakken/adj;groente/noun;kip/noun;met/prep;pikant/adj;smaak/noun	8	een/det;garnaal/noun;gebakken/adj;groente/noun;kip/noun;met/prep;pikant/adj;smaak/noun	8	garnaal/noun;groente/noun;kip/noun;smaak/noun	4	garnaal/noun;groente/noun;kip/noun;smaak/noun	4	garnaal/noun;groente/noun;kip/noun;smaak/noun	4	garnaal/noun;groente/noun;kip/noun;smaak/noun	4	garnaal/noun;groente/noun;kip/noun;smaak/noun	4	garnaal/noun;groente/noun;kip/noun;smaak/noun	4
hemels/adj/algemeen_dagblad_20031011_234/172	alledaags/adj;duw/verb;god/noun;hemel/noun;mens/noun;ongrijpbaar/adj	6	alledaags/adj;duw/verb;god/noun;hemel/noun;mens/noun;ongrijpbaar/adj	6	alledaags/adj;duw/verb;god/noun;hemel/noun;mens/noun;ongrijpbaar/adj	6	alledaags/adj;beneden/adv;duw/verb;god/noun;hemel/noun;het/det;mens/noun;naar/prep;ongrijpbaar/adj	9	alledaags/adj;beneden/adv;duw/verb;god/noun;hemel/noun;het/det;mens/noun;naar/prep;ongrijpbaar/adj	9	alledaags/adj;beneden/adv;duw/verb;god/noun;hemel/noun;het/det;mens/noun;naar/prep;ongrijpbaar/adj	9	duw/verb;god/noun;ongrijpbaar/adj	3	duw/verb;god/noun;ongrijpbaar/adj	3	duw/verb;god/noun;ongrijpbaar/adj	3	beneden/adv;duw/verb;god/noun;naar/prep;ongrijpbaar/adj	5	beneden/adv;duw/verb;god/noun;naar/prep;ongrijpbaar/adj	5	beneden/adv;duw/verb;god/noun;naar/prep;ongrijpbaar/adj	5
hemels/adj/algemeen_dagblad_19990913_57/1084	gouden/adj;roep_af/verb;voel/verb;vuur/noun	4	gouden/adj;roep_af/verb;voel/verb;vuur/noun	4	gouden/adj;roep_af/verb;voel/verb;vuur/noun	4	af/part;aller/det;gouden/adj;het/det;over/prep;roep_af/verb;voel/verb;vuur/noun;weer/adv	9	af/part;aller/det;gouden/adj;het/det;over/prep;roep_af/verb;voel/verb;vuur/noun;weer/adv	9	af/part;aller/det;gouden/adj;het/det;over/prep;roep_af/verb;voel/verb;vuur/noun;weer/adv	9	gouden/adj;voel/verb;vuur/noun	3	gouden/adj;voel/verb;vuur/noun	3	gouden/adj;voel/verb;vuur/noun	3	aller/det;gouden/adj;het/det;over/prep;voel/verb;vuur/noun	6	aller/det;gouden/adj;het/det;over/prep;voel/verb;vuur/noun	6	aller/det;gouden/adj;het/det;over/prep;voel/verb;vuur/noun	6
hemels/adj/algemeen_dagblad_19991202_76/496	album/noun;gemak/noun;heel/adj;ruik/verb;vol/adj	5	album/noun;gemak/noun;heel/adj;ruik/verb;vol/adj	5	album/noun;gemak/noun;heel/adj;ruik/verb;vol/adj	5	album/noun;die/pron;door/prep;een/det;eens/adv;gemak/noun;heel/adj;het/det;met/prep;ruik/verb;vol/adj	11	album/noun;die/pron;door/prep;een/det;eens/adv;gemak/noun;heel/adj;het/det;met/prep;ruik/verb;vol/adj	11	album/noun;die/pron;door/prep;een/det;eens/adv;gemak/noun;heel/adj;het/det;met/prep;ruik/verb;vol/adj	11	ruik/verb	1	ruik/verb	1	ruik/verb	1	door/prep;het/det;met/prep;ruik/verb	4	door/prep;het/det;met/prep;ruik/verb	4	door/prep;het/det;met/prep;ruik/verb	4
hemels/adj/algemeen_dagblad_19990417_179/2291	geest/noun;lichaam/noun;sauna/noun;vermoeid/adj	4	geest/noun;lichaam/noun;sauna/noun;vermoeid/adj	4	geest/noun;lichaam/noun;sauna/noun;vermoeid/adj	4	een/det;geest/noun;het/det;kortom/adv;lichaam/noun;sauna/noun;vermoeid/adj	7	een/det;geest/noun;het/det;kortom/adv;lichaam/noun;sauna/noun;vermoeid/adj	7	een/det;geest/noun;het/det;kortom/adv;lichaam/noun;sauna/noun;vermoeid/adj	7	geest/noun;sauna/noun	2	geest/noun;sauna/noun	2	geest/noun;sauna/noun	2	geest/noun;het/det;kortom/adv;sauna/noun	4	geest/noun;het/det;kortom/adv;sauna/noun	4	geest/noun;het/det;kortom/adv;sauna/noun	4
hemels/adj/algemeen_dagblad_20001005_82/119	gehuld/adj;maatschappelijk/adj;meisjesachtig/adj;probleem_geval/noun;stuur_af/verb;werkster/noun	6	gehuld/adj;maatschappelijk/adj;meisjesachtig/adj;probleem_geval/noun;stuur_af/verb;werkster/noun	6	gehuld/adj;maatschappelijk/adj;meisjesachtig/adj;probleem_geval/noun;stuur_af/verb;werkster/noun	6	als/prep;een/det;elk/det;gehuld/adj;maatschappelijk/adj;meisjesachtig/adj;probleem_geval/noun;stuur_af/verb;werkster/noun;zij/pron	10	als/prep;een/det;elk/det;gehuld/adj;maatschappelijk/adj;meisjesachtig/adj;probleem_geval/noun;stuur_af/verb;werkster/noun;zij/pron	10	als/prep;een/det;elk/det;gehuld/adj;maatschappelijk/adj;meisjesachtig/adj;probleem_geval/noun;stuur_af/verb;werkster/noun;zij/pron	10	maatschappelijk/adj;werkster/noun	2	maatschappelijk/adj;werkster/noun	2	maatschappelijk/adj;werkster/noun	2	als/prep;elk/det;maatschappelijk/adj;werkster/noun;zij/pron	5	als/prep;elk/det;maatschappelijk/adj;werkster/noun;zij/pron	5	als/prep;elk/det;maatschappelijk/adj;werkster/noun;zij/pron	5
hemels/adj/algemeen_dagblad_20001024_34/743	decor/noun;dol/adj;klank/noun;richt_in/verb;uitspatting/noun	5	decor/noun;dol/adj;klank/noun;richt_in/verb;uitspatting/noun	5	decor/noun;dol/adj;klank/noun;richt_in/verb;uitspatting/noun	5	dat/pron;decor/noun;dol/adj;een/det;klank/noun;richt_in/verb;uitspatting/noun	7	dat/pron;decor/noun;dol/adj;een/det;klank/noun;richt_in/verb;uitspatting/noun	7	dat/pron;decor/noun;dol/adj;een/det;klank/noun;richt_in/verb;uitspatting/noun	7	dol/adj;klank/noun;uitspatting/noun	3	dol/adj;klank/noun;uitspatting/noun	3	dol/adj;klank/noun;uitspatting/noun	3	dol/adj;klank/noun;uitspatting/noun	3	dol/adj;klank/noun;uitspatting/noun	3	dol/adj;klank/noun;uitspatting/noun	3
hemels/adj/algemeen_dagblad_20000406_172/461	blauw/adj;lucht/noun;onmetelijk/adj;symboliseer/verb;vrijheid/noun	5	blauw/adj;lucht/noun;onmetelijk/adj;symboliseer/verb;vrijheid/noun	5	blauw/adj;lucht/noun;onmetelijk/adj;symboliseer/verb;vrijheid/noun	5	blauw/adj;een/det;lucht/noun;onmetelijk/adj;symboliseer/verb;vrijheid/noun	6	blauw/adj;een/det;lucht/noun;onmetelijk/adj;symboliseer/verb;vrijheid/noun	6	blauw/adj;een/det;lucht/noun;onmetelijk/adj;symboliseer/verb;vrijheid/noun	6	blauw/adj;lucht/noun;onmetelijk/adj;symboliseer/verb;vrijheid/noun	5	blauw/adj;lucht/noun;onmetelijk/adj;symboliseer/verb;vrijheid/noun	5	blauw/adj;lucht/noun;onmetelijk/adj;symboliseer/verb;vrijheid/noun	5	blauw/adj;een/det;lucht/noun;onmetelijk/adj;symboliseer/verb;vrijheid/noun	6	blauw/adj;een/det;lucht/noun;onmetelijk/adj;symboliseer/verb;vrijheid/noun	6	blauw/adj;een/det;lucht/noun;onmetelijk/adj;symboliseer/verb;vrijheid/noun	6
hemels/adj/algemeen_dagblad_20011027_167/12	aards/adj;op/adj;verstrikt/adj;weg/adj	4	aards/adj;op/adj;verstrikt/adj;weg/adj	4	aards/adj;op/adj;verstrikt/adj;weg/adj	4	aards/adj;het/det;mij/pron;naar/prep;op/adj;verstrikt/adj;weg/adj	7	aards/adj;het/det;mij/pron;naar/prep;op/adj;verstrikt/adj;weg/adj	7	aards/adj;het/det;mij/pron;naar/prep;op/adj;verstrikt/adj;weg/adj	7	op/adj;verstrikt/adj;weg/adj	3	op/adj;verstrikt/adj;weg/adj	3	op/adj;verstrikt/adj;weg/adj	3	mij/pron;naar/prep;op/adj;verstrikt/adj;weg/adj	5	mij/pron;naar/prep;op/adj;verstrikt/adj;weg/adj	5	mij/pron;naar/prep;op/adj;verstrikt/adj;weg/adj	5
hemels/adj/algemeen_dagblad_20011108_84/22	bijstand/noun;wereldkampioenschap/noun	2	bijstand/noun;wereldkampioenschap/noun	2	bijstand/noun;wereldkampioenschap/noun	2	bijstand/noun;het/det;wereldkampioenschap/noun	3	bijstand/noun;het/det;wereldkampioenschap/noun	3	bijstand/noun;het/det;wereldkampioenschap/noun	3	bijstand/noun	1	bijstand/noun	1	bijstand/noun	1	bijstand/noun	1	bijstand/noun	1	bijstand/noun	1
hemels/adj/algemeen_dagblad_20000614_32/119		0		0		0	met/prep;minstens/adv;zo/adv	3	met/prep;minstens/adv;zo/adv	3	met/prep;minstens/adv;zo/adv	3		0		0		0	minstens/adv;zo/adv	2	minstens/adv;zo/adv	2	minstens/adv;zo/adv	2
hemels/adj/algemeen_dagblad_20020329_148/718	blauw/noun;helder/adj;kleur/noun;let/verb;paneel/noun	5	blauw/noun;helder/adj;kleur/noun;let/verb;paneel/noun	5	blauw/noun;helder/adj;kleur/noun;let/verb;paneel/noun	5	blauw/noun;helder/adj;het/det;kleur/noun;let/verb;paneel/noun	6	blauw/noun;helder/adj;het/det;kleur/noun;let/verb;paneel/noun	6	blauw/noun;helder/adj;het/det;kleur/noun;let/verb;paneel/noun	6	blauw/noun;let/verb	2	blauw/noun;let/verb	2	blauw/noun;let/verb	2	blauw/noun;het/det;let/verb	3	blauw/noun;het/det;let/verb	3	blauw/noun;het/det;let/verb	3
hemels/adj/algemeen_dagblad_20020530_134/457	aards/adj;eindeloos/adj;hel/noun;laat/verb;paradijs/noun;verander/verb;vergeet/verb	7	aards/adj;eindeloos/adj;hel/noun;laat/verb;paradijs/noun;verander/verb;vergeet/verb	7	aards/adj;eindeloos/adj;hel/noun;laat/verb;paradijs/noun;verander/verb;vergeet/verb	7	aards/adj;een/det;eindeloos/adj;hel/noun;laat/verb;paradijs/noun;verander/verb;vergeet/verb	8	aards/adj;een/det;eindeloos/adj;hel/noun;laat/verb;paradijs/noun;verander/verb;vergeet/verb	8	aards/adj;een/det;eindeloos/adj;hel/noun;laat/verb;paradijs/noun;verander/verb;vergeet/verb	8	aards/adj;hel/noun;paradijs/noun;verander/verb	4	aards/adj;hel/noun;paradijs/noun;verander/verb	4	aards/adj;hel/noun;paradijs/noun;verander/verb	4	aards/adj;een/det;hel/noun;paradijs/noun;verander/verb	5	aards/adj;een/det;hel/noun;paradijs/noun;verander/verb	5	aards/adj;een/det;hel/noun;paradijs/noun;verander/verb	5
hemels/adj/algemeen_dagblad_20000712_72/371	stad/noun;symbool/noun;verdeel/verb	3	stad/noun;symbool/noun;verdeel/verb	3	stad/noun;symbool/noun;verdeel/verb	3	een/det;stad/noun;symbool/noun;verdeel/verb	4	een/det;stad/noun;symbool/noun;verdeel/verb	4	een/det;stad/noun;symbool/noun;verdeel/verb	4	symbool/noun;verdeel/verb	2	symbool/noun;verdeel/verb	2	symbool/noun;verdeel/verb	2	een/det;symbool/noun;verdeel/verb	3	een/det;symbool/noun;verdeel/verb	3	een/det;symbool/noun;verdeel/verb	3
hemels/adj/algemeen_dagblad_20000801_20/556	afgezant/noun;beschik/verb;god/noun;lot/noun;roman/noun;tweetal/noun	6	afgezant/noun;beschik/verb;god/noun;lot/noun;roman/noun;tweetal/noun	6	afgezant/noun;beschik/verb;god/noun;lot/noun;roman/noun;tweetal/noun	6	afgezant/noun;beschik/verb;een/det;god/noun;het/det;lot/noun;over/prep;roman/noun;tweetal/noun;zijn/det	10	afgezant/noun;beschik/verb;een/det;god/noun;het/det;lot/noun;over/prep;roman/noun;tweetal/noun;zijn/det	10	afgezant/noun;beschik/verb;een/det;god/noun;het/det;lot/noun;over/prep;roman/noun;tweetal/noun;zijn/det	10	afgezant/noun;beschik/verb;lot/noun;roman/noun;tweetal/noun	5	afgezant/noun;beschik/verb;lot/noun;roman/noun;tweetal/noun	5	afgezant/noun;beschik/verb;lot/noun;roman/noun;tweetal/noun	5	afgezant/noun;beschik/verb;een/det;het/det;lot/noun;over/prep;roman/noun;tweetal/noun	8	afgezant/noun;beschik/verb;een/det;het/det;lot/noun;over/prep;roman/noun;tweetal/noun	8	afgezant/noun;beschik/verb;een/det;het/det;lot/noun;over/prep;roman/noun;tweetal/noun	8
hemels/adj/algemeen_dagblad_20000731_20/542	filosoof/noun;iets/noun;reil/verb;soortgelijk/adj;zeil/verb	5	filosoof/noun;iets/noun;reil/verb;soortgelijk/adj;zeil/verb	5	filosoof/noun;iets/noun;reil/verb;soortgelijk/adj;zeil/verb	5	filosoof/noun;het/det;iets/noun;naar/prep;reil/verb;soortgelijk/adj;zeil/verb;zijn/det	8	filosoof/noun;het/det;iets/noun;naar/prep;reil/verb;soortgelijk/adj;zeil/verb;zijn/det	8	filosoof/noun;het/det;iets/noun;naar/prep;reil/verb;soortgelijk/adj;zeil/verb;zijn/det	8	iets/noun;reil/verb;soortgelijk/adj;zeil/verb	4	iets/noun;reil/verb;soortgelijk/adj;zeil/verb	4	iets/noun;reil/verb;soortgelijk/adj;zeil/verb	4	het/det;iets/noun;reil/verb;soortgelijk/adj;zeil/verb	5	het/det;iets/noun;reil/verb;soortgelijk/adj;zeil/verb	5	het/det;iets/noun;reil/verb;soortgelijk/adj;zeil/verb	5
hemels/adj/algemeen_dagblad_19990204_134/6	muziek/noun	1	muziek/noun	1	muziek/noun	1	muziek/noun	1	muziek/noun	1	muziek/noun	1	muziek/noun	1	muziek/noun	1	muziek/noun	1	muziek/noun	1	muziek/noun	1	muziek/noun	1
hemels/adj/algemeen_dagblad_20030908_03/13	feestgedruis/noun;joint/noun;sfeer/noun;verkeer/verb;zak_DIM/noun	5	feestgedruis/noun;joint/noun;sfeer/noun;verkeer/verb;zak_DIM/noun	5	feestgedruis/noun;joint/noun;sfeer/noun;verkeer/verb;zak_DIM/noun	5	een/det;feestgedruis/noun;het/det;joint/noun;met/prep;sfeer/noun;verkeer/verb;zak_DIM/noun;ze/pron;zojuist/adv	10	een/det;feestgedruis/noun;het/det;joint/noun;met/prep;sfeer/noun;verkeer/verb;zak_DIM/noun;ze/pron;zojuist/adv	10	een/det;feestgedruis/noun;het/det;joint/noun;met/prep;sfeer/noun;verkeer/verb;zak_DIM/noun;ze/pron;zojuist/adv	10	sfeer/noun;verkeer/verb	2	sfeer/noun;verkeer/verb	2	sfeer/noun;verkeer/verb	2	het/det;sfeer/noun;verkeer/verb	3	het/det;sfeer/noun;verkeer/verb	3	het/det;sfeer/noun;verkeer/verb	3
hemels/adj/algemeen_dagblad_19990531_100/148	best/noun;doe/verb;druk_uit/verb	3	best/noun;doe/verb;druk_uit/verb	3	best/noun;doe/verb;druk_uit/verb	3	best/noun;doe/verb;druk_uit/verb;een/det;zichzelf/pron;zijn/det	6	best/noun;doe/verb;druk_uit/verb;een/det;zichzelf/pron;zijn/det	6	best/noun;doe/verb;druk_uit/verb;een/det;zichzelf/pron;zijn/det	6	best/noun;doe/verb	2	best/noun;doe/verb	2	best/noun;doe/verb	2	best/noun;doe/verb;een/det;zijn/det	4	best/noun;doe/verb;een/det;zijn/det	4	best/noun;doe/verb;een/det;zijn/det	4
hemels/adj/algemeen_dagblad_20000526_7/58	in/verb;naam/noun	2	in/verb;naam/noun	2	in/verb;naam/noun	2	eens/adv;in/verb;naam/noun;waarom/adv	4	eens/adv;in/verb;naam/noun;waarom/adv	4	eens/adv;in/verb;naam/noun;waarom/adv	4	in/verb;naam/noun	2	in/verb;naam/noun	2	in/verb;naam/noun	2	eens/adv;in/verb;naam/noun;waarom/adv	4	eens/adv;in/verb;naam/noun;waarom/adv	4	eens/adv;in/verb;naam/noun;waarom/adv	4
hemels/adj/algemeen_dagblad_20020204_101/11	oog/verb;tikkeltje/noun;vermoeid/adj	3	oog/verb;tikkeltje/noun;vermoeid/adj	3	oog/verb;tikkeltje/noun;vermoeid/adj	3	die/det;een/det;oog/verb;tikkeltje/noun;vermoeid/adj	5	die/det;een/det;oog/verb;tikkeltje/noun;vermoeid/adj	5	die/det;een/det;oog/verb;tikkeltje/noun;vermoeid/adj	5	tikkeltje/noun;vermoeid/adj	2	tikkeltje/noun;vermoeid/adj	2	tikkeltje/noun;vermoeid/adj	2	een/det;tikkeltje/noun;vermoeid/adj	3	een/det;tikkeltje/noun;vermoeid/adj	3	een/det;tikkeltje/noun;vermoeid/adj	3
hemels/adj/algemeen_dagblad_20000310_121/276	beeld/noun;monumentaal/adj;prachtig/adj;vertaling/noun	4	beeld/noun;monumentaal/adj;prachtig/adj;vertaling/noun	4	beeld/noun;monumentaal/adj;prachtig/adj;vertaling/noun	4	beeld/noun;haar/det;monumentaal/adj;prachtig/adj;tot/prep;vertaling/noun;zulk/det	7	beeld/noun;haar/det;monumentaal/adj;prachtig/adj;tot/prep;vertaling/noun;zulk/det	7	beeld/noun;haar/det;monumentaal/adj;prachtig/adj;tot/prep;vertaling/noun;zulk/det	7	monumentaal/adj;vertaling/noun	2	monumentaal/adj;vertaling/noun	2	monumentaal/adj;vertaling/noun	2	haar/det;monumentaal/adj;tot/prep;vertaling/noun;zulk/det	5	haar/det;monumentaal/adj;tot/prep;vertaling/noun;zulk/det	5	haar/det;monumentaal/adj;tot/prep;vertaling/noun;zulk/det	5
hemels/adj/algemeen_dagblad_20040610_89/331	genadeloos/adj	1	genadeloos/adj	1	genadeloos/adj	1	die/det;genadeloos/adj;zo/adv	3	die/det;genadeloos/adj;zo/adv	3	die/det;genadeloos/adj;zo/adv	3	genadeloos/adj	1	genadeloos/adj	1	genadeloos/adj	1	die/det;genadeloos/adj;zo/adv	3	die/det;genadeloos/adj;zo/adv	3	die/det;genadeloos/adj;zo/adv	3
hemels/adj/algemeen_dagblad_20020905_117/1104	jong/adj	1	jong/adj	1	jong/adj	1	jong/adj	1	jong/adj	1	jong/adj	1	jong/adj	1	jong/adj	1	jong/adj	1	jong/adj	1	jong/adj	1	jong/adj	1
hemels/adj/algemeen_dagblad_20000117_3/31	bel/noun;muziek/noun;rinkel/verb;verstoor/verb	4	bel/noun;muziek/noun;rinkel/verb;verstoor/verb	4	bel/noun;muziek/noun;rinkel/verb;verstoor/verb	4	bel/noun;muziek/noun;rinkel/verb;verstoor/verb	4	bel/noun;muziek/noun;rinkel/verb;verstoor/verb	4	bel/noun;muziek/noun;rinkel/verb;verstoor/verb	4	muziek/noun;verstoor/verb	2	muziek/noun;verstoor/verb	2	muziek/noun;verstoor/verb	2	muziek/noun;verstoor/verb	2	muziek/noun;verstoor/verb	2	muziek/noun;verstoor/verb	2
hemels/adj/algemeen_dagblad_19990517_119/260	alleen/adj;beschilderd/adj;fax/noun;formule/noun	4	alleen/adj;beschilderd/adj;fax/noun;formule/noun	4	alleen/adj;beschilderd/adj;fax/noun;formule/noun	4	alleen/adj;beschilderd/adj;die/pron;fax/noun;formule/noun	5	alleen/adj;beschilderd/adj;die/pron;fax/noun;formule/noun	5	alleen/adj;beschilderd/adj;die/pron;fax/noun;formule/noun	5	alleen/adj;beschilderd/adj;fax/noun;formule/noun	4	alleen/adj;beschilderd/adj;fax/noun;formule/noun	4	alleen/adj;beschilderd/adj;fax/noun;formule/noun	4	alleen/adj;beschilderd/adj;die/pron;fax/noun;formule/noun	5	alleen/adj;beschilderd/adj;die/pron;fax/noun;formule/noun	5	alleen/adj;beschilderd/adj;die/pron;fax/noun;formule/noun	5
hemels/adj/algemeen_dagblad_20000127_56/1088	banaal/adj;ding/noun;intiem/adj;koppel/verb;maatschappelijk/adj	5	banaal/adj;ding/noun;intiem/adj;koppel/verb;maatschappelijk/adj	5	banaal/adj;ding/noun;intiem/adj;koppel/verb;maatschappelijk/adj	5	banaal/adj;ding/noun;intiem/adj;koppel/verb;maatschappelijk/adj	5	banaal/adj;ding/noun;intiem/adj;koppel/verb;maatschappelijk/adj	5	banaal/adj;ding/noun;intiem/adj;koppel/verb;maatschappelijk/adj	5	ding/noun;intiem/adj;koppel/verb;maatschappelijk/adj	4	ding/noun;intiem/adj;koppel/verb;maatschappelijk/adj	4	ding/noun;intiem/adj;koppel/verb;maatschappelijk/adj	4	ding/noun;intiem/adj;koppel/verb;maatschappelijk/adj	4	ding/noun;intiem/adj;koppel/verb;maatschappelijk/adj	4	ding/noun;intiem/adj;koppel/verb;maatschappelijk/adj	4
hemels/adj/algemeen_dagblad_19990416_165/45	hoor/verb;kijk/verb;muziek/noun;verte/noun	4	hoor/verb;kijk/verb;muziek/noun;verte/noun	4	hoor/verb;kijk/verb;muziek/noun;verte/noun	4	hoor/verb;kijk/verb;muziek/noun;verte/noun	4	hoor/verb;kijk/verb;muziek/noun;verte/noun	4	hoor/verb;kijk/verb;muziek/noun;verte/noun	4	hoor/verb;muziek/noun;verte/noun	3	hoor/verb;muziek/noun;verte/noun	3	hoor/verb;muziek/noun;verte/noun	3	hoor/verb;muziek/noun;verte/noun	3	hoor/verb;muziek/noun;verte/noun	3	hoor/verb;muziek/noun;verte/noun	3
hemels/adj/de_morgen_20010702_01_83/81		0		0		0	het/det	1	het/det	1	het/det	1		0		0		0		0		0		0
