_id	_cws.blik.foc10.nav.ppmi_weight.bound	_count.blik.foc10.nav.ppmi_weight.bound	_cws.blik.foc10.nav.ppmi_sel.bound	_count.blik.foc10.nav.ppmi_sel.bound	_cws.blik.foc10.nav.no_ppmi.bound	_count.blik.foc10.nav.no_ppmi.bound	_cws.blik.foc10.all.ppmi_weight.bound	_count.blik.foc10.all.ppmi_weight.bound	_cws.blik.foc10.all.ppmi_sel.bound	_count.blik.foc10.all.ppmi_sel.bound	_cws.blik.foc10.all.no_ppmi.bound	_count.blik.foc10.all.no_ppmi.bound	_cws.blik.foc5.nav.ppmi_weight.bound	_count.blik.foc5.nav.ppmi_weight.bound	_cws.blik.foc5.nav.ppmi_sel.bound	_count.blik.foc5.nav.ppmi_sel.bound	_cws.blik.foc5.nav.no_ppmi.bound	_count.blik.foc5.nav.no_ppmi.bound	_cws.blik.foc5.all.ppmi_weight.bound	_count.blik.foc5.all.ppmi_weight.bound	_cws.blik.foc5.all.ppmi_sel.bound	_count.blik.foc5.all.ppmi_sel.bound	_cws.blik.foc5.all.no_ppmi.bound	_count.blik.foc5.all.no_ppmi.bound
blik/noun/parool_20010707_26/325	bord/noun;richt/verb;sta/verb	3	bord/noun;richt/verb;sta/verb	3	beschikbaar/adj;bord/noun;consumptie/noun;richt/verb;sta/verb	5	bord/noun;de/det;hij/pron;naar/prep;richt/verb;sta/verb	6	bord/noun;de/det;hij/pron;naar/prep;richt/verb;sta/verb	6	beschikbaar/adj;bord/noun;consumptie/noun;de/det;hij/pron;naar/prep;richt/verb;sta/verb	8	bord/noun;richt/verb	2	bord/noun;richt/verb	2	bord/noun;richt/verb	2	bord/noun;de/det;hij/pron;naar/prep;richt/verb	5	bord/noun;de/det;hij/pron;naar/prep;richt/verb	5	bord/noun;de/det;hij/pron;naar/prep;richt/verb	5
blik/noun/parool_20020129_90/895	laat/verb;val/verb	2	laat/verb;val/verb	2	heb/verb;laat/verb;val/verb	3	de/det;laat/verb;op/prep;val/verb	4	de/det;laat/verb;op/prep;val/verb	4	de/det;heb/verb;laat/verb;op/prep;val/verb	5	laat/verb;val/verb	2	laat/verb;val/verb	2	heb/verb;laat/verb;val/verb	3	de/det;laat/verb;op/prep;val/verb	4	de/det;laat/verb;op/prep;val/verb	4	de/det;heb/verb;laat/verb;op/prep;val/verb	5
blik/noun/parool_19990305_34/39	bied/verb	1	bied/verb	1	bied/verb;dood/noun;jaar/noun	3	bied/verb;de/det;een/det;op/prep;zijn/det	5	bied/verb;de/det;een/det;op/prep;zijn/det	5	bied/verb;de/det;dood/noun;een/det;het/det;jaar/noun;op/prep;van/prep;zijn/det	9	bied/verb	1	bied/verb	1	bied/verb;jaar/noun	2	bied/verb;een/det;op/prep;zijn/det	4	bied/verb;een/det;op/prep;zijn/det	4	bied/verb;een/det;het/det;jaar/noun;op/prep;zijn/det	6
blik/noun/parool_19990220_113/34	knop/noun;ontluik/verb	2	knop/noun;ontluik/verb	2	hoogleraar/noun;knop/noun;lente/noun;ontluik/verb;universiteit/noun	5	de/det;die/pron;knop/noun;onder/prep;ontluik/verb	5	de/det;die/pron;knop/noun;onder/prep;ontluik/verb	5	de/det;die/pron;hoogleraar/noun;in/prep;knop/noun;lente/noun;onder/prep;ontluik/verb;universiteit/noun;van/prep	10	ontluik/verb	1	ontluik/verb	1	lente/noun;ontluik/verb	2	onder/prep;ontluik/verb	2	onder/prep;ontluik/verb	2	lente/noun;onder/prep;ontluik/verb	3
blik/noun/parool_20000401_116/145	verbreed/verb	1	verbreed/verb	1	kandidaat/noun;moet/verb;verbreed/verb;zal/verb	4	de/det;geen/det;verbreed/verb;zijn/det	4	de/det;geen/det;verbreed/verb;zijn/det	4	de/det;geen/det;kandidaat/noun;moet/verb;nu/adv;toch/adv;van/prep;verbreed/verb;zal/verb;zijn/det	10	verbreed/verb	1	verbreed/verb	1	moet/verb;verbreed/verb;zal/verb	3	verbreed/verb;zijn/det	2	verbreed/verb;zijn/det	2	moet/verb;nu/adv;toch/adv;verbreed/verb;zal/verb;zijn/det	6
blik/noun/parool_20010519_120/49	instrumentarium/noun;zeg/verb	2	instrumentarium/noun;zeg/verb	2	instrumentarium/noun;zeg/verb	2	genoeg/adv;instrumentarium/noun;op/prep;zeg/verb	4	genoeg/adv;instrumentarium/noun;op/prep;zeg/verb	4	genoeg/adv;het/det;instrumentarium/noun;op/prep;zeg/verb	5	instrumentarium/noun;zeg/verb	2	instrumentarium/noun;zeg/verb	2	instrumentarium/noun;zeg/verb	2	genoeg/adv;instrumentarium/noun;op/prep;zeg/verb	4	genoeg/adv;instrumentarium/noun;op/prep;zeg/verb	4	genoeg/adv;het/det;instrumentarium/noun;op/prep;zeg/verb	5
blik/noun/parool_20021008_48/217	ander/adj	1	ander/adj	1	ander/adj;heb/verb;zaak/noun	3	ander/adj;de/det;een/det;op/prep	4	ander/adj;de/det;een/det;op/prep	4	ander/adj;de/det;een/det;heb/verb;op/prep;zaak/noun	6	ander/adj	1	ander/adj	1	ander/adj;heb/verb;zaak/noun	3	ander/adj;de/det;een/det;op/prep	4	ander/adj;de/det;een/det;op/prep	4	ander/adj;de/det;een/det;heb/verb;op/prep;zaak/noun	6
blik/noun/algemeen_dagblad_19991202_6/43	bezoeker/noun;nauwkeurig/adj;werp_toe/verb	3	bezoeker/noun;nauwkeurig/adj;werp_toe/verb	3	bezoeker/noun;krijg/verb;meer/adj;nauwkeurig/adj;werp_toe/verb	5	bezoeker/noun;dan/adv;een/det;ieder/det;nauwkeurig/adj;werp_toe/verb	6	bezoeker/noun;dan/adv;een/det;ieder/det;nauwkeurig/adj;werp_toe/verb	6	bezoeker/noun;dan/adv;een/det;ieder/det;krijg/verb;meer/adj;nauwkeurig/adj;werp_toe/verb	8	nauwkeurig/adj;werp_toe/verb	2	nauwkeurig/adj;werp_toe/verb	2	krijg/verb;meer/adj;nauwkeurig/adj;werp_toe/verb	4	dan/adv;een/det;nauwkeurig/adj;werp_toe/verb	4	dan/adv;een/det;nauwkeurig/adj;werp_toe/verb	4	dan/adv;een/det;krijg/verb;meer/adj;nauwkeurig/adj;werp_toe/verb	6
blik/noun/algemeen_dagblad_19990612_187/586	dummy/noun;kort/adj	2	dummy/noun;kort/adj	2	ben/verb;dummy/noun;kort/adj;moet/verb;vind/verb;zal/verb	6	dummy/noun;een/det;kort/adj;op/prep	4	dummy/noun;een/det;kort/adj;op/prep	4	ben/verb;dummy/noun;een/det;het/det;kort/adj;moet/verb;na/prep;op/prep;vind/verb;zal/verb	10	dummy/noun;kort/adj	2	dummy/noun;kort/adj	2	dummy/noun;kort/adj;zal/verb	3	dummy/noun;een/det;kort/adj;op/prep	4	dummy/noun;een/det;kort/adj;op/prep	4	dummy/noun;een/det;het/det;kort/adj;na/prep;op/prep;zal/verb	7
blik/noun/algemeen_dagblad_20000523_133/175	scherm/noun;vele/adj;zeg/verb	3	scherm/noun;vele/adj;zeg/verb	3	scherm/noun;vele/adj;zeg/verb	3	de/det;een/det;hij/pron;op/prep;scherm/noun;vele/adj;zeg/verb;één/pron	8	de/det;een/det;hij/pron;op/prep;scherm/noun;vele/adj;zeg/verb;één/pron	8	de/det;een/det;hij/pron;na/prep;op/prep;scherm/noun;van/prep;vele/adj;zeg/verb;één/pron	10	vele/adj	1	vele/adj	1	vele/adj	1	de/det;een/det;op/prep;vele/adj;één/pron	5	de/det;een/det;op/prep;vele/adj;één/pron	5	de/det;een/det;na/prep;op/prep;van/prep;vele/adj;één/pron	7
blik/noun/algemeen_dagblad_20010208_116/425	fris/adj;kwaad/noun	2	fris/adj;kwaad/noun	2	fris/adj;kan/verb;kwaad/noun	3	buitenaf/adv;een/det;fris/adj;geen/det;kwaad/noun	5	buitenaf/adv;een/det;fris/adj;geen/det;kwaad/noun	5	buitenaf/adv;een/det;fris/adj;geen/det;kan/verb;kwaad/noun;van/prep	7	fris/adj;kwaad/noun	2	fris/adj;kwaad/noun	2	fris/adj;kan/verb;kwaad/noun	3	buitenaf/adv;een/det;fris/adj;geen/det;kwaad/noun	5	buitenaf/adv;een/det;fris/adj;geen/det;kwaad/noun	5	buitenaf/adv;een/det;fris/adj;geen/det;kan/verb;kwaad/noun;van/prep	7
blik/noun/algemeen_dagblad_20000722_94/167	geschild/adj;gram/noun;peper/noun;thee_lepel/noun;vers/adj;versgemalen/adj;zout/noun;zwart/adj	8	geschild/adj;gram/noun;peper/noun;thee_lepel/noun;vers/adj;versgemalen/adj;zout/noun;zwart/adj	8	geschild/adj;gram/noun;peper/noun;thee_lepel/noun;vers/adj;versgemalen/adj;zout/noun;zwart/adj	8	geschild/adj;gram/noun;peper/noun;thee_lepel/noun;uit/prep;vers/adj;versgemalen/adj;zout/noun;zwart/adj	9	geschild/adj;gram/noun;peper/noun;thee_lepel/noun;uit/prep;vers/adj;versgemalen/adj;zout/noun;zwart/adj	9	geschild/adj;gram/noun;peper/noun;thee_lepel/noun;uit/prep;vers/adj;versgemalen/adj;zout/noun;zwart/adj	9	gram/noun;zout/noun	2	gram/noun;zout/noun	2	gram/noun;zout/noun	2	gram/noun;uit/prep;zout/noun	3	gram/noun;uit/prep;zout/noun	3	gram/noun;uit/prep;zout/noun	3
blik/noun/algemeen_dagblad_20030804_09/149	richt/verb;vestig/verb	2	richt/verb;vestig/verb	2	2001/noun;groep/noun;heb/verb;richt/verb;vestig/verb	5	de/det;op/prep;richt/verb;vestig/verb;zich/pron	5	de/det;op/prep;richt/verb;vestig/verb;zich/pron	5	2001/noun;de/det;er/adv;groep/noun;heb/verb;na/prep;op/prep;richt/verb;vestig/verb;zich/pron	10	richt/verb	1	richt/verb	1	2001/noun;heb/verb;richt/verb	3	de/det;op/prep;richt/verb	3	de/det;op/prep;richt/verb	3	2001/noun;de/det;heb/verb;op/prep;richt/verb	5
blik/noun/algemeen_dagblad_19990703_62/2583	mild/adj	1	mild/adj	1	mild/adj;word/verb	2	mild/adj;zijn/det	2	mild/adj;zijn/det	2	mild/adj;word/verb;zijn/det	3	mild/adj	1	mild/adj	1	mild/adj;word/verb	2	mild/adj;zijn/det	2	mild/adj;zijn/det	2	mild/adj;word/verb;zijn/det	3
blik/noun/algemeen_dagblad_20001125_27/279	oog/noun;triomfantelijk/adj;zeg/verb;zie/verb	4	oog/noun;triomfantelijk/adj;zeg/verb;zie/verb	4	oog/noun;triomfantelijk/adj;zeg/verb;zie/verb	4	de/det;je/pron;oog/noun;triomfantelijk/adj;zeg/verb;zie/verb	6	de/det;je/pron;oog/noun;triomfantelijk/adj;zeg/verb;zie/verb	6	de/det;in/prep;je/pron;oog/noun;triomfantelijk/adj;wel/adv;zeg/verb;zie/verb	8	oog/noun;triomfantelijk/adj;zeg/verb	3	oog/noun;triomfantelijk/adj;zeg/verb	3	oog/noun;triomfantelijk/adj;zeg/verb	3	de/det;oog/noun;triomfantelijk/adj;zeg/verb	4	de/det;oog/noun;triomfantelijk/adj;zeg/verb	4	de/det;in/prep;oog/noun;triomfantelijk/adj;zeg/verb	5
blik/noun/algemeen_dagblad_20000624_124/38	bied/verb;ontwikkeling/noun;retrospectief/noun;spannend/adj	4	bied/verb;ontwikkeling/noun;retrospectief/noun;spannend/adj	4	bied/verb;eerder/adj;nieuw/adj;ontwikkeling/noun;retrospectief/noun;spannend/adj	6	bied/verb;een/det;ontwikkeling/noun;op/prep;retrospectief/noun;spannend/adj	6	bied/verb;een/det;ontwikkeling/noun;op/prep;retrospectief/noun;spannend/adj	6	bied/verb;een/det;eerder/adj;het/det;nieuw/adj;ontwikkeling/noun;op/prep;retrospectief/noun;spannend/adj	9	ontwikkeling/noun;retrospectief/noun;spannend/adj	3	ontwikkeling/noun;retrospectief/noun;spannend/adj	3	nieuw/adj;ontwikkeling/noun;retrospectief/noun;spannend/adj	4	een/det;ontwikkeling/noun;op/prep;retrospectief/noun;spannend/adj	5	een/det;ontwikkeling/noun;op/prep;retrospectief/noun;spannend/adj	5	een/det;nieuw/adj;ontwikkeling/noun;op/prep;retrospectief/noun;spannend/adj	6
blik/noun/algemeen_dagblad_20010519_92/1046	bied/verb	1	bied/verb	1	bevolking/noun;bied/verb;doorsnede/noun;goed/adj	4	bied/verb;de/det;een/det	3	bied/verb;de/det;een/det	3	bevolking/noun;bied/verb;de/det;doorsnede/noun;een/det;goed/adj;in/prep;van/prep	8	bied/verb	1	bied/verb	1	bied/verb	1	bied/verb;een/det	2	bied/verb;een/det	2	bied/verb;een/det;in/prep	3
blik/noun/algemeen_dagblad_20030408_47/92	verruim/verb	1	verruim/verb	1	ben/verb;laat/adj;tijd/noun;verruim/verb;voetballer/noun	5	de/det;mijn/det;op/prep;verruim/verb	4	de/det;mijn/det;op/prep;verruim/verb	4	ben/verb;de/det;laat/adj;mijn/det;op/prep;tijd/noun;verruim/verb;voetballer/noun	8	verruim/verb	1	verruim/verb	1	ben/verb;verruim/verb;voetballer/noun	3	de/det;mijn/det;op/prep;verruim/verb	4	de/det;mijn/det;op/prep;verruim/verb	4	ben/verb;de/det;mijn/det;op/prep;verruim/verb;voetballer/noun	6
blik/noun/algemeen_dagblad_20010602_16/299	sfeer/noun;werp/verb	2	sfeer/noun;werp/verb	2	sfeer/noun;werp/verb;zoek/adj	3	de/det;een/det;naar/prep;op/prep;sfeer/noun;werp/verb	6	de/det;een/det;naar/prep;op/prep;sfeer/noun;werp/verb	6	de/det;een/det;het/det;naar/prep;op/prep;sfeer/noun;van/prep;werp/verb;zoek/adj	9	werp/verb	1	werp/verb	1	werp/verb	1	de/det;een/det;op/prep;werp/verb	4	de/det;een/det;op/prep;werp/verb	4	de/det;een/det;op/prep;werp/verb	4
blik/noun/algemeen_dagblad_20011023_80/436	hecht/verb;kijk_heen/verb;traag/adj	3	hecht/verb;kijk_heen/verb;traag/adj	3	burger/noun;hecht/verb;kijk_heen/verb;traag/adj	4	hecht/verb;heen/part;hij/pron;kijk_heen/verb;traag/adj;zich/pron;zijn/det	7	hecht/verb;heen/part;hij/pron;kijk_heen/verb;traag/adj;zich/pron;zijn/det	7	aan/prep;burger/noun;hecht/verb;heen/part;hij/pron;kijk_heen/verb;om/prep;traag/adj;zich/pron;zijn/det	10	hecht/verb	1	hecht/verb	1	hecht/verb	1	hecht/verb;heen/part;zich/pron;zijn/det	4	hecht/verb;heen/part;zich/pron;zijn/det	4	aan/prep;hecht/verb;heen/part;om/prep;zich/pron;zijn/det	6
blik/noun/algemeen_dagblad_20000503_146/8	moeder_dag/noun;richt/verb;show/noun	3	moeder_dag/noun;richt/verb;show/noun	3	14/noun;mei/noun;moeder_dag/noun;richt/verb;show/noun	5	de/det;gelegenheid/prep;moeder_dag/noun;op/prep;richt/verb;show/noun;zo/adv	7	de/det;gelegenheid/prep;moeder_dag/noun;op/prep;richt/verb;show/noun;zo/adv	7	14/noun;de/det;gelegenheid/prep;mei/noun;moeder_dag/noun;op/prep;richt/verb;show/noun;ter/prep;van/prep;zo/adv	11	moeder_dag/noun;richt/verb;show/noun	3	moeder_dag/noun;richt/verb;show/noun	3	moeder_dag/noun;richt/verb;show/noun	3	de/det;gelegenheid/prep;moeder_dag/noun;richt/verb;show/noun;zo/adv	6	de/det;gelegenheid/prep;moeder_dag/noun;richt/verb;show/noun;zo/adv	6	de/det;gelegenheid/prep;moeder_dag/noun;richt/verb;show/noun;ter/prep;van/prep;zo/adv	8
blik/noun/algemeen_dagblad_20000726_1/619	beklim/verb;heuvel/noun;neergestort/adj	3	beklim/verb;heuvel/noun;neergestort/adj	3	beklim/verb;goed/adj;heuvel/noun;krijg/verb;neergestort/adj;verspreid/verb;vliegtuig/noun	7	beklim/verb;daarna/adv;een/det;heuvel/noun;neergestort/adj;op/prep;zich/pron	7	beklim/verb;daarna/adv;een/det;heuvel/noun;neergestort/adj;op/prep;zich/pron	7	beklim/verb;daarna/adv;een/det;goed/adj;het/det;heuvel/noun;krijg/verb;neergestort/adj;op/prep;verspreid/verb;vliegtuig/noun;zich/pron	12	neergestort/adj	1	neergestort/adj	1	goed/adj;neergestort/adj;vliegtuig/noun	3	daarna/adv;een/det;neergestort/adj;op/prep;zich/pron	5	daarna/adv;een/det;neergestort/adj;op/prep;zich/pron	5	daarna/adv;een/det;goed/adj;het/det;neergestort/adj;op/prep;vliegtuig/noun;zich/pron	8
blik/noun/algemeen_dagblad_20011208_180/1564	diepte/noun;gaap/adj;kliffen/noun;werp/verb	4	diepte/noun;gaap/adj;kliffen/noun;werp/verb	4	diepte/noun;gaap/adj;kan/verb;kliffen/noun;werp/verb	5	de/det;diepte/noun;een/det;gaap/adj;je/pron;kliffen/noun;langs/prep;overal/adv;werp/verb	9	de/det;diepte/noun;een/det;gaap/adj;je/pron;kliffen/noun;langs/prep;overal/adv;werp/verb	9	de/det;diepte/noun;een/det;gaap/adj;in/prep;je/pron;kan/verb;kliffen/noun;langs/prep;overal/adv;werp/verb	11	diepte/noun;gaap/adj;werp/verb	3	diepte/noun;gaap/adj;werp/verb	3	diepte/noun;gaap/adj;kan/verb;werp/verb	4	diepte/noun;een/det;gaap/adj;je/pron;overal/adv;werp/verb	6	diepte/noun;een/det;gaap/adj;je/pron;overal/adv;werp/verb	6	diepte/noun;een/det;gaap/adj;in/prep;je/pron;kan/verb;overal/adv;werp/verb	8
blik/noun/algemeen_dagblad_19990422_164/300	stof/noun;veeg/verb	2	stof/noun;veeg/verb	2	kan/verb;prijs/noun;stof/noun;veeg/verb;vervanger/noun;word/verb	6	elkaar/pron;met/prep;stof/noun;veeg/verb	4	elkaar/pron;met/prep;stof/noun;veeg/verb	4	bij/prep;deze/det;elkaar/pron;kan/verb;met/prep;prijs/noun;stof/noun;van/prep;veeg/verb;vervanger/noun;word/verb	11		0		0	kan/verb;prijs/noun;vervanger/noun	3		0		0	deze/det;kan/verb;prijs/noun;van/prep;vervanger/noun	5
blik/noun/algemeen_dagblad_20020118_123/554	cultiveer/verb;toekomst/noun	2	cultiveer/verb;toekomst/noun	2	breng/verb;cultiveer/verb;toekomst/noun;wil/verb	4	cultiveer/verb;de/det;een/det;ik/pron;met/prep;naar/prep;toekomst/noun;voren/adv	8	cultiveer/verb;de/det;een/det;ik/pron;met/prep;naar/prep;toekomst/noun;voren/adv	8	breng/verb;cultiveer/verb;de/det;een/det;ik/pron;met/prep;naar/prep;toekomst/noun;voren/adv;wil/verb	10	cultiveer/verb;toekomst/noun	2	cultiveer/verb;toekomst/noun	2	cultiveer/verb;toekomst/noun	2	cultiveer/verb;de/det;een/det;met/prep;naar/prep;toekomst/noun	6	cultiveer/verb;de/det;een/det;met/prep;naar/prep;toekomst/noun	6	cultiveer/verb;de/det;een/det;met/prep;naar/prep;toekomst/noun	6
blik/noun/algemeen_dagblad_20020706_112/517	diep/adj;fel/adj;haal_adem/verb;handgebaar/noun;probeer/verb;woord/noun	6	diep/adj;fel/adj;haal_adem/verb;handgebaar/noun;probeer/verb;woord/noun	6	diep/adj;fel/adj;haal_adem/verb;handgebaar/noun;probeer/verb;woord/noun;word/verb	7	adem/part;diep/adj;fel/adj;haal_adem/verb;handgebaar/noun;hij/pron;met/prep;probeer/verb;woord/noun;zijn/det	10	adem/part;diep/adj;fel/adj;haal_adem/verb;handgebaar/noun;hij/pron;met/prep;probeer/verb;woord/noun;zijn/det	10	adem/part;diep/adj;fel/adj;haal_adem/verb;handgebaar/noun;hij/pron;meer/det;met/prep;probeer/verb;woord/noun;word/verb;zijn/det	12	diep/adj;fel/adj;haal_adem/verb;handgebaar/noun	4	diep/adj;fel/adj;haal_adem/verb;handgebaar/noun	4	diep/adj;fel/adj;haal_adem/verb;handgebaar/noun;word/verb	5	adem/part;diep/adj;fel/adj;haal_adem/verb;handgebaar/noun;met/prep	6	adem/part;diep/adj;fel/adj;haal_adem/verb;handgebaar/noun;met/prep	6	adem/part;diep/adj;fel/adj;haal_adem/verb;handgebaar/noun;met/prep;word/verb	7
blik/noun/algemeen_dagblad_20010220_129/330	eenzijdig/adj	1	eenzijdig/adj	1	eenzijdig/adj;jaar/noun;lig/verb;vermeend/adj;vuur/noun	5	de/det;eenzijdig/adj;hun/det;onder/prep;op/prep	5	de/det;eenzijdig/adj;hun/det;onder/prep;op/prep	5	al/adv;de/det;eenzijdig/adj;hun/det;jaar/noun;lig/verb;onder/prep;op/prep;van/prep;vermeend/adj;vuur/noun;wegens/prep	12	eenzijdig/adj	1	eenzijdig/adj	1	eenzijdig/adj;vermeend/adj;vuur/noun	3	de/det;eenzijdig/adj;hun/det;op/prep	4	de/det;eenzijdig/adj;hun/det;op/prep	4	de/det;eenzijdig/adj;hun/det;op/prep;van/prep;vermeend/adj;vuur/noun;wegens/prep	8
blik/noun/algemeen_dagblad_20001219_34/803	moeder/noun;verontschuldig/adj;zeg/verb	3	moeder/noun;verontschuldig/adj;zeg/verb	3	moeder/noun;school/noun;verontschuldig/adj;zeg/verb	4	een/det;met/prep;moeder/noun;naar/prep;verontschuldig/adj;zeg/verb;zijn/det	7	een/det;met/prep;moeder/noun;naar/prep;verontschuldig/adj;zeg/verb;zijn/det	7	een/det;met/prep;moeder/noun;naar/prep;school/noun;verontschuldig/adj;zeg/verb;zijn/det	8	moeder/noun;verontschuldig/adj	2	moeder/noun;verontschuldig/adj	2	moeder/noun;verontschuldig/adj	2	een/det;met/prep;moeder/noun;verontschuldig/adj;zijn/det	5	een/det;met/prep;moeder/noun;verontschuldig/adj;zijn/det	5	een/det;met/prep;moeder/noun;verontschuldig/adj;zijn/det	5
blik/noun/algemeen_dagblad_19990624_156/196	laboratorium/noun;raad_aan/verb;richt/verb;spreek/verb	4	laboratorium/noun;raad_aan/verb;richt/verb;spreek/verb	4	laboratorium/noun;raad_aan/verb;richt/verb;spreek/verb;staatssecretaris/noun	5	de/det;die/pron;laboratorium/noun;op/prep;raad_aan/verb;richt/verb;spreek/verb	7	de/det;die/pron;laboratorium/noun;op/prep;raad_aan/verb;richt/verb;spreek/verb	7	de/det;die/pron;laboratorium/noun;op/prep;raad_aan/verb;richt/verb;spreek/verb;staatssecretaris/noun;van/prep	9	raad_aan/verb;richt/verb	2	raad_aan/verb;richt/verb	2	raad_aan/verb;richt/verb;staatssecretaris/noun	3	de/det;die/pron;op/prep;raad_aan/verb;richt/verb	5	de/det;die/pron;op/prep;raad_aan/verb;richt/verb	5	de/det;die/pron;op/prep;raad_aan/verb;richt/verb;staatssecretaris/noun	6
blik/noun/algemeen_dagblad_20020923_87/368	bezem/noun;maat/noun	2	bezem/noun;maat/noun	2	bezem/noun;maat/noun;slof/noun	3	bezem/noun;een/det;maat/noun	3	bezem/noun;een/det;maat/noun	3	alle/det;bezem/noun;een/det;maat/noun;slof/noun	5	bezem/noun	1	bezem/noun	1	bezem/noun;slof/noun	2	bezem/noun;een/det	2	bezem/noun;een/det	2	bezem/noun;een/det;slof/noun	3
blik/noun/algemeen_dagblad_20011005_100/51	werp/verb	1	werp/verb	1	diagnose/noun;werp/verb	2	de/det;een/det;op/prep;werp/verb	4	de/det;een/det;op/prep;werp/verb	4	de/det;diagnose/noun;een/det;op/prep;werp/verb	5	werp/verb	1	werp/verb	1	diagnose/noun;werp/verb	2	de/det;een/det;op/prep;werp/verb	4	de/det;een/det;op/prep;werp/verb	4	de/det;diagnose/noun;een/det;op/prep;werp/verb	5
blik/noun/algemeen_dagblad_20000512_74/1129	bang/adj;keur_af/adj;kleding_zaak/noun;postorder_bedrijf/noun	4	bang/adj;keur_af/adj;kleding_zaak/noun;postorder_bedrijf/noun	4	bang/adj;ben/verb;gewoon/adj;keur_af/adj;kleding_zaak/noun;postorder_bedrijf/noun	6	bang/adj;de/det;een/det;keur_af/adj;kleding_zaak/noun;postorder_bedrijf/noun;ze/pron	7	bang/adj;de/det;een/det;keur_af/adj;kleding_zaak/noun;postorder_bedrijf/noun;ze/pron	7	bang/adj;ben/verb;de/det;een/det;gewoon/adj;in/prep;keur_af/adj;kleding_zaak/noun;postorder_bedrijf/noun;voor/prep;ze/pron	11	bang/adj;keur_af/adj;kleding_zaak/noun	3	bang/adj;keur_af/adj;kleding_zaak/noun	3	bang/adj;ben/verb;gewoon/adj;keur_af/adj;kleding_zaak/noun	5	bang/adj;de/det;een/det;keur_af/adj;kleding_zaak/noun	5	bang/adj;de/det;een/det;keur_af/adj;kleding_zaak/noun	5	bang/adj;ben/verb;de/det;een/det;gewoon/adj;in/prep;keur_af/adj;kleding_zaak/noun;voor/prep	9
blik/noun/algemeen_dagblad_20010119_151/458	erwt_soep/noun;worst/noun	2	erwt_soep/noun;worst/noun	2	erwt_soep/noun;keer/noun;miljoen/noun;normaal/adj;verkoop/noun;worst/noun	6	de/det;erwt_soep/noun;worst/noun	3	de/det;erwt_soep/noun;worst/noun	3	de/det;erwt_soep/noun;keer/noun;miljoen/noun;normaal/adj;ongeveer/adv;over/prep;van/prep;verkoop/noun;worst/noun;zoveel/adv	11	erwt_soep/noun;worst/noun	2	erwt_soep/noun;worst/noun	2	erwt_soep/noun;keer/noun;miljoen/noun;worst/noun	4	erwt_soep/noun;worst/noun	2	erwt_soep/noun;worst/noun	2	erwt_soep/noun;keer/noun;miljoen/noun;worst/noun;zoveel/adv	5
blik/noun/algemeen_dagblad_20040529_117/317	gauw/adj;richt/verb;veld/noun	3	gauw/adj;richt/verb;veld/noun	3	gauw/adj;richt/verb;veld/noun	3	de/det;gauw/adj;hun/det;op/prep;richt/verb;veld/noun;zich/pron	7	de/det;gauw/adj;hun/det;op/prep;richt/verb;veld/noun;zich/pron	7	al/adv;de/det;gauw/adj;het/det;hun/det;op/prep;richt/verb;van/prep;veld/noun;zich/pron	10	gauw/adj;richt/verb;veld/noun	3	gauw/adj;richt/verb;veld/noun	3	gauw/adj;richt/verb;veld/noun	3	gauw/adj;hun/det;op/prep;richt/verb;veld/noun;zich/pron	6	gauw/adj;hun/det;op/prep;richt/verb;veld/noun;zich/pron	6	al/adv;gauw/adj;het/det;hun/det;op/prep;richt/verb;van/prep;veld/noun;zich/pron	9
blik/noun/algemeen_dagblad_20020302_167/122	achteloos/adj;schipper/noun;werp/verb;zeg/verb	4	achteloos/adj;schipper/noun;werp/verb;zeg/verb	4	achteloos/adj;schipper/noun;werp/verb;zeg/verb	4	achteloos/adj;altijd/adv;die/det;een/det;haast/adv;schipper/noun;werp/verb;zeg/verb	8	achteloos/adj;altijd/adv;die/det;een/det;haast/adv;schipper/noun;werp/verb;zeg/verb	8	achteloos/adj;altijd/adv;die/det;een/det;haast/adv;over/prep;schipper/noun;werp/verb;zeg/verb	9	achteloos/adj;schipper/noun;werp/verb;zeg/verb	4	achteloos/adj;schipper/noun;werp/verb;zeg/verb	4	achteloos/adj;schipper/noun;werp/verb;zeg/verb	4	achteloos/adj;een/det;schipper/noun;werp/verb;zeg/verb	5	achteloos/adj;een/det;schipper/noun;werp/verb;zeg/verb	5	achteloos/adj;een/det;over/prep;schipper/noun;werp/verb;zeg/verb	6
