_id	_cws.blik.foc10.nav.ppmi_weight.bound	_count.blik.foc10.nav.ppmi_weight.bound	_cws.blik.foc10.nav.ppmi_sel.bound	_count.blik.foc10.nav.ppmi_sel.bound	_cws.blik.foc10.nav.no_ppmi.bound	_count.blik.foc10.nav.no_ppmi.bound	_cws.blik.foc10.all.ppmi_weight.bound	_count.blik.foc10.all.ppmi_weight.bound	_cws.blik.foc10.all.ppmi_sel.bound	_count.blik.foc10.all.ppmi_sel.bound	_cws.blik.foc10.all.no_ppmi.bound	_count.blik.foc10.all.no_ppmi.bound	_cws.blik.foc5.nav.ppmi_weight.bound	_count.blik.foc5.nav.ppmi_weight.bound	_cws.blik.foc5.nav.ppmi_sel.bound	_count.blik.foc5.nav.ppmi_sel.bound	_cws.blik.foc5.nav.no_ppmi.bound	_count.blik.foc5.nav.no_ppmi.bound	_cws.blik.foc5.all.ppmi_weight.bound	_count.blik.foc5.all.ppmi_weight.bound	_cws.blik.foc5.all.ppmi_sel.bound	_count.blik.foc5.all.ppmi_sel.bound	_cws.blik.foc5.all.no_ppmi.bound	_count.blik.foc5.all.no_ppmi.bound
blik/noun/volkskrant_20011110_189/12	bed/noun;onderzoek/adj	2	bed/noun;onderzoek/adj	2	bed/noun;onderzoek/adj	2	bed/noun;boven/prep;je/det;onderzoek/adj	4	bed/noun;boven/prep;je/det;onderzoek/adj	4	bed/noun;boven/prep;je/det;onderzoek/adj	4	bed/noun;onderzoek/adj	2	bed/noun;onderzoek/adj	2	bed/noun;onderzoek/adj	2	bed/noun;boven/prep;je/det;onderzoek/adj	4	bed/noun;boven/prep;je/det;onderzoek/adj	4	bed/noun;boven/prep;je/det;onderzoek/adj	4
blik/noun/volkskrant_20000519_72/477	nauw/adj;oorlog_film/noun;verliezer/noun	3	nauw/adj;oorlog_film/noun;verliezer/noun	3	er/noun;maak/verb;nauw/adj;oorlog_film/noun;verliezer/noun;winnaar/noun	6	die/det;een/det;nauw/adj;oorlog_film/noun;verliezer/noun	5	die/det;een/det;nauw/adj;oorlog_film/noun;verliezer/noun	5	die/det;een/det;er/noun;maak/verb;nauw/adj;oorlog_film/noun;tot/prep;verliezer/noun;winnaar/noun	9	nauw/adj;oorlog_film/noun	2	nauw/adj;oorlog_film/noun	2	maak/verb;nauw/adj;oorlog_film/noun	3	die/det;een/det;nauw/adj;oorlog_film/noun	4	die/det;een/det;nauw/adj;oorlog_film/noun	4	die/det;een/det;maak/verb;nauw/adj;oorlog_film/noun;tot/prep	6
blik/noun/volkskrant_20010104_112/1439	bosrand/noun;werp_uit/verb	2	bosrand/noun;werp_uit/verb	2	bosrand/noun;piek/verb;stad/noun;werp_uit/verb	4	bosrand/noun;boven/prep;de/det;die/pron;een/det;werp_uit/verb	6	bosrand/noun;boven/prep;de/det;die/pron;een/det;werp_uit/verb	6	bosrand/noun;boven/prep;de/det;die/pron;een/det;over/prep;piek/verb;stad/noun;uit/part;werp_uit/verb	10	werp_uit/verb	1	werp_uit/verb	1	piek/verb;stad/noun;werp_uit/verb	3	die/pron;een/det;werp_uit/verb	3	die/pron;een/det;werp_uit/verb	3	die/pron;een/det;over/prep;piek/verb;stad/noun;werp_uit/verb	6
blik/noun/volkskrant_20010127_6/1032	belachelijk/adj;guitig/adj	2	belachelijk/adj;guitig/adj	2	belachelijk/adj;ben/verb;groot/adj;guitig/adj;het/noun;natuurlijk/adj	6	belachelijk/adj;guitig/adj;met/prep;zo/adv	4	belachelijk/adj;guitig/adj;met/prep;zo/adv	4	belachelijk/adj;ben/verb;groot/adj;guitig/adj;het/noun;met/prep;natuurlijk/adj;wij/pron;zo/adv	9	guitig/adj	1	guitig/adj	1	ben/verb;guitig/adj;het/noun;natuurlijk/adj	4	guitig/adj;met/prep	2	guitig/adj;met/prep	2	ben/verb;guitig/adj;het/noun;met/prep;natuurlijk/adj	5
blik/noun/volkskrant_19990417_82/478	niet_westers/adj;ver/adj	2	niet_westers/adj;ver/adj	2	kom/verb;niet_westers/adj;veel/adj;ver/adj	4	dan/adv;een/det;je/pron;met/prep;niet_westers/adj;ver/adj	6	dan/adv;een/det;je/pron;met/prep;niet_westers/adj;ver/adj	6	dan/adv;een/det;je/pron;kom/verb;met/prep;niet_westers/adj;veel/adj;ver/adj	8	niet_westers/adj	1	niet_westers/adj	1	kom/verb;niet_westers/adj;veel/adj	3	dan/adv;een/det;je/pron;met/prep;niet_westers/adj	5	dan/adv;een/det;je/pron;met/prep;niet_westers/adj	5	dan/adv;een/det;je/pron;kom/verb;met/prep;niet_westers/adj;veel/adj	7
blik/noun/volkskrant_20010309_37/151	afval/noun;bezaai/verb;glas/noun;oever/noun;schoen/noun	5	afval/noun;bezaai/verb;glas/noun;oever/noun;schoen/noun	5	afval/noun;bezaai/verb;glas/noun;houd_aan/verb;lig/verb;oever/noun;schoen/noun	7	aan/part;afval/noun;bezaai/verb;de/det;glas/noun;met/prep;oever/noun;schoen/noun;zijn/det	9	aan/part;afval/noun;bezaai/verb;de/det;glas/noun;met/prep;oever/noun;schoen/noun;zijn/det	9	aan/part;afval/noun;bezaai/verb;de/det;glas/noun;houd_aan/verb;lig/verb;met/prep;oever/noun;schoen/noun;zijn/det	11	afval/noun;bezaai/verb;glas/noun	3	afval/noun;bezaai/verb;glas/noun	3	afval/noun;bezaai/verb;glas/noun;lig/verb	4	afval/noun;bezaai/verb;glas/noun;met/prep	4	afval/noun;bezaai/verb;glas/noun;met/prep	4	afval/noun;bezaai/verb;glas/noun;lig/verb;met/prep	5
blik/noun/volkskrant_19990716_43/424	beladen/adj;dadel/noun;volg/verb	3	beladen/adj;dadel/noun;volg/verb	3	beladen/adj;dadel/noun;volg/verb;zwaar/adj	4	beladen/adj;dadel/noun;de/det;die/pron;een/det;met/prep;veel/adv;volg/verb;zijn/det	9	beladen/adj;dadel/noun;de/det;die/pron;een/det;met/prep;veel/adv;volg/verb;zijn/det	9	beladen/adj;dadel/noun;de/det;die/pron;een/det;met/prep;te/adv;veel/adv;volg/verb;zijn/det;zwaar/adj	11	volg/verb	1	volg/verb	1	volg/verb;zwaar/adj	2	een/det;met/prep;veel/adv;volg/verb	4	een/det;met/prep;veel/adv;volg/verb	4	een/det;met/prep;te/adv;veel/adv;volg/verb;zwaar/adj	6
blik/noun/volkskrant_19990820_27/51	heer/noun;roman/noun;werp/verb	3	heer/noun;roman/noun;werp/verb	3	heb/verb;heer/noun;katholiek/adj;roman/noun;werp/verb	5	de/det;een/det;heer/noun;roman/noun;werp/verb	5	de/det;een/det;heer/noun;roman/noun;werp/verb	5	de/det;deze/det;een/det;heb/verb;heer/noun;in/prep;katholiek/adj;ook/adv;roman/noun;van/prep;werp/verb	11	heer/noun;roman/noun;werp/verb	3	heer/noun;roman/noun;werp/verb	3	heer/noun;katholiek/adj;roman/noun;werp/verb	4	de/det;een/det;heer/noun;roman/noun;werp/verb	5	de/det;een/det;heer/noun;roman/noun;werp/verb	5	de/det;deze/det;een/det;heer/noun;in/prep;katholiek/adj;ook/adv;roman/noun;werp/verb	9
blik/noun/volkskrant_19990203_93/14	Rotterdams/adj;bekijk/verb;denk/verb;onwillekeurig/adj;snel/adj;tentoonstelling/noun;werp/verb	7	Rotterdams/adj;bekijk/verb;denk/verb;onwillekeurig/adj;snel/adj;tentoonstelling/noun;werp/verb	7	Rotterdams/adj;bekijk/verb;ben/verb;denk/verb;onwillekeurig/adj;snel/adj;tentoonstelling/noun;werp/verb	8	Rotterdams/adj;bekijk/verb;de/det;denk/verb;een/det;je/pron;onwillekeurig/adj;op/prep;snel/adj;tentoonstelling/noun;werp/verb	11	Rotterdams/adj;bekijk/verb;de/det;denk/verb;een/det;je/pron;onwillekeurig/adj;op/prep;snel/adj;tentoonstelling/noun;werp/verb	11	Rotterdams/adj;bekijk/verb;ben/verb;de/det;denk/verb;een/det;het/det;in/prep;je/pron;onwillekeurig/adj;op/prep;snel/adj;tentoonstelling/noun;werp/verb	14	onwillekeurig/adj;tentoonstelling/noun;werp/verb	3	onwillekeurig/adj;tentoonstelling/noun;werp/verb	3	onwillekeurig/adj;tentoonstelling/noun;werp/verb	3	de/det;een/det;je/pron;onwillekeurig/adj;op/prep;tentoonstelling/noun;werp/verb	7	de/det;een/det;je/pron;onwillekeurig/adj;op/prep;tentoonstelling/noun;werp/verb	7	de/det;een/det;je/pron;onwillekeurig/adj;op/prep;tentoonstelling/noun;werp/verb	7
blik/noun/volkskrant_20020920_131/203		0		0	ben/verb;goed/adj	2	genoeg/adv;je/pron;mijn/det	3	genoeg/adv;je/pron;mijn/det	3	ben/verb;genoeg/adv;goed/adj;je/pron;mijn/det;niet/adv;voor/prep	7		0		0	ben/verb;goed/adj	2	genoeg/adv;je/pron;mijn/det	3	genoeg/adv;je/pron;mijn/det	3	ben/verb;genoeg/adv;goed/adj;je/pron;mijn/det;niet/adv;voor/prep	7
blik/noun/volkskrant_20020119_157/995	koel/adj;onmiddellijk/adj;pragmaticus/noun;zwart/noun	4	koel/adj;onmiddellijk/adj;pragmaticus/noun;zwart/noun	4	heb/verb;koel/adj;onmiddellijk/adj;pragmaticus/noun;stel_vast/verb;win/verb;zal/verb;zwart/noun	8	een/det;koel/adj;met/prep;onmiddellijk/adj;pragmaticus/noun;zwart/noun	6	een/det;koel/adj;met/prep;onmiddellijk/adj;pragmaticus/noun;zwart/noun	6	een/det;heb/verb;koel/adj;met/prep;onmiddellijk/adj;pragmaticus/noun;stel_vast/verb;win/verb;zal/verb;zwart/noun	10	koel/adj;onmiddellijk/adj;pragmaticus/noun;zwart/noun	4	koel/adj;onmiddellijk/adj;pragmaticus/noun;zwart/noun	4	heb/verb;koel/adj;onmiddellijk/adj;pragmaticus/noun;stel_vast/verb;zal/verb;zwart/noun	7	een/det;koel/adj;onmiddellijk/adj;pragmaticus/noun;zwart/noun	5	een/det;koel/adj;onmiddellijk/adj;pragmaticus/noun;zwart/noun	5	een/det;heb/verb;koel/adj;onmiddellijk/adj;pragmaticus/noun;stel_vast/verb;zal/verb;zwart/noun	8
blik/noun/volkskrant_19990709_150/954	altaar/noun;kerkganger/noun;rust/verb	3	altaar/noun;kerkganger/noun;rust/verb	3	altaar/noun;geld/verb;kerkganger/noun;rust/verb	4	altaar/noun;de/det;hij/pron;kerkganger/noun;rust/verb;waar/adv;zijn/det	7	altaar/noun;de/det;hij/pron;kerkganger/noun;rust/verb;waar/adv;zijn/det	7	altaar/noun;de/det;geld/verb;het/det;hij/pron;kerkganger/noun;niet/adv;rust/verb;van/prep;waar/adv;zijn/det	11	kerkganger/noun	1	kerkganger/noun	1	kerkganger/noun	1	de/det;kerkganger/noun;zijn/det	3	de/det;kerkganger/noun;zijn/det	3	de/det;het/det;kerkganger/noun;niet/adv;van/prep;zijn/det	6
blik/noun/volkskrant_20001107_44/151	iemand/noun;sereen/adj;traan/noun	3	iemand/noun;sereen/adj;traan/noun	3	iemand/noun;sereen/adj;traan/noun;weet/verb	4	bijna/adv;de/det;die/pron;iemand/noun;met/prep;onder/prep;sereen/adj;traan/noun	8	bijna/adv;de/det;die/pron;iemand/noun;met/prep;onder/prep;sereen/adj;traan/noun	8	bijna/adv;de/det;die/pron;het/det;iemand/noun;in/prep;met/prep;onder/prep;sereen/adj;traan/noun;van/prep;weet/verb	12	iemand/noun;sereen/adj	2	iemand/noun;sereen/adj	2	iemand/noun;sereen/adj;weet/verb	3	die/pron;iemand/noun;met/prep;sereen/adj	4	die/pron;iemand/noun;met/prep;sereen/adj	4	die/pron;iemand/noun;met/prep;sereen/adj;van/prep;weet/verb	6
blik/noun/volkskrant_20020718_137/153	kijk/verb;koningin/noun;schalks/adj;schouder/noun;toeschouwer/noun	5	kijk/verb;koningin/noun;schalks/adj;schouder/noun;toeschouwer/noun	5	kijk/verb;koningin/noun;schalks/adj;schouder/noun;toeschouwer/noun	5	de/det;die/pron;een/det;eens/adv;haar/det;kijk/verb;koningin/noun;met/prep;naar/prep;schalks/adj;schouder/noun;toeschouwer/noun	12	de/det;die/pron;een/det;eens/adv;haar/det;kijk/verb;koningin/noun;met/prep;naar/prep;schalks/adj;schouder/noun;toeschouwer/noun	12	de/det;die/pron;een/det;eens/adv;haar/det;kijk/verb;koningin/noun;met/prep;naar/prep;nog/adv;ook/adv;over/prep;schalks/adj;schouder/noun;toeschouwer/noun	15	schalks/adj;schouder/noun	2	schalks/adj;schouder/noun	2	schalks/adj;schouder/noun	2	de/det;een/det;eens/adv;haar/det;met/prep;naar/prep;schalks/adj;schouder/noun	8	de/det;een/det;eens/adv;haar/det;met/prep;naar/prep;schalks/adj;schouder/noun	8	de/det;een/det;eens/adv;haar/det;met/prep;naar/prep;nog/adv;over/prep;schalks/adj;schouder/noun	10
blik/noun/volkskrant_20010108_93/413	gun/verb;ver/adj;verheven/adj	3	gun/verb;ver/adj;verheven/adj	3	bank/noun;ga/verb;gun/verb;ver/adj;verheven/adj;wil/verb	6	boven/prep;die/det;een/det;gun/verb;ik/pron;op/prep;ver/adj;verheven/adj;ze/pron	9	boven/prep;die/det;een/det;gun/verb;ik/pron;op/prep;ver/adj;verheven/adj;ze/pron	9	al/adv;bank/noun;boven/prep;die/det;een/det;ga/verb;gun/verb;ik/pron;nog/adv;op/prep;te/adv;ver/adj;verheven/adj;wil/verb;ze/pron	15	gun/verb	1	gun/verb	1	gun/verb;wil/verb	2	gun/verb;ik/pron;ze/pron	3	gun/verb;ik/pron;ze/pron	3	gun/verb;ik/pron;nog/adv;wil/verb;ze/pron	5
blik/noun/volkskrant_20030915_23/311	kijk/verb;laat/verb;surf/adj;val/verb;zondig/adj	5	kijk/verb;laat/verb;surf/adj;val/verb;zondig/adj	5	er/noun;heb/verb;kijk/verb;laat/verb;nieuws/noun;ongeluk/noun;surf/adj;val/verb;zondig/adj	9	hun/det;kijk/verb;laat/verb;op/prep;surf/adj;val/verb;vooral/adv;ze/pron;zondig/adj	9	hun/det;kijk/verb;laat/verb;op/prep;surf/adj;val/verb;vooral/adv;ze/pron;zondig/adj	9	al/adv;er/noun;heb/verb;het/det;hun/det;kijk/verb;laat/verb;nieuws/noun;ongeluk/noun;op/prep;per/prep;surf/adj;val/verb;vooral/adv;ze/pron;zondig/adj	16	laat/verb;surf/adj;zondig/adj	3	laat/verb;surf/adj;zondig/adj	3	er/noun;heb/verb;laat/verb;ongeluk/noun;surf/adj;zondig/adj	6	hun/det;laat/verb;op/prep;surf/adj;zondig/adj	5	hun/det;laat/verb;op/prep;surf/adj;zondig/adj	5	al/adv;er/noun;heb/verb;hun/det;laat/verb;ongeluk/noun;op/prep;per/prep;surf/adj;zondig/adj	10
blik/noun/volkskrant_19990517_11/313	boeiend/adj;boekje/noun;gesloten/adj;gun/verb;wereld/noun	5	boeiend/adj;boekje/noun;gesloten/adj;gun/verb;wereld/noun	5	ben/verb;boeiend/adj;boekje/noun;gesloten/adj;gun/verb;wereld/noun;word/verb	7	boeiend/adj;boekje/noun;die/pron;een/det;gesloten/adj;gun/verb;je/pron;net/adv;wereld/noun;zo/adv	10	boeiend/adj;boekje/noun;die/pron;een/det;gesloten/adj;gun/verb;je/pron;net/adv;wereld/noun;zo/adv	10	ben/verb;boeiend/adj;boekje/noun;die/pron;een/det;gesloten/adj;gun/verb;het/det;in/prep;je/pron;net/adv;toen/adv;wereld/noun;word/verb;zo/adv	15	boekje/noun;gun/verb;wereld/noun	3	boekje/noun;gun/verb;wereld/noun	3	boekje/noun;gun/verb;wereld/noun;word/verb	4	boekje/noun;een/det;gun/verb;je/pron;wereld/noun	5	boekje/noun;een/det;gun/verb;je/pron;wereld/noun	5	boekje/noun;een/det;gun/verb;in/prep;je/pron;wereld/noun;word/verb	7
blik/noun/volkskrant_20020921_187/962	begrijp/verb;strategisch/adj;voldoende/adj;zet/noun	4	begrijp/verb;strategisch/adj;voldoende/adj;zet/noun	4	begrijp/verb;ben/verb;site/noun;strategisch/adj;voldoende/adj;zet/noun	6	begrijp/verb;de/det;die/det;een/det;op/prep;strategisch/adj;voldoende/adj;zet/noun	8	begrijp/verb;de/det;die/det;een/det;op/prep;strategisch/adj;voldoende/adj;zet/noun	8	begrijp/verb;ben/verb;de/det;die/det;een/det;op/prep;site/noun;strategisch/adj;van/prep;voldoende/adj;zet/noun	11	begrijp/verb	1	begrijp/verb	1	begrijp/verb;ben/verb;site/noun	3	begrijp/verb;de/det;een/det;op/prep	4	begrijp/verb;de/det;een/det;op/prep	4	begrijp/verb;ben/verb;de/det;een/det;op/prep;site/noun;van/prep	7
blik/noun/volkskrant_20010428_212/475	gedurfd/adj	1	gedurfd/adj	1	gedurfd/adj;vrees/verb	2	de/det;een/det;gedurfd/adj;iets/adv;met/prep;op/prep	6	de/det;een/det;gedurfd/adj;iets/adv;met/prep;op/prep	6	de/det;een/det;gedurfd/adj;iets/adv;met/prep;op/prep;te/adv;veel/det;vrees/verb;we/pron	10	gedurfd/adj	1	gedurfd/adj	1	gedurfd/adj;vrees/verb	2	de/det;een/det;gedurfd/adj;met/prep;op/prep	5	de/det;een/det;gedurfd/adj;met/prep;op/prep	5	de/det;een/det;gedurfd/adj;met/prep;op/prep;vrees/verb;we/pron	7
blik/noun/volkskrant_20001026_164/616	leeg/adj	1	leeg/adj	1	heb/verb;leeg/adj	2	dezelfde/det;leeg/adj;zij/pron	3	dezelfde/det;leeg/adj;zij/pron	3	dezelfde/det;heb/verb;leeg/adj;zij/pron	4	leeg/adj	1	leeg/adj	1	leeg/adj	1	dezelfde/det;leeg/adj	2	dezelfde/det;leeg/adj	2	dezelfde/det;leeg/adj	2
blik/noun/volkskrant_20040618_104/304	behaag/verb;bevestiging/noun;danseres/noun;terloops/adj;voed/verb	5	behaag/verb;bevestiging/noun;danseres/noun;terloops/adj;voed/verb	5	behaag/verb;bevestiging/noun;danseres/noun;terloops/adj;voed/verb;word/verb	6	behaag/verb;bevestiging/noun;danseres/noun;de/det;door/prep;naar/prep;terloops/adj;voed/verb	8	behaag/verb;bevestiging/noun;danseres/noun;de/det;door/prep;naar/prep;terloops/adj;voed/verb	8	behaag/verb;bevestiging/noun;danseres/noun;de/det;door/prep;naar/prep;terloops/adj;van/prep;voed/verb;word/verb	10	bevestiging/noun;danseres/noun;terloops/adj	3	bevestiging/noun;danseres/noun;terloops/adj	3	bevestiging/noun;danseres/noun;terloops/adj	3	bevestiging/noun;danseres/noun;de/det;naar/prep;terloops/adj	5	bevestiging/noun;danseres/noun;de/det;naar/prep;terloops/adj	5	bevestiging/noun;danseres/noun;de/det;naar/prep;terloops/adj;van/prep	6
blik/noun/volkskrant_20020508_179/829	boekje/noun	1	boekje/noun	1	boekje/noun;compleet/adj	2	achter/prep;boekje/noun;de/det;een/det	4	achter/prep;boekje/noun;de/det;een/det	4	achter/prep;bij/prep;boekje/noun;compleet/adj;de/det;een/det;het/det;in/prep	8		0		0		0	achter/prep;een/det	2	achter/prep;een/det	2	achter/prep;een/det;in/prep	3
blik/noun/volkskrant_19990811_20/629	kijk_aan/verb;zeg/verb	2	kijk_aan/verb;zeg/verb	2	behandeling/noun;doe/verb;kan/verb;kijk_aan/verb;zeg/verb	5	de/det;die/pron;een/det;kijk_aan/verb;maar/adv;me/pron;met/prep;soms/adv;ze/pron;zeg/verb	10	de/det;die/pron;een/det;kijk_aan/verb;maar/adv;me/pron;met/prep;soms/adv;ze/pron;zeg/verb	10	behandeling/noun;de/det;die/pron;doe/verb;een/det;kan/verb;kijk_aan/verb;maar/adv;me/pron;met/prep;niet/adv;soms/adv;ze/pron;zeg/verb	14	kijk_aan/verb;zeg/verb	2	kijk_aan/verb;zeg/verb	2	doe/verb;kijk_aan/verb;zeg/verb	3	die/pron;een/det;kijk_aan/verb;maar/adv;me/pron;met/prep;soms/adv;zeg/verb	8	die/pron;een/det;kijk_aan/verb;maar/adv;me/pron;met/prep;soms/adv;zeg/verb	8	die/pron;doe/verb;een/det;kijk_aan/verb;maar/adv;me/pron;met/prep;soms/adv;zeg/verb	9
blik/noun/parool_20010922_97/64	kort/adj;stilte/noun;streng/adj	3	kort/adj;stilte/noun;streng/adj	3	kort/adj;stilte/noun;streng/adj	3	kort/adj;stilte/noun;streng/adj	3	kort/adj;stilte/noun;streng/adj	3	kort/adj;stilte/noun;streng/adj	3	kort/adj;stilte/noun;streng/adj	3	kort/adj;stilte/noun;streng/adj	3	kort/adj;stilte/noun;streng/adj	3	kort/adj;stilte/noun;streng/adj	3	kort/adj;stilte/noun;streng/adj	3	kort/adj;stilte/noun;streng/adj	3
blik/noun/parool_20010505_55/262	dromerig/adj;lang/adj;langzaam/adj;noot/noun;tergend/adj;zucht/adj	6	dromerig/adj;lang/adj;langzaam/adj;noot/noun;tergend/adj;zucht/adj	6	dromerig/adj;laat/adj;lang/adj;langzaam/adj;noot/noun;speel/verb;tergend/adj;zucht/adj	8	de/det;die/pron;dromerig/adj;een/det;lang/adj;langzaam/adj;met/prep;noot/noun;tergend/adj;zij/pron;zucht/adj	11	de/det;die/pron;dromerig/adj;een/det;lang/adj;langzaam/adj;met/prep;noot/noun;tergend/adj;zij/pron;zucht/adj	11	als/prep;de/det;die/pron;dromerig/adj;een/det;laat/adj;lang/adj;langzaam/adj;met/prep;nog/adv;noot/noun;speel/verb;tergend/adj;zij/pron;zucht/adj	15	dromerig/adj;lang/adj;langzaam/adj	3	dromerig/adj;lang/adj;langzaam/adj	3	dromerig/adj;lang/adj;langzaam/adj	3	die/pron;dromerig/adj;een/det;lang/adj;langzaam/adj;met/prep	6	die/pron;dromerig/adj;een/det;lang/adj;langzaam/adj;met/prep	6	die/pron;dromerig/adj;een/det;lang/adj;langzaam/adj;met/prep;nog/adv	7
blik/noun/parool_20040619_194/331	compositie/noun;fris/adj;kijk/verb;onderwerp/noun;schilder/verb	5	compositie/noun;fris/adj;kijk/verb;onderwerp/noun;schilder/verb	5	compositie/noun;fris/adj;kijk/verb;onderwerp/noun;schilder/verb;traditioneel/adj	6	compositie/noun;de/det;fris/adj;hij/pron;kijk/verb;met/prep;naar/prep;onderwerp/noun;schilder/verb	9	compositie/noun;de/det;fris/adj;hij/pron;kijk/verb;met/prep;naar/prep;onderwerp/noun;schilder/verb	9	compositie/noun;de/det;fris/adj;hij/pron;kijk/verb;met/prep;naar/prep;onderwerp/noun;schilder/verb;traditioneel/adj;van/prep	11	fris/adj;kijk/verb	2	fris/adj;kijk/verb	2	fris/adj;kijk/verb;traditioneel/adj	3	de/det;fris/adj;hij/pron;kijk/verb;met/prep;naar/prep	6	de/det;fris/adj;hij/pron;kijk/verb;met/prep;naar/prep	6	de/det;fris/adj;hij/pron;kijk/verb;met/prep;naar/prep;traditioneel/adj	7
blik/noun/parool_20010129_7/84	meewarig/adj;schoen/noun;volg/verb	3	meewarig/adj;schoen/noun;volg/verb	3	betref/verb;doodziek/adj;langdurig/adj;meewarig/adj;schoen/noun;volg/verb	6	altijd/adv;de/det;door/prep;een/det;hem/pron;hij/pron;meewarig/adj;schoen/noun;volg/verb;wat/pron	10	altijd/adv;de/det;door/prep;een/det;hem/pron;hij/pron;meewarig/adj;schoen/noun;volg/verb;wat/pron	10	altijd/adv;betref/verb;de/det;doodziek/adj;door/prep;een/det;hem/pron;hij/pron;in/prep;langdurig/adj;meewarig/adj;schoen/noun;volg/verb;wat/pron	14	meewarig/adj;volg/verb	2	meewarig/adj;volg/verb	2	langdurig/adj;meewarig/adj;volg/verb	3	altijd/adv;door/prep;een/det;meewarig/adj;volg/verb	5	altijd/adv;door/prep;een/det;meewarig/adj;volg/verb	5	altijd/adv;door/prep;een/det;langdurig/adj;meewarig/adj;volg/verb	6
blik/noun/parool_19990621_89/404	laat/verb;loop/verb;traan/noun;verloren/adj;voel/verb	5	laat/verb;loop/verb;traan/noun;verloren/adj;voel/verb	5	laat/verb;loop/verb;traan/noun;verloren/adj;voel/verb	5	de/det;een/det;laat/verb;loop/verb;met/prep;naar/prep;traan/noun;verloren/adj;voel/verb;zo/adv	10	de/det;een/det;laat/verb;loop/verb;met/prep;naar/prep;traan/noun;verloren/adj;voel/verb;zo/adv	10	de/det;een/det;het/det;in/prep;laat/verb;loop/verb;met/prep;na/prep;naar/prep;tegen/prep;traan/noun;verloren/adj;voel/verb;zo/adv	14	traan/noun	1	traan/noun	1	traan/noun	1	de/det;een/det;met/prep;naar/prep;traan/noun	5	de/det;een/det;met/prep;naar/prep;traan/noun	5	de/det;een/det;het/det;met/prep;naar/prep;tegen/prep;traan/noun	7
blik/noun/parool_20020802_94/1517	meewarig/adj;vang_op/verb	2	meewarig/adj;vang_op/verb	2	meewarig/adj;vang_op/verb	2	heen/part;ik/pron;me/pron;meewarig/adj;op/part;vang_op/verb;wat/det	7	heen/part;ik/pron;me/pron;meewarig/adj;op/part;vang_op/verb;wat/det	7	heen/part;ik/pron;me/pron;meewarig/adj;om/prep;op/part;vang_op/verb;wat/det	8	meewarig/adj	1	meewarig/adj	1	meewarig/adj	1	heen/part;me/pron;meewarig/adj;op/part;wat/det	5	heen/part;me/pron;meewarig/adj;op/part;wat/det	5	heen/part;me/pron;meewarig/adj;op/part;wat/det	5
blik/noun/parool_19990722_27/99	nors/adj;schouder/noun;verkrampt/adj	3	nors/adj;schouder/noun;verkrampt/adj	3	ben/verb;nors/adj;schouder/noun;verkrampt/adj	4	de/det;nors/adj;schouder/noun;verkrampt/adj;zijn/det	5	de/det;nors/adj;schouder/noun;verkrampt/adj;zijn/det	5	ben/verb;de/det;nors/adj;schouder/noun;van/prep;verkrampt/adj;zijn/det	7	nors/adj	1	nors/adj	1	nors/adj	1	de/det;nors/adj	2	de/det;nors/adj	2	de/det;nors/adj	2
blik/noun/parool_20020608_59/641	bizar/adj;gedrocht/noun;prikkel/noun;treed_tegemoet/verb;wakker/adj;werkelijkheid/noun	6	bizar/adj;gedrocht/noun;prikkel/noun;treed_tegemoet/verb;wakker/adj;werkelijkheid/noun	6	bizar/adj;gedrocht/noun;prikkel/noun;treed_tegemoet/verb;wakker/adj;werkelijkheid/noun	6	bizar/adj;de/det;gedrocht/noun;genoeg/det;met/prep;prikkel/noun;tegemoet/part;treed_tegemoet/verb;wakker/adj;werkelijkheid/noun	10	bizar/adj;de/det;gedrocht/noun;genoeg/det;met/prep;prikkel/noun;tegemoet/part;treed_tegemoet/verb;wakker/adj;werkelijkheid/noun	10	bizar/adj;de/det;gedrocht/noun;genoeg/det;met/prep;opnieuw/adv;prikkel/noun;tegemoet/part;treed_tegemoet/verb;wakker/adj;werkelijkheid/noun	11	treed_tegemoet/verb;wakker/adj;werkelijkheid/noun	3	treed_tegemoet/verb;wakker/adj;werkelijkheid/noun	3	treed_tegemoet/verb;wakker/adj;werkelijkheid/noun	3	de/det;met/prep;tegemoet/part;treed_tegemoet/verb;wakker/adj;werkelijkheid/noun	6	de/det;met/prep;tegemoet/part;treed_tegemoet/verb;wakker/adj;werkelijkheid/noun	6	de/det;met/prep;opnieuw/adv;tegemoet/part;treed_tegemoet/verb;wakker/adj;werkelijkheid/noun	7
blik/noun/parool_20020723_22/537	ene/adj;inspireer/adj	2	ene/adj;inspireer/adj	2	ben/verb;ene/adj;inspireer/adj	3	die/det;ene/adj;inspireer/adj	3	die/det;ene/adj;inspireer/adj	3	ben/verb;die/det;ene/adj;inspireer/adj	4	ene/adj;inspireer/adj	2	ene/adj;inspireer/adj	2	ben/verb;ene/adj;inspireer/adj	3	die/det;ene/adj;inspireer/adj	3	die/det;ene/adj;inspireer/adj	3	ben/verb;die/det;ene/adj;inspireer/adj	4
