_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
heffen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.12385922152195886	0.005566976894635283	NA	NA	nobound	698	all	5_5	1	no	FOC	698	all	4_4	218	heffen	0.19075579944983495	BOW
heffen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.05890584858295333	-0.13763975837726988	NA	NA	nobound	220	lex	3_3	1	weight	5000	5000	nav	4_4	207	heffen	0.17777461626144928	BOW
heffen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	0.1765507594078793	-0.28430557857239996	NA	NA	nobound	220	lex	3_3	1	weight	5000	5000	all	4_4	207	heffen	0.22894490338347614	BOW
heffen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.05129425911200747	-0.09712777077628833	NA	NA	nobound	220	lex	3_3	1	weight	FOC	151	nav	4_4	207	heffen	0.18219281186154562	BOW
heffen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.04352958289728414	-0.09039846785611313	NA	NA	nobound	220	lex	3_3	1	weight	FOC	220	all	4_4	207	heffen	0.18822876090351628	BOW
heffen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.02962820806211649	-0.1587908701303853	NA	NA	nobound	220	lex	3_3	1	selection	5000	5000	nav	4_4	207	heffen	0.20002324120770884	BOW
heffen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	0.2196454359509195	-0.2811132508518168	NA	NA	nobound	220	lex	3_3	1	selection	5000	5000	all	4_4	207	heffen	0.23242352078790207	BOW
heffen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.04317782830734763	-0.09036297335848523	NA	NA	nobound	220	lex	3_3	1	selection	FOC	151	nav	4_4	207	heffen	0.19090825281738874	BOW
heffen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.03399849900548077	-0.0866794127202133	NA	NA	nobound	220	lex	3_3	1	selection	FOC	220	all	4_4	207	heffen	0.19435499072629595	BOW
heffen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.041012035261589516	-0.19020850357917718	NA	NA	nobound	312	lex	3_3	1	no	5000	5000	nav	4_4	214	heffen	0.2011840453606669	BOW
heffen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	0.25764618399320266	-0.29842150299458603	NA	NA	nobound	312	lex	3_3	1	no	5000	5000	all	4_4	214	heffen	0.24337379398637668	BOW
heffen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.05377723905729987	-0.11855279068527072	NA	NA	nobound	312	lex	3_3	1	no	FOC	222	nav	4_4	214	heffen	0.2050441792792028	BOW
heffen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.04063311802975361	-0.11356000078280772	NA	NA	nobound	312	lex	3_3	1	no	FOC	312	all	4_4	214	heffen	0.2049102771235621	BOW
heffen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.06566640430879378	-0.17496214875724078	NA	NA	nobound	290	all	3_3	1	weight	5000	5000	nav	4_4	216	heffen	0.18195008541501959	BOW
heffen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	0.18195481920325499	-0.2434722595549017	NA	NA	nobound	290	all	3_3	1	weight	5000	5000	all	4_4	216	heffen	0.22699646029320783	BOW
heffen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.07726128062021223	-0.1030865550775918	NA	NA	nobound	290	all	3_3	1	weight	FOC	151	nav	4_4	216	heffen	0.18447838025087843	BOW
heffen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.06534494344357467	-0.10404803911566954	NA	NA	nobound	290	all	3_3	1	weight	FOC	290	all	4_4	216	heffen	0.19194871851137066	BOW
heffen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	-0.0801416623122605	-0.20888769416724645	NA	NA	nobound	290	all	3_3	1	selection	5000	5000	nav	4_4	216	heffen	0.21813429309159194	BOW
heffen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	0.2515497908099518	-0.23856727031479474	NA	NA	nobound	290	all	3_3	1	selection	5000	5000	all	4_4	216	heffen	0.23498852100578418	BOW
heffen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.07819073488773064	-0.0916461730952155	NA	NA	nobound	290	all	3_3	1	selection	FOC	151	nav	4_4	216	heffen	0.19154203878161286	BOW
heffen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	-0.062318145034107736	-0.08707526186452738	NA	NA	nobound	290	all	3_3	1	selection	FOC	290	all	4_4	216	heffen	0.19607171027819847	BOW
heffen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	-0.12987315819230408	-0.22717746210167133	NA	NA	nobound	421	all	3_3	1	no	5000	5000	nav	4_4	218	heffen	0.2445063055948583	BOW
heffen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	0.3737471071609827	-0.25612594877715306	NA	NA	nobound	421	all	3_3	1	no	5000	5000	all	4_4	218	heffen	0.248661715802763	BOW
heffen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	-0.0982181505173521	-0.11252256322488823	NA	NA	nobound	421	all	3_3	1	no	FOC	222	nav	4_4	218	heffen	0.20829336111953536	BOW
heffen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	-0.09086287684930844	-0.11391525631168727	NA	NA	nobound	421	all	3_3	1	no	FOC	421	all	4_4	218	heffen	0.21361181774008914	BOW
heffen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	-0.013324683893185954	0.09179514869284217	NA	group1	bound	133	NA	NA	1	weight	5000	5000	nav	4_4	189	heffen	0.16234470486289715	LEMMAREL
heffen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	0.11904245604148678	0.21810437690456488	NA	group1	bound	133	NA	NA	1	weight	5000	5000	all	4_4	189	heffen	0.19898069149979705	LEMMAREL
heffen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	-0.044844947917192804	0.10860518620010523	NA	group1	bound	133	NA	NA	1	weight	FOC	63	nav	4_4	189	heffen	0.13139235525608348	LEMMAREL
heffen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	-0.03741895442085677	0.09460521978785663	NA	group1	bound	133	NA	NA	1	weight	FOC	133	all	4_4	189	heffen	0.1364280944381174	LEMMAREL
heffen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	0.005164358517222332	0.16676676819995662	NA	group1	bound	133	NA	NA	1	selection	5000	5000	nav	4_4	189	heffen	0.18234356007699104	LEMMAREL
heffen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	0.1421799625866204	0.3096469713263299	NA	group1	bound	133	NA	NA	1	selection	5000	5000	all	4_4	189	heffen	0.21106496024882307	LEMMAREL
heffen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	-0.036836061413278075	0.11411656860514695	NA	group1	bound	133	NA	NA	1	selection	FOC	63	nav	4_4	189	heffen	0.14104315101617526	LEMMAREL
heffen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	-0.024871748451523318	0.10328221304225654	NA	group1	bound	133	NA	NA	1	selection	FOC	133	all	4_4	189	heffen	0.15051110094090472	LEMMAREL
heffen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	-0.016755065846267358	0.23380734732448982	NA	group1	bound	199	NA	NA	1	no	5000	5000	nav	4_4	205	heffen	0.21551008974264638	LEMMAREL
heffen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	0.1548070178642207	0.4017100661467437	NA	group1	bound	199	NA	NA	1	no	5000	5000	all	4_4	205	heffen	0.2278669418884427	LEMMAREL
heffen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	-0.07276345629592014	0.19829610800629066	NA	group1	bound	199	NA	NA	1	no	FOC	87	nav	4_4	205	heffen	0.16498336059972463	LEMMAREL
heffen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	-0.05733383897554344	0.1903686117706916	NA	group1	bound	199	NA	NA	1	no	FOC	199	all	4_4	205	heffen	0.17457711456345054	LEMMAREL
heffen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	-0.022943320162979543	0.08642843947104716	NA	group2	bound	208	NA	NA	1	weight	5000	5000	nav	4_4	210	heffen	0.15336230381986385	LEMMAREL
heffen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	0.13500856161088734	0.2378490058841982	NA	group2	bound	208	NA	NA	1	weight	5000	5000	all	4_4	210	heffen	0.2106272635618524	LEMMAREL
heffen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	-0.039667668495341625	0.07325067015298252	NA	group2	bound	208	NA	NA	1	weight	FOC	113	nav	4_4	210	heffen	0.13093167209524043	LEMMAREL
heffen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	-0.04317922655139958	0.07012439809076826	NA	group2	bound	208	NA	NA	1	weight	FOC	208	all	4_4	210	heffen	0.13845937294205754	LEMMAREL
heffen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	-0.02984524696023291	0.14572327723081294	NA	group2	bound	208	NA	NA	1	selection	5000	5000	nav	4_4	210	heffen	0.19959833182579131	LEMMAREL
heffen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	0.1712017331706823	0.3004695617896416	NA	group2	bound	208	NA	NA	1	selection	5000	5000	all	4_4	210	heffen	0.23093536090909514	LEMMAREL
heffen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.04504208025129652	0.07821710055383146	NA	group2	bound	208	NA	NA	1	selection	FOC	113	nav	4_4	210	heffen	0.14716333473893609	LEMMAREL
heffen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	-0.04587570948226688	0.08520009184880298	NA	group2	bound	208	NA	NA	1	selection	FOC	208	all	4_4	210	heffen	0.15592607873636644	LEMMAREL
heffen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	-0.04347709216419285	0.1506303169186685	NA	group2	bound	323	NA	NA	1	no	5000	5000	nav	4_4	211	heffen	0.2102107368374355	LEMMAREL
heffen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	0.17924275236407566	0.3254111422521247	NA	group2	bound	323	NA	NA	1	no	5000	5000	all	4_4	211	heffen	0.23154091735948884	LEMMAREL
heffen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	-0.05469247733149828	0.08788253374523762	NA	group2	bound	323	NA	NA	1	no	FOC	175	nav	4_4	211	heffen	0.16078309607676794	LEMMAREL
heffen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	-0.054143941586738624	0.09968694884038765	NA	group2	bound	323	NA	NA	1	no	FOC	323	all	4_4	211	heffen	0.1686153115753643	LEMMAREL
heffen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	-0.014795680379531719	0.08957171799341955	selection2	NA	bound	290	NA	NA	1	weight	5000	5000	nav	4_4	213	heffen	0.1577051600346293	LEMMAPATH
heffen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	0.2106158630954891	0.21895371123217258	selection2	NA	bound	290	NA	NA	1	weight	5000	5000	all	4_4	213	heffen	0.20959032897524654	LEMMAPATH
heffen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	-0.04320910255434517	0.06575600807738888	selection2	NA	bound	290	NA	NA	1	weight	FOC	152	nav	4_4	213	heffen	0.1274143944824718	LEMMAPATH
heffen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	-0.031986251816746906	0.060755583422673176	selection2	NA	bound	290	NA	NA	1	weight	FOC	290	all	4_4	213	heffen	0.1470840893592169	LEMMAPATH
heffen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	-0.10317839622777944	0.20191154753891605	selection2	NA	bound	290	NA	NA	1	selection	5000	5000	nav	4_4	213	heffen	0.22393935352096286	LEMMAPATH
heffen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	0.21462957306129096	0.24732763340427624	selection2	NA	bound	290	NA	NA	1	selection	5000	5000	all	4_4	213	heffen	0.23947459793140732	LEMMAPATH
heffen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.06671766856562247	0.07776869965802397	selection2	NA	bound	290	NA	NA	1	selection	FOC	152	nav	4_4	213	heffen	0.15497258578203718	LEMMAPATH
heffen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	-0.05624178243448364	0.07637167298813669	selection2	NA	bound	290	NA	NA	1	selection	FOC	290	all	4_4	213	heffen	0.16954281775789196	LEMMAPATH
heffen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	-0.12004671460987604	0.20430676640688958	selection2	NA	bound	515	NA	NA	1	no	5000	5000	nav	4_4	213	heffen	0.23015600626205981	LEMMAPATH
heffen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	0.28540143949138025	0.2931186682571462	selection2	NA	bound	515	NA	NA	1	no	5000	5000	all	4_4	213	heffen	0.2429286911797746	LEMMAPATH
heffen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	-0.07814299448311468	0.09187464550300901	selection2	NA	bound	515	NA	NA	1	no	FOC	269	nav	4_4	213	heffen	0.1790960526586499	LEMMAPATH
heffen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	-0.07420642943903698	0.10431565961815054	selection2	NA	bound	515	NA	NA	1	no	FOC	515	all	4_4	213	heffen	0.19465117321774825	LEMMAPATH
heffen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	-0.032278060022464077	0.03570223161542372	selection3	NA	bound	382	NA	NA	1	weight	5000	5000	nav	4_4	213	heffen	0.14977557608078768	LEMMAPATH
heffen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	0.14146452114188937	0.07749525096272304	selection3	NA	bound	382	NA	NA	1	weight	5000	5000	all	4_4	213	heffen	0.19686357978015318	LEMMAPATH
heffen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	-0.05161595684742352	0.02876487001523048	selection3	NA	bound	382	NA	NA	1	weight	FOC	206	nav	4_4	213	heffen	0.11997927158408325	LEMMAPATH
heffen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	-0.041073894054372714	0.029208875235717666	selection3	NA	bound	382	NA	NA	1	weight	FOC	382	all	4_4	213	heffen	0.13490261756751734	LEMMAPATH
heffen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	-0.11589725159094623	0.14026353318062368	selection3	NA	bound	382	NA	NA	1	selection	5000	5000	nav	4_4	213	heffen	0.22127714134223	LEMMAPATH
heffen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	0.1787755724235439	0.11583534465534423	selection3	NA	bound	382	NA	NA	1	selection	5000	5000	all	4_4	213	heffen	0.23528288696005636	LEMMAPATH
heffen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	-0.07047156358858038	0.044129443336123224	selection3	NA	bound	382	NA	NA	1	selection	FOC	206	nav	4_4	213	heffen	0.14538276040093878	LEMMAPATH
heffen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	-0.05787603448279805	0.04509871203512868	selection3	NA	bound	382	NA	NA	1	selection	FOC	382	all	4_4	213	heffen	0.163648682747077	LEMMAPATH
heffen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	-0.14771146715175507	0.14207788153783144	selection3	NA	bound	743	NA	NA	1	no	5000	5000	nav	4_4	213	heffen	0.2128665558025448	LEMMAPATH
heffen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	0.3398549292164348	0.20501471028697746	selection3	NA	bound	743	NA	NA	1	no	5000	5000	all	4_4	213	heffen	0.22996304245680083	LEMMAPATH
heffen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	-0.09823931872996794	0.06518180643646085	selection3	NA	bound	743	NA	NA	1	no	FOC	395	nav	4_4	213	heffen	0.16986469937738263	LEMMAPATH
heffen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	-0.10002364569736602	0.07743234900555132	selection3	NA	bound	743	NA	NA	1	no	FOC	743	all	4_4	213	heffen	0.18096633869147163	LEMMAPATH
heffen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	-0.032278060022464077	0.03570223161542372	weight	NA	bound	382	NA	NA	1	weight	5000	5000	nav	4_4	213	heffen	0.14977557608078768	LEMMAPATH
heffen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	0.14146452114183292	0.07749525096270274	weight	NA	bound	382	NA	NA	1	weight	5000	5000	all	4_4	213	heffen	0.19686357978015318	LEMMAPATH
heffen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	-0.05161595684742352	0.02876487001523048	weight	NA	bound	382	NA	NA	1	weight	FOC	206	nav	4_4	213	heffen	0.11997927158408325	LEMMAPATH
heffen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	-0.041073894054372714	0.029208875235717666	weight	NA	bound	382	NA	NA	1	weight	FOC	382	all	4_4	213	heffen	0.13490261756751734	LEMMAPATH
heffen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	-0.10469694253328321	0.18483915582592966	weight	NA	bound	382	NA	NA	1	selection	5000	5000	nav	4_4	213	heffen	0.22193669745343333	LEMMAPATH
heffen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	0.17716082598150082	0.16487541789070495	weight	NA	bound	382	NA	NA	1	selection	5000	5000	all	4_4	213	heffen	0.23587978026462705	LEMMAPATH
heffen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	-0.06177473061449983	0.04849512594396999	weight	NA	bound	382	NA	NA	1	selection	FOC	206	nav	4_4	213	heffen	0.14395630502535794	LEMMAPATH
heffen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	-0.05405184414161574	0.052921022709031915	weight	NA	bound	382	NA	NA	1	selection	FOC	382	all	4_4	213	heffen	0.1612914304881928	LEMMAPATH
heffen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	-0.11610715399433652	0.17397726095947172	weight	NA	bound	743	NA	NA	1	no	5000	5000	nav	4_4	213	heffen	0.21697256955346367	LEMMAPATH
heffen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	0.26787280741154174	0.24107609526039395	weight	NA	bound	743	NA	NA	1	no	5000	5000	all	4_4	213	heffen	0.237668038026651	LEMMAPATH
heffen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	-0.07253127177157442	0.06461332525064428	weight	NA	bound	743	NA	NA	1	no	FOC	395	nav	4_4	213	heffen	0.16582710395783073	LEMMAPATH
heffen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	-0.0715205013009402	0.07301132326065375	weight	NA	bound	743	NA	NA	1	no	FOC	743	all	4_4	213	heffen	0.18147002537171755	LEMMAPATH
