_id	_cws.horde.foc10.nav.ppmi_weight.bound	_count.horde.foc10.nav.ppmi_weight.bound	_cws.horde.foc10.nav.ppmi_sel.bound	_count.horde.foc10.nav.ppmi_sel.bound	_cws.horde.foc10.nav.no_ppmi.bound	_count.horde.foc10.nav.no_ppmi.bound	_cws.horde.foc10.all.ppmi_weight.bound	_count.horde.foc10.all.ppmi_weight.bound	_cws.horde.foc10.all.ppmi_sel.bound	_count.horde.foc10.all.ppmi_sel.bound	_cws.horde.foc10.all.no_ppmi.bound	_count.horde.foc10.all.no_ppmi.bound	_cws.horde.foc5.nav.ppmi_weight.bound	_count.horde.foc5.nav.ppmi_weight.bound	_cws.horde.foc5.nav.ppmi_sel.bound	_count.horde.foc5.nav.ppmi_sel.bound	_cws.horde.foc5.nav.no_ppmi.bound	_count.horde.foc5.nav.no_ppmi.bound	_cws.horde.foc5.all.ppmi_weight.bound	_count.horde.foc5.all.ppmi_weight.bound	_cws.horde.foc5.all.ppmi_sel.bound	_count.horde.foc5.all.ppmi_sel.bound	_cws.horde.foc5.all.no_ppmi.bound	_count.horde.foc5.all.no_ppmi.bound
horde/noun/algemeen_dagblad_19990201_140/193	achtervolg/verb;hotel/noun;paparazzi/noun	3.0	achtervolg/verb;hotel/noun;paparazzi/noun	3.0	achtervolg/verb;auto/noun;ben/verb;hotel/noun;paparazzi/noun	5.0	achtervolg/verb;door/prep;een/det;haar/det;hotel/noun;paparazzi/noun;vandaan/adv	7	achtervolg/verb;door/prep;een/det;haar/det;hotel/noun;paparazzi/noun;vandaan/adv	7	achtervolg/verb;auto/noun;ben/verb;bij/prep;door/prep;een/det;haar/det;hotel/noun;paparazzi/noun;vandaan/adv	10	achtervolg/verb;paparazzi/noun	2.0	achtervolg/verb;paparazzi/noun	2.0	achtervolg/verb;ben/verb;paparazzi/noun	3.0	achtervolg/verb;door/prep;een/det;paparazzi/noun;vandaan/adv	5.0	achtervolg/verb;door/prep;een/det;paparazzi/noun;vandaan/adv	5.0	achtervolg/verb;ben/verb;door/prep;een/det;paparazzi/noun;vandaan/adv	6.0
horde/noun/algemeen_dagblad_19990406_124/105	struikel/verb	1.0	struikel/verb	1.0	struikel/verb	1.0	de/det;over/prep;struikel/verb	3	de/det;over/prep;struikel/verb	3	de/det;echter/adv;over/prep;struikel/verb	4							de/det;over/prep	2.0	de/det;over/prep	2.0	de/det;echter/adv;over/prep	3.0
horde/noun/algemeen_dagblad_19990420_66/237	bestorm/verb;buitenlands/adj;journalist/noun	3.0	bestorm/verb;buitenlands/adj;journalist/noun	3.0	bestorm/verb;buitenlands/adj;journalist/noun;minister/noun;toenmalig/adj	5.0	bestorm/verb;buitenlands/adj;de/det;journalist/noun	4	bestorm/verb;buitenlands/adj;de/det;journalist/noun	4	bestorm/verb;buitenlands/adj;de/det;journalist/noun;minister/noun;toenmalig/adj	6	bestorm/verb;buitenlands/adj;journalist/noun	3.0	bestorm/verb;buitenlands/adj;journalist/noun	3.0	bestorm/verb;buitenlands/adj;journalist/noun;toenmalig/adj	4.0	bestorm/verb;buitenlands/adj;de/det;journalist/noun	4.0	bestorm/verb;buitenlands/adj;de/det;journalist/noun	4.0	bestorm/verb;buitenlands/adj;de/det;journalist/noun;toenmalig/adj	5.0
horde/noun/algemeen_dagblad_19990505_115/705	achtervolgd/adj;kind/noun;laat/verb;overbodig/adj;reken_les/noun	5.0	achtervolgd/adj;kind/noun;laat/verb;overbodig/adj;reken_les/noun	5.0	achtervolgd/adj;hoor/verb;kind/noun;laat/verb;overbodig/adj;reken_les/noun	6.0	achtervolgd/adj;de/det;die/pron;door/prep;kind/noun;laat/verb;overbodig/adj;reken_les/noun	8	achtervolgd/adj;de/det;die/pron;door/prep;kind/noun;laat/verb;overbodig/adj;reken_les/noun	8	achtervolgd/adj;de/det;die/pron;door/prep;hen/pron;hoor/verb;kind/noun;laat/verb;overbodig/adj;reken_les/noun;voor/prep	11	achtervolgd/adj;kind/noun;laat/verb	3.0	achtervolgd/adj;kind/noun;laat/verb	3.0	achtervolgd/adj;hoor/verb;kind/noun;laat/verb	4.0	achtervolgd/adj;die/pron;door/prep;kind/noun;laat/verb	5.0	achtervolgd/adj;die/pron;door/prep;kind/noun;laat/verb	5.0	achtervolgd/adj;die/pron;door/prep;hoor/verb;kind/noun;laat/verb	6.0
horde/noun/algemeen_dagblad_19990507_114/73	opstand/noun;overheers/adj;zaag/verb	3.0	opstand/noun;overheers/adj;zaag/verb	3.0	eeuw/noun;opstand/noun;overheers/adj;zaag/verb	4.0	de/det;opstand/noun;overheers/adj;zaag/verb	4	de/det;opstand/noun;overheers/adj;zaag/verb	4	de/det;eeuw/noun;opstand/noun;overheers/adj;van/prep;zaag/verb	6	opstand/noun;zaag/verb	2.0	opstand/noun;zaag/verb	2.0	eeuw/noun;opstand/noun;zaag/verb	3.0	de/det;opstand/noun;zaag/verb	3.0	de/det;opstand/noun;zaag/verb	3.0	de/det;eeuw/noun;opstand/noun;zaag/verb	4.0
horde/noun/algemeen_dagblad_19990512_148/1032	1996/noun;hoog/adj	2.0	1996/noun;hoog/adj	2.0	1996/noun;hoog/adj	2.0	1996/noun;als/prep;een/det;hoog/adj;te/adv	5	1996/noun;als/prep;een/det;hoog/adj;te/adv	5	1996/noun;als/prep;een/det;hoog/adj;in/prep;met/prep;te/adv	7	hoog/adj	1.0	hoog/adj	1.0	hoog/adj	1.0	als/prep;een/det;hoog/adj;te/adv	4.0	als/prep;een/det;hoog/adj;te/adv	4.0	als/prep;een/det;hoog/adj;te/adv	4.0
horde/noun/algemeen_dagblad_19990521_118/827	Aziatisch/adj;dam_in/verb;essentieel/adj	3.0	Aziatisch/adj;dam_in/verb;essentieel/adj	3.0	Aziatisch/adj;ben/verb;dam_in/verb;essentieel/adj;hand/noun;krijg/verb;sterk/adj	7.0	Aziatisch/adj;dam_in/verb;de/det;een/det;essentieel/adj;op/prep	6	Aziatisch/adj;dam_in/verb;de/det;een/det;essentieel/adj;op/prep	6	Aziatisch/adj;ben/verb;dam_in/verb;de/det;een/det;elkaar/pron;essentieel/adj;hand/noun;hij/pron;in/part;krijg/verb;op/prep;sterk/adj;veel/det	14	Aziatisch/adj;dam_in/verb;essentieel/adj	3.0	Aziatisch/adj;dam_in/verb;essentieel/adj	3.0	Aziatisch/adj;ben/verb;dam_in/verb;essentieel/adj;krijg/verb	5.0	Aziatisch/adj;dam_in/verb;de/det;essentieel/adj	4.0	Aziatisch/adj;dam_in/verb;de/det;essentieel/adj	4.0	Aziatisch/adj;ben/verb;dam_in/verb;de/det;essentieel/adj;in/part;krijg/verb	7.0
horde/noun/algemeen_dagblad_19990601_117/333	begin/verb;hoog/adj;horde_loop/noun;sprong/noun	4.0	begin/verb;hoog/adj;horde_loop/noun;sprong/noun	4.0	begin/verb;ben/verb;hoog/adj;horde_loop/noun;sprong/noun	5.0	begin/verb;de/det;hoog/adj;horde_loop/noun;over/prep;sprong/noun	6	begin/verb;de/det;hoog/adj;horde_loop/noun;over/prep;sprong/noun	6	begin/verb;ben/verb;de/det;hoog/adj;horde_loop/noun;met/prep;over/prep;sprong/noun;we/pron	9	hoog/adj;sprong/noun	2.0	hoog/adj;sprong/noun	2.0	hoog/adj;sprong/noun	2.0	de/det;hoog/adj;over/prep;sprong/noun	4.0	de/det;hoog/adj;over/prep;sprong/noun	4.0	de/det;hoog/adj;over/prep;sprong/noun	4.0
horde/noun/algemeen_dagblad_19990721_92/476	enorm/adj;erken/verb;moet/verb;neem/verb	4.0	enorm/adj;erken/verb;moet/verb;neem/verb	4.0	ben/verb;enorm/adj;erken/verb;moet/verb;neem/verb	5.0	die/pron;een/det;enorm/adj;erken/verb;ik/pron;moet/verb;neem/verb	7	die/pron;een/det;enorm/adj;erken/verb;ik/pron;moet/verb;neem/verb	7	ben/verb;die/pron;een/det;enorm/adj;erken/verb;het/det;ik/pron;moet/verb;neem/verb;ook/adv;vandaag/adv	11	enorm/adj;moet/verb	2.0	enorm/adj;moet/verb	2.0	ben/verb;enorm/adj;moet/verb	3.0	die/pron;een/det;enorm/adj;ik/pron;moet/verb	5.0	die/pron;een/det;enorm/adj;ik/pron;moet/verb	5.0	ben/verb;die/pron;een/det;enorm/adj;het/det;ik/pron;moet/verb;ook/adv;vandaag/adv	9.0
horde/noun/algemeen_dagblad_19990731_39/232	Europees/adj;stad/noun;straat_beeld/noun;tijdstip/noun;toerist/noun	5.0	Europees/adj;stad/noun;straat_beeld/noun;tijdstip/noun;toerist/noun	5.0	Europees/adj;bepaal/verb;meest/adj;stad/noun;straat_beeld/noun;tijdstip/noun;toerist/noun	7.0	Europees/adj;de/det;op/prep;stad/noun;straat_beeld/noun;tijdstip/noun;toerist/noun	7	Europees/adj;de/det;op/prep;stad/noun;straat_beeld/noun;tijdstip/noun;toerist/noun	7	Europees/adj;bepaal/verb;dat/det;de/det;het/det;in/prep;meest/adj;op/prep;stad/noun;straat_beeld/noun;tijdstip/noun;toerist/noun	12	stad/noun;straat_beeld/noun;tijdstip/noun;toerist/noun	4.0	stad/noun;straat_beeld/noun;tijdstip/noun;toerist/noun	4.0	bepaal/verb;stad/noun;straat_beeld/noun;tijdstip/noun;toerist/noun	5.0	op/prep;stad/noun;straat_beeld/noun;tijdstip/noun;toerist/noun	5.0	op/prep;stad/noun;straat_beeld/noun;tijdstip/noun;toerist/noun	5.0	bepaal/verb;dat/det;het/det;op/prep;stad/noun;straat_beeld/noun;tijdstip/noun;toerist/noun	8.0
horde/noun/algemeen_dagblad_19990830_55/114	ere_podium/noun;seconde/noun;sprint/verb	3.0	ere_podium/noun;seconde/noun;sprint/verb	3.0	WK/noun;ere_podium/noun;seconde/noun;sprint/verb	4.0	de/det;ere_podium/noun;naar/prep;over/prep;seconde/noun;sprint/verb	6	de/det;ere_podium/noun;naar/prep;over/prep;seconde/noun;sprint/verb	6	WK/noun;de/det;ere_podium/noun;het/det;in/prep;naar/prep;over/prep;seconde/noun;sprint/verb;van/prep	10	ere_podium/noun;seconde/noun	2.0	ere_podium/noun;seconde/noun	2.0	ere_podium/noun;seconde/noun	2.0	de/det;ere_podium/noun;naar/prep;over/prep;seconde/noun	5.0	de/det;ere_podium/noun;naar/prep;over/prep;seconde/noun	5.0	de/det;ere_podium/noun;het/det;in/prep;naar/prep;over/prep;seconde/noun;van/prep	8.0
horde/noun/algemeen_dagblad_19990908_158/118	heet/verb;sta/verb;toevallig/adj;ultiem/adj	4.0	heet/verb;sta/verb;toevallig/adj;ultiem/adj	4.0	geheel/adj;heet/verb;sta/verb;toevallig/adj;ultiem/adj	5.0	de/det;heet/verb;nog/adv;sta/verb;toevallig/adj;ultiem/adj	6	de/det;heet/verb;nog/adv;sta/verb;toevallig/adj;ultiem/adj	6	de/det;eens/adv;geheel/adj;heet/verb;niet/adv;nog/adv;ook/adv;sta/verb;toevallig/adj;ultiem/adj	10	heet/verb;sta/verb;toevallig/adj;ultiem/adj	4.0	heet/verb;sta/verb;toevallig/adj;ultiem/adj	4.0	geheel/adj;heet/verb;sta/verb;toevallig/adj;ultiem/adj	5.0	heet/verb;sta/verb;toevallig/adj;ultiem/adj	4.0	heet/verb;sta/verb;toevallig/adj;ultiem/adj	4.0	geheel/adj;heet/verb;niet/adv;sta/verb;toevallig/adj;ultiem/adj	6.0
horde/noun/algemeen_dagblad_19990925_8/342	achtervolg/verb;supporter/noun;training/noun	3.0	achtervolg/verb;supporter/noun;training/noun	3.0	achtervolg/verb;eerder/adj;supporter/noun;training/noun;week/noun	5.0	achtervolg/verb;de/det;hun/det;supporter/noun;training/noun	5	achtervolg/verb;de/det;hun/det;supporter/noun;training/noun	5	achtervolg/verb;bij/prep;de/det;eerder/adj;hun/det;in/prep;supporter/noun;training/noun;week/noun	9	achtervolg/verb;supporter/noun	2.0	achtervolg/verb;supporter/noun	2.0	achtervolg/verb;supporter/noun;week/noun	3.0	achtervolg/verb;de/det;hun/det;supporter/noun	4.0	achtervolg/verb;de/det;hun/det;supporter/noun	4.0	achtervolg/verb;de/det;hun/det;in/prep;supporter/noun;week/noun	6.0
horde/noun/algemeen_dagblad_19991021_25/194	evenement/noun;gretig/adj;kind/noun;speelgoed/noun;uitgestald/adj;val_aan/verb	6.0	evenement/noun;gretig/adj;kind/noun;speelgoed/noun;uitgestald/adj;val_aan/verb	6.0	evenement/noun;gretig/adj;kind/noun;speelgoed/noun;uitgestald/adj;val_aan/verb	6.0	aan/part;een/det;evenement/noun;gretig/adj;kind/noun;op/prep;speelgoed/noun;tijdens/prep;uitgestald/adj;val_aan/verb	10	aan/part;een/det;evenement/noun;gretig/adj;kind/noun;op/prep;speelgoed/noun;tijdens/prep;uitgestald/adj;val_aan/verb	10	aan/part;al/det;een/det;evenement/noun;gisteren/adv;gretig/adj;het/det;in/prep;kind/noun;op/prep;speelgoed/noun;tijdens/prep;uitgestald/adj;val_aan/verb	14	gretig/adj;kind/noun;val_aan/verb	3.0	gretig/adj;kind/noun;val_aan/verb	3.0	gretig/adj;kind/noun;val_aan/verb	3.0	aan/part;een/det;gretig/adj;kind/noun;op/prep;val_aan/verb	6.0	aan/part;een/det;gretig/adj;kind/noun;op/prep;val_aan/verb	6.0	aan/part;al/det;een/det;gretig/adj;kind/noun;op/prep;val_aan/verb	7.0
horde/noun/algemeen_dagblad_19991129_83/128	moet/verb;neem/verb	2.0	moet/verb;neem/verb	2.0	jaar/noun;krijg/verb;moet/verb;neem/verb	4.0	een/det;moet/verb;neem/verb;nog/adv	4	een/det;moet/verb;neem/verb;nog/adv	4	een/det;jaar/noun;krijg/verb;moet/verb;neem/verb;nog/adv;vandaag/adv	7	neem/verb	1.0	neem/verb	1.0	neem/verb	1.0	een/det;neem/verb;nog/adv	3.0	een/det;neem/verb;nog/adv	3.0	een/det;neem/verb;nog/adv;vandaag/adv	4.0
horde/noun/algemeen_dagblad_19991203_13/126	blessure/noun;blijk/verb;kies/verb;zie_af/verb	4.0	blessure/noun;blijk/verb;kies/verb;zie_af/verb	4.0	blessure/noun;blijk/verb;goed/adj;kan/verb;kies/verb;zie_af/verb	6.0	blessure/noun;blijk/verb;de/det;ik/pron;kies/verb;mijn/det;zie_af/verb	7	blessure/noun;blijk/verb;de/det;ik/pron;kies/verb;mijn/det;zie_af/verb	7	blessure/noun;blijk/verb;dan/adv;de/det;goed/adj;ik/pron;kan/verb;kies/verb;maar/adv;mijn/det;niet/adv;van/prep;voor/prep;zie_af/verb	14	kies/verb;zie_af/verb	2.0	kies/verb;zie_af/verb	2.0	goed/adj;kan/verb;kies/verb;zie_af/verb	4.0	ik/pron;kies/verb;zie_af/verb	3.0	ik/pron;kies/verb;zie_af/verb	3.0	dan/adv;goed/adj;ik/pron;kan/verb;kies/verb;niet/adv;van/prep;zie_af/verb	8.0
horde/noun/algemeen_dagblad_19991216_182/34	onverhoopt/adj;struikel/verb	2.0	onverhoopt/adj;struikel/verb	2.0	begin/noun;februari/noun;mag/verb;onverhoopt/adj;struikel/verb	5.0	de/det;onverhoopt/adj;over/prep;struikel/verb	4	de/det;onverhoopt/adj;over/prep;struikel/verb	4	al/adv;begin/noun;de/det;februari/noun;in/prep;mag/verb;onverhoopt/adj;over/prep;struikel/verb	9	onverhoopt/adj	1.0	onverhoopt/adj	1.0	onverhoopt/adj	1.0	de/det;onverhoopt/adj;over/prep	3.0	de/det;onverhoopt/adj;over/prep	3.0	al/adv;de/det;in/prep;onverhoopt/adj;over/prep	5.0
horde/noun/algemeen_dagblad_20000105_23/57	overwin/verb;procedureel/adj	2.0	overwin/verb;procedureel/adj	2.0	ben/verb;overwin/verb;procedureel/adj	3.0	de/det;overwin/verb;procedureel/adj	3	de/det;overwin/verb;procedureel/adj	3	ben/verb;de/det;overwin/verb;procedureel/adj	4	overwin/verb;procedureel/adj	2.0	overwin/verb;procedureel/adj	2.0	ben/verb;overwin/verb;procedureel/adj	3.0	de/det;overwin/verb;procedureel/adj	3.0	de/det;overwin/verb;procedureel/adj	3.0	ben/verb;de/det;overwin/verb;procedureel/adj	4.0
horde/noun/algemeen_dagblad_20000118_17/170	even/adj;neem/verb;vlot/adj	3.0	even/adj;neem/verb;vlot/adj	3.0	even/adj;neem/verb;vlot/adj	3.0	de/det;even/adj;neem/verb;vlot/adj	4	de/det;even/adj;neem/verb;vlot/adj	4	de/det;even/adj;neem/verb;vlot/adj	4	even/adj;vlot/adj	2.0	even/adj;vlot/adj	2.0	even/adj;vlot/adj	2.0	de/det;even/adj;vlot/adj	3.0	de/det;even/adj;vlot/adj	3.0	de/det;even/adj;vlot/adj	3.0
horde/noun/algemeen_dagblad_20000126_77/318	beeld/noun;cameraploeg/noun;volg/verb;wanhopig/adj	4.0	beeld/noun;cameraploeg/noun;volg/verb;wanhopig/adj	4.0	beeld/noun;cameraploeg/noun;dringend/adj;maak/verb;toilet/noun;volg/verb;wanhopig/adj	7.0	beeld/noun;cameraploeg/noun;de/det;die/pron;volg/verb;wanhopig/adj;ze/pron	7	beeld/noun;cameraploeg/noun;de/det;die/pron;volg/verb;wanhopig/adj;ze/pron	7	beeld/noun;cameraploeg/noun;de/det;die/pron;dringend/adj;het/det;in/prep;maak/verb;ook/adv;toilet/noun;tot/prep;van/prep;volg/verb;wanhopig/adj;ze/pron	15	beeld/noun;cameraploeg/noun;wanhopig/adj	3.0	beeld/noun;cameraploeg/noun;wanhopig/adj	3.0	beeld/noun;cameraploeg/noun;dringend/adj;wanhopig/adj	4.0	beeld/noun;cameraploeg/noun;die/pron;wanhopig/adj	4.0	beeld/noun;cameraploeg/noun;die/pron;wanhopig/adj	4.0	beeld/noun;cameraploeg/noun;die/pron;dringend/adj;tot/prep;van/prep;wanhopig/adj	7.0
horde/noun/algemeen_dagblad_20000211_55/440	camera_mens/noun;heel/adj;journalist/noun;paparazzi/noun;ren/verb;telefoon/noun	6.0	camera_mens/noun;heel/adj;journalist/noun;paparazzi/noun;ren/verb;telefoon/noun	6.0	camera_mens/noun;heel/adj;journalist/noun;mobiel/adj;paparazzi/noun;ren/verb;telefoon/noun	7.0	aan/part;achter/prep;camera_mens/noun;een/det;heel/adj;journalist/noun;paparazzi/noun;ren/verb;telefoon/noun	9	aan/part;achter/prep;camera_mens/noun;een/det;heel/adj;journalist/noun;paparazzi/noun;ren/verb;telefoon/noun	9	aan/part;achter/prep;camera_mens/noun;een/det;heel/adj;hem/pron;journalist/noun;mobiel/adj;paparazzi/noun;ren/verb;telefoon/noun	11	camera_mens/noun;heel/adj;journalist/noun;paparazzi/noun;ren/verb	5.0	camera_mens/noun;heel/adj;journalist/noun;paparazzi/noun;ren/verb	5.0	camera_mens/noun;heel/adj;journalist/noun;paparazzi/noun;ren/verb	5.0	aan/part;camera_mens/noun;een/det;heel/adj;journalist/noun;paparazzi/noun;ren/verb	7.0	aan/part;camera_mens/noun;een/det;heel/adj;journalist/noun;paparazzi/noun;ren/verb	7.0	aan/part;camera_mens/noun;een/det;heel/adj;hem/pron;journalist/noun;paparazzi/noun;ren/verb	8.0
horde/noun/algemeen_dagblad_20000226_28/895	potentieel/adj;semi_klassieker/noun;slipstream/noun	3.0	potentieel/adj;semi_klassieker/noun;slipstream/noun	3.0	Vlaams/adj;klant/noun;potentieel/adj;semi_klassieker/noun;slipstream/noun	5.0	de/det;een/det;potentieel/adj;semi_klassieker/noun;slipstream/noun	5	de/det;een/det;potentieel/adj;semi_klassieker/noun;slipstream/noun	5	Vlaams/adj;de/det;een/det;hij/pron;in/prep;klant/noun;met/prep;potentieel/adj;semi_klassieker/noun;slipstream/noun;zijn/det	11	potentieel/adj;slipstream/noun	2.0	potentieel/adj;slipstream/noun	2.0	klant/noun;potentieel/adj;slipstream/noun	3.0	een/det;potentieel/adj;slipstream/noun	3.0	een/det;potentieel/adj;slipstream/noun	3.0	een/det;in/prep;klant/noun;met/prep;potentieel/adj;slipstream/noun;zijn/det	7.0
horde/noun/algemeen_dagblad_20000325_192/210	Ringlijn/noun;bestorm/verb;dag/noun;metro_station/noun;scholier/noun;word/verb	6.0	Ringlijn/noun;bestorm/verb;dag/noun;metro_station/noun;scholier/noun;word/verb	6.0	Ringlijn/noun;bestorm/verb;dag/noun;metro_station/noun;scholier/noun;word/verb	6.0	Ringlijn/noun;bestorm/verb;dag/noun;de/det;door/prep;elk/det;langs/prep;metro_station/noun;scholier/noun;word/verb	10	Ringlijn/noun;bestorm/verb;dag/noun;de/det;door/prep;elk/det;langs/prep;metro_station/noun;scholier/noun;word/verb	10	Ringlijn/noun;bestorm/verb;dag/noun;de/det;door/prep;elk/det;langs/prep;metro_station/noun;scholier/noun;word/verb	10	bestorm/verb;dag/noun;scholier/noun;word/verb	4.0	bestorm/verb;dag/noun;scholier/noun;word/verb	4.0	bestorm/verb;dag/noun;scholier/noun;word/verb	4.0	bestorm/verb;dag/noun;door/prep;elk/det;scholier/noun;word/verb	6.0	bestorm/verb;dag/noun;door/prep;elk/det;scholier/noun;word/verb	6.0	bestorm/verb;dag/noun;door/prep;elk/det;scholier/noun;word/verb	6.0
horde/noun/algemeen_dagblad_20000615_64/690	fan/noun;heel/adj;spreiding/noun;stad/noun	4.0	fan/noun;heel/adj;spreiding/noun;stad/noun	4.0	ben/verb;fan/noun;heel/adj;realistisch/adj;spreiding/noun;stad/noun;zeg/verb	7.0	de/det;fan/noun;heel/adj;over/prep;spreiding/noun;stad/noun	6	de/det;fan/noun;heel/adj;over/prep;spreiding/noun;stad/noun	6	ben/verb;de/det;fan/noun;heel/adj;niet/adv;over/prep;realistisch/adj;spreiding/noun;stad/noun;van/prep;zeg/verb	11	fan/noun;heel/adj;spreiding/noun;stad/noun	4.0	fan/noun;heel/adj;spreiding/noun;stad/noun	4.0	fan/noun;heel/adj;spreiding/noun;stad/noun	4.0	de/det;fan/noun;heel/adj;over/prep;spreiding/noun;stad/noun	6.0	de/det;fan/noun;heel/adj;over/prep;spreiding/noun;stad/noun	6.0	de/det;fan/noun;heel/adj;over/prep;spreiding/noun;stad/noun;van/prep	7.0
horde/noun/algemeen_dagblad_20000619_82/110	Brit/noun;PSV_stadion/noun;bedreig/verb;dronken/adj;word/verb	5.0	Brit/noun;PSV_stadion/noun;bedreig/verb;dronken/adj;word/verb	5.0	Brit/noun;PSV_stadion/noun;bedreig/verb;dronken/adj;word/verb	5.0	Brit/noun;PSV_stadion/noun;bedreig/verb;door/prep;dronken/adj;een/det;word/verb	7	Brit/noun;PSV_stadion/noun;bedreig/verb;door/prep;dronken/adj;een/det;word/verb	7	Brit/noun;PSV_stadion/noun;bedreig/verb;bovendien/adv;door/prep;dronken/adj;een/det;het/det;in/prep;van/prep;word/verb;zelf/adv;zij/pron	13	Brit/noun;bedreig/verb;dronken/adj	3.0	Brit/noun;bedreig/verb;dronken/adj	3.0	Brit/noun;bedreig/verb;dronken/adj	3.0	Brit/noun;bedreig/verb;door/prep;dronken/adj;een/det	5.0	Brit/noun;bedreig/verb;door/prep;dronken/adj;een/det	5.0	Brit/noun;bedreig/verb;door/prep;dronken/adj;een/det;zelf/adv;zij/pron	7.0
horde/noun/algemeen_dagblad_20000701_115/89	camera/noun;fotograaf/noun;wacht_op/verb	3.0	camera/noun;fotograaf/noun;wacht_op/verb	3.0	camera/noun;fotograaf/noun;wacht_op/verb	3.0	camera/noun;een/det;fotograaf/noun;haar/pron;op/part;wacht_op/verb	6	camera/noun;een/det;fotograaf/noun;haar/pron;op/part;wacht_op/verb	6	camera/noun;een/det;fotograaf/noun;haar/pron;op/part;wacht_op/verb	6	camera/noun;fotograaf/noun;wacht_op/verb	3.0	camera/noun;fotograaf/noun;wacht_op/verb	3.0	camera/noun;fotograaf/noun;wacht_op/verb	3.0	camera/noun;een/det;fotograaf/noun;haar/pron;wacht_op/verb	5.0	camera/noun;een/det;fotograaf/noun;haar/pron;wacht_op/verb	5.0	camera/noun;een/det;fotograaf/noun;haar/pron;wacht_op/verb	5.0
horde/noun/algemeen_dagblad_20000710_52/1037	klooster/noun	1.0	klooster/noun	1.0	ben/verb;klooster/noun;stel_in/verb	3.0	de/det;klooster/noun;op/prep	3	de/det;klooster/noun;op/prep	3	ben/verb;de/det;klooster/noun;niet/adv;op/prep;stel_in/verb	6					ben/verb;stel_in/verb	2.0	op/prep	1.0	op/prep	1.0	ben/verb;niet/adv;op/prep;stel_in/verb	4.0
horde/noun/algemeen_dagblad_20000801_34/256	ben_rond/verb;grens_gebied/noun;land/noun;zwerm/verb	4.0	ben_rond/verb;grens_gebied/noun;land/noun;zwerm/verb	4.0	Servisch/adj;ben_rond/verb;deel/noun;grens_gebied/noun;land/noun;militair/noun;zwerm/verb	7.0	ben_rond/verb;de/det;grens_gebied/noun;land/noun;rond/part;vooral/adv;zwerm/verb	7	ben_rond/verb;de/det;grens_gebied/noun;land/noun;rond/part;vooral/adv;zwerm/verb	7	Servisch/adj;ben_rond/verb;de/det;deel/noun;er/adv;grens_gebied/noun;het/det;in/prep;land/noun;met/prep;militair/noun;rond/part;van/prep;vooral/adv;zwerm/verb	15	zwerm/verb	1.0	zwerm/verb	1.0	Servisch/adj;militair/noun;zwerm/verb	3.0	rond/part;vooral/adv;zwerm/verb	3.0	rond/part;vooral/adv;zwerm/verb	3.0	Servisch/adj;er/adv;militair/noun;rond/part;van/prep;vooral/adv;zwerm/verb	7.0
horde/noun/algemeen_dagblad_20000913_54/60	100m/noun;800m/noun;kogel_stoot/noun;verspringen/noun	4.0	100m/noun;800m/noun;kogel_stoot/noun;verspringen/noun	4.0	100m/noun;800m/noun;doe/verb;kogel_stoot/noun;verspringen/noun	5.0	100m/noun;800m/noun;de/det;kogel_stoot/noun;verspringen/noun	5	100m/noun;800m/noun;de/det;kogel_stoot/noun;verspringen/noun	5	100m/noun;800m/noun;de/det;doe/verb;kogel_stoot/noun;verspringen/noun	6	kogel_stoot/noun;verspringen/noun	2.0	kogel_stoot/noun;verspringen/noun	2.0	doe/verb;kogel_stoot/noun;verspringen/noun	3.0	kogel_stoot/noun;verspringen/noun	2.0	kogel_stoot/noun;verspringen/noun	2.0	doe/verb;kogel_stoot/noun;verspringen/noun	3.0
horde/noun/algemeen_dagblad_20000930_48/693	belangrijk/adj;mens/noun;neem_weg/verb;paar/noun	4.0	belangrijk/adj;mens/noun;neem_weg/verb;paar/noun	4.0	belangrijk/adj;jaar/noun;leven/noun;mens/noun;neem_weg/verb;paar/noun	6.0	belangrijk/adj;die/pron;een/det;mens/noun;neem_weg/verb;paar/noun;weg/part;ze/pron	8	belangrijk/adj;die/pron;een/det;mens/noun;neem_weg/verb;paar/noun;weg/part;ze/pron	8	belangrijk/adj;die/pron;een/det;het/det;in/prep;jaar/noun;leven/noun;mens/noun;neem_weg/verb;paar/noun;voor/prep;weg/part;ze/pron	13	belangrijk/adj;mens/noun;neem_weg/verb	3.0	belangrijk/adj;mens/noun;neem_weg/verb	3.0	belangrijk/adj;mens/noun;neem_weg/verb	3.0	belangrijk/adj;die/pron;een/det;mens/noun;neem_weg/verb;weg/part;ze/pron	7.0	belangrijk/adj;die/pron;een/det;mens/noun;neem_weg/verb;weg/part;ze/pron	7.0	belangrijk/adj;die/pron;een/det;mens/noun;neem_weg/verb;voor/prep;weg/part;ze/pron	8.0
