_id	_cws.horde.foc10.nav.ppmi_weight.bound	_count.horde.foc10.nav.ppmi_weight.bound	_cws.horde.foc10.nav.ppmi_sel.bound	_count.horde.foc10.nav.ppmi_sel.bound	_cws.horde.foc10.nav.no_ppmi.bound	_count.horde.foc10.nav.no_ppmi.bound	_cws.horde.foc10.all.ppmi_weight.bound	_count.horde.foc10.all.ppmi_weight.bound	_cws.horde.foc10.all.ppmi_sel.bound	_count.horde.foc10.all.ppmi_sel.bound	_cws.horde.foc10.all.no_ppmi.bound	_count.horde.foc10.all.no_ppmi.bound	_cws.horde.foc5.nav.ppmi_weight.bound	_count.horde.foc5.nav.ppmi_weight.bound	_cws.horde.foc5.nav.ppmi_sel.bound	_count.horde.foc5.nav.ppmi_sel.bound	_cws.horde.foc5.nav.no_ppmi.bound	_count.horde.foc5.nav.no_ppmi.bound	_cws.horde.foc5.all.ppmi_weight.bound	_count.horde.foc5.all.ppmi_weight.bound	_cws.horde.foc5.all.ppmi_sel.bound	_count.horde.foc5.all.ppmi_sel.bound	_cws.horde.foc5.all.no_ppmi.bound	_count.horde.foc5.all.no_ppmi.bound
horde/noun/parool_20000914_88/374	afstammeling/noun;berucht/adj;ver/adj	3.0	afstammeling/noun;berucht/adj;ver/adj	3.0	afstammeling/noun;berucht/adj;ver/adj	3.0	afstammeling/noun;berucht/adj;de/det;diens/det;dus/adv;ver/adj	6	afstammeling/noun;berucht/adj;de/det;diens/det;dus/adv;ver/adj	6	afstammeling/noun;berucht/adj;de/det;diens/det;dus/adv;van/prep;ver/adj	7	berucht/adj	1.0	berucht/adj	1.0	berucht/adj	1.0	berucht/adj;diens/det	2.0	berucht/adj;diens/det	2.0	berucht/adj;diens/det	2.0
horde/noun/parool_20001003_28/56	kennis/noun;struikel/verb;vol/adj;vrind/noun;zie/verb	5.0	kennis/noun;struikel/verb;vol/adj;vrind/noun;zie/verb	5.0	graag/adj;kennis/noun;nuttig/adj;struikel/verb;vol/adj;vrind/noun;zie/verb	7.0	je/pron;kennis/noun;struikel/verb;vol/adj;vrind/noun;zie/verb	6	je/pron;kennis/noun;struikel/verb;vol/adj;vrind/noun;zie/verb	6	graag/adj;je/pron;kennis/noun;maar/adv;nuttig/adj;ook/adv;struikel/verb;vol/adj;vrind/noun;zie/verb	10	struikel/verb;vrind/noun;zie/verb	3.0	struikel/verb;vrind/noun;zie/verb	3.0	graag/adj;struikel/verb;vrind/noun;zie/verb	4.0	je/pron;struikel/verb;vrind/noun;zie/verb	4.0	je/pron;struikel/verb;vrind/noun;zie/verb	4.0	graag/adj;je/pron;maar/adv;ook/adv;struikel/verb;vrind/noun;zie/verb	7.0
horde/noun/parool_20001016_39/347	aanbieder/noun;internetaanbieder/noun;nek_slag/noun;telecom_bedrijf/noun	4.0	aanbieder/noun;internetaanbieder/noun;nek_slag/noun;telecom_bedrijf/noun	4.0	aanbieder/noun;geef/verb;gratis/adj;internetaanbieder/noun;kan/verb;nek_slag/noun;telecom_bedrijf/noun;verdeel/verb;zal/verb	9.0	aanbieder/noun;de/det;internetaanbieder/noun;nek_slag/noun;telecom_bedrijf/noun	5	aanbieder/noun;de/det;internetaanbieder/noun;nek_slag/noun;telecom_bedrijf/noun	5	aanbieder/noun;dat/pron;de/det;elkaar/pron;geef/verb;gratis/adj;internetaanbieder/noun;kan/verb;nek_slag/noun;onder/prep;telecom_bedrijf/noun;verdeel/verb;zal/verb	13	aanbieder/noun;nek_slag/noun	2.0	aanbieder/noun;nek_slag/noun	2.0	aanbieder/noun;gratis/adj;kan/verb;nek_slag/noun;verdeel/verb;zal/verb	6.0	aanbieder/noun;de/det;nek_slag/noun	3.0	aanbieder/noun;de/det;nek_slag/noun	3.0	aanbieder/noun;de/det;elkaar/pron;gratis/adj;kan/verb;nek_slag/noun;verdeel/verb;zal/verb	8.0
horde/noun/parool_20001021_34/328	Mongools/adj;heer/noun;meester/noun	3.0	Mongools/adj;heer/noun;meester/noun	3.0	Mongools/adj;ben/verb;eeuw/noun;gebied/noun;heer/noun;meester/noun	6.0	Mongools/adj;de/det;een/det;heer/noun;meester/noun;over/prep;zich/pron	7	Mongools/adj;de/det;een/det;heer/noun;meester/noun;over/prep;zich/pron	7	Mongools/adj;ben/verb;dat/pron;de/det;een/det;eeuw/noun;gebied/noun;heer/noun;meester/noun;na/prep;over/prep;zich/pron	12	Mongools/adj;heer/noun;meester/noun	3.0	Mongools/adj;heer/noun;meester/noun	3.0	Mongools/adj;ben/verb;heer/noun;meester/noun	4.0	Mongools/adj;de/det;heer/noun;meester/noun	4.0	Mongools/adj;de/det;heer/noun;meester/noun	4.0	Mongools/adj;ben/verb;de/det;heer/noun;meester/noun	5.0
horde/noun/parool_20001021_67/642	duivel/noun;opgewacht/adj;uitgejouwd/noun;woedend/adj	4.0	duivel/noun;opgewacht/adj;uitgejouwd/noun;woedend/adj	4.0	duivel/noun;opgewacht/adj;uitgejouwd/noun;verkoop/verb;woedend/adj	5.0	de/det;door/prep;duivel/noun;een/det;opgewacht/adj;uitgejouwd/noun;woedend/adj	7	de/det;door/prep;duivel/noun;een/det;opgewacht/adj;uitgejouwd/noun;woedend/adj	7	aan/prep;de/det;door/prep;duivel/noun;een/det;opgewacht/adj;uitgejouwd/noun;verkoop/verb;woedend/adj	9	opgewacht/adj;uitgejouwd/noun;woedend/adj	3.0	opgewacht/adj;uitgejouwd/noun;woedend/adj	3.0	opgewacht/adj;uitgejouwd/noun;woedend/adj	3.0	door/prep;een/det;opgewacht/adj;uitgejouwd/noun;woedend/adj	5.0	door/prep;een/det;opgewacht/adj;uitgejouwd/noun;woedend/adj	5.0	door/prep;een/det;opgewacht/adj;uitgejouwd/noun;woedend/adj	5.0
horde/noun/parool_20001201_53/271	enig/adj;op/adj;samenwerkingsverband/noun;wankel/adj;weg/adj	5.0	enig/adj;op/adj;samenwerkingsverband/noun;wankel/adj;weg/adj	5.0	ben/verb;enig/adj;op/adj;samenwerkingsverband/noun;wankel/adj;weg/adj	6.0	de/det;enig/adj;naar/prep;op/adj;samenwerkingsverband/noun;wankel/adj;weg/adj	7	de/det;enig/adj;naar/prep;op/adj;samenwerkingsverband/noun;wankel/adj;weg/adj	7	ben/verb;de/det;enig/adj;het/det;naar/prep;niet/adv;op/adj;samenwerkingsverband/noun;voor/prep;wankel/adj;weg/adj	11	enig/adj;op/adj;weg/adj	3.0	enig/adj;op/adj;weg/adj	3.0	enig/adj;op/adj;weg/adj	3.0	de/det;enig/adj;naar/prep;op/adj;weg/adj	5.0	de/det;enig/adj;naar/prep;op/adj;weg/adj	5.0	de/det;enig/adj;naar/prep;niet/adv;op/adj;voor/prep;weg/adj	7.0
horde/noun/parool_20010103_74/165	meer_kamp/noun;sprint/noun;werkkring/noun;werp/verb	4.0	meer_kamp/noun;sprint/noun;werkkring/noun;werp/verb	4.0	ander/adj;heb/verb;meer_kamp/noun;sprint/noun;vind/verb;werkkring/noun;werp/verb	7.0	de/det;een/det;inmiddels/adv;meer_kamp/noun;sprint/noun;werkkring/noun;werp/verb	7	de/det;een/det;inmiddels/adv;meer_kamp/noun;sprint/noun;werkkring/noun;werp/verb	7	ander/adj;bij/prep;de/det;een/det;heb/verb;inmiddels/adv;meer_kamp/noun;sprint/noun;vind/verb;werkkring/noun;werp/verb	11	sprint/noun	1.0	sprint/noun	1.0	ander/adj;heb/verb;sprint/noun	3.0	een/det;inmiddels/adv;sprint/noun	3.0	een/det;inmiddels/adv;sprint/noun	3.0	ander/adj;een/det;heb/verb;inmiddels/adv;sprint/noun	5.0
horde/noun/parool_20010516_49/234	gedaante/noun;meerder/adj;pluimage/noun;reeks/noun;woest/adj	5.0	gedaante/noun;meerder/adj;pluimage/noun;reeks/noun;woest/adj	5.0	divers/adj;gedaante/noun;kwaad/noun;meerder/adj;pluimage/noun;reeks/noun;woest/adj	7.0	als/prep;een/det;gedaante/noun;meerder/adj;pluimage/noun;reeks/noun;woest/adj	7	als/prep;een/det;gedaante/noun;meerder/adj;pluimage/noun;reeks/noun;woest/adj	7	als/prep;divers/adj;een/det;gedaante/noun;het/det;in/prep;kwaad/noun;meerder/adj;ons/pron;pluimage/noun;reeks/noun;tot/prep;van/prep;woest/adj	14	pluimage/noun;reeks/noun;woest/adj	3.0	pluimage/noun;reeks/noun;woest/adj	3.0	divers/adj;pluimage/noun;reeks/noun;woest/adj	4.0	als/prep;een/det;pluimage/noun;reeks/noun;woest/adj	5.0	als/prep;een/det;pluimage/noun;reeks/noun;woest/adj	5.0	als/prep;divers/adj;een/det;ons/pron;pluimage/noun;reeks/noun;tot/prep;van/prep;woest/adj	9.0
horde/noun/parool_20010605_70/388	onderkant/noun;punt/noun	2.0	onderkant/noun;punt/noun	2.0	onderkant/noun;punt/noun	2.0	de/det;een/det;onderkant/noun;op/prep;punt/noun;rond/prep	6	de/det;een/det;onderkant/noun;op/prep;punt/noun;rond/prep	6	aan/prep;de/det;een/det;onderkant/noun;op/prep;punt/noun;rond/prep	7	punt/noun	1.0	punt/noun	1.0	punt/noun	1.0	een/det;op/prep;punt/noun	3.0	een/det;op/prep;punt/noun	3.0	een/det;op/prep;punt/noun	3.0
horde/noun/parool_20010713_71/1018	bacterie/noun;boos/adj;brui/noun;laat_los/verb;nietsvermoedend/adj;ongemerkt/adj	6.0	bacterie/noun;boos/adj;brui/noun;laat_los/verb;nietsvermoedend/adj;ongemerkt/adj	6.0	bacterie/noun;boos/adj;brui/noun;geef_aan/verb;laat_los/verb;nietsvermoedend/adj;ongemerkt/adj	7.0	bacterie/noun;boos/adj;brui/noun;de/det;laat_los/verb;nietsvermoedend/adj;ongemerkt/adj;op/prep;zodoende/adv	9	bacterie/noun;boos/adj;brui/noun;de/det;laat_los/verb;nietsvermoedend/adj;ongemerkt/adj;op/prep;zodoende/adv	9	bacterie/noun;boos/adj;brui/noun;de/det;er/adv;geef_aan/verb;laat_los/verb;los/part;nietsvermoedend/adj;ongemerkt/adj;op/prep;zodoende/adv	12	bacterie/noun;boos/adj;brui/noun;nietsvermoedend/adj	4.0	bacterie/noun;boos/adj;brui/noun;nietsvermoedend/adj	4.0	bacterie/noun;boos/adj;brui/noun;geef_aan/verb;nietsvermoedend/adj	5.0	bacterie/noun;boos/adj;brui/noun;de/det;nietsvermoedend/adj;op/prep;zodoende/adv	7.0	bacterie/noun;boos/adj;brui/noun;de/det;nietsvermoedend/adj;op/prep;zodoende/adv	7.0	bacterie/noun;boos/adj;brui/noun;de/det;geef_aan/verb;nietsvermoedend/adj;op/prep;zodoende/adv	8.0
horde/noun/parool_20010730_81/286	Japans/adj;belaag/verb;dagelijks/adj;verslaggever/noun;word/verb	5.0	Japans/adj;belaag/verb;dagelijks/adj;verslaggever/noun;word/verb	5.0	Japans/adj;belaag/verb;dagelijks/adj;trainer/noun;verslaggever/noun;word/verb	6.0	Japans/adj;belaag/verb;dagelijks/adj;de/det;door/prep;een/det;verslaggever/noun;word/verb	8	Japans/adj;belaag/verb;dagelijks/adj;de/det;door/prep;een/det;verslaggever/noun;word/verb	8	Japans/adj;aan/prep;belaag/verb;dagelijks/adj;de/det;door/prep;een/det;trainer/noun;verslaggever/noun;word/verb	10	Japans/adj;belaag/verb;dagelijks/adj;verslaggever/noun	4.0	Japans/adj;belaag/verb;dagelijks/adj;verslaggever/noun	4.0	Japans/adj;belaag/verb;dagelijks/adj;trainer/noun;verslaggever/noun	5.0	Japans/adj;belaag/verb;dagelijks/adj;door/prep;een/det;verslaggever/noun	6.0	Japans/adj;belaag/verb;dagelijks/adj;door/prep;een/det;verslaggever/noun	6.0	Japans/adj;belaag/verb;dagelijks/adj;door/prep;een/det;trainer/noun;verslaggever/noun	7.0
horde/noun/parool_20010915_116/66	laat/adj;sluit_aan/verb	2.0	laat/adj;sluit_aan/verb	2.0	ben/verb;jaar/noun;laat/adj;poging/noun;sluit_aan/verb	5.0	China/det;aan/part;de/det;laat/adj;sluit_aan/verb;zich/pron	6	China/det;aan/part;de/det;laat/adj;sluit_aan/verb;zich/pron	6	China/det;aan/part;ben/verb;de/det;dit/det;in/prep;jaar/noun;laat/adj;poging/noun;sluit_aan/verb;van/prep;zich/pron	12	laat/adj	1.0	laat/adj	1.0	ben/verb;laat/adj;poging/noun	3.0	China/det;de/det;laat/adj	3.0	China/det;de/det;laat/adj	3.0	China/det;ben/verb;de/det;dit/det;in/prep;laat/adj;poging/noun;van/prep	8.0
horde/noun/parool_20020202_54/674	kom/verb;tegelijk/adj;zomer/noun	3.0	kom/verb;tegelijk/adj;zomer/noun	3.0	kom/verb;ruim/adj;tegelijk/adj;zomer/noun	4.0	de/det;een/det;kom/verb;midden/prep;naar/prep;te/prep;tegelijk/adj;ze/pron;zomer/noun	9	de/det;een/det;kom/verb;midden/prep;naar/prep;te/prep;tegelijk/adj;ze/pron;zomer/noun	9	de/det;een/det;in/prep;kom/verb;midden/prep;naar/prep;ruim/adj;te/prep;tegelijk/adj;van/prep;ze/pron;zomer/noun	12	tegelijk/adj	1.0	tegelijk/adj	1.0	tegelijk/adj	1.0	een/det;naar/prep;te/prep;tegelijk/adj;ze/pron	5.0	een/det;naar/prep;te/prep;tegelijk/adj;ze/pron	5.0	een/det;naar/prep;te/prep;tegelijk/adj;ze/pron	5.0
horde/noun/parool_20020209_78/300	bewonderaar/noun;geboortedorp/noun;keer/verb;trek/verb	4.0	bewonderaar/noun;geboortedorp/noun;keer/verb;trek/verb	4.0	bewonderaar/noun;fles/noun;geboortedorp/noun;keer/verb;trek/verb	5.0	bewonderaar/noun;die/pron;een/det;geboortedorp/noun;huiswaarts/adv;keer/verb;trek/verb	7	bewonderaar/noun;die/pron;een/det;geboortedorp/noun;huiswaarts/adv;keer/verb;trek/verb	7	bewonderaar/noun;die/pron;een/det;fles/noun;geboortedorp/noun;huiswaarts/adv;keer/verb;met/prep;trek/verb;zijn/det	10	bewonderaar/noun;geboortedorp/noun;keer/verb;trek/verb	4.0	bewonderaar/noun;geboortedorp/noun;keer/verb;trek/verb	4.0	bewonderaar/noun;geboortedorp/noun;keer/verb;trek/verb	4.0	bewonderaar/noun;die/pron;geboortedorp/noun;huiswaarts/adv;keer/verb;trek/verb	6.0	bewonderaar/noun;die/pron;geboortedorp/noun;huiswaarts/adv;keer/verb;trek/verb	6.0	bewonderaar/noun;die/pron;geboortedorp/noun;huiswaarts/adv;keer/verb;trek/verb	6.0
horde/noun/parool_20020403_25/416	begeleider/noun;confrontatie/noun;kwaadaardig/adj;marinier/noun;opgefokt/adj;ruimte_monster/noun;wacht/verb;zenuwslopend/adj	8.0	begeleider/noun;confrontatie/noun;kwaadaardig/adj;marinier/noun;opgefokt/adj;ruimte_monster/noun;wacht/verb;zenuwslopend/adj	8.0	begeleider/noun;confrontatie/noun;kwaadaardig/adj;marinier/noun;opgefokt/adj;ruimte_monster/noun;team/noun;wacht/verb;zenuwslopend/adj	9.0	begeleider/noun;confrontatie/noun;die/pron;een/det;haar/det;haar/pron;kwaadaardig/adj;marinier/noun;opgefokt/adj;ruimte_monster/noun;wacht/verb;zenuwslopend/adj	12	begeleider/noun;confrontatie/noun;die/pron;een/det;haar/det;haar/pron;kwaadaardig/adj;marinier/noun;opgefokt/adj;ruimte_monster/noun;wacht/verb;zenuwslopend/adj	12	begeleider/noun;confrontatie/noun;die/pron;een/det;haar/det;haar/pron;kwaadaardig/adj;marinier/noun;met/prep;opgefokt/adj;ruimte_monster/noun;team/noun;wacht/verb;zenuwslopend/adj	14	begeleider/noun;confrontatie/noun;kwaadaardig/adj;ruimte_monster/noun;zenuwslopend/adj	5.0	begeleider/noun;confrontatie/noun;kwaadaardig/adj;ruimte_monster/noun;zenuwslopend/adj	5.0	begeleider/noun;confrontatie/noun;kwaadaardig/adj;ruimte_monster/noun;zenuwslopend/adj	5.0	begeleider/noun;confrontatie/noun;die/pron;haar/det;kwaadaardig/adj;ruimte_monster/noun;zenuwslopend/adj	7.0	begeleider/noun;confrontatie/noun;die/pron;haar/det;kwaadaardig/adj;ruimte_monster/noun;zenuwslopend/adj	7.0	begeleider/noun;confrontatie/noun;die/pron;haar/det;kwaadaardig/adj;met/prep;ruimte_monster/noun;zenuwslopend/adj	8.0
horde/noun/parool_20020514_102/11	half/noun;nauw/adj;schuifel/verb;straat_DIM/noun;toerist/noun	5.0	half/noun;nauw/adj;schuifel/verb;straat_DIM/noun;toerist/noun	5.0	Brussels/adj;half/noun;nauw/adj;schuifel/verb;straat_DIM/noun;tien/noun;toerist/noun	7.0	's/adv;Morgens/adv;de/det;door/prep;half/noun;nauw/adj;schuifel/verb;straat_DIM/noun;toerist/noun	9	's/adv;Morgens/adv;de/det;door/prep;half/noun;nauw/adj;schuifel/verb;straat_DIM/noun;toerist/noun	9	's/adv;Brussels/adj;Morgens/adv;de/det;door/prep;half/noun;het/det;nauw/adj;om/prep;schuifel/verb;straat_DIM/noun;tien/noun;toerist/noun;van/prep	14	half/noun;nauw/adj;schuifel/verb;straat_DIM/noun;toerist/noun	5.0	half/noun;nauw/adj;schuifel/verb;straat_DIM/noun;toerist/noun	5.0	half/noun;nauw/adj;schuifel/verb;straat_DIM/noun;tien/noun;toerist/noun	6.0	de/det;door/prep;half/noun;nauw/adj;schuifel/verb;straat_DIM/noun;toerist/noun	7.0	de/det;door/prep;half/noun;nauw/adj;schuifel/verb;straat_DIM/noun;toerist/noun	7.0	de/det;door/prep;half/noun;nauw/adj;schuifel/verb;straat_DIM/noun;tien/noun;toerist/noun	8.0
horde/noun/parool_20020622_55/819	been/noun;belegger/noun;moet/verb;staart/noun;toneel/noun	5.0	been/noun;belegger/noun;moet/verb;staart/noun;toneel/noun	5.0	been/noun;belegger/noun;daling/noun;groot/adj;moet/verb;staart/noun;toneel/noun;zeg/verb	8.0	been/noun;belegger/noun;de/det;moet/verb;net/adv;staart/noun;toneel/noun;tussen/prep	8	been/noun;belegger/noun;de/det;moet/verb;net/adv;staart/noun;toneel/noun;tussen/prep	8	been/noun;belegger/noun;bij/prep;daling/noun;de/det;groot/adj;het/det;met/prep;moet/verb;net/adv;staart/noun;steeds/adv;toneel/noun;tussen/prep;van/prep;zeg/verb	16	belegger/noun;staart/noun	2.0	belegger/noun;staart/noun	2.0	belegger/noun;daling/noun;groot/adj;staart/noun	4.0	belegger/noun;staart/noun;tussen/prep	3.0	belegger/noun;staart/noun;tussen/prep	3.0	belegger/noun;bij/prep;daling/noun;groot/adj;met/prep;staart/noun;steeds/adv;tussen/prep	8.0
horde/noun/parool_20020902_16/117	sta/verb;structuur_plan/noun	2.0	sta/verb;structuur_plan/noun	2.0	ben/verb;gevecht/noun;hoe/adj;sta/verb;structuur_plan/noun	5.0	de/det;sta/verb;structuur_plan/noun	3	de/det;sta/verb;structuur_plan/noun	3	ben/verb;dat/det;de/det;gevecht/noun;het/det;hoe/adj;in/prep;sta/verb;structuur_plan/noun	9					ben/verb;gevecht/noun	2.0	de/det	1.0	de/det	1.0	ben/verb;dat/det;de/det;gevecht/noun;het/det;in/prep	6.0
horde/noun/parool_20021002_41/607	bloot/adj;exotisch/adj;ga/verb;strand/noun	4.0	bloot/adj;exotisch/adj;ga/verb;strand/noun	4.0	alles/noun;bloot/adj;exotisch/adj;ga/verb;reis/noun;strand/noun;wil/verb	7.0	bloot/adj;een/det;exotisch/adj;ga/verb;je/pron;naar/prep;op/prep;strand/noun	8	bloot/adj;een/det;exotisch/adj;ga/verb;je/pron;naar/prep;op/prep;strand/noun	8	alles/noun;bloot/adj;een/det;exotisch/adj;ga/verb;je/pron;maar/adv;met/prep;naar/prep;op/prep;reis/noun;strand/noun;wat/pron;wil/verb	14	bloot/adj;exotisch/adj;strand/noun	3.0	bloot/adj;exotisch/adj;strand/noun	3.0	alles/noun;bloot/adj;exotisch/adj;strand/noun	4.0	bloot/adj;een/det;exotisch/adj;strand/noun	4.0	bloot/adj;een/det;exotisch/adj;strand/noun	4.0	alles/noun;bloot/adj;een/det;exotisch/adj;met/prep;strand/noun;wat/pron	7.0
horde/noun/parool_20021004_91/556	Duitser/noun;laat/adj;lijd/verb;uitbreiding/noun	4.0	Duitser/noun;laat/adj;lijd/verb;uitbreiding/noun	4.0	Duitser/noun;ben/verb;het/noun;laat/adj;lijd/verb;uitbreiding/noun;vind/verb	7.0	Duitser/noun;de/det;laat/adj;lijd/verb;naar/prep;uitbreiding/noun	6	Duitser/noun;de/det;laat/adj;lijd/verb;naar/prep;uitbreiding/noun	6	Duitser/noun;ben/verb;binnen/prep;dan/adv;de/det;het/noun;laat/adj;lijd/verb;naar/prep;ook/adv;uitbreiding/noun;vind/verb	12	laat/adj;uitbreiding/noun	2.0	laat/adj;uitbreiding/noun	2.0	laat/adj;uitbreiding/noun;vind/verb	3.0	laat/adj;naar/prep;uitbreiding/noun	3.0	laat/adj;naar/prep;uitbreiding/noun	3.0	laat/adj;naar/prep;uitbreiding/noun;vind/verb	4.0
horde/noun/parool_20040212_38/325	Ajax_hooligan/noun;middag/noun;voorafgaand/adj	3.0	Ajax_hooligan/noun;middag/noun;voorafgaand/adj	3.0	Ajax_hooligan/noun;middag/noun;voorafgaand/adj;wedstrijd/noun	4.0	Ajax_hooligan/noun;de/det;die/pron;middag/noun;voorafgaand/adj	5	Ajax_hooligan/noun;de/det;die/pron;middag/noun;voorafgaand/adj	5	Ajax_hooligan/noun;aan/prep;de/det;die/pron;in/prep;middag/noun;voorafgaand/adj;wedstrijd/noun	8	Ajax_hooligan/noun;middag/noun	2.0	Ajax_hooligan/noun;middag/noun	2.0	Ajax_hooligan/noun;middag/noun	2.0	Ajax_hooligan/noun;die/pron;middag/noun	3.0	Ajax_hooligan/noun;die/pron;middag/noun	3.0	Ajax_hooligan/noun;die/pron;middag/noun	3.0
horde/noun/parool_20040427_24/91	Pool/noun;Slowaak/noun;angst/noun;arm/adj;kom/verb;overheers/verb	6.0	Pool/noun;Slowaak/noun;angst/noun;arm/adj;kom/verb;overheers/verb	6.0	Pool/noun;Slowaak/noun;angst/noun;arm/adj;kom/verb;overheers/verb;werk/noun;zoek/verb	8.0	Pool/noun;Slowaak/noun;angst/noun;arm/adj;de/det;die/pron;kom/verb;overheers/verb	8	Pool/noun;Slowaak/noun;angst/noun;arm/adj;de/det;die/pron;kom/verb;overheers/verb	8	Pool/noun;Slowaak/noun;angst/noun;arm/adj;de/det;die/pron;kom/verb;overheers/verb;voor/prep;werk/noun;zoek/verb	11	Pool/noun;Slowaak/noun;angst/noun;arm/adj	4.0	Pool/noun;Slowaak/noun;angst/noun;arm/adj	4.0	Pool/noun;Slowaak/noun;angst/noun;arm/adj	4.0	Pool/noun;Slowaak/noun;angst/noun;arm/adj;de/det;die/pron	6.0	Pool/noun;Slowaak/noun;angst/noun;arm/adj;de/det;die/pron	6.0	Pool/noun;Slowaak/noun;angst/noun;arm/adj;de/det;die/pron;voor/prep	7.0
horde/noun/volkskrant_19990201_91/127	ga_voor/verb;meter/noun;pol_hoog/adj	3.0	ga_voor/verb;meter/noun;pol_hoog/adj	3.0	ga_voor/verb;meter/noun;pol_hoog/adj	3.0	ga_voor/verb;haar/pron;meter/noun;pol_hoog/adj	4	ga_voor/verb;haar/pron;meter/noun;pol_hoog/adj	4	ga_voor/verb;haar/pron;meter/noun;pol_hoog/adj	4												
horde/noun/volkskrant_19990329_1715/39	EK/noun;hooligan/noun;kom/verb;spoor/noun;wild_enthoesiast/adj	5.0	EK/noun;hooligan/noun;kom/verb;spoor/noun;wild_enthoesiast/adj	5.0	EK/noun;hooligan/noun;kom/verb;spoor/noun;wild_enthoesiast/adj	5.0	EK/noun;de/det;een/det;hooligan/noun;kom/verb;naar/prep;spoor/noun;wild_enthoesiast/adj	8	EK/noun;de/det;een/det;hooligan/noun;kom/verb;naar/prep;spoor/noun;wild_enthoesiast/adj	8	EK/noun;de/det;een/det;het/det;hooligan/noun;in/prep;kom/verb;met/prep;naar/prep;spoor/noun;wild_enthoesiast/adj;zijn/det	12	hooligan/noun;kom/verb;spoor/noun;wild_enthoesiast/adj	4.0	hooligan/noun;kom/verb;spoor/noun;wild_enthoesiast/adj	4.0	hooligan/noun;kom/verb;spoor/noun;wild_enthoesiast/adj	4.0	een/det;hooligan/noun;kom/verb;spoor/noun;wild_enthoesiast/adj	5.0	een/det;hooligan/noun;kom/verb;spoor/noun;wild_enthoesiast/adj	5.0	een/det;hooligan/noun;in/prep;kom/verb;met/prep;spoor/noun;wild_enthoesiast/adj;zijn/det	8.0
horde/noun/volkskrant_19990415_67/9	advocaat/noun;claim/verb;loop_rond/verb;moet/verb	4.0	advocaat/noun;claim/verb;loop_rond/verb;moet/verb	4.0	advocaat/noun;claim/verb;geld/noun;loop_rond/verb;moet/verb;verdien/verb;weet/verb	7.0	advocaat/noun;claim/verb;die/pron;hun/det;loop_rond/verb;moet/verb	6	advocaat/noun;claim/verb;die/pron;hun/det;loop_rond/verb;moet/verb	6	advocaat/noun;claim/verb;die/pron;er/adv;geld/noun;het/det;hun/det;in/prep;loop_rond/verb;met/prep;moet/verb;verdien/verb;weet/verb;wie/pron	14	advocaat/noun;loop_rond/verb	2.0	advocaat/noun;loop_rond/verb	2.0	advocaat/noun;geld/noun;loop_rond/verb;weet/verb	4.0	advocaat/noun;die/pron;hun/det;loop_rond/verb	4.0	advocaat/noun;die/pron;hun/det;loop_rond/verb	4.0	advocaat/noun;die/pron;er/adv;geld/noun;hun/det;in/prep;loop_rond/verb;weet/verb	8.0
horde/noun/volkskrant_19990601_100/391	hoog/adj;zweef/verb	2.0	hoog/adj;zweef/verb	2.0	hoog/adj;spreek/verb;zweef/verb	3.0	de/det;hoog/adj;nog/adv;zweef/verb	4	de/det;hoog/adj;nog/adv;zweef/verb	4	de/det;hoog/adj;nog/adv;spreek/verb;van/prep;we/pron;zweef/verb	7	hoog/adj;zweef/verb	2.0	hoog/adj;zweef/verb	2.0	hoog/adj;spreek/verb;zweef/verb	3.0	de/det;hoog/adj;nog/adv;zweef/verb	4.0	de/det;hoog/adj;nog/adv;zweef/verb	4.0	de/det;hoog/adj;nog/adv;spreek/verb;van/prep;we/pron;zweef/verb	7.0
horde/noun/volkskrant_19990721_46/845	Afrikaans/adj;dubieus/adj;kijk/verb;militie/noun;schimmig/adj	5.0	Afrikaans/adj;dubieus/adj;kijk/verb;militie/noun;schimmig/adj	5.0	Afrikaans/adj;alleen/adj;dubieus/adj;kijk/verb;leider/noun;militie/noun;schimmig/adj;staat/noun	8.0	Afrikaans/adj;dubieus/adj;een/det;kijk/verb;militie/noun;naar/prep;nog/adv;ondanks/prep;schimmig/adj;waar/adv	10	Afrikaans/adj;dubieus/adj;een/det;kijk/verb;militie/noun;naar/prep;nog/adv;ondanks/prep;schimmig/adj;waar/adv	10	Afrikaans/adj;alleen/adj;dubieus/adj;een/det;kijk/verb;leider/noun;met/prep;militie/noun;naar/prep;nog/adv;ondanks/prep;schimmig/adj;staat/noun;waar/adv	14	Afrikaans/adj;dubieus/adj	2.0	Afrikaans/adj;dubieus/adj	2.0	Afrikaans/adj;dubieus/adj;leider/noun;staat/noun	4.0	Afrikaans/adj;dubieus/adj;een/det;naar/prep;waar/adv	5.0	Afrikaans/adj;dubieus/adj;een/det;naar/prep;waar/adv	5.0	Afrikaans/adj;dubieus/adj;een/det;leider/noun;met/prep;naar/prep;staat/noun;waar/adv	8.0
