_id	_cws.goedkoop.foc10.nav.weight.bound	_count.goedkoop.foc10.nav.weight.bound	_cws.goedkoop.foc10.nav.selection.bound	_count.goedkoop.foc10.nav.selection.bound	_cws.goedkoop.foc10.nav.no.bound	_count.goedkoop.foc10.nav.no.bound	_cws.goedkoop.foc10.all.weight.bound	_count.goedkoop.foc10.all.weight.bound	_cws.goedkoop.foc10.all.selection.bound	_count.goedkoop.foc10.all.selection.bound	_cws.goedkoop.foc10.all.no.bound	_count.goedkoop.foc10.all.no.bound	_cws.goedkoop.foc5.nav.weight.bound	_count.goedkoop.foc5.nav.weight.bound	_cws.goedkoop.foc5.nav.selection.bound	_count.goedkoop.foc5.nav.selection.bound	_cws.goedkoop.foc5.nav.no.bound	_count.goedkoop.foc5.nav.no.bound	_cws.goedkoop.foc5.all.weight.bound	_count.goedkoop.foc5.all.weight.bound	_cws.goedkoop.foc5.all.selection.bound	_count.goedkoop.foc5.all.selection.bound	_cws.goedkoop.foc5.all.no.bound	_count.goedkoop.foc5.all.no.bound
goedkoop/adj/nrc_handelsblad_19991014_35/14	bedrijf/noun;boer/noun;eigen/adj;help/verb;mest/noun;verwerk/verb	6	bedrijf/noun;boer/noun;eigen/adj;help/verb;mest/noun;verwerk/verb	6	bedrijf/noun;boer/noun;eigen/adj;ga/verb;help/verb;mest/noun;verwerk/verb	7	bedrijf/noun;boer/noun;eigen/adj;help/verb;mest/noun;verwerk/verb	6	bedrijf/noun;boer/noun;eigen/adj;help/verb;mest/noun;verwerk/verb	6	bedrijf/noun;boer/noun;eigen/adj;ga/verb;help/verb;het/det;mest/noun;op/prep;verwerk/verb	9	bedrijf/noun;boer/noun;eigen/adj;help/verb;mest/noun	5	bedrijf/noun;boer/noun;eigen/adj;help/verb;mest/noun	5	bedrijf/noun;boer/noun;eigen/adj;ga/verb;help/verb;mest/noun	6	bedrijf/noun;boer/noun;eigen/adj;help/verb;mest/noun	5	bedrijf/noun;boer/noun;eigen/adj;help/verb;mest/noun	5	bedrijf/noun;boer/noun;eigen/adj;ga/verb;help/verb;het/det;mest/noun;op/prep	8
goedkoop/adj/nrc_handelsblad_20000805_127/272	genetisch/adj;kan/verb;modificatie/noun;produceer/verb;word/verb;zal/verb	6	genetisch/adj;kan/verb;modificatie/noun;produceer/verb;word/verb;zal/verb	6	genetisch/adj;kan/verb;modificatie/noun;produceer/verb;word/verb;zal/verb	6	genetisch/adj;kan/verb;modificatie/noun;produceer/verb;word/verb;zal/verb	6	genetisch/adj;kan/verb;modificatie/noun;produceer/verb;word/verb;zal/verb	6	door/prep;genetisch/adj;kan/verb;modificatie/noun;produceer/verb;word/verb;zal/verb	7	genetisch/adj;kan/verb;modificatie/noun;produceer/verb;word/verb;zal/verb	6	genetisch/adj;kan/verb;modificatie/noun;produceer/verb;word/verb;zal/verb	6	genetisch/adj;kan/verb;modificatie/noun;produceer/verb;word/verb;zal/verb	6	genetisch/adj;kan/verb;modificatie/noun;produceer/verb;word/verb;zal/verb	6	genetisch/adj;kan/verb;modificatie/noun;produceer/verb;word/verb;zal/verb	6	door/prep;genetisch/adj;kan/verb;modificatie/noun;produceer/verb;word/verb;zal/verb	7
goedkoop/adj/nrc_handelsblad_20040221_196/122	ben/verb;goed/adj;technologie/noun;uiteindelijk/adj	4	ben/verb;goed/adj;technologie/noun;uiteindelijk/adj	4	ben/verb;eenmaal/noun;ga/verb;goed/adj;leg_uit/verb;technologie/noun;uiteindelijk/adj;zie_in/verb	8	ben/verb;dat/det;goed/adj;ons/det;technologie/noun;uit/part;uiteindelijk/adj;ze/pron	8	ben/verb;dat/det;goed/adj;ons/det;technologie/noun;uit/part;uiteindelijk/adj;ze/pron	8	ben/verb;dat/det;eenmaal/noun;ga/verb;goed/adj;leg_uit/verb;ons/det;technologie/noun;uit/part;uiteindelijk/adj;ze/pron;zie_in/verb	12	ben/verb;goed/adj;technologie/noun;uiteindelijk/adj	4	ben/verb;goed/adj;technologie/noun;uiteindelijk/adj	4	ben/verb;goed/adj;technologie/noun;uiteindelijk/adj	4	ben/verb;goed/adj;ons/det;technologie/noun;uiteindelijk/adj;ze/pron	6	ben/verb;goed/adj;ons/det;technologie/noun;uiteindelijk/adj;ze/pron	6	ben/verb;goed/adj;ons/det;technologie/noun;uiteindelijk/adj;ze/pron	6
goedkoop/adj/nrc_handelsblad_20030522_86/294	ben/verb;beweer/verb;keten/noun	3	ben/verb;beweer/verb;keten/noun	3	ben/verb;beweer/verb;indruk/noun;keten/noun;ontsta/verb	5	ben/verb;beweer/verb;keten/noun;niet/adv;wel/adv;zo/adv	6	ben/verb;beweer/verb;keten/noun;niet/adv;wel/adv;zo/adv	6	ben/verb;beweer/verb;de/det;helemaal/adv;indruk/noun;keten/noun;niet/adv;ontsta/verb;wel/adv;zo/adv	10	ben/verb;keten/noun	2	ben/verb;keten/noun	2	ben/verb;keten/noun	2	ben/verb;keten/noun;niet/adv;wel/adv;zo/adv	5	ben/verb;keten/noun;niet/adv;wel/adv;zo/adv	5	ben/verb;de/det;helemaal/adv;keten/noun;niet/adv;wel/adv;zo/adv	7
goedkoop/adj/nrc_handelsblad_20000325_120/378	ander/adj;concurrentie/noun;even/adj;kan/verb;zal/verb	5	ander/adj;concurrentie/noun;even/adj;kan/verb;zal/verb	5	ander/adj;concurrentie/noun;doe/verb;even/adj;houd/verb;kan/verb;partij/noun;zal/verb	8	altijd/adv;ander/adj;concurrentie/noun;dat/det;die/pron;even/adj;kan/verb;ook/adv;zal/verb	9	altijd/adv;ander/adj;concurrentie/noun;dat/det;die/pron;even/adj;kan/verb;ook/adv;zal/verb	9	altijd/adv;ander/adj;concurrentie/noun;dat/det;die/pron;doe/verb;even/adj;houd/verb;kan/verb;met/prep;ook/adv;partij/noun;zal/verb	13	ander/adj;even/adj;kan/verb	3	ander/adj;even/adj;kan/verb	3	ander/adj;doe/verb;even/adj;kan/verb;partij/noun	5	ander/adj;dat/det;die/pron;even/adj;kan/verb;ook/adv	6	ander/adj;dat/det;die/pron;even/adj;kan/verb;ook/adv	6	ander/adj;dat/det;die/pron;doe/verb;even/adj;kan/verb;ook/adv;partij/noun	8
goedkoop/adj/nrc_handelsblad_20020302_35/513	ben/verb;erg/adj;eten/noun;goed/adj;nadeel/noun;vrij/adj	6	ben/verb;erg/adj;eten/noun;goed/adj;nadeel/noun;vrij/adj	6	ben/verb;erg/adj;eten/noun;goed/adj;heb/verb;nadeel/noun;vrij/adj	7	ben/verb;erg/adj;eten/noun;goed/adj;nadeel/noun;niet/adv;overigens/adv;vrij/adj	8	ben/verb;erg/adj;eten/noun;goed/adj;nadeel/noun;niet/adv;overigens/adv;vrij/adj	8	ben/verb;er/adv;erg/adj;eten/noun;goed/adj;heb/verb;het/det;nadeel/noun;niet/adv;overigens/adv;vrij/adj	11	ben/verb;erg/adj;eten/noun;vrij/adj	4	ben/verb;erg/adj;eten/noun;vrij/adj	4	ben/verb;erg/adj;eten/noun;vrij/adj	4	ben/verb;erg/adj;eten/noun;niet/adv;overigens/adv;vrij/adj	6	ben/verb;erg/adj;eten/noun;niet/adv;overigens/adv;vrij/adj	6	ben/verb;er/adv;erg/adj;eten/noun;het/det;niet/adv;overigens/adv;vrij/adj	8
goedkoop/adj/nrc_handelsblad_20001107_29/82	Zuidamerikaans/adj;arbeid_kracht/noun;bied_aan/verb;lok/verb;word/verb	5	Zuidamerikaans/adj;arbeid_kracht/noun;bied_aan/verb;lok/verb;word/verb	5	Zuidamerikaans/adj;arbeid_kracht/noun;bied_aan/verb;club/noun;lok/verb;speler/noun;word/verb	7	Zuidamerikaans/adj;arbeid_kracht/noun;bied_aan/verb;lok/verb;naar/prep;word/verb	6	Zuidamerikaans/adj;arbeid_kracht/noun;bied_aan/verb;lok/verb;naar/prep;word/verb	6	Zuidamerikaans/adj;aan/prep;arbeid_kracht/noun;bied_aan/verb;club/noun;de/det;lok/verb;naar/prep;speler/noun;word/verb	10	arbeid_kracht/noun;lok/verb;word/verb	3	arbeid_kracht/noun;lok/verb;word/verb	3	arbeid_kracht/noun;club/noun;lok/verb;word/verb	4	arbeid_kracht/noun;lok/verb;word/verb	3	arbeid_kracht/noun;lok/verb;word/verb	3	aan/prep;arbeid_kracht/noun;club/noun;de/det;lok/verb;word/verb	6
goedkoop/adj/nrc_handelsblad_20040109_143/151	ben/verb;schaars/adj;straat_beeld/noun	3	ben/verb;schaars/adj;straat_beeld/noun	3	ben/verb;neem_op/verb;reeks/noun;schaars/adj;straat_beeld/noun	5	ben/verb;schaars/adj;straat_beeld/noun;uit/prep	4	ben/verb;schaars/adj;straat_beeld/noun;uit/prep	4	ben/verb;de/det;het/det;in/prep;neem_op/verb;reeks/noun;schaars/adj;straat_beeld/noun;uit/prep	9	ben/verb;straat_beeld/noun	2	ben/verb;straat_beeld/noun	2	ben/verb;neem_op/verb;reeks/noun;straat_beeld/noun	4	ben/verb;straat_beeld/noun	2	ben/verb;straat_beeld/noun	2	ben/verb;het/det;in/prep;neem_op/verb;reeks/noun;straat_beeld/noun	6
goedkoop/adj/nrc_handelsblad_20020904_35/76	draadloos/adj;internet/verb;opkomst/noun	3	draadloos/adj;internet/verb;opkomst/noun	3	draadloos/adj;internet/verb;omstreden/adj;opkomst/noun	4	draadloos/adj;internet/verb;opkomst/noun	3	draadloos/adj;internet/verb;opkomst/noun	3	bij/prep;de/det;draadloos/adj;internet/verb;omstreden/adj;opkomst/noun;van/prep	7	draadloos/adj;internet/verb;opkomst/noun	3	draadloos/adj;internet/verb;opkomst/noun	3	draadloos/adj;internet/verb;opkomst/noun	3	draadloos/adj;internet/verb;opkomst/noun	3	draadloos/adj;internet/verb;opkomst/noun	3	de/det;draadloos/adj;internet/verb;opkomst/noun;van/prep	5
goedkoop/adj/nrc_handelsblad_20020516_44/82	ben/verb;populist/noun	2	ben/verb;populist/noun	2	ben/verb;besef/noun;bevolking/noun;groei/verb;haarscherp/adj;neem_waar/verb;populist/noun;wetenschapper/noun	8	ben/verb;die/pron;een/det;populist/noun	4	ben/verb;die/pron;een/det;populist/noun	4	ben/verb;besef/noun;bevolking/noun;de/det;die/pron;een/det;geen/det;groei/verb;haarscherp/adj;het/det;neem_waar/verb;populist/noun;van/prep;wat/pron;wetenschapper/noun	15	ben/verb;populist/noun	2	ben/verb;populist/noun	2	ben/verb;groei/verb;populist/noun	3	ben/verb;een/det;populist/noun	3	ben/verb;een/det;populist/noun	3	ben/verb;een/det;geen/det;groei/verb;populist/noun	5
goedkoop/adj/nrc_handelsblad_20031011_24/481	bied/verb;kan/verb;kom/verb	3	bied/verb;kan/verb;kom/verb	3	bied/verb;hoop/verb;kan/verb;kom/verb	4	bied/verb;ieder/pron;kan/verb;kom/verb	4	bied/verb;ieder/pron;kan/verb;kom/verb	4	als/prep;bied/verb;de/det;hen/pron;hoop/verb;ieder/pron;kan/verb;kom/verb;van/prep	9	kom/verb	1	kom/verb	1	hoop/verb;kom/verb	2	kom/verb	1	kom/verb	1	als/prep;de/det;hen/pron;hoop/verb;kom/verb;van/prep	6
goedkoop/adj/nrc_handelsblad_20011110_84/796	derdewereldlanden/noun;eigen/adj;markt/noun;moet/verb;zal/verb	5	derdewereldlanden/noun;eigen/adj;markt/noun;moet/verb;zal/verb	5	derdewereldlanden/noun;eigen/adj;markt/noun;moet/verb;open/verb;zal/verb	6	derdewereldlanden/noun;eigen/adj;markt/noun;met/adv;moet/verb;name/adv;ook/adv;uit/prep;voor/prep;zal/verb	10	derdewereldlanden/noun;eigen/adj;markt/noun;met/adv;moet/verb;name/adv;ook/adv;uit/prep;voor/prep;zal/verb	10	de/det;derdewereldlanden/noun;eigen/adj;markt/noun;met/adv;moet/verb;name/adv;ook/adv;open/verb;uit/prep;voor/prep;zal/verb	12	derdewereldlanden/noun;eigen/adj;markt/noun;moet/verb	4	derdewereldlanden/noun;eigen/adj;markt/noun;moet/verb	4	derdewereldlanden/noun;eigen/adj;markt/noun;moet/verb;open/verb	5	derdewereldlanden/noun;eigen/adj;markt/noun;moet/verb;uit/prep;voor/prep	6	derdewereldlanden/noun;eigen/adj;markt/noun;moet/verb;uit/prep;voor/prep	6	derdewereldlanden/noun;eigen/adj;markt/noun;moet/verb;open/verb;uit/prep;voor/prep	7
goedkoop/adj/nrc_handelsblad_20030929_64/405	importeer/verb;kern_centrale/noun;keuze/noun;kosten_reductie/noun;opgewekt/adj;stroom/noun;zal/verb	7	importeer/verb;kern_centrale/noun;keuze/noun;kosten_reductie/noun;opgewekt/adj;stroom/noun;zal/verb	7	Frans/adj;heb/verb;importeer/verb;kern_centrale/noun;keuze/noun;kosten_reductie/noun;leid/verb;opgewekt/adj;stroom/noun;zal/verb	10	importeer/verb;kern_centrale/noun;keuze/noun;kosten_reductie/noun;opgewekt/adj;stroom/noun;veelal/adv;zal/verb	8	importeer/verb;kern_centrale/noun;keuze/noun;kosten_reductie/noun;opgewekt/adj;stroom/noun;veelal/adv;zal/verb	8	's/adv;Frans/adj;de/det;door/prep;heb/verb;importeer/verb;kern_centrale/noun;keuze/noun;kosten_reductie/noun;leid/verb;nachts/adv;opgewekt/adj;stroom/noun;tot/prep;veelal/adv;zal/verb	16	kern_centrale/noun;keuze/noun	2	kern_centrale/noun;keuze/noun	2	Frans/adj;kern_centrale/noun;keuze/noun	3	kern_centrale/noun;keuze/noun;veelal/adv	3	kern_centrale/noun;keuze/noun;veelal/adv	3	's/adv;Frans/adj;de/det;door/prep;kern_centrale/noun;keuze/noun;nachts/adv;veelal/adv	8
goedkoop/adj/nrc_handelsblad_20040423_156/293	ben/verb	1	ben/verb	1	ben/verb;kom_terecht/verb	2	ben/verb;dus/adv;nu/adv	3	ben/verb;dus/adv;nu/adv	3	ben/verb;dus/adv;hij/pron;in/prep;kom_terecht/verb;nu/adv	6	ben/verb	1	ben/verb	1	ben/verb;kom_terecht/verb	2	ben/verb;dus/adv;nu/adv	3	ben/verb;dus/adv;nu/adv	3	ben/verb;dus/adv;hij/pron;in/prep;kom_terecht/verb;nu/adv	6
goedkoop/adj/nrc_handelsblad_19990121_38/133	Braziliaans/adj;devaluatie/noun;export_product/noun;maak/verb	4	Braziliaans/adj;devaluatie/noun;export_product/noun;maak/verb	4	Braziliaans/adj;devaluatie/noun;export_product/noun;maak/verb	4	Braziliaans/adj;bovendien/adv;devaluatie/noun;export_product/noun;maak/verb	5	Braziliaans/adj;bovendien/adv;devaluatie/noun;export_product/noun;maak/verb	5	Braziliaans/adj;bovendien/adv;de/det;devaluatie/noun;export_product/noun;maak/verb	6	Braziliaans/adj;devaluatie/noun;export_product/noun;maak/verb	4	Braziliaans/adj;devaluatie/noun;export_product/noun;maak/verb	4	Braziliaans/adj;devaluatie/noun;export_product/noun;maak/verb	4	Braziliaans/adj;devaluatie/noun;export_product/noun;maak/verb	4	Braziliaans/adj;devaluatie/noun;export_product/noun;maak/verb	4	Braziliaans/adj;de/det;devaluatie/noun;export_product/noun;maak/verb	5
goedkoop/adj/nrc_handelsblad_20000921_139/265	ben/verb;kan_terecht/verb;restaurant/noun;ster_restaurant/noun	4	ben/verb;kan_terecht/verb;restaurant/noun;ster_restaurant/noun	4	ben/verb;kan_terecht/verb;restaurant/noun;ster_restaurant/noun	4	alleen/adv;ben/verb;je/pron;kan_terecht/verb;restaurant/noun;ster_restaurant/noun	6	alleen/adv;ben/verb;je/pron;kan_terecht/verb;restaurant/noun;ster_restaurant/noun	6	alleen/adv;ben/verb;de/det;het/det;in/prep;je/pron;kan_terecht/verb;restaurant/noun;ster_restaurant/noun	9	ben/verb;ster_restaurant/noun	2	ben/verb;ster_restaurant/noun	2	ben/verb;ster_restaurant/noun	2	ben/verb;ster_restaurant/noun	2	ben/verb;ster_restaurant/noun	2	ben/verb;de/det;het/det;ster_restaurant/noun	4
goedkoop/adj/nrc_handelsblad_19990722_89/1034	brood/noun;dinar/noun;kost/verb;leven_middel/noun;lijk/verb	5	brood/noun;dinar/noun;kost/verb;leven_middel/noun;lijk/verb	5	brood/noun;dinar/noun;gezicht/noun;kost/verb;leven_middel/noun;lijk/verb	6	brood/noun;dinar/noun;een/det;kost/verb;leven_middel/noun;lijk/verb	6	brood/noun;dinar/noun;een/det;kost/verb;leven_middel/noun;lijk/verb	6	brood/noun;de/det;dinar/noun;een/det;gezicht/noun;het/det;in/prep;kost/verb;leven_middel/noun;lijk/verb;op/prep	11	brood/noun;kost/verb;leven_middel/noun;lijk/verb	4	brood/noun;kost/verb;leven_middel/noun;lijk/verb	4	brood/noun;gezicht/noun;kost/verb;leven_middel/noun;lijk/verb	5	brood/noun;een/det;kost/verb;leven_middel/noun;lijk/verb	5	brood/noun;een/det;kost/verb;leven_middel/noun;lijk/verb	5	brood/noun;een/det;gezicht/noun;het/det;in/prep;kost/verb;leven_middel/noun;lijk/verb	8
goedkoop/adj/nrc_handelsblad_20000512_130/669	kan/verb;ontdek/verb;zal/verb	3	kan/verb;ontdek/verb;zal/verb	3	berust/verb;kan/verb;kijk/verb;ontdek/verb;zal/verb	5	bijvoorbeeld/adv;kan/verb;ontdek/verb;zal/verb	4	bijvoorbeeld/adv;kan/verb;ontdek/verb;zal/verb	4	berust/verb;bijvoorbeeld/adv;de/det;kan/verb;kijk/verb;ontdek/verb;op/prep;zal/verb	8	ontdek/verb	1	ontdek/verb	1	berust/verb;ontdek/verb	2	ontdek/verb	1	ontdek/verb	1	berust/verb;de/det;ontdek/verb;op/prep	4
goedkoop/adj/nrc_handelsblad_20020802_89/371	bescherm/verb;kool/noun;zal/verb	3	bescherm/verb;kool/noun;zal/verb	3	bescherm/verb;held/noun;kool/noun;zal/verb;zie/verb	5	bescherm/verb;die/pron;kool/noun;uit/prep;zal/verb	5	bescherm/verb;die/pron;kool/noun;uit/prep;zal/verb	5	bescherm/verb;de/det;die/pron;held/noun;hem/pron;hen/pron;in/prep;kool/noun;tegen/prep;uit/prep;zal/verb;zie/verb	12	bescherm/verb;kool/noun;zal/verb	3	bescherm/verb;kool/noun;zal/verb	3	bescherm/verb;kool/noun;zal/verb	3	bescherm/verb;die/pron;kool/noun;uit/prep;zal/verb	5	bescherm/verb;die/pron;kool/noun;uit/prep;zal/verb	5	bescherm/verb;de/det;die/pron;hen/pron;kool/noun;tegen/prep;uit/prep;zal/verb	8
goedkoop/adj/nrc_handelsblad_20000329_69/222	concurreer/verb;heruitgave/noun	2	concurreer/verb;heruitgave/noun	2	concurreer/verb;heruitgave/noun	2	concurreer/verb;heruitgave/noun	2	concurreer/verb;heruitgave/noun	2	concurreer/verb;heruitgave/noun;met/prep;van/prep;zij/pron	5	concurreer/verb;heruitgave/noun	2	concurreer/verb;heruitgave/noun	2	concurreer/verb;heruitgave/noun	2	concurreer/verb;heruitgave/noun	2	concurreer/verb;heruitgave/noun	2	concurreer/verb;heruitgave/noun;met/prep;van/prep;zij/pron	5
goedkoop/adj/nrc_handelsblad_20040214_23/263	help/verb;subsidieer/verb;woning/noun	3	help/verb;subsidieer/verb;woning/noun	3	help/verb;iemand/noun;keer/noun;subsidieer/verb;woning/noun;zwaar/adj	6	een/det;help/verb;maar/adv;subsidieer/verb;woning/noun	5	een/det;help/verb;maar/adv;subsidieer/verb;woning/noun	5	aan/prep;een/det;help/verb;iemand/noun;keer/noun;maar/adv;subsidieer/verb;woning/noun;zwaar/adj	9	woning/noun	1	woning/noun	1	iemand/noun;keer/noun;woning/noun	3	een/det;woning/noun	2	een/det;woning/noun	2	aan/prep;een/det;iemand/noun;keer/noun;woning/noun	5
goedkoop/adj/nrc_handelsblad_20010807_101/738	ben/verb	1	ben/verb	1	ben/verb;scoor/verb	2	ben/verb	1	ben/verb	1	ben/verb;dit/det;scoor/verb	3	ben/verb	1	ben/verb	1	ben/verb;scoor/verb	2	ben/verb	1	ben/verb	1	ben/verb;dit/det;scoor/verb	3
goedkoop/adj/nrc_handelsblad_19990104_52/217	groei/adj;land/noun;toegepast/adj;verantwoord/adj;verbeter/verb;wil/verb	6	groei/adj;land/noun;toegepast/adj;verantwoord/adj;verbeter/verb;wil/verb	6	groei/adj;kunst/noun;land/noun;toegepast/adj;verantwoord/adj;verbeter/verb;wil/verb	7	groei/adj;hun/det;land/noun;middel/prep;toegepast/adj;verantwoord/adj;verbeter/verb;wil/verb	8	groei/adj;hun/det;land/noun;middel/prep;toegepast/adj;verantwoord/adj;verbeter/verb;wil/verb	8	door/prep;groei/adj;hun/det;in/prep;kunst/noun;land/noun;middel/prep;toegepast/adj;van/prep;verantwoord/adj;verbeter/verb;wil/verb	12	toegepast/adj;verantwoord/adj;verbeter/verb;wil/verb	4	toegepast/adj;verantwoord/adj;verbeter/verb;wil/verb	4	kunst/noun;toegepast/adj;verantwoord/adj;verbeter/verb;wil/verb	5	middel/prep;toegepast/adj;verantwoord/adj;verbeter/verb;wil/verb	5	middel/prep;toegepast/adj;verantwoord/adj;verbeter/verb;wil/verb	5	door/prep;kunst/noun;middel/prep;toegepast/adj;van/prep;verantwoord/adj;verbeter/verb;wil/verb	8
goedkoop/adj/nrc_handelsblad_20000531_67/204	doorzie/verb;effectbejag/noun;potentieel/adj;risico/noun;sentimentaliteit/noun	5	doorzie/verb;effectbejag/noun;potentieel/adj;risico/noun;sentimentaliteit/noun	5	doorzie/verb;effectbejag/noun;potentieel/adj;risico/noun;sentimentaliteit/noun;vermoedelijk/adj	6	doorzie/verb;effectbejag/noun;potentieel/adj;risico/noun;sentimentaliteit/noun	5	doorzie/verb;effectbejag/noun;potentieel/adj;risico/noun;sentimentaliteit/noun	5	de/det;doorzie/verb;effectbejag/noun;het/det;potentieel/adj;risico/noun;sentimentaliteit/noun;van/prep;vermoedelijk/adj	9	doorzie/verb;effectbejag/noun;risico/noun;sentimentaliteit/noun	4	doorzie/verb;effectbejag/noun;risico/noun;sentimentaliteit/noun	4	doorzie/verb;effectbejag/noun;risico/noun;sentimentaliteit/noun	4	doorzie/verb;effectbejag/noun;risico/noun;sentimentaliteit/noun	4	doorzie/verb;effectbejag/noun;risico/noun;sentimentaliteit/noun	4	doorzie/verb;effectbejag/noun;het/det;risico/noun;sentimentaliteit/noun;van/prep	6
goedkoop/adj/nrc_handelsblad_20020321_106/1471	arbeid_kracht/noun;bewerk/verb;kan/verb;land/noun;ongeschoold/adj;onuitputtelijk/adj;reservoir/noun	7	arbeid_kracht/noun;bewerk/verb;kan/verb;land/noun;ongeschoold/adj;onuitputtelijk/adj;reservoir/noun	7	arbeid_kracht/noun;beschik/verb;bewerk/verb;kan/verb;land/noun;ongeschoold/adj;onuitputtelijk/adj;reservoir/noun	8	arbeid_kracht/noun;bewerk/verb;een/det;hun/det;kan/verb;land/noun;ongeschoold/adj;onuitputtelijk/adj;reservoir/noun;ze/pron	10	arbeid_kracht/noun;bewerk/verb;een/det;hun/det;kan/verb;land/noun;ongeschoold/adj;onuitputtelijk/adj;reservoir/noun;ze/pron	10	aan/prep;arbeid_kracht/noun;beschik/verb;bewerk/verb;een/det;hun/det;kan/verb;land/noun;ongeschoold/adj;onuitputtelijk/adj;over/prep;reservoir/noun;ze/pron	13	arbeid_kracht/noun;land/noun;ongeschoold/adj;onuitputtelijk/adj;reservoir/noun	5	arbeid_kracht/noun;land/noun;ongeschoold/adj;onuitputtelijk/adj;reservoir/noun	5	arbeid_kracht/noun;land/noun;ongeschoold/adj;onuitputtelijk/adj;reservoir/noun	5	arbeid_kracht/noun;hun/det;land/noun;ongeschoold/adj;onuitputtelijk/adj;reservoir/noun	6	arbeid_kracht/noun;hun/det;land/noun;ongeschoold/adj;onuitputtelijk/adj;reservoir/noun	6	aan/prep;arbeid_kracht/noun;hun/det;land/noun;ongeschoold/adj;onuitputtelijk/adj;reservoir/noun	7
goedkoop/adj/nrc_handelsblad_20001013_163/119	ben/verb;kost/noun;pensioen_fonds/noun;procent/noun;vermogen_beheer/noun	5	ben/verb;kost/noun;pensioen_fonds/noun;procent/noun;vermogen_beheer/noun	5	ben/verb;kost/noun;pensioen_fonds/noun;procent/noun;vermogen_beheer/noun	5	ben/verb;kost/noun;pensioen_fonds/noun;procent/noun;vermogen_beheer/noun	5	ben/verb;kost/noun;pensioen_fonds/noun;procent/noun;vermogen_beheer/noun	5	ben/verb;het/det;in/prep;kost/noun;pensioen_fonds/noun;procent/noun;tegenover/prep;vermogen_beheer/noun	8	ben/verb;pensioen_fonds/noun;vermogen_beheer/noun	3	ben/verb;pensioen_fonds/noun;vermogen_beheer/noun	3	ben/verb;pensioen_fonds/noun;vermogen_beheer/noun	3	ben/verb;pensioen_fonds/noun;vermogen_beheer/noun	3	ben/verb;pensioen_fonds/noun;vermogen_beheer/noun	3	ben/verb;het/det;in/prep;pensioen_fonds/noun;vermogen_beheer/noun	5
goedkoop/adj/nrc_handelsblad_20030521_47/59	deflatie/noun;dollar/noun	2	deflatie/noun;dollar/noun	2	angst/noun;blijf_uit/verb;deflatie/noun;dollar/noun	4	deflatie/noun;dollar/noun;voor/prep	3	deflatie/noun;dollar/noun;voor/prep	3	angst/noun;blijf_uit/verb;de/det;deflatie/noun;dollar/noun;het/det;van/prep;voor/prep	8	dollar/noun	1	dollar/noun	1	angst/noun;dollar/noun	2	dollar/noun;voor/prep	2	dollar/noun;voor/prep	2	angst/noun;de/det;dollar/noun;voor/prep	4
goedkoop/adj/nrc_handelsblad_20031128_1028/267	bedrag/noun;ben/verb;euro/noun;middel/verb;pin/verb	5	bedrag/noun;ben/verb;euro/noun;middel/verb;pin/verb	5	bedrag/noun;ben/verb;euro/noun;middel/verb;pin/verb	5	bedrag/noun;ben/verb;boven/prep;dat/det;euro/noun;middel/verb;pin/verb	7	bedrag/noun;ben/verb;boven/prep;dat/det;euro/noun;middel/verb;pin/verb	7	bedrag/noun;ben/verb;bij/prep;boven/prep;dat/det;euro/noun;middel/verb;pin/verb	8	bedrag/noun;ben/verb;pin/verb	3	bedrag/noun;ben/verb;pin/verb	3	bedrag/noun;ben/verb;pin/verb	3	bedrag/noun;ben/verb;boven/prep;dat/det;pin/verb	5	bedrag/noun;ben/verb;boven/prep;dat/det;pin/verb	5	bedrag/noun;ben/verb;boven/prep;dat/det;pin/verb	5
goedkoop/adj/nrc_handelsblad_20020404_15/321	ben/verb;buitenland/noun;inkoop/noun	3	ben/verb;buitenland/noun;inkoop/noun	3	ben/verb;buitenland/noun;inkoop/noun	3	ben/verb;buitenland/noun;inkoop/noun	3	ben/verb;buitenland/noun;inkoop/noun	3	ben/verb;buitenland/noun;het/det;in/prep;inkoop/noun	5	ben/verb;buitenland/noun;inkoop/noun	3	ben/verb;buitenland/noun;inkoop/noun	3	ben/verb;buitenland/noun;inkoop/noun	3	ben/verb;buitenland/noun;inkoop/noun	3	ben/verb;buitenland/noun;inkoop/noun	3	ben/verb;buitenland/noun;het/det;in/prep;inkoop/noun	5
goedkoop/adj/nrc_handelsblad_20000722_10/148	alleen/adj;ben/verb;boer/noun;geneigd/adj;vrij/adj	5	alleen/adj;ben/verb;boer/noun;geneigd/adj;vrij/adj	5	alleen/adj;ben/verb;boer/noun;geneigd/adj;sperma/noun;sterk/adj;vrij/adj	7	alleen/adj;ben/verb;boer/noun;geneigd/adj;vrij/adj	5	alleen/adj;ben/verb;boer/noun;geneigd/adj;vrij/adj	5	alleen/adj;ben/verb;boer/noun;geneigd/adj;het/det;sperma/noun;sterk/adj;vrij/adj	8	ben/verb;boer/noun;vrij/adj	3	ben/verb;boer/noun;vrij/adj	3	ben/verb;boer/noun;sperma/noun;sterk/adj;vrij/adj	5	ben/verb;boer/noun;vrij/adj	3	ben/verb;boer/noun;vrij/adj	3	ben/verb;boer/noun;het/det;sperma/noun;sterk/adj;vrij/adj	6
