_id	_cws.goedkoop.foc10.nav.weight.bound	_count.goedkoop.foc10.nav.weight.bound	_cws.goedkoop.foc10.nav.selection.bound	_count.goedkoop.foc10.nav.selection.bound	_cws.goedkoop.foc10.nav.no.bound	_count.goedkoop.foc10.nav.no.bound	_cws.goedkoop.foc10.all.weight.bound	_count.goedkoop.foc10.all.weight.bound	_cws.goedkoop.foc10.all.selection.bound	_count.goedkoop.foc10.all.selection.bound	_cws.goedkoop.foc10.all.no.bound	_count.goedkoop.foc10.all.no.bound	_cws.goedkoop.foc5.nav.weight.bound	_count.goedkoop.foc5.nav.weight.bound	_cws.goedkoop.foc5.nav.selection.bound	_count.goedkoop.foc5.nav.selection.bound	_cws.goedkoop.foc5.nav.no.bound	_count.goedkoop.foc5.nav.no.bound	_cws.goedkoop.foc5.all.weight.bound	_count.goedkoop.foc5.all.weight.bound	_cws.goedkoop.foc5.all.selection.bound	_count.goedkoop.foc5.all.selection.bound	_cws.goedkoop.foc5.all.no.bound	_count.goedkoop.foc5.all.no.bound
goedkoop/adj/volkskrant_20000403_139/9	ben/verb;het/noun;makkelijk/adj;wil/verb	4	ben/verb;het/noun;makkelijk/adj;wil/verb	4	ben/verb;het/noun;makkelijk/adj;onderwijs/noun;pak_aan/verb;probleem/noun;wil/verb	7	ben/verb;een/det;heel/adv;het/noun;makkelijk/adj;wel/adv;wil/verb	7	ben/verb;een/det;heel/adv;het/noun;makkelijk/adj;wel/adv;wil/verb	7	ben/verb;de/det;een/det;heel/adv;het/det;het/noun;in/prep;makkelijk/adj;met/prep;onderwijs/noun;pak_aan/verb;probleem/noun;wel/adv;wil/verb	14	ben/verb;makkelijk/adj	2	ben/verb;makkelijk/adj	2	ben/verb;makkelijk/adj;onderwijs/noun;probleem/noun	4	ben/verb;heel/adv;makkelijk/adj;wel/adv	4	ben/verb;heel/adv;makkelijk/adj;wel/adv	4	ben/verb;de/det;heel/adv;het/det;in/prep;makkelijk/adj;onderwijs/noun;probleem/noun;wel/adv	9
goedkoop/adj/volkskrant_20010921_57/594	Nederlands/adj;ben/verb;makkelijk/adj;oplossing/noun;snel/adj;tracé/noun	6	Nederlands/adj;ben/verb;makkelijk/adj;oplossing/noun;snel/adj;tracé/noun	6	Nederlands/adj;ben/verb;grond_gebied/noun;historisch/adj;makkelijk/adj;oplossing/noun;snel/adj;tracé/noun	8	Nederlands/adj;ben/verb;makkelijk/adj;oplossing/noun;snel/adj;tracé/noun	6	Nederlands/adj;ben/verb;makkelijk/adj;oplossing/noun;snel/adj;tracé/noun	6	Nederlands/adj;ben/verb;de/det;grond_gebied/noun;het/det;historisch/adj;makkelijk/adj;op/prep;oplossing/noun;snel/adj;tracé/noun	11	Nederlands/adj;makkelijk/adj;oplossing/noun;snel/adj	4	Nederlands/adj;makkelijk/adj;oplossing/noun;snel/adj	4	Nederlands/adj;grond_gebied/noun;makkelijk/adj;oplossing/noun;snel/adj	5	Nederlands/adj;makkelijk/adj;oplossing/noun;snel/adj	4	Nederlands/adj;makkelijk/adj;oplossing/noun;snel/adj	4	Nederlands/adj;de/det;grond_gebied/noun;makkelijk/adj;op/prep;oplossing/noun;snel/adj	7
goedkoop/adj/volkskrant_20011208_240/94	opvallend/adj	1	opvallend/adj	1	1980/noun;kind/noun;opvallend/adj;programmeer/verb;sla/verb	5	opvallend/adj	1	opvallend/adj	1	1980/noun;aan/prep;het/det;in/prep;kind/noun;opvallend/adj;programmeer/verb;sla/verb	8	opvallend/adj	1	opvallend/adj	1	1980/noun;kind/noun;opvallend/adj	3	opvallend/adj	1	opvallend/adj	1	1980/noun;aan/prep;in/prep;kind/noun;opvallend/adj	5
goedkoop/adj/volkskrant_20021010_119/281	ben/verb;fabrikant/noun;maak_na/verb;middel/noun;octrooi/noun	5	ben/verb;fabrikant/noun;maak_na/verb;middel/noun;octrooi/noun	5	ben/verb;fabrikant/noun;maak_na/verb;mag/verb;middel/noun;octrooi/noun;verloop/verb	7	ben/verb;fabrikant/noun;maak_na/verb;middel/noun;octrooi/noun	5	ben/verb;fabrikant/noun;maak_na/verb;middel/noun;octrooi/noun	5	ben/verb;elk/det;fabrikant/noun;het/det;maak_na/verb;mag/verb;middel/noun;octrooi/noun;verloop/verb	9	fabrikant/noun;maak_na/verb;middel/noun	3	fabrikant/noun;maak_na/verb;middel/noun	3	fabrikant/noun;maak_na/verb;mag/verb;middel/noun	4	fabrikant/noun;maak_na/verb;middel/noun	3	fabrikant/noun;maak_na/verb;middel/noun	3	elk/det;fabrikant/noun;het/det;maak_na/verb;mag/verb;middel/noun	6
goedkoop/adj/volkskrant_20031106_175/199	buitenlands/adj;financieel/adj;import/noun;inflatie/noun;kost/noun;markt/noun;product/noun;stijg/adj;uitgave/noun;vermindering/noun	10	buitenlands/adj;financieel/adj;import/noun;inflatie/noun;kost/noun;markt/noun;product/noun;stijg/adj;uitgave/noun;vermindering/noun	10	buitenlands/adj;chaotisch/adj;financieel/adj;import/noun;inflatie/noun;kost/noun;markt/noun;product/noun;stijg/adj;uitgave/noun;vermindering/noun	11	buitenlands/adj;een/det;financieel/adj;import/noun;inflatie/noun;kost/noun;markt/noun;misschien/adv;product/noun;stijg/adj;uitgave/noun;vermindering/noun;voor/prep	13	buitenlands/adj;een/det;financieel/adj;import/noun;inflatie/noun;kost/noun;markt/noun;misschien/adv;product/noun;stijg/adj;uitgave/noun;vermindering/noun;voor/prep	13	aan/prep;buitenlands/adj;chaotisch/adj;de/det;een/det;financieel/adj;import/noun;inflatie/noun;kost/noun;markt/noun;misschien/adv;product/noun;stijg/adj;uitgave/noun;van/prep;vermindering/noun;voor/prep	17	buitenlands/adj;inflatie/noun;product/noun;stijg/adj;uitgave/noun;vermindering/noun	6	buitenlands/adj;inflatie/noun;product/noun;stijg/adj;uitgave/noun;vermindering/noun	6	buitenlands/adj;inflatie/noun;product/noun;stijg/adj;uitgave/noun;vermindering/noun	6	buitenlands/adj;inflatie/noun;product/noun;stijg/adj;uitgave/noun;vermindering/noun	6	buitenlands/adj;inflatie/noun;product/noun;stijg/adj;uitgave/noun;vermindering/noun	6	aan/prep;buitenlands/adj;de/det;inflatie/noun;product/noun;stijg/adj;uitgave/noun;van/prep;vermindering/noun	9
goedkoop/adj/volkskrant_20001004_35/693	behoefte/noun;ben/verb;mee_groei/verb;word/verb	4	behoefte/noun;ben/verb;mee_groei/verb;word/verb	4	behoefte/noun;ben/verb;mee_groei/verb;word/verb	4	behoefte/noun;ben/verb;die/det;juist/adv;mee_groei/verb;niet/adv;word/verb	7	behoefte/noun;ben/verb;die/det;juist/adv;mee_groei/verb;niet/adv;word/verb	7	behoefte/noun;ben/verb;die/det;juist/adv;mee_groei/verb;met/prep;niet/adv;word/verb	8	behoefte/noun;ben/verb;word/verb	3	behoefte/noun;ben/verb;word/verb	3	behoefte/noun;ben/verb;word/verb	3	behoefte/noun;ben/verb;die/det;juist/adv;word/verb	5	behoefte/noun;ben/verb;die/det;juist/adv;word/verb	5	behoefte/noun;ben/verb;die/det;juist/adv;word/verb	5
goedkoop/adj/parool_20010405_87/1406	ben/verb;grond/noun	2	ben/verb;grond/noun	2	ben/verb;grond/noun;overkant/noun	3	ben/verb;grond/noun	2	ben/verb;grond/noun	2	aan/prep;ben/verb;de/det;grond/noun;het/det;overkant/noun;van/prep	7	ben/verb;grond/noun	2	ben/verb;grond/noun	2	ben/verb;grond/noun	2	ben/verb;grond/noun	2	ben/verb;grond/noun	2	ben/verb;de/det;grond/noun;het/det	4
goedkoop/adj/parool_20040128_34/275	Nederlands/adj;Thai/noun;bevroren/adj;lever/verb;vlees/noun	5	Nederlands/adj;Thai/noun;bevroren/adj;lever/verb;vlees/noun	5	Nederlands/adj;Thai/noun;bevroren/adj;bewerkt/adj;collega/noun;lever/verb;vlees/noun	7	Nederlands/adj;Thai/noun;bevroren/adj;hun/det;lever/verb;vlees/noun;vooral/adv	7	Nederlands/adj;Thai/noun;bevroren/adj;hun/det;lever/verb;vlees/noun;vooral/adv	7	Nederlands/adj;Thai/noun;bevroren/adj;bewerkt/adj;collega/noun;de/det;het/det;hun/det;lever/verb;vlees/noun;vooral/adv	11	Thai/noun;bevroren/adj;lever/verb;vlees/noun	4	Thai/noun;bevroren/adj;lever/verb;vlees/noun	4	Thai/noun;bevroren/adj;bewerkt/adj;lever/verb;vlees/noun	5	Thai/noun;bevroren/adj;lever/verb;vlees/noun;vooral/adv	5	Thai/noun;bevroren/adj;lever/verb;vlees/noun;vooral/adv	5	Thai/noun;bevroren/adj;bewerkt/adj;de/det;lever/verb;vlees/noun;vooral/adv	7
goedkoop/adj/parool_20040521_17/193	efficiënt/adj;milieuvriendelijk/adj	2	efficiënt/adj;milieuvriendelijk/adj	2	efficiënt/adj;milieuvriendelijk/adj	2	efficiënt/adj;milieuvriendelijk/adj	2	efficiënt/adj;milieuvriendelijk/adj	2	efficiënt/adj;milieuvriendelijk/adj	2	efficiënt/adj;milieuvriendelijk/adj	2	efficiënt/adj;milieuvriendelijk/adj	2	efficiënt/adj;milieuvriendelijk/adj	2	efficiënt/adj;milieuvriendelijk/adj	2	efficiënt/adj;milieuvriendelijk/adj	2	efficiënt/adj;milieuvriendelijk/adj	2
goedkoop/adj/parool_19990918_53/131	ben/verb;eenvoudig/adj;kan/verb	3	ben/verb;eenvoudig/adj;kan/verb	3	ben/verb;eenvoudig/adj;kan/verb;onaantastbaar/adj;sta/verb;top/noun	6	ben/verb;die/pron;eenvoudig/adj;hetzelfde/det;kan/verb;meestal/adv;soms/adv	7	ben/verb;die/pron;eenvoudig/adj;hetzelfde/det;kan/verb;meestal/adv;soms/adv	7	aan/prep;als/prep;ben/verb;de/det;die/pron;eenvoudig/adj;hetzelfde/det;kan/verb;meestal/adv;onaantastbaar/adj;soms/adv;sta/verb;top/noun	13	ben/verb;eenvoudig/adj	2	ben/verb;eenvoudig/adj	2	ben/verb;eenvoudig/adj;sta/verb	3	ben/verb;die/pron;eenvoudig/adj;meestal/adv;soms/adv	5	ben/verb;die/pron;eenvoudig/adj;meestal/adv;soms/adv	5	ben/verb;die/pron;eenvoudig/adj;meestal/adv;soms/adv;sta/verb	6
goedkoop/adj/parool_20011011_26/1119	ben/verb;zal/verb	2	ben/verb;zal/verb	2	ben/verb;direct/adj;omgeving/noun;zal/verb	4	ben/verb;bijvoorbeeld/adv;wel/adv;zal/verb	4	ben/verb;bijvoorbeeld/adv;wel/adv;zal/verb	4	ben/verb;bijvoorbeeld/adv;de/det;direct/adj;het/det;in/prep;omgeving/noun;wel/adv;zal/verb	9	ben/verb;zal/verb	2	ben/verb;zal/verb	2	ben/verb;zal/verb	2	ben/verb;bijvoorbeeld/adv;wel/adv;zal/verb	4	ben/verb;bijvoorbeeld/adv;wel/adv;zal/verb	4	ben/verb;bijvoorbeeld/adv;het/det;wel/adv;zal/verb	5
goedkoop/adj/parool_20040120_78/72	belegger/noun;ben_uit/verb;internet/noun;procent/noun	4	belegger/noun;ben_uit/verb;internet/noun;procent/noun	4	belegger/noun;ben_uit/verb;internet/noun;procent/noun	4	belegger/noun;ben_uit/verb;internet/noun;procent/noun;uit/part;volgens/prep	6	belegger/noun;ben_uit/verb;internet/noun;procent/noun;uit/part;volgens/prep	6	belegger/noun;ben_uit/verb;bij/prep;de/det;internet/noun;procent/noun;uit/part;volgens/prep	8	procent/noun	1	procent/noun	1	procent/noun	1	procent/noun;uit/part;volgens/prep	3	procent/noun;uit/part;volgens/prep	3	bij/prep;procent/noun;uit/part;volgens/prep	4
goedkoop/adj/parool_20011031_77/45	chemisch/adj;word/verb	2	chemisch/adj;word/verb	2	chemisch/adj;word/verb	2	chemisch/adj;vooral/adv;word/verb	3	chemisch/adj;vooral/adv;word/verb	3	chemisch/adj;vooral/adv;word/verb	3	chemisch/adj;word/verb	2	chemisch/adj;word/verb	2	chemisch/adj;word/verb	2	chemisch/adj;vooral/adv;word/verb	3	chemisch/adj;vooral/adv;word/verb	3	chemisch/adj;vooral/adv;word/verb	3
goedkoop/adj/parool_20000401_1/579	arm/adj;brandstof/noun;kan/verb;kom/verb;voer_in/verb;word/verb;zal/verb	7	arm/adj;brandstof/noun;kan/verb;kom/verb;voer_in/verb;word/verb;zal/verb	7	arm/adj;brandstof/noun;instantie/noun;kan/verb;kom/verb;voer_in/verb;word/verb;zal/verb	8	arm/adj;brandstof/noun;een/det;kan/verb;kom/verb;voer_in/verb;word/verb;zal/verb	8	arm/adj;brandstof/noun;een/det;kan/verb;kom/verb;voer_in/verb;word/verb;zal/verb	8	aan/prep;arm/adj;brandstof/noun;de/det;een/det;instantie/noun;kan/verb;kom/verb;voer_in/verb;word/verb;zal/verb	11	arm/adj;brandstof/noun;kan/verb;kom/verb;voer_in/verb;zal/verb	6	arm/adj;brandstof/noun;kan/verb;kom/verb;voer_in/verb;zal/verb	6	arm/adj;brandstof/noun;kan/verb;kom/verb;voer_in/verb;zal/verb	6	arm/adj;brandstof/noun;kan/verb;kom/verb;voer_in/verb;zal/verb	6	arm/adj;brandstof/noun;kan/verb;kom/verb;voer_in/verb;zal/verb	6	aan/prep;arm/adj;brandstof/noun;de/det;kan/verb;kom/verb;voer_in/verb;zal/verb	8
goedkoop/adj/parool_20010317_137/2056	ben/verb;bouw/verb;gewoon/adj;hout_soort/noun	4	ben/verb;bouw/verb;gewoon/adj;hout_soort/noun	4	ben/verb;bouw/verb;gewoon/adj;hout_soort/noun	4	ben/verb;bouw/verb;gewoon/adj;hout_soort/noun;ongeveer/adv;zo/adv	6	ben/verb;bouw/verb;gewoon/adj;hout_soort/noun;ongeveer/adv;zo/adv	6	ben/verb;bouw/verb;de/det;gewoon/adj;hout_soort/noun;ongeveer/adv;van/prep;zo/adv	8	bouw/verb;hout_soort/noun	2	bouw/verb;hout_soort/noun	2	bouw/verb;hout_soort/noun	2	bouw/verb;hout_soort/noun;ongeveer/adv;zo/adv	4	bouw/verb;hout_soort/noun;ongeveer/adv;zo/adv	4	bouw/verb;de/det;hout_soort/noun;ongeveer/adv;zo/adv	5
goedkoop/adj/parool_20000429_116/888	blijf/verb;duur/adj;even/adj;flink/adj;stroom/noun;word/verb	6	blijf/verb;duur/adj;even/adj;flink/adj;stroom/noun;word/verb	6	blijf/verb;duur/adj;even/adj;flink/adj;stroom/noun;word/verb	6	blijf/verb;dus/adv;duur/adj;even/adj;flink/adj;ongeveer/adv;stroom/noun;uit/prep;word/verb	9	blijf/verb;dus/adv;duur/adj;even/adj;flink/adj;ongeveer/adv;stroom/noun;uit/prep;word/verb	9	bij/prep;blijf/verb;dus/adv;duur/adj;even/adj;flink/adj;ongeveer/adv;stroom/noun;uit/prep;word/verb	10	flink/adj;stroom/noun;word/verb	3	flink/adj;stroom/noun;word/verb	3	flink/adj;stroom/noun;word/verb	3	dus/adv;flink/adj;stroom/noun;uit/prep;word/verb	5	dus/adv;flink/adj;stroom/noun;uit/prep;word/verb	5	dus/adv;flink/adj;stroom/noun;uit/prep;word/verb	5
goedkoop/adj/parool_20001019_62/804	beer/noun;erg/adj;tweedehands/adj;word/verb	4	beer/noun;erg/adj;tweedehands/adj;word/verb	4	beer/noun;erg/adj;tweedehands/adj;win/verb;word/verb	5	beer/noun;erg/adj;tweedehands/adj;word/verb	4	beer/noun;erg/adj;tweedehands/adj;word/verb	4	beer/noun;de/det;erg/adj;tweedehands/adj;weer/adv;win/verb;word/verb	7	erg/adj;tweedehands/adj	2	erg/adj;tweedehands/adj	2	erg/adj;tweedehands/adj	2	erg/adj;tweedehands/adj	2	erg/adj;tweedehands/adj	2	de/det;erg/adj;tweedehands/adj;weer/adv	4
goedkoop/adj/parool_19990313_76/335	ben/verb;coke/noun;lofzang/noun	3	ben/verb;coke/noun;lofzang/noun	3	ben/verb;coke/noun;dag/noun;lofzang/noun;uur/noun;vervelend/adj	6	ben/verb;coke/noun;een/det;lofzang/noun;per/prep;uitermate/adv	6	ben/verb;coke/noun;een/det;lofzang/noun;per/prep;uitermate/adv	6	aldus/prep;ben/verb;coke/noun;dag/noun;de/det;een/det;het/det;lofzang/noun;op/prep;per/prep;uitermate/adv;uur/noun;vervelend/adj	13	coke/noun;lofzang/noun	2	coke/noun;lofzang/noun	2	coke/noun;lofzang/noun;vervelend/adj	3	coke/noun;een/det;lofzang/noun;uitermate/adv	4	coke/noun;een/det;lofzang/noun;uitermate/adv	4	coke/noun;de/det;een/det;lofzang/noun;op/prep;uitermate/adv;vervelend/adj	7
goedkoop/adj/parool_20040228_113/181	kan/verb;krediet/noun;ontdek/verb;stuk/noun	4	kan/verb;krediet/noun;ontdek/verb;stuk/noun	4	ernstig/adj;kan/verb;krediet/noun;krijg/verb;ontdek/verb;stuk/noun	6	een/det;elders/adv;kan/verb;krediet/noun;ontdek/verb;stuk/noun	6	een/det;elders/adv;kan/verb;krediet/noun;ontdek/verb;stuk/noun	6	een/det;elders/adv;ernstig/adj;hij/pron;kan/verb;krediet/noun;krijg/verb;ontdek/verb;stuk/noun;zijn/det	10	kan/verb;krediet/noun;stuk/noun	3	kan/verb;krediet/noun;stuk/noun	3	ernstig/adj;kan/verb;krediet/noun;krijg/verb;stuk/noun	5	een/det;elders/adv;kan/verb;krediet/noun;stuk/noun	5	een/det;elders/adv;kan/verb;krediet/noun;stuk/noun	5	een/det;elders/adv;ernstig/adj;kan/verb;krediet/noun;krijg/verb;stuk/noun;zijn/det	8
goedkoop/adj/parool_19991115_12/1258	bied_aan/verb;meer/adj;redeneer/verb;slib/noun;ton/noun;word/verb	6	bied_aan/verb;meer/adj;redeneer/verb;slib/noun;ton/noun;word/verb	6	bied_aan/verb;hoe/adj;meer/adj;redeneer/verb;schoonmaak/noun;slib/noun;ton/noun;word/verb	8	bied_aan/verb;meer/adj;per/prep;redeneer/verb;slib/noun;ton/noun;voor/prep;word/verb	8	bied_aan/verb;meer/adj;per/prep;redeneer/verb;slib/noun;ton/noun;voor/prep;word/verb	8	bied_aan/verb;het/det;hoe/adj;meer/adj;per/prep;redeneer/verb;schoonmaak/noun;slib/noun;ton/noun;voor/prep;word/verb	11	bied_aan/verb;ton/noun;word/verb	3	bied_aan/verb;ton/noun;word/verb	3	bied_aan/verb;hoe/adj;schoonmaak/noun;ton/noun;word/verb	5	bied_aan/verb;per/prep;ton/noun;voor/prep;word/verb	5	bied_aan/verb;per/prep;ton/noun;voor/prep;word/verb	5	bied_aan/verb;het/det;hoe/adj;per/prep;schoonmaak/noun;ton/noun;voor/prep;word/verb	8
goedkoop/adj/parool_20040313_07/143	ben_uit/verb;nieuw/adj;stadsdeel/noun;verkrop/verb	4	ben_uit/verb;nieuw/adj;stadsdeel/noun;verkrop/verb	4	ben_uit/verb;nieuw/adj;stadsdeel/noun;verkrop/verb;verlies/noun	5	ben_uit/verb;niet/adv;nieuw/adj;stadsdeel/noun;uit/part;verkrop/verb;voor/prep	7	ben_uit/verb;niet/adv;nieuw/adj;stadsdeel/noun;uit/part;verkrop/verb;voor/prep	7	ben_uit/verb;de/det;het/det;met/prep;niet/adv;nieuw/adj;stadsdeel/noun;uit/part;van/prep;verkrop/verb;verlies/noun;voor/prep;zij/pron	13	ben_uit/verb;nieuw/adj	2	ben_uit/verb;nieuw/adj	2	ben_uit/verb;nieuw/adj	2	ben_uit/verb;nieuw/adj;uit/part	3	ben_uit/verb;nieuw/adj;uit/part	3	ben_uit/verb;de/det;met/prep;nieuw/adj;uit/part;zij/pron	6
goedkoop/adj/parool_20020727_3/361	Chinees/adj;fabriek/noun;productie/noun;stuk/noun	4	Chinees/adj;fabriek/noun;productie/noun;stuk/noun	4	Chinees/adj;deur/noun;fabriek/noun;productie/noun;stuk/noun	5	Chinees/adj;een/det;fabriek/noun;productie/noun;stuk/noun	5	Chinees/adj;een/det;fabriek/noun;productie/noun;stuk/noun	5	Chinees/adj;de/det;deur/noun;een/det;fabriek/noun;in/prep;productie/noun;stuk/noun;van/prep	9	Chinees/adj;fabriek/noun;stuk/noun	3	Chinees/adj;fabriek/noun;stuk/noun	3	Chinees/adj;fabriek/noun;stuk/noun	3	Chinees/adj;een/det;fabriek/noun;stuk/noun	4	Chinees/adj;een/det;fabriek/noun;stuk/noun	4	Chinees/adj;een/det;fabriek/noun;stuk/noun	4
goedkoop/adj/parool_19990831_77/422	amusement/noun;ben/verb;besta/verb;binnenlands/adj;gros/noun;nieuw/adj;productie/noun;speen/verb	8	amusement/noun;ben/verb;besta/verb;binnenlands/adj;gros/noun;nieuw/adj;productie/noun;speen/verb	8	amusement/noun;ben/verb;besta/verb;binnenlands/adj;gros/noun;nieuw/adj;productie/noun;speen/verb	8	amusement/noun;ben/verb;besta/verb;binnenlands/adj;gros/noun;nieuw/adj;productie/noun;speen/verb;uit/prep	9	amusement/noun;ben/verb;besta/verb;binnenlands/adj;gros/noun;nieuw/adj;productie/noun;speen/verb;uit/prep	9	amusement/noun;ben/verb;besta/verb;binnenlands/adj;de/det;elk/det;gros/noun;het/det;nieuw/adj;productie/noun;speen/verb;uit/prep;van/prep	13	amusement/noun;ben/verb;besta/verb;binnenlands/adj;nieuw/adj;productie/noun;speen/verb	7	amusement/noun;ben/verb;besta/verb;binnenlands/adj;nieuw/adj;productie/noun;speen/verb	7	amusement/noun;ben/verb;besta/verb;binnenlands/adj;nieuw/adj;productie/noun;speen/verb	7	amusement/noun;ben/verb;besta/verb;binnenlands/adj;nieuw/adj;productie/noun;speen/verb;uit/prep	8	amusement/noun;ben/verb;besta/verb;binnenlands/adj;nieuw/adj;productie/noun;speen/verb;uit/prep	8	amusement/noun;ben/verb;besta/verb;binnenlands/adj;nieuw/adj;productie/noun;speen/verb;uit/prep;van/prep	9
goedkoop/adj/parool_20030105_94/185	dollar/noun;dollar_koers/noun;grijp/verb;koop/verb;laag/adj;prijs/noun;relatief/adj;word/verb	8	dollar/noun;dollar_koers/noun;grijp/verb;koop/verb;laag/adj;prijs/noun;relatief/adj;word/verb	8	dollar/noun;dollar_koers/noun;goud/noun;grijp/verb;koop/verb;laag/adj;prijs/noun;relatief/adj;word/verb	9	aan/part;dollar/noun;dollar_koers/noun;grijp/verb;hun/det;koop/verb;laag/adj;prijs/noun;relatief/adj;voor/prep;word/verb	11	aan/part;dollar/noun;dollar_koers/noun;grijp/verb;hun/det;koop/verb;laag/adj;prijs/noun;relatief/adj;voor/prep;word/verb	11	aan/part;de/det;dollar/noun;dollar_koers/noun;goud/noun;grijp/verb;hun/det;in/prep;koop/verb;laag/adj;prijs/noun;relatief/adj;voor/prep;word/verb	14	dollar_koers/noun;koop/verb;laag/adj;relatief/adj	4	dollar_koers/noun;koop/verb;laag/adj;relatief/adj	4	dollar_koers/noun;goud/noun;koop/verb;laag/adj;relatief/adj	5	aan/part;dollar_koers/noun;koop/verb;laag/adj;relatief/adj	5	aan/part;dollar_koers/noun;koop/verb;laag/adj;relatief/adj	5	aan/part;dollar_koers/noun;goud/noun;koop/verb;laag/adj;relatief/adj	6
goedkoop/adj/parool_20001104_118/623	ben/verb;blijf/verb;goed/adj;werk/verb	4	ben/verb;blijf/verb;goed/adj;werk/verb	4	ben/verb;blijf/verb;goed/adj;hard/adj;roep/verb;werk/verb	6	ben/verb;blijf/verb;goed/adj;heel/adv;je/pron;maar/adv;meer/det;niet/adv;werk/verb	9	ben/verb;blijf/verb;goed/adj;heel/adv;je/pron;maar/adv;meer/det;niet/adv;werk/verb	9	ben/verb;blijf/verb;de/det;goed/adj;hard/adj;heel/adv;je/pron;maar/adv;meer/det;niet/adv;roep/verb;werk/verb	12	ben/verb;goed/adj;werk/verb	3	ben/verb;goed/adj;werk/verb	3	ben/verb;goed/adj;werk/verb	3	ben/verb;goed/adj;je/pron;meer/det;niet/adv;werk/verb	6	ben/verb;goed/adj;je/pron;meer/det;niet/adv;werk/verb	6	ben/verb;de/det;goed/adj;je/pron;meer/det;niet/adv;werk/verb	7
goedkoop/adj/parool_20000108_82/386	schip/noun;vlag/noun	2	schip/noun;vlag/noun	2	1998/noun;schip/noun;verga/verb;vlag/noun	4	schip/noun;vlag/noun	2	schip/noun;vlag/noun	2	1998/noun;in/prep;onder/prep;schip/noun;verga/verb;vlag/noun	6	schip/noun;vlag/noun	2	schip/noun;vlag/noun	2	schip/noun;vlag/noun	2	schip/noun;vlag/noun	2	schip/noun;vlag/noun	2	onder/prep;schip/noun;vlag/noun	3
goedkoop/adj/parool_20000622_83/1164	ben/verb;bus/noun;economisch/adj;onhaalbaar/adj;orkest_lid/noun;zal/verb	6	ben/verb;bus/noun;economisch/adj;onhaalbaar/adj;orkest_lid/noun;zal/verb	6	ben/verb;bus/noun;duw/verb;economisch/adj;onhaalbaar/adj;orkest_lid/noun;volstrekt/adj;zal/verb	8	ben/verb;bus/noun;economisch/adj;je/pron;onhaalbaar/adj;orkest_lid/noun;zal/verb	7	ben/verb;bus/noun;economisch/adj;je/pron;onhaalbaar/adj;orkest_lid/noun;zal/verb	7	ben/verb;bus/noun;de/det;duw/verb;economisch/adj;in/prep;je/pron;onhaalbaar/adj;orkest_lid/noun;volstrekt/adj;zal/verb	11	bus/noun;orkest_lid/noun;zal/verb	3	bus/noun;orkest_lid/noun;zal/verb	3	bus/noun;duw/verb;orkest_lid/noun;zal/verb	4	bus/noun;je/pron;orkest_lid/noun;zal/verb	4	bus/noun;je/pron;orkest_lid/noun;zal/verb	4	bus/noun;de/det;duw/verb;in/prep;je/pron;orkest_lid/noun;zal/verb	7
goedkoop/adj/parool_20040612_51/192	afval/noun;bedrijf/noun;ben_uit/verb;bied_aan/verb;blijk/verb;particulier/adj;zak/noun	7	afval/noun;bedrijf/noun;ben_uit/verb;bied_aan/verb;blijk/verb;particulier/adj;zak/noun	7	afval/noun;bedrijf/noun;ben_uit/verb;bied_aan/verb;blijk/verb;particulier/adj;week/noun;zak/noun	8	afval/noun;bedrijf/noun;ben_uit/verb;bied_aan/verb;blijk/verb;minder/det;particulier/adj;per/prep;uit/part;zak/noun	10	afval/noun;bedrijf/noun;ben_uit/verb;bied_aan/verb;blijk/verb;minder/det;particulier/adj;per/prep;uit/part;zak/noun	10	afval/noun;bedrijf/noun;ben_uit/verb;bied_aan/verb;bij/prep;blijk/verb;de/det;minder/det;particulier/adj;per/prep;uit/part;week/noun;zak/noun	13	ben_uit/verb;bied_aan/verb;blijk/verb	3	ben_uit/verb;bied_aan/verb;blijk/verb	3	ben_uit/verb;bied_aan/verb;blijk/verb;week/noun	4	ben_uit/verb;bied_aan/verb;blijk/verb;per/prep;uit/part	5	ben_uit/verb;bied_aan/verb;blijk/verb;per/prep;uit/part	5	ben_uit/verb;bied_aan/verb;bij/prep;blijk/verb;de/det;per/prep;uit/part;week/noun	8
goedkoop/adj/parool_20001108_28/137	euro_cent/noun;word/verb	2	euro_cent/noun;word/verb	2	euro_cent/noun;word/verb	2	euro_cent/noun;word/verb	2	euro_cent/noun;word/verb	2	euro_cent/noun;op/prep;word/verb	3	euro_cent/noun;word/verb	2	euro_cent/noun;word/verb	2	euro_cent/noun;word/verb	2	euro_cent/noun;word/verb	2	euro_cent/noun;word/verb	2	euro_cent/noun;op/prep;word/verb	3
