_model	model.x	model.y	foc_boundaries	foc_foc_pos	foc_foc_win	foc_ppmi	foc_context_words	foc_minimum_features	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress
goedkoop.foc10.nav.selection.bound.min1.soc4.nav.10000	0.12209821578606837	-0.139250411051428	bound	nav	10_10	selection	622	1	10000	10000	nav	4_4	319	goedkoop	0.25135144156283956
goedkoop.foc10.nav.selection.bound.min1.soc4.nav.FOC	0.06079855961872049	-0.19886205157054374	bound	nav	10_10	selection	622	1	FOC	622	nav	4_4	319	goedkoop	0.2641004006592295
goedkoop.foc10.nav.selection.bound.min1.soc10.nav.5000	0.08704136303244958	-0.1789019873348675	bound	nav	10_10	selection	622	1	5000	5000	nav	10_10	319	goedkoop	0.25203515148102495
goedkoop.foc10.nav.selection.bound.min1.soc10.nav.10000	0.07706114992728842	-0.17495463058807972	bound	nav	10_10	selection	622	1	10000	10000	nav	10_10	319	goedkoop	0.25322861232794674
goedkoop.foc10.nav.selection.bound.min1.soc10.nav.FOC	0.05248458060872059	-0.2635203286755998	bound	nav	10_10	selection	622	1	FOC	622	nav	10_10	319	goedkoop	0.2604893021034081
goedkoop.foc10.nav.selection.bound.min1.soc4.all.5000	0.12061004211661819	-0.12832121844946492	bound	nav	10_10	selection	622	1	5000	5000	all	4_4	319	goedkoop	0.25303082169853025
goedkoop.foc10.nav.selection.bound.min1.soc4.all.10000	0.1185970870717728	-0.12852974293230698	bound	nav	10_10	selection	622	1	10000	10000	all	4_4	319	goedkoop	0.25316622920725607
goedkoop.foc10.nav.selection.bound.min1.soc4.all.FOC	0.06079814128223632	-0.19886155498980165	bound	nav	10_10	selection	622	1	FOC	622	all	4_4	319	goedkoop	0.2641004006592295
goedkoop.foc10.nav.selection.bound.min1.soc10.all.5000	0.10048743907689535	-0.18319453723190765	bound	nav	10_10	selection	622	1	5000	5000	all	10_10	319	goedkoop	0.2497164982123196
goedkoop.foc10.nav.selection.bound.min1.soc10.all.10000	0.08232631021566153	-0.17469732849321026	bound	nav	10_10	selection	622	1	10000	10000	all	10_10	319	goedkoop	0.25243322523089085
goedkoop.foc10.nav.selection.bound.min1.soc10.all.FOC	0.05248429586563069	-0.2635202764407008	bound	nav	10_10	selection	622	1	FOC	622	all	10_10	319	goedkoop	0.2604893021034081
goedkoop.foc10.nav.no.bound.min1.soc4.nav.5000	0.11603486888016398	-0.12928635803193117	bound	nav	10_10	no	622	1	5000	5000	nav	4_4	319	goedkoop	0.25347737728726577
goedkoop.foc10.nav.no.bound.min1.soc4.nav.10000	0.12209809714333375	-0.13925027395331377	bound	nav	10_10	no	622	1	10000	10000	nav	4_4	319	goedkoop	0.25135144156283956
goedkoop.foc10.nav.no.bound.min1.soc4.nav.FOC	0.06079794827033028	-0.19886128095670555	bound	nav	10_10	no	622	1	FOC	622	nav	4_4	319	goedkoop	0.2641004006592295
goedkoop.foc10.nav.no.bound.min1.soc10.nav.5000	0.08704126303871944	-0.1789017744583933	bound	nav	10_10	no	622	1	5000	5000	nav	10_10	319	goedkoop	0.25203515148102495
goedkoop.foc10.nav.no.bound.min1.soc10.nav.10000	0.07706103088693946	-0.1749543825421749	bound	nav	10_10	no	622	1	10000	10000	nav	10_10	319	goedkoop	0.25322861232794674
goedkoop.foc10.nav.no.bound.min1.soc10.nav.FOC	0.052483831522658106	-0.26352016716597365	bound	nav	10_10	no	622	1	FOC	622	nav	10_10	319	goedkoop	0.2604893021034081
goedkoop.foc10.nav.no.bound.min1.soc4.all.5000	0.12060998084405729	-0.12832117676490107	bound	nav	10_10	no	622	1	5000	5000	all	4_4	319	goedkoop	0.25303082169853025
goedkoop.foc10.nav.no.bound.min1.soc4.all.10000	0.11859705898082401	-0.1285297926049217	bound	nav	10_10	no	622	1	10000	10000	all	4_4	319	goedkoop	0.25316622920725607
goedkoop.foc10.nav.no.bound.min1.soc4.all.FOC	0.0607983664170001	-0.19886177768590033	bound	nav	10_10	no	622	1	FOC	622	all	4_4	319	goedkoop	0.2641004006592295
goedkoop.foc10.nav.no.bound.min1.soc10.all.5000	0.1004874257711405	-0.1831945284859046	bound	nav	10_10	no	622	1	5000	5000	all	10_10	319	goedkoop	0.2497164982123196
goedkoop.foc10.nav.no.bound.min1.soc10.all.10000	0.08232617274509915	-0.1746970657767687	bound	nav	10_10	no	622	1	10000	10000	all	10_10	319	goedkoop	0.25243322523089085
goedkoop.foc10.nav.no.bound.min1.soc10.all.FOC	0.052484013874579946	-0.26352023216969933	bound	nav	10_10	no	622	1	FOC	622	all	10_10	319	goedkoop	0.2604893021034081
goedkoop.foc10.all.weight.bound.min1.soc4.nav.5000	-0.09232117175588395	-0.2217994766312358	bound	all	10_10	weight	725	1	5000	5000	nav	4_4	319	goedkoop	0.261007947268699
goedkoop.foc10.all.weight.bound.min1.soc4.nav.10000	-0.09339485610448352	-0.2677763345142239	bound	all	10_10	weight	725	1	10000	10000	nav	4_4	319	goedkoop	0.26139208485163284
goedkoop.foc10.all.weight.bound.min1.soc4.nav.FOC	-0.095199021227821215	-0.30787925090464746	bound	all	10_10	weight	725	1	FOC	725	nav	4_4	319	goedkoop	0.2791284364693489
goedkoop.foc10.all.weight.bound.min1.soc10.nav.5000	-0.08396050281171422	-0.26271759930789457	bound	all	10_10	weight	725	1	5000	5000	nav	10_10	319	goedkoop	0.25362858006618666
goedkoop.foc10.all.weight.bound.min1.soc10.nav.10000	-0.1220629278054015	-0.284457952610151	bound	all	10_10	weight	725	1	10000	10000	nav	10_10	319	goedkoop	0.2560549315646652
goedkoop.foc10.all.weight.bound.min1.soc10.nav.FOC	-0.10673009537575727	-0.34048670918922375	bound	all	10_10	weight	725	1	FOC	725	nav	10_10	319	goedkoop	0.26590257313534804
goedkoop.foc10.all.weight.bound.min1.soc4.all.5000	-0.08396501003781821	-0.21932722274361474	bound	all	10_10	weight	725	1	5000	5000	all	4_4	319	goedkoop	0.26029597501203855
goedkoop.foc10.all.weight.bound.min1.soc4.all.10000	-0.09836287647533913	-0.22401400408266908	bound	all	10_10	weight	725	1	10000	10000	all	4_4	319	goedkoop	0.25958329615139436
goedkoop.foc10.all.weight.bound.min1.soc4.all.FOC	-0.09519901698981652	-0.3078792392537326	bound	all	10_10	weight	725	1	FOC	725	all	4_4	319	goedkoop	0.2791284364693489
goedkoop.foc10.all.weight.bound.min1.soc10.all.5000	-0.07235703637990935	-0.264469581025376	bound	all	10_10	weight	725	1	5000	5000	all	10_10	319	goedkoop	0.24995405423229025
goedkoop.foc10.all.weight.bound.min1.soc10.all.10000	-0.10028965138465715	-0.2637591702827448	bound	all	10_10	weight	725	1	10000	10000	all	10_10	319	goedkoop	0.25261550347174927
goedkoop.foc10.all.weight.bound.min1.soc10.all.FOC	-0.10673009537288616	-0.34048670919140295	bound	all	10_10	weight	725	1	FOC	725	all	10_10	319	goedkoop	0.26590257313534804
goedkoop.foc10.all.selection.bound.min1.soc4.nav.5000	0.39260141327487974	0.006766325996981197	bound	all	10_10	selection	725	1	5000	5000	nav	4_4	319	goedkoop	0.2565306538807062
goedkoop.foc10.all.selection.bound.min1.soc4.nav.10000	0.4212359226789729	0.020807884539011445	bound	all	10_10	selection	725	1	10000	10000	nav	4_4	319	goedkoop	0.25492977290845575
goedkoop.foc10.all.selection.bound.min1.soc4.nav.FOC	0.3351670278380921	-0.07439460324916765	bound	all	10_10	selection	725	1	FOC	725	nav	4_4	319	goedkoop	0.2538633846052256
goedkoop.foc10.all.selection.bound.min1.soc10.nav.5000	0.30002413302050945	-0.05469822317814582	bound	all	10_10	selection	725	1	5000	5000	nav	10_10	319	goedkoop	0.24902725316775098
goedkoop.foc10.all.selection.bound.min1.soc10.nav.10000	0.3119363516493629	-0.043563111323759215	bound	all	10_10	selection	725	1	10000	10000	nav	10_10	319	goedkoop	0.25193313323132616
goedkoop.foc10.all.selection.bound.min1.soc10.nav.FOC	0.2690054182804874	-0.1321822072805455	bound	all	10_10	selection	725	1	FOC	725	nav	10_10	319	goedkoop	0.25737656120607416
goedkoop.foc10.all.selection.bound.min1.soc4.all.5000	0.3826517413828563	0.001162387760766066	bound	all	10_10	selection	725	1	5000	5000	all	4_4	319	goedkoop	0.2540655449693789
goedkoop.foc10.all.selection.bound.min1.soc4.all.10000	0.3990046489416733	0.011154887431323392	bound	all	10_10	selection	725	1	10000	10000	all	4_4	319	goedkoop	0.2560613106960984
goedkoop.foc10.all.selection.bound.min1.soc4.all.FOC	0.3351670132582687	-0.07439475481687756	bound	all	10_10	selection	725	1	FOC	725	all	4_4	319	goedkoop	0.2538633846052256
goedkoop.foc10.all.selection.bound.min1.soc10.all.5000	0.3073196039354748	-0.05724078635680584	bound	all	10_10	selection	725	1	5000	5000	all	10_10	319	goedkoop	0.244486149433773
goedkoop.foc10.all.selection.bound.min1.soc10.all.10000	0.2972012013616352	-0.04819794885135822	bound	all	10_10	selection	725	1	10000	10000	all	10_10	319	goedkoop	0.24886393274123478
goedkoop.foc10.all.selection.bound.min1.soc10.all.FOC	0.269005426191431	-0.13218238010392389	bound	all	10_10	selection	725	1	FOC	725	all	10_10	319	goedkoop	0.25737656120607416
goedkoop.foc10.all.no.bound.min1.soc4.nav.5000	0.3925997346112816	0.006766026277983677	bound	all	10_10	no	725	1	5000	5000	nav	4_4	319	goedkoop	0.2565306538807062
goedkoop.foc10.all.no.bound.min1.soc4.nav.10000	0.42125971532097173	0.02081164731569221	bound	all	10_10	no	725	1	10000	10000	nav	4_4	319	goedkoop	0.25492977290845575
goedkoop.foc10.all.no.bound.min1.soc4.nav.FOC	0.33516699432553665	-0.07439487841625929	bound	all	10_10	no	725	1	FOC	725	nav	4_4	319	goedkoop	0.2538633846052256
goedkoop.foc10.all.no.bound.min1.soc10.nav.5000	0.30002414204844863	-0.05469792550105137	bound	all	10_10	no	725	1	5000	5000	nav	10_10	319	goedkoop	0.24902725316775098
goedkoop.foc10.all.no.bound.min1.soc10.nav.10000	0.31193635338829717	-0.04356311208731715	bound	all	10_10	no	725	1	10000	10000	nav	10_10	319	goedkoop	0.25193313323132616
goedkoop.foc10.all.no.bound.min1.soc10.nav.FOC	0.2690054117198546	-0.13218205822277623	bound	all	10_10	no	725	1	FOC	725	nav	10_10	319	goedkoop	0.25737656120607416
goedkoop.foc10.all.no.bound.min1.soc4.all.5000	0.38265291911206833	0.0011625569597380212	bound	all	10_10	no	725	1	5000	5000	all	4_4	319	goedkoop	0.2540655449693789
goedkoop.foc10.all.no.bound.min1.soc4.all.10000	0.39904032926873473	0.011161519983064217	bound	all	10_10	no	725	1	10000	10000	all	4_4	319	goedkoop	0.2560613106960984
goedkoop.foc10.all.no.bound.min1.soc4.all.FOC	0.3351670454114305	-0.07439446858890791	bound	all	10_10	no	725	1	FOC	725	all	4_4	319	goedkoop	0.2538633846052256
goedkoop.foc10.all.no.bound.min1.soc10.all.5000	0.307319594295357	-0.0572407861098282	bound	all	10_10	no	725	1	5000	5000	all	10_10	319	goedkoop	0.244486149433773
goedkoop.foc10.all.no.bound.min1.soc10.all.10000	0.2972011909718699	-0.04819809452192664	bound	all	10_10	no	725	1	10000	10000	all	10_10	319	goedkoop	0.24886393274123478
goedkoop.foc10.all.no.bound.min1.soc10.all.FOC	0.2690054038352047	-0.13218188452248578	bound	all	10_10	no	725	1	FOC	725	all	10_10	319	goedkoop	0.25737656120607416
goedkoop.foc5.nav.weight.bound.min1.soc4.nav.5000	-0.2726708658212351	0.08909819917951305	bound	nav	5_5	weight	452	1	5000	5000	nav	4_4	314	goedkoop	0.2622350180650856
goedkoop.foc5.nav.weight.bound.min1.soc4.nav.10000	-0.3065042318399247	0.09450711048422808	bound	nav	5_5	weight	452	1	10000	10000	nav	4_4	314	goedkoop	0.2609594751350005
goedkoop.foc5.nav.weight.bound.min1.soc4.nav.FOC	-0.31824930573295607	0.040214636362776335	bound	nav	5_5	weight	452	1	FOC	452	nav	4_4	314	goedkoop	0.2774058981786554
goedkoop.foc5.nav.weight.bound.min1.soc10.nav.5000	-0.27378774748637935	0.04584540584237265	bound	nav	5_5	weight	452	1	5000	5000	nav	10_10	314	goedkoop	0.25319773510405374
goedkoop.foc5.nav.weight.bound.min1.soc10.nav.10000	-0.28979892959848674	0.05229007446441856	bound	nav	5_5	weight	452	1	10000	10000	nav	10_10	314	goedkoop	0.25336839771981
goedkoop.foc5.nav.weight.bound.min1.soc10.nav.FOC	-0.3359587479230806	-0.006076855857714633	bound	nav	5_5	weight	452	1	FOC	452	nav	10_10	314	goedkoop	0.26148808622297287
goedkoop.foc5.nav.weight.bound.min1.soc4.all.5000	-0.26828454313472433	0.09191671474918829	bound	nav	5_5	weight	452	1	5000	5000	all	4_4	314	goedkoop	0.2611728731332176
goedkoop.foc5.nav.weight.bound.min1.soc4.all.10000	-0.2870049212946065	0.09258460417987317	bound	nav	5_5	weight	452	1	10000	10000	all	4_4	314	goedkoop	0.26040417555198203
goedkoop.foc5.nav.weight.bound.min1.soc4.all.FOC	-0.31824933961915636	0.04021464490157251	bound	nav	5_5	weight	452	1	FOC	452	all	4_4	314	goedkoop	0.2774058981786554
goedkoop.foc5.nav.weight.bound.min1.soc10.all.5000	-0.27086384088328935	0.04980810791085744	bound	nav	5_5	weight	452	1	5000	5000	all	10_10	314	goedkoop	0.24987947514340264
goedkoop.foc5.nav.weight.bound.min1.soc10.all.10000	-0.27781889788350483	0.04937026668495687	bound	nav	5_5	weight	452	1	10000	10000	all	10_10	314	goedkoop	0.25153482885939465
goedkoop.foc5.nav.weight.bound.min1.soc10.all.FOC	-0.3359587426134236	-0.006076855813216531	bound	nav	5_5	weight	452	1	FOC	452	all	10_10	314	goedkoop	0.26148808622297287
goedkoop.foc5.nav.selection.bound.min1.soc4.nav.5000	-0.14376914481818262	0.264194963908937	bound	nav	5_5	selection	452	1	5000	5000	nav	4_4	314	goedkoop	0.26030696916456286
goedkoop.foc5.nav.selection.bound.min1.soc4.nav.10000	-0.1548047221803396	0.2835237906607816	bound	nav	5_5	selection	452	1	10000	10000	nav	4_4	314	goedkoop	0.2572091603788997
goedkoop.foc5.nav.selection.bound.min1.soc4.nav.FOC	-0.17449793611910147	0.16428383901883256	bound	nav	5_5	selection	452	1	FOC	452	nav	4_4	314	goedkoop	0.26869686407189536
goedkoop.foc5.nav.selection.bound.min1.soc10.nav.5000	-0.1280875854673596	0.16458422842821388	bound	nav	5_5	selection	452	1	5000	5000	nav	10_10	314	goedkoop	0.2541861602416118
goedkoop.foc5.nav.selection.bound.min1.soc10.nav.10000	-0.14951459333549472	0.18041530711805848	bound	nav	5_5	selection	452	1	10000	10000	nav	10_10	314	goedkoop	0.2558590257752628
goedkoop.foc5.nav.selection.bound.min1.soc10.nav.FOC	-0.1853496780375298	0.11810685558002822	bound	nav	5_5	selection	452	1	FOC	452	nav	10_10	314	goedkoop	0.2616227852740382
goedkoop.foc5.nav.selection.bound.min1.soc4.all.5000	-0.137350358423502	0.2598831971486546	bound	nav	5_5	selection	452	1	5000	5000	all	4_4	314	goedkoop	0.2616004282964425
goedkoop.foc5.nav.selection.bound.min1.soc4.all.10000	-0.1494263512127756	0.2698886768037788	bound	nav	5_5	selection	452	1	10000	10000	all	4_4	314	goedkoop	0.2618225016693274
goedkoop.foc5.nav.selection.bound.min1.soc4.all.FOC	-0.1744977198698452	0.1642837818687381	bound	nav	5_5	selection	452	1	FOC	452	all	4_4	314	goedkoop	0.26869686407189536
goedkoop.foc5.nav.selection.bound.min1.soc10.all.5000	-0.12407410543193965	0.16724919982005823	bound	nav	5_5	selection	452	1	5000	5000	all	10_10	314	goedkoop	0.2518332677759195
goedkoop.foc5.nav.selection.bound.min1.soc10.all.10000	-0.13729986808018474	0.16964057550253808	bound	nav	5_5	selection	452	1	10000	10000	all	10_10	314	goedkoop	0.2554825822816757
goedkoop.foc5.nav.selection.bound.min1.soc10.all.FOC	-0.1853497983222131	0.11810709346375609	bound	nav	5_5	selection	452	1	FOC	452	all	10_10	314	goedkoop	0.2616227852740382
goedkoop.foc5.nav.no.bound.min1.soc4.nav.5000	-0.14376915671680335	0.264195010168562	bound	nav	5_5	no	452	1	5000	5000	nav	4_4	314	goedkoop	0.26030696916456286
goedkoop.foc5.nav.no.bound.min1.soc4.nav.10000	-0.15480510393277205	0.2835236445267023	bound	nav	5_5	no	452	1	10000	10000	nav	4_4	314	goedkoop	0.2572091603788997
goedkoop.foc5.nav.no.bound.min1.soc4.nav.FOC	-0.17449797781413207	0.16428405712331856	bound	nav	5_5	no	452	1	FOC	452	nav	4_4	314	goedkoop	0.26869686407189536
goedkoop.foc5.nav.no.bound.min1.soc10.nav.5000	-0.12808751165320723	0.16458394205643834	bound	nav	5_5	no	452	1	5000	5000	nav	10_10	314	goedkoop	0.2541861602416118
goedkoop.foc5.nav.no.bound.min1.soc10.nav.10000	-0.14951465635416725	0.18041526875344588	bound	nav	5_5	no	452	1	10000	10000	nav	10_10	314	goedkoop	0.2558590257752628
goedkoop.foc5.nav.no.bound.min1.soc10.nav.FOC	-0.1853494589276376	0.11810672601469939	bound	nav	5_5	no	452	1	FOC	452	nav	10_10	314	goedkoop	0.2616227852740382
goedkoop.foc5.nav.no.bound.min1.soc4.all.5000	-0.1373505635505228	0.2598839086648826	bound	nav	5_5	no	452	1	5000	5000	all	4_4	314	goedkoop	0.2616004282964425
goedkoop.foc5.nav.no.bound.min1.soc4.all.10000	-0.1494263620253995	0.2698887168819947	bound	nav	5_5	no	452	1	10000	10000	all	4_4	314	goedkoop	0.2618225016693274
goedkoop.foc5.nav.no.bound.min1.soc4.all.FOC	-0.17449793165473956	0.1642836899852181	bound	nav	5_5	no	452	1	FOC	452	all	4_4	314	goedkoop	0.26869686407189536
goedkoop.foc5.nav.no.bound.min1.soc10.all.5000	-0.12407412515571281	0.16724919244066141	bound	nav	5_5	no	452	1	5000	5000	all	10_10	314	goedkoop	0.2518332677759195
goedkoop.foc5.nav.no.bound.min1.soc10.all.10000	-0.13729990776354217	0.16964082202236683	bound	nav	5_5	no	452	1	10000	10000	all	10_10	314	goedkoop	0.2554825822816757
goedkoop.foc5.nav.no.bound.min1.soc10.all.FOC	-0.18535001369801687	0.118107205549864	bound	nav	5_5	no	452	1	FOC	452	all	10_10	314	goedkoop	0.2616227852740382
goedkoop.foc5.all.weight.bound.min1.soc4.nav.5000	-0.23517636403908104	0.053173409680281905	bound	all	5_5	weight	528	1	5000	5000	nav	4_4	316	goedkoop	0.26111941427050167
goedkoop.foc5.all.weight.bound.min1.soc4.nav.10000	-0.2947723085894443	0.08517645026885473	bound	all	5_5	weight	528	1	10000	10000	nav	4_4	316	goedkoop	0.2605406320507608
goedkoop.foc5.all.weight.bound.min1.soc4.nav.FOC	-0.2806813201811232	0.01369422221731884	bound	all	5_5	weight	528	1	FOC	528	nav	4_4	316	goedkoop	0.27970011205182654
goedkoop.foc5.all.weight.bound.min1.soc10.nav.5000	-0.23202022384629808	0.02162585365041706	bound	all	5_5	weight	528	1	5000	5000	nav	10_10	316	goedkoop	0.25287789316472287
goedkoop.foc5.all.weight.bound.min1.soc10.nav.10000	-0.26872122828530665	0.01955150105696737	bound	all	5_5	weight	528	1	10000	10000	nav	10_10	316	goedkoop	0.2526933463641777
goedkoop.foc5.all.weight.bound.min1.soc10.nav.FOC	-0.3067551444751714	-0.01839553176606766	bound	all	5_5	weight	528	1	FOC	528	nav	10_10	316	goedkoop	0.2680490233198499
goedkoop.foc5.all.weight.bound.min1.soc4.all.5000	-0.22250681283358376	0.050538036583178306	bound	all	5_5	weight	528	1	5000	5000	all	4_4	316	goedkoop	0.25899211765100394
goedkoop.foc5.all.weight.bound.min1.soc4.all.10000	-0.25289916976764254	0.05557386500109749	bound	all	5_5	weight	528	1	10000	10000	all	4_4	316	goedkoop	0.2575568045509915
goedkoop.foc5.all.weight.bound.min1.soc4.all.FOC	-0.2806750995500809	0.013696137546313984	bound	all	5_5	weight	528	1	FOC	528	all	4_4	316	goedkoop	0.27970011205182654
goedkoop.foc5.all.weight.bound.min1.soc10.all.5000	-0.22230255956541373	0.02302350109809318	bound	all	5_5	weight	528	1	5000	5000	all	10_10	316	goedkoop	0.24893314919549922
goedkoop.foc5.all.weight.bound.min1.soc10.all.10000	-0.24060144185497992	0.020538359176857722	bound	all	5_5	weight	528	1	10000	10000	all	10_10	316	goedkoop	0.2496139205587197
goedkoop.foc5.all.weight.bound.min1.soc10.all.FOC	-0.30675516344603876	-0.018395448855179436	bound	all	5_5	weight	528	1	FOC	528	all	10_10	316	goedkoop	0.2680490233198499
goedkoop.foc5.all.selection.bound.min1.soc4.nav.5000	0.18047826416795928	0.32425315893148543	bound	all	5_5	selection	528	1	5000	5000	nav	4_4	316	goedkoop	0.2609751962771986
goedkoop.foc5.all.selection.bound.min1.soc4.nav.10000	0.2034117082285258	0.3530759520840605	bound	all	5_5	selection	528	1	10000	10000	nav	4_4	316	goedkoop	0.26023568290097027
goedkoop.foc5.all.selection.bound.min1.soc4.nav.FOC	0.12622376835577412	0.24542042978651699	bound	all	5_5	selection	528	1	FOC	528	nav	4_4	316	goedkoop	0.26486695641667046
goedkoop.foc5.all.selection.bound.min1.soc10.nav.5000	0.11062018634215949	0.2327810315745853	bound	all	5_5	selection	528	1	5000	5000	nav	10_10	316	goedkoop	0.25369467405273677
goedkoop.foc5.all.selection.bound.min1.soc10.nav.10000	0.12270535102260356	0.26122462676380953	bound	all	5_5	selection	528	1	10000	10000	nav	10_10	316	goedkoop	0.25631739036177625
goedkoop.foc5.all.selection.bound.min1.soc10.nav.FOC	0.05755385836937593	0.1848695802857937	bound	all	5_5	selection	528	1	FOC	528	nav	10_10	316	goedkoop	0.26075326652662534
goedkoop.foc5.all.selection.bound.min1.soc4.all.5000	0.17493944971478362	0.3114910600359112	bound	all	5_5	selection	528	1	5000	5000	all	4_4	316	goedkoop	0.26048615050577956
goedkoop.foc5.all.selection.bound.min1.soc4.all.10000	0.18341168021980095	0.32930397550629303	bound	all	5_5	selection	528	1	10000	10000	all	4_4	316	goedkoop	0.2616562185127609
goedkoop.foc5.all.selection.bound.min1.soc4.all.FOC	0.12622380384147353	0.24542048726529808	bound	all	5_5	selection	528	1	FOC	528	all	4_4	316	goedkoop	0.26486695641667046
goedkoop.foc5.all.selection.bound.min1.soc10.all.5000	0.11283787889319398	0.22923823855845935	bound	all	5_5	selection	528	1	5000	5000	all	10_10	316	goedkoop	0.2502259822411577
goedkoop.foc5.all.selection.bound.min1.soc10.all.10000	0.10780857779035034	0.23957902837012726	bound	all	5_5	selection	528	1	10000	10000	all	10_10	316	goedkoop	0.25364063383119995
goedkoop.foc5.all.selection.bound.min1.soc10.all.FOC	0.05755385836937593	0.1848695802857937	bound	all	5_5	selection	528	1	FOC	528	all	10_10	316	goedkoop	0.26075326652662534
goedkoop.foc5.all.no.bound.min1.soc4.nav.5000	0.18047828951238462	0.32425320140995584	bound	all	5_5	no	528	1	5000	5000	nav	4_4	316	goedkoop	0.2609751962771986
goedkoop.foc5.all.no.bound.min1.soc4.nav.10000	0.2034131243271542	0.3530785513043081	bound	all	5_5	no	528	1	10000	10000	nav	4_4	316	goedkoop	0.26023568290097027
goedkoop.foc5.all.no.bound.min1.soc4.nav.FOC	0.12622378834202339	0.24542046505390475	bound	all	5_5	no	528	1	FOC	528	nav	4_4	316	goedkoop	0.26486695641667046
goedkoop.foc5.all.no.bound.min1.soc10.nav.5000	0.110620209849169	0.2327810530336508	bound	all	5_5	no	528	1	5000	5000	nav	10_10	316	goedkoop	0.25369467405273677
goedkoop.foc5.all.no.bound.min1.soc10.nav.10000	0.12270479083655575	0.2612243704835553	bound	all	5_5	no	528	1	10000	10000	nav	10_10	316	goedkoop	0.25631739036177625
goedkoop.foc5.all.no.bound.min1.soc10.nav.FOC	0.05755385836937593	0.1848695802857937	bound	all	5_5	no	528	1	FOC	528	nav	10_10	316	goedkoop	0.26075326652662534
goedkoop.foc5.all.no.bound.min1.soc4.all.5000	0.174938910369653	0.31149073337984984	bound	all	5_5	no	528	1	5000	5000	all	4_4	316	goedkoop	0.26048615050577956
goedkoop.foc5.all.no.bound.min1.soc4.all.10000	0.18341178568190913	0.3293037257211606	bound	all	5_5	no	528	1	10000	10000	all	4_4	316	goedkoop	0.2616562185127609
goedkoop.foc5.all.no.bound.min1.soc4.all.FOC	0.12622350401860763	0.2454200708547332	bound	all	5_5	no	528	1	FOC	528	all	4_4	316	goedkoop	0.26486695641667046
goedkoop.foc5.all.no.bound.min1.soc10.all.5000	0.11283787889316244	0.22923823855808478	bound	all	5_5	no	528	1	5000	5000	all	10_10	316	goedkoop	0.2502259822411577
goedkoop.foc5.all.no.bound.min1.soc10.all.10000	0.107808609536144	0.23957905566025195	bound	all	5_5	no	528	1	10000	10000	all	10_10	316	goedkoop	0.25364063383119995
goedkoop.foc5.all.no.bound.min1.soc10.all.FOC	0.05755385836937593	0.1848695802857937	bound	all	5_5	no	528	1	FOC	528	all	10_10	316	goedkoop	0.26075326652662534
