	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co
goedkoop/adj/volkskrant_20000928_49/536/L12	goedkoop/adj/volkskrant_20000928_49/536	L12	uitbreiding	noun	uitbreiding/noun	uitbreiding	False	L	13			
goedkoop/adj/volkskrant_20000928_49/536/L13	goedkoop/adj/volkskrant_20000928_49/536	L13	de	det	de/det	de	False	L	14	-0.009065625	28074105.0	42862.0
goedkoop/adj/volkskrant_20000928_49/536/L14	goedkoop/adj/volkskrant_20000928_49/536	L14	voor	prep	voor/prep	voor	False	L	15	0.30578184	3806927.0	7939.0
goedkoop/adj/volkskrant_20000928_49/536/L15	goedkoop/adj/volkskrant_20000928_49/536	L15	enthousiasme	noun	enthousiasme/noun	enthousiasme	False	L	16			
goedkoop/adj/volkskrant_20000928_49/536/R0	goedkoop/adj/volkskrant_20000928_49/536	R0	buitenlands	adj	buitenlands/adj	buitenlandse	True	R	1	1.0797411	52661.0	237.0
goedkoop/adj/volkskrant_20000928_49/536/R1	goedkoop/adj/volkskrant_20000928_49/536	R1	arbeid_kracht	noun	arbeid_kracht/noun	arbeidskrachten	True	R	2	4.782218	2121.0	390.0
goedkoop/adj/volkskrant_20000928_49/536/R2	goedkoop/adj/volkskrant_20000928_49/536	R2	en	vg	en/vg	en	True	R	3			
goedkoop/adj/volkskrant_20000928_49/536/R3	goedkoop/adj/volkskrant_20000928_49/536	R3	de	det	de/det	de	True	R	4	-0.009065625	28074105.0	42862.0
goedkoop/adj/volkskrant_20000928_49/536/R4	goedkoop/adj/volkskrant_20000928_49/536	R4	import	noun	import/noun	import	True	R	5	3.5532897000000006	3276.0	176.0
goedkoop/adj/volkskrant_20000928_49/536/R5	goedkoop/adj/volkskrant_20000928_49/536	R5	van	prep	van/prep	van	True	R	6	-0.21945427	12638933.0	15641.0
goedkoop/adj/volkskrant_20000928_49/536/R6	goedkoop/adj/volkskrant_20000928_49/536	R6	Oosteuropees	adj	Oosteuropees/adj	Oost-Europese	True	R	7	2.0762110000000003	3508.0	43.0
goedkoop/adj/volkskrant_20000928_49/536/R7	goedkoop/adj/volkskrant_20000928_49/536	R7	landbouw_product	noun	landbouw_product/noun	landbouwproducten	True	R	8	2.8348587000000003	838.0	22.0
goedkoop/adj/volkskrant_20000928_49/536/R8	goedkoop/adj/volkskrant_20000928_49/536	R8	.	punct	./punct	.	True	R	9			
goedkoop/adj/volkskrant_20000928_49/536/R9	goedkoop/adj/volkskrant_20000928_49/536	R9	sentence_delimiter	none	none	</sentence>	none	R	10			
goedkoop/adj/volkskrant_20000928_49/536/R10	goedkoop/adj/volkskrant_20000928_49/536	R10	sentence_delimiter	none	none	<sentence>	none	R	11			
goedkoop/adj/volkskrant_20000928_49/536/R11	goedkoop/adj/volkskrant_20000928_49/536	R11	er	adv	er/adv	Er	False	R	12	-0.013181068	1744977.0	2665.0
goedkoop/adj/volkskrant_20000928_49/536/R12	goedkoop/adj/volkskrant_20000928_49/536	R12	ben	verb	ben/verb	is	False	R	13	0.41230032	9938754.0	23138.0
goedkoop/adj/volkskrant_20000928_49/536/R13	goedkoop/adj/volkskrant_20000928_49/536	R13	echter	adv	echter/adv	echter	False	R	14			
goedkoop/adj/volkskrant_20000928_49/536/R14	goedkoop/adj/volkskrant_20000928_49/536	R14	geen	det	geen/det	geen	False	R	15	-0.045250315	1048752.0	1540.0
goedkoop/adj/volkskrant_20000928_49/536/R15	goedkoop/adj/volkskrant_20000928_49/536	R15	enkel	det	enkel/det	enkele	False	R	16	-0.3173373	319878.0	360.0
goedkoop/adj/volkskrant_19991023_175/1399/L0	goedkoop/adj/volkskrant_19991023_175/1399	L0	nog	adv	nog/adv	nog	True	L	1	0.016310038	1683041.0	2637.0
goedkoop/adj/volkskrant_19991023_175/1399/L1	goedkoop/adj/volkskrant_19991023_175/1399	L1	gemeente	noun	gemeente/noun	gemeente	True	L	2	0.4496491	137741.0	329.0
goedkoop/adj/volkskrant_19991023_175/1399/L2	goedkoop/adj/volkskrant_19991023_175/1399	L2	de	det	de/det	de	True	L	3	-0.009065625	28074105.0	42862.0
goedkoop/adj/volkskrant_19991023_175/1399/L3	goedkoop/adj/volkskrant_19991023_175/1399	L3	kan	verb	kan/verb	kan	True	L	4	0.573743	1969534.0	5394.0
goedkoop/adj/volkskrant_19991023_175/1399/L4	goedkoop/adj/volkskrant_19991023_175/1399	L4	daar	adv	daar/adv	Daar	True	L	5	0.2505339	274838.0	547.0
goedkoop/adj/volkskrant_19991023_175/1399/L5	goedkoop/adj/volkskrant_19991023_175/1399	L5	sentence_delimiter	none	none	<sentence>	none	L	6			
goedkoop/adj/volkskrant_19991023_175/1399/L6	goedkoop/adj/volkskrant_19991023_175/1399	L6	sentence_delimiter	none	none	</sentence>	none	L	7			
goedkoop/adj/volkskrant_19991023_175/1399/L7	goedkoop/adj/volkskrant_19991023_175/1399	L7	.	punct	./punct	.	False	L	8			
goedkoop/adj/volkskrant_19991023_175/1399/L8	goedkoop/adj/volkskrant_19991023_175/1399	L8	landbouw_gebied	noun	landbouw_gebied/noun	landbouwgebieden	False	L	9			
goedkoop/adj/volkskrant_19991023_175/1399/L9	goedkoop/adj/volkskrant_19991023_175/1399	L9	marginaal	adj	marginaal/adj	marginale	False	L	10			
goedkoop/adj/volkskrant_19991023_175/1399/L10	goedkoop/adj/volkskrant_19991023_175/1399	L10	de	det	de/det	de	False	L	11	-0.009065625	28074105.0	42862.0
goedkoop/adj/volkskrant_19991023_175/1399/L11	goedkoop/adj/volkskrant_19991023_175/1399	L11	ben	verb	ben/verb	zijn	False	L	12	0.41230032	9938754.0	23138.0
goedkoop/adj/volkskrant_19991023_175/1399/L12	goedkoop/adj/volkskrant_19991023_175/1399	L12	dit	noun	dit/noun	dit	False	L	13	0.25252888	25087.0	50.0
goedkoop/adj/volkskrant_19991023_175/1399/L13	goedkoop/adj/volkskrant_19991023_175/1399	L13	,	punct	,/punct	,	False	L	14			
goedkoop/adj/volkskrant_19991023_175/1399/L14	goedkoop/adj/volkskrant_19991023_175/1399	L14	wel	tag	wel/tag	wel	False	L	15			
goedkoop/adj/volkskrant_19991023_175/1399/L15	goedkoop/adj/volkskrant_19991023_175/1399	L15	let	tag	let/tag	Let	False	L	16			
goedkoop/adj/volkskrant_19991023_175/1399/R0	goedkoop/adj/volkskrant_19991023_175/1399	R0	grond	noun	grond/noun	grond	True	R	1	0.6326571999999999	63282.0	184.0
goedkoop/adj/volkskrant_19991023_175/1399/R1	goedkoop/adj/volkskrant_19991023_175/1399	R1	verwerf	verb	verwerf/verb	verwerven	True	R	2	0.47351897	14528.0	36.0
goedkoop/adj/volkskrant_19991023_175/1399/R2	goedkoop/adj/volkskrant_19991023_175/1399	R2	.	punct	./punct	.	True	R	3			
goedkoop/adj/volkskrant_19991023_175/1399/R3	goedkoop/adj/volkskrant_19991023_175/1399	R3	sentence_delimiter	none	none	</sentence>	none	R	4			
goedkoop/adj/volkskrant_19991023_175/1399/R4	goedkoop/adj/volkskrant_19991023_175/1399	R4	sentence_delimiter	none	none	<sentence>	none	R	5			
goedkoop/adj/volkskrant_19991023_175/1399/R5	goedkoop/adj/volkskrant_19991023_175/1399	R5	ik	pron	ik/pron	Ik	False	R	6	-0.7632706	2577275.0	1859.0
goedkoop/adj/volkskrant_19991023_175/1399/R6	goedkoop/adj/volkskrant_19991023_175/1399	R6	denk	verb	denk/verb	denk	False	R	7	0.04382194	294025.0	475.0
goedkoop/adj/volkskrant_19991023_175/1399/R7	goedkoop/adj/volkskrant_19991023_175/1399	R7	dat	comp	dat/comp	dat	False	R	8			
goedkoop/adj/volkskrant_19991023_175/1399/R8	goedkoop/adj/volkskrant_19991023_175/1399	R8	ze	pron	ze/pron	ze	False	R	9	0.07245205	1808509.0	3013.0
goedkoop/adj/volkskrant_19991023_175/1399/R9	goedkoop/adj/volkskrant_19991023_175/1399	R9	niet	adv	niet/adv	niet	False	R	10	0.08947204	3455007.0	5829.0
goedkoop/adj/volkskrant_19991023_175/1399/R10	goedkoop/adj/volkskrant_19991023_175/1399	R10	goed	adj	goed/adj	goed	False	R	11	0.28067908	987502.0	2015.0
goedkoop/adj/volkskrant_19991023_175/1399/R11	goedkoop/adj/volkskrant_19991023_175/1399	R11	weet	verb	weet/verb	weten	False	R	12	-0.5890308000000001	453326.0	389.0
goedkoop/adj/volkskrant_19991023_175/1399/R12	goedkoop/adj/volkskrant_19991023_175/1399	R12	waarmee	pp	waarmee/pp	waarmee	False	R	13			
goedkoop/adj/volkskrant_19991023_175/1399/R13	goedkoop/adj/volkskrant_19991023_175/1399	R13	ze	pron	ze/pron	ze	False	R	14	0.07245205	1808509.0	3013.0
goedkoop/adj/volkskrant_19991023_175/1399/R14	goedkoop/adj/volkskrant_19991023_175/1399	R14	bezig	adj	bezig/adj	bezig	False	R	15	-0.8772374	66821.0	43.0
goedkoop/adj/volkskrant_19991023_175/1399/R15	goedkoop/adj/volkskrant_19991023_175/1399	R15	ben	verb	ben/verb	zijn	False	R	16	0.41230032	9938754.0	23138.0
goedkoop/adj/volkskrant_20031112_26/245/L0	goedkoop/adj/volkskrant_20031112_26/245	L0	'	punct	'/punct	'	True	L	1			
goedkoop/adj/volkskrant_20031112_26/245/L1	goedkoop/adj/volkskrant_20031112_26/245	L1	een	det	een/det	een	True	L	2	0.10414596	11075723.0	18973.0
goedkoop/adj/volkskrant_20031112_26/245/L2	goedkoop/adj/volkskrant_20031112_26/245	L2	voornemen	noun	voornemen/noun	voornemen	True	L	3	0.098967105	7059.0	12.0
goedkoop/adj/volkskrant_20031112_26/245/L3	goedkoop/adj/volkskrant_20031112_26/245	L3	het	det	het/det	het	True	L	4	-0.066581026	11650779.0	16800.0
goedkoop/adj/volkskrant_20031112_26/245/L4	goedkoop/adj/volkskrant_20031112_26/245	L4	noem	verb	noem/verb	noemde	True	L	5	-0.11052212	149858.0	207.0
goedkoop/adj/volkskrant_20031112_26/245/L5	goedkoop/adj/volkskrant_20031112_26/245	L5	regering_functionaris	noun	regering_functionaris/noun	regeringsfunctionaris	True	L	6	0.36089509999999997	905.0	2.0
goedkoop/adj/volkskrant_20031112_26/245/L6	goedkoop/adj/volkskrant_20031112_26/245	L6	een	det	een/det	Een	True	L	7	0.10414596	11075723.0	18973.0
goedkoop/adj/volkskrant_20031112_26/245/L7	goedkoop/adj/volkskrant_20031112_26/245	L7	sentence_delimiter	none	none	<sentence>	none	L	8			
goedkoop/adj/volkskrant_20031112_26/245/L8	goedkoop/adj/volkskrant_20031112_26/245	L8	sentence_delimiter	none	none	</sentence>	none	L	9			
goedkoop/adj/volkskrant_20031112_26/245/L9	goedkoop/adj/volkskrant_20031112_26/245	L9	.	punct	./punct	.	False	L	10			
goedkoop/adj/volkskrant_20031112_26/245/L10	goedkoop/adj/volkskrant_20031112_26/245	L10	stap	noun	stap/noun	stap	False	L	11			
goedkoop/adj/volkskrant_20031112_26/245/L11	goedkoop/adj/volkskrant_20031112_26/245	L11	de	det	de/det	de	False	L	12	-0.009065625	28074105.0	42862.0
goedkoop/adj/volkskrant_20031112_26/245/L12	goedkoop/adj/volkskrant_20031112_26/245	L12	verwerp	verb	verwerp/verb	verwerpt	False	L	13			
goedkoop/adj/volkskrant_20031112_26/245/L13	goedkoop/adj/volkskrant_20031112_26/245	L13	Turkije	name	Turkije/name	Turkije	False	L	14			
goedkoop/adj/volkskrant_20031112_26/245/L14	goedkoop/adj/volkskrant_20031112_26/245	L14	sentence_delimiter	none	none	<sentence>	none	L	15			
goedkoop/adj/volkskrant_20031112_26/245/L15	goedkoop/adj/volkskrant_20031112_26/245	L15	sentence_delimiter	none	none	</sentence>	none	L	16			
goedkoop/adj/volkskrant_20031112_26/245/R0	goedkoop/adj/volkskrant_20031112_26/245	R0	'	punct	'/punct	'	True	R	1			
goedkoop/adj/volkskrant_20031112_26/245/R1	goedkoop/adj/volkskrant_20031112_26/245	R1	truc	noun	truc/noun	truc	True	R	2	2.1741335	4274.0	58.0
goedkoop/adj/volkskrant_20031112_26/245/R2	goedkoop/adj/volkskrant_20031112_26/245	R2	om	comp	om/comp	om	True	R	3			
goedkoop/adj/volkskrant_20031112_26/245/R3	goedkoop/adj/volkskrant_20031112_26/245	R3	af	part	af/part	af	True	R	4	-0.022422401	321541.0	484.0
goedkoop/adj/volkskrant_20031112_26/245/R4	goedkoop/adj/volkskrant_20031112_26/245	R4	te	comp	te/comp	te	True	R	5			
goedkoop/adj/volkskrant_20031112_26/245/R5	goedkoop/adj/volkskrant_20031112_26/245	R5	kom_af	verb	kom_af/verb	komen	True	R	6	1.2974268	9744.0	55.0
goedkoop/adj/volkskrant_20031112_26/245/R6	goedkoop/adj/volkskrant_20031112_26/245	R6	van	prep	van/prep	van	True	R	7	-0.21945427	12638933.0	15641.0
goedkoop/adj/volkskrant_20031112_26/245/R7	goedkoop/adj/volkskrant_20031112_26/245	R7	het	det	het/det	het	True	R	8	-0.066581026	11650779.0	16800.0
goedkoop/adj/volkskrant_20031112_26/245/R8	goedkoop/adj/volkskrant_20031112_26/245	R8	gewelddadig	adj	gewelddadig/adj	gewelddadige	True	R	9	-1.3047739999999999	9619.0	4.0
goedkoop/adj/volkskrant_20031112_26/245/R9	goedkoop/adj/volkskrant_20031112_26/245	R9	imago	noun	imago/noun	imago	True	R	10	1.02283	18202.0	78.0
goedkoop/adj/volkskrant_20031112_26/245/R10	goedkoop/adj/volkskrant_20031112_26/245	R10	.	punct	./punct	.	True	R	11			
goedkoop/adj/volkskrant_20031112_26/245/R11	goedkoop/adj/volkskrant_20031112_26/245	R11	sentence_delimiter	none	none	</sentence>	none	R	12			
goedkoop/adj/volkskrant_20031112_26/245/R12	goedkoop/adj/volkskrant_20031112_26/245	R12	sentence_delimiter	none	none	<sentence>	none	R	13			
goedkoop/adj/volkskrant_20031112_26/245/R13	goedkoop/adj/volkskrant_20031112_26/245	R13	de	det	de/det	De	False	R	14	-0.009065625	28074105.0	42862.0
goedkoop/adj/volkskrant_20031112_26/245/R14	goedkoop/adj/volkskrant_20031112_26/245	R14	PKK	name	PKK/name	PKK	False	R	15			
goedkoop/adj/volkskrant_20031112_26/245/R15	goedkoop/adj/volkskrant_20031112_26/245	R15	,	punct	,/punct	,	False	R	16			
goedkoop/adj/volkskrant_20000517_24/320/L0	goedkoop/adj/volkskrant_20000517_24/320	L0	die	pron	die/pron	die	True	L	1	0.0043216203000000005	2519801.0	3924.0
goedkoop/adj/volkskrant_20000517_24/320/L1	goedkoop/adj/volkskrant_20000517_24/320	L1	,	punct	,/punct	,	True	L	2			
goedkoop/adj/volkskrant_20000517_24/320/L2	goedkoop/adj/volkskrant_20000517_24/320	L2	BMW	name	BMW/name	BMW	True	L	3			
goedkoop/adj/volkskrant_20000517_24/320/L3	goedkoop/adj/volkskrant_20000517_24/320	L3	van	prep	van/prep	van	True	L	4	-0.21945427	12638933.0	15641.0
goedkoop/adj/volkskrant_20000517_24/320/L4	goedkoop/adj/volkskrant_20000517_24/320	L4	persoon_wagen	noun	persoon_wagen/noun	personenwagens	True	L	5	0.36661902	4503.0	10.0
goedkoop/adj/volkskrant_20000517_24/320/L5	goedkoop/adj/volkskrant_20000517_24/320	L5	klein	adj	klein/adj	kleine	True	L	6	0.5574571999999999	228937.0	616.0
goedkoop/adj/volkskrant_20000517_24/320/L6	goedkoop/adj/volkskrant_20000517_24/320	L6	,	punct	,/punct	,	True	L	7			
goedkoop/adj/volkskrant_20000517_24/320/L7	goedkoop/adj/volkskrant_20000517_24/320	L7	nieuw	adj	nieuw/adj	nieuwe	True	L	8	0.1285755	669062.0	1162.0
goedkoop/adj/volkskrant_20000517_24/320/L8	goedkoop/adj/volkskrant_20000517_24/320	L8	de	det	de/det	de	True	L	9	-0.009065625	28074105.0	42862.0
goedkoop/adj/volkskrant_20000517_24/320/L9	goedkoop/adj/volkskrant_20000517_24/320	L9	dat	comp	dat/comp	dat	True	L	10			
goedkoop/adj/volkskrant_20000517_24/320/L10	goedkoop/adj/volkskrant_20000517_24/320	L10	bekend	part	bekend/part	bekend	True	L	11			
goedkoop/adj/volkskrant_20000517_24/320/L11	goedkoop/adj/volkskrant_20000517_24/320	L11	maak_bekend	verb	maak_bekend/verb	maakte	True	L	12			
goedkoop/adj/volkskrant_20000517_24/320/L12	goedkoop/adj/volkskrant_20000517_24/320	L12	hij	pron	hij/pron	Hij	True	L	13	-0.7914683000000001	2403923.0	1688.0
goedkoop/adj/volkskrant_20000517_24/320/L13	goedkoop/adj/volkskrant_20000517_24/320	L13	sentence_delimiter	none	none	<sentence>	none	L	14			
goedkoop/adj/volkskrant_20000517_24/320/L14	goedkoop/adj/volkskrant_20000517_24/320	L14	sentence_delimiter	none	none	</sentence>	none	L	15			
goedkoop/adj/volkskrant_20000517_24/320/L15	goedkoop/adj/volkskrant_20000517_24/320	L15	.	punct	./punct	.	False	L	16			
goedkoop/adj/volkskrant_20000517_24/320/R0	goedkoop/adj/volkskrant_20000517_24/320	R0	word	verb	word/verb	worden	True	R	1	0.3632289	3486710.0	7730.0
goedkoop/adj/volkskrant_20000517_24/320/R1	goedkoop/adj/volkskrant_20000517_24/320	R1	dan	comparative	dan/comparative	dan	True	R	2			
goedkoop/adj/volkskrant_20000517_24/320/R2	goedkoop/adj/volkskrant_20000517_24/320	R2	de	det	de/det	de	True	R	3	-0.009065625	28074105.0	42862.0
goedkoop/adj/volkskrant_20000517_24/320/R3	goedkoop/adj/volkskrant_20000517_24/320	R3	huidig	adj	huidig/adj	huidige	True	R	4	0.25227289999999997	84893.0	169.0
goedkoop/adj/volkskrant_20000517_24/320/R4	goedkoop/adj/volkskrant_20000517_24/320	R4	3_serie	noun	3_serie/noun	3-serie	True	R	5			
goedkoop/adj/volkskrant_20000517_24/320/R5	goedkoop/adj/volkskrant_20000517_24/320	R5	,	punct	,/punct	,	True	R	6			
goedkoop/adj/volkskrant_20000517_24/320/R6	goedkoop/adj/volkskrant_20000517_24/320	R6	in	prep	in/prep	in	True	R	7	-0.1738838	9492181.0	12266.0
goedkoop/adj/volkskrant_20000517_24/320/R7	goedkoop/adj/volkskrant_20000517_24/320	R7	2004	noun	2004/noun	2004	True	R	8	-0.32693365	26354.0	29.0
goedkoop/adj/volkskrant_20000517_24/320/R8	goedkoop/adj/volkskrant_20000517_24/320	R8	op	prep	op/prep	op	True	R	9	-0.17927769	4502370.0	5790.0
goedkoop/adj/volkskrant_20000517_24/320/R9	goedkoop/adj/volkskrant_20000517_24/320	R9	de	det	de/det	de	True	R	10	-0.009065625	28074105.0	42862.0
goedkoop/adj/volkskrant_20000517_24/320/R10	goedkoop/adj/volkskrant_20000517_24/320	R10	markt	noun	markt/noun	markt	True	R	11	1.7207428	87688.0	755.0
goedkoop/adj/volkskrant_20000517_24/320/R11	goedkoop/adj/volkskrant_20000517_24/320	R11	kom	verb	kom/verb	komen	True	R	12	0.032872856	973909.0	1553.0
goedkoop/adj/volkskrant_20000517_24/320/R12	goedkoop/adj/volkskrant_20000517_24/320	R12	.	punct	./punct	.	True	R	13			
goedkoop/adj/volkskrant_20000517_24/320/R13	goedkoop/adj/volkskrant_20000517_24/320	R13	sentence_delimiter	none	none	</sentence>	none	R	14			
goedkoop/adj/volkskrant_20000517_24/320/R14	goedkoop/adj/volkskrant_20000517_24/320	R14	sentence_delimiter	none	none	</artikel>	none	R	15			
goedkoop/adj/volkskrant_19990830_49/258/L0	goedkoop/adj/volkskrant_19990830_49/258	L0	naam	noun	naam/noun	naam	True	L	1	-0.5913433000000001	140818.0	120.0
goedkoop/adj/volkskrant_19990830_49/258/L1	goedkoop/adj/volkskrant_19990830_49/258	L1	dezelfde	det	dezelfde/det	dezelfde	True	L	2	0.22720034	97788.0	190.0
goedkoop/adj/volkskrant_19990830_49/258/L2	goedkoop/adj/volkskrant_19990830_49/258	L2	onder	prep	onder/prep	onder	True	L	3	-0.18648443	414521.0	530.0
goedkoop/adj/volkskrant_19990830_49/258/L3	goedkoop/adj/volkskrant_19990830_49/258	L3	word	verb	word/verb	wordt	True	L	4	0.3632289	3486710.0	7730.0
goedkoop/adj/volkskrant_19990830_49/258/L4	goedkoop/adj/volkskrant_19990830_49/258	L4	Frankrijk	name	Frankrijk/name	Frankrijk	True	L	5			
goedkoop/adj/volkskrant_19990830_49/258/L5	goedkoop/adj/volkskrant_19990830_49/258	L5	heel	adv	heel/adv	heel	True	L	6	0.3507102	276441.0	607.0
goedkoop/adj/volkskrant_19990830_49/258/L6	goedkoop/adj/volkskrant_19990830_49/258	L6	in	prep	in/prep	in	True	L	7	-0.1738838	9492181.0	12266.0
goedkoop/adj/volkskrant_19990830_49/258/L7	goedkoop/adj/volkskrant_19990830_49/258	L7	maar	vg	maar/vg	maar	True	L	8			
goedkoop/adj/volkskrant_19990830_49/258/L8	goedkoop/adj/volkskrant_19990830_49/258	L8	,	punct	,/punct	,	True	L	9			
goedkoop/adj/volkskrant_19990830_49/258/L9	goedkoop/adj/volkskrant_19990830_49/258	L9	prijzig	adj	prijzig/adj	prijzig	True	L	10	2.8971806	643.0	18.0
goedkoop/adj/volkskrant_19990830_49/258/L10	goedkoop/adj/volkskrant_19990830_49/258	L10	zeer	adv	zeer/adv	zeer	True	L	11	0.6120668	130472.0	372.0
goedkoop/adj/volkskrant_19990830_49/258/L11	goedkoop/adj/volkskrant_19990830_49/258	L11	uiteraard	adv	uiteraard/adv	uiteraard	True	L	12			
goedkoop/adj/volkskrant_19990830_49/258/L12	goedkoop/adj/volkskrant_19990830_49/258	L12	ben	verb	ben/verb	is	True	L	13	0.41230032	9938754.0	23138.0
goedkoop/adj/volkskrant_19990830_49/258/L13	goedkoop/adj/volkskrant_19990830_49/258	L13	,	punct	,/punct	,	True	L	14			
goedkoop/adj/volkskrant_19990830_49/258/L14	goedkoop/adj/volkskrant_19990830_49/258	L14	garantie_zegel	noun	garantie_zegel/noun	garantiezegel	True	L	15			
goedkoop/adj/volkskrant_19990830_49/258/L15	goedkoop/adj/volkskrant_19990830_49/258	L15	officieel	adj	officieel/adj	officieel	True	L	16			
goedkoop/adj/volkskrant_19990830_49/258/R0	goedkoop/adj/volkskrant_19990830_49/258	R0	ham	noun	ham/noun	ham	True	R	1	0.8751399	1622.0	6.0
goedkoop/adj/volkskrant_19990830_49/258/R1	goedkoop/adj/volkskrant_19990830_49/258	R1	uit	prep	uit/prep	uit	True	R	2	0.070280954	1135560.0	1873.0
goedkoop/adj/volkskrant_19990830_49/258/R2	goedkoop/adj/volkskrant_19990830_49/258	R2	alle	det	alle/det	alle	True	R	3	-0.24892212	422543.0	508.0
goedkoop/adj/volkskrant_19990830_49/258/R3	goedkoop/adj/volkskrant_19990830_49/258	R3	windstreek	noun	windstreek/noun	windstreken	True	R	4	0.3917507	876.0	2.0
goedkoop/adj/volkskrant_19990830_49/258/R4	goedkoop/adj/volkskrant_19990830_49/258	R4	verkoop	verb	verkoop/verb	verkocht	True	R	5	1.4355278999999999	98073.0	631.0
goedkoop/adj/volkskrant_19990830_49/258/R5	goedkoop/adj/volkskrant_19990830_49/258	R5	die	pron	die/pron	die	True	R	6	0.0043216203000000005	2519801.0	3924.0
goedkoop/adj/volkskrant_19990830_49/258/R6	goedkoop/adj/volkskrant_19990830_49/258	R6	erop	pp	erop/pp	erop	True	R	7			
goedkoop/adj/volkskrant_19990830_49/258/R7	goedkoop/adj/volkskrant_19990830_49/258	R7	zal	verb	zal/verb	zou	True	R	8	0.17743404	1661300.0	3064.0
goedkoop/adj/volkskrant_19990830_49/258/R8	goedkoop/adj/volkskrant_19990830_49/258	R8	moet	verb	moet/verb	moeten	True	R	9	0.01436049	1557442.0	2435.0
goedkoop/adj/volkskrant_19990830_49/258/R9	goedkoop/adj/volkskrant_19990830_49/258	R9	lijk	verb	lijk/verb	lijken	True	R	10	0.17123744	233946.0	428.0
goedkoop/adj/volkskrant_19990830_49/258/R10	goedkoop/adj/volkskrant_19990830_49/258	R10	.	punct	./punct	.	True	R	11			
goedkoop/adj/volkskrant_19990830_49/258/R11	goedkoop/adj/volkskrant_19990830_49/258	R11	sentence_delimiter	none	none	</sentence>	none	R	12			
goedkoop/adj/volkskrant_19990830_49/258/R12	goedkoop/adj/volkskrant_19990830_49/258	R12	sentence_delimiter	none	none	<sentence>	none	R	13			
goedkoop/adj/volkskrant_19990830_49/258/R13	goedkoop/adj/volkskrant_19990830_49/258	R13	de	det	de/det	De	False	R	14	-0.009065625	28074105.0	42862.0
goedkoop/adj/volkskrant_19990830_49/258/R14	goedkoop/adj/volkskrant_19990830_49/258	R14	echt	adj	echt/adj	echte	False	R	15	0.27086022	253480.0	513.0
goedkoop/adj/volkskrant_19990830_49/258/R15	goedkoop/adj/volkskrant_19990830_49/258	R15	ben	verb	ben/verb	is	False	R	16	0.41230032	9938754.0	23138.0
goedkoop/adj/volkskrant_20031211_38/299/L0	goedkoop/adj/volkskrant_20031211_38/299	L0	op	prep	op/prep	op	True	L	1	-0.17927769	4502370.0	5790.0
goedkoop/adj/volkskrant_20031211_38/299/L1	goedkoop/adj/volkskrant_20031211_38/299	L1	zich	pron	zich/pron	zich	True	L	2	-0.4523826	1097010.0	1078.0
goedkoop/adj/volkskrant_20031211_38/299/L2	goedkoop/adj/volkskrant_20031211_38/299	L2	ondernemer	noun	ondernemer/noun	ondernemers	True	L	3	0.7870376	19941.0	67.0
goedkoop/adj/volkskrant_20031211_38/299/L3	goedkoop/adj/volkskrant_20031211_38/299	L3	en	vg	en/vg	en	True	L	4			
goedkoop/adj/volkskrant_20031211_38/299/L4	goedkoop/adj/volkskrant_20031211_38/299	L4	whizzkids	noun	whizzkids/noun	whizzkids	True	L	5			
goedkoop/adj/volkskrant_20031211_38/299/L5	goedkoop/adj/volkskrant_20031211_38/299	L5	kerkelijk	adj	kerkelijk/adj	kerkelijke	True	L	6	-1.0948621	3877.0	2.0
goedkoop/adj/volkskrant_20031211_38/299/L6	goedkoop/adj/volkskrant_20031211_38/299	L6	stort	verb	stort/verb	stortten	True	L	7	0.31743732	17524.0	37.0
goedkoop/adj/volkskrant_20031211_38/299/L7	goedkoop/adj/volkskrant_20031211_38/299	L7	dus	adv	dus/adv	Dus	True	L	8	0.7317163000000001	257023.0	827.0
goedkoop/adj/volkskrant_20031211_38/299/L8	goedkoop/adj/volkskrant_20031211_38/299	L8	sentence_delimiter	none	none	<sentence>	none	L	9			
goedkoop/adj/volkskrant_20031211_38/299/L9	goedkoop/adj/volkskrant_20031211_38/299	L9	sentence_delimiter	none	none	</sentence>	none	L	10			
goedkoop/adj/volkskrant_20031211_38/299/L10	goedkoop/adj/volkskrant_20031211_38/299	L10	.	punct	./punct	.	False	L	11			
goedkoop/adj/volkskrant_20031211_38/299/L11	goedkoop/adj/volkskrant_20031211_38/299	L11	besta	verb	besta/verb	bestaan	False	L	12	0.099915095	151384.0	258.0
goedkoop/adj/volkskrant_20031211_38/299/L12	goedkoop/adj/volkskrant_20031211_38/299	L12	onverminderd	adj	onverminderd/adj	onverminderd	False	L	13			
goedkoop/adj/volkskrant_20031211_38/299/L13	goedkoop/adj/volkskrant_20031211_38/299	L13	blijf	verb	blijf/verb	bleef	False	L	14	0.08175513	516893.0	860.0
goedkoop/adj/volkskrant_20031211_38/299/L14	goedkoop/adj/volkskrant_20031211_38/299	L14	,	punct	,/punct	,	False	L	15			
goedkoop/adj/volkskrant_20031211_38/299/L15	goedkoop/adj/volkskrant_20031211_38/299	L15	volg	verb	volg/verb	volgen	False	L	16	-0.58273625	152227.0	131.0
goedkoop/adj/volkskrant_20031211_38/299/R0	goedkoop/adj/volkskrant_20031211_38/299	R0	alternatief	noun	alternatief/noun	alternatieven	True	R	1	2.6476777	21590.0	469.0
