_model	model.x	model.y	foc_length	foc_minimum_features	foc_part_of_speech	foc_sent_bound	foc_weighting	foc_window	soc_length	soc_length_num	soc_part_of_speech	soc_window	tokens	type	stress
spoor.foc10.nav.ppmi_weight.bound.min1.soc4.nav.5000	-0.20596825942335448	-0.06281273890284829	513	1	nav	bound	ppmi_weight	10_10	5000	5e3	nav	4_4	353	spoor	0.2502028093004967
spoor.foc10.nav.ppmi_weight.bound.min1.soc4.nav.10000	-0.1811994435487489	-0.08513060435840594	513	1	nav	bound	ppmi_weight	10_10	10000	1e4	nav	4_4	353	spoor	0.2524767197673573
spoor.foc10.nav.ppmi_weight.bound.min1.soc4.nav.foc	-0.18826309802176772	-0.13087794812115502	513	1	nav	bound	ppmi_weight	10_10	foc	513	nav	4_4	353	spoor	0.27019342933847124
spoor.foc10.nav.ppmi_weight.bound.min1.soc10.nav.5000	-0.18040763232074059	-0.052318620848119606	513	1	nav	bound	ppmi_weight	10_10	5000	5e3	nav	10_10	353	spoor	0.2371822465969173
spoor.foc10.nav.ppmi_weight.bound.min1.soc10.nav.10000	-0.18231486004513645	-0.043848658499007466	513	1	nav	bound	ppmi_weight	10_10	10000	1e4	nav	10_10	353	spoor	0.24068228197132446
spoor.foc10.nav.ppmi_weight.bound.min1.soc10.nav.foc	-0.14495992129437685	-0.07497346553945353	513	1	nav	bound	ppmi_weight	10_10	foc	513	nav	10_10	353	spoor	0.25121210625121443
spoor.foc10.nav.ppmi_weight.bound.min1.soc4.all.5000	-0.18308813933836288	-0.06717048009603091	513	1	nav	bound	ppmi_weight	10_10	5000	5e3	all	4_4	353	spoor	0.24745263747335852
spoor.foc10.nav.ppmi_weight.bound.min1.soc4.all.10000	-0.1765044605892529	-0.08130611163633768	513	1	nav	bound	ppmi_weight	10_10	10000	1e4	all	4_4	353	spoor	0.24685013384895382
spoor.foc10.nav.ppmi_weight.bound.min1.soc4.all.foc	-0.18875518849732725	-0.12813421435172961	513	1	nav	bound	ppmi_weight	10_10	foc	513	all	4_4	353	spoor	0.27028736420404076
spoor.foc10.nav.ppmi_weight.bound.min1.soc10.all.5000	-0.17146308449491626	-0.05431774487924078	513	1	nav	bound	ppmi_weight	10_10	5000	5e3	all	10_10	353	spoor	0.23572005121196163
spoor.foc10.nav.ppmi_weight.bound.min1.soc10.all.10000	-0.15740665077815846	-0.05391937694096719	513	1	nav	bound	ppmi_weight	10_10	10000	1e4	all	10_10	353	spoor	0.23751166550177708
spoor.foc10.nav.ppmi_weight.bound.min1.soc10.all.foc	-0.16136123979291342	-0.09089748610873825	513	1	nav	bound	ppmi_weight	10_10	foc	513	all	10_10	353	spoor	0.25122891749573617
spoor.foc10.nav.ppmi_sel.bound.min1.soc4.nav.5000	-0.2771253282829902	0.11063800932026986	513	1	nav	bound	ppmi_sel	10_10	5000	5e3	nav	4_4	353	spoor	0.2600161321362077
spoor.foc10.nav.ppmi_sel.bound.min1.soc4.nav.10000	-0.27838746527984404	0.11520713161253322	513	1	nav	bound	ppmi_sel	10_10	10000	1e4	nav	4_4	353	spoor	0.26233301606363074
spoor.foc10.nav.ppmi_sel.bound.min1.soc4.nav.foc	-0.20745744318928608	0.04397302552992345	513	1	nav	bound	ppmi_sel	10_10	foc	513	nav	4_4	353	spoor	0.2722523192810379
spoor.foc10.nav.ppmi_sel.bound.min1.soc10.nav.5000	-0.2259358758258725	0.06333995395770632	513	1	nav	bound	ppmi_sel	10_10	5000	5e3	nav	10_10	353	spoor	0.24951850729556171
spoor.foc10.nav.ppmi_sel.bound.min1.soc10.nav.10000	-0.2187290397569694	0.07738140189104811	513	1	nav	bound	ppmi_sel	10_10	10000	1e4	nav	10_10	353	spoor	0.2523206625563987
