_cws.spoor.foc10.nav.ppmi_weight.bound	_count.spoor.foc10.nav.ppmi_weight.bound	_cws.spoor.foc10.nav.ppmi_sel.bound	_count.spoor.foc10.nav.ppmi_sel.bound	_cws.spoor.foc10.nav.no_ppmi.bound	_count.spoor.foc10.nav.no_ppmi.bound	_cws.spoor.foc10.all.ppmi_weight.bound	_count.spoor.foc10.all.ppmi_weight.bound	_cws.spoor.foc10.all.ppmi_sel.bound	_count.spoor.foc10.all.ppmi_sel.bound	_cws.spoor.foc10.all.no_ppmi.bound	_count.spoor.foc10.all.no_ppmi.bound	_cws.spoor.foc5.nav.ppmi_weight.bound	_count.spoor.foc5.nav.ppmi_weight.bound	_cws.spoor.foc5.nav.ppmi_sel.bound	_count.spoor.foc5.nav.ppmi_sel.bound	_cws.spoor.foc5.nav.no_ppmi.bound	_count.spoor.foc5.nav.no_ppmi.bound	_cws.spoor.foc5.all.ppmi_weight.bound	_count.spoor.foc5.all.ppmi_weight.bound	_cws.spoor.foc5.all.ppmi_sel.bound	_count.spoor.foc5.all.ppmi_sel.bound	_cws.spoor.foc5.all.no_ppmi.bound	_count.spoor.foc5.all.no_ppmi.bound	_ctxt.spoor.foc10.nav.ppmi_weight.bound	_ctxt.spoor.foc10.nav.ppmi_sel.bound	_ctxt.spoor.foc10.nav.no_ppmi.bound	_ctxt.spoor.foc10.all.ppmi_weight.bound	_ctxt.spoor.foc10.all.ppmi_sel.bound	_ctxt.spoor.foc10.all.no_ppmi.bound	_ctxt.spoor.foc5.nav.ppmi_weight.bound	_ctxt.spoor.foc5.nav.ppmi_sel.bound	_ctxt.spoor.foc5.nav.no_ppmi.bound	_ctxt.spoor.foc5.all.ppmi_weight.bound	_ctxt.spoor.foc5.all.ppmi_sel.bound	_ctxt.spoor.foc5.all.no_ppmi.bound	_ctxt.raw	old_id	type	batch	majority_conf	mean_conf	majority_sense	majority_agreement	full_agreement	_id
bekwaam/adj;heb/verb;wis_uit/verb	3	bekwaam/adj;heb/verb;wis_uit/verb	3	bekwaam/adj;heb/verb;wis_uit/verb;zeg/verb	4	bekwaam/adj;heb/verb;wis_uit/verb;zijn/det	4	bekwaam/adj;heb/verb;wis_uit/verb;zijn/det	4	bekwaam/adj;heb/verb;hij/pron;wis_uit/verb;ze/pron;zeer/adv;zeg/verb;zijn/det	8	bekwaam/adj;heb/verb;wis_uit/verb	3	bekwaam/adj;heb/verb;wis_uit/verb	3	bekwaam/adj;heb/verb;wis_uit/verb;zeg/verb	4	bekwaam/adj;heb/verb;wis_uit/verb;zijn/det	4	bekwaam/adj;heb/verb;wis_uit/verb;zijn/det	4	bekwaam/adj;heb/verb;hij/pron;wis_uit/verb;ze/pron;zeer/adv;zeg/verb;zijn/det	8	"hebben het alibi van Musema steeds verworpen . Ze zeiden dat hij zijn <span class=""target"">sporen</span> zeer <em>bekwaam</em> <em>had</em> <em>uitgewist</em> . Musema werd vijf jaar geleden aangehouden in Zwitserland"	"hebben het alibi van Musema steeds verworpen . Ze zeiden dat hij zijn <span class=""target"">sporen</span> zeer <em>bekwaam</em> <em>had</em> <em>uitgewist</em> . Musema werd vijf jaar geleden aangehouden in Zwitserland"	"hebben het alibi van Musema steeds verworpen . Ze <em>zeiden</em> dat hij zijn <span class=""target"">sporen</span> zeer <em>bekwaam</em> <em>had</em> <em>uitgewist</em> . Musema werd vijf jaar geleden aangehouden in Zwitserland"	"hebben het alibi van Musema steeds verworpen . Ze zeiden dat hij <em>zijn</em> <span class=""target"">sporen</span> zeer <em>bekwaam</em> <em>had</em> <em>uitgewist</em> . Musema werd vijf jaar geleden aangehouden in Zwitserland"	"hebben het alibi van Musema steeds verworpen . Ze zeiden dat hij <em>zijn</em> <span class=""target"">sporen</span> zeer <em>bekwaam</em> <em>had</em> <em>uitgewist</em> . Musema werd vijf jaar geleden aangehouden in Zwitserland"	"hebben het alibi van Musema steeds verworpen . <em>Ze</em> <em>zeiden</em> dat <em>hij</em> <em>zijn</em> <span class=""target"">sporen</span> <em>zeer</em> <em>bekwaam</em> <em>had</em> <em>uitgewist</em> . Musema werd vijf jaar geleden aangehouden in Zwitserland"	"hebben het alibi van Musema steeds verworpen . Ze zeiden dat hij zijn <span class=""target"">sporen</span> zeer <em>bekwaam</em> <em>had</em> <em>uitgewist</em> . Musema werd vijf jaar geleden aangehouden in Zwitserland"	"hebben het alibi van Musema steeds verworpen . Ze zeiden dat hij zijn <span class=""target"">sporen</span> zeer <em>bekwaam</em> <em>had</em> <em>uitgewist</em> . Musema werd vijf jaar geleden aangehouden in Zwitserland"	"hebben het alibi van Musema steeds verworpen . Ze <em>zeiden</em> dat hij zijn <span class=""target"">sporen</span> zeer <em>bekwaam</em> <em>had</em> <em>uitgewist</em> . Musema werd vijf jaar geleden aangehouden in Zwitserland"	"hebben het alibi van Musema steeds verworpen . Ze zeiden dat hij <em>zijn</em> <span class=""target"">sporen</span> zeer <em>bekwaam</em> <em>had</em> <em>uitgewist</em> . Musema werd vijf jaar geleden aangehouden in Zwitserland"	"hebben het alibi van Musema steeds verworpen . Ze zeiden dat hij <em>zijn</em> <span class=""target"">sporen</span> zeer <em>bekwaam</em> <em>had</em> <em>uitgewist</em> . Musema werd vijf jaar geleden aangehouden in Zwitserland"	"hebben het alibi van Musema steeds verworpen . <em>Ze</em> <em>zeiden</em> dat <em>hij</em> <em>zijn</em> <span class=""target"">sporen</span> <em>zeer</em> <em>bekwaam</em> <em>had</em> <em>uitgewist</em> . Musema werd vijf jaar geleden aangehouden in Zwitserland"	"hebben het alibi van Musema <span class=""target"">steeds</span> <span class=""target"">verworpen</span> <span class=""target"">.</span> <span class=""target"">Ze</span> <span class=""target"">zeiden</span> <span class=""target"">dat</span> <span class=""target"">hij</span> <span class=""target"">zijn</span> <span class=""target"">sporen</span> <span class=""target"">zeer</span> <span class=""target"">bekwaam</span> <span class=""target"">had</span> <span class=""target"">uitgewist</span> <span class=""target"">.</span> <span class=""target"">Musema</span> <span class=""target"">werd</span> <span class=""target"">vijf</span> jaar geleden aangehouden in Zwitserland"	spoor/noun/nrc_handelsblad_20000127_56/518	spoor	spoor_1	-0.12242689849511867	-0.28333934655370424	spoor_1	0.6666666666666666	False	spoor/noun/nrc_handelsblad_20000127_56/572
berouw/noun;heb/verb;toon/verb	3	berouw/noun;heb/verb;toon/verb	3	bedoeling/noun;berouw/noun;heb/verb;ontken/verb;toon/verb	5	berouw/noun;de/det;enkel/det;geen/det;heb/verb;toon/verb;van/prep	7	berouw/noun;de/det;enkel/det;geen/det;heb/verb;toon/verb;van/prep	7	bedoeling/noun;berouw/noun;de/det;enkel/det;geen/det;heb/verb;ontken/verb;toon/verb;van/prep	9	berouw/noun;toon/verb	2	berouw/noun;toon/verb	2	berouw/noun;ontken/verb;toon/verb	3	berouw/noun;enkel/det;geen/det;toon/verb;van/prep	5	berouw/noun;enkel/det;geen/det;toon/verb;van/prep	5	berouw/noun;enkel/det;geen/det;ontken/verb;toon/verb;van/prep	6	"noemden ze "" haat tegen buitenlanders "" . De drie <em>toonden</em> geen enkel <span class=""target"">spoor</span> van <em>berouw</em> , maar ontkenden de bedoeling te <em>hebben</em> gead Adriano te vermoorden ."	"noemden ze "" haat tegen buitenlanders "" . De drie <em>toonden</em> geen enkel <span class=""target"">spoor</span> van <em>berouw</em> , maar ontkenden de bedoeling te <em>hebben</em> gead Adriano te vermoorden ."	"noemden ze "" haat tegen buitenlanders "" . De drie <em>toonden</em> geen enkel <span class=""target"">spoor</span> van <em>berouw</em> , maar <em>ontkenden</em> de <em>bedoeling</em> te <em>hebben</em> gead Adriano te vermoorden ."	"noemden ze "" haat tegen buitenlanders "" . <em>De</em> drie <em>toonden</em> <em>geen</em> <em>enkel</em> <span class=""target"">spoor</span> <em>van</em> <em>berouw</em> , maar ontkenden <em>de</em> bedoeling te <em>hebben</em> gead Adriano te vermoorden ."	"noemden ze "" haat tegen buitenlanders "" . <em>De</em> drie <em>toonden</em> <em>geen</em> <em>enkel</em> <span class=""target"">spoor</span> <em>van</em> <em>berouw</em> , maar ontkenden <em>de</em> bedoeling te <em>hebben</em> gead Adriano te vermoorden ."	"noemden ze "" haat tegen buitenlanders "" . <em>De</em> drie <em>toonden</em> <em>geen</em> <em>enkel</em> <span class=""target"">spoor</span> <em>van</em> <em>berouw</em> , maar <em>ontkenden</em> <em>de</em> <em>bedoeling</em> te <em>hebben</em> gead Adriano te vermoorden ."	"noemden ze "" haat tegen buitenlanders "" . De drie <em>toonden</em> geen enkel <span class=""target"">spoor</span> van <em>berouw</em> , maar ontkenden de bedoeling te hebben gead Adriano te vermoorden ."	"noemden ze "" haat tegen buitenlanders "" . De drie <em>toonden</em> geen enkel <span class=""target"">spoor</span> van <em>berouw</em> , maar ontkenden de bedoeling te hebben gead Adriano te vermoorden ."	"noemden ze "" haat tegen buitenlanders "" . De drie <em>toonden</em> geen enkel <span class=""target"">spoor</span> van <em>berouw</em> , maar <em>ontkenden</em> de bedoeling te hebben gead Adriano te vermoorden ."	"noemden ze "" haat tegen buitenlanders "" . De drie <em>toonden</em> <em>geen</em> <em>enkel</em> <span class=""target"">spoor</span> <em>van</em> <em>berouw</em> , maar ontkenden de bedoeling te hebben gead Adriano te vermoorden ."	"noemden ze "" haat tegen buitenlanders "" . De drie <em>toonden</em> <em>geen</em> <em>enkel</em> <span class=""target"">spoor</span> <em>van</em> <em>berouw</em> , maar ontkenden de bedoeling te hebben gead Adriano te vermoorden ."	"noemden ze "" haat tegen buitenlanders "" . De drie <em>toonden</em> <em>geen</em> <em>enkel</em> <span class=""target"">spoor</span> <em>van</em> <em>berouw</em> , maar <em>ontkenden</em> de bedoeling te hebben gead Adriano te vermoorden ."	"noemden ze "" haat tegen <span class=""target"">buitenlanders</span> <span class=""target"">""</span> <span class=""target"">.</span> <span class=""target"">De</span> <span class=""target"">drie</span> <span class=""target"">toonden</span> <span class=""target"">geen</span> <span class=""target"">enkel</span> <span class=""target"">spoor</span> <span class=""target"">van</span> <span class=""target"">berouw</span> <span class=""target"">,</span> <span class=""target"">maar</span> <span class=""target"">ontkenden</span> <span class=""target"">de</span> <span class=""target"">bedoeling</span> <span class=""target"">te</span> <span class=""target"">hebben</span> <span class=""target"">gead</span> Adriano te vermoorden ."	spoor/noun/nrc_handelsblad_20000823_29/45	spoor	spoor_1	-0.4312694358571747	-0.4312694358571747	no_agreement	0.3333333333333333	False	spoor/noun/nrc_handelsblad_20000823_29/51
heb/verb;laat_na/verb	2	heb/verb;laat_na/verb	2	groot/adj;heb/verb;hit/noun;laat_na/verb;leef/verb;nummer/noun	6	geen/det;heb/verb;het/det;in/prep;laat_na/verb;zijn/det	6	geen/det;heb/verb;het/det;in/prep;laat_na/verb;zijn/det	6	geen/det;groot/adj;heb/verb;het/det;hit/noun;in/prep;laat_na/verb;leef/verb;nummer/noun;ons/det;wel/adv;zijn/det	12	heb/verb;laat_na/verb	2	heb/verb;laat_na/verb	2	heb/verb;laat_na/verb;leef/verb;nummer/noun	4	heb/verb;het/det;in/prep;laat_na/verb;zijn/det	5	heb/verb;het/det;in/prep;laat_na/verb;zijn/det	5	heb/verb;het/det;in/prep;laat_na/verb;leef/verb;nummer/noun;ons/det;wel/adv;zijn/det	9	"Maar al is het geen grote hit , het nummer <em>heeft</em> wel zijn <span class=""target"">sporen</span> <em>nagelaten</em> in ons leven . Is het je opgevallen ? Al"	"Maar al is het geen grote hit , het nummer <em>heeft</em> wel zijn <span class=""target"">sporen</span> <em>nagelaten</em> in ons leven . Is het je opgevallen ? Al"	"Maar al is het geen <em>grote</em> <em>hit</em> , het <em>nummer</em> <em>heeft</em> wel zijn <span class=""target"">sporen</span> <em>nagelaten</em> in ons <em>leven</em> . Is het je opgevallen ? Al"	"Maar al is <em>het</em> <em>geen</em> grote hit , <em>het</em> nummer <em>heeft</em> wel <em>zijn</em> <span class=""target"">sporen</span> <em>nagelaten</em> <em>in</em> ons leven . Is het je opgevallen ? Al"	"Maar al is <em>het</em> <em>geen</em> grote hit , <em>het</em> nummer <em>heeft</em> wel <em>zijn</em> <span class=""target"">sporen</span> <em>nagelaten</em> <em>in</em> ons leven . Is het je opgevallen ? Al"	"Maar al is <em>het</em> <em>geen</em> <em>grote</em> <em>hit</em> , <em>het</em> <em>nummer</em> <em>heeft</em> <em>wel</em> <em>zijn</em> <span class=""target"">sporen</span> <em>nagelaten</em> <em>in</em> <em>ons</em> <em>leven</em> . Is het je opgevallen ? Al"	"Maar al is het geen grote hit , het nummer <em>heeft</em> wel zijn <span class=""target"">sporen</span> <em>nagelaten</em> in ons leven . Is het je opgevallen ? Al"	"Maar al is het geen grote hit , het nummer <em>heeft</em> wel zijn <span class=""target"">sporen</span> <em>nagelaten</em> in ons leven . Is het je opgevallen ? Al"	"Maar al is het geen grote hit , het <em>nummer</em> <em>heeft</em> wel zijn <span class=""target"">sporen</span> <em>nagelaten</em> in ons <em>leven</em> . Is het je opgevallen ? Al"	"Maar al is het geen grote hit , <em>het</em> nummer <em>heeft</em> wel <em>zijn</em> <span class=""target"">sporen</span> <em>nagelaten</em> <em>in</em> ons leven . Is het je opgevallen ? Al"	"Maar al is het geen grote hit , <em>het</em> nummer <em>heeft</em> wel <em>zijn</em> <span class=""target"">sporen</span> <em>nagelaten</em> <em>in</em> ons leven . Is het je opgevallen ? Al"	"Maar al is het geen grote hit , <em>het</em> <em>nummer</em> <em>heeft</em> <em>wel</em> <em>zijn</em> <span class=""target"">sporen</span> <em>nagelaten</em> <em>in</em> <em>ons</em> <em>leven</em> . Is het je opgevallen ? Al"	"Maar al is <span class=""target"">het</span> <span class=""target"">geen</span> <span class=""target"">grote</span> <span class=""target"">hit</span> <span class=""target"">,</span> <span class=""target"">het</span> <span class=""target"">nummer</span> <span class=""target"">heeft</span> <span class=""target"">wel</span> <span class=""target"">zijn</span> <span class=""target"">sporen</span> <span class=""target"">nagelaten</span> <span class=""target"">in</span> <span class=""target"">ons</span> <span class=""target"">leven</span> <span class=""target"">.</span> <span class=""target"">Is</span> <span class=""target"">het</span> <span class=""target"">je</span> opgevallen ? Al"	spoor/noun/nrc_handelsblad_20031212_03/52	spoor	spoor_1	-0.13849558378233154	-0.153033002445278	spoor_2	0.6666666666666666	False	spoor/noun/nrc_handelsblad_20031212_03/60
aanwijsbaar/adj;ben/verb;elite_troep/noun	3	aanwijsbaar/adj;ben/verb;elite_troep/noun	3	aanval/noun;aanwijsbaar/adj;ben/verb;elite_troep/noun	4	aanwijsbaar/adj;ben/verb;de/det;elite_troep/noun;er/adv;geen/det;het/det;meer/adv;van/prep	9	aanwijsbaar/adj;ben/verb;de/det;elite_troep/noun;er/adv;geen/det;het/det;meer/adv;van/prep	9	aanval/noun;aanwijsbaar/adj;ben/verb;de/det;elite_troep/noun;er/adv;geen/det;het/det;meer/adv;van/prep;zelfs/adv	11	aanwijsbaar/adj;ben/verb	2	aanwijsbaar/adj;ben/verb	2	aanval/noun;aanwijsbaar/adj;ben/verb	3	aanwijsbaar/adj;ben/verb;er/adv;geen/det;meer/adv	5	aanwijsbaar/adj;ben/verb;er/adv;geen/det;meer/adv	5	aanval/noun;aanwijsbaar/adj;ben/verb;er/adv;geen/det;meer/adv;zelfs/adv	7	"maar een scheurtje in het pleisterwerk te zien . Er <em>is</em> zelfs geen <span class=""target"">spoor</span> meer <em>aanwijsbaar</em> van de aanval van de <em>elitetroepen</em> van het door de VS getrainde Atlacatl-bataljon"	"maar een scheurtje in het pleisterwerk te zien . Er <em>is</em> zelfs geen <span class=""target"">spoor</span> meer <em>aanwijsbaar</em> van de aanval van de <em>elitetroepen</em> van het door de VS getrainde Atlacatl-bataljon"	"maar een scheurtje in het pleisterwerk te zien . Er <em>is</em> zelfs geen <span class=""target"">spoor</span> meer <em>aanwijsbaar</em> van de <em>aanval</em> van de <em>elitetroepen</em> van het door de VS getrainde Atlacatl-bataljon"	"maar een scheurtje in het pleisterwerk te zien . <em>Er</em> <em>is</em> zelfs <em>geen</em> <span class=""target"">spoor</span> <em>meer</em> <em>aanwijsbaar</em> <em>van</em> <em>de</em> aanval <em>van</em> <em>de</em> <em>elitetroepen</em> <em>van</em> <em>het</em> door de VS getrainde Atlacatl-bataljon"	"maar een scheurtje in het pleisterwerk te zien . <em>Er</em> <em>is</em> zelfs <em>geen</em> <span class=""target"">spoor</span> <em>meer</em> <em>aanwijsbaar</em> <em>van</em> <em>de</em> aanval <em>van</em> <em>de</em> <em>elitetroepen</em> <em>van</em> <em>het</em> door de VS getrainde Atlacatl-bataljon"	"maar een scheurtje in het pleisterwerk te zien . <em>Er</em> <em>is</em> <em>zelfs</em> <em>geen</em> <span class=""target"">spoor</span> <em>meer</em> <em>aanwijsbaar</em> <em>van</em> <em>de</em> <em>aanval</em> <em>van</em> <em>de</em> <em>elitetroepen</em> <em>van</em> <em>het</em> door de VS getrainde Atlacatl-bataljon"	"maar een scheurtje in het pleisterwerk te zien . Er <em>is</em> zelfs geen <span class=""target"">spoor</span> meer <em>aanwijsbaar</em> van de aanval van de elitetroepen van het door de VS getrainde Atlacatl-bataljon"	"maar een scheurtje in het pleisterwerk te zien . Er <em>is</em> zelfs geen <span class=""target"">spoor</span> meer <em>aanwijsbaar</em> van de aanval van de elitetroepen van het door de VS getrainde Atlacatl-bataljon"	"maar een scheurtje in het pleisterwerk te zien . Er <em>is</em> zelfs geen <span class=""target"">spoor</span> meer <em>aanwijsbaar</em> van de <em>aanval</em> van de elitetroepen van het door de VS getrainde Atlacatl-bataljon"	"maar een scheurtje in het pleisterwerk te zien . <em>Er</em> <em>is</em> zelfs <em>geen</em> <span class=""target"">spoor</span> <em>meer</em> <em>aanwijsbaar</em> van de aanval van de elitetroepen van het door de VS getrainde Atlacatl-bataljon"	"maar een scheurtje in het pleisterwerk te zien . <em>Er</em> <em>is</em> zelfs <em>geen</em> <span class=""target"">spoor</span> <em>meer</em> <em>aanwijsbaar</em> van de aanval van de elitetroepen van het door de VS getrainde Atlacatl-bataljon"	"maar een scheurtje in het pleisterwerk te zien . <em>Er</em> <em>is</em> <em>zelfs</em> <em>geen</em> <span class=""target"">spoor</span> <em>meer</em> <em>aanwijsbaar</em> van de <em>aanval</em> van de elitetroepen van het door de VS getrainde Atlacatl-bataljon"	"maar een scheurtje in het <span class=""target"">pleisterwerk</span> <span class=""target"">te</span> <span class=""target"">zien</span> <span class=""target"">.</span> <span class=""target"">Er</span> <span class=""target"">is</span> <span class=""target"">zelfs</span> <span class=""target"">geen</span> <span class=""target"">spoor</span> <span class=""target"">meer</span> <span class=""target"">aanwijsbaar</span> <span class=""target"">van</span> <span class=""target"">de</span> <span class=""target"">aanval</span> <span class=""target"">van</span> <span class=""target"">de</span> <span class=""target"">elitetroepen</span> <span class=""target"">van</span> <span class=""target"">het</span> door de VS getrainde Atlacatl-bataljon"	spoor/noun/nrc_handelsblad_20010125_74/330	spoor	spoor_1	-0.153033002445278	-0.153033002445278	spoor_1	1.0	True	spoor/noun/nrc_handelsblad_20010125_74/360
bemanning_lid/noun;ben/verb;loop_uiteen/adj;raak/verb	4	bemanning_lid/noun;ben/verb;loop_uiteen/adj;raak/verb	4	beetje/noun;bemanning_lid/noun;ben/verb;eerlijk/adj;gezegd/adj;loop_uiteen/adj;raak/verb	7	bemanning_lid/noun;ben/verb;bijster/adv;de/det;een/det;het/det;loop_uiteen/adj;raak/verb;tussen/prep;van/prep	10	bemanning_lid/noun;ben/verb;bijster/adv;de/det;een/det;het/det;loop_uiteen/adj;raak/verb;tussen/prep;van/prep	10	beetje/noun;bemanning_lid/noun;ben/verb;bijster/adv;de/det;een/det;eerlijk/adj;gezegd/adj;het/det;loop_uiteen/adj;raak/verb;tussen/prep;van/prep;we/pron	14	ben/verb;raak/verb	2	ben/verb;raak/verb	2	beetje/noun;ben/verb;eerlijk/adj;gezegd/adj;raak/verb	5	ben/verb;bijster/adv;een/det;het/det;raak/verb;tussen/prep	6	ben/verb;bijster/adv;een/det;het/det;raak/verb;tussen/prep	6	beetje/noun;ben/verb;bijster/adv;een/det;eerlijk/adj;gezegd/adj;het/det;raak/verb;tussen/prep;we/pron	10	"een ingreep die van literair meesterschap getuigt . We <em>waren</em> eerlijk gezegd het <span class=""target"">spoor</span> een beetje bijster <em>geraakt</em> tussen de <em>bemanningsleden</em> van <em>uiteenlopende</em> zeeslepers , en ook Jans vrouw"	"een ingreep die van literair meesterschap getuigt . We <em>waren</em> eerlijk gezegd het <span class=""target"">spoor</span> een beetje bijster <em>geraakt</em> tussen de <em>bemanningsleden</em> van <em>uiteenlopende</em> zeeslepers , en ook Jans vrouw"	"een ingreep die van literair meesterschap getuigt . We <em>waren</em> <em>eerlijk</em> <em>gezegd</em> het <span class=""target"">spoor</span> een <em>beetje</em> bijster <em>geraakt</em> tussen de <em>bemanningsleden</em> van <em>uiteenlopende</em> zeeslepers , en ook Jans vrouw"	"een ingreep die van literair meesterschap getuigt . We <em>waren</em> eerlijk gezegd <em>het</em> <span class=""target"">spoor</span> <em>een</em> beetje <em>bijster</em> <em>geraakt</em> <em>tussen</em> <em>de</em> <em>bemanningsleden</em> <em>van</em> <em>uiteenlopende</em> zeeslepers , en ook Jans vrouw"	"een ingreep die van literair meesterschap getuigt . We <em>waren</em> eerlijk gezegd <em>het</em> <span class=""target"">spoor</span> <em>een</em> beetje <em>bijster</em> <em>geraakt</em> <em>tussen</em> <em>de</em> <em>bemanningsleden</em> <em>van</em> <em>uiteenlopende</em> zeeslepers , en ook Jans vrouw"	"een ingreep die van literair meesterschap getuigt . <em>We</em> <em>waren</em> <em>eerlijk</em> <em>gezegd</em> <em>het</em> <span class=""target"">spoor</span> <em>een</em> <em>beetje</em> <em>bijster</em> <em>geraakt</em> <em>tussen</em> <em>de</em> <em>bemanningsleden</em> <em>van</em> <em>uiteenlopende</em> zeeslepers , en ook Jans vrouw"	"een ingreep die van literair meesterschap getuigt . We <em>waren</em> eerlijk gezegd het <span class=""target"">spoor</span> een beetje bijster <em>geraakt</em> tussen de bemanningsleden van uiteenlopende zeeslepers , en ook Jans vrouw"	"een ingreep die van literair meesterschap getuigt . We <em>waren</em> eerlijk gezegd het <span class=""target"">spoor</span> een beetje bijster <em>geraakt</em> tussen de bemanningsleden van uiteenlopende zeeslepers , en ook Jans vrouw"	"een ingreep die van literair meesterschap getuigt . We <em>waren</em> <em>eerlijk</em> <em>gezegd</em> het <span class=""target"">spoor</span> een <em>beetje</em> bijster <em>geraakt</em> tussen de bemanningsleden van uiteenlopende zeeslepers , en ook Jans vrouw"	"een ingreep die van literair meesterschap getuigt . We <em>waren</em> eerlijk gezegd <em>het</em> <span class=""target"">spoor</span> <em>een</em> beetje <em>bijster</em> <em>geraakt</em> <em>tussen</em> de bemanningsleden van uiteenlopende zeeslepers , en ook Jans vrouw"	"een ingreep die van literair meesterschap getuigt . We <em>waren</em> eerlijk gezegd <em>het</em> <span class=""target"">spoor</span> <em>een</em> beetje <em>bijster</em> <em>geraakt</em> <em>tussen</em> de bemanningsleden van uiteenlopende zeeslepers , en ook Jans vrouw"	"een ingreep die van literair meesterschap getuigt . <em>We</em> <em>waren</em> <em>eerlijk</em> <em>gezegd</em> <em>het</em> <span class=""target"">spoor</span> <em>een</em> <em>beetje</em> <em>bijster</em> <em>geraakt</em> <em>tussen</em> de bemanningsleden van uiteenlopende zeeslepers , en ook Jans vrouw"	"een ingreep die van literair <span class=""target"">meesterschap</span> <span class=""target"">getuigt</span> <span class=""target"">.</span> <span class=""target"">We</span> <span class=""target"">waren</span> <span class=""target"">eerlijk</span> <span class=""target"">gezegd</span> <span class=""target"">het</span> <span class=""target"">spoor</span> <span class=""target"">een</span> <span class=""target"">beetje</span> <span class=""target"">bijster</span> <span class=""target"">geraakt</span> <span class=""target"">tussen</span> <span class=""target"">de</span> <span class=""target"">bemanningsleden</span> <span class=""target"">van</span> <span class=""target"">uiteenlopende</span> <span class=""target"">zeeslepers</span> , en ook Jans vrouw"	spoor/noun/nrc_handelsblad_20021004_159/1039	spoor	spoor_1	0.3680406413471463	0.1846578143077072	spoor_4	0.6666666666666666	False	spoor/noun/nrc_handelsblad_20021004_159/1137
