_model	model.x	model.y	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress
hoopvol.foc10.nav.weight.bound.min1.soc4.nav.5000	-0.27551610529251125	-0.08782726557907904	bound	492	nav	10_10	1	weight	5000	5000	nav	4_4	233	hoopvol	0.2664819832375512
hoopvol.foc10.nav.weight.bound.min1.soc4.nav.10000	-0.29288661743390226	-0.09052874533051702	bound	492	nav	10_10	1	weight	10000	10000	nav	4_4	233	hoopvol	0.2596729874533981
hoopvol.foc10.nav.weight.bound.min1.soc4.nav.FOC	-0.27297964930300295	-0.10348456926264446	bound	492	nav	10_10	1	weight	FOC	492	nav	4_4	233	hoopvol	0.28713973742195464
hoopvol.foc10.nav.weight.bound.min1.soc10.nav.5000	-0.24897247319129423	-0.12642570504370393	bound	492	nav	10_10	1	weight	5000	5000	nav	10_10	233	hoopvol	0.25249484534748406
hoopvol.foc10.nav.weight.bound.min1.soc10.nav.10000	-0.26181000771367513	-0.11994646308865053	bound	492	nav	10_10	1	weight	10000	10000	nav	10_10	233	hoopvol	0.2473731587768499
hoopvol.foc10.nav.weight.bound.min1.soc10.nav.FOC	-0.23993183026485254	-0.13778708583035987	bound	492	nav	10_10	1	weight	FOC	492	nav	10_10	233	hoopvol	0.2726905025778999
hoopvol.foc10.nav.weight.bound.min1.soc4.all.5000	-0.2682423099860845	-0.08518907550620891	bound	492	nav	10_10	1	weight	5000	5000	all	4_4	233	hoopvol	0.2699398392851547
hoopvol.foc10.nav.weight.bound.min1.soc4.all.10000	-0.27852688935389364	-0.08400384459530691	bound	492	nav	10_10	1	weight	10000	10000	all	4_4	233	hoopvol	0.2634274107813775
hoopvol.foc10.nav.weight.bound.min1.soc4.all.FOC	-0.2729796718383348	-0.10348454832421561	bound	492	nav	10_10	1	weight	FOC	492	all	4_4	233	hoopvol	0.28713973742195464
hoopvol.foc10.nav.weight.bound.min1.soc10.all.5000	-0.24450943089862204	-0.1260675070962257	bound	492	nav	10_10	1	weight	5000	5000	all	10_10	233	hoopvol	0.2531943198832155
hoopvol.foc10.nav.weight.bound.min1.soc10.all.10000	-0.24945267606942118	-0.11960103896820116	bound	492	nav	10_10	1	weight	10000	10000	all	10_10	233	hoopvol	0.2510950991233293
hoopvol.foc10.nav.weight.bound.min1.soc10.all.FOC	-0.2399318360606155	-0.1377871608693338	bound	492	nav	10_10	1	weight	FOC	492	all	10_10	233	hoopvol	0.2726905025778999
hoopvol.foc10.nav.selection.bound.min1.soc4.nav.5000	0.00590667972159229	-0.15925914055053977	bound	492	nav	10_10	1	selection	5000	5000	nav	4_4	233	hoopvol	0.2679143036200119
hoopvol.foc10.nav.selection.bound.min1.soc4.nav.10000	-0.0059781166819987235	-0.15972226584950178	bound	492	nav	10_10	1	selection	10000	10000	nav	4_4	233	hoopvol	0.2637394944436876
hoopvol.foc10.nav.selection.bound.min1.soc4.nav.FOC	-0.020448890084360405	-0.13561522150221703	bound	492	nav	10_10	1	selection	FOC	492	nav	4_4	233	hoopvol	0.28798062255467155
hoopvol.foc10.nav.selection.bound.min1.soc10.nav.5000	0.0011861560189284992	-0.1900246565180317	bound	492	nav	10_10	1	selection	5000	5000	nav	10_10	233	hoopvol	0.25821554580865347
hoopvol.foc10.nav.selection.bound.min1.soc10.nav.10000	-0.0016441905824337983	-0.1792050861220217	bound	492	nav	10_10	1	selection	10000	10000	nav	10_10	233	hoopvol	0.25529663598217234
hoopvol.foc10.nav.selection.bound.min1.soc10.nav.FOC	-0.02879055069206822	-0.17694042176773997	bound	492	nav	10_10	1	selection	FOC	492	nav	10_10	233	hoopvol	0.27188370361654285
hoopvol.foc10.nav.selection.bound.min1.soc4.all.5000	0.004835182572747183	-0.1551222545486557	bound	492	nav	10_10	1	selection	5000	5000	all	4_4	233	hoopvol	0.2657256296442903
hoopvol.foc10.nav.selection.bound.min1.soc4.all.10000	0.004235117358573649	-0.15136514492015346	bound	492	nav	10_10	1	selection	10000	10000	all	4_4	233	hoopvol	0.26375468539491403
hoopvol.foc10.nav.selection.bound.min1.soc4.all.FOC	-0.020448931451415155	-0.13561529208951414	bound	492	nav	10_10	1	selection	FOC	492	all	4_4	233	hoopvol	0.28798062255467155
hoopvol.foc10.nav.selection.bound.min1.soc10.all.5000	0.003100175930411779	-0.18686931397008621	bound	492	nav	10_10	1	selection	5000	5000	all	10_10	233	hoopvol	0.25852487246485617
hoopvol.foc10.nav.selection.bound.min1.soc10.all.10000	0.00708072974025129	-0.1793838715918244	bound	492	nav	10_10	1	selection	10000	10000	all	10_10	233	hoopvol	0.25636540261898355
hoopvol.foc10.nav.selection.bound.min1.soc10.all.FOC	-0.028790579293040384	-0.17694050739472283	bound	492	nav	10_10	1	selection	FOC	492	all	10_10	233	hoopvol	0.27188370361654285
hoopvol.foc10.nav.no.bound.min1.soc4.nav.5000	0.09513031752703005	-0.28846216823207216	bound	683	nav	10_10	1	no	5000	5000	nav	4_4	235	hoopvol	0.2731632701501458
hoopvol.foc10.nav.no.bound.min1.soc4.nav.10000	0.08733527051359574	-0.2942330076273916	bound	683	nav	10_10	1	no	10000	10000	nav	4_4	235	hoopvol	0.2704524155493659
hoopvol.foc10.nav.no.bound.min1.soc4.nav.FOC	0.061742104188591655	-0.23159908263126944	bound	683	nav	10_10	1	no	FOC	683	nav	4_4	235	hoopvol	0.2863118754373146
hoopvol.foc10.nav.no.bound.min1.soc10.nav.5000	0.08531276097875337	-0.31413929045669614	bound	683	nav	10_10	1	no	5000	5000	nav	10_10	235	hoopvol	0.2640345909243239
hoopvol.foc10.nav.no.bound.min1.soc10.nav.10000	0.07786723825896424	-0.30836696167532046	bound	683	nav	10_10	1	no	10000	10000	nav	10_10	235	hoopvol	0.2636500779531149
hoopvol.foc10.nav.no.bound.min1.soc10.nav.FOC	0.045292008487596014	-0.2814825579378937	bound	683	nav	10_10	1	no	FOC	683	nav	10_10	235	hoopvol	0.27055887422632385
hoopvol.foc10.nav.no.bound.min1.soc4.all.5000	0.10174156259081668	-0.2797974838483896	bound	683	nav	10_10	1	no	5000	5000	all	4_4	235	hoopvol	0.2713911363158695
hoopvol.foc10.nav.no.bound.min1.soc4.all.10000	0.09605441987490956	-0.28070621706696713	bound	683	nav	10_10	1	no	10000	10000	all	4_4	235	hoopvol	0.26973702398483956
hoopvol.foc10.nav.no.bound.min1.soc4.all.FOC	0.06174205115948101	-0.23159914948511917	bound	683	nav	10_10	1	no	FOC	683	all	4_4	235	hoopvol	0.2863118754373146
hoopvol.foc10.nav.no.bound.min1.soc10.all.5000	0.09272738859965104	-0.3101816240711782	bound	683	nav	10_10	1	no	5000	5000	all	10_10	235	hoopvol	0.2637899265584035
hoopvol.foc10.nav.no.bound.min1.soc10.all.10000	0.08967146752704129	-0.3065348365362915	bound	683	nav	10_10	1	no	10000	10000	all	10_10	235	hoopvol	0.2629556040083458
hoopvol.foc10.nav.no.bound.min1.soc10.all.FOC	0.045292043032595465	-0.2814825354721839	bound	683	nav	10_10	1	no	FOC	683	all	10_10	235	hoopvol	0.27055887422632385
hoopvol.foc10.all.weight.bound.min1.soc4.nav.5000	-0.25669102980893216	-0.10568946728140673	bound	579	all	10_10	1	weight	5000	5000	nav	4_4	237	hoopvol	0.26483888702808916
hoopvol.foc10.all.weight.bound.min1.soc4.nav.10000	-0.2810007871588805	-0.10737934353527485	bound	579	all	10_10	1	weight	10000	10000	nav	4_4	237	hoopvol	0.2675856048044761
hoopvol.foc10.all.weight.bound.min1.soc4.nav.FOC	-0.23431411061758212	-0.10174091481854013	bound	579	all	10_10	1	weight	FOC	579	nav	4_4	237	hoopvol	0.2796506785776755
hoopvol.foc10.all.weight.bound.min1.soc10.nav.5000	-0.22828314895896726	-0.1432068015695641	bound	579	all	10_10	1	weight	5000	5000	nav	10_10	237	hoopvol	0.25212359089246333
hoopvol.foc10.all.weight.bound.min1.soc10.nav.10000	-0.2523683247320658	-0.1386839688028546	bound	579	all	10_10	1	weight	10000	10000	nav	10_10	237	hoopvol	0.24787981527858077
hoopvol.foc10.all.weight.bound.min1.soc10.nav.FOC	-0.21722259630652982	-0.14473744936997085	bound	579	all	10_10	1	weight	FOC	579	nav	10_10	237	hoopvol	0.26564564611497
hoopvol.foc10.all.weight.bound.min1.soc4.all.5000	-0.24421466929197402	-0.10148262376386986	bound	579	all	10_10	1	weight	5000	5000	all	4_4	237	hoopvol	0.26944714445112494
hoopvol.foc10.all.weight.bound.min1.soc4.all.10000	-0.2582180802644405	-0.10151984426392582	bound	579	all	10_10	1	weight	10000	10000	all	4_4	237	hoopvol	0.267681021567038
hoopvol.foc10.all.weight.bound.min1.soc4.all.FOC	-0.23431408460169648	-0.10174097209031188	bound	579	all	10_10	1	weight	FOC	579	all	4_4	237	hoopvol	0.2796506785776755
hoopvol.foc10.all.weight.bound.min1.soc10.all.5000	-0.21914668371842227	-0.1373173371134417	bound	579	all	10_10	1	weight	5000	5000	all	10_10	237	hoopvol	0.25054820025275776
hoopvol.foc10.all.weight.bound.min1.soc10.all.10000	-0.230627861464454	-0.13775686478764188	bound	579	all	10_10	1	weight	10000	10000	all	10_10	237	hoopvol	0.248141240602296
hoopvol.foc10.all.weight.bound.min1.soc10.all.FOC	-0.21722261485858796	-0.14473753409254297	bound	579	all	10_10	1	weight	FOC	579	all	10_10	237	hoopvol	0.26564564611497
hoopvol.foc10.all.selection.bound.min1.soc4.nav.5000	0.4023405035148499	-0.012690837015835609	bound	579	all	10_10	1	selection	5000	5000	nav	4_4	237	hoopvol	0.24451993505826983
hoopvol.foc10.all.selection.bound.min1.soc4.nav.10000	0.40709514471191355	-0.0017751008543458945	bound	579	all	10_10	1	selection	10000	10000	nav	4_4	237	hoopvol	0.24674408198669454
hoopvol.foc10.all.selection.bound.min1.soc4.nav.FOC	0.3187017882495897	-0.0351817005150583	bound	579	all	10_10	1	selection	FOC	579	nav	4_4	237	hoopvol	0.24613256315385498
hoopvol.foc10.all.selection.bound.min1.soc10.nav.5000	0.29680211035665305	-0.08650760384868612	bound	579	all	10_10	1	selection	5000	5000	nav	10_10	237	hoopvol	0.24504803649426313
hoopvol.foc10.all.selection.bound.min1.soc10.nav.10000	0.2857335518648051	-0.08701460851221947	bound	579	all	10_10	1	selection	10000	10000	nav	10_10	237	hoopvol	0.24658044041434557
hoopvol.foc10.all.selection.bound.min1.soc10.nav.FOC	0.25010220299105196	-0.08855795101867729	bound	579	all	10_10	1	selection	FOC	579	nav	10_10	237	hoopvol	0.24790570068139242
hoopvol.foc10.all.selection.bound.min1.soc4.all.5000	0.3791184090043641	-0.027779043725412633	bound	579	all	10_10	1	selection	5000	5000	all	4_4	237	hoopvol	0.24265678980438135
hoopvol.foc10.all.selection.bound.min1.soc4.all.10000	0.3919749018108156	-0.01733764669344052	bound	579	all	10_10	1	selection	10000	10000	all	4_4	237	hoopvol	0.24616639999961934
hoopvol.foc10.all.selection.bound.min1.soc4.all.FOC	0.3187018967866782	-0.035181632033963864	bound	579	all	10_10	1	selection	FOC	579	all	4_4	237	hoopvol	0.24613256315385498
hoopvol.foc10.all.selection.bound.min1.soc10.all.5000	0.29903789717886886	-0.0838148726250932	bound	579	all	10_10	1	selection	5000	5000	all	10_10	237	hoopvol	0.2407251372514218
hoopvol.foc10.all.selection.bound.min1.soc10.all.10000	0.29556996561081256	-0.0847730720968453	bound	579	all	10_10	1	selection	10000	10000	all	10_10	237	hoopvol	0.24407398416980358
hoopvol.foc10.all.selection.bound.min1.soc10.all.FOC	0.25010216248718975	-0.08855796461511631	bound	579	all	10_10	1	selection	FOC	579	all	10_10	237	hoopvol	0.24790570068139242
hoopvol.foc10.all.no.bound.min1.soc4.nav.5000	0.503025332652314	-0.08360952360553495	bound	842	all	10_10	1	no	5000	5000	nav	4_4	237	hoopvol	0.23131529891126348
hoopvol.foc10.all.no.bound.min1.soc4.nav.10000	0.506770332271436	-0.07628386555669174	bound	842	all	10_10	1	no	10000	10000	nav	4_4	237	hoopvol	0.23607580471217363
hoopvol.foc10.all.no.bound.min1.soc4.nav.FOC	0.45475060052496075	-0.08246710719860752	bound	842	all	10_10	1	no	FOC	842	nav	4_4	237	hoopvol	0.22840217335600696
hoopvol.foc10.all.no.bound.min1.soc10.nav.5000	0.4179392054248121	-0.1561547325286836	bound	842	all	10_10	1	no	5000	5000	nav	10_10	237	hoopvol	0.2346985241386255
hoopvol.foc10.all.no.bound.min1.soc10.nav.10000	0.413433949866581	-0.15364988658105805	bound	842	all	10_10	1	no	10000	10000	nav	10_10	237	hoopvol	0.23897710870861885
hoopvol.foc10.all.no.bound.min1.soc10.nav.FOC	0.37855205972556744	-0.16079733809868207	bound	842	all	10_10	1	no	FOC	842	nav	10_10	237	hoopvol	0.23363829843803227
hoopvol.foc10.all.no.bound.min1.soc4.all.5000	0.49186708120993977	-0.0908831434584402	bound	842	all	10_10	1	no	5000	5000	all	4_4	237	hoopvol	0.2260491098860124
hoopvol.foc10.all.no.bound.min1.soc4.all.10000	0.4951121398235604	-0.08485866186956671	bound	842	all	10_10	1	no	10000	10000	all	4_4	237	hoopvol	0.23017156580258896
hoopvol.foc10.all.no.bound.min1.soc4.all.FOC	0.4547571342800174	-0.08246815174882144	bound	842	all	10_10	1	no	FOC	842	all	4_4	237	hoopvol	0.22840217335600696
hoopvol.foc10.all.no.bound.min1.soc10.all.5000	0.42440283726674316	-0.15218299102165467	bound	842	all	10_10	1	no	5000	5000	all	10_10	237	hoopvol	0.22767227122103761
hoopvol.foc10.all.no.bound.min1.soc10.all.10000	0.41787426998761595	-0.15012097666323798	bound	842	all	10_10	1	no	10000	10000	all	10_10	237	hoopvol	0.2330193595323478
hoopvol.foc10.all.no.bound.min1.soc10.all.FOC	0.3785525073096043	-0.1607974440170731	bound	842	all	10_10	1	no	FOC	842	all	10_10	237	hoopvol	0.23363829843803227
hoopvol.foc5.nav.weight.bound.min1.soc4.nav.5000	-0.3075371949938453	0.04179320383703978	bound	307	nav	5_5	1	weight	5000	5000	nav	4_4	228	hoopvol	0.2681060695995132
hoopvol.foc5.nav.weight.bound.min1.soc4.nav.10000	-0.31897606370443526	0.04725929639238171	bound	307	nav	5_5	1	weight	10000	10000	nav	4_4	228	hoopvol	0.2592920537714447
hoopvol.foc5.nav.weight.bound.min1.soc4.nav.FOC	-0.30565850882594187	0.08291048523762831	bound	307	nav	5_5	1	weight	FOC	307	nav	4_4	228	hoopvol	0.2838400029044762
hoopvol.foc5.nav.weight.bound.min1.soc10.nav.5000	-0.2840745195965951	0.022320250860571447	bound	307	nav	5_5	1	weight	5000	5000	nav	10_10	228	hoopvol	0.24664105985357182
hoopvol.foc5.nav.weight.bound.min1.soc10.nav.10000	-0.29098238691173434	0.024442301567178876	bound	307	nav	5_5	1	weight	10000	10000	nav	10_10	228	hoopvol	0.24201071098632201
hoopvol.foc5.nav.weight.bound.min1.soc10.nav.FOC	-0.2799000917306289	0.0526177195053896	bound	307	nav	5_5	1	weight	FOC	307	nav	10_10	228	hoopvol	0.27406333952732176
hoopvol.foc5.nav.weight.bound.min1.soc4.all.5000	-0.30515245637106925	0.04648702254594208	bound	307	nav	5_5	1	weight	5000	5000	all	4_4	228	hoopvol	0.26907106789187213
hoopvol.foc5.nav.weight.bound.min1.soc4.all.10000	-0.3095197108712518	0.0444095772271622	bound	307	nav	5_5	1	weight	10000	10000	all	4_4	228	hoopvol	0.2620854786561602
hoopvol.foc5.nav.weight.bound.min1.soc4.all.FOC	-0.30565852395903503	0.0829104442254608	bound	307	nav	5_5	1	weight	FOC	307	all	4_4	228	hoopvol	0.2838400029044762
hoopvol.foc5.nav.weight.bound.min1.soc10.all.5000	-0.2844197610651968	0.026920763138336523	bound	307	nav	5_5	1	weight	5000	5000	all	10_10	228	hoopvol	0.24736557557280647
hoopvol.foc5.nav.weight.bound.min1.soc10.all.10000	-0.28402944553942044	0.024348450573654732	bound	307	nav	5_5	1	weight	10000	10000	all	10_10	228	hoopvol	0.24452534867785472
hoopvol.foc5.nav.weight.bound.min1.soc10.all.FOC	-0.27990009196690707	0.05261764761485979	bound	307	nav	5_5	1	weight	FOC	307	all	10_10	228	hoopvol	0.27406333952732176
