old_id	type	batch	majority_conf	mean_conf	majority_sense	majority_agreement	full_agreement	_cws.stof.foc10.nav.ppmi_weight.bound	_count.stof.foc10.nav.ppmi_weight.bound	_cws.stof.foc10.nav.ppmi_sel.bound	_count.stof.foc10.nav.ppmi_sel.bound	_cws.stof.foc10.nav.no_ppmi.bound	_count.stof.foc10.nav.no_ppmi.bound	_cws.stof.foc10.all.ppmi_weight.bound	_count.stof.foc10.all.ppmi_weight.bound	_cws.stof.foc10.all.ppmi_sel.bound	_count.stof.foc10.all.ppmi_sel.bound	_cws.stof.foc10.all.no_ppmi.bound	_count.stof.foc10.all.no_ppmi.bound	_cws.stof.foc5.nav.ppmi_weight.bound	_count.stof.foc5.nav.ppmi_weight.bound	_cws.stof.foc5.nav.ppmi_sel.bound	_count.stof.foc5.nav.ppmi_sel.bound	_cws.stof.foc5.nav.no_ppmi.bound	_count.stof.foc5.nav.no_ppmi.bound	_cws.stof.foc5.all.ppmi_weight.bound	_count.stof.foc5.all.ppmi_weight.bound	_cws.stof.foc5.all.ppmi_sel.bound	_count.stof.foc5.all.ppmi_sel.bound	_cws.stof.foc5.all.no_ppmi.bound	_count.stof.foc5.all.no_ppmi.bound	_ctxt.stof.foc10.nav.ppmi_weight.bound	_ctxt.stof.foc10.nav.ppmi_sel.bound	_ctxt.stof.foc10.nav.no_ppmi.bound	_ctxt.stof.foc10.all.ppmi_weight.bound	_ctxt.stof.foc10.all.ppmi_sel.bound	_ctxt.stof.foc10.all.no_ppmi.bound	_ctxt.stof.foc5.nav.ppmi_weight.bound	_ctxt.stof.foc5.nav.ppmi_sel.bound	_ctxt.stof.foc5.nav.no_ppmi.bound	_ctxt.stof.foc5.all.ppmi_weight.bound	_ctxt.stof.foc5.all.ppmi_sel.bound	_ctxt.stof.foc5.all.no_ppmi.bound	_ctxt.raw	_id
stof/noun/nrc_handelsblad_19990403_18/2085	stof	stof_1	0.28604215499364444	0.28604215499364444	stof_1	1	TRUE	ander/adj;ben/verb;gebruik/noun;schadelijk/adj	4	ander/adj;ben/verb;gebruik/noun;schadelijk/adj	4	ander/adj;ben/verb;gebruik/noun;keer/noun;schadelijk/adj;verklaar/verb	6	alleen/adv;ander/adj;ben/verb;die/pron;een/det;gebruik/noun;het/det;schadelijk/adj	8	alleen/adv;ander/adj;ben/verb;die/pron;een/det;gebruik/noun;het/det;schadelijk/adj	8	alleen/adv;ander/adj;ben/verb;die/pron;een/det;gebruik/noun;het/det;keer/noun;schadelijk/adj;verklaar/verb	10	ander/adj;ben/verb;schadelijk/adj	3	ander/adj;ben/verb;schadelijk/adj	3	ander/adj;ben/verb;keer/noun;schadelijk/adj	4	alleen/adv;ander/adj;ben/verb;die/pron;een/det;schadelijk/adj	6	alleen/adv;ander/adj;ben/verb;die/pron;een/det;schadelijk/adj	6	alleen/adv;ander/adj;ben/verb;die/pron;een/det;keer/noun;schadelijk/adj	7	"onderzoeken , vinden soms verbindingen die het <em>gebruik</em> verklaren , maar een <em>andere</em> keer alleen <span class=""target"">stoffen</span> die <em>schadelijk</em> <em>zijn</em> . Los daarvan vinden Westerse farmaceutische industrieën in screeningsprogramma's actieve"	"onderzoeken , vinden soms verbindingen die het <em>gebruik</em> verklaren , maar een <em>andere</em> keer alleen <span class=""target"">stoffen</span> die <em>schadelijk</em> <em>zijn</em> . Los daarvan vinden Westerse farmaceutische industrieën in screeningsprogramma's actieve"	"onderzoeken , vinden soms verbindingen die het <em>gebruik</em> <em>verklaren</em> , maar een <em>andere</em> <em>keer</em> alleen <span class=""target"">stoffen</span> die <em>schadelijk</em> <em>zijn</em> . Los daarvan vinden Westerse farmaceutische industrieën in screeningsprogramma's actieve"	"onderzoeken , vinden soms verbindingen <em>die</em> <em>het</em> <em>gebruik</em> verklaren , maar <em>een</em> <em>andere</em> keer <em>alleen</em> <span class=""target"">stoffen</span> <em>die</em> <em>schadelijk</em> <em>zijn</em> . Los daarvan vinden Westerse farmaceutische industrieën in screeningsprogramma's actieve"	"onderzoeken , vinden soms verbindingen <em>die</em> <em>het</em> <em>gebruik</em> verklaren , maar <em>een</em> <em>andere</em> keer <em>alleen</em> <span class=""target"">stoffen</span> <em>die</em> <em>schadelijk</em> <em>zijn</em> . Los daarvan vinden Westerse farmaceutische industrieën in screeningsprogramma's actieve"	"onderzoeken , vinden soms verbindingen <em>die</em> <em>het</em> <em>gebruik</em> <em>verklaren</em> , maar <em>een</em> <em>andere</em> <em>keer</em> <em>alleen</em> <span class=""target"">stoffen</span> <em>die</em> <em>schadelijk</em> <em>zijn</em> . Los daarvan vinden Westerse farmaceutische industrieën in screeningsprogramma's actieve"	"onderzoeken , vinden soms verbindingen die het gebruik verklaren , maar een <em>andere</em> keer alleen <span class=""target"">stoffen</span> die <em>schadelijk</em> <em>zijn</em> . Los daarvan vinden Westerse farmaceutische industrieën in screeningsprogramma's actieve"	"onderzoeken , vinden soms verbindingen die het gebruik verklaren , maar een <em>andere</em> keer alleen <span class=""target"">stoffen</span> die <em>schadelijk</em> <em>zijn</em> . Los daarvan vinden Westerse farmaceutische industrieën in screeningsprogramma's actieve"	"onderzoeken , vinden soms verbindingen die het gebruik verklaren , maar een <em>andere</em> <em>keer</em> alleen <span class=""target"">stoffen</span> die <em>schadelijk</em> <em>zijn</em> . Los daarvan vinden Westerse farmaceutische industrieën in screeningsprogramma's actieve"	"onderzoeken , vinden soms verbindingen die het gebruik verklaren , maar <em>een</em> <em>andere</em> keer <em>alleen</em> <span class=""target"">stoffen</span> <em>die</em> <em>schadelijk</em> <em>zijn</em> . Los daarvan vinden Westerse farmaceutische industrieën in screeningsprogramma's actieve"	"onderzoeken , vinden soms verbindingen die het gebruik verklaren , maar <em>een</em> <em>andere</em> keer <em>alleen</em> <span class=""target"">stoffen</span> <em>die</em> <em>schadelijk</em> <em>zijn</em> . Los daarvan vinden Westerse farmaceutische industrieën in screeningsprogramma's actieve"	"onderzoeken , vinden soms verbindingen die het gebruik verklaren , maar <em>een</em> <em>andere</em> <em>keer</em> <em>alleen</em> <span class=""target"">stoffen</span> <em>die</em> <em>schadelijk</em> <em>zijn</em> . Los daarvan vinden Westerse farmaceutische industrieën in screeningsprogramma's actieve"	onderzoeken , vinden soms verbindingen die het gebruik verklaren , maar een andere keer alleen stoffen die schadelijk zijn . Los daarvan vinden Westerse farmaceutische industrieën in screeningsprogramma's actieve	stof/noun/nrc_handelsblad_19990403_18/2303
stof/noun/nrc_handelsblad_19990408_139/174	stof	stof_1	0.28604215499364444	0.28604215499364444	stof_2	1	TRUE	bekend/adj;dromerig/adj;ingenieus/adj;ontwerp/verb;verwerk/verb	5	bekend/adj;dromerig/adj;ingenieus/adj;ontwerp/verb;verwerk/verb	5	bekend/adj;dromerig/adj;ingenieus/adj;ontwerp/verb;verwerk/verb	5	bekend/adj;de/det;door/prep;dromerig/adj;het/det;ingenieus/adj;ontwerp/verb;van/prep;verwerk/verb;ze/pron	10	bekend/adj;de/det;door/prep;dromerig/adj;het/det;ingenieus/adj;ontwerp/verb;van/prep;verwerk/verb;ze/pron	10	bekend/adj;de/det;door/prep;dromerig/adj;haar/det;het/det;ingenieus/adj;niet/adv;ontwerp/verb;op/prep;van/prep;verwerk/verb;ze/pron	13	dromerig/adj;ontwerp/verb;verwerk/verb	3	dromerig/adj;ontwerp/verb;verwerk/verb	3	dromerig/adj;ontwerp/verb;verwerk/verb	3	de/det;dromerig/adj;het/det;ontwerp/verb;van/prep;verwerk/verb;ze/pron	7	de/det;dromerig/adj;het/det;ontwerp/verb;van/prep;verwerk/verb;ze/pron	7	de/det;dromerig/adj;haar/det;het/det;ontwerp/verb;van/prep;verwerk/verb;ze/pron	8	"Vionnet werd vooral <em>bekend</em> door haar moulage-techniek , het schuindraads <em>verwerken</em> van de <span class=""target"">stof</span> en ze <em>ontwierp</em> haar <em>dromerige</em> en <em>ingenieuze</em> japponnen niet op papier , maar direct op"	"Vionnet werd vooral <em>bekend</em> door haar moulage-techniek , het schuindraads <em>verwerken</em> van de <span class=""target"">stof</span> en ze <em>ontwierp</em> haar <em>dromerige</em> en <em>ingenieuze</em> japponnen niet op papier , maar direct op"	"Vionnet werd vooral <em>bekend</em> door haar moulage-techniek , het schuindraads <em>verwerken</em> van de <span class=""target"">stof</span> en ze <em>ontwierp</em> haar <em>dromerige</em> en <em>ingenieuze</em> japponnen niet op papier , maar direct op"	"Vionnet werd vooral <em>bekend</em> <em>door</em> haar moulage-techniek , <em>het</em> schuindraads <em>verwerken</em> <em>van</em> <em>de</em> <span class=""target"">stof</span> en <em>ze</em> <em>ontwierp</em> haar <em>dromerige</em> en <em>ingenieuze</em> japponnen niet op papier , maar direct op"	"Vionnet werd vooral <em>bekend</em> <em>door</em> haar moulage-techniek , <em>het</em> schuindraads <em>verwerken</em> <em>van</em> <em>de</em> <span class=""target"">stof</span> en <em>ze</em> <em>ontwierp</em> haar <em>dromerige</em> en <em>ingenieuze</em> japponnen niet op papier , maar direct op"	"Vionnet werd vooral <em>bekend</em> <em>door</em> <em>haar</em> moulage-techniek , <em>het</em> schuindraads <em>verwerken</em> <em>van</em> <em>de</em> <span class=""target"">stof</span> en <em>ze</em> <em>ontwierp</em> <em>haar</em> <em>dromerige</em> en <em>ingenieuze</em> japponnen <em>niet</em> <em>op</em> papier , maar direct op"	"Vionnet werd vooral bekend door haar moulage-techniek , het schuindraads <em>verwerken</em> van de <span class=""target"">stof</span> en ze <em>ontwierp</em> haar <em>dromerige</em> en ingenieuze japponnen niet op papier , maar direct op"	"Vionnet werd vooral bekend door haar moulage-techniek , het schuindraads <em>verwerken</em> van de <span class=""target"">stof</span> en ze <em>ontwierp</em> haar <em>dromerige</em> en ingenieuze japponnen niet op papier , maar direct op"	"Vionnet werd vooral bekend door haar moulage-techniek , het schuindraads <em>verwerken</em> van de <span class=""target"">stof</span> en ze <em>ontwierp</em> haar <em>dromerige</em> en ingenieuze japponnen niet op papier , maar direct op"	"Vionnet werd vooral bekend door haar moulage-techniek , <em>het</em> schuindraads <em>verwerken</em> <em>van</em> <em>de</em> <span class=""target"">stof</span> en <em>ze</em> <em>ontwierp</em> haar <em>dromerige</em> en ingenieuze japponnen niet op papier , maar direct op"	"Vionnet werd vooral bekend door haar moulage-techniek , <em>het</em> schuindraads <em>verwerken</em> <em>van</em> <em>de</em> <span class=""target"">stof</span> en <em>ze</em> <em>ontwierp</em> haar <em>dromerige</em> en ingenieuze japponnen niet op papier , maar direct op"	"Vionnet werd vooral bekend door haar moulage-techniek , <em>het</em> schuindraads <em>verwerken</em> <em>van</em> <em>de</em> <span class=""target"">stof</span> en <em>ze</em> <em>ontwierp</em> <em>haar</em> <em>dromerige</em> en ingenieuze japponnen niet op papier , maar direct op"	Vionnet werd vooral bekend door haar moulage-techniek , het schuindraads verwerken van de stof en ze ontwierp haar dromerige en ingenieuze japponnen niet op papier , maar direct op	stof/noun/nrc_handelsblad_19990408_139/192
stof/noun/nrc_handelsblad_19990713_83/334	stof	stof_1	-0.015127145974772641	-0.015127145974772641	stof_1	1	TRUE	beperkt/adj;kan/verb;maak/verb;middel/noun;natuurlijk/adj	5	beperkt/adj;kan/verb;maak/verb;middel/noun;natuurlijk/adj	5	beperkt/adj;kan/verb;maak/verb;middel/noun;natuurlijk/adj;winst/noun	6	beperkt/adj;kan/verb;maak/verb;middel/noun;natuurlijk/adj	5	beperkt/adj;kan/verb;maak/verb;middel/noun;natuurlijk/adj	5	beperkt/adj;kan/verb;maak/verb;middel/noun;natuurlijk/adj;op/prep;slechts/adv;winst/noun	8	kan/verb;maak/verb;natuurlijk/adj	3	kan/verb;maak/verb;natuurlijk/adj	3	kan/verb;maak/verb;natuurlijk/adj;winst/noun	4	kan/verb;maak/verb;natuurlijk/adj	3	kan/verb;maak/verb;natuurlijk/adj	3	kan/verb;maak/verb;natuurlijk/adj;op/prep;winst/noun	5	"industrie veel verdient aan synthetische <em>middelen</em> , doch slechts <em>beperkt</em> winst <em>kan</em> <em>maken</em> op <em>natuurlijke</em> <span class=""target"">stoffen</span> . Dat komt door de licenties en rechten . Zonder dezen"	"industrie veel verdient aan synthetische <em>middelen</em> , doch slechts <em>beperkt</em> winst <em>kan</em> <em>maken</em> op <em>natuurlijke</em> <span class=""target"">stoffen</span> . Dat komt door de licenties en rechten . Zonder dezen"	"industrie veel verdient aan synthetische <em>middelen</em> , doch slechts <em>beperkt</em> <em>winst</em> <em>kan</em> <em>maken</em> op <em>natuurlijke</em> <span class=""target"">stoffen</span> . Dat komt door de licenties en rechten . Zonder dezen"	"industrie veel verdient aan synthetische <em>middelen</em> , doch slechts <em>beperkt</em> winst <em>kan</em> <em>maken</em> op <em>natuurlijke</em> <span class=""target"">stoffen</span> . Dat komt door de licenties en rechten . Zonder dezen"	"industrie veel verdient aan synthetische <em>middelen</em> , doch slechts <em>beperkt</em> winst <em>kan</em> <em>maken</em> op <em>natuurlijke</em> <span class=""target"">stoffen</span> . Dat komt door de licenties en rechten . Zonder dezen"	"industrie veel verdient aan synthetische <em>middelen</em> , doch <em>slechts</em> <em>beperkt</em> <em>winst</em> <em>kan</em> <em>maken</em> <em>op</em> <em>natuurlijke</em> <span class=""target"">stoffen</span> . Dat komt door de licenties en rechten . Zonder dezen"	"industrie veel verdient aan synthetische middelen , doch slechts beperkt winst <em>kan</em> <em>maken</em> op <em>natuurlijke</em> <span class=""target"">stoffen</span> . Dat komt door de licenties en rechten . Zonder dezen"	"industrie veel verdient aan synthetische middelen , doch slechts beperkt winst <em>kan</em> <em>maken</em> op <em>natuurlijke</em> <span class=""target"">stoffen</span> . Dat komt door de licenties en rechten . Zonder dezen"	"industrie veel verdient aan synthetische middelen , doch slechts beperkt <em>winst</em> <em>kan</em> <em>maken</em> op <em>natuurlijke</em> <span class=""target"">stoffen</span> . Dat komt door de licenties en rechten . Zonder dezen"	"industrie veel verdient aan synthetische middelen , doch slechts beperkt winst <em>kan</em> <em>maken</em> op <em>natuurlijke</em> <span class=""target"">stoffen</span> . Dat komt door de licenties en rechten . Zonder dezen"	"industrie veel verdient aan synthetische middelen , doch slechts beperkt winst <em>kan</em> <em>maken</em> op <em>natuurlijke</em> <span class=""target"">stoffen</span> . Dat komt door de licenties en rechten . Zonder dezen"	"industrie veel verdient aan synthetische middelen , doch slechts beperkt <em>winst</em> <em>kan</em> <em>maken</em> <em>op</em> <em>natuurlijke</em> <span class=""target"">stoffen</span> . Dat komt door de licenties en rechten . Zonder dezen"	industrie veel verdient aan synthetische middelen , doch slechts beperkt winst kan maken op natuurlijke stoffen . Dat komt door de licenties en rechten . Zonder dezen	stof/noun/nrc_handelsblad_19990713_83/364
stof/noun/nrc_handelsblad_19990724_7/614	stof	stof_1	-0.4813368009364758	-0.4813368009364758	stof_1	1	TRUE	kom_terecht/verb;meest/adj;milieu/noun;verdacht/adj	4	kom_terecht/verb;meest/adj;milieu/noun;verdacht/adj	4	kom_terecht/verb;meest/adj;milieu/noun;verdacht/adj	4	de/det;het/det;kom_terecht/verb;meest/adj;milieu/noun;terecht/part;verdacht/adj	7	de/det;het/det;kom_terecht/verb;meest/adj;milieu/noun;terecht/part;verdacht/adj	7	de/det;het/det;kom_terecht/verb;meest/adj;milieu/noun;naar/prep;terecht/part;verdacht/adj	8	kom_terecht/verb;meest/adj;verdacht/adj	3	kom_terecht/verb;meest/adj;verdacht/adj	3	kom_terecht/verb;meest/adj;verdacht/adj	3	de/det;kom_terecht/verb;meest/adj;terecht/part;verdacht/adj	5	de/det;kom_terecht/verb;meest/adj;terecht/part;verdacht/adj	5	de/det;kom_terecht/verb;meest/adj;terecht/part;verdacht/adj	5	"dient hierbij uit te gaan naar het aquatische <em>milieu</em> , omdat hierin de <em>meeste</em> <em>verdachte</em> <span class=""target"">stoffen</span> terecht <em>komen</em> . Ook moet het terugdringingsbeleid van verdachte stoffen , zoals TBT"	"dient hierbij uit te gaan naar het aquatische <em>milieu</em> , omdat hierin de <em>meeste</em> <em>verdachte</em> <span class=""target"">stoffen</span> terecht <em>komen</em> . Ook moet het terugdringingsbeleid van verdachte stoffen , zoals TBT"	"dient hierbij uit te gaan naar het aquatische <em>milieu</em> , omdat hierin de <em>meeste</em> <em>verdachte</em> <span class=""target"">stoffen</span> terecht <em>komen</em> . Ook moet het terugdringingsbeleid van verdachte stoffen , zoals TBT"	"dient hierbij uit te gaan naar <em>het</em> aquatische <em>milieu</em> , omdat hierin <em>de</em> <em>meeste</em> <em>verdachte</em> <span class=""target"">stoffen</span> <em>terecht</em> <em>komen</em> . Ook moet het terugdringingsbeleid van verdachte stoffen , zoals TBT"	"dient hierbij uit te gaan naar <em>het</em> aquatische <em>milieu</em> , omdat hierin <em>de</em> <em>meeste</em> <em>verdachte</em> <span class=""target"">stoffen</span> <em>terecht</em> <em>komen</em> . Ook moet het terugdringingsbeleid van verdachte stoffen , zoals TBT"	"dient hierbij uit te gaan <em>naar</em> <em>het</em> aquatische <em>milieu</em> , omdat hierin <em>de</em> <em>meeste</em> <em>verdachte</em> <span class=""target"">stoffen</span> <em>terecht</em> <em>komen</em> . Ook moet het terugdringingsbeleid van verdachte stoffen , zoals TBT"	"dient hierbij uit te gaan naar het aquatische milieu , omdat hierin de <em>meeste</em> <em>verdachte</em> <span class=""target"">stoffen</span> terecht <em>komen</em> . Ook moet het terugdringingsbeleid van verdachte stoffen , zoals TBT"	"dient hierbij uit te gaan naar het aquatische milieu , omdat hierin de <em>meeste</em> <em>verdachte</em> <span class=""target"">stoffen</span> terecht <em>komen</em> . Ook moet het terugdringingsbeleid van verdachte stoffen , zoals TBT"	"dient hierbij uit te gaan naar het aquatische milieu , omdat hierin de <em>meeste</em> <em>verdachte</em> <span class=""target"">stoffen</span> terecht <em>komen</em> . Ook moet het terugdringingsbeleid van verdachte stoffen , zoals TBT"	"dient hierbij uit te gaan naar het aquatische milieu , omdat hierin <em>de</em> <em>meeste</em> <em>verdachte</em> <span class=""target"">stoffen</span> <em>terecht</em> <em>komen</em> . Ook moet het terugdringingsbeleid van verdachte stoffen , zoals TBT"	"dient hierbij uit te gaan naar het aquatische milieu , omdat hierin <em>de</em> <em>meeste</em> <em>verdachte</em> <span class=""target"">stoffen</span> <em>terecht</em> <em>komen</em> . Ook moet het terugdringingsbeleid van verdachte stoffen , zoals TBT"	"dient hierbij uit te gaan naar het aquatische milieu , omdat hierin <em>de</em> <em>meeste</em> <em>verdachte</em> <span class=""target"">stoffen</span> <em>terecht</em> <em>komen</em> . Ook moet het terugdringingsbeleid van verdachte stoffen , zoals TBT"	dient hierbij uit te gaan naar het aquatische milieu , omdat hierin de meeste verdachte stoffen terecht komen . Ook moet het terugdringingsbeleid van verdachte stoffen , zoals TBT	stof/noun/nrc_handelsblad_19990724_7/682
stof/noun/nrc_handelsblad_20000217_118/117	stof	stof_1	0.9604881321100036	0.9604881321100036	stof_3	1	TRUE	bovenstaand/adj;gebruik/verb;meest/adj;vind/verb	4	bovenstaand/adj;gebruik/verb;meest/adj;vind/verb	4	bovenstaand/adj;film/noun;filmmaker/noun;gebruik/verb;meest/adj;verhaal/noun;vind/verb;zal/verb	8	bovenstaand/adj;de/det;gebruik/verb;genoeg/det;het/det;in/prep;meest/adj;vind/verb;voor/prep	9	bovenstaand/adj;de/det;gebruik/verb;genoeg/det;het/det;in/prep;meest/adj;vind/verb;voor/prep	9	bovenstaand/adj;daar/adv;de/det;film/noun;filmmaker/noun;gebruik/verb;genoeg/det;het/det;in/prep;meest/adj;verhaal/noun;vind/verb;voor/prep;waar/adv;wel/adv;zal/verb	16	bovenstaand/adj	1	bovenstaand/adj	1	bovenstaand/adj;film/noun;verhaal/noun;zal/verb	4	bovenstaand/adj;genoeg/det;het/det;in/prep;voor/prep	5	bovenstaand/adj;genoeg/det;het/det;in/prep;voor/prep	5	bovenstaand/adj;film/noun;genoeg/det;het/det;in/prep;verhaal/noun;voor/prep;wel/adv;zal/verb	9	"het scherm . Daar waar de <em>meeste</em> filmmakers in het <em>bovenstaande</em> verhaal genoeg <span class=""target"">stof</span> voor wel twee films zouden <em>vinden</em> , <em>gebruikt</em> Shohei Imamura het slechts als een tien"	"het scherm . Daar waar de <em>meeste</em> filmmakers in het <em>bovenstaande</em> verhaal genoeg <span class=""target"">stof</span> voor wel twee films zouden <em>vinden</em> , <em>gebruikt</em> Shohei Imamura het slechts als een tien"	"het scherm . Daar waar de <em>meeste</em> <em>filmmakers</em> in het <em>bovenstaande</em> <em>verhaal</em> genoeg <span class=""target"">stof</span> voor wel twee <em>films</em> <em>zouden</em> <em>vinden</em> , <em>gebruikt</em> Shohei Imamura het slechts als een tien"	"het scherm . Daar waar <em>de</em> <em>meeste</em> filmmakers <em>in</em> <em>het</em> <em>bovenstaande</em> verhaal <em>genoeg</em> <span class=""target"">stof</span> <em>voor</em> wel twee films zouden <em>vinden</em> , <em>gebruikt</em> Shohei Imamura het slechts als een tien"	"het scherm . Daar waar <em>de</em> <em>meeste</em> filmmakers <em>in</em> <em>het</em> <em>bovenstaande</em> verhaal <em>genoeg</em> <span class=""target"">stof</span> <em>voor</em> wel twee films zouden <em>vinden</em> , <em>gebruikt</em> Shohei Imamura het slechts als een tien"	"het scherm . <em>Daar</em> <em>waar</em> <em>de</em> <em>meeste</em> <em>filmmakers</em> <em>in</em> <em>het</em> <em>bovenstaande</em> <em>verhaal</em> <em>genoeg</em> <span class=""target"">stof</span> <em>voor</em> <em>wel</em> twee <em>films</em> <em>zouden</em> <em>vinden</em> , <em>gebruikt</em> Shohei Imamura het slechts als een tien"	"het scherm . Daar waar de meeste filmmakers in het <em>bovenstaande</em> verhaal genoeg <span class=""target"">stof</span> voor wel twee films zouden vinden , gebruikt Shohei Imamura het slechts als een tien"	"het scherm . Daar waar de meeste filmmakers in het <em>bovenstaande</em> verhaal genoeg <span class=""target"">stof</span> voor wel twee films zouden vinden , gebruikt Shohei Imamura het slechts als een tien"	"het scherm . Daar waar de meeste filmmakers in het <em>bovenstaande</em> <em>verhaal</em> genoeg <span class=""target"">stof</span> voor wel twee <em>films</em> <em>zouden</em> vinden , gebruikt Shohei Imamura het slechts als een tien"	"het scherm . Daar waar de meeste filmmakers <em>in</em> <em>het</em> <em>bovenstaande</em> verhaal <em>genoeg</em> <span class=""target"">stof</span> <em>voor</em> wel twee films zouden vinden , gebruikt Shohei Imamura het slechts als een tien"	"het scherm . Daar waar de meeste filmmakers <em>in</em> <em>het</em> <em>bovenstaande</em> verhaal <em>genoeg</em> <span class=""target"">stof</span> <em>voor</em> wel twee films zouden vinden , gebruikt Shohei Imamura het slechts als een tien"	"het scherm . Daar waar de meeste filmmakers <em>in</em> <em>het</em> <em>bovenstaande</em> <em>verhaal</em> <em>genoeg</em> <span class=""target"">stof</span> <em>voor</em> <em>wel</em> twee <em>films</em> <em>zouden</em> vinden , gebruikt Shohei Imamura het slechts als een tien"	het scherm . Daar waar de meeste filmmakers in het bovenstaande verhaal genoeg stof voor wel twee films zouden vinden , gebruikt Shohei Imamura het slechts als een tien	stof/noun/nrc_handelsblad_20000217_118/131
stof/noun/nrc_handelsblad_20000224_157/1208	stof	stof_1	0.9604881321100036	0.9604881321100036	stof_2	1	TRUE	dun/adj;tepel/noun	2	dun/adj;tepel/noun	2	dun/adj;tepel/noun;zie/verb	3	de/det;dun/adj;men/pron;onder/prep;tepel/noun	5	de/det;dun/adj;men/pron;onder/prep;tepel/noun	5	de/det;dun/adj;men/pron;onder/prep;tepel/noun;zie/verb;zijn/det	7	dun/adj;tepel/noun	2	dun/adj;tepel/noun	2	dun/adj;tepel/noun;zie/verb	3	de/det;dun/adj;men/pron;onder/prep;tepel/noun	5	de/det;dun/adj;men/pron;onder/prep;tepel/noun	5	de/det;dun/adj;men/pron;onder/prep;tepel/noun;zie/verb;zijn/det	7	"een zijden kraaghemd dat tot onderaan zijn borstbeen openstaat . Onder de <em>dunne</em> <span class=""target"">stof</span> ziet men zijn <em>tepels</em> . Zijn nauwsluitende kuitbroek , die maar net over"	"een zijden kraaghemd dat tot onderaan zijn borstbeen openstaat . Onder de <em>dunne</em> <span class=""target"">stof</span> ziet men zijn <em>tepels</em> . Zijn nauwsluitende kuitbroek , die maar net over"	"een zijden kraaghemd dat tot onderaan zijn borstbeen openstaat . Onder de <em>dunne</em> <span class=""target"">stof</span> <em>ziet</em> men zijn <em>tepels</em> . Zijn nauwsluitende kuitbroek , die maar net over"	"een zijden kraaghemd dat tot onderaan zijn borstbeen openstaat . <em>Onder</em> <em>de</em> <em>dunne</em> <span class=""target"">stof</span> ziet <em>men</em> zijn <em>tepels</em> . Zijn nauwsluitende kuitbroek , die maar net over"	"een zijden kraaghemd dat tot onderaan zijn borstbeen openstaat . <em>Onder</em> <em>de</em> <em>dunne</em> <span class=""target"">stof</span> ziet <em>men</em> zijn <em>tepels</em> . Zijn nauwsluitende kuitbroek , die maar net over"	"een zijden kraaghemd dat tot onderaan zijn borstbeen openstaat . <em>Onder</em> <em>de</em> <em>dunne</em> <span class=""target"">stof</span> <em>ziet</em> <em>men</em> <em>zijn</em> <em>tepels</em> . Zijn nauwsluitende kuitbroek , die maar net over"	"een zijden kraaghemd dat tot onderaan zijn borstbeen openstaat . Onder de <em>dunne</em> <span class=""target"">stof</span> ziet men zijn <em>tepels</em> . Zijn nauwsluitende kuitbroek , die maar net over"	"een zijden kraaghemd dat tot onderaan zijn borstbeen openstaat . Onder de <em>dunne</em> <span class=""target"">stof</span> ziet men zijn <em>tepels</em> . Zijn nauwsluitende kuitbroek , die maar net over"	"een zijden kraaghemd dat tot onderaan zijn borstbeen openstaat . Onder de <em>dunne</em> <span class=""target"">stof</span> <em>ziet</em> men zijn <em>tepels</em> . Zijn nauwsluitende kuitbroek , die maar net over"	"een zijden kraaghemd dat tot onderaan zijn borstbeen openstaat . <em>Onder</em> <em>de</em> <em>dunne</em> <span class=""target"">stof</span> ziet <em>men</em> zijn <em>tepels</em> . Zijn nauwsluitende kuitbroek , die maar net over"	"een zijden kraaghemd dat tot onderaan zijn borstbeen openstaat . <em>Onder</em> <em>de</em> <em>dunne</em> <span class=""target"">stof</span> ziet <em>men</em> zijn <em>tepels</em> . Zijn nauwsluitende kuitbroek , die maar net over"	"een zijden kraaghemd dat tot onderaan zijn borstbeen openstaat . <em>Onder</em> <em>de</em> <em>dunne</em> <span class=""target"">stof</span> <em>ziet</em> <em>men</em> <em>zijn</em> <em>tepels</em> . Zijn nauwsluitende kuitbroek , die maar net over"	een zijden kraaghemd dat tot onderaan zijn borstbeen openstaat . Onder de dunne stof ziet men zijn tepels . Zijn nauwsluitende kuitbroek , die maar net over	stof/noun/nrc_handelsblad_20000224_157/1332
