_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress
harden.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.007127559806856272	-0.06093441091308116	NA	NA	BOW	nobound	462	all	5_5	1	selection	FOC	237	nav	4_4	279	harden	0.22069473599488243
harden.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.026885266592803617	-0.03477308710386953	NA	NA	BOW	nobound	462	all	5_5	1	selection	FOC	462	all	4_4	279	harden	0.2088190167582496
harden.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	-0.03669134085130668	0.07284874351688413	NA	NA	BOW	nobound	704	all	5_5	1	no	5000	5000	nav	4_4	279	harden	0.23822418997810355
harden.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	-0.42753034799906525	0.27418868264755597	NA	NA	BOW	nobound	704	all	5_5	1	no	5000	5000	all	4_4	279	harden	0.2724631287410284
harden.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.07645590282889099	-0.08278538368319155	NA	NA	BOW	nobound	704	all	5_5	1	no	FOC	362	nav	4_4	279	harden	0.23063885852290386
harden.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.05250865385200736	0.013052773963666069	NA	NA	BOW	nobound	704	all	5_5	1	no	FOC	704	all	4_4	279	harden	0.22432111776474287
harden.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	0.09916394094231656	0.1257527171038188	NA	NA	BOW	nobound	221	lex	3_3	1	weight	5000	5000	nav	4_4	273	harden	0.22527756145793107
harden.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	0.025394080739026176	0.24966737997220653	NA	NA	BOW	nobound	221	lex	3_3	1	weight	5000	5000	all	4_4	273	harden	0.26116895280180263
harden.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.12240955698834687	0.1039100268468131	NA	NA	BOW	nobound	221	lex	3_3	1	weight	FOC	145	nav	4_4	273	harden	0.2281119443462155
harden.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	0.1275355931297678	0.09333892237032375	NA	NA	BOW	nobound	221	lex	3_3	1	weight	FOC	221	all	4_4	273	harden	0.21610340576489245
harden.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	0.09725666757236756	0.12771168217816553	NA	NA	BOW	nobound	221	lex	3_3	1	selection	5000	5000	nav	4_4	273	harden	0.21753819937900634
harden.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	0.0036184700610694463	0.2676950242620988	NA	NA	BOW	nobound	221	lex	3_3	1	selection	5000	5000	all	4_4	273	harden	0.2591758722343934
harden.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.1135652763776822	0.0886126894176354	NA	NA	BOW	nobound	221	lex	3_3	1	selection	FOC	145	nav	4_4	273	harden	0.22541440371181373
harden.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	0.1280924926115704	0.08205045637867271	NA	NA	BOW	nobound	221	lex	3_3	1	selection	FOC	221	all	4_4	273	harden	0.2059100816778221
harden.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	0.09242518888590434	0.1334629288236623	NA	NA	BOW	nobound	259	lex	3_3	1	no	5000	5000	nav	4_4	276	harden	0.22430317027890997
harden.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.014626691122394052	0.28258835204690486	NA	NA	BOW	nobound	259	lex	3_3	1	no	5000	5000	all	4_4	276	harden	0.2679910498197462
harden.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	0.11455212441851342	0.09212368996403131	NA	NA	BOW	nobound	259	lex	3_3	1	no	FOC	176	nav	4_4	276	harden	0.2252409437590482
harden.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	0.12782045486105087	0.0898804072976194	NA	NA	BOW	nobound	259	lex	3_3	1	no	FOC	259	all	4_4	276	harden	0.20741720802577857
harden.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.13893893232764895	0.054213595520824824	NA	NA	BOW	nobound	300	all	3_3	1	weight	5000	5000	nav	4_4	279	harden	0.20091843405150062
harden.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	0.0045934489915682416	0.23805868754285914	NA	NA	BOW	nobound	300	all	3_3	1	weight	5000	5000	all	4_4	279	harden	0.26462683670977233
harden.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	0.14589432686470208	0.04824250512400698	NA	NA	BOW	nobound	300	all	3_3	1	weight	FOC	145	nav	4_4	279	harden	0.21629873376820077
harden.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.13101244207955082	0.03846543160171266	NA	NA	BOW	nobound	300	all	3_3	1	weight	FOC	300	all	4_4	279	harden	0.20381833272706373
harden.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.1294086775381465	0.033638080675918	NA	NA	BOW	nobound	300	all	3_3	1	selection	5000	5000	nav	4_4	279	harden	0.18418287791987512
harden.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	-0.05177027583084424	0.273108975267264	NA	NA	BOW	nobound	300	all	3_3	1	selection	5000	5000	all	4_4	279	harden	0.2578858361689852
harden.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.13000658688451683	0.023710600376507608	NA	NA	BOW	nobound	300	all	3_3	1	selection	FOC	145	nav	4_4	279	harden	0.20148662143534093
harden.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.13260287932435608	0.02510512067455139	NA	NA	BOW	nobound	300	all	3_3	1	selection	FOC	300	all	4_4	279	harden	0.18848322669044787
harden.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	0.11510473622474843	0.058636650739304755	NA	NA	BOW	nobound	384	all	3_3	1	no	5000	5000	nav	4_4	279	harden	0.21376482628472532
harden.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	-0.1527218378631702	0.38574075708476	NA	NA	BOW	nobound	384	all	3_3	1	no	5000	5000	all	4_4	279	harden	0.27402270882922514
harden.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.12273260380012434	0.035121458584043225	NA	NA	BOW	nobound	384	all	3_3	1	no	FOC	176	nav	4_4	279	harden	0.20676200389377866
harden.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	0.12271183103831504	0.039814616968581386	NA	NA	BOW	nobound	384	all	3_3	1	no	FOC	384	all	4_4	279	harden	0.19319853357389918
harden.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	0.24491440985672863	0.0039061588505056644	NA	group1	dependency	bound	116	NA	NA	1	weight	5000	5000	nav	4_4	244	harden	0.16539692243160856
harden.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	0.29215285207016495	0.0397043988824776	NA	group1	dependency	bound	116	NA	NA	1	weight	5000	5000	all	4_4	244	harden	0.1877091168767973
harden.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	0.26589586846079677	-0.014486182369991678	NA	group1	dependency	bound	116	NA	NA	1	weight	FOC	41	nav	4_4	244	harden	0.1630633023508973
harden.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	0.24429402498858402	-0.02196758442103637	NA	group1	dependency	bound	116	NA	NA	1	weight	FOC	116	all	4_4	244	harden	0.17013256542735944
harden.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	0.2459940632737565	0.01201452659656496	NA	group1	dependency	bound	116	NA	NA	1	selection	5000	5000	nav	4_4	244	harden	0.1657737044313714
harden.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	0.3236509354031058	0.047470040806761454	NA	group1	dependency	bound	116	NA	NA	1	selection	5000	5000	all	4_4	244	harden	0.196211824302173
harden.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	0.27114920037047896	-0.011894835723004336	NA	group1	dependency	bound	116	NA	NA	1	selection	FOC	41	nav	4_4	244	harden	0.16847800795953363
harden.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	0.24175884608435874	-0.019406881721445425	NA	group1	dependency	bound	116	NA	NA	1	selection	FOC	116	all	4_4	244	harden	0.16868966087198112
harden.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	0.26544009100232696	0.0015465030040935949	NA	group1	dependency	bound	162	NA	NA	1	no	5000	5000	nav	4_4	251	harden	0.21125507910185642
harden.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	0.40325240702103066	0.08204582409818939	NA	group1	dependency	bound	162	NA	NA	1	no	5000	5000	all	4_4	251	harden	0.22751833424242834
harden.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	0.2754591060232904	-0.04021187569140177	NA	group1	dependency	bound	162	NA	NA	1	no	FOC	58	nav	4_4	251	harden	0.2145008991314407
harden.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	0.23673718507729927	-0.030220072308555033	NA	group1	dependency	bound	162	NA	NA	1	no	FOC	162	all	4_4	251	harden	0.1923821936798911
harden.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	0.05672587551137205	-0.1667764451427378	NA	group2	dependency	bound	173	NA	NA	1	weight	5000	5000	nav	4_4	266	harden	0.17898646931339338
harden.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	-0.043545117625307474	-0.25981023762775896	NA	group2	dependency	bound	173	NA	NA	1	weight	5000	5000	all	4_4	266	harden	0.2302471106375328
harden.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	-0.023294312731321282	-0.2791461175888529	NA	group2	dependency	bound	173	NA	NA	1	weight	FOC	83	nav	4_4	266	harden	0.17994482855894126
harden.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	0.014909097589553345	-0.21175820315403304	NA	group2	dependency	bound	173	NA	NA	1	weight	FOC	173	all	4_4	266	harden	0.1806787074395064
harden.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	0.11842213668676216	-0.08072562210676519	NA	group2	dependency	bound	173	NA	NA	1	selection	5000	5000	nav	4_4	266	harden	0.1565928135264957
harden.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	0.03101067444013909	-0.2369113630084038	NA	group2	dependency	bound	173	NA	NA	1	selection	5000	5000	all	4_4	266	harden	0.22658742067956728
harden.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	0.03039673886979656	-0.21687695583327812	NA	group2	dependency	bound	173	NA	NA	1	selection	FOC	83	nav	4_4	266	harden	0.1824408514892515
harden.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	0.0737597881676423	-0.1401405519395553	NA	group2	dependency	bound	173	NA	NA	1	selection	FOC	173	all	4_4	266	harden	0.1792709466670256
harden.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	0.12160775440386151	-0.10704369494793543	NA	group2	dependency	bound	267	NA	NA	1	no	5000	5000	nav	4_4	268	harden	0.1822884605630338
harden.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	-0.09826719901072953	-0.3353147295335874	NA	group2	dependency	bound	267	NA	NA	1	no	5000	5000	all	4_4	268	harden	0.25449962519981273
harden.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	0.005028238119773872	-0.23530885402461998	NA	group2	dependency	bound	267	NA	NA	1	no	FOC	137	nav	4_4	268	harden	0.21515167973168825
harden.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	0.04818490650793813	-0.17557986611583556	NA	group2	dependency	bound	267	NA	NA	1	no	FOC	267	all	4_4	268	harden	0.20927921765707697
harden.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	0.19723015436728714	-0.027358888575114114	selection2	NA	dependency	bound	205	NA	NA	1	weight	5000	5000	nav	4_4	274	harden	0.1867568063047627
harden.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	0.15828996410431107	0.19859297566157433	selection2	NA	dependency	bound	205	NA	NA	1	weight	5000	5000	all	4_4	274	harden	0.23581847523170235
harden.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	0.201178625704972	-0.050590120462839415	selection2	NA	dependency	bound	205	NA	NA	1	weight	FOC	92	nav	4_4	274	harden	0.1900126470921764
harden.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	0.17932051062948082	-0.021272403830265574	selection2	NA	dependency	bound	205	NA	NA	1	weight	FOC	205	all	4_4	274	harden	0.1838186053928295
harden.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	0.19717037630383738	-0.041251666094772724	selection2	NA	dependency	bound	205	NA	NA	1	selection	5000	5000	nav	4_4	274	harden	0.17584141726797298
harden.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	0.15426417016051067	0.20685208416212222	selection2	NA	dependency	bound	205	NA	NA	1	selection	5000	5000	all	4_4	274	harden	0.24373403140718017
harden.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	0.19276793841639245	-0.05200066325420009	selection2	NA	dependency	bound	205	NA	NA	1	selection	FOC	92	nav	4_4	274	harden	0.18288899979598505
harden.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	0.1908323957799549	-0.035069976194551086	selection2	NA	dependency	bound	205	NA	NA	1	selection	FOC	205	all	4_4	274	harden	0.162515747910892
harden.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	0.21242262308282597	-0.04552078374094957	selection2	NA	dependency	bound	350	NA	NA	1	no	5000	5000	nav	4_4	276	harden	0.2000076855835762
harden.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	0.18033984579950804	0.3157086431405217	selection2	NA	dependency	bound	350	NA	NA	1	no	5000	5000	all	4_4	276	harden	0.24230049315932167
harden.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	0.19998417516234734	-0.06009626008140264	selection2	NA	dependency	bound	350	NA	NA	1	no	FOC	162	nav	4_4	276	harden	0.20550052565358123
harden.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	0.19326045737493183	-0.038328232321736995	selection2	NA	dependency	bound	350	NA	NA	1	no	FOC	350	all	4_4	276	harden	0.19235155818194877
harden.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	0.019786162301565307	-0.10665163957982916	selection3	NA	dependency	bound	283	NA	NA	1	weight	5000	5000	nav	4_4	276	harden	0.20484322611156874
harden.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	-0.18152488131781852	-0.03113402830221663	selection3	NA	dependency	bound	283	NA	NA	1	weight	5000	5000	all	4_4	276	harden	0.2574002684496445
harden.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	-0.050734364010227385	-0.1962624851171553	selection3	NA	dependency	bound	283	NA	NA	1	weight	FOC	143	nav	4_4	276	harden	0.19859049235094112
harden.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	0.0024812620080503266	-0.12051216768376123	selection3	NA	dependency	bound	283	NA	NA	1	weight	FOC	283	all	4_4	276	harden	0.2014547392258814
harden.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	0.09491105711000634	-0.05975077442872093	selection3	NA	dependency	bound	283	NA	NA	1	selection	5000	5000	nav	4_4	276	harden	0.1983803041625621
harden.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	-0.13123530144669093	0.09577389171883377	selection3	NA	dependency	bound	283	NA	NA	1	selection	5000	5000	all	4_4	276	harden	0.26405315148802994
harden.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	0.023394475557650236	-0.13162467759926627	selection3	NA	dependency	bound	283	NA	NA	1	selection	FOC	143	nav	4_4	276	harden	0.20159082668474945
harden.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	0.06709575961205273	-0.07386053322428894	selection3	NA	dependency	bound	283	NA	NA	1	selection	FOC	283	all	4_4	276	harden	0.19954546165865036
harden.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	0.10418741381458498	-0.09931404774716432	selection3	NA	dependency	bound	527	NA	NA	1	no	5000	5000	nav	4_4	276	harden	0.2219874305875147
harden.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	-0.2691233392377496	0.2744146466576912	selection3	NA	dependency	bound	527	NA	NA	1	no	5000	5000	all	4_4	276	harden	0.27250375442491603
harden.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	0.03133497487637152	-0.14787668346115437	selection3	NA	dependency	bound	527	NA	NA	1	no	FOC	271	nav	4_4	276	harden	0.22427809378206223
harden.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	0.06541614430270062	-0.10331308826307493	selection3	NA	dependency	bound	527	NA	NA	1	no	FOC	527	all	4_4	276	harden	0.22300533427971433
harden.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	0.019786162301565307	-0.10665163957982916	weight	NA	dependency	bound	283	NA	NA	1	weight	5000	5000	nav	4_4	276	harden	0.20484322611156874
harden.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	-0.18152488131781852	-0.03113402830221663	weight	NA	dependency	bound	283	NA	NA	1	weight	5000	5000	all	4_4	276	harden	0.2574002684496445
harden.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	-0.050734364010227385	-0.1962624851171553	weight	NA	dependency	bound	283	NA	NA	1	weight	FOC	143	nav	4_4	276	harden	0.19859049235094112
harden.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	0.0024812620080503266	-0.12051216768376123	weight	NA	dependency	bound	283	NA	NA	1	weight	FOC	283	all	4_4	276	harden	0.2014547392258814
harden.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	0.17174901349815336	-0.05333993815608466	weight	NA	dependency	bound	283	NA	NA	1	selection	5000	5000	nav	4_4	276	harden	0.17969700769358052
harden.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	-1.384687570281734e-4	0.13745854187088866	weight	NA	dependency	bound	283	NA	NA	1	selection	5000	5000	all	4_4	276	harden	0.24778863027158848
harden.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	0.12507759831428147	-0.06850432991900922	weight	NA	dependency	bound	283	NA	NA	1	selection	FOC	143	nav	4_4	276	harden	0.1912709581707725
harden.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.14119626491865306	-0.04746141570382518	weight	NA	dependency	bound	283	NA	NA	1	selection	FOC	283	all	4_4	276	harden	0.17759886239602812
harden.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	0.18016311096296572	-0.062039293569577506	weight	NA	dependency	bound	527	NA	NA	1	no	5000	5000	nav	4_4	276	harden	0.20000768430534063
harden.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	-0.1084157491785922	0.3170943592172152	weight	NA	dependency	bound	527	NA	NA	1	no	5000	5000	all	4_4	276	harden	0.25417634253589994
harden.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	0.14228814013143895	-0.07644362386878965	weight	NA	dependency	bound	527	NA	NA	1	no	FOC	271	nav	4_4	276	harden	0.20911871766305498
harden.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	0.14967941211140362	-0.06002095929254388	weight	NA	dependency	bound	527	NA	NA	1	no	FOC	527	all	4_4	276	harden	0.20225955136228999
