_model	minimum_contextwords	part_of_speech	sent_bound	socc_corpus	socc_length	socc_length_num	socc_window	token_window	tokens	type	weighting	stress
church_nocomp.5_5.nvjid.ppmi.nobound.c.10_10.focc.2	2	nvjid	False	c	focc	4276	10_10	5_5	226	church_nocomp	ppmi	0.24203218696608683
church_nocomp.5_5.nvjid.ppmi.nobound.c.10_10.focc.3	3	nvjid	False	c	focc	4276	10_10	5_5	201	church_nocomp	ppmi	0.23488837199372511
church_nocomp.10_10.nvjid.ppmi.nobound.c.10_10.5000.2	2	nvjid	False	c	5000	4276	10_10	10_10	246	church_nocomp	ppmi	0.23877975119977676
church_nocomp.10_10.nvjid.ppmi.nobound.c.10_10.5000.3	3	nvjid	False	c	5000	4276	10_10	10_10	243	church_nocomp	ppmi	0.23577667633507945
church_nocomp.10_10.nvjid.ppmi.nobound.c.10_10.10000.2	2	nvjid	False	c	10000	4276	10_10	10_10	246	church_nocomp	ppmi	0.2369078486208421
church_nocomp.10_10.nvjid.ppmi.nobound.c.10_10.10000.3	3	nvjid	False	c	10000	4276	10_10	10_10	243	church_nocomp	ppmi	0.23594238908947773
church_nocomp.10_10.nvjid.ppmi.nobound.c.10_10.focc.2	2	nvjid	False	c	focc	4276	10_10	10_10	246	church_nocomp	ppmi	0.2357012871225434
church_nocomp.10_10.nvjid.ppmi.nobound.c.10_10.focc.3	3	nvjid	False	c	focc	4276	10_10	10_10	243	church_nocomp	ppmi	0.23473266594545997
church_nocomp.5_5.nvjid.noweight.nobound.c.10_10.5000.2	2	nvjid	False	c	5000	5000	10_10	5_5	249	church_nocomp	noweight	0.19602667364211385
church_nocomp.5_5.nvjid.noweight.nobound.c.10_10.5000.3	3	nvjid	False	c	5000	5000	10_10	5_5	245	church_nocomp	noweight	0.20865771548866274
church_nocomp.5_5.nvjid.noweight.nobound.c.10_10.10000.2	2	nvjid	False	c	10000	10000	10_10	5_5	249	church_nocomp	noweight	0.2098266016715152
church_nocomp.5_5.nvjid.noweight.nobound.c.10_10.10000.3	3	nvjid	False	c	10000	10000	10_10	5_5	245	church_nocomp	noweight	0.21979311984972233
church_nocomp.5_5.nvjid.noweight.nobound.c.10_10.focc.2	2	nvjid	False	c	focc	24583	10_10	5_5	249	church_nocomp	noweight	0.22867534135141324
church_nocomp.5_5.nvjid.noweight.nobound.c.10_10.focc.3	3	nvjid	False	c	focc	24583	10_10	5_5	245	church_nocomp	noweight	0.23424376448155218
church_nocomp.10_10.nvjid.noweight.nobound.c.10_10.5000.2	2	nvjid	False	c	5000	5000	10_10	10_10	249	church_nocomp	noweight	0.20402898987771675
church_nocomp.10_10.nvjid.noweight.nobound.c.10_10.5000.3	3	nvjid	False	c	5000	5000	10_10	10_10	249	church_nocomp	noweight	0.20288443352260746
church_nocomp.10_10.nvjid.noweight.nobound.c.10_10.10000.2	2	nvjid	False	c	10000	10000	10_10	10_10	249	church_nocomp	noweight	0.21184804697289536
church_nocomp.10_10.nvjid.noweight.nobound.c.10_10.10000.3	3	nvjid	False	c	10000	10000	10_10	10_10	249	church_nocomp	noweight	0.21069230864473285
church_nocomp.10_10.nvjid.noweight.nobound.c.10_10.focc.2	2	nvjid	False	c	focc	24583	10_10	10_10	249	church_nocomp	noweight	0.22853439632132502
church_nocomp.10_10.nvjid.noweight.nobound.c.10_10.focc.3	3	nvjid	False	c	focc	24583	10_10	10_10	249	church_nocomp	noweight	0.22853439632132502
church_nocomp.5_5.none.ppmi.nobound.c.10_10.5000.2	2	none	False	c	5000	4699	10_10	5_5	239	church_nocomp	ppmi	0.24091294063403845
church_nocomp.5_5.none.ppmi.nobound.c.10_10.5000.3	3	none	False	c	5000	4699	10_10	5_5	216	church_nocomp	ppmi	0.2370335841940855
church_nocomp.5_5.none.ppmi.nobound.c.10_10.10000.2	2	none	False	c	10000	4699	10_10	5_5	239	church_nocomp	ppmi	0.24102803933001177
church_nocomp.5_5.none.ppmi.nobound.c.10_10.10000.3	3	none	False	c	10000	4699	10_10	5_5	216	church_nocomp	ppmi	0.2380173824824694
church_nocomp.5_5.none.ppmi.nobound.c.10_10.focc.2	2	none	False	c	focc	4699	10_10	5_5	239	church_nocomp	ppmi	0.24168310295629006
church_nocomp.5_5.none.ppmi.nobound.c.10_10.focc.3	3	none	False	c	focc	4699	10_10	5_5	216	church_nocomp	ppmi	0.23814825106555387
church_nocomp.10_10.none.ppmi.nobound.c.10_10.5000.2	2	none	False	c	5000	4699	10_10	10_10	248	church_nocomp	ppmi	0.23605116718955033
church_nocomp.10_10.none.ppmi.nobound.c.10_10.5000.3	3	none	False	c	5000	4699	10_10	10_10	247	church_nocomp	ppmi	0.23958251413831677
church_nocomp.10_10.none.ppmi.nobound.c.10_10.10000.2	2	none	False	c	10000	4699	10_10	10_10	248	church_nocomp	ppmi	0.23889322327195478
church_nocomp.10_10.none.ppmi.nobound.c.10_10.10000.3	3	none	False	c	10000	4699	10_10	10_10	247	church_nocomp	ppmi	0.2362618375758375
church_nocomp.10_10.none.ppmi.nobound.c.10_10.focc.2	2	none	False	c	focc	4699	10_10	10_10	248	church_nocomp	ppmi	0.23739674519659576
church_nocomp.10_10.none.ppmi.nobound.c.10_10.focc.3	3	none	False	c	focc	4699	10_10	10_10	247	church_nocomp	ppmi	0.236411938233333
church_nocomp.5_5.none.noweight.nobound.c.10_10.5000.2	2	none	False	c	5000	5000	10_10	5_5	249	church_nocomp	noweight	0.20832527942419646
church_nocomp.5_5.none.noweight.nobound.c.10_10.5000.3	3	none	False	c	5000	5000	10_10	5_5	249	church_nocomp	noweight	0.20834754779974668
church_nocomp.5_5.none.noweight.nobound.c.10_10.10000.2	2	none	False	c	10000	10000	10_10	5_5	249	church_nocomp	noweight	0.21766992929326218
church_nocomp.5_5.none.noweight.nobound.c.10_10.10000.3	3	none	False	c	10000	10000	10_10	5_5	249	church_nocomp	noweight	0.21765130434208288
church_nocomp.5_5.none.noweight.nobound.c.10_10.focc.2	2	none	False	c	focc	27085	10_10	5_5	249	church_nocomp	noweight	0.23252273870707124
church_nocomp.5_5.none.noweight.nobound.c.10_10.focc.3	3	none	False	c	focc	27085	10_10	5_5	249	church_nocomp	noweight	0.23252273870707124
church_nocomp.10_10.none.noweight.nobound.c.10_10.5000.2	2	none	False	c	5000	5000	10_10	10_10	249	church_nocomp	noweight	0.1884381189943604
church_nocomp.10_10.none.noweight.nobound.c.10_10.5000.3	3	none	False	c	5000	5000	10_10	10_10	249	church_nocomp	noweight	0.18862451324628426
church_nocomp.10_10.none.noweight.nobound.c.10_10.10000.2	2	none	False	c	10000	10000	10_10	10_10	249	church_nocomp	noweight	0.20177482934390112
church_nocomp.10_10.none.noweight.nobound.c.10_10.10000.3	3	none	False	c	10000	10000	10_10	10_10	249	church_nocomp	noweight	0.20177482934390112
church_nocomp.10_10.none.noweight.nobound.c.10_10.focc.2	2	none	False	c	focc	27085	10_10	10_10	249	church_nocomp	noweight	0.22154484024570809
church_nocomp.10_10.none.noweight.nobound.c.10_10.focc.3	3	none	False	c	focc	27085	10_10	10_10	249	church_nocomp	noweight	0.22154484024570809
church_nocomp.5_5.nvj.ppmi.nobound.s.10_10.5000.2	2	nvj	False	s	5000	1296	10_10	5_5	229	church_nocomp	ppmi	0.3055915669113942
church_nocomp.5_5.nvj.ppmi.nobound.s.10_10.5000.3	3	nvj	False	s	5000	1296	10_10	5_5	188	church_nocomp	ppmi	0.29398871933220316
church_nocomp.5_5.nvj.ppmi.nobound.s.10_10.10000.2	2	nvj	False	s	10000	1296	10_10	5_5	229	church_nocomp	ppmi	0.305808914596739
church_nocomp.5_5.nvj.ppmi.nobound.s.10_10.10000.3	3	nvj	False	s	10000	1296	10_10	5_5	188	church_nocomp	ppmi	0.2943845939266635
church_nocomp.5_5.nvj.ppmi.nobound.s.10_10.focc.2	2	nvj	False	s	focc	1296	10_10	5_5	229	church_nocomp	ppmi	0.30484285698183683
church_nocomp.5_5.nvj.ppmi.nobound.s.10_10.focc.3	3	nvj	False	s	focc	1296	10_10	5_5	188	church_nocomp	ppmi	0.29660370241818695
church_nocomp.10_10.nvj.ppmi.nobound.s.10_10.5000.2	2	nvj	False	s	5000	1296	10_10	10_10	249	church_nocomp	ppmi	0.27692391976844
church_nocomp.10_10.nvj.ppmi.nobound.s.10_10.5000.3	3	nvj	False	s	5000	1296	10_10	10_10	247	church_nocomp	ppmi	0.2788343781590199
church_nocomp.10_10.nvj.ppmi.nobound.s.10_10.10000.2	2	nvj	False	s	10000	1296	10_10	10_10	249	church_nocomp	ppmi	0.27633131114756876
church_nocomp.10_10.nvj.ppmi.nobound.s.10_10.10000.3	3	nvj	False	s	10000	1296	10_10	10_10	247	church_nocomp	ppmi	0.2789160371990849
church_nocomp.10_10.nvj.ppmi.nobound.s.10_10.focc.2	2	nvj	False	s	focc	1296	10_10	10_10	249	church_nocomp	ppmi	0.2763970093230277
church_nocomp.10_10.nvj.ppmi.nobound.s.10_10.focc.3	3	nvj	False	s	focc	1296	10_10	10_10	247	church_nocomp	ppmi	0.27879091931345923
church_nocomp.5_5.nvj.noweight.nobound.s.10_10.5000.2	2	nvj	False	s	5000	5000	10_10	5_5	246	church_nocomp	noweight	0.2515745760862926
church_nocomp.5_5.nvj.noweight.nobound.s.10_10.5000.3	3	nvj	False	s	5000	5000	10_10	5_5	229	church_nocomp	noweight	0.2517283173013015
church_nocomp.5_5.nvj.noweight.nobound.s.10_10.10000.2	2	nvj	False	s	10000	10000	10_10	5_5	246	church_nocomp	noweight	0.24944031098551842
church_nocomp.5_5.nvj.noweight.nobound.s.10_10.10000.3	3	nvj	False	s	10000	10000	10_10	5_5	229	church_nocomp	noweight	0.2512767458273187
church_nocomp.5_5.nvj.noweight.nobound.s.10_10.focc.2	2	nvj	False	s	focc	31447	10_10	5_5	246	church_nocomp	noweight	0.24606686651459733
church_nocomp.5_5.nvj.noweight.nobound.s.10_10.focc.3	3	nvj	False	s	focc	31447	10_10	5_5	229	church_nocomp	noweight	0.24494753139875916
church_nocomp.10_10.nvj.noweight.nobound.s.10_10.5000.2	2	nvj	False	s	5000	5000	10_10	10_10	249	church_nocomp	noweight	0.2491031301621561
church_nocomp.10_10.nvj.noweight.nobound.s.10_10.5000.3	3	nvj	False	s	5000	5000	10_10	10_10	249	church_nocomp	noweight	0.25024066673007606
church_nocomp.10_10.nvj.noweight.nobound.s.10_10.10000.2	2	nvj	False	s	10000	10000	10_10	10_10	249	church_nocomp	noweight	0.25410298066238585
church_nocomp.10_10.nvj.noweight.nobound.s.10_10.10000.3	3	nvj	False	s	10000	10000	10_10	10_10	249	church_nocomp	noweight	0.25632363313732925
church_nocomp.10_10.nvj.noweight.nobound.s.10_10.focc.2	2	nvj	False	s	focc	31447	10_10	10_10	249	church_nocomp	noweight	0.25496200020301124
