cw_index	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co	ann_2	ann_1	ann_3	ann_4	votes
heet/adj/de_standaard_20021214_01_2/623/L2	heet/adj/de_standaard_20021214_01_2/623	L2	de	det	de/det	de	True	L	3	0.14649855	28074105	13172	FALSE	FALSE	TRUE	FALSE	1
heet/adj/de_standaard_20021214_01_2/623/L3	heet/adj/de_standaard_20021214_01_2/623	L3	van	prep	van/prep	van	True	L	4	-0.10328236	12638933	4621	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/L4	heet/adj/de_standaard_20021214_01_2/623	L4	beetje	noun	beetje/noun	beetje	True	L	5	0.5458722	91319	64	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/L5	heet/adj/de_standaard_20021214_01_2/623	L5	klein	adj	klein/adj	kleine	True	L	6	0.24879020000000002	228937	119	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/L6	heet/adj/de_standaard_20021214_01_2/623	L6	een	det	een/det	een	True	L	7	0.21254325	11075723	5562	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/L7	heet/adj/de_standaard_20021214_01_2/623	L7	maar	adv	maar/adv	maar	True	L	8	-0.09404338	480969	178	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/L8	heet/adj/de_standaard_20021214_01_2/623	L8	neem	verb	neem/verb	neem	True	L	9	-0.16778576	312837	107	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/L9	heet/adj/de_standaard_20021214_01_2/623	L9	ik	pron	ik/pron	Ik	True	L	10	-0.33686915	2577275	749	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/L10	heet/adj/de_standaard_20021214_01_2/623	L10	sentence_delimiter	none	none	<sentence>	none	L	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/L11	heet/adj/de_standaard_20021214_01_2/623	L11	sentence_delimiter	none	none	</sentence>	none	L	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/L12	heet/adj/de_standaard_20021214_01_2/623	L12	.	punct	./punct	.	False	L	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/L13	heet/adj/de_standaard_20021214_01_2/623	L13	ben	verb	ben/verb	is	False	L	14	0.16841711	9938754	4769	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/L14	heet/adj/de_standaard_20021214_01_2/623	L14	kleur	noun	kleur/noun	kleur	False	L	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/L15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/R0	heet/adj/de_standaard_20021214_01_2/623	R0	peper	noun	peper/noun	pepers	True	R	1	4.0252004	4876	111	TRUE	TRUE	TRUE	FALSE	3
heet/adj/de_standaard_20021214_01_2/623/R1	heet/adj/de_standaard_20021214_01_2/623	R1	;	punct	;/punct	;	True	R	2	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/R2	heet/adj/de_standaard_20021214_01_2/623	R2	meer	adj	meer/adj	meer	True	R	3	-0.14303689	444374	156	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/R3	heet/adj/de_standaard_20021214_01_2/623	R3	ben	verb	ben/verb	is	True	R	4	0.16841711	9938754	4769	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/R4	heet/adj/de_standaard_20021214_01_2/623	R4	niet	adv	niet/adv	niet	True	R	5	0.044620637000000005	3455007	1466	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/R5	heet/adj/de_standaard_20021214_01_2/623	R5	nodig	adj	nodig/adj	nodig	True	R	6	-0.096959054	168407	62	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/R6	heet/adj/de_standaard_20021214_01_2/623	R6	,	punct	,/punct	,	True	R	7	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/R7	heet/adj/de_standaard_20021214_01_2/623	R7	aan	prep	aan/prep	aan	True	R	8	-0.31145388	2153601	640	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/R8	heet/adj/de_standaard_20021214_01_2/623	R8	smaak	noun	smaak/noun	smaak	True	R	9	1.7061043000000002	20123	45	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/R9	heet/adj/de_standaard_20021214_01_2/623	R9	kom_tekort	verb	kom_tekort/verb	komt	True	R	10	-0.83406866	5684	1	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/R10	heet/adj/de_standaard_20021214_01_2/623	R10	deze	det	deze/det	deze	True	R	11	-0.014337803999999999	719674	288	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/R11	heet/adj/de_standaard_20021214_01_2/623	R11	tagine	noun	tagine/noun	tagine	True	R	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/R12	heet/adj/de_standaard_20021214_01_2/623	R12	sowieso	adv	sowieso/adv	sowieso	True	R	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/R13	heet/adj/de_standaard_20021214_01_2/623	R13	niets	noun	niets/noun	niets	True	R	14	-0.12869304	210486	75	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/R14	heet/adj/de_standaard_20021214_01_2/623	R14	te	part	te/part	te	True	R	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20021214_01_2/623/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/L0	heet/adj/de_standaard_20030110_01_26/600	L0	""""	punct	"""/punct"	""""	True	L	1	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/L1	heet/adj/de_standaard_20030110_01_26/600	L1	bepaald	adj	bepaald/adj	bepaalde	True	L	2	-0.69235784	58714	12	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/L2	heet/adj/de_standaard_20030110_01_26/600	L2	in	prep	in/prep	in	True	L	3	0.24172923	9492181	4889	FALSE	FALSE	TRUE	FALSE	1
heet/adj/de_standaard_20030110_01_26/600/L3	heet/adj/de_standaard_20030110_01_26/600	L3	patrouilleer	verb	patrouilleer/verb	patrouilleren	True	L	4	0.88708276	2053	2	FALSE	FALSE	TRUE	FALSE	1
heet/adj/de_standaard_20030110_01_26/600/L4	heet/adj/de_standaard_20030110_01_26/600	L4	soldaat	noun	soldaat/noun	soldaten	True	L	5	-0.6184208999999999	27548	6	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/L5	heet/adj/de_standaard_20030110_01_26/600	L5	al	adv	al/adv	al	True	L	6	-0.01336999	1066466	428	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/L6	heet/adj/de_standaard_20030110_01_26/600	L6	zie	verb	zie/verb	zag	True	L	7	-0.674559	555838	115	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/L7	heet/adj/de_standaard_20030110_01_26/600	L7	Ducarme	noun	Ducarme/noun	Ducarme	True	L	8	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/L8	heet/adj/de_standaard_20030110_01_26/600	L8	sentence_delimiter	none	none	<sentence>	none	L	9	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/L9	heet/adj/de_standaard_20030110_01_26/600	L9	sentence_delimiter	none	none	</sentence>	none	L	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/L10	heet/adj/de_standaard_20030110_01_26/600	L10	.	punct	./punct	.	False	L	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/L11	heet/adj/de_standaard_20030110_01_26/600	L11	Flahaut	noun	Flahaut/noun	Flahaut	False	L	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/L12	heet/adj/de_standaard_20030110_01_26/600	L12	van	prep	van/prep	van	False	L	13	-0.10328236	12638933	4621	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/L13	heet/adj/de_standaard_20030110_01_26/600	L13	voorstel	noun	voorstel/noun	voorstel	False	L	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/L14	heet/adj/de_standaard_20030110_01_26/600	L14	oorspronkelijk	adj	oorspronkelijk/adj	oorspronkelijke	False	L	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/L15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/R0	heet/adj/de_standaard_20030110_01_26/600	R0	wijk	noun	wijk/noun	wijken	True	R	1	-0.08362084	34911	13	TRUE	TRUE	FALSE	FALSE	2
heet/adj/de_standaard_20030110_01_26/600/R1	heet/adj/de_standaard_20030110_01_26/600	R1	""""	punct	"""/punct"	""""	True	R	2	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/R2	heet/adj/de_standaard_20030110_01_26/600	R2	,	punct	,/punct	,	True	R	3	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/R3	heet/adj/de_standaard_20030110_01_26/600	R3	wat	pron	wat/pron	wat	True	R	4	0.06290877	598351	259	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/R4	heet/adj/de_standaard_20030110_01_26/600	R4	hem	pron	hem/pron	hem	True	R	5	0.1391733	455207	213	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/R5	heet/adj/de_standaard_20030110_01_26/600	R5	op	prep	op/prep	op	True	R	6	0.07248061	4502370	1959	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/R6	heet/adj/de_standaard_20030110_01_26/600	R6	een	det	een/det	een	True	R	7	0.21254325	11075723	5562	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/R7	heet/adj/de_standaard_20030110_01_26/600	R7	scherp	adj	scherp/adj	scherpe	True	R	8	0.6354579	28724	22	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/R8	heet/adj/de_standaard_20030110_01_26/600	R8	reactie	noun	reactie/noun	reactie	True	R	9	-0.5899268	49051	11	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/R9	heet/adj/de_standaard_20030110_01_26/600	R9	kom	verb	kom/verb	kwam	True	R	10	-0.11598334	973909	352	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/R10	heet/adj/de_standaard_20030110_01_26/600	R10	te	comp	te/comp	te	True	R	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/R11	heet/adj/de_standaard_20030110_01_26/600	R11	sta	verb	sta/verb	staan	True	R	12	0.38985783	655795	393	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/R12	heet/adj/de_standaard_20030110_01_26/600	R12	van	prep	van/prep	van	True	R	13	-0.10328236	12638933	4621	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/R13	heet/adj/de_standaard_20030110_01_26/600	R13	de	det	de/det	de	True	R	14	0.14649855	28074105	13172	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/R14	heet/adj/de_standaard_20030110_01_26/600	R14	PS	name	PS/name	PS	True	R	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20030110_01_26/600/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/L0	heet/adj/de_standaard_20000205_01_24/104	L0	alle	det	alle/det	alle	True	L	1	-0.3156334	422543	125	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/L1	heet/adj/de_standaard_20000205_01_24/104	L1	gemeenteraad_verkiezing	noun	gemeenteraad_verkiezing/noun	gemeenteraadsverkiezingen	True	L	2	0.09285895	6768	3	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/L2	heet/adj/de_standaard_20000205_01_24/104	L2	naar	prep	naar/prep	naar	True	L	3	-0.030210095	1512452	594	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/L3	heet/adj/de_standaard_20000205_01_24/104	L3	aanloop	prep	aanloop/prep	aanloop	True	L	4	0.051976312000000004	4688	2	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/L4	heet/adj/de_standaard_20000205_01_24/104	L4	de	prep	de/prep	de	True	L	5	-0.24973506	41076	13	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/L5	heet/adj/de_standaard_20000205_01_24/104	L5	in	prep	in/prep	in	True	L	6	0.24172923	9492181	4889	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/L6	heet/adj/de_standaard_20000205_01_24/104	L6	men	pron	men/pron	men	True	L	7	0.24868076	166196	87	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/L7	heet/adj/de_standaard_20000205_01_24/104	L7	wanneer	comp	wanneer/comp	wanneer	True	L	8	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/L8	heet/adj/de_standaard_20000205_01_24/104	L8	ontsta	verb	ontsta/verb	ontstaat	True	L	9	0.67979264	72241	58	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/L9	heet/adj/de_standaard_20000205_01_24/104	L9	dat	pron	dat/pron	dat	True	L	10	-0.014466803	552171	222	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/L10	heet/adj/de_standaard_20000205_01_24/104	L10	vul	verb	vul/verb	vullen	True	L	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/L11	heet/adj/de_standaard_20000205_01_24/104	L11	vacuüm	noun	vacuüm/noun	vacuüm	True	L	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/L12	heet/adj/de_standaard_20000205_01_24/104	L12	het	det	het/det	het	True	L	13	0.21922335	11650779	5881	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/L13	heet/adj/de_standaard_20000205_01_24/104	L13	help	verb	help/verb	hielp	True	L	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/L14	heet/adj/de_standaard_20000205_01_24/104	L14	dat	det	dat/det	Dat	True	L	15	-0.13504757	1849436	658	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/L15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/R0	heet/adj/de_standaard_20000205_01_24/104	R0	hang_ijzer	noun	hang_ijzer/noun	hangijzers	True	R	1	7.7424603	845	789	TRUE	TRUE	TRUE	FALSE	3
heet/adj/de_standaard_20000205_01_24/104/R1	heet/adj/de_standaard_20000205_01_24/104	R1	doe	verb	doe/verb	doet	True	R	2	-0.20830019	731956	241	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/R2	heet/adj/de_standaard_20000205_01_24/104	R2	evacueer	verb	evacueer/verb	evacueren	True	R	3	1.3272048	3308	5	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/R3	heet/adj/de_standaard_20000205_01_24/104	R3	.	punct	./punct	.	True	R	4	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/R4	heet/adj/de_standaard_20000205_01_24/104	R4	sentence_delimiter	none	none	</sentence>	none	R	5	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/R5	heet/adj/de_standaard_20000205_01_24/104	R5	sentence_delimiter	none	none	<sentence>	none	R	6	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/R6	heet/adj/de_standaard_20000205_01_24/104	R6	de	det	de/det	De	False	R	7	0.14649855	28074105	13172	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/R7	heet/adj/de_standaard_20000205_01_24/104	R7	concreet	adj	concreet/adj	concrete	False	R	8	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/R8	heet/adj/de_standaard_20000205_01_24/104	R8	gevolg	noun	gevolg/noun	gevolgen	False	R	9	0.06204135	83213	36	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/R9	heet/adj/de_standaard_20000205_01_24/104	R9	beperk	verb	beperk/verb	beperken	False	R	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/R10	heet/adj/de_standaard_20000205_01_24/104	R10	zich	pron	zich/pron	zich	False	R	11	-0.07151037	1097010	415	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/R11	heet/adj/de_standaard_20000205_01_24/104	R11	voorlopig	adj	voorlopig/adj	voorlopig	False	R	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/R12	heet/adj/de_standaard_20000205_01_24/104	R12	tot	prep	tot/prep	tot	False	R	13	-0.21989644	1139189	371	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/R13	heet/adj/de_standaard_20000205_01_24/104	R13	de	det	de/det	de	False	R	14	0.14649855	28074105	13172	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/R14	heet/adj/de_standaard_20000205_01_24/104	R14	geannuleerd	adj	geannuleerd/adj	geannuleerde	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000205_01_24/104/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/L0	heet/adj/de_standaard_20000303_01_68/149	L0	""""	punct	"""/punct"	""""	True	L	1	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/L1	heet/adj/de_standaard_20000303_01_68/149	L1	de	det	de/det	de	True	L	2	0.14649855	28074105	13172	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/L2	heet/adj/de_standaard_20000303_01_68/149	L2	in	prep	in/prep	in	True	L	3	0.24172923	9492181	4889	FALSE	FALSE	TRUE	FALSE	1
heet/adj/de_standaard_20000303_01_68/149/L3	heet/adj/de_standaard_20000303_01_68/149	L3	beleg	verb	beleg/verb	belegd	True	L	4	-0.37043400000000004	10779	3	FALSE	FALSE	TRUE	FALSE	1
heet/adj/de_standaard_20000303_01_68/149/L4	heet/adj/de_standaard_20000303_01_68/149	L4	Robeco	name	Robeco/name	Robeco	True	L	5	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/L5	heet/adj/de_standaard_20000303_01_68/149	L5	van	prep	van/prep	van	True	L	6	-0.10328236	12638933	4621	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/L6	heet/adj/de_standaard_20000303_01_68/149	L6	procent	noun	procent/noun	%	True	L	7	-1.3980536	480632	48	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/L7	heet/adj/de_standaard_20000303_01_68/149	L7	45	num	45/num	45	True	L	8	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/L8	heet/adj/de_standaard_20000303_01_68/149	L8	ben	verb	ben/verb	was	True	L	9	0.16841711	9938754	4769	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/L9	heet/adj/de_standaard_20000303_01_68/149	L9	1999	noun	1999/noun	1999	True	L	10	-0.8219016	56174	10	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/L10	heet/adj/de_standaard_20000303_01_68/149	L10	eind	adv	eind/adv	Eind	True	L	11	-0.23021422	37201	12	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/L11	heet/adj/de_standaard_20000303_01_68/149	L11	sentence_delimiter	none	none	<sentence>	none	L	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/L12	heet/adj/de_standaard_20000303_01_68/149	L12	sentence_delimiter	none	none	</sentence>	none	L	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/L13	heet/adj/de_standaard_20000303_01_68/149	L13	.	punct	./punct	.	False	L	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/L14	heet/adj/de_standaard_20000303_01_68/149	L14	""""	punct	"""/punct"	""""	False	L	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/L15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/R0	heet/adj/de_standaard_20000303_01_68/149	R0	""""	punct	"""/punct"	""""	True	R	1	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/R1	heet/adj/de_standaard_20000303_01_68/149	R1	sector	noun	sector/noun	sectoren	True	R	2	-0.011881131999999999	37346	15	TRUE	FALSE	TRUE	FALSE	2
heet/adj/de_standaard_20000303_01_68/149/R2	heet/adj/de_standaard_20000303_01_68/149	R2	IT	noun	IT/noun	IT	True	R	3	NA	NA	NA	FALSE	FALSE	TRUE	FALSE	1
heet/adj/de_standaard_20000303_01_68/149/R3	heet/adj/de_standaard_20000303_01_68/149	R3	en	vg	en/vg	en	True	R	4	NA	NA	NA	FALSE	FALSE	TRUE	FALSE	1
heet/adj/de_standaard_20000303_01_68/149/R4	heet/adj/de_standaard_20000303_01_68/149	R4	telecom	noun	telecom/noun	telecom	True	R	5	0.97937334	939	1	FALSE	TRUE	TRUE	FALSE	2
heet/adj/de_standaard_20000303_01_68/149/R5	heet/adj/de_standaard_20000303_01_68/149	R5	.	punct	./punct	.	True	R	6	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/R6	heet/adj/de_standaard_20000303_01_68/149	R6	sentence_delimiter	none	none	</sentence>	none	R	7	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/R7	heet/adj/de_standaard_20000303_01_68/149	R7	sentence_delimiter	none	none	<sentence>	none	R	8	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/R8	heet/adj/de_standaard_20000303_01_68/149	R8	bij	prep	bij/prep	Bij	False	R	9	-0.27201220000000004	1803877	556	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/R9	heet/adj/de_standaard_20000303_01_68/149	R9	de	det	de/det	de	False	R	10	0.14649855	28074105	13172	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/R10	heet/adj/de_standaard_20000303_01_68/149	R10	MSCI	noun	MSCI/noun	MSCI	False	R	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/R11	heet/adj/de_standaard_20000303_01_68/149	R11	World_index	noun	World_index/noun	World-index	False	R	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/R12	heet/adj/de_standaard_20000303_01_68/149	R12	,	punct	,/punct	,	False	R	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/R13	heet/adj/de_standaard_20000303_01_68/149	R13	de	det	de/det	de	False	R	14	0.14649855	28074105	13172	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/R14	heet/adj/de_standaard_20000303_01_68/149	R14	referentie_index	noun	referentie_index/noun	referentie-index	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000303_01_68/149/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000425_01_86/402/L0	heet/adj/de_standaard_20000425_01_86/402	L0	een	det	een/det	een	True	L	1	0.21254325	11075723	5562	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000425_01_86/402/L1	heet/adj/de_standaard_20000425_01_86/402	L1	via	prep	via/prep	via	True	L	2	-1.0310606	172971	25	FALSE	FALSE	TRUE	FALSE	1
heet/adj/de_standaard_20000425_01_86/402/L2	heet/adj/de_standaard_20000425_01_86/402	L2	het	det	het/det	het	True	L	3	0.21922335	11650779	5881	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000425_01_86/402/L3	heet/adj/de_standaard_20000425_01_86/402	L3	om	comp	om/comp	om	True	L	4	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000425_01_86/402/L4	heet/adj/de_standaard_20000425_01_86/402	L4	verpoederen	verb	verpoederen/verb	verpoederen	True	L	5	NA	NA	NA	FALSE	FALSE	TRUE	FALSE	1
heet/adj/de_standaard_20000425_01_86/402/L5	heet/adj/de_standaard_20000425_01_86/402	L5	te	comp	te/comp	te	True	L	6	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/de_standaard_20000425_01_86/402/L6	heet/adj/de_standaard_20000425_01_86/402	L6	dan	adv	dan/adv	dan	True	L	7	0.2120909	853168	430	FALSE	FALSE	FALSE	FALSE	0
