_model	model.x	model.y	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress
hemels.foc10.nav.weight.bound.min1.soc4.nav.5000	-0.15887377094091654	-0.14145800095222832	bound	669	nav	10_10	1	weight	5000	5000	nav	4_4	232	hemels	0.25258964448092974
hemels.foc10.nav.weight.bound.min1.soc4.nav.10000	-0.1580867831457412	-0.12210045294830753	bound	669	nav	10_10	1	weight	10000	10000	nav	4_4	232	hemels	0.2548384503622063
hemels.foc10.nav.weight.bound.min1.soc4.nav.FOC	-0.15130604584590798	-0.12799329460619593	bound	669	nav	10_10	1	weight	FOC	669	nav	4_4	232	hemels	0.2571533211980139
hemels.foc10.nav.weight.bound.min1.soc10.nav.5000	-0.15797694998787362	-0.17850851780628907	bound	669	nav	10_10	1	weight	5000	5000	nav	10_10	232	hemels	0.23411300176002806
hemels.foc10.nav.weight.bound.min1.soc10.nav.10000	-0.14268530087546075	-0.14399171092057877	bound	669	nav	10_10	1	weight	10000	10000	nav	10_10	232	hemels	0.24247829343715802
hemels.foc10.nav.weight.bound.min1.soc10.nav.FOC	-0.1566468481328029	-0.15675515525169334	bound	669	nav	10_10	1	weight	FOC	669	nav	10_10	232	hemels	0.2368720370078896
hemels.foc10.nav.weight.bound.min1.soc4.all.5000	-0.1633596066235352	-0.15641878945270066	bound	669	nav	10_10	1	weight	5000	5000	all	4_4	232	hemels	0.2545861812016163
hemels.foc10.nav.weight.bound.min1.soc4.all.10000	-0.1586222587657204	-0.13601512034726368	bound	669	nav	10_10	1	weight	10000	10000	all	4_4	232	hemels	0.25799011200385974
hemels.foc10.nav.weight.bound.min1.soc4.all.FOC	-0.15130604584590812	-0.12799329460619602	bound	669	nav	10_10	1	weight	FOC	669	all	4_4	232	hemels	0.2571533211980139
hemels.foc10.nav.weight.bound.min1.soc10.all.5000	-0.15671719940871714	-0.19034329266734806	bound	669	nav	10_10	1	weight	5000	5000	all	10_10	232	hemels	0.2378335475677348
hemels.foc10.nav.weight.bound.min1.soc10.all.10000	-0.14800167289857463	-0.1624402028788048	bound	669	nav	10_10	1	weight	10000	10000	all	10_10	232	hemels	0.24129655839145087
