_id	_cws.dof.foc10.nav.weight.bound	_count.dof.foc10.nav.weight.bound	_cws.dof.foc10.nav.selection.bound	_count.dof.foc10.nav.selection.bound	_cws.dof.foc10.nav.no.bound	_count.dof.foc10.nav.no.bound	_cws.dof.foc10.all.weight.bound	_count.dof.foc10.all.weight.bound	_cws.dof.foc10.all.selection.bound	_count.dof.foc10.all.selection.bound	_cws.dof.foc10.all.no.bound	_count.dof.foc10.all.no.bound	_cws.dof.foc5.nav.weight.bound	_count.dof.foc5.nav.weight.bound	_cws.dof.foc5.nav.selection.bound	_count.dof.foc5.nav.selection.bound	_cws.dof.foc5.nav.no.bound	_count.dof.foc5.nav.no.bound	_cws.dof.foc5.all.weight.bound	_count.dof.foc5.all.weight.bound	_cws.dof.foc5.all.selection.bound	_count.dof.foc5.all.selection.bound	_cws.dof.foc5.all.no.bound	_count.dof.foc5.all.no.bound
dof/adj/volkskrant_20000921_119/202	ben/verb;bonk/verb;doordringend/adj	3	ben/verb;bonk/verb;doordringend/adj	3	ben/verb;bonk/verb;doordringend/adj	3	ben/verb;bonk/verb;doordringend/adj;het/det;te/adv	5	ben/verb;bonk/verb;doordringend/adj;het/det;te/adv	5	ben/verb;bonk/verb;doordringend/adj;het/det;te/adv	5	bonk/verb	1	bonk/verb	1	bonk/verb	1	bonk/verb;het/det;te/adv	3	bonk/verb;het/det;te/adv	3	bonk/verb;het/det;te/adv	3
dof/adj/volkskrant_20001006_139/388	breek_af/verb;uitlaat/noun	2	breek_af/verb;uitlaat/noun	2	breek_af/verb;uitlaat/noun	2	af/part;breek_af/verb;een/det;met/prep;uitlaat/noun	5	af/part;breek_af/verb;een/det;met/prep;uitlaat/noun	5	af/part;breek_af/verb;een/det;met/prep;uitlaat/noun	5	breek_af/verb;uitlaat/noun	2	breek_af/verb;uitlaat/noun	2	breek_af/verb;uitlaat/noun	2	af/part;breek_af/verb;een/det;met/prep;uitlaat/noun	5	af/part;breek_af/verb;een/det;met/prep;uitlaat/noun	5	af/part;breek_af/verb;een/det;met/prep;uitlaat/noun	5
dof/adj/volkskrant_20040227_up.artikelen-A_450/134		0		0		0		0		0		0		0		0		0		0		0		0
dof/adj/volkskrant_19991009_43/27	twintigjarige/adj;wond/noun;zie/verb	3	twintigjarige/adj;wond/noun;zie/verb	3	twintigjarige/adj;wond/noun;zie/verb	3	die/pron;twintigjarige/adj;wond/noun;zie/verb	4	die/pron;twintigjarige/adj;wond/noun;zie/verb	4	die/pron;twintigjarige/adj;wond/noun;zie/verb	4	twintigjarige/adj	1	twintigjarige/adj	1	twintigjarige/adj	1	twintigjarige/adj	1	twintigjarige/adj	1	twintigjarige/adj	1
dof/adj/volkskrant_20011026_32/171	voortreffelijk/adj	1	voortreffelijk/adj	1	voortreffelijk/adj	1	die/pron;door/prep;een/det;evenwel/adv;nog/adv;voortreffelijk/adj	6	die/pron;door/prep;een/det;evenwel/adv;nog/adv;voortreffelijk/adj	6	die/pron;door/prep;een/det;evenwel/adv;nog/adv;voortreffelijk/adj	6	voortreffelijk/adj	1	voortreffelijk/adj	1	voortreffelijk/adj	1	een/det;nog/adv;voortreffelijk/adj	3	een/det;nog/adv;voortreffelijk/adj	3	een/det;nog/adv;voortreffelijk/adj	3
dof/adj/volkskrant_20031117_34/238	ellende/noun;kraan/noun;lijk/verb;recept/noun;water/noun	5	ellende/noun;kraan/noun;lijk/verb;recept/noun;water/noun	5	ellende/noun;kraan/noun;lijk/verb;recept/noun;water/noun	5	een/det;ellende/noun;kraan/noun;lijk/verb;me/pron;recept/noun;water/noun;zonder/prep	8	een/det;ellende/noun;kraan/noun;lijk/verb;me/pron;recept/noun;water/noun;zonder/prep	8	een/det;ellende/noun;kraan/noun;lijk/verb;me/pron;recept/noun;water/noun;zonder/prep	8	ellende/noun;kraan/noun;recept/noun	3	ellende/noun;kraan/noun;recept/noun	3	ellende/noun;kraan/noun;recept/noun	3	een/det;ellende/noun;kraan/noun;recept/noun	4	een/det;ellende/noun;kraan/noun;recept/noun	4	een/det;ellende/noun;kraan/noun;recept/noun	4
dof/adj/volkskrant_20000804_83/549	ellende/noun;ga_schuil/verb;heroïsch/adj;verhaal/noun;voorstelling/noun	5	ellende/noun;ga_schuil/verb;heroïsch/adj;verhaal/noun;voorstelling/noun	5	ellende/noun;ga_schuil/verb;heroïsch/adj;verhaal/noun;voorstelling/noun	5	achter/prep;die/pron;een/det;ellende/noun;ga_schuil/verb;heroïsch/adj;het/det;je/pron;verhaal/noun;voorstelling/noun	10	achter/prep;die/pron;een/det;ellende/noun;ga_schuil/verb;heroïsch/adj;het/det;je/pron;verhaal/noun;voorstelling/noun	10	achter/prep;die/pron;een/det;ellende/noun;ga_schuil/verb;heroïsch/adj;het/det;je/pron;verhaal/noun;voorstelling/noun	10	ellende/noun;ga_schuil/verb;voorstelling/noun	3	ellende/noun;ga_schuil/verb;voorstelling/noun	3	ellende/noun;ga_schuil/verb;voorstelling/noun	3	achter/prep;die/pron;ellende/noun;ga_schuil/verb;het/det;voorstelling/noun	6	achter/prep;die/pron;ellende/noun;ga_schuil/verb;het/det;voorstelling/noun	6	achter/prep;die/pron;ellende/noun;ga_schuil/verb;het/det;voorstelling/noun	6
dof/adj/volkskrant_20030416_46/27	baas/noun;ben/verb;dreun/noun;klink/verb;kras/adj	5	baas/noun;ben/verb;dreun/noun;klink/verb;kras/adj	5	baas/noun;ben/verb;dreun/noun;klink/verb;kras/adj	5	baas/noun;ben/verb;dreun/noun;een/det;er/adv;klink/verb;kras/adj;opeens/adv;thuis/adv	9	baas/noun;ben/verb;dreun/noun;een/det;er/adv;klink/verb;kras/adj;opeens/adv;thuis/adv	9	baas/noun;ben/verb;dreun/noun;een/det;er/adv;klink/verb;kras/adj;opeens/adv;thuis/adv	9	dreun/noun;klink/verb	2	dreun/noun;klink/verb	2	dreun/noun;klink/verb	2	dreun/noun;een/det;er/adv;klink/verb;opeens/adv	5	dreun/noun;een/det;er/adv;klink/verb;opeens/adv	5	dreun/noun;een/det;er/adv;klink/verb;opeens/adv	5
dof/adj/volkskrant_20031107_110/166	alleen/adj;bodem/noun;helderheid/noun;spreek/verb;veranderlijk/adj	5	alleen/adj;bodem/noun;helderheid/noun;spreek/verb;veranderlijk/adj	5	alleen/adj;bodem/noun;helderheid/noun;spreek/verb;veranderlijk/adj	5	alleen/adj;bodem/noun;die/pron;een/det;helderheid/noun;het/det;nog/adv;op/prep;spreek/verb;veranderlijk/adj	10	alleen/adj;bodem/noun;die/pron;een/det;helderheid/noun;het/det;nog/adv;op/prep;spreek/verb;veranderlijk/adj	10	alleen/adj;bodem/noun;die/pron;een/det;helderheid/noun;het/det;nog/adv;op/prep;spreek/verb;veranderlijk/adj	10	alleen/adj;helderheid/noun;spreek/verb;veranderlijk/adj	4	alleen/adj;helderheid/noun;spreek/verb;veranderlijk/adj	4	alleen/adj;helderheid/noun;spreek/verb;veranderlijk/adj	4	alleen/adj;die/pron;een/det;helderheid/noun;spreek/verb;veranderlijk/adj	6	alleen/adj;die/pron;een/det;helderheid/noun;spreek/verb;veranderlijk/adj	6	alleen/adj;die/pron;een/det;helderheid/noun;spreek/verb;veranderlijk/adj	6
dof/adj/volkskrant_20040612_146/353	glans/noun;kroonjuweel/noun	2	glans/noun;kroonjuweel/noun	2	glans/noun;kroonjuweel/noun	2	een/det;glans/noun;het/det;kroonjuweel/noun	4	een/det;glans/noun;het/det;kroonjuweel/noun	4	een/det;glans/noun;het/det;kroonjuweel/noun	4	glans/noun	1	glans/noun	1	glans/noun	1	een/det;glans/noun	2	een/det;glans/noun	2	een/det;glans/noun	2
dof/adj/volkskrant_20000506_135/200	ben/verb;bol/noun;pijler/noun;roest/verb;rubber/noun;vuil/adj	6	ben/verb;bol/noun;pijler/noun;roest/verb;rubber/noun;vuil/adj	6	ben/verb;bol/noun;pijler/noun;roest/verb;rubber/noun;vuil/adj	6	ben/verb;bol/noun;het/det;pijler/noun;roest/verb;rubber/noun;vuil/adj	7	ben/verb;bol/noun;het/det;pijler/noun;roest/verb;rubber/noun;vuil/adj	7	ben/verb;bol/noun;het/det;pijler/noun;roest/verb;rubber/noun;vuil/adj	7	ben/verb;bol/noun;pijler/noun;vuil/adj	4	ben/verb;bol/noun;pijler/noun;vuil/adj	4	ben/verb;bol/noun;pijler/noun;vuil/adj	4	ben/verb;bol/noun;pijler/noun;vuil/adj	4	ben/verb;bol/noun;pijler/noun;vuil/adj	4	ben/verb;bol/noun;pijler/noun;vuil/adj	4
dof/adj/volkskrant_20010929_62/174	ben/verb;ongekend/adj;wild/adj	3	ben/verb;ongekend/adj;wild/adj	3	ben/verb;ongekend/adj;wild/adj	3	ben/verb;ongekend/adj;wild/adj	3	ben/verb;ongekend/adj;wild/adj	3	ben/verb;ongekend/adj;wild/adj	3	ongekend/adj	1	ongekend/adj	1	ongekend/adj	1	ongekend/adj	1	ongekend/adj	1	ongekend/adj	1
dof/adj/volkskrant_20000904_69/209	blik/noun;doods/adj;herhaling/noun;naakt/adj;vlees/noun	5	blik/noun;doods/adj;herhaling/noun;naakt/adj;vlees/noun	5	blik/noun;doods/adj;herhaling/noun;naakt/adj;vlees/noun	5	blik/noun;doods/adj;herhaling/noun;naakt/adj;vlees/noun	5	blik/noun;doods/adj;herhaling/noun;naakt/adj;vlees/noun	5	blik/noun;doods/adj;herhaling/noun;naakt/adj;vlees/noun	5	blik/noun;doods/adj;herhaling/noun;naakt/adj;vlees/noun	5	blik/noun;doods/adj;herhaling/noun;naakt/adj;vlees/noun	5	blik/noun;doods/adj;herhaling/noun;naakt/adj;vlees/noun	5	blik/noun;doods/adj;herhaling/noun;naakt/adj;vlees/noun	5	blik/noun;doods/adj;herhaling/noun;naakt/adj;vlees/noun	5	blik/noun;doods/adj;herhaling/noun;naakt/adj;vlees/noun	5
dof/adj/volkskrant_20010928_93/1163	klap/noun;lach/noun;raak_kwijt/verb;schiet/verb;tel/noun	5	klap/noun;lach/noun;raak_kwijt/verb;schiet/verb;tel/noun	5	klap/noun;lach/noun;raak_kwijt/verb;schiet/verb;tel/noun	5	dat/pron;je/pron;klap/noun;lach/noun;raak_kwijt/verb;schiet/verb;tel/noun	7	dat/pron;je/pron;klap/noun;lach/noun;raak_kwijt/verb;schiet/verb;tel/noun	7	dat/pron;je/pron;klap/noun;lach/noun;raak_kwijt/verb;schiet/verb;tel/noun	7	klap/noun;lach/noun;raak_kwijt/verb;schiet/verb	4	klap/noun;lach/noun;raak_kwijt/verb;schiet/verb	4	klap/noun;lach/noun;raak_kwijt/verb;schiet/verb	4	klap/noun;lach/noun;raak_kwijt/verb;schiet/verb	4	klap/noun;lach/noun;raak_kwijt/verb;schiet/verb	4	klap/noun;lach/noun;raak_kwijt/verb;schiet/verb	4
dof/adj/volkskrant_19991002_176/230	ben/verb;dreun/verb;toon/noun;verte/noun	4	ben/verb;dreun/verb;toon/noun;verte/noun	4	ben/verb;dreun/verb;toon/noun;verte/noun	4	ben/verb;dreun/verb;een/det;het/det;toon/noun;verte/noun	6	ben/verb;dreun/verb;een/det;het/det;toon/noun;verte/noun	6	ben/verb;dreun/verb;een/det;het/det;toon/noun;verte/noun	6	dreun/verb;toon/noun;verte/noun	3	dreun/verb;toon/noun;verte/noun	3	dreun/verb;toon/noun;verte/noun	3	dreun/verb;een/det;toon/noun;verte/noun	4	dreun/verb;een/det;toon/noun;verte/noun	4	dreun/verb;een/det;toon/noun;verte/noun	4
dof/adj/volkskrant_19990924_85/657	onaanzienlijk/adj;oog/noun;word/verb;zelfmedelijden/noun	4	onaanzienlijk/adj;oog/noun;word/verb;zelfmedelijden/noun	4	onaanzienlijk/adj;oog/noun;word/verb;zelfmedelijden/noun	4	hijzelf/pron;onaanzienlijk/adj;oog/noun;word/verb;zelfmedelijden/noun;zijn/det	6	hijzelf/pron;onaanzienlijk/adj;oog/noun;word/verb;zelfmedelijden/noun;zijn/det	6	hijzelf/pron;onaanzienlijk/adj;oog/noun;word/verb;zelfmedelijden/noun;zijn/det	6	oog/noun;word/verb;zelfmedelijden/noun	3	oog/noun;word/verb;zelfmedelijden/noun	3	oog/noun;word/verb;zelfmedelijden/noun	3	oog/noun;word/verb;zelfmedelijden/noun;zijn/det	4	oog/noun;word/verb;zelfmedelijden/noun;zijn/det	4	oog/noun;word/verb;zelfmedelijden/noun;zijn/det	4
dof/adj/volkskrant_20020330_4/152	dreun/noun;erg/adj;klink/verb;paar/noun;veel/adj	5	dreun/noun;erg/adj;klink/verb;paar/noun;veel/adj	5	dreun/noun;erg/adj;klink/verb;paar/noun;veel/adj	5	dreun/noun;een/det;er/adv;erg/adj;klink/verb;paar/noun;veel/adj;voorheen/adv	8	dreun/noun;een/det;er/adv;erg/adj;klink/verb;paar/noun;veel/adj;voorheen/adv	8	dreun/noun;een/det;er/adv;erg/adj;klink/verb;paar/noun;veel/adj;voorheen/adv	8	dreun/noun;klink/verb;paar/noun	3	dreun/noun;klink/verb;paar/noun	3	dreun/noun;klink/verb;paar/noun	3	dreun/noun;een/det;er/adv;klink/verb;paar/noun	5	dreun/noun;een/det;er/adv;klink/verb;paar/noun	5	dreun/noun;een/det;er/adv;klink/verb;paar/noun	5
dof/adj/volkskrant_20000219_215/1047	besneeuwd/adj;confronteer/verb;horde/noun;pak_samen/verb;vluchteling/noun;vuil/adj;wanhoop/noun;word/verb	8	besneeuwd/adj;confronteer/verb;horde/noun;pak_samen/verb;vluchteling/noun;vuil/adj;wanhoop/noun;word/verb	8	besneeuwd/adj;confronteer/verb;horde/noun;pak_samen/verb;vluchteling/noun;vuil/adj;wanhoop/noun;word/verb	8	besneeuwd/adj;confronteer/verb;die/pron;horde/noun;op/prep;pak_samen/verb;vluchteling/noun;vuil/adj;wanhoop/noun;word/verb	10	besneeuwd/adj;confronteer/verb;die/pron;horde/noun;op/prep;pak_samen/verb;vluchteling/noun;vuil/adj;wanhoop/noun;word/verb	10	besneeuwd/adj;confronteer/verb;die/pron;horde/noun;op/prep;pak_samen/verb;vluchteling/noun;vuil/adj;wanhoop/noun;word/verb	10	besneeuwd/adj;horde/noun;vluchteling/noun;vuil/adj;wanhoop/noun	5	besneeuwd/adj;horde/noun;vluchteling/noun;vuil/adj;wanhoop/noun	5	besneeuwd/adj;horde/noun;vluchteling/noun;vuil/adj;wanhoop/noun	5	besneeuwd/adj;die/pron;horde/noun;op/prep;vluchteling/noun;vuil/adj;wanhoop/noun	7	besneeuwd/adj;die/pron;horde/noun;op/prep;vluchteling/noun;vuil/adj;wanhoop/noun	7	besneeuwd/adj;die/pron;horde/noun;op/prep;vluchteling/noun;vuil/adj;wanhoop/noun	7
dof/adj/volkskrant_20000506_189/435	beetje/noun;echt/adj;glim/verb;poeder/noun	4	beetje/noun;echt/adj;glim/verb;poeder/noun	4	beetje/noun;echt/adj;glim/verb;poeder/noun	4	beetje/noun;echt/adj;een/det;glim/verb;poeder/noun	5	beetje/noun;echt/adj;een/det;glim/verb;poeder/noun	5	beetje/noun;echt/adj;een/det;glim/verb;poeder/noun	5	echt/adj;poeder/noun	2	echt/adj;poeder/noun	2	echt/adj;poeder/noun	2	echt/adj;een/det;poeder/noun	3	echt/adj;een/det;poeder/noun	3	echt/adj;een/det;poeder/noun	3
dof/adj/volkskrant_20020404_136/227	berusting/noun;trots/noun	2	berusting/noun;trots/noun	2	berusting/noun;trots/noun	2	berusting/noun;enig/det;hij/pron;met/prep;trots/noun;zonder/prep	6	berusting/noun;enig/det;hij/pron;met/prep;trots/noun;zonder/prep	6	berusting/noun;enig/det;hij/pron;met/prep;trots/noun;zonder/prep	6	berusting/noun;trots/noun	2	berusting/noun;trots/noun	2	berusting/noun;trots/noun	2	berusting/noun;enig/det;met/prep;trots/noun;zonder/prep	5	berusting/noun;enig/det;met/prep;trots/noun;zonder/prep	5	berusting/noun;enig/det;met/prep;trots/noun;zonder/prep	5
dof/adj/volkskrant_20030708_65/220	ellende/noun;ga_samen/verb;wen/verb	3	ellende/noun;ga_samen/verb;wen/verb	3	ellende/noun;ga_samen/verb;wen/verb	3	ellende/noun;ga_samen/verb;ik/pron;maar/adv;met/prep;wen/verb	6	ellende/noun;ga_samen/verb;ik/pron;maar/adv;met/prep;wen/verb	6	ellende/noun;ga_samen/verb;ik/pron;maar/adv;met/prep;wen/verb	6	ellende/noun;ga_samen/verb;wen/verb	3	ellende/noun;ga_samen/verb;wen/verb	3	ellende/noun;ga_samen/verb;wen/verb	3	ellende/noun;ga_samen/verb;maar/adv;met/prep;wen/verb	5	ellende/noun;ga_samen/verb;maar/adv;met/prep;wen/verb	5	ellende/noun;ga_samen/verb;maar/adv;met/prep;wen/verb	5
dof/adj/volkskrant_20011229_6/52	kleur/noun;koper/noun;oud/adj;zilver/noun	4	kleur/noun;koper/noun;oud/adj;zilver/noun	4	kleur/noun;koper/noun;oud/adj;zilver/noun	4	kleur/noun;koper/noun;oud/adj;zilver/noun	4	kleur/noun;koper/noun;oud/adj;zilver/noun	4	kleur/noun;koper/noun;oud/adj;zilver/noun	4	kleur/noun;koper/noun;oud/adj;zilver/noun	4	kleur/noun;koper/noun;oud/adj;zilver/noun	4	kleur/noun;koper/noun;oud/adj;zilver/noun	4	kleur/noun;koper/noun;oud/adj;zilver/noun	4	kleur/noun;koper/noun;oud/adj;zilver/noun	4	kleur/noun;koper/noun;oud/adj;zilver/noun	4
dof/adj/volkskrant_20011110_207/305	appel/noun;geluid/noun;gras/noun;val/verb	4	appel/noun;geluid/noun;gras/noun;val/verb	4	appel/noun;geluid/noun;gras/noun;val/verb	4	appel/noun;die/pron;een/det;geluid/noun;gras/noun;het/det;met/prep;val/verb	8	appel/noun;die/pron;een/det;geluid/noun;gras/noun;het/det;met/prep;val/verb	8	appel/noun;die/pron;een/det;geluid/noun;gras/noun;het/det;met/prep;val/verb	8	appel/noun;geluid/noun;gras/noun;val/verb	4	appel/noun;geluid/noun;gras/noun;val/verb	4	appel/noun;geluid/noun;gras/noun;val/verb	4	appel/noun;die/pron;een/det;geluid/noun;gras/noun;het/det;met/prep;val/verb	8	appel/noun;die/pron;een/det;geluid/noun;gras/noun;het/det;met/prep;val/verb	8	appel/noun;die/pron;een/det;geluid/noun;gras/noun;het/det;met/prep;val/verb	8
dof/adj/volkskrant_19990619_60/1678	blik/noun;bus/noun;oog/noun	3	blik/noun;bus/noun;oog/noun	3	blik/noun;bus/noun;oog/noun	3	blik/noun;bus/noun;een/det;hij/pron;oog/noun;op/prep;zijn/det	7	blik/noun;bus/noun;een/det;hij/pron;oog/noun;op/prep;zijn/det	7	blik/noun;bus/noun;een/det;hij/pron;oog/noun;op/prep;zijn/det	7	blik/noun;bus/noun;oog/noun	3	blik/noun;bus/noun;oog/noun	3	blik/noun;bus/noun;oog/noun	3	blik/noun;bus/noun;een/det;hij/pron;oog/noun;zijn/det	6	blik/noun;bus/noun;een/det;hij/pron;oog/noun;zijn/det	6	blik/noun;bus/noun;een/det;hij/pron;oog/noun;zijn/det	6
dof/adj/volkskrant_20010525_48/695	lethargie/noun;leven/noun;zak_weg/verb	3	lethargie/noun;leven/noun;zak_weg/verb	3	lethargie/noun;leven/noun;zak_weg/verb	3	een/det;lethargie/noun;leven/noun;zak_weg/verb	4	een/det;lethargie/noun;leven/noun;zak_weg/verb	4	een/det;lethargie/noun;leven/noun;zak_weg/verb	4	lethargie/noun	1	lethargie/noun	1	lethargie/noun	1	een/det;lethargie/noun	2	een/det;lethargie/noun	2	een/det;lethargie/noun	2
dof/adj/volkskrant_20020905_197/310	as/noun;ben/verb;blijk/verb;hoe/adj;hoog_oven/noun	5	as/noun;ben/verb;blijk/verb;hoe/adj;hoog_oven/noun	5	as/noun;ben/verb;blijk/verb;hoe/adj;hoog_oven/noun	5	as/noun;ben/verb;blijk/verb;hoe/adj;hoog_oven/noun;met/prep;overdag/adv	7	as/noun;ben/verb;blijk/verb;hoe/adj;hoog_oven/noun;met/prep;overdag/adv	7	as/noun;ben/verb;blijk/verb;hoe/adj;hoog_oven/noun;met/prep;overdag/adv	7	ben/verb;blijk/verb;hoe/adj;hoog_oven/noun	4	ben/verb;blijk/verb;hoe/adj;hoog_oven/noun	4	ben/verb;blijk/verb;hoe/adj;hoog_oven/noun	4	ben/verb;blijk/verb;hoe/adj;hoog_oven/noun;met/prep	5	ben/verb;blijk/verb;hoe/adj;hoog_oven/noun;met/prep	5	ben/verb;blijk/verb;hoe/adj;hoog_oven/noun;met/prep	5
dof/adj/volkskrant_20011012_80/197	oog/noun;spreek/verb;uitzicht/noun	3	oog/noun;spreek/verb;uitzicht/noun	3	oog/noun;spreek/verb;uitzicht/noun	3	die/pron;oog/noun;op/prep;spreek/verb;uitzicht/noun;weg/adv;zo/adv	7	die/pron;oog/noun;op/prep;spreek/verb;uitzicht/noun;weg/adv;zo/adv	7	die/pron;oog/noun;op/prep;spreek/verb;uitzicht/noun;weg/adv;zo/adv	7	oog/noun;spreek/verb	2	oog/noun;spreek/verb	2	oog/noun;spreek/verb	2	die/pron;oog/noun;spreek/verb	3	die/pron;oog/noun;spreek/verb	3	die/pron;oog/noun;spreek/verb	3
dof/adj/volkskrant_20030926_111/157	bont/noun;dag/noun;kleur/verb;register/noun;schitterend/adj;slot/noun;sta/verb	7	bont/noun;dag/noun;kleur/verb;register/noun;schitterend/adj;slot/noun;sta/verb	7	bont/noun;dag/noun;kleur/verb;register/noun;schitterend/adj;slot/noun;sta/verb	7	bont/noun;dag/noun;dat/pron;een/det;heel/adv;het/det;kleur/verb;register/noun;schitterend/adj;slot/noun;sta/verb;wat/adv	12	bont/noun;dag/noun;dat/pron;een/det;heel/adv;het/det;kleur/verb;register/noun;schitterend/adj;slot/noun;sta/verb;wat/adv	12	bont/noun;dag/noun;dat/pron;een/det;heel/adv;het/det;kleur/verb;register/noun;schitterend/adj;slot/noun;sta/verb;wat/adv	12	bont/noun;dag/noun;kleur/verb	3	bont/noun;dag/noun;kleur/verb	3	bont/noun;dag/noun;kleur/verb	3	bont/noun;dag/noun;dat/pron;heel/adv;kleur/verb;wat/adv	6	bont/noun;dag/noun;dat/pron;heel/adv;kleur/verb;wat/adv	6	bont/noun;dag/noun;dat/pron;heel/adv;kleur/verb;wat/adv	6
dof/adj/volkskrant_19990129_137/983	cd/noun;co./noun;opgenomen/adj;tamelijk/adj	4	cd/noun;co./noun;opgenomen/adj;tamelijk/adj	4	cd/noun;co./noun;opgenomen/adj;tamelijk/adj	4	cd/noun;co./noun;op/prep;opgenomen/adj;tamelijk/adj	5	cd/noun;co./noun;op/prep;opgenomen/adj;tamelijk/adj	5	cd/noun;co./noun;op/prep;opgenomen/adj;tamelijk/adj	5	cd/noun;opgenomen/adj;tamelijk/adj	3	cd/noun;opgenomen/adj;tamelijk/adj	3	cd/noun;opgenomen/adj;tamelijk/adj	3	cd/noun;op/prep;opgenomen/adj;tamelijk/adj	4	cd/noun;op/prep;opgenomen/adj;tamelijk/adj	4	cd/noun;op/prep;opgenomen/adj;tamelijk/adj	4
dof/adj/volkskrant_20001109_121/438	ben/verb;even/adj;hoofd/noun;stil/adj;wanhoop/noun	5	ben/verb;even/adj;hoofd/noun;stil/adj;wanhoop/noun	5	ben/verb;even/adj;hoofd/noun;stil/adj;wanhoop/noun	5	ben/verb;die/pron;even/adj;het/det;hoofd/noun;je/pron;op/prep;stil/adj;wanhoop/noun;zijn/det	10	ben/verb;die/pron;even/adj;het/det;hoofd/noun;je/pron;op/prep;stil/adj;wanhoop/noun;zijn/det	10	ben/verb;die/pron;even/adj;het/det;hoofd/noun;je/pron;op/prep;stil/adj;wanhoop/noun;zijn/det	10		0		0		0	die/pron;je/pron;op/prep	3	die/pron;je/pron;op/prep	3	die/pron;je/pron;op/prep	3
dof/adj/volkskrant_20010317_208/395	ben/verb;geef/verb;licht/noun;stof/noun;variant/noun;verwerk/verb	6	ben/verb;geef/verb;licht/noun;stof/noun;variant/noun;verwerk/verb	6	ben/verb;geef/verb;licht/noun;stof/noun;variant/noun;verwerk/verb	6	ben/verb;dan/adv;een/det;geef/verb;licht/noun;stof/noun;variant/noun;verwerk/verb	8	ben/verb;dan/adv;een/det;geef/verb;licht/noun;stof/noun;variant/noun;verwerk/verb	8	ben/verb;dan/adv;een/det;geef/verb;licht/noun;stof/noun;variant/noun;verwerk/verb	8	geef/verb;licht/noun;variant/noun	3	geef/verb;licht/noun;variant/noun	3	geef/verb;licht/noun;variant/noun	3	dan/adv;geef/verb;licht/noun;variant/noun	4	dan/adv;geef/verb;licht/noun;variant/noun	4	dan/adv;geef/verb;licht/noun;variant/noun	4
dof/adj/volkskrant_20020702_90/202	here/noun;zoon/noun	2	here/noun;zoon/noun	2	here/noun;zoon/noun	2	haar/det;here/noun;het/det;me/pron;met/prep;na/prep;nog/adv;ze/pron;zoon/noun	9	haar/det;here/noun;het/det;me/pron;met/prep;na/prep;nog/adv;ze/pron;zoon/noun	9	haar/det;here/noun;het/det;me/pron;met/prep;na/prep;nog/adv;ze/pron;zoon/noun	9	here/noun	1	here/noun	1	here/noun	1	here/noun;het/det;na/prep;ze/pron	4	here/noun;het/det;na/prep;ze/pron	4	here/noun;het/det;na/prep;ze/pron	4
dof/adj/volkskrant_20030625_61/158	arm/noun;dring_door/verb;geluid/noun;knie/noun	4	arm/noun;dring_door/verb;geluid/noun;knie/noun	4	arm/noun;dring_door/verb;geluid/noun;knie/noun	4	arm/noun;door/part;dring_door/verb;er/adv;geluid/noun;haar/det;knie/noun;me/pron	8	arm/noun;door/part;dring_door/verb;er/adv;geluid/noun;haar/det;knie/noun;me/pron	8	arm/noun;door/part;dring_door/verb;er/adv;geluid/noun;haar/det;knie/noun;me/pron	8	dring_door/verb;geluid/noun	2	dring_door/verb;geluid/noun	2	dring_door/verb;geluid/noun	2	door/part;dring_door/verb;er/adv;geluid/noun;me/pron	5	door/part;dring_door/verb;er/adv;geluid/noun;me/pron	5	door/part;dring_door/verb;er/adv;geluid/noun;me/pron	5
dof/adj/volkskrant_20010618_88/87	bord/noun	1	bord/noun	1	bord/noun	1	bord/noun	1	bord/noun	1	bord/noun	1	bord/noun	1	bord/noun	1	bord/noun	1	bord/noun	1	bord/noun	1	bord/noun	1
dof/adj/volkskrant_20011222_85/59	ben/verb;kras/noun;merendeel/noun;zit_op/verb	4	ben/verb;kras/noun;merendeel/noun;zit_op/verb	4	ben/verb;kras/noun;merendeel/noun;zit_op/verb	4	ben/verb;er/adv;het/det;kras/noun;merendeel/noun;op/prep;ze/pron;zit_op/verb	8	ben/verb;er/adv;het/det;kras/noun;merendeel/noun;op/prep;ze/pron;zit_op/verb	8	ben/verb;er/adv;het/det;kras/noun;merendeel/noun;op/prep;ze/pron;zit_op/verb	8	ben/verb;kras/noun;zit_op/verb	3	ben/verb;kras/noun;zit_op/verb	3	ben/verb;kras/noun;zit_op/verb	3	ben/verb;er/adv;kras/noun;ze/pron;zit_op/verb	5	ben/verb;er/adv;kras/noun;ze/pron;zit_op/verb	5	ben/verb;er/adv;kras/noun;ze/pron;zit_op/verb	5
