_id	popular	pop_agree	batch	pop_conf
dof/adj/het_nieuwsblad_19990630_01_95/101	dof_3	1	dof_8	0.6411985942537943
dof/adj/het_nieuwsblad_20031204_01_213/93	dof_2	1	dof_8	0.20136637516067127
dof/adj/het_nieuwsblad_20010228_01_58/254	dof_2	1	dof_8	0.20136637516067127
dof/adj/het_nieuwsblad_20000417_01_118/34	dof_3	1	dof_8	0.6411985942537943
dof/adj/het_nieuwsblad_20020213_01_392/222	dof_2	1	dof_8	0.20136637516067127
dof/adj/het_nieuwsblad_20031126_01_11/236	unclear	0.67	dof_8	-1.2396341522343381
dof/adj/het_nieuwsblad_20010516_01_262/148	dof_2	0.67	dof_8	0.02426255910407088
dof/adj/het_nieuwsblad_20030317_01_53/33	dof_2	1	dof_8	0.20136637516067127
dof/adj/het_nieuwsblad_20010126_01_135/228	dof_3	1	dof_8	0.20136637516067127
dof/adj/het_nieuwsblad_19990915_01_655/416	dof_3	1	dof_8	0.20136637516067127
dof/adj/het_nieuwsblad_20000304_01_71/53	dof_2	1	dof_8	0.20136637516067127
dof/adj/het_nieuwsblad_20020309_01_752/116	dof_1	1	dof_8	0.6411985942537943
dof/adj/het_nieuwsblad_20010917_01_149/306	dof_3	0.67	dof_8	-0.4032453273670317
dof/adj/het_nieuwsblad_19990809_01_64/41	dof_3	1	dof_8	-0.5392571504925818
dof/adj/het_nieuwsblad_20040530_01_44/659	dof_2	1	dof_8	0.20136637516067127
dof/adj/het_nieuwsblad_20000510_01_627/19	dof_3	1	dof_8	0.6411985942537943
dof/adj/het_nieuwsblad_20010929_01_380/261	dof_1	1	dof_8	-0.5392571504925818
dof/adj/het_nieuwsblad_20030811_01_9/208	dof_1	1	dof_8	-0.44277740138874544
dof/adj/het_nieuwsblad_20040104_01_90/178	dof_3	0.67	dof_8	-0.4032453273670317
