pmi	raw_freq	raw_co	cw
0.92645043	2605	1	'98/noun
1.6445864	7640	6	1986/noun
0.08986249	12049	2	1989/noun
-0.09802898	36388	5	1997/noun
-0.95161134	51305	3	1998/noun
3.3099606	2192	9	Amerika/det
-0.38332525	49844	5	Amsterdams/adj
-1.4270482	139420	5	Belgisch/adj
2.0069268	1778	2	De/det
2.7726252	413	1	Decorte/noun
0.8080653	35568	12	Engels/adj
1.5242997	2872	2	Engelstalig/adj
0.5186227	7882	2	Europeaan/noun
0.404004	8902	2	Londens/adj
0.3427067	9410	2	Marokkaan/noun
-0.26896155	17397	2	Marokkaans/adj
-0.21395968	241254	29	Nederlands/adj
4.1463804	211	2	New-Yorkers/noun
1.3421189	1737	1	Newyorks/adj
2.2110689	731	1	Nieuw-Zeelander/noun
-0.116235845	37678	5	Spaans/adj
-0.20834094	8192	1	West_Vlaams/adj
0.22442886	5330	1	Zwitser/noun
-0.30102748	392664	44	aan/part
-0.44953063	2153601	208	aan/prep
0.64685684	6915	2	aanbeveling/noun
-0.7832085	72257	5	aandacht/noun
3.973703	2109	17	aandoenlijk/adj
0.80745	5893	2	aankondiging/noun
2.9968607	3625	11	aanstekelijk/adj
5.497025	216	8	aanstellerig/adj
1.8423656	29293	28	aardig/adj
0.551179	34221	9	absoluut/adj
3.4264717	6441	30	absurd/adj
1.929759	8676	9	accent/noun
3.1299305	575	2	achtergrond_informatie/noun
1.4737182	6049	4	acteer/verb
1.7251565	36670	31	acteur/noun
3.1595006	2536	9	actie_film/noun
4.524401	569	8	ad/adj
2.6407542	2835	6	adembenemend/adj
3.306333	727	3	ademloos/adj
1.7981877	28306	26	af/adv
3.4846935	201	1	afgebladderd/adj
1.3749279	21829	13	aflevering/noun
1.8294144	3167	3	akoestisch/adj
-0.16665892	1066466	137	al/adv
0.3645873	73011	16	al/det
1.7884023	4445	4	alert/adj
0.56555706	15038	4	algemeen/noun
-0.2662735	422543	49	alle/det
0.16552721	178364	32	alleen/adj
-0.14445402	266562	35	alleen/adv
0.31501833	4824	1	allen/noun
0.41260788	209596	48	alles/noun
0.45669702	8324	2	alleszins/adv
0.5876416	1263756	345	als/prep
0.76061964	292821	95	altijd/adv
-0.24824922	33813	4	alvast/adv
1.074714	11265	5	and/noun
-0.3644667	663512	70	ander/adj
0.49920276	23974	6	ander/noun
