_id	_cws.geestig.foc10.nav.weight.bound	_count.geestig.foc10.nav.weight.bound	_cws.geestig.foc10.nav.selection.bound	_count.geestig.foc10.nav.selection.bound	_cws.geestig.foc10.nav.no.bound	_count.geestig.foc10.nav.no.bound	_cws.geestig.foc10.all.weight.bound	_count.geestig.foc10.all.weight.bound	_cws.geestig.foc10.all.selection.bound	_count.geestig.foc10.all.selection.bound	_cws.geestig.foc10.all.no.bound	_count.geestig.foc10.all.no.bound	_cws.geestig.foc5.nav.weight.bound	_count.geestig.foc5.nav.weight.bound	_cws.geestig.foc5.nav.selection.bound	_count.geestig.foc5.nav.selection.bound	_cws.geestig.foc5.nav.no.bound	_count.geestig.foc5.nav.no.bound	_cws.geestig.foc5.all.weight.bound	_count.geestig.foc5.all.weight.bound	_cws.geestig.foc5.all.selection.bound	_count.geestig.foc5.all.selection.bound	_cws.geestig.foc5.all.no.bound	_count.geestig.foc5.all.no.bound
geestig/adj/parool_20000929_5/427	ben/verb;diepgang/noun;vaak/adj;voorstelling/noun	4	ben/verb;diepgang/noun;vaak/adj;voorstelling/noun	4	ben/verb;diepgang/noun;vaak/adj;voorstelling/noun	4	ben/verb;dat/det;diepgang/noun;vaak/adj;voorstelling/noun	5	ben/verb;dat/det;diepgang/noun;vaak/adj;voorstelling/noun	5	ben/verb;dat/det;diepgang/noun;vaak/adj;voorstelling/noun	5	ben/verb;vaak/adj;voorstelling/noun	3	ben/verb;vaak/adj;voorstelling/noun	3	ben/verb;vaak/adj;voorstelling/noun	3	ben/verb;dat/det;vaak/adj;voorstelling/noun	4	ben/verb;dat/det;vaak/adj;voorstelling/noun	4	ben/verb;dat/det;vaak/adj;voorstelling/noun	4
geestig/adj/parool_20020925_147/561	film_DIM/noun;man/noun;verbeeld/verb;zwart_wit/adj;zwijg/adj	5	film_DIM/noun;man/noun;verbeeld/verb;zwart_wit/adj;zwijg/adj	5	film_DIM/noun;man/noun;verbeeld/verb;zwart_wit/adj;zwijg/adj	5	een/det;film_DIM/noun;man/noun;verbeeld/verb;zo/adv;zwart_wit/adj;zwijg/adj	7	een/det;film_DIM/noun;man/noun;verbeeld/verb;zo/adv;zwart_wit/adj;zwijg/adj	7	een/det;film_DIM/noun;man/noun;verbeeld/verb;zo/adv;zwart_wit/adj;zwijg/adj	7	film_DIM/noun;verbeeld/verb;zwart_wit/adj;zwijg/adj	4	film_DIM/noun;verbeeld/verb;zwart_wit/adj;zwijg/adj	4	film_DIM/noun;verbeeld/verb;zwart_wit/adj;zwijg/adj	4	film_DIM/noun;verbeeld/verb;zwart_wit/adj;zwijg/adj	4	film_DIM/noun;verbeeld/verb;zwart_wit/adj;zwijg/adj	4	film_DIM/noun;verbeeld/verb;zwart_wit/adj;zwijg/adj	4
geestig/adj/parool_20010928_98/2267	ben/verb;echt/adj;oneerbiedig/adj;stijl/noun	4	ben/verb;echt/adj;oneerbiedig/adj;stijl/noun	4	ben/verb;echt/adj;oneerbiedig/adj;stijl/noun	4	ben/verb;echt/adj;niemand/pron;oneerbiedig/adj;ook/adv;stijl/noun;toch/adv	7	ben/verb;echt/adj;niemand/pron;oneerbiedig/adj;ook/adv;stijl/noun;toch/adv	7	ben/verb;echt/adj;niemand/pron;oneerbiedig/adj;ook/adv;stijl/noun;toch/adv	7	ben/verb;echt/adj;oneerbiedig/adj;stijl/noun	4	ben/verb;echt/adj;oneerbiedig/adj;stijl/noun	4	ben/verb;echt/adj;oneerbiedig/adj;stijl/noun	4	ben/verb;echt/adj;niemand/pron;oneerbiedig/adj;stijl/noun	5	ben/verb;echt/adj;niemand/pron;oneerbiedig/adj;stijl/noun	5	ben/verb;echt/adj;niemand/pron;oneerbiedig/adj;stijl/noun	5
geestig/adj/parool_20020102_71/212	begrijpelijk/adj;ben/verb;goed/adj;onbegrijpelijk/adj;poëzie/noun;stuk/noun;toon_aan/verb;wijze/noun	8	begrijpelijk/adj;ben/verb;goed/adj;onbegrijpelijk/adj;poëzie/noun;stuk/noun;toon_aan/verb;wijze/noun	8	begrijpelijk/adj;ben/verb;goed/adj;onbegrijpelijk/adj;poëzie/noun;stuk/noun;toon_aan/verb;wijze/noun	8	altijd/adv;begrijpelijk/adj;ben/verb;goed/adj;onbegrijpelijk/adj;poëzie/noun;stuk/noun;toon_aan/verb;wijze/noun;zijn/det	10	altijd/adv;begrijpelijk/adj;ben/verb;goed/adj;onbegrijpelijk/adj;poëzie/noun;stuk/noun;toon_aan/verb;wijze/noun;zijn/det	10	altijd/adv;begrijpelijk/adj;ben/verb;goed/adj;onbegrijpelijk/adj;poëzie/noun;stuk/noun;toon_aan/verb;wijze/noun;zijn/det	10	onbegrijpelijk/adj;poëzie/noun;stuk/noun;toon_aan/verb;wijze/noun	5	onbegrijpelijk/adj;poëzie/noun;stuk/noun;toon_aan/verb;wijze/noun	5	onbegrijpelijk/adj;poëzie/noun;stuk/noun;toon_aan/verb;wijze/noun	5	onbegrijpelijk/adj;poëzie/noun;stuk/noun;toon_aan/verb;wijze/noun;zijn/det	6	onbegrijpelijk/adj;poëzie/noun;stuk/noun;toon_aan/verb;wijze/noun;zijn/det	6	onbegrijpelijk/adj;poëzie/noun;stuk/noun;toon_aan/verb;wijze/noun;zijn/det	6
geestig/adj/parool_20010613_108/450	min/adj;on_gemotiveerd/adj;pak_uit/verb	3	min/adj;on_gemotiveerd/adj;pak_uit/verb	3	min/adj;on_gemotiveerd/adj;pak_uit/verb	3	als/prep;deze/det;heel/adv;min/adj;on_gemotiveerd/adj;pak_uit/verb;wat/adv;ze/pron	8	als/prep;deze/det;heel/adv;min/adj;on_gemotiveerd/adj;pak_uit/verb;wat/adv;ze/pron	8	als/prep;deze/det;heel/adv;min/adj;on_gemotiveerd/adj;pak_uit/verb;wat/adv;ze/pron	8	min/adj;pak_uit/verb	2	min/adj;pak_uit/verb	2	min/adj;pak_uit/verb	2	deze/det;heel/adv;min/adj;pak_uit/verb;wat/adv	5	deze/det;heel/adv;min/adj;pak_uit/verb;wat/adv	5	deze/det;heel/adv;min/adj;pak_uit/verb;wat/adv	5
geestig/adj/parool_20000324_95/240	ben/verb;heimwee/noun;herlees/verb;onnavolgbaar/adj	4	ben/verb;heimwee/noun;herlees/verb;onnavolgbaar/adj	4	ben/verb;heimwee/noun;herlees/verb;onnavolgbaar/adj	4	ben/verb;heimwee/noun;herlees/verb;onnavolgbaar/adj;ook/adv;zo/adv	6	ben/verb;heimwee/noun;herlees/verb;onnavolgbaar/adj;ook/adv;zo/adv	6	ben/verb;heimwee/noun;herlees/verb;onnavolgbaar/adj;ook/adv;zo/adv	6	ben/verb;onnavolgbaar/adj	2	ben/verb;onnavolgbaar/adj	2	ben/verb;onnavolgbaar/adj	2	ben/verb;onnavolgbaar/adj;ook/adv;zo/adv	4	ben/verb;onnavolgbaar/adj;ook/adv;zo/adv	4	ben/verb;onnavolgbaar/adj;ook/adv;zo/adv	4
geestig/adj/parool_19990503_114/103	ben/verb;buitengewoon/adj;master/noun;presentator/noun;verdienste/noun;waar/adj	6	ben/verb;buitengewoon/adj;master/noun;presentator/noun;verdienste/noun;waar/adj	6	ben/verb;buitengewoon/adj;master/noun;presentator/noun;verdienste/noun;waar/adj	6	als/prep;ben/verb;buitengewoon/adj;dat/det;die/pron;een/det;master/noun;presentator/noun;verdienste/noun;waar/adj	10	als/prep;ben/verb;buitengewoon/adj;dat/det;die/pron;een/det;master/noun;presentator/noun;verdienste/noun;waar/adj	10	als/prep;ben/verb;buitengewoon/adj;dat/det;die/pron;een/det;master/noun;presentator/noun;verdienste/noun;waar/adj	10	buitengewoon/adj;presentator/noun;verdienste/noun	3	buitengewoon/adj;presentator/noun;verdienste/noun	3	buitengewoon/adj;presentator/noun;verdienste/noun	3	buitengewoon/adj;die/pron;presentator/noun;verdienste/noun	4	buitengewoon/adj;die/pron;presentator/noun;verdienste/noun	4	buitengewoon/adj;die/pron;presentator/noun;verdienste/noun	4
geestig/adj/parool_19990320_120/223	beeld/noun;ben/verb;fantasie/noun;film/noun;provocerend/adj;surrealistisch/adj	6	beeld/noun;ben/verb;fantasie/noun;film/noun;provocerend/adj;surrealistisch/adj	6	beeld/noun;ben/verb;fantasie/noun;film/noun;provocerend/adj;surrealistisch/adj	6	altijd/adv;beeld/noun;ben/verb;een/det;fantasie/noun;film/noun;provocerend/adj;surrealistisch/adj	8	altijd/adv;beeld/noun;ben/verb;een/det;fantasie/noun;film/noun;provocerend/adj;surrealistisch/adj	8	altijd/adv;beeld/noun;ben/verb;een/det;fantasie/noun;film/noun;provocerend/adj;surrealistisch/adj	8	ben/verb;film/noun;provocerend/adj	3	ben/verb;film/noun;provocerend/adj	3	ben/verb;film/noun;provocerend/adj	3	altijd/adv;ben/verb;een/det;film/noun;provocerend/adj	5	altijd/adv;ben/verb;een/det;film/noun;provocerend/adj	5	altijd/adv;ben/verb;een/det;film/noun;provocerend/adj	5
geestig/adj/parool_20000525_122/346	komisch/adj;onsmakelijk/adj;psychopathisch/adj;walgelijk/adj	4	komisch/adj;onsmakelijk/adj;psychopathisch/adj;walgelijk/adj	4	komisch/adj;onsmakelijk/adj;psychopathisch/adj;walgelijk/adj	4	komisch/adj;onsmakelijk/adj;psychopathisch/adj;walgelijk/adj	4	komisch/adj;onsmakelijk/adj;psychopathisch/adj;walgelijk/adj	4	komisch/adj;onsmakelijk/adj;psychopathisch/adj;walgelijk/adj	4	psychopathisch/adj;walgelijk/adj	2	psychopathisch/adj;walgelijk/adj	2	psychopathisch/adj;walgelijk/adj	2	psychopathisch/adj;walgelijk/adj	2	psychopathisch/adj;walgelijk/adj	2	psychopathisch/adj;walgelijk/adj	2
geestig/adj/parool_20040407_01/92	co_productie/noun;coma/noun;onbedwingbaar/adj;passie/noun;voorstelling/noun;weerzinwekkend/adj	6	co_productie/noun;coma/noun;onbedwingbaar/adj;passie/noun;voorstelling/noun;weerzinwekkend/adj	6	co_productie/noun;coma/noun;onbedwingbaar/adj;passie/noun;voorstelling/noun;weerzinwekkend/adj	6	co_productie/noun;coma/noun;een/det;onbedwingbaar/adj;passie/noun;voorstelling/noun;weerzinwekkend/adj	7	co_productie/noun;coma/noun;een/det;onbedwingbaar/adj;passie/noun;voorstelling/noun;weerzinwekkend/adj	7	co_productie/noun;coma/noun;een/det;onbedwingbaar/adj;passie/noun;voorstelling/noun;weerzinwekkend/adj	7	coma/noun;voorstelling/noun;weerzinwekkend/adj	3	coma/noun;voorstelling/noun;weerzinwekkend/adj	3	coma/noun;voorstelling/noun;weerzinwekkend/adj	3	coma/noun;een/det;voorstelling/noun;weerzinwekkend/adj	4	coma/noun;een/det;voorstelling/noun;weerzinwekkend/adj	4	coma/noun;een/det;voorstelling/noun;weerzinwekkend/adj	4
geestig/adj/parool_19990116_3/1407	lijk/verb;mouw/noun;schud/verb;speels/adj;titel/noun	5	lijk/verb;mouw/noun;schud/verb;speels/adj;titel/noun	5	lijk/verb;mouw/noun;schud/verb;speels/adj;titel/noun	5	hij/pron;lijk/verb;mouw/noun;schud/verb;speels/adj;titel/noun;zijn/det	7	hij/pron;lijk/verb;mouw/noun;schud/verb;speels/adj;titel/noun;zijn/det	7	hij/pron;lijk/verb;mouw/noun;schud/verb;speels/adj;titel/noun;zijn/det	7	lijk/verb;speels/adj;titel/noun	3	lijk/verb;speels/adj;titel/noun	3	lijk/verb;speels/adj;titel/noun	3	hij/pron;lijk/verb;speels/adj;titel/noun	4	hij/pron;lijk/verb;speels/adj;titel/noun	4	hij/pron;lijk/verb;speels/adj;titel/noun	4
geestig/adj/parool_20010822_25/401	aria/noun;wissel_af/adj;zing/verb	3	aria/noun;wissel_af/adj;zing/verb	3	aria/noun;wissel_af/adj;zing/verb	3	aria/noun;die/pron;een/det;hij/pron;met/prep;vooral/adv;wissel_af/adj;zeer/adv;zijn/det;zing/verb	10	aria/noun;die/pron;een/det;hij/pron;met/prep;vooral/adv;wissel_af/adj;zeer/adv;zijn/det;zing/verb	10	aria/noun;die/pron;een/det;hij/pron;met/prep;vooral/adv;wissel_af/adj;zeer/adv;zijn/det;zing/verb	10	aria/noun;wissel_af/adj	2	aria/noun;wissel_af/adj	2	aria/noun;wissel_af/adj	2	aria/noun;die/pron;hij/pron;vooral/adv;wissel_af/adj;zeer/adv;zijn/det	7	aria/noun;die/pron;hij/pron;vooral/adv;wissel_af/adj;zeer/adv;zijn/det	7	aria/noun;die/pron;hij/pron;vooral/adv;wissel_af/adj;zeer/adv;zijn/det	7
geestig/adj/parool_20000608_9/195	ben/verb;lady/noun;maak/verb;slipper/noun;wereld/noun	5	ben/verb;lady/noun;maak/verb;slipper/noun;wereld/noun	5	ben/verb;lady/noun;maak/verb;slipper/noun;wereld/noun	5	ben/verb;deze/det;die/pron;juist/adv;lady/noun;maak/verb;slipper/noun;wereld/noun;zo/adv	9	ben/verb;deze/det;die/pron;juist/adv;lady/noun;maak/verb;slipper/noun;wereld/noun;zo/adv	9	ben/verb;deze/det;die/pron;juist/adv;lady/noun;maak/verb;slipper/noun;wereld/noun;zo/adv	9	lady/noun;maak/verb;slipper/noun	3	lady/noun;maak/verb;slipper/noun	3	lady/noun;maak/verb;slipper/noun	3	die/pron;lady/noun;maak/verb;slipper/noun;zo/adv	5	die/pron;lady/noun;maak/verb;slipper/noun;zo/adv	5	die/pron;lady/noun;maak/verb;slipper/noun;zo/adv	5
geestig/adj/parool_20001108_110/724	boek/noun;geloofwaardig/adj;lever_op/verb;observatie/noun;overrompel/adj;personage/noun;situatie/noun;voorstelbaar/adj	8	boek/noun;geloofwaardig/adj;lever_op/verb;observatie/noun;overrompel/adj;personage/noun;situatie/noun;voorstelbaar/adj	8	boek/noun;geloofwaardig/adj;lever_op/verb;observatie/noun;overrompel/adj;personage/noun;situatie/noun;voorstelbaar/adj	8	boek/noun;dat/det;een/det;geloofwaardig/adj;lever_op/verb;met/prep;observatie/noun;overrompel/adj;personage/noun;situatie/noun;voorstelbaar/adj	11	boek/noun;dat/det;een/det;geloofwaardig/adj;lever_op/verb;met/prep;observatie/noun;overrompel/adj;personage/noun;situatie/noun;voorstelbaar/adj	11	boek/noun;dat/det;een/det;geloofwaardig/adj;lever_op/verb;met/prep;observatie/noun;overrompel/adj;personage/noun;situatie/noun;voorstelbaar/adj	11	boek/noun;geloofwaardig/adj;lever_op/verb;observatie/noun;overrompel/adj;personage/noun	6	boek/noun;geloofwaardig/adj;lever_op/verb;observatie/noun;overrompel/adj;personage/noun	6	boek/noun;geloofwaardig/adj;lever_op/verb;observatie/noun;overrompel/adj;personage/noun	6	boek/noun;geloofwaardig/adj;lever_op/verb;met/prep;observatie/noun;overrompel/adj;personage/noun	7	boek/noun;geloofwaardig/adj;lever_op/verb;met/prep;observatie/noun;overrompel/adj;personage/noun	7	boek/noun;geloofwaardig/adj;lever_op/verb;met/prep;observatie/noun;overrompel/adj;personage/noun	7
geestig/adj/parool_20000214_2/256	ben/verb;maak/verb;meedogenloos/adj;onbedaarlijk/adj;toneelstuk/noun;vaak/adj	6	ben/verb;maak/verb;meedogenloos/adj;onbedaarlijk/adj;toneelstuk/noun;vaak/adj	6	ben/verb;maak/verb;meedogenloos/adj;onbedaarlijk/adj;toneelstuk/noun;vaak/adj	6	ben/verb;dat/det;maak/verb;meedogenloos/adj;onbedaarlijk/adj;toneelstuk/noun;vaak/adj;zijn/det	8	ben/verb;dat/det;maak/verb;meedogenloos/adj;onbedaarlijk/adj;toneelstuk/noun;vaak/adj;zijn/det	8	ben/verb;dat/det;maak/verb;meedogenloos/adj;onbedaarlijk/adj;toneelstuk/noun;vaak/adj;zijn/det	8	maak/verb;onbedaarlijk/adj;toneelstuk/noun;vaak/adj	4	maak/verb;onbedaarlijk/adj;toneelstuk/noun;vaak/adj	4	maak/verb;onbedaarlijk/adj;toneelstuk/noun;vaak/adj	4	maak/verb;onbedaarlijk/adj;toneelstuk/noun;vaak/adj;zijn/det	5	maak/verb;onbedaarlijk/adj;toneelstuk/noun;vaak/adj;zijn/det	5	maak/verb;onbedaarlijk/adj;toneelstuk/noun;vaak/adj;zijn/det	5
geestig/adj/algemeen_dagblad_20011220_86/342	achtergrond_informatie/noun;anekdote/noun;commentaar/noun;dvd/noun;regisseur/noun;voorzie/verb	6	achtergrond_informatie/noun;anekdote/noun;commentaar/noun;dvd/noun;regisseur/noun;voorzie/verb	6	achtergrond_informatie/noun;anekdote/noun;commentaar/noun;dvd/noun;regisseur/noun;voorzie/verb	6	achtergrond_informatie/noun;anekdote/noun;commentaar/noun;door/prep;dvd/noun;onder/adv;regisseur/noun;vol/prep;voorzie/verb	9	achtergrond_informatie/noun;anekdote/noun;commentaar/noun;door/prep;dvd/noun;onder/adv;regisseur/noun;vol/prep;voorzie/verb	9	achtergrond_informatie/noun;anekdote/noun;commentaar/noun;door/prep;dvd/noun;onder/adv;regisseur/noun;vol/prep;voorzie/verb	9	anekdote/noun;commentaar/noun;regisseur/noun;voorzie/verb	4	anekdote/noun;commentaar/noun;regisseur/noun;voorzie/verb	4	anekdote/noun;commentaar/noun;regisseur/noun;voorzie/verb	4	anekdote/noun;commentaar/noun;regisseur/noun;vol/prep;voorzie/verb	5	anekdote/noun;commentaar/noun;regisseur/noun;vol/prep;voorzie/verb	5	anekdote/noun;commentaar/noun;regisseur/noun;vol/prep;voorzie/verb	5
geestig/adj/algemeen_dagblad_20031015_113/149	aflevering/noun;eindeloos/adj	2	aflevering/noun;eindeloos/adj	2	aflevering/noun;eindeloos/adj	2	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj	2	aflevering/noun;eindeloos/adj	2	aflevering/noun;eindeloos/adj	2	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4	aflevering/noun;eindeloos/adj;soms/adv;zelfs/adv	4
geestig/adj/algemeen_dagblad_19990610_154/747	ben/verb;zit/verb	2	ben/verb;zit/verb	2	ben/verb;zit/verb	2	ben/verb;dat/det;wel/adv;zit/verb	4	ben/verb;dat/det;wel/adv;zit/verb	4	ben/verb;dat/det;wel/adv;zit/verb	4	zit/verb	1	zit/verb	1	zit/verb	1	wel/adv;zit/verb	2	wel/adv;zit/verb	2	wel/adv;zit/verb	2
geestig/adj/algemeen_dagblad_20011219_135/146	cd/noun;spot/adj;stuk/noun	3	cd/noun;spot/adj;stuk/noun	3	cd/noun;spot/adj;stuk/noun	3	cd/noun;die/pron;spot/adj;stuk/noun	4	cd/noun;die/pron;spot/adj;stuk/noun	4	cd/noun;die/pron;spot/adj;stuk/noun	4	cd/noun;spot/adj;stuk/noun	3	cd/noun;spot/adj;stuk/noun	3	cd/noun;spot/adj;stuk/noun	3	cd/noun;spot/adj;stuk/noun	3	cd/noun;spot/adj;stuk/noun	3	cd/noun;spot/adj;stuk/noun	3
geestig/adj/algemeen_dagblad_20010203_29/5404	alles/noun;ben/verb;creatief/adj;heer/noun;man/noun	5	alles/noun;ben/verb;creatief/adj;heer/noun;man/noun	5	alles/noun;ben/verb;creatief/adj;heer/noun;man/noun	5	alles/noun;ben/verb;creatief/adj;een/det;heer/noun;hij/pron;man/noun;wat/pron	8	alles/noun;ben/verb;creatief/adj;een/det;heer/noun;hij/pron;man/noun;wat/pron	8	alles/noun;ben/verb;creatief/adj;een/det;heer/noun;hij/pron;man/noun;wat/pron	8	alles/noun;ben/verb;creatief/adj;man/noun	4	alles/noun;ben/verb;creatief/adj;man/noun	4	alles/noun;ben/verb;creatief/adj;man/noun	4	alles/noun;ben/verb;creatief/adj;man/noun	4	alles/noun;ben/verb;creatief/adj;man/noun	4	alles/noun;ben/verb;creatief/adj;man/noun	4
geestig/adj/algemeen_dagblad_20040405_31/60	dialoog/noun;eet/adj;insect/noun;scène/noun	4	dialoog/noun;eet/adj;insect/noun;scène/noun	4	dialoog/noun;eet/adj;insect/noun;scène/noun	4	dat/det;dialoog/noun;eet/adj;insect/noun;met/prep;scène/noun;zijn/det	7	dat/det;dialoog/noun;eet/adj;insect/noun;met/prep;scène/noun;zijn/det	7	dat/det;dialoog/noun;eet/adj;insect/noun;met/prep;scène/noun;zijn/det	7	dialoog/noun;scène/noun	2	dialoog/noun;scène/noun	2	dialoog/noun;scène/noun	2	dat/det;dialoog/noun;met/prep;scène/noun	4	dat/det;dialoog/noun;met/prep;scène/noun	4	dat/det;dialoog/noun;met/prep;scène/noun	4
geestig/adj/algemeen_dagblad_20010612_142/476	commentaar/noun;film_DIM/noun;voorzie/verb	3	commentaar/noun;film_DIM/noun;voorzie/verb	3	commentaar/noun;film_DIM/noun;voorzie/verb	3	commentaar/noun;film_DIM/noun;voorzie/verb	3	commentaar/noun;film_DIM/noun;voorzie/verb	3	commentaar/noun;film_DIM/noun;voorzie/verb	3	commentaar/noun;film_DIM/noun;voorzie/verb	3	commentaar/noun;film_DIM/noun;voorzie/verb	3	commentaar/noun;film_DIM/noun;voorzie/verb	3	commentaar/noun;film_DIM/noun;voorzie/verb	3	commentaar/noun;film_DIM/noun;voorzie/verb	3	commentaar/noun;film_DIM/noun;voorzie/verb	3
geestig/adj/algemeen_dagblad_20000422_129/169	acteur/noun;lever_op/verb;mix/noun	3	acteur/noun;lever_op/verb;mix/noun	3	acteur/noun;lever_op/verb;mix/noun	3	acteur/noun;door/prep;een/det;heen/part;lever_op/verb;mix/noun;op/part	7	acteur/noun;door/prep;een/det;heen/part;lever_op/verb;mix/noun;op/part	7	acteur/noun;door/prep;een/det;heen/part;lever_op/verb;mix/noun;op/part	7	lever_op/verb;mix/noun	2	lever_op/verb;mix/noun	2	lever_op/verb;mix/noun	2	door/prep;een/det;lever_op/verb;mix/noun;op/part	5	door/prep;een/det;lever_op/verb;mix/noun;op/part	5	door/prep;een/det;lever_op/verb;mix/noun;op/part	5
geestig/adj/algemeen_dagblad_20021011_55/293	1989/noun;actie_film/noun;flits/adj;kostelijk/adj;vermaak/verb	5	1989/noun;actie_film/noun;flits/adj;kostelijk/adj;vermaak/verb	5	1989/noun;actie_film/noun;flits/adj;kostelijk/adj;vermaak/verb	5	1989/noun;actie_film/noun;een/det;flits/adj;kostelijk/adj;vermaak/verb	6	1989/noun;actie_film/noun;een/det;flits/adj;kostelijk/adj;vermaak/verb	6	1989/noun;actie_film/noun;een/det;flits/adj;kostelijk/adj;vermaak/verb	6	actie_film/noun;flits/adj;kostelijk/adj	3	actie_film/noun;flits/adj;kostelijk/adj	3	actie_film/noun;flits/adj;kostelijk/adj	3	actie_film/noun;een/det;flits/adj;kostelijk/adj	4	actie_film/noun;een/det;flits/adj;kostelijk/adj	4	actie_film/noun;een/det;flits/adj;kostelijk/adj	4
geestig/adj/algemeen_dagblad_20011101_93/59	dol/adj;opera/noun;verrukkelijk/adj	3	dol/adj;opera/noun;verrukkelijk/adj	3	dol/adj;opera/noun;verrukkelijk/adj	3	dol/adj;een/det;opera/noun;verrukkelijk/adj	4	dol/adj;een/det;opera/noun;verrukkelijk/adj	4	dol/adj;een/det;opera/noun;verrukkelijk/adj	4	dol/adj;opera/noun;verrukkelijk/adj	3	dol/adj;opera/noun;verrukkelijk/adj	3	dol/adj;opera/noun;verrukkelijk/adj	3	dol/adj;een/det;opera/noun;verrukkelijk/adj	4	dol/adj;een/det;opera/noun;verrukkelijk/adj	4	dol/adj;een/det;opera/noun;verrukkelijk/adj	4
geestig/adj/algemeen_dagblad_20030514_98/46	hoe/adj;ontwikkel/verb	2	hoe/adj;ontwikkel/verb	2	hoe/adj;ontwikkel/verb	2	hoe/adj;ontwikkel/verb	2	hoe/adj;ontwikkel/verb	2	hoe/adj;ontwikkel/verb	2	hoe/adj;ontwikkel/verb	2	hoe/adj;ontwikkel/verb	2	hoe/adj;ontwikkel/verb	2	hoe/adj;ontwikkel/verb	2	hoe/adj;ontwikkel/verb	2	hoe/adj;ontwikkel/verb	2
geestig/adj/algemeen_dagblad_20020425_102/69	maak/verb;onverwacht/adj;plot_wending/noun;veelzijdig/adj	4	maak/verb;onverwacht/adj;plot_wending/noun;veelzijdig/adj	4	maak/verb;onverwacht/adj;plot_wending/noun;veelzijdig/adj	4	maak/verb;onverwacht/adj;plot_wending/noun;veelzijdig/adj	4	maak/verb;onverwacht/adj;plot_wending/noun;veelzijdig/adj	4	maak/verb;onverwacht/adj;plot_wending/noun;veelzijdig/adj	4	maak/verb;veelzijdig/adj	2	maak/verb;veelzijdig/adj	2	maak/verb;veelzijdig/adj	2	maak/verb;veelzijdig/adj	2	maak/verb;veelzijdig/adj	2	maak/verb;veelzijdig/adj	2
geestig/adj/algemeen_dagblad_20040207_218/159	bloes_DIM/noun;oog/verb;opmerkelijk/adj;spijkerbroek/noun;tenger/adj;zwart/adj	6	bloes_DIM/noun;oog/verb;opmerkelijk/adj;spijkerbroek/noun;tenger/adj;zwart/adj	6	bloes_DIM/noun;oog/verb;opmerkelijk/adj;spijkerbroek/noun;tenger/adj;zwart/adj	6	bloes_DIM/noun;een/det;haar/det;met/prep;oog/verb;opmerkelijk/adj;plus/prep;spijkerbroek/noun;tenger/adj;ze/pron;zwart/adj	11	bloes_DIM/noun;een/det;haar/det;met/prep;oog/verb;opmerkelijk/adj;plus/prep;spijkerbroek/noun;tenger/adj;ze/pron;zwart/adj	11	bloes_DIM/noun;een/det;haar/det;met/prep;oog/verb;opmerkelijk/adj;plus/prep;spijkerbroek/noun;tenger/adj;ze/pron;zwart/adj	11	bloes_DIM/noun;opmerkelijk/adj;tenger/adj;zwart/adj	4	bloes_DIM/noun;opmerkelijk/adj;tenger/adj;zwart/adj	4	bloes_DIM/noun;opmerkelijk/adj;tenger/adj;zwart/adj	4	bloes_DIM/noun;een/det;met/prep;opmerkelijk/adj;tenger/adj;ze/pron;zwart/adj	7	bloes_DIM/noun;een/det;met/prep;opmerkelijk/adj;tenger/adj;ze/pron;zwart/adj	7	bloes_DIM/noun;een/det;met/prep;opmerkelijk/adj;tenger/adj;ze/pron;zwart/adj	7
geestig/adj/algemeen_dagblad_20000512_95/446	ben/verb;hoor/verb;passage/noun;stadhouder/noun	4	ben/verb;hoor/verb;passage/noun;stadhouder/noun	4	ben/verb;hoor/verb;passage/noun;stadhouder/noun	4	ben/verb;hoor/verb;passage/noun;stadhouder/noun	4	ben/verb;hoor/verb;passage/noun;stadhouder/noun	4	ben/verb;hoor/verb;passage/noun;stadhouder/noun	4	ben/verb;passage/noun	2	ben/verb;passage/noun	2	ben/verb;passage/noun	2	ben/verb;passage/noun	2	ben/verb;passage/noun	2	ben/verb;passage/noun	2
