_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
herhalen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	0.22661604395672968	-0.08381913712061391	NA	NA	nobound	986	all	5_5	1	no	FOC	986	all	4_4	312	herhalen	0.2292380045686432	BOW
herhalen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.06170316163800717	-0.13571895117812902	NA	NA	nobound	242	lex	3_3	1	weight	5000	5000	nav	4_4	270	herhalen	0.2609843307684487	BOW
herhalen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.1665995035097057	-0.05238878171792254	NA	NA	nobound	242	lex	3_3	1	weight	5000	5000	all	4_4	270	herhalen	0.2757042386502074	BOW
herhalen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.05890376366598947	-0.11184137582464014	NA	NA	nobound	242	lex	3_3	1	weight	FOC	154	nav	4_4	270	herhalen	0.300205875943966	BOW
herhalen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.04452898240354776	-0.08802083815487788	NA	NA	nobound	242	lex	3_3	1	weight	FOC	242	all	4_4	270	herhalen	0.30448130413772073	BOW
herhalen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.0410477811820077	-0.12985627063888716	NA	NA	nobound	242	lex	3_3	1	selection	5000	5000	nav	4_4	270	herhalen	0.254799257934287	BOW
herhalen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.17017676843043883	-0.06118218406983485	NA	NA	nobound	242	lex	3_3	1	selection	5000	5000	all	4_4	270	herhalen	0.26802515963386736	BOW
herhalen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.010126729749194882	-0.10999260545879046	NA	NA	nobound	242	lex	3_3	1	selection	FOC	154	nav	4_4	270	herhalen	0.29100075725572944	BOW
herhalen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.0012821437113007183	-0.09425195287168606	NA	NA	nobound	242	lex	3_3	1	selection	FOC	242	all	4_4	270	herhalen	0.29171404145481666	BOW
herhalen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.0159149579833377	-0.20295339100960522	NA	NA	nobound	369	lex	3_3	1	no	5000	5000	nav	4_4	301	herhalen	0.26786022659530967	BOW
herhalen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.2597443764050006	-0.14556183515746599	NA	NA	nobound	369	lex	3_3	1	no	5000	5000	all	4_4	301	herhalen	0.27439372611470886	BOW
herhalen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	0.04648199644935201	-0.202000093198112	NA	NA	nobound	369	lex	3_3	1	no	FOC	261	nav	4_4	301	herhalen	0.28587831311948664	BOW
herhalen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	0.06608427557268023	-0.20160072029246098	NA	NA	nobound	369	lex	3_3	1	no	FOC	369	all	4_4	301	herhalen	0.2783618872333108	BOW
herhalen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.007285059656242371	0.1261472735321642	NA	NA	nobound	390	all	3_3	1	weight	5000	5000	nav	4_4	308	herhalen	0.27010877476907225	BOW
herhalen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	-0.1895041090505353	0.121181748444763	NA	NA	nobound	390	all	3_3	1	weight	5000	5000	all	4_4	308	herhalen	0.27683501368197455	BOW
herhalen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	0.009458988786274469	0.06341494921890077	NA	NA	nobound	390	all	3_3	1	weight	FOC	154	nav	4_4	308	herhalen	0.29159239813382515	BOW
herhalen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.004663033784970687	0.04031999072693035	NA	NA	nobound	390	all	3_3	1	weight	FOC	390	all	4_4	308	herhalen	0.2780638445384147	BOW
herhalen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.03112822228811456	0.144202092927583	NA	NA	nobound	390	all	3_3	1	selection	5000	5000	nav	4_4	308	herhalen	0.25413754623426754	BOW
herhalen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	-0.23948233885957115	0.1288852692928344	NA	NA	nobound	390	all	3_3	1	selection	5000	5000	all	4_4	308	herhalen	0.2739874109545667	BOW
herhalen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.11459028140198477	-0.0010535532350291973	NA	NA	nobound	390	all	3_3	1	selection	FOC	154	nav	4_4	308	herhalen	0.28049690039323927	BOW
herhalen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.1092346681746492	-0.017649515560151513	NA	NA	nobound	390	all	3_3	1	selection	FOC	390	all	4_4	308	herhalen	0.25958038129478583	BOW
herhalen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	0.24239513405128357	0.05232684858706945	NA	NA	nobound	596	all	3_3	1	no	5000	5000	nav	4_4	312	herhalen	0.24965729760859232	BOW
herhalen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	-0.37140961512162096	0.21244106572012808	NA	NA	nobound	596	all	3_3	1	no	5000	5000	all	4_4	312	herhalen	0.2730856570004099	BOW
herhalen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.2316882172351682	-0.021897242127734445	NA	NA	nobound	596	all	3_3	1	no	FOC	261	nav	4_4	312	herhalen	0.2561217149642542	BOW
herhalen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	0.23282774355508587	-0.04117009833154316	NA	NA	nobound	596	all	3_3	1	no	FOC	596	all	4_4	312	herhalen	0.23437052543001163	BOW
herhalen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	0.10550902853018405	0.24254444963482463	NA	group1	bound	239	NA	NA	1	weight	5000	5000	nav	4_4	278	herhalen	0.2773706439166778	LEMMAREL
herhalen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	-0.05405873991762079	0.32555569336630913	NA	group1	bound	239	NA	NA	1	weight	5000	5000	all	4_4	278	herhalen	0.2770152612084673	LEMMAREL
herhalen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	0.12288407236603875	0.2449327122741424	NA	group1	bound	239	NA	NA	1	weight	FOC	115	nav	4_4	278	herhalen	0.29506294386327747	LEMMAREL
herhalen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	0.11066725553371395	0.23256313164154946	NA	group1	bound	239	NA	NA	1	weight	FOC	239	all	4_4	278	herhalen	0.27157868706468213	LEMMAREL
herhalen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	0.11938950655111309	0.21934618046779605	NA	group1	bound	239	NA	NA	1	selection	5000	5000	nav	4_4	278	herhalen	0.27439650362839924	LEMMAREL
herhalen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	-0.04066504760905943	0.3169840948647363	NA	group1	bound	239	NA	NA	1	selection	5000	5000	all	4_4	278	herhalen	0.27524300920696326	LEMMAREL
herhalen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	0.14096426076671134	0.2093900421963722	NA	group1	bound	239	NA	NA	1	selection	FOC	115	nav	4_4	278	herhalen	0.28607127683303096	LEMMAREL
herhalen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	0.1327507857859644	0.18431042159277758	NA	group1	bound	239	NA	NA	1	selection	FOC	239	all	4_4	278	herhalen	0.26367357534970554	LEMMAREL
herhalen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	0.14960995649621245	0.2765886341712373	NA	group1	bound	334	NA	NA	1	no	5000	5000	nav	4_4	296	herhalen	0.2696520728823044	LEMMAREL
herhalen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	-0.11524873528790495	0.4380189691146556	NA	group1	bound	334	NA	NA	1	no	5000	5000	all	4_4	296	herhalen	0.2728591673441593	LEMMAREL
herhalen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	0.16606634984927532	0.21335358679139355	NA	group1	bound	334	NA	NA	1	no	FOC	159	nav	4_4	296	herhalen	0.29199793139036057	LEMMAREL
herhalen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	0.16966892302394807	0.19225066575161123	NA	group1	bound	334	NA	NA	1	no	FOC	334	all	4_4	296	herhalen	0.271433806700006	LEMMAREL
herhalen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	0.043493628439127505	0.19758640874861674	NA	group2	bound	294	NA	NA	1	weight	5000	5000	nav	4_4	301	herhalen	0.26709038642197325	LEMMAREL
herhalen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	-0.0847532310378707	0.22552969697643574	NA	group2	bound	294	NA	NA	1	weight	5000	5000	all	4_4	301	herhalen	0.26577578021886433	LEMMAREL
herhalen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	0.06615804489989949	0.16420956944324944	NA	group2	bound	294	NA	NA	1	weight	FOC	142	nav	4_4	301	herhalen	0.28104469149207423	LEMMAREL
herhalen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	0.056763425367486776	0.14365714865428372	NA	group2	bound	294	NA	NA	1	weight	FOC	294	all	4_4	301	herhalen	0.2626903989981274	LEMMAREL
herhalen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	0.06477870076540232	0.18630064345822536	NA	group2	bound	294	NA	NA	1	selection	5000	5000	nav	4_4	301	herhalen	0.25567033582888854	LEMMAREL
herhalen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	-0.08363334191400561	0.20451687738273547	NA	group2	bound	294	NA	NA	1	selection	5000	5000	all	4_4	301	herhalen	0.2611927894946652	LEMMAREL
herhalen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	0.10035925005564454	0.12651429838961964	NA	group2	bound	294	NA	NA	1	selection	FOC	142	nav	4_4	301	herhalen	0.2625742346358116	LEMMAREL
herhalen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	0.09553130936434857	0.10437645413189078	NA	group2	bound	294	NA	NA	1	selection	FOC	294	all	4_4	301	herhalen	0.24327085636057888	LEMMAREL
herhalen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	0.0889284530820579	0.19703514013725912	NA	group2	bound	447	NA	NA	1	no	5000	5000	nav	4_4	306	herhalen	0.256426130371595	LEMMAREL
herhalen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	-0.13714078850384434	0.30462730189518844	NA	group2	bound	447	NA	NA	1	no	5000	5000	all	4_4	306	herhalen	0.2564055085385315	LEMMAREL
herhalen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	0.11819648484040751	0.12936336947300406	NA	group2	bound	447	NA	NA	1	no	FOC	227	nav	4_4	306	herhalen	0.2649220650586248	LEMMAREL
herhalen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	0.11799873518396836	0.11234375508009245	NA	group2	bound	447	NA	NA	1	no	FOC	447	all	4_4	306	herhalen	0.2520375121394905	LEMMAREL
herhalen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	0.032702856551755276	0.1817511888895308	selection2	NA	bound	381	NA	NA	1	weight	5000	5000	nav	4_4	306	herhalen	0.2614328819787523	LEMMAPATH
herhalen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	-0.10502190377103898	0.1841885064923707	selection2	NA	bound	381	NA	NA	1	weight	5000	5000	all	4_4	306	herhalen	0.2624439823955995	LEMMAPATH
herhalen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	0.050014204895918034	0.11014510643348294	selection2	NA	bound	381	NA	NA	1	weight	FOC	172	nav	4_4	306	herhalen	0.2696457402201386	LEMMAPATH
herhalen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	0.04665535179527694	0.0927993853281835	selection2	NA	bound	381	NA	NA	1	weight	FOC	381	all	4_4	306	herhalen	0.2588532431300024	LEMMAPATH
herhalen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	0.07205600167121858	0.16228926739278873	selection2	NA	bound	381	NA	NA	1	selection	5000	5000	nav	4_4	306	herhalen	0.24879085009575536	LEMMAPATH
herhalen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	-0.11079068094921832	0.18544514771180506	selection2	NA	bound	381	NA	NA	1	selection	5000	5000	all	4_4	306	herhalen	0.26105925506395394	LEMMAPATH
herhalen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	0.10712035401293028	0.07914217727467694	selection2	NA	bound	381	NA	NA	1	selection	FOC	172	nav	4_4	306	herhalen	0.2521155523480587	LEMMAPATH
herhalen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	0.10730780475245828	0.05613019598814429	selection2	NA	bound	381	NA	NA	1	selection	FOC	381	all	4_4	306	herhalen	0.24687733926685534	LEMMAPATH
herhalen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	0.2314249027144915	0.12153196600983536	selection2	NA	bound	670	NA	NA	1	no	5000	5000	nav	4_4	309	herhalen	0.2429544331940567	LEMMAPATH
herhalen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	-0.20966426674668118	0.32211579177584315	selection2	NA	bound	670	NA	NA	1	no	5000	5000	all	4_4	309	herhalen	0.2567225808178522	LEMMAPATH
herhalen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	0.19077834841748936	0.06678359583612897	selection2	NA	bound	670	NA	NA	1	no	FOC	336	nav	4_4	309	herhalen	0.23936738911438116	LEMMAPATH
herhalen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	0.193537359575019	0.046223696513703304	selection2	NA	bound	670	NA	NA	1	no	FOC	670	all	4_4	309	herhalen	0.2371625229229719	LEMMAPATH
herhalen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	0.021085980592713396	0.14417781308085476	selection3	NA	bound	512	NA	NA	1	weight	5000	5000	nav	4_4	308	herhalen	0.25916790235149395	LEMMAPATH
herhalen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	-0.12007028416041132	0.12247770740241735	selection3	NA	bound	512	NA	NA	1	weight	5000	5000	all	4_4	308	herhalen	0.26533613773045733	LEMMAPATH
herhalen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	0.04610517237231564	0.07175436580777078	selection3	NA	bound	512	NA	NA	1	weight	FOC	223	nav	4_4	308	herhalen	0.27070758409155815	LEMMAPATH
herhalen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	0.04104032605691591	0.055486438273144256	selection3	NA	bound	512	NA	NA	1	weight	FOC	512	all	4_4	308	herhalen	0.2593878758040053	LEMMAPATH
herhalen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	0.08599604024332026	0.09370207496308797	selection3	NA	bound	512	NA	NA	1	selection	5000	5000	nav	4_4	308	herhalen	0.2506600689708643	LEMMAPATH
herhalen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	-0.14256648242724035	0.14298090904848648	selection3	NA	bound	512	NA	NA	1	selection	5000	5000	all	4_4	308	herhalen	0.2698372887834476	LEMMAPATH
herhalen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	0.13240925380753893	0.03955783725231671	selection3	NA	bound	512	NA	NA	1	selection	FOC	223	nav	4_4	308	herhalen	0.24708618952185196	LEMMAPATH
herhalen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	0.12376218637083704	0.02306427372338372	selection3	NA	bound	512	NA	NA	1	selection	FOC	512	all	4_4	308	herhalen	0.2429786600241066	LEMMAPATH
herhalen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	0.2618426336540748	0.061074948761294885	selection3	NA	bound	996	NA	NA	1	no	5000	5000	nav	4_4	309	herhalen	0.23262078533349437	LEMMAPATH
herhalen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	-0.3208633873812371	0.28266629385913483	selection3	NA	bound	996	NA	NA	1	no	5000	5000	all	4_4	309	herhalen	0.2552986562071648	LEMMAPATH
herhalen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	0.21591265398724657	0.02794143047316646	selection3	NA	bound	996	NA	NA	1	no	FOC	516	nav	4_4	309	herhalen	0.2349203083757727	LEMMAPATH
herhalen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	0.21684670016043686	0.010566722531351706	selection3	NA	bound	996	NA	NA	1	no	FOC	996	all	4_4	309	herhalen	0.23130235071222272	LEMMAPATH
herhalen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	0.021085980592713396	0.14417781308085476	weight	NA	bound	512	NA	NA	1	weight	5000	5000	nav	4_4	308	herhalen	0.25916790235149395	LEMMAPATH
herhalen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	-0.12007028416041132	0.12247770740241735	weight	NA	bound	512	NA	NA	1	weight	5000	5000	all	4_4	308	herhalen	0.26533613773045733	LEMMAPATH
herhalen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	0.04610517237231564	0.07175436580777078	weight	NA	bound	512	NA	NA	1	weight	FOC	223	nav	4_4	308	herhalen	0.27070758409155815	LEMMAPATH
herhalen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	0.04104032605691591	0.055486438273144256	weight	NA	bound	512	NA	NA	1	weight	FOC	512	all	4_4	308	herhalen	0.2593878758040053	LEMMAPATH
herhalen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	0.06639225833584103	0.14490376716406314	weight	NA	bound	512	NA	NA	1	selection	5000	5000	nav	4_4	308	herhalen	0.24800783678134092	LEMMAPATH
herhalen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	-0.10410668483107342	0.13659900075147877	weight	NA	bound	512	NA	NA	1	selection	5000	5000	all	4_4	308	herhalen	0.2633825966881914	LEMMAPATH
herhalen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	0.09264752764768178	0.06444808697838827	weight	NA	bound	512	NA	NA	1	selection	FOC	223	nav	4_4	308	herhalen	0.24117949579445055	LEMMAPATH
herhalen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.08402274955948025	0.046748685425660005	weight	NA	bound	512	NA	NA	1	selection	FOC	512	all	4_4	308	herhalen	0.24075451811134735	LEMMAPATH
herhalen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	0.159993829572958	0.1082747685736645	weight	NA	bound	996	NA	NA	1	no	5000	5000	nav	4_4	309	herhalen	0.23750764692762605	LEMMAPATH
herhalen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	-0.2179210879885388	0.28053921190354014	weight	NA	bound	996	NA	NA	1	no	5000	5000	all	4_4	309	herhalen	0.25208558259621977	LEMMAPATH
herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	0.15344907028893703	0.06240240607786115	weight	NA	bound	996	NA	NA	1	no	FOC	516	nav	4_4	309	herhalen	0.23474617911105458	LEMMAPATH
herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	0.1530987003391226	0.04460045761489458	weight	NA	bound	996	NA	NA	1	no	FOC	996	all	4_4	309	herhalen	0.2323982641864447	LEMMAPATH
