_id	_cws.gemeen.foc10.nav.weight.bound	_count.gemeen.foc10.nav.weight.bound	_cws.gemeen.foc10.nav.selection.bound	_count.gemeen.foc10.nav.selection.bound	_cws.gemeen.foc10.nav.no.bound	_count.gemeen.foc10.nav.no.bound	_cws.gemeen.foc10.all.weight.bound	_count.gemeen.foc10.all.weight.bound	_cws.gemeen.foc10.all.selection.bound	_count.gemeen.foc10.all.selection.bound	_cws.gemeen.foc10.all.no.bound	_count.gemeen.foc10.all.no.bound	_cws.gemeen.foc5.nav.weight.bound	_count.gemeen.foc5.nav.weight.bound	_cws.gemeen.foc5.nav.selection.bound	_count.gemeen.foc5.nav.selection.bound	_cws.gemeen.foc5.nav.no.bound	_count.gemeen.foc5.nav.no.bound	_cws.gemeen.foc5.all.weight.bound	_count.gemeen.foc5.all.weight.bound	_cws.gemeen.foc5.all.selection.bound	_count.gemeen.foc5.all.selection.bound	_cws.gemeen.foc5.all.no.bound	_count.gemeen.foc5.all.no.bound
gemeen/adj/nrc_handelsblad_20011003_117/192	ben/verb;doe/verb;psychologie/noun;volwassene/noun	4	ben/verb;doe/verb;psychologie/noun;volwassene/noun	4	ben/verb;doe/verb;psychologie/noun;volwassene/noun	4	ben/verb;die/pron;doe/verb;niet/adv;psychologie/noun;volwassene/noun;ze/pron	7	ben/verb;die/pron;doe/verb;niet/adv;psychologie/noun;volwassene/noun;ze/pron	7	ben/verb;die/pron;doe/verb;niet/adv;psychologie/noun;volwassene/noun;ze/pron	7	doe/verb;volwassene/noun	2	doe/verb;volwassene/noun	2	doe/verb;volwassene/noun	2	die/pron;doe/verb;volwassene/noun;ze/pron	4	die/pron;doe/verb;volwassene/noun;ze/pron	4	die/pron;doe/verb;volwassene/noun;ze/pron	4
gemeen/adj/nrc_handelsblad_20000228_23/25	heb/verb;noem/verb;onbetrouwbaar/adj;ontsla/verb	4	heb/verb;noem/verb;onbetrouwbaar/adj;ontsla/verb	4	heb/verb;noem/verb;onbetrouwbaar/adj;ontsla/verb	4	heb/verb;hij/pron;noem/verb;onbetrouwbaar/adj;ontsla/verb	5	heb/verb;hij/pron;noem/verb;onbetrouwbaar/adj;ontsla/verb	5	heb/verb;hij/pron;noem/verb;onbetrouwbaar/adj;ontsla/verb	5	heb/verb;noem/verb;onbetrouwbaar/adj	3	heb/verb;noem/verb;onbetrouwbaar/adj	3	heb/verb;noem/verb;onbetrouwbaar/adj	3	heb/verb;hij/pron;noem/verb;onbetrouwbaar/adj	4	heb/verb;hij/pron;noem/verb;onbetrouwbaar/adj	4	heb/verb;hij/pron;noem/verb;onbetrouwbaar/adj	4
gemeen/adj/nrc_handelsblad_20010301_22/10	bijzonder/adj;heb/verb;kenmerk/noun;monarchie/noun	4	bijzonder/adj;heb/verb;kenmerk/noun;monarchie/noun	4	bijzonder/adj;heb/verb;kenmerk/noun;monarchie/noun	4	bijzonder/adj;heb/verb;kenmerk/noun;monarchie/noun;ook/adv;zijn/det	6	bijzonder/adj;heb/verb;kenmerk/noun;monarchie/noun;ook/adv;zijn/det	6	bijzonder/adj;heb/verb;kenmerk/noun;monarchie/noun;ook/adv;zijn/det	6	heb/verb;monarchie/noun	2	heb/verb;monarchie/noun	2	heb/verb;monarchie/noun	2	heb/verb;monarchie/noun;ook/adv	3	heb/verb;monarchie/noun;ook/adv	3	heb/verb;monarchie/noun;ook/adv	3
gemeen/adj/nrc_handelsblad_20040505_87/311	elleboog_stoot/noun;stapel_op/verb;tackle/noun;vlieg/adj	4	elleboog_stoot/noun;stapel_op/verb;tackle/noun;vlieg/adj	4	elleboog_stoot/noun;stapel_op/verb;tackle/noun;vlieg/adj	4	elleboog_stoot/noun;op/part;stapel_op/verb;tackle/noun;vlieg/adj	5	elleboog_stoot/noun;op/part;stapel_op/verb;tackle/noun;vlieg/adj	5	elleboog_stoot/noun;op/part;stapel_op/verb;tackle/noun;vlieg/adj	5	elleboog_stoot/noun;stapel_op/verb;tackle/noun;vlieg/adj	4	elleboog_stoot/noun;stapel_op/verb;tackle/noun;vlieg/adj	4	elleboog_stoot/noun;stapel_op/verb;tackle/noun;vlieg/adj	4	elleboog_stoot/noun;stapel_op/verb;tackle/noun;vlieg/adj	4	elleboog_stoot/noun;stapel_op/verb;tackle/noun;vlieg/adj	4	elleboog_stoot/noun;stapel_op/verb;tackle/noun;vlieg/adj	4
gemeen/adj/nrc_handelsblad_20020930_63/485	beetje/noun;ben/verb;haal_uit/verb;spel_fout/noun	4	beetje/noun;ben/verb;haal_uit/verb;spel_fout/noun	4	beetje/noun;ben/verb;haal_uit/verb;spel_fout/noun	4	beetje/noun;ben/verb;dat/det;die/pron;een/det;haal_uit/verb;mijn/det;spel_fout/noun;tegenover/prep;toch/adv	10	beetje/noun;ben/verb;dat/det;die/pron;een/det;haal_uit/verb;mijn/det;spel_fout/noun;tegenover/prep;toch/adv	10	beetje/noun;ben/verb;dat/det;die/pron;een/det;haal_uit/verb;mijn/det;spel_fout/noun;tegenover/prep;toch/adv	10	ben/verb;haal_uit/verb	2	ben/verb;haal_uit/verb	2	ben/verb;haal_uit/verb	2	ben/verb;dat/det;haal_uit/verb;mijn/det;tegenover/prep	5	ben/verb;dat/det;haal_uit/verb;mijn/det;tegenover/prep	5	ben/verb;dat/det;haal_uit/verb;mijn/det;tegenover/prep	5
gemeen/adj/nrc_handelsblad_20001020_42/447	aantoonbaar/adj;ben/verb;journalist/noun;kan/verb;onwaar/adj	5	aantoonbaar/adj;ben/verb;journalist/noun;kan/verb;onwaar/adj	5	aantoonbaar/adj;ben/verb;journalist/noun;kan/verb;onwaar/adj	5	aantoonbaar/adj;ben/verb;dat/det;die/det;ik/pron;journalist/noun;kan/verb;onwaar/adj;wel/adv;zo/adv	10	aantoonbaar/adj;ben/verb;dat/det;die/det;ik/pron;journalist/noun;kan/verb;onwaar/adj;wel/adv;zo/adv	10	aantoonbaar/adj;ben/verb;dat/det;die/det;ik/pron;journalist/noun;kan/verb;onwaar/adj;wel/adv;zo/adv	10	aantoonbaar/adj;journalist/noun;kan/verb;onwaar/adj	4	aantoonbaar/adj;journalist/noun;kan/verb;onwaar/adj	4	aantoonbaar/adj;journalist/noun;kan/verb;onwaar/adj	4	aantoonbaar/adj;die/det;ik/pron;journalist/noun;kan/verb;onwaar/adj;zo/adv	7	aantoonbaar/adj;die/det;ik/pron;journalist/noun;kan/verb;onwaar/adj;zo/adv	7	aantoonbaar/adj;die/det;ik/pron;journalist/noun;kan/verb;onwaar/adj;zo/adv	7
gemeen/adj/nrc_handelsblad_20010203_40/140	ben/verb;echt/adj;gemeen/adj	3	ben/verb;echt/adj;gemeen/adj	3	ben/verb;echt/adj;gemeen/adj	3	ben/verb;dat/det;echt/adj;gemeen/adj	4	ben/verb;dat/det;echt/adj;gemeen/adj	4	ben/verb;dat/det;echt/adj;gemeen/adj	4	ben/verb;echt/adj;gemeen/adj	3	ben/verb;echt/adj;gemeen/adj	3	ben/verb;echt/adj;gemeen/adj	3	ben/verb;dat/det;echt/adj;gemeen/adj	4	ben/verb;dat/det;echt/adj;gemeen/adj	4	ben/verb;dat/det;echt/adj;gemeen/adj	4
gemeen/adj/nrc_handelsblad_20000719_40/260	bijtend/adj;heb/verb;ondertoon/noun	3	bijtend/adj;heb/verb;ondertoon/noun	3	bijtend/adj;heb/verb;ondertoon/noun	3	bijtend/adj;die/pron;heb/verb;ondertoon/noun;ze/pron	5	bijtend/adj;die/pron;heb/verb;ondertoon/noun;ze/pron	5	bijtend/adj;die/pron;heb/verb;ondertoon/noun;ze/pron	5	bijtend/adj;ondertoon/noun	2	bijtend/adj;ondertoon/noun	2	bijtend/adj;ondertoon/noun	2	bijtend/adj;die/pron;ondertoon/noun;ze/pron	4	bijtend/adj;die/pron;ondertoon/noun;ze/pron	4	bijtend/adj;die/pron;ondertoon/noun;ze/pron	4
gemeen/adj/nrc_handelsblad_20001103_93/917	ben/verb;er/noun;kan/verb;koers/noun;verleid/verb	5	ben/verb;er/noun;kan/verb;koers/noun;verleid/verb	5	ben/verb;er/noun;kan/verb;koers/noun;verleid/verb	5	ben/verb;er/noun;kan/verb;koers/noun;ook/adv;verleid/verb;wie/pron	7	ben/verb;er/noun;kan/verb;koers/noun;ook/adv;verleid/verb;wie/pron	7	ben/verb;er/noun;kan/verb;koers/noun;ook/adv;verleid/verb;wie/pron	7	ben/verb;koers/noun	2	ben/verb;koers/noun	2	ben/verb;koers/noun	2	ben/verb;koers/noun;wie/pron	3	ben/verb;koers/noun;wie/pron	3	ben/verb;koers/noun;wie/pron	3
gemeen/adj/nrc_handelsblad_20040209_129/100	ben/verb;deler/noun;water/noun	3	ben/verb;deler/noun;water/noun	3	ben/verb;deler/noun;water/noun	3	ben/verb;deler/noun;een/det;water/noun	4	ben/verb;deler/noun;een/det;water/noun	4	ben/verb;deler/noun;een/det;water/noun	4	ben/verb;deler/noun;water/noun	3	ben/verb;deler/noun;water/noun	3	ben/verb;deler/noun;water/noun	3	ben/verb;deler/noun;een/det;water/noun	4	ben/verb;deler/noun;een/det;water/noun	4	ben/verb;deler/noun;een/det;water/noun	4
gemeen/adj/nrc_handelsblad_20040524_92/445	arbiter/noun;handvol/noun;heb/verb;kaart/noun;kan/verb;overtreding/noun;rood/adj;veroorzaker/noun	8	arbiter/noun;handvol/noun;heb/verb;kaart/noun;kan/verb;overtreding/noun;rood/adj;veroorzaker/noun	8	arbiter/noun;handvol/noun;heb/verb;kaart/noun;kan/verb;overtreding/noun;rood/adj;veroorzaker/noun	8	arbiter/noun;die/pron;een/det;handvol/noun;heb/verb;kaart/noun;kan/verb;overtreding/noun;rood/adj;veroorzaker/noun;wel/adv	11	arbiter/noun;die/pron;een/det;handvol/noun;heb/verb;kaart/noun;kan/verb;overtreding/noun;rood/adj;veroorzaker/noun;wel/adv	11	arbiter/noun;die/pron;een/det;handvol/noun;heb/verb;kaart/noun;kan/verb;overtreding/noun;rood/adj;veroorzaker/noun;wel/adv	11	handvol/noun;overtreding/noun;veroorzaker/noun	3	handvol/noun;overtreding/noun;veroorzaker/noun	3	handvol/noun;overtreding/noun;veroorzaker/noun	3	een/det;handvol/noun;overtreding/noun;veroorzaker/noun;wel/adv	5	een/det;handvol/noun;overtreding/noun;veroorzaker/noun;wel/adv	5	een/det;handvol/noun;overtreding/noun;veroorzaker/noun;wel/adv	5
gemeen/adj/nrc_handelsblad_20020708_74/161	album/noun;deler/noun;groot/adj;nummer/noun;schamel/adj	5	album/noun;deler/noun;groot/adj;nummer/noun;schamel/adj	5	album/noun;deler/noun;groot/adj;nummer/noun;schamel/adj	5	album/noun;als/prep;deler/noun;een/det;groot/adj;met/prep;notabene/adv;nummer/noun;schamel/adj	9	album/noun;als/prep;deler/noun;een/det;groot/adj;met/prep;notabene/adv;nummer/noun;schamel/adj	9	album/noun;als/prep;deler/noun;een/det;groot/adj;met/prep;notabene/adv;nummer/noun;schamel/adj	9	deler/noun;groot/adj;nummer/noun	3	deler/noun;groot/adj;nummer/noun	3	deler/noun;groot/adj;nummer/noun	3	als/prep;deler/noun;groot/adj;met/prep;notabene/adv;nummer/noun	6	als/prep;deler/noun;groot/adj;met/prep;notabene/adv;nummer/noun	6	als/prep;deler/noun;groot/adj;met/prep;notabene/adv;nummer/noun	6
gemeen/adj/nrc_handelsblad_20001222_61/285	kan/verb;rotzooi/noun	2	kan/verb;rotzooi/noun	2	kan/verb;rotzooi/noun	2	alle/det;je/pron;kan/verb;rotzooi/noun	4	alle/det;je/pron;kan/verb;rotzooi/noun	4	alle/det;je/pron;kan/verb;rotzooi/noun	4	kan/verb;rotzooi/noun	2	kan/verb;rotzooi/noun	2	kan/verb;rotzooi/noun	2	alle/det;je/pron;kan/verb;rotzooi/noun	4	alle/det;je/pron;kan/verb;rotzooi/noun	4	alle/det;je/pron;kan/verb;rotzooi/noun	4
gemeen/adj/nrc_handelsblad_20010612_50/569	ben/verb;denk/verb;guitig/adj;kat_kwaad/noun;kwaad/noun;kwasi/adj;zo/adj	7	ben/verb;denk/verb;guitig/adj;kat_kwaad/noun;kwaad/noun;kwasi/adj;zo/adj	7	ben/verb;denk/verb;guitig/adj;kat_kwaad/noun;kwaad/noun;kwasi/adj;zo/adj	7	ben/verb;denk/verb;guitig/adj;je/pron;kat_kwaad/noun;kwaad/noun;kwasi/adj;ze/pron;zo/adj	9	ben/verb;denk/verb;guitig/adj;je/pron;kat_kwaad/noun;kwaad/noun;kwasi/adj;ze/pron;zo/adj	9	ben/verb;denk/verb;guitig/adj;je/pron;kat_kwaad/noun;kwaad/noun;kwasi/adj;ze/pron;zo/adj	9	ben/verb;guitig/adj;kwasi/adj;zo/adj	4	ben/verb;guitig/adj;kwasi/adj;zo/adj	4	ben/verb;guitig/adj;kwasi/adj;zo/adj	4	ben/verb;guitig/adj;je/pron;kwasi/adj;zo/adj	5	ben/verb;guitig/adj;je/pron;kwasi/adj;zo/adj	5	ben/verb;guitig/adj;je/pron;kwasi/adj;zo/adj	5
gemeen/adj/nrc_handelsblad_20011027_152/155	boer/noun;dame/noun;jack/noun;knecht/noun;koningin/noun;kop/noun;vrouw/noun	7	boer/noun;dame/noun;jack/noun;knecht/noun;koningin/noun;kop/noun;vrouw/noun	7	boer/noun;dame/noun;jack/noun;knecht/noun;koningin/noun;kop/noun;vrouw/noun	7	boer/noun;dame/noun;haar/det;jack/noun;knecht/noun;koningin/noun;kop/noun;vrouw/noun;zijn/det	9	boer/noun;dame/noun;haar/det;jack/noun;knecht/noun;koningin/noun;kop/noun;vrouw/noun;zijn/det	9	boer/noun;dame/noun;haar/det;jack/noun;knecht/noun;koningin/noun;kop/noun;vrouw/noun;zijn/det	9	jack/noun;kop/noun;vrouw/noun	3	jack/noun;kop/noun;vrouw/noun	3	jack/noun;kop/noun;vrouw/noun	3	jack/noun;kop/noun;vrouw/noun;zijn/det	4	jack/noun;kop/noun;vrouw/noun;zijn/det	4	jack/noun;kop/noun;vrouw/noun;zijn/det	4
gemeen/adj/nrc_handelsblad_20011031_24/1140	aandrang/noun;ben/verb;dijk/noun;polder/noun	4	aandrang/noun;ben/verb;dijk/noun;polder/noun	4	aandrang/noun;ben/verb;dijk/noun;polder/noun	4	aandrang/noun;ben/verb;dijk/noun;met/prep;polder/noun	5	aandrang/noun;ben/verb;dijk/noun;met/prep;polder/noun	5	aandrang/noun;ben/verb;dijk/noun;met/prep;polder/noun	5	ben/verb;dijk/noun;polder/noun	3	ben/verb;dijk/noun;polder/noun	3	ben/verb;dijk/noun;polder/noun	3	ben/verb;dijk/noun;met/prep;polder/noun	4	ben/verb;dijk/noun;met/prep;polder/noun	4	ben/verb;dijk/noun;met/prep;polder/noun	4
gemeen/adj/nrc_handelsblad_20020103_37/278	hoofdpersoon/noun;humor/noun;maak/verb;regisseur/noun;sprookje/noun;uit/verb;verveling/noun;verziekt/adj	8	hoofdpersoon/noun;humor/noun;maak/verb;regisseur/noun;sprookje/noun;uit/verb;verveling/noun;verziekt/adj	8	hoofdpersoon/noun;humor/noun;maak/verb;regisseur/noun;sprookje/noun;uit/verb;verveling/noun;verziekt/adj	8	die/pron;hoofdpersoon/noun;humor/noun;hun/det;maak/verb;met/prep;regisseur/noun;sprookje/noun;uit/verb;verveling/noun;verziekt/adj	11	die/pron;hoofdpersoon/noun;humor/noun;hun/det;maak/verb;met/prep;regisseur/noun;sprookje/noun;uit/verb;verveling/noun;verziekt/adj	11	die/pron;hoofdpersoon/noun;humor/noun;hun/det;maak/verb;met/prep;regisseur/noun;sprookje/noun;uit/verb;verveling/noun;verziekt/adj	11	hoofdpersoon/noun;maak/verb;sprookje/noun	3	hoofdpersoon/noun;maak/verb;sprookje/noun	3	hoofdpersoon/noun;maak/verb;sprookje/noun	3	die/pron;hoofdpersoon/noun;hun/det;maak/verb;met/prep;sprookje/noun	6	die/pron;hoofdpersoon/noun;hun/det;maak/verb;met/prep;sprookje/noun	6	die/pron;hoofdpersoon/noun;hun/det;maak/verb;met/prep;sprookje/noun	6
gemeen/adj/nrc_handelsblad_20000208_85/45	Oostenrijker/noun;ben/verb;bevolking/noun;bijzonder/adj;geval_wel/verb;laat/verb;niets/noun;onjuist/adj;verklaard/adj	9	Oostenrijker/noun;ben/verb;bevolking/noun;bijzonder/adj;geval_wel/verb;laat/verb;niets/noun;onjuist/adj;verklaard/adj	9	Oostenrijker/noun;ben/verb;bevolking/noun;bijzonder/adj;geval_wel/verb;laat/verb;niets/noun;onjuist/adj;verklaard/adj	9	Oostenrijker/noun;ben/verb;bevolking/noun;bijzonder/adj;een/det;geval_wel/verb;laat/verb;niets/noun;onjuist/adj;verklaard/adj;zijn/det	11	Oostenrijker/noun;ben/verb;bevolking/noun;bijzonder/adj;een/det;geval_wel/verb;laat/verb;niets/noun;onjuist/adj;verklaard/adj;zijn/det	11	Oostenrijker/noun;ben/verb;bevolking/noun;bijzonder/adj;een/det;geval_wel/verb;laat/verb;niets/noun;onjuist/adj;verklaard/adj;zijn/det	11	ben/verb;bijzonder/adj;onjuist/adj	3	ben/verb;bijzonder/adj;onjuist/adj	3	ben/verb;bijzonder/adj;onjuist/adj	3	ben/verb;bijzonder/adj;een/det;onjuist/adj	4	ben/verb;bijzonder/adj;een/det;onjuist/adj	4	ben/verb;bijzonder/adj;een/det;onjuist/adj	4
gemeen/adj/nrc_handelsblad_19991220_46/217	ben/verb;euforie/noun;in_borst/noun;raak_kwijt/verb;woede/noun;zicht/noun	6	ben/verb;euforie/noun;in_borst/noun;raak_kwijt/verb;woede/noun;zicht/noun	6	ben/verb;euforie/noun;in_borst/noun;raak_kwijt/verb;woede/noun;zicht/noun	6	ben/verb;een/det;euforie/noun;in_borst/noun;raak_kwijt/verb;woede/noun;zicht/noun	7	ben/verb;een/det;euforie/noun;in_borst/noun;raak_kwijt/verb;woede/noun;zicht/noun	7	ben/verb;een/det;euforie/noun;in_borst/noun;raak_kwijt/verb;woede/noun;zicht/noun	7	ben/verb;in_borst/noun;raak_kwijt/verb;zicht/noun	4	ben/verb;in_borst/noun;raak_kwijt/verb;zicht/noun	4	ben/verb;in_borst/noun;raak_kwijt/verb;zicht/noun	4	ben/verb;in_borst/noun;raak_kwijt/verb;zicht/noun	4	ben/verb;in_borst/noun;raak_kwijt/verb;zicht/noun	4	ben/verb;in_borst/noun;raak_kwijt/verb;zicht/noun	4
gemeen/adj/nrc_handelsblad_19991014_88/147	Colombiaan/noun;absoluut/adj;ben/verb;doe_aan/verb;kan/verb;laag/adj;uitlevering/noun;vernedering/noun	8	Colombiaan/noun;absoluut/adj;ben/verb;doe_aan/verb;kan/verb;laag/adj;uitlevering/noun;vernedering/noun	8	Colombiaan/noun;absoluut/adj;ben/verb;doe_aan/verb;kan/verb;laag/adj;uitlevering/noun;vernedering/noun	8	Colombiaan/noun;absoluut/adj;alle/det;ben/verb;die/pron;doe_aan/verb;een/det;kan/verb;laag/adj;uitlevering/noun;vernedering/noun	11	Colombiaan/noun;absoluut/adj;alle/det;ben/verb;die/pron;doe_aan/verb;een/det;kan/verb;laag/adj;uitlevering/noun;vernedering/noun	11	Colombiaan/noun;absoluut/adj;alle/det;ben/verb;die/pron;doe_aan/verb;een/det;kan/verb;laag/adj;uitlevering/noun;vernedering/noun	11	Colombiaan/noun;absoluut/adj;laag/adj;vernedering/noun	4	Colombiaan/noun;absoluut/adj;laag/adj;vernedering/noun	4	Colombiaan/noun;absoluut/adj;laag/adj;vernedering/noun	4	Colombiaan/noun;absoluut/adj;alle/det;die/pron;een/det;laag/adj;vernedering/noun	7	Colombiaan/noun;absoluut/adj;alle/det;die/pron;een/det;laag/adj;vernedering/noun	7	Colombiaan/noun;absoluut/adj;alle/det;die/pron;een/det;laag/adj;vernedering/noun	7
gemeen/adj/nrc_handelsblad_20020417_112/161	gezongen/adj;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	5	gezongen/adj;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	5	gezongen/adj;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	5	een/det;gezongen/adj;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	6	een/det;gezongen/adj;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	6	een/det;gezongen/adj;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	6	heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	4	heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	4	heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	4	een/det;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	5	een/det;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	5	een/det;heb/verb;klank/noun;loom/adj;onverbiddelijk/adj	5
gemeen/adj/nrc_handelsblad_20030722_53/596	heb/verb;veeg/verb;wel_gemikt/adj	3	heb/verb;veeg/verb;wel_gemikt/adj	3	heb/verb;veeg/verb;wel_gemikt/adj	3	heb/verb;met/prep;veeg/verb;wel_gemikt/adj	4	heb/verb;met/prep;veeg/verb;wel_gemikt/adj	4	heb/verb;met/prep;veeg/verb;wel_gemikt/adj	4	heb/verb;wel_gemikt/adj	2	heb/verb;wel_gemikt/adj	2	heb/verb;wel_gemikt/adj	2	heb/verb;met/prep;wel_gemikt/adj	3	heb/verb;met/prep;wel_gemikt/adj	3	heb/verb;met/prep;wel_gemikt/adj	3
gemeen/adj/nrc_handelsblad_20020201_29/901	gevoel/noun;heb/verb;jeugdherinnering/noun;rouw/noun;traumatisch/adj;zelfmedelijden/noun	6	gevoel/noun;heb/verb;jeugdherinnering/noun;rouw/noun;traumatisch/adj;zelfmedelijden/noun	6	gevoel/noun;heb/verb;jeugdherinnering/noun;rouw/noun;traumatisch/adj;zelfmedelijden/noun	6	beide/pron;gevoel/noun;heb/verb;jeugdherinnering/noun;met/prep;rouw/noun;traumatisch/adj;zelfmedelijden/noun	8	beide/pron;gevoel/noun;heb/verb;jeugdherinnering/noun;met/prep;rouw/noun;traumatisch/adj;zelfmedelijden/noun	8	beide/pron;gevoel/noun;heb/verb;jeugdherinnering/noun;met/prep;rouw/noun;traumatisch/adj;zelfmedelijden/noun	8	heb/verb;jeugdherinnering/noun;traumatisch/adj	3	heb/verb;jeugdherinnering/noun;traumatisch/adj	3	heb/verb;jeugdherinnering/noun;traumatisch/adj	3	beide/pron;heb/verb;jeugdherinnering/noun;traumatisch/adj	4	beide/pron;heb/verb;jeugdherinnering/noun;traumatisch/adj	4	beide/pron;heb/verb;jeugdherinnering/noun;traumatisch/adj	4
gemeen/adj/nrc_handelsblad_20000211_99/546	heb/verb;tekortkoming/noun;verwijt/verb	3	heb/verb;tekortkoming/noun;verwijt/verb	3	heb/verb;tekortkoming/noun;verwijt/verb	3	alle/det;die/pron;heb/verb;met/prep;niets/adv;tekortkoming/noun;verwijt/verb	7	alle/det;die/pron;heb/verb;met/prep;niets/adv;tekortkoming/noun;verwijt/verb	7	alle/det;die/pron;heb/verb;met/prep;niets/adv;tekortkoming/noun;verwijt/verb	7	heb/verb;verwijt/verb	2	heb/verb;verwijt/verb	2	heb/verb;verwijt/verb	2	heb/verb;met/prep;niets/adv;verwijt/verb	4	heb/verb;met/prep;niets/adv;verwijt/verb	4	heb/verb;met/prep;niets/adv;verwijt/verb	4
gemeen/adj/nrc_handelsblad_20031105_75/332	commentator/noun;god/noun;laat/verb;ploeter/verb;rol/noun;schepsel/noun	6	commentator/noun;god/noun;laat/verb;ploeter/verb;rol/noun;schepsel/noun	6	commentator/noun;god/noun;laat/verb;ploeter/verb;rol/noun;schepsel/noun	6	commentator/noun;die/pron;god/noun;laat/verb;ploeter/verb;rol/noun;schepsel/noun;zijn/det	8	commentator/noun;die/pron;god/noun;laat/verb;ploeter/verb;rol/noun;schepsel/noun;zijn/det	8	commentator/noun;die/pron;god/noun;laat/verb;ploeter/verb;rol/noun;schepsel/noun;zijn/det	8	commentator/noun;god/noun;laat/verb;schepsel/noun	4	commentator/noun;god/noun;laat/verb;schepsel/noun	4	commentator/noun;god/noun;laat/verb;schepsel/noun	4	commentator/noun;die/pron;god/noun;laat/verb;schepsel/noun;zijn/det	6	commentator/noun;die/pron;god/noun;laat/verb;schepsel/noun;zijn/det	6	commentator/noun;die/pron;god/noun;laat/verb;schepsel/noun;zijn/det	6
gemeen/adj/nrc_handelsblad_20001002_50/362	eigen/adj;rap/adj;stem/noun;wissel_af/verb;zangeres/noun	5	eigen/adj;rap/adj;stem/noun;wissel_af/verb;zangeres/noun	5	eigen/adj;rap/adj;stem/noun;wissel_af/verb;zangeres/noun	5	af/part;eigen/adj;met/prep;rap/adj;stem/noun;uit/part;wissel_af/verb;zangeres/noun;zijn/det	9	af/part;eigen/adj;met/prep;rap/adj;stem/noun;uit/part;wissel_af/verb;zangeres/noun;zijn/det	9	af/part;eigen/adj;met/prep;rap/adj;stem/noun;uit/part;wissel_af/verb;zangeres/noun;zijn/det	9	eigen/adj;rap/adj;stem/noun	3	eigen/adj;rap/adj;stem/noun	3	eigen/adj;rap/adj;stem/noun	3	af/part;eigen/adj;met/prep;rap/adj;stem/noun;uit/part;zijn/det	7	af/part;eigen/adj;met/prep;rap/adj;stem/noun;uit/part;zijn/det	7	af/part;eigen/adj;met/prep;rap/adj;stem/noun;uit/part;zijn/det	7
gemeen/adj/nrc_handelsblad_20031230_124/6	ontvlucht/verb;perzik/noun;reusachtig/adj;tante/noun	4	ontvlucht/verb;perzik/noun;reusachtig/adj;tante/noun	4	ontvlucht/verb;perzik/noun;reusachtig/adj;tante/noun	4	een/det;ontvlucht/verb;perzik/noun;reusachtig/adj;tante/noun;zijn/det	6	een/det;ontvlucht/verb;perzik/noun;reusachtig/adj;tante/noun;zijn/det	6	een/det;ontvlucht/verb;perzik/noun;reusachtig/adj;tante/noun;zijn/det	6	ontvlucht/verb;reusachtig/adj;tante/noun	3	ontvlucht/verb;reusachtig/adj;tante/noun	3	ontvlucht/verb;reusachtig/adj;tante/noun	3	een/det;ontvlucht/verb;reusachtig/adj;tante/noun;zijn/det	5	een/det;ontvlucht/verb;reusachtig/adj;tante/noun;zijn/det	5	een/det;ontvlucht/verb;reusachtig/adj;tante/noun;zijn/det	5
gemeen/adj/nrc_handelsblad_20020209_180/2046	bevolking_groep/noun;heb/verb;hoe/adj;inheems/adj;jaag/verb;kind/noun;papa/noun;tv/noun;zie/verb	9	bevolking_groep/noun;heb/verb;hoe/adj;inheems/adj;jaag/verb;kind/noun;papa/noun;tv/noun;zie/verb	9	bevolking_groep/noun;heb/verb;hoe/adj;inheems/adj;jaag/verb;kind/noun;papa/noun;tv/noun;zie/verb	9	bevolking_groep/noun;heb/verb;hoe/adj;hun/det;inheems/adj;jaag/verb;kind/noun;papa/noun;tv/noun;ze/pron;zie/verb	11	bevolking_groep/noun;heb/verb;hoe/adj;hun/det;inheems/adj;jaag/verb;kind/noun;papa/noun;tv/noun;ze/pron;zie/verb	11	bevolking_groep/noun;heb/verb;hoe/adj;hun/det;inheems/adj;jaag/verb;kind/noun;papa/noun;tv/noun;ze/pron;zie/verb	11	bevolking_groep/noun;heb/verb;hoe/adj;inheems/adj;papa/noun;tv/noun;zie/verb	7	bevolking_groep/noun;heb/verb;hoe/adj;inheems/adj;papa/noun;tv/noun;zie/verb	7	bevolking_groep/noun;heb/verb;hoe/adj;inheems/adj;papa/noun;tv/noun;zie/verb	7	bevolking_groep/noun;heb/verb;hoe/adj;inheems/adj;papa/noun;tv/noun;zie/verb	7	bevolking_groep/noun;heb/verb;hoe/adj;inheems/adj;papa/noun;tv/noun;zie/verb	7	bevolking_groep/noun;heb/verb;hoe/adj;inheems/adj;papa/noun;tv/noun;zie/verb	7
