cw_index	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co	ann_3	ann_1	ann_2	ann_4	votes	conc_distance	conc_id
spot/noun/nrc_handelsblad_20020501_104/276/L0	spot/noun/nrc_handelsblad_20020501_104/276	L0	de	det	de/det	de	True	L	1	0.24799246	28074105	4683	FALSE	TRUE	FALSE	FALSE	1	1	spot/noun/nrc_handelsblad_20020501_104/276/L0
spot/noun/nrc_handelsblad_20020501_104/276/L1	spot/noun/nrc_handelsblad_20020501_104/276	L1	van	prep	van/prep	van	True	L	2	0.040584682999999996	12638933	1714	FALSE	TRUE	FALSE	FALSE	1	2	spot/noun/nrc_handelsblad_20020501_104/276/L1
spot/noun/nrc_handelsblad_20020501_104/276/L2	spot/noun/nrc_handelsblad_20020501_104/276	L2	mikpunt	noun	mikpunt/noun	mikpunt	True	L	3	6.6784062	1315	135	TRUE	TRUE	TRUE	FALSE	3	3	spot/noun/nrc_handelsblad_20020501_104/276/L2
spot/noun/nrc_handelsblad_20020501_104/276/L3	spot/noun/nrc_handelsblad_20020501_104/276	L3	het	det	het/det	het	True	L	4	-0.03227321	11650779	1469	TRUE	FALSE	FALSE	FALSE	1	4	spot/noun/nrc_handelsblad_20020501_104/276/L3
spot/noun/nrc_handelsblad_20020501_104/276/L4	spot/noun/nrc_handelsblad_20020501_104/276	L4	steeds	adv	steeds/adv	steeds	True	L	5	-0.056195400000000006	252048	31	FALSE	FALSE	FALSE	FALSE	0	5	spot/noun/nrc_handelsblad_20020501_104/276/L4
spot/noun/nrc_handelsblad_20020501_104/276/L5	spot/noun/nrc_handelsblad_20020501_104/276	L5	hijzelf	pron	hijzelf/pron	hijzelf	True	L	6	0.472734	4761	1	FALSE	FALSE	FALSE	FALSE	0	6	spot/noun/nrc_handelsblad_20020501_104/276/L5
spot/noun/nrc_handelsblad_20020501_104/276/L6	spot/noun/nrc_handelsblad_20020501_104/276	L6	ben	verb	ben/verb	is	True	L	7	0.04941353	9938754	1360	FALSE	FALSE	FALSE	FALSE	0	7	spot/noun/nrc_handelsblad_20020501_104/276/L6
spot/noun/nrc_handelsblad_20020501_104/276/L7	spot/noun/nrc_handelsblad_20020501_104/276	L7	nu	adv	nu/adv	Nu	True	L	8	-0.05809699	803160	99	FALSE	FALSE	FALSE	FALSE	0	8	spot/noun/nrc_handelsblad_20020501_104/276/L7
spot/noun/nrc_handelsblad_20020501_104/276/L8	spot/noun/nrc_handelsblad_20020501_104/276	L8	sentence_delimiter	none	none	<sentence>	none	L	9	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/nrc_handelsblad_20020501_104/276/delimiter
spot/noun/nrc_handelsblad_20020501_104/276/L9	spot/noun/nrc_handelsblad_20020501_104/276	L9	sentence_delimiter	none	none	</sentence>	none	L	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/nrc_handelsblad_20020501_104/276/delimiter
spot/noun/nrc_handelsblad_20020501_104/276/L10	spot/noun/nrc_handelsblad_20020501_104/276	L10	.	punct	./punct	.	False	L	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	9	spot/noun/nrc_handelsblad_20020501_104/276/L8
spot/noun/nrc_handelsblad_20020501_104/276/L11	spot/noun/nrc_handelsblad_20020501_104/276	L11	maak	verb	maak/verb	maken	False	L	12	0.13111667	801559	119	FALSE	FALSE	FALSE	FALSE	0	10	spot/noun/nrc_handelsblad_20020501_104/276/L9
spot/noun/nrc_handelsblad_20020501_104/276/L12	spot/noun/nrc_handelsblad_20020501_104/276	L12	kan	verb	kan/verb	kan	False	L	13	-0.33870858	1969534	183	FALSE	FALSE	FALSE	FALSE	0	11	spot/noun/nrc_handelsblad_20020501_104/276/L10
spot/noun/nrc_handelsblad_20020501_104/276/L13	spot/noun/nrc_handelsblad_20020501_104/276	L13	belachelijk	adj	belachelijk/adj	belachelijk	False	L	14	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	1	12	spot/noun/nrc_handelsblad_20020501_104/276/L11
spot/noun/nrc_handelsblad_20020501_104/276/L14	spot/noun/nrc_handelsblad_20020501_104/276	L14	meer	adv	meer/adv	meer	False	L	15	-0.15298454	429100	48	FALSE	FALSE	FALSE	FALSE	0	13	spot/noun/nrc_handelsblad_20020501_104/276/L12
spot/noun/nrc_handelsblad_20020501_104/276/L15	spot/noun/nrc_handelsblad_20020501_104/276	L15	politicus	noun	politicus/noun	politici	False	L	16	0.99159086	54316	19	FALSE	FALSE	FALSE	FALSE	0	14	spot/noun/nrc_handelsblad_20020501_104/276/L13
spot/noun/nrc_handelsblad_20020501_104/276/R0	spot/noun/nrc_handelsblad_20020501_104/276	R0	,	punct	,/punct	,	True	R	1	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	1	spot/noun/nrc_handelsblad_20020501_104/276/R0
spot/noun/nrc_handelsblad_20020501_104/276/R1	spot/noun/nrc_handelsblad_20020501_104/276	R1	en	vg	en/vg	en	True	R	2	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	2	spot/noun/nrc_handelsblad_20020501_104/276/R1
spot/noun/nrc_handelsblad_20020501_104/276/R2	spot/noun/nrc_handelsblad_20020501_104/276	R2	zonder	prep	zonder/prep	zonder	True	R	3	0.37521344	226930	42	FALSE	FALSE	FALSE	FALSE	0	3	spot/noun/nrc_handelsblad_20020501_104/276/R2
spot/noun/nrc_handelsblad_20020501_104/276/R3	spot/noun/nrc_handelsblad_20020501_104/276	R3	tegenstander	noun	tegenstander/noun	tegenstanders	True	R	4	-0.4355696	47393	4	FALSE	FALSE	FALSE	FALSE	0	4	spot/noun/nrc_handelsblad_20020501_104/276/R3
spot/noun/nrc_handelsblad_20020501_104/276/R4	spot/noun/nrc_handelsblad_20020501_104/276	R4	van	prep	van/prep	van	True	R	5	0.040584682999999996	12638933	1714	FALSE	FALSE	FALSE	FALSE	0	5	spot/noun/nrc_handelsblad_20020501_104/276/R4
spot/noun/nrc_handelsblad_20020501_104/276/R5	spot/noun/nrc_handelsblad_20020501_104/276	R5	niveau	noun	niveau/noun	niveau	True	R	6	-0.018343294	54600	7	FALSE	FALSE	FALSE	FALSE	0	6	spot/noun/nrc_handelsblad_20020501_104/276/R5
spot/noun/nrc_handelsblad_20020501_104/276/R6	spot/noun/nrc_handelsblad_20020501_104/276	R6	ga	verb	ga/verb	gaat	True	R	7	-0.19618788	1085158	116	FALSE	FALSE	FALSE	FALSE	0	7	spot/noun/nrc_handelsblad_20020501_104/276/R6
spot/noun/nrc_handelsblad_20020501_104/276/R7	spot/noun/nrc_handelsblad_20020501_104/276	R7	dat	det	dat/det	dat	True	R	8	-0.20540042	1849436	197	FALSE	FALSE	FALSE	FALSE	0	8	spot/noun/nrc_handelsblad_20020501_104/276/R7
spot/noun/nrc_handelsblad_20020501_104/276/R8	spot/noun/nrc_handelsblad_20020501_104/276	R8	verveel	verb	verveel/verb	vervelen	True	R	9	1.564822	4842	3	FALSE	FALSE	FALSE	FALSE	0	9	spot/noun/nrc_handelsblad_20020501_104/276/R8
spot/noun/nrc_handelsblad_20020501_104/276/R9	spot/noun/nrc_handelsblad_20020501_104/276	R9	.	punct	./punct	.	True	R	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	10	spot/noun/nrc_handelsblad_20020501_104/276/R9
spot/noun/nrc_handelsblad_20020501_104/276/R10	spot/noun/nrc_handelsblad_20020501_104/276	R10	sentence_delimiter	none	none	</sentence>	none	R	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/nrc_handelsblad_20020501_104/276/delimiter
spot/noun/nrc_handelsblad_20020501_104/276/R11	spot/noun/nrc_handelsblad_20020501_104/276	R11	sentence_delimiter	none	none	<sentence>	none	R	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/nrc_handelsblad_20020501_104/276/delimiter
spot/noun/nrc_handelsblad_20020501_104/276/R12	spot/noun/nrc_handelsblad_20020501_104/276	R12	al	comp	al/comp	Al	False	R	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	11	spot/noun/nrc_handelsblad_20020501_104/276/R10
spot/noun/nrc_handelsblad_20020501_104/276/R13	spot/noun/nrc_handelsblad_20020501_104/276	R13	blijf	verb	blijf/verb	blijven	False	R	14	-0.10972788	516893	60	FALSE	FALSE	FALSE	FALSE	0	12	spot/noun/nrc_handelsblad_20020501_104/276/R11
spot/noun/nrc_handelsblad_20020501_104/276/R14	spot/noun/nrc_handelsblad_20020501_104/276	R14	sommige	det	sommige/det	sommige	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	13	spot/noun/nrc_handelsblad_20020501_104/276/R12
spot/noun/nrc_handelsblad_20020501_104/276/R15	spot/noun/nrc_handelsblad_20020501_104/276	R15	ding	noun	ding/noun	dingen	False	R	16	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	14	spot/noun/nrc_handelsblad_20020501_104/276/R13
spot/noun/nrc_handelsblad_20020803_120/2075/L0	spot/noun/nrc_handelsblad_20020803_120/2075	L0	hot	noun	hot/noun	hot	True	L	1	7.568936999999999	688	173	TRUE	TRUE	TRUE	FALSE	3	1	spot/noun/nrc_handelsblad_20020803_120/2075/L0
spot/noun/nrc_handelsblad_20020803_120/2075/L1	spot/noun/nrc_handelsblad_20020803_120/2075	L1	de	det	de/det	de	True	L	2	0.24799246	28074105	4683	TRUE	FALSE	FALSE	FALSE	1	2	spot/noun/nrc_handelsblad_20020803_120/2075/L1
spot/noun/nrc_handelsblad_20020803_120/2075/L2	spot/noun/nrc_handelsblad_20020803_120/2075	L2	over	prep	over/prep	over	True	L	3	-0.062729925	1300877	159	FALSE	FALSE	FALSE	FALSE	0	3	spot/noun/nrc_handelsblad_20020803_120/2075/L2
spot/noun/nrc_handelsblad_20020803_120/2075/L3	spot/noun/nrc_handelsblad_20020803_120/2075	L3	zorg	noun	zorg/noun	zorgen	True	L	4	-0.11538863	51767	6	FALSE	FALSE	FALSE	FALSE	0	4	spot/noun/nrc_handelsblad_20020803_120/2075/L3
spot/noun/nrc_handelsblad_20020803_120/2075/L4	spot/noun/nrc_handelsblad_20020803_120/2075	L4	zich	pron	zich/pron	zich	True	L	5	0.059739985	1097010	152	FALSE	FALSE	FALSE	FALSE	0	5	spot/noun/nrc_handelsblad_20020803_120/2075/L4
spot/noun/nrc_handelsblad_20020803_120/2075/L5	spot/noun/nrc_handelsblad_20020803_120/2075	L5	maak	verb	maak/verb	maakt	True	L	6	0.13111667	801559	119	FALSE	FALSE	FALSE	FALSE	0	6	spot/noun/nrc_handelsblad_20020803_120/2075/L5
spot/noun/nrc_handelsblad_20020803_120/2075/L6	spot/noun/nrc_handelsblad_20020803_120/2075	L6	Amerika	name	Amerika/name	Amerika	True	L	7	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	7	spot/noun/nrc_handelsblad_20020803_120/2075/L6
spot/noun/nrc_handelsblad_20020803_120/2075/L7	spot/noun/nrc_handelsblad_20020803_120/2075	L7	""""	punct	"""/punct"	""""	True	L	8	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	8	spot/noun/nrc_handelsblad_20020803_120/2075/L7
spot/noun/nrc_handelsblad_20020803_120/2075/L8	spot/noun/nrc_handelsblad_20020803_120/2075	L8	sentence_delimiter	none	none	<sentence>	none	L	9	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/nrc_handelsblad_20020803_120/2075/delimiter
spot/noun/nrc_handelsblad_20020803_120/2075/L9	spot/noun/nrc_handelsblad_20020803_120/2075	L9	sentence_delimiter	none	none	</sentence>	none	L	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/nrc_handelsblad_20020803_120/2075/delimiter
spot/noun/nrc_handelsblad_20020803_120/2075/L10	spot/noun/nrc_handelsblad_20020803_120/2075	L10	.	punct	./punct	.	False	L	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	9	spot/noun/nrc_handelsblad_20020803_120/2075/L8
spot/noun/nrc_handelsblad_20020803_120/2075/L11	spot/noun/nrc_handelsblad_20020803_120/2075	L11	defensie_politiek	noun	defensie_politiek/noun	defensiepolitiek	False	L	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	10	spot/noun/nrc_handelsblad_20020803_120/2075/L9
spot/noun/nrc_handelsblad_20020803_120/2075/L12	spot/noun/nrc_handelsblad_20020803_120/2075	L12	Japans	adj	Japans/adj	Japanse	False	L	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	11	spot/noun/nrc_handelsblad_20020803_120/2075/L10
spot/noun/nrc_handelsblad_20020803_120/2075/L13	spot/noun/nrc_handelsblad_20020803_120/2075	L13	de	det	de/det	de	False	L	14	0.24799246	28074105	4683	FALSE	FALSE	FALSE	FALSE	0	12	spot/noun/nrc_handelsblad_20020803_120/2075/L11
spot/noun/nrc_handelsblad_20020803_120/2075/L14	spot/noun/nrc_handelsblad_20020803_120/2075	L14	met	prep	met/prep	met	False	L	15	0.78020245	4230163	1203	FALSE	FALSE	FALSE	FALSE	0	13	spot/noun/nrc_handelsblad_20020803_120/2075/L12
spot/noun/nrc_handelsblad_20020803_120/2075/L15	spot/noun/nrc_handelsblad_20020803_120/2075	L15	,	punct	,/punct	,	False	L	16	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	14	spot/noun/nrc_handelsblad_20020803_120/2075/L13
spot/noun/nrc_handelsblad_20020803_120/2075/R0	spot/noun/nrc_handelsblad_20020803_120/2075	R0	die	pron	die/pron	die	True	R	1	0.37226020000000004	2519801	479	FALSE	FALSE	FALSE	FALSE	0	1	spot/noun/nrc_handelsblad_20020803_120/2075/R0
spot/noun/nrc_handelsblad_20020803_120/2075/R1	spot/noun/nrc_handelsblad_20020803_120/2075	R1	de	det	de/det	de	True	R	2	0.24799246	28074105	4683	FALSE	FALSE	FALSE	FALSE	0	2	spot/noun/nrc_handelsblad_20020803_120/2075/R1
spot/noun/nrc_handelsblad_20020803_120/2075/R2	spot/noun/nrc_handelsblad_20020803_120/2075	R2	kom	adj	kom/adj	komende	True	R	3	-0.31848899999999997	85068	8	FALSE	FALSE	FALSE	FALSE	0	3	spot/noun/nrc_handelsblad_20020803_120/2075/R2
spot/noun/nrc_handelsblad_20020803_120/2075/R3	spot/noun/nrc_handelsblad_20020803_120/2075	R3	15	num	15/num	15	True	R	4	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	4	spot/noun/nrc_handelsblad_20020803_120/2075/R3
spot/noun/nrc_handelsblad_20020803_120/2075/R4	spot/noun/nrc_handelsblad_20020803_120/2075	R4	jaar	noun	jaar/noun	jaar	True	R	5	-0.5095626	1574348	123	FALSE	FALSE	FALSE	FALSE	0	5	spot/noun/nrc_handelsblad_20020803_120/2075/R4
spot/noun/nrc_handelsblad_20020803_120/2075/R5	spot/noun/nrc_handelsblad_20020803_120/2075	R5	instabiliteit	noun	instabiliteit/noun	instabiliteit	True	R	6	1.9800843000000001	1059	1	FALSE	FALSE	FALSE	FALSE	0	6	spot/noun/nrc_handelsblad_20020803_120/2075/R5
spot/noun/nrc_handelsblad_20020803_120/2075/R6	spot/noun/nrc_handelsblad_20020803_120/2075	R6	kan	verb	kan/verb	kunnen	True	R	7	-0.33870858	1969534	183	FALSE	FALSE	FALSE	FALSE	0	7	spot/noun/nrc_handelsblad_20020803_120/2075/R6
spot/noun/nrc_handelsblad_20020803_120/2075/R7	spot/noun/nrc_handelsblad_20020803_120/2075	R7	veroorzaak	verb	veroorzaak/verb	veroorzaken	True	R	8	0.48387808	38099	8	FALSE	FALSE	FALSE	FALSE	0	8	spot/noun/nrc_handelsblad_20020803_120/2075/R7
spot/noun/nrc_handelsblad_20020803_120/2075/R8	spot/noun/nrc_handelsblad_20020803_120/2075	R8	.	punct	./punct	.	True	R	9	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	9	spot/noun/nrc_handelsblad_20020803_120/2075/R8
spot/noun/nrc_handelsblad_20020803_120/2075/R9	spot/noun/nrc_handelsblad_20020803_120/2075	R9	sentence_delimiter	none	none	</sentence>	none	R	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/nrc_handelsblad_20020803_120/2075/delimiter
spot/noun/nrc_handelsblad_20020803_120/2075/R10	spot/noun/nrc_handelsblad_20020803_120/2075	R10	sentence_delimiter	none	none	<sentence>	none	R	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/nrc_handelsblad_20020803_120/2075/delimiter
spot/noun/nrc_handelsblad_20020803_120/2075/R11	spot/noun/nrc_handelsblad_20020803_120/2075	R11	Europa	name	Europa/name	Europa	False	R	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	10	spot/noun/nrc_handelsblad_20020803_120/2075/R9
spot/noun/nrc_handelsblad_20020803_120/2075/R12	spot/noun/nrc_handelsblad_20020803_120/2075	R12	ben	verb	ben/verb	is	False	R	13	0.04941353	9938754	1360	FALSE	FALSE	FALSE	FALSE	0	11	spot/noun/nrc_handelsblad_20020803_120/2075/R10
spot/noun/nrc_handelsblad_20020803_120/2075/R13	spot/noun/nrc_handelsblad_20020803_120/2075	R13	stabiel	adj	stabiel/adj	stabiel	False	R	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	12	spot/noun/nrc_handelsblad_20020803_120/2075/R11
spot/noun/nrc_handelsblad_20020803_120/2075/R14	spot/noun/nrc_handelsblad_20020803_120/2075	R14	,	punct	,/punct	,	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	13	spot/noun/nrc_handelsblad_20020803_120/2075/R12
spot/noun/nrc_handelsblad_20020803_120/2075/R15	spot/noun/nrc_handelsblad_20020803_120/2075	R15	dat	det	dat/det	dat	False	R	16	-0.20540042	1849436	197	FALSE	FALSE	FALSE	FALSE	0	14	spot/noun/nrc_handelsblad_20020803_120/2075/R13
spot/noun/nrc_handelsblad_20001121_119/338/L0	spot/noun/nrc_handelsblad_20001121_119/338	L0	de	det	de/det	de	True	L	1	0.24799246	28074105	4683	TRUE	FALSE	FALSE	FALSE	1	1	spot/noun/nrc_handelsblad_20001121_119/338/L0
spot/noun/nrc_handelsblad_20001121_119/338/L1	spot/noun/nrc_handelsblad_20001121_119/338	L1	daarmee	pp	daarmee/pp	daarmee	True	L	2	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	1	2	spot/noun/nrc_handelsblad_20001121_119/338/L1
spot/noun/nrc_handelsblad_20001121_119/338/L2	spot/noun/nrc_handelsblad_20001121_119/338	L2	geneigd	adj	geneigd/adj	geneigd	True	L	3	1.555432	4830	3	FALSE	FALSE	FALSE	FALSE	0	3	spot/noun/nrc_handelsblad_20001121_119/338/L2
spot/noun/nrc_handelsblad_20001121_119/338/L3	spot/noun/nrc_handelsblad_20001121_119/338	L3	anderzijds	adv	anderzijds/adv	anderzijds	True	L	4	1.1026495	15140	6	FALSE	FALSE	FALSE	FALSE	0	4	spot/noun/nrc_handelsblad_20001121_119/338/L3
spot/noun/nrc_handelsblad_20001121_119/338/L4	spot/noun/nrc_handelsblad_20001121_119/338	L4	en	vg	en/vg	en	True	L	5	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	5	spot/noun/nrc_handelsblad_20001121_119/338/L4
spot/noun/nrc_handelsblad_20001121_119/338/L5	spot/noun/nrc_handelsblad_20001121_119/338	L5	zwaarmoedigheid	noun	zwaarmoedigheid/noun	zwaarmoedigheid	True	L	6	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	6	spot/noun/nrc_handelsblad_20001121_119/338/L5
spot/noun/nrc_handelsblad_20001121_119/338/L6	spot/noun/nrc_handelsblad_20001121_119/338	L6	onder	prep	onder/prep	onder	True	L	7	0.64647233	414521	103	FALSE	FALSE	FALSE	FALSE	0	7	spot/noun/nrc_handelsblad_20001121_119/338/L6
spot/noun/nrc_handelsblad_20001121_119/338/L7	spot/noun/nrc_handelsblad_20001121_119/338	L7	gebukt	adj	gebukt/adj	gebukt	True	L	8	1.8836506999999998	2336	2	FALSE	FALSE	FALSE	FALSE	0	8	spot/noun/nrc_handelsblad_20001121_119/338/L7
spot/noun/nrc_handelsblad_20001121_119/338/L8	spot/noun/nrc_handelsblad_20001121_119/338	L8	enerzijds	adv	enerzijds/adv	Enerzijds	True	L	9	1.347949	7902	4	FALSE	FALSE	FALSE	FALSE	0	9	spot/noun/nrc_handelsblad_20001121_119/338/L8
spot/noun/nrc_handelsblad_20001121_119/338/L9	spot/noun/nrc_handelsblad_20001121_119/338	L9	sentence_delimiter	none	none	<sentence>	none	L	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/nrc_handelsblad_20001121_119/338/delimiter
spot/noun/nrc_handelsblad_20001121_119/338/L10	spot/noun/nrc_handelsblad_20001121_119/338	L10	sentence_delimiter	none	none	</sentence>	none	L	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/nrc_handelsblad_20001121_119/338/delimiter
spot/noun/nrc_handelsblad_20001121_119/338/L11	spot/noun/nrc_handelsblad_20001121_119/338	L11	.	punct	./punct	.	False	L	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	10	spot/noun/nrc_handelsblad_20001121_119/338/L9
spot/noun/nrc_handelsblad_20001121_119/338/L12	spot/noun/nrc_handelsblad_20001121_119/338	L12	ben	verb	ben/verb	was	False	L	13	0.04941353	9938754	1360	FALSE	FALSE	FALSE	FALSE	0	11	spot/noun/nrc_handelsblad_20001121_119/338/L10
spot/noun/nrc_handelsblad_20001121_119/338/L13	spot/noun/nrc_handelsblad_20001121_119/338	L13	hij	pron	hij/pron	hij	False	L	14	0.12886977	2403923	358	FALSE	FALSE	FALSE	FALSE	0	12	spot/noun/nrc_handelsblad_20001121_119/338/L11
spot/noun/nrc_handelsblad_20001121_119/338/L14	spot/noun/nrc_handelsblad_20001121_119/338	L14	die	pron	die/pron	die	False	L	15	0.37226020000000004	2519801	479	FALSE	FALSE	FALSE	FALSE	0	13	spot/noun/nrc_handelsblad_20001121_119/338/L12
spot/noun/nrc_handelsblad_20001121_119/338/L15	spot/noun/nrc_handelsblad_20001121_119/338	L15	melancholicus	noun	melancholicus/noun	melancholicus	False	L	16	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	14	spot/noun/nrc_handelsblad_20001121_119/338/L13
spot/noun/nrc_handelsblad_20001121_119/338/R0	spot/noun/nrc_handelsblad_20001121_119/338	R0	te	comp	te/comp	te	True	R	1	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	1	1	spot/noun/nrc_handelsblad_20001121_119/338/R0
spot/noun/nrc_handelsblad_20001121_119/338/R1	spot/noun/nrc_handelsblad_20001121_119/338	R1	drijf	verb	drijf/verb	drijven	True	R	2	5.6292553	14391	521	TRUE	TRUE	TRUE	FALSE	3	2	spot/noun/nrc_handelsblad_20001121_119/338/R1
spot/noun/nrc_handelsblad_20001121_119/338/R2	spot/noun/nrc_handelsblad_20001121_119/338	R2	.	punct	./punct	.	True	R	3	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	3	spot/noun/nrc_handelsblad_20001121_119/338/R2
spot/noun/nrc_handelsblad_20001121_119/338/R3	spot/noun/nrc_handelsblad_20001121_119/338	R3	sentence_delimiter	none	none	</sentence>	none	R	4	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/nrc_handelsblad_20001121_119/338/delimiter
spot/noun/nrc_handelsblad_20001121_119/338/R4	spot/noun/nrc_handelsblad_20001121_119/338	R4	sentence_delimiter	none	none	<sentence>	none	R	5	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/nrc_handelsblad_20001121_119/338/delimiter
spot/noun/nrc_handelsblad_20001121_119/338/R5	spot/noun/nrc_handelsblad_20001121_119/338	R5	zijn	det	zijn/det	Zijn	False	R	6	0.18760833	2164588	341	FALSE	FALSE	FALSE	FALSE	0	4	spot/noun/nrc_handelsblad_20001121_119/338/R3
spot/noun/nrc_handelsblad_20001121_119/338/R6	spot/noun/nrc_handelsblad_20001121_119/338	R6	voornaam	adj	voornaam/adj	voornaamste	False	R	7	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	5	spot/noun/nrc_handelsblad_20001121_119/338/R4
spot/noun/nrc_handelsblad_20001121_119/338/R7	spot/noun/nrc_handelsblad_20001121_119/338	R7	bundel	noun	bundel/noun	bundel	False	R	8	0.5604724	8738	2	FALSE	FALSE	FALSE	FALSE	0	6	spot/noun/nrc_handelsblad_20001121_119/338/R5
spot/noun/nrc_handelsblad_20001121_119/338/R8	spot/noun/nrc_handelsblad_20001121_119/338	R8	,	punct	,/punct	,	False	R	9	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	7	spot/noun/nrc_handelsblad_20001121_119/338/R6
spot/noun/nrc_handelsblad_20001121_119/338/R9	spot/noun/nrc_handelsblad_20001121_119/338	R9	waarin	pp	waarin/pp	waarin	False	R	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	8	spot/noun/nrc_handelsblad_20001121_119/338/R7
spot/noun/nrc_handelsblad_20001121_119/338/R10	spot/noun/nrc_handelsblad_20001121_119/338	R10	ook	adv	ook/adv	ook	False	R	11	0.07111409	2214625	311	FALSE	FALSE	FALSE	FALSE	0	9	spot/noun/nrc_handelsblad_20001121_119/338/R8
spot/noun/nrc_handelsblad_20001121_119/338/R11	spot/noun/nrc_handelsblad_20001121_119/338	R11	die	det	die/det	die	False	R	12	0.27289018	1365392	235	FALSE	FALSE	FALSE	FALSE	0	10	spot/noun/nrc_handelsblad_20001121_119/338/R9
spot/noun/nrc_handelsblad_20001121_119/338/R12	spot/noun/nrc_handelsblad_20001121_119/338	R12	verbroken	adj	verbroken/adj	verbroken	False	R	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	11	spot/noun/nrc_handelsblad_20001121_119/338/R10
spot/noun/nrc_handelsblad_20001121_119/338/R13	spot/noun/nrc_handelsblad_20001121_119/338	R13	eed	noun	eed/noun	eed	False	R	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	12	spot/noun/nrc_handelsblad_20001121_119/338/R11
spot/noun/nrc_handelsblad_20001121_119/338/R14	spot/noun/nrc_handelsblad_20001121_119/338	R14	van	prep	van/prep	van	False	R	15	0.040584682999999996	12638933	1714	FALSE	FALSE	FALSE	FALSE	0	13	spot/noun/nrc_handelsblad_20001121_119/338/R12
spot/noun/nrc_handelsblad_20001121_119/338/R15	spot/noun/nrc_handelsblad_20001121_119/338	R15	vriend_trouw	noun	vriend_trouw/noun	vriendentrouw	False	R	16	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	14	spot/noun/nrc_handelsblad_20001121_119/338/R13
spot/noun/nrc_handelsblad_20040320_307/77/L0	spot/noun/nrc_handelsblad_20040320_307/77	L0	soft	adj	soft/adj	soft	True	L	1	3.0405135	1465	4	TRUE	TRUE	TRUE	FALSE	3	1	spot/noun/nrc_handelsblad_20040320_307/77/L0
spot/noun/nrc_handelsblad_20040320_307/77/L1	spot/noun/nrc_handelsblad_20040320_307/77	L1	mogelijk	adj	mogelijk/adj	mogelijke	True	L	2	-0.61873186	213777	15	FALSE	FALSE	FALSE	FALSE	0	2	spot/noun/nrc_handelsblad_20040320_307/77/L1
spot/noun/nrc_handelsblad_20040320_307/77/L2	spot/noun/nrc_handelsblad_20040320_307/77	L2	en	vg	en/vg	en	True	L	3	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	3	spot/noun/nrc_handelsblad_20040320_307/77/L2
