cw_index	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co	ann_3	ann_1	ann_2	ann_4	votes	conc_distance	conc_id
spot/noun/de_morgen_20000221_01_91/552/R2	spot/noun/de_morgen_20000221_01_91/552	R2	""""	punct	"""/punct"	""""	True	R	3	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	3	spot/noun/de_morgen_20000221_01_91/552/R2
spot/noun/de_morgen_20000221_01_91/552/R3	spot/noun/de_morgen_20000221_01_91/552	R3	sentence_delimiter	none	none	</sentence>	none	R	4	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/de_morgen_20000221_01_91/552/delimiter
spot/noun/de_morgen_20000221_01_91/552/R4	spot/noun/de_morgen_20000221_01_91/552	R4	sentence_delimiter	none	none	<sentence>	none	R	5	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/de_morgen_20000221_01_91/552/delimiter
spot/noun/de_morgen_20000221_01_91/552/R5	spot/noun/de_morgen_20000221_01_91/552	R5	enkel	det	enkel/det	Enkele	False	R	6	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	4	spot/noun/de_morgen_20000221_01_91/552/R3
spot/noun/de_morgen_20000221_01_91/552/R6	spot/noun/de_morgen_20000221_01_91/552	R6	judoka	noun	judoka/noun	judoka's	False	R	7	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	5	spot/noun/de_morgen_20000221_01_91/552/R4
spot/noun/de_morgen_20000221_01_91/552/R7	spot/noun/de_morgen_20000221_01_91/552	R7	die	pron	die/pron	die	False	R	8	0.37226020000000004	2519801	479	FALSE	FALSE	FALSE	FALSE	0	6	spot/noun/de_morgen_20000221_01_91/552/R5
spot/noun/de_morgen_20000221_01_91/552/R8	spot/noun/de_morgen_20000221_01_91/552	R8	nog	adv	nog/adv	nog	False	R	9	-0.27198854	1683041	167	FALSE	FALSE	FALSE	FALSE	0	7	spot/noun/de_morgen_20000221_01_91/552/R6
spot/noun/de_morgen_20000221_01_91/552/R9	spot/noun/de_morgen_20000221_01_91/552	R9	een	det	een/det	een	False	R	10	0.17397657	11075723	1719	FALSE	FALSE	FALSE	FALSE	0	8	spot/noun/de_morgen_20000221_01_91/552/R7
spot/noun/de_morgen_20000221_01_91/552/R10	spot/noun/de_morgen_20000221_01_91/552	R10	selectie	noun	selectie/noun	selectie	False	R	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	9	spot/noun/de_morgen_20000221_01_91/552/R8
spot/noun/de_morgen_20000221_01_91/552/R11	spot/noun/de_morgen_20000221_01_91/552	R11	voor	prep	voor/prep	voor	False	R	12	-0.01234055	3806927	488	FALSE	FALSE	FALSE	FALSE	0	10	spot/noun/de_morgen_20000221_01_91/552/R9
spot/noun/de_morgen_20000221_01_91/552/R12	spot/noun/de_morgen_20000221_01_91/552	R12	Sydney	name	Sydney/name	Sydney	False	R	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	11	spot/noun/de_morgen_20000221_01_91/552/R10
spot/noun/de_morgen_20000221_01_91/552/R13	spot/noun/de_morgen_20000221_01_91/552	R13	jaag_na	verb	jaag_na/verb	najagen	False	R	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	12	spot/noun/de_morgen_20000221_01_91/552/R11
spot/noun/de_morgen_20000221_01_91/552/R14	spot/noun/de_morgen_20000221_01_91/552	R14	sta	verb	sta/verb	stonden	False	R	15	0.35571759999999997	655795	122	FALSE	FALSE	FALSE	FALSE	0	13	spot/noun/de_morgen_20000221_01_91/552/R12
spot/noun/de_morgen_20000221_01_91/552/R15	spot/noun/de_morgen_20000221_01_91/552	R15	dit	det	dit/det	dit	False	R	16	-0.19901006	795783	85	FALSE	FALSE	FALSE	FALSE	0	14	spot/noun/de_morgen_20000221_01_91/552/R13
spot/noun/de_morgen_19990723_01_69/1849/L0	spot/noun/de_morgen_19990723_01_69/1849	L0	storend	adj	storend/adj	storende	True	L	1	1.2539718	2186	1	TRUE	FALSE	FALSE	FALSE	1	1	spot/noun/de_morgen_19990723_01_69/1849/L0
spot/noun/de_morgen_19990723_01_69/1849/L1	spot/noun/de_morgen_19990723_01_69/1849	L1	honderden	noun	honderden/noun	honderden	True	L	2	0.73668915	33298	9	TRUE	FALSE	FALSE	FALSE	1	2	spot/noun/de_morgen_19990723_01_69/1849/L1
spot/noun/de_morgen_19990723_01_69/1849/L2	spot/noun/de_morgen_19990723_01_69/1849	L2	van	prep	van/prep	van	True	L	3	0.040584682999999996	12638933	1714	FALSE	FALSE	FALSE	FALSE	0	3	spot/noun/de_morgen_19990723_01_69/1849/L2
spot/noun/de_morgen_19990723_01_69/1849/L3	spot/noun/de_morgen_19990723_01_69/1849	L3	ben	verb	ben/verb	is	True	L	4	0.04941353	9938754	1360	FALSE	FALSE	FALSE	FALSE	0	4	spot/noun/de_morgen_19990723_01_69/1849/L3
spot/noun/de_morgen_19990723_01_69/1849/L4	spot/noun/de_morgen_19990723_01_69/1849	L4	verzameling	noun	verzameling/noun	verzameling	True	L	5	0.39564842	10299	2	FALSE	FALSE	FALSE	FALSE	0	5	spot/noun/de_morgen_19990723_01_69/1849/L4
spot/noun/de_morgen_19990723_01_69/1849/L5	spot/noun/de_morgen_19990723_01_69/1849	L5	een	det	een/det	een	True	L	6	0.17397657	11075723	1719	FALSE	FALSE	FALSE	FALSE	0	6	spot/noun/de_morgen_19990723_01_69/1849/L5
spot/noun/de_morgen_19990723_01_69/1849/L6	spot/noun/de_morgen_19990723_01_69/1849	L6	SMAK	name	SMAK/name	SMAK	True	L	7	NA	NA	NA	FALSE	FALSE	TRUE	FALSE	1	7	spot/noun/de_morgen_19990723_01_69/1849/L6
spot/noun/de_morgen_19990723_01_69/1849/L7	spot/noun/de_morgen_19990723_01_69/1849	L7	het	det	het/det	het	True	L	8	-0.03227321	11650779	1469	FALSE	FALSE	FALSE	FALSE	0	8	spot/noun/de_morgen_19990723_01_69/1849/L7
spot/noun/de_morgen_19990723_01_69/1849/L8	spot/noun/de_morgen_19990723_01_69/1849	L8	van	prep	van/prep	van	True	L	9	0.040584682999999996	12638933	1714	FALSE	FALSE	FALSE	FALSE	0	9	spot/noun/de_morgen_19990723_01_69/1849/L8
spot/noun/de_morgen_19990723_01_69/1849/L9	spot/noun/de_morgen_19990723_01_69/1849	L9	plafond	noun	plafond/noun	plafond	True	L	10	2.9790566000000003	7395	19	TRUE	TRUE	TRUE	FALSE	3	10	spot/noun/de_morgen_19990723_01_69/1849/L9
spot/noun/de_morgen_19990723_01_69/1849/L10	spot/noun/de_morgen_19990723_01_69/1849	L10	het	det	het/det	het	True	L	11	-0.03227321	11650779	1469	FALSE	FALSE	FALSE	FALSE	0	11	spot/noun/de_morgen_19990723_01_69/1849/L10
spot/noun/de_morgen_19990723_01_69/1849/L11	spot/noun/de_morgen_19990723_01_69/1849	L11	terwijl	comp	terwijl/comp	Terwijl	True	L	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	12	spot/noun/de_morgen_19990723_01_69/1849/L11
spot/noun/de_morgen_19990723_01_69/1849/L12	spot/noun/de_morgen_19990723_01_69/1849	L12	sentence_delimiter	none	none	<sentence>	none	L	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/de_morgen_19990723_01_69/1849/delimiter
spot/noun/de_morgen_19990723_01_69/1849/L13	spot/noun/de_morgen_19990723_01_69/1849	L13	sentence_delimiter	none	none	</sentence>	none	L	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/de_morgen_19990723_01_69/1849/delimiter
spot/noun/de_morgen_19990723_01_69/1849/L14	spot/noun/de_morgen_19990723_01_69/1849	L14	.	punct	./punct	.	False	L	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	13	spot/noun/de_morgen_19990723_01_69/1849/L12
spot/noun/de_morgen_19990723_01_69/1849/L15	spot/noun/de_morgen_19990723_01_69/1849	L15	ruimte	noun	ruimte/noun	ruimte	False	L	16	0.31486046	67003	12	FALSE	FALSE	FALSE	FALSE	0	14	spot/noun/de_morgen_19990723_01_69/1849/L13
spot/noun/de_morgen_19990723_01_69/1849/R0	spot/noun/de_morgen_19990723_01_69/1849	R0	,	punct	,/punct	,	True	R	1	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	1	spot/noun/de_morgen_19990723_01_69/1849/R0
spot/noun/de_morgen_19990723_01_69/1849/R1	spot/noun/de_morgen_19990723_01_69/1849	R1	slaag	verb	slaag/verb	slaagt	True	R	2	0.03047591	59378	8	FALSE	FALSE	FALSE	FALSE	0	2	spot/noun/de_morgen_19990723_01_69/1849/R1
spot/noun/de_morgen_19990723_01_69/1849/R2	spot/noun/de_morgen_19990723_01_69/1849	R2	Siza	name	Siza/name	Siza	True	R	3	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	3	spot/noun/de_morgen_19990723_01_69/1849/R2
spot/noun/de_morgen_19990723_01_69/1849/R3	spot/noun/de_morgen_19990723_01_69/1849	R3	er	noun	er/noun	er	True	R	4	-0.09708108	665899	79	FALSE	FALSE	FALSE	FALSE	0	4	spot/noun/de_morgen_19990723_01_69/1849/R3
spot/noun/de_morgen_19990723_01_69/1849/R4	spot/noun/de_morgen_19990723_01_69/1849	R4	met	prep	met/prep	met	True	R	5	0.78020245	4230163	1203	FALSE	FALSE	FALSE	FALSE	0	5	spot/noun/de_morgen_19990723_01_69/1849/R4
spot/noun/de_morgen_19990723_01_69/1849/R5	spot/noun/de_morgen_19990723_01_69/1849	R5	beheersing	noun	beheersing/noun	beheersing	True	R	6	2.3622970000000003	1437	2	FALSE	FALSE	FALSE	FALSE	0	6	spot/noun/de_morgen_19990723_01_69/1849/R5
spot/noun/de_morgen_19990723_01_69/1849/R6	spot/noun/de_morgen_19990723_01_69/1849	R6	in	prep	in/prep	in	True	R	7	-9.7133714e-4	9492181	1232	FALSE	FALSE	FALSE	FALSE	0	7	spot/noun/de_morgen_19990723_01_69/1849/R6
spot/noun/de_morgen_19990723_01_69/1849/R7	spot/noun/de_morgen_19990723_01_69/1849	R7	alles	noun	alles/noun	alles	True	R	8	0.4288715	209596	42	FALSE	FALSE	FALSE	FALSE	0	8	spot/noun/de_morgen_19990723_01_69/1849/R7
spot/noun/de_morgen_19990723_01_69/1849/R8	spot/noun/de_morgen_19990723_01_69/1849	R8	zo	adv	zo/adv	zo	True	R	9	0.041785315	748301	102	FALSE	FALSE	FALSE	FALSE	0	9	spot/noun/de_morgen_19990723_01_69/1849/R8
spot/noun/de_morgen_19990723_01_69/1849/R9	spot/noun/de_morgen_19990723_01_69/1849	R9	gaaf	adj	gaaf/adj	gaaf	True	R	10	1.1668968000000002	2391	1	FALSE	FALSE	FALSE	FALSE	0	10	spot/noun/de_morgen_19990723_01_69/1849/R9
spot/noun/de_morgen_19990723_01_69/1849/R10	spot/noun/de_morgen_19990723_01_69/1849	R10	mogelijk	adj	mogelijk/adj	mogelijk	True	R	11	-0.61873186	213777	15	FALSE	FALSE	FALSE	FALSE	0	11	spot/noun/de_morgen_19990723_01_69/1849/R10
spot/noun/de_morgen_19990723_01_69/1849/R11	spot/noun/de_morgen_19990723_01_69/1849	R11	te	comp	te/comp	te	True	R	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	12	spot/noun/de_morgen_19990723_01_69/1849/R11
spot/noun/de_morgen_19990723_01_69/1849/R12	spot/noun/de_morgen_19990723_01_69/1849	R12	houd	verb	houd/verb	houden	True	R	13	-0.35509384	340614	31	FALSE	FALSE	FALSE	FALSE	0	13	spot/noun/de_morgen_19990723_01_69/1849/R12
spot/noun/de_morgen_19990723_01_69/1849/R13	spot/noun/de_morgen_19990723_01_69/1849	R13	.	punct	./punct	.	True	R	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	14	spot/noun/de_morgen_19990723_01_69/1849/R13
spot/noun/de_morgen_19990723_01_69/1849/R14	spot/noun/de_morgen_19990723_01_69/1849	R14	sentence_delimiter	none	none	</sentence>	none	R	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/de_morgen_19990723_01_69/1849/delimiter
spot/noun/de_morgen_19990723_01_69/1849/R15	spot/noun/de_morgen_19990723_01_69/1849	R15	sentence_delimiter	none	none	<sentence>	none	R	16	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/de_morgen_19990723_01_69/1849/delimiter
spot/noun/de_morgen_20030808_01_94/456/L0	spot/noun/de_morgen_20030808_01_94/456	L0	centraal	adj	centraal/adj	centrale	True	L	1	0.36794679999999996	47812	9	FALSE	FALSE	FALSE	FALSE	0	1	spot/noun/de_morgen_20030808_01_94/456/L0
spot/noun/de_morgen_20030808_01_94/456/L1	spot/noun/de_morgen_20030808_01_94/456	L1	een	det	een/det	Een	True	L	2	0.17397657	11075723	1719	FALSE	FALSE	FALSE	FALSE	0	2	spot/noun/de_morgen_20030808_01_94/456/L1
spot/noun/de_morgen_20030808_01_94/456/L2	spot/noun/de_morgen_20030808_01_94/456	L2	sentence_delimiter	none	none	<sentence>	none	L	3	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/de_morgen_20030808_01_94/456/delimiter
spot/noun/de_morgen_20030808_01_94/456/L3	spot/noun/de_morgen_20030808_01_94/456	L3	sentence_delimiter	none	none	</sentence>	none	L	4	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/de_morgen_20030808_01_94/456/delimiter
spot/noun/de_morgen_20030808_01_94/456/L4	spot/noun/de_morgen_20030808_01_94/456	L4	.	punct	./punct	.	False	L	5	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	3	spot/noun/de_morgen_20030808_01_94/456/L2
spot/noun/de_morgen_20030808_01_94/456/L5	spot/noun/de_morgen_20030808_01_94/456	L5	zeil_schip	noun	zeil_schip/noun	zeilschip	False	L	6	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	4	spot/noun/de_morgen_20030808_01_94/456/L3
spot/noun/de_morgen_20030808_01_94/456/L6	spot/noun/de_morgen_20030808_01_94/456	L6	weelderig	adj	weelderig/adj	weelderig	False	L	7	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	5	spot/noun/de_morgen_20030808_01_94/456/L4
spot/noun/de_morgen_20030808_01_94/456/L7	spot/noun/de_morgen_20030808_01_94/456	L7	een	det	een/det	een	False	L	8	0.17397657	11075723	1719	FALSE	FALSE	FALSE	FALSE	0	6	spot/noun/de_morgen_20030808_01_94/456/L5
spot/noun/de_morgen_20030808_01_94/456/L8	spot/noun/de_morgen_20030808_01_94/456	L8	van	prep	van/prep	van	False	L	9	0.040584682999999996	12638933	1714	FALSE	FALSE	FALSE	FALSE	0	7	spot/noun/de_morgen_20030808_01_94/456/L6
spot/noun/de_morgen_20030808_01_94/456/L9	spot/noun/de_morgen_20030808_01_94/456	L9	vorm	noun	vorm/noun	vorm	False	L	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	8	spot/noun/de_morgen_20030808_01_94/456/L7
spot/noun/de_morgen_20030808_01_94/456/L10	spot/noun/de_morgen_20030808_01_94/456	L10	de	det	de/det	de	False	L	11	0.24799246	28074105	4683	FALSE	FALSE	FALSE	FALSE	0	9	spot/noun/de_morgen_20030808_01_94/456/L8
spot/noun/de_morgen_20030808_01_94/456/L11	spot/noun/de_morgen_20030808_01_94/456	L11	in	prep	in/prep	in	False	L	12	-9.7133714e-4	9492181	1232	FALSE	FALSE	FALSE	FALSE	0	10	spot/noun/de_morgen_20030808_01_94/456/L9
spot/noun/de_morgen_20030808_01_94/456/L12	spot/noun/de_morgen_20030808_01_94/456	L12	wind_wijzer	noun	wind_wijzer/noun	windwijzer	False	L	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	11	spot/noun/de_morgen_20030808_01_94/456/L10
spot/noun/de_morgen_20030808_01_94/456/L13	spot/noun/de_morgen_20030808_01_94/456	L13	goudblinkende	adj	goudblinkende/adj	goudblinkende	False	L	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	12	spot/noun/de_morgen_20030808_01_94/456/L11
spot/noun/de_morgen_20030808_01_94/456/L14	spot/noun/de_morgen_20030808_01_94/456	L14	Brussels	adj	Brussels/adj	Brusselse	False	L	15	0.3944366	36613	7	FALSE	FALSE	FALSE	FALSE	0	13	spot/noun/de_morgen_20030808_01_94/456/L12
spot/noun/de_morgen_20030808_01_94/456/L15	spot/noun/de_morgen_20030808_01_94/456	L15	een	det	een/det	een	False	L	16	0.17397657	11075723	1719	FALSE	FALSE	FALSE	FALSE	0	14	spot/noun/de_morgen_20030808_01_94/456/L13
spot/noun/de_morgen_20030808_01_94/456/R0	spot/noun/de_morgen_20030808_01_94/456	R0	houd	verb	houd/verb	houdt	True	R	1	-0.35509384	340614	31	FALSE	FALSE	FALSE	FALSE	0	1	spot/noun/de_morgen_20030808_01_94/456/R0
spot/noun/de_morgen_20030808_01_94/456/R1	spot/noun/de_morgen_20030808_01_94/456	R1	alles	noun	alles/noun	alles	True	R	2	0.4288715	209596	42	FALSE	FALSE	FALSE	FALSE	0	2	spot/noun/de_morgen_20030808_01_94/456/R1
spot/noun/de_morgen_20030808_01_94/456/R2	spot/noun/de_morgen_20030808_01_94/456	R2	mooi	adj	mooi/adj	mooi	True	R	3	-0.38299236	158026	14	FALSE	FALSE	FALSE	FALSE	0	3	spot/noun/de_morgen_20030808_01_94/456/R2
spot/noun/de_morgen_20030808_01_94/456/R3	spot/noun/de_morgen_20030808_01_94/456	R3	en	vg	en/vg	en	True	R	4	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	4	spot/noun/de_morgen_20030808_01_94/456/R3
spot/noun/de_morgen_20030808_01_94/456/R4	spot/noun/de_morgen_20030808_01_94/456	R4	oordeel_kundig	adj	oordeel_kundig/adj	oordeelkundig	True	R	5	3.5513966	219	1	FALSE	FALSE	FALSE	FALSE	0	5	spot/noun/de_morgen_20030808_01_94/456/R4
spot/noun/de_morgen_20030808_01_94/456/R5	spot/noun/de_morgen_20030808_01_94/456	R5	belicht	adj	belicht/adj	belicht	True	R	6	4.267476	324	3	TRUE	TRUE	TRUE	FALSE	3	6	spot/noun/de_morgen_20030808_01_94/456/R5
spot/noun/de_morgen_20030808_01_94/456/R6	spot/noun/de_morgen_20030808_01_94/456	R6	.	punct	./punct	.	True	R	7	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	7	spot/noun/de_morgen_20030808_01_94/456/R6
spot/noun/de_morgen_20030808_01_94/456/R7	spot/noun/de_morgen_20030808_01_94/456	R7	sentence_delimiter	none	none	</sentence>	none	R	8	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/de_morgen_20030808_01_94/456/delimiter
spot/noun/de_morgen_20030808_01_94/456/R8	spot/noun/de_morgen_20030808_01_94/456	R8	sentence_delimiter	none	none	<sentence>	none	R	9	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/de_morgen_20030808_01_94/456/delimiter
spot/noun/de_morgen_20030808_01_94/456/R9	spot/noun/de_morgen_20030808_01_94/456	R9	in	prep	in/prep	In	False	R	10	-9.7133714e-4	9492181	1232	FALSE	FALSE	FALSE	FALSE	0	8	spot/noun/de_morgen_20030808_01_94/456/R7
spot/noun/de_morgen_20030808_01_94/456/R10	spot/noun/de_morgen_20030808_01_94/456	R10	samenwerking	prep	samenwerking/prep	samenwerking	False	R	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	9	spot/noun/de_morgen_20030808_01_94/456/R8
spot/noun/de_morgen_20030808_01_94/456/R11	spot/noun/de_morgen_20030808_01_94/456	R11	met	prep	met/prep	met	False	R	12	0.78020245	4230163	1203	FALSE	FALSE	FALSE	FALSE	0	10	spot/noun/de_morgen_20030808_01_94/456/R9
spot/noun/de_morgen_20030808_01_94/456/R12	spot/noun/de_morgen_20030808_01_94/456	R12	de	det	de/det	de	False	R	13	0.24799246	28074105	4683	FALSE	FALSE	FALSE	FALSE	0	11	spot/noun/de_morgen_20030808_01_94/456/R10
spot/noun/de_morgen_20030808_01_94/456/R13	spot/noun/de_morgen_20030808_01_94/456	R13	eminent	adj	eminent/adj	eminente	False	R	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	12	spot/noun/de_morgen_20030808_01_94/456/R11
spot/noun/de_morgen_20030808_01_94/456/R14	spot/noun/de_morgen_20030808_01_94/456	R14	professor-kunstcritica	noun	professor-kunstcritica/noun	professor-kunstcritica	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	13	spot/noun/de_morgen_20030808_01_94/456/R12
spot/noun/de_morgen_20030808_01_94/456/R15	spot/noun/de_morgen_20030808_01_94/456	R15	Marie-Pascale	name	Marie-Pascale/name	Marie-Pascale	False	R	16	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	14	spot/noun/de_morgen_20030808_01_94/456/R13
spot/noun/de_morgen_20030507_01_156/407/L0	spot/noun/de_morgen_20030507_01_156/407	L0	de	det	de/det	de	True	L	1	0.24799246	28074105	4683	FALSE	FALSE	FALSE	FALSE	0	1	spot/noun/de_morgen_20030507_01_156/407/L0
spot/noun/de_morgen_20030507_01_156/407/L1	spot/noun/de_morgen_20030507_01_156/407	L1	in	prep	in/prep	In	True	L	2	-9.7133714e-4	9492181	1232	FALSE	FALSE	FALSE	FALSE	0	2	spot/noun/de_morgen_20030507_01_156/407/L1
spot/noun/de_morgen_20030507_01_156/407/L2	spot/noun/de_morgen_20030507_01_156/407	L2	sentence_delimiter	none	none	<sentence>	none	L	3	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/de_morgen_20030507_01_156/407/delimiter
spot/noun/de_morgen_20030507_01_156/407/L3	spot/noun/de_morgen_20030507_01_156/407	L3	sentence_delimiter	none	none	</sentence>	none	L	4	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/de_morgen_20030507_01_156/407/delimiter
spot/noun/de_morgen_20030507_01_156/407/L4	spot/noun/de_morgen_20030507_01_156/407	L4	.	punct	./punct	.	False	L	5	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	3	spot/noun/de_morgen_20030507_01_156/407/L2
spot/noun/de_morgen_20030507_01_156/407/L5	spot/noun/de_morgen_20030507_01_156/407	L5	Rexona	name	Rexona/name	Rexona	False	L	6	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	4	spot/noun/de_morgen_20030507_01_156/407/L3
spot/noun/de_morgen_20030507_01_156/407/L6	spot/noun/de_morgen_20030507_01_156/407	L6	voor	prep	voor/prep	voor	False	L	7	-0.01234055	3806927	488	FALSE	FALSE	FALSE	FALSE	0	5	spot/noun/de_morgen_20030507_01_156/407/L4
spot/noun/de_morgen_20030507_01_156/407/L7	spot/noun/de_morgen_20030507_01_156/407	L7	reclame_campagne	noun	reclame_campagne/noun	reclamecampagnes	False	L	8	NA	NA	NA	FALSE	TRUE	TRUE	FALSE	2	6	spot/noun/de_morgen_20030507_01_156/407/L5
spot/noun/de_morgen_20030507_01_156/407/L8	spot/noun/de_morgen_20030507_01_156/407	L8	opvallend	adj	opvallend/adj	opvallende	False	L	9	0.69305944	38314	10	FALSE	FALSE	FALSE	FALSE	0	7	spot/noun/de_morgen_20030507_01_156/407/L6
spot/noun/de_morgen_20030507_01_156/407/L9	spot/noun/de_morgen_20030507_01_156/407	L9	in	prep	in/prep	in	False	L	10	-9.7133714e-4	9492181	1232	FALSE	FALSE	FALSE	FALSE	0	8	spot/noun/de_morgen_20030507_01_156/407/L7
spot/noun/de_morgen_20030507_01_156/407/L10	spot/noun/de_morgen_20030507_01_156/407	L10	jaar	noun	jaar/noun	jaren	False	L	11	-0.5095626	1574348	123	FALSE	FALSE	FALSE	FALSE	0	9	spot/noun/de_morgen_20030507_01_156/407/L8
spot/noun/de_morgen_20030507_01_156/407/L11	spot/noun/de_morgen_20030507_01_156/407	L11	afgelopen	adj	afgelopen/adj	afgelopen	False	L	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	10	spot/noun/de_morgen_20030507_01_156/407/L9
spot/noun/de_morgen_20030507_01_156/407/L12	spot/noun/de_morgen_20030507_01_156/407	L12	de	det	de/det	de	False	L	13	0.24799246	28074105	4683	FALSE	FALSE	FALSE	FALSE	0	11	spot/noun/de_morgen_20030507_01_156/407/L10
spot/noun/de_morgen_20030507_01_156/407/L13	spot/noun/de_morgen_20030507_01_156/407	L13	investeer	verb	investeer/verb	investeerde	False	L	14	0.014802515	30441	4	FALSE	FALSE	FALSE	FALSE	0	12	spot/noun/de_morgen_20030507_01_156/407/L11
spot/noun/de_morgen_20030507_01_156/407/L14	spot/noun/de_morgen_20030507_01_156/407	L14	Unilever	name	Unilever/name	Unilever	False	L	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	13	spot/noun/de_morgen_20030507_01_156/407/L12
spot/noun/de_morgen_20030507_01_156/407/L15	spot/noun/de_morgen_20030507_01_156/407	L15	sentence_delimiter	none	none	<sentence>	none	L	16	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0	-1	spot/noun/de_morgen_20030507_01_156/407/delimiter
spot/noun/de_morgen_20030507_01_156/407/R0	spot/noun/de_morgen_20030507_01_156/407	R0	word	verb	word/verb	werden	True	R	1	0.22710589999999997	3486710	570	FALSE	FALSE	FALSE	FALSE	0	1	spot/noun/de_morgen_20030507_01_156/407/R0
spot/noun/de_morgen_20030507_01_156/407/R1	spot/noun/de_morgen_20030507_01_156/407	R1	steevast	adj	steevast/adj	steevast	True	R	2	1.2197402	9006	4	FALSE	FALSE	FALSE	FALSE	0	2	spot/noun/de_morgen_20030507_01_156/407/R1
spot/noun/de_morgen_20030507_01_156/407/R2	spot/noun/de_morgen_20030507_01_156/407	R2	mens	noun	mens/noun	mensen	True	R	3	0.11864848	538442	79	FALSE	FALSE	FALSE	FALSE	0	3	spot/noun/de_morgen_20030507_01_156/407/R2
spot/noun/de_morgen_20030507_01_156/407/R3	spot/noun/de_morgen_20030507_01_156/407	R3	voer_op	verb	voer_op/verb	opgevoerd	True	R	4	1.0315553	16428	6	TRUE	FALSE	FALSE	FALSE	1	4	spot/noun/de_morgen_20030507_01_156/407/R3
spot/noun/de_morgen_20030507_01_156/407/R4	spot/noun/de_morgen_20030507_01_156/407	R4	die	pron	die/pron	die	True	R	5	0.37226020000000004	2519801	479	FALSE	FALSE	FALSE	FALSE	0	5	spot/noun/de_morgen_20030507_01_156/407/R4
spot/noun/de_morgen_20030507_01_156/407/R5	spot/noun/de_morgen_20030507_01_156/407	R5	het	det	het/det	het	True	R	6	-0.03227321	11650779	1469	FALSE	FALSE	FALSE	FALSE	0	6	spot/noun/de_morgen_20030507_01_156/407/R5
spot/noun/de_morgen_20030507_01_156/407/R6	spot/noun/de_morgen_20030507_01_156/407	R6	logo	noun	logo/noun	logo	True	R	7	0.95623267	5950	2	FALSE	FALSE	FALSE	FALSE	0	7	spot/noun/de_morgen_20030507_01_156/407/R6
spot/noun/de_morgen_20030507_01_156/407/R7	spot/noun/de_morgen_20030507_01_156/407	R7	van	prep	van/prep	van	True	R	8	0.040584682999999996	12638933	1714	FALSE	FALSE	FALSE	FALSE	0	8	spot/noun/de_morgen_20030507_01_156/407/R7
spot/noun/de_morgen_20030507_01_156/407/R8	spot/noun/de_morgen_20030507_01_156/407	R8	Rexona	noun	Rexona/noun	Rexona	True	R	9	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	1	9	spot/noun/de_morgen_20030507_01_156/407/R8
