_cws.spot.foc10.nav.ppmi_weight.bound	_count.spot.foc10.nav.ppmi_weight.bound	_cws.spot.foc10.nav.ppmi_sel.bound	_count.spot.foc10.nav.ppmi_sel.bound	_cws.spot.foc10.nav.no_ppmi.bound	_count.spot.foc10.nav.no_ppmi.bound	_cws.spot.foc10.all.ppmi_weight.bound	_count.spot.foc10.all.ppmi_weight.bound	_cws.spot.foc10.all.ppmi_sel.bound	_count.spot.foc10.all.ppmi_sel.bound	_cws.spot.foc10.all.no_ppmi.bound	_count.spot.foc10.all.no_ppmi.bound	_cws.spot.foc5.nav.ppmi_weight.bound	_count.spot.foc5.nav.ppmi_weight.bound	_cws.spot.foc5.nav.ppmi_sel.bound	_count.spot.foc5.nav.ppmi_sel.bound	_cws.spot.foc5.nav.no_ppmi.bound	_count.spot.foc5.nav.no_ppmi.bound	_cws.spot.foc5.all.ppmi_weight.bound	_count.spot.foc5.all.ppmi_weight.bound	_cws.spot.foc5.all.ppmi_sel.bound	_count.spot.foc5.all.ppmi_sel.bound	_cws.spot.foc5.all.no_ppmi.bound	_count.spot.foc5.all.no_ppmi.bound	_ctxt.spot.foc10.nav.ppmi_weight.bound	_ctxt.spot.foc10.nav.ppmi_sel.bound	_ctxt.spot.foc10.nav.no_ppmi.bound	_ctxt.spot.foc10.all.ppmi_weight.bound	_ctxt.spot.foc10.all.ppmi_sel.bound	_ctxt.spot.foc10.all.no_ppmi.bound	_ctxt.spot.foc5.nav.ppmi_weight.bound	_ctxt.spot.foc5.nav.ppmi_sel.bound	_ctxt.spot.foc5.nav.no_ppmi.bound	_ctxt.spot.foc5.all.ppmi_weight.bound	_ctxt.spot.foc5.all.ppmi_sel.bound	_ctxt.spot.foc5.all.no_ppmi.bound	_ctxt.raw	old_id	type	batch	majority_conf	mean_conf	majority_sense	majority_agreement	full_agreement	_id
ben/verb;mikpunt/noun;verveel/verb	3	ben/verb;mikpunt/noun;verveel/verb	3	ben/verb;ga/verb;mikpunt/noun;niveau/noun;tegenstander/noun;verveel/verb	6	ben/verb;de/det;hijzelf/pron;mikpunt/noun;van/prep;verveel/verb;zonder/prep	7	ben/verb;de/det;hijzelf/pron;mikpunt/noun;van/prep;verveel/verb;zonder/prep	7	ben/verb;dat/det;de/det;ga/verb;het/det;hijzelf/pron;mikpunt/noun;niveau/noun;nu/adv;steeds/adv;tegenstander/noun;van/prep;verveel/verb;zonder/prep	14	mikpunt/noun	1	mikpunt/noun	1	mikpunt/noun;tegenstander/noun	2	de/det;mikpunt/noun;van/prep;zonder/prep	4	de/det;mikpunt/noun;van/prep;zonder/prep	4	de/det;het/det;mikpunt/noun;steeds/adv;tegenstander/noun;van/prep;zonder/prep	7	"meer belachelijk kan maken . Nu <em>is</em> hijzelf steeds het <em>mikpunt</em> van de <span class=""target"">spot</span> , en zonder tegenstanders van niveau gaat dat <em>vervelen</em> . Al blijven sommige"	"meer belachelijk kan maken . Nu <em>is</em> hijzelf steeds het <em>mikpunt</em> van de <span class=""target"">spot</span> , en zonder tegenstanders van niveau gaat dat <em>vervelen</em> . Al blijven sommige"	"meer belachelijk kan maken . Nu <em>is</em> hijzelf steeds het <em>mikpunt</em> van de <span class=""target"">spot</span> , en zonder <em>tegenstanders</em> van <em>niveau</em> <em>gaat</em> dat <em>vervelen</em> . Al blijven sommige"	"meer belachelijk kan maken . Nu <em>is</em> <em>hijzelf</em> steeds het <em>mikpunt</em> <em>van</em> <em>de</em> <span class=""target"">spot</span> , en <em>zonder</em> tegenstanders <em>van</em> niveau gaat dat <em>vervelen</em> . Al blijven sommige"	"meer belachelijk kan maken . Nu <em>is</em> <em>hijzelf</em> steeds het <em>mikpunt</em> <em>van</em> <em>de</em> <span class=""target"">spot</span> , en <em>zonder</em> tegenstanders <em>van</em> niveau gaat dat <em>vervelen</em> . Al blijven sommige"	"meer belachelijk kan maken . <em>Nu</em> <em>is</em> <em>hijzelf</em> <em>steeds</em> <em>het</em> <em>mikpunt</em> <em>van</em> <em>de</em> <span class=""target"">spot</span> , en <em>zonder</em> <em>tegenstanders</em> <em>van</em> <em>niveau</em> <em>gaat</em> <em>dat</em> <em>vervelen</em> . Al blijven sommige"	"meer belachelijk kan maken . Nu is hijzelf steeds het <em>mikpunt</em> van de <span class=""target"">spot</span> , en zonder tegenstanders van niveau gaat dat vervelen . Al blijven sommige"	"meer belachelijk kan maken . Nu is hijzelf steeds het <em>mikpunt</em> van de <span class=""target"">spot</span> , en zonder tegenstanders van niveau gaat dat vervelen . Al blijven sommige"	"meer belachelijk kan maken . Nu is hijzelf steeds het <em>mikpunt</em> van de <span class=""target"">spot</span> , en zonder <em>tegenstanders</em> van niveau gaat dat vervelen . Al blijven sommige"	"meer belachelijk kan maken . Nu is hijzelf steeds het <em>mikpunt</em> <em>van</em> <em>de</em> <span class=""target"">spot</span> , en <em>zonder</em> tegenstanders <em>van</em> niveau gaat dat vervelen . Al blijven sommige"	"meer belachelijk kan maken . Nu is hijzelf steeds het <em>mikpunt</em> <em>van</em> <em>de</em> <span class=""target"">spot</span> , en <em>zonder</em> tegenstanders <em>van</em> niveau gaat dat vervelen . Al blijven sommige"	"meer belachelijk kan maken . Nu is hijzelf <em>steeds</em> <em>het</em> <em>mikpunt</em> <em>van</em> <em>de</em> <span class=""target"">spot</span> , en <em>zonder</em> <em>tegenstanders</em> <em>van</em> niveau gaat dat vervelen . Al blijven sommige"	"meer belachelijk kan maken . Nu is hijzelf steeds het mikpunt van de <span class=""target"">spot</span> , en zonder tegenstanders van niveau gaat dat vervelen . Al blijven sommige"	spot/noun/nrc_handelsblad_20020501_104/254	spot	spot_1	0.2821321280429311	0.2821321280429311	spot_1	1.0	True	spot/noun/nrc_handelsblad_20020501_104/276
hot/noun;instabiliteit/noun;maak/verb;veroorzaak/verb	4	hot/noun;instabiliteit/noun;maak/verb;veroorzaak/verb	4	hot/noun;instabiliteit/noun;jaar/noun;kan/verb;kom/adj;maak/verb;veroorzaak/verb;zorg/noun	8	de/det;die/pron;hot/noun;instabiliteit/noun;maak/verb;veroorzaak/verb;zich/pron	7	de/det;die/pron;hot/noun;instabiliteit/noun;maak/verb;veroorzaak/verb;zich/pron	7	de/det;die/pron;hot/noun;instabiliteit/noun;jaar/noun;kan/verb;kom/adj;maak/verb;over/prep;veroorzaak/verb;zich/pron;zorg/noun	12	hot/noun	1	hot/noun	1	hot/noun;jaar/noun;kom/adj;zorg/noun	4	de/det;die/pron;hot/noun;zich/pron	4	de/det;die/pron;hot/noun;zich/pron	4	de/det;die/pron;hot/noun;jaar/noun;kom/adj;over/prep;zich/pron;zorg/noun	8	"met de Japanse defensiepolitiek . "" Amerika <em>maakt</em> zich zorgen over de <em>hot</em> <span class=""target"">spots</span> die de komende 15 jaar <em>instabiliteit</em> kunnen <em>veroorzaken</em> . Europa is stabiel ,"	"met de Japanse defensiepolitiek . "" Amerika <em>maakt</em> zich zorgen over de <em>hot</em> <span class=""target"">spots</span> die de komende 15 jaar <em>instabiliteit</em> kunnen <em>veroorzaken</em> . Europa is stabiel ,"	"met de Japanse defensiepolitiek . "" Amerika <em>maakt</em> zich <em>zorgen</em> over de <em>hot</em> <span class=""target"">spots</span> die de <em>komende</em> 15 <em>jaar</em> <em>instabiliteit</em> <em>kunnen</em> <em>veroorzaken</em> . Europa is stabiel ,"	"met de Japanse defensiepolitiek . "" Amerika <em>maakt</em> <em>zich</em> zorgen over <em>de</em> <em>hot</em> <span class=""target"">spots</span> <em>die</em> <em>de</em> komende 15 jaar <em>instabiliteit</em> kunnen <em>veroorzaken</em> . Europa is stabiel ,"	"met de Japanse defensiepolitiek . "" Amerika <em>maakt</em> <em>zich</em> zorgen over <em>de</em> <em>hot</em> <span class=""target"">spots</span> <em>die</em> <em>de</em> komende 15 jaar <em>instabiliteit</em> kunnen <em>veroorzaken</em> . Europa is stabiel ,"	"met de Japanse defensiepolitiek . "" Amerika <em>maakt</em> <em>zich</em> <em>zorgen</em> <em>over</em> <em>de</em> <em>hot</em> <span class=""target"">spots</span> <em>die</em> <em>de</em> <em>komende</em> 15 <em>jaar</em> <em>instabiliteit</em> <em>kunnen</em> <em>veroorzaken</em> . Europa is stabiel ,"	"met de Japanse defensiepolitiek . "" Amerika maakt zich zorgen over de <em>hot</em> <span class=""target"">spots</span> die de komende 15 jaar instabiliteit kunnen veroorzaken . Europa is stabiel ,"	"met de Japanse defensiepolitiek . "" Amerika maakt zich zorgen over de <em>hot</em> <span class=""target"">spots</span> die de komende 15 jaar instabiliteit kunnen veroorzaken . Europa is stabiel ,"	"met de Japanse defensiepolitiek . "" Amerika maakt zich <em>zorgen</em> over de <em>hot</em> <span class=""target"">spots</span> die de <em>komende</em> 15 <em>jaar</em> instabiliteit kunnen veroorzaken . Europa is stabiel ,"	"met de Japanse defensiepolitiek . "" Amerika maakt <em>zich</em> zorgen over <em>de</em> <em>hot</em> <span class=""target"">spots</span> <em>die</em> <em>de</em> komende 15 jaar instabiliteit kunnen veroorzaken . Europa is stabiel ,"	"met de Japanse defensiepolitiek . "" Amerika maakt <em>zich</em> zorgen over <em>de</em> <em>hot</em> <span class=""target"">spots</span> <em>die</em> <em>de</em> komende 15 jaar instabiliteit kunnen veroorzaken . Europa is stabiel ,"	"met de Japanse defensiepolitiek . "" Amerika maakt <em>zich</em> <em>zorgen</em> <em>over</em> <em>de</em> <em>hot</em> <span class=""target"">spots</span> <em>die</em> <em>de</em> <em>komende</em> 15 <em>jaar</em> instabiliteit kunnen veroorzaken . Europa is stabiel ,"	"met de Japanse defensiepolitiek . "" Amerika maakt zich zorgen over de hot <span class=""target"">spots</span> die de komende 15 jaar instabiliteit kunnen veroorzaken . Europa is stabiel ,"	spot/noun/nrc_handelsblad_20020803_120/1877	spot	spot_1	-1.463618157779765	-1.463618157779765	not_listed	1.0	True	spot/noun/nrc_handelsblad_20020803_120/2075
drijf/verb;gebukt/adj;geneigd/adj	3	drijf/verb;gebukt/adj;geneigd/adj	3	drijf/verb;gebukt/adj;geneigd/adj	3	anderzijds/adv;de/det;drijf/verb;enerzijds/adv;gebukt/adj;geneigd/adj;onder/prep	7	anderzijds/adv;de/det;drijf/verb;enerzijds/adv;gebukt/adj;geneigd/adj;onder/prep	7	anderzijds/adv;de/det;drijf/verb;enerzijds/adv;gebukt/adj;geneigd/adj;onder/prep	7	drijf/verb;geneigd/adj	2	drijf/verb;geneigd/adj	2	drijf/verb;geneigd/adj	2	anderzijds/adv;de/det;drijf/verb;geneigd/adj	4	anderzijds/adv;de/det;drijf/verb;geneigd/adj	4	anderzijds/adv;de/det;drijf/verb;geneigd/adj	4	"die hij was . Enerzijds <em>gebukt</em> onder zwaarmoedigheid en anderzijds <em>geneigd</em> daarmee de <span class=""target"">spot</span> te <em>drijven</em> . Zijn voornaamste bundel , waarin ook die verbroken eed van"	"die hij was . Enerzijds <em>gebukt</em> onder zwaarmoedigheid en anderzijds <em>geneigd</em> daarmee de <span class=""target"">spot</span> te <em>drijven</em> . Zijn voornaamste bundel , waarin ook die verbroken eed van"	"die hij was . Enerzijds <em>gebukt</em> onder zwaarmoedigheid en anderzijds <em>geneigd</em> daarmee de <span class=""target"">spot</span> te <em>drijven</em> . Zijn voornaamste bundel , waarin ook die verbroken eed van"	"die hij was . <em>Enerzijds</em> <em>gebukt</em> <em>onder</em> zwaarmoedigheid en <em>anderzijds</em> <em>geneigd</em> daarmee <em>de</em> <span class=""target"">spot</span> te <em>drijven</em> . Zijn voornaamste bundel , waarin ook die verbroken eed van"	"die hij was . <em>Enerzijds</em> <em>gebukt</em> <em>onder</em> zwaarmoedigheid en <em>anderzijds</em> <em>geneigd</em> daarmee <em>de</em> <span class=""target"">spot</span> te <em>drijven</em> . Zijn voornaamste bundel , waarin ook die verbroken eed van"	"die hij was . <em>Enerzijds</em> <em>gebukt</em> <em>onder</em> zwaarmoedigheid en <em>anderzijds</em> <em>geneigd</em> daarmee <em>de</em> <span class=""target"">spot</span> te <em>drijven</em> . Zijn voornaamste bundel , waarin ook die verbroken eed van"	"die hij was . Enerzijds gebukt onder zwaarmoedigheid en anderzijds <em>geneigd</em> daarmee de <span class=""target"">spot</span> te <em>drijven</em> . Zijn voornaamste bundel , waarin ook die verbroken eed van"	"die hij was . Enerzijds gebukt onder zwaarmoedigheid en anderzijds <em>geneigd</em> daarmee de <span class=""target"">spot</span> te <em>drijven</em> . Zijn voornaamste bundel , waarin ook die verbroken eed van"	"die hij was . Enerzijds gebukt onder zwaarmoedigheid en anderzijds <em>geneigd</em> daarmee de <span class=""target"">spot</span> te <em>drijven</em> . Zijn voornaamste bundel , waarin ook die verbroken eed van"	"die hij was . Enerzijds gebukt onder zwaarmoedigheid en <em>anderzijds</em> <em>geneigd</em> daarmee <em>de</em> <span class=""target"">spot</span> te <em>drijven</em> . Zijn voornaamste bundel , waarin ook die verbroken eed van"	"die hij was . Enerzijds gebukt onder zwaarmoedigheid en <em>anderzijds</em> <em>geneigd</em> daarmee <em>de</em> <span class=""target"">spot</span> te <em>drijven</em> . Zijn voornaamste bundel , waarin ook die verbroken eed van"	"die hij was . Enerzijds gebukt onder zwaarmoedigheid en <em>anderzijds</em> <em>geneigd</em> daarmee <em>de</em> <span class=""target"">spot</span> te <em>drijven</em> . Zijn voornaamste bundel , waarin ook die verbroken eed van"	"die hij was . Enerzijds gebukt onder zwaarmoedigheid en anderzijds geneigd daarmee de <span class=""target"">spot</span> te drijven . Zijn voornaamste bundel , waarin ook die verbroken eed van"	spot/noun/nrc_handelsblad_20001121_119/298	spot	spot_1	0.584171976697771	0.584171976697771	spot_1	1.0	True	spot/noun/nrc_handelsblad_20001121_119/338
object/noun;soft/adj;transport_sector/noun;vitaal/adj	4	object/noun;soft/adj;transport_sector/noun;vitaal/adj	4	kom_binnen/verb;mogelijk/adj;object/noun;soft/adj;transport_sector/noun;vitaal/adj	6	de/det;object/noun;soft/adj;transport_sector/noun;vitaal/adj	5	de/det;object/noun;soft/adj;transport_sector/noun;vitaal/adj	5	de/det;in/prep;kom_binnen/verb;mogelijk/adj;object/noun;soft/adj;transport_sector/noun;vitaal/adj	8	soft/adj;transport_sector/noun	2	soft/adj;transport_sector/noun	2	kom_binnen/verb;mogelijk/adj;soft/adj;transport_sector/noun	4	soft/adj;transport_sector/noun	2	soft/adj;transport_sector/noun	2	kom_binnen/verb;mogelijk/adj;soft/adj;transport_sector/noun	4	"personeel bij kwetsbare instituten , <em>vitale</em> <em>objecten</em> in de energie- of <em>transportsector</em> en mogelijke <em>soft</em> <span class=""target"">spots</span> binnenkomt . Het is om die reden hoog tijd het personeel in vele"	"personeel bij kwetsbare instituten , <em>vitale</em> <em>objecten</em> in de energie- of <em>transportsector</em> en mogelijke <em>soft</em> <span class=""target"">spots</span> binnenkomt . Het is om die reden hoog tijd het personeel in vele"	"personeel bij kwetsbare instituten , <em>vitale</em> <em>objecten</em> in de energie- of <em>transportsector</em> en <em>mogelijke</em> <em>soft</em> <span class=""target"">spots</span> <em>binnenkomt</em> . Het is om die reden hoog tijd het personeel in vele"	"personeel bij kwetsbare instituten , <em>vitale</em> <em>objecten</em> in <em>de</em> energie- of <em>transportsector</em> en mogelijke <em>soft</em> <span class=""target"">spots</span> binnenkomt . Het is om die reden hoog tijd het personeel in vele"	"personeel bij kwetsbare instituten , <em>vitale</em> <em>objecten</em> in <em>de</em> energie- of <em>transportsector</em> en mogelijke <em>soft</em> <span class=""target"">spots</span> binnenkomt . Het is om die reden hoog tijd het personeel in vele"	"personeel bij kwetsbare instituten , <em>vitale</em> <em>objecten</em> <em>in</em> <em>de</em> energie- of <em>transportsector</em> en <em>mogelijke</em> <em>soft</em> <span class=""target"">spots</span> <em>binnenkomt</em> . Het is om die reden hoog tijd het personeel in vele"	"personeel bij kwetsbare instituten , vitale objecten in de energie- of <em>transportsector</em> en mogelijke <em>soft</em> <span class=""target"">spots</span> binnenkomt . Het is om die reden hoog tijd het personeel in vele"	"personeel bij kwetsbare instituten , vitale objecten in de energie- of <em>transportsector</em> en mogelijke <em>soft</em> <span class=""target"">spots</span> binnenkomt . Het is om die reden hoog tijd het personeel in vele"	"personeel bij kwetsbare instituten , vitale objecten in de energie- of <em>transportsector</em> en <em>mogelijke</em> <em>soft</em> <span class=""target"">spots</span> <em>binnenkomt</em> . Het is om die reden hoog tijd het personeel in vele"	"personeel bij kwetsbare instituten , vitale objecten in de energie- of <em>transportsector</em> en mogelijke <em>soft</em> <span class=""target"">spots</span> binnenkomt . Het is om die reden hoog tijd het personeel in vele"	"personeel bij kwetsbare instituten , vitale objecten in de energie- of <em>transportsector</em> en mogelijke <em>soft</em> <span class=""target"">spots</span> binnenkomt . Het is om die reden hoog tijd het personeel in vele"	"personeel bij kwetsbare instituten , vitale objecten in de energie- of <em>transportsector</em> en <em>mogelijke</em> <em>soft</em> <span class=""target"">spots</span> <em>binnenkomt</em> . Het is om die reden hoog tijd het personeel in vele"	"personeel bij kwetsbare instituten , vitale objecten in de energie- of transportsector en mogelijke soft <span class=""target"">spots</span> binnenkomt . Het is om die reden hoog tijd het personeel in vele"	spot/noun/nrc_handelsblad_20040320_307/71	spot	spot_1	-2.3408004271194702	-2.3408004271194702	not_listed	1.0	True	spot/noun/nrc_handelsblad_20040320_307/77
drijf/verb;geweigerd/adj;uitverkocht/adj;vul/verb	4	drijf/verb;geweigerd/adj;uitverkocht/adj;vul/verb	4	drijf/verb;geweigerd/adj;uitverkocht/adj;vul/verb	4	de/det;die/pron;drijf/verb;geweigerd/adj;met/prep;uitverkocht/adj;vul/verb	7	de/det;die/pron;drijf/verb;geweigerd/adj;met/prep;uitverkocht/adj;vul/verb	7	de/det;die/pron;drijf/verb;geweigerd/adj;het/det;met/prep;uitverkocht/adj;vul/verb	8	drijf/verb;geweigerd/adj	2	drijf/verb;geweigerd/adj	2	drijf/verb;geweigerd/adj	2	de/det;die/pron;drijf/verb;geweigerd/adj;met/prep	5	de/det;die/pron;drijf/verb;geweigerd/adj;met/prep	5	de/det;die/pron;drijf/verb;geweigerd/adj;het/det;met/prep	6	"kneusjes , zou eigenlijk hier moeten zijn . "" Gerrit Komrij <em>dreef</em> de <span class=""target"">spot</span> met de <em>geweigerden</em> die het <em>uitverkochte</em> Paradiso <em>vulden</em> , maar ` de overkant ' moest"	"kneusjes , zou eigenlijk hier moeten zijn . "" Gerrit Komrij <em>dreef</em> de <span class=""target"">spot</span> met de <em>geweigerden</em> die het <em>uitverkochte</em> Paradiso <em>vulden</em> , maar ` de overkant ' moest"	"kneusjes , zou eigenlijk hier moeten zijn . "" Gerrit Komrij <em>dreef</em> de <span class=""target"">spot</span> met de <em>geweigerden</em> die het <em>uitverkochte</em> Paradiso <em>vulden</em> , maar ` de overkant ' moest"	"kneusjes , zou eigenlijk hier moeten zijn . "" Gerrit Komrij <em>dreef</em> <em>de</em> <span class=""target"">spot</span> <em>met</em> <em>de</em> <em>geweigerden</em> <em>die</em> het <em>uitverkochte</em> Paradiso <em>vulden</em> , maar ` de overkant ' moest"	"kneusjes , zou eigenlijk hier moeten zijn . "" Gerrit Komrij <em>dreef</em> <em>de</em> <span class=""target"">spot</span> <em>met</em> <em>de</em> <em>geweigerden</em> <em>die</em> het <em>uitverkochte</em> Paradiso <em>vulden</em> , maar ` de overkant ' moest"	"kneusjes , zou eigenlijk hier moeten zijn . "" Gerrit Komrij <em>dreef</em> <em>de</em> <span class=""target"">spot</span> <em>met</em> <em>de</em> <em>geweigerden</em> <em>die</em> <em>het</em> <em>uitverkochte</em> Paradiso <em>vulden</em> , maar ` de overkant ' moest"	"kneusjes , zou eigenlijk hier moeten zijn . "" Gerrit Komrij <em>dreef</em> de <span class=""target"">spot</span> met de <em>geweigerden</em> die het uitverkochte Paradiso vulden , maar ` de overkant ' moest"	"kneusjes , zou eigenlijk hier moeten zijn . "" Gerrit Komrij <em>dreef</em> de <span class=""target"">spot</span> met de <em>geweigerden</em> die het uitverkochte Paradiso vulden , maar ` de overkant ' moest"	"kneusjes , zou eigenlijk hier moeten zijn . "" Gerrit Komrij <em>dreef</em> de <span class=""target"">spot</span> met de <em>geweigerden</em> die het uitverkochte Paradiso vulden , maar ` de overkant ' moest"	"kneusjes , zou eigenlijk hier moeten zijn . "" Gerrit Komrij <em>dreef</em> <em>de</em> <span class=""target"">spot</span> <em>met</em> <em>de</em> <em>geweigerden</em> <em>die</em> het uitverkochte Paradiso vulden , maar ` de overkant ' moest"	"kneusjes , zou eigenlijk hier moeten zijn . "" Gerrit Komrij <em>dreef</em> <em>de</em> <span class=""target"">spot</span> <em>met</em> <em>de</em> <em>geweigerden</em> <em>die</em> het uitverkochte Paradiso vulden , maar ` de overkant ' moest"	"kneusjes , zou eigenlijk hier moeten zijn . "" Gerrit Komrij <em>dreef</em> <em>de</em> <span class=""target"">spot</span> <em>met</em> <em>de</em> <em>geweigerden</em> <em>die</em> <em>het</em> uitverkochte Paradiso vulden , maar ` de overkant ' moest"	"kneusjes , zou eigenlijk hier moeten zijn . "" Gerrit Komrij dreef de <span class=""target"">spot</span> met de geweigerden die het uitverkochte Paradiso vulden , maar ` de overkant ' moest"	spot/noun/nrc_handelsblad_20020313_115/152	spot	spot_1	0.584171976697771	0.584171976697771	spot_1	1.0	True	spot/noun/nrc_handelsblad_20020313_115/172
Griek/noun;cartoonisten/noun;mikpunt/noun	3	Griek/noun;cartoonisten/noun;mikpunt/noun	3	Griek/noun;cartoonisten/noun;mikpunt/noun	3	Griek/noun;cartoonisten/noun;een/det;mikpunt/noun;van/prep;vooral/adv	6	Griek/noun;cartoonisten/noun;een/det;mikpunt/noun;van/prep;vooral/adv	6	Griek/noun;cartoonisten/noun;een/det;mikpunt/noun;van/prep;veel/det;voor/prep;vooral/adv	8	cartoonisten/noun;mikpunt/noun	2	cartoonisten/noun;mikpunt/noun	2	cartoonisten/noun;mikpunt/noun	2	cartoonisten/noun;een/det;mikpunt/noun;van/prep	4	cartoonisten/noun;een/det;mikpunt/noun;van/prep	4	cartoonisten/noun;een/det;mikpunt/noun;van/prep;voor/prep	5	"Papandreou en Ismail Cem is voor veel <em>Grieken</em> en vooral voor <em>cartoonisten</em> een <em>mikpunt</em> van <span class=""target"">spot</span> . De rechtse oppositie en ook Papandreou's voorganger Pángalos stellen dat de Grieks-Turkse"	"Papandreou en Ismail Cem is voor veel <em>Grieken</em> en vooral voor <em>cartoonisten</em> een <em>mikpunt</em> van <span class=""target"">spot</span> . De rechtse oppositie en ook Papandreou's voorganger Pángalos stellen dat de Grieks-Turkse"	"Papandreou en Ismail Cem is voor veel <em>Grieken</em> en vooral voor <em>cartoonisten</em> een <em>mikpunt</em> van <span class=""target"">spot</span> . De rechtse oppositie en ook Papandreou's voorganger Pángalos stellen dat de Grieks-Turkse"	"Papandreou en Ismail Cem is voor veel <em>Grieken</em> en <em>vooral</em> voor <em>cartoonisten</em> <em>een</em> <em>mikpunt</em> <em>van</em> <span class=""target"">spot</span> . De rechtse oppositie en ook Papandreou's voorganger Pángalos stellen dat de Grieks-Turkse"	"Papandreou en Ismail Cem is voor veel <em>Grieken</em> en <em>vooral</em> voor <em>cartoonisten</em> <em>een</em> <em>mikpunt</em> <em>van</em> <span class=""target"">spot</span> . De rechtse oppositie en ook Papandreou's voorganger Pángalos stellen dat de Grieks-Turkse"	"Papandreou en Ismail Cem is <em>voor</em> <em>veel</em> <em>Grieken</em> en <em>vooral</em> <em>voor</em> <em>cartoonisten</em> <em>een</em> <em>mikpunt</em> <em>van</em> <span class=""target"">spot</span> . De rechtse oppositie en ook Papandreou's voorganger Pángalos stellen dat de Grieks-Turkse"	"Papandreou en Ismail Cem is voor veel Grieken en vooral voor <em>cartoonisten</em> een <em>mikpunt</em> van <span class=""target"">spot</span> . De rechtse oppositie en ook Papandreou's voorganger Pángalos stellen dat de Grieks-Turkse"	"Papandreou en Ismail Cem is voor veel Grieken en vooral voor <em>cartoonisten</em> een <em>mikpunt</em> van <span class=""target"">spot</span> . De rechtse oppositie en ook Papandreou's voorganger Pángalos stellen dat de Grieks-Turkse"	"Papandreou en Ismail Cem is voor veel Grieken en vooral voor <em>cartoonisten</em> een <em>mikpunt</em> van <span class=""target"">spot</span> . De rechtse oppositie en ook Papandreou's voorganger Pángalos stellen dat de Grieks-Turkse"	"Papandreou en Ismail Cem is voor veel Grieken en vooral voor <em>cartoonisten</em> <em>een</em> <em>mikpunt</em> <em>van</em> <span class=""target"">spot</span> . De rechtse oppositie en ook Papandreou's voorganger Pángalos stellen dat de Grieks-Turkse"	"Papandreou en Ismail Cem is voor veel Grieken en vooral voor <em>cartoonisten</em> <em>een</em> <em>mikpunt</em> <em>van</em> <span class=""target"">spot</span> . De rechtse oppositie en ook Papandreou's voorganger Pángalos stellen dat de Grieks-Turkse"	"Papandreou en Ismail Cem is voor veel Grieken en vooral <em>voor</em> <em>cartoonisten</em> <em>een</em> <em>mikpunt</em> <em>van</em> <span class=""target"">spot</span> . De rechtse oppositie en ook Papandreou's voorganger Pángalos stellen dat de Grieks-Turkse"	"Papandreou en Ismail Cem is voor veel Grieken en vooral voor cartoonisten een mikpunt van <span class=""target"">spot</span> . De rechtse oppositie en ook Papandreou's voorganger Pángalos stellen dat de Grieks-Turkse"	spot/noun/nrc_handelsblad_20010607_6/31	spot	spot_1	0.584171976697771	0.584171976697771	spot_1	1.0	True	spot/noun/nrc_handelsblad_20010607_6/33
