pmi	raw_freq	raw_co	cw
3.1155403	1863	2	1937/noun
2.136256	2487	1	1952/noun
1.9286624	6105	2	1983/noun
1.4438381	14872	3	1991/noun
-0.95754313	55236	1	2001/noun
1.5279143	4636	1	24-jarige/adj
3.5237718	627	1	4x4/noun
0.9274396	16737	2	Afrikaans/adj
2.4628527	1789	1	Arabisch/noun
0.44552538	27261	2	Chinees/adj
-0.19758698	104339	4	Duits/adj
0.4136754	27916	2	Duitser/noun
2.4703262	1791	1	Egyptenaar/noun
0.79683304	28973	3	Japans/adj
3.1849859	1748	2	Latijns-Amerikaans/adj
1.7139254	3833	1	Macedonisch/adj
-1.106364	64503	1	Nederlander/noun
-0.8128811	241254	5	Nederlands/adj
0.78424156	19236	2	Nederlands/noun
3.5994918	571	1	Oost_Duitser/noun
2.0687046	5371	2	Oost_Vlaams/adj
2.1542597	2481	1	Zeeuws/adj
1.3833654	5330	1	Zwitser/noun
-0.6236955	392664	10	aan/part
-0.27142337	2153601	78	aan/prep
3.1951993	859	1	aangekleed/adj
0.95958424	16143	2	aanmerking/noun
2.8565142	3625	3	aanstekelijk/adj
1.1240017	20536	3	aantrekkelijk/adj
1.2004999	37821	6	aanvankelijk/adj
1.5813481	4331	1	aanzien/noun
4.0851207	353	1	aarden/adj
3.4803524	5157	8	abstract/adj
3.0886955	8676	9	accent/noun
0.11057009	150814	8	achter/prep
1.6965181	23095	6	achtergrond/noun
3.4831133	4512	7	achterkant/noun
2.6092262	1543	1	achterover/adv
3.7560623	489	1	acrobatische/adj
1.396016	36670	7	acteur/noun
1.4907871	28306	6	af/adv
0.10895233	321541	17	af/part
3.7541113	491	1	afgestemd/adj
3.005009	1042	1	afgrijzen/noun
1.4641519	9728	2	afkomst/noun
3.5831037	2331	4	afstandelijk/adj
1.788761	14118	4	agressief/adj
-0.49371615	1066466	31	al/adv
0.05595239	178364	9	alleen/adj
-1.4422532	266562	3	alleen/adv
1.4739548	4824	1	allen/noun
0.4729321	209596	16	alles/noun
2.5064025	5136	3	allesbehalve/adv
2.5747938	3210	2	allure/noun
2.0480027	2713	1	aloud/adj
2.5349185	4978	3	als/adv
0.29748282	1263756	81	als/prep
0.36141154	292821	20	altijd/adv
3.3727689	1439	2	aluminium/adj
0.6025255	34515	3	amper/adv
0.6242125	11265	1	and/noun
-0.121820934	663512	28	ander/adj
0.559527	23974	2	ander/noun
1.7372134	3713	1	andersom/adj
0.41280004	27899	2	angst/noun
2.5240557	3378	2	animatie/noun
1.4233768	5083	1	anno/prep
3.2828135	785	1	apocalyptisch/adj
1.9081066	18782	6	architect/noun
1.5887222	25767	6	arm/noun
1.936929	3016	1	arrangement/noun
2.503461	1738	1	astronaut/noun
4.5263186	454	2	asymmetrische/adj
4.399583	258	1	atypische/adj
3.2613385	807	1	auditorium/noun
-0.1307614	47971	2	avond/noun
1.8357928	3354	1	baard/noun
0.87265855	8792	1	bak/noun
4.1635337	976	3	bakstenen/adj
2.0089874	2803	1	bal_verlies/noun
1.6420844	4077	1	balkon/noun
1.4176412	56065	11	band/noun
4.0801334	354	1	banier/noun
0.1546261	35982	2	basis/noun
3.6820865	2644	5	beat/noun
1.3448658	10958	2	bedien/verb
4.5423226	225	1	bedrijf_naam/noun
3.8709588	440	1	bedwelm/adj
0.99114025	101423	13	beeld/noun
2.4080467	3782	2	beeld_af/verb
4.2105026	313	1	beeld_merk/noun
4.3419085	548	2	beeldhouw/verb
1.7997881	34824	10	been/noun
1.1708363	91319	14	beetje/noun
1.2346587	18380	3	begeleid/verb
2.2311478	13552	6	begeleiding/noun
-0.022742594	280945	13	begin/verb
1.799902	10458	3	beheers/verb
0.3070134	46432	3	behoor/verb
0.33647212	29977	2	behoorlijk/adj
-0.09718802	23336	1	behoud/verb
-0.7055791	128314	3	bekend/adj
0.07379648	9938754	508	ben/verb
2.5300856	6679	4	benadering/noun
3.2873702	781	1	beresterke/adj
0.98639446	23594	3	beroemd/adj
0.824659	18434	2	bescheiden/adj
-0.071916275	45143	2	beschik/verb
-0.059099644	22233	1	beschrijf/verb
0.8087657	9413	1	bespreking/noun
-0.58650386	151384	4	besta/verb
1.25585	17935	3	betekenis/noun
2.9770427	4290	4	beton/noun
3.3152874	765	1	beugel/noun
3.6041608	569	1	bevallig/adj
0.75967765	29453	3	bevat/verb
3.3896194	2127	3	beweeg/adj
2.469781	17781	10	beweeg/verb
3.91137	840	2	beweeg_voort/verb
2.922559	1126	1	beweeglijk/adj
3.3756902	31601	44	beweging/noun
3.9221733	416	1	bezaaid/adj
3.5800822	587	1	bezweer/adj
-0.33711678	1803877	61	bij/prep
0.786484	192484	20	bijna/adv
0.5184762	75089	6	bijzonder/adj
-0.65745014	40639	1	binnen/adv
-1.095424	125900	2	binnen/prep
4.0456305	370	1	bioscoop_bezoeker/noun
0.80948883	9400	1	bitter/adj
1.4469205	14871	3	blank/adj
3.6407301	1647	3	blazer/noun
-0.016877132	516893	24	blijf/verb
-0.79959255	279801	6	blijk/verb
2.2495372	22175	10	blik/noun
2.8619924	3609	3	blink_uit/verb
1.8094428	10331	3	blok/noun
3.3576043	3701	5	blues/noun
5.1257415	248	2	bluesy/noun
3.1142805	12150	13	bocht/noun
2.9002986	1161	1	body/noun
-0.62790567	157857	4	boek/noun
3.409844	697	1	bokaal/noun
5.1900373	233	2	bombastisch/adj
0.7600218	19712	2	bos/noun
0.097331	57585	3	bouw/verb
2.3090649	4181	2	bouw_werk/noun
0.13367353	18407	1	boven/adv
0.96383166	72337	9	boven/prep
0.008077752	145076	7	bovendien/adv
3.5356567	1227	2	bovenuit/prep
3.5268455	1857	3	break/noun
4.2178154	310	1	breakdance/noun
1.9768898	40663	14	breed/adj
-0.14023708	243129	10	breng/verb
1.7425342	14715	4	breng_aan/verb
1.593724	4282	1	breng_bij/verb
3.8754077	871	2	bril_DIM/noun
2.310747	6294	3	briljant/adj
4.2026	1254	4	bruusk/adj
0.7758367	38732	4	buiten/adv
-1.1627257	67390	1	buiten/prep
1.5696139	8738	2	bundel/noun
-0.56418204	37339	1	bus/noun
0.99905723	7748	1	buurman/noun
0.4290141	27462	2	camera/noun
2.1355848	2489	1	cameraman/noun
3.6952503	1108	2	canvas/noun
5.2571707	764	7	carrosserie/noun
