_model	model.x	model.y	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress
hoekig.foc10.nav.weight.bound.min1.soc4.nav.5000	-0.0965969205171364	-0.19870143583871583	bound	887	nav	10_10	1	weight	5000	5000	nav	4_4	277	hoekig	0.2433612963584288
hoekig.foc10.nav.weight.bound.min1.soc4.nav.10000	-0.09599691474947958	-0.1845385220686703	bound	887	nav	10_10	1	weight	10000	10000	nav	4_4	277	hoekig	0.2438268408895749
hoekig.foc10.nav.weight.bound.min1.soc4.nav.FOC	-0.10351889013171203	-0.16972216861185127	bound	887	nav	10_10	1	weight	FOC	887	nav	4_4	277	hoekig	0.23470148394434978
hoekig.foc10.nav.weight.bound.min1.soc10.nav.5000	-0.10859258782368592	-0.22409781379093477	bound	887	nav	10_10	1	weight	5000	5000	nav	10_10	277	hoekig	0.23423982485176523
hoekig.foc10.nav.weight.bound.min1.soc10.nav.10000	-0.10675975739909391	-0.20735908023251165	bound	887	nav	10_10	1	weight	10000	10000	nav	10_10	277	hoekig	0.2415304530296086
hoekig.foc10.nav.weight.bound.min1.soc10.nav.FOC	-0.11927406147942111	-0.19040286776577547	bound	887	nav	10_10	1	weight	FOC	887	nav	10_10	277	hoekig	0.22747517674797943
hoekig.foc10.nav.weight.bound.min1.soc4.all.5000	-0.10158337790730958	-0.20985562453246367	bound	887	nav	10_10	1	weight	5000	5000	all	4_4	277	hoekig	0.2434133811663488
hoekig.foc10.nav.weight.bound.min1.soc4.all.10000	-0.09737107751252885	-0.19194871652018944	bound	887	nav	10_10	1	weight	10000	10000	all	4_4	277	hoekig	0.24460747897398075
hoekig.foc10.nav.weight.bound.min1.soc4.all.FOC	-0.10351889002545903	-0.1697221686125452	bound	887	nav	10_10	1	weight	FOC	887	all	4_4	277	hoekig	0.23470148394434978
hoekig.foc10.nav.weight.bound.min1.soc10.all.5000	-0.11258714030639966	-0.23387536205047552	bound	887	nav	10_10	1	weight	5000	5000	all	10_10	277	hoekig	0.23275258922489872
hoekig.foc10.nav.weight.bound.min1.soc10.all.10000	-0.1127065609301201	-0.216182202778044	bound	887	nav	10_10	1	weight	10000	10000	all	10_10	277	hoekig	0.23512429118766323
hoekig.foc10.nav.weight.bound.min1.soc10.all.FOC	-0.11927406149445562	-0.19040286777868118	bound	887	nav	10_10	1	weight	FOC	887	all	10_10	277	hoekig	0.22747517674797943
hoekig.foc10.nav.selection.bound.min1.soc4.nav.5000	-0.04943062303676634	-0.23174014799756446	bound	887	nav	10_10	1	selection	5000	5000	nav	4_4	277	hoekig	0.24098906202297007
hoekig.foc10.nav.selection.bound.min1.soc4.nav.10000	-0.030153449865342505	-0.22963489555519645	bound	887	nav	10_10	1	selection	10000	10000	nav	4_4	277	hoekig	0.23582912480735513
hoekig.foc10.nav.selection.bound.min1.soc4.nav.FOC	-0.03529051700983656	-0.18434909446608908	bound	887	nav	10_10	1	selection	FOC	887	nav	4_4	277	hoekig	0.2227737154340097
hoekig.foc10.nav.selection.bound.min1.soc10.nav.5000	-0.05290371199673464	-0.24299278599865315	bound	887	nav	10_10	1	selection	5000	5000	nav	10_10	277	hoekig	0.23670279509148548
hoekig.foc10.nav.selection.bound.min1.soc10.nav.10000	-0.02584133419443003	-0.21892527117856672	bound	887	nav	10_10	1	selection	10000	10000	nav	10_10	277	hoekig	0.2353567725325798
hoekig.foc10.nav.selection.bound.min1.soc10.nav.FOC	-0.036714568800013316	-0.19437251030238278	bound	887	nav	10_10	1	selection	FOC	887	nav	10_10	277	hoekig	0.2144961738432018
