_id	_cws.hoekig.foc10.nav.weight.bound	_count.hoekig.foc10.nav.weight.bound	_cws.hoekig.foc10.nav.selection.bound	_count.hoekig.foc10.nav.selection.bound	_cws.hoekig.foc10.nav.no.bound	_count.hoekig.foc10.nav.no.bound	_cws.hoekig.foc10.all.weight.bound	_count.hoekig.foc10.all.weight.bound	_cws.hoekig.foc10.all.selection.bound	_count.hoekig.foc10.all.selection.bound	_cws.hoekig.foc10.all.no.bound	_count.hoekig.foc10.all.no.bound	_cws.hoekig.foc5.nav.weight.bound	_count.hoekig.foc5.nav.weight.bound	_cws.hoekig.foc5.nav.selection.bound	_count.hoekig.foc5.nav.selection.bound	_cws.hoekig.foc5.nav.no.bound	_count.hoekig.foc5.nav.no.bound	_cws.hoekig.foc5.all.weight.bound	_count.hoekig.foc5.all.weight.bound	_cws.hoekig.foc5.all.selection.bound	_count.hoekig.foc5.all.selection.bound	_cws.hoekig.foc5.all.no.bound	_count.hoekig.foc5.all.no.bound
hoekig/adj/volkskrant_20040909_kk_31/354	aanvankelijk/adj;behoor/verb;geluid/noun;groep/noun;klink/verb;modern/adj	6	aanvankelijk/adj;behoor/verb;geluid/noun;groep/noun;klink/verb;modern/adj	6	aanvankelijk/adj;behoor/verb;geluid/noun;groep/noun;klink/verb;modern/adj	6	aanvankelijk/adj;als/prep;behoor/verb;dankzij/prep;geluid/noun;groep/noun;ineens/adv;klink/verb;modern/adj;weer/adv;zijn/det	11	aanvankelijk/adj;als/prep;behoor/verb;dankzij/prep;geluid/noun;groep/noun;ineens/adv;klink/verb;modern/adj;weer/adv;zijn/det	11	aanvankelijk/adj;als/prep;behoor/verb;dankzij/prep;geluid/noun;groep/noun;ineens/adv;klink/verb;modern/adj;weer/adv;zijn/det	11	aanvankelijk/adj;geluid/noun;groep/noun	3	aanvankelijk/adj;geluid/noun;groep/noun	3	aanvankelijk/adj;geluid/noun;groep/noun	3	aanvankelijk/adj;als/prep;dankzij/prep;geluid/noun;groep/noun;zijn/det	6	aanvankelijk/adj;als/prep;dankzij/prep;geluid/noun;groep/noun;zijn/det	6	aanvankelijk/adj;als/prep;dankzij/prep;geluid/noun;groep/noun;zijn/det	6
hoekig/adj/volkskrant_20020718_139/1632	oog/noun;rond/adj;snuit/noun;soort/noun	4	oog/noun;rond/adj;snuit/noun;soort/noun	4	oog/noun;rond/adj;snuit/noun;soort/noun	4	een/det;met/prep;oog/noun;rond/adj;snuit/noun;soort/noun;wat/adv	7	een/det;met/prep;oog/noun;rond/adj;snuit/noun;soort/noun;wat/adv	7	een/det;met/prep;oog/noun;rond/adj;snuit/noun;soort/noun;wat/adv	7	oog/noun;rond/adj;snuit/noun	3	oog/noun;rond/adj;snuit/noun	3	oog/noun;rond/adj;snuit/noun	3	een/det;oog/noun;rond/adj;snuit/noun;wat/adv	5	een/det;oog/noun;rond/adj;snuit/noun;wat/adv	5	een/det;oog/noun;rond/adj;snuit/noun;wat/adv	5
hoekig/adj/volkskrant_20020506_44/40	bokaal/noun;het/adj;vaas/noun;weg/noun;zwaar/adj	5	bokaal/noun;het/adj;vaas/noun;weg/noun;zwaar/adj	5	bokaal/noun;het/adj;vaas/noun;weg/noun;zwaar/adj	5	bokaal/noun;een/det;het/adj;vaas/noun;weg/noun;wel/adv;zwaar/adj	7	bokaal/noun;een/det;het/adj;vaas/noun;weg/noun;wel/adv;zwaar/adj	7	bokaal/noun;een/det;het/adj;vaas/noun;weg/noun;wel/adv;zwaar/adj	7	het/adj;vaas/noun;weg/noun	3	het/adj;vaas/noun;weg/noun	3	het/adj;vaas/noun;weg/noun	3	het/adj;vaas/noun;weg/noun;wel/adv	4	het/adj;vaas/noun;weg/noun;wel/adv	4	het/adj;vaas/noun;weg/noun;wel/adv	4
hoekig/adj/volkskrant_20040618_105/254	1991/noun;groep/noun;hoor/verb;nummer/noun	4	1991/noun;groep/noun;hoor/verb;nummer/noun	4	1991/noun;groep/noun;hoor/verb;nummer/noun	4	1991/noun;als/prep;die/pron;een/det;groep/noun;hoor/verb;nummer/noun	7	1991/noun;als/prep;die/pron;een/det;groep/noun;hoor/verb;nummer/noun	7	1991/noun;als/prep;die/pron;een/det;groep/noun;hoor/verb;nummer/noun	7	hoor/verb;nummer/noun	2	hoor/verb;nummer/noun	2	hoor/verb;nummer/noun	2	als/prep;een/det;hoor/verb;nummer/noun	4	als/prep;een/det;hoor/verb;nummer/noun	4	als/prep;een/det;hoor/verb;nummer/noun	4
hoekig/adj/volkskrant_20011115_111/89	Japans/adj;digitaal/adj;effect/noun;stijl/noun	4	Japans/adj;digitaal/adj;effect/noun;stijl/noun	4	Japans/adj;digitaal/adj;effect/noun;stijl/noun	4	Japans/adj;digitaal/adj;effect/noun;stijl/noun;één/pron	5	Japans/adj;digitaal/adj;effect/noun;stijl/noun;één/pron	5	Japans/adj;digitaal/adj;effect/noun;stijl/noun;één/pron	5	Japans/adj;stijl/noun	2	Japans/adj;stijl/noun	2	Japans/adj;stijl/noun	2	Japans/adj;stijl/noun	2	Japans/adj;stijl/noun	2	Japans/adj;stijl/noun	2
hoekig/adj/volkskrant_20000106_51/1428	ben/verb;duister/noun	2	ben/verb;duister/noun	2	ben/verb;duister/noun	2	ben/verb;duister/noun	2	ben/verb;duister/noun	2	ben/verb;duister/noun	2	ben/verb;duister/noun	2	ben/verb;duister/noun	2	ben/verb;duister/noun	2	ben/verb;duister/noun	2	ben/verb;duister/noun	2	ben/verb;duister/noun	2
hoekig/adj/volkskrant_20011208_194/349	doorzichtig/adj;hoog/adj;poot/noun;slurf/noun	4	doorzichtig/adj;hoog/adj;poot/noun;slurf/noun	4	doorzichtig/adj;hoog/adj;poot/noun;slurf/noun	4	die/pron;doorzichtig/adj;een/det;hoog/adj;poot/noun;slurf/noun	6	die/pron;doorzichtig/adj;een/det;hoog/adj;poot/noun;slurf/noun	6	die/pron;doorzichtig/adj;een/det;hoog/adj;poot/noun;slurf/noun	6	doorzichtig/adj;slurf/noun	2	doorzichtig/adj;slurf/noun	2	doorzichtig/adj;slurf/noun	2	die/pron;doorzichtig/adj;een/det;slurf/noun	4	die/pron;doorzichtig/adj;een/det;slurf/noun	4	die/pron;doorzichtig/adj;een/det;slurf/noun	4
hoekig/adj/volkskrant_20041014_kk_43/125	band/noun;hartstochtelijk/adj;kelder/noun;la/noun;speel/verb;sta/verb	6	band/noun;hartstochtelijk/adj;kelder/noun;la/noun;speel/verb;sta/verb	6	band/noun;hartstochtelijk/adj;kelder/noun;la/noun;speel/verb;sta/verb	6	band/noun;hartstochtelijk/adj;kelder/noun;la/noun;speel/verb;sta/verb	6	band/noun;hartstochtelijk/adj;kelder/noun;la/noun;speel/verb;sta/verb	6	band/noun;hartstochtelijk/adj;kelder/noun;la/noun;speel/verb;sta/verb	6	band/noun;hartstochtelijk/adj;la/noun	3	band/noun;hartstochtelijk/adj;la/noun	3	band/noun;hartstochtelijk/adj;la/noun	3	band/noun;hartstochtelijk/adj;la/noun	3	band/noun;hartstochtelijk/adj;la/noun	3	band/noun;hartstochtelijk/adj;la/noun	3
hoekig/adj/volkskrant_20010530_84/356	blink_uit/verb;blues/noun;eigenwijs/adj;groep/noun;rock/adj;vet/adj	6	blink_uit/verb;blues/noun;eigenwijs/adj;groep/noun;rock/adj;vet/adj	6	blink_uit/verb;blues/noun;eigenwijs/adj;groep/noun;rock/adj;vet/adj	6	blink_uit/verb;blues/noun;eigenwijs/adj;groep/noun;met/prep;rock/adj;uit/part;vet/adj	8	blink_uit/verb;blues/noun;eigenwijs/adj;groep/noun;met/prep;rock/adj;uit/part;vet/adj	8	blink_uit/verb;blues/noun;eigenwijs/adj;groep/noun;met/prep;rock/adj;uit/part;vet/adj	8	eigenwijs/adj	1	eigenwijs/adj	1	eigenwijs/adj	1	eigenwijs/adj;met/prep;uit/part	3	eigenwijs/adj;met/prep;uit/part	3	eigenwijs/adj;met/prep;uit/part	3
hoekig/adj/volkskrant_20020126_59/447	accent/noun;eb_weg/verb;juist/adj;koket/adj;lyriek/noun;romantiek/noun;tegelijk/adj;zestal/noun	8	accent/noun;eb_weg/verb;juist/adj;koket/adj;lyriek/noun;romantiek/noun;tegelijk/adj;zestal/noun	8	accent/noun;eb_weg/verb;juist/adj;koket/adj;lyriek/noun;romantiek/noun;tegelijk/adj;zestal/noun	8	accent/noun;eb_weg/verb;juist/adj;koket/adj;lyriek/noun;romantiek/noun;tegelijk/adj;zestal/noun	8	accent/noun;eb_weg/verb;juist/adj;koket/adj;lyriek/noun;romantiek/noun;tegelijk/adj;zestal/noun	8	accent/noun;eb_weg/verb;juist/adj;koket/adj;lyriek/noun;romantiek/noun;tegelijk/adj;zestal/noun	8	accent/noun;koket/adj;lyriek/noun;tegelijk/adj	4	accent/noun;koket/adj;lyriek/noun;tegelijk/adj	4	accent/noun;koket/adj;lyriek/noun;tegelijk/adj	4	accent/noun;koket/adj;lyriek/noun;tegelijk/adj	4	accent/noun;koket/adj;lyriek/noun;tegelijk/adj	4	accent/noun;koket/adj;lyriek/noun;tegelijk/adj	4
hoekig/adj/volkskrant_20000812_186/2350	bedrijf_naam/noun;bescheiden/adj;gebouw/noun;goudkleurig/adj;leid/verb;letter/noun;sta/verb;weg_net/noun	8	bedrijf_naam/noun;bescheiden/adj;gebouw/noun;goudkleurig/adj;leid/verb;letter/noun;sta/verb;weg_net/noun	8	bedrijf_naam/noun;bescheiden/adj;gebouw/noun;goudkleurig/adj;leid/verb;letter/noun;sta/verb;weg_net/noun	8	bedrijf_naam/noun;bescheiden/adj;een/det;gebouw/noun;goudkleurig/adj;leid/verb;letter/noun;sta/verb;weg_net/noun	9	bedrijf_naam/noun;bescheiden/adj;een/det;gebouw/noun;goudkleurig/adj;leid/verb;letter/noun;sta/verb;weg_net/noun	9	bedrijf_naam/noun;bescheiden/adj;een/det;gebouw/noun;goudkleurig/adj;leid/verb;letter/noun;sta/verb;weg_net/noun	9	bedrijf_naam/noun;gebouw/noun;leid/verb;sta/verb;weg_net/noun	5	bedrijf_naam/noun;gebouw/noun;leid/verb;sta/verb;weg_net/noun	5	bedrijf_naam/noun;gebouw/noun;leid/verb;sta/verb;weg_net/noun	5	bedrijf_naam/noun;een/det;gebouw/noun;leid/verb;sta/verb;weg_net/noun	6	bedrijf_naam/noun;een/det;gebouw/noun;leid/verb;sta/verb;weg_net/noun	6	bedrijf_naam/noun;een/det;gebouw/noun;leid/verb;sta/verb;weg_net/noun	6
hoekig/adj/volkskrant_19990219_100/2104	computer_spel/noun;het/adj;huidig/adj;langzaam/adj;loop/verb;oud/adj;vorm/noun;weg/noun	8	computer_spel/noun;het/adj;huidig/adj;langzaam/adj;loop/verb;oud/adj;vorm/noun;weg/noun	8	computer_spel/noun;het/adj;huidig/adj;langzaam/adj;loop/verb;oud/adj;vorm/noun;weg/noun	8	computer_spel/noun;door/prep;een/det;het/adj;huidig/adj;langzaam/adj;loop/verb;oud/adj;vorm/noun;weg/noun;zijn/det	11	computer_spel/noun;door/prep;een/det;het/adj;huidig/adj;langzaam/adj;loop/verb;oud/adj;vorm/noun;weg/noun;zijn/det	11	computer_spel/noun;door/prep;een/det;het/adj;huidig/adj;langzaam/adj;loop/verb;oud/adj;vorm/noun;weg/noun;zijn/det	11	het/adj;vorm/noun;weg/noun	3	het/adj;vorm/noun;weg/noun	3	het/adj;vorm/noun;weg/noun	3	door/prep;het/adj;vorm/noun;weg/noun;zijn/det	5	door/prep;het/adj;vorm/noun;weg/noun;zijn/det	5	door/prep;het/adj;vorm/noun;weg/noun;zijn/det	5
hoekig/adj/volkskrant_20020916_60/1260		0		0		0		0		0		0		0		0		0		0		0		0
hoekig/adj/volkskrant_20000508_65/313	ben/verb;monumentaal/adj;mooi/adj;muziek/noun	4	ben/verb;monumentaal/adj;mooi/adj;muziek/noun	4	ben/verb;monumentaal/adj;mooi/adj;muziek/noun	4	ben/verb;monumentaal/adj;mooi/adj;muziek/noun;net/adv;wel/adv;zo/adv	7	ben/verb;monumentaal/adj;mooi/adj;muziek/noun;net/adv;wel/adv;zo/adv	7	ben/verb;monumentaal/adj;mooi/adj;muziek/noun;net/adv;wel/adv;zo/adv	7	ben/verb;monumentaal/adj	2	ben/verb;monumentaal/adj	2	ben/verb;monumentaal/adj	2	ben/verb;monumentaal/adj;net/adv;wel/adv;zo/adv	5	ben/verb;monumentaal/adj;net/adv;wel/adv;zo/adv	5	ben/verb;monumentaal/adj;net/adv;wel/adv;zo/adv	5
hoekig/adj/volkskrant_20011005_131/1291	gebaar/verb;grof/adj;stam_vader/noun;stem/noun;vrouw/noun	5	gebaar/verb;grof/adj;stam_vader/noun;stem/noun;vrouw/noun	5	gebaar/verb;grof/adj;stam_vader/noun;stem/noun;vrouw/noun	5	gebaar/verb;grof/adj;met/prep;stam_vader/noun;stem/noun;vrouw/noun	6	gebaar/verb;grof/adj;met/prep;stam_vader/noun;stem/noun;vrouw/noun	6	gebaar/verb;grof/adj;met/prep;stam_vader/noun;stem/noun;vrouw/noun	6	gebaar/verb;grof/adj;stem/noun;vrouw/noun	4	gebaar/verb;grof/adj;stem/noun;vrouw/noun	4	gebaar/verb;grof/adj;stem/noun;vrouw/noun	4	gebaar/verb;grof/adj;met/prep;stem/noun;vrouw/noun	5	gebaar/verb;grof/adj;met/prep;stem/noun;vrouw/noun	5	gebaar/verb;grof/adj;met/prep;stem/noun;vrouw/noun	5
hoekig/adj/volkskrant_20010322_3/185	combinatie/noun;muziek/noun;trombone/noun;vreemd/adj	4	combinatie/noun;muziek/noun;trombone/noun;vreemd/adj	4	combinatie/noun;muziek/noun;trombone/noun;vreemd/adj	4	combinatie/noun;muziek/noun;trombone/noun;vreemd/adj	4	combinatie/noun;muziek/noun;trombone/noun;vreemd/adj	4	combinatie/noun;muziek/noun;trombone/noun;vreemd/adj	4	combinatie/noun;muziek/noun;vreemd/adj	3	combinatie/noun;muziek/noun;vreemd/adj	3	combinatie/noun;muziek/noun;vreemd/adj	3	combinatie/noun;muziek/noun;vreemd/adj	3	combinatie/noun;muziek/noun;vreemd/adj	3	combinatie/noun;muziek/noun;vreemd/adj	3
hoekig/adj/volkskrant_20031106_118/377	ingetogen/adj;spel/noun;vlecht/verb;zorgvuldig/adj	4	ingetogen/adj;spel/noun;vlecht/verb;zorgvuldig/adj	4	ingetogen/adj;spel/noun;vlecht/verb;zorgvuldig/adj	4	elkaar/pron;ingetogen/adj;spel/noun;vlecht/verb;zorgvuldig/adj	5	elkaar/pron;ingetogen/adj;spel/noun;vlecht/verb;zorgvuldig/adj	5	elkaar/pron;ingetogen/adj;spel/noun;vlecht/verb;zorgvuldig/adj	5	ingetogen/adj;spel/noun;zorgvuldig/adj	3	ingetogen/adj;spel/noun;zorgvuldig/adj	3	ingetogen/adj;spel/noun;zorgvuldig/adj	3	elkaar/pron;ingetogen/adj;spel/noun;zorgvuldig/adj	4	elkaar/pron;ingetogen/adj;spel/noun;zorgvuldig/adj	4	elkaar/pron;ingetogen/adj;spel/noun;zorgvuldig/adj	4
hoekig/adj/volkskrant_20020624_34/310	acrobatische/adj;ben/verb;golf/adj;tegelijk/adj	4	acrobatische/adj;ben/verb;golf/adj;tegelijk/adj	4	acrobatische/adj;ben/verb;golf/adj;tegelijk/adj	4	acrobatische/adj;ben/verb;een/det;golf/adj;met/prep;soms/adv;tegelijk/adj	7	acrobatische/adj;ben/verb;een/det;golf/adj;met/prep;soms/adv;tegelijk/adj	7	acrobatische/adj;ben/verb;een/det;golf/adj;met/prep;soms/adv;tegelijk/adj	7	ben/verb;golf/adj;tegelijk/adj	3	ben/verb;golf/adj;tegelijk/adj	3	ben/verb;golf/adj;tegelijk/adj	3	ben/verb;golf/adj;met/prep;tegelijk/adj	4	ben/verb;golf/adj;met/prep;tegelijk/adj	4	ben/verb;golf/adj;met/prep;tegelijk/adj	4
hoekig/adj/volkskrant_20000817_75/1121	danser/noun;incorporeer/verb;motoriek/noun	3	danser/noun;incorporeer/verb;motoriek/noun	3	danser/noun;incorporeer/verb;motoriek/noun	3	danser/noun;incorporeer/verb;motoriek/noun	3	danser/noun;incorporeer/verb;motoriek/noun	3	danser/noun;incorporeer/verb;motoriek/noun	3	danser/noun;incorporeer/verb;motoriek/noun	3	danser/noun;incorporeer/verb;motoriek/noun	3	danser/noun;incorporeer/verb;motoriek/noun	3	danser/noun;incorporeer/verb;motoriek/noun	3	danser/noun;incorporeer/verb;motoriek/noun	3	danser/noun;incorporeer/verb;motoriek/noun	3
hoekig/adj/volkskrant_20020411_70/380	draai/verb;luid/adj;maan/verb;schud/verb;stamp/verb;wild/adj	6	draai/verb;luid/adj;maan/verb;schud/verb;stamp/verb;wild/adj	6	draai/verb;luid/adj;maan/verb;schud/verb;stamp/verb;wild/adj	6	draai/verb;luid/adj;maan/verb;schud/verb;stamp/verb;wild/adj;zijn/det	7	draai/verb;luid/adj;maan/verb;schud/verb;stamp/verb;wild/adj;zijn/det	7	draai/verb;luid/adj;maan/verb;schud/verb;stamp/verb;wild/adj;zijn/det	7	draai/verb;luid/adj;schud/verb;stamp/verb	4	draai/verb;luid/adj;schud/verb;stamp/verb	4	draai/verb;luid/adj;schud/verb;stamp/verb	4	draai/verb;luid/adj;schud/verb;stamp/verb	4	draai/verb;luid/adj;schud/verb;stamp/verb	4	draai/verb;luid/adj;schud/verb;stamp/verb	4
hoekig/adj/volkskrant_19990528_103/932	dwars/adj;graag/adj;lezing/noun;scherp/noun;zet/verb	5	dwars/adj;graag/adj;lezing/noun;scherp/noun;zet/verb	5	dwars/adj;graag/adj;lezing/noun;scherp/noun;zet/verb	5	dwars/adj;graag/adj;heel/adv;hij/pron;lezing/noun;met/prep;scherp/noun;zet/verb	8	dwars/adj;graag/adj;heel/adv;hij/pron;lezing/noun;met/prep;scherp/noun;zet/verb	8	dwars/adj;graag/adj;heel/adv;hij/pron;lezing/noun;met/prep;scherp/noun;zet/verb	8	dwars/adj;lezing/noun;scherp/noun	3	dwars/adj;lezing/noun;scherp/noun	3	dwars/adj;lezing/noun;scherp/noun	3	dwars/adj;heel/adv;lezing/noun;met/prep;scherp/noun	5	dwars/adj;heel/adv;lezing/noun;met/prep;scherp/noun	5	dwars/adj;heel/adv;lezing/noun;met/prep;scherp/noun	5
hoekig/adj/volkskrant_20000125_86/229	comfortabel/adj;ga_over/verb;melodie/noun;swing/noun;vaak/adj;zoet/adj	6	comfortabel/adj;ga_over/verb;melodie/noun;swing/noun;vaak/adj;zoet/adj	6	comfortabel/adj;ga_over/verb;melodie/noun;swing/noun;vaak/adj;zoet/adj	6	comfortabel/adj;een/det;ga_over/verb;hij/pron;iets/adv;melodie/noun;met/prep;swing/noun;te/adv;vaak/adj;zoet/adj	11	comfortabel/adj;een/det;ga_over/verb;hij/pron;iets/adv;melodie/noun;met/prep;swing/noun;te/adv;vaak/adj;zoet/adj	11	comfortabel/adj;een/det;ga_over/verb;hij/pron;iets/adv;melodie/noun;met/prep;swing/noun;te/adv;vaak/adj;zoet/adj	11	ga_over/verb;melodie/noun;vaak/adj;zoet/adj	4	ga_over/verb;melodie/noun;vaak/adj;zoet/adj	4	ga_over/verb;melodie/noun;vaak/adj;zoet/adj	4	ga_over/verb;hij/pron;iets/adv;melodie/noun;te/adv;vaak/adj;zoet/adj	7	ga_over/verb;hij/pron;iets/adv;melodie/noun;te/adv;vaak/adj;zoet/adj	7	ga_over/verb;hij/pron;iets/adv;melodie/noun;te/adv;vaak/adj;zoet/adj	7
hoekig/adj/volkskrant_20001229_92/538	krachtig/adj;oeuvre/noun;omring/adj;one-liners/noun;schrijf/verb;verhevig/verb;wemel/verb;zin/noun	8	krachtig/adj;oeuvre/noun;omring/adj;one-liners/noun;schrijf/verb;verhevig/verb;wemel/verb;zin/noun	8	krachtig/adj;oeuvre/noun;omring/adj;one-liners/noun;schrijf/verb;verhevig/verb;wemel/verb;zin/noun	8	die/pron;door/prep;krachtig/adj;oeuvre/noun;omring/adj;one-liners/noun;schrijf/verb;soms/adv;verhevig/verb;wemel/verb;zijn/det;zin/noun	12	die/pron;door/prep;krachtig/adj;oeuvre/noun;omring/adj;one-liners/noun;schrijf/verb;soms/adv;verhevig/verb;wemel/verb;zijn/det;zin/noun	12	die/pron;door/prep;krachtig/adj;oeuvre/noun;omring/adj;one-liners/noun;schrijf/verb;soms/adv;verhevig/verb;wemel/verb;zijn/det;zin/noun	12	oeuvre/noun;one-liners/noun;wemel/verb	3	oeuvre/noun;one-liners/noun;wemel/verb	3	oeuvre/noun;one-liners/noun;wemel/verb	3	die/pron;oeuvre/noun;one-liners/noun;soms/adv;wemel/verb;zijn/det	6	die/pron;oeuvre/noun;one-liners/noun;soms/adv;wemel/verb;zijn/det	6	die/pron;oeuvre/noun;one-liners/noun;soms/adv;wemel/verb;zijn/det	6
hoekig/adj/volkskrant_20020601_291/6	alles/noun;ben/verb;debat/noun	3	alles/noun;ben/verb;debat/noun	3	alles/noun;ben/verb;debat/noun	3	alles/noun;ben/verb;debat/noun;hij/pron;wat/adv	5	alles/noun;ben/verb;debat/noun;hij/pron;wat/adv	5	alles/noun;ben/verb;debat/noun;hij/pron;wat/adv	5	ben/verb;debat/noun	2	ben/verb;debat/noun	2	ben/verb;debat/noun	2	ben/verb;debat/noun;wat/adv	3	ben/verb;debat/noun;wat/adv	3	ben/verb;debat/noun;wat/adv	3
hoekig/adj/volkskrant_20010816_146/606	bevat/verb	1	bevat/verb	1	bevat/verb	1	bevat/verb;een/det;ietwat/adv;met/prep	4	bevat/verb;een/det;ietwat/adv;met/prep	4	bevat/verb;een/det;ietwat/adv;met/prep	4	bevat/verb	1	bevat/verb	1	bevat/verb	1	bevat/verb;een/det;ietwat/adv;met/prep	4	bevat/verb;een/det;ietwat/adv;met/prep	4	bevat/verb;een/det;ietwat/adv;met/prep	4
hoekig/adj/volkskrant_19990518_124/589	bioscoop_bezoeker/noun;groot/adj;hoe/adj;uitdaging/noun	4	bioscoop_bezoeker/noun;groot/adj;hoe/adj;uitdaging/noun	4	bioscoop_bezoeker/noun;groot/adj;hoe/adj;uitdaging/noun	4	bioscoop_bezoeker/noun;groot/adj;hoe/adj;uitdaging/noun	4	bioscoop_bezoeker/noun;groot/adj;hoe/adj;uitdaging/noun	4	bioscoop_bezoeker/noun;groot/adj;hoe/adj;uitdaging/noun	4	groot/adj;hoe/adj	2	groot/adj;hoe/adj	2	groot/adj;hoe/adj	2	groot/adj;hoe/adj	2	groot/adj;hoe/adj	2	groot/adj;hoe/adj	2
hoekig/adj/volkskrant_20000626_134/232	beetje/noun;geluid/noun;hoor/verb;pakket_DIM/noun;rammel/adj;schud/verb	6	beetje/noun;geluid/noun;hoor/verb;pakket_DIM/noun;rammel/adj;schud/verb	6	beetje/noun;geluid/noun;hoor/verb;pakket_DIM/noun;rammel/adj;schud/verb	6	beetje/noun;bovendien/adv;een/det;geluid/noun;hoor/verb;pakket_DIM/noun;rammel/adj;schud/verb	8	beetje/noun;bovendien/adv;een/det;geluid/noun;hoor/verb;pakket_DIM/noun;rammel/adj;schud/verb	8	beetje/noun;bovendien/adv;een/det;geluid/noun;hoor/verb;pakket_DIM/noun;rammel/adj;schud/verb	8	geluid/noun;hoor/verb;rammel/adj	3	geluid/noun;hoor/verb;rammel/adj	3	geluid/noun;hoor/verb;rammel/adj	3	bovendien/adv;een/det;geluid/noun;hoor/verb;rammel/adj	5	bovendien/adv;een/det;geluid/noun;hoor/verb;rammel/adj	5	bovendien/adv;een/det;geluid/noun;hoor/verb;rammel/adj	5
hoekig/adj/volkskrant_20010823_121/182	lever_op/verb;ritmisch/adj;stok/verb	3	lever_op/verb;ritmisch/adj;stok/verb	3	lever_op/verb;ritmisch/adj;stok/verb	3	bijna/adv;die/pron;een/det;eens/adv;lever_op/verb;nogal/adv;ritmisch/adj;stok/verb	8	bijna/adv;die/pron;een/det;eens/adv;lever_op/verb;nogal/adv;ritmisch/adj;stok/verb	8	bijna/adv;die/pron;een/det;eens/adv;lever_op/verb;nogal/adv;ritmisch/adj;stok/verb	8	lever_op/verb;ritmisch/adj	2	lever_op/verb;ritmisch/adj	2	lever_op/verb;ritmisch/adj	2	die/pron;een/det;lever_op/verb;ritmisch/adj	4	die/pron;een/det;lever_op/verb;ritmisch/adj	4	die/pron;een/det;lever_op/verb;ritmisch/adj	4
hoekig/adj/volkskrant_19990306_180/411	ben/verb;fel/adj;flamboyant/adj;geslepen/adj;klauw/noun;snavel/noun;vleugel/noun	7	ben/verb;fel/adj;flamboyant/adj;geslepen/adj;klauw/noun;snavel/noun;vleugel/noun	7	ben/verb;fel/adj;flamboyant/adj;geslepen/adj;klauw/noun;snavel/noun;vleugel/noun	7	ben/verb;fel/adj;flamboyant/adj;geslepen/adj;klauw/noun;snavel/noun;vleugel/noun;zijn/det	8	ben/verb;fel/adj;flamboyant/adj;geslepen/adj;klauw/noun;snavel/noun;vleugel/noun;zijn/det	8	ben/verb;fel/adj;flamboyant/adj;geslepen/adj;klauw/noun;snavel/noun;vleugel/noun;zijn/det	8	ben/verb;fel/adj;flamboyant/adj;snavel/noun;vleugel/noun	5	ben/verb;fel/adj;flamboyant/adj;snavel/noun;vleugel/noun	5	ben/verb;fel/adj;flamboyant/adj;snavel/noun;vleugel/noun	5	ben/verb;fel/adj;flamboyant/adj;snavel/noun;vleugel/noun;zijn/det	6	ben/verb;fel/adj;flamboyant/adj;snavel/noun;vleugel/noun;zijn/det	6	ben/verb;fel/adj;flamboyant/adj;snavel/noun;vleugel/noun;zijn/det	6
hoekig/adj/volkskrant_20040513f_extra_82/223	begeleiding/noun;gemak/noun;hoorbaar/adj;neig/adj;stem/noun	5	begeleiding/noun;gemak/noun;hoorbaar/adj;neig/adj;stem/noun	5	begeleiding/noun;gemak/noun;hoorbaar/adj;neig/adj;stem/noun	5	begeleiding/noun;gemak/noun;haar/det;hoorbaar/adj;neig/adj;stem/noun	6	begeleiding/noun;gemak/noun;haar/det;hoorbaar/adj;neig/adj;stem/noun	6	begeleiding/noun;gemak/noun;haar/det;hoorbaar/adj;neig/adj;stem/noun	6	begeleiding/noun;gemak/noun;neig/adj	3	begeleiding/noun;gemak/noun;neig/adj	3	begeleiding/noun;gemak/noun;neig/adj	3	begeleiding/noun;gemak/noun;haar/det;neig/adj	4	begeleiding/noun;gemak/noun;haar/det;neig/adj	4	begeleiding/noun;gemak/noun;haar/det;neig/adj	4
