_id	_cws.hoekig.foc10.nav.weight.bound	_count.hoekig.foc10.nav.weight.bound	_cws.hoekig.foc10.nav.selection.bound	_count.hoekig.foc10.nav.selection.bound	_cws.hoekig.foc10.nav.no.bound	_count.hoekig.foc10.nav.no.bound	_cws.hoekig.foc10.all.weight.bound	_count.hoekig.foc10.all.weight.bound	_cws.hoekig.foc10.all.selection.bound	_count.hoekig.foc10.all.selection.bound	_cws.hoekig.foc10.all.no.bound	_count.hoekig.foc10.all.no.bound	_cws.hoekig.foc5.nav.weight.bound	_count.hoekig.foc5.nav.weight.bound	_cws.hoekig.foc5.nav.selection.bound	_count.hoekig.foc5.nav.selection.bound	_cws.hoekig.foc5.nav.no.bound	_count.hoekig.foc5.nav.no.bound	_cws.hoekig.foc5.all.weight.bound	_count.hoekig.foc5.all.weight.bound	_cws.hoekig.foc5.all.selection.bound	_count.hoekig.foc5.all.selection.bound	_cws.hoekig.foc5.all.no.bound	_count.hoekig.foc5.all.no.bound
hoekig/adj/de_morgen_20000226_01_124/2868	donker/adj;gelaat_trek/noun;jongen/noun	3	donker/adj;gelaat_trek/noun;jongen/noun	3	donker/adj;gelaat_trek/noun;jongen/noun	3	amper/adv;donker/adj;een/det;gelaat_trek/noun;jongen/noun;met/prep;uit/prep	7	amper/adv;donker/adj;een/det;gelaat_trek/noun;jongen/noun;met/prep;uit/prep	7	amper/adv;donker/adj;een/det;gelaat_trek/noun;jongen/noun;met/prep;uit/prep	7	gelaat_trek/noun;jongen/noun	2	gelaat_trek/noun;jongen/noun	2	gelaat_trek/noun;jongen/noun	2	een/det;gelaat_trek/noun;jongen/noun;met/prep;uit/prep	5	een/det;gelaat_trek/noun;jongen/noun;met/prep;uit/prep	5	een/det;gelaat_trek/noun;jongen/noun;met/prep;uit/prep	5
hoekig/adj/de_morgen_19991204_01_104/564		0		0		0		0		0		0		0		0		0		0		0		0
hoekig/adj/de_morgen_20020522_01_104/670	ben/verb;computergestuurd/adj;lijk/verb;maak/verb;zo/adj	5	ben/verb;computergestuurd/adj;lijk/verb;maak/verb;zo/adj	5	ben/verb;computergestuurd/adj;lijk/verb;maak/verb;zo/adj	5	ben/verb;computergestuurd/adj;die/pron;lijk/verb;maak/verb;soms/adv;ze/pron;zo/adj	8	ben/verb;computergestuurd/adj;die/pron;lijk/verb;maak/verb;soms/adv;ze/pron;zo/adj	8	ben/verb;computergestuurd/adj;die/pron;lijk/verb;maak/verb;soms/adv;ze/pron;zo/adj	8	ben/verb;computergestuurd/adj;lijk/verb;maak/verb;zo/adj	5	ben/verb;computergestuurd/adj;lijk/verb;maak/verb;zo/adj	5	ben/verb;computergestuurd/adj;lijk/verb;maak/verb;zo/adj	5	ben/verb;computergestuurd/adj;lijk/verb;maak/verb;soms/adv;ze/pron;zo/adj	7	ben/verb;computergestuurd/adj;lijk/verb;maak/verb;soms/adv;ze/pron;zo/adj	7	ben/verb;computergestuurd/adj;lijk/verb;maak/verb;soms/adv;ze/pron;zo/adj	7
hoekig/adj/de_morgen_20011214_01_94/94	heftigheid/noun;maak/verb;onuitputtelijk/adj;tematisch/adj;traditioneel/adj;vindingrijkheid/noun	6	heftigheid/noun;maak/verb;onuitputtelijk/adj;tematisch/adj;traditioneel/adj;vindingrijkheid/noun	6	heftigheid/noun;maak/verb;onuitputtelijk/adj;tematisch/adj;traditioneel/adj;vindingrijkheid/noun	6	heftigheid/noun;maak/verb;onuitputtelijk/adj;tematisch/adj;traditioneel/adj;vindingrijkheid/noun	6	heftigheid/noun;maak/verb;onuitputtelijk/adj;tematisch/adj;traditioneel/adj;vindingrijkheid/noun	6	heftigheid/noun;maak/verb;onuitputtelijk/adj;tematisch/adj;traditioneel/adj;vindingrijkheid/noun	6	heftigheid/noun;maak/verb;traditioneel/adj	3	heftigheid/noun;maak/verb;traditioneel/adj	3	heftigheid/noun;maak/verb;traditioneel/adj	3	heftigheid/noun;maak/verb;traditioneel/adj	3	heftigheid/noun;maak/verb;traditioneel/adj	3	heftigheid/noun;maak/verb;traditioneel/adj	3
hoekig/adj/de_morgen_20010723_01_97/1572	bluesy/noun;gin/noun;klink/verb;minder/adj	4	bluesy/noun;gin/noun;klink/verb;minder/adj	4	bluesy/noun;gin/noun;klink/verb;minder/adj	4	bluesy/noun;dat/pron;gin/noun;klink/verb;minder/adj	5	bluesy/noun;dat/pron;gin/noun;klink/verb;minder/adj	5	bluesy/noun;dat/pron;gin/noun;klink/verb;minder/adj	5	bluesy/noun;gin/noun;klink/verb;minder/adj	4	bluesy/noun;gin/noun;klink/verb;minder/adj	4	bluesy/noun;gin/noun;klink/verb;minder/adj	4	bluesy/noun;dat/pron;gin/noun;klink/verb;minder/adj	5	bluesy/noun;dat/pron;gin/noun;klink/verb;minder/adj	5	bluesy/noun;dat/pron;gin/noun;klink/verb;minder/adj	5
hoekig/adj/de_morgen_20030724_01_43/378	aloud/adj;blik/noun;song/noun	3	aloud/adj;blik/noun;song/noun	3	aloud/adj;blik/noun;song/noun	3	aloud/adj;blik/noun;een/det;song/noun	4	aloud/adj;blik/noun;een/det;song/noun	4	aloud/adj;blik/noun;een/det;song/noun	4	aloud/adj;blik/noun;song/noun	3	aloud/adj;blik/noun;song/noun	3	aloud/adj;blik/noun;song/noun	3	aloud/adj;blik/noun;song/noun	3	aloud/adj;blik/noun;song/noun	3	aloud/adj;blik/noun;song/noun	3
hoekig/adj/de_morgen_20041231_01_179/803	ga_over/verb;jeugd_jaar/noun;knullig/adj;stijl/noun	4	ga_over/verb;jeugd_jaar/noun;knullig/adj;stijl/noun	4	ga_over/verb;jeugd_jaar/noun;knullig/adj;stijl/noun	4	een/det;eerst/adv;ga_over/verb;jeugd_jaar/noun;knullig/adj;over/part;stijl/noun;uit/prep;wat/adv;zijn/det	10	een/det;eerst/adv;ga_over/verb;jeugd_jaar/noun;knullig/adj;over/part;stijl/noun;uit/prep;wat/adv;zijn/det	10	een/det;eerst/adv;ga_over/verb;jeugd_jaar/noun;knullig/adj;over/part;stijl/noun;uit/prep;wat/adv;zijn/det	10	ga_over/verb;jeugd_jaar/noun;stijl/noun	3	ga_over/verb;jeugd_jaar/noun;stijl/noun	3	ga_over/verb;jeugd_jaar/noun;stijl/noun	3	ga_over/verb;jeugd_jaar/noun;stijl/noun;uit/prep;wat/adv;zijn/det	6	ga_over/verb;jeugd_jaar/noun;stijl/noun;uit/prep;wat/adv;zijn/det	6	ga_over/verb;jeugd_jaar/noun;stijl/noun;uit/prep;wat/adv;zijn/det	6
hoekig/adj/de_morgen_20030104_01_100/455	beweeg/adj;danser/noun;geconcentreerd/adj;geoefend/adj;sierlijk/adj;stug/adj;zie/verb;zit/verb	8	beweeg/adj;danser/noun;geconcentreerd/adj;geoefend/adj;sierlijk/adj;stug/adj;zie/verb;zit/verb	8	beweeg/adj;danser/noun;geconcentreerd/adj;geoefend/adj;sierlijk/adj;stug/adj;zie/verb;zit/verb	8	beweeg/adj;danser/noun;elkaar/pron;geconcentreerd/adj;geoefend/adj;naast/prep;sierlijk/adj;stug/adj;zie/verb;zit/verb;zo/adv	11	beweeg/adj;danser/noun;elkaar/pron;geconcentreerd/adj;geoefend/adj;naast/prep;sierlijk/adj;stug/adj;zie/verb;zit/verb;zo/adv	11	beweeg/adj;danser/noun;elkaar/pron;geconcentreerd/adj;geoefend/adj;naast/prep;sierlijk/adj;stug/adj;zie/verb;zit/verb;zo/adv	11	beweeg/adj;geconcentreerd/adj;stug/adj	3	beweeg/adj;geconcentreerd/adj;stug/adj	3	beweeg/adj;geconcentreerd/adj;stug/adj	3	beweeg/adj;geconcentreerd/adj;naast/prep;stug/adj;zo/adv	5	beweeg/adj;geconcentreerd/adj;naast/prep;stug/adj;zo/adv	5	beweeg/adj;geconcentreerd/adj;naast/prep;stug/adj;zo/adv	5
hoekig/adj/de_morgen_20010124_01_47/339	daaropvolgend/adj;komisch/adj;roman/noun	3	daaropvolgend/adj;komisch/adj;roman/noun	3	daaropvolgend/adj;komisch/adj;roman/noun	3	daaropvolgend/adj;komisch/adj;roman/noun	3	daaropvolgend/adj;komisch/adj;roman/noun	3	daaropvolgend/adj;komisch/adj;roman/noun	3	daaropvolgend/adj;komisch/adj;roman/noun	3	daaropvolgend/adj;komisch/adj;roman/noun	3	daaropvolgend/adj;komisch/adj;roman/noun	3	daaropvolgend/adj;komisch/adj;roman/noun	3	daaropvolgend/adj;komisch/adj;roman/noun	3	daaropvolgend/adj;komisch/adj;roman/noun	3
hoekig/adj/de_morgen_20030115_01_133/567	even/adj;hervat/verb;persoonlijkheid/noun;set/noun	4	even/adj;hervat/verb;persoonlijkheid/noun;set/noun	4	even/adj;hervat/verb;persoonlijkheid/noun;set/noun	4	even/adj;hervat/verb;persoonlijkheid/noun;set/noun;weer/adv;zijn/det	6	even/adj;hervat/verb;persoonlijkheid/noun;set/noun;weer/adv;zijn/det	6	even/adj;hervat/verb;persoonlijkheid/noun;set/noun;weer/adv;zijn/det	6	even/adj;persoonlijkheid/noun;set/noun	3	even/adj;persoonlijkheid/noun;set/noun	3	even/adj;persoonlijkheid/noun;set/noun	3	even/adj;persoonlijkheid/noun;set/noun;weer/adv;zijn/det	5	even/adj;persoonlijkheid/noun;set/noun;weer/adv;zijn/det	5	even/adj;persoonlijkheid/noun;set/noun;weer/adv;zijn/det	5
hoekig/adj/de_morgen_20000901_01_114/62	1952/noun;fundamenteel/adj;rijm/verb;steen/noun;wonderlijk/adj	5	1952/noun;fundamenteel/adj;rijm/verb;steen/noun;wonderlijk/adj	5	1952/noun;fundamenteel/adj;rijm/verb;steen/noun;wonderlijk/adj	5	1952/noun;fundamenteel/adj;genoeg/adv;rijm/verb;steen/noun;wonderlijk/adj	6	1952/noun;fundamenteel/adj;genoeg/adv;rijm/verb;steen/noun;wonderlijk/adj	6	1952/noun;fundamenteel/adj;genoeg/adv;rijm/verb;steen/noun;wonderlijk/adj	6	fundamenteel/adj;rijm/verb;steen/noun;wonderlijk/adj	4	fundamenteel/adj;rijm/verb;steen/noun;wonderlijk/adj	4	fundamenteel/adj;rijm/verb;steen/noun;wonderlijk/adj	4	fundamenteel/adj;genoeg/adv;rijm/verb;steen/noun;wonderlijk/adj	5	fundamenteel/adj;genoeg/adv;rijm/verb;steen/noun;wonderlijk/adj	5	fundamenteel/adj;genoeg/adv;rijm/verb;steen/noun;wonderlijk/adj	5
hoekig/adj/de_standaard_20010807_01_79/610	beheers/verb;gitarist/noun;grooves/noun;raak/adj;snijdend/adj;solo/noun	6	beheers/verb;gitarist/noun;grooves/noun;raak/adj;snijdend/adj;solo/noun	6	beheers/verb;gitarist/noun;grooves/noun;raak/adj;snijdend/adj;solo/noun	6	anno/prep;beheers/verb;gitarist/noun;grooves/noun;met/prep;raak/adj;snijdend/adj;solo/noun	8	anno/prep;beheers/verb;gitarist/noun;grooves/noun;met/prep;raak/adj;snijdend/adj;solo/noun	8	anno/prep;beheers/verb;gitarist/noun;grooves/noun;met/prep;raak/adj;snijdend/adj;solo/noun	8	beheers/verb;grooves/noun;raak/adj;snijdend/adj;solo/noun	5	beheers/verb;grooves/noun;raak/adj;snijdend/adj;solo/noun	5	beheers/verb;grooves/noun;raak/adj;snijdend/adj;solo/noun	5	beheers/verb;grooves/noun;met/prep;raak/adj;snijdend/adj;solo/noun	6	beheers/verb;grooves/noun;met/prep;raak/adj;snijdend/adj;solo/noun	6	beheers/verb;grooves/noun;met/prep;raak/adj;snijdend/adj;solo/noun	6
hoekig/adj/de_standaard_20021211_01_16/469	melancholisch/adj;teken/verb;trek/noun	3	melancholisch/adj;teken/verb;trek/noun	3	melancholisch/adj;teken/verb;trek/noun	3	een/det;melancholisch/adj;met/prep;teken/verb;trek/noun;uit/prep;vooral/adv;zijn/det	8	een/det;melancholisch/adj;met/prep;teken/verb;trek/noun;uit/prep;vooral/adv;zijn/det	8	een/det;melancholisch/adj;met/prep;teken/verb;trek/noun;uit/prep;vooral/adv;zijn/det	8	melancholisch/adj;trek/noun	2	melancholisch/adj;trek/noun	2	melancholisch/adj;trek/noun	2	melancholisch/adj;met/prep;trek/noun;uit/prep;vooral/adv;zijn/det	6	melancholisch/adj;met/prep;trek/noun;uit/prep;vooral/adv;zijn/det	6	melancholisch/adj;met/prep;trek/noun;uit/prep;vooral/adv;zijn/det	6
hoekig/adj/de_standaard_20020204_01_100/195	eenzijdig/adj	1	eenzijdig/adj	1	eenzijdig/adj	1	eenzijdig/adj	1	eenzijdig/adj	1	eenzijdig/adj	1	eenzijdig/adj	1	eenzijdig/adj	1	eenzijdig/adj	1	eenzijdig/adj	1	eenzijdig/adj	1	eenzijdig/adj	1
hoekig/adj/de_standaard_19990120_01_11/214	ben/verb;kant_DIM/noun;levendigheid/noun;teoretisch/adj	4	ben/verb;kant_DIM/noun;levendigheid/noun;teoretisch/adj	4	ben/verb;kant_DIM/noun;levendigheid/noun;teoretisch/adj	4	ben/verb;een/det;ietwat/adv;kant_DIM/noun;levendigheid/noun;naast/prep;teoretisch/adj	7	ben/verb;een/det;ietwat/adv;kant_DIM/noun;levendigheid/noun;naast/prep;teoretisch/adj	7	ben/verb;een/det;ietwat/adv;kant_DIM/noun;levendigheid/noun;naast/prep;teoretisch/adj	7	ben/verb;kant_DIM/noun;levendigheid/noun;teoretisch/adj	4	ben/verb;kant_DIM/noun;levendigheid/noun;teoretisch/adj	4	ben/verb;kant_DIM/noun;levendigheid/noun;teoretisch/adj	4	ben/verb;een/det;ietwat/adv;kant_DIM/noun;levendigheid/noun;teoretisch/adj	6	ben/verb;een/det;ietwat/adv;kant_DIM/noun;levendigheid/noun;teoretisch/adj	6	ben/verb;een/det;ietwat/adv;kant_DIM/noun;levendigheid/noun;teoretisch/adj	6
hoekig/adj/de_standaard_20000619_01_104/533	ben/verb;leef_uit/verb;lichaam_taal/noun;zanger/noun	4	ben/verb;leef_uit/verb;lichaam_taal/noun;zanger/noun	4	ben/verb;leef_uit/verb;lichaam_taal/noun;zanger/noun	4	ben/verb;leef_uit/verb;lichaam_taal/noun;met/prep;uit/part;zanger/noun;zijn/det	7	ben/verb;leef_uit/verb;lichaam_taal/noun;met/prep;uit/part;zanger/noun;zijn/det	7	ben/verb;leef_uit/verb;lichaam_taal/noun;met/prep;uit/part;zanger/noun;zijn/det	7	leef_uit/verb;lichaam_taal/noun;zanger/noun	3	leef_uit/verb;lichaam_taal/noun;zanger/noun	3	leef_uit/verb;lichaam_taal/noun;zanger/noun	3	leef_uit/verb;lichaam_taal/noun;met/prep;zanger/noun;zijn/det	5	leef_uit/verb;lichaam_taal/noun;met/prep;zanger/noun;zijn/det	5	leef_uit/verb;lichaam_taal/noun;met/prep;zanger/noun;zijn/det	5
hoekig/adj/de_standaard_20031128_01_93/842	ben/verb;bombastisch/adj;geheel/noun;herleid/verb	4	ben/verb;bombastisch/adj;geheel/noun;herleid/verb	4	ben/verb;bombastisch/adj;geheel/noun;herleid/verb	4	ben/verb;bombastisch/adj;een/det;geheel/noun;herleid/verb	5	ben/verb;bombastisch/adj;een/det;geheel/noun;herleid/verb	5	ben/verb;bombastisch/adj;een/det;geheel/noun;herleid/verb	5	ben/verb;bombastisch/adj;geheel/noun;herleid/verb	4	ben/verb;bombastisch/adj;geheel/noun;herleid/verb	4	ben/verb;bombastisch/adj;geheel/noun;herleid/verb	4	ben/verb;bombastisch/adj;een/det;geheel/noun;herleid/verb	5	ben/verb;bombastisch/adj;een/det;geheel/noun;herleid/verb	5	ben/verb;bombastisch/adj;een/det;geheel/noun;herleid/verb	5
hoekig/adj/de_standaard_20030531_01_90/1772	cd/noun;sleur_mee/verb;stevig/adj;thema/noun	4	cd/noun;sleur_mee/verb;stevig/adj;thema/noun	4	cd/noun;sleur_mee/verb;stevig/adj;thema/noun	4	cd/noun;een/det;sleur_mee/verb;stevig/adj;thema/noun	5	cd/noun;een/det;sleur_mee/verb;stevig/adj;thema/noun	5	cd/noun;een/det;sleur_mee/verb;stevig/adj;thema/noun	5	sleur_mee/verb;stevig/adj;thema/noun	3	sleur_mee/verb;stevig/adj;thema/noun	3	sleur_mee/verb;stevig/adj;thema/noun	3	sleur_mee/verb;stevig/adj;thema/noun	3	sleur_mee/verb;stevig/adj;thema/noun	3	sleur_mee/verb;stevig/adj;thema/noun	3
hoekig/adj/de_standaard_19990804_01_12/1380	afgestemd/adj;breed/adj;laan/noun;vijver/noun	4	afgestemd/adj;breed/adj;laan/noun;vijver/noun	4	afgestemd/adj;breed/adj;laan/noun;vijver/noun	4	afgestemd/adj;breed/adj;laan/noun;met/prep;vijver/noun	5	afgestemd/adj;breed/adj;laan/noun;met/prep;vijver/noun	5	afgestemd/adj;breed/adj;laan/noun;met/prep;vijver/noun	5	breed/adj;laan/noun;vijver/noun	3	breed/adj;laan/noun;vijver/noun	3	breed/adj;laan/noun;vijver/noun	3	breed/adj;laan/noun;met/prep;vijver/noun	4	breed/adj;laan/noun;met/prep;vijver/noun	4	breed/adj;laan/noun;met/prep;vijver/noun	4
hoekig/adj/de_standaard_20010302_01_19/76	hoek/noun;uitspanning/noun	2	hoek/noun;uitspanning/noun	2	hoek/noun;uitspanning/noun	2	een/det;hoek/noun;uitspanning/noun	3	een/det;hoek/noun;uitspanning/noun	3	een/det;hoek/noun;uitspanning/noun	3	uitspanning/noun	1	uitspanning/noun	1	uitspanning/noun	1	een/det;uitspanning/noun	2	een/det;uitspanning/noun	2	een/det;uitspanning/noun	2
hoekig/adj/de_standaard_19990607_01_6/142	bespreking/noun;generaal/noun;ken/verb;roestig/adj;stem/noun;terugtrekking/noun	6	bespreking/noun;generaal/noun;ken/verb;roestig/adj;stem/noun;terugtrekking/noun	6	bespreking/noun;generaal/noun;ken/verb;roestig/adj;stem/noun;terugtrekking/noun	6	bespreking/noun;generaal/noun;ken/verb;met/prep;roestig/adj;stem/noun;terugtrekking/noun;uit/prep	8	bespreking/noun;generaal/noun;ken/verb;met/prep;roestig/adj;stem/noun;terugtrekking/noun;uit/prep	8	bespreking/noun;generaal/noun;ken/verb;met/prep;roestig/adj;stem/noun;terugtrekking/noun;uit/prep	8	generaal/noun;roestig/adj;stem/noun;terugtrekking/noun	4	generaal/noun;roestig/adj;stem/noun;terugtrekking/noun	4	generaal/noun;roestig/adj;stem/noun;terugtrekking/noun	4	generaal/noun;met/prep;roestig/adj;stem/noun;terugtrekking/noun;uit/prep	6	generaal/noun;met/prep;roestig/adj;stem/noun;terugtrekking/noun;uit/prep	6	generaal/noun;met/prep;roestig/adj;stem/noun;terugtrekking/noun;uit/prep	6
hoekig/adj/de_standaard_20030503_01_89/1070	ben/verb;kenmerk/verb;typisch/adj	3	ben/verb;kenmerk/verb;typisch/adj	3	ben/verb;kenmerk/verb;typisch/adj	3	ben/verb;kenmerk/verb;typisch/adj;wel/adv;zijn/det	5	ben/verb;kenmerk/verb;typisch/adj;wel/adv;zijn/det	5	ben/verb;kenmerk/verb;typisch/adj;wel/adv;zijn/det	5	kenmerk/verb;typisch/adj	2	kenmerk/verb;typisch/adj	2	kenmerk/verb;typisch/adj	2	kenmerk/verb;typisch/adj;wel/adv;zijn/det	4	kenmerk/verb;typisch/adj;wel/adv;zijn/det	4	kenmerk/verb;typisch/adj;wel/adv;zijn/det	4
hoekig/adj/de_standaard_20030308_01_21/109	ben/verb;handtas/noun;veel/adj;woord/noun	4	ben/verb;handtas/noun;veel/adj;woord/noun	4	ben/verb;handtas/noun;veel/adj;woord/noun	4	ben/verb;handtas/noun;te/adv;veel/adj;woord/noun	5	ben/verb;handtas/noun;te/adv;veel/adj;woord/noun	5	ben/verb;handtas/noun;te/adv;veel/adj;woord/noun	5	ben/verb;handtas/noun;veel/adj;woord/noun	4	ben/verb;handtas/noun;veel/adj;woord/noun	4	ben/verb;handtas/noun;veel/adj;woord/noun	4	ben/verb;handtas/noun;te/adv;veel/adj;woord/noun	5	ben/verb;handtas/noun;te/adv;veel/adj;woord/noun	5	ben/verb;handtas/noun;te/adv;veel/adj;woord/noun	5
hoekig/adj/de_standaard_20030315_01_121/388	ben/verb;eerder/adj;elegant/adj;imposant/adj;kies/verb;look/noun;strak/adj;voldoende/adj;zakelijk/adj	9	ben/verb;eerder/adj;elegant/adj;imposant/adj;kies/verb;look/noun;strak/adj;voldoende/adj;zakelijk/adj	9	ben/verb;eerder/adj;elegant/adj;imposant/adj;kies/verb;look/noun;strak/adj;voldoende/adj;zakelijk/adj	9	ben/verb;een/det;eerder/adj;elegant/adj;imposant/adj;kies/verb;look/noun;strak/adj;tevens/adv;voldoende/adj;zakelijk/adj	11	ben/verb;een/det;eerder/adj;elegant/adj;imposant/adj;kies/verb;look/noun;strak/adj;tevens/adv;voldoende/adj;zakelijk/adj	11	ben/verb;een/det;eerder/adj;elegant/adj;imposant/adj;kies/verb;look/noun;strak/adj;tevens/adv;voldoende/adj;zakelijk/adj	11	eerder/adj;elegant/adj;look/noun;strak/adj;zakelijk/adj	5	eerder/adj;elegant/adj;look/noun;strak/adj;zakelijk/adj	5	eerder/adj;elegant/adj;look/noun;strak/adj;zakelijk/adj	5	een/det;eerder/adj;elegant/adj;look/noun;strak/adj;zakelijk/adj	6	een/det;eerder/adj;elegant/adj;look/noun;strak/adj;zakelijk/adj	6	een/det;eerder/adj;elegant/adj;look/noun;strak/adj;zakelijk/adj	6
hoekig/adj/de_standaard_20021024_01_123/228	song/noun;steek/noun;zelfmoord/noun	3	song/noun;steek/noun;zelfmoord/noun	3	song/noun;steek/noun;zelfmoord/noun	3	als/prep;een/det;song/noun;steek/noun;zelfmoord/noun	5	als/prep;een/det;song/noun;steek/noun;zelfmoord/noun	5	als/prep;een/det;song/noun;steek/noun;zelfmoord/noun	5		0		0		0		0		0		0
hoekig/adj/de_standaard_20000331_01_6/740	body/noun;klasse/noun;metalen/adj;sober/adj;straal_uit/verb	5	body/noun;klasse/noun;metalen/adj;sober/adj;straal_uit/verb	5	body/noun;klasse/noun;metalen/adj;sober/adj;straal_uit/verb	5	altijd/adv;body/noun;een/det;klasse/noun;metalen/adj;sober/adj;straal_uit/verb;uit/part	8	altijd/adv;body/noun;een/det;klasse/noun;metalen/adj;sober/adj;straal_uit/verb;uit/part	8	altijd/adv;body/noun;een/det;klasse/noun;metalen/adj;sober/adj;straal_uit/verb;uit/part	8	body/noun;metalen/adj;straal_uit/verb	3	body/noun;metalen/adj;straal_uit/verb	3	body/noun;metalen/adj;straal_uit/verb	3	body/noun;metalen/adj;straal_uit/verb	3	body/noun;metalen/adj;straal_uit/verb	3	body/noun;metalen/adj;straal_uit/verb	3
hoekig/adj/de_standaard_20031108_01_3/806	dakpan/noun;hard/adj;kilo/noun;kom_terecht/verb;stekel/noun;vrucht/noun	6	dakpan/noun;hard/adj;kilo/noun;kom_terecht/verb;stekel/noun;vrucht/noun	6	dakpan/noun;hard/adj;kilo/noun;kom_terecht/verb;stekel/noun;vrucht/noun	6	dakpan/noun;hard/adj;kilo/noun;kom_terecht/verb;met/prep;stekel/noun;vrucht/noun	7	dakpan/noun;hard/adj;kilo/noun;kom_terecht/verb;met/prep;stekel/noun;vrucht/noun	7	dakpan/noun;hard/adj;kilo/noun;kom_terecht/verb;met/prep;stekel/noun;vrucht/noun	7	hard/adj;kilo/noun;stekel/noun	3	hard/adj;kilo/noun;stekel/noun	3	hard/adj;kilo/noun;stekel/noun	3	hard/adj;kilo/noun;met/prep;stekel/noun	4	hard/adj;kilo/noun;met/prep;stekel/noun	4	hard/adj;kilo/noun;met/prep;stekel/noun	4
hoekig/adj/de_standaard_20010926_01_117/175	graag/adj;hoog/adj;opgetrokken/adj;schouder/noun;slepend/adj;stem_DIM/noun;tred/noun;type/noun;zet_neer/verb	9	graag/adj;hoog/adj;opgetrokken/adj;schouder/noun;slepend/adj;stem_DIM/noun;tred/noun;type/noun;zet_neer/verb	9	graag/adj;hoog/adj;opgetrokken/adj;schouder/noun;slepend/adj;stem_DIM/noun;tred/noun;type/noun;zet_neer/verb	9	dat/pron;graag/adj;hoog/adj;opgetrokken/adj;schouder/noun;slepend/adj;stem_DIM/noun;tred/noun;type/noun;zet_neer/verb	10	dat/pron;graag/adj;hoog/adj;opgetrokken/adj;schouder/noun;slepend/adj;stem_DIM/noun;tred/noun;type/noun;zet_neer/verb	10	dat/pron;graag/adj;hoog/adj;opgetrokken/adj;schouder/noun;slepend/adj;stem_DIM/noun;tred/noun;type/noun;zet_neer/verb	10	graag/adj;opgetrokken/adj;schouder/noun;slepend/adj;zet_neer/verb	5	graag/adj;opgetrokken/adj;schouder/noun;slepend/adj;zet_neer/verb	5	graag/adj;opgetrokken/adj;schouder/noun;slepend/adj;zet_neer/verb	5	graag/adj;opgetrokken/adj;schouder/noun;slepend/adj;zet_neer/verb	5	graag/adj;opgetrokken/adj;schouder/noun;slepend/adj;zet_neer/verb	5	graag/adj;opgetrokken/adj;schouder/noun;slepend/adj;zet_neer/verb	5
hoekig/adj/de_standaard_20030201_01_103/64	ben/verb;funky/noun;kleurrijk/adj;poëtisch/adj;sensueel/adj	5	ben/verb;funky/noun;kleurrijk/adj;poëtisch/adj;sensueel/adj	5	ben/verb;funky/noun;kleurrijk/adj;poëtisch/adj;sensueel/adj	5	ben/verb;die/det;funky/noun;kleurrijk/adj;poëtisch/adj;sensueel/adj	6	ben/verb;die/det;funky/noun;kleurrijk/adj;poëtisch/adj;sensueel/adj	6	ben/verb;die/det;funky/noun;kleurrijk/adj;poëtisch/adj;sensueel/adj	6	ben/verb;funky/noun;poëtisch/adj;sensueel/adj	4	ben/verb;funky/noun;poëtisch/adj;sensueel/adj	4	ben/verb;funky/noun;poëtisch/adj;sensueel/adj	4	ben/verb;die/det;funky/noun;poëtisch/adj;sensueel/adj	5	ben/verb;die/det;funky/noun;poëtisch/adj;sensueel/adj	5	ben/verb;die/det;funky/noun;poëtisch/adj;sensueel/adj	5
hoekig/adj/de_standaard_20000902_01_99/125	ben/verb;lichaam_taal/noun;taal_gebruik/noun	3	ben/verb;lichaam_taal/noun;taal_gebruik/noun	3	ben/verb;lichaam_taal/noun;taal_gebruik/noun	3	ben/verb;lichaam_taal/noun;taal_gebruik/noun	3	ben/verb;lichaam_taal/noun;taal_gebruik/noun	3	ben/verb;lichaam_taal/noun;taal_gebruik/noun	3	ben/verb;taal_gebruik/noun	2	ben/verb;taal_gebruik/noun	2	ben/verb;taal_gebruik/noun	2	ben/verb;taal_gebruik/noun	2	ben/verb;taal_gebruik/noun	2	ben/verb;taal_gebruik/noun	2
hoekig/adj/de_standaard_20020316_01_138/428	ben/verb;gedreven/adj;speelstijl/noun	3	ben/verb;gedreven/adj;speelstijl/noun	3	ben/verb;gedreven/adj;speelstijl/noun	3	ben/verb;door/prep;gedreven/adj;speelstijl/noun	4	ben/verb;door/prep;gedreven/adj;speelstijl/noun	4	ben/verb;door/prep;gedreven/adj;speelstijl/noun	4	gedreven/adj;speelstijl/noun	2	gedreven/adj;speelstijl/noun	2	gedreven/adj;speelstijl/noun	2	door/prep;gedreven/adj;speelstijl/noun	3	door/prep;gedreven/adj;speelstijl/noun	3	door/prep;gedreven/adj;speelstijl/noun	3
hoekig/adj/de_standaard_20011130_01_6/1615	ben/verb;waterdicht/adj	2	ben/verb;waterdicht/adj	2	ben/verb;waterdicht/adj	2	ben/verb;uiteraard/adv;waterdicht/adj	3	ben/verb;uiteraard/adv;waterdicht/adj	3	ben/verb;uiteraard/adv;waterdicht/adj	3	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb	1
