_id	_cws.gekleurd.foc10.nav.weight.bound	_count.gekleurd.foc10.nav.weight.bound	_cws.gekleurd.foc10.nav.selection.bound	_count.gekleurd.foc10.nav.selection.bound	_cws.gekleurd.foc10.nav.no.bound	_count.gekleurd.foc10.nav.no.bound	_cws.gekleurd.foc10.all.weight.bound	_count.gekleurd.foc10.all.weight.bound	_cws.gekleurd.foc10.all.selection.bound	_count.gekleurd.foc10.all.selection.bound	_cws.gekleurd.foc10.all.no.bound	_count.gekleurd.foc10.all.no.bound	_cws.gekleurd.foc5.nav.weight.bound	_count.gekleurd.foc5.nav.weight.bound	_cws.gekleurd.foc5.nav.selection.bound	_count.gekleurd.foc5.nav.selection.bound	_cws.gekleurd.foc5.nav.no.bound	_count.gekleurd.foc5.nav.no.bound	_cws.gekleurd.foc5.all.weight.bound	_count.gekleurd.foc5.all.weight.bound	_cws.gekleurd.foc5.all.selection.bound	_count.gekleurd.foc5.all.selection.bound	_cws.gekleurd.foc5.all.no.bound	_count.gekleurd.foc5.all.no.bound
gekleurd/adj/nrc_handelsblad_20010616_65/278	bal/noun;exemplaar/noun;gevuld/adj;liefhebber/noun;set/noun;stalen/adj;vrolijk/adj;water/noun	8	bal/noun;exemplaar/noun;gevuld/adj;liefhebber/noun;set/noun;stalen/adj;vrolijk/adj;water/noun	8	bal/noun;echt/adj;exemplaar/noun;ga/verb;gevuld/adj;liefhebber/noun;set/noun;stalen/adj;vrolijk/adj;water/noun	10	bal/noun;exemplaar/noun;gevuld/adj;liefhebber/noun;met/prep;set/noun;stalen/adj;vrolijk/adj;water/noun	9	bal/noun;exemplaar/noun;gevuld/adj;liefhebber/noun;met/prep;set/noun;stalen/adj;vrolijk/adj;water/noun	9	bal/noun;de/det;echt/adj;exemplaar/noun;ga/verb;gevuld/adj;liefhebber/noun;met/prep;set/noun;stalen/adj;van/prep;vrolijk/adj;water/noun	13	bal/noun;gevuld/adj;stalen/adj;vrolijk/adj;water/noun	5	bal/noun;gevuld/adj;stalen/adj;vrolijk/adj;water/noun	5	bal/noun;gevuld/adj;stalen/adj;vrolijk/adj;water/noun	5	bal/noun;gevuld/adj;met/prep;stalen/adj;vrolijk/adj;water/noun	6	bal/noun;gevuld/adj;met/prep;stalen/adj;vrolijk/adj;water/noun	6	bal/noun;gevuld/adj;met/prep;stalen/adj;vrolijk/adj;water/noun	6
gekleurd/adj/nrc_handelsblad_20011112_101/496	voor/adj	1	voor/adj	1	gebeur/verb;heb/verb;houd/verb;mogelijk/adj;voor/adj;zaterdag/noun	6	voor/adj	1	voor/adj	1	gebeur/verb;heb/verb;het/det;houd/verb;in/prep;mogelijk/adj;voor/adj;zaterdag/noun	8		0		0	gebeur/verb;zaterdag/noun	2		0		0	gebeur/verb;het/det;in/prep;zaterdag/noun	4
gekleurd/adj/nrc_handelsblad_20030722_88/144	waarheid/noun	1	waarheid/noun	1	waarheid/noun	1	waarheid/noun	1	waarheid/noun	1	de/det;waarheid/noun	2	waarheid/noun	1	waarheid/noun	1	waarheid/noun	1	waarheid/noun	1	waarheid/noun	1	de/det;waarheid/noun	2
gekleurd/adj/nrc_handelsblad_20040323_92/392	buurvrouw/noun;matras/noun;nestel/verb;zwager/noun	4	buurvrouw/noun;matras/noun;nestel/verb;zwager/noun	4	buurvrouw/noun;heb/verb;matras/noun;nestel/verb;zwager/noun	5	buurvrouw/noun;haar/det;matras/noun;met/prep;nestel/verb;op/prep;zwager/noun	7	buurvrouw/noun;haar/det;matras/noun;met/prep;nestel/verb;op/prep;zwager/noun	7	buurvrouw/noun;de/det;haar/det;heb/verb;matras/noun;met/prep;nestel/verb;op/prep;zich/pron;zwager/noun	10	matras/noun;nestel/verb	2	matras/noun;nestel/verb	2	heb/verb;matras/noun;nestel/verb	3	matras/noun;met/prep;nestel/verb;op/prep	4	matras/noun;met/prep;nestel/verb;op/prep	4	de/det;heb/verb;matras/noun;met/prep;nestel/verb;op/prep;zich/pron	7
gekleurd/adj/nrc_handelsblad_20010426_136/775	besta/verb;bestelling/noun;klein/adj;model/noun;prototype/noun;vervaardig/verb	6	besta/verb;bestelling/noun;klein/adj;model/noun;prototype/noun;vervaardig/verb	6	besta/verb;bestelling/noun;kan/verb;klein/adj;model/noun;momenteel/adj;prototype/noun;vervaardig/verb;word/verb	9	alleen/adv;als/prep;besta/verb;bestelling/noun;klein/adj;model/noun;op/prep;prototype/noun;vervaardig/verb	9	alleen/adv;als/prep;besta/verb;bestelling/noun;klein/adj;model/noun;op/prep;prototype/noun;vervaardig/verb	9	alleen/adv;als/prep;besta/verb;bestelling/noun;kan/verb;klein/adj;model/noun;momenteel/adj;op/prep;prototype/noun;vervaardig/verb;word/verb	12	bestelling/noun;klein/adj;model/noun;prototype/noun	4	bestelling/noun;klein/adj;model/noun;prototype/noun	4	bestelling/noun;kan/verb;klein/adj;model/noun;prototype/noun;word/verb	6	bestelling/noun;klein/adj;model/noun;op/prep;prototype/noun	5	bestelling/noun;klein/adj;model/noun;op/prep;prototype/noun	5	bestelling/noun;kan/verb;klein/adj;model/noun;op/prep;prototype/noun;word/verb	7
gekleurd/adj/nrc_handelsblad_20001223_93/258	breng_aan/verb;diagonaal/adj;glas/noun;horizontaal/adj;lijn/noun;spaarzaam/adj;verticaal/adj	7	breng_aan/verb;diagonaal/adj;glas/noun;horizontaal/adj;lijn/noun;spaarzaam/adj;verticaal/adj	7	breng_aan/verb;diagonaal/adj;glas/noun;horizontaal/adj;lijn/noun;spaarzaam/adj;verticaal/adj	7	breng_aan/verb;diagonaal/adj;glas/noun;horizontaal/adj;lijn/noun;spaarzaam/adj;verticaal/adj	7	breng_aan/verb;diagonaal/adj;glas/noun;horizontaal/adj;lijn/noun;spaarzaam/adj;verticaal/adj	7	breng_aan/verb;diagonaal/adj;glas/noun;hij/pron;horizontaal/adj;in/prep;lijn/noun;slechts/adv;spaarzaam/adj;verticaal/adj	10	breng_aan/verb;glas/noun;horizontaal/adj;lijn/noun;spaarzaam/adj	5	breng_aan/verb;glas/noun;horizontaal/adj;lijn/noun;spaarzaam/adj	5	breng_aan/verb;glas/noun;horizontaal/adj;lijn/noun;spaarzaam/adj	5	breng_aan/verb;glas/noun;horizontaal/adj;lijn/noun;spaarzaam/adj	5	breng_aan/verb;glas/noun;horizontaal/adj;lijn/noun;spaarzaam/adj	5	breng_aan/verb;glas/noun;horizontaal/adj;lijn/noun;slechts/adv;spaarzaam/adj	6
gekleurd/adj/nrc_handelsblad_20020531_79/379	breed/adj	1	breed/adj	1	breed/adj;coalitie/noun;lief/adj;wil/verb	4	breed/adj;een/det	2	breed/adj;een/det	2	breed/adj;coalitie/noun;een/det;ik/pron;lief/adj;wil/verb	6	breed/adj	1	breed/adj	1	breed/adj;coalitie/noun;lief/adj;wil/verb	4	breed/adj;een/det	2	breed/adj;een/det	2	breed/adj;coalitie/noun;een/det;ik/pron;lief/adj;wil/verb	6
gekleurd/adj/nrc_handelsblad_20020119_38/3	bordeel/noun;hip/adj;maak/verb	3	bordeel/noun;hip/adj;maak/verb	3	bordeel/noun;hip/adj;maak/verb	3	bordeel/noun;een/det;elk/det;hip/adj;maak/verb	5	bordeel/noun;een/det;elk/det;hip/adj;maak/verb	5	bordeel/noun;een/det;elk/det;hip/adj;maak/verb;van/prep	6	maak/verb	1	maak/verb	1	maak/verb	1	elk/det;maak/verb	2	elk/det;maak/verb	2	elk/det;maak/verb;van/prep	3
gekleurd/adj/nrc_handelsblad_20010329_127/307	dakpan/noun;genummerd/adj;hoek/noun;houten/adj;ornament/noun;reliëf/noun;tegel/noun;versleten/adj	8	dakpan/noun;genummerd/adj;hoek/noun;houten/adj;ornament/noun;reliëf/noun;tegel/noun;versleten/adj	8	dakpan/noun;genummerd/adj;hoek/noun;houten/adj;ornament/noun;reliëf/noun;tegel/noun;versleten/adj	8	dakpan/noun;een/det;genummerd/adj;hoek/noun;houten/adj;met/prep;ornament/noun;reliëf/noun;tegel/noun;versleten/adj;vol/prep	11	dakpan/noun;een/det;genummerd/adj;hoek/noun;houten/adj;met/prep;ornament/noun;reliëf/noun;tegel/noun;versleten/adj;vol/prep	11	dakpan/noun;een/det;genummerd/adj;hoek/noun;houten/adj;met/prep;ornament/noun;reliëf/noun;tegel/noun;versleten/adj;vol/prep	11	hoek/noun;houten/adj;reliëf/noun;tegel/noun;versleten/adj	5	hoek/noun;houten/adj;reliëf/noun;tegel/noun;versleten/adj	5	hoek/noun;houten/adj;reliëf/noun;tegel/noun;versleten/adj	5	een/det;hoek/noun;houten/adj;reliëf/noun;tegel/noun;versleten/adj;vol/prep	7	een/det;hoek/noun;houten/adj;reliëf/noun;tegel/noun;versleten/adj;vol/prep	7	een/det;hoek/noun;houten/adj;reliëf/noun;tegel/noun;versleten/adj;vol/prep	7
gekleurd/adj/nrc_handelsblad_19990709_3/579	bloemlezing/noun;gedicht/noun;helder/adj;kat/noun;vele/adj	5	bloemlezing/noun;gedicht/noun;helder/adj;kat/noun;vele/adj	5	bloemlezing/noun;gedicht/noun;helder/adj;kat/noun;vele/adj	5	bloemlezing/noun;door/prep;gedicht/noun;helder/adj;kat/noun;met/prep;vele/adj	7	bloemlezing/noun;door/prep;gedicht/noun;helder/adj;kat/noun;met/prep;vele/adj	7	bloemlezing/noun;door/prep;gedicht/noun;helder/adj;kat/noun;met/prep;over/prep;van/prep;vele/adj	9	helder/adj;vele/adj	2	helder/adj;vele/adj	2	helder/adj;vele/adj	2	door/prep;helder/adj;met/prep;vele/adj	4	door/prep;helder/adj;met/prep;vele/adj	4	door/prep;helder/adj;met/prep;vele/adj	4
gekleurd/adj/nrc_handelsblad_19991210_154/1377	1942/noun;ben/verb;mythologie/noun;onthecht/adj;sfeer/noun;typerend/adj	6	1942/noun;ben/verb;mythologie/noun;onthecht/adj;sfeer/noun;typerend/adj	6	1942/noun;ben/verb;commentaar/noun;even/adj;mythologie/noun;onthecht/adj;sfeer/noun;typerend/adj	8	1942/noun;ben/verb;met/prep;mythologie/noun;onthecht/adj;sfeer/noun;typerend/adj	7	1942/noun;ben/verb;met/prep;mythologie/noun;onthecht/adj;sfeer/noun;typerend/adj	7	1942/noun;ben/verb;commentaar/noun;de/det;even/adj;hij/pron;in/prep;met/prep;mythologie/noun;onthecht/adj;sfeer/noun;typerend/adj;voor/prep	13	ben/verb;mythologie/noun;sfeer/noun	3	ben/verb;mythologie/noun;sfeer/noun	3	ben/verb;commentaar/noun;mythologie/noun;sfeer/noun	4	ben/verb;met/prep;mythologie/noun;sfeer/noun	4	ben/verb;met/prep;mythologie/noun;sfeer/noun	4	ben/verb;commentaar/noun;met/prep;mythologie/noun;sfeer/noun	5
gekleurd/adj/nrc_handelsblad_20021011_5236/22	Engels/adj;ben/verb;erg/adj;geschiedenis/noun;voorstelling/noun	5	Engels/adj;ben/verb;erg/adj;geschiedenis/noun;voorstelling/noun	5	Engels/adj;ben/verb;erg/adj;geschiedenis/noun;voorstelling/noun;zaak/noun	6	Engels/adj;ben/verb;door/prep;erg/adj;geschiedenis/noun;voorstelling/noun;waar/adv;wie/det	8	Engels/adj;ben/verb;door/prep;erg/adj;geschiedenis/noun;voorstelling/noun;waar/adv;wie/det	8	Engels/adj;ben/verb;de/det;door/prep;erg/adj;geschiedenis/noun;van/prep;voorstelling/noun;waar/adv;wel/adv;wie/det;zaak/noun	12	Engels/adj;ben/verb;erg/adj;geschiedenis/noun	4	Engels/adj;ben/verb;erg/adj;geschiedenis/noun	4	Engels/adj;ben/verb;erg/adj;geschiedenis/noun	4	Engels/adj;ben/verb;door/prep;erg/adj;geschiedenis/noun;waar/adv	6	Engels/adj;ben/verb;door/prep;erg/adj;geschiedenis/noun;waar/adv	6	Engels/adj;ben/verb;door/prep;erg/adj;geschiedenis/noun;waar/adv	6
gekleurd/adj/nrc_handelsblad_20031128_650/27	bezem/noun;gebouwd/adj;groep_DIM/noun;licht/adj;loop_af/verb;mausoleum/noun;oog/noun;opvallend/adj	8	bezem/noun;gebouwd/adj;groep_DIM/noun;licht/adj;loop_af/verb;mausoleum/noun;oog/noun;opvallend/adj	8	bezem/noun;fors/adj;gebouwd/adj;groep_DIM/noun;kom/verb;licht/adj;loop_af/verb;man/noun;mausoleum/noun;oog/noun;opvallend/adj;trap/noun	12	bezem/noun;een/det;gebouwd/adj;groep_DIM/noun;licht/adj;loop_af/verb;mausoleum/noun;met/prep;oog/noun;opvallend/adj	10	bezem/noun;een/det;gebouwd/adj;groep_DIM/noun;licht/adj;loop_af/verb;mausoleum/noun;met/prep;oog/noun;opvallend/adj	10	bezem/noun;de/det;een/det;fors/adj;gebouwd/adj;groep_DIM/noun;het/det;kom/verb;licht/adj;loop_af/verb;man/noun;mausoleum/noun;met/prep;oog/noun;opvallend/adj;trap/noun;van/prep	17	gebouwd/adj;licht/adj;oog/noun;opvallend/adj	4	gebouwd/adj;licht/adj;oog/noun;opvallend/adj	4	gebouwd/adj;kom/verb;licht/adj;man/noun;oog/noun;opvallend/adj;trap/noun	7	gebouwd/adj;licht/adj;oog/noun;opvallend/adj	4	gebouwd/adj;licht/adj;oog/noun;opvallend/adj	4	de/det;gebouwd/adj;kom/verb;licht/adj;man/noun;oog/noun;opvallend/adj;trap/noun;van/prep	9
gekleurd/adj/nrc_handelsblad_20000902_3/674	Caraïbische/adj;feestelijk/adj;kleding/noun;voorkeur/noun	4	Caraïbische/adj;feestelijk/adj;kleding/noun;voorkeur/noun	4	Caraïbische/adj;feestelijk/adj;heb/verb;kleding/noun;voorkeur/noun	5	Caraïbische/adj;als/prep;een/det;feestelijk/adj;kleding/noun;voorkeur/noun	6	Caraïbische/adj;als/prep;een/det;feestelijk/adj;kleding/noun;voorkeur/noun	6	Caraïbische/adj;als/prep;een/det;feestelijk/adj;heb/verb;hij/pron;kleding/noun;ook/adv;voor/prep;voorkeur/noun	10	Caraïbische/adj;feestelijk/adj;kleding/noun;voorkeur/noun	4	Caraïbische/adj;feestelijk/adj;kleding/noun;voorkeur/noun	4	Caraïbische/adj;feestelijk/adj;kleding/noun;voorkeur/noun	4	Caraïbische/adj;een/det;feestelijk/adj;kleding/noun;voorkeur/noun	5	Caraïbische/adj;een/det;feestelijk/adj;kleding/noun;voorkeur/noun	5	Caraïbische/adj;een/det;feestelijk/adj;kleding/noun;voor/prep;voorkeur/noun	6
gekleurd/adj/nrc_handelsblad_20000327_73/124	divers/adj;figuur/noun;fraai/adj;pas/verb	4	divers/adj;figuur/noun;fraai/adj;pas/verb	4	divers/adj;figuur/noun;fraai/adj;pas/verb	4	die/pron;divers/adj;figuur/noun;fraai/adj;op/prep;pas/verb	6	die/pron;divers/adj;figuur/noun;fraai/adj;op/prep;pas/verb	6	bij/prep;de/det;die/pron;divers/adj;figuur/noun;fraai/adj;op/prep;pas/verb;van/prep	9	divers/adj;figuur/noun;fraai/adj;pas/verb	4	divers/adj;figuur/noun;fraai/adj;pas/verb	4	divers/adj;figuur/noun;fraai/adj;pas/verb	4	divers/adj;figuur/noun;fraai/adj;pas/verb	4	divers/adj;figuur/noun;fraai/adj;pas/verb	4	bij/prep;divers/adj;figuur/noun;fraai/adj;pas/verb	5
gekleurd/adj/nrc_handelsblad_20010326_122/428	Deen/noun;geef/verb	2	Deen/noun;geef/verb	2	Deen/noun;bied/verb;geef/verb;mogelijkheid/noun	4	Deen/noun;geef/verb	2	Deen/noun;geef/verb	2	Deen/noun;al/adv;bied/verb;de/det;geef/verb;mogelijkheid/noun;van/prep	7		0		0	mogelijkheid/noun	1		0		0	al/adv;de/det;mogelijkheid/noun;van/prep	4
gekleurd/adj/nrc_handelsblad_19991004_1/455	Afrikaans/adj;Mechelaar/noun;bastaard/noun;ben/verb;loep_zuiver/adj;vreemd/adj	6	Afrikaans/adj;Mechelaar/noun;bastaard/noun;ben/verb;loep_zuiver/adj;vreemd/adj	6	Afrikaans/adj;Mechelaar/noun;bastaard/noun;ben/verb;loep_zuiver/adj;vreemd/adj	6	Afrikaans/adj;Mechelaar/noun;bastaard/noun;ben/verb;die/det;een/det;loep_zuiver/adj;vreemd/adj	8	Afrikaans/adj;Mechelaar/noun;bastaard/noun;ben/verb;die/det;een/det;loep_zuiver/adj;vreemd/adj	8	Afrikaans/adj;Mechelaar/noun;bastaard/noun;ben/verb;die/det;een/det;loep_zuiver/adj;vreemd/adj	8	Mechelaar/noun;bastaard/noun;ben/verb;vreemd/adj	4	Mechelaar/noun;bastaard/noun;ben/verb;vreemd/adj	4	Mechelaar/noun;bastaard/noun;ben/verb;vreemd/adj	4	Mechelaar/noun;bastaard/noun;ben/verb;die/det;een/det;vreemd/adj	6	Mechelaar/noun;bastaard/noun;ben/verb;die/det;een/det;vreemd/adj	6	Mechelaar/noun;bastaard/noun;ben/verb;die/det;een/det;vreemd/adj	6
gekleurd/adj/nrc_handelsblad_20020410_105/1059	moralistisch/adj;unilateralisme/noun;vervang/verb	3	moralistisch/adj;unilateralisme/noun;vervang/verb	3	moralistisch/adj;unilateralisme/noun;vervang/verb;word/verb	4	door/prep;een/det;moralistisch/adj;unilateralisme/noun;vervang/verb	5	door/prep;een/det;moralistisch/adj;unilateralisme/noun;vervang/verb	5	door/prep;een/det;het/det;moralistisch/adj;unilateralisme/noun;vervang/verb;word/verb	7	moralistisch/adj;unilateralisme/noun;vervang/verb	3	moralistisch/adj;unilateralisme/noun;vervang/verb	3	moralistisch/adj;unilateralisme/noun;vervang/verb;word/verb	4	door/prep;een/det;moralistisch/adj;unilateralisme/noun;vervang/verb	5	door/prep;een/det;moralistisch/adj;unilateralisme/noun;vervang/verb	5	door/prep;een/det;moralistisch/adj;unilateralisme/noun;vervang/verb;word/verb	6
gekleurd/adj/nrc_handelsblad_19991106_1/58	sta/verb;winkel_centrum/noun	2	sta/verb;winkel_centrum/noun	2	sta/verb;stel_op/verb;winkel_centrum/noun	3	der/adv;en/adv;her/adv;sta/verb;winkel_centrum/noun;ze/pron	6	der/adv;en/adv;her/adv;sta/verb;winkel_centrum/noun;ze/pron	6	der/adv;en/adv;her/adv;het/det;in/prep;sta/verb;stel_op/verb;winkel_centrum/noun;ze/pron	9	sta/verb	1	sta/verb	1	sta/verb;stel_op/verb	2	der/adv;en/adv;her/adv;sta/verb;ze/pron	5	der/adv;en/adv;her/adv;sta/verb;ze/pron	5	der/adv;en/adv;her/adv;sta/verb;stel_op/verb;ze/pron	6
gekleurd/adj/nrc_handelsblad_20010312_64/183	meter/noun;podium/noun;rood-wit_blauw/adj	3	meter/noun;podium/noun;rood-wit_blauw/adj	3	meter/noun;podium/noun;rood-wit_blauw/adj	3	een/det;meter/noun;op/prep;podium/noun;rood-wit_blauw/adj	5	een/det;meter/noun;op/prep;podium/noun;rood-wit_blauw/adj	5	de/det;een/det;meter/noun;op/prep;podium/noun;rood-wit_blauw/adj	6	meter/noun;podium/noun;rood-wit_blauw/adj	3	meter/noun;podium/noun;rood-wit_blauw/adj	3	meter/noun;podium/noun;rood-wit_blauw/adj	3	een/det;meter/noun;op/prep;podium/noun;rood-wit_blauw/adj	5	een/det;meter/noun;op/prep;podium/noun;rood-wit_blauw/adj	5	de/det;een/det;meter/noun;op/prep;podium/noun;rood-wit_blauw/adj	6
gekleurd/adj/nrc_handelsblad_20001230_82/507	aquarel/noun;beeld/noun;ben/verb;breng/verb;gedetailleerd/adj;gewas/noun;hand/noun;inheems/adj;prachtig/adj;serie/noun;zie/verb	11	aquarel/noun;beeld/noun;ben/verb;breng/verb;gedetailleerd/adj;gewas/noun;hand/noun;inheems/adj;prachtig/adj;serie/noun;zie/verb	11	aquarel/noun;beeld/noun;ben/verb;breng/verb;gedetailleerd/adj;gewas/noun;hand/noun;inheems/adj;prachtig/adj;serie/noun;zie/verb	11	allerlei/det;aquarel/noun;beeld/noun;ben/verb;breng/verb;die/pron;een/det;gedetailleerd/adj;gewas/noun;hand/noun;inheems/adj;prachtig/adj;serie/noun;zeer/adv;zie/verb	15	allerlei/det;aquarel/noun;beeld/noun;ben/verb;breng/verb;die/pron;een/det;gedetailleerd/adj;gewas/noun;hand/noun;inheems/adj;prachtig/adj;serie/noun;zeer/adv;zie/verb	15	allerlei/det;aquarel/noun;beeld/noun;ben/verb;breng/verb;die/pron;een/det;gedetailleerd/adj;gewas/noun;hand/noun;in/prep;inheems/adj;prachtig/adj;serie/noun;van/prep;zeer/adv;zie/verb	17	aquarel/noun;gedetailleerd/adj;prachtig/adj;serie/noun;zie/verb	5	aquarel/noun;gedetailleerd/adj;prachtig/adj;serie/noun;zie/verb	5	aquarel/noun;gedetailleerd/adj;prachtig/adj;serie/noun;zie/verb	5	allerlei/det;aquarel/noun;die/pron;gedetailleerd/adj;prachtig/adj;serie/noun;zeer/adv;zie/verb	8	allerlei/det;aquarel/noun;die/pron;gedetailleerd/adj;prachtig/adj;serie/noun;zeer/adv;zie/verb	8	allerlei/det;aquarel/noun;die/pron;gedetailleerd/adj;prachtig/adj;serie/noun;van/prep;zeer/adv;zie/verb	9
gekleurd/adj/nrc_handelsblad_20000417_114/837	fel/adj;tamtam/noun;voering/noun	3	fel/adj;tamtam/noun;voering/noun	3	fel/adj;tamtam/noun;voering/noun	3	fel/adj;hun/det;met/prep;tamtam/noun;veel/det;voering/noun	6	fel/adj;hun/det;met/prep;tamtam/noun;veel/det;voering/noun	6	de/det;fel/adj;hun/det;met/prep;nog/adv;tamtam/noun;veel/det;voering/noun	8	fel/adj;voering/noun	2	fel/adj;voering/noun	2	fel/adj;voering/noun	2	fel/adj;hun/det;met/prep;voering/noun	4	fel/adj;hun/det;met/prep;voering/noun	4	fel/adj;hun/det;met/prep;voering/noun	4
gekleurd/adj/nrc_handelsblad_20020706_27/96	bijeen/adj;groep_DIM/noun;jong/adj;klein/adj;prachtig/adj;sta/verb;vrouw/noun	7	bijeen/adj;groep_DIM/noun;jong/adj;klein/adj;prachtig/adj;sta/verb;vrouw/noun	7	bijeen/adj;groep_DIM/noun;jong/adj;klein/adj;mager/adj;prachtig/adj;sta/verb;vrouw/noun	8	bijeen/adj;er/adv;groep_DIM/noun;jong/adj;klein/adj;met/prep;prachtig/adj;sta/verb;vrouw/noun	9	bijeen/adj;er/adv;groep_DIM/noun;jong/adj;klein/adj;met/prep;prachtig/adj;sta/verb;vrouw/noun	9	bijeen/adj;er/adv;groep_DIM/noun;jong/adj;klein/adj;mager/adj;met/prep;prachtig/adj;sta/verb;vrouw/noun	10	bijeen/adj;jong/adj;prachtig/adj;vrouw/noun	4	bijeen/adj;jong/adj;prachtig/adj;vrouw/noun	4	bijeen/adj;jong/adj;mager/adj;prachtig/adj;vrouw/noun	5	bijeen/adj;jong/adj;met/prep;prachtig/adj;vrouw/noun	5	bijeen/adj;jong/adj;met/prep;prachtig/adj;vrouw/noun	5	bijeen/adj;jong/adj;mager/adj;met/prep;prachtig/adj;vrouw/noun	6
gekleurd/adj/nrc_handelsblad_20011214_66/533	bont/adj;doek/noun;gekleed/adj;gewikkeld/adj;handdruk/noun;jurk/noun;laat_achter/adj;lang/adj;ruis/verb	9	bont/adj;doek/noun;gekleed/adj;gewikkeld/adj;handdruk/noun;jurk/noun;laat_achter/adj;lang/adj;ruis/verb	9	bont/adj;doek/noun;gekleed/adj;gewikkeld/adj;handdruk/noun;hoofd/noun;jurk/noun;laat_achter/adj;lang/adj;ruis/verb	10	bont/adj;doek/noun;een/det;eveneens/adv;gekleed/adj;gewikkeld/adj;handdruk/noun;jurk/noun;laat_achter/adj;lang/adj;ruis/verb;voorbij/adv	12	bont/adj;doek/noun;een/det;eveneens/adv;gekleed/adj;gewikkeld/adj;handdruk/noun;jurk/noun;laat_achter/adj;lang/adj;ruis/verb;voorbij/adv	12	bont/adj;doek/noun;een/det;eveneens/adv;gekleed/adj;gewikkeld/adj;handdruk/noun;hoofd/noun;in/prep;jurk/noun;laat_achter/adj;lang/adj;ruis/verb;voorbij/adv	14	bont/adj;jurk/noun;lang/adj;ruis/verb	4	bont/adj;jurk/noun;lang/adj;ruis/verb	4	bont/adj;jurk/noun;lang/adj;ruis/verb	4	bont/adj;eveneens/adv;jurk/noun;lang/adj;ruis/verb;voorbij/adv	6	bont/adj;eveneens/adv;jurk/noun;lang/adj;ruis/verb;voorbij/adv	6	bont/adj;eveneens/adv;in/prep;jurk/noun;lang/adj;ruis/verb;voorbij/adv	7
gekleurd/adj/nrc_handelsblad_20031128_966/304	niet_besta/adj;zwart/adj	2	niet_besta/adj;zwart/adj	2	bescherming/noun;laag/adj;loon/noun;niet_besta/adj;werknemer/noun;wet/noun;zwart/adj	7	niet_besta/adj;zwart/adj	2	niet_besta/adj;zwart/adj	2	bescherming/noun;laag/adj;loon/noun;niet_besta/adj;te/prep;van/prep;werknemer/noun;wet/noun;zwart/adj	9	zwart/adj	1	zwart/adj	1	bescherming/noun;werknemer/noun;zwart/adj	3	zwart/adj	1	zwart/adj	1	bescherming/noun;te/prep;van/prep;werknemer/noun;zwart/adj	5
gekleurd/adj/nrc_handelsblad_20020528_32/771	aandacht/noun;ben/verb;ene/adj;exemplaar/noun;richt/verb;vrouw_DIM/noun;zuidelijk/adj	7	aandacht/noun;ben/verb;ene/adj;exemplaar/noun;richt/verb;vrouw_DIM/noun;zuidelijk/adj	7	aandacht/noun;ben/verb;ene/adj;exemplaar/noun;kennelijk/adj;richt/verb;vrouw_DIM/noun;zuidelijk/adj	8	aandacht/noun;ben/verb;dat/pron;een/det;ene/adj;exemplaar/noun;op/prep;richt/verb;uit/prep;vrouw_DIM/noun;zuidelijk/adj	11	aandacht/noun;ben/verb;dat/pron;een/det;ene/adj;exemplaar/noun;op/prep;richt/verb;uit/prep;vrouw_DIM/noun;zuidelijk/adj	11	aandacht/noun;ben/verb;dat/det;dat/pron;een/det;ene/adj;exemplaar/noun;het/det;kennelijk/adj;op/prep;pas/adv;richt/verb;uit/prep;vrouw_DIM/noun;zuidelijk/adj	15	ene/adj;exemplaar/noun;vrouw_DIM/noun	3	ene/adj;exemplaar/noun;vrouw_DIM/noun	3	ene/adj;exemplaar/noun;kennelijk/adj;vrouw_DIM/noun	4	dat/pron;een/det;ene/adj;exemplaar/noun;vrouw_DIM/noun	5	dat/pron;een/det;ene/adj;exemplaar/noun;vrouw_DIM/noun	5	dat/pron;een/det;ene/adj;exemplaar/noun;kennelijk/adj;pas/adv;vrouw_DIM/noun	7
gekleurd/adj/nrc_handelsblad_20030531_182/325	autentiek/adj;gezien/adj;shock/noun	3	autentiek/adj;gezien/adj;shock/noun	3	autentiek/adj;gezien/adj;heb/verb;shock/noun	4	autentiek/adj;gezien/adj;shock/noun	3	autentiek/adj;gezien/adj;shock/noun	3	autentiek/adj;de/det;gezien/adj;heb/verb;het/det;nooit/adv;shock/noun;we/pron	8	autentiek/adj;gezien/adj	2	autentiek/adj;gezien/adj	2	autentiek/adj;gezien/adj;heb/verb	3	autentiek/adj;gezien/adj	2	autentiek/adj;gezien/adj	2	autentiek/adj;gezien/adj;heb/verb;het/det;nooit/adv;we/pron	6
