_id	_cws.dof.foc10.nav.weight.bound	_count.dof.foc10.nav.weight.bound	_cws.dof.foc10.nav.selection.bound	_count.dof.foc10.nav.selection.bound	_cws.dof.foc10.nav.no.bound	_count.dof.foc10.nav.no.bound	_cws.dof.foc10.all.weight.bound	_count.dof.foc10.all.weight.bound	_cws.dof.foc10.all.selection.bound	_count.dof.foc10.all.selection.bound	_cws.dof.foc10.all.no.bound	_count.dof.foc10.all.no.bound	_cws.dof.foc5.nav.weight.bound	_count.dof.foc5.nav.weight.bound	_cws.dof.foc5.nav.selection.bound	_count.dof.foc5.nav.selection.bound	_cws.dof.foc5.nav.no.bound	_count.dof.foc5.nav.no.bound	_cws.dof.foc5.all.weight.bound	_count.dof.foc5.all.weight.bound	_cws.dof.foc5.all.selection.bound	_count.dof.foc5.all.selection.bound	_cws.dof.foc5.all.no.bound	_count.dof.foc5.all.no.bound
dof/adj/nrc_handelsblad_20010616_65/71	bal/noun;metalen/adj	2	bal/noun;metalen/adj	2	bal/noun;metalen/adj	2	bal/noun;metalen/adj;op/prep;wat/pron	4	bal/noun;metalen/adj;op/prep;wat/pron	4	bal/noun;de/det;metalen/adj;op/prep;van/prep;wat/pron	6	bal/noun;metalen/adj	2	bal/noun;metalen/adj	2	bal/noun;metalen/adj	2	bal/noun;metalen/adj	2	bal/noun;metalen/adj	2	bal/noun;de/det;metalen/adj;van/prep	4
dof/adj/nrc_handelsblad_20000124_59/398	dreun/noun;droog/adj;piano/noun;slag_werk/noun;tik/noun;volg/verb	6	dreun/noun;droog/adj;piano/noun;slag_werk/noun;tik/noun;volg/verb	6	dreun/noun;droog/adj;piano/noun;slag_werk/noun;tik/noun;verwacht/verb;volg/verb	7	boven/prep;dreun/noun;droog/adj;een/det;er/adv;het/det;je/pron;piano/noun;slag_werk/noun;slechts/adv;tik/noun;volg/verb;weer/adv	13	boven/prep;dreun/noun;droog/adj;een/det;er/adv;het/det;je/pron;piano/noun;slag_werk/noun;slechts/adv;tik/noun;volg/verb;weer/adv	13	boven/prep;de/det;dreun/noun;droog/adj;een/det;er/adv;het/det;in/prep;je/pron;piano/noun;slag_werk/noun;slechts/adv;tik/noun;verwacht/verb;volg/verb;weer/adv;één/pron	17	dreun/noun;piano/noun;volg/verb	3	dreun/noun;piano/noun;volg/verb	3	dreun/noun;piano/noun;volg/verb	3	boven/prep;dreun/noun;een/det;piano/noun;slechts/adv;volg/verb	6	boven/prep;dreun/noun;een/det;piano/noun;slechts/adv;volg/verb	6	boven/prep;de/det;dreun/noun;een/det;piano/noun;slechts/adv;volg/verb	7
dof/adj/nrc_handelsblad_20010126_3/140	oor/noun;roffel/verb;trom/noun	3	oor/noun;roffel/verb;trom/noun	3	oor/noun;roffel/verb;trom/noun	3	oor/noun;roffel/verb;trom/noun	3	oor/noun;roffel/verb;trom/noun	3	de/det;in/prep;oor/noun;roffel/verb;trom/noun	5	oor/noun;roffel/verb;trom/noun	3	oor/noun;roffel/verb;trom/noun	3	oor/noun;roffel/verb;trom/noun	3	oor/noun;roffel/verb;trom/noun	3	oor/noun;roffel/verb;trom/noun	3	de/det;in/prep;oor/noun;roffel/verb;trom/noun	5
dof/adj/nrc_handelsblad_20011019_50/108	bril_glas/noun;oog/noun;vermoeidheid/noun;verraad/verb	4	bril_glas/noun;oog/noun;vermoeidheid/noun;verraad/verb	4	bril_glas/noun;groot/adj;oog/noun;vermoeidheid/noun;verraad/verb	5	achter/prep;bril_glas/noun;een/det;oog/noun;vermoeidheid/noun;verraad/verb;wat/det;zijn/det	8	achter/prep;bril_glas/noun;een/det;oog/noun;vermoeidheid/noun;verraad/verb;wat/det;zijn/det	8	achter/prep;bril_glas/noun;een/det;groot/adj;oog/noun;vermoeidheid/noun;verraad/verb;wat/det;zijn/det	9	bril_glas/noun;oog/noun	2	bril_glas/noun;oog/noun	2	bril_glas/noun;groot/adj;oog/noun	3	achter/prep;bril_glas/noun;een/det;oog/noun;wat/det	5	achter/prep;bril_glas/noun;een/det;oog/noun;wat/det	5	achter/prep;bril_glas/noun;een/det;groot/adj;oog/noun;wat/det	6
dof/adj/nrc_handelsblad_20030620_150/75	acteur/noun;klap/noun;piano/noun;stort/verb;tafel/noun;verkrampt/adj;verstop/verb	7	acteur/noun;klap/noun;piano/noun;stort/verb;tafel/noun;verkrampt/adj;verstop/verb	7	acteur/noun;klap/noun;piano/noun;stort/verb;tafel/noun;verkrampt/adj;verstop/verb	7	acteur/noun;het/det;klap/noun;met/prep;onder/prep;piano/noun;stort/verb;tafel/noun;verkrampt/adj;verstop/verb;zich/pron	11	acteur/noun;het/det;klap/noun;met/prep;onder/prep;piano/noun;stort/verb;tafel/noun;verkrampt/adj;verstop/verb;zich/pron	11	acteur/noun;het/det;in/prep;klap/noun;met/prep;onder/prep;piano/noun;stort/verb;tafel/noun;van/prep;verkrampt/adj;verstop/verb;zich/pron	13	klap/noun;piano/noun;stort/verb;tafel/noun;verkrampt/adj	5	klap/noun;piano/noun;stort/verb;tafel/noun;verkrampt/adj	5	klap/noun;piano/noun;stort/verb;tafel/noun;verkrampt/adj	5	klap/noun;met/prep;piano/noun;stort/verb;tafel/noun;verkrampt/adj	6	klap/noun;met/prep;piano/noun;stort/verb;tafel/noun;verkrampt/adj	6	in/prep;klap/noun;met/prep;piano/noun;stort/verb;tafel/noun;van/prep;verkrampt/adj	8
dof/adj/nrc_handelsblad_20020826_54/610	beuk/verb;geluid/noun;hoor/verb;vuist/noun	4	beuk/verb;geluid/noun;hoor/verb;vuist/noun	4	beuk/verb;geluid/noun;hoor/verb;vuist/noun	4	beuk/verb;een/det;geluid/noun;hoor/verb;je/pron;met/prep;vuist/noun	7	beuk/verb;een/det;geluid/noun;hoor/verb;je/pron;met/prep;vuist/noun	7	beuk/verb;de/det;een/det;geluid/noun;hoor/verb;je/pron;met/prep;tegen/prep;vuist/noun	9	beuk/verb;geluid/noun;hoor/verb	3	beuk/verb;geluid/noun;hoor/verb	3	beuk/verb;geluid/noun;hoor/verb	3	beuk/verb;een/det;geluid/noun;hoor/verb;je/pron	5	beuk/verb;een/det;geluid/noun;hoor/verb;je/pron	5	beuk/verb;een/det;geluid/noun;hoor/verb;je/pron	5
dof/adj/nrc_handelsblad_20010616_24/638	blauw/adj;eind/noun;illustreer/verb;loop/verb;oog/noun	5	blauw/adj;eind/noun;illustreer/verb;loop/verb;oog/noun	5	blauw/adj;eind/noun;illustreer/verb;jaar/noun;loop/verb;oog/noun	6	blauw/adj;eind/noun;illustreer/verb;loop/verb;na/prep;oog/noun;op/prep;zijn/det	8	blauw/adj;eind/noun;illustreer/verb;loop/verb;na/prep;oog/noun;op/prep;zijn/det	8	blauw/adj;de/det;eind/noun;gisteren/adv;illustreer/verb;jaar/noun;loop/verb;na/prep;oog/noun;op/prep;van/prep;zijn/det	12	illustreer/verb	1	illustreer/verb	1	illustreer/verb;jaar/noun	2	illustreer/verb;na/prep;op/prep	3	illustreer/verb;na/prep;op/prep	3	de/det;gisteren/adv;illustreer/verb;jaar/noun;na/prep;op/prep;van/prep	7
dof/adj/nrc_handelsblad_20021004_159/2239	buitenkant/noun;droog/verb;glans/adj;hang/verb;huid/noun;monster/noun;ruw/adj	7	buitenkant/noun;droog/verb;glans/adj;hang/verb;huid/noun;monster/noun;ruw/adj	7	buitenkant/noun;droog/verb;glans/adj;hang/verb;huid/noun;monster/noun;ruw/adj	7	binnen/adv;buitenkant/noun;droog/verb;glans/adj;hang/verb;het/det;huid/noun;monster/noun;ruw/adj	9	binnen/adv;buitenkant/noun;droog/verb;glans/adj;hang/verb;het/det;huid/noun;monster/noun;ruw/adj	9	aan/prep;binnen/adv;buitenkant/noun;de/det;droog/verb;glans/adj;hang/verb;het/det;huid/noun;monster/noun;ruw/adj;van/prep	12	buitenkant/noun;droog/verb;hang/verb;huid/noun;ruw/adj	5	buitenkant/noun;droog/verb;hang/verb;huid/noun;ruw/adj	5	buitenkant/noun;droog/verb;hang/verb;huid/noun;ruw/adj	5	buitenkant/noun;droog/verb;hang/verb;huid/noun;ruw/adj	5	buitenkant/noun;droog/verb;hang/verb;huid/noun;ruw/adj	5	aan/prep;buitenkant/noun;de/det;droog/verb;hang/verb;huid/noun;ruw/adj	7
dof/adj/nrc_handelsblad_20040427_75/32	archeologisch/adj;blad/noun;rafelig/adj;vers/adj;zie_eruit/verb	5	archeologisch/adj;blad/noun;rafelig/adj;vers/adj;zie_eruit/verb	5	archeologisch/adj;blad/noun;rafelig/adj;vers/adj;zie_eruit/verb	5	archeologisch/adj;blad/noun;dat/pron;een/det;eruit/part;het/det;rafelig/adj;vers/adj;zie_eruit/verb	9	archeologisch/adj;blad/noun;dat/pron;een/det;eruit/part;het/det;rafelig/adj;vers/adj;zie_eruit/verb	9	als/prep;archeologisch/adj;blad/noun;dat/pron;een/det;eruit/part;het/det;rafelig/adj;vers/adj;zie_eruit/verb	10	blad/noun;rafelig/adj	2	blad/noun;rafelig/adj	2	blad/noun;rafelig/adj	2	blad/noun;dat/pron;eruit/part;het/det;rafelig/adj	5	blad/noun;dat/pron;eruit/part;het/det;rafelig/adj	5	blad/noun;dat/pron;eruit/part;het/det;rafelig/adj	5
dof/adj/nrc_handelsblad_20020406_61/116	ben/verb;plomp/adj	2	ben/verb;plomp/adj	2	ben/verb;plomp/adj	2	ben/verb;plomp/adj	2	ben/verb;plomp/adj	2	ben/verb;plomp/adj	2	ben/verb;plomp/adj	2	ben/verb;plomp/adj	2	ben/verb;plomp/adj	2	ben/verb;plomp/adj	2	ben/verb;plomp/adj	2	ben/verb;plomp/adj	2
dof/adj/nrc_handelsblad_20040305_08/110	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4	gebrom/verb;klank/noun;ruis/noun;storing/noun	4
dof/adj/nrc_handelsblad_19991217_1/465	akoestisch/adj;gitaar/noun;klink/verb;ondersteund/adj	4	akoestisch/adj;gitaar/noun;klink/verb;ondersteund/adj	4	akoestisch/adj;gitaar/noun;klink/verb;ondersteund/adj	4	akoestisch/adj;door/prep;een/det;gitaar/noun;klink/verb;ondersteund/adj;op/prep	7	akoestisch/adj;door/prep;een/det;gitaar/noun;klink/verb;ondersteund/adj;op/prep	7	akoestisch/adj;door/prep;een/det;gitaar/noun;klink/verb;ondersteund/adj;op/prep	7	akoestisch/adj;gitaar/noun;ondersteund/adj	3	akoestisch/adj;gitaar/noun;ondersteund/adj	3	akoestisch/adj;gitaar/noun;ondersteund/adj	3	akoestisch/adj;door/prep;gitaar/noun;ondersteund/adj	4	akoestisch/adj;door/prep;gitaar/noun;ondersteund/adj	4	akoestisch/adj;door/prep;gitaar/noun;ondersteund/adj	4
dof/adj/nrc_handelsblad_20010406_4/1637	schot/noun	1	schot/noun	1	schot/noun	1	een/det;schot/noun	2	een/det;schot/noun	2	een/det;schot/noun	2	schot/noun	1	schot/noun	1	schot/noun	1	een/det;schot/noun	2	een/det;schot/noun	2	een/det;schot/noun	2
dof/adj/nrc_handelsblad_20020314_54/906		0		0		0	die/det	1	die/det	1	die/det	1		0		0		0	die/det	1	die/det	1	die/det	1
dof/adj/nrc_handelsblad_20020607_175/786	alarmeer/adj;ben/verb;kalmeer/adj;klink/verb	4	alarmeer/adj;ben/verb;kalmeer/adj;klink/verb	4	alarmeer/adj;ben/verb;eerder/adj;kalmeer/adj;klink/verb;punt/noun	6	alarmeer/adj;ben/verb;kalmeer/adj;klink/verb;te/adv	5	alarmeer/adj;ben/verb;kalmeer/adj;klink/verb;te/adv	5	alarmeer/adj;ben/verb;eerder/adj;kalmeer/adj;klink/verb;punt/noun;te/adv	7	ben/verb	1	ben/verb	1	ben/verb;punt/noun	2	ben/verb;te/adv	2	ben/verb;te/adv	2	ben/verb;punt/noun;te/adv	3
dof/adj/nrc_handelsblad_20010430_78/527	begeleid/adj;blazer/noun;laag/adj;laat_af/adj;marteling/noun;somber/adj;uiterst/adj	7	begeleid/adj;blazer/noun;laag/adj;laat_af/adj;marteling/noun;somber/adj;uiterst/adj	7	begeleid/adj;blazer/noun;laag/adj;laat_af/adj;marteling/noun;somber/adj;uiterst/adj	7	begeleid/adj;blazer/noun;door/prep;een/det;laag/adj;laat_af/adj;marteling/noun;somber/adj;uiterst/adj	9	begeleid/adj;blazer/noun;door/prep;een/det;laag/adj;laat_af/adj;marteling/noun;somber/adj;uiterst/adj	9	als/prep;begeleid/adj;blazer/noun;de/det;door/prep;een/det;in/prep;laag/adj;laat_af/adj;marteling/noun;niet/adv;somber/adj;uiterst/adj;van/prep	14	begeleid/adj;blazer/noun;laag/adj;laat_af/adj	4	begeleid/adj;blazer/noun;laag/adj;laat_af/adj	4	begeleid/adj;blazer/noun;laag/adj;laat_af/adj	4	begeleid/adj;blazer/noun;door/prep;laag/adj;laat_af/adj	5	begeleid/adj;blazer/noun;door/prep;laag/adj;laat_af/adj	5	als/prep;begeleid/adj;blazer/noun;door/prep;laag/adj;laat_af/adj;niet/adv	7
dof/adj/nrc_handelsblad_20021014_112/728	opwinding/noun;werkelijkheid/noun	2	opwinding/noun;werkelijkheid/noun	2	heb/verb;natuurlijk/adj;opwinding/noun;tijd/noun;werkelijkheid/noun	5	enig/det;hij/pron;opwinding/noun;werkelijkheid/noun;zonder/prep	5	enig/det;hij/pron;opwinding/noun;werkelijkheid/noun;zonder/prep	5	alle/det;deze/det;enig/det;heb/verb;hij/pron;in/prep;natuurlijk/adj;opwinding/noun;tijd/noun;werkelijkheid/noun;zonder/prep	11	opwinding/noun;werkelijkheid/noun	2	opwinding/noun;werkelijkheid/noun	2	heb/verb;opwinding/noun;werkelijkheid/noun	3	enig/det;opwinding/noun;werkelijkheid/noun;zonder/prep	4	enig/det;opwinding/noun;werkelijkheid/noun;zonder/prep	4	deze/det;enig/det;heb/verb;in/prep;opwinding/noun;werkelijkheid/noun;zonder/prep	7
dof/adj/nrc_handelsblad_19991021_151/28	ben/verb;goud/noun	2	ben/verb;goud/noun	2	ben/verb;goud/noun;noem/verb	3	ben/verb;goud/noun;het/det;nauwelijks/adv;nog/adv	5	ben/verb;goud/noun;het/det;nauwelijks/adv;nog/adv	5	ben/verb;de/det;goud/noun;het/det;nauwelijks/adv;noem/verb;nog/adv;van/prep	8	ben/verb	1	ben/verb	1	ben/verb;noem/verb	2	ben/verb;nauwelijks/adv;nog/adv	3	ben/verb;nauwelijks/adv;nog/adv	3	ben/verb;de/det;nauwelijks/adv;noem/verb;nog/adv	5
dof/adj/nrc_handelsblad_20010618_114/147	ben/verb;kleur/noun;licht/adj;vergrijp/noun	4	ben/verb;kleur/noun;licht/adj;vergrijp/noun	4	ben/verb;ernstig/adj;kleur/noun;licht/adj;vergrijp/noun	5	ben/verb;een/det;kleur/noun;licht/adj;te/adv;vergrijp/noun	6	ben/verb;een/det;kleur/noun;licht/adj;te/adv;vergrijp/noun	6	ben/verb;een/det;ernstig/adj;kleur/noun;licht/adj;te/adv;vergrijp/noun	7	ben/verb;kleur/noun;licht/adj	3	ben/verb;kleur/noun;licht/adj	3	ben/verb;kleur/noun;licht/adj	3	ben/verb;kleur/noun;licht/adj;te/adv	4	ben/verb;kleur/noun;licht/adj;te/adv	4	ben/verb;kleur/noun;licht/adj;te/adv	4
dof/adj/nrc_handelsblad_20030807_121/308	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2
dof/adj/nrc_handelsblad_20000928_167/642	bezitter/noun;geworden/adj;loop/verb;vulpen/noun	4	bezitter/noun;geworden/adj;loop/verb;vulpen/noun	4	bezitter/noun;gevaar/noun;geworden/adj;loop/verb;vulpen/noun;weet/verb	6	bezitter/noun;een/det;geworden/adj;loop/verb;vulpen/noun;wat/adv;welk/det	7	bezitter/noun;een/det;geworden/adj;loop/verb;vulpen/noun;wat/adv;welk/det	7	bezitter/noun;een/det;gevaar/noun;geworden/adj;loop/verb;van/prep;vulpen/noun;wat/adv;weet/verb;welk/det;zij/pron	11	bezitter/noun;geworden/adj;vulpen/noun	3	bezitter/noun;geworden/adj;vulpen/noun	3	bezitter/noun;geworden/adj;vulpen/noun;weet/verb	4	bezitter/noun;een/det;geworden/adj;vulpen/noun;wat/adv;welk/det	6	bezitter/noun;een/det;geworden/adj;vulpen/noun;wat/adv;welk/det	6	bezitter/noun;een/det;geworden/adj;van/prep;vulpen/noun;wat/adv;weet/verb;welk/det	8
dof/adj/nrc_handelsblad_20000630_99/129	berusting/noun;laat/adj;verontwaardiging/noun;wanhoop/noun	4	berusting/noun;laat/adj;verontwaardiging/noun;wanhoop/noun	4	berusting/noun;laat/adj;verontwaardiging/noun;wanhoop/noun	4	al/part;berusting/noun;eerst/adv;laat/adj;verontwaardiging/noun;wanhoop/noun	6	al/part;berusting/noun;eerst/adv;laat/adj;verontwaardiging/noun;wanhoop/noun	6	al/part;berusting/noun;eerst/adv;in/prep;laat/adj;verontwaardiging/noun;wanhoop/noun	7	berusting/noun;laat/adj;verontwaardiging/noun	3	berusting/noun;laat/adj;verontwaardiging/noun	3	berusting/noun;laat/adj;verontwaardiging/noun	3	berusting/noun;laat/adj;verontwaardiging/noun	3	berusting/noun;laat/adj;verontwaardiging/noun	3	berusting/noun;in/prep;laat/adj;verontwaardiging/noun	4
dof/adj/nrc_handelsblad_20011228_20/187	gek/adj;hoor/verb;klank/noun	3	gek/adj;hoor/verb;klank/noun	3	gek/adj;hoor/verb;klank/noun	3	die/det;gek/adj;hoor/verb;je/pron;klank/noun;overal/adv	6	die/det;gek/adj;hoor/verb;je/pron;klank/noun;overal/adv	6	die/det;gek/adj;hoor/verb;je/pron;klank/noun;overal/adv	6	gek/adj;hoor/verb;klank/noun	3	gek/adj;hoor/verb;klank/noun	3	gek/adj;hoor/verb;klank/noun	3	die/det;gek/adj;hoor/verb;je/pron;klank/noun;overal/adv	6	die/det;gek/adj;hoor/verb;je/pron;klank/noun;overal/adv	6	die/det;gek/adj;hoor/verb;je/pron;klank/noun;overal/adv	6
dof/adj/nrc_handelsblad_20030710_143/121	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2
dof/adj/nrc_handelsblad_20020607_158/858	bonk/adj;geforceerd/adj;zwart/noun	3	bonk/adj;geforceerd/adj;zwart/noun	3	bonk/adj;ga/verb;geforceerd/adj;zwart/noun	4	bonk/adj;die/det;geforceerd/adj;het/det;zwart/noun	5	bonk/adj;die/det;geforceerd/adj;het/det;zwart/noun	5	bonk/adj;dat/det;de/det;die/det;ga/verb;geforceerd/adj;het/det;over/prep;van/prep;zwart/noun	10	bonk/adj;zwart/noun	2	bonk/adj;zwart/noun	2	bonk/adj;zwart/noun	2	bonk/adj;die/det;zwart/noun	3	bonk/adj;die/det;zwart/noun	3	bonk/adj;die/det;van/prep;zwart/noun	4
dof/adj/nrc_handelsblad_20030502_29/116	lig/verb;nauw/adj;oog/noun;over/adj;schrik/verb;sta/verb;waas/noun	7	lig/verb;nauw/adj;oog/noun;over/adj;schrik/verb;sta/verb;waas/noun	7	lig/verb;nauw/adj;oog/noun;over/adj;schrik/verb;sta/verb;waas/noun	7	een/det;er/adv;lig/verb;nauw/adj;oog/noun;over/adj;schrik/verb;sta/verb;waas/noun;ze/pron;zijn/det	11	een/det;er/adv;lig/verb;nauw/adj;oog/noun;over/adj;schrik/verb;sta/verb;waas/noun;ze/pron;zijn/det	11	een/det;er/adv;lig/verb;nauw/adj;oog/noun;over/adj;schrik/verb;sta/verb;van/prep;vooral/adv;waas/noun;ze/pron;zijn/det	13	lig/verb;nauw/adj;sta/verb	3	lig/verb;nauw/adj;sta/verb	3	lig/verb;nauw/adj;sta/verb	3	een/det;er/adv;lig/verb;nauw/adj;sta/verb;ze/pron	6	een/det;er/adv;lig/verb;nauw/adj;sta/verb;ze/pron	6	een/det;er/adv;lig/verb;nauw/adj;sta/verb;ze/pron	6
dof/adj/nrc_handelsblad_19990109_4/2093	berusting/noun;blik/noun;loop_aan/verb;oog/noun	4	berusting/noun;blik/noun;loop_aan/verb;oog/noun	4	berusting/noun;blik/noun;kom/verb;loop_aan/verb;oog/noun	5	berusting/noun;blik/noun;een/det;hun/det;loop_aan/verb;met/prep;oog/noun	7	berusting/noun;blik/noun;een/det;hun/det;loop_aan/verb;met/prep;oog/noun	7	berusting/noun;blik/noun;een/det;hun/det;in/prep;kom/verb;loop_aan/verb;met/prep;oog/noun;van/prep	10	berusting/noun;blik/noun;oog/noun	3	berusting/noun;blik/noun;oog/noun	3	berusting/noun;blik/noun;oog/noun	3	berusting/noun;blik/noun;een/det;hun/det;met/prep;oog/noun	6	berusting/noun;blik/noun;een/det;hun/det;met/prep;oog/noun	6	berusting/noun;blik/noun;een/det;hun/det;in/prep;met/prep;oog/noun;van/prep	8
dof/adj/nrc_handelsblad_20020302_211/158	klink/verb;loper/noun;mobiel/adj;muziek_installatie/noun;veraf/adj	5	klink/verb;loper/noun;mobiel/adj;muziek_installatie/noun;veraf/adj	5	doe/verb;klink/verb;loper/noun;mobiel/adj;muziek_installatie/noun;veraf/adj	6	een/det;hun/det;klink/verb;loper/noun;mobiel/adj;muziek_installatie/noun;veraf/adj	7	een/det;hun/det;klink/verb;loper/noun;mobiel/adj;muziek_installatie/noun;veraf/adj	7	de/det;doe/verb;een/det;hun/det;klink/verb;loper/noun;mobiel/adj;muziek_installatie/noun;van/prep;veraf/adj;één/pron	11	klink/verb;veraf/adj	2	klink/verb;veraf/adj	2	klink/verb;veraf/adj	2	een/det;klink/verb;veraf/adj	3	een/det;klink/verb;veraf/adj	3	een/det;klink/verb;veraf/adj	3
dof/adj/nrc_handelsblad_20030710_132/85	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	groots/adj;kalm/adj;meeslepend/adj;naar/adj;verlang/verb	5	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2	kalm/adj;naar/adj	2
dof/adj/nrc_handelsblad_20001007_165/479	geel_groen/adj;kleur/noun;kom_op/adj;verdwijn/verb	4	geel_groen/adj;kleur/noun;kom_op/adj;verdwijn/verb	4	geel_groen/adj;kleur/noun;kom_op/adj;verdwijn/verb	4	achter/prep;deels/adv;een/det;enigszins/adv;geel_groen/adj;kleur/noun;kom_op/adj;verdwijn/verb	8	achter/prep;deels/adv;een/det;enigszins/adv;geel_groen/adj;kleur/noun;kom_op/adj;verdwijn/verb	8	achter/prep;de/det;deels/adv;een/det;enigszins/adv;geel_groen/adj;kleur/noun;kom_op/adj;verdwijn/verb	9	geel_groen/adj;kleur/noun;verdwijn/verb	3	geel_groen/adj;kleur/noun;verdwijn/verb	3	geel_groen/adj;kleur/noun;verdwijn/verb	3	achter/prep;deels/adv;een/det;enigszins/adv;geel_groen/adj;kleur/noun;verdwijn/verb	7	achter/prep;deels/adv;een/det;enigszins/adv;geel_groen/adj;kleur/noun;verdwijn/verb	7	achter/prep;de/det;deels/adv;een/det;enigszins/adv;geel_groen/adj;kleur/noun;verdwijn/verb	8
dof/adj/nrc_handelsblad_20000923_135/128	haar/noun;ondervoed/adj;ongezond/adj;verweerd/adj;zie_uit/verb	5	haar/noun;ondervoed/adj;ongezond/adj;verweerd/adj;zie_uit/verb	5	haar/noun;ondervoed/adj;ongezond/adj;verweerd/adj;zie_uit/verb	5	haar/noun;ondervoed/adj;ongezond/adj;uit/part;verweerd/adj;ze/pron;zie_uit/verb	7	haar/noun;ondervoed/adj;ongezond/adj;uit/part;verweerd/adj;ze/pron;zie_uit/verb	7	haar/noun;ondervoed/adj;ongezond/adj;uit/part;verweerd/adj;ze/pron;zie_uit/verb	7	haar/noun;ondervoed/adj;verweerd/adj	3	haar/noun;ondervoed/adj;verweerd/adj	3	haar/noun;ondervoed/adj;verweerd/adj	3	haar/noun;ondervoed/adj;verweerd/adj	3	haar/noun;ondervoed/adj;verweerd/adj	3	haar/noun;ondervoed/adj;verweerd/adj	3
dof/adj/nrc_handelsblad_20020913_146/1125	berusting/noun;gezicht/noun;lens/noun;lig/verb	4	berusting/noun;gezicht/noun;lens/noun;lig/verb	4	berusting/noun;gezicht/noun;lens/noun;lig/verb	4	berusting/noun;die/pron;gezicht/noun;het/det;lens/noun;lig/verb	6	berusting/noun;die/pron;gezicht/noun;het/det;lens/noun;lig/verb	6	aan/prep;berusting/noun;de/det;die/pron;gezicht/noun;het/det;in/prep;lens/noun;lig/verb	9	berusting/noun;gezicht/noun;lens/noun	3	berusting/noun;gezicht/noun;lens/noun	3	berusting/noun;gezicht/noun;lens/noun	3	berusting/noun;die/pron;gezicht/noun;lens/noun	4	berusting/noun;die/pron;gezicht/noun;lens/noun	4	aan/prep;berusting/noun;de/det;die/pron;gezicht/noun;in/prep;lens/noun	7
dof/adj/nrc_handelsblad_20031205f_154/411	alles/noun;ben/verb;help/verb;hol/adj;klink/verb;pover/adj	6	alles/noun;ben/verb;help/verb;hol/adj;klink/verb;pover/adj	6	alles/noun;ben/verb;help/verb;hol/adj;klink/verb;pover/adj	6	alles/noun;ben/verb;help/verb;hol/adj;klink/verb;pover/adj	6	alles/noun;ben/verb;help/verb;hol/adj;klink/verb;pover/adj	6	alles/noun;ben/verb;de/det;help/verb;hol/adj;klink/verb;niet/adv;ook/adv;pover/adj	9	alles/noun;help/verb;hol/adj;klink/verb	4	alles/noun;help/verb;hol/adj;klink/verb	4	alles/noun;help/verb;hol/adj;klink/verb	4	alles/noun;help/verb;hol/adj;klink/verb	4	alles/noun;help/verb;hol/adj;klink/verb	4	alles/noun;de/det;help/verb;hol/adj;klink/verb;niet/adv	6
