cw_index	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co	ann_3	ann_2	ann_1	votes
hoekig/adj/volkskrant_20030606_08/327/R13	hoekig/adj/volkskrant_20030606_08/327	R13	heb	verb	heb/verb	heeft	False	R	14	-0.3467582	4034811	135	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20030606_08/327/R14	hoekig/adj/volkskrant_20030606_08/327	R14	,	punct	,/punct	,	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20030606_08/327/R15	hoekig/adj/volkskrant_20030606_08/327	R15	zal	verb	zal/verb	zal	False	R	16	-0.96859884	1661300	30	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/L0	hoekig/adj/volkskrant_20040819_kk_24/157	L0	het	det	het/det	Het	True	L	1	-0.1670006	11650779	468	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/L1	hoekig/adj/volkskrant_20040819_kk_24/157	L1	sentence_delimiter	none	none	<sentence>	none	L	2	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/L2	hoekig/adj/volkskrant_20040819_kk_24/157	L2	sentence_delimiter	none	none	</sentence>	none	L	3	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/L3	hoekig/adj/volkskrant_20040819_kk_24/157	L3	.	punct	./punct	.	False	L	4	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/L4	hoekig/adj/volkskrant_20040819_kk_24/157	L4	land	noun	land/noun	land	False	L	5	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/L5	hoekig/adj/volkskrant_20040819_kk_24/157	L5	eigen	adj	eigen/adj	eigen	False	L	6	-0.31354186	316997	11	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/L6	hoekig/adj/volkskrant_20040819_kk_24/157	L6	in	prep	in/prep	in	False	L	7	-0.101870835	9492181	406	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/L7	hoekig/adj/volkskrant_20040819_kk_24/157	L7	Streets	name	Streets/name	Streets	False	L	8	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/L8	hoekig/adj/volkskrant_20040819_kk_24/157	L8	The	name	The/name	The	False	L	9	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/L9	hoekig/adj/volkskrant_20040819_kk_24/157	L9	van	prep	van/prep	van	False	L	10	-0.07070946	12638933	559	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/L10	hoekig/adj/volkskrant_20040819_kk_24/157	L10	succes	noun	succes/noun	succes	False	L	11	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/L11	hoekig/adj/volkskrant_20040819_kk_24/157	L11	het	det	het/det	het	False	L	12	-0.1670006	11650779	468	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/L12	hoekig/adj/volkskrant_20040819_kk_24/157	L12	verklaar	verb	verklaar/verb	verklaart	False	L	13	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/L13	hoekig/adj/volkskrant_20040819_kk_24/157	L13	het	det	het/det	Het	False	L	14	-0.1670006	11650779	468	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/L14	hoekig/adj/volkskrant_20040819_kk_24/157	L14	sentence_delimiter	none	none	<sentence>	none	L	15	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/L15	hoekig/adj/volkskrant_20040819_kk_24/157	L15	sentence_delimiter	none	none	</sentence>	none	L	16	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/R0	hoekig/adj/volkskrant_20040819_kk_24/157	R0	mengsel	noun	mengsel/noun	mengsel	True	R	1	2.7160968999999997	2772	2	FALSE	FALSE	TRUE	1
hoekig/adj/volkskrant_20040819_kk_24/157/R1	hoekig/adj/volkskrant_20040819_kk_24/157	R1	van	prep	van/prep	van	True	R	2	-0.07070946	12638933	559	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/R2	hoekig/adj/volkskrant_20040819_kk_24/157	R2	hip_hop	noun	hip_hop/noun	hiphop	True	R	3	3.2593662999999995	3246	4	TRUE	TRUE	TRUE	3
hoekig/adj/volkskrant_20040819_kk_24/157/R3	hoekig/adj/volkskrant_20040819_kk_24/157	R3	,	punct	,/punct	,	True	R	4	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/R4	hoekig/adj/volkskrant_20040819_kk_24/157	R4	jungle	noun	jungle/noun	jungle	True	R	5	2.0848458	2631	1	FALSE	TRUE	TRUE	2
hoekig/adj/volkskrant_20040819_kk_24/157/R5	hoekig/adj/volkskrant_20040819_kk_24/157	R5	en	vg	en/vg	en	True	R	6	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/R6	hoekig/adj/volkskrant_20040819_kk_24/157	R6	'	punct	'/punct	'	True	R	7	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/R7	hoekig/adj/volkskrant_20040819_kk_24/157	R7	U.K.	name	U.K./name	U.K.	True	R	8	NA	NA	NA	FALSE	TRUE	FALSE	1
hoekig/adj/volkskrant_20040819_kk_24/157/R8	hoekig/adj/volkskrant_20040819_kk_24/157	R8	garage	name	garage/name	garage	True	R	9	NA	NA	NA	FALSE	TRUE	TRUE	2
hoekig/adj/volkskrant_20040819_kk_24/157/R9	hoekig/adj/volkskrant_20040819_kk_24/157	R9	'	punct	'/punct	'	True	R	10	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/R10	hoekig/adj/volkskrant_20040819_kk_24/157	R10	,	punct	,/punct	,	True	R	11	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/R11	hoekig/adj/volkskrant_20040819_kk_24/157	R11	gecombineerd	adj	gecombineerd/adj	gecombineerd	True	R	12	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/R12	hoekig/adj/volkskrant_20040819_kk_24/157	R12	met	prep	met/prep	met	True	R	13	0.64480525	4230163	383	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/R13	hoekig/adj/volkskrant_20040819_kk_24/157	R13	rauw	adj	rauw/adj	rauwe	True	R	14	3.5919812000000007	5220	9	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/R14	hoekig/adj/volkskrant_20040819_kk_24/157	R14	tekst	noun	tekst/noun	teksten	True	R	15	0.7867968000000001	57540	6	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20040819_kk_24/157/R15	hoekig/adj/volkskrant_20040819_kk_24/157	R15	van	prep	van/prep	van	True	R	16	-0.07070946	12638933	559	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/L0	hoekig/adj/volkskrant_20010830_94/433	L0	in	prep	in/prep	in	True	L	1	-0.101870835	9492181	406	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/L1	hoekig/adj/volkskrant_20010830_94/433	L1	danser	noun	danser/noun	dansers	True	L	2	3.4918970000000003	7680	12	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/L2	hoekig/adj/volkskrant_20010830_94/433	L2	zijn	det	zijn/det	zijn	True	L	3	0.65817213	2164588	199	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/L3	hoekig/adj/volkskrant_20010830_94/433	L3	hij	pron	hij/pron	hij	True	L	4	0.10166536	2403923	127	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/L4	hoekig/adj/volkskrant_20010830_94/433	L4	beeldhouw	verb	beeldhouw/verb	beeldhouwt	True	L	5	4.3419085	548	2	FALSE	TRUE	TRUE	2
hoekig/adj/volkskrant_20010830_94/433/L5	hoekig/adj/volkskrant_20010830_94/433	L5	vaak	adj	vaak/adj	Vaak	True	L	6	0.95302653	194279	24	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/L6	hoekig/adj/volkskrant_20010830_94/433	L6	sentence_delimiter	none	none	<sentence>	none	L	7	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/L7	hoekig/adj/volkskrant_20010830_94/433	L7	sentence_delimiter	none	none	</sentence>	none	L	8	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/L8	hoekig/adj/volkskrant_20010830_94/433	L8	.	punct	./punct	.	False	L	9	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/L9	hoekig/adj/volkskrant_20010830_94/433	L9	natuur	noun	natuur/noun	natuur	False	L	10	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/L10	hoekig/adj/volkskrant_20010830_94/433	L10	de	det	de/det	de	False	L	11	-0.08141816	28074105	1228	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/L11	hoekig/adj/volkskrant_20010830_94/433	L11	en	vg	en/vg	en	False	L	12	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/L12	hoekig/adj/volkskrant_20010830_94/433	L12	zichzelf	pron	zichzelf/pron	zichzelf	False	L	13	0.6670467	86407	8	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/L13	hoekig/adj/volkskrant_20010830_94/433	L13	,	punct	,/punct	,	False	L	14	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/L14	hoekig/adj/volkskrant_20010830_94/433	L14	ander	adj	ander/adj	ander	False	L	15	-0.121820934	663512	28	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/L15	hoekig/adj/volkskrant_20010830_94/433	L15	de	det	de/det	de	False	L	16	-0.08141816	28074105	1228	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/R0	hoekig/adj/volkskrant_20010830_94/433	R0	en	vg	en/vg	en	True	R	1	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/R1	hoekig/adj/volkskrant_20010830_94/433	R1	gebroken	adj	gebroken/adj	gebroken	True	R	2	2.2205852999999998	6890	3	TRUE	FALSE	FALSE	1
hoekig/adj/volkskrant_20010830_94/433/R2	hoekig/adj/volkskrant_20010830_94/433	R2	lijn	noun	lijn/noun	lijnen	True	R	3	2.7036607000000004	47841	34	TRUE	FALSE	TRUE	2
hoekig/adj/volkskrant_20010830_94/433/R3	hoekig/adj/volkskrant_20010830_94/433	R3	zodat	comp	zodat/comp	zodat	True	R	4	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/R4	hoekig/adj/volkskrant_20010830_94/433	R4	angst	noun	angst/noun	angst	True	R	5	0.41280004	27899	2	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/R5	hoekig/adj/volkskrant_20010830_94/433	R5	uit	prep	uit/prep	uit	True	R	6	0.4578818	1135560	85	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/R6	hoekig/adj/volkskrant_20010830_94/433	R6	hun	det	hun/det	hun	True	R	7	-7.532943e-5	902917	43	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/R7	hoekig/adj/volkskrant_20010830_94/433	R7	lichaam_houding	noun	lichaam_houding/noun	lichaamshoudingen	True	R	8	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/R8	hoekig/adj/volkskrant_20010830_94/433	R8	spreek	verb	spreek/verb	spreekt	True	R	9	-0.1921045	127396	5	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/R9	hoekig/adj/volkskrant_20010830_94/433	R9	.	punct	./punct	.	True	R	10	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/R10	hoekig/adj/volkskrant_20010830_94/433	R10	sentence_delimiter	none	none	</sentence>	none	R	11	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/R11	hoekig/adj/volkskrant_20010830_94/433	R11	sentence_delimiter	none	none	<sentence>	none	R	12	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/R12	hoekig/adj/volkskrant_20010830_94/433	R12	niet	adv	niet/adv	Niet	False	R	13	-0.5057626000000001	3455007	99	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/R13	hoekig/adj/volkskrant_20010830_94/433	R13	zelden	adv	zelden/adv	zelden	False	R	14	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/R14	hoekig/adj/volkskrant_20010830_94/433	R14	ben	verb	ben/verb	is	False	R	15	0.07379648	9938754	508	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20010830_94/433/R15	hoekig/adj/volkskrant_20010830_94/433	R15	deze	det	deze/det	deze	False	R	16	-0.06677254	719674	32	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/L0	hoekig/adj/volkskrant_20020620_154/1375	L0	de	det	de/det	de	True	L	1	-0.08141816	28074105	1228	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/L1	hoekig/adj/volkskrant_20020620_154/1375	L1	van	prep	van/prep	van	True	L	2	-0.07070946	12638933	559	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/L2	hoekig/adj/volkskrant_20020620_154/1375	L2	genoeg	fixed	genoeg/fixed	genoeg	True	L	3	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/L3	hoekig/adj/volkskrant_20020620_154/1375	L3	heb	verb	heb/verb	hadden	True	L	4	-0.3467582	4034811	135	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/L4	hoekig/adj/volkskrant_20020620_154/1375	L4	ze	pron	ze/pron	ze	True	L	5	0.0958837	1808509	95	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/L5	hoekig/adj/volkskrant_20020620_154/1375	L5	;	punct	;/punct	;	True	L	6	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/L6	hoekig/adj/volkskrant_20020620_154/1375	L6	voor	prep	voor/prep	voor	True	L	7	-0.457316	3806927	114	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/L7	hoekig/adj/volkskrant_20020620_154/1375	L7	meteen	adv	meteen/adv	meteen	True	L	8	-0.19608149	127413	5	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/L8	hoekig/adj/volkskrant_20020620_154/1375	L8	daar	noun	daar/noun	daar	True	L	9	-0.36770037	272748	9	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/L9	hoekig/adj/volkskrant_20020620_154/1375	L9	DeBlois	name	DeBlois/name	DeBlois	True	L	10	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/L10	hoekig/adj/volkskrant_20020620_154/1375	L10	en	vg	en/vg	en	True	L	11	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/L11	hoekig/adj/volkskrant_20020620_154/1375	L11	Sanders	name	Sanders/name	Sanders	True	L	12	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/L12	hoekig/adj/volkskrant_20020620_154/1375	L12	voel	verb	voel/verb	voelden	True	L	13	-0.34703916	119091	4	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/L13	hoekig/adj/volkskrant_20020620_154/1375	L13	,	punct	,/punct	,	True	L	14	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/L14	hoekig/adj/volkskrant_20020620_154/1375	L14	water_verf_techniek	noun	water_verf_techniek/noun	waterverftechnieken	True	L	15	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/L15	hoekig/adj/volkskrant_20020620_154/1375	L15	oud	adj	oud/adj	oude	True	L	16	0.32602134	243584	16	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/R0	hoekig/adj/volkskrant_20020620_154/1375	R0	vorm	noun	vorm/noun	vormen	True	R	1	2.9475314999999997	73809	67	TRUE	TRUE	TRUE	3
hoekig/adj/volkskrant_20020620_154/1375/R1	hoekig/adj/volkskrant_20020620_154/1375	R1	van	prep	van/prep	van	True	R	2	-0.07070946	12638933	559	FALSE	TRUE	FALSE	1
hoekig/adj/volkskrant_20020620_154/1375/R2	hoekig/adj/volkskrant_20020620_154/1375	R2	computeranimatie	noun	computeranimatie/noun	computeranimatie	True	R	3	4.384440000000001	260	1	FALSE	TRUE	TRUE	2
hoekig/adj/volkskrant_20020620_154/1375/R3	hoekig/adj/volkskrant_20020620_154/1375	R3	.	punct	./punct	.	True	R	4	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/R4	hoekig/adj/volkskrant_20020620_154/1375	R4	sentence_delimiter	none	none	</sentence>	none	R	5	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/R5	hoekig/adj/volkskrant_20020620_154/1375	R5	sentence_delimiter	none	none	<sentence>	none	R	6	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/R6	hoekig/adj/volkskrant_20020620_154/1375	R6	DeBlois	noun	DeBlois/noun	DeBlois	False	R	7	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/R7	hoekig/adj/volkskrant_20020620_154/1375	R7	:	punct	:/punct	:	False	R	8	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/R8	hoekig/adj/volkskrant_20020620_154/1375	R8	'	punct	'/punct	'	False	R	9	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/R9	hoekig/adj/volkskrant_20020620_154/1375	R9	volgens	prep	volgens/prep	Volgens	False	R	10	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/R10	hoekig/adj/volkskrant_20020620_154/1375	R10	ons	noun	ons/noun	ons	False	R	11	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/R11	hoekig/adj/volkskrant_20020620_154/1375	R11	ben	verb	ben/verb	was	False	R	12	0.07379648	9938754	508	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/R12	hoekig/adj/volkskrant_20020620_154/1375	R12	Disney	name	Disney/name	Disney	False	R	13	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/R13	hoekig/adj/volkskrant_20020620_154/1375	R13	het	det	het/det	het	False	R	14	-0.1670006	11650779	468	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/R14	hoekig/adj/volkskrant_20020620_154/1375	R14	contact	noun	contact/noun	contact	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020620_154/1375/R15	hoekig/adj/volkskrant_20020620_154/1375	R15	met	prep	met/prep	met	False	R	16	0.64480525	4230163	383	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/L0	hoekig/adj/volkskrant_20020319_81/463	L0	op	prep	op/prep	op	True	L	1	-0.074651934	4502370	198	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/L1	hoekig/adj/volkskrant_20020319_81/463	L1	leun	verb	leun/verb	leunen	True	L	2	2.8787152999999996	2359	2	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/L2	hoekig/adj/volkskrant_20020319_81/463	L2	het	det	het/det	het	True	L	3	-0.1670006	11650779	468	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/L3	hoekig/adj/volkskrant_20020319_81/463	L3	in	prep	in/prep	in	True	L	4	-0.101870835	9492181	406	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/L4	hoekig/adj/volkskrant_20020319_81/463	L4	neem	verb	neem/verb	nemen	True	L	5	-0.6163831999999999	312837	8	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/L5	hoekig/adj/volkskrant_20020319_81/463	L5	voortouw	noun	voortouw/noun	voortouw	True	L	6	2.4249694	1866	1	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/L6	hoekig/adj/volkskrant_20020319_81/463	L6	het	det	het/det	het	True	L	7	-0.1670006	11650779	468	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/L7	hoekig/adj/volkskrant_20020319_81/463	L7	Turnsek	name	Turnsek/name	Turnsek	True	L	8	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/L8	hoekig/adj/volkskrant_20020319_81/463	L8	Goran	name	Goran/name	Goran	True	L	9	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/L9	hoekig/adj/volkskrant_20020319_81/463	L9	en	vg	en/vg	en	True	L	10	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/L10	hoekig/adj/volkskrant_20020319_81/463	L10	Kappers	name	Kappers/name	Kappers	True	L	11	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/L11	hoekig/adj/volkskrant_20020319_81/463	L11	Martijn	name	Martijn/name	Martijn	True	L	12	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/L12	hoekig/adj/volkskrant_20020319_81/463	L12	terwijl	comp	terwijl/comp	terwijl	True	L	13	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/L13	hoekig/adj/volkskrant_20020319_81/463	L13	,	punct	,/punct	,	True	L	14	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/L14	hoekig/adj/volkskrant_20020319_81/463	L14	tweeling	noun	tweeling/noun	tweeling	True	L	15	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/L15	hoekig/adj/volkskrant_20020319_81/463	L15	soort	noun	soort/noun	soort	True	L	16	0.73565453	100421	10	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/R0	hoekig/adj/volkskrant_20020319_81/463	R0	elleboog	noun	elleboog/noun	ellebogen	True	R	1	4.086145	2125	6	TRUE	TRUE	TRUE	3
hoekig/adj/volkskrant_20020319_81/463/R1	hoekig/adj/volkskrant_20020319_81/463	R1	.	punct	./punct	.	True	R	2	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/R2	hoekig/adj/volkskrant_20020319_81/463	R2	sentence_delimiter	none	none	</sentence>	none	R	3	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/R3	hoekig/adj/volkskrant_20020319_81/463	R3	sentence_delimiter	none	none	<sentence>	none	R	4	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/R4	hoekig/adj/volkskrant_20020319_81/463	R4	te	prep	te/prep	Ter	False	R	5	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/R5	hoekig/adj/volkskrant_20020319_81/463	R5	afsluiting	noun	afsluiting/noun	afsluiting	False	R	6	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/R6	hoekig/adj/volkskrant_20020319_81/463	R6	van	prep	van/prep	van	False	R	7	-0.07070946	12638933	559	TRUE	FALSE	FALSE	1
hoekig/adj/volkskrant_20020319_81/463/R7	hoekig/adj/volkskrant_20020319_81/463	R7	Fruitt(h)ree	name	Fruitt(h)ree/name	Fruitt(h)ree	False	R	8	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/R8	hoekig/adj/volkskrant_20020319_81/463	R8	dans	verb	dans/verb	danst	False	R	9	2.2345292999999997	15891	7	TRUE	FALSE	FALSE	1
hoekig/adj/volkskrant_20020319_81/463/R9	hoekig/adj/volkskrant_20020319_81/463	R9	Holle	name	Holle/name	Holle	False	R	10	NA	NA	NA	TRUE	FALSE	FALSE	1
hoekig/adj/volkskrant_20020319_81/463/R10	hoekig/adj/volkskrant_20020319_81/463	R10	een	det	een/det	een	False	R	11	0.31287128	11075723	720	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/R11	hoekig/adj/volkskrant_20020319_81/463	R11	solo	noun	solo/noun	solo	False	R	12	4.023130399999999	4138	11	TRUE	FALSE	FALSE	1
hoekig/adj/volkskrant_20020319_81/463/R12	hoekig/adj/volkskrant_20020319_81/463	R12	waarin	pp	waarin/pp	waarin	False	R	13	NA	NA	NA	TRUE	FALSE	FALSE	1
hoekig/adj/volkskrant_20020319_81/463/R13	hoekig/adj/volkskrant_20020319_81/463	R13	haar	det	haar/det	haar	False	R	14	0.6671093000000001	570905	53	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/R14	hoekig/adj/volkskrant_20020319_81/463	R14	arm	noun	arm/noun	armen	False	R	15	1.5887222	25767	6	FALSE	FALSE	FALSE	0
hoekig/adj/volkskrant_20020319_81/463/R15	hoekig/adj/volkskrant_20020319_81/463	R15	haar	pron	haar/pron	haar	False	R	16	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/parool_20040513_81/41/L0	hoekig/adj/parool_20040513_81/41	L0	minder	det	minder/det	minder	True	L	1	0.043890186	40453	2	FALSE	FALSE	FALSE	0
hoekig/adj/parool_20040513_81/41/L1	hoekig/adj/parool_20040513_81/41	L1	om	prep	om/prep	om	True	L	2	-0.6039901	500648	13	FALSE	FALSE	FALSE	0
hoekig/adj/parool_20040513_81/41/L2	hoekig/adj/parool_20040513_81/41	L2	vraag	verb	vraag/verb	vraagt	True	L	3	-0.65270394	202345	5	FALSE	FALSE	FALSE	0
hoekig/adj/parool_20040513_81/41/L3	hoekig/adj/parool_20040513_81/41	L3	dat	det	dat/det	dat	True	L	4	-0.32057959999999996	1849436	64	FALSE	FALSE	FALSE	0
hoekig/adj/parool_20040513_81/41/L4	hoekig/adj/parool_20040513_81/41	L4	en	comp	en/comp	En	True	L	5	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/parool_20040513_81/41/L5	hoekig/adj/parool_20040513_81/41	L5	sentence_delimiter	none	none	<sentence>	none	L	6	NA	NA	NA	FALSE	FALSE	FALSE	0
