cw_index	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co	ann_3	ann_2	ann_1	votes
hoekig/adj/nrc_handelsblad_20010105_161/1097/L7	hoekig/adj/nrc_handelsblad_20010105_161/1097	L7	ben	verb	ben/verb	is	True	L	8	0.07379648	9938754	508	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/L8	hoekig/adj/nrc_handelsblad_20010105_161/1097	L8	zo	adv	zo/adv	Zo	True	L	9	0.18715410000000002	748301	43	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/L9	hoekig/adj/nrc_handelsblad_20010105_161/1097	L9	sentence_delimiter	none	none	<sentence>	none	L	10	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/L10	hoekig/adj/nrc_handelsblad_20010105_161/1097	L10	sentence_delimiter	none	none	</sentence>	none	L	11	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/L11	hoekig/adj/nrc_handelsblad_20010105_161/1097	L11	.	punct	./punct	.	False	L	12	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/L12	hoekig/adj/nrc_handelsblad_20010105_161/1097	L12	ben	verb	ben/verb	zijn	False	L	13	0.07379648	9938754	508	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/L13	hoekig/adj/nrc_handelsblad_20010105_161/1097	L13	IT_revolutie	noun	IT_revolutie/noun	IT-revolutie	False	L	14	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/L14	hoekig/adj/nrc_handelsblad_20010105_161/1097	L14	de	det	de/det	de	False	L	15	-0.08141816	28074105	1228	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/L15	hoekig/adj/nrc_handelsblad_20010105_161/1097	L15	van	prep	van/prep	van	False	L	16	-0.07070946	12638933	559	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/R0	hoekig/adj/nrc_handelsblad_20010105_161/1097	R0	gebouw	noun	gebouw/noun	gebouwen	True	R	1	1.4873651	66439	14	TRUE	TRUE	TRUE	3
hoekig/adj/nrc_handelsblad_20010105_161/1097/R1	hoekig/adj/nrc_handelsblad_20010105_161/1097	R1	van	prep	van/prep	van	True	R	2	-0.07070946	12638933	559	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/R2	hoekig/adj/nrc_handelsblad_20010105_161/1097	R2	Wiel	name	Wiel/name	Wiel	True	R	3	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/R3	hoekig/adj/nrc_handelsblad_20010105_161/1097	R3	Arets	name	Arets/name	Arets	True	R	4	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/R4	hoekig/adj/nrc_handelsblad_20010105_161/1097	R4	,	punct	,/punct	,	True	R	5	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/R5	hoekig/adj/nrc_handelsblad_20010105_161/1097	R5	Koen	name	Koen/name	Koen	True	R	6	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/R6	hoekig/adj/nrc_handelsblad_20010105_161/1097	R6	van	name	van/name	van	True	R	7	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/R7	hoekig/adj/nrc_handelsblad_20010105_161/1097	R7	Velsen	name	Velsen/name	Velsen	True	R	8	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/R8	hoekig/adj/nrc_handelsblad_20010105_161/1097	R8	en	vg	en/vg	en	True	R	9	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/R9	hoekig/adj/nrc_handelsblad_20010105_161/1097	R9	Neutelings/Riedijk	name	Neutelings/Riedijk/name	Neutelings/Riedijk	True	R	10	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/R10	hoekig/adj/nrc_handelsblad_20010105_161/1097	R10	vermoedelijk	adj	vermoedelijk/adj	vermoedelijk	True	R	11	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/R11	hoekig/adj/nrc_handelsblad_20010105_161/1097	R11	wel	adv	wel/adv	wel	True	R	12	0.06272309	887396	45	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/R12	hoekig/adj/nrc_handelsblad_20010105_161/1097	R12	handig	adj	handig/adj	handig	True	R	13	2.034585	13755	5	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/R13	hoekig/adj/nrc_handelsblad_20010105_161/1097	R13	ben	verb	ben/verb	geweest	True	R	14	0.07379648	9938754	508	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/R14	hoekig/adj/nrc_handelsblad_20010105_161/1097	R14	,	punct	,/punct	,	True	R	15	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20010105_161/1097/R15	hoekig/adj/nrc_handelsblad_20010105_161/1097	R15	maar	adv	maar/adv	maar	True	R	16	0.2701603	480969	30	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/L0	hoekig/adj/nrc_handelsblad_20020323_199/504	L0	een	det	een/det	een	True	L	1	0.31287128	11075723	720	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/L1	hoekig/adj/nrc_handelsblad_20020323_199/504	L1	van	prep	van/prep	van	True	L	2	-0.07070946	12638933	559	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/L2	hoekig/adj/nrc_handelsblad_20020323_199/504	L2	daal_af	adj	daal_af/adj	Afdalend	True	L	3	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/L3	hoekig/adj/nrc_handelsblad_20020323_199/504	L3	sentence_delimiter	none	none	<sentence>	none	L	4	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/L4	hoekig/adj/nrc_handelsblad_20020323_199/504	L4	sentence_delimiter	none	none	</sentence>	none	L	5	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/L5	hoekig/adj/nrc_handelsblad_20020323_199/504	L5	.	punct	./punct	.	False	L	6	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/L6	hoekig/adj/nrc_handelsblad_20020323_199/504	L6	regie	noun	regie/noun	regie	False	L	7	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/L7	hoekig/adj/nrc_handelsblad_20020323_199/504	L7	Lesters	det	Lesters/det	Lesters	False	L	8	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/L8	hoekig/adj/nrc_handelsblad_20020323_199/504	L8	van	prep	van/prep	van	False	L	9	-0.07070946	12638933	559	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/L9	hoekig/adj/nrc_handelsblad_20020323_199/504	L9	hoogtepunt	noun	hoogtepunt/noun	hoogtepunt	False	L	10	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/L10	hoekig/adj/nrc_handelsblad_20020323_199/504	L10	het	det	het/det	het	False	L	11	-0.1670006	11650779	468	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/L11	hoekig/adj/nrc_handelsblad_20020323_199/504	L11	steeds	adv	steeds/adv	steeds	False	L	12	0.0038655328000000004	252048	12	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/L12	hoekig/adj/nrc_handelsblad_20020323_199/504	L12	nog	adv	nog/adv	nog	False	L	13	-0.33778959999999997	1683041	57	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/L13	hoekig/adj/nrc_handelsblad_20020323_199/504	L13	ben	verb	ben/verb	is	False	L	14	0.07379648	9938754	508	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/L14	hoekig/adj/nrc_handelsblad_20020323_199/504	L14	Night	name	Night/name	Night	False	L	15	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/L15	hoekig/adj/nrc_handelsblad_20020323_199/504	L15	Day's	name	Day's/name	Day's	False	L	16	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/R0	hoekig/adj/nrc_handelsblad_20020323_199/504	R0	brand_trap	noun	brand_trap/noun	brandtrap	True	R	1	NA	NA	NA	TRUE	TRUE	TRUE	3
hoekig/adj/nrc_handelsblad_20020323_199/504/R1	hoekig/adj/nrc_handelsblad_20020323_199/504	R1	à	vg	à/vg	à	True	R	2	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/R2	hoekig/adj/nrc_handelsblad_20020323_199/504	R2	la	noun	la/noun	la	True	R	3	1.8625451000000002	13135	4	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/R3	hoekig/adj/nrc_handelsblad_20020323_199/504	R3	West	name	West/name	West	True	R	4	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/R4	hoekig/adj/nrc_handelsblad_20020323_199/504	R4	Side	name	Side/name	Side	True	R	5	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/R5	hoekig/adj/nrc_handelsblad_20020323_199/504	R5	Story	name	Story/name	Story	True	R	6	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/R6	hoekig/adj/nrc_handelsblad_20020323_199/504	R6	kom_terecht	verb	kom_terecht/verb	komen	True	R	7	0.38890007	42714	3	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/R7	hoekig/adj/nrc_handelsblad_20020323_199/504	R7	John	name	John/name	John	True	R	8	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/R8	hoekig/adj/nrc_handelsblad_20020323_199/504	R8	,	punct	,/punct	,	True	R	9	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/R9	hoekig/adj/nrc_handelsblad_20020323_199/504	R9	George	name	George/name	George	True	R	10	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/R10	hoekig/adj/nrc_handelsblad_20020323_199/504	R10	,	punct	,/punct	,	True	R	11	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/R11	hoekig/adj/nrc_handelsblad_20020323_199/504	R11	Paul	name	Paul/name	Paul	True	R	12	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/R12	hoekig/adj/nrc_handelsblad_20020323_199/504	R12	en	vg	en/vg	en	True	R	13	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/R13	hoekig/adj/nrc_handelsblad_20020323_199/504	R13	Ringo	name	Ringo/name	Ringo	True	R	14	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/R14	hoekig/adj/nrc_handelsblad_20020323_199/504	R14	op	prep	op/prep	op	True	R	15	-0.074651934	4502370	198	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20020323_199/504/R15	hoekig/adj/nrc_handelsblad_20020323_199/504	R15	een	det	een/det	een	True	R	16	0.31287128	11075723	720	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/L0	hoekig/adj/nrc_handelsblad_20000125_37/449	L0	even	adv	even/adv	even	True	L	1	1.5190133999999997	32250	7	TRUE	TRUE	FALSE	2
hoekig/adj/nrc_handelsblad_20000125_37/449/L1	hoekig/adj/nrc_handelsblad_20000125_37/449	L1	ben	verb	ben/verb	is	True	L	2	0.07379648	9938754	508	TRUE	FALSE	FALSE	1
hoekig/adj/nrc_handelsblad_20000125_37/449/L2	hoekig/adj/nrc_handelsblad_20000125_37/449	L2	hij	pron	hij/pron	Hij	True	L	3	0.10166536	2403923	127	TRUE	FALSE	TRUE	2
hoekig/adj/nrc_handelsblad_20000125_37/449/L3	hoekig/adj/nrc_handelsblad_20000125_37/449	L3	sentence_delimiter	none	none	<sentence>	none	L	4	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/L4	hoekig/adj/nrc_handelsblad_20000125_37/449	L4	sentence_delimiter	none	none	</sentence>	none	L	5	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/L5	hoekig/adj/nrc_handelsblad_20000125_37/449	L5	.	punct	./punct	.	False	L	6	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/L6	hoekig/adj/nrc_handelsblad_20000125_37/449	L6	Lancaster	name	Lancaster/name	Lancaster	False	L	7	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/L7	hoekig/adj/nrc_handelsblad_20000125_37/449	L7	Burt	name	Burt/name	Burt	False	L	8	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/L8	hoekig/adj/nrc_handelsblad_20000125_37/449	L8	,	punct	,/punct	,	False	L	9	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/L9	hoekig/adj/nrc_handelsblad_20000125_37/449	L9	hoofd_rol_speler	noun	hoofd_rol_speler/noun	hoofdrolspeler	False	L	10	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/L10	hoekig/adj/nrc_handelsblad_20000125_37/449	L10	zijn	det	zijn/det	zijn	False	L	11	0.65817213	2164588	199	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/L11	hoekig/adj/nrc_handelsblad_20000125_37/449	L11	van	prep	van/prep	van	False	L	12	-0.07070946	12638933	559	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/L12	hoekig/adj/nrc_handelsblad_20000125_37/449	L12	Brooks	name	Brooks/name	Brooks	False	L	13	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/L13	hoekig/adj/nrc_handelsblad_20000125_37/449	L13	Richard	name	Richard/name	Richard	False	L	14	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/L14	hoekig/adj/nrc_handelsblad_20000125_37/449	L14	regisseur	noun	regisseur/noun	regisseur	False	L	15	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/L15	hoekig/adj/nrc_handelsblad_20000125_37/449	L15	van	prep	van/prep	van	False	L	16	-0.07070946	12638933	559	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/R0	hoekig/adj/nrc_handelsblad_20000125_37/449	R0	als	comparative	als/comparative	als	True	R	1	NA	NA	NA	TRUE	TRUE	FALSE	2
hoekig/adj/nrc_handelsblad_20000125_37/449/R1	hoekig/adj/nrc_handelsblad_20000125_37/449	R1	Kirk	name	Kirk/name	Kirk	True	R	2	NA	NA	NA	TRUE	FALSE	FALSE	1
hoekig/adj/nrc_handelsblad_20000125_37/449/R2	hoekig/adj/nrc_handelsblad_20000125_37/449	R2	Douglas	name	Douglas/name	Douglas	True	R	3	NA	NA	NA	TRUE	FALSE	FALSE	1
hoekig/adj/nrc_handelsblad_20000125_37/449/R3	hoekig/adj/nrc_handelsblad_20000125_37/449	R3	,	punct	,/punct	,	True	R	4	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/R4	hoekig/adj/nrc_handelsblad_20000125_37/449	R4	zijn	det	zijn/det	zijn	True	R	5	0.65817213	2164588	199	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/R5	hoekig/adj/nrc_handelsblad_20000125_37/449	R5	torso	noun	torso/noun	torso	True	R	6	4.3112683	282	1	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/R6	hoekig/adj/nrc_handelsblad_20000125_37/449	R6	even	adv	even/adv	even	True	R	7	1.5190133999999997	32250	7	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/R7	hoekig/adj/nrc_handelsblad_20000125_37/449	R7	omvangrijk	adj	omvangrijk/adj	omvangrijk	True	R	8	1.0209583	7592	1	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/R8	hoekig/adj/nrc_handelsblad_20000125_37/449	R8	als	comparative	als/comparative	als	True	R	9	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/R9	hoekig/adj/nrc_handelsblad_20000125_37/449	R9	die	det	die/det	die	True	R	10	0.26509740000000004	1365392	85	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/R10	hoekig/adj/nrc_handelsblad_20000125_37/449	R10	van	prep	van/prep	van	True	R	11	-0.07070946	12638933	559	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/R11	hoekig/adj/nrc_handelsblad_20000125_37/449	R11	Robert	name	Robert/name	Robert	True	R	12	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/R12	hoekig/adj/nrc_handelsblad_20000125_37/449	R12	Mitchum	name	Mitchum/name	Mitchum	True	R	13	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/R13	hoekig/adj/nrc_handelsblad_20000125_37/449	R13	,	punct	,/punct	,	True	R	14	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/R14	hoekig/adj/nrc_handelsblad_20000125_37/449	R14	maar	vg	maar/vg	maar	True	R	15	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000125_37/449/R15	hoekig/adj/nrc_handelsblad_20000125_37/449	R15	Lancaster	name	Lancaster/name	Lancaster	True	R	16	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/L0	hoekig/adj/nrc_handelsblad_20001006_82/270	L0	een	det	een/det	een	True	L	1	0.31287128	11075723	720	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/L1	hoekig/adj/nrc_handelsblad_20001006_82/270	L1	met	prep	met/prep	met	True	L	2	0.64480525	4230163	383	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/L2	hoekig/adj/nrc_handelsblad_20001006_82/270	L2	beroemd	adj	beroemd/adj	beroemd	True	L	3	0.98639446	23594	3	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/L3	hoekig/adj/nrc_handelsblad_20001006_82/270	L3	typograaf	noun	typograaf/noun	typograaf	True	L	4	NA	NA	NA	TRUE	TRUE	FALSE	2
hoekig/adj/nrc_handelsblad_20001006_82/270/L4	hoekig/adj/nrc_handelsblad_20001006_82/270	L4	als	prep	als/prep	als	True	L	5	0.29748282	1263756	81	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/L5	hoekig/adj/nrc_handelsblad_20001006_82/270	L5	word	verb	word/verb	werd	True	L	6	-0.41804108	3486710	109	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/L6	hoekig/adj/nrc_handelsblad_20001006_82/270	L6	)	punct	)/punct	)	True	L	7	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/L7	hoekig/adj/nrc_handelsblad_20001006_82/270	L7	1937	noun	1937/noun	1937	True	L	8	3.1155402999999997	1863	2	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/L8	hoekig/adj/nrc_handelsblad_20001006_82/270	L8	,	punct	,/punct	,	True	L	9	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/L9	hoekig/adj/nrc_handelsblad_20001006_82/270	L9	Stuttgart	name	Stuttgart/name	Stuttgart	True	L	10	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/L10	hoekig/adj/nrc_handelsblad_20001006_82/270	L10	(	punct	(/punct	(	True	L	11	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/L11	hoekig/adj/nrc_handelsblad_20001006_82/270	L11	Reichert	name	Reichert/name	Reichert	True	L	12	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/L12	hoekig/adj/nrc_handelsblad_20001006_82/270	L12	Josua	name	Josua/name	Josua	True	L	13	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/L13	hoekig/adj/nrc_handelsblad_20001006_82/270	L13	sentence_delimiter	none	none	<sentence>	none	L	14	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/L14	hoekig/adj/nrc_handelsblad_20001006_82/270	L14	sentence_delimiter	none	none	</sentence>	none	L	15	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/L15	hoekig/adj/nrc_handelsblad_20001006_82/270	L15	""""	punct	"""/punct"	""""	False	L	16	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/R0	hoekig/adj/nrc_handelsblad_20001006_82/270	R0	,	punct	,/punct	,	True	R	1	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/R1	hoekig/adj/nrc_handelsblad_20001006_82/270	R1	sober	adj	sober/adj	sobere	True	R	2	3.062842	6888	7	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/R2	hoekig/adj/nrc_handelsblad_20001006_82/270	R2	stijl	noun	stijl/noun	stijl	True	R	3	3.5422769	25522	42	TRUE	TRUE	TRUE	3
hoekig/adj/nrc_handelsblad_20001006_82/270/R3	hoekig/adj/nrc_handelsblad_20001006_82/270	R3	.	punct	./punct	.	True	R	4	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/R4	hoekig/adj/nrc_handelsblad_20001006_82/270	R4	sentence_delimiter	none	none	</sentence>	none	R	5	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/R5	hoekig/adj/nrc_handelsblad_20001006_82/270	R5	sentence_delimiter	none	none	<sentence>	none	R	6	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/R6	hoekig/adj/nrc_handelsblad_20001006_82/270	R6	zijn	det	zijn/det	Zijn	False	R	7	0.65817213	2164588	199	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/R7	hoekig/adj/nrc_handelsblad_20001006_82/270	R7	groot	adj	groot/adj	grote	False	R	8	0.20208398	774779	45	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/R8	hoekig/adj/nrc_handelsblad_20001006_82/270	R8	voorbeeld	noun	voorbeeld/noun	voorbeeld	False	R	9	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/R9	hoekig/adj/nrc_handelsblad_20001006_82/270	R9	ben	verb	ben/verb	was	False	R	10	0.07379648	9938754	508	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/R10	hoekig/adj/nrc_handelsblad_20001006_82/270	R10	de	det	de/det	de	False	R	11	-0.08141816	28074105	1228	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/R11	hoekig/adj/nrc_handelsblad_20001006_82/270	R11	Gronings	adj	Gronings/adj	Groningse	False	R	12	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/R12	hoekig/adj/nrc_handelsblad_20001006_82/270	R12	grafisch	adj	grafisch/adj	grafisch	False	R	13	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/R13	hoekig/adj/nrc_handelsblad_20001006_82/270	R13	kunstenaar	noun	kunstenaar/noun	kunstenaar	False	R	14	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/R14	hoekig/adj/nrc_handelsblad_20001006_82/270	R14	Hendrik	name	Hendrik/name	Hendrik	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20001006_82/270/R15	hoekig/adj/nrc_handelsblad_20001006_82/270	R15	Nicolaas	name	Nicolaas/name	Nicolaas	False	R	16	NA	NA	NA	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000729_114/333/L0	hoekig/adj/nrc_handelsblad_20000729_114/333	L0	een	det	een/det	een	True	L	1	0.31287128	11075723	720	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000729_114/333/L1	hoekig/adj/nrc_handelsblad_20000729_114/333	L1	toe	adv	toe/adv	toe	True	L	2	1.5080163	32467	7	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000729_114/333/L2	hoekig/adj/nrc_handelsblad_20000729_114/333	L2	en	adv	en/adv	en	True	L	3	1.0669132	50456	7	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000729_114/333/L3	hoekig/adj/nrc_handelsblad_20000729_114/333	L3	af	adv	af/adv	af	True	L	4	1.4907871000000001	28306	6	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000729_114/333/L4	hoekig/adj/nrc_handelsblad_20000729_114/333	L4	niet	adv	niet/adv	niet	True	L	5	-0.5057626000000001	3455007	99	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000729_114/333/L5	hoekig/adj/nrc_handelsblad_20000729_114/333	L5	die	pron	die/pron	die	True	L	6	0.15846099	2519801	141	FALSE	FALSE	FALSE	0
hoekig/adj/nrc_handelsblad_20000729_114/333/L6	hoekig/adj/nrc_handelsblad_20000729_114/333	L6	ben	verb	ben/verb	waren	True	L	7	0.07379648	9938754	508	FALSE	FALSE	FALSE	0
