_id	_cws.stof.foc10.nav.ppmi_weight.bound	_count.stof.foc10.nav.ppmi_weight.bound	_cws.stof.foc10.nav.ppmi_sel.bound	_count.stof.foc10.nav.ppmi_sel.bound	_cws.stof.foc10.nav.no_ppmi.bound	_count.stof.foc10.nav.no_ppmi.bound	_cws.stof.foc10.all.ppmi_weight.bound	_count.stof.foc10.all.ppmi_weight.bound	_cws.stof.foc10.all.ppmi_sel.bound	_count.stof.foc10.all.ppmi_sel.bound	_cws.stof.foc10.all.no_ppmi.bound	_count.stof.foc10.all.no_ppmi.bound	_cws.stof.foc5.nav.ppmi_weight.bound	_count.stof.foc5.nav.ppmi_weight.bound	_cws.stof.foc5.nav.ppmi_sel.bound	_count.stof.foc5.nav.ppmi_sel.bound	_cws.stof.foc5.nav.no_ppmi.bound	_count.stof.foc5.nav.no_ppmi.bound	_cws.stof.foc5.all.ppmi_weight.bound	_count.stof.foc5.all.ppmi_weight.bound	_cws.stof.foc5.all.ppmi_sel.bound	_count.stof.foc5.all.ppmi_sel.bound	_cws.stof.foc5.all.no_ppmi.bound	_count.stof.foc5.all.no_ppmi.bound
stof/noun/volkskrant_20020820_28/434	ben/verb;gemakkelijk/adj;maak_aan/verb;spring_stof/noun;verkrijg/verb	5	ben/verb;gemakkelijk/adj;maak_aan/verb;spring_stof/noun;verkrijg/verb	5	ben/verb;durend/adj;gemakkelijk/adj;maak_aan/verb;spring_stof/noun;verkrijg/verb	6	ben/verb;de/det;die/pron;gemakkelijk/adj;het/det;maak_aan/verb;spring_stof/noun;uit/prep;van/prep;verkrijg/verb	10	ben/verb;de/det;die/pron;gemakkelijk/adj;het/det;maak_aan/verb;spring_stof/noun;uit/prep;van/prep;verkrijg/verb	10	ben/verb;de/det;die/pron;durend/adj;gemakkelijk/adj;het/det;maak_aan/verb;over/prep;spring_stof/noun;uit/prep;van/prep;verkrijg/verb	12	ben/verb;gemakkelijk/adj;spring_stof/noun;verkrijg/verb	4	ben/verb;gemakkelijk/adj;spring_stof/noun;verkrijg/verb	4	ben/verb;gemakkelijk/adj;spring_stof/noun;verkrijg/verb	4	ben/verb;de/det;die/pron;gemakkelijk/adj;spring_stof/noun;uit/prep;van/prep;verkrijg/verb	8	ben/verb;de/det;die/pron;gemakkelijk/adj;spring_stof/noun;uit/prep;van/prep;verkrijg/verb	8	ben/verb;de/det;die/pron;gemakkelijk/adj;spring_stof/noun;uit/prep;van/prep;verkrijg/verb	8
stof/noun/volkskrant_20020608_122/77	alge/noun;bekend/adj;ben/verb;scheid_af/verb;vluchtig/adj	5	alge/noun;bekend/adj;ben/verb;scheid_af/verb;vluchtig/adj	5	alge/noun;bekend/adj;ben/verb;scheid_af/verb;vluchtig/adj	5	alge/noun;bekend/adj;ben/verb;de/det;die/pron;invloed/prep;onder/prep;scheid_af/verb;van/prep;vluchtig/adj	10	alge/noun;bekend/adj;ben/verb;de/det;die/pron;invloed/prep;onder/prep;scheid_af/verb;van/prep;vluchtig/adj	10	alge/noun;bekend/adj;ben/verb;de/det;die/pron;invloed/prep;onder/prep;scheid_af/verb;van/prep;vluchtig/adj	10	alge/noun;scheid_af/verb;vluchtig/adj	3	alge/noun;scheid_af/verb;vluchtig/adj	3	alge/noun;scheid_af/verb;vluchtig/adj	3	alge/noun;de/det;scheid_af/verb;vluchtig/adj	4	alge/noun;de/det;scheid_af/verb;vluchtig/adj	4	alge/noun;de/det;scheid_af/verb;vluchtig/adj	4
stof/noun/volkskrant_20031025_124/105	bondig/adj;droog/adj;gebruik/verb;helder/adj;kan/verb	5	bondig/adj;droog/adj;gebruik/verb;helder/adj;kan/verb	5	bondig/adj;droog/adj;gebruik/verb;helder/adj;humor/noun;kan/verb;schrijf/verb;vleug_DIM/noun	8	bondig/adj;de/det;droog/adj;een/det;gebruik/verb;helder/adj;kan/verb	7	bondig/adj;de/det;droog/adj;een/det;gebruik/verb;helder/adj;kan/verb	7	al/adv;bondig/adj;de/det;droog/adj;een/det;gebruik/verb;helder/adj;hij/pron;humor/noun;kan/verb;schrijf/verb;vleug_DIM/noun;wel/adv	13	bondig/adj;droog/adj;gebruik/verb;kan/verb	4	bondig/adj;droog/adj;gebruik/verb;kan/verb	4	bondig/adj;droog/adj;gebruik/verb;humor/noun;kan/verb;vleug_DIM/noun	6	bondig/adj;de/det;droog/adj;een/det;gebruik/verb;kan/verb	6	bondig/adj;de/det;droog/adj;een/det;gebruik/verb;kan/verb	6	al/adv;bondig/adj;de/det;droog/adj;een/det;gebruik/verb;humor/noun;kan/verb;vleug_DIM/noun;wel/adv	10
stof/noun/volkskrant_20040207_277/294	erts/noun;ontsta/verb;vast/adj;word/verb	4	erts/noun;ontsta/verb;vast/adj;word/verb	4	blijf/verb;erts/noun;noem/verb;ontsta/verb;vast/adj;word/verb	6	die/pron;dus/adv;erts/noun;het/det;ontsta/verb;vast/adj;word/verb	7	die/pron;dus/adv;erts/noun;het/det;ontsta/verb;vast/adj;word/verb	7	blijf/verb;die/pron;dus/adv;erts/noun;het/det;noem/verb;ontsta/verb;vast/adj;word/verb	9	ontsta/verb;vast/adj	2	ontsta/verb;vast/adj	2	blijf/verb;ontsta/verb;vast/adj	3	die/pron;dus/adv;ontsta/verb;vast/adj	4	die/pron;dus/adv;ontsta/verb;vast/adj	4	blijf/verb;die/pron;dus/adv;ontsta/verb;vast/adj	5
stof/noun/volkskrant_19990609_6/40	beoog/verb;doe/verb;trek_op/verb	3	beoog/verb;doe/verb;trek_op/verb	3	beoog/verb;confrontatie/noun;doe/verb;nota/noun;snel/adj;trek_op/verb;zal/verb	7	als/prep;beoog/verb;de/det;doe/verb;het/det;in/prep;trek_op/verb	7	als/prep;beoog/verb;de/det;doe/verb;het/det;in/prep;trek_op/verb	7	als/prep;beoog/verb;confrontatie/noun;de/det;doe/verb;het/det;in/prep;niet/adv;nota/noun;snel/adj;trek_op/verb;zal/verb	12	beoog/verb;doe/verb;trek_op/verb	3	beoog/verb;doe/verb;trek_op/verb	3	beoog/verb;confrontatie/noun;doe/verb;snel/adj;trek_op/verb;zal/verb	6	beoog/verb;doe/verb;het/det;trek_op/verb	4	beoog/verb;doe/verb;het/det;trek_op/verb	4	beoog/verb;confrontatie/noun;doe/verb;het/det;niet/adv;snel/adj;trek_op/verb;zal/verb	8
stof/noun/volkskrant_20020314_128/473	genoeg/adj;geschoren/adj;kleed/noun;mooi/adj;nerts/noun	5	genoeg/adj;geschoren/adj;kleed/noun;mooi/adj;nerts/noun	5	genoeg/adj;geschoren/adj;kleed/noun;mooi/adj;nerts/noun;net/noun	6	de/det;genoeg/adj;geschoren/adj;kleed/noun;met/prep;mooi/adj;nerts/noun;van/prep	8	de/det;genoeg/adj;geschoren/adj;kleed/noun;met/prep;mooi/adj;nerts/noun;van/prep	8	de/det;genoeg/adj;geschoren/adj;kleed/noun;met/prep;mooi/adj;nerts/noun;net/noun;van/prep	9	geschoren/adj;kleed/noun;mooi/adj;nerts/noun	4	geschoren/adj;kleed/noun;mooi/adj;nerts/noun	4	geschoren/adj;kleed/noun;mooi/adj;nerts/noun	4	de/det;geschoren/adj;kleed/noun;mooi/adj;nerts/noun;van/prep	6	de/det;geschoren/adj;kleed/noun;mooi/adj;nerts/noun;van/prep	6	de/det;geschoren/adj;kleed/noun;mooi/adj;nerts/noun;van/prep	6
stof/noun/volkskrant_19991124_1/473	ben/verb;geef_af/verb;rood/adj;wit/adj	4	ben/verb;geef_af/verb;rood/adj;wit/adj	4	ben/verb;geef_af/verb;heb/verb;onherstelbaar/adj;rood/adj;wit/adj	6	ben/verb;de/det;geef_af/verb;het/det;ook/adv;rood/adj;wit/adj	7	ben/verb;de/det;geef_af/verb;het/det;ook/adv;rood/adj;wit/adj	7	ben/verb;de/det;geef_af/verb;heb/verb;het/det;onherstelbaar/adj;ook/adv;rood/adj;wit/adj	9	geef_af/verb;rood/adj	2	geef_af/verb;rood/adj	2	geef_af/verb;heb/verb;onherstelbaar/adj;rood/adj	4	de/det;geef_af/verb;rood/adj	3	de/det;geef_af/verb;rood/adj	3	de/det;geef_af/verb;heb/verb;onherstelbaar/adj;rood/adj	5
stof/noun/volkskrant_20010616_90/747	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;door/prep;heen/part;u/det	4	ben/verb;door/prep;heen/part;u/det	4	ben/verb;door/prep;heen/part;u/det;u/pron	5	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;door/prep;heen/part;u/det	4	ben/verb;door/prep;heen/part;u/det	4	ben/verb;door/prep;heen/part;u/det;u/pron	5
stof/noun/volkskrant_20031201_24/244	bot/noun;dun/adj;jas_DIM/noun;overhemd/noun	4	bot/noun;dun/adj;jas_DIM/noun;overhemd/noun	4	bot/noun;dun/adj;hand/noun;jas_DIM/noun;overhemd/noun;voel/verb	6	bot/noun;de/det;door/prep;dun/adj;dwars/adv;jas_DIM/noun;overhemd/noun;van/prep	8	bot/noun;de/det;door/prep;dun/adj;dwars/adv;jas_DIM/noun;overhemd/noun;van/prep	8	bot/noun;de/det;door/prep;dun/adj;dwars/adv;hand/noun;ik/pron;jas_DIM/noun;mijn/det;overhemd/noun;tegen/prep;van/prep;voel/verb;zijn/det	14	dun/adj;overhemd/noun	2	dun/adj;overhemd/noun	2	dun/adj;overhemd/noun;voel/verb	3	de/det;door/prep;dun/adj;dwars/adv;overhemd/noun;van/prep	6	de/det;door/prep;dun/adj;dwars/adv;overhemd/noun;van/prep	6	de/det;door/prep;dun/adj;dwars/adv;ik/pron;overhemd/noun;van/prep;voel/verb	8
stof/noun/volkskrant_19990204_112/470	werkzaam/adj	1	werkzaam/adj	1	naam/noun;werkzaam/adj	2	de/det;van/prep;werkzaam/adj	3	de/det;van/prep;werkzaam/adj	3	de/det;naam/noun;van/prep;werkzaam/adj	4	werkzaam/adj	1	werkzaam/adj	1	naam/noun;werkzaam/adj	2	de/det;van/prep;werkzaam/adj	3	de/det;van/prep;werkzaam/adj	3	de/det;naam/noun;van/prep;werkzaam/adj	4
stof/noun/volkskrant_20010303_105/236	snuif_op/verb;spuit_in/verb	2	snuif_op/verb;spuit_in/verb	2	snuif_op/verb;spuit_in/verb	2	de/det;die/det;genoemd/prep;op/part;snuif_op/verb;spuit_in/verb	6	de/det;die/det;genoemd/prep;op/part;snuif_op/verb;spuit_in/verb	6	de/det;die/det;genoemd/prep;in/part;op/part;snuif_op/verb;spuit_in/verb;wel/adv	8	snuif_op/verb;spuit_in/verb	2	snuif_op/verb;spuit_in/verb	2	snuif_op/verb;spuit_in/verb	2	de/det;die/det;genoemd/prep;op/part;snuif_op/verb;spuit_in/verb	6	de/det;die/det;genoemd/prep;op/part;snuif_op/verb;spuit_in/verb	6	de/det;die/det;genoemd/prep;in/part;op/part;snuif_op/verb;spuit_in/verb	7
stof/noun/volkskrant_20000929_59/56	ben/verb;diep/adj	2	ben/verb;diep/adj	2	ben/verb;diep/adj;ga/verb;partij_congres/noun	4	ben/verb;diep/adj;door/prep;een/det;het/det	5	ben/verb;diep/adj;door/prep;een/det;het/det	5	ben/verb;diep/adj;door/prep;een/det;ga/verb;het/det;nog/adv;nooit/adv;partij_congres/noun;tijdens/prep;zo/adv	11	diep/adj	1	diep/adj	1	diep/adj;ga/verb;partij_congres/noun	3	diep/adj;door/prep;een/det;het/det	4	diep/adj;door/prep;een/det;het/det	4	diep/adj;door/prep;een/det;ga/verb;het/det;partij_congres/noun;tijdens/prep;zo/adv	8
stof/noun/volkskrant_20000106_136/55	doe/verb;thuisland/noun;waai_op/verb	3	doe/verb;thuisland/noun;waai_op/verb	3	debuut/noun;doe/verb;regisseur/noun;thuisland/noun;waai_op/verb	5	doe/verb;in/prep;thuisland/noun;van/prep;veel/det;waai_op/verb	6	doe/verb;in/prep;thuisland/noun;van/prep;veel/det;waai_op/verb	6	debuut/noun;doe/verb;in/prep;regisseur/noun;thuisland/noun;van/prep;veel/det;waai_op/verb;zijn/det	9	doe/verb;thuisland/noun;waai_op/verb	3	doe/verb;thuisland/noun;waai_op/verb	3	doe/verb;thuisland/noun;waai_op/verb	3	doe/verb;in/prep;thuisland/noun;veel/det;waai_op/verb	5	doe/verb;in/prep;thuisland/noun;veel/det;waai_op/verb	5	doe/verb;in/prep;thuisland/noun;veel/det;waai_op/verb;zijn/det	6
stof/noun/volkskrant_20010222_41/309	gevaarlijk/adj	1	gevaarlijk/adj	1	gevaarlijk/adj	1	de/det;door/prep;gevaarlijk/adj;vervolgens/adv	4	de/det;door/prep;gevaarlijk/adj;vervolgens/adv	4	de/det;door/prep;gevaarlijk/adj;vervolgens/adv	4	gevaarlijk/adj	1	gevaarlijk/adj	1	gevaarlijk/adj	1	door/prep;gevaarlijk/adj	2	door/prep;gevaarlijk/adj	2	door/prep;gevaarlijk/adj	2
stof/noun/volkskrant_19991130_9/135	ben/verb;brand_op/verb;hersenen/noun;verliefdheid/noun;veroorzaak/verb	5	ben/verb;brand_op/verb;hersenen/noun;verliefdheid/noun;veroorzaak/verb	5	ben/verb;brand_op/verb;hersenen/noun;maand/noun;partner/noun;verliefdheid/noun;veroorzaak/verb	7	ben/verb;brand_op/verb;de/det;die/pron;hersenen/noun;in/prep;verliefdheid/noun;veroorzaak/verb	8	ben/verb;brand_op/verb;de/det;die/pron;hersenen/noun;in/prep;verliefdheid/noun;veroorzaak/verb	8	ben/verb;brand_op/verb;de/det;die/pron;hersenen/noun;in/prep;maand/noun;na/prep;partner/noun;verliefdheid/noun;veroorzaak/verb	11	ben/verb;hersenen/noun;verliefdheid/noun	3	ben/verb;hersenen/noun;verliefdheid/noun	3	ben/verb;hersenen/noun;maand/noun;verliefdheid/noun	4	ben/verb;de/det;die/pron;hersenen/noun;in/prep;verliefdheid/noun	6	ben/verb;de/det;die/pron;hersenen/noun;in/prep;verliefdheid/noun	6	ben/verb;de/det;die/pron;hersenen/noun;in/prep;maand/noun;na/prep;verliefdheid/noun	8
stof/noun/volkskrant_20040416_06/69	ben/verb;onschuldig/adj	2	ben/verb;onschuldig/adj	2	ben/verb;genade/noun;onschuldig/adj;onze/noun;slachtoffer/noun	5	ben/verb;onder/prep;onschuldig/adj;u/det;welk/det	5	ben/verb;onder/prep;onschuldig/adj;u/det;welk/det	5	ben/verb;genade/noun;onder/prep;onschuldig/adj;onze/noun;slachtoffer/noun;slechts/adv;u/det;welk/det	9	onschuldig/adj	1	onschuldig/adj	1	onschuldig/adj;onze/noun;slachtoffer/noun	3	onschuldig/adj	1	onschuldig/adj	1	onschuldig/adj;onze/noun;slachtoffer/noun;slechts/adv	4
stof/noun/parool_20010320_117/465	ben/verb;gebruik/noun;handelsmerk/noun;vreemdsoortig/adj	4	ben/verb;gebruik/noun;handelsmerk/noun;vreemdsoortig/adj	4	ben/verb;gebruik/noun;handelsmerk/noun;vreemdsoortig/adj	4	ben/verb;gebruik/noun;handelsmerk/noun;het/det;van/prep;vreemdsoortig/adj	6	ben/verb;gebruik/noun;handelsmerk/noun;het/det;van/prep;vreemdsoortig/adj	6	ben/verb;eenmaal/adv;gebruik/noun;haar/det;handelsmerk/noun;het/det;nu/adv;van/prep;vreemdsoortig/adj	9	ben/verb;gebruik/noun;vreemdsoortig/adj	3	ben/verb;gebruik/noun;vreemdsoortig/adj	3	ben/verb;gebruik/noun;vreemdsoortig/adj	3	ben/verb;gebruik/noun;het/det;van/prep;vreemdsoortig/adj	5	ben/verb;gebruik/noun;het/det;van/prep;vreemdsoortig/adj	5	ben/verb;eenmaal/adv;gebruik/noun;het/det;nu/adv;van/prep;vreemdsoortig/adj	7
stof/noun/parool_20020626_0/206	atmosfeer/noun;begaan/adj;ben/verb;grond/noun;overheers/verb;rot_weg/verb;vloer/noun	7	atmosfeer/noun;begaan/adj;ben/verb;grond/noun;overheers/verb;rot_weg/verb;vloer/noun	7	atmosfeer/noun;begaan/adj;ben/verb;grond/noun;overheers/verb;rot_weg/verb;vloer/noun	7	atmosfeer/noun;begaan/adj;ben/verb;de/det;grond/noun;in/prep;overheers/verb;rot_weg/verb;van/prep;vloer/noun	10	atmosfeer/noun;begaan/adj;ben/verb;de/det;grond/noun;in/prep;overheers/verb;rot_weg/verb;van/prep;vloer/noun	10	atmosfeer/noun;begaan/adj;ben/verb;de/det;grond/noun;in/prep;op/prep;overheers/verb;rot_weg/verb;van/prep;vloer/noun	11	begaan/adj;ben/verb;grond/noun;overheers/verb;rot_weg/verb	5	begaan/adj;ben/verb;grond/noun;overheers/verb;rot_weg/verb	5	begaan/adj;ben/verb;grond/noun;overheers/verb;rot_weg/verb	5	begaan/adj;ben/verb;de/det;grond/noun;in/prep;overheers/verb;rot_weg/verb	7	begaan/adj;ben/verb;de/det;grond/noun;in/prep;overheers/verb;rot_weg/verb	7	begaan/adj;ben/verb;de/det;grond/noun;in/prep;overheers/verb;rot_weg/verb	7
stof/noun/parool_20020905_110/552	ander/adj;bevat/verb;giftig/adj;miltvuur_bacterie/noun;poeder/noun;spoor/noun	6	ander/adj;bevat/verb;giftig/adj;miltvuur_bacterie/noun;poeder/noun;spoor/noun	6	ander/adj;bevat/verb;giftig/adj;miltvuur_bacterie/noun;poeder/noun;spoor/noun	6	ander/adj;bevat/verb;de/det;een/det;giftig/adj;miltvuur_bacterie/noun;poeder/noun;spoor/noun;van/prep	9	ander/adj;bevat/verb;de/det;een/det;giftig/adj;miltvuur_bacterie/noun;poeder/noun;spoor/noun;van/prep	9	ander/adj;bevat/verb;de/det;een/det;giftig/adj;miltvuur_bacterie/noun;poeder/noun;spoor/noun;van/prep	9	ander/adj;bevat/verb;giftig/adj	3	ander/adj;bevat/verb;giftig/adj	3	ander/adj;bevat/verb;giftig/adj	3	ander/adj;bevat/verb;een/det;giftig/adj	4	ander/adj;bevat/verb;een/det;giftig/adj	4	ander/adj;bevat/verb;een/det;giftig/adj	4
stof/noun/parool_20000330_151/208	ben/verb;ga_over/verb;onschuldig/adj;vervaardig/verb	4	ben/verb;ga_over/verb;onschuldig/adj;vervaardig/verb	4	ben/verb;ga_over/verb;onschuldig/adj;vervaardig/verb	4	ben/verb;de/det;ga_over/verb;onschuldig/adj;uit/prep;vervaardig/verb;ze/pron	7	ben/verb;de/det;ga_over/verb;onschuldig/adj;uit/prep;vervaardig/verb;ze/pron	7	ben/verb;de/det;ga_over/verb;onschuldig/adj;uit/prep;vervaardig/verb;ze/pron;zelf/adv	8	ga_over/verb;onschuldig/adj;vervaardig/verb	3	ga_over/verb;onschuldig/adj;vervaardig/verb	3	ga_over/verb;onschuldig/adj;vervaardig/verb	3	de/det;ga_over/verb;onschuldig/adj;uit/prep;vervaardig/verb	5	de/det;ga_over/verb;onschuldig/adj;uit/prep;vervaardig/verb	5	de/det;ga_over/verb;onschuldig/adj;uit/prep;vervaardig/verb;zelf/adv	6
stof/noun/parool_20020725_38/192	ben/verb;geef_aan/verb;kom_terecht/verb;vervuild/adj;voorkom/adj;vrees/verb;zee/noun	7	ben/verb;geef_aan/verb;kom_terecht/verb;vervuild/adj;voorkom/adj;vrees/verb;zee/noun	7	akelig/adj;ben/verb;geef_aan/verb;kom_terecht/verb;vervuild/adj;voorkom/adj;vrees/verb;zee/noun	8	allerlei/det;ben/verb;de/det;er/adv;geef_aan/verb;het/det;in/prep;kom_terecht/verb;terecht/part;vervuild/adj;voorkom/adj;vrees/verb;zee/noun	13	allerlei/det;ben/verb;de/det;er/adv;geef_aan/verb;het/det;in/prep;kom_terecht/verb;terecht/part;vervuild/adj;voorkom/adj;vrees/verb;zee/noun	13	akelig/adj;allerlei/det;ben/verb;dat/det;de/det;er/adv;geef_aan/verb;het/det;in/prep;kom_terecht/verb;terecht/part;vervuild/adj;voorkom/adj;vrees/verb;zee/noun	15	ben/verb;vervuild/adj;voorkom/adj;zee/noun	4	ben/verb;vervuild/adj;voorkom/adj;zee/noun	4	akelig/adj;ben/verb;vervuild/adj;voorkom/adj;zee/noun	5	ben/verb;de/det;het/det;in/prep;terecht/part;vervuild/adj;voorkom/adj;zee/noun	8	ben/verb;de/det;het/det;in/prep;terecht/part;vervuild/adj;voorkom/adj;zee/noun	8	akelig/adj;ben/verb;de/det;het/det;in/prep;terecht/part;vervuild/adj;voorkom/adj;zee/noun	9
stof/noun/parool_20010914_1/569	hoe/adj;kan/verb;puin/noun;rol/verb;wolk/noun	5	hoe/adj;kan/verb;puin/noun;rol/verb;wolk/noun	5	hard/adj;heb/verb;hoe/adj;kan/verb;puin/noun;rol/verb;televisie/noun;wolk/noun;zie/verb	9	die/det;hoe/adj;kan/verb;met/prep;puin/noun;rol/verb;wolk/noun	7	die/det;hoe/adj;kan/verb;met/prep;puin/noun;rol/verb;wolk/noun	7	die/det;hard/adj;heb/verb;hoe/adj;kan/verb;met/prep;op/prep;puin/noun;rol/verb;televisie/noun;wel/adv;wolk/noun;zie/verb	13	hoe/adj;kan/verb;puin/noun;rol/verb;wolk/noun	5	hoe/adj;kan/verb;puin/noun;rol/verb;wolk/noun	5	hard/adj;hoe/adj;kan/verb;puin/noun;rol/verb;wolk/noun	6	die/det;hoe/adj;kan/verb;met/prep;puin/noun;rol/verb;wolk/noun	7	die/det;hoe/adj;kan/verb;met/prep;puin/noun;rol/verb;wolk/noun	7	die/det;hard/adj;hoe/adj;kan/verb;met/prep;puin/noun;rol/verb;wolk/noun	8
stof/noun/parool_20020518_1/262	geconcentreerd/adj;lang/adj;veel/adj;zit/verb	4	geconcentreerd/adj;lang/adj;veel/adj;zit/verb	4	begin/verb;blijf/verb;geconcentreerd/adj;lang/adj;leuk/adj;snel/adj;veel/adj;verhaal/noun;zit/verb	9	de/det;geconcentreerd/adj;in/prep;je/pron;lang/adj;veel/adj;zit/verb	7	de/det;geconcentreerd/adj;in/prep;je/pron;lang/adj;veel/adj;zit/verb	7	begin/verb;blijf/verb;de/det;geconcentreerd/adj;in/prep;je/pron;lang/adj;leuk/adj;snel/adj;veel/adj;verhaal/noun;zit/verb	12	geconcentreerd/adj;lang/adj;veel/adj	3	geconcentreerd/adj;lang/adj;veel/adj	3	blijf/verb;geconcentreerd/adj;lang/adj;snel/adj;veel/adj	5	de/det;geconcentreerd/adj;in/prep;je/pron;lang/adj;veel/adj	6	de/det;geconcentreerd/adj;in/prep;je/pron;lang/adj;veel/adj	6	blijf/verb;de/det;geconcentreerd/adj;in/prep;je/pron;lang/adj;snel/adj;veel/adj	8
stof/noun/parool_20020413_2275/9	brand/noun;giftig/adj;kom_vrij/verb;uiterst/adj	4	brand/noun;giftig/adj;kom_vrij/verb;uiterst/adj	4	brand/noun;giftig/adj;kom_vrij/verb;uiterst/adj	4	bij/prep;brand/noun;de/det;giftig/adj;kom_vrij/verb;uiterst/adj;vrij/part	7	bij/prep;brand/noun;de/det;giftig/adj;kom_vrij/verb;uiterst/adj;vrij/part	7	bij/prep;brand/noun;de/det;giftig/adj;kom_vrij/verb;uiterst/adj;vrij/part	7	brand/noun;giftig/adj;kom_vrij/verb;uiterst/adj	4	brand/noun;giftig/adj;kom_vrij/verb;uiterst/adj	4	brand/noun;giftig/adj;kom_vrij/verb;uiterst/adj	4	brand/noun;de/det;giftig/adj;kom_vrij/verb;uiterst/adj;vrij/part	6	brand/noun;de/det;giftig/adj;kom_vrij/verb;uiterst/adj;vrij/part	6	brand/noun;de/det;giftig/adj;kom_vrij/verb;uiterst/adj;vrij/part	6
stof/noun/parool_20001013_77/357	blauw/noun;gegil/verb;lap_DIM/noun;sirene/noun	4	blauw/noun;gegil/verb;lap_DIM/noun;sirene/noun	4	beste/adj;blauw/noun;gegil/verb;help/verb;het/adj;lap_DIM/noun;sirene/noun;zeg/verb	8	blauw/noun;door/prep;een/det;gegil/verb;het/det;lap_DIM/noun;men/pron;sirene/noun;van/prep	9	blauw/noun;door/prep;een/det;gegil/verb;het/det;lap_DIM/noun;men/pron;sirene/noun;van/prep	9	beste/adj;blauw/noun;door/prep;een/det;gegil/verb;help/verb;het/adj;het/det;lap_DIM/noun;men/pron;sirene/noun;van/prep;zeg/verb	13	blauw/noun;lap_DIM/noun;sirene/noun	3	blauw/noun;lap_DIM/noun;sirene/noun	3	blauw/noun;lap_DIM/noun;sirene/noun;zeg/verb	4	blauw/noun;lap_DIM/noun;men/pron;sirene/noun	4	blauw/noun;lap_DIM/noun;men/pron;sirene/noun	4	blauw/noun;lap_DIM/noun;men/pron;sirene/noun;zeg/verb	5
stof/noun/parool_20031127_65/117	ben/verb;reactor/noun;schadelijk/adj;vrij/noun	4	ben/verb;reactor/noun;schadelijk/adj;vrij/noun	4	ben/verb;kom/verb;reactor/noun;schadelijk/adj;vrij/noun	5	ben/verb;bij/prep;bijvoorbeeld/adv;de/det;er/adv;geen/det;het/det;reactor/noun;schadelijk/adj;van/prep;vrij/noun	11	ben/verb;bij/prep;bijvoorbeeld/adv;de/det;er/adv;geen/det;het/det;reactor/noun;schadelijk/adj;van/prep;vrij/noun	11	ben/verb;bij/prep;bijvoorbeeld/adv;de/det;er/adv;geen/det;het/det;kom/verb;reactor/noun;schadelijk/adj;van/prep;vrij/noun	12	schadelijk/adj;vrij/noun	2	schadelijk/adj;vrij/noun	2	kom/verb;schadelijk/adj;vrij/noun	3	bij/prep;bijvoorbeeld/adv;er/adv;geen/det;het/det;schadelijk/adj;vrij/noun	7	bij/prep;bijvoorbeeld/adv;er/adv;geen/det;het/det;schadelijk/adj;vrij/noun	7	bij/prep;bijvoorbeeld/adv;er/adv;geen/det;het/det;kom/verb;schadelijk/adj;vrij/noun	8
stof/noun/parool_19990120_95/68	meet/verb;schadelijk/adj;uitstoot/noun	3	meet/verb;schadelijk/adj;uitstoot/noun	3	meet/verb;schadelijk/adj;uitstoot/noun;weinig/adj	4	de/det;meet/verb;schadelijk/adj;uitstoot/noun;van/prep	5	de/det;meet/verb;schadelijk/adj;uitstoot/noun;van/prep	5	de/det;maar/adv;meet/verb;nog/adv;op/prep;schadelijk/adj;uitstoot/noun;van/prep;weinig/adj;zelf/adv	10	meet/verb;schadelijk/adj;uitstoot/noun	3	meet/verb;schadelijk/adj;uitstoot/noun	3	meet/verb;schadelijk/adj;uitstoot/noun;weinig/adj	4	de/det;meet/verb;schadelijk/adj;uitstoot/noun;van/prep	5	de/det;meet/verb;schadelijk/adj;uitstoot/noun;van/prep	5	de/det;meet/verb;schadelijk/adj;uitstoot/noun;van/prep;weinig/adj;zelf/adv	7
stof/noun/parool_20010424_64/317	lijst/noun	1	lijst/noun	1	jaar/noun;lijst/noun;stel_op/verb;werk_mee/verb	4	een/det;het/det;lijst/noun;van/prep;voor/prep	5	een/det;het/det;lijst/noun;van/prep;voor/prep	5	aan/prep;een/det;het/det;hij/pron;jaar/noun;lijst/noun;stel_op/verb;van/prep;voor/prep;werk_mee/verb	10	lijst/noun	1	lijst/noun	1	jaar/noun;lijst/noun	2	een/det;het/det;lijst/noun;van/prep;voor/prep	5	een/det;het/det;lijst/noun;van/prep;voor/prep	5	een/det;het/det;jaar/noun;lijst/noun;van/prep;voor/prep	6
stof/noun/parool_19991006_30/320	ben/verb;reactie/noun;trek_op/verb	3	ben/verb;reactie/noun;trek_op/verb	3	ben/verb;hier/noun;kom/verb;positief/adj;reactie/noun;trek_op/verb;zal/verb	7	ben/verb;de/det;een/det;reactie/noun;trek_op/verb	5	ben/verb;de/det;een/det;reactie/noun;trek_op/verb	5	ben/verb;de/det;een/det;hier/noun;kom/verb;op/prep;positief/adj;reactie/noun;trek_op/verb;zal/verb	10	ben/verb;trek_op/verb	2	ben/verb;trek_op/verb	2	ben/verb;hier/noun;trek_op/verb;zal/verb	4	ben/verb;de/det;trek_op/verb	3	ben/verb;de/det;trek_op/verb	3	ben/verb;de/det;hier/noun;trek_op/verb;zal/verb	5
