_id	_cws.stof.foc10.nav.ppmi_weight.bound	_count.stof.foc10.nav.ppmi_weight.bound	_cws.stof.foc10.nav.ppmi_sel.bound	_count.stof.foc10.nav.ppmi_sel.bound	_cws.stof.foc10.nav.no_ppmi.bound	_count.stof.foc10.nav.no_ppmi.bound	_cws.stof.foc10.all.ppmi_weight.bound	_count.stof.foc10.all.ppmi_weight.bound	_cws.stof.foc10.all.ppmi_sel.bound	_count.stof.foc10.all.ppmi_sel.bound	_cws.stof.foc10.all.no_ppmi.bound	_count.stof.foc10.all.no_ppmi.bound	_cws.stof.foc5.nav.ppmi_weight.bound	_count.stof.foc5.nav.ppmi_weight.bound	_cws.stof.foc5.nav.ppmi_sel.bound	_count.stof.foc5.nav.ppmi_sel.bound	_cws.stof.foc5.nav.no_ppmi.bound	_count.stof.foc5.nav.no_ppmi.bound	_cws.stof.foc5.all.ppmi_weight.bound	_count.stof.foc5.all.ppmi_weight.bound	_cws.stof.foc5.all.ppmi_sel.bound	_count.stof.foc5.all.ppmi_sel.bound	_cws.stof.foc5.all.no_ppmi.bound	_count.stof.foc5.all.no_ppmi.bound
stof/noun/algemeen_dagblad_20000712_11/83	nadenken/noun	1	nadenken/noun	1	nadenken/noun	1	nadenken/noun;tot/prep	2	nadenken/noun;tot/prep	2	nadenken/noun;tot/prep	2	nadenken/noun	1	nadenken/noun	1	nadenken/noun	1	nadenken/noun;tot/prep	2	nadenken/noun;tot/prep	2	nadenken/noun;tot/prep	2
stof/noun/algemeen_dagblad_20020727_138/905	gif/noun;giftig/adj;kan/verb;vorm/verb	4	gif/noun;giftig/adj;kan/verb;vorm/verb	4	gif/noun;giftig/adj;kan/verb;vergelijking/noun;vorm/verb	5	de/det;die/pron;gif/noun;giftig/adj;het/det;kan/verb;met/prep;ook/adv;van/prep;vorm/verb	10	de/det;die/pron;gif/noun;giftig/adj;het/det;kan/verb;met/prep;ook/adv;van/prep;vorm/verb	10	de/det;die/pron;gif/noun;giftig/adj;het/det;ineens/adv;kan/verb;met/prep;ook/adv;van/prep;vergelijking/noun;vorm/verb	12	giftig/adj;kan/verb;vorm/verb	3	giftig/adj;kan/verb;vorm/verb	3	giftig/adj;kan/verb;vergelijking/noun;vorm/verb	4	die/pron;giftig/adj;kan/verb;ook/adv;vorm/verb	5	die/pron;giftig/adj;kan/verb;ook/adv;vorm/verb	5	die/pron;giftig/adj;ineens/adv;kan/verb;ook/adv;vergelijking/noun;vorm/verb	7
stof/noun/algemeen_dagblad_19990813_26/236	dictator/noun;geef/verb;hal/noun;mooi/adj	4	dictator/noun;geef/verb;hal/noun;mooi/adj	4	beeld/noun;dictator/noun;fascistisch/adj;geef/verb;hal/noun;mooi/adj;plaats_DIM/noun	7	de/det;dictator/noun;een/det;geef/verb;hal/noun;het/det;in/prep;mooi/adj;uit/prep;van/prep	10	de/det;dictator/noun;een/det;geef/verb;hal/noun;het/det;in/prep;mooi/adj;uit/prep;van/prep	10	beeld/noun;de/det;dictator/noun;een/det;fascistisch/adj;geef/verb;hal/noun;het/det;hij/pron;in/prep;mooi/adj;plaats_DIM/noun;uit/prep;van/prep	14	dictator/noun;geef/verb;mooi/adj	3	dictator/noun;geef/verb;mooi/adj	3	dictator/noun;fascistisch/adj;geef/verb;mooi/adj	4	dictator/noun;een/det;geef/verb;het/det;mooi/adj;uit/prep	6	dictator/noun;een/det;geef/verb;het/det;mooi/adj;uit/prep	6	dictator/noun;een/det;fascistisch/adj;geef/verb;het/det;mooi/adj;uit/prep	7
stof/noun/algemeen_dagblad_20011009_24/33	gevaarlijk/adj;tank/noun;temperatuur/noun;zit/verb	4	gevaarlijk/adj;tank/noun;temperatuur/noun;zit/verb	4	gevaarlijk/adj;snel/adj;stijg/verb;tank/noun;temperatuur/noun;zit/verb	6	de/det;een/det;gevaarlijk/adj;in/prep;tank/noun;temperatuur/noun;zit/verb	7	de/det;een/det;gevaarlijk/adj;in/prep;tank/noun;temperatuur/noun;zit/verb	7	de/det;een/det;gevaarlijk/adj;in/prep;snel/adj;stijg/verb;tank/noun;temperatuur/noun;zit/verb	9	gevaarlijk/adj;tank/noun;zit/verb	3	gevaarlijk/adj;tank/noun;zit/verb	3	gevaarlijk/adj;snel/adj;stijg/verb;tank/noun;zit/verb	5	een/det;gevaarlijk/adj;tank/noun;zit/verb	4	een/det;gevaarlijk/adj;tank/noun;zit/verb	4	een/det;gevaarlijk/adj;snel/adj;stijg/verb;tank/noun;zit/verb	6
stof/noun/algemeen_dagblad_20031211_58/415	discussie/noun;lever_op/verb;perfect/adj	3	discussie/noun;lever_op/verb;perfect/adj	3	afloop/noun;discussie/noun;film/noun;lever_op/verb;perfect/adj;voorbeeld/noun	6	die/pron;discussie/noun;een/det;lever_op/verb;perfect/adj;tot/prep;van/prep;veel/det	8	die/pron;discussie/noun;een/det;lever_op/verb;perfect/adj;tot/prep;van/prep;veel/det	8	afloop/noun;die/pron;discussie/noun;een/det;film/noun;lever_op/verb;na/prep;perfect/adj;tot/prep;van/prep;veel/det;voorbeeld/noun	12	discussie/noun;lever_op/verb	2	discussie/noun;lever_op/verb	2	afloop/noun;discussie/noun;film/noun;lever_op/verb	4	die/pron;discussie/noun;lever_op/verb;tot/prep;veel/det	5	die/pron;discussie/noun;lever_op/verb;tot/prep;veel/det	5	afloop/noun;die/pron;discussie/noun;film/noun;lever_op/verb;na/prep;tot/prep;veel/det	8
stof/noun/algemeen_dagblad_20020831_193/346	bescherm/verb;enorm/adj;maquette/noun;plastic/noun;trek_weg/verb	5	bescherm/verb;enorm/adj;maquette/noun;plastic/noun;trek_weg/verb	5	bescherm/verb;enorm/adj;maquette/noun;moet/verb;plastic/noun;trek_weg/verb	6	bescherm/verb;dat/pron;een/det;enorm/adj;het/det;maquette/noun;plastic/noun;trek_weg/verb;weg/part	9	bescherm/verb;dat/pron;een/det;enorm/adj;het/det;maquette/noun;plastic/noun;trek_weg/verb;weg/part	9	bescherm/verb;dat/pron;een/det;enorm/adj;het/det;maquette/noun;moet/verb;plastic/noun;tegen/prep;trek_weg/verb;weg/part	11	bescherm/verb;enorm/adj;maquette/noun	3	bescherm/verb;enorm/adj;maquette/noun	3	bescherm/verb;enorm/adj;maquette/noun;moet/verb	4	bescherm/verb;een/det;enorm/adj;het/det;maquette/noun	5	bescherm/verb;een/det;enorm/adj;het/det;maquette/noun	5	bescherm/verb;een/det;enorm/adj;het/det;maquette/noun;moet/verb;tegen/prep	7
stof/noun/algemeen_dagblad_19991208_3/593	doe/verb;nodig/adj;waai_op/verb	3	doe/verb;nodig/adj;waai_op/verb	3	doe/verb;hervormd/adj;katholiek/adj;nodig/adj;waai_op/verb	5	de/det;doe/verb;nodig/adj;waai_op/verb	4	de/det;doe/verb;nodig/adj;waai_op/verb	4	de/det;doe/verb;hervormd/adj;katholiek/adj;nodig/adj;waai_op/verb	6	doe/verb;nodig/adj;waai_op/verb	3	doe/verb;nodig/adj;waai_op/verb	3	doe/verb;katholiek/adj;nodig/adj;waai_op/verb	4	de/det;doe/verb;nodig/adj;waai_op/verb	4	de/det;doe/verb;nodig/adj;waai_op/verb	4	de/det;doe/verb;katholiek/adj;nodig/adj;waai_op/verb	5
stof/noun/algemeen_dagblad_20031120_37/68	formaat/noun;keurig/adj;stuk_DIM/noun	3	formaat/noun;keurig/adj;stuk_DIM/noun	3	formaat/noun;heb/verb;keurig/adj;stuk_DIM/noun;visitekaartje/noun	5	een/det;formaat/noun;het/det;keurig/adj;stuk_DIM/noun;van/prep	6	een/det;formaat/noun;het/det;keurig/adj;stuk_DIM/noun;van/prep	6	een/det;formaat/noun;heb/verb;het/det;keurig/adj;stuk_DIM/noun;van/prep;visitekaartje/noun;vooralsnog/adv	9	formaat/noun;stuk_DIM/noun	2	formaat/noun;stuk_DIM/noun	2	formaat/noun;heb/verb;stuk_DIM/noun	3	formaat/noun;het/det;stuk_DIM/noun;van/prep	4	formaat/noun;het/det;stuk_DIM/noun;van/prep	4	formaat/noun;heb/verb;het/det;stuk_DIM/noun;van/prep;vooralsnog/adv	6
stof/noun/algemeen_dagblad_20030719_103/88	ben/verb;bescherming/noun;gas/noun;hoogwaardig/adj;kwalitatief/adj;omgeef/verb;risicovol/adj;soort/noun;word/verb	9	ben/verb;bescherming/noun;gas/noun;hoogwaardig/adj;kwalitatief/adj;omgeef/verb;risicovol/adj;soort/noun;word/verb	9	ben/verb;bescherming/noun;gas/noun;hoogwaardig/adj;kwalitatief/adj;omgeef/verb;risicovol/adj;situatie/noun;soort/noun;word/verb	10	ben/verb;bescherming/noun;door/prep;een/det;gas/noun;hoogwaardig/adj;kwalitatief/adj;omgeef/verb;risicovol/adj;soort/noun;word/verb	11	ben/verb;bescherming/noun;door/prep;een/det;gas/noun;hoogwaardig/adj;kwalitatief/adj;omgeef/verb;risicovol/adj;soort/noun;word/verb	11	ben/verb;bescherming/noun;dit/det;door/prep;een/det;gas/noun;hoogwaardig/adj;kwalitatief/adj;omgeef/verb;risicovol/adj;situatie/noun;soort/noun;steeds/adv;word/verb	14	ben/verb;hoogwaardig/adj;kwalitatief/adj;omgeef/verb;soort/noun;word/verb	6	ben/verb;hoogwaardig/adj;kwalitatief/adj;omgeef/verb;soort/noun;word/verb	6	ben/verb;hoogwaardig/adj;kwalitatief/adj;omgeef/verb;soort/noun;word/verb	6	ben/verb;door/prep;hoogwaardig/adj;kwalitatief/adj;omgeef/verb;soort/noun;word/verb	7	ben/verb;door/prep;hoogwaardig/adj;kwalitatief/adj;omgeef/verb;soort/noun;word/verb	7	ben/verb;dit/det;door/prep;hoogwaardig/adj;kwalitatief/adj;omgeef/verb;soort/noun;word/verb	8
stof/noun/algemeen_dagblad_20020328_115/400	raket/noun;spuw_uit/verb	2	raket/noun;spuw_uit/verb	2	raket/noun;sla/verb;spuw_uit/verb;stel/verb	4	de/det;die/pron;raket/noun;spuw_uit/verb	4	de/det;die/pron;raket/noun;spuw_uit/verb	4	de/det;die/pron;raket/noun;sla/verb;spuw_uit/verb;stel/verb;tegen/prep	7	raket/noun;spuw_uit/verb	2	raket/noun;spuw_uit/verb	2	raket/noun;spuw_uit/verb;stel/verb	3	die/pron;raket/noun;spuw_uit/verb	3	die/pron;raket/noun;spuw_uit/verb	3	die/pron;raket/noun;spuw_uit/verb;stel/verb	4
stof/noun/algemeen_dagblad_20000413_143/651	benodigd/adj;koop/verb	2	benodigd/adj;koop/verb	2	benodigd/adj;betaal/verb;geld/noun;heb/verb;koop/verb;krijg/verb;opdracht/noun	7	benodigd/adj;de/det;het/det;koop/verb	4	benodigd/adj;de/det;het/det;koop/verb	4	benodigd/adj;betaal/verb;de/det;geld/noun;heb/verb;het/det;koop/verb;krijg/verb;niet/adv;opdracht/noun	10	benodigd/adj;koop/verb	2	benodigd/adj;koop/verb	2	benodigd/adj;heb/verb;koop/verb	3	benodigd/adj;de/det;koop/verb	3	benodigd/adj;de/det;koop/verb	3	benodigd/adj;de/det;heb/verb;koop/verb;niet/adv	5
stof/noun/algemeen_dagblad_19990518_30/263	lichaam/noun;maak_aan/verb	2	lichaam/noun;maak_aan/verb	2	lichaam/noun;maak_aan/verb	2	aan/part;die/det;het/det;lichaam/noun;maak_aan/verb;ook/adv;te/adv;weinig/det	8	aan/part;die/det;het/det;lichaam/noun;maak_aan/verb;ook/adv;te/adv;weinig/det	8	aan/part;die/det;het/det;lichaam/noun;maak_aan/verb;maar/adv;ook/adv;te/adv;weinig/det;zelf/adv	10	lichaam/noun;maak_aan/verb	2	lichaam/noun;maak_aan/verb	2	lichaam/noun;maak_aan/verb	2	aan/part;die/det;het/det;lichaam/noun;maak_aan/verb;ook/adv	6	aan/part;die/det;het/det;lichaam/noun;maak_aan/verb;ook/adv	6	aan/part;die/det;het/det;lichaam/noun;maak_aan/verb;maar/adv;ook/adv;zelf/adv	8
stof/noun/algemeen_dagblad_20030808_25/93	ben/verb;explosief/adj;tref_aan/verb	3	ben/verb;explosief/adj;tref_aan/verb	3	ben/verb;explosief/adj;tref_aan/verb;verdachte/noun;woensdag_middag/noun	5	aan/part;ben/verb;de/det;explosief/adj;tref_aan/verb	5	aan/part;ben/verb;de/det;explosief/adj;tref_aan/verb	5	aan/part;al/adv;ben/verb;de/det;explosief/adj;niet/adv;thuis/adv;toen/adv;tref_aan/verb;verdachte/noun;woensdag_middag/noun	11	explosief/adj	1	explosief/adj	1	explosief/adj;verdachte/noun;woensdag_middag/noun	3	aan/part;de/det;explosief/adj	3	aan/part;de/det;explosief/adj	3	aan/part;al/adv;de/det;explosief/adj;verdachte/noun;woensdag_middag/noun	6
stof/noun/algemeen_dagblad_19990403_33/17	afkomstig/adj;ben/verb;vermoedelijk/adj	3	afkomstig/adj;ben/verb;vermoedelijk/adj	3	afkomstig/adj;ben/verb;vermoedelijk/adj	3	afkomstig/adj;ben/verb;de/det;van/prep;vermoedelijk/adj	5	afkomstig/adj;ben/verb;de/det;van/prep;vermoedelijk/adj	5	afkomstig/adj;ben/verb;de/det;van/prep;vermoedelijk/adj	5	afkomstig/adj;ben/verb;vermoedelijk/adj	3	afkomstig/adj;ben/verb;vermoedelijk/adj	3	afkomstig/adj;ben/verb;vermoedelijk/adj	3	afkomstig/adj;ben/verb;de/det;van/prep;vermoedelijk/adj	5	afkomstig/adj;ben/verb;de/det;van/prep;vermoedelijk/adj	5	afkomstig/adj;ben/verb;de/det;van/prep;vermoedelijk/adj	5
stof/noun/algemeen_dagblad_20000307_92/85	ben/verb;giftig/adj;raak/verb	3	ben/verb;giftig/adj;raak/verb	3	ben/verb;gewond/adj;giftig/adj;kom/verb;raak/verb	5	ben/verb;giftig/adj;met/prep;raak/verb	4	ben/verb;giftig/adj;met/prep;raak/verb	4	ben/verb;gewond/adj;giftig/adj;hij/pron;kom/verb;met/prep;raak/verb	7	ben/verb;giftig/adj	2	ben/verb;giftig/adj	2	ben/verb;giftig/adj;kom/verb	3	ben/verb;giftig/adj;met/prep	3	ben/verb;giftig/adj;met/prep	3	ben/verb;giftig/adj;kom/verb;met/prep	4
stof/noun/algemeen_dagblad_19991020_74/240	blad/noun;koninkrijk/noun	2	blad/noun;koninkrijk/noun	2	blad/noun;koninkrijk/noun;populair/adj;tijdlang/noun;voorzie/verb;zeker/adj	6	blad/noun;de/det;een/det;het/det;in/prep;koninkrijk/noun;van/prep	7	blad/noun;de/det;een/det;het/det;in/prep;koninkrijk/noun;van/prep	7	blad/noun;de/det;een/det;het/det;in/prep;koninkrijk/noun;populair/adj;tijdlang/noun;van/prep;voorzie/verb;zeker/adj	11	koninkrijk/noun	1	koninkrijk/noun	1	koninkrijk/noun;tijdlang/noun;voorzie/verb	3	een/det;het/det;koninkrijk/noun;van/prep	4	een/det;het/det;koninkrijk/noun;van/prep	4	een/det;het/det;koninkrijk/noun;tijdlang/noun;van/prep;voorzie/verb	6
stof/noun/algemeen_dagblad_20020810_62/515	bekend/adj;mengsel/noun;suiker/noun	3	bekend/adj;mengsel/noun;suiker/noun	3	bekend/adj;mengsel/noun;suiker/noun	3	bekend/adj;enkel/det;mengsel/noun;suiker/noun;van/prep	5	bekend/adj;enkel/det;mengsel/noun;suiker/noun;van/prep	5	bekend/adj;enkel/det;mengsel/noun;niet/adv;nog/adv;suiker/noun;van/prep	7	bekend/adj	1	bekend/adj	1	bekend/adj	1	bekend/adj;enkel/det	2	bekend/adj;enkel/det	2	bekend/adj;enkel/det;niet/adv;nog/adv	4
stof/noun/algemeen_dagblad_20021009_112/370	aangetroffen/adj;extra/adj;geef/verb;onderzoek/noun	4	aangetroffen/adj;extra/adj;geef/verb;onderzoek/noun	4	aangetroffen/adj;extra/adj;geef/verb;heb/verb;onderzoek/noun;opdracht/noun;rechtbank/noun	7	aangetroffen/adj;de/det;door/prep;extra/adj;geef/verb;het/det;onderzoek/noun;voor/prep	8	aangetroffen/adj;de/det;door/prep;extra/adj;geef/verb;het/det;onderzoek/noun;voor/prep	8	aangetroffen/adj;de/det;door/prep;extra/adj;geef/verb;heb/verb;het/det;naar/prep;onderzoek/noun;opdracht/noun;rechtbank/noun;voor/prep	12	aangetroffen/adj;extra/adj;onderzoek/noun	3	aangetroffen/adj;extra/adj;onderzoek/noun	3	aangetroffen/adj;extra/adj;onderzoek/noun	3	aangetroffen/adj;door/prep;extra/adj;het/det;onderzoek/noun;voor/prep	6	aangetroffen/adj;door/prep;extra/adj;het/det;onderzoek/noun;voor/prep	6	aangetroffen/adj;door/prep;extra/adj;het/det;naar/prep;onderzoek/noun;voor/prep	7
stof/noun/de_morgen_20010516_01_45/1566	fontein/noun;ijzer/noun;splinter/noun;walm/noun	4	fontein/noun;ijzer/noun;splinter/noun;walm/noun	4	fontein/noun;ijzer/noun;splinter/noun;walm/noun	4	fontein/noun;ijzer/noun;splinter/noun;van/prep;walm/noun	5	fontein/noun;ijzer/noun;splinter/noun;van/prep;walm/noun	5	fontein/noun;ijzer/noun;splinter/noun;van/prep;walm/noun	5	fontein/noun;splinter/noun;walm/noun	3	fontein/noun;splinter/noun;walm/noun	3	fontein/noun;splinter/noun;walm/noun	3	fontein/noun;splinter/noun;van/prep;walm/noun	4	fontein/noun;splinter/noun;van/prep;walm/noun	4	fontein/noun;splinter/noun;van/prep;walm/noun	4
stof/noun/de_morgen_20030731_01_109/12	doe/verb;waai_op/verb	2	doe/verb;waai_op/verb	2	doe/verb;waai_op/verb;wil/verb	3	doe/verb;waai_op/verb	2	doe/verb;waai_op/verb	2	doe/verb;waai_op/verb;wil/verb	3	doe/verb;waai_op/verb	2	doe/verb;waai_op/verb	2	doe/verb;waai_op/verb;wil/verb	3	doe/verb;waai_op/verb	2	doe/verb;waai_op/verb	2	doe/verb;waai_op/verb;wil/verb	3
stof/noun/de_morgen_20021120_01_25/2748	ben/verb;heel/adj	2	ben/verb;heel/adj	2	ben/verb;bezig/adj;heb/verb;heel/adj;jaar/noun	5	ben/verb;de/det;die/det;heel/adj;met/prep	5	ben/verb;de/det;die/det;heel/adj;met/prep	5	ben/verb;bezig/adj;de/det;die/det;heb/verb;heel/adj;ik/pron;jaar/noun;met/prep	9	ben/verb	1	ben/verb	1	ben/verb;bezig/adj;jaar/noun	3	ben/verb;met/prep	2	ben/verb;met/prep	2	ben/verb;bezig/adj;ik/pron;jaar/noun;met/prep	5
stof/noun/de_morgen_20020907_01_36/716	discussie/noun;genoeg/adj;kan/verb;klein/adj;lang/adj;lever/verb;misprijs/verb	7	discussie/noun;genoeg/adj;kan/verb;klein/adj;lang/adj;lever/verb;misprijs/verb	7	best/adj;bewondering/noun;discussie/noun;genoeg/adj;kan/verb;klein/adj;lang/adj;lever/verb;misprijs/verb;roddel/noun;week/noun	11	discussie/noun;enkel/det;genoeg/adj;het/det;kan/verb;klein/adj;lang/adj;lever/verb;misprijs/verb;tot/prep	10	discussie/noun;enkel/det;genoeg/adj;het/det;kan/verb;klein/adj;lang/adj;lever/verb;misprijs/verb;tot/prep	10	best/adj;bewondering/noun;discussie/noun;enkel/det;genoeg/adj;het/det;kan/verb;klein/adj;lang/adj;lever/verb;misprijs/verb;roddel/noun;tot/prep;week/noun	14	discussie/noun;genoeg/adj;lang/adj	3	discussie/noun;genoeg/adj;lang/adj	3	discussie/noun;genoeg/adj;lang/adj;roddel/noun;week/noun	5	discussie/noun;enkel/det;genoeg/adj;lang/adj;tot/prep	5	discussie/noun;enkel/det;genoeg/adj;lang/adj;tot/prep	5	discussie/noun;enkel/det;genoeg/adj;lang/adj;roddel/noun;tot/prep;week/noun	7
stof/noun/de_morgen_20011121_01_20/514	borstel/noun;kleed/noun;verf/noun	3	borstel/noun;kleed/noun;verf/noun	3	borstel/noun;kant/noun;kleed/noun;materieel/adj;moet_aan/verb;verf/noun	6	aan/part;borstel/noun;de/det;die/pron;het/det;je/pron;kleed/noun;verf/noun	8	aan/part;borstel/noun;de/det;die/pron;het/det;je/pron;kleed/noun;verf/noun	8	aan/part;borstel/noun;de/det;die/pron;het/det;je/pron;kant/noun;kleed/noun;materieel/adj;moet_aan/verb;verf/noun	11	kleed/noun;verf/noun	2	kleed/noun;verf/noun	2	kleed/noun;verf/noun	2	de/det;die/pron;het/det;je/pron;kleed/noun;verf/noun	6	de/det;die/pron;het/det;je/pron;kleed/noun;verf/noun	6	de/det;die/pron;het/det;je/pron;kleed/noun;verf/noun	6
stof/noun/de_morgen_20020731_01_30/196	aanmaak/noun;cel/noun;fout/adj;produceer/verb;vat_DIM/noun;verbouw/verb;zo/adj	7	aanmaak/noun;cel/noun;fout/adj;produceer/verb;vat_DIM/noun;verbouw/verb;zo/adj	7	aanmaak/noun;cel/noun;fout/adj;nieuw/adj;produceer/verb;vat_DIM/noun;verbouw/verb;verijdel/verb;zo/adj	9	aanmaak/noun;cel/noun;de/det;die/pron;fout/adj;produceer/verb;van/prep;vat_DIM/noun;verbouw/verb;ze/pron;zo/adj	11	aanmaak/noun;cel/noun;de/det;die/pron;fout/adj;produceer/verb;van/prep;vat_DIM/noun;verbouw/verb;ze/pron;zo/adj	11	aanmaak/noun;cel/noun;de/det;die/pron;fout/adj;nieuw/adj;produceer/verb;van/prep;vat_DIM/noun;verbouw/verb;verijdel/verb;ze/pron;zelf/adv;zo/adj	14	aanmaak/noun;fout/adj;verbouw/verb	3	aanmaak/noun;fout/adj;verbouw/verb	3	aanmaak/noun;fout/adj;verbouw/verb	3	aanmaak/noun;de/det;die/pron;fout/adj;van/prep;verbouw/verb;ze/pron	7	aanmaak/noun;de/det;die/pron;fout/adj;van/prep;verbouw/verb;ze/pron	7	aanmaak/noun;de/det;die/pron;fout/adj;van/prep;verbouw/verb;ze/pron	7
stof/noun/de_morgen_20030507_01_113/423	ben/verb;kleur/noun;techniek/noun;thema/noun	4	ben/verb;kleur/noun;techniek/noun;thema/noun	4	ben/verb;dit/noun;kleur/noun;techniek/noun;thema/noun	5	ben/verb;de/det;het/det;kleur/noun;techniek/noun;thema/noun	6	ben/verb;de/det;het/det;kleur/noun;techniek/noun;thema/noun	6	ben/verb;de/det;dit/det;dit/noun;het/det;kleur/noun;techniek/noun;thema/noun	8	kleur/noun;techniek/noun	2	kleur/noun;techniek/noun	2	dit/noun;kleur/noun;techniek/noun	3	de/det;kleur/noun;techniek/noun	3	de/det;kleur/noun;techniek/noun	3	de/det;dit/noun;kleur/noun;techniek/noun	4
stof/noun/de_morgen_20041014_01_90/171	fijn/adj;halvering/noun;stof_deel_DIM/noun;toegelaten/adj;uitstoot/noun	5	fijn/adj;halvering/noun;stof_deel_DIM/noun;toegelaten/adj;uitstoot/noun	5	fijn/adj;halvering/noun;huidig/adj;stof_deel_DIM/noun;toegelaten/adj;uitstoot/noun	6	de/det;een/det;fijn/adj;halvering/noun;stof_deel_DIM/noun;toegelaten/adj;tot/prep;uitstoot/noun;van/prep;vooral/adv	10	de/det;een/det;fijn/adj;halvering/noun;stof_deel_DIM/noun;toegelaten/adj;tot/prep;uitstoot/noun;van/prep;vooral/adv	10	de/det;een/det;fijn/adj;halvering/noun;huidig/adj;stof_deel_DIM/noun;toegelaten/adj;tot/prep;uitstoot/noun;van/prep;vooral/adv	11	toegelaten/adj;uitstoot/noun	2	toegelaten/adj;uitstoot/noun	2	huidig/adj;toegelaten/adj;uitstoot/noun	3	toegelaten/adj;uitstoot/noun;van/prep;vooral/adv	4	toegelaten/adj;uitstoot/noun;van/prep;vooral/adv	4	huidig/adj;toegelaten/adj;uitstoot/noun;van/prep;vooral/adv	5
stof/noun/de_morgen_20010207_01_250/450	aantal/noun;zomer/noun	2	aantal/noun;zomer/noun	2	aantal/noun;pak_uit/verb;zomer/noun	3	aantal/noun;deze/det;een/det;in/prep;met/prep;zomer/noun	6	aantal/noun;deze/det;een/det;in/prep;met/prep;zomer/noun	6	aantal/noun;deze/det;een/det;in/prep;met/prep;pak_uit/verb;uit/part;zomer/noun	8	aantal/noun	1	aantal/noun	1	aantal/noun	1	aantal/noun;deze/det;een/det;in/prep	4	aantal/noun;deze/det;een/det;in/prep	4	aantal/noun;deze/det;een/det;in/prep	4
stof/noun/de_morgen_19990910_01_88/91	atleet/noun;criterium/noun;hanteer/verb;lichaam/noun;verboden/adj;zit/verb	6	atleet/noun;criterium/noun;hanteer/verb;lichaam/noun;verboden/adj;zit/verb	6	atleet/noun;criterium/noun;hanteer/verb;lichaam/noun;verboden/adj;zit/verb	6	als/prep;atleet/noun;criterium/noun;de/det;een/det;hanteer/verb;het/det;in/prep;lichaam/noun;van/prep;verboden/adj;zit/verb	12	als/prep;atleet/noun;criterium/noun;de/det;een/det;hanteer/verb;het/det;in/prep;lichaam/noun;van/prep;verboden/adj;zit/verb	12	als/prep;atleet/noun;criterium/noun;de/det;een/det;hanteer/verb;het/det;in/prep;lichaam/noun;van/prep;verboden/adj;zit/verb	12	criterium/noun;lichaam/noun;verboden/adj	3	criterium/noun;lichaam/noun;verboden/adj	3	criterium/noun;lichaam/noun;verboden/adj	3	als/prep;criterium/noun;de/det;een/det;het/det;in/prep;lichaam/noun;van/prep;verboden/adj	9	als/prep;criterium/noun;de/det;een/det;het/det;in/prep;lichaam/noun;van/prep;verboden/adj	9	als/prep;criterium/noun;de/det;een/det;het/det;in/prep;lichaam/noun;van/prep;verboden/adj	9
stof/noun/de_morgen_20020208_01_102/494	bedek/verb;dik/adj;figuur/noun;laag/noun;licht/noun;maak/verb;ultraviolet/adj;word/verb	8	bedek/verb;dik/adj;figuur/noun;laag/noun;licht/noun;maak/verb;ultraviolet/adj;word/verb	8	bedek/verb;dik/adj;figuur/noun;foto/noun;laag/noun;licht/noun;maak/verb;toon/verb;ultraviolet/adj;volledig/adj;word/verb	11	bedek/verb;die/pron;dik/adj;figuur/noun;laag/noun;licht/noun;maak/verb;onder/prep;sommige/det;ultraviolet/adj;word/verb	11	bedek/verb;die/pron;dik/adj;figuur/noun;laag/noun;licht/noun;maak/verb;onder/prep;sommige/det;ultraviolet/adj;word/verb	11	bedek/verb;die/pron;dik/adj;figuur/noun;foto/noun;laag/noun;licht/noun;maak/verb;onder/prep;sommige/det;toon/verb;ultraviolet/adj;volledig/adj;word/verb	14	bedek/verb;dik/adj;figuur/noun;laag/noun;licht/noun;ultraviolet/adj	6	bedek/verb;dik/adj;figuur/noun;laag/noun;licht/noun;ultraviolet/adj	6	bedek/verb;dik/adj;figuur/noun;laag/noun;licht/noun;toon/verb;ultraviolet/adj;volledig/adj	8	bedek/verb;die/pron;dik/adj;figuur/noun;laag/noun;licht/noun;sommige/det;ultraviolet/adj	8	bedek/verb;die/pron;dik/adj;figuur/noun;laag/noun;licht/noun;sommige/det;ultraviolet/adj	8	bedek/verb;die/pron;dik/adj;figuur/noun;laag/noun;licht/noun;sommige/det;toon/verb;ultraviolet/adj;volledig/adj	10
