_id	_cws.grijs.foc10.nav.weight.bound	_count.grijs.foc10.nav.weight.bound	_cws.grijs.foc10.nav.selection.bound	_count.grijs.foc10.nav.selection.bound	_cws.grijs.foc10.nav.no.bound	_count.grijs.foc10.nav.no.bound	_cws.grijs.foc10.all.weight.bound	_count.grijs.foc10.all.weight.bound	_cws.grijs.foc10.all.selection.bound	_count.grijs.foc10.all.selection.bound	_cws.grijs.foc10.all.no.bound	_count.grijs.foc10.all.no.bound	_cws.grijs.foc5.nav.weight.bound	_count.grijs.foc5.nav.weight.bound	_cws.grijs.foc5.nav.selection.bound	_count.grijs.foc5.nav.selection.bound	_cws.grijs.foc5.nav.no.bound	_count.grijs.foc5.nav.no.bound	_cws.grijs.foc5.all.weight.bound	_count.grijs.foc5.all.weight.bound	_cws.grijs.foc5.all.selection.bound	_count.grijs.foc5.all.selection.bound	_cws.grijs.foc5.all.no.bound	_count.grijs.foc5.all.no.bound
grijs/adj/nrc_handelsblad_20020717_6/269	ben/verb;gebied/noun	2	ben/verb;gebied/noun	2	ben/verb;gebied/noun	2	ben/verb;gebied/noun;het/det;in/prep	4	ben/verb;gebied/noun;het/det;in/prep	4	ben/verb;gebied/noun;het/det;in/prep	4	gebied/noun	1	gebied/noun	1	gebied/noun	1	gebied/noun;het/det;in/prep	3	gebied/noun;het/det;in/prep	3	gebied/noun;het/det;in/prep	3
grijs/adj/nrc_handelsblad_19991005_94/174	heer/noun;overhemd/noun;sta/verb;wit/adj	4	heer/noun;overhemd/noun;sta/verb;wit/adj	4	heer/noun;overhemd/noun;sta/verb;wit/adj	4	heer/noun;in/prep;met/prep;overhemd/noun;sta/verb;wit/adj	6	heer/noun;in/prep;met/prep;overhemd/noun;sta/verb;wit/adj	6	heer/noun;in/prep;met/prep;overhemd/noun;sta/verb;wit/adj	6	heer/noun;overhemd/noun;sta/verb;wit/adj	4	heer/noun;overhemd/noun;sta/verb;wit/adj	4	heer/noun;overhemd/noun;sta/verb;wit/adj	4	heer/noun;in/prep;met/prep;overhemd/noun;sta/verb;wit/adj	6	heer/noun;in/prep;met/prep;overhemd/noun;sta/verb;wit/adj	6	heer/noun;in/prep;met/prep;overhemd/noun;sta/verb;wit/adj	6
grijs/adj/nrc_handelsblad_20000111_26/106	ben/verb;commentator/noun;meest/adj;politicus/noun;werkelijkheid/noun	5	ben/verb;commentator/noun;meest/adj;politicus/noun;werkelijkheid/noun	5	ben/verb;commentator/noun;meest/adj;politicus/noun;werkelijkheid/noun	5	ben/verb;commentator/noun;meest/adj;politicus/noun;werkelijkheid/noun	5	ben/verb;commentator/noun;meest/adj;politicus/noun;werkelijkheid/noun	5	ben/verb;commentator/noun;meest/adj;politicus/noun;werkelijkheid/noun	5	ben/verb;meest/adj;politicus/noun;werkelijkheid/noun	4	ben/verb;meest/adj;politicus/noun;werkelijkheid/noun	4	ben/verb;meest/adj;politicus/noun;werkelijkheid/noun	4	ben/verb;meest/adj;politicus/noun;werkelijkheid/noun	4	ben/verb;meest/adj;politicus/noun;werkelijkheid/noun	4	ben/verb;meest/adj;politicus/noun;werkelijkheid/noun	4
grijs/adj/nrc_handelsblad_20010906_0/595	grafsteen/noun;steen/noun	2	grafsteen/noun;steen/noun	2	grafsteen/noun;steen/noun	2	een/det;grafsteen/noun;steen/noun	3	een/det;grafsteen/noun;steen/noun	3	een/det;grafsteen/noun;steen/noun	3	steen/noun	1	steen/noun	1	steen/noun	1	een/det;steen/noun	2	een/det;steen/noun	2	een/det;steen/noun	2
grijs/adj/nrc_handelsblad_20011129_53/505	baard/noun;bebrild/adj;beklim/verb;haar/noun;klein/adj;man/noun	6	baard/noun;bebrild/adj;beklim/verb;haar/noun;klein/adj;man/noun	6	baard/noun;bebrild/adj;beklim/verb;haar/noun;klein/adj;man/noun	6	baard/noun;bebrild/adj;beklim/verb;een/det;haar/noun;het/det;klein/adj;man/noun;met/prep	9	baard/noun;bebrild/adj;beklim/verb;een/det;haar/noun;het/det;klein/adj;man/noun;met/prep	9	baard/noun;bebrild/adj;beklim/verb;een/det;haar/noun;het/det;klein/adj;man/noun;met/prep	9	baard/noun;bebrild/adj;beklim/verb;haar/noun;klein/adj;man/noun	6	baard/noun;bebrild/adj;beklim/verb;haar/noun;klein/adj;man/noun	6	baard/noun;bebrild/adj;beklim/verb;haar/noun;klein/adj;man/noun	6	baard/noun;bebrild/adj;beklim/verb;een/det;haar/noun;het/det;klein/adj;man/noun;met/prep	9	baard/noun;bebrild/adj;beklim/verb;een/det;haar/noun;het/det;klein/adj;man/noun;met/prep	9	baard/noun;bebrild/adj;beklim/verb;een/det;haar/noun;het/det;klein/adj;man/noun;met/prep	9
grijs/adj/nrc_handelsblad_20030820_05/321	besta/verb;gebied/noun	2	besta/verb;gebied/noun	2	besta/verb;gebied/noun	2	besta/verb;die/pron;een/det;er/adv;gebied/noun;het/det;in/prep	7	besta/verb;die/pron;een/det;er/adv;gebied/noun;het/det;in/prep	7	besta/verb;die/pron;een/det;er/adv;gebied/noun;het/det;in/prep	7	besta/verb;gebied/noun	2	besta/verb;gebied/noun	2	besta/verb;gebied/noun	2	besta/verb;een/det;er/adv;gebied/noun;het/det	5	besta/verb;een/det;er/adv;gebied/noun;het/det	5	besta/verb;een/det;er/adv;gebied/noun;het/det	5
grijs/adj/nrc_handelsblad_20001020_117/574	lijk/verb;mist/noun;soort/noun;voltrek/verb	4	lijk/verb;mist/noun;soort/noun;voltrek/verb	4	lijk/verb;mist/noun;soort/noun;voltrek/verb	4	een/det;in/prep;lijk/verb;mist/noun;soort/noun;voltrek/verb;zijn/det	7	een/det;in/prep;lijk/verb;mist/noun;soort/noun;voltrek/verb;zijn/det	7	een/det;in/prep;lijk/verb;mist/noun;soort/noun;voltrek/verb;zijn/det	7	mist/noun;soort/noun;voltrek/verb	3	mist/noun;soort/noun;voltrek/verb	3	mist/noun;soort/noun;voltrek/verb	3	een/det;in/prep;mist/noun;soort/noun;voltrek/verb	5	een/det;in/prep;mist/noun;soort/noun;voltrek/verb	5	een/det;in/prep;mist/noun;soort/noun;voltrek/verb	5
grijs/adj/nrc_handelsblad_20001207_156/890	geld/noun;voorstad/noun;vrouw/noun	3	geld/noun;voorstad/noun;vrouw/noun	3	geld/noun;voorstad/noun;vrouw/noun	3	een/det;geld/noun;in/prep;voorstad/noun;vrouw/noun	5	een/det;geld/noun;in/prep;voorstad/noun;vrouw/noun	5	een/det;geld/noun;in/prep;voorstad/noun;vrouw/noun	5	voorstad/noun	1	voorstad/noun	1	voorstad/noun	1	in/prep;voorstad/noun	2	in/prep;voorstad/noun	2	in/prep;voorstad/noun	2
grijs/adj/nrc_handelsblad_20000617_13/601	dun/adj;strijk/verb;verlang/adj	3	dun/adj;strijk/verb;verlang/adj	3	dun/adj;strijk/verb;verlang/adj	3	door/prep;dun/adj;haar/pron;strijk/verb;verlang/adj;zijn/det	6	door/prep;dun/adj;haar/pron;strijk/verb;verlang/adj;zijn/det	6	door/prep;dun/adj;haar/pron;strijk/verb;verlang/adj;zijn/det	6	dun/adj;strijk/verb	2	dun/adj;strijk/verb	2	dun/adj;strijk/verb	2	door/prep;dun/adj;haar/pron;strijk/verb;zijn/det	5	door/prep;dun/adj;haar/pron;strijk/verb;zijn/det	5	door/prep;dun/adj;haar/pron;strijk/verb;zijn/det	5
grijs/adj/nrc_handelsblad_20020712_29/1197	bromfiets/noun;bus/noun;knetter/adj;laat_achter/verb;ronk/adj;rook_gordijn/noun	6	bromfiets/noun;bus/noun;knetter/adj;laat_achter/verb;ronk/adj;rook_gordijn/noun	6	bromfiets/noun;bus/noun;knetter/adj;laat_achter/verb;ronk/adj;rook_gordijn/noun	6	achter/part;bromfiets/noun;bus/noun;knetter/adj;laat_achter/verb;ronk/adj;rook_gordijn/noun	7	achter/part;bromfiets/noun;bus/noun;knetter/adj;laat_achter/verb;ronk/adj;rook_gordijn/noun	7	achter/part;bromfiets/noun;bus/noun;knetter/adj;laat_achter/verb;ronk/adj;rook_gordijn/noun	7	bromfiets/noun;bus/noun;laat_achter/verb;ronk/adj;rook_gordijn/noun	5	bromfiets/noun;bus/noun;laat_achter/verb;ronk/adj;rook_gordijn/noun	5	bromfiets/noun;bus/noun;laat_achter/verb;ronk/adj;rook_gordijn/noun	5	achter/part;bromfiets/noun;bus/noun;laat_achter/verb;ronk/adj;rook_gordijn/noun	6	achter/part;bromfiets/noun;bus/noun;laat_achter/verb;ronk/adj;rook_gordijn/noun	6	achter/part;bromfiets/noun;bus/noun;laat_achter/verb;ronk/adj;rook_gordijn/noun	6
grijs/adj/nrc_handelsblad_20010731_65/192	beroemdheid/noun;draai/noun;lijk/verb;staatsman/noun;zone/noun	5	beroemdheid/noun;draai/noun;lijk/verb;staatsman/noun;zone/noun	5	beroemdheid/noun;draai/noun;lijk/verb;staatsman/noun;zone/noun	5	beroemdheid/noun;draai/noun;hij/pron;in/prep;inmiddels/adv;lijk/verb;staatsman/noun;tussen/prep;zijn/det;zone/noun	10	beroemdheid/noun;draai/noun;hij/pron;in/prep;inmiddels/adv;lijk/verb;staatsman/noun;tussen/prep;zijn/det;zone/noun	10	beroemdheid/noun;draai/noun;hij/pron;in/prep;inmiddels/adv;lijk/verb;staatsman/noun;tussen/prep;zijn/det;zone/noun	10	beroemdheid/noun;staatsman/noun;zone/noun	3	beroemdheid/noun;staatsman/noun;zone/noun	3	beroemdheid/noun;staatsman/noun;zone/noun	3	beroemdheid/noun;in/prep;staatsman/noun;tussen/prep;zone/noun	5	beroemdheid/noun;in/prep;staatsman/noun;tussen/prep;zone/noun	5	beroemdheid/noun;in/prep;staatsman/noun;tussen/prep;zone/noun	5
grijs/adj/nrc_handelsblad_20001125_93/131	schoolplein/noun;training_broek/noun;verschijn/verb	3	schoolplein/noun;training_broek/noun;verschijn/verb	3	schoolplein/noun;training_broek/noun;verschijn/verb	3	alleen/adv;het/det;in/prep;met/prep;nog/adv;schoolplein/noun;training_broek/noun;verschijn/verb	8	alleen/adv;het/det;in/prep;met/prep;nog/adv;schoolplein/noun;training_broek/noun;verschijn/verb	8	alleen/adv;het/det;in/prep;met/prep;nog/adv;schoolplein/noun;training_broek/noun;verschijn/verb	8	training_broek/noun;verschijn/verb	2	training_broek/noun;verschijn/verb	2	training_broek/noun;verschijn/verb	2	het/det;in/prep;met/prep;nog/adv;training_broek/noun;verschijn/verb	6	het/det;in/prep;met/prep;nog/adv;training_broek/noun;verschijn/verb	6	het/det;in/prep;met/prep;nog/adv;training_broek/noun;verschijn/verb	6
grijs/adj/nrc_handelsblad_20040605_214/475	tovenaar/noun;wit/adj	2	tovenaar/noun;wit/adj	2	tovenaar/noun;wit/adj	2	tovenaar/noun;wit/adj;zijn/det	3	tovenaar/noun;wit/adj;zijn/det	3	tovenaar/noun;wit/adj;zijn/det	3	tovenaar/noun;wit/adj	2	tovenaar/noun;wit/adj	2	tovenaar/noun;wit/adj	2	tovenaar/noun;wit/adj	2	tovenaar/noun;wit/adj	2	tovenaar/noun;wit/adj	2
grijs/adj/nrc_handelsblad_20021009_135/356	gezicht/noun;muis/noun	2	gezicht/noun;muis/noun	2	gezicht/noun;muis/noun	2	een/det;gezicht/noun;het/det;in/prep;muis/noun	5	een/det;gezicht/noun;het/det;in/prep;muis/noun	5	een/det;gezicht/noun;het/det;in/prep;muis/noun	5	muis/noun	1	muis/noun	1	muis/noun	1	een/det;in/prep;muis/noun	3	een/det;in/prep;muis/noun	3	een/det;in/prep;muis/noun	3
grijs/adj/nrc_handelsblad_19990702_153/664	ben/verb;licht/noun	2	ben/verb;licht/noun	2	ben/verb;licht/noun	2	ben/verb;dat/pron;het/det;licht/noun	4	ben/verb;dat/pron;het/det;licht/noun	4	ben/verb;dat/pron;het/det;licht/noun	4	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb	1
grijs/adj/nrc_handelsblad_19991004_26/297	ben/verb;bos/noun;charmeur/noun;energiek/adj;haar/noun;herkenbaar/adj;stevig/adj	7	ben/verb;bos/noun;charmeur/noun;energiek/adj;haar/noun;herkenbaar/adj;stevig/adj	7	ben/verb;bos/noun;charmeur/noun;energiek/adj;haar/noun;herkenbaar/adj;stevig/adj	7	ben/verb;bos/noun;charmeur/noun;die/pron;een/det;energiek/adj;haar/noun;herkenbaar/adj;stevig/adj	9	ben/verb;bos/noun;charmeur/noun;die/pron;een/det;energiek/adj;haar/noun;herkenbaar/adj;stevig/adj	9	ben/verb;bos/noun;charmeur/noun;die/pron;een/det;energiek/adj;haar/noun;herkenbaar/adj;stevig/adj	9	ben/verb;bos/noun;haar/noun;stevig/adj	4	ben/verb;bos/noun;haar/noun;stevig/adj	4	ben/verb;bos/noun;haar/noun;stevig/adj	4	ben/verb;bos/noun;een/det;haar/noun;stevig/adj	5	ben/verb;bos/noun;een/det;haar/noun;stevig/adj	5	ben/verb;bos/noun;een/det;haar/noun;stevig/adj	5
grijs/adj/nrc_handelsblad_20031213_115/145	ben/verb;gebied/noun;paar/noun;wettelijk/adj	4	ben/verb;gebied/noun;paar/noun;wettelijk/adj	4	ben/verb;gebied/noun;paar/noun;wettelijk/adj	4	ben/verb;een/det;gebied/noun;in/prep;paar/noun;wettelijk/adj	6	ben/verb;een/det;gebied/noun;in/prep;paar/noun;wettelijk/adj	6	ben/verb;een/det;gebied/noun;in/prep;paar/noun;wettelijk/adj	6	gebied/noun;paar/noun;wettelijk/adj	3	gebied/noun;paar/noun;wettelijk/adj	3	gebied/noun;paar/noun;wettelijk/adj	3	een/det;gebied/noun;in/prep;paar/noun;wettelijk/adj	5	een/det;gebied/noun;in/prep;paar/noun;wettelijk/adj	5	een/det;gebied/noun;in/prep;paar/noun;wettelijk/adj	5
grijs/adj/nrc_handelsblad_20040331_136/247	hand/noun;kapsel/noun;stap_binnen/verb;vrouw/noun	4	hand/noun;kapsel/noun;stap_binnen/verb;vrouw/noun	4	hand/noun;kapsel/noun;stap_binnen/verb;vrouw/noun	4	een/det;hand/noun;het/det;hij/pron;in/prep;juist/adv;kapsel/noun;stap_binnen/verb;vrouw/noun	9	een/det;hand/noun;het/det;hij/pron;in/prep;juist/adv;kapsel/noun;stap_binnen/verb;vrouw/noun	9	een/det;hand/noun;het/det;hij/pron;in/prep;juist/adv;kapsel/noun;stap_binnen/verb;vrouw/noun	9	hand/noun;kapsel/noun;vrouw/noun	3	hand/noun;kapsel/noun;vrouw/noun	3	hand/noun;kapsel/noun;vrouw/noun	3	een/det;hand/noun;het/det;kapsel/noun;vrouw/noun	5	een/det;hand/noun;het/det;kapsel/noun;vrouw/noun	5	een/det;hand/noun;het/det;kapsel/noun;vrouw/noun	5
grijs/adj/nrc_handelsblad_20001216_64/672	draag/verb;gebreid/adj;gekleed/adj;kort/adj;kous/noun;lang/adj	6	draag/verb;gebreid/adj;gekleed/adj;kort/adj;kous/noun;lang/adj	6	draag/verb;gebreid/adj;gekleed/adj;kort/adj;kous/noun;lang/adj	6	draag/verb;een/det;gebreid/adj;gekleed/adj;hij/pron;in/prep;kort/adj;kous/noun;lang/adj	9	draag/verb;een/det;gebreid/adj;gekleed/adj;hij/pron;in/prep;kort/adj;kous/noun;lang/adj	9	draag/verb;een/det;gebreid/adj;gekleed/adj;hij/pron;in/prep;kort/adj;kous/noun;lang/adj	9	draag/verb;gebreid/adj;kous/noun	3	draag/verb;gebreid/adj;kous/noun	3	draag/verb;gebreid/adj;kous/noun	3	draag/verb;gebreid/adj;hij/pron;kous/noun	4	draag/verb;gebreid/adj;hij/pron;kous/noun	4	draag/verb;gebreid/adj;hij/pron;kous/noun	4
grijs/adj/nrc_handelsblad_20020510_127/668	heer/noun;keurig/adj	2	heer/noun;keurig/adj	2	heer/noun;keurig/adj	2	een/det;heer/noun;keurig/adj	3	een/det;heer/noun;keurig/adj	3	een/det;heer/noun;keurig/adj	3	heer/noun;keurig/adj	2	heer/noun;keurig/adj	2	heer/noun;keurig/adj	2	een/det;heer/noun;keurig/adj	3	een/det;heer/noun;keurig/adj	3	een/det;heer/noun;keurig/adj	3
grijs/adj/nrc_handelsblad_20020202_193/369	bevind/verb;gebied/noun;mistig/adj	3	bevind/verb;gebied/noun;mistig/adj	3	bevind/verb;gebied/noun;mistig/adj	3	bevind/verb;gebied/noun;het/det;mistig/adj;vooral/adv	5	bevind/verb;gebied/noun;het/det;mistig/adj;vooral/adv	5	bevind/verb;gebied/noun;het/det;mistig/adj;vooral/adv	5	bevind/verb;mistig/adj	2	bevind/verb;mistig/adj	2	bevind/verb;mistig/adj	2	bevind/verb;het/det;mistig/adj;vooral/adv	4	bevind/verb;het/det;mistig/adj;vooral/adv	4	bevind/verb;het/det;mistig/adj;vooral/adv	4
grijs/adj/nrc_handelsblad_19991007_7/1734	gedaanteverwisseling/noun;hang/verb;kast/noun;pak/noun	4	gedaanteverwisseling/noun;hang/verb;kast/noun;pak/noun	4	gedaanteverwisseling/noun;hang/verb;kast/noun;pak/noun	4	een/det;gedaanteverwisseling/noun;hang/verb;het/det;hij/pron;in/prep;kast/noun;pak/noun;voorgoed/adv	9	een/det;gedaanteverwisseling/noun;hang/verb;het/det;hij/pron;in/prep;kast/noun;pak/noun;voorgoed/adv	9	een/det;gedaanteverwisseling/noun;hang/verb;het/det;hij/pron;in/prep;kast/noun;pak/noun;voorgoed/adv	9	gedaanteverwisseling/noun;pak/noun	2	gedaanteverwisseling/noun;pak/noun	2	gedaanteverwisseling/noun;pak/noun	2	gedaanteverwisseling/noun;het/det;in/prep;pak/noun;voorgoed/adv	5	gedaanteverwisseling/noun;het/det;in/prep;pak/noun;voorgoed/adv	5	gedaanteverwisseling/noun;het/det;in/prep;pak/noun;voorgoed/adv	5
grijs/adj/nrc_handelsblad_20020919_122/276	haar/noun	1	haar/noun	1	haar/noun	1	dankzij/prep;een/det;haar/noun;hij/pron	4	dankzij/prep;een/det;haar/noun;hij/pron	4	dankzij/prep;een/det;haar/noun;hij/pron	4	haar/noun	1	haar/noun	1	haar/noun	1	dankzij/prep;een/det;haar/noun;hij/pron	4	dankzij/prep;een/det;haar/noun;hij/pron	4	dankzij/prep;een/det;haar/noun;hij/pron	4
grijs/adj/nrc_handelsblad_20000406_101/823	overhemd/noun;pantalon/noun;zijden/adj	3	overhemd/noun;pantalon/noun;zijden/adj	3	overhemd/noun;pantalon/noun;zijden/adj	3	in/prep;overhemd/noun;pantalon/noun;zijden/adj	4	in/prep;overhemd/noun;pantalon/noun;zijden/adj	4	in/prep;overhemd/noun;pantalon/noun;zijden/adj	4	overhemd/noun;pantalon/noun;zijden/adj	3	overhemd/noun;pantalon/noun;zijden/adj	3	overhemd/noun;pantalon/noun;zijden/adj	3	in/prep;overhemd/noun;pantalon/noun;zijden/adj	4	in/prep;overhemd/noun;pantalon/noun;zijden/adj	4	in/prep;overhemd/noun;pantalon/noun;zijden/adj	4
grijs/adj/nrc_handelsblad_20020719_12/479	dagje/noun;krul/noun;oud/adj	3	dagje/noun;krul/noun;oud/adj	3	dagje/noun;krul/noun;oud/adj	3	dagje/noun;een/det;hij/pron;krul/noun;oud/adj;zijn/det	6	dagje/noun;een/det;hij/pron;krul/noun;oud/adj;zijn/det	6	dagje/noun;een/det;hij/pron;krul/noun;oud/adj;zijn/det	6	krul/noun;oud/adj	2	krul/noun;oud/adj	2	krul/noun;oud/adj	2	krul/noun;oud/adj;zijn/det	3	krul/noun;oud/adj;zijn/det	3	krul/noun;oud/adj;zijn/det	3
grijs/adj/nrc_handelsblad_19990417_120/620	doordeweeks/adj;lang/adj;middag/noun;rij/noun;sta/verb;wacht/verb	6	doordeweeks/adj;lang/adj;middag/noun;rij/noun;sta/verb;wacht/verb	6	doordeweeks/adj;lang/adj;middag/noun;rij/noun;sta/verb;wacht/verb	6	doordeweeks/adj;een/det;er/adv;lang/adj;middag/noun;rij/noun;sta/verb;wacht/verb	8	doordeweeks/adj;een/det;er/adv;lang/adj;middag/noun;rij/noun;sta/verb;wacht/verb	8	doordeweeks/adj;een/det;er/adv;lang/adj;middag/noun;rij/noun;sta/verb;wacht/verb	8	lang/adj;rij/noun;sta/verb;wacht/verb	4	lang/adj;rij/noun;sta/verb;wacht/verb	4	lang/adj;rij/noun;sta/verb;wacht/verb	4	een/det;er/adv;lang/adj;rij/noun;sta/verb;wacht/verb	6	een/det;er/adv;lang/adj;rij/noun;sta/verb;wacht/verb	6	een/det;er/adv;lang/adj;rij/noun;sta/verb;wacht/verb	6
grijs/adj/nrc_handelsblad_19990415_204/241	ben/verb;druif/noun;rot/noun	3	ben/verb;druif/noun;rot/noun	3	ben/verb;druif/noun;rot/noun	3	ben/verb;druif/noun;er/adv;geen/det;rot/noun	5	ben/verb;druif/noun;er/adv;geen/det;rot/noun	5	ben/verb;druif/noun;er/adv;geen/det;rot/noun	5	ben/verb;rot/noun	2	ben/verb;rot/noun	2	ben/verb;rot/noun	2	ben/verb;er/adv;geen/det;rot/noun	4	ben/verb;er/adv;geen/det;rot/noun	4	ben/verb;er/adv;geen/det;rot/noun	4
grijs/adj/nrc_handelsblad_20001101_126/19	blink/verb;licht/noun;marmer/noun;onmiskenbaar/adj;ronde_DIM/noun;voet/noun	6	blink/verb;licht/noun;marmer/noun;onmiskenbaar/adj;ronde_DIM/noun;voet/noun	6	blink/verb;licht/noun;marmer/noun;onmiskenbaar/adj;ronde_DIM/noun;voet/noun	6	blink/verb;een/det;het/det;licht/noun;marmer/noun;onmiskenbaar/adj;ronde_DIM/noun;tussen/prep;voet/noun	9	blink/verb;een/det;het/det;licht/noun;marmer/noun;onmiskenbaar/adj;ronde_DIM/noun;tussen/prep;voet/noun	9	blink/verb;een/det;het/det;licht/noun;marmer/noun;onmiskenbaar/adj;ronde_DIM/noun;tussen/prep;voet/noun	9	blink/verb;marmer/noun;voet/noun	3	blink/verb;marmer/noun;voet/noun	3	blink/verb;marmer/noun;voet/noun	3	blink/verb;het/det;marmer/noun;voet/noun	4	blink/verb;het/det;marmer/noun;voet/noun	4	blink/verb;het/det;marmer/noun;voet/noun	4
grijs/adj/nrc_handelsblad_20000930_142/550	ene/adj	1	ene/adj	1	ene/adj	1	ene/adj;in/prep	2	ene/adj;in/prep	2	ene/adj;in/prep	2		0		0		0	in/prep	1	in/prep	1	in/prep	1
grijs/adj/nrc_handelsblad_20000224_137/286	alomtegenwoordig/adj;gestoken/adj;kop_telefoon/noun;luister/verb;pak/noun;zwart/adj	6	alomtegenwoordig/adj;gestoken/adj;kop_telefoon/noun;luister/verb;pak/noun;zwart/adj	6	alomtegenwoordig/adj;gestoken/adj;kop_telefoon/noun;luister/verb;pak/noun;zwart/adj	6	alomtegenwoordig/adj;gestoken/adj;in/prep;kop_telefoon/noun;luister/verb;met/prep;pak/noun;zijn/det;zwart/adj	9	alomtegenwoordig/adj;gestoken/adj;in/prep;kop_telefoon/noun;luister/verb;met/prep;pak/noun;zijn/det;zwart/adj	9	alomtegenwoordig/adj;gestoken/adj;in/prep;kop_telefoon/noun;luister/verb;met/prep;pak/noun;zijn/det;zwart/adj	9	gestoken/adj;luister/verb;pak/noun	3	gestoken/adj;luister/verb;pak/noun	3	gestoken/adj;luister/verb;pak/noun	3	gestoken/adj;in/prep;luister/verb;pak/noun	4	gestoken/adj;in/prep;luister/verb;pak/noun	4	gestoken/adj;in/prep;luister/verb;pak/noun	4
grijs/adj/nrc_handelsblad_20010713_428/19		0		0		0	te/adv	1	te/adv	1	te/adv	1		0		0		0	te/adv	1	te/adv	1	te/adv	1
grijs/adj/nrc_handelsblad_20020506_57/22	gebaar/adj;heftig/adj	2	gebaar/adj;heftig/adj	2	gebaar/adj;heftig/adj	2	achter/prep;een/det;gebaar/adj;heftig/adj	4	achter/prep;een/det;gebaar/adj;heftig/adj	4	achter/prep;een/det;gebaar/adj;heftig/adj	4	gebaar/adj;heftig/adj	2	gebaar/adj;heftig/adj	2	gebaar/adj;heftig/adj	2	achter/prep;een/det;gebaar/adj;heftig/adj	4	achter/prep;een/det;gebaar/adj;heftig/adj	4	achter/prep;een/det;gebaar/adj;heftig/adj	4
grijs/adj/nrc_handelsblad_19990402_149/564	exemplaar/noun;kerk_uil/noun;lang/adj;mantel/noun;opgezet/adj	5	exemplaar/noun;kerk_uil/noun;lang/adj;mantel/noun;opgezet/adj	5	exemplaar/noun;kerk_uil/noun;lang/adj;mantel/noun;opgezet/adj	5	exemplaar/noun;kerk_uil/noun;lang/adj;mantel/noun;met/prep;opgezet/adj;vol/prep;zijn/det	8	exemplaar/noun;kerk_uil/noun;lang/adj;mantel/noun;met/prep;opgezet/adj;vol/prep;zijn/det	8	exemplaar/noun;kerk_uil/noun;lang/adj;mantel/noun;met/prep;opgezet/adj;vol/prep;zijn/det	8	mantel/noun	1	mantel/noun	1	mantel/noun	1	mantel/noun;met/prep;vol/prep;zijn/det	4	mantel/noun;met/prep;vol/prep;zijn/det	4	mantel/noun;met/prep;vol/prep;zijn/det	4
grijs/adj/nrc_handelsblad_20020930_52/10	ben/verb;imago/noun;klap/noun	3	ben/verb;imago/noun;klap/noun	3	ben/verb;imago/noun;klap/noun	3	ben/verb;die/pron;het/det;imago/noun;in/prep;klap/noun;met/prep	7	ben/verb;die/pron;het/det;imago/noun;in/prep;klap/noun;met/prep	7	ben/verb;die/pron;het/det;imago/noun;in/prep;klap/noun;met/prep	7	ben/verb;imago/noun;klap/noun	3	ben/verb;imago/noun;klap/noun	3	ben/verb;imago/noun;klap/noun	3	ben/verb;het/det;imago/noun;klap/noun;met/prep	5	ben/verb;het/det;imago/noun;klap/noun;met/prep	5	ben/verb;het/det;imago/noun;klap/noun;met/prep	5
grijs/adj/nrc_handelsblad_20010413_10/717	euthanasie/noun;gebied/noun;passief/adj;ruim/verb;strafbaar/adj;toelaatbaar/adj;weg/noun	7	euthanasie/noun;gebied/noun;passief/adj;ruim/verb;strafbaar/adj;toelaatbaar/adj;weg/noun	7	euthanasie/noun;gebied/noun;passief/adj;ruim/verb;strafbaar/adj;toelaatbaar/adj;weg/noun	7	euthanasie/noun;gebied/noun;het/det;passief/adj;ruim/verb;strafbaar/adj;toelaatbaar/adj;tussen/prep;uit/prep;weg/noun;ze/pron	11	euthanasie/noun;gebied/noun;het/det;passief/adj;ruim/verb;strafbaar/adj;toelaatbaar/adj;tussen/prep;uit/prep;weg/noun;ze/pron	11	euthanasie/noun;gebied/noun;het/det;passief/adj;ruim/verb;strafbaar/adj;toelaatbaar/adj;tussen/prep;uit/prep;weg/noun;ze/pron	11	gebied/noun;passief/adj;ruim/verb;toelaatbaar/adj	4	gebied/noun;passief/adj;ruim/verb;toelaatbaar/adj	4	gebied/noun;passief/adj;ruim/verb;toelaatbaar/adj	4	gebied/noun;het/det;passief/adj;ruim/verb;toelaatbaar/adj;tussen/prep;ze/pron	7	gebied/noun;het/det;passief/adj;ruim/verb;toelaatbaar/adj;tussen/prep;ze/pron	7	gebied/noun;het/det;passief/adj;ruim/verb;toelaatbaar/adj;tussen/prep;ze/pron	7
grijs/adj/nrc_handelsblad_20020618_88/553	lul/noun;oud/adj;vul/verb;zak/noun	4	lul/noun;oud/adj;vul/verb;zak/noun	4	lul/noun;oud/adj;vul/verb;zak/noun	4	dat/pron;die/pron;lul/noun;oud/adj;vul/verb;wellicht/adv;zak/noun	7	dat/pron;die/pron;lul/noun;oud/adj;vul/verb;wellicht/adv;zak/noun	7	dat/pron;die/pron;lul/noun;oud/adj;vul/verb;wellicht/adv;zak/noun	7	lul/noun;oud/adj;vul/verb;zak/noun	4	lul/noun;oud/adj;vul/verb;zak/noun	4	lul/noun;oud/adj;vul/verb;zak/noun	4	die/pron;lul/noun;oud/adj;vul/verb;zak/noun	5	die/pron;lul/noun;oud/adj;vul/verb;zak/noun	5	die/pron;lul/noun;oud/adj;vul/verb;zak/noun	5
