_id	_cws.grijs.foc10.nav.weight.bound	_count.grijs.foc10.nav.weight.bound	_cws.grijs.foc10.nav.selection.bound	_count.grijs.foc10.nav.selection.bound	_cws.grijs.foc10.nav.no.bound	_count.grijs.foc10.nav.no.bound	_cws.grijs.foc10.all.weight.bound	_count.grijs.foc10.all.weight.bound	_cws.grijs.foc10.all.selection.bound	_count.grijs.foc10.all.selection.bound	_cws.grijs.foc10.all.no.bound	_count.grijs.foc10.all.no.bound	_cws.grijs.foc5.nav.weight.bound	_count.grijs.foc5.nav.weight.bound	_cws.grijs.foc5.nav.selection.bound	_count.grijs.foc5.nav.selection.bound	_cws.grijs.foc5.nav.no.bound	_count.grijs.foc5.nav.no.bound	_cws.grijs.foc5.all.weight.bound	_count.grijs.foc5.all.weight.bound	_cws.grijs.foc5.all.selection.bound	_count.grijs.foc5.all.selection.bound	_cws.grijs.foc5.all.no.bound	_count.grijs.foc5.all.no.bound
grijs/adj/volkskrant_20020128_52/217	ambt/noun;goedmoedig/adj;jong/adj	3	ambt/noun;goedmoedig/adj;jong/adj	3	ambt/noun;goedmoedig/adj;jong/adj	3	ambt/noun;goedmoedig/adj;jong/adj;te/adv	4	ambt/noun;goedmoedig/adj;jong/adj;te/adv	4	ambt/noun;goedmoedig/adj;jong/adj;te/adv	4	goedmoedig/adj;jong/adj	2	goedmoedig/adj;jong/adj	2	goedmoedig/adj;jong/adj	2	goedmoedig/adj;jong/adj;te/adv	3	goedmoedig/adj;jong/adj;te/adv	3	goedmoedig/adj;jong/adj;te/adv	3
grijs/adj/volkskrant_20000826_0/542	annexeer/verb;ben/verb;golf/noun	3	annexeer/verb;ben/verb;golf/noun	3	annexeer/verb;ben/verb;golf/noun	3	annexeer/verb;ben/verb;die/pron;door/prep;golf/noun;het/det	6	annexeer/verb;ben/verb;die/pron;door/prep;golf/noun;het/det	6	annexeer/verb;ben/verb;die/pron;door/prep;golf/noun;het/det	6	annexeer/verb;golf/noun	2	annexeer/verb;golf/noun	2	annexeer/verb;golf/noun	2	annexeer/verb;die/pron;door/prep;golf/noun	4	annexeer/verb;die/pron;door/prep;golf/noun	4	annexeer/verb;die/pron;door/prep;golf/noun	4
grijs/adj/volkskrant_20010426_138/1651	Appel/noun;brij/noun	2	Appel/noun;brij/noun	2	Appel/noun;brij/noun	2	Appel/noun;brij/noun;een/det;geen/det;je/pron	5	Appel/noun;brij/noun;een/det;geen/det;je/pron	5	Appel/noun;brij/noun;een/det;geen/det;je/pron	5	brij/noun	1	brij/noun	1	brij/noun	1	brij/noun;een/det;je/pron	3	brij/noun;een/det;je/pron	3	brij/noun;een/det;je/pron	3
grijs/adj/volkskrant_20031129_259/194	begeef/verb;bestuurder/noun;betonnen/adj;kubus/noun;voet/noun	5	begeef/verb;bestuurder/noun;betonnen/adj;kubus/noun;voet/noun	5	begeef/verb;bestuurder/noun;betonnen/adj;kubus/noun;voet/noun	5	begeef/verb;bestuurder/noun;betonnen/adj;dan/adv;die/pron;door/prep;kubus/noun;veelal/adv;voet/noun	9	begeef/verb;bestuurder/noun;betonnen/adj;dan/adv;die/pron;door/prep;kubus/noun;veelal/adv;voet/noun	9	begeef/verb;bestuurder/noun;betonnen/adj;dan/adv;die/pron;door/prep;kubus/noun;veelal/adv;voet/noun	9	begeef/verb;betonnen/adj;kubus/noun;voet/noun	4	begeef/verb;betonnen/adj;kubus/noun;voet/noun	4	begeef/verb;betonnen/adj;kubus/noun;voet/noun	4	begeef/verb;betonnen/adj;dan/adv;door/prep;kubus/noun;veelal/adv;voet/noun	7	begeef/verb;betonnen/adj;dan/adv;door/prep;kubus/noun;veelal/adv;voet/noun	7	begeef/verb;betonnen/adj;dan/adv;door/prep;kubus/noun;veelal/adv;voet/noun	7
grijs/adj/volkskrant_20000309_31/189	handel/noun;heel/adj;verleden/noun	3	handel/noun;heel/adj;verleden/noun	3	handel/noun;heel/adj;verleden/noun	3	handel/noun;heel/adj;het/det;in/prep;verleden/noun	5	handel/noun;heel/adj;het/det;in/prep;verleden/noun	5	handel/noun;heel/adj;het/det;in/prep;verleden/noun	5	handel/noun;heel/adj	2	handel/noun;heel/adj	2	handel/noun;heel/adj	2	handel/noun;heel/adj	2	handel/noun;heel/adj	2	handel/noun;heel/adj	2
grijs/adj/volkskrant_20000308_22/222	ben/verb;handel/noun	2	ben/verb;handel/noun	2	ben/verb;handel/noun	2	ben/verb;handel/noun;in/prep	3	ben/verb;handel/noun;in/prep	3	ben/verb;handel/noun;in/prep	3	ben/verb;handel/noun	2	ben/verb;handel/noun	2	ben/verb;handel/noun	2	ben/verb;handel/noun;in/prep	3	ben/verb;handel/noun;in/prep	3	ben/verb;handel/noun;in/prep	3
grijs/adj/volkskrant_20040527_80/35		0		0		0	een/det;zo'n/det	2	een/det;zo'n/det	2	een/det;zo'n/det	2		0		0		0	zo'n/det	1	zo'n/det	1	zo'n/det	1
grijs/adj/volkskrant_20001223_96/501	A_merk/noun;kort/adj;ton/noun;transformeer/verb;trendy/adj	5	A_merk/noun;kort/adj;ton/noun;transformeer/verb;trendy/adj	5	A_merk/noun;kort/adj;ton/noun;transformeer/verb;trendy/adj	5	A_merk/noun;een/det;in/prep;kort/adj;ton/noun;transformeer/verb;trendy/adj	7	A_merk/noun;een/det;in/prep;kort/adj;ton/noun;transformeer/verb;trendy/adj	7	A_merk/noun;een/det;in/prep;kort/adj;ton/noun;transformeer/verb;trendy/adj	7	kort/adj	1	kort/adj	1	kort/adj	1	een/det;in/prep;kort/adj	3	een/det;in/prep;kort/adj	3	een/det;in/prep;kort/adj	3
grijs/adj/volkskrant_20030508_52/240	communisme/noun;verdwijn/verb;vest/noun	3	communisme/noun;verdwijn/verb;vest/noun	3	communisme/noun;verdwijn/verb;vest/noun	3	communisme/noun;het/det;verdwijn/verb;vest/noun;ze/pron	5	communisme/noun;het/det;verdwijn/verb;vest/noun;ze/pron	5	communisme/noun;het/det;verdwijn/verb;vest/noun;ze/pron	5	vest/noun	1	vest/noun	1	vest/noun	1	vest/noun	1	vest/noun	1	vest/noun	1
grijs/adj/volkskrant_20020208_3/122	dag/noun;hang/verb;waas/noun	3	dag/noun;hang/verb;waas/noun	3	dag/noun;hang/verb;waas/noun	3	dag/noun;die/pron;haar/det;hang/verb;uit/prep;waas/noun	6	dag/noun;die/pron;haar/det;hang/verb;uit/prep;waas/noun	6	dag/noun;die/pron;haar/det;hang/verb;uit/prep;waas/noun	6	waas/noun	1	waas/noun	1	waas/noun	1	die/pron;waas/noun	2	die/pron;waas/noun	2	die/pron;waas/noun	2
grijs/adj/volkskrant_20000621_110/738	hoofd/noun;schud/verb	2	hoofd/noun;schud/verb	2	hoofd/noun;schud/verb	2	het/det;hoofd/noun;schud/verb	3	het/det;hoofd/noun;schud/verb	3	het/det;hoofd/noun;schud/verb	3	hoofd/noun;schud/verb	2	hoofd/noun;schud/verb	2	hoofd/noun;schud/verb	2	het/det;hoofd/noun;schud/verb	3	het/det;hoofd/noun;schud/verb	3	het/det;hoofd/noun;schud/verb	3
grijs/adj/volkskrant_20010914_165/81	bevind/verb;gebied/noun	2	bevind/verb;gebied/noun	2	bevind/verb;gebied/noun	2	bevind/verb;een/det;gebied/noun;in/prep	4	bevind/verb;een/det;gebied/noun;in/prep	4	bevind/verb;een/det;gebied/noun;in/prep	4	bevind/verb;gebied/noun	2	bevind/verb;gebied/noun	2	bevind/verb;gebied/noun	2	bevind/verb;een/det;gebied/noun;in/prep	4	bevind/verb;een/det;gebied/noun;in/prep	4	bevind/verb;een/det;gebied/noun;in/prep	4
grijs/adj/volkskrant_20000224_12/374	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2
grijs/adj/volkskrant_20010521_67/814	ben/verb;man/noun	2	ben/verb;man/noun	2	ben/verb;man/noun	2	ben/verb;een/det;geheten/prep;man/noun;wat/adv	5	ben/verb;een/det;geheten/prep;man/noun;wat/adv	5	ben/verb;een/det;geheten/prep;man/noun;wat/adv	5	man/noun	1	man/noun	1	man/noun	1	een/det;man/noun;wat/adv	3	een/det;man/noun;wat/adv	3	een/det;man/noun;wat/adv	3
grijs/adj/volkskrant_20000411_38/65	dijk/noun;duin/noun;nat/adj;nevel/noun;sfeer/noun;val/verb	6	dijk/noun;duin/noun;nat/adj;nevel/noun;sfeer/noun;val/verb	6	dijk/noun;duin/noun;nat/adj;nevel/noun;sfeer/noun;val/verb	6	die/pron;dijk/noun;duin/noun;nat/adj;nevel/noun;sfeer/noun;val/verb	7	die/pron;dijk/noun;duin/noun;nat/adj;nevel/noun;sfeer/noun;val/verb	7	die/pron;dijk/noun;duin/noun;nat/adj;nevel/noun;sfeer/noun;val/verb	7	dijk/noun;nevel/noun;sfeer/noun	3	dijk/noun;nevel/noun;sfeer/noun	3	dijk/noun;nevel/noun;sfeer/noun	3	die/pron;dijk/noun;nevel/noun;sfeer/noun	4	die/pron;dijk/noun;nevel/noun;sfeer/noun	4	die/pron;dijk/noun;nevel/noun;sfeer/noun	4
grijs/adj/volkskrant_20040916_42/267	glas/noun;mouw/noun;sleep/verb	3	glas/noun;mouw/noun;sleep/verb	3	glas/noun;mouw/noun;sleep/verb	3	een/det;glas/noun;mouw/noun;sleep/verb;zelfs/adv	5	een/det;glas/noun;mouw/noun;sleep/verb;zelfs/adv	5	een/det;glas/noun;mouw/noun;sleep/verb;zelfs/adv	5	mouw/noun	1	mouw/noun	1	mouw/noun	1	een/det;mouw/noun	2	een/det;mouw/noun	2	een/det;mouw/noun	2
grijs/adj/volkskrant_20010221_100/841	zwart_wit/noun	1	zwart_wit/noun	1	zwart_wit/noun	1	in/prep;plaats/prep;zwart_wit/noun	3	in/prep;plaats/prep;zwart_wit/noun	3	in/prep;plaats/prep;zwart_wit/noun	3	zwart_wit/noun	1	zwart_wit/noun	1	zwart_wit/noun	1	in/prep;plaats/prep;zwart_wit/noun	3	in/prep;plaats/prep;zwart_wit/noun	3	in/prep;plaats/prep;zwart_wit/noun	3
grijs/adj/volkskrant_20010125_135/442	draai/verb;kies/verb	2	draai/verb;kies/verb	2	draai/verb;kies/verb	2	draai/verb;het/det;kies/verb;zelfs/adv	4	draai/verb;het/det;kies/verb;zelfs/adv	4	draai/verb;het/det;kies/verb;zelfs/adv	4	draai/verb;kies/verb	2	draai/verb;kies/verb	2	draai/verb;kies/verb	2	draai/verb;kies/verb;zelfs/adv	3	draai/verb;kies/verb;zelfs/adv	3	draai/verb;kies/verb;zelfs/adv	3
grijs/adj/volkskrant_20000701_41/45	beton/noun;spiegel_beeld/noun;wereld/noun	3	beton/noun;spiegel_beeld/noun;wereld/noun	3	beton/noun;spiegel_beeld/noun;wereld/noun	3	beton/noun;een/det;in/prep;spiegel_beeld/noun;wereld/noun;ze/pron	6	beton/noun;een/det;in/prep;spiegel_beeld/noun;wereld/noun;ze/pron	6	beton/noun;een/det;in/prep;spiegel_beeld/noun;wereld/noun;ze/pron	6	beton/noun;spiegel_beeld/noun;wereld/noun	3	beton/noun;spiegel_beeld/noun;wereld/noun	3	beton/noun;spiegel_beeld/noun;wereld/noun	3	beton/noun;een/det;in/prep;spiegel_beeld/noun;wereld/noun	5	beton/noun;een/det;in/prep;spiegel_beeld/noun;wereld/noun	5	beton/noun;een/det;in/prep;spiegel_beeld/noun;wereld/noun	5
grijs/adj/parool_20000808_26/645	lijk/verb	1	lijk/verb	1	lijk/verb	1	in/prep;lijk/verb;weer/adv	3	in/prep;lijk/verb;weer/adv	3	in/prep;lijk/verb;weer/adv	3		0		0		0	in/prep;weer/adv	2	in/prep;weer/adv	2	in/prep;weer/adv	2
grijs/adj/parool_20020223_146/27	bedrukt/adj;lig/verb;straat/noun;zie/verb	4	bedrukt/adj;lig/verb;straat/noun;zie/verb	4	bedrukt/adj;lig/verb;straat/noun;zie/verb	4	bedrukt/adj;een/det;in/prep;lig/verb;met/prep;straat/noun;zie/verb	7	bedrukt/adj;een/det;in/prep;lig/verb;met/prep;straat/noun;zie/verb	7	bedrukt/adj;een/det;in/prep;lig/verb;met/prep;straat/noun;zie/verb	7	bedrukt/adj;lig/verb	2	bedrukt/adj;lig/verb	2	bedrukt/adj;lig/verb	2	bedrukt/adj;een/det;in/prep;lig/verb;met/prep	5	bedrukt/adj;een/det;in/prep;lig/verb;met/prep	5	bedrukt/adj;een/det;in/prep;lig/verb;met/prep	5
grijs/adj/parool_20020305_26/155	hoofd/noun;oog/noun;schud/verb	3	hoofd/noun;oog/noun;schud/verb	3	hoofd/noun;oog/noun;schud/verb	3	het/det;hij/pron;hoofd/noun;oog/noun;schud/verb;zijn/det	6	het/det;hij/pron;hoofd/noun;oog/noun;schud/verb;zijn/det	6	het/det;hij/pron;hoofd/noun;oog/noun;schud/verb;zijn/det	6	hoofd/noun;oog/noun;schud/verb	3	hoofd/noun;oog/noun;schud/verb	3	hoofd/noun;oog/noun;schud/verb	3	het/det;hij/pron;hoofd/noun;oog/noun;schud/verb;zijn/det	6	het/det;hij/pron;hoofd/noun;oog/noun;schud/verb;zijn/det	6	het/det;hij/pron;hoofd/noun;oog/noun;schud/verb;zijn/det	6
grijs/adj/parool_20000921_88/1920	ben/verb;blijf/verb;hoekig/adj;omgangsvorm/noun;pak/noun	5	ben/verb;blijf/verb;hoekig/adj;omgangsvorm/noun;pak/noun	5	ben/verb;blijf/verb;hoekig/adj;omgangsvorm/noun;pak/noun	5	ben/verb;blijf/verb;hoekig/adj;omgangsvorm/noun;pak/noun	5	ben/verb;blijf/verb;hoekig/adj;omgangsvorm/noun;pak/noun	5	ben/verb;blijf/verb;hoekig/adj;omgangsvorm/noun;pak/noun	5	hoekig/adj;omgangsvorm/noun;pak/noun	3	hoekig/adj;omgangsvorm/noun;pak/noun	3	hoekig/adj;omgangsvorm/noun;pak/noun	3	hoekig/adj;omgangsvorm/noun;pak/noun	3	hoekig/adj;omgangsvorm/noun;pak/noun	3	hoekig/adj;omgangsvorm/noun;pak/noun	3
grijs/adj/parool_20011123_101/141	a/noun;ambtenaar/noun;ben/verb;name/noun;woestijn/noun	5	a/noun;ambtenaar/noun;ben/verb;name/noun;woestijn/noun	5	a/noun;ambtenaar/noun;ben/verb;name/noun;woestijn/noun	5	a/noun;ambtenaar/noun;ben/verb;een/det;het/det;in/prep;name/noun;woestijn/noun	8	a/noun;ambtenaar/noun;ben/verb;een/det;het/det;in/prep;name/noun;woestijn/noun	8	a/noun;ambtenaar/noun;ben/verb;een/det;het/det;in/prep;name/noun;woestijn/noun	8	a/noun;ambtenaar/noun;ben/verb;name/noun	4	a/noun;ambtenaar/noun;ben/verb;name/noun	4	a/noun;ambtenaar/noun;ben/verb;name/noun	4	a/noun;ambtenaar/noun;ben/verb;een/det;het/det;name/noun	6	a/noun;ambtenaar/noun;ben/verb;een/det;het/det;name/noun	6	a/noun;ambtenaar/noun;ben/verb;een/det;het/det;name/noun	6
grijs/adj/parool_20011217_14/229	winter_dag/noun;zon/noun	2	winter_dag/noun;zon/noun	2	winter_dag/noun;zon/noun	2	een/det;wat/det;winter_dag/noun;zon/noun	4	een/det;wat/det;winter_dag/noun;zon/noun	4	een/det;wat/det;winter_dag/noun;zon/noun	4	winter_dag/noun;zon/noun	2	winter_dag/noun;zon/noun	2	winter_dag/noun;zon/noun	2	een/det;winter_dag/noun;zon/noun	3	een/det;winter_dag/noun;zon/noun	3	een/det;winter_dag/noun;zon/noun	3
grijs/adj/parool_19990316_29/430		0		0		0	een/det;in/prep	2	een/det;in/prep	2	een/det;in/prep	2		0		0		0	een/det	1	een/det	1	een/det	1
grijs/adj/parool_19990319_18/25	bevind/verb;geparkeerd/adj;sta/verb	3	bevind/verb;geparkeerd/adj;sta/verb	3	bevind/verb;geparkeerd/adj;sta/verb	3	bevind/verb;die/pron;een/det;geparkeerd/adj;het/det;in/prep;naast/prep;sta/verb	8	bevind/verb;die/pron;een/det;geparkeerd/adj;het/det;in/prep;naast/prep;sta/verb	8	bevind/verb;die/pron;een/det;geparkeerd/adj;het/det;in/prep;naast/prep;sta/verb	8	bevind/verb;geparkeerd/adj	2	bevind/verb;geparkeerd/adj	2	bevind/verb;geparkeerd/adj	2	bevind/verb;die/pron;geparkeerd/adj;in/prep	4	bevind/verb;die/pron;geparkeerd/adj;in/prep	4	bevind/verb;die/pron;geparkeerd/adj;in/prep	4
grijs/adj/parool_20021017_110/223	baard_DIM/noun;dag/noun;zie_uit/verb	3	baard_DIM/noun;dag/noun;zie_uit/verb	3	baard_DIM/noun;dag/noun;zie_uit/verb	3	baard_DIM/noun;dag/noun;een/det;hij/pron;zie_uit/verb	5	baard_DIM/noun;dag/noun;een/det;hij/pron;zie_uit/verb	5	baard_DIM/noun;dag/noun;een/det;hij/pron;zie_uit/verb	5	baard_DIM/noun	1	baard_DIM/noun	1	baard_DIM/noun	1	baard_DIM/noun;een/det;hij/pron	3	baard_DIM/noun;een/det;hij/pron	3	baard_DIM/noun;een/det;hij/pron	3
grijs/adj/parool_20000519_22/777	doordring/verb;genoemd/adj;student/noun	3	doordring/verb;genoemd/adj;student/noun	3	doordring/verb;genoemd/adj;student/noun	3	doordring/verb;een/det;genoemd/adj;student/noun;zijn/det	5	doordring/verb;een/det;genoemd/adj;student/noun;zijn/det	5	doordring/verb;een/det;genoemd/adj;student/noun;zijn/det	5	genoemd/adj;student/noun	2	genoemd/adj;student/noun	2	genoemd/adj;student/noun	2	een/det;genoemd/adj;student/noun;zijn/det	4	een/det;genoemd/adj;student/noun;zijn/det	4	een/det;genoemd/adj;student/noun;zijn/det	4
grijs/adj/parool_20020128_118/715	haar/noun;waarschijnlijk/adj	2	haar/noun;waarschijnlijk/adj	2	haar/noun;waarschijnlijk/adj	2	alleen/adv;haar/noun;het/det;maar/adv;nog/adv;waarschijnlijk/adj	6	alleen/adv;haar/noun;het/det;maar/adv;nog/adv;waarschijnlijk/adj	6	alleen/adv;haar/noun;het/det;maar/adv;nog/adv;waarschijnlijk/adj	6	haar/noun;waarschijnlijk/adj	2	haar/noun;waarschijnlijk/adj	2	haar/noun;waarschijnlijk/adj	2	alleen/adv;haar/noun;maar/adv;nog/adv;waarschijnlijk/adj	5	alleen/adv;haar/noun;maar/adv;nog/adv;waarschijnlijk/adj	5	alleen/adv;haar/noun;maar/adv;nog/adv;waarschijnlijk/adj	5
grijs/adj/parool_20001104_85/1285	frontaal/adj;gedachte/noun;tamelijk/adj;verleden/noun	4	frontaal/adj;gedachte/noun;tamelijk/adj;verleden/noun	4	frontaal/adj;gedachte/noun;tamelijk/adj;verleden/noun	4	een/det;frontaal/adj;gedachte/noun;in/prep;ooit/adv;tamelijk/adj;tussen/prep;verleden/noun	8	een/det;frontaal/adj;gedachte/noun;in/prep;ooit/adv;tamelijk/adj;tussen/prep;verleden/noun	8	een/det;frontaal/adj;gedachte/noun;in/prep;ooit/adv;tamelijk/adj;tussen/prep;verleden/noun	8	frontaal/adj;tamelijk/adj;verleden/noun	3	frontaal/adj;tamelijk/adj;verleden/noun	3	frontaal/adj;tamelijk/adj;verleden/noun	3	een/det;frontaal/adj;in/prep;ooit/adv;tamelijk/adj;verleden/noun	6	een/det;frontaal/adj;in/prep;ooit/adv;tamelijk/adj;verleden/noun	6	een/det;frontaal/adj;in/prep;ooit/adv;tamelijk/adj;verleden/noun	6
grijs/adj/parool_20020329_41/282	brij/noun	1	brij/noun	1	brij/noun	1	brij/noun;een/det;het/det	3	brij/noun;een/det;het/det	3	brij/noun;een/det;het/det	3	brij/noun	1	brij/noun	1	brij/noun	1	brij/noun;een/det;het/det	3	brij/noun;een/det;het/det	3	brij/noun;een/det;het/det	3
grijs/adj/parool_20010110_88/559	sanitair/noun;standaard/adj;vloer/noun	3	sanitair/noun;standaard/adj;vloer/noun	3	sanitair/noun;standaard/adj;vloer/noun	3	sanitair/noun;standaard/adj;vloer/noun	3	sanitair/noun;standaard/adj;vloer/noun	3	sanitair/noun;standaard/adj;vloer/noun	3	sanitair/noun	1	sanitair/noun	1	sanitair/noun	1	sanitair/noun	1	sanitair/noun	1	sanitair/noun	1
grijs/adj/parool_19990607_15/995	arbeid_markt/noun;bastion/noun;zwak/noun	3	arbeid_markt/noun;bastion/noun;zwak/noun	3	arbeid_markt/noun;bastion/noun;zwak/noun	3	arbeid_markt/noun;bastion/noun;een/det;zwak/noun	4	arbeid_markt/noun;bastion/noun;een/det;zwak/noun	4	arbeid_markt/noun;bastion/noun;een/det;zwak/noun	4	arbeid_markt/noun;bastion/noun	2	arbeid_markt/noun;bastion/noun	2	arbeid_markt/noun;bastion/noun	2	arbeid_markt/noun;bastion/noun;een/det	3	arbeid_markt/noun;bastion/noun;een/det	3	arbeid_markt/noun;bastion/noun;een/det	3
grijs/adj/parool_20000328_6/99	alleen/adj;ben/verb;lever_op/verb;muziek/noun;saai/adj;vaak/adj	6	alleen/adj;ben/verb;lever_op/verb;muziek/noun;saai/adj;vaak/adj	6	alleen/adj;ben/verb;lever_op/verb;muziek/noun;saai/adj;vaak/adj	6	alleen/adj;ben/verb;die/det;lever_op/verb;muziek/noun;saai/adj;vaak/adj	7	alleen/adj;ben/verb;die/det;lever_op/verb;muziek/noun;saai/adj;vaak/adj	7	alleen/adj;ben/verb;die/det;lever_op/verb;muziek/noun;saai/adj;vaak/adj	7	lever_op/verb;muziek/noun;saai/adj;vaak/adj	4	lever_op/verb;muziek/noun;saai/adj;vaak/adj	4	lever_op/verb;muziek/noun;saai/adj;vaak/adj	4	die/det;lever_op/verb;muziek/noun;saai/adj;vaak/adj	5	die/det;lever_op/verb;muziek/noun;saai/adj;vaak/adj	5	die/det;lever_op/verb;muziek/noun;saai/adj;vaak/adj	5
grijs/adj/parool_19990821_101/632	afschuwelijk/adj;alles/noun;ben/verb	3	afschuwelijk/adj;alles/noun;ben/verb	3	afschuwelijk/adj;alles/noun;ben/verb	3	afschuwelijk/adj;alles/noun;ben/verb;dan/adv;het/det	5	afschuwelijk/adj;alles/noun;ben/verb;dan/adv;het/det	5	afschuwelijk/adj;alles/noun;ben/verb;dan/adv;het/det	5	alles/noun;ben/verb	2	alles/noun;ben/verb	2	alles/noun;ben/verb	2	alles/noun;ben/verb;dan/adv	3	alles/noun;ben/verb;dan/adv	3	alles/noun;ben/verb;dan/adv	3
grijs/adj/parool_20000518_6/1735	Engels/adj;gekleed/adj;kimono/noun	3	Engels/adj;gekleed/adj;kimono/noun	3	Engels/adj;gekleed/adj;kimono/noun	3	Engels/adj;daarentegen/adv;een/det;gekleed/adj;in/prep;kimono/noun	6	Engels/adj;daarentegen/adv;een/det;gekleed/adj;in/prep;kimono/noun	6	Engels/adj;daarentegen/adv;een/det;gekleed/adj;in/prep;kimono/noun	6	gekleed/adj;kimono/noun	2	gekleed/adj;kimono/noun	2	gekleed/adj;kimono/noun	2	daarentegen/adv;een/det;gekleed/adj;in/prep;kimono/noun	5	daarentegen/adv;een/det;gekleed/adj;in/prep;kimono/noun	5	daarentegen/adv;een/det;gekleed/adj;in/prep;kimono/noun	5
grijs/adj/parool_20020604_82/90	ben/verb;huis/noun;loop_heen/verb;natuur_steen/noun;opgetrokken/adj;sensatie/noun	6	ben/verb;huis/noun;loop_heen/verb;natuur_steen/noun;opgetrokken/adj;sensatie/noun	6	ben/verb;huis/noun;loop_heen/verb;natuur_steen/noun;opgetrokken/adj;sensatie/noun	6	ben/verb;een/det;er/adv;helemaal/adv;het/det;huis/noun;loop_heen/verb;natuur_steen/noun;opgetrokken/adj;sensatie/noun;uit/prep	11	ben/verb;een/det;er/adv;helemaal/adv;het/det;huis/noun;loop_heen/verb;natuur_steen/noun;opgetrokken/adj;sensatie/noun;uit/prep	11	ben/verb;een/det;er/adv;helemaal/adv;het/det;huis/noun;loop_heen/verb;natuur_steen/noun;opgetrokken/adj;sensatie/noun;uit/prep	11	ben/verb;huis/noun;natuur_steen/noun;opgetrokken/adj	4	ben/verb;huis/noun;natuur_steen/noun;opgetrokken/adj	4	ben/verb;huis/noun;natuur_steen/noun;opgetrokken/adj	4	ben/verb;helemaal/adv;het/det;huis/noun;natuur_steen/noun;opgetrokken/adj;uit/prep	7	ben/verb;helemaal/adv;het/det;huis/noun;natuur_steen/noun;opgetrokken/adj;uit/prep	7	ben/verb;helemaal/adv;het/det;huis/noun;natuur_steen/noun;opgetrokken/adj;uit/prep	7
grijs/adj/parool_19990707_97/109		0		0		0	het/det	1	het/det	1	het/det	1		0		0		0	het/det	1	het/det	1	het/det	1
grijs/adj/parool_20030517_130/160	cassette_band_DIM/noun;draai/verb;muziek/noun	3	cassette_band_DIM/noun;draai/verb;muziek/noun	3	cassette_band_DIM/noun;draai/verb;muziek/noun	3	cassette_band_DIM/noun;daarna/adv;draai/verb;een/det;helemaal/adv;muziek/noun	6	cassette_band_DIM/noun;daarna/adv;draai/verb;een/det;helemaal/adv;muziek/noun	6	cassette_band_DIM/noun;daarna/adv;draai/verb;een/det;helemaal/adv;muziek/noun	6	draai/verb;muziek/noun	2	draai/verb;muziek/noun	2	draai/verb;muziek/noun	2	daarna/adv;draai/verb;helemaal/adv;muziek/noun	4	daarna/adv;draai/verb;helemaal/adv;muziek/noun	4	daarna/adv;draai/verb;helemaal/adv;muziek/noun	4
grijs/adj/parool_20000314_98/413	62-jarige/adj;gekleed/adj;jas/noun;onbewogen/adj;overhemd/noun;uiterlijk/adj;zit/verb;zwart/adj	8	62-jarige/adj;gekleed/adj;jas/noun;onbewogen/adj;overhemd/noun;uiterlijk/adj;zit/verb;zwart/adj	8	62-jarige/adj;gekleed/adj;jas/noun;onbewogen/adj;overhemd/noun;uiterlijk/adj;zit/verb;zwart/adj	8	62-jarige/adj;een/det;gekleed/adj;in/prep;jas/noun;onbewogen/adj;overhemd/noun;uiterlijk/adj;zit/verb;zwart/adj	10	62-jarige/adj;een/det;gekleed/adj;in/prep;jas/noun;onbewogen/adj;overhemd/noun;uiterlijk/adj;zit/verb;zwart/adj	10	62-jarige/adj;een/det;gekleed/adj;in/prep;jas/noun;onbewogen/adj;overhemd/noun;uiterlijk/adj;zit/verb;zwart/adj	10	gekleed/adj;jas/noun;overhemd/noun;zwart/adj	4	gekleed/adj;jas/noun;overhemd/noun;zwart/adj	4	gekleed/adj;jas/noun;overhemd/noun;zwart/adj	4	een/det;gekleed/adj;in/prep;jas/noun;overhemd/noun;zwart/adj	6	een/det;gekleed/adj;in/prep;jas/noun;overhemd/noun;zwart/adj	6	een/det;gekleed/adj;in/prep;jas/noun;overhemd/noun;zwart/adj	6
grijs/adj/parool_20020913_77/75	inkoop/noun;lang/adj;regenjas/noun;vrouw/noun;zwart/noun	5	inkoop/noun;lang/adj;regenjas/noun;vrouw/noun;zwart/noun	5	inkoop/noun;lang/adj;regenjas/noun;vrouw/noun;zwart/noun	5	aan/adv;het/det;in/prep;inkoop/noun;lang/adj;regenjas/noun;vrouw/noun;zij/adv;zwart/noun	9	aan/adv;het/det;in/prep;inkoop/noun;lang/adj;regenjas/noun;vrouw/noun;zij/adv;zwart/noun	9	aan/adv;het/det;in/prep;inkoop/noun;lang/adj;regenjas/noun;vrouw/noun;zij/adv;zwart/noun	9	lang/adj;regenjas/noun;vrouw/noun	3	lang/adj;regenjas/noun;vrouw/noun	3	lang/adj;regenjas/noun;vrouw/noun	3	aan/adv;in/prep;lang/adj;regenjas/noun;vrouw/noun;zij/adv	6	aan/adv;in/prep;lang/adj;regenjas/noun;vrouw/noun;zij/adv	6	aan/adv;in/prep;lang/adj;regenjas/noun;vrouw/noun;zij/adv	6
