_id	_cws.schaal.foc10.nav.ppmi_weight.bound	_count.schaal.foc10.nav.ppmi_weight.bound	_cws.schaal.foc10.nav.ppmi_sel.bound	_count.schaal.foc10.nav.ppmi_sel.bound	_cws.schaal.foc10.nav.no_ppmi.bound	_count.schaal.foc10.nav.no_ppmi.bound	_cws.schaal.foc10.all.ppmi_weight.bound	_count.schaal.foc10.all.ppmi_weight.bound	_cws.schaal.foc10.all.ppmi_sel.bound	_count.schaal.foc10.all.ppmi_sel.bound	_cws.schaal.foc10.all.no_ppmi.bound	_count.schaal.foc10.all.no_ppmi.bound	_cws.schaal.foc5.nav.ppmi_weight.bound	_count.schaal.foc5.nav.ppmi_weight.bound	_cws.schaal.foc5.nav.ppmi_sel.bound	_count.schaal.foc5.nav.ppmi_sel.bound	_cws.schaal.foc5.nav.no_ppmi.bound	_count.schaal.foc5.nav.no_ppmi.bound	_cws.schaal.foc5.all.ppmi_weight.bound	_count.schaal.foc5.all.ppmi_weight.bound	_cws.schaal.foc5.all.ppmi_sel.bound	_count.schaal.foc5.all.ppmi_sel.bound	_cws.schaal.foc5.all.no_ppmi.bound	_count.schaal.foc5.all.no_ppmi.bound
schaal/noun/algemeen_dagblad_20000825_134/880	groot/adj;vermoeden/noun;voer_in/verb	3	groot/adj;vermoeden/noun;voer_in/verb	3	ben/verb;groot/adj;lift/noun;reden/noun;vermoeden/noun;voer_in/verb	6	de/det;groot/adj;nooit/adv;op/prep;vermoeden/noun;voer_in/verb	6	de/det;groot/adj;nooit/adv;op/prep;vermoeden/noun;voer_in/verb	6	ben/verb;de/det;groot/adj;lift/noun;nooit/adv;op/prep;over/prep;reden/noun;vermoeden/noun;voer_in/verb;waarom/adv	11	groot/adj;voer_in/verb	2	groot/adj;voer_in/verb	2	ben/verb;groot/adj;lift/noun;voer_in/verb	4	de/det;groot/adj;nooit/adv;op/prep;voer_in/verb	5	de/det;groot/adj;nooit/adv;op/prep;voer_in/verb	5	ben/verb;de/det;groot/adj;lift/noun;nooit/adv;op/prep;voer_in/verb	7
schaal/noun/algemeen_dagblad_20000426_125/273	gewicht/noun;kan/verb;leg/verb;monarch/noun	4	gewicht/noun;kan/verb;leg/verb;monarch/noun	4	gewicht/noun;kan/verb;leg/verb;monarch/noun	4	de/det;gewicht/noun;in/prep;kan/verb;leg/verb;monarch/noun;zoiets/pron	7	de/det;gewicht/noun;in/prep;kan/verb;leg/verb;monarch/noun;zoiets/pron	7	als/prep;bij/prep;de/det;gewicht/noun;in/prep;je/pron;kan/verb;leg/verb;monarch/noun;zoiets/pron	10	gewicht/noun;leg/verb	2	gewicht/noun;leg/verb	2	gewicht/noun;leg/verb	2	de/det;gewicht/noun;in/prep;leg/verb;zoiets/pron	5	de/det;gewicht/noun;in/prep;leg/verb;zoiets/pron	5	bij/prep;de/det;gewicht/noun;in/prep;leg/verb;zoiets/pron	6
schaal/noun/algemeen_dagblad_20020619_116/198	Turks/adj;groot/adj;vier_feest/verb	3	Turks/adj;groot/adj;vier_feest/verb	3	Turks/adj;gemeenschap/noun;groot/adj;vier_feest/verb;winst/noun	5	Turks/adj;de/det;feest/part;groot/adj;in/prep;op/prep;vier_feest/verb	7	Turks/adj;de/det;feest/part;groot/adj;in/prep;op/prep;vier_feest/verb	7	Turks/adj;de/det;elders/adv;feest/part;gemeenschap/noun;groot/adj;in/prep;na/prep;ook/adv;op/prep;vier_feest/verb;winst/noun	12	Turks/adj;groot/adj	2	Turks/adj;groot/adj	2	Turks/adj;gemeenschap/noun;groot/adj;winst/noun	4	Turks/adj;de/det;feest/part;groot/adj;op/prep	5	Turks/adj;de/det;feest/part;groot/adj;op/prep	5	Turks/adj;de/det;feest/part;gemeenschap/noun;groot/adj;na/prep;op/prep;winst/noun	8
schaal/noun/algemeen_dagblad_20010323_71/290	gebeur/verb;groot/adj;klein/adj	3	gebeur/verb;groot/adj;klein/adj	3	gebeur/verb;groot/adj;klein/adj	3	dat/det;gebeur/verb;groot/adj;klein/adj;nu/adv;op/prep	6	dat/det;gebeur/verb;groot/adj;klein/adj;nu/adv;op/prep	6	dat/det;gebeur/verb;groot/adj;klein/adj;nu/adv;op/prep	6	gebeur/verb;groot/adj;klein/adj	3	gebeur/verb;groot/adj;klein/adj	3	gebeur/verb;groot/adj;klein/adj	3	gebeur/verb;groot/adj;klein/adj;nu/adv;op/prep	5	gebeur/verb;groot/adj;klein/adj;nu/adv;op/prep	5	gebeur/verb;groot/adj;klein/adj;nu/adv;op/prep	5
schaal/noun/algemeen_dagblad_20000519_5/382	dek_af/verb;geheel/adj;koel_af/verb;koelkast/noun;massa/noun;plaats/verb;plat/adj;stort/verb	8	dek_af/verb;geheel/adj;koel_af/verb;koelkast/noun;massa/noun;plaats/verb;plat/adj;stort/verb	8	dek_af/verb;geheel/adj;koel_af/verb;koelkast/noun;massa/noun;plaats/verb;plat/adj;stort/verb	8	de/det;dek_af/verb;een/det;geheel/adj;in/prep;koel_af/verb;koelkast/noun;massa/noun;plaats/verb;plat/adj;stort/verb	11	de/det;dek_af/verb;een/det;geheel/adj;in/prep;koel_af/verb;koelkast/noun;massa/noun;plaats/verb;plat/adj;stort/verb	11	de/det;dek_af/verb;een/det;geheel/adj;hem/pron;in/prep;koel_af/verb;koelkast/noun;massa/noun;plaats/verb;plat/adj;stort/verb	12	geheel/adj;koel_af/verb;massa/noun;plaats/verb;plat/adj	5	geheel/adj;koel_af/verb;massa/noun;plaats/verb;plat/adj	5	geheel/adj;koel_af/verb;massa/noun;plaats/verb;plat/adj	5	een/det;geheel/adj;koel_af/verb;massa/noun;plaats/verb;plat/adj	6	een/det;geheel/adj;koel_af/verb;massa/noun;plaats/verb;plat/adj	6	een/det;geheel/adj;hem/pron;koel_af/verb;massa/noun;plaats/verb;plat/adj	7
schaal/noun/algemeen_dagblad_20000621_136/778	groot/adj;hygiënisch/adj;mogelijk/adj;verantwoord/adj	4	groot/adj;hygiënisch/adj;mogelijk/adj;verantwoord/adj	4	ben/verb;geloof/verb;groot/adj;hygiënisch/adj;mogelijk/adj;verantwoord/adj	6	dit/det;groot/adj;hygiënisch/adj;mogelijk/adj;op/prep;verantwoord/adj	6	dit/det;groot/adj;hygiënisch/adj;mogelijk/adj;op/prep;verantwoord/adj	6	ben/verb;dit/det;geloof/verb;groot/adj;hygiënisch/adj;ik/pron;mogelijk/adj;niet/adv;op/prep;verantwoord/adj	10	groot/adj;hygiënisch/adj;mogelijk/adj;verantwoord/adj	4	groot/adj;hygiënisch/adj;mogelijk/adj;verantwoord/adj	4	ben/verb;groot/adj;hygiënisch/adj;mogelijk/adj;verantwoord/adj	5	dit/det;groot/adj;hygiënisch/adj;mogelijk/adj;op/prep;verantwoord/adj	6	dit/det;groot/adj;hygiënisch/adj;mogelijk/adj;op/prep;verantwoord/adj	6	ben/verb;dit/det;groot/adj;hygiënisch/adj;mogelijk/adj;niet/adv;op/prep;verantwoord/adj	8
schaal/noun/algemeen_dagblad_20020803_18/75	gewicht/noun;leg/verb	2	gewicht/noun;leg/verb	2	gewicht/noun;leg/verb;matig/adj;oordeel/noun	4	de/det;gewicht/noun;hun/det;in/prep;leg/verb	5	de/det;gewicht/noun;hun/det;in/prep;leg/verb	5	de/det;gewicht/noun;hun/det;in/prep;leg/verb;matig/adj;nauwelijks/adv;oordeel/noun	8	gewicht/noun;leg/verb	2	gewicht/noun;leg/verb	2	gewicht/noun;leg/verb	2	de/det;gewicht/noun;in/prep;leg/verb	4	de/det;gewicht/noun;in/prep;leg/verb	4	de/det;gewicht/noun;in/prep;leg/verb;nauwelijks/adv	5
schaal/noun/algemeen_dagblad_20031011_207/206	originaliteit/noun	1	originaliteit/noun	1	getuig/verb;niets/noun;originaliteit/noun;raam/noun;sta/verb	5	de/det;er/adv;met/prep;originaliteit/noun;van/prep;zelfs/adv	6	de/det;er/adv;met/prep;originaliteit/noun;van/prep;zelfs/adv	6	de/det;er/adv;getuig/verb;het/det;met/prep;niets/noun;originaliteit/noun;raam/noun;sta/verb;van/prep;voor/prep;zelfs/adv;zomaar/adv	13		0		0	raam/noun	1	de/det;er/adv;met/prep;zelfs/adv	4	de/det;er/adv;met/prep;zelfs/adv	4	de/det;er/adv;het/det;met/prep;raam/noun;voor/prep;zelfs/adv;zomaar/adv	8
schaal/noun/algemeen_dagblad_20030708_33/411	glastuinbouw/noun;groot/adj;illegaal/adj;laat/verb;werk/verb	5	glastuinbouw/noun;groot/adj;illegaal/adj;laat/verb;werk/verb	5	directeur/noun;glastuinbouw/noun;groot/adj;illegaal/adj;laat/verb;mens/noun;werk/verb	7	de/det;glastuinbouw/noun;groot/adj;illegaal/adj;in/prep;laat/verb;op/prep;werk/verb	8	de/det;glastuinbouw/noun;groot/adj;illegaal/adj;in/prep;laat/verb;op/prep;werk/verb	8	de/det;directeur/noun;glastuinbouw/noun;groot/adj;het/det;illegaal/adj;in/prep;laat/verb;mens/noun;op/prep;werk/verb	11	groot/adj;illegaal/adj;laat/verb;werk/verb	4	groot/adj;illegaal/adj;laat/verb;werk/verb	4	directeur/noun;groot/adj;illegaal/adj;laat/verb;mens/noun;werk/verb	6	de/det;groot/adj;illegaal/adj;laat/verb;op/prep;werk/verb	6	de/det;groot/adj;illegaal/adj;laat/verb;op/prep;werk/verb	6	de/det;directeur/noun;groot/adj;illegaal/adj;laat/verb;mens/noun;op/prep;werk/verb	8
schaal/noun/algemeen_dagblad_20010521_45/505	groot/adj;rapport/noun;verspreid/verb	3	groot/adj;rapport/noun;verspreid/verb	3	groot/adj;rapport/noun;verspreid/verb	3	groot/adj;in/prep;op/prep;rapport/noun;verspreid/verb	5	groot/adj;in/prep;op/prep;rapport/noun;verspreid/verb	5	dat/pron;groot/adj;het/det;in/prep;op/prep;rapport/noun;verspreid/verb	7	groot/adj;rapport/noun;verspreid/verb	3	groot/adj;rapport/noun;verspreid/verb	3	groot/adj;rapport/noun;verspreid/verb	3	groot/adj;op/prep;rapport/noun;verspreid/verb	4	groot/adj;op/prep;rapport/noun;verspreid/verb	4	dat/pron;groot/adj;het/det;op/prep;rapport/noun;verspreid/verb	6
schaal/noun/algemeen_dagblad_20030925_10/255	groot/adj;sluis/noun;verspreid/verb;vervuiling/noun;woordvoerder/noun	5	groot/adj;sluis/noun;verspreid/verb;vervuiling/noun;woordvoerder/noun	5	groot/adj;schip/noun;sluis/noun;verspreid/verb;vervuiling/noun;vind/verb;woordvoerder/noun	7	de/det;die/det;door/prep;groot/adj;op/prep;sluis/noun;verspreid/verb;vervuiling/noun;woordvoerder/noun	9	de/det;die/det;door/prep;groot/adj;op/prep;sluis/noun;verspreid/verb;vervuiling/noun;woordvoerder/noun	9	de/det;die/det;door/prep;groot/adj;op/prep;schip/noun;sluis/noun;verspreid/verb;vervuiling/noun;vind/verb;woordvoerder/noun	11	groot/adj;verspreid/verb;vervuiling/noun	3	groot/adj;verspreid/verb;vervuiling/noun	3	groot/adj;verspreid/verb;vervuiling/noun;vind/verb	4	groot/adj;op/prep;verspreid/verb;vervuiling/noun	4	groot/adj;op/prep;verspreid/verb;vervuiling/noun	4	groot/adj;op/prep;verspreid/verb;vervuiling/noun;vind/verb	5
schaal/noun/algemeen_dagblad_20010414_66/85		0		0	hoor/verb;kampioen/noun;krijg/verb	3	de/det;die/pron;straks/adv;van/prep	4	de/det;die/pron;straks/adv;van/prep	4	bij/prep;de/det;die/pron;hoor/verb;kampioen/noun;krijg/verb;straks/adv;van/prep	8		0		0	hoor/verb;kampioen/noun;krijg/verb	3	de/det;die/pron;straks/adv	3	de/det;die/pron;straks/adv	3	bij/prep;de/det;die/pron;hoor/verb;kampioen/noun;krijg/verb;straks/adv	7
schaal/noun/algemeen_dagblad_20000322_76/13	fraudeer/verb;groot/adj;regio/noun;word/verb	4	fraudeer/verb;groot/adj;regio/noun;word/verb	4	fraudeer/verb;groot/adj;regio/noun;word/verb	4	de/det;fraudeer/verb;groot/adj;in/prep;op/prep;regio/noun;word/verb	7	de/det;fraudeer/verb;groot/adj;in/prep;op/prep;regio/noun;word/verb	7	de/det;fraudeer/verb;groot/adj;in/prep;op/prep;regio/noun;word/verb	7	fraudeer/verb;groot/adj;regio/noun;word/verb	4	fraudeer/verb;groot/adj;regio/noun;word/verb	4	fraudeer/verb;groot/adj;regio/noun;word/verb	4	fraudeer/verb;groot/adj;op/prep;regio/noun;word/verb	5	fraudeer/verb;groot/adj;op/prep;regio/noun;word/verb	5	fraudeer/verb;groot/adj;op/prep;regio/noun;word/verb	5
schaal/noun/algemeen_dagblad_20000620_59/559	groot/adj;meest/adj;oord/noun;organiseer/verb	4	groot/adj;meest/adj;oord/noun;organiseer/verb	4	groot/adj;lid/noun;loop_uiteen/adj;meest/adj;oord/noun;organiseer/verb	6	de/det;groot/adj;meest/adj;oord/noun;op/prep;organiseer/verb;van/prep	7	de/det;groot/adj;meest/adj;oord/noun;op/prep;organiseer/verb;van/prep	7	de/det;groot/adj;lid/noun;loop_uiteen/adj;meest/adj;naar/prep;oord/noun;op/prep;organiseer/verb;van/prep;voor/prep	11	groot/adj;organiseer/verb	2	groot/adj;organiseer/verb	2	groot/adj;lid/noun;organiseer/verb	3	de/det;groot/adj;op/prep;organiseer/verb	4	de/det;groot/adj;op/prep;organiseer/verb	4	de/det;groot/adj;lid/noun;naar/prep;op/prep;organiseer/verb;voor/prep	7
schaal/noun/algemeen_dagblad_19990820_27/89	kracht/noun;naschok/noun	2	kracht/noun;naschok/noun	2	kracht/noun;naschok/noun	2	de/det;door/prep;een/det;kracht/noun;met/prep;naschok/noun;op/prep;van/prep	8	de/det;door/prep;een/det;kracht/noun;met/prep;naschok/noun;op/prep;van/prep	8	de/det;door/prep;een/det;kracht/noun;met/prep;naschok/noun;op/prep;van/prep	8	kracht/noun	1	kracht/noun	1	kracht/noun	1	de/det;kracht/noun;op/prep;van/prep	4	de/det;kracht/noun;op/prep;van/prep	4	de/det;kracht/noun;op/prep;van/prep	4
schaal/noun/algemeen_dagblad_20020831_163/226	groot/adj;meubel_boulevard/noun;verspreid/verb;word/verb	4	groot/adj;meubel_boulevard/noun;verspreid/verb;word/verb	4	groot/adj;meubel_boulevard/noun;verspreid/verb;vind/verb;word/verb	5	aldus/prep;de/det;die/pron;groot/adj;meubel_boulevard/noun;op/prep;verspreid/verb;word/verb	8	aldus/prep;de/det;die/pron;groot/adj;meubel_boulevard/noun;op/prep;verspreid/verb;word/verb	8	aldus/prep;de/det;die/pron;groot/adj;je/pron;meubel_boulevard/noun;op/prep;verspreid/verb;vind/verb;word/verb	10	groot/adj;verspreid/verb;word/verb	3	groot/adj;verspreid/verb;word/verb	3	groot/adj;verspreid/verb;vind/verb;word/verb	4	aldus/prep;groot/adj;op/prep;verspreid/verb;word/verb	5	aldus/prep;groot/adj;op/prep;verspreid/verb;word/verb	5	aldus/prep;groot/adj;op/prep;verspreid/verb;vind/verb;word/verb	6
schaal/noun/algemeen_dagblad_20000422_50/231	ei/noun;gekleurd/adj;gekookt/adj;gemiddeld/adj;heel/adj;tafel/noun	6	ei/noun;gekleurd/adj;gekookt/adj;gemiddeld/adj;heel/adj;tafel/noun	6	ei/noun;gekleurd/adj;gekookt/adj;gemiddeld/adj;gezin/noun;heel/adj;tafel/noun;tijd/noun;zit/verb	9	een/det;ei/noun;er/adv;gekleurd/adj;gekookt/adj;gemiddeld/adj;heel/adj;met/prep;tafel/noun;vol/prep	10	een/det;ei/noun;er/adv;gekleurd/adj;gekookt/adj;gemiddeld/adj;heel/adj;met/prep;tafel/noun;vol/prep	10	aan/prep;een/det;ei/noun;er/adv;gekleurd/adj;gekookt/adj;gemiddeld/adj;gezin/noun;heel/adj;het/det;met/prep;tafel/noun;tijd/noun;vol/prep;we/pron;zit/verb	16	ei/noun;gekleurd/adj;gekookt/adj;heel/adj;tafel/noun	5	ei/noun;gekleurd/adj;gekookt/adj;heel/adj;tafel/noun	5	ei/noun;gekleurd/adj;gekookt/adj;heel/adj;tafel/noun;zit/verb	6	een/det;ei/noun;gekleurd/adj;gekookt/adj;heel/adj;met/prep;tafel/noun;vol/prep	8	een/det;ei/noun;gekleurd/adj;gekookt/adj;heel/adj;met/prep;tafel/noun;vol/prep	8	een/det;ei/noun;gekleurd/adj;gekookt/adj;heel/adj;met/prep;tafel/noun;vol/prep;zit/verb	9
schaal/noun/algemeen_dagblad_20031023_88/236	beperkt/adj;jacht/noun;mogelijk/adj;pas_aan/verb;wet/noun	5	beperkt/adj;jacht/noun;mogelijk/adj;pas_aan/verb;wet/noun	5	ben/verb;beperkt/adj;jacht/noun;mogelijk/adj;omstreden/adj;pas_aan/verb;wet/noun	7	beperkt/adj;de/det;jacht/noun;mogelijk/adj;op/prep;pas_aan/verb;wet/noun	7	beperkt/adj;de/det;jacht/noun;mogelijk/adj;op/prep;pas_aan/verb;wet/noun	7	altijd/adv;ben/verb;beperkt/adj;de/det;jacht/noun;mogelijk/adj;nog/adv;omstreden/adj;op/prep;pas_aan/verb;wet/noun	11	beperkt/adj;jacht/noun;mogelijk/adj	3	beperkt/adj;jacht/noun;mogelijk/adj	3	ben/verb;beperkt/adj;jacht/noun;mogelijk/adj;omstreden/adj	5	beperkt/adj;de/det;jacht/noun;mogelijk/adj;op/prep	5	beperkt/adj;de/det;jacht/noun;mogelijk/adj;op/prep	5	altijd/adv;ben/verb;beperkt/adj;de/det;jacht/noun;mogelijk/adj;nog/adv;omstreden/adj;op/prep	9
schaal/noun/algemeen_dagblad_20000212_84/81	groot/adj;initiatief/noun;internationaal/adj;navolging/noun	4	groot/adj;initiatief/noun;internationaal/adj;navolging/noun	4	groot/adj;initiatief/noun;internationaal/adj;krijg/verb;navolging/noun	5	dit/det;groot/adj;initiatief/noun;internationaal/adj;navolging/noun;op/prep	6	dit/det;groot/adj;initiatief/noun;internationaal/adj;navolging/noun;op/prep	6	dit/det;groot/adj;initiatief/noun;internationaal/adj;krijg/verb;navolging/noun;op/prep	7	groot/adj;initiatief/noun;internationaal/adj;navolging/noun	4	groot/adj;initiatief/noun;internationaal/adj;navolging/noun	4	groot/adj;initiatief/noun;internationaal/adj;krijg/verb;navolging/noun	5	groot/adj;initiatief/noun;internationaal/adj;navolging/noun;op/prep	5	groot/adj;initiatief/noun;internationaal/adj;navolging/noun;op/prep	5	groot/adj;initiatief/noun;internationaal/adj;krijg/verb;navolging/noun;op/prep	6
schaal/noun/algemeen_dagblad_20040705_77/319		0		0	heb/verb;pak_af/verb	2	de/det;van/prep	2	de/det;van/prep	2	de/det;heb/verb;ik/pron;je/pron;pak_af/verb;van/prep	6		0		0	heb/verb;pak_af/verb	2	de/det;van/prep	2	de/det;van/prep	2	de/det;heb/verb;ik/pron;je/pron;pak_af/verb;van/prep	6
schaal/noun/algemeen_dagblad_20040525_24/28	centrum/noun;fouilleer/verb;gebied/noun;groot/adj;politie/noun;preventief/adj;ruim/adj;zal/verb	8	centrum/noun;fouilleer/verb;gebied/noun;groot/adj;politie/noun;preventief/adj;ruim/adj;zal/verb	8	Rotterdams/adj;centrum/noun;fouilleer/verb;gebied/noun;groot/adj;politie/noun;preventief/adj;ruim/adj;zal/verb;zomer/noun	10	centrum/noun;de/det;deze/det;een/det;fouilleer/verb;gebied/noun;groot/adj;in/prep;op/prep;politie/noun;preventief/adj;ruim/adj;zal/verb	13	centrum/noun;de/det;deze/det;een/det;fouilleer/verb;gebied/noun;groot/adj;in/prep;op/prep;politie/noun;preventief/adj;ruim/adj;zal/verb	13	Rotterdams/adj;centrum/noun;de/det;deze/det;een/det;fouilleer/verb;gebied/noun;groot/adj;het/det;in/prep;op/prep;politie/noun;preventief/adj;ruim/adj;zal/verb;zomer/noun	16	fouilleer/verb;groot/adj;preventief/adj;ruim/adj;zal/verb	5	fouilleer/verb;groot/adj;preventief/adj;ruim/adj;zal/verb	5	fouilleer/verb;groot/adj;preventief/adj;ruim/adj;zal/verb;zomer/noun	6	deze/det;een/det;fouilleer/verb;groot/adj;op/prep;preventief/adj;ruim/adj;zal/verb	8	deze/det;een/det;fouilleer/verb;groot/adj;op/prep;preventief/adj;ruim/adj;zal/verb	8	deze/det;een/det;fouilleer/verb;groot/adj;op/prep;preventief/adj;ruim/adj;zal/verb;zomer/noun	9
schaal/noun/algemeen_dagblad_20030614_254/25	bloed/noun;gekruisigd/adj;graal/noun;schat/noun;vang_op/verb;word/verb	6	bloed/noun;gekruisigd/adj;graal/noun;schat/noun;vang_op/verb;word/verb	6	ben/verb;bloed/noun;geheimzinnig/adj;gekruisigd/adj;graal/noun;schat/noun;vang_op/verb;word/verb	8	bloed/noun;dat/det;de/det;gekruisigd/adj;graal/noun;schat/noun;van/prep;vang_op/verb;word/verb	9	bloed/noun;dat/det;de/det;gekruisigd/adj;graal/noun;schat/noun;van/prep;vang_op/verb;word/verb	9	ben/verb;bloed/noun;dat/det;de/det;geheimzinnig/adj;gekruisigd/adj;graal/noun;het/det;schat/noun;soms/adv;van/prep;vang_op/verb;word/verb	13	bloed/noun	1	bloed/noun	1	ben/verb;bloed/noun	2	bloed/noun;dat/det;de/det;van/prep	4	bloed/noun;dat/det;de/det;van/prep	4	ben/verb;bloed/noun;dat/det;de/det;het/det;soms/adv;van/prep	7
schaal/noun/algemeen_dagblad_20020924_34/26	sterkte/noun	1	sterkte/noun	1	heb/verb;sterkte/noun	2	de/det;deze/det;een/det;op/prep;sterkte/noun;van/prep	6	de/det;deze/det;een/det;op/prep;sterkte/noun;van/prep	6	de/det;deze/det;een/det;heb/verb;op/prep;sterkte/noun;van/prep	7	sterkte/noun	1	sterkte/noun	1	sterkte/noun	1	de/det;op/prep;sterkte/noun;van/prep	4	de/det;op/prep;sterkte/noun;van/prep	4	de/det;op/prep;sterkte/noun;van/prep	4
schaal/noun/algemeen_dagblad_19990911_45/95	groot/adj;pas_toe/verb;voeg_toe/verb;woningbouw/noun;word/verb	5	groot/adj;pas_toe/verb;voeg_toe/verb;woningbouw/noun;word/verb	5	groot/adj;jaar/noun;pas_toe/verb;voeg_toe/verb;woningbouw/noun;word/verb	6	de/det;deze/det;die/pron;groot/adj;in/prep;op/prep;pas_toe/verb;toe/part;voeg_toe/verb;woningbouw/noun;word/verb	11	de/det;deze/det;die/pron;groot/adj;in/prep;op/prep;pas_toe/verb;toe/part;voeg_toe/verb;woningbouw/noun;word/verb	11	aan/prep;de/det;deze/det;die/pron;groot/adj;in/prep;jaar/noun;op/prep;pas_toe/verb;toe/part;voeg_toe/verb;woningbouw/noun;word/verb	13	groot/adj;pas_toe/verb;woningbouw/noun;word/verb	4	groot/adj;pas_toe/verb;woningbouw/noun;word/verb	4	groot/adj;jaar/noun;pas_toe/verb;woningbouw/noun;word/verb	5	de/det;groot/adj;in/prep;op/prep;pas_toe/verb;woningbouw/noun;word/verb	7	de/det;groot/adj;in/prep;op/prep;pas_toe/verb;woningbouw/noun;word/verb	7	de/det;groot/adj;in/prep;jaar/noun;op/prep;pas_toe/verb;woningbouw/noun;word/verb	8
schaal/noun/algemeen_dagblad_20030912_13/79	apotheker/noun;druk/verb;duur/adj;goedkoop/adj;groot/adj;kost/noun;vervang/verb	7	apotheker/noun;druk/verb;duur/adj;goedkoop/adj;groot/adj;kost/noun;vervang/verb	7	alternatief/noun;apotheker/noun;druk/verb;duur/adj;goedkoop/adj;groot/adj;kost/noun;vervang/verb	8	apotheker/noun;door/prep;druk/verb;duur/adj;goedkoop/adj;groot/adj;hun/det;kost/noun;op/prep;vervang/verb	10	apotheker/noun;door/prep;druk/verb;duur/adj;goedkoop/adj;groot/adj;hun/det;kost/noun;op/prep;vervang/verb	10	alternatief/noun;apotheker/noun;door/prep;druk/verb;duur/adj;goedkoop/adj;groot/adj;hun/det;kost/noun;op/prep;vervang/verb	11	apotheker/noun;duur/adj;goedkoop/adj;groot/adj;vervang/verb	5	apotheker/noun;duur/adj;goedkoop/adj;groot/adj;vervang/verb	5	alternatief/noun;apotheker/noun;duur/adj;goedkoop/adj;groot/adj;vervang/verb	6	apotheker/noun;door/prep;duur/adj;goedkoop/adj;groot/adj;op/prep;vervang/verb	7	apotheker/noun;door/prep;duur/adj;goedkoop/adj;groot/adj;op/prep;vervang/verb	7	alternatief/noun;apotheker/noun;door/prep;duur/adj;goedkoop/adj;groot/adj;op/prep;vervang/verb	8
schaal/noun/algemeen_dagblad_19990914_36/73	kracht/noun	1	kracht/noun	1	17/noun;augustus/noun;heb/verb;kracht/noun	4	de/det;een/det;kracht/noun;op/prep;van/prep	5	de/det;een/det;kracht/noun;op/prep;van/prep	5	17/noun;augustus/noun;de/det;een/det;heb/verb;kracht/noun;op/prep;van/prep	8	kracht/noun	1	kracht/noun	1	kracht/noun	1	de/det;kracht/noun;op/prep;van/prep	4	de/det;kracht/noun;op/prep;van/prep	4	de/det;kracht/noun;op/prep;van/prep	4
schaal/noun/algemeen_dagblad_19990507_145/40	beving/noun;gering/adj;kracht/noun;richt_aan/verb;schade/noun	5	beving/noun;gering/adj;kracht/noun;richt_aan/verb;schade/noun	5	beving/noun;durend/adj;gering/adj;kracht/noun;richt_aan/verb;schade/noun;seconde/noun	7	beving/noun;de/det;een/det;gering/adj;kracht/noun;met/prep;op/prep;richt_aan/verb;schade/noun;slechts/adv;van/prep	11	beving/noun;de/det;een/det;gering/adj;kracht/noun;met/prep;op/prep;richt_aan/verb;schade/noun;slechts/adv;van/prep	11	aan/part;beving/noun;de/det;durend/adj;een/det;gering/adj;kracht/noun;met/prep;op/prep;richt_aan/verb;schade/noun;seconde/noun;slechts/adv;van/prep	14	gering/adj;kracht/noun;richt_aan/verb	3	gering/adj;kracht/noun;richt_aan/verb	3	gering/adj;kracht/noun;richt_aan/verb	3	de/det;gering/adj;kracht/noun;op/prep;richt_aan/verb;slechts/adv;van/prep	7	de/det;gering/adj;kracht/noun;op/prep;richt_aan/verb;slechts/adv;van/prep	7	de/det;gering/adj;kracht/noun;op/prep;richt_aan/verb;slechts/adv;van/prep	7
schaal/noun/algemeen_dagblad_20010810_111/382	giet/verb;groot/adj;leg/verb;marinade/noun;plat/adj	5	giet/verb;groot/adj;leg/verb;marinade/noun;plat/adj	5	giet/verb;groot/adj;leg/verb;marinade/noun;plat/adj	5	de/det;een/det;giet/verb;groot/adj;in/prep;leg/verb;marinade/noun;plat/adj	8	de/det;een/det;giet/verb;groot/adj;in/prep;leg/verb;marinade/noun;plat/adj	8	de/det;een/det;giet/verb;groot/adj;in/prep;leg/verb;marinade/noun;plat/adj;ze/pron	9	giet/verb;groot/adj;marinade/noun;plat/adj	4	giet/verb;groot/adj;marinade/noun;plat/adj	4	giet/verb;groot/adj;marinade/noun;plat/adj	4	de/det;een/det;giet/verb;groot/adj;in/prep;marinade/noun;plat/adj	7	de/det;een/det;giet/verb;groot/adj;in/prep;marinade/noun;plat/adj	7	de/det;een/det;giet/verb;groot/adj;in/prep;marinade/noun;plat/adj	7
