_id	_cws.schaal.foc10.nav.ppmi_weight.bound	_count.schaal.foc10.nav.ppmi_weight.bound	_cws.schaal.foc10.nav.ppmi_sel.bound	_count.schaal.foc10.nav.ppmi_sel.bound	_cws.schaal.foc10.nav.no_ppmi.bound	_count.schaal.foc10.nav.no_ppmi.bound	_cws.schaal.foc10.all.ppmi_weight.bound	_count.schaal.foc10.all.ppmi_weight.bound	_cws.schaal.foc10.all.ppmi_sel.bound	_count.schaal.foc10.all.ppmi_sel.bound	_cws.schaal.foc10.all.no_ppmi.bound	_count.schaal.foc10.all.no_ppmi.bound	_cws.schaal.foc5.nav.ppmi_weight.bound	_count.schaal.foc5.nav.ppmi_weight.bound	_cws.schaal.foc5.nav.ppmi_sel.bound	_count.schaal.foc5.nav.ppmi_sel.bound	_cws.schaal.foc5.nav.no_ppmi.bound	_count.schaal.foc5.nav.no_ppmi.bound	_cws.schaal.foc5.all.ppmi_weight.bound	_count.schaal.foc5.all.ppmi_weight.bound	_cws.schaal.foc5.all.ppmi_sel.bound	_count.schaal.foc5.all.ppmi_sel.bound	_cws.schaal.foc5.all.no_ppmi.bound	_count.schaal.foc5.all.no_ppmi.bound
schaal/noun/nrc_handelsblad_20031017_48/141	groot/adj;islamitisch/adj;land/noun;vergrijp/verb	4	groot/adj;islamitisch/adj;land/noun;vergrijp/verb	4	groot/adj;islamitisch/adj;kind/noun;land/noun;man/noun;vergrijp/verb;vrouw/noun	7	groot/adj;in/prep;islamitisch/adj;land/noun;op/prep;vergrijp/verb	6	groot/adj;in/prep;islamitisch/adj;land/noun;op/prep;vergrijp/verb	6	aan/prep;daar/adv;groot/adj;in/prep;islamitisch/adj;kind/noun;land/noun;man/noun;op/prep;vergrijp/verb;vrouw/noun;zich/pron	12	groot/adj	1	groot/adj	1	groot/adj;kind/noun;man/noun	3	groot/adj;op/prep	2	groot/adj;op/prep	2	aan/prep;daar/adv;groot/adj;kind/noun;man/noun;op/prep;zich/pron	7
schaal/noun/nrc_handelsblad_20010921_58/760	burger_slachtoffer/noun;groot/adj;onschuldig/adj;val/verb;zal/verb	5	burger_slachtoffer/noun;groot/adj;onschuldig/adj;val/verb;zal/verb	5	burger_slachtoffer/noun;groot/adj;onschuldig/adj;val/verb;zal/verb	5	bijvoorbeeld/adv;binnen/prep;burger_slachtoffer/noun;dat/det;de/det;groot/adj;in/prep;kader/prep;onschuldig/adj;op/prep;straks/adv;val/verb;van/prep;zal/verb	14	bijvoorbeeld/adv;binnen/prep;burger_slachtoffer/noun;dat/det;de/det;groot/adj;in/prep;kader/prep;onschuldig/adj;op/prep;straks/adv;val/verb;van/prep;zal/verb	14	bijvoorbeeld/adv;binnen/prep;burger_slachtoffer/noun;dan/adv;dat/det;de/det;groot/adj;het/prep;in/prep;kader/prep;onschuldig/adj;op/prep;straks/adv;val/verb;van/prep;zal/verb	16	burger_slachtoffer/noun;groot/adj;onschuldig/adj;zal/verb	4	burger_slachtoffer/noun;groot/adj;onschuldig/adj;zal/verb	4	burger_slachtoffer/noun;groot/adj;onschuldig/adj;zal/verb	4	bijvoorbeeld/adv;burger_slachtoffer/noun;groot/adj;onschuldig/adj;op/prep;zal/verb	6	bijvoorbeeld/adv;burger_slachtoffer/noun;groot/adj;onschuldig/adj;op/prep;zal/verb	6	bijvoorbeeld/adv;burger_slachtoffer/noun;groot/adj;onschuldig/adj;op/prep;zal/verb	6
schaal/noun/nrc_handelsblad_20020306_72/420	Iers/adj;bedreig/verb;clausule/noun;groot/adj;misbruik/verb;word/verb	6	Iers/adj;bedreig/verb;clausule/noun;groot/adj;misbruik/verb;word/verb	6	Iers/adj;bedreig/verb;clausule/noun;groot/adj;leven/noun;medisch/adj;misbruik/verb;word/verb	8	Iers/adj;bedreig/verb;clausule/noun;dat/det;de/det;groot/adj;misbruik/verb;op/prep;volgens/prep;word/verb	10	Iers/adj;bedreig/verb;clausule/noun;dat/det;de/det;groot/adj;misbruik/verb;op/prep;volgens/prep;word/verb	10	Iers/adj;bedreig/verb;clausule/noun;dat/det;de/det;groot/adj;hem/pron;leven/noun;medisch/adj;misbruik/verb;op/prep;volgens/prep;word/verb	13	groot/adj;misbruik/verb;word/verb	3	groot/adj;misbruik/verb;word/verb	3	groot/adj;misbruik/verb;word/verb	3	dat/det;groot/adj;misbruik/verb;op/prep;volgens/prep;word/verb	6	dat/det;groot/adj;misbruik/verb;op/prep;volgens/prep;word/verb	6	dat/det;groot/adj;hem/pron;misbruik/verb;op/prep;volgens/prep;word/verb	7
schaal/noun/nrc_handelsblad_20020907_80/244	bouw/noun;groot/adj;heb_plaats/verb;kartel_vorming/noun;ongeoorloofd/adj	5	bouw/noun;groot/adj;heb_plaats/verb;kartel_vorming/noun;ongeoorloofd/adj	5	ben/verb;bouw/noun;groot/adj;heb/verb;heb_plaats/verb;kartel_vorming/noun;ongeoorloofd/adj	7	bouw/noun;de/det;groot/adj;heb_plaats/verb;in/prep;kartel_vorming/noun;nu/adv;ongeoorloofd/adj;op/prep	9	bouw/noun;de/det;groot/adj;heb_plaats/verb;in/prep;kartel_vorming/noun;nu/adv;ongeoorloofd/adj;op/prep	9	ben/verb;bouw/noun;de/det;groot/adj;heb/verb;heb_plaats/verb;in/prep;kartel_vorming/noun;nu/adv;ongeoorloofd/adj;op/prep	11	bouw/noun;groot/adj;heb_plaats/verb	3	bouw/noun;groot/adj;heb_plaats/verb	3	bouw/noun;groot/adj;heb/verb;heb_plaats/verb	4	bouw/noun;de/det;groot/adj;heb_plaats/verb;in/prep;op/prep	6	bouw/noun;de/det;groot/adj;heb_plaats/verb;in/prep;op/prep	6	bouw/noun;de/det;groot/adj;heb/verb;heb_plaats/verb;in/prep;op/prep	7
schaal/noun/nrc_handelsblad_20030425_67/194	ongekend/adj	1	ongekend/adj	1	jaar/noun;ongekend/adj	2	dit/det;er/adv;in/prep;ongekend/adj;op/prep	5	dit/det;er/adv;in/prep;ongekend/adj;op/prep	5	alweer/adv;dit/det;er/adv;in/prep;jaar/noun;ongekend/adj;op/prep	7	ongekend/adj	1	ongekend/adj	1	ongekend/adj	1	in/prep;ongekend/adj;op/prep	3	in/prep;ongekend/adj;op/prep	3	in/prep;ongekend/adj;op/prep	3
schaal/noun/nrc_handelsblad_20000107_60/107	Europees/adj;groot/adj;klaar/adj;markt/noun;vele/adj	5	Europees/adj;groot/adj;klaar/adj;markt/noun;vele/adj	5	Europees/adj;groot/adj;klaar/adj;markt/noun;speler/noun;terecht/adj;vele/adj	7	Europees/adj;de/det;groot/adj;klaar/adj;markt/noun;met/prep;vele/adj	7	Europees/adj;de/det;groot/adj;klaar/adj;markt/noun;met/prep;vele/adj	7	Europees/adj;de/det;groot/adj;klaar/adj;markt/noun;met/prep;speler/noun;terecht/adj;vele/adj;voor/prep;zich/pron;zijn/det	12	Europees/adj;groot/adj;markt/noun;vele/adj	4	Europees/adj;groot/adj;markt/noun;vele/adj	4	Europees/adj;groot/adj;markt/noun;speler/noun;vele/adj	5	Europees/adj;groot/adj;markt/noun;met/prep;vele/adj	5	Europees/adj;groot/adj;markt/noun;met/prep;vele/adj	5	Europees/adj;groot/adj;markt/noun;met/prep;speler/noun;vele/adj;zijn/det	7
schaal/noun/nrc_handelsblad_20031018_237/36	groot/adj;prijs/noun	2	groot/adj;prijs/noun	2	groot/adj;maandag/noun;prijs/noun;vak_blad/noun;verlaag/verb	5	groot/adj;op/prep;prijs/noun	3	groot/adj;op/prep;prijs/noun	3	groot/adj;haar/det;maandag/noun;op/prep;prijs/noun;vak_blad/noun;vanaf/prep;verlaag/verb	8	groot/adj;prijs/noun	2	groot/adj;prijs/noun	2	groot/adj;maandag/noun;prijs/noun	3	groot/adj;op/prep;prijs/noun	3	groot/adj;op/prep;prijs/noun	3	groot/adj;haar/det;maandag/noun;op/prep;prijs/noun;vanaf/prep	6
schaal/noun/nrc_handelsblad_20030521_120/242	beschuldig/verb;groot/adj;overheid_gebouw/noun;steek/verb	4	beschuldig/verb;groot/adj;overheid_gebouw/noun;steek/verb	4	ander/adj;beschuldig/verb;groot/adj;overheid_gebouw/noun;school/noun;steek/verb	6	beschuldig/verb;groot/adj;op/prep;overheid_gebouw/noun;steek/verb	5	beschuldig/verb;groot/adj;op/prep;overheid_gebouw/noun;steek/verb	5	ander/adj;beschuldig/verb;groot/adj;op/prep;overheid_gebouw/noun;school/noun;steek/verb	7	beschuldig/verb;groot/adj;overheid_gebouw/noun	3	beschuldig/verb;groot/adj;overheid_gebouw/noun	3	ander/adj;beschuldig/verb;groot/adj;overheid_gebouw/noun;school/noun	5	beschuldig/verb;groot/adj;op/prep;overheid_gebouw/noun	4	beschuldig/verb;groot/adj;op/prep;overheid_gebouw/noun	4	ander/adj;beschuldig/verb;groot/adj;op/prep;overheid_gebouw/noun;school/noun	6
schaal/noun/nrc_handelsblad_20030625_65/387	besta/adj;cao/noun;doorstroming/noun;laag/adj;maak/verb;mogelijkheid/noun;neem_aan/verb	7	besta/adj;cao/noun;doorstroming/noun;laag/adj;maak/verb;mogelijkheid/noun;neem_aan/verb	7	besta/adj;cao/noun;doorstroming/noun;er/noun;extra/adj;laag/adj;maak/verb;mogelijkheid/noun;neem_aan/verb	9	besta/adj;cao/noun;doorstroming/noun;een/det;in/prep;laag/adj;maak/verb;mogelijkheid/noun;neem_aan/verb;van/prep	10	besta/adj;cao/noun;doorstroming/noun;een/det;in/prep;laag/adj;maak/verb;mogelijkheid/noun;neem_aan/verb;van/prep	10	als/prep;besta/adj;bij/prep;cao/noun;doorstroming/noun;een/det;er/noun;extra/adj;het/det;in/prep;laag/adj;maak/verb;mogelijkheid/noun;neem_aan/verb;nog/adv;van/prep	16	cao/noun;laag/adj;maak/verb	3	cao/noun;laag/adj;maak/verb	3	cao/noun;er/noun;extra/adj;laag/adj;maak/verb	5	cao/noun;een/det;laag/adj;maak/verb	4	cao/noun;een/det;laag/adj;maak/verb	4	bij/prep;cao/noun;een/det;er/noun;extra/adj;laag/adj;maak/verb;nog/adv	8
schaal/noun/nrc_handelsblad_20020720_7/73	complexiteit/noun;ruimte/noun;verschil/adj	3	complexiteit/noun;ruimte/noun;verschil/adj	3	complexiteit/noun;doorkruis/verb;ruimte/noun;tijd/noun;verenig/verb;verschil/adj	6	complexiteit/noun;de/det;die/det;ruimte/noun;van/prep;verschil/adj	6	complexiteit/noun;de/det;die/det;ruimte/noun;van/prep;verschil/adj	6	complexiteit/noun;de/det;die/det;doorkruis/verb;ruimte/noun;tijd/noun;van/prep;verenig/verb;verschil/adj	9	ruimte/noun	1	ruimte/noun	1	doorkruis/verb;ruimte/noun;tijd/noun	3	die/det;ruimte/noun;van/prep	3	die/det;ruimte/noun;van/prep	3	die/det;doorkruis/verb;ruimte/noun;tijd/noun;van/prep	5
schaal/noun/nrc_handelsblad_20001013_92/83	erfelijk/adj;gebruik/noun;groot/adj;land/noun;materiaal/noun	5	erfelijk/adj;gebruik/noun;groot/adj;land/noun;materiaal/noun	5	ben/verb;erfelijk/adj;gebruik/noun;groot/adj;land/noun;materiaal/noun;sluit_af/verb	7	een/det;erfelijk/adj;gebruik/noun;groot/adj;land/noun;materiaal/noun;op/prep;van/prep	8	een/det;erfelijk/adj;gebruik/noun;groot/adj;land/noun;materiaal/noun;op/prep;van/prep	8	ben/verb;bij/prep;dat/pron;een/det;erfelijk/adj;gebruik/noun;groot/adj;het/det;land/noun;materiaal/noun;op/prep;sluit_af/verb;van/prep	13	erfelijk/adj;gebruik/noun;groot/adj;land/noun;materiaal/noun	5	erfelijk/adj;gebruik/noun;groot/adj;land/noun;materiaal/noun	5	erfelijk/adj;gebruik/noun;groot/adj;land/noun;materiaal/noun	5	erfelijk/adj;gebruik/noun;groot/adj;land/noun;materiaal/noun;op/prep	6	erfelijk/adj;gebruik/noun;groot/adj;land/noun;materiaal/noun;op/prep	6	dat/pron;erfelijk/adj;gebruik/noun;groot/adj;land/noun;materiaal/noun;op/prep	7
schaal/noun/nrc_handelsblad_20000121_40/1245	drug/noun;groot/adj	2	drug/noun;groot/adj	2	Engels/adj;behoefte/noun;ben/verb;drug/noun;eindeloos/adj;groot/adj;ritme/noun	7	de/det;drug/noun;groot/adj;in/prep;met/prep;op/prep	6	de/det;drug/noun;groot/adj;in/prep;met/prep;op/prep	6	Engels/adj;alle/det;behoefte/noun;ben/verb;bijna/adv;de/det;drug/noun;eindeloos/adj;groot/adj;in/prep;met/prep;na/prep;op/prep;ritme/noun	14	groot/adj	1	groot/adj	1	behoefte/noun;ben/verb;eindeloos/adj;groot/adj	4	de/det;groot/adj;met/prep;op/prep	4	de/det;groot/adj;met/prep;op/prep	4	behoefte/noun;ben/verb;de/det;eindeloos/adj;groot/adj;met/prep;na/prep;op/prep	8
schaal/noun/nrc_handelsblad_19991217_54/1713	Amerikaans/adj;groot/adj;kan/verb;motief/noun;pas_toe/verb;smaak/noun;word/verb	7	Amerikaans/adj;groot/adj;kan/verb;motief/noun;pas_toe/verb;smaak/noun;word/verb	7	Amerikaans/adj;bezwaar/noun;goed/adj;groot/adj;kan/verb;motief/noun;pas_toe/verb;smaak/noun;stijl/noun;word/verb	10	Amerikaans/adj;de/det;die/det;groot/adj;kan/verb;motief/noun;op/prep;pas_toe/verb;smaak/noun;word/verb	10	Amerikaans/adj;de/det;die/det;groot/adj;kan/verb;motief/noun;op/prep;pas_toe/verb;smaak/noun;word/verb	10	Amerikaans/adj;bezwaar/noun;de/det;die/det;geen/det;goed/adj;groot/adj;kan/verb;motief/noun;op/prep;pas_toe/verb;smaak/noun;stijl/noun;voor/prep;word/verb	15	groot/adj;motief/noun;pas_toe/verb;word/verb	4	groot/adj;motief/noun;pas_toe/verb;word/verb	4	groot/adj;motief/noun;pas_toe/verb;stijl/noun;word/verb	5	de/det;groot/adj;motief/noun;op/prep;pas_toe/verb;word/verb	6	de/det;groot/adj;motief/noun;op/prep;pas_toe/verb;word/verb	6	de/det;groot/adj;motief/noun;op/prep;pas_toe/verb;stijl/noun;voor/prep;word/verb	8
schaal/noun/nrc_handelsblad_20000301_122/370	drank_DIM/noun;meest/adj;opgelost/adj;verzachtend/adj;vul/verb	5	drank_DIM/noun;meest/adj;opgelost/adj;verzachtend/adj;vul/verb	5	ben/verb;drank_DIM/noun;heb/verb;meest/adj;opgelost/adj;raad_aan/verb;verzachtend/adj;vul/verb	8	drank_DIM/noun;een/det;meest/adj;men/pron;met/prep;opgelost/adj;verzachtend/adj;vul/verb	8	drank_DIM/noun;een/det;meest/adj;men/pron;met/prep;opgelost/adj;verzachtend/adj;vul/verb	8	ben/verb;dat/pron;drank_DIM/noun;een/det;heb/verb;het/det;ik/pron;meest/adj;men/pron;met/prep;opgelost/adj;raad_aan/verb;verzachtend/adj;vul/verb	14	vul/verb	1	vul/verb	1	ben/verb;raad_aan/verb;vul/verb	3	een/det;met/prep;vul/verb	3	een/det;met/prep;vul/verb	3	ben/verb;een/det;ik/pron;met/prep;raad_aan/verb;vul/verb	6
schaal/noun/nrc_handelsblad_20010113_157/122	experiment/noun;klein/adj;verga/adj	3	experiment/noun;klein/adj;verga/adj	3	beantwoord/verb;ben/verb;experiment/noun;goed/adj;klein/adj;manier/noun;verga/adj;vraag/noun	8	die/det;een/det;experiment/noun;klein/adj;op/prep;verga/adj	6	die/det;een/det;experiment/noun;klein/adj;op/prep;verga/adj	6	beantwoord/verb;ben/verb;die/det;een/det;experiment/noun;goed/adj;klein/adj;manier/noun;op/prep;verga/adj;vraag/noun	11	experiment/noun;klein/adj;verga/adj	3	experiment/noun;klein/adj;verga/adj	3	ben/verb;experiment/noun;goed/adj;klein/adj;manier/noun;verga/adj	6	een/det;experiment/noun;klein/adj;op/prep;verga/adj	5	een/det;experiment/noun;klein/adj;op/prep;verga/adj	5	ben/verb;een/det;experiment/noun;goed/adj;klein/adj;manier/noun;op/prep;verga/adj	8
schaal/noun/nrc_handelsblad_20010321_24/311	doe/verb;groot/adj;kadaver/noun;leger/noun;oproep/noun;ruim_op/verb;zet_in/verb	7	doe/verb;groot/adj;kadaver/noun;leger/noun;oproep/noun;ruim_op/verb;zet_in/verb	7	doe/verb;groot/adj;kadaver/noun;leger/noun;oproep/noun;ruim_op/verb;zet_in/verb	7	doe/verb;een/det;groot/adj;in/part;kadaver/noun;leger/noun;op/prep;oproep/noun;ruim_op/verb;van/prep;zet_in/verb	11	doe/verb;een/det;groot/adj;in/part;kadaver/noun;leger/noun;op/prep;oproep/noun;ruim_op/verb;van/prep;zet_in/verb	11	bij/prep;doe/verb;een/det;groot/adj;het/det;in/part;kadaver/noun;leger/noun;ook/adv;op/prep;oproep/noun;ruim_op/verb;van/prep;zet_in/verb	14	groot/adj;leger/noun;zet_in/verb	3	groot/adj;leger/noun;zet_in/verb	3	groot/adj;leger/noun;zet_in/verb	3	groot/adj;in/part;leger/noun;op/prep;zet_in/verb	5	groot/adj;in/part;leger/noun;op/prep;zet_in/verb	5	bij/prep;groot/adj;het/det;in/part;leger/noun;op/prep;zet_in/verb	7
schaal/noun/nrc_handelsblad_20001107_73/99	erken/verb;groot/adj;knoei/verb;zal/verb	4	erken/verb;groot/adj;knoei/verb;zal/verb	4	ben/verb;er/noun;erken/verb;groot/adj;knoei/verb;zal/verb	6	erken/verb;groot/adj;knoei/verb;met/prep;op/prep;volgens/prep;zal/verb	7	erken/verb;groot/adj;knoei/verb;met/prep;op/prep;volgens/prep;zal/verb	7	ben/verb;er/noun;erken/verb;groot/adj;haar/pron;knoei/verb;met/prep;niet/adv;op/prep;volgens/prep;zal/verb	11	groot/adj;knoei/verb	2	groot/adj;knoei/verb	2	ben/verb;er/noun;groot/adj;knoei/verb	4	groot/adj;knoei/verb;met/prep;op/prep;volgens/prep	5	groot/adj;knoei/verb;met/prep;op/prep;volgens/prep	5	ben/verb;er/noun;groot/adj;haar/pron;knoei/verb;met/prep;op/prep;volgens/prep	8
schaal/noun/nrc_handelsblad_19990407_37/93	bedreig/verb;gebruik/noun;hoeveelheid/noun;milieu/noun;mondiaal/adj;verboden/adj	6	bedreig/verb;gebruik/noun;hoeveelheid/noun;milieu/noun;mondiaal/adj;verboden/adj	6	bedreig/verb;gebruik/noun;hoeveelheid/noun;milieu/noun;mondiaal/adj;streng/adj;verboden/adj	7	bedreig/verb;die/pron;een/det;gebruik/noun;hoeveelheid/noun;milieu/noun;mondiaal/adj;op/prep;verboden/adj	9	bedreig/verb;die/pron;een/det;gebruik/noun;hoeveelheid/noun;milieu/noun;mondiaal/adj;op/prep;verboden/adj	9	bedreig/verb;die/pron;een/det;gebruik/noun;het/det;hoeveelheid/noun;milieu/noun;mondiaal/adj;om/prep;op/prep;streng/adj;verboden/adj	12	bedreig/verb;milieu/noun;mondiaal/adj	3	bedreig/verb;milieu/noun;mondiaal/adj	3	bedreig/verb;milieu/noun;mondiaal/adj	3	bedreig/verb;die/pron;milieu/noun;mondiaal/adj;op/prep	5	bedreig/verb;die/pron;milieu/noun;mondiaal/adj;op/prep	5	bedreig/verb;die/pron;het/det;milieu/noun;mondiaal/adj;op/prep	6
schaal/noun/nrc_handelsblad_20000314_55/514	aandeel/noun;afgelopen/adj;belegging/noun;effect/noun;groot/adj;koop/verb;traditioneel/adj	7	aandeel/noun;afgelopen/adj;belegging/noun;effect/noun;groot/adj;koop/verb;traditioneel/adj	7	aandeel/noun;afgelopen/adj;belegging/noun;effect/noun;groot/adj;heb/verb;jaar/noun;koop/verb;traditioneel/adj	9	aandeel/noun;afgelopen/adj;belegging/noun;de/det;een/det;effect/noun;groot/adj;in/prep;koop/verb;met/prep;op/prep;traditioneel/adj	12	aandeel/noun;afgelopen/adj;belegging/noun;de/det;een/det;effect/noun;groot/adj;in/prep;koop/verb;met/prep;op/prep;traditioneel/adj	12	aandeel/noun;afgelopen/adj;belegging/noun;de/det;een/det;effect/noun;groot/adj;haar/det;heb/verb;in/prep;jaar/noun;koop/verb;met/prep;op/prep;traditioneel/adj	15	aandeel/noun;afgelopen/adj;groot/adj;koop/verb;traditioneel/adj	5	aandeel/noun;afgelopen/adj;groot/adj;koop/verb;traditioneel/adj	5	aandeel/noun;afgelopen/adj;groot/adj;jaar/noun;koop/verb;traditioneel/adj	6	aandeel/noun;afgelopen/adj;de/det;groot/adj;koop/verb;op/prep;traditioneel/adj	7	aandeel/noun;afgelopen/adj;de/det;groot/adj;koop/verb;op/prep;traditioneel/adj	7	aandeel/noun;afgelopen/adj;de/det;groot/adj;jaar/noun;koop/verb;op/prep;traditioneel/adj	8
schaal/noun/nrc_handelsblad_20010917_12/328	aandeel/noun;groot/adj;verkoop/verb;zal/verb	4	aandeel/noun;groot/adj;verkoop/verb;zal/verb	4	aandeel/noun;ga/verb;groot/adj;hard/adj;verkoop/verb;zal/verb	6	aandeel/noun;groot/adj;hun/det;omlaag/adv;op/prep;verkoop/verb;zal/verb	7	aandeel/noun;groot/adj;hun/det;omlaag/adv;op/prep;verkoop/verb;zal/verb	7	aandeel/noun;dan/adv;ga/verb;groot/adj;hard/adj;hun/det;omlaag/adv;ook/adv;op/prep;verkoop/verb;zal/verb	11	aandeel/noun;groot/adj;verkoop/verb	3	aandeel/noun;groot/adj;verkoop/verb	3	aandeel/noun;groot/adj;verkoop/verb	3	aandeel/noun;groot/adj;hun/det;op/prep;verkoop/verb	5	aandeel/noun;groot/adj;hun/det;op/prep;verkoop/verb	5	aandeel/noun;dan/adv;groot/adj;hun/det;ook/adv;op/prep;verkoop/verb	7
schaal/noun/nrc_handelsblad_20010825_131/436	glijd/adj;prostaat_kanker/noun;test/noun	3	glijd/adj;prostaat_kanker/noun;test/noun	3	ben/verb;glijd/adj;goed/adj;prostaat_kanker/noun;test/noun	5	de/det;een/det;glijd/adj;prostaat_kanker/noun;test/noun	5	de/det;een/det;glijd/adj;prostaat_kanker/noun;test/noun	5	ben/verb;de/det;een/det;glijd/adj;goed/adj;het/det;prostaat_kanker/noun;test/noun;voor/prep	9	glijd/adj	1	glijd/adj	1	ben/verb;glijd/adj	2	de/det;een/det;glijd/adj	3	de/det;een/det;glijd/adj	3	ben/verb;de/det;een/det;glijd/adj;het/det	5
schaal/noun/nrc_handelsblad_19990419_67/116	kies/noun;schelp_dier/noun	2	kies/noun;schelp_dier/noun	2	Belgisch/adj;haan/noun;heb/verb;kies/noun;premier/noun;schelp_dier/noun	6	de/det;een/det;kies/noun;met/prep;schelp_dier/noun;zojuist/adv	6	de/det;een/det;kies/noun;met/prep;schelp_dier/noun;zojuist/adv	6	Belgisch/adj;achter/prep;de/det;een/det;haan/noun;heb/verb;kies/noun;met/prep;na/prep;premier/noun;schelp_dier/noun;zojuist/adv	12	kies/noun;schelp_dier/noun	2	kies/noun;schelp_dier/noun	2	heb/verb;kies/noun;schelp_dier/noun	3	een/det;kies/noun;met/prep;schelp_dier/noun;zojuist/adv	5	een/det;kies/noun;met/prep;schelp_dier/noun;zojuist/adv	5	achter/prep;een/det;heb/verb;kies/noun;met/prep;schelp_dier/noun;zojuist/adv	7
schaal/noun/nrc_handelsblad_20000515_86/484	Ethiopisch/adj;arm/adj;boer_DIM/noun;groot/adj;recruteer/verb;word/verb;zijde/noun	7	Ethiopisch/adj;arm/adj;boer_DIM/noun;groot/adj;recruteer/verb;word/verb;zijde/noun	7	Ethiopisch/adj;arm/adj;boer_DIM/noun;groot/adj;recruteer/verb;werkloos/adj;word/verb;zijde/noun	8	Ethiopisch/adj;arm/adj;boer_DIM/noun;groot/adj;op/prep;recruteer/verb;word/verb;zijde/noun	8	Ethiopisch/adj;arm/adj;boer_DIM/noun;groot/adj;op/prep;recruteer/verb;word/verb;zijde/noun	8	Ethiopisch/adj;aan/prep;arm/adj;boer_DIM/noun;groot/adj;op/prep;recruteer/verb;werkloos/adj;word/verb;zijde/noun	10	Ethiopisch/adj;arm/adj;boer_DIM/noun;groot/adj;word/verb;zijde/noun	6	Ethiopisch/adj;arm/adj;boer_DIM/noun;groot/adj;word/verb;zijde/noun	6	Ethiopisch/adj;arm/adj;boer_DIM/noun;groot/adj;werkloos/adj;word/verb;zijde/noun	7	Ethiopisch/adj;arm/adj;boer_DIM/noun;groot/adj;op/prep;word/verb;zijde/noun	7	Ethiopisch/adj;arm/adj;boer_DIM/noun;groot/adj;op/prep;word/verb;zijde/noun	7	Ethiopisch/adj;arm/adj;boer_DIM/noun;groot/adj;op/prep;werkloos/adj;word/verb;zijde/noun	8
schaal/noun/nrc_handelsblad_20000212_147/1937	gebogen/adj;hoogbouw/noun;maquette/noun	3	gebogen/adj;hoogbouw/noun;maquette/noun	3	gebogen/adj;hoogbouw/noun;maquette/noun;sta/verb	4	de/det;een/det;gebogen/adj;hoogbouw/noun;maquette/noun;op/prep	6	de/det;een/det;gebogen/adj;hoogbouw/noun;maquette/noun;op/prep	6	als/prep;de/det;een/det;gebogen/adj;hoogbouw/noun;maquette/noun;op/prep;sta/verb	8	maquette/noun	1	maquette/noun	1	maquette/noun;sta/verb	2	een/det;maquette/noun;op/prep	3	een/det;maquette/noun;op/prep	3	als/prep;een/det;maquette/noun;op/prep;sta/verb	5
schaal/noun/nrc_handelsblad_19991009_98/3576	begin/verb;groot/adj;hot/adj;laat/verb	4	begin/verb;groot/adj;hot/adj;laat/verb	4	begin/verb;groot/adj;hot/adj;laat/verb;vrijdag_avond/noun	5	begin/verb;een/det;groot/adj;hot/adj;in/prep;laat/verb	6	begin/verb;een/det;groot/adj;hot/adj;in/prep;laat/verb	6	begin/verb;bij/prep;een/det;groot/adj;hot/adj;in/prep;laat/verb;rond/prep;vrijdag_avond/noun	9	groot/adj;hot/adj	2	groot/adj;hot/adj	2	groot/adj;hot/adj	2	een/det;groot/adj;hot/adj	3	een/det;groot/adj;hot/adj	3	bij/prep;een/det;groot/adj;hot/adj;rond/prep	5
schaal/noun/nrc_handelsblad_19990109_10/3739	categorie/noun;computer/noun;statistisch/adj	3	categorie/noun;computer/noun;statistisch/adj	3	analyse/noun;categorie/noun;computer/noun;statistisch/adj;zeg/verb	5	categorie/noun;computer/noun;de/det;een/det;grond/prep;in/prep;op/prep;statistisch/adj;tot/prep;van/prep	10	categorie/noun;computer/noun;de/det;een/det;grond/prep;in/prep;op/prep;statistisch/adj;tot/prep;van/prep	10	analyse/noun;categorie/noun;computer/noun;de/det;een/det;grond/prep;in/prep;mij/pron;op/prep;statistisch/adj;tot/prep;van/prep;zeg/verb	13	statistisch/adj	1	statistisch/adj	1	analyse/noun;statistisch/adj	2	een/det;in/prep;op/prep;statistisch/adj;tot/prep;van/prep	6	een/det;in/prep;op/prep;statistisch/adj;tot/prep;van/prep	6	analyse/noun;een/det;in/prep;op/prep;statistisch/adj;tot/prep;van/prep	7
