id	left	target	right
heet/adj/algemeen_dagblad_20041110_56/43	had gedaan . Dat was niet omdat de grond te	heet	onder mijn voeten werd . Ik ben echt wel een
heet/adj/algemeen_dagblad_20010901_194/227	trekken . Als een plant exotisch oogde en bovendien tropisch	heet	smaakte , was de koppeling met een ( voormalige )
heet/adj/algemeen_dagblad_20020830_125/120	over de oorlog , zeg ik . Wat is er	heter	hangijzer dan oorlog ? Als Duitse schrijvers het verleden af
heet/adj/de_morgen_20020111_01_20/46	te bemachtigen om er al staande een kop verse en	hete	koffie te drinken . Generaties koffieliefhebbers kennen al sinds 1902
heet/adj/de_morgen_20010217_01_66/304	? ' , vroeg ik me af , terwijl de	hete	koffie wonderen deed voor mijn keel . Bij de gevolgen
heet/adj/de_morgen_20010802_01_11/10	Vera Dua : ' Ik verwacht mij aan een	hete	herfst ' Groene milieuminister zal Vlaamse boeren moeten trotseren om
heet/adj/de_morgen_20010627_01_29/1493	"een Seresta . 	 Niet altijd wordt de soep zo"	heet	opgediend . Er is veel gedub , veel gedrein van
heet/adj/de_morgen_19990206_01_36/921	de moskee op om hun waterkruiken te vullen met het	hete	water ( een constante temperatuur van 46 graden ! )
heet/adj/de_morgen_20030203_01_108/74	"en koeken . 	 Bittere kou te lijf gaan met"	hete	drankjes en smakelijke hapjes . We konden ons geen betere
heet/adj/de_morgen_20010116_01_83/196	zwart gat zou zijn , maar het gedrag van het	heet	gas levert hem voor de eerste keer het mogelijk bewijs
heet/adj/de_morgen_20010811_01_27/281	het extra geld gaat het om een druppel op een	hete	"plaat . 	 Ansoms pleit er ook voor dat eindelijk"
heet/adj/de_morgen_20021112_01_45/34	november is de afschaffing van de parlementaire onschendbaarheid weer een	heet	thema in de Turkse politiek . De AKP , sinds
heet/adj/de_morgen_20021121_01_111/137	onbegrijpelijk . White Cabin speelde niet in een van de	hete	theatersteden , maar in het Molse CC 't Getouw .
heet/adj/de_morgen_20040529_01_116/144	die wat verder uit de geothermische centrale ontsnappen . De	hete	stoom die hier uit de dunne aardkorst komt , wordt
heet/adj/de_morgen_20020521_01_25/1		Heet	van de Tong Patrick Janssens : ' Politici mogen hun
heet/adj/de_morgen_20000922_01_100/576	Spelen te halen . Ik voelde dit seizoen al de	hete	"adem van Cathérine Jacques in mijn nek . 	 En"
heet/adj/de_morgen_20010502_01_111/25	voorspellingen beloven : het wordt een bloedhete zomer , de	heetste	van de eeuw ! ( tiens ) Palmbomen en kamelen
heet/adj/de_morgen_20010625_01_74/3	Zonnig en	heet	De zon houdt ons vandaag minstens 15 uur lang gezelschap
heet/adj/de_morgen_20041231_01_113/2542	het , in dat lokaal waar het eigenlijk altijd broeierig	heet	was , tegen de radiator opgestapeld waardoor het een specifiek
heet/adj/de_morgen_20031128_01_19/1465	de bouillon . Lepel de soep in kommetjes en dien	heet	op . Dit recept is goed voor een drietal porties
heet/adj/de_morgen_20040121_01_136/13	1,6 miljard dollar aan atletencontractenNike maakt zich op voor het	hete	sportjaar 2004 : de financiële verplichtingen vervat in contracten met
heet/adj/de_morgen_20030131_01_80/585	"lange weg te gaan : 	 Er zijn twee zeer"	hete	hangijzers : de constitutionele monarchie en de positie van het
heet/adj/de_morgen_20010716_01_82/815	". 	 Pas na een warme trainingjack en een kop"	hete	thee begon de omvang van de vlucht de renners te
heet/adj/de_morgen_20000614_01_99/575	. De vernuftige technodeunen van afsluiter Moby klonken na een	hete	dag in het teken van de zes snaren als een
heet/adj/de_morgen_20000812_01_37/514	? Tabasco is van merknaam bijna een soortnaam geworden voor	hete	pepersaus . Daar zijn er inderdaad honderden van , die
heet/adj/de_morgen_19991120_01_118/931	voorbij , de konijnenpijp wordt omgeturnd in een gaarkeuken .	Hete	soep , boterhammen , koffie en taart vinden gretig aftrek
heet/adj/de_morgen_20021118_01_66/883	kansen weggeeft . Af en toe wordt het wel nog	heet	in het Philipsstadion als de spelers het op het veld
heet/adj/de_morgen_20041209_01_122/453	tot een overeenstemming over loon- en arbeidsvoorwaarden komt . De	hete	aardappel zal dan naar de sectoren worden doorgeschoven en op
heet/adj/de_morgen_20000624_01_20/282	"nieuw . 	 Laten we afwachten of de soep zo"	heet	"gegeten wordt als ze wordt opgediend 	 , reageert hij"
heet/adj/de_morgen_20031127_01_84/741	van Martens echter wegwerken . Aan de overkant werd het	heter	: Jesuli gooide voor doel , Milosevic devieerde maar Verlinden
heet/adj/de_morgen_20011123_01_10/1378	drie uren afkoelen . Voor de tweede bak gebruikt men	hetere	olie van 180 graden waardoor de frieten krokant en goudgeel
heet/adj/de_morgen_20010616_01_75/441	mogelijke oven ( minstens 230 gradenC ) tot de olie	heet	is ( 3-4 min. ) . Giet dan een deel
heet/adj/de_morgen_20010127_01_138/68	zijn ouders en drie Europeanen - bloot in de dampend	hete	jacuzzi op het terras . Het vriest dat het kraakt
heet/adj/de_morgen_20020809_01_19/14	de zomer mag het eten zelf wel heet zijn .	Heet	van temperatuur is niet eens nodig , heet van smaak
heet/adj/de_morgen_20010214_01_22/3577	"	 schiet door mij heen . Alsof de fles vlammend"	heet	is in plaats van antarctisch koud , begint de zanger
heet/adj/de_morgen_20040922_01_55/117	in het Parlement . Dat belette hem niet om de	hete	aardappel door te schuiven naar de Vlaamse en de Brusselse
heet/adj/de_morgen_20031119_01_52/76	dat is in de Belgische politiek . Stoemp saucisse ,	hete	brij . Voor de Franstalige partijen is Johan Demol een
heet/adj/de_morgen_20040319_01_9/641	kleine blokjes en strooit u de groene confetti over de	hete	zalm . Tot slot verkruimelt u ook de reepjes krokant
heet/adj/de_morgen_20000823_01_54/290	"niet door de beugel . 	 Er wacht Poetin een"	hete	"herfst 	 , waarschuwde Vremya MN . Nu alle reddingspogingen"
heet/adj/de_morgen_20001124_01_24/334	roots . De tippelaarsters strijken hoofdzakelijk neer in de '	hete	' buurten rond het Noord- en Zuidstation . Daar veroorzaken
heet/adj/de_morgen_20041224_01_20/1667	wat cayennepeper of geplette ' chiles piquin ' ( Mexicaanse	hete	pepertjes ) in te draaien . Presentatie Verdeel eerst de
heet/adj/de_morgen_20040916_01_114/264	: ' Volgende week eens babbelen ' Een van de	hete	hangijzers van dit najaar wordt ongetwijfeld de benoeming van de
heet/adj/de_morgen_20041214_01_221/508	Maar volgens analisten zijn de maatregelen maar druppels op een	hete	plaat . De dreiging van China voor de textielsector zou
heet/adj/de_morgen_20020107_01_90/10	2001 , het jaar van Ruslan Ponomarjov Kasparov voelt	hete	adem van achttienjarige Oekraïense WK-finalist in zijn nek , die
heet/adj/de_morgen_20001021_01_9/1335	op een dakterrasje , boven de Wetstraat . Op een	hete	zomer in Hertoginnendal hebben ze ooit de tafels buiten gezet
heet/adj/de_morgen_20031114_01_14/707	vijgen wordt , een beetje onverwacht , op een gloeiend	heet	bord geserveerd , maar is mooi gebalanceerd van smaak ,
heet/adj/de_morgen_20030605_01_46/2	'	Hete	hangijzers zijn terzijde geschoven ' Midden-Oosten-expert Stefan Deconinck ziet nog
heet/adj/de_morgen_20040522_01_29/59	extra pep in de vorm van gedroogde chili of een	hete	pepersaus uit een flesje kunnen helaas aan tafel geen soelaas
heet/adj/de_morgen_20040409_01_11/102	Halle-Vilvoorde maken van de nieuwsluwe paasvakantie gebruik om een gloeiend	heet	politiek dossier op tafel te gooien : de splitsing van
heet/adj/de_morgen_20020525_01_90/603	Het bron-badwater daar bleek echter zo - bijna kokend -	heet	, dat de kostprijs toch nog uitkwam op ongeveer één
heet/adj/de_morgen_20000729_01_50/1754	te druk . En in de zomer is het te	heet	. Dan is de sfoglia moeilijk te bewerken , omdat
heet/adj/de_morgen_19990717_01_139/14	, heetst Sinds het jaar 1980 kenden we de elf	heetste	jaren . Van 1991 tot 1995 hebben we de vijf
heet/adj/de_standaard_20010124_01_62/496	straks Vlaamse beslissingen . Maar de politieke hangijzers blijven even	heet	. Als de VLD het ene wil , zal ze
heet/adj/de_standaard_20010109_01_12/274	over dat syndroom dat in de meeste Navo-landen een politieke	hete	aardappel is geworden . Vandaag , dinsdag , vergadert daarover
heet/adj/de_standaard_20020907_01_50/2261	december tot mei . Van maart tot mei is de	heetste	periode . Het regenseizoen begint in juli . -- Op
heet/adj/de_standaard_19991123_01_101/174	"man uit Oxford . 	 Het goedje kwam op de"	hete	motor terecht en vatte vuur . Even schrikken , maar
heet/adj/de_standaard_20040405_01_97/81	zullen doen . Toch zal de soep wellicht niet zo	heet	gegeten worden . Als lijstduwer Filip Dewinter een hoge score
heet/adj/de_standaard_20010614_01_84/2268	"achter me ligt . 	 Ik schrijf te veel 	"	heet	"het laatste gedicht , 	 Waarom ? 	 wordt er"
heet/adj/de_standaard_20010420_01_27/392	stabiliteit naar voren te kunnen treden . Een van de	hete	punten in het debat over de overgang naar een democratischer
heet/adj/de_standaard_20040604_01_82/403	de hersenen : het hersenweefsel wordt sponsachtig in het Engels	heet	de gekkekoeienziekte daarom runderhersensponsziekte ( bovine spongiform encephalopathy of BSE
heet/adj/de_standaard_20011126_01_90/330	dat dit gelukt zou zijn . Begeerd Stamcellen zijn een	heet	onderzoeksonderwerp in de geneeskunde . Afkomstig uit het binnenste van
heet/adj/de_standaard_20020213_01_47/160	"op te leggen . 	 Het zakje is driehoekig en"	heet	Teangle . Het is gemaakt van een absorberend materiaal .
heet/adj/de_standaard_20020731_01_29/94	2000 . Het is zijn eerste mandaat als gemeenteraadslid .	Hete	hangijzers : veiligheid , ruimtelijke ordening , verkeer
heet/adj/de_standaard_20020607_01_0/2006	andere pan even koken . Voeg een soeplepel van de	hete	bouillon toe aan de rijst in de sauspan en laat
heet/adj/de_standaard_20020517_01_76/292	"kredietfaciliteit 	 - - zoals in het rood gaan officieel"	heet	- - rekenen de banken een behoorlijk percentage aan .
heet/adj/de_standaard_19990602_01_41/4	^ Vluchtelingen wacht	hete	zomer Zullen de Kosovaarse vluchtelingen in Albanië en Macedonië moeten
heet/adj/de_standaard_20030215_01_150/419	tartte alle wetten van de zwaartekracht , zweefde als een	heet	mes naar de korf en herleidde zelfs betonnen defensies tot
heet/adj/de_standaard_20040413_01_88/52	af op een volstrekte meerderheid . Meer dan de huidige	hete	hangijzers zoals aids en werkloosheid bepaalt het verleden de stem
heet/adj/de_standaard_20010615_01_12/59	als op een naturistenterrein . Het is hemelvaartsdag en broeierig	heet	. Ik heb een afspraak met Paul Lambrechts in camping
heet/adj/de_standaard_20001202_01_96/153	Boeck op Sandy Martens . De Waaslander draaide om de	hete	brij heen en weigerde in te stemmen met wat iedereen
heet/adj/de_standaard_20041127_01_181/550	een Nederlandse automaat te bewonderen die diepgevroren frieten bakt in	hete	lucht . Er komt geen vet aan te pas ,
heet/adj/de_standaard_20021109_01_45/24	"Rwanda in 1994 heeft Els De Temmerman 	 in het"	heet	van de strijd duidelijk tekenen vertoond van meevoelen met één
heet/adj/de_standaard_19990528_01_12/1165	in witte schorten maken ons wegwijs in dit labyrint van	hete	, koele en bruisende baden . Het onthaal houdt het
heet/adj/de_standaard_20011124_01_129/915	ze op een mosseldiner praten . Dat zou dan de	hete	adem van een ondefinieerbare achterban zijn , maar in feite
heet/adj/de_standaard_20000127_01_133/89	parlementsleden , politie : allen bogen ze zich over het	hete	hangijzer van de piraterij . Even mochten ook enkele artiesten
heet/adj/de_standaard_20010525_01_16/2752	dat werk is misschien maar één kleine druppel op een	hete	plaat . Maar het is ten minste een druppel .
heet/adj/de_standaard_19990623_01_49/437	zijn . Met Afrikaanse funk en jazzritmes . Optredens zo	heet	, dat uw hand spontaan de airco aanzet als u
heet/adj/de_standaard_20030111_01_179/134	waarde van dat uurtje esthetica ? Een druppel op een	hete	plaat , kan u zeggen . Tussen al dat geweld
heet/adj/de_standaard_20020926_01_5/409	"conservatieve partijen . Zij startten op 16 september een 	"	hete	"herfst 	 met betogingen waarop zij het ontslag van de"
heet/adj/de_standaard_20010618_01_24/1		Hete	"thema's Ian Link schuift enkele interessante 	 thema's 	 naar"
heet/adj/de_standaard_20020420_01_69/193	op grote schaal toegepast . De druif grenache houdt van	hete	, droge klimaten en is in Zuid-Frankrijk rijkelijk aangeplant .
heet/adj/de_standaard_19991106_01_110/134	de jaren '50 een tempel op de Acropolis afwisselend met	heet	en koud water bespoten en het bouwwerk met staalborstels telijf
heet/adj/de_standaard_20030630_01_72/202	veel te doen , al was het zondag onverwachts zo	heet	dat zonnecrème een gegeerd goedje was . Op de hoofdstraat
heet/adj/de_standaard_20011114_01_56/139	1998 . Nochtans heeft de Belgische criminologe-sociologe ook daar voor	hete	"vuren gestaan . 	 Op een voorstelling van mijn rapport"
heet/adj/de_standaard_20030918_01_134/389	1976 . De documentairemaakster Els Fourier reconstrueert de langste en	heetste	zomer van de twintigste eeuw , die van 1976 .
heet/adj/het_laatste_nieuws_20010915_01_319/1618	stoom ( voor aardappelen , rijst en groenten ) en	hete	lucht ( voor het vlees of de vis ) elkaar
heet/adj/het_laatste_nieuws_20010420_01_444/143	Oostblok . Toen de grond onder zijn voeten uiteindelijk te	heet	werd , verdween Reed met de noorderzon , alles achterlatend
heet/adj/het_laatste_nieuws_20030709_01_337/51	een boel moeilijke kwesties uitstelden en verschoven naar later .	Hete	hangijzers mogen gaan afkoelen in tal van commissies , conferenties
heet/adj/het_laatste_nieuws_20040605_01_733/171	amnestie kan verdedigen andquot; * andquot; Of we voor een	hete	sociale herfst staan ? Wel als er een rechtse regering
heet/adj/het_laatste_nieuws_19990827_01_335/17	. Ik deed het voor haar . Het was broeierig	heet	. Eindelijk kon ik het lichaam van mijn Fatma wegdragen
heet/adj/het_laatste_nieuws_20030604_01_402/53	buiten gebruik gesteld . Douches en leidingen worden gespoeld met	heet	water om bacteriën klein te krijgen . Hun aanwezigheid lag
heet/adj/het_laatste_nieuws_20030710_01_367/10	Kindjes van drie en vijf komen om in gloeiend	hete	auto LANCASTER Twee kleine kinderen zijn in de Amerikaanse staat
heet/adj/het_laatste_nieuws_20030827_01_509/7	Niet alle horeca-uitbaters even blij met	hete	zomer ANTWERPEN Dat de zomer voor eigenaars van binnenspeeltuinen geen
heet/adj/het_laatste_nieuws_20020724_01_476/16	De zomer van 1976 is de geschiedenis ingegaan als de	heetste	zomer van de 20ste eeuw . De temperaturen lopen op
heet/adj/het_laatste_nieuws_20001216_01_516/93	nachts lekker warm kan hebben . andapos;s Ochtends staat het	hete	drankje al gereed en wacht de sauna . Een nachtje
heet/adj/het_laatste_nieuws_20020822_01_139/395	in dienst worden genomen , lijken een druppel op een	hete	plaat . Als vandaag een slachtoffer van een carjacking aangifte
heet/adj/het_laatste_nieuws_20000923_01_3/74	niet te beseffen . Het zal na de verkiezingen een	heet	discussiepunt worden . andquot; Wie meer wil weten over de
heet/adj/het_laatste_nieuws_20011217_01_181/80	eersten dronken we lauwe koffie , met de anderen gloeiend	hete	glühwein . Stefan
heet/adj/het_laatste_nieuws_20041216_01_174/186	geen geld wil pompen in de renovatie , wordt de	hete	aardappel nu doorgespeeld aan het stadsbestuur . Bovendien zou een
heet/adj/het_laatste_nieuws_20020329_01_668/230	van een fris slaatje en rijst . Beide schotels zijn	heet	, maar net niet té pikant . Als extraatje bestellen
heet/adj/het_laatste_nieuws_20030813_01_220/196	andquot; , blaast hij . andquot; Zeker nu het zo	heet	is , is die zakken optillen geen lachertje . andquot;
heet/adj/het_laatste_nieuws_19990301_01_504/163	Cercle Brugge . Kapellen , derde laatste , voelt de	hete	adem van de West-Vlamingen in de nek
heet/adj/het_laatste_nieuws_20031030_01_128/190	te hoge concentraties legionella , wekelijks de buizen met kokend	heet	water . Ik wil wel benadrukken dat de gezondheid van
heet/adj/het_laatste_nieuws_20010606_01_412/396	dat zijn kuise verloving met een maagd goedgemaakt werden door	hete	seks met haar moeder , die haar echtgenoot zelfs in
heet/adj/het_laatste_nieuws_20001110_01_514/854	videoclip hebben uitgetekend . Wie gaat er ook in het	heetste	deel van de woestijn met Harleys rondscheuren ... andquot; We
heet/adj/het_laatste_nieuws_20010505_01_134/13	, wat mag dat kosten ? Advocaten schrijven boek over	hete	juridische hangijzers * BRUGGE Fernand Moeykens , Jan Bossuyt en
heet/adj/het_laatste_nieuws_20041002_01_766/337	het slappe koord van diplomatiek gebakkelei , vaak rond de	hete	brei van vetorechten of akkoord . Je staat daar in
heet/adj/het_laatste_nieuws_20031121_01_141/86	bedraagt maximaal 246.643,56 euro . Toch is er nog een	heet	hangijzer . Volgens oppositieraadslid Luck Demets ( Jong-Lendelede ) bestaat
heet/adj/het_laatste_nieuws_20040130_01_475/340	, of willen ze minstens het ijzer smeden zolang het	heet	is maar het illustreert wel onze collectieve ambivalentie tegenover dertienjarige
heet/adj/het_laatste_nieuws_20020410_01_424/48	Bodegem ) . De uitsluiting was de druppel op de	hete	plaat die supporters en spelers tot een beschamend opstootje aanzette
heet/adj/het_nieuwsblad_20030812_01_266/232	ochtend heeft gedaan en dus naar buiten gaat op het	heetste	moment van de dag . Ik geef toe dat het
heet/adj/het_nieuwsblad_20030823_01_663/912	van de tomaten , even heel kort bakken in een	hete	pan in wat olijfolie . Leg de brunoise op aluminiumfolie
heet/adj/het_nieuwsblad_20030813_01_372/12	Dewyze wint publieksprijs luchtgitaarspelen DIKSMUIDE , WESTENDE In een broeierig	hete	zaal Boterhalle in Diksmuide streden elf gitaarvirtuozen om de nationale
heet/adj/het_nieuwsblad_19990712_01_88/774	, de sterkste man uit de wedstrijd , voelden de	hete	adem van het peloton , en lieten hun medevluchters in
heet/adj/het_nieuwsblad_20020823_01_240/203	"dat ik dat niet voor mezelf mocht houden . 	"	Hete	"hangijzers 	 Ik schrijf over André gelijk hij naast mij"
heet/adj/het_nieuwsblad_20020326_01_186/204	"correct 	 , resumeerde sportief-coördinator Johan Pieters , die de"	hete	"adem van Velzeke in zijn nek voelt . 	 De"
heet/adj/het_nieuwsblad_20041009_01_586/26	zin , zegt professor Arbeidsrecht Roger Blanpain Het belooft een	hete	sociale herfst te worden . De postbodes , het spoorwegpersoneel
heet/adj/het_nieuwsblad_19991208_01_162/425	"en veel groen . 	 Maar we stonden al voor"	hetere	"vuren . 	 Bij een eerste inspectie in Geel bleek"
heet/adj/het_nieuwsblad_20021105_01_125/139	door een Belgische ambassade bij had , zou Denemarken de	hete	appel naar ons land kunnen doorschuiven . ( JDC/DE )
heet/adj/het_nieuwsblad_19990508_01_686/144	waar de Shaolin-monniken aan worden onderworpen . Ze moeten een	hete	urne met hun twee armen oppakken , zodat de afdrukken
heet/adj/het_nieuwsblad_20010922_01_573/89	koele lepeltje en de ordinaire suikerklontjes . Vul aan met	hete	melk of thee en laat uw fantasie wat werken .
heet/adj/het_nieuwsblad_20030804_01_153/143	af te koelen . Als het de eerstvolgende dagen weer	heet	wordt , is de kans groot dat de brandweer hier
heet/adj/het_nieuwsblad_20040129_01_392/421	gaan scheuren door de verdroging , een gevolg van de	hete	zomer van vorig jaar . Anderen denken dat de dijk
heet/adj/het_nieuwsblad_20040226_01_562/85	) In het derde deel van Histories : mijn eer	heet	trouw vertelt Tony Van Dijck over zijn verleden als SS'er
heet/adj/het_nieuwsblad_20010808_01_252/414	de stationsbuurt geven zich niet gewonnen . Het belooft een	heet	"najaar te worden 	 , maakt de woordvoerder van het"
heet/adj/het_nieuwsblad_19990806_01_105/249	ca. 400 km Zonoppervlak a ) Fotosfeer b ) Granula's	Hete	gasmassa's die omhoog schieten vanuit de convectiezone in de fotosfeer
heet/adj/het_nieuwsblad_19990803_01_270/179	", geeft uitleg : 	 In de regel gebeuren tijdens"	hete	zomerdagen niet meer ongelukken met paarden dan op koele dagen
heet/adj/het_nieuwsblad_20020716_01_265/441	"	 Is wat jullie deden niet een druppel op een"	hete	"plaat ? Guy en Mieke : 	 Voor een stuk"
heet/adj/het_nieuwsblad_19990724_01_497/468	blaadjes basilicum . Omring met de saus en dien zeer	heet	op . Hebt u ook een vraag voor onze kok
