id	left	target	right
hoopvol/adj/de_morgen_20010606_01_211/366	staan heel wat Belgische jongeren , en dat stemt zeer	hoopvol	". 	 Vanaf volgend jaar , zegt Clonen , wordt"
hoopvol/adj/de_morgen_20000627_01_21/180	mogelijk is , is ook beangstigend . Want naast een	hoopvolle	toekomst , waarin wellicht miljarden mensen geholpen zullen worden door
hoopvol/adj/de_morgen_20010504_01_241/279	resultaten over het eerste kwartaal waren in ieder geval niet	hoopvol	. Het nettoverlies was weliswaar iets gedaald , maar ook
hoopvol/adj/de_morgen_19990320_01_120/144	de onderlinge duels klein gekregen had , keek het opnieuw	hoopvol	uit naar het uur van de waarheid , naar de
hoopvol/adj/de_morgen_20031017_01_32/151	het hoofdstuk schaatsen toekomt . Na elke pagina blader je	hoopvol	door naar de volgende , veronderstellend dat dat zo stilaan
hoopvol/adj/de_morgen_20010613_01_4/466	Washington is de media niet ontgaan . Er is één	hoopvol	teken : de Bush-administratie begint stilaan te beseffen dat ze
hoopvol/adj/de_morgen_20030502_01_41/195	"het doen , hé ? 	 U was niet echt"	hoopvol	bij het begin van de zittingen voor de KI .
hoopvol/adj/de_morgen_20001110_01_11/1015	vrijwilligers , de meesten blijkbaar zestigers , zijn gedisciplineerd en	hoopvol	. Het leven van een brandweervrijwilliger in de buurt van
hoopvol/adj/de_morgen_19990222_01_46/217	vlak van radiodrama in Nederland , ziet de toekomst nochtans	hoopvol	tegemoet . Nu de publieke omroep de rol lost ,
hoopvol/adj/de_morgen_19990916_01_62/105	' kwamen er uit het maquis te voorschijn . Een	hoopvol	begin . Maar na 100.000 doden is lang niet iedereen
hoopvol/adj/de_morgen_20010515_01_164/636	solo-cd van Neil Finn klinkt , zeker muzikaal , wat	hoopvoller	"dan 's mans solodebuut Try Whistling This . 	 Ik"
hoopvol/adj/de_morgen_20010124_01_188/470	"worden bedacht 	 , stelt Sercu . 	 We zijn"	hoopvol	, we zijn met recht en reden kandidaat voor deelname
hoopvol/adj/de_morgen_19990918_01_22/106	tuinen hebben . Dit stemt mij om meerdere redenen zeer	hoopvol	over de toekomst van onze tuinen op de drempel van
hoopvol/adj/de_morgen_20010716_01_26/329	komen , geen diploma op zak hebben en een weinig	hoopvolle	toekomst tegemoet gaan , besluiten in het leger te gaan
hoopvol/adj/de_morgen_20010207_01_256/388	Het klinkt allemaal tamelijk triest , maar tegelijk vrolijk en	hoopvol	. Dat platen me echt raken , gebeurt me niet
hoopvol/adj/de_morgen_20030129_01_39/141	is het nu al zeker dat een pak jonge ,	hoopvolle	zangers en zangeressen na een uiteindelijke nederlaag emotionele zwarte sneeuw
hoopvol/adj/de_morgen_20040921_01_20/24	Vlaanderen probeert Brussel de zwartepiet toe te schuiven ' Weinig	hoopvolle	berichten vielen er voor de vakbonden te rapen op het
hoopvol/adj/de_morgen_20030901_01_89/356	Middenvelder Dimitri De Condé erkent het probleem , maar blijft	hoopvol	"voor de toekomst . 	 We mogen al blij zijn"
hoopvol/adj/de_morgen_20001018_01_23/3138	Mensen beginnen opnieuw in zichzelf te vertrouwen . Dit is	hoopvol	, want het vormt de meest duurzame garantie dat extreem-rechts
hoopvol/adj/de_morgen_20010502_01_57/848	positie van patiënt in gezondheidszorg te versterken Magda Aelvoet is	hoopvol	over de campagne om meer verpleegkundigen te lokken . (
hoopvol/adj/de_morgen_20020702_01_11/68	hopen te regelen . Bij muizen geeft die aanpak alvast	hoopvolle	resultaten , meldt het vakblad Nature Medicine . In onze
hoopvol/adj/de_morgen_20000808_01_67/264	overmeesterd . Hij is overgedragen aan de politie . Boebka	hoopvol	voor Sydney Polsstokspringer Sergei Boebka blijft optimistisch over zijn olympische
hoopvol/adj/de_morgen_20000808_01_67/335	jaren sukkelde met een ernstige achillespeesblessure , was echter toch	hoopvol	voor de Spelen , waar hij in september aantreedt voor
hoopvol/adj/de_morgen_20000218_01_84/314	telkens op een sisser uitdraaide . Bij Aalst reageert men	hoopvol	. Ze verwachten alsnog stadssteun na de doorlichting van de
hoopvol/adj/de_morgen_20021216_01_32/1174	of vrouw uiteindelijk het overwicht zal krijgen . Hoewel ik	hoopvol	ben , vrees ik dat we hier nog ver vandaan
hoopvol/adj/de_morgen_20020406_01_115/1551	of sikkelcelanemie . De recente positieve berichten stemmen ook Vandendriessche	hoopvol	". 	 Dat nu ook een Brits kindje herstelt ,"
hoopvol/adj/de_morgen_20040713_01_89/1042	op het gelijknamige jazzfestival , is dan ook glorieus ,	hoopvol	en triomfantelijk . Zoals het een ware godsvrucht betaamt .
hoopvol/adj/de_morgen_20041127_01_128/585	plots van mening . Toen kwam een Zwitserse onderhandelaar met	hoopvol	nieuws : hij zou Ingrid voor nieuwjaar vrij krijgen .
hoopvol/adj/de_morgen_20000819_01_39/677	"vindt ze binnenkort zelf een vriendje 	 , opper ik"	hoopvol	". 	 Dan is ze vanzelf minder op haar vader"
hoopvol/adj/de_morgen_20010407_01_187/71	"vandaag is er een nieuwe gepland . 	 Ik ben"	hoopvol	"omdat er vooruitgang is geboekt 	 , verklaarde Amerikaans minister"
hoopvol/adj/de_morgen_20021220_01_150/64	"het herdenken van de doden ( terugblikken ) en 	"	hoopvol	"naar de toekomst kijken 	 . Liebeskind concentreert zich op"
hoopvol/adj/de_morgen_20001006_01_75/208	baan helpen . Vooral de Britse automobilisten zijn dan ook	hoopvol	gestemd met de plannen voor de luchtzuiverende trottoirs . Zij
hoopvol/adj/de_morgen_20000422_01_13/2828	kwijtgeraakt , kunnen bijbrengen . Neen , ik blijf echt	hoopvol	. Want de mélange die er in deze wijken te
hoopvol/adj/de_morgen_20030618_01_23/935	, die zich opmaakten voor mercantilisme en industrialisering én de	hoopvolle	blik al naar Brugge-Zeehaven hadden gekeerd . De getourmenteerde stadsarchitect-
hoopvol/adj/de_standaard_20010528_01_17/757	voor een compromis . En dat stemt ook VLD'er Lachaert	hoopvol	": 	 De huidige discussie doet me soms denken aan"
hoopvol/adj/de_standaard_20020402_01_23/421	", heeft hij uiteindelijk vrede . 	 Ik wilde een"	hoopvol	"boek schrijven 	 , zegt Ludo Driesen . 	 Ouders"
hoopvol/adj/de_standaard_20040930_01_38/230	"cultuur , jeugd en middenstand . Toestand drenkeling is 	"	hoopvol	"	 De gezondheidstoestand van het 5-jarige kind dat dinsdagvoormiddag bewusteloos"
hoopvol/adj/de_standaard_20040910_01_89/389	, ziet zichzelf voor een complexe , ondoorzichtige en weinig	hoopvolle	onderneming geplaatst . Neem nu H&M . Onder druk van
hoopvol/adj/de_standaard_20011004_01_128/770	"projecten als amateuristisch , naïef en onhaalbaar afgedaan . 	"	Hoopvol	is ook de evolutie van Videonation.Tot nu toe selecteerde en
hoopvol/adj/de_standaard_20030906_01_195/383	Francy Peeters , de directeur van De Lijn , is	hoopvol	", en verwacht groen licht . 	 De bussen zouden"
hoopvol/adj/de_standaard_20001007_01_51/973	vreedzaam samenleven . De multiraciale mix van kinderen waartussen hij	hoopvol	ging poseren , werd wel ter plekke samengesteld . Na
hoopvol/adj/de_standaard_20040716_01_121/68	kilte van de voorbije dagen . Toch blijven de weersvoorspellers	hoopvol	: de maand juli is nog niet voorbij . Als
hoopvol/adj/de_standaard_20031122_01_8/465	hele wereld . Er zaten heel mooie , emotionele en	hoopvolle	verhalen tussen . Mensen putten kracht uit het boek ,
hoopvol/adj/de_standaard_20020808_01_59/98	noodzakelijk vond dit boek te herschrijven . Het klonk toen	hoopvol	als een prelude op een nieuwe harmonie tussen mannen en
hoopvol/adj/de_standaard_20030227_01_55/33	werken in het donker , die voortdurende geheimhouding , dat	hoopvol	wachten tot er eens iemand écht de revolutie wil ontketenen
hoopvol/adj/de_standaard_19990610_01_84/127	weekend al goed op dreef in de Alpenklassieker , is	hoopvol	"gestemd voor de directe toekomst . 	 Ik mag niet"
hoopvol/adj/de_standaard_20030604_01_107/139	de deuren van het stadion Suzanne Lenglen staan de toeschouwers	hoopvol	naar de hemel te kijken . Het klaart een beetje
hoopvol/adj/de_standaard_20030310_01_77/135	, in een interview met de Amerikaanse zender NBC ,	hoopvol	dat de nodige meerderheid van minstens negen op de vijftien
hoopvol/adj/de_standaard_20030307_01_0/146	omdat ze ondanks de gevaren zich geweldloos inzetten voor een	hoopvoller	toekomst voor het Afghaanse volk , en in de eerste
hoopvol/adj/de_standaard_20030618_01_55/545	wil Boeing niet geven . Maar de Amerikaanse producent blijft	hoopvol	. Volgend jaar begint de productie van de 7E7 en
hoopvol/adj/de_standaard_20040214_01_199/1257	je mag opnieuw beginnen . Dat vind ik een erg	hoopvolle	boodschap . Alle mensen leven met schuldgevoelens , en het
hoopvol/adj/de_standaard_20020221_01_58/58	"organisatie van Europese luchtvaartmaatschappijen . 	 Er is reden om"	hoopvol	te zijn . Maar we zijn voorzichtig . We wachten
hoopvol/adj/de_standaard_20010803_01_49/835	"ronde van handelsbesprekingen 	 . Ook aan Amerikaanse zijde weerklinken"	hoopvolle	geluiden . De Verenigde Staten en de Cairns-groep van landbouwexporterende
hoopvol/adj/de_standaard_20040113_01_80/118	"de teleurstellende resultaten van het afgelopen jaar 	 optimistisch en"	hoopvol	". 	 . 	 Tijdens het vierde kwartaal is de"
hoopvol/adj/de_standaard_19991030_01_68/1045	zien dit met lede ogen aan , maar blikken ook	hoopvol	naar de toekomst . FS2000 komt eraan . Twintig jaar
hoopvol/adj/de_standaard_20011022_01_67/180	"Lierse-coach . 	 Wat we vandaag lieten zien , is"	hoopvol	voor de toekomst . We faalden alleen nog bij de
hoopvol/adj/de_standaard_20020109_01_5/469	persoonlijk , ontroerend , intriest en tegelijkertijd ook grappig en	hoopvol	. De auteurs vertalen hun brieven op 25 januari zelf
hoopvol/adj/de_standaard_19990726_01_64/244	never rips . De zesde december van 1983 liep ik	hoopvol	naar mijn pantoffels ( ik had een pakje neverippiesop mijn
hoopvol/adj/de_standaard_20031129_01_131/1138	hebben opgestart , trouwens met goed gevolg . Worden de	hoopvolle	economische vooruitzichten voor 2004 gerealiseerd , dan is het best
hoopvol/adj/de_standaard_20041211_01_151/519	klant van hen worden . Iemand van een recruteringsbureau informeert	hoopvol	of het niet heel lastig is om taalkundig begaafde ingenieurs
hoopvol/adj/de_standaard_20021025_01_28/694	zal staan . Rafal Rowinski ( 23 ) is minder	hoopvol	gestemd . Enkele maanden geleden vertegenwoordigde hij Polen op de
hoopvol/adj/de_standaard_20000520_01_52/1723	van Genève . Er dobberen ettelijke bootjes met hobbyvissers die	hoopvol	hun lijn uitgooien , maar de omble-chevalierhoudt zich op in
hoopvol/adj/de_standaard_19991218_01_34/598	is een prachtig sluitstuk op de jaren negentienhonderd en een	hoopvol	begin voor 2000 . Wanneer je de werken van dichterbij
hoopvol/adj/het_laatste_nieuws_20021224_01_268/22	tot nadenken , tot terugblikken op wat voorbij isen tot	hoopvol	wachten op het nieuwe jaar . Ook voor ons is
hoopvol/adj/het_laatste_nieuws_20010220_01_381/473	geen steken meer te laten vallen , andquot; besluit een	hoopvolle	Kevin Reyntjens . ( CBB ) KEVIN REYNTJENS ( Schoten
hoopvol/adj/het_laatste_nieuws_20001108_01_510/120	, Wolfgang Zenkner en Axel Busche . Hij kijkt nu	hoopvol	uit naar het EK Pentathlon dat in de maand maart
hoopvol/adj/het_laatste_nieuws_20040205_01_425/63	vallen tot 3,16 miljard euro . En Groenink is ook	hoopvol	voor dit jaar . andquot; Wij verwachten dat 2004 nog
hoopvol/adj/het_laatste_nieuws_20031224_01_240/23	In het Museum Felix De Boeck in Drogenbos kijkt men	hoopvol	uit naar het nieuwe jaar . 2003 was erg bewogen
hoopvol/adj/het_laatste_nieuws_20030307_01_473/195	er nu een beetje ontgoocheling , maar het is toch	hoopvol	dat de ECB niet vanop de zijlijn blijft toekijken .
hoopvol/adj/het_laatste_nieuws_20041023_01_935/234	. De middenvelder ziet de confrontatie met Aalter dan ook	hoopvol	tegemoet . andquot; Ik verwacht een zege tegen Aalter .
hoopvol/adj/het_laatste_nieuws_20030823_01_492/765	. Voor het eerst in drie jaar spreken bedrijfsleiders zich	hoopvol	uit over een kentering , ergens begin volgend jaar .
hoopvol/adj/het_laatste_nieuws_20020121_01_412/6	GEELDESSEL GEEL De thuisploeg startte	hoopvol	met een goede kans voor Rodic en de openingstreffer langs
hoopvol/adj/het_laatste_nieuws_20030226_01_583/13	is te kloppen andquot; Josip Josipovic ( Roeselare ) is	hoopvol	voor kwalificatie bekerfinale volleybal ROESELARE Kan Roeselare vanavond in Schiervelde
hoopvol/adj/het_laatste_nieuws_20020510_01_450/405	meespelen . De schade is beperkt en daardoor ben ik	hoopvol	. andquot; ( BPW
hoopvol/adj/het_laatste_nieuws_20020315_01_1/28	ANTWERPEN De Antwerpse burgemeester Leona Detiège ( SP.A ) blijft	hoopvol	dat ze 186 extra agenten mag aanwerven . Eerder deze
hoopvol/adj/het_laatste_nieuws_20030128_01_476/71	uit : 5-1 . andquot; Het begon nochtans weer niet	hoopvol	met een resem gemiste kansen in het aanvangskwartier . Maar
hoopvol/adj/het_laatste_nieuws_20040514_01_319/3	Wijk wacht	hoopvol	op maatregelen tegen snel verkeer Gemeentebestuur stelt binnenkort oplossingen voor
hoopvol/adj/het_laatste_nieuws_20030102_01_153/224	de investering op zijn plaats was andquot; , klinkt het	hoopvol	. Ook in Lovendegem waren de Gentse brandweerlui drie dagen
hoopvol/adj/het_laatste_nieuws_19990205_01_460/149	belang tijdens het fietsen . Ik blijf in ieder geval	hoopvol	en zal mijn uiterste best doen . Dat zal in
hoopvol/adj/het_laatste_nieuws_20010403_01_480/195	het oefenveld verschijnt . ( FDG ) Bo Braem is	hoopvol	.
hoopvol/adj/het_laatste_nieuws_20020424_01_337/67	het midden . Met deze zege blijven de Wevelgemse supporters	hoopvol	voor het behoud . Er vertrekt vanavond een bus supporters
hoopvol/adj/het_laatste_nieuws_20040129_01_474/146	leden . andquot; En dat zijn vooral jeugdspelers , wat	hoopvol	is voor onze toekomst andquot; , eindigt een gelukkige Vanhellemont
hoopvol/adj/het_laatste_nieuws_20010901_01_447/498	batterijen weer op te laden . Vanzelfsprekend kijk ik ook	hoopvol	naar het volgend seizoen uit . Dan moet ik weer
hoopvol/adj/het_laatste_nieuws_20031028_01_621/227	tevreden dat ik mag meedoen . Het stemt me bovendien	hoopvol	dat de nieuwe trainer achteraf opgetogen was over mijn invalbeurt
hoopvol/adj/het_laatste_nieuws_19990709_01_408/151	we het groepsgevoel nog versterken . Ik meen dat we	hoopvol	mogen uitkijken naar de start van de competitie
hoopvol/adj/het_laatste_nieuws_20001205_01_430/380	Tienen toch wel iets laten zien andquot; , zegt hij	hoopvol	. andquot; Ondanks het feit dat ik weinig werk had
hoopvol/adj/het_laatste_nieuws_20000324_01_236/442	er reservaten van te maken andquot; , oppert hij nog	hoopvol	. Afwachten of de gemeentebestuurders daar wat voor voelen ...
hoopvol/adj/het_laatste_nieuws_20021015_01_482/623	Jean-Marie Vandeweghe was het spelpeil niet zo denderend , maar	hoopvol	zijn de twee doelpunten die zijn gemaakt . andquot; We
hoopvol/adj/het_laatste_nieuws_20021205_01_470/229	het vuur aan de schenen leggen . Voor Tim een	hoopvolle	prestatie beloond met een fraaie zilveren plak . andquot; Ik
hoopvol/adj/het_laatste_nieuws_20001004_01_488/207	. De toekomst van spelverdeler Michel Huyghebaert ziet er tevens	hoopvol	uit . Deze week ondergaat Michel nog een medisch onderzoek
hoopvol/adj/het_laatste_nieuws_20001115_01_720/47	brachten het vertrouwen terug en daar Gardiner wegdeemsterde kon Gent	hoopvol	keren . Toen Gent bij 48-45 Jones terugbracht hadden de
hoopvol/adj/het_laatste_nieuws_19990708_01_424/101	ik uiteindelijk de finish als zestiende . Daarom begon ik	hoopvol	aan de Franco Belge . Een kettingbreuk in de eerste
hoopvol/adj/het_laatste_nieuws_20040524_01_435/240	jaar in de club te investeren andquot; , klonk Pellegriti	hoopvol	. andquot; Tevens krikken we het budget op naar 700.000
hoopvol/adj/het_laatste_nieuws_20010331_01_748/35	heenmatch van de halve finale van de beker . andquot;	Hoopvol	voor de terugmatch , maar meer niet andquot; , aldus
hoopvol/adj/het_laatste_nieuws_20000821_01_350/63	aangerekend . Vorige week bij Heppen had KAVD immers een	hoopvolle	1-1 neergezet in de Beker van België . In de
hoopvol/adj/het_laatste_nieuws_20030712_01_119/132	binnen twee jaar te verdubbelen andquot; , zegt De Coster	hoopvol	. Meer info bij Jean De Coster op het nummer
hoopvol/adj/het_laatste_nieuws_20040113_01_417/64	Brown , directeur-generaal van Eurostar , is andquot; optimistisch en	hoopvol	andquot; voor 2004 . andquot; Het laatste kwartaal van vorig
hoopvol/adj/het_laatste_nieuws_20000401_01_357/421	. Wij van Genk en Midden-Limburg zijn blij met de	hoopvolle	vooruitzichten om de IJzeren Rijn te reactiveren . We willen
hoopvol/adj/het_laatste_nieuws_20030311_01_613/544	van de Kattekoers van Gent naar Ieper . Hij begint	hoopvol	aan deze aloude klassieker . andquot; In die wedstrijd komt
hoopvol/adj/het_laatste_nieuws_20000512_01_146/143	gaan op weg , nu eens vertwijfeld , dan weer	hoopvol	andquot; , zegt bisschoppelijk vicaris Filip Debruyne . andquot; Ze
hoopvol/adj/het_laatste_nieuws_19990908_01_459/70	. Toch kijkt trainer Jan Van Der Weeën de toekomst	hoopvol	tegemoet . andquot; Toegegeven , dit weekend verloren we totaal
hoopvol/adj/het_laatste_nieuws_20030118_01_598/35	belangrijk . andquot; Marc Cortois van de werkgroep RWDM kijkt	hoopvol	uit naar volgende week . De gesprekken met de gemeente
hoopvol/adj/het_laatste_nieuws_20011010_01_577/5	Assenede put moed uit	hoopvolle	prestatie Volleybal in eerste nationale : ploeg van Minnebo buigt
hoopvol/adj/het_laatste_nieuws_20020803_01_466/647	al vlot , er is trefkracht vooraan . We zijn	hoopvol	voor het nakende treffen . Enkel Geysenbergh is er niet
hoopvol/adj/het_nieuwsblad_20020207_01_230/8	Mikken op goud en zilver Samurai Eindhout	hoopvol	naar Belgisch jeugdkampioenschap in Herentals In het Bloso-centrum van Herentals
hoopvol/adj/het_nieuwsblad_19990903_01_313/28	stukken voor . Een blik op een komende theaterseizoen dat	hoopvol	lijkt . De producties moeten het nog bewijzen , voorlopig
hoopvol/adj/het_nieuwsblad_19990205_01_219/521	we in ploegverband de voorbije dagen deden , geven een	hoopvol	beeld . Daar houd ik het bij , want tussen
hoopvol/adj/het_nieuwsblad_20030724_01_72/106	Ik remonteerde Kenneth Kieckens in de laatste bocht . Allemaal	hoopvolle	"zaken nu het BK in Hoogstraten wenkt . 	 Eerder"
hoopvol/adj/het_nieuwsblad_20000927_01_268/999	voldoende kansen af te dwingen en dat gegeven stemde me	hoopvol	. Vandaag is het er eindelijk uitgekomen . Laat ons
hoopvol/adj/het_nieuwsblad_20040113_01_379/93	"moet dat voor mij niet zijn 	 , aldus een"	hoopvolle	Marc Govaerts . ( BMK
hoopvol/adj/het_nieuwsblad_20040205_01_298/11	"	 Scoren in het betere werk{rdquo} Sesam Distribution Cycling Team"	hoopvol	gestemd Waar is de tijd naar toe dat KVC Deinze
hoopvol/adj/het_nieuwsblad_20041019_01_228/5	"	 Dit stemt me"	hoopvol	Feestvierend KV Mechelen zit koplopers op hielen , Rik Vande
hoopvol/adj/het_nieuwsblad_19990116_01_192/948	. KVK WELLEN Na de zege tegen Maasmechelen trekt Wellen	hoopvol	naar koploper Berkenbos . Trainer Grochowczak kan niet beschikken over
hoopvol/adj/het_nieuwsblad_19990907_01_278/245	"tas . 	 Iedereen was een beetje gespannen , soms"	hoopvol	en had wel wat te vertellen over zijn of haar
hoopvol/adj/het_nieuwsblad_19990130_01_253/146	niet alleen persoonlijk , opgemerkt en kijkt Torhouts diepe spits	hoopvol	"uit naar de opdracht voor morgen . 	 Het wordt"
hoopvol/adj/het_nieuwsblad_20000524_01_109/2	Boortmeerbeek	hoopvol	naar finale BOORTMEERBEEK Grote euforie bij Boortmeerbeek na de 1-6
hoopvol/adj/het_nieuwsblad_20010820_01_405/537	"week kan niet meer kapot . 	 	 We mogen"	hoopvol	"vooruitkijken 	 , meent Aelbrecht . 	 Zondag thuis tegen"
hoopvol/adj/het_nieuwsblad_20000405_01_140/310	"winnen als we ons willen redden 	 , lachte een"	hoopvolle	Ceuppens . Zijn collega Marc Decremer was natuurlijk minder tevreden
hoopvol/adj/het_nieuwsblad_20000621_01_53/178	"vrolijk jongetje wijst naar de hemel . 	 Hij kijkt"	hoopvol	naar de toekomst . Thuis zijn staat voor de geborgenheid
hoopvol/adj/het_nieuwsblad_20040212_01_1139/59	, en dus ook extra koopkracht , maakt de sector	hoopvol	voor 2004 . Al zal er vooral werk zijn in
hoopvol/adj/het_nieuwsblad_20000529_01_88/534	kan omvormen . Vlaams minister van Welzijn Mieke Vogels kijkt	hoopvol	naar de overheidsinstelling Kind en Gezin , die toch bij
hoopvol/adj/het_nieuwsblad_20000120_01_152/169	en de volledige kern , pakken wij de terugronde alvast	hoopvol	aan , te beginnen met de wedstrijden tegen Kapellen ,
hoopvol/adj/het_nieuwsblad_20020820_01_231/240	"den Bergh ( kuit ) . 	 David Ponnet kijkt"	hoopvol	"uit naar zijn debuut in vierde klasse . 	 Ik"
hoopvol/adj/het_nieuwsblad_19990320_01_195/343	. NEEROETEREN Weinig problemen op de Borg , waar men	hoopvol	naar Lille afreist . Een nieuwe zege opent zelfs perspectieven
hoopvol/adj/het_nieuwsblad_20021008_01_355/745	dit absoluut niet het geval . In Eernegem was ik	hoopvol	, maar na Menen vind ik het dramatisch . Kortom
hoopvol/adj/het_nieuwsblad_20020906_01_35/52	ze allemaal een verhaal hebben . Meestal schrijnend , soms	hoopvol	, een enkele keer tragikomisch . Maar de stad staat
hoopvol/adj/het_nieuwsblad_20010421_01_123/600	dat de club op welke manier dan ook de toekomst	hoopvol	mag tegemoet zien .
hoopvol/adj/het_nieuwsblad_20000318_01_133/36	van het verpleegkundig departement steeds moeizamer . Ik keek dus	hoopvol	uit naar het komende sociale akkoord in de non-profitsector .
hoopvol/adj/het_nieuwsblad_19991215_01_341/92	, Vogels en Aelvoet . Deze groene ministers hebben onlangs	hoopvolle	verklaringen afgelegd over de opschorting van nachtvluchten
hoopvol/adj/het_nieuwsblad_20030108_01_155/238	ons nu ook op verplaatsing konden manifesteren , stemt me	hoopvol	voor het vervolg van de competitie .
hoopvol/adj/het_nieuwsblad_20030521_01_111/37	te groot . We werden niet weggespeeld en dat is	hoopvol	naar volgend seizoen toe . Even sloop er wat paniek
