_id	_cws.hoopvol.foc10.nav.weight.bound	_count.hoopvol.foc10.nav.weight.bound	_cws.hoopvol.foc10.nav.selection.bound	_count.hoopvol.foc10.nav.selection.bound	_cws.hoopvol.foc10.nav.no.bound	_count.hoopvol.foc10.nav.no.bound	_cws.hoopvol.foc10.all.weight.bound	_count.hoopvol.foc10.all.weight.bound	_cws.hoopvol.foc10.all.selection.bound	_count.hoopvol.foc10.all.selection.bound	_cws.hoopvol.foc10.all.no.bound	_count.hoopvol.foc10.all.no.bound	_cws.hoopvol.foc5.nav.weight.bound	_count.hoopvol.foc5.nav.weight.bound	_cws.hoopvol.foc5.nav.selection.bound	_count.hoopvol.foc5.nav.selection.bound	_cws.hoopvol.foc5.nav.no.bound	_count.hoopvol.foc5.nav.no.bound	_cws.hoopvol.foc5.all.weight.bound	_count.hoopvol.foc5.all.weight.bound	_cws.hoopvol.foc5.all.selection.bound	_count.hoopvol.foc5.all.selection.bound	_cws.hoopvol.foc5.all.no.bound	_count.hoopvol.foc5.all.no.bound
hoopvol/adj/parool_20020709_40/323	film/noun;kant/noun;sentiment/noun;uit/verb	4	film/noun;kant/noun;sentiment/noun;uit/verb	4	film/noun;kant/noun;sentiment/noun;uit/verb	4	de/det;een/det;film/noun;goddank/adv;kant/noun;ook/adv;sentiment/noun;uit/verb	8	de/det;een/det;film/noun;goddank/adv;kant/noun;ook/adv;sentiment/noun;uit/verb	8	de/det;een/det;film/noun;goddank/adv;kant/noun;ook/adv;sentiment/noun;uit/verb	8	film/noun;kant/noun;sentiment/noun	3	film/noun;kant/noun;sentiment/noun	3	film/noun;kant/noun;sentiment/noun	3	de/det;een/det;film/noun;kant/noun;ook/adv;sentiment/noun	6	de/det;een/det;film/noun;kant/noun;ook/adv;sentiment/noun	6	de/det;een/det;film/noun;kant/noun;ook/adv;sentiment/noun	6
hoopvol/adj/parool_20020816_4/1422	dicht/adj;ervaring/noun;integratie/noun;saamhorigheid/noun	4	dicht/adj;ervaring/noun;integratie/noun;saamhorigheid/noun	4	dicht/adj;ervaring/noun;integratie/noun;saamhorigheid/noun	4	deze/det;dicht/adj;ervaring/noun;integratie/noun;ons/pron;saamhorigheid/noun	6	deze/det;dicht/adj;ervaring/noun;integratie/noun;ons/pron;saamhorigheid/noun	6	deze/det;dicht/adj;ervaring/noun;integratie/noun;ons/pron;saamhorigheid/noun	6	dicht/adj;integratie/noun;saamhorigheid/noun	3	dicht/adj;integratie/noun;saamhorigheid/noun	3	dicht/adj;integratie/noun;saamhorigheid/noun	3	dicht/adj;integratie/noun;ons/pron;saamhorigheid/noun	4	dicht/adj;integratie/noun;ons/pron;saamhorigheid/noun	4	dicht/adj;integratie/noun;ons/pron;saamhorigheid/noun	4
hoopvol/adj/parool_20010911_11/739	aanblik/noun;ben/verb;duizenden/noun;marcheer/verb;mens/noun;ontzettend/adj;zie/verb	7	aanblik/noun;ben/verb;duizenden/noun;marcheer/verb;mens/noun;ontzettend/adj;zie/verb	7	aanblik/noun;ben/verb;duizenden/noun;marcheer/verb;mens/noun;ontzettend/adj;zie/verb	7	aanblik/noun;ben/verb;duizenden/noun;een/det;het/det;marcheer/verb;mens/noun;ontzettend/adj;voorbij/adv;zie/verb	10	aanblik/noun;ben/verb;duizenden/noun;een/det;het/det;marcheer/verb;mens/noun;ontzettend/adj;voorbij/adv;zie/verb	10	aanblik/noun;ben/verb;duizenden/noun;een/det;het/det;marcheer/verb;mens/noun;ontzettend/adj;voorbij/adv;zie/verb	10	aanblik/noun;ben/verb;duizenden/noun;mens/noun;ontzettend/adj	5	aanblik/noun;ben/verb;duizenden/noun;mens/noun;ontzettend/adj	5	aanblik/noun;ben/verb;duizenden/noun;mens/noun;ontzettend/adj	5	aanblik/noun;ben/verb;duizenden/noun;een/det;het/det;mens/noun;ontzettend/adj	7	aanblik/noun;ben/verb;duizenden/noun;een/det;het/det;mens/noun;ontzettend/adj	7	aanblik/noun;ben/verb;duizenden/noun;een/det;het/det;mens/noun;ontzettend/adj	7
hoopvol/adj/parool_20000330_144/467	reageer/verb;uitlating/noun	2	reageer/verb;uitlating/noun	2	reageer/verb;uitlating/noun	2	de/det;het/det;reageer/verb;uitlating/noun	4	de/det;het/det;reageer/verb;uitlating/noun	4	de/det;het/det;reageer/verb;uitlating/noun	4	reageer/verb;uitlating/noun	2	reageer/verb;uitlating/noun	2	reageer/verb;uitlating/noun	2	de/det;reageer/verb;uitlating/noun	3	de/det;reageer/verb;uitlating/noun	3	de/det;reageer/verb;uitlating/noun	3
hoopvol/adj/parool_20000627_3/627	ben/verb;echt/adj;het/noun;lijk/verb;niets/noun;stem/verb	6	ben/verb;echt/adj;het/noun;lijk/verb;niets/noun;stem/verb	6	ben/verb;echt/adj;het/noun;lijk/verb;niets/noun;stem/verb	6	ben/verb;echt/adj;er/adv;het/det;het/noun;lijk/verb;niets/noun;stem/verb;wel/adv	9	ben/verb;echt/adj;er/adv;het/det;het/noun;lijk/verb;niets/noun;stem/verb;wel/adv	9	ben/verb;echt/adj;er/adv;het/det;het/noun;lijk/verb;niets/noun;stem/verb;wel/adv	9	ben/verb;echt/adj;het/noun;niets/noun;stem/verb	5	ben/verb;echt/adj;het/noun;niets/noun;stem/verb	5	ben/verb;echt/adj;het/noun;niets/noun;stem/verb	5	ben/verb;echt/adj;er/adv;het/noun;niets/noun;stem/verb	6	ben/verb;echt/adj;er/adv;het/noun;niets/noun;stem/verb	6	ben/verb;echt/adj;er/adv;het/noun;niets/noun;stem/verb	6
hoopvol/adj/parool_20000921_118/691	vertwijfeld/adj	1	vertwijfeld/adj	1	vertwijfeld/adj	1	er/adv;nu/adv;vertwijfeld/adj	3	er/adv;nu/adv;vertwijfeld/adj	3	er/adv;nu/adv;vertwijfeld/adj	3	vertwijfeld/adj	1	vertwijfeld/adj	1	vertwijfeld/adj	1	er/adv;nu/adv;vertwijfeld/adj	3	er/adv;nu/adv;vertwijfeld/adj	3	er/adv;nu/adv;vertwijfeld/adj	3
hoopvol/adj/parool_20010720_68/332	begin/verb;einde/noun;plus/noun	3	begin/verb;einde/noun;plus/noun	3	begin/verb;einde/noun;plus/noun	3	begin/verb;een/det;einde/noun;gisteren/adv;het/det;plus/noun;voor/prep	7	begin/verb;een/det;einde/noun;gisteren/adv;het/det;plus/noun;voor/prep	7	begin/verb;een/det;einde/noun;gisteren/adv;het/det;plus/noun;voor/prep	7	begin/verb;plus/noun	2	begin/verb;plus/noun	2	begin/verb;plus/noun	2	begin/verb;gisteren/adv;plus/noun	3	begin/verb;gisteren/adv;plus/noun	3	begin/verb;gisteren/adv;plus/noun	3
hoopvol/adj/parool_20010310_100/104	opper/verb;voorhoede/noun	2	opper/verb;voorhoede/noun	2	opper/verb;voorhoede/noun	2	een/det;opper/verb;voorhoede/noun	3	een/det;opper/verb;voorhoede/noun	3	een/det;opper/verb;voorhoede/noun	3	opper/verb	1	opper/verb	1	opper/verb	1	een/det;opper/verb	2	een/det;opper/verb	2	een/det;opper/verb	2
hoopvol/adj/parool_20030501_34/273	Amerikaans/adj;bewoording/noun;economie/noun;kans/noun;spreek/verb;stelsel/noun;trek_aan/verb	7	Amerikaans/adj;bewoording/noun;economie/noun;kans/noun;spreek/verb;stelsel/noun;trek_aan/verb	7	Amerikaans/adj;bewoording/noun;economie/noun;kans/noun;spreek/verb;stelsel/noun;trek_aan/verb	7	Amerikaans/adj;bewoording/noun;de/det;economie/noun;het/det;kans/noun;over/prep;spreek/verb;stelsel/noun;trek_aan/verb	10	Amerikaans/adj;bewoording/noun;de/det;economie/noun;het/det;kans/noun;over/prep;spreek/verb;stelsel/noun;trek_aan/verb	10	Amerikaans/adj;bewoording/noun;de/det;economie/noun;het/det;kans/noun;over/prep;spreek/verb;stelsel/noun;trek_aan/verb	10	bewoording/noun;kans/noun;spreek/verb	3	bewoording/noun;kans/noun;spreek/verb	3	bewoording/noun;kans/noun;spreek/verb	3	bewoording/noun;kans/noun;over/prep;spreek/verb	4	bewoording/noun;kans/noun;over/prep;spreek/verb	4	bewoording/noun;kans/noun;over/prep;spreek/verb	4
hoopvol/adj/parool_20010130_124/857	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;dat/det	2	ben/verb;dat/det	2	ben/verb;dat/det	2	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;dat/det	2	ben/verb;dat/det	2	ben/verb;dat/det	2
hoopvol/adj/parool_19990612_127/1008	iets/noun;onverwacht/adj;spanning/noun	3	iets/noun;onverwacht/adj;spanning/noun	3	iets/noun;onverwacht/adj;spanning/noun	3	dat/det;de/det;iets/noun;onverwacht/adj;spanning/noun	5	dat/det;de/det;iets/noun;onverwacht/adj;spanning/noun	5	dat/det;de/det;iets/noun;onverwacht/adj;spanning/noun	5	spanning/noun	1	spanning/noun	1	spanning/noun	1	dat/det;de/det;spanning/noun	3	dat/det;de/det;spanning/noun	3	dat/det;de/det;spanning/noun	3
hoopvol/adj/parool_19990914_38/585	afloop/noun;ben/verb;internet_ondernemer/noun;stem/verb;uitkomst/noun	5	afloop/noun;ben/verb;internet_ondernemer/noun;stem/verb;uitkomst/noun	5	afloop/noun;ben/verb;internet_ondernemer/noun;stem/verb;uitkomst/noun	5	afloop/noun;ben/verb;de/det;internet_ondernemer/noun;na/prep;over/prep;stem/verb;uitkomst/noun	8	afloop/noun;ben/verb;de/det;internet_ondernemer/noun;na/prep;over/prep;stem/verb;uitkomst/noun	8	afloop/noun;ben/verb;de/det;internet_ondernemer/noun;na/prep;over/prep;stem/verb;uitkomst/noun	8	afloop/noun;ben/verb;internet_ondernemer/noun;stem/verb;uitkomst/noun	5	afloop/noun;ben/verb;internet_ondernemer/noun;stem/verb;uitkomst/noun	5	afloop/noun;ben/verb;internet_ondernemer/noun;stem/verb;uitkomst/noun	5	afloop/noun;ben/verb;de/det;internet_ondernemer/noun;na/prep;over/prep;stem/verb;uitkomst/noun	8	afloop/noun;ben/verb;de/det;internet_ondernemer/noun;na/prep;over/prep;stem/verb;uitkomst/noun	8	afloop/noun;ben/verb;de/det;internet_ondernemer/noun;na/prep;over/prep;stem/verb;uitkomst/noun	8
hoopvol/adj/parool_20020325_44/63	begin/noun;eindig/verb;vijandig/adj	3	begin/noun;eindig/verb;vijandig/adj	3	begin/noun;eindig/verb;vijandig/adj	3	begin/noun;bijna/adv;een/det;eindig/verb;het/det;na/prep;vijandig/adj	7	begin/noun;bijna/adv;een/det;eindig/verb;het/det;na/prep;vijandig/adj	7	begin/noun;bijna/adv;een/det;eindig/verb;het/det;na/prep;vijandig/adj	7	begin/noun;eindig/verb	2	begin/noun;eindig/verb	2	begin/noun;eindig/verb	2	begin/noun;bijna/adv;eindig/verb;het/det	4	begin/noun;bijna/adv;eindig/verb;het/det	4	begin/noun;bijna/adv;eindig/verb;het/det	4
hoopvol/adj/parool_20010326_19/136	kijk/verb;twee/noun;zwaai/verb	3	kijk/verb;twee/noun;zwaai/verb	3	kijk/verb;twee/noun;zwaai/verb	3	kijk/verb;naar/prep;soms/adv;twee/noun;zwaai/verb	5	kijk/verb;naar/prep;soms/adv;twee/noun;zwaai/verb	5	kijk/verb;naar/prep;soms/adv;twee/noun;zwaai/verb	5	kijk/verb;twee/noun	2	kijk/verb;twee/noun	2	kijk/verb;twee/noun	2	kijk/verb;naar/prep;twee/noun	3	kijk/verb;naar/prep;twee/noun	3	kijk/verb;naar/prep;twee/noun	3
hoopvol/adj/parool_19991108_0/310	ben/verb;positief/adj	2	ben/verb;positief/adj	2	ben/verb;positief/adj	2	ben/verb;de/det;positief/adj;zeer/adv	4	ben/verb;de/det;positief/adj;zeer/adv	4	ben/verb;de/det;positief/adj;zeer/adv	4	ben/verb;positief/adj	2	ben/verb;positief/adj	2	ben/verb;positief/adj	2	ben/verb;de/det;positief/adj;zeer/adv	4	ben/verb;de/det;positief/adj;zeer/adv	4	ben/verb;de/det;positief/adj;zeer/adv	4
hoopvol/adj/parool_20010918_65/588	zie_uit/verb	1	zie_uit/verb	1	zie_uit/verb	1	het/det;uit/part;zie_uit/verb	3	het/det;uit/part;zie_uit/verb	3	het/det;uit/part;zie_uit/verb	3	zie_uit/verb	1	zie_uit/verb	1	zie_uit/verb	1	het/det;uit/part;zie_uit/verb	3	het/det;uit/part;zie_uit/verb	3	het/det;uit/part;zie_uit/verb	3
hoopvol/adj/algemeen_dagblad_20000114_64/567	kijk/verb	1	kijk/verb	1	kijk/verb	1	kijk/verb;u/pron	2	kijk/verb;u/pron	2	kijk/verb;u/pron	2	kijk/verb	1	kijk/verb	1	kijk/verb	1	kijk/verb;u/pron	2	kijk/verb;u/pron	2	kijk/verb;u/pron	2
hoopvol/adj/algemeen_dagblad_20030409_47/232	ben/verb;resultaat/noun	2	ben/verb;resultaat/noun	2	ben/verb;resultaat/noun	2	ben/verb;de/det;dit/det;resultaat/noun;wel/adv	5	ben/verb;de/det;dit/det;resultaat/noun;wel/adv	5	ben/verb;de/det;dit/det;resultaat/noun;wel/adv	5	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;dit/det	2	ben/verb;dit/det	2	ben/verb;dit/det	2
hoopvol/adj/algemeen_dagblad_20020403_112/74	ontwikkeling/noun;terugkeer/noun	2	ontwikkeling/noun;terugkeer/noun	2	ontwikkeling/noun;terugkeer/noun	2	de/det;er/adv;naar/prep;ontwikkeling/noun;ook/adv;over/prep;terugkeer/noun	7	de/det;er/adv;naar/prep;ontwikkeling/noun;ook/adv;over/prep;terugkeer/noun	7	de/det;er/adv;naar/prep;ontwikkeling/noun;ook/adv;over/prep;terugkeer/noun	7	ontwikkeling/noun	1	ontwikkeling/noun	1	ontwikkeling/noun	1	de/det;er/adv;ontwikkeling/noun;ook/adv	4	de/det;er/adv;ontwikkeling/noun;ook/adv	4	de/det;er/adv;ontwikkeling/noun;ook/adv	4
hoopvol/adj/algemeen_dagblad_20000517_63/75	ben/verb;herstel/noun;prins/noun;stem/verb	4	ben/verb;herstel/noun;prins/noun;stem/verb	4	ben/verb;herstel/noun;prins/noun;stem/verb	4	ben/verb;diens/det;een/det;herstel/noun;nog/adv;over/prep;prins/noun;steeds/adv;stem/verb;voor/prep	10	ben/verb;diens/det;een/det;herstel/noun;nog/adv;over/prep;prins/noun;steeds/adv;stem/verb;voor/prep	10	ben/verb;diens/det;een/det;herstel/noun;nog/adv;over/prep;prins/noun;steeds/adv;stem/verb;voor/prep	10	ben/verb;herstel/noun;stem/verb	3	ben/verb;herstel/noun;stem/verb	3	ben/verb;herstel/noun;stem/verb	3	ben/verb;diens/det;een/det;herstel/noun;nog/adv;over/prep;steeds/adv;stem/verb	8	ben/verb;diens/det;een/det;herstel/noun;nog/adv;over/prep;steeds/adv;stem/verb	8	ben/verb;diens/det;een/det;herstel/noun;nog/adv;over/prep;steeds/adv;stem/verb	8
hoopvol/adj/algemeen_dagblad_20001021_144/435	zeg/verb	1	zeg/verb	1	zeg/verb	1	dat/det;zeg/verb	2	dat/det;zeg/verb	2	dat/det;zeg/verb	2	zeg/verb	1	zeg/verb	1	zeg/verb	1	zeg/verb	1	zeg/verb	1	zeg/verb	1
hoopvol/adj/algemeen_dagblad_20031027_35/166	begin/verb;bevolking/noun;weekeinde/noun	3	begin/verb;bevolking/noun;weekeinde/noun	3	begin/verb;bevolking/noun;weekeinde/noun	3	begin/verb;bevolking/noun;de/det;het/det;voor/prep;weekeinde/noun	6	begin/verb;bevolking/noun;de/det;het/det;voor/prep;weekeinde/noun	6	begin/verb;bevolking/noun;de/det;het/det;voor/prep;weekeinde/noun	6	begin/verb;bevolking/noun;weekeinde/noun	3	begin/verb;bevolking/noun;weekeinde/noun	3	begin/verb;bevolking/noun;weekeinde/noun	3	begin/verb;bevolking/noun;de/det;het/det;voor/prep;weekeinde/noun	6	begin/verb;bevolking/noun;de/det;het/det;voor/prep;weekeinde/noun	6	begin/verb;bevolking/noun;de/det;het/det;voor/prep;weekeinde/noun	6
hoopvol/adj/algemeen_dagblad_19991115_47/1229	ben/verb;koers/noun;uitslag/noun	3	ben/verb;koers/noun;uitslag/noun	3	ben/verb;koers/noun;uitslag/noun	3	ben/verb;de/det;ik/pron;koers/noun;uitslag/noun	5	ben/verb;de/det;ik/pron;koers/noun;uitslag/noun	5	ben/verb;de/det;ik/pron;koers/noun;uitslag/noun	5	ben/verb;koers/noun	2	ben/verb;koers/noun	2	ben/verb;koers/noun	2	ben/verb;de/det;koers/noun	3	ben/verb;de/det;koers/noun	3	ben/verb;de/det;koers/noun	3
hoopvol/adj/algemeen_dagblad_19991025_36/756	ben/verb;debuut/noun	2	ben/verb;debuut/noun	2	ben/verb;debuut/noun	2	ben/verb;debuut/noun;het/det;voor/prep	4	ben/verb;debuut/noun;het/det;voor/prep	4	ben/verb;debuut/noun;het/det;voor/prep	4	ben/verb;debuut/noun	2	ben/verb;debuut/noun	2	ben/verb;debuut/noun	2	ben/verb;debuut/noun;het/det;voor/prep	4	ben/verb;debuut/noun;het/det;voor/prep	4	ben/verb;debuut/noun;het/det;voor/prep	4
hoopvol/adj/algemeen_dagblad_19991211_122/375	ben/verb;herstel/noun;stem/verb;toerisme/noun	4	ben/verb;herstel/noun;stem/verb;toerisme/noun	4	ben/verb;herstel/noun;stem/verb;toerisme/noun	4	ben/verb;een/det;herstel/noun;het/det;men/pron;naar/prep;over/prep;stem/verb;toerisme/noun;zeer/adv	10	ben/verb;een/det;herstel/noun;het/det;men/pron;naar/prep;over/prep;stem/verb;toerisme/noun;zeer/adv	10	ben/verb;een/det;herstel/noun;het/det;men/pron;naar/prep;over/prep;stem/verb;toerisme/noun;zeer/adv	10	ben/verb;herstel/noun;stem/verb	3	ben/verb;herstel/noun;stem/verb	3	ben/verb;herstel/noun;stem/verb	3	ben/verb;een/det;herstel/noun;men/pron;over/prep;stem/verb;zeer/adv	7	ben/verb;een/det;herstel/noun;men/pron;over/prep;stem/verb;zeer/adv	7	ben/verb;een/det;herstel/noun;men/pron;over/prep;stem/verb;zeer/adv	7
hoopvol/adj/algemeen_dagblad_20010801_85/176	idool/noun;lied_DIM/noun;mooi/adj;plak_boek/noun;raad/verb	5	idool/noun;lied_DIM/noun;mooi/adj;plak_boek/noun;raad/verb	5	idool/noun;lied_DIM/noun;mooi/adj;plak_boek/noun;raad/verb	5	deze/det;het/det;idool/noun;lied_DIM/noun;mooi/adj;plak_boek/noun;raad/verb	7	deze/det;het/det;idool/noun;lied_DIM/noun;mooi/adj;plak_boek/noun;raad/verb	7	deze/det;het/det;idool/noun;lied_DIM/noun;mooi/adj;plak_boek/noun;raad/verb	7	idool/noun;lied_DIM/noun;plak_boek/noun;raad/verb	4	idool/noun;lied_DIM/noun;plak_boek/noun;raad/verb	4	idool/noun;lied_DIM/noun;plak_boek/noun;raad/verb	4	het/det;idool/noun;lied_DIM/noun;plak_boek/noun;raad/verb	5	het/det;idool/noun;lied_DIM/noun;plak_boek/noun;raad/verb	5	het/det;idool/noun;lied_DIM/noun;plak_boek/noun;raad/verb	5
hoopvol/adj/algemeen_dagblad_19991223_140/446	commissaris/noun;stem/verb;zie/verb	3	commissaris/noun;stem/verb;zie/verb	3	commissaris/noun;stem/verb;zie/verb	3	al/adv;commissaris/noun;ik/pron;nu/adv;stem/verb;zie/verb	6	al/adv;commissaris/noun;ik/pron;nu/adv;stem/verb;zie/verb	6	al/adv;commissaris/noun;ik/pron;nu/adv;stem/verb;zie/verb	6	stem/verb;zie/verb	2	stem/verb;zie/verb	2	stem/verb;zie/verb	2	al/adv;stem/verb;zie/verb	3	al/adv;stem/verb;zie/verb	3	al/adv;stem/verb;zie/verb	3
hoopvol/adj/algemeen_dagblad_20010127_92/616	laat/adj;signaal/noun;verwacht/verb;zeg/verb	4	laat/adj;signaal/noun;verwacht/verb;zeg/verb	4	laat/adj;signaal/noun;verwacht/verb;zeg/verb	4	laat/adj;signaal/noun;verwacht/verb;we/pron;zeg/verb	5	laat/adj;signaal/noun;verwacht/verb;we/pron;zeg/verb	5	laat/adj;signaal/noun;verwacht/verb;we/pron;zeg/verb	5	signaal/noun;verwacht/verb	2	signaal/noun;verwacht/verb	2	signaal/noun;verwacht/verb	2	signaal/noun;verwacht/verb;we/pron	3	signaal/noun;verwacht/verb;we/pron	3	signaal/noun;verwacht/verb;we/pron	3
hoopvol/adj/algemeen_dagblad_20010822_4/41	ben/verb;commentaar/noun;weinig/adj	3	ben/verb;commentaar/noun;weinig/adj	3	ben/verb;commentaar/noun;weinig/adj	3	ben/verb;commentaar/noun;de/det;het/det;weinig/adj	5	ben/verb;commentaar/noun;de/det;het/det;weinig/adj	5	ben/verb;commentaar/noun;de/det;het/det;weinig/adj	5	ben/verb;commentaar/noun;weinig/adj	3	ben/verb;commentaar/noun;weinig/adj	3	ben/verb;commentaar/noun;weinig/adj	3	ben/verb;commentaar/noun;de/det;weinig/adj	4	ben/verb;commentaar/noun;de/det;weinig/adj	4	ben/verb;commentaar/noun;de/det;weinig/adj	4
hoopvol/adj/algemeen_dagblad_20000812_110/138	ben/verb;buitengewoon/adj;commercieel/adj	3	ben/verb;buitengewoon/adj;commercieel/adj	3	ben/verb;buitengewoon/adj;commercieel/adj	3	ben/verb;buitengewoon/adj;commercieel/adj;de/det;over/prep	5	ben/verb;buitengewoon/adj;commercieel/adj;de/det;over/prep	5	ben/verb;buitengewoon/adj;commercieel/adj;de/det;over/prep	5	ben/verb;buitengewoon/adj;commercieel/adj	3	ben/verb;buitengewoon/adj;commercieel/adj	3	ben/verb;buitengewoon/adj;commercieel/adj	3	ben/verb;buitengewoon/adj;commercieel/adj;over/prep	4	ben/verb;buitengewoon/adj;commercieel/adj;over/prep	4	ben/verb;buitengewoon/adj;commercieel/adj;over/prep	4
hoopvol/adj/algemeen_dagblad_20010521_109/46	aids_bestrijding/noun;ben/verb;bericht/noun;ontwikkeling/noun;vind/verb	5	aids_bestrijding/noun;ben/verb;bericht/noun;ontwikkeling/noun;vind/verb	5	aids_bestrijding/noun;ben/verb;bericht/noun;ontwikkeling/noun;vind/verb	5	aids_bestrijding/noun;ben/verb;bericht/noun;de/det;er/adv;ontwikkeling/noun;vind/verb	7	aids_bestrijding/noun;ben/verb;bericht/noun;de/det;er/adv;ontwikkeling/noun;vind/verb	7	aids_bestrijding/noun;ben/verb;bericht/noun;de/det;er/adv;ontwikkeling/noun;vind/verb	7	aids_bestrijding/noun;ben/verb;ontwikkeling/noun	3	aids_bestrijding/noun;ben/verb;ontwikkeling/noun	3	aids_bestrijding/noun;ben/verb;ontwikkeling/noun	3	aids_bestrijding/noun;ben/verb;er/adv;ontwikkeling/noun	4	aids_bestrijding/noun;ben/verb;er/adv;ontwikkeling/noun	4	aids_bestrijding/noun;ben/verb;er/adv;ontwikkeling/noun	4
hoopvol/adj/algemeen_dagblad_20020529_75/417	nieuw/adj;positie/noun;verandering/noun	3	nieuw/adj;positie/noun;verandering/noun	3	nieuw/adj;positie/noun;verandering/noun	3	de/det;een/det;het/det;hij/pron;nieuw/adj;positie/noun;verandering/noun	7	de/det;een/det;het/det;hij/pron;nieuw/adj;positie/noun;verandering/noun	7	de/det;een/det;het/det;hij/pron;nieuw/adj;positie/noun;verandering/noun	7	nieuw/adj;positie/noun;verandering/noun	3	nieuw/adj;positie/noun;verandering/noun	3	nieuw/adj;positie/noun;verandering/noun	3	de/det;een/det;nieuw/adj;positie/noun;verandering/noun	5	de/det;een/det;nieuw/adj;positie/noun;verandering/noun	5	de/det;een/det;nieuw/adj;positie/noun;verandering/noun	5
hoopvol/adj/algemeen_dagblad_19990823_9/138	dribbel/verb;verwacht/verb	2	dribbel/verb;verwacht/verb	2	dribbel/verb;verwacht/verb	2	dribbel/verb;hij/pron;verwacht/verb;wat/adv;weer/adv;zo/adv	6	dribbel/verb;hij/pron;verwacht/verb;wat/adv;weer/adv;zo/adv	6	dribbel/verb;hij/pron;verwacht/verb;wat/adv;weer/adv;zo/adv	6	verwacht/verb	1	verwacht/verb	1	verwacht/verb	1	hij/pron;verwacht/verb;zo/adv	3	hij/pron;verwacht/verb;zo/adv	3	hij/pron;verwacht/verb;zo/adv	3
hoopvol/adj/algemeen_dagblad_20041220_39/111	ben/verb;onderhandel/verb;stem/verb	3	ben/verb;onderhandel/verb;stem/verb	3	ben/verb;onderhandel/verb;stem/verb	3	ben/verb;een/det;hij/pron;onderhandel/verb;stem/verb	5	ben/verb;een/det;hij/pron;onderhandel/verb;stem/verb	5	ben/verb;een/det;hij/pron;onderhandel/verb;stem/verb	5	ben/verb;stem/verb	2	ben/verb;stem/verb	2	ben/verb;stem/verb	2	ben/verb;hij/pron;stem/verb	3	ben/verb;hij/pron;stem/verb	3	ben/verb;hij/pron;stem/verb	3
hoopvol/adj/algemeen_dagblad_20040112_56/260	ben/verb;eind/noun;kansloos/adj;kwalificatie_reeks/noun;play-off/noun	5	ben/verb;eind/noun;kansloos/adj;kwalificatie_reeks/noun;play-off/noun	5	ben/verb;eind/noun;kansloos/adj;kwalificatie_reeks/noun;play-off/noun	5	ben/verb;de/det;eind/noun;kansloos/adj;kwalificatie_reeks/noun;play-off/noun	6	ben/verb;de/det;eind/noun;kansloos/adj;kwalificatie_reeks/noun;play-off/noun	6	ben/verb;de/det;eind/noun;kansloos/adj;kwalificatie_reeks/noun;play-off/noun	6	ben/verb;kansloos/adj;kwalificatie_reeks/noun	3	ben/verb;kansloos/adj;kwalificatie_reeks/noun	3	ben/verb;kansloos/adj;kwalificatie_reeks/noun	3	ben/verb;de/det;kansloos/adj;kwalificatie_reeks/noun	4	ben/verb;de/det;kansloos/adj;kwalificatie_reeks/noun	4	ben/verb;de/det;kansloos/adj;kwalificatie_reeks/noun	4
hoopvol/adj/algemeen_dagblad_20020917_49/480	deur/noun;open/verb;overwinning/noun;spreek/verb;winnaar/noun	5	deur/noun;open/verb;overwinning/noun;spreek/verb;winnaar/noun	5	deur/noun;open/verb;overwinning/noun;spreek/verb;winnaar/noun	5	de/det;deur/noun;deze/det;open/verb;overwinning/noun;spreek/verb;winnaar/noun	7	de/det;deur/noun;deze/det;open/verb;overwinning/noun;spreek/verb;winnaar/noun	7	de/det;deur/noun;deze/det;open/verb;overwinning/noun;spreek/verb;winnaar/noun	7	spreek/verb;winnaar/noun	2	spreek/verb;winnaar/noun	2	spreek/verb;winnaar/noun	2	de/det;spreek/verb;winnaar/noun	3	de/det;spreek/verb;winnaar/noun	3	de/det;spreek/verb;winnaar/noun	3
hoopvol/adj/algemeen_dagblad_20041218_37/398	Grieks_Cyprioot/noun;arm/adj;nieuw/adj;stem_voor/verb;verdeling/noun;vind/verb;voorgesteld/adj	7	Grieks_Cyprioot/noun;arm/adj;nieuw/adj;stem_voor/verb;verdeling/noun;vind/verb;voorgesteld/adj	7	Grieks_Cyprioot/noun;arm/adj;nieuw/adj;stem_voor/verb;verdeling/noun;vind/verb;voorgesteld/adj	7	Grieks_Cyprioot/noun;arm/adj;de/det;het/det;nieuw/adj;stem_voor/verb;verdeling/noun;vind/verb;voorgesteld/adj	9	Grieks_Cyprioot/noun;arm/adj;de/det;het/det;nieuw/adj;stem_voor/verb;verdeling/noun;vind/verb;voorgesteld/adj	9	Grieks_Cyprioot/noun;arm/adj;de/det;het/det;nieuw/adj;stem_voor/verb;verdeling/noun;vind/verb;voorgesteld/adj	9	Grieks_Cyprioot/noun;arm/adj;stem_voor/verb;vind/verb	4	Grieks_Cyprioot/noun;arm/adj;stem_voor/verb;vind/verb	4	Grieks_Cyprioot/noun;arm/adj;stem_voor/verb;vind/verb	4	Grieks_Cyprioot/noun;arm/adj;het/det;stem_voor/verb;vind/verb	5	Grieks_Cyprioot/noun;arm/adj;het/det;stem_voor/verb;vind/verb	5	Grieks_Cyprioot/noun;arm/adj;het/det;stem_voor/verb;vind/verb	5
