	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co
hoopvol/adj/parool_20010720_68/332/L15	hoopvol/adj/parool_20010720_68/332	L15	effect_beurs	noun	effect_beurs/noun	effectenbeurs	False	L	16			
hoopvol/adj/parool_20010720_68/332/R0	hoopvol/adj/parool_20010720_68/332	R0	met	prep	met/prep	met	True	R	1	-0.18007767	4230163.0	491.0
hoopvol/adj/parool_20010720_68/332/R1	hoopvol/adj/parool_20010720_68/332	R1	een	det	een/det	een	True	R	2	0.045558932999999996	11075723.0	1612.0
hoopvol/adj/parool_20010720_68/332/R2	hoopvol/adj/parool_20010720_68/332	R2	plus	noun	plus/noun	plus	True	R	3	1.3533216000000001	3732.0	2.0
hoopvol/adj/parool_20010720_68/332/R3	hoopvol/adj/parool_20010720_68/332	R3	,	punct	,/punct	,	True	R	4			
hoopvol/adj/parool_20010720_68/332/R4	hoopvol/adj/parool_20010720_68/332	R4	maar	vg	maar/vg	maar	True	R	5			
hoopvol/adj/parool_20010720_68/332/R5	hoopvol/adj/parool_20010720_68/332	R5	een	det	een/det	een	True	R	6	0.045558932999999996	11075723.0	1612.0
hoopvol/adj/parool_20010720_68/332/R6	hoopvol/adj/parool_20010720_68/332	R6	uur	noun	uur/noun	uur	True	R	7	-0.7344506	454414.0	30.0
hoopvol/adj/parool_20010720_68/332/R7	hoopvol/adj/parool_20010720_68/332	R7	voor	prep	voor/prep	voor	True	R	8	0.23147564	3806927.0	664.0
hoopvol/adj/parool_20010720_68/332/R8	hoopvol/adj/parool_20010720_68/332	R8	het	det	het/det	het	True	R	9	0.020375496	11650779.0	1651.0
hoopvol/adj/parool_20010720_68/332/R9	hoopvol/adj/parool_20010720_68/332	R9	einde	noun	einde/noun	einde	True	R	10	1.2705908000000001	97048.0	48.0
hoopvol/adj/parool_20010720_68/332/R10	hoopvol/adj/parool_20010720_68/332	R10	van	prep	van/prep	van	True	R	11	-0.15759748	12638933.0	1499.0
hoopvol/adj/parool_20010720_68/332/R11	hoopvol/adj/parool_20010720_68/332	R11	de	det	de/det	de	True	R	12	0.020179255	28074105.0	3976.0
hoopvol/adj/parool_20010720_68/332/R12	hoopvol/adj/parool_20010720_68/332	R12	handel	noun	handel/noun	handel	True	R	13			
hoopvol/adj/parool_20010720_68/332/R13	hoopvol/adj/parool_20010720_68/332	R13	duik	verb	duik/verb	dook	True	R	14			
hoopvol/adj/parool_20010720_68/332/R14	hoopvol/adj/parool_20010720_68/332	R14	de	det	de/det	de	True	R	15	0.020179255	28074105.0	3976.0
hoopvol/adj/parool_20010720_68/332/R15	hoopvol/adj/parool_20010720_68/332	R15	toonaangevend	adj	toonaangevend/adj	toonaangevende	True	R	16			
hoopvol/adj/parool_20010310_100/104/L0	hoopvol/adj/parool_20010310_100/104	L0	sentence_delimiter	none	none	<sentence>	none	L	1			
hoopvol/adj/parool_20010310_100/104/L1	hoopvol/adj/parool_20010310_100/104	L1	sentence_delimiter	none	none	</sentence>	none	L	2			
hoopvol/adj/parool_20010310_100/104/L2	hoopvol/adj/parool_20010310_100/104	L2	.	punct	./punct	.	False	L	3			
hoopvol/adj/parool_20010310_100/104/L3	hoopvol/adj/parool_20010310_100/104	L3	)	punct	)/punct	)	False	L	4			
hoopvol/adj/parool_20010310_100/104/L4	hoopvol/adj/parool_20010310_100/104	L4	Otten	name	Otten/name	Otten	False	L	5			
hoopvol/adj/parool_20010310_100/104/L5	hoopvol/adj/parool_20010310_100/104	L5	Jan	name	Jan/name	Jan	False	L	6			
hoopvol/adj/parool_20010310_100/104/L6	hoopvol/adj/parool_20010310_100/104	L6	Willem	name	Willem/name	Willem	False	L	7			
hoopvol/adj/parool_20010310_100/104/L7	hoopvol/adj/parool_20010310_100/104	L7	en	vg	en/vg	en	False	L	8			
hoopvol/adj/parool_20010310_100/104/L8	hoopvol/adj/parool_20010310_100/104	L8	Meer	name	Meer/name	Meer	False	L	9			
hoopvol/adj/parool_20010310_100/104/L9	hoopvol/adj/parool_20010310_100/104	L9	der	name	der/name	der	False	L	10			
hoopvol/adj/parool_20010310_100/104/L10	hoopvol/adj/parool_20010310_100/104	L10	van	name	van/name	van	False	L	11			
hoopvol/adj/parool_20010310_100/104/L11	hoopvol/adj/parool_20010310_100/104	L11	Vonne	name	Vonne/name	Vonne	False	L	12			
hoopvol/adj/parool_20010310_100/104/L12	hoopvol/adj/parool_20010310_100/104	L12	schrijverspaar	noun	schrijverspaar/noun	schrijverspaar	False	L	13			
hoopvol/adj/parool_20010310_100/104/L13	hoopvol/adj/parool_20010310_100/104	L13	het	det	het/det	het	False	L	14	0.020375496	11650779.0	1651.0
hoopvol/adj/parool_20010310_100/104/L14	hoopvol/adj/parool_20010310_100/104	L14	van	prep	van/prep	van	False	L	15	-0.15759748	12638933.0	1499.0
hoopvol/adj/parool_20010310_100/104/L15	hoopvol/adj/parool_20010310_100/104	L15	naam	noun	naam/noun	namen	False	L	16			
hoopvol/adj/parool_20010310_100/104/R0	hoopvol/adj/parool_20010310_100/104	R0	word	verb	word/verb	werd	True	R	1	-0.39272085	3486710.0	327.0
hoopvol/adj/parool_20010310_100/104/R1	hoopvol/adj/parool_20010310_100/104	R1	opper	verb	opper/verb	geopperd	True	R	2	1.9601511999999999	6052.0	6.0
hoopvol/adj/parool_20010310_100/104/R2	hoopvol/adj/parool_20010310_100/104	R2	dat	comp	dat/comp	dat	True	R	3			
hoopvol/adj/parool_20010310_100/104/R3	hoopvol/adj/parool_20010310_100/104	R3	zij	pron	zij/pron	zij	True	R	4	-0.19564043	392068.0	45.0
hoopvol/adj/parool_20010310_100/104/R4	hoopvol/adj/parool_20010310_100/104	R4	een	det	een/det	een	True	R	5	0.045558932999999996	11075723.0	1612.0
hoopvol/adj/parool_20010310_100/104/R5	hoopvol/adj/parool_20010310_100/104	R5	'	punct	'/punct	'	True	R	6			
hoopvol/adj/parool_20010310_100/104/R6	hoopvol/adj/parool_20010310_100/104	R6	voorhoede	noun	voorhoede/noun	voorhoede	True	R	7	1.5984093000000001	1458.0	1.0
hoopvol/adj/parool_20010310_100/104/R7	hoopvol/adj/parool_20010310_100/104	R7	'	punct	'/punct	'	True	R	8			
hoopvol/adj/parool_20010310_100/104/R8	hoopvol/adj/parool_20010310_100/104	R8	kan	verb	kan/verb	kunnen	True	R	9	-0.05166366	1969534.0	260.0
hoopvol/adj/parool_20010310_100/104/R9	hoopvol/adj/parool_20010310_100/104	R9	blijk	verb	blijk/verb	blijken	True	R	10	-0.08112513	279801.0	36.0
hoopvol/adj/parool_20010310_100/104/R10	hoopvol/adj/parool_20010310_100/104	R10	te	comp	te/comp	te	True	R	11			
hoopvol/adj/parool_20010310_100/104/R11	hoopvol/adj/parool_20010310_100/104	R11	ben	verb	ben/verb	zijn	True	R	12	0.33943477	9938754.0	1938.0
hoopvol/adj/parool_20010310_100/104/R12	hoopvol/adj/parool_20010310_100/104	R12	die	pron	die/pron	die	True	R	13	-0.120587766	2519801.0	312.0
hoopvol/adj/parool_20010310_100/104/R13	hoopvol/adj/parool_20010310_100/104	R13	,	punct	,/punct	,	True	R	14			
hoopvol/adj/parool_20010310_100/104/R14	hoopvol/adj/parool_20010310_100/104	R14	nu	adv	nu/adv	nu	True	R	15	0.21710654	803160.0	139.0
hoopvol/adj/parool_20010310_100/104/R15	hoopvol/adj/parool_20010310_100/104	R15	niet	adv	niet/adv	niet	True	R	16	-0.04077641	3455007.0	461.0
hoopvol/adj/parool_20030501_34/273/L0	hoopvol/adj/parool_20030501_34/273	L0	in	prep	in/prep	in	True	L	1	-0.20423470000000002	9492181.0	1072.0
hoopvol/adj/parool_20030501_34/273/L1	hoopvol/adj/parool_20030501_34/273	L1	spreek	verb	spreek/verb	sprak	True	L	2	1.0569912000000001	127396.0	51.0
hoopvol/adj/parool_20030501_34/273/L2	hoopvol/adj/parool_20030501_34/273	L2	,	punct	,/punct	,	True	L	3			
hoopvol/adj/parool_20030501_34/273/L3	hoopvol/adj/parool_20030501_34/273	L3	bank	noun	bank/noun	banken	True	L	4	-0.89107436	88074.0	5.0
hoopvol/adj/parool_20030501_34/273/L4	hoopvol/adj/parool_20030501_34/273	L4	centraal	adj	centraal/adj	centrale	True	L	5	-0.101668864	47812.0	6.0
hoopvol/adj/parool_20030501_34/273/L5	hoopvol/adj/parool_20030501_34/273	L5	van	prep	van/prep	van	True	L	6	-0.15759748	12638933.0	1499.0
hoopvol/adj/parool_20030501_34/273/L6	hoopvol/adj/parool_20030501_34/273	L6	stelsel	noun	stelsel/noun	stelsel	True	L	7	0.13814843	6263.0	1.0
hoopvol/adj/parool_20030501_34/273/L7	hoopvol/adj/parool_20030501_34/273	L7	Amerikaans	adj	Amerikaans/adj	Amerikaanse	True	L	8	0.18340096	231449.0	38.0
hoopvol/adj/parool_20030501_34/273/L8	hoopvol/adj/parool_20030501_34/273	L8	het	det	het/det	het	True	L	9	0.020375496	11650779.0	1651.0
hoopvol/adj/parool_20030501_34/273/L9	hoopvol/adj/parool_20030501_34/273	L9	van	prep	van/prep	van	True	L	10	-0.15759748	12638933.0	1499.0
hoopvol/adj/parool_20030501_34/273/L10	hoopvol/adj/parool_20030501_34/273	L10	president	noun	president/noun	president	True	L	11	0.2492721	102347.0	18.0
hoopvol/adj/parool_20030501_34/273/L11	hoopvol/adj/parool_20030501_34/273	L11	,	punct	,/punct	,	True	L	12			
hoopvol/adj/parool_20030501_34/273/L12	hoopvol/adj/parool_20030501_34/273	L12	Greenspan	name	Greenspan/name	Greenspan	True	L	13			
hoopvol/adj/parool_20030501_34/273/L13	hoopvol/adj/parool_20030501_34/273	L13	Alan	name	Alan/name	Alan	True	L	14			
hoopvol/adj/parool_20030501_34/273/L14	hoopvol/adj/parool_20030501_34/273	L14	sentence_delimiter	none	none	<sentence>	none	L	15			
hoopvol/adj/parool_20030501_34/273/L15	hoopvol/adj/parool_20030501_34/273	L15	sentence_delimiter	none	none	</sentence>	none	L	16			
hoopvol/adj/parool_20030501_34/273/R0	hoopvol/adj/parool_20030501_34/273	R0	bewoording	noun	bewoording/noun	bewoordingen	True	R	1	1.0422649	2531.0	1.0
hoopvol/adj/parool_20030501_34/273/R1	hoopvol/adj/parool_20030501_34/273	R1	over	prep	over/prep	over	True	R	2	0.470642	1300877.0	289.0
hoopvol/adj/parool_20030501_34/273/R2	hoopvol/adj/parool_20030501_34/273	R2	de	det	de/det	de	True	R	3	0.020179255	28074105.0	3976.0
hoopvol/adj/parool_20030501_34/273/R3	hoopvol/adj/parool_20030501_34/273	R3	kans	noun	kans/noun	kans	True	R	4	0.5209613000000001	170934.0	40.0
hoopvol/adj/parool_20030501_34/273/R4	hoopvol/adj/parool_20030501_34/273	R4	dat	comp	dat/comp	dat	True	R	5			
hoopvol/adj/parool_20030501_34/273/R5	hoopvol/adj/parool_20030501_34/273	R5	de	det	de/det	de	True	R	6	0.020179255	28074105.0	3976.0
hoopvol/adj/parool_20030501_34/273/R6	hoopvol/adj/parool_20030501_34/273	R6	economie	noun	economie/noun	economie	True	R	7	0.6622252	52344.0	14.0
hoopvol/adj/parool_20030501_34/273/R7	hoopvol/adj/parool_20030501_34/273	R7	trek_aan	verb	trek_aan/verb	aantrekt	True	R	8	0.29374720000000004	37596.0	7.0
hoopvol/adj/parool_20030501_34/273/R8	hoopvol/adj/parool_20030501_34/273	R8	,	punct	,/punct	,	True	R	9			
hoopvol/adj/parool_20030501_34/273/R9	hoopvol/adj/parool_20030501_34/273	R9	nu	comp	nu/comp	nu	True	R	10			
hoopvol/adj/parool_20030501_34/273/R10	hoopvol/adj/parool_20030501_34/273	R10	de	det	de/det	de	True	R	11	0.020179255	28074105.0	3976.0
hoopvol/adj/parool_20030501_34/273/R11	hoopvol/adj/parool_20030501_34/273	R11	Irak_oorlog	noun	Irak_oorlog/noun	Irak-oorlog	True	R	12			
hoopvol/adj/parool_20030501_34/273/R12	hoopvol/adj/parool_20030501_34/273	R12	ten	adj	ten/adj	ten	True	R	13			
hoopvol/adj/parool_20030501_34/273/R13	hoopvol/adj/parool_20030501_34/273	R13	einde	adj	einde/adj	einde	True	R	14			
hoopvol/adj/parool_20030501_34/273/R14	hoopvol/adj/parool_20030501_34/273	R14	ben	verb	ben/verb	is	True	R	15	0.33943477	9938754.0	1938.0
hoopvol/adj/parool_20030501_34/273/R15	hoopvol/adj/parool_20030501_34/273	R15	.	punct	./punct	.	True	R	16			
hoopvol/adj/parool_20010130_124/857/L0	hoopvol/adj/parool_20010130_124/857	L0	ben	verb	ben/verb	is	True	L	1	0.33943477	9938754.0	1938.0
hoopvol/adj/parool_20010130_124/857/L1	hoopvol/adj/parool_20010130_124/857	L1	dat	det	dat/det	Dat	True	L	2	0.27029118	1849436.0	338.0
hoopvol/adj/parool_20010130_124/857/L2	hoopvol/adj/parool_20010130_124/857	L2	sentence_delimiter	none	none	<sentence>	none	L	3			
hoopvol/adj/parool_20010130_124/857/L3	hoopvol/adj/parool_20010130_124/857	L3	sentence_delimiter	none	none	</sentence>	none	L	4			
hoopvol/adj/parool_20010130_124/857/L4	hoopvol/adj/parool_20010130_124/857	L4	.	punct	./punct	.	False	L	5			
hoopvol/adj/parool_20010130_124/857/L5	hoopvol/adj/parool_20010130_124/857	L5	werk	verb	werk/verb	werkt	False	L	6			
hoopvol/adj/parool_20010130_124/857/L6	hoopvol/adj/parool_20010130_124/857	L6	dat	pron	dat/pron	dat	False	L	7	-0.055186953	552171.0	73.0
hoopvol/adj/parool_20010130_124/857/L7	hoopvol/adj/parool_20010130_124/857	L7	vind	verb	vind/verb	gevonden	False	L	8	0.035664678	541702.0	78.0
hoopvol/adj/parool_20010130_124/857/L8	hoopvol/adj/parool_20010130_124/857	L8	iets	noun	iets/noun	iets	False	L	9	0.15805773	244998.0	40.0
hoopvol/adj/parool_20010130_124/857/L9	hoopvol/adj/parool_20010130_124/857	L9	nooit	adv	nooit/adv	nooit	False	L	10	-0.31107640000000003	235945.0	24.0
hoopvol/adj/parool_20010130_124/857/L10	hoopvol/adj/parool_20010130_124/857	L10	nog	adv	nog/adv	nog	False	L	11	0.44302097	1683041.0	364.0
hoopvol/adj/parool_20010130_124/857/L11	hoopvol/adj/parool_20010130_124/857	L11	eigenlijk	adj	eigenlijk/adj	eigenlijk	False	L	12	-0.39708644	117491.0	11.0
hoopvol/adj/parool_20010130_124/857/L12	hoopvol/adj/parool_20010130_124/857	L12	ben	verb	ben/verb	is	False	L	13	0.33943477	9938754.0	1938.0
hoopvol/adj/parool_20010130_124/857/L13	hoopvol/adj/parool_20010130_124/857	L13	er	adv	er/adv	Er	False	L	14	0.23591362	1744977.0	308.0
hoopvol/adj/parool_20010130_124/857/L14	hoopvol/adj/parool_20010130_124/857	L14	sentence_delimiter	none	none	<sentence>	none	L	15			
hoopvol/adj/parool_20010130_124/857/L15	hoopvol/adj/parool_20010130_124/857	L15	sentence_delimiter	none	none	</sentence>	none	L	16			
hoopvol/adj/parool_20010130_124/857/R0	hoopvol/adj/parool_20010130_124/857	R0	.	punct	./punct	.	True	R	1			
hoopvol/adj/parool_20010130_124/857/R1	hoopvol/adj/parool_20010130_124/857	R1	""""	punct	"""/punct"	""""	True	R	2			
hoopvol/adj/parool_20010130_124/857/R2	hoopvol/adj/parool_20010130_124/857	R2	sentence_delimiter	none	none	</sentence>	none	R	3			
hoopvol/adj/parool_20010130_124/857/R3	hoopvol/adj/parool_20010130_124/857	R3	sentence_delimiter	none	none	<sentence>	none	R	4			
hoopvol/adj/parool_20010130_124/857/R4	hoopvol/adj/parool_20010130_124/857	R4	waarom	adv	waarom/adv	Waarom	False	R	5	-0.35131540000000006	92213.0	9.0
hoopvol/adj/parool_20010130_124/857/R5	hoopvol/adj/parool_20010130_124/857	R5	juist	adv	juist/adv	juist	False	R	6			
hoopvol/adj/parool_20010130_124/857/R6	hoopvol/adj/parool_20010130_124/857	R6	dat	det	dat/det	dat	False	R	7	0.27029118	1849436.0	338.0
hoopvol/adj/parool_20010130_124/857/R7	hoopvol/adj/parool_20010130_124/857	R7	ene	adj	ene/adj	ene	False	R	8	-0.8352724	49554.0	3.0
hoopvol/adj/parool_20010130_124/857/R8	hoopvol/adj/parool_20010130_124/857	R8	onderwerp	noun	onderwerp/noun	onderwerp	False	R	9	-0.15410332	33516.0	4.0
hoopvol/adj/parool_20010130_124/857/R9	hoopvol/adj/parool_20010130_124/857	R9	van	prep	van/prep	van	False	R	10	-0.15759748	12638933.0	1499.0
hoopvol/adj/parool_20010130_124/857/R10	hoopvol/adj/parool_20010130_124/857	R10	onderzoek	noun	onderzoek/noun	onderzoek	False	R	11			
hoopvol/adj/parool_20010130_124/857/R11	hoopvol/adj/parool_20010130_124/857	R11	?	punct	?/punct	?	False	R	12			
hoopvol/adj/parool_20010130_124/857/R12	hoopvol/adj/parool_20010130_124/857	R12	sentence_delimiter	none	none	</sentence>	none	R	13			
hoopvol/adj/parool_20010130_124/857/R13	hoopvol/adj/parool_20010130_124/857	R13	sentence_delimiter	none	none	<sentence>	none	R	14			
hoopvol/adj/parool_20010130_124/857/R14	hoopvol/adj/parool_20010130_124/857	R14	wat	pron	wat/pron	Wat	False	R	15	0.07738817	598351.0	90.0
hoopvol/adj/parool_20010130_124/857/R15	hoopvol/adj/parool_20010130_124/857	R15	maak	verb	maak/verb	maakt	False	R	16	-0.19036879999999998	801559.0	92.0
hoopvol/adj/parool_19990612_127/1008/L0	hoopvol/adj/parool_19990612_127/1008	L0	de	det	de/det	De	True	L	1	0.020179255	28074105.0	3976.0
hoopvol/adj/parool_19990612_127/1008/L1	hoopvol/adj/parool_19990612_127/1008	L1	sentence_delimiter	none	none	<sentence>	none	L	2			
hoopvol/adj/parool_19990612_127/1008/L2	hoopvol/adj/parool_19990612_127/1008	L2	sentence_delimiter	none	none	</sentence>	none	L	3			
hoopvol/adj/parool_19990612_127/1008/L3	hoopvol/adj/parool_19990612_127/1008	L3	.	punct	./punct	.	False	L	4			
hoopvol/adj/parool_19990612_127/1008/L4	hoopvol/adj/parool_19990612_127/1008	L4	blijf	verb	blijf/verb	blijft	False	L	5	0.781633	516893.0	156.0
hoopvol/adj/parool_19990612_127/1008/L5	hoopvol/adj/parool_19990612_127/1008	L5	actueel	adj	actueel/adj	actueel	False	L	6			
hoopvol/adj/parool_19990612_127/1008/L6	hoopvol/adj/parool_19990612_127/1008	L6	waarschijnlijk	adj	waarschijnlijk/adj	waarschijnlijk	False	L	7			
hoopvol/adj/parool_19990612_127/1008/L7	hoopvol/adj/parool_19990612_127/1008	L7	jaar	noun	jaar/noun	jaren	False	L	8	-0.09259271	1574348.0	199.0
hoopvol/adj/parool_19990612_127/1008/L8	hoopvol/adj/parool_19990612_127/1008	L8	kom	adj	kom/adj	komende	False	L	9	1.0344265	85068.0	33.0
hoopvol/adj/parool_19990612_127/1008/L9	hoopvol/adj/parool_19990612_127/1008	L9	de	det	de/det	de	False	L	10	0.020179255	28074105.0	3976.0
hoopvol/adj/parool_19990612_127/1008/L10	hoopvol/adj/parool_19990612_127/1008	L10	die	pron	die/pron	die	False	L	11	-0.120587766	2519801.0	312.0
hoopvol/adj/parool_19990612_127/1008/L11	hoopvol/adj/parool_19990612_127/1008	L11	vraag	noun	vraag/noun	vraag	False	L	12	-0.13956992	181894.0	22.0
hoopvol/adj/parool_19990612_127/1008/L12	hoopvol/adj/parool_19990612_127/1008	L12	een	det	een/det	een	False	L	13	0.045558932999999996	11075723.0	1612.0
hoopvol/adj/parool_19990612_127/1008/L13	hoopvol/adj/parool_19990612_127/1008	L13	ben	verb	ben/verb	is	False	L	14	0.33943477	9938754.0	1938.0
hoopvol/adj/parool_19990612_127/1008/L14	hoopvol/adj/parool_19990612_127/1008	L14	,	punct	,/punct	,	False	L	15			
hoopvol/adj/parool_19990612_127/1008/L15	hoopvol/adj/parool_19990612_127/1008	L15	kijk	verb	kijk/verb	kijken	False	L	16	1.8311008000000002	140629.0	122.0
hoopvol/adj/parool_19990612_127/1008/R0	hoopvol/adj/parool_19990612_127/1008	R0	spanning	noun	spanning/noun	spanning	True	R	1	0.35247728	25407.0	5.0
hoopvol/adj/parool_19990612_127/1008/R1	hoopvol/adj/parool_19990612_127/1008	R1	dat	det	dat/det	dat	True	R	2	0.27029118	1849436.0	338.0
hoopvol/adj/parool_19990612_127/1008/R2	hoopvol/adj/parool_19990612_127/1008	R2	de	det	de/det	de	True	R	3	0.020179255	28074105.0	3976.0
hoopvol/adj/parool_19990612_127/1008/R3	hoopvol/adj/parool_19990612_127/1008	R3	bespied	adj	bespied/adj	bespiede	True	R	4			
hoopvol/adj/parool_19990612_127/1008/R4	hoopvol/adj/parool_19990612_127/1008	R4	persoon	noun	persoon/noun	persoon	True	R	5	-2.0564666000000003	56188.0	1.0
hoopvol/adj/parool_19990612_127/1008/R5	hoopvol/adj/parool_19990612_127/1008	R5	iets	noun	iets/noun	iets	True	R	6	0.15805773	244998.0	40.0
hoopvol/adj/parool_19990612_127/1008/R6	hoopvol/adj/parool_19990612_127/1008	R6	onverwacht	adj	onverwacht/adj	onverwachts	True	R	7	0.63513786	19171.0	5.0
hoopvol/adj/parool_19990612_127/1008/R7	hoopvol/adj/parool_19990612_127/1008	R7	zal	verb	zal/verb	zal	True	R	8	-0.15482122	1661300.0	198.0
hoopvol/adj/parool_19990612_127/1008/R8	hoopvol/adj/parool_19990612_127/1008	R8	doe	verb	doe/verb	doen	True	R	9	-0.13296297	731956.0	89.0
hoopvol/adj/parool_19990612_127/1008/R9	hoopvol/adj/parool_19990612_127/1008	R9	,	punct	,/punct	,	True	R	10			
hoopvol/adj/parool_19990612_127/1008/R10	hoopvol/adj/parool_19990612_127/1008	R10	de	det	de/det	de	True	R	11	0.020179255	28074105.0	3976.0
hoopvol/adj/parool_19990612_127/1008/R11	hoopvol/adj/parool_19990612_127/1008	R11	opwinding	noun	opwinding/noun	opwinding	True	R	12			
hoopvol/adj/parool_19990612_127/1008/R12	hoopvol/adj/parool_19990612_127/1008	R12	van	prep	van/prep	van	True	R	13	-0.15759748	12638933.0	1499.0
hoopvol/adj/parool_19990612_127/1008/R13	hoopvol/adj/parool_19990612_127/1008	R13	de	det	de/det	de	True	R	14	0.020179255	28074105.0	3976.0
hoopvol/adj/parool_19990612_127/1008/R14	hoopvol/adj/parool_19990612_127/1008	R14	gelijktijdig_heid	noun	gelijktijdig_heid/noun	gelijktijdigheid	True	R	15			
hoopvol/adj/parool_19990612_127/1008/R15	hoopvol/adj/parool_19990612_127/1008	R15	,	punct	,/punct	,	True	R	16			
hoopvol/adj/parool_19990914_38/585/L0	hoopvol/adj/parool_19990914_38/585	L0	afloop	noun	afloop/noun	afloop	True	L	1	1.6656585	20387.0	15.0
hoopvol/adj/parool_19990914_38/585/L1	hoopvol/adj/parool_19990914_38/585	L1	na	prep	na/prep	na	True	L	2	0.55969834	796990.0	193.0
hoopvol/adj/parool_19990914_38/585/L2	hoopvol/adj/parool_19990914_38/585	L2	ben	verb	ben/verb	was	True	L	3	0.33943477	9938754.0	1938.0
hoopvol/adj/parool_19990914_38/585/L3	hoopvol/adj/parool_19990914_38/585	L3	,	punct	,/punct	,	True	L	4			
hoopvol/adj/parool_19990914_38/585/L4	hoopvol/adj/parool_19990914_38/585	L4	internet_ondernemer	noun	internet_ondernemer/noun	internet-ondernemer	True	L	5	3.9524815	282.0	2.0
hoopvol/adj/parool_19990914_38/585/L5	hoopvol/adj/parool_19990914_38/585	L5	tegenwoordig	adj	tegenwoordig/adj	tegenwoordig	True	L	6	-0.19454849999999999	34946.0	4.0
hoopvol/adj/parool_19990914_38/585/L6	hoopvol/adj/parool_19990914_38/585	L6	,	punct	,/punct	,	True	L	7			
hoopvol/adj/parool_19990914_38/585/L7	hoopvol/adj/parool_19990914_38/585	L7	Curry	name	Curry/name	Curry	True	L	8			
hoopvol/adj/parool_19990914_38/585/L8	hoopvol/adj/parool_19990914_38/585	L8	sentence_delimiter	none	none	<sentence>	none	L	9			
hoopvol/adj/parool_19990914_38/585/L9	hoopvol/adj/parool_19990914_38/585	L9	sentence_delimiter	none	none	</sentence>	none	L	10			
hoopvol/adj/parool_19990914_38/585/L10	hoopvol/adj/parool_19990914_38/585	L10	""""	punct	"""/punct"	""""	False	L	11			
hoopvol/adj/parool_19990914_38/585/L11	hoopvol/adj/parool_19990914_38/585	L11	.	punct	./punct	.	False	L	12			
hoopvol/adj/parool_19990914_38/585/L12	hoopvol/adj/parool_19990914_38/585	L12	waard	adj	waard/adj	waard	False	L	13			
hoopvol/adj/parool_19990914_38/585/L13	hoopvol/adj/parool_19990914_38/585	L13	schadevergoeding	noun	schadevergoeding/noun	schadevergoeding	False	L	14			
hoopvol/adj/parool_19990914_38/585/L14	hoopvol/adj/parool_19990914_38/585	L14	een	det	een/det	een	False	L	15	0.045558932999999996	11075723.0	1612.0
hoopvol/adj/parool_19990914_38/585/L15	hoopvol/adj/parool_19990914_38/585	L15	ben	verb	ben/verb	is	False	L	16	0.33943477	9938754.0	1938.0
hoopvol/adj/parool_19990914_38/585/R0	hoopvol/adj/parool_19990914_38/585	R0	stem	verb	stem/verb	gestemd	True	R	1	4.5955224	34108.0	466.0
hoopvol/adj/parool_19990914_38/585/R1	hoopvol/adj/parool_19990914_38/585	R1	over	prep	over/prep	over	True	R	2	0.470642	1300877.0	289.0
hoopvol/adj/parool_19990914_38/585/R2	hoopvol/adj/parool_19990914_38/585	R2	de	det	de/det	de	True	R	3	0.020179255	28074105.0	3976.0
hoopvol/adj/parool_19990914_38/585/R3	hoopvol/adj/parool_19990914_38/585	R3	uitkomst	noun	uitkomst/noun	uitkomst	True	R	4	1.5657248	10503.0	7.0
hoopvol/adj/parool_19990914_38/585/R4	hoopvol/adj/parool_19990914_38/585	R4	.	punct	./punct	.	True	R	5			
hoopvol/adj/parool_19990914_38/585/R5	hoopvol/adj/parool_19990914_38/585	R5	sentence_delimiter	none	none	</sentence>	none	R	6			
hoopvol/adj/parool_19990914_38/585/R6	hoopvol/adj/parool_19990914_38/585	R6	sentence_delimiter	none	none	<sentence>	none	R	7			
hoopvol/adj/parool_19990914_38/585/R7	hoopvol/adj/parool_19990914_38/585	R7	""""	punct	"""/punct"	""""	False	R	8			
hoopvol/adj/parool_19990914_38/585/R8	hoopvol/adj/parool_19990914_38/585	R8	als	comp	als/comp	Als	False	R	9			
hoopvol/adj/parool_19990914_38/585/R9	hoopvol/adj/parool_19990914_38/585	R9	zelfs	adv	zelfs/adv	zelfs	False	R	10	0.11728159	267410.0	42.0
hoopvol/adj/parool_19990914_38/585/R10	hoopvol/adj/parool_19990914_38/585	R10	dit	det	dit/det	dit	False	R	11	0.27092186	795783.0	145.0
hoopvol/adj/parool_19990914_38/585/R11	hoopvol/adj/parool_19990914_38/585	R11	word	verb	word/verb	wordt	False	R	12	-0.39272085	3486710.0	327.0
hoopvol/adj/parool_19990914_38/585/R12	hoopvol/adj/parool_19990914_38/585	R12	laat_toe	verb	laat_toe/verb	toegelaten	False	R	13			
hoopvol/adj/parool_19990914_38/585/R13	hoopvol/adj/parool_19990914_38/585	R13	,	punct	,/punct	,	False	R	14			
hoopvol/adj/parool_19990914_38/585/R14	hoopvol/adj/parool_19990914_38/585	R14	waar	adv	waar/adv	waar	False	R	15			
hoopvol/adj/parool_19990914_38/585/R15	hoopvol/adj/parool_19990914_38/585	R15	ben	verb	ben/verb	is	False	R	16	0.33943477	9938754.0	1938.0
hoopvol/adj/parool_20020325_44/63/L0	hoopvol/adj/parool_20020325_44/63	L0	bijna	adv	bijna/adv	bijna	True	L	1	0.04966418	192484.0	28.0
hoopvol/adj/parool_20020325_44/63/L1	hoopvol/adj/parool_20020325_44/63	L1	debat	noun	debat/noun	debat	True	L	2	-0.019512761	36825.0	5.0
