pmi	raw_freq	raw_co	cw
-0.9425144	18653	1	12/noun
-0.018500505	7315	1	1985/noun
0.4597134	36639	8	2003/noun
0.13596949	18997	3	7/noun
0.18340096	231449	38	Amerikaans/adj
0.9824831	8234	3	Argentijns/adj
0.093680754	139420	21	Belgisch/adj
3.0327086	1049	3	Bosuil/noun
-0.47186542	94154	8	Brits/adj
0.27303725	165681	30	Europees/adj
1.5919313	1501	1	Gelders/adj
2.8925388	400	1	Grieks_Cyprioot/noun
0.85225904	6229	2	Pakistaans/adj
0.38635078	4901	1	Republikeins/adj
-0.25373495	37678	4	Spaans/adj
0.41542745	9551	2	Spanjaard/noun
0.18115915	30463	5	Turks/adj
-0.20471151	124773	14	Vlaams/adj
0.7317743	13929	4	Waals/adj
-0.6333145	13842	1	Zweeds/adj
-0.010588611	392664	54	aan/part
-0.30326155	2153601	221	aan/prep
2.5372245	2270	4	aanblik/noun
2.9649515	369	1	aangeschaft/adj
0.8930944	5893	2	aankondiging/noun
0.25467026	27922	5	aanpak/noun
-0.15298888	235279	28	aantal/noun
1.0411828	7637	3	aanvang/noun
0.478209	40369	9	accoord/noun
-0.09772453	150814	19	achter/prep
-0.06992119	23095	3	achtergrond/noun
3.357888	254	1	actie_held/noun
0.7397166	13888	4	actrice/noun
-0.24220501	321541	35	af/part
1.2418246	4163	2	af/prep
0.26135504	144650	26	afgelopen/adj
0.39085975	9728	2	afkomst/noun
1.6656585	20387	15	afloop/noun
4.562242	226	3	aids_bestrijding/noun
1.9150589	3167	3	akoestisch/adj
0.08040897	1066466	161	al/adv
-0.24291542	73011	8	al/det
1.325017	1920	1	aldaar/adv
0.50170475	176667	40	aldus/prep
-0.04709764	422543	56	alle/det
-0.21296024	266562	30	alleen/adv
1.9286358	8324	8	alleszins/adv
0.42450806	4736	1	alom/adv
-0.06431292	1263756	165	als/prep
-0.018733317	292821	40	altijd/adv
1.0924032	26735	11	alweer/adv
0.998517	2699	1	amnestie/noun
0.26609102	22107	4	analist/noun
0.69611394	14330	4	analyse/noun
-0.44907954	11265	1	and/noun
