_id	_cws.grijs.foc10.nav.weight.bound	_count.grijs.foc10.nav.weight.bound	_cws.grijs.foc10.nav.selection.bound	_count.grijs.foc10.nav.selection.bound	_cws.grijs.foc10.nav.no.bound	_count.grijs.foc10.nav.no.bound	_cws.grijs.foc10.all.weight.bound	_count.grijs.foc10.all.weight.bound	_cws.grijs.foc10.all.selection.bound	_count.grijs.foc10.all.selection.bound	_cws.grijs.foc10.all.no.bound	_count.grijs.foc10.all.no.bound	_cws.grijs.foc5.nav.weight.bound	_count.grijs.foc5.nav.weight.bound	_cws.grijs.foc5.nav.selection.bound	_count.grijs.foc5.nav.selection.bound	_cws.grijs.foc5.nav.no.bound	_count.grijs.foc5.nav.no.bound	_cws.grijs.foc5.all.weight.bound	_count.grijs.foc5.all.weight.bound	_cws.grijs.foc5.all.selection.bound	_count.grijs.foc5.all.selection.bound	_cws.grijs.foc5.all.no.bound	_count.grijs.foc5.all.no.bound
grijs/adj/volkskrant_20040527_80/35		0		0	heb/verb;intelligentie/noun;zeg/verb	3	een/det;zo'n/det	2	een/det;zo'n/det	2	de/det;een/det;heb/verb;intelligentie/noun;van/prep;zeg/verb;zo'n/det	7		0		0	zeg/verb	1	zo'n/det	1	zo'n/det	1	zeg/verb;zo'n/det	2
grijs/adj/volkskrant_20001223_96/501	A_merk/noun;kort/adj;ton/noun;transformeer/verb;trendy/adj	5	A_merk/noun;kort/adj;ton/noun;transformeer/verb;trendy/adj	5	A_merk/noun;exclusief/adj;kort/adj;tijd/noun;ton/noun;transformeer/verb;trendy/adj	7	A_merk/noun;een/det;in/prep;kort/adj;ton/noun;transformeer/verb;trendy/adj	7	A_merk/noun;een/det;in/prep;kort/adj;ton/noun;transformeer/verb;trendy/adj	7	A_merk/noun;een/det;exclusief/adj;in/prep;kort/adj;tijd/noun;ton/noun;transformeer/verb;trendy/adj;van/prep	10	kort/adj	1	kort/adj	1	exclusief/adj;kort/adj;tijd/noun	3	een/det;in/prep;kort/adj	3	een/det;in/prep;kort/adj	3	een/det;exclusief/adj;in/prep;kort/adj;tijd/noun;van/prep	6
grijs/adj/volkskrant_20030508_52/240	communisme/noun;verdwijn/verb;vest/noun	3	communisme/noun;verdwijn/verb;vest/noun	3	communisme/noun;val/noun;verdwijn/verb;vest/noun	4	communisme/noun;het/det;verdwijn/verb;vest/noun;ze/pron	5	communisme/noun;het/det;verdwijn/verb;vest/noun;ze/pron	5	communisme/noun;de/det;het/det;sinds/prep;val/noun;van/prep;verdwijn/verb;vest/noun;ze/pron	9	vest/noun	1	vest/noun	1	val/noun;vest/noun	2	vest/noun	1	vest/noun	1	de/det;sinds/prep;val/noun;vest/noun	4
grijs/adj/volkskrant_20020208_3/122	dag/noun;hang/verb;waas/noun	3	dag/noun;hang/verb;waas/noun	3	dag/noun;hang/verb;leef/verb;waas/noun	4	dag/noun;die/pron;haar/det;hang/verb;uit/prep;waas/noun	6	dag/noun;die/pron;haar/det;hang/verb;uit/prep;waas/noun	6	dag/noun;de/det;die/pron;elk/det;haar/det;hang/verb;leef/verb;over/prep;uit/prep;waas/noun	10	waas/noun	1	waas/noun	1	waas/noun	1	die/pron;waas/noun	2	die/pron;waas/noun	2	de/det;die/pron;elk/det;over/prep;waas/noun	5
grijs/adj/volkskrant_20000621_110/738	hoofd/noun;schud/verb	2	hoofd/noun;schud/verb	2	hoofd/noun;onbegrijpelijk/adj;schud/verb	3	het/det;hoofd/noun;schud/verb	3	het/det;hoofd/noun;schud/verb	3	het/det;hoofd/noun;onbegrijpelijk/adj;schud/verb	4	hoofd/noun;schud/verb	2	hoofd/noun;schud/verb	2	hoofd/noun;onbegrijpelijk/adj;schud/verb	3	het/det;hoofd/noun;schud/verb	3	het/det;hoofd/noun;schud/verb	3	het/det;hoofd/noun;onbegrijpelijk/adj;schud/verb	4
grijs/adj/volkskrant_20010914_165/81	bevind/verb;gebied/noun	2	bevind/verb;gebied/noun	2	bevind/verb;gebied/noun	2	bevind/verb;een/det;gebied/noun;in/prep	4	bevind/verb;een/det;gebied/noun;in/prep	4	bevind/verb;een/det;gebied/noun;in/prep;zich/pron	5	bevind/verb;gebied/noun	2	bevind/verb;gebied/noun	2	bevind/verb;gebied/noun	2	bevind/verb;een/det;gebied/noun;in/prep	4	bevind/verb;een/det;gebied/noun;in/prep	4	bevind/verb;een/det;gebied/noun;in/prep;zich/pron	5
grijs/adj/volkskrant_20000224_12/374	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2	ben/verb;school/noun;slecht/adj;zwart/adj	4	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2	ben/verb;deze/det;niet/adv;school/noun;slecht/adj;zwart/adj	6	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2	ben/verb;zwart/adj	2	ben/verb;niet/adv;zwart/adj	3
grijs/adj/volkskrant_20010521_67/814	ben/verb;man/noun	2	ben/verb;man/noun	2	ben/verb;club/noun;hecht/adj;man/noun;officieel/adj	5	ben/verb;een/det;geheten/prep;man/noun;wat/adv	5	ben/verb;een/det;geheten/prep;man/noun;wat/adv	5	ben/verb;club/noun;een/det;geheten/prep;hecht/adj;man/noun;officieel/adj;wat/adv	8	man/noun	1	man/noun	1	club/noun;hecht/adj;man/noun;officieel/adj	4	een/det;man/noun;wat/adv	3	een/det;man/noun;wat/adv	3	club/noun;een/det;hecht/adj;man/noun;officieel/adj;wat/adv	6
grijs/adj/volkskrant_20000411_38/65	dijk/noun;duin/noun;nat/adj;nevel/noun;sfeer/noun;val/verb	6	dijk/noun;duin/noun;nat/adj;nevel/noun;sfeer/noun;val/verb	6	dijk/noun;duin/noun;nat/adj;nevel/noun;sfeer/noun;val/verb	6	die/pron;dijk/noun;duin/noun;nat/adj;nevel/noun;sfeer/noun;val/verb	7	die/pron;dijk/noun;duin/noun;nat/adj;nevel/noun;sfeer/noun;val/verb	7	de/det;die/pron;dijk/noun;duin/noun;nat/adj;nevel/noun;over/prep;sfeer/noun;val/verb;van/prep	10	dijk/noun;nevel/noun;sfeer/noun	3	dijk/noun;nevel/noun;sfeer/noun	3	dijk/noun;nevel/noun;sfeer/noun	3	die/pron;dijk/noun;nevel/noun;sfeer/noun	4	die/pron;dijk/noun;nevel/noun;sfeer/noun	4	die/pron;dijk/noun;nevel/noun;over/prep;sfeer/noun;van/prep	6
grijs/adj/volkskrant_20040916_42/267	glas/noun;mouw/noun;sleep/verb	3	glas/noun;mouw/noun;sleep/verb	3	glas/noun;mouw/noun;sleep/verb	3	een/det;glas/noun;mouw/noun;sleep/verb;zelfs/adv	5	een/det;glas/noun;mouw/noun;sleep/verb;zelfs/adv	5	de/det;een/det;glas/noun;mouw/noun;over/prep;sleep/verb;van/prep;zelfs/adv	8	mouw/noun	1	mouw/noun	1	mouw/noun	1	een/det;mouw/noun	2	een/det;mouw/noun	2	de/det;een/det;mouw/noun;van/prep	4
grijs/adj/volkskrant_20010221_100/841	zwart_wit/noun	1	zwart_wit/noun	1	zwart_wit/noun	1	in/prep;plaats/prep;zwart_wit/noun	3	in/prep;plaats/prep;zwart_wit/noun	3	in/prep;nu/adv;plaats/prep;van/prep;zwart_wit/noun	5	zwart_wit/noun	1	zwart_wit/noun	1	zwart_wit/noun	1	in/prep;plaats/prep;zwart_wit/noun	3	in/prep;plaats/prep;zwart_wit/noun	3	in/prep;nu/adv;plaats/prep;van/prep;zwart_wit/noun	5
grijs/adj/volkskrant_20010125_135/442	draai/verb;kies/verb	2	draai/verb;kies/verb	2	draai/verb;kies/verb;lokaal/adj;nummer/noun;regionaal/adj;zender/noun	6	draai/verb;het/det;kies/verb;zelfs/adv	4	draai/verb;het/det;kies/verb;zelfs/adv	4	draai/verb;het/det;hun/det;kies/verb;lokaal/adj;nummer/noun;regionaal/adj;voor/prep;zelfs/adv;zender/noun	10	draai/verb;kies/verb	2	draai/verb;kies/verb	2	draai/verb;kies/verb;lokaal/adj;zender/noun	4	draai/verb;kies/verb;zelfs/adv	3	draai/verb;kies/verb;zelfs/adv	3	draai/verb;kies/verb;lokaal/adj;zelfs/adv;zender/noun	5
grijs/adj/volkskrant_20000701_41/45	beton/noun;spiegel_beeld/noun;wereld/noun	3	beton/noun;spiegel_beeld/noun;wereld/noun	3	beton/noun;spiegel_beeld/noun;vorm/verb;wereld/noun	4	beton/noun;een/det;in/prep;spiegel_beeld/noun;wereld/noun;ze/pron	6	beton/noun;een/det;in/prep;spiegel_beeld/noun;wereld/noun;ze/pron	6	beton/noun;een/det;elkaar/det;in/prep;spiegel_beeld/noun;van/prep;vorm/verb;wereld/noun;ze/pron	9	beton/noun;spiegel_beeld/noun;wereld/noun	3	beton/noun;spiegel_beeld/noun;wereld/noun	3	beton/noun;spiegel_beeld/noun;wereld/noun	3	beton/noun;een/det;in/prep;spiegel_beeld/noun;wereld/noun	5	beton/noun;een/det;in/prep;spiegel_beeld/noun;wereld/noun	5	beton/noun;een/det;in/prep;spiegel_beeld/noun;van/prep;wereld/noun	6
grijs/adj/parool_20000808_26/645	lijk/verb	1	lijk/verb	1	lijk/verb;stort/verb	2	in/prep;lijk/verb;weer/adv	3	in/prep;lijk/verb;weer/adv	3	de/det;in/prep;lijk/verb;stort/verb;weer/adv;zich/pron	6		0		0	stort/verb	1	in/prep;weer/adv	2	in/prep;weer/adv	2	de/det;in/prep;stort/verb;weer/adv;zich/pron	5
grijs/adj/parool_20020223_146/27	bedrukt/adj;lig/verb;straat/noun;zie/verb	4	bedrukt/adj;lig/verb;straat/noun;zie/verb	4	Amerikaans/adj;bedrukt/adj;lig/verb;straat/noun;vlag/noun;zie/verb	6	bedrukt/adj;een/det;in/prep;lig/verb;met/prep;straat/noun;zie/verb	7	bedrukt/adj;een/det;in/prep;lig/verb;met/prep;straat/noun;zie/verb	7	Amerikaans/adj;bedrukt/adj;de/det;een/det;ik/pron;in/prep;lig/verb;met/prep;op/prep;straat/noun;vlag/noun;zie/verb	12	bedrukt/adj;lig/verb	2	bedrukt/adj;lig/verb	2	bedrukt/adj;lig/verb	2	bedrukt/adj;een/det;in/prep;lig/verb;met/prep	5	bedrukt/adj;een/det;in/prep;lig/verb;met/prep	5	bedrukt/adj;een/det;in/prep;lig/verb;met/prep	5
grijs/adj/parool_20020305_26/155	hoofd/noun;oog/noun;schud/verb	3	hoofd/noun;oog/noun;schud/verb	3	hoofd/noun;oog/noun;schud/verb;sluit/verb	4	het/det;hij/pron;hoofd/noun;oog/noun;schud/verb;zijn/det	6	het/det;hij/pron;hoofd/noun;oog/noun;schud/verb;zijn/det	6	het/det;hij/pron;hoofd/noun;oog/noun;schud/verb;sluit/verb;zijn/det	7	hoofd/noun;oog/noun;schud/verb	3	hoofd/noun;oog/noun;schud/verb	3	hoofd/noun;oog/noun;schud/verb;sluit/verb	4	het/det;hij/pron;hoofd/noun;oog/noun;schud/verb;zijn/det	6	het/det;hij/pron;hoofd/noun;oog/noun;schud/verb;zijn/det	6	het/det;hij/pron;hoofd/noun;oog/noun;schud/verb;sluit/verb;zijn/det	7
grijs/adj/parool_20000921_88/1920	ben/verb;blijf/verb;hoekig/adj;omgangsvorm/noun;pak/noun	5	ben/verb;blijf/verb;hoekig/adj;omgangsvorm/noun;pak/noun	5	ben/verb;blijf/verb;hoekig/adj;omgangsvorm/noun;pak/noun	5	ben/verb;blijf/verb;hoekig/adj;omgangsvorm/noun;pak/noun	5	ben/verb;blijf/verb;hoekig/adj;omgangsvorm/noun;pak/noun	5	ben/verb;blijf/verb;de/det;hoekig/adj;omgangsvorm/noun;pak/noun	6	hoekig/adj;omgangsvorm/noun;pak/noun	3	hoekig/adj;omgangsvorm/noun;pak/noun	3	hoekig/adj;omgangsvorm/noun;pak/noun	3	hoekig/adj;omgangsvorm/noun;pak/noun	3	hoekig/adj;omgangsvorm/noun;pak/noun	3	de/det;hoekig/adj;omgangsvorm/noun;pak/noun	4
grijs/adj/parool_20011123_101/141	a/noun;ambtenaar/noun;ben/verb;name/noun;woestijn/noun	5	a/noun;ambtenaar/noun;ben/verb;name/noun;woestijn/noun	5	a/noun;ambtenaar/noun;ben/verb;ministerie/noun;name/noun;woestijn/noun	6	a/noun;ambtenaar/noun;ben/verb;een/det;het/det;in/prep;name/noun;woestijn/noun	8	a/noun;ambtenaar/noun;ben/verb;een/det;het/det;in/prep;name/noun;woestijn/noun	8	a/noun;ambtenaar/noun;ben/verb;een/det;het/det;in/prep;ministerie/noun;name/noun;op/prep;van/prep;woestijn/noun	11	a/noun;ambtenaar/noun;ben/verb;name/noun	4	a/noun;ambtenaar/noun;ben/verb;name/noun	4	a/noun;ambtenaar/noun;ben/verb;ministerie/noun;name/noun	5	a/noun;ambtenaar/noun;ben/verb;een/det;het/det;name/noun	6	a/noun;ambtenaar/noun;ben/verb;een/det;het/det;name/noun	6	a/noun;ambtenaar/noun;ben/verb;een/det;het/det;ministerie/noun;name/noun;op/prep;van/prep	9
grijs/adj/parool_20011217_14/229	winter_dag/noun;zon/noun	2	winter_dag/noun;zon/noun	2	breng/verb;winter_dag/noun;zon/noun	3	een/det;wat/det;winter_dag/noun;zon/noun	4	een/det;wat/det;winter_dag/noun;zon/noun	4	breng/verb;de/det;een/det;naar/prep;op/prep;wat/det;winter_dag/noun;zon/noun	8	winter_dag/noun;zon/noun	2	winter_dag/noun;zon/noun	2	breng/verb;winter_dag/noun;zon/noun	3	een/det;winter_dag/noun;zon/noun	3	een/det;winter_dag/noun;zon/noun	3	breng/verb;een/det;op/prep;winter_dag/noun;zon/noun	5
grijs/adj/parool_19990316_29/430		0		0	1995/noun;bied_aan/verb;minister/noun	3	een/det;in/prep	2	een/det;in/prep	2	1995/noun;aan/part;bied_aan/verb;een/det;in/prep;minister/noun	6		0		0	bied_aan/verb;minister/noun	2	een/det	1	een/det	1	aan/part;bied_aan/verb;een/det;minister/noun	4
grijs/adj/parool_19990319_18/25	bevind/verb;geparkeerd/adj;sta/verb	3	bevind/verb;geparkeerd/adj;sta/verb	3	bevind/verb;geparkeerd/adj;slachtoffer/noun;sta/verb;terrein/noun	5	bevind/verb;die/pron;een/det;geparkeerd/adj;het/det;in/prep;naast/prep;sta/verb	8	bevind/verb;die/pron;een/det;geparkeerd/adj;het/det;in/prep;naast/prep;sta/verb	8	bevind/verb;die/pron;een/det;geparkeerd/adj;het/det;in/prep;naast/prep;op/prep;slachtoffer/noun;sta/verb;terrein/noun;zich/pron	12	bevind/verb;geparkeerd/adj	2	bevind/verb;geparkeerd/adj	2	bevind/verb;geparkeerd/adj;slachtoffer/noun	3	bevind/verb;die/pron;geparkeerd/adj;in/prep	4	bevind/verb;die/pron;geparkeerd/adj;in/prep	4	bevind/verb;die/pron;geparkeerd/adj;in/prep;slachtoffer/noun;zich/pron	6
grijs/adj/parool_20021017_110/223	baard_DIM/noun;dag/noun;zie_uit/verb	3	baard_DIM/noun;dag/noun;zie_uit/verb	3	baard_DIM/noun;dag/noun;heb/verb;zie_uit/verb	4	baard_DIM/noun;dag/noun;een/det;hij/pron;zie_uit/verb	5	baard_DIM/noun;dag/noun;een/det;hij/pron;zie_uit/verb	5	baard_DIM/noun;dag/noun;een/det;heb/verb;hij/pron;van/prep;zie_uit/verb	7	baard_DIM/noun	1	baard_DIM/noun	1	baard_DIM/noun;heb/verb	2	baard_DIM/noun;een/det;hij/pron	3	baard_DIM/noun;een/det;hij/pron	3	baard_DIM/noun;een/det;heb/verb;hij/pron;van/prep	5
grijs/adj/parool_20000519_22/777	doordring/verb;genoemd/adj;student/noun	3	doordring/verb;genoemd/adj;student/noun	3	anekdote/noun;doordring/verb;genoemd/adj;goed/adj;nader/adj;student/noun;wil/verb	7	doordring/verb;een/det;genoemd/adj;student/noun;zijn/det	5	doordring/verb;een/det;genoemd/adj;student/noun;zijn/det	5	aan/part;alle/det;anekdote/noun;doordring/verb;een/det;genoemd/adj;goed/adj;helaas/adv;nader/adj;niet/adv;student/noun;wil/verb;zijn/det	13	genoemd/adj;student/noun	2	genoemd/adj;student/noun	2	genoemd/adj;nader/adj;student/noun;wil/verb	4	een/det;genoemd/adj;student/noun;zijn/det	4	een/det;genoemd/adj;student/noun;zijn/det	4	een/det;genoemd/adj;helaas/adv;nader/adj;niet/adv;student/noun;wil/verb;zijn/det	8
grijs/adj/parool_20020128_118/715	haar/noun;waarschijnlijk/adj	2	haar/noun;waarschijnlijk/adj	2	einde/noun;haar/noun;heb_over/verb;waarschijnlijk/adj;week/noun;zal/verb	6	alleen/adv;haar/noun;het/det;maar/adv;nog/adv;waarschijnlijk/adj	6	alleen/adv;haar/noun;het/det;maar/adv;nog/adv;waarschijnlijk/adj	6	aan/prep;alleen/adv;deze/det;einde/noun;haar/noun;heb_over/verb;het/det;maar/adv;nog/adv;over/part;van/prep;waarschijnlijk/adj;week/noun;zal/verb	14	haar/noun;waarschijnlijk/adj	2	haar/noun;waarschijnlijk/adj	2	haar/noun;heb_over/verb;waarschijnlijk/adj;week/noun;zal/verb	5	alleen/adv;haar/noun;maar/adv;nog/adv;waarschijnlijk/adj	5	alleen/adv;haar/noun;maar/adv;nog/adv;waarschijnlijk/adj	5	alleen/adv;haar/noun;heb_over/verb;maar/adv;nog/adv;over/part;waarschijnlijk/adj;week/noun;zal/verb	9
grijs/adj/parool_20001104_85/1285	frontaal/adj;gedachte/noun;tamelijk/adj;verleden/noun	4	frontaal/adj;gedachte/noun;tamelijk/adj;verleden/noun	4	aanvaring/noun;doe_voor/verb;frontaal/adj;gedachte/noun;heb/verb;moet/verb;tamelijk/adj;verleden/noun	8	een/det;frontaal/adj;gedachte/noun;in/prep;ooit/adv;tamelijk/adj;tussen/prep;verleden/noun	8	een/det;frontaal/adj;gedachte/noun;in/prep;ooit/adv;tamelijk/adj;tussen/prep;verleden/noun	8	aanvaring/noun;de/det;doe_voor/verb;een/det;frontaal/adj;gedachte/noun;heb/verb;in/prep;moet/verb;ooit/adv;ook/adv;op/part;tamelijk/adj;tussen/prep;verleden/noun;zich/pron	16	frontaal/adj;tamelijk/adj;verleden/noun	3	frontaal/adj;tamelijk/adj;verleden/noun	3	frontaal/adj;tamelijk/adj;verleden/noun	3	een/det;frontaal/adj;in/prep;ooit/adv;tamelijk/adj;verleden/noun	6	een/det;frontaal/adj;in/prep;ooit/adv;tamelijk/adj;verleden/noun	6	een/det;frontaal/adj;in/prep;ooit/adv;tamelijk/adj;verleden/noun;zich/pron	7
grijs/adj/parool_20020329_41/282	brij/noun	1	brij/noun	1	brij/noun;standpunt/noun;word/verb	3	brij/noun;een/det;het/det	3	brij/noun;een/det;het/det	3	brij/noun;een/det;het/det;nu/adv;standpunt/noun;van/prep;word/verb	7	brij/noun	1	brij/noun	1	brij/noun;standpunt/noun;word/verb	3	brij/noun;een/det;het/det	3	brij/noun;een/det;het/det	3	brij/noun;een/det;het/det;nu/adv;standpunt/noun;van/prep;word/verb	7
grijs/adj/parool_20010110_88/559	sanitair/noun;standaard/adj;vloer/noun	3	sanitair/noun;standaard/adj;vloer/noun	3	sanitair/noun;standaard/adj;vloer/noun	3	sanitair/noun;standaard/adj;vloer/noun	3	sanitair/noun;standaard/adj;vloer/noun	3	de/det;op/prep;sanitair/noun;standaard/adj;tot/prep;vloer/noun	6	sanitair/noun	1	sanitair/noun	1	sanitair/noun	1	sanitair/noun	1	sanitair/noun	1	sanitair/noun;tot/prep	2
grijs/adj/parool_19990607_15/995	arbeid_markt/noun;bastion/noun;zwak/noun	3	arbeid_markt/noun;bastion/noun;zwak/noun	3	arbeid_markt/noun;bastion/noun;maak/verb;sterk/adj;zwak/noun	5	arbeid_markt/noun;bastion/noun;een/det;zwak/noun	4	arbeid_markt/noun;bastion/noun;een/det;zwak/noun	4	arbeid_markt/noun;bastion/noun;de/det;een/det;maak/verb;sterk/adj;tegen/prep;tot/prep;van/prep;zwak/noun	10	arbeid_markt/noun;bastion/noun	2	arbeid_markt/noun;bastion/noun	2	arbeid_markt/noun;bastion/noun;sterk/adj	3	arbeid_markt/noun;bastion/noun;een/det	3	arbeid_markt/noun;bastion/noun;een/det	3	arbeid_markt/noun;bastion/noun;een/det;sterk/adj;tegen/prep;tot/prep;van/prep	7
grijs/adj/parool_20000328_6/99	alleen/adj;ben/verb;lever_op/verb;muziek/noun;saai/adj;vaak/adj	6	alleen/adj;ben/verb;lever_op/verb;muziek/noun;saai/adj;vaak/adj	6	aanpak/noun;alleen/adj;ben/verb;jammer/adj;lever_op/verb;muziek/noun;saai/adj;vaak/adj	8	alleen/adj;ben/verb;die/det;lever_op/verb;muziek/noun;saai/adj;vaak/adj	7	alleen/adj;ben/verb;die/det;lever_op/verb;muziek/noun;saai/adj;vaak/adj	7	aanpak/noun;alleen/adj;ben/verb;die/det;jammer/adj;lever_op/verb;muziek/noun;saai/adj;slechts/adv;vaak/adj	10	lever_op/verb;muziek/noun;saai/adj;vaak/adj	4	lever_op/verb;muziek/noun;saai/adj;vaak/adj	4	aanpak/noun;lever_op/verb;muziek/noun;saai/adj;vaak/adj	5	die/det;lever_op/verb;muziek/noun;saai/adj;vaak/adj	5	die/det;lever_op/verb;muziek/noun;saai/adj;vaak/adj	5	aanpak/noun;die/det;lever_op/verb;muziek/noun;saai/adj;slechts/adv;vaak/adj	7
grijs/adj/parool_19990821_101/632	afschuwelijk/adj;alles/noun;ben/verb	3	afschuwelijk/adj;alles/noun;ben/verb	3	afschuwelijk/adj;alles/noun;ben/verb;procent/noun;vind/verb	5	afschuwelijk/adj;alles/noun;ben/verb;dan/adv;het/det	5	afschuwelijk/adj;alles/noun;ben/verb;dan/adv;het/det	5	afschuwelijk/adj;alles/noun;ben/verb;dan/adv;het/det;procent/noun;vind/verb	7	alles/noun;ben/verb	2	alles/noun;ben/verb	2	alles/noun;ben/verb;procent/noun;vind/verb	4	alles/noun;ben/verb;dan/adv	3	alles/noun;ben/verb;dan/adv	3	alles/noun;ben/verb;dan/adv;procent/noun;vind/verb	5
grijs/adj/parool_20000518_6/1735	Engels/adj;gekleed/adj;kimono/noun	3	Engels/adj;gekleed/adj;kimono/noun	3	Engels/adj;geef/verb;gekleed/adj;kimono/noun;taal/noun	5	Engels/adj;daarentegen/adv;een/det;gekleed/adj;in/prep;kimono/noun	6	Engels/adj;daarentegen/adv;een/det;gekleed/adj;in/prep;kimono/noun	6	Engels/adj;aan/prep;daarentegen/adv;de/det;een/det;geef/verb;gekleed/adj;in/prep;kimono/noun;taal/noun	10	gekleed/adj;kimono/noun	2	gekleed/adj;kimono/noun	2	geef/verb;gekleed/adj;kimono/noun	3	daarentegen/adv;een/det;gekleed/adj;in/prep;kimono/noun	5	daarentegen/adv;een/det;gekleed/adj;in/prep;kimono/noun	5	daarentegen/adv;een/det;geef/verb;gekleed/adj;in/prep;kimono/noun	6
grijs/adj/parool_20020604_82/90	ben/verb;huis/noun;loop_heen/verb;natuur_steen/noun;opgetrokken/adj;sensatie/noun	6	ben/verb;huis/noun;loop_heen/verb;natuur_steen/noun;opgetrokken/adj;sensatie/noun	6	Belgisch/adj;ben/verb;huis/noun;loop_heen/verb;natuur_steen/noun;niets/noun;opgetrokken/adj;sensatie/noun	8	ben/verb;een/det;er/adv;helemaal/adv;het/det;huis/noun;loop_heen/verb;natuur_steen/noun;opgetrokken/adj;sensatie/noun;uit/prep	11	ben/verb;een/det;er/adv;helemaal/adv;het/det;huis/noun;loop_heen/verb;natuur_steen/noun;opgetrokken/adj;sensatie/noun;uit/prep	11	Belgisch/adj;ben/verb;een/det;er/adv;helemaal/adv;het/det;huis/noun;loop_heen/verb;natuur_steen/noun;niet/adv;niets/noun;opgetrokken/adj;sensatie/noun;uit/prep;voor/prep	15	ben/verb;huis/noun;natuur_steen/noun;opgetrokken/adj	4	ben/verb;huis/noun;natuur_steen/noun;opgetrokken/adj	4	Belgisch/adj;ben/verb;huis/noun;natuur_steen/noun;opgetrokken/adj	5	ben/verb;helemaal/adv;het/det;huis/noun;natuur_steen/noun;opgetrokken/adj;uit/prep	7	ben/verb;helemaal/adv;het/det;huis/noun;natuur_steen/noun;opgetrokken/adj;uit/prep	7	Belgisch/adj;ben/verb;helemaal/adv;het/det;huis/noun;natuur_steen/noun;opgetrokken/adj;uit/prep	8
grijs/adj/parool_19990707_97/109		0		0	kind/noun	1	het/det	1	het/det	1	het/det;kind/noun	2		0		0	kind/noun	1	het/det	1	het/det	1	het/det;kind/noun	2
grijs/adj/parool_20030517_130/160	cassette_band_DIM/noun;draai/verb;muziek/noun	3	cassette_band_DIM/noun;draai/verb;muziek/noun	3	cassette_band_DIM/noun;draai/verb;muziek/noun	3	cassette_band_DIM/noun;daarna/adv;draai/verb;een/det;helemaal/adv;muziek/noun	6	cassette_band_DIM/noun;daarna/adv;draai/verb;een/det;helemaal/adv;muziek/noun	6	cassette_band_DIM/noun;daarna/adv;draai/verb;een/det;helemaal/adv;hun/det;ik/pron;muziek/noun;van/prep	9	draai/verb;muziek/noun	2	draai/verb;muziek/noun	2	draai/verb;muziek/noun	2	daarna/adv;draai/verb;helemaal/adv;muziek/noun	4	daarna/adv;draai/verb;helemaal/adv;muziek/noun	4	daarna/adv;draai/verb;helemaal/adv;ik/pron;muziek/noun	5
grijs/adj/parool_20000314_98/413	62-jarige/adj;gekleed/adj;jas/noun;onbewogen/adj;overhemd/noun;uiterlijk/adj;zit/verb;zwart/adj	8	62-jarige/adj;gekleed/adj;jas/noun;onbewogen/adj;overhemd/noun;uiterlijk/adj;zit/verb;zwart/adj	8	62-jarige/adj;er/noun;gekleed/adj;jas/noun;onbewogen/adj;overhemd/noun;uiterlijk/adj;zit/verb;zwart/adj	9	62-jarige/adj;een/det;gekleed/adj;in/prep;jas/noun;onbewogen/adj;overhemd/noun;uiterlijk/adj;zit/verb;zwart/adj	10	62-jarige/adj;een/det;gekleed/adj;in/prep;jas/noun;onbewogen/adj;overhemd/noun;uiterlijk/adj;zit/verb;zwart/adj	10	62-jarige/adj;de/det;een/det;er/noun;gekleed/adj;in/prep;jas/noun;onbewogen/adj;overhemd/noun;uiterlijk/adj;zit/verb;zwart/adj	12	gekleed/adj;jas/noun;overhemd/noun;zwart/adj	4	gekleed/adj;jas/noun;overhemd/noun;zwart/adj	4	gekleed/adj;jas/noun;overhemd/noun;zwart/adj	4	een/det;gekleed/adj;in/prep;jas/noun;overhemd/noun;zwart/adj	6	een/det;gekleed/adj;in/prep;jas/noun;overhemd/noun;zwart/adj	6	een/det;gekleed/adj;in/prep;jas/noun;overhemd/noun;zwart/adj	6
grijs/adj/parool_20020913_77/75	inkoop/noun;lang/adj;regenjas/noun;vrouw/noun;zwart/noun	5	inkoop/noun;lang/adj;regenjas/noun;vrouw/noun;zwart/noun	5	Albanees/adj;inkoop/noun;lang/adj;regenjas/noun;vrouw/noun;zwart/noun	6	aan/adv;het/det;in/prep;inkoop/noun;lang/adj;regenjas/noun;vrouw/noun;zij/adv;zwart/noun	9	aan/adv;het/det;in/prep;inkoop/noun;lang/adj;regenjas/noun;vrouw/noun;zij/adv;zwart/noun	9	Albanees/adj;aan/adv;het/det;hun/det;in/prep;inkoop/noun;lang/adj;regenjas/noun;vrouw/noun;zij/adv;zwart/noun	11	lang/adj;regenjas/noun;vrouw/noun	3	lang/adj;regenjas/noun;vrouw/noun	3	Albanees/adj;lang/adj;regenjas/noun;vrouw/noun	4	aan/adv;in/prep;lang/adj;regenjas/noun;vrouw/noun;zij/adv	6	aan/adv;in/prep;lang/adj;regenjas/noun;vrouw/noun;zij/adv	6	Albanees/adj;aan/adv;hun/det;in/prep;lang/adj;regenjas/noun;vrouw/noun;zij/adv	8
