_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress
haken.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.256015806936992	-0.04018553583380972	NA	NA	BOW	nobound	302	lex	3_3	1	no	FOC	302	all	4_4	238	haken	NA
haken.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.004401655870768883	-0.20506794132214884	NA	NA	BOW	nobound	382	all	3_3	1	weight	5000	5000	nav	4_4	251	haken	NA
haken.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	0.02492014190803284	-0.22967286987103572	NA	NA	BOW	nobound	382	all	3_3	1	weight	5000	5000	all	4_4	251	haken	NA
haken.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.04829919654918171	-0.08211205355721693	NA	NA	BOW	nobound	382	all	3_3	1	weight	FOC	160	nav	4_4	251	haken	NA
haken.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.03420791091832639	-0.08747020787351804	NA	NA	BOW	nobound	382	all	3_3	1	weight	FOC	382	all	4_4	251	haken	NA
haken.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.10463811717553818	-0.22480542242168475	NA	NA	BOW	nobound	382	all	3_3	1	selection	5000	5000	nav	4_4	251	haken	NA
haken.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	0.26518316269806547	-0.2783521872661469	NA	NA	BOW	nobound	382	all	3_3	1	selection	5000	5000	all	4_4	251	haken	NA
haken.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.0026545417237931095	-0.00608191443352773	NA	NA	BOW	nobound	382	all	3_3	1	selection	FOC	160	nav	4_4	251	haken	NA
haken.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.013031563136472368	-0.009888295986150725	NA	NA	BOW	nobound	382	all	3_3	1	selection	FOC	382	all	4_4	251	haken	NA
haken.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	0.13353645650218984	-0.23503011629343695	NA	NA	BOW	nobound	486	all	3_3	1	no	5000	5000	nav	4_4	251	haken	NA
haken.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	0.30212418259726903	-0.23509395615152281	NA	NA	BOW	nobound	486	all	3_3	1	no	5000	5000	all	4_4	251	haken	NA
haken.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	-0.007005604607658386	0.11043029648783749	NA	NA	BOW	nobound	486	all	3_3	1	no	FOC	211	nav	4_4	251	haken	NA
haken.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	0.0011791877828609537	0.10961746885112877	NA	NA	BOW	nobound	486	all	3_3	1	no	FOC	486	all	4_4	251	haken	NA
haken.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	0.4797616042866181	-0.04641420198691678	NA	group1	dependency	bound	175	NA	NA	1	weight	5000	5000	nav	4_4	222	haken	NA
haken.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	0.5254631195389586	-0.11398366853182564	NA	group1	dependency	bound	175	NA	NA	1	weight	5000	5000	all	4_4	222	haken	NA
haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	0.4514558365735058	0.13025226638060755	NA	group1	dependency	bound	175	NA	NA	1	weight	FOC	66	nav	4_4	222	haken	NA
haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	0.38141721806752943	0.1158036384342669	NA	group1	dependency	bound	175	NA	NA	1	weight	FOC	175	all	4_4	222	haken	NA
haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	0.5226955063323785	-0.022257840718107037	NA	group1	dependency	bound	175	NA	NA	1	selection	5000	5000	nav	4_4	222	haken	NA
haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	0.5624495791574669	-0.0870985477200355	NA	group1	dependency	bound	175	NA	NA	1	selection	5000	5000	all	4_4	222	haken	NA
haken.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	0.48144737246689023	0.08063767044521492	NA	group1	dependency	bound	175	NA	NA	1	selection	FOC	66	nav	4_4	222	haken	NA
haken.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	0.3941459167869804	0.09133763556663904	NA	group1	dependency	bound	175	NA	NA	1	selection	FOC	175	all	4_4	222	haken	NA
haken.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	0.5177939586932878	-0.001994279463977864	NA	group1	dependency	bound	247	NA	NA	1	no	5000	5000	nav	4_4	230	haken	NA
haken.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	0.5674170753851161	-0.07502422643480239	NA	group1	dependency	bound	247	NA	NA	1	no	5000	5000	all	4_4	230	haken	NA
haken.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	0.46935276054655856	0.11754363731697252	NA	group1	dependency	bound	247	NA	NA	1	no	FOC	92	nav	4_4	230	haken	NA
haken.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	0.3786475864228492	0.14283571909350115	NA	group1	dependency	bound	247	NA	NA	1	no	FOC	247	all	4_4	230	haken	NA
haken.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	0.07696171938581041	-0.15826644887509497	NA	group2	dependency	bound	266	NA	NA	1	weight	5000	5000	nav	4_4	243	haken	NA
haken.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	0.08274074272054073	-0.19501817381449998	NA	group2	dependency	bound	266	NA	NA	1	weight	5000	5000	all	4_4	243	haken	NA
haken.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	0.07040646020927083	-0.04797898844718868	NA	group2	dependency	bound	266	NA	NA	1	weight	FOC	124	nav	4_4	243	haken	NA
haken.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	0.07437960939075154	-0.06303983673413556	NA	group2	dependency	bound	266	NA	NA	1	weight	FOC	266	all	4_4	243	haken	NA
haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	0.19265044145552485	-0.09221945725730053	NA	group2	dependency	bound	266	NA	NA	1	selection	5000	5000	nav	4_4	243	haken	NA
haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	0.35124722129026614	-0.16106040851681974	NA	group2	dependency	bound	266	NA	NA	1	selection	5000	5000	all	4_4	243	haken	NA
haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	0.14000550212734988	0.015260812748290688	NA	group2	dependency	bound	266	NA	NA	1	selection	FOC	124	nav	4_4	243	haken	NA
haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	0.13438006178810763	-0.0022417057717098185	NA	group2	dependency	bound	266	NA	NA	1	selection	FOC	266	all	4_4	243	haken	NA
haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	0.19806369078751762	-0.07654145869134839	NA	group2	dependency	bound	394	NA	NA	1	no	5000	5000	nav	4_4	246	haken	NA
haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	0.3677700674737346	-0.15574085749446911	NA	group2	dependency	bound	394	NA	NA	1	no	5000	5000	all	4_4	246	haken	NA
haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	0.14336376809198312	0.023965744268353864	NA	group2	dependency	bound	394	NA	NA	1	no	FOC	190	nav	4_4	246	haken	NA
haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	0.13296225999274258	0.00859793849454434	NA	group2	dependency	bound	394	NA	NA	1	no	FOC	394	all	4_4	246	haken	NA
haken.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	0.10525980292502364	-0.15297440918739402	selection2	NA	dependency	bound	342	NA	NA	1	weight	5000	5000	nav	4_4	245	haken	0.23720692246927083
haken.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	0.1237122810985081	-0.17913125810990135	selection2	NA	dependency	bound	342	NA	NA	1	weight	5000	5000	all	4_4	245	haken	0.2538888784349104
haken.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	0.05931528094153724	-0.045783317427321876	selection2	NA	dependency	bound	342	NA	NA	1	weight	FOC	147	nav	4_4	245	haken	0.24205726091113544
haken.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	0.05967509499975884	-0.041795194343812334	selection2	NA	dependency	bound	342	NA	NA	1	weight	FOC	342	all	4_4	245	haken	0.2264017945545054
haken.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	0.23009342983785855	-0.0352757856713794	selection2	NA	dependency	bound	342	NA	NA	1	selection	5000	5000	nav	4_4	245	haken	0.24809959317326893
haken.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	0.3819040946478442	-0.09425811996372237	selection2	NA	dependency	bound	342	NA	NA	1	selection	5000	5000	all	4_4	245	haken	0.230222037270242
haken.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	0.11645541975234323	0.03988126650452685	selection2	NA	dependency	bound	342	NA	NA	1	selection	FOC	147	nav	4_4	245	haken	0.24175070607135737
haken.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	0.10522619169227287	0.03514525684993256	selection2	NA	dependency	bound	342	NA	NA	1	selection	FOC	342	all	4_4	245	haken	0.23139491923080854
haken.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	0.22383267297054799	0.01964326859369724	selection2	NA	dependency	bound	545	NA	NA	1	no	5000	5000	nav	4_4	247	haken	0.2519400496488303
haken.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	0.37159244308419226	-0.06568175710935793	selection2	NA	dependency	bound	545	NA	NA	1	no	5000	5000	all	4_4	247	haken	0.24558367229663483
haken.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	0.11548370885232077	0.06992431290108964	selection2	NA	dependency	bound	545	NA	NA	1	no	FOC	262	nav	4_4	247	haken	0.2493378259082953
haken.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	0.09513203848756345	0.0700136005568904	selection2	NA	dependency	bound	545	NA	NA	1	no	FOC	545	all	4_4	247	haken	0.23090732686823703
haken.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	0.07855159929345382	-0.10221238924123167	selection3	NA	dependency	bound	442	NA	NA	1	weight	5000	5000	nav	4_4	247	haken	0.23005351728243872
haken.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	0.08573331060514913	-0.12473537691979533	selection3	NA	dependency	bound	442	NA	NA	1	weight	5000	5000	all	4_4	247	haken	0.24707757141231285
haken.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	0.008727084951128379	0.018341686144432906	selection3	NA	dependency	bound	442	NA	NA	1	weight	FOC	199	nav	4_4	247	haken	0.22389425917186453
haken.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	0.021090550155385	0.008331460571510917	selection3	NA	dependency	bound	442	NA	NA	1	weight	FOC	442	all	4_4	247	haken	0.2135086846476063
haken.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	0.2215283614353303	0.02837831201604849	selection3	NA	dependency	bound	442	NA	NA	1	selection	5000	5000	nav	4_4	247	haken	0.2462491156037435
haken.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	0.36180186531306785	-0.032822444437337575	selection3	NA	dependency	bound	442	NA	NA	1	selection	5000	5000	all	4_4	247	haken	0.24346408400106676
haken.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	0.06860692768655187	0.0903754012199974	selection3	NA	dependency	bound	442	NA	NA	1	selection	FOC	199	nav	4_4	247	haken	0.2218615885800938
haken.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	0.06878077528773055	0.08362437935659577	selection3	NA	dependency	bound	442	NA	NA	1	selection	FOC	442	all	4_4	247	haken	0.21432496220050035
haken.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	0.20781119695542802	0.18813161374692192	selection3	NA	dependency	bound	803	NA	NA	1	no	5000	5000	nav	4_4	247	haken	0.2339998967562955
haken.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	0.3440760421902764	0.17341078414618571	selection3	NA	dependency	bound	803	NA	NA	1	no	5000	5000	all	4_4	247	haken	0.24905314237211743
haken.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	0.05502304427866038	0.1527237162152395	selection3	NA	dependency	bound	803	NA	NA	1	no	FOC	411	nav	4_4	247	haken	0.21877361499076786
haken.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	0.048061542840954805	0.15387872631459099	selection3	NA	dependency	bound	803	NA	NA	1	no	FOC	803	all	4_4	247	haken	0.2077378563465681
haken.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	0.07855159929345659	-0.10221238924122744	weight	NA	dependency	bound	442	NA	NA	1	weight	5000	5000	nav	4_4	247	haken	0.23005351728243872
haken.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	0.08573331060476168	-0.12473537692018268	weight	NA	dependency	bound	442	NA	NA	1	weight	5000	5000	all	4_4	247	haken	0.24707757141231285
haken.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	0.008727084951128367	0.01834168614443291	weight	NA	dependency	bound	442	NA	NA	1	weight	FOC	199	nav	4_4	247	haken	0.22389425917186453
haken.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	0.021090550155383747	0.008331460571514326	weight	NA	dependency	bound	442	NA	NA	1	weight	FOC	442	all	4_4	247	haken	0.2135086846476063
haken.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	0.2199427303428176	-0.012269542961663804	weight	NA	dependency	bound	442	NA	NA	1	selection	5000	5000	nav	4_4	247	haken	0.24639155378610167
haken.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	0.3687398129837954	-0.0704001973327327	weight	NA	dependency	bound	442	NA	NA	1	selection	5000	5000	all	4_4	247	haken	0.22971943552383825
haken.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	0.0881961913120594	0.048109666870883604	weight	NA	dependency	bound	442	NA	NA	1	selection	FOC	199	nav	4_4	247	haken	0.23093247699905192
haken.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.0867815736692565	0.0450263832794168	weight	NA	dependency	bound	442	NA	NA	1	selection	FOC	442	all	4_4	247	haken	0.22400048145494456
haken.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	0.202918852051142	0.06790375471850901	weight	NA	dependency	bound	803	NA	NA	1	no	5000	5000	nav	4_4	247	haken	0.2374200025301709
haken.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	0.363293548230247	-0.0055799616763934365	weight	NA	dependency	bound	803	NA	NA	1	no	5000	5000	all	4_4	247	haken	0.23776443190228538
haken.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	0.07925047756908736	0.08431935173845018	weight	NA	dependency	bound	803	NA	NA	1	no	FOC	411	nav	4_4	247	haken	0.23146813858767437
haken.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	0.07448133921110836	0.08224356291059673	weight	NA	dependency	bound	803	NA	NA	1	no	FOC	803	all	4_4	247	haken	0.21786739897025406
