_id	_cws.geldig.foc10.nav.weight.bound	_count.geldig.foc10.nav.weight.bound	_cws.geldig.foc10.nav.selection.bound	_count.geldig.foc10.nav.selection.bound	_cws.geldig.foc10.nav.no.bound	_count.geldig.foc10.nav.no.bound	_cws.geldig.foc10.all.weight.bound	_count.geldig.foc10.all.weight.bound	_cws.geldig.foc10.all.selection.bound	_count.geldig.foc10.all.selection.bound	_cws.geldig.foc10.all.no.bound	_count.geldig.foc10.all.no.bound	_cws.geldig.foc5.nav.weight.bound	_count.geldig.foc5.nav.weight.bound	_cws.geldig.foc5.nav.selection.bound	_count.geldig.foc5.nav.selection.bound	_cws.geldig.foc5.nav.no.bound	_count.geldig.foc5.nav.no.bound	_cws.geldig.foc5.all.weight.bound	_count.geldig.foc5.all.weight.bound	_cws.geldig.foc5.all.selection.bound	_count.geldig.foc5.all.selection.bound	_cws.geldig.foc5.all.no.bound	_count.geldig.foc5.all.no.bound
geldig/adj/de_morgen_19990527_01_48/71	12/noun;5/noun;ben/verb;getuigenis/noun;juni/noun	5	12/noun;5/noun;ben/verb;getuigenis/noun;juni/noun	5	12/noun;5/noun;ben/verb;getuigenis/noun;juni/noun	5	12/noun;5/noun;ben/verb;getuigenis/noun;juni/noun;niet/adv;nog/adv;tot/prep;voor/prep	9	12/noun;5/noun;ben/verb;getuigenis/noun;juni/noun;niet/adv;nog/adv;tot/prep;voor/prep	9	12/noun;5/noun;ben/verb;getuigenis/noun;juni/noun;niet/adv;nog/adv;tot/prep;voor/prep	9	12/noun;ben/verb	2	12/noun;ben/verb	2	12/noun;ben/verb	2	12/noun;ben/verb;niet/adv;nog/adv	4	12/noun;ben/verb;niet/adv;nog/adv	4	12/noun;ben/verb;niet/adv;nog/adv	4
geldig/adj/de_morgen_20030311_01_108/605	19/noun;ben/verb;dag/noun;euro/noun;maart/noun	5	19/noun;ben/verb;dag/noun;euro/noun;maart/noun	5	19/noun;ben/verb;dag/noun;euro/noun;maart/noun	5	19/noun;ben/verb;dag/noun;die/pron;een/det;euro/noun;maart/noun;tot/prep;voor/prep	9	19/noun;ben/verb;dag/noun;die/pron;een/det;euro/noun;maart/noun;tot/prep;voor/prep	9	19/noun;ben/verb;dag/noun;die/pron;een/det;euro/noun;maart/noun;tot/prep;voor/prep	9	19/noun;ben/verb;euro/noun	3	19/noun;ben/verb;euro/noun	3	19/noun;ben/verb;euro/noun	3	19/noun;ben/verb;die/pron;een/det;euro/noun;tot/prep;voor/prep	7	19/noun;ben/verb;die/pron;een/det;euro/noun;tot/prep;voor/prep	7	19/noun;ben/verb;die/pron;een/det;euro/noun;tot/prep;voor/prep	7
geldig/adj/de_morgen_20040518_01_104/315	Ivorianen/noun;kan/verb;leg_voor/verb;mag/verb;rijbewijs/noun	5	Ivorianen/noun;kan/verb;leg_voor/verb;mag/verb;rijbewijs/noun	5	Ivorianen/noun;kan/verb;leg_voor/verb;mag/verb;rijbewijs/noun	5	Ivorianen/noun;dus/adv;geen/det;kan/verb;leg_voor/verb;mag/verb;rijbewijs/noun	7	Ivorianen/noun;dus/adv;geen/det;kan/verb;leg_voor/verb;mag/verb;rijbewijs/noun	7	Ivorianen/noun;dus/adv;geen/det;kan/verb;leg_voor/verb;mag/verb;rijbewijs/noun	7	Ivorianen/noun;kan/verb;leg_voor/verb;mag/verb;rijbewijs/noun	5	Ivorianen/noun;kan/verb;leg_voor/verb;mag/verb;rijbewijs/noun	5	Ivorianen/noun;kan/verb;leg_voor/verb;mag/verb;rijbewijs/noun	5	Ivorianen/noun;dus/adv;geen/det;kan/verb;leg_voor/verb;mag/verb;rijbewijs/noun	7	Ivorianen/noun;dus/adv;geen/det;kan/verb;leg_voor/verb;mag/verb;rijbewijs/noun	7	Ivorianen/noun;dus/adv;geen/det;kan/verb;leg_voor/verb;mag/verb;rijbewijs/noun	7
geldig/adj/de_morgen_20010112_01_105/142	New/adj;Yorkse/adj;metro/noun;misdadiger/noun;vervoer_bewijs/noun;word/verb	6	New/adj;Yorkse/adj;metro/noun;misdadiger/noun;vervoer_bewijs/noun;word/verb	6	New/adj;Yorkse/adj;metro/noun;misdadiger/noun;vervoer_bewijs/noun;word/verb	6	New/adj;Yorkse/adj;een/det;metro/noun;misdadiger/noun;vervoer_bewijs/noun;word/verb;zonder/prep	8	New/adj;Yorkse/adj;een/det;metro/noun;misdadiger/noun;vervoer_bewijs/noun;word/verb;zonder/prep	8	New/adj;Yorkse/adj;een/det;metro/noun;misdadiger/noun;vervoer_bewijs/noun;word/verb;zonder/prep	8	metro/noun;vervoer_bewijs/noun	2	metro/noun;vervoer_bewijs/noun	2	metro/noun;vervoer_bewijs/noun	2	metro/noun;vervoer_bewijs/noun;zonder/prep	3	metro/noun;vervoer_bewijs/noun;zonder/prep	3	metro/noun;vervoer_bewijs/noun;zonder/prep	3
geldig/adj/de_morgen_20021212_01_38/694	ben/verb;land/noun;schrijf_uit/verb;voorschrift/noun	4	ben/verb;land/noun;schrijf_uit/verb;voorschrift/noun	4	ben/verb;land/noun;schrijf_uit/verb;voorschrift/noun	4	beide/det;ben/verb;die/pron;land/noun;schrijf_uit/verb;voorschrift/noun	6	beide/det;ben/verb;die/pron;land/noun;schrijf_uit/verb;voorschrift/noun	6	beide/det;ben/verb;die/pron;land/noun;schrijf_uit/verb;voorschrift/noun	6	ben/verb;land/noun;schrijf_uit/verb	3	ben/verb;land/noun;schrijf_uit/verb	3	ben/verb;land/noun;schrijf_uit/verb	3	beide/det;ben/verb;die/pron;land/noun;schrijf_uit/verb	5	beide/det;ben/verb;die/pron;land/noun;schrijf_uit/verb	5	beide/det;ben/verb;die/pron;land/noun;schrijf_uit/verb	5
geldig/adj/de_morgen_20010330_01_37/13	alibi/noun	1	alibi/noun	1	alibi/noun	1	alibi/noun;een/det;voor/prep	3	alibi/noun;een/det;voor/prep	3	alibi/noun;een/det;voor/prep	3	alibi/noun	1	alibi/noun	1	alibi/noun	1	alibi/noun;een/det;voor/prep	3	alibi/noun;een/det;voor/prep	3	alibi/noun;een/det;voor/prep	3
geldig/adj/de_morgen_20010809_01_43/372	arbeid_vergunning/noun;heb/verb;immigrant/noun;kom_binnen/verb;mag/verb	5	arbeid_vergunning/noun;heb/verb;immigrant/noun;kom_binnen/verb;mag/verb	5	arbeid_vergunning/noun;heb/verb;immigrant/noun;kom_binnen/verb;mag/verb	5	arbeid_vergunning/noun;een/det;heb/verb;immigrant/noun;kom_binnen/verb;mag/verb;ze/pron	7	arbeid_vergunning/noun;een/det;heb/verb;immigrant/noun;kom_binnen/verb;mag/verb;ze/pron	7	arbeid_vergunning/noun;een/det;heb/verb;immigrant/noun;kom_binnen/verb;mag/verb;ze/pron	7	arbeid_vergunning/noun;heb/verb;kom_binnen/verb;mag/verb	4	arbeid_vergunning/noun;heb/verb;kom_binnen/verb;mag/verb	4	arbeid_vergunning/noun;heb/verb;kom_binnen/verb;mag/verb	4	arbeid_vergunning/noun;een/det;heb/verb;kom_binnen/verb;mag/verb;ze/pron	6	arbeid_vergunning/noun;een/det;heb/verb;kom_binnen/verb;mag/verb;ze/pron	6	arbeid_vergunning/noun;een/det;heb/verb;kom_binnen/verb;mag/verb;ze/pron	6
geldig/adj/de_morgen_20010130_01_96/419	arrestatiebevel/noun;ben/verb;land/noun;vervangen/adj;zal/verb	5	arrestatiebevel/noun;ben/verb;land/noun;vervangen/adj;zal/verb	5	arrestatiebevel/noun;ben/verb;land/noun;vervangen/adj;zal/verb	5	alle/det;arrestatiebevel/noun;ben/verb;die/pron;land/noun;vervangen/adj;zal/verb	7	alle/det;arrestatiebevel/noun;ben/verb;die/pron;land/noun;vervangen/adj;zal/verb	7	alle/det;arrestatiebevel/noun;ben/verb;die/pron;land/noun;vervangen/adj;zal/verb	7	ben/verb;land/noun;zal/verb	3	ben/verb;land/noun;zal/verb	3	ben/verb;land/noun;zal/verb	3	alle/det;ben/verb;land/noun;zal/verb	4	alle/det;ben/verb;land/noun;zal/verb	4	alle/det;ben/verb;land/noun;zal/verb	4
geldig/adj/de_morgen_20030131_01_75/219	ben/verb;huwelijk/noun;peuter_los/verb;zal/verb	4	ben/verb;huwelijk/noun;peuter_los/verb;zal/verb	4	ben/verb;huwelijk/noun;peuter_los/verb;zal/verb	4	ben/verb;huwelijk/noun;niet/adv;peuter_los/verb;zal/verb	5	ben/verb;huwelijk/noun;niet/adv;peuter_los/verb;zal/verb	5	ben/verb;huwelijk/noun;niet/adv;peuter_los/verb;zal/verb	5	ben/verb;huwelijk/noun;zal/verb	3	ben/verb;huwelijk/noun;zal/verb	3	ben/verb;huwelijk/noun;zal/verb	3	ben/verb;huwelijk/noun;niet/adv;zal/verb	4	ben/verb;huwelijk/noun;niet/adv;zal/verb	4	ben/verb;huwelijk/noun;niet/adv;zal/verb	4
geldig/adj/de_morgen_20011009_01_104/116	ben/verb;bestemming/noun;tarief/noun;voorwaarde/noun	4	ben/verb;bestemming/noun;tarief/noun;voorwaarde/noun	4	ben/verb;bestemming/noun;tarief/noun;voorwaarde/noun	4	ben/verb;bestemming/noun;elk/det;tarief/noun;voor/prep;voorwaarde/noun	6	ben/verb;bestemming/noun;elk/det;tarief/noun;voor/prep;voorwaarde/noun	6	ben/verb;bestemming/noun;elk/det;tarief/noun;voor/prep;voorwaarde/noun	6	ben/verb;bestemming/noun;tarief/noun	3	ben/verb;bestemming/noun;tarief/noun	3	ben/verb;bestemming/noun;tarief/noun	3	ben/verb;bestemming/noun;elk/det;tarief/noun	4	ben/verb;bestemming/noun;elk/det;tarief/noun	4	ben/verb;bestemming/noun;elk/det;tarief/noun	4
geldig/adj/de_morgen_20041113_01_19/447	blijf/verb;congres/noun;land/noun;onverminderd/adj	4	blijf/verb;congres/noun;land/noun;onverminderd/adj	4	blijf/verb;congres/noun;land/noun;onverminderd/adj	4	blijf/verb;congres/noun;dit/det;land/noun;na/prep;onverminderd/adj;ook/adv	7	blijf/verb;congres/noun;dit/det;land/noun;na/prep;onverminderd/adj;ook/adv	7	blijf/verb;congres/noun;dit/det;land/noun;na/prep;onverminderd/adj;ook/adv	7	congres/noun;onverminderd/adj	2	congres/noun;onverminderd/adj	2	congres/noun;onverminderd/adj	2	congres/noun;na/prep;onverminderd/adj;ook/adv	4	congres/noun;na/prep;onverminderd/adj;ook/adv	4	congres/noun;na/prep;onverminderd/adj;ook/adv	4
geldig/adj/de_morgen_20010830_01_77/625	'99/noun;analyse/noun;ben/verb	3	'99/noun;analyse/noun;ben/verb	3	'99/noun;analyse/noun;ben/verb	3	'99/noun;altijd/adv;analyse/noun;anderzijds/adv;ben/verb;die/pron;nog/adv	7	'99/noun;altijd/adv;analyse/noun;anderzijds/adv;ben/verb;die/pron;nog/adv	7	'99/noun;altijd/adv;analyse/noun;anderzijds/adv;ben/verb;die/pron;nog/adv	7	'99/noun	1	'99/noun	1	'99/noun	1	'99/noun;altijd/adv;anderzijds/adv;nog/adv	4	'99/noun;altijd/adv;anderzijds/adv;nog/adv	4	'99/noun;altijd/adv;anderzijds/adv;nog/adv	4
geldig/adj/de_morgen_20030830_01_144/396	aanbod/noun;letter_DIM/noun;oktober/noun;strek/verb;verticaal/adj;voorraad/noun	6	aanbod/noun;letter_DIM/noun;oktober/noun;strek/verb;verticaal/adj;voorraad/noun	6	aanbod/noun;letter_DIM/noun;oktober/noun;strek/verb;verticaal/adj;voorraad/noun	6	aanbod/noun;en/prep;letter_DIM/noun;oktober/noun;strek/verb;tot/prep;verticaal/adj;voorraad/noun;zolang/adv	9	aanbod/noun;en/prep;letter_DIM/noun;oktober/noun;strek/verb;tot/prep;verticaal/adj;voorraad/noun;zolang/adv	9	aanbod/noun;en/prep;letter_DIM/noun;oktober/noun;strek/verb;tot/prep;verticaal/adj;voorraad/noun;zolang/adv	9	aanbod/noun;letter_DIM/noun;oktober/noun;verticaal/adj	4	aanbod/noun;letter_DIM/noun;oktober/noun;verticaal/adj	4	aanbod/noun;letter_DIM/noun;oktober/noun;verticaal/adj	4	aanbod/noun;en/prep;letter_DIM/noun;oktober/noun;tot/prep;verticaal/adj	6	aanbod/noun;en/prep;letter_DIM/noun;oktober/noun;tot/prep;verticaal/adj	6	aanbod/noun;en/prep;letter_DIM/noun;oktober/noun;tot/prep;verticaal/adj	6
geldig/adj/de_morgen_19990113_01_146/791	betaal_middel/noun;krediet_kaart/noun;meen/verb;word/verb	4	betaal_middel/noun;krediet_kaart/noun;meen/verb;word/verb	4	betaal_middel/noun;krediet_kaart/noun;meen/verb;word/verb	4	betaal_middel/noun;een/det;krediet_kaart/noun;meen/verb;word/verb	5	betaal_middel/noun;een/det;krediet_kaart/noun;meen/verb;word/verb	5	betaal_middel/noun;een/det;krediet_kaart/noun;meen/verb;word/verb	5	betaal_middel/noun;krediet_kaart/noun;word/verb	3	betaal_middel/noun;krediet_kaart/noun;word/verb	3	betaal_middel/noun;krediet_kaart/noun;word/verb	3	betaal_middel/noun;een/det;krediet_kaart/noun;word/verb	4	betaal_middel/noun;een/det;krediet_kaart/noun;word/verb	4	betaal_middel/noun;een/det;krediet_kaart/noun;word/verb	4
geldig/adj/de_morgen_20020914_01_21/164	boord_document/noun;chauffeur/noun;tart/verb;verkeer/noun	4	boord_document/noun;chauffeur/noun;tart/verb;verkeer/noun	4	boord_document/noun;chauffeur/noun;tart/verb;verkeer/noun	4	boord_document/noun;chauffeur/noun;tart/verb;verkeer/noun;voor/prep;zonder/prep	6	boord_document/noun;chauffeur/noun;tart/verb;verkeer/noun;voor/prep;zonder/prep	6	boord_document/noun;chauffeur/noun;tart/verb;verkeer/noun;voor/prep;zonder/prep	6	boord_document/noun;tart/verb;verkeer/noun	3	boord_document/noun;tart/verb;verkeer/noun	3	boord_document/noun;tart/verb;verkeer/noun	3	boord_document/noun;tart/verb;verkeer/noun;zonder/prep	4	boord_document/noun;tart/verb;verkeer/noun;zonder/prep	4	boord_document/noun;tart/verb;verkeer/noun;zonder/prep	4
geldig/adj/de_morgen_20031112_01_50/224	heb/verb;krijg/verb;procedure/noun	3	heb/verb;krijg/verb;procedure/noun	3	heb/verb;krijg/verb;procedure/noun	3	een/det;heb/verb;krijg/verb;ook/adv;procedure/noun;ze/pron;zij/pron	7	een/det;heb/verb;krijg/verb;ook/adv;procedure/noun;ze/pron;zij/pron	7	een/det;heb/verb;krijg/verb;ook/adv;procedure/noun;ze/pron;zij/pron	7	heb/verb;krijg/verb;procedure/noun	3	heb/verb;krijg/verb;procedure/noun	3	heb/verb;krijg/verb;procedure/noun	3	een/det;heb/verb;krijg/verb;procedure/noun;zij/pron	5	een/det;heb/verb;krijg/verb;procedure/noun;zij/pron	5	een/det;heb/verb;krijg/verb;procedure/noun;zij/pron	5
geldig/adj/de_morgen_20000111_01_17/344	aantal/noun;detecteer/verb;enquête/noun;internet_gebruiker/noun	4	aantal/noun;detecteer/verb;enquête/noun;internet_gebruiker/noun	4	aantal/noun;detecteer/verb;enquête/noun;internet_gebruiker/noun	4	aantal/noun;af/part;detecteer/verb;enquête/noun;internet_gebruiker/noun;voldoende/det	6	aantal/noun;af/part;detecteer/verb;enquête/noun;internet_gebruiker/noun;voldoende/det	6	aantal/noun;af/part;detecteer/verb;enquête/noun;internet_gebruiker/noun;voldoende/det	6	enquête/noun	1	enquête/noun	1	enquête/noun	1	af/part;enquête/noun;voldoende/det	3	af/part;enquête/noun;voldoende/det	3	af/part;enquête/noun;voldoende/det	3
geldig/adj/de_morgen_19990203_01_208/629	heb/verb;kanaal/noun;vergunning/noun	3	heb/verb;kanaal/noun;vergunning/noun	3	heb/verb;kanaal/noun;vergunning/noun	3	die/pron;een/det;heb/verb;kanaal/noun;niettemin/adv;vergunning/noun	6	die/pron;een/det;heb/verb;kanaal/noun;niettemin/adv;vergunning/noun	6	die/pron;een/det;heb/verb;kanaal/noun;niettemin/adv;vergunning/noun	6	heb/verb;kanaal/noun;vergunning/noun	3	heb/verb;kanaal/noun;vergunning/noun	3	heb/verb;kanaal/noun;vergunning/noun	3	die/pron;heb/verb;kanaal/noun;niettemin/adv;vergunning/noun	5	die/pron;heb/verb;kanaal/noun;niettemin/adv;vergunning/noun	5	die/pron;heb/verb;kanaal/noun;niettemin/adv;vergunning/noun	5
geldig/adj/de_morgen_20000804_01_6/629	Belg/noun;blijf/verb;blijk/verb;geschrapt/adj;nummerplaat/noun;papier/noun;rij_rond/verb;verzekering/noun	8	Belg/noun;blijf/verb;blijk/verb;geschrapt/adj;nummerplaat/noun;papier/noun;rij_rond/verb;verzekering/noun	8	Belg/noun;blijf/verb;blijk/verb;geschrapt/adj;nummerplaat/noun;papier/noun;rij_rond/verb;verzekering/noun	8	Belg/noun;blijf/verb;blijk/verb;geschrapt/adj;nummerplaat/noun;papier/noun;rij_rond/verb;verzekering/noun;zonder/prep	9	Belg/noun;blijf/verb;blijk/verb;geschrapt/adj;nummerplaat/noun;papier/noun;rij_rond/verb;verzekering/noun;zonder/prep	9	Belg/noun;blijf/verb;blijk/verb;geschrapt/adj;nummerplaat/noun;papier/noun;rij_rond/verb;verzekering/noun;zonder/prep	9	blijf/verb;geschrapt/adj;nummerplaat/noun;papier/noun;rij_rond/verb;verzekering/noun	6	blijf/verb;geschrapt/adj;nummerplaat/noun;papier/noun;rij_rond/verb;verzekering/noun	6	blijf/verb;geschrapt/adj;nummerplaat/noun;papier/noun;rij_rond/verb;verzekering/noun	6	blijf/verb;geschrapt/adj;nummerplaat/noun;papier/noun;rij_rond/verb;verzekering/noun;zonder/prep	7	blijf/verb;geschrapt/adj;nummerplaat/noun;papier/noun;rij_rond/verb;verzekering/noun;zonder/prep	7	blijf/verb;geschrapt/adj;nummerplaat/noun;papier/noun;rij_rond/verb;verzekering/noun;zonder/prep	7
geldig/adj/de_morgen_19990928_01_0/389	ben/verb;eenmalig/adj;krijg/verb;verblijf_status/noun	4	ben/verb;eenmalig/adj;krijg/verb;verblijf_status/noun	4	ben/verb;eenmalig/adj;krijg/verb;verblijf_status/noun	4	ben/verb;een/det;eenmalig/adj;geen/det;krijg/verb;verblijf_status/noun	6	ben/verb;een/det;eenmalig/adj;geen/det;krijg/verb;verblijf_status/noun	6	ben/verb;een/det;eenmalig/adj;geen/det;krijg/verb;verblijf_status/noun	6	ben/verb;krijg/verb;verblijf_status/noun	3	ben/verb;krijg/verb;verblijf_status/noun	3	ben/verb;krijg/verb;verblijf_status/noun	3	ben/verb;een/det;krijg/verb;verblijf_status/noun	4	ben/verb;een/det;krijg/verb;verblijf_status/noun	4	ben/verb;een/det;krijg/verb;verblijf_status/noun	4
geldig/adj/de_morgen_20020416_01_49/236	bekoor/verb;ben/verb;bepaal/verb;betaal_terug/verb;jaar/noun;krijg/verb;ontsla/verb;rede/noun;veel/verb;werknemer/noun	10	bekoor/verb;ben/verb;bepaal/verb;betaal_terug/verb;jaar/noun;krijg/verb;ontsla/verb;rede/noun;veel/verb;werknemer/noun	10	bekoor/verb;ben/verb;bepaal/verb;betaal_terug/verb;jaar/noun;krijg/verb;ontsla/verb;rede/noun;veel/verb;werknemer/noun	10	bekoor/verb;ben/verb;bepaal/verb;betaal_terug/verb;die/pron;jaar/noun;krijg/verb;ontsla/verb;rede/noun;veel/verb;werknemer/noun;zonder/prep	12	bekoor/verb;ben/verb;bepaal/verb;betaal_terug/verb;die/pron;jaar/noun;krijg/verb;ontsla/verb;rede/noun;veel/verb;werknemer/noun;zonder/prep	12	bekoor/verb;ben/verb;bepaal/verb;betaal_terug/verb;die/pron;jaar/noun;krijg/verb;ontsla/verb;rede/noun;veel/verb;werknemer/noun;zonder/prep	12	ben/verb;bepaal/verb;ontsla/verb;rede/noun;werknemer/noun	5	ben/verb;bepaal/verb;ontsla/verb;rede/noun;werknemer/noun	5	ben/verb;bepaal/verb;ontsla/verb;rede/noun;werknemer/noun	5	ben/verb;bepaal/verb;die/pron;ontsla/verb;rede/noun;werknemer/noun;zonder/prep	7	ben/verb;bepaal/verb;die/pron;ontsla/verb;rede/noun;werknemer/noun;zonder/prep	7	ben/verb;bepaal/verb;die/pron;ontsla/verb;rede/noun;werknemer/noun;zonder/prep	7
geldig/adj/de_morgen_20020622_01_19/85	ben/verb;euro/noun;jaar/noun;kaart/noun;kost/verb;zal/verb	6	ben/verb;euro/noun;jaar/noun;kaart/noun;kost/verb;zal/verb	6	ben/verb;euro/noun;jaar/noun;kaart/noun;kost/verb;zal/verb	6	ben/verb;euro/noun;jaar/noun;kaart/noun;kost/verb;zal/verb	6	ben/verb;euro/noun;jaar/noun;kaart/noun;kost/verb;zal/verb	6	ben/verb;euro/noun;jaar/noun;kaart/noun;kost/verb;zal/verb	6	ben/verb;euro/noun;jaar/noun;kaart/noun;kost/verb;zal/verb	6	ben/verb;euro/noun;jaar/noun;kaart/noun;kost/verb;zal/verb	6	ben/verb;euro/noun;jaar/noun;kaart/noun;kost/verb;zal/verb	6	ben/verb;euro/noun;jaar/noun;kaart/noun;kost/verb;zal/verb	6	ben/verb;euro/noun;jaar/noun;kaart/noun;kost/verb;zal/verb	6	ben/verb;euro/noun;jaar/noun;kaart/noun;kost/verb;zal/verb	6
geldig/adj/de_morgen_19990125_01_91/1167	lever_op/verb;poging/noun	2	lever_op/verb;poging/noun	2	lever_op/verb;poging/noun	2	lever_op/verb;poging/noun	2	lever_op/verb;poging/noun	2	lever_op/verb;poging/noun	2	lever_op/verb;poging/noun	2	lever_op/verb;poging/noun	2	lever_op/verb;poging/noun	2	lever_op/verb;poging/noun	2	lever_op/verb;poging/noun	2	lever_op/verb;poging/noun	2
geldig/adj/de_morgen_19990127_01_13/42	27/noun;februari/noun;zaterdag/noun	3	27/noun;februari/noun;zaterdag/noun	3	27/noun;februari/noun;zaterdag/noun	3	27/noun;en/prep;februari/noun;tot/prep;zaterdag/noun	5	27/noun;en/prep;februari/noun;tot/prep;zaterdag/noun	5	27/noun;en/prep;februari/noun;tot/prep;zaterdag/noun	5	27/noun;zaterdag/noun	2	27/noun;zaterdag/noun	2	27/noun;zaterdag/noun	2	27/noun;en/prep;tot/prep;zaterdag/noun	4	27/noun;en/prep;tot/prep;zaterdag/noun	4	27/noun;en/prep;tot/prep;zaterdag/noun	4
geldig/adj/de_morgen_20031203_01_117/931	blijf/verb;normaal/adj	2	blijf/verb;normaal/adj	2	blijf/verb;normaal/adj	2	altijd/adv;blijf/verb;normaal/adj	3	altijd/adv;blijf/verb;normaal/adj	3	altijd/adv;blijf/verb;normaal/adj	3	blijf/verb;normaal/adj	2	blijf/verb;normaal/adj	2	blijf/verb;normaal/adj	2	altijd/adv;blijf/verb;normaal/adj	3	altijd/adv;blijf/verb;normaal/adj	3	altijd/adv;blijf/verb;normaal/adj	3
geldig/adj/de_morgen_20030726_01_64/786	dag/noun;heel/adj;kade/noun;koop/verb	4	dag/noun;heel/adj;kade/noun;koop/verb	4	dag/noun;heel/adj;kade/noun;koop/verb	4	dag/noun;een/det;heel/adj;kade/noun;koop/verb;voor/prep	6	dag/noun;een/det;heel/adj;kade/noun;koop/verb;voor/prep	6	dag/noun;een/det;heel/adj;kade/noun;koop/verb;voor/prep	6	dag/noun;heel/adj;kade/noun;koop/verb	4	dag/noun;heel/adj;kade/noun;koop/verb	4	dag/noun;heel/adj;kade/noun;koop/verb	4	dag/noun;een/det;heel/adj;kade/noun;koop/verb;voor/prep	6	dag/noun;een/det;heel/adj;kade/noun;koop/verb;voor/prep	6	dag/noun;een/det;heel/adj;kade/noun;koop/verb;voor/prep	6
geldig/adj/de_morgen_20010505_01_13/544	ben/verb;bezit/noun;document/noun;kan/verb;mens/noun;wijs_uit/verb;word/verb	7	ben/verb;bezit/noun;document/noun;kan/verb;mens/noun;wijs_uit/verb;word/verb	7	ben/verb;bezit/noun;document/noun;kan/verb;mens/noun;wijs_uit/verb;word/verb	7	ben/verb;bezit/noun;die/pron;document/noun;kan/verb;mens/noun;niet/adv;wijs_uit/verb;word/verb	9	ben/verb;bezit/noun;die/pron;document/noun;kan/verb;mens/noun;niet/adv;wijs_uit/verb;word/verb	9	ben/verb;bezit/noun;die/pron;document/noun;kan/verb;mens/noun;niet/adv;wijs_uit/verb;word/verb	9	ben/verb;bezit/noun;document/noun;wijs_uit/verb;word/verb	5	ben/verb;bezit/noun;document/noun;wijs_uit/verb;word/verb	5	ben/verb;bezit/noun;document/noun;wijs_uit/verb;word/verb	5	ben/verb;bezit/noun;document/noun;wijs_uit/verb;word/verb	5	ben/verb;bezit/noun;document/noun;wijs_uit/verb;word/verb	5	ben/verb;bezit/noun;document/noun;wijs_uit/verb;word/verb	5
geldig/adj/de_morgen_19991022_01_61/291	ben/verb;blijf/verb;onverminderd/adj;vonnis/noun	4	ben/verb;blijf/verb;onverminderd/adj;vonnis/noun	4	ben/verb;blijf/verb;onverminderd/adj;vonnis/noun	4	ben/verb;blijf/verb;onverminderd/adj;vonnis/noun	4	ben/verb;blijf/verb;onverminderd/adj;vonnis/noun	4	ben/verb;blijf/verb;onverminderd/adj;vonnis/noun	4	blijf/verb;onverminderd/adj;vonnis/noun	3	blijf/verb;onverminderd/adj;vonnis/noun	3	blijf/verb;onverminderd/adj;vonnis/noun	3	blijf/verb;onverminderd/adj;vonnis/noun	3	blijf/verb;onverminderd/adj;vonnis/noun	3	blijf/verb;onverminderd/adj;vonnis/noun	3
geldig/adj/de_morgen_20020713_01_42/787	aanbieding/noun;ben/verb;hoog_seizoen/noun	3	aanbieding/noun;ben/verb;hoog_seizoen/noun	3	aanbieding/noun;ben/verb;hoog_seizoen/noun	3	aanbieding/noun;ben/verb;hoog_seizoen/noun;ook/adv;tot/prep	5	aanbieding/noun;ben/verb;hoog_seizoen/noun;ook/adv;tot/prep	5	aanbieding/noun;ben/verb;hoog_seizoen/noun;ook/adv;tot/prep	5	aanbieding/noun;ben/verb;hoog_seizoen/noun	3	aanbieding/noun;ben/verb;hoog_seizoen/noun	3	aanbieding/noun;ben/verb;hoog_seizoen/noun	3	aanbieding/noun;ben/verb;hoog_seizoen/noun;ook/adv	4	aanbieding/noun;ben/verb;hoog_seizoen/noun;ook/adv	4	aanbieding/noun;ben/verb;hoog_seizoen/noun;ook/adv	4
geldig/adj/de_standaard_20000801_01_47/165	9/noun;ben/verb;feest_dag/noun;ticket/noun;uur/noun;werk_dag/noun	6	9/noun;ben/verb;feest_dag/noun;ticket/noun;uur/noun;werk_dag/noun	6	9/noun;ben/verb;feest_dag/noun;ticket/noun;uur/noun;werk_dag/noun	6	9/noun;ben/verb;feest_dag/noun;niet/adv;slechts/adv;ticket/noun;tijdens/prep;uur/noun;vanaf/prep;werk_dag/noun	10	9/noun;ben/verb;feest_dag/noun;niet/adv;slechts/adv;ticket/noun;tijdens/prep;uur/noun;vanaf/prep;werk_dag/noun	10	9/noun;ben/verb;feest_dag/noun;niet/adv;slechts/adv;ticket/noun;tijdens/prep;uur/noun;vanaf/prep;werk_dag/noun	10	9/noun;ben/verb;uur/noun;werk_dag/noun	4	9/noun;ben/verb;uur/noun;werk_dag/noun	4	9/noun;ben/verb;uur/noun;werk_dag/noun	4	9/noun;ben/verb;niet/adv;slechts/adv;tijdens/prep;uur/noun;vanaf/prep;werk_dag/noun	8	9/noun;ben/verb;niet/adv;slechts/adv;tijdens/prep;uur/noun;vanaf/prep;werk_dag/noun	8	9/noun;ben/verb;niet/adv;slechts/adv;tijdens/prep;uur/noun;vanaf/prep;werk_dag/noun	8
