_id	model.x	model.y	pos	cwfreq	ppmi_S	noncue	cue	a1	a2	b	b1	c1	c2	c3	d	other	a1_cue	a2_cue	b_cue	b1_cue	c1_cue	c2_cue	c3_cue	d_cue	other_cue
order/N	-0.23153364368040352	0.07582649936198324	N	1	0	1	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
organization/N	-0.024311238239340498	0.09922614583621543	N	4	2.0795612	1	3	0	2	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
orthodox/J	0.3044312114143595	0.11055409778343758	J	3	4.0105457	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
other/J	-0.1551992118238605	0.027988555506189002	J	2	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
ought/V	0.37849670606359664	-0.24098447935815065	V	1	2.9809263	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
own/N	-0.15375486833737897	0.03958338340049026	N	1	0	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
painless/J	0.4219290204442458	-0.19759188078657092	J	1	3.6740735	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
pale/J	-0.3258935444215101	-0.3274628004414965	J	1	1.161768	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
park/N	-0.06857807902337562	-0.15148404442340493	N	2	1.0179017	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
particular/J	-0.1541434713079425	0.13896154186703022	J	1	0.8349951	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pass/V	-0.24550905143646504	-0.07140101691105669	V	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
past/J	-0.07285445565388408	-0.06893918675902377	J	4	1.5074036	1	3	0	1	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0
pastor/N	0.20369885062374174	-0.0791982881057567	N	1	3.3376014	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
peeling/J	0.4918603132284101	-0.2112455410755054	J	1	4.772686	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
pennsylvania/N	0.01601160230133975	-0.20792387189595685	N	1	1.0838064	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
percent/N	-0.052106560597343844	0.17739429960092723	N	4	1.3026623	4	0	0	0	4	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
period/N	-0.10672106263660193	0.08219392447665844	N	2	1.2455903	2	0	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
periodic/J	0.1606724447198707	0.43884104707433325	J	1	2.6932442	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
perpetual/J	0.4397932943535029	-0.18638104066587982	J	1	3.6740735	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
person/N	-0.09297299550766529	0.023391540654942495	N	2	1.151238	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
pervade/V	0.4544068483589447	0.22351850316937522	V	1	4.367221	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
philanthropic/J	0.423380495679846	0.06298630178852875	J	1	3.6740735	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
phrase/N	-0.03672838256933953	-0.3334388020340796	N	1	1.3714885	1	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
pioneer/V	0.38726553353788196	-0.07268284764395751	V	1	4.367221	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
pittsburgh/N	0.1266246690444144	-0.19097585209312415	N	2	2.287779	2	0	0	0	2	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
place/N	-0.21411556033717136	-0.06185366521199342	N	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
plan/N	-0.08624461898840793	0.043995620161171554	N	1	0.6242741	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
plan/V	-0.05257508797830555	-0.039330256216125195	V	1	0.29534903	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
planned/J	0.11309803519985262	0.4342277507351655	J	1	2.5754614	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
pledge/N	0.34844294509976764	0.0660472884881209	N	1	3.163248	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
point/V	-0.2821301579334715	0.026440121628983574	V	1	0.17403689	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pontiff/N	0.5014875222679668	0.044743850909826695	N	1	4.772686	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pool/N	-0.30887180457055047	-0.0025452083637343753	N	1	0.073115	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
population/N	-0.07825279450343207	0.15265445149719628	N	2	1.5308751	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
position/N	-0.19687353947123515	0.040595930770508375	N	1	0.25634688	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
possible/J	-0.181251135112863	0.07852570902950211	J	1	0	1	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
practical/J	-0.048531459280621844	0.23733742005307537	J	1	1.7389355	1	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
pre-fair/J	0.4810156405741322	-0.1440178623206473	J	1	4.772686	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
preparatory/J	0.283457623634662	0.24312240723947076	J	1	3.163248	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
prepare/V	-0.21099328320731967	0.1344194787804441	V	1	0.29705504	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
presbyterian/J	0.33508056486000926	-0.03763506892799425	J	2	4.9958296	0	2	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
present/J	-0.1290074954111622	0.09663167821944554	J	1	0	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
present/V	-0.09731142558743452	0.06054830105217371	V	1	0.70109826	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
prevent/V	-0.24191949683599126	0.12190371170866869	V	1	0.177566	1	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
principal/J	0.024844615706780517	0.19227887784019376	J	1	1.8282468	1	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
problem/N	-0.1406068209464047	0.0853143600917926	N	1	0	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
process/N	-0.12536374337616257	0.15582100433733806	N	1	1.4310026	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
proclaim/V	0.2438104588337037	0.07213043864815948	V	1	2.2469573	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
proclamation/N	0.2545403915399649	0.3787740502006672	N	1	2.5754614	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
produce/V	-0.23276374855886514	0.108957193983919	V	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
program/N	-0.0764935025908485	0.06591644743054599	N	3	1.2206767	0	3	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0
prohibition/N	0.27877639512043495	0.27882691921663616	N	1	2.3747907	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
projection/N	-0.13667980129679627	0.42054401171497063	N	1	2.0646358	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
propose/V	-0.05916519267626534	0.1936211904022271	V	1	0.84086025	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
protestant/J	0.12492309041812595	0.14052645140898243	J	5	2.8267758	1	4	0	3	1	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0
protestant/N	0.13781649773171475	0.1821957347808029	N	4	2.8631434	1	3	0	2	0	0	1	0	1	0	0	0	2	0	0	1	0	0	0	0
provide/V	-0.134806040361637	0.08139408910050328	V	1	0.054931313	1	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
punish/V	0.16396020002541686	-0.37699000856513704	V	1	2.4701009	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
purification/N	0.42658868883724604	0.2985816312272029	N	1	3.6740735	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
push/V	-0.28840991261016075	-0.15389882405440533	V	1	0.4452474	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
quiet/J	-0.1510008323877136	-0.26649798705892314	J	1	1.5468345	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ragged/J	-0.053336921382687516	-0.49597131260911004	J	1	2.6932442	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ratify/V	0.2614343693659136	0.3213012587278293	V	1	3.163248	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
reason/N	-0.15846405596090576	0.07980510041014233	N	1	0	1	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
rebuild/V	0.3266238486692246	-0.10409814225787466	V	1	2.6932442	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
receive/V	-0.08647751824173744	0.014655022193134503	V	1	0.510006	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
recent/J	-0.07214472599831023	0.07882743237952929	J	1	0	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
reception/N	0.1496262440320126	-0.11922975572567344	N	1	2.4701009	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
reconcile/V	0.3457841681091233	0.26229569098872446	V	1	2.9809263	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
recruit/V	0.2037746335800949	0.3019061381106987	V	1	2.9809263	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
recruitment/N	0.30162905540613527	0.3462680004604241	N	1	2.9809263	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
rector/N	0.008373485197284298	-0.29416998999901117	N	1	1.8892828	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
red/J	-0.2860533336790603	-0.19524021877117934	J	1	0.32358485	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
redundant/J	0.4540457142123299	0.08962914667569558	J	1	4.772686	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
regard/V	-0.1254390783631167	0.17237084158662339	V	1	0.44195253	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
relieve/V	0.1330174255284567	-0.29945340206858195	V	1	2.000097	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
religious/J	-0.008184060751384082	0.12334618072970258	J	3	2.2980592	2	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
remark/N	0.09832482931978634	-0.0365872400678835	N	1	0.90148485	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
remove/V	-0.2897943567705442	0.047985318226459524	V	1	0.8418411	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
renewal/N	0.2608928020159161	0.29815259182728104	N	1	2.8267758	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
repair/N	-0.004926921442567545	-0.32565913434206073	N	1	2.5754614	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
repair/V	0.07000964325505762	-0.4081587152894725	V	1	2.2077365	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
representative/N	0.04417133779097697	0.03321664914359349	N	1	1.4062525	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
require/J	0.1301975895031729	0.3701856722060195	J	1	2.4701009	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
require/V	-0.1492698934456517	0.1146893678450398	V	1	0.9397061	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
requirement/N	-0.1788259788203475	0.1881178003288408	N	1	0.5241906	1	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
respect/V	0.10005074626817025	0.3697101356810867	V	1	2.000097	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
rest/N	-0.3086102774710471	-0.07804612800436372	N	1	0.27287617	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
rev./N	0.23019607909186582	-0.1096741292397579	N	2	2.8755658	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
reverse/V	0.18960648089710422	-0.2013170586120219	V	1	2.6326196	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
revivify/V	0.484412378552375	0.030766601870663202	V	1	4.772686	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
rich/J	-0.35101611248352654	0.048033691562065925	J	1	0.65040195	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ripa/N	0.5163961121392145	-0.09727321349088089	N	1	4.772686	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
rite/N	0.24818324401973604	-0.366149242559363	N	1	2.4701009	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
river/N	-0.21575471062672105	-0.1692823152681388	N	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
role/N	-0.12258284836022162	0.1600891361784513	N	1	0.7349116	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
roman/J	0.1643997346150185	0.10979043036920562	J	3	3.761085	0	3	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0
rome/N	0.1978232216745333	-0.10388553878159502	N	2	3.053497	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
roof/N	-0.2838178495447777	-0.2620296208426761	N	1	0.7662622	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
row/N	-0.23381190857150927	-0.27372025390933424	N	1	1.0397896	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
sacrament/N	0.4897569265836902	-0.031740097855750285	N	1	4.079539	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
salvation/N	0.2232851246977983	0.1004862474872019	N	1	2.8303535	1	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
same/J	-0.2069954364482629	0.041107235920801934	J	2	0.6871298	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
san/N	-0.02517802547121018	-0.22019883017825576	N	1	0.78462815	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
saturday/N	0.01896536466233131	-0.11587042863533865	N	1	1.9884465	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
say/V	-0.18863974063977468	-0.12381128608111125	V	2	0	2	0	0	2	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
schedule/V	0.1254581181948932	-0.11006166889643326	V	2	2.1699963	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0
scholar/N	0.17370164190789264	-0.06974800735691601	N	1	1.6371917	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
school/N	-0.07566315986945074	0.01779369154200683	N	3	0.5212358	0	3	0	0	2	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0
scotland/N	0.37566183855296814	-0.005643323757210143	N	1	3.6740735	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
scriptural/J	0.4798570585948496	-0.09188486353208275	J	1	4.079539	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
sculpture/N	-0.040081353897139	-0.38645611914233663	N	1	1.8823141	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
second/J	-0.16447819729929763	-0.051921835300971775	J	1	0.08501445	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
secret/J	0.053396222964810204	-0.15101106008988205	J	1	1.1091242	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
see/V	-0.22642049708194176	-0.10552171731782793	V	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
seem/V	-0.19626314973344472	-0.004465651450152332	V	1	0	1	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
sell/V	-0.26339316632053095	0.006499983118405134	V	1	0.16452016	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
separation/N	0.3251044820626038	-0.16154171177920365	N	1	2.5754614	1	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
service/N	-0.05211243809347683	0.0404628229908671	N	1	1.3604386	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
sexton/N	0.47113128600961934	-0.03996341558757201	N	1	4.772686	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
share/N	-0.2388546243768658	0.18150555185067885	N	1	0.29534903	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
shift/N	-0.23159306132616628	0.25338204088414795	N	1	1.9693254	1	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
shopping/N	0.09825377882918597	-0.236363578396921	N	1	1.8282468	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
show/V	-0.2274752157119053	0.030495862857812625	V	1	0	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
side/N	-0.2541398691662328	-0.13034323814053753	N	2	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
sidewalk/N	-0.14076226797244168	-0.3927582367802356	N	1	1.6816434	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
sit/V	-0.21082307553994667	-0.18421264917093416	V	1	0	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
slate/N	0.11648586115662554	-0.4285665258322585	N	1	2.5754614	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
slip/V	-0.2666902254378842	-0.30941144001232057	V	1	1.2761782	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
slough/N	0.5043902979359869	0.012204538881374762	N	1	4.8780465	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
small/J	-0.2030738842578447	-0.039583577397428606	J	2	0.39303705	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
social/J	-0.05645274515791596	0.1169864135978955	J	1	1.3474058	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
society/N	-0.05664026722629886	0.09762929809634958	N	1	0.22593959	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
some/D	-0.15310506127175091	0.004218083111838393	D	2	0.18623988	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
some/J	-0.21086891241047986	0.06280602794612808	J	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
source/N	-0.2073443734942825	0.14130261775348113	N	1	0.05418699	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
spanish/J	0.011769062343815712	-0.40865273638982547	J	1	2.0646358	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
speak/V	-0.11596424202196681	-0.05474112231050717	V	1	0.19565798	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
special/J	-0.0848591874951506	0.03931565799538719	J	1	0.31254146	1	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
spirit/N	-0.13188579614985038	0.06504188664212276	N	1	0	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
splendid/J	-0.020341527048642036	-0.45068443360144683	J	1	2.2077365	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
sponsor/V	0.11991304465750466	0.011648708587977227	V	1	1.2761782	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
spur/N	0.11477980320099913	-0.3950144278740332	N	1	2.5754614	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
st./N	-0.049330939948282256	-0.1336160687491761	N	4	1.4672655	0	4	0	0	0	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0
stance/N	0.40209197680326225	0.21639106628082205	N	1	3.8563952	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
stand/N	-0.02935864212871789	-0.19555656955761927	N	1	1.0114857	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
stand/V	-0.21701259422011346	-0.11774303261553191	V	1	0.40609017	1	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
stare/V	-0.29735678966301693	-0.2893912975701569	V	1	0.661812	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
start/V	-0.22145289530820936	-0.11410954528999863	V	3	0.46507975	0	3	0	0	2	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0
state/N	-0.09339873716275543	0.04617522088801956	N	4	0	1	3	3	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
statistic/N	0.3741397551643357	0.11803173108949892	N	1	3.519923	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
status/N	-0.08744768602123618	0.20824764321961114	N	1	0.6634527	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
steeple/N	0.1397912167000581	-0.39151748166819916	N	3	4.5903645	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0
step/N	-0.23584663076323598	0.0013189154522362328	N	1	0.8764535	1	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
steps/N	-0.17739079002377717	-0.3852446138952648	N	1	1.4404813	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
stone/N	-0.23555911194615745	-0.2776470112342824	N	1	0.6951484	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
storefront/N	0.44596740200691876	-0.25897547589221265	N	1	4.079539	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
strategic/J	-0.15824398240761103	0.38559368951138706	J	1	1.9394726	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
strengthen/V	0.04850492784699126	0.24570906926374458	V	1	2.2469573	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
stress/V	0.028545294642642764	0.2211609858670544	V	1	1.910485	1	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
study/N	-0.16161135662476395	0.12659401019117972	N	1	0	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
study/V	-0.18535558564429008	0.09478998736514752	V	2	0.697694	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
style/N	-0.2814924421953989	0.08879468796265777	N	1	1.0161477	1	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
suburb/N	0.0841204383596674	-0.19517852902580926	N	1	1.5598282	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
suburban/J	0.044038777846512056	-0.16964252467037325	J	1	1.4404813	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
such/N	-0.14247124119255497	0.0570929690918695	N	1	0.49900037	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
sufficient/J	-0.19700022646152623	0.24503559840914907	J	1	0.98849624	1	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
sunday/N	0.020051033295171203	-0.067305453159256	N	4	2.8166234	0	4	0	0	1	0	1	0	2	0	0	0	0	1	0	1	0	2	0	0
supper/N	-0.07008201852546339	-0.34386576945767827	N	1	1.30695	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
support/V	-0.13175415783537806	0.1504570102718216	V	1	0.3937891	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
surrender/N	0.1569556306345242	-0.45264099346665704	N	1	2.4701009	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
symbolism/N	0.2327451152545977	0.4068389105648761	N	1	2.833944	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
take/V	-0.17395407367472607	-0.0550890272506875	V	4	0	2	2	0	1	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
teaching/N	0.007684292908703122	0.25490750901201353	N	1	1.7769536	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
tell/V	-0.19201576745107526	-0.13659868771874692	V	1	0.32465693	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
temple/N	0.16098824646779292	-0.2546823471408903	N	1	2.3747907	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
th/N	-0.0735551085070397	-0.18855385804156613	N	1	0.076761305	1	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
the/D	-0.0894478536278466	-0.0021407830982224166	D	240	0.35416323	96	144	23	95	49	0	56	7	4	4	2	14	62	26	0	31	4	2	3	2
theologian/N	0.20139724801109243	0.22738738738838093	N	1	3.45093	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
theological/J	0.08428334495973976	0.24483670703828578	J	2	2.287779	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
