_id	_cws.spoor.foc10.nav.ppmi_weight.bound	_count.spoor.foc10.nav.ppmi_weight.bound	_cws.spoor.foc10.nav.ppmi_sel.bound	_count.spoor.foc10.nav.ppmi_sel.bound	_cws.spoor.foc10.nav.no_ppmi.bound	_count.spoor.foc10.nav.no_ppmi.bound	_cws.spoor.foc10.all.ppmi_weight.bound	_count.spoor.foc10.all.ppmi_weight.bound	_cws.spoor.foc10.all.ppmi_sel.bound	_count.spoor.foc10.all.ppmi_sel.bound	_cws.spoor.foc10.all.no_ppmi.bound	_count.spoor.foc10.all.no_ppmi.bound	_cws.spoor.foc5.nav.ppmi_weight.bound	_count.spoor.foc5.nav.ppmi_weight.bound	_cws.spoor.foc5.nav.ppmi_sel.bound	_count.spoor.foc5.nav.ppmi_sel.bound	_cws.spoor.foc5.nav.no_ppmi.bound	_count.spoor.foc5.nav.no_ppmi.bound	_cws.spoor.foc5.all.ppmi_weight.bound	_count.spoor.foc5.all.ppmi_weight.bound	_cws.spoor.foc5.all.ppmi_sel.bound	_count.spoor.foc5.all.ppmi_sel.bound	_cws.spoor.foc5.all.no_ppmi.bound	_count.spoor.foc5.all.no_ppmi.bound
spoor/noun/nrc_handelsblad_20000127_56/572	bekwaam/adj;heb/verb;wis_uit/verb	3	bekwaam/adj;heb/verb;wis_uit/verb	3	bekwaam/adj;heb/verb;wis_uit/verb;zeg/verb	4	bekwaam/adj;heb/verb;wis_uit/verb;zijn/det	4	bekwaam/adj;heb/verb;wis_uit/verb;zijn/det	4	bekwaam/adj;heb/verb;hij/pron;wis_uit/verb;ze/pron;zeer/adv;zeg/verb;zijn/det	8	bekwaam/adj;heb/verb;wis_uit/verb	3	bekwaam/adj;heb/verb;wis_uit/verb	3	bekwaam/adj;heb/verb;wis_uit/verb;zeg/verb	4	bekwaam/adj;heb/verb;wis_uit/verb;zijn/det	4	bekwaam/adj;heb/verb;wis_uit/verb;zijn/det	4	bekwaam/adj;heb/verb;hij/pron;wis_uit/verb;ze/pron;zeer/adv;zeg/verb;zijn/det	8
spoor/noun/nrc_handelsblad_20000823_29/51	berouw/noun;heb/verb;toon/verb	3	berouw/noun;heb/verb;toon/verb	3	bedoeling/noun;berouw/noun;heb/verb;ontken/verb;toon/verb	5	berouw/noun;de/det;enkel/det;geen/det;heb/verb;toon/verb;van/prep	7	berouw/noun;de/det;enkel/det;geen/det;heb/verb;toon/verb;van/prep	7	bedoeling/noun;berouw/noun;de/det;enkel/det;geen/det;heb/verb;ontken/verb;toon/verb;van/prep	9	berouw/noun;toon/verb	2	berouw/noun;toon/verb	2	berouw/noun;ontken/verb;toon/verb	3	berouw/noun;enkel/det;geen/det;toon/verb;van/prep	5	berouw/noun;enkel/det;geen/det;toon/verb;van/prep	5	berouw/noun;enkel/det;geen/det;ontken/verb;toon/verb;van/prep	6
spoor/noun/nrc_handelsblad_20031212_03/60	heb/verb;laat_na/verb	2	heb/verb;laat_na/verb	2	groot/adj;heb/verb;hit/noun;laat_na/verb;leef/verb;nummer/noun	6	geen/det;heb/verb;het/det;in/prep;laat_na/verb;zijn/det	6	geen/det;heb/verb;het/det;in/prep;laat_na/verb;zijn/det	6	geen/det;groot/adj;heb/verb;het/det;hit/noun;in/prep;laat_na/verb;leef/verb;nummer/noun;ons/det;wel/adv;zijn/det	12	heb/verb;laat_na/verb	2	heb/verb;laat_na/verb	2	heb/verb;laat_na/verb;leef/verb;nummer/noun	4	heb/verb;het/det;in/prep;laat_na/verb;zijn/det	5	heb/verb;het/det;in/prep;laat_na/verb;zijn/det	5	heb/verb;het/det;in/prep;laat_na/verb;leef/verb;nummer/noun;ons/det;wel/adv;zijn/det	9
spoor/noun/nrc_handelsblad_20010125_74/360	aanwijsbaar/adj;ben/verb;elite_troep/noun	3	aanwijsbaar/adj;ben/verb;elite_troep/noun	3	aanval/noun;aanwijsbaar/adj;ben/verb;elite_troep/noun	4	aanwijsbaar/adj;ben/verb;de/det;elite_troep/noun;er/adv;geen/det;het/det;meer/adv;van/prep	9	aanwijsbaar/adj;ben/verb;de/det;elite_troep/noun;er/adv;geen/det;het/det;meer/adv;van/prep	9	aanval/noun;aanwijsbaar/adj;ben/verb;de/det;elite_troep/noun;er/adv;geen/det;het/det;meer/adv;van/prep;zelfs/adv	11	aanwijsbaar/adj;ben/verb	2	aanwijsbaar/adj;ben/verb	2	aanval/noun;aanwijsbaar/adj;ben/verb	3	aanwijsbaar/adj;ben/verb;er/adv;geen/det;meer/adv	5	aanwijsbaar/adj;ben/verb;er/adv;geen/det;meer/adv	5	aanval/noun;aanwijsbaar/adj;ben/verb;er/adv;geen/det;meer/adv;zelfs/adv	7
spoor/noun/nrc_handelsblad_20021004_159/1137	bemanning_lid/noun;ben/verb;loop_uiteen/adj;raak/verb	4	bemanning_lid/noun;ben/verb;loop_uiteen/adj;raak/verb	4	beetje/noun;bemanning_lid/noun;ben/verb;eerlijk/adj;gezegd/adj;loop_uiteen/adj;raak/verb	7	bemanning_lid/noun;ben/verb;bijster/adv;de/det;een/det;het/det;loop_uiteen/adj;raak/verb;tussen/prep;van/prep	10	bemanning_lid/noun;ben/verb;bijster/adv;de/det;een/det;het/det;loop_uiteen/adj;raak/verb;tussen/prep;van/prep	10	beetje/noun;bemanning_lid/noun;ben/verb;bijster/adv;de/det;een/det;eerlijk/adj;gezegd/adj;het/det;loop_uiteen/adj;raak/verb;tussen/prep;van/prep;we/pron	14	ben/verb;raak/verb	2	ben/verb;raak/verb	2	beetje/noun;ben/verb;eerlijk/adj;gezegd/adj;raak/verb	5	ben/verb;bijster/adv;een/det;het/det;raak/verb;tussen/prep	6	ben/verb;bijster/adv;een/det;het/det;raak/verb;tussen/prep	6	beetje/noun;ben/verb;bijster/adv;een/det;eerlijk/adj;gezegd/adj;het/det;raak/verb;tussen/prep;we/pron	10
spoor/noun/nrc_handelsblad_20010127_9/139	ben/verb;zet/verb	2	ben/verb;zet/verb	2	ben/verb;precies/adj;schiet/verb;zet/verb	4	ben/verb;de/det;het/det;op/prep;van/prep;zet/verb	6	ben/verb;de/det;het/det;op/prep;van/prep;zet/verb	6	ben/verb;de/det;het/det;nu/adv;op/prep;precies/adj;schiet/verb;van/prep;wat/pron;zet/verb	10	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;de/det;het/det;op/prep;van/prep	5	ben/verb;de/det;het/det;op/prep;van/prep	5	ben/verb;de/det;het/det;op/prep;van/prep	5
spoor/noun/nrc_handelsblad_20040529_206/527	gebeurtenis/noun;vals/adj;verdacht/adj;verkeerd/adj;zet/verb	5	gebeurtenis/noun;vals/adj;verdacht/adj;verkeerd/adj;zet/verb	5	been/noun;gebeurtenis/noun;lezer/noun;licht/noun;plaats/verb;vals/adj;verdacht/adj;verkeerd/adj;zet/verb	9	de/det;die/pron;een/det;gebeurtenis/noun;het/det;ieder/det;in/prep;op/prep;vals/adj;verdacht/adj;verkeerd/adj;zet/verb	12	de/det;die/pron;een/det;gebeurtenis/noun;het/det;ieder/det;in/prep;op/prep;vals/adj;verdacht/adj;verkeerd/adj;zet/verb	12	been/noun;de/det;die/pron;een/det;gebeurtenis/noun;het/det;ieder/det;in/prep;lezer/noun;licht/noun;op/prep;plaats/verb;vals/adj;verdacht/adj;verkeerd/adj;vooral/adv;zet/verb	17	vals/adj	1	vals/adj	1	lezer/noun;licht/noun;plaats/verb;vals/adj	4	de/det;die/pron;op/prep;vals/adj	4	de/det;die/pron;op/prep;vals/adj	4	de/det;die/pron;lezer/noun;licht/noun;op/prep;plaats/verb;vals/adj;vooral/adv	8
spoor/noun/nrc_handelsblad_20040410_196/338	ben/verb;lijk/verb	2	ben/verb;lijk/verb	2	ben/verb;denk/verb;iets/noun;lijk/verb	4	ben/verb;dat/pron;het/det;lijk/verb;op/prep	5	ben/verb;dat/pron;het/det;lijk/verb;op/prep	5	ben/verb;bovendien/adv;dat/pron;denk/verb;het/det;hij/pron;iets/noun;lijk/verb;op/prep;toch/adv	10	ben/verb;lijk/verb	2	ben/verb;lijk/verb	2	ben/verb;iets/noun;lijk/verb	3	ben/verb;dat/pron;het/det;lijk/verb;op/prep	5	ben/verb;dat/pron;het/det;lijk/verb;op/prep	5	ben/verb;dat/pron;het/det;hij/pron;iets/noun;lijk/verb;op/prep;toch/adv	8
spoor/noun/nrc_handelsblad_20020206_30/156		0		0		0	van/prep	1	van/prep	1	van/prep	1		0		0		0	van/prep	1	van/prep	1	van/prep	1
spoor/noun/nrc_handelsblad_19991228_39/301	volg/verb	1	volg/verb	1	procent/noun;volg/verb;win/verb	3	dat/pron;een/det;het/det;in/prep;volg/verb	5	dat/pron;een/det;het/det;in/prep;volg/verb	5	dat/pron;een/det;het/det;in/prep;procent/noun;ruim/adv;volg/verb;win/verb	8	volg/verb	1	volg/verb	1	volg/verb	1	dat/pron;het/det;in/prep;volg/verb	4	dat/pron;het/det;in/prep;volg/verb	4	dat/pron;het/det;in/prep;volg/verb	4
spoor/noun/nrc_handelsblad_19990724_29/404	aanwezigheid/noun;continent/noun;diep/adj;duizenden/noun;ga_terug/verb;heb/verb;laat_na/verb	7	aanwezigheid/noun;continent/noun;diep/adj;duizenden/noun;ga_terug/verb;heb/verb;laat_na/verb	7	aanwezigheid/noun;continent/noun;dag/noun;diep/adj;duizenden/noun;ga_terug/verb;heb/verb;jaar/noun;laat_na/verb	9	aanwezigheid/noun;continent/noun;de/det;die/pron;diep/adj;duizenden/noun;ga_terug/verb;heb/verb;het/det;hun/det;laat_na/verb;op/prep;van/prep	13	aanwezigheid/noun;continent/noun;de/det;die/pron;diep/adj;duizenden/noun;ga_terug/verb;heb/verb;het/det;hun/det;laat_na/verb;op/prep;van/prep	13	aanwezigheid/noun;continent/noun;dag/noun;de/det;die/pron;diep/adj;duizenden/noun;ga_terug/verb;heb/verb;het/det;hun/det;jaar/noun;laat_na/verb;op/prep;tot/prep;van/prep;vandaag/adv	17	aanwezigheid/noun;diep/adj;heb/verb;laat_na/verb	4	aanwezigheid/noun;diep/adj;heb/verb;laat_na/verb	4	aanwezigheid/noun;dag/noun;diep/adj;heb/verb;laat_na/verb	5	aanwezigheid/noun;de/det;diep/adj;heb/verb;hun/det;laat_na/verb;op/prep;van/prep	8	aanwezigheid/noun;de/det;diep/adj;heb/verb;hun/det;laat_na/verb;op/prep;van/prep	8	aanwezigheid/noun;dag/noun;de/det;diep/adj;heb/verb;hun/det;laat_na/verb;op/prep;van/prep;vandaag/adv	10
spoor/noun/nrc_handelsblad_20010614_149/88	achtergelaten/adj;lichaam/noun	2	achtergelaten/adj;lichaam/noun	2	achtergelaten/adj;afwezigheid/noun;geborgenheid/noun;lichaam/noun	4	achtergelaten/adj;de/det;het/det;lichaam/noun;van/prep	5	achtergelaten/adj;de/det;het/det;lichaam/noun;van/prep	5	achtergelaten/adj;afwezigheid/noun;de/det;geborgenheid/noun;het/det;lichaam/noun;van/prep	7	achtergelaten/adj;lichaam/noun	2	achtergelaten/adj;lichaam/noun	2	achtergelaten/adj;afwezigheid/noun;lichaam/noun	3	achtergelaten/adj;de/det;het/det;lichaam/noun;van/prep	5	achtergelaten/adj;de/det;het/det;lichaam/noun;van/prep	5	achtergelaten/adj;afwezigheid/noun;de/det;het/det;lichaam/noun;van/prep	6
spoor/noun/nrc_handelsblad_20020415_116/1144	Vercauteren/noun;leid/verb;uiteindelijk/adj;vee_handelaar/noun	4	Vercauteren/noun;leid/verb;uiteindelijk/adj;vee_handelaar/noun	4	Vercauteren/noun;leid/verb;uiteindelijk/adj;vee_handelaar/noun	4	Vercauteren/noun;die/pron;hen/pron;het/det;leid/verb;naar/prep;uiteindelijk/adj;vee_handelaar/noun;via/prep	9	Vercauteren/noun;die/pron;hen/pron;het/det;leid/verb;naar/prep;uiteindelijk/adj;vee_handelaar/noun;via/prep	9	Vercauteren/noun;die/pron;hen/pron;het/det;leid/verb;naar/prep;uiteindelijk/adj;vee_handelaar/noun;via/prep	9	leid/verb;vee_handelaar/noun	2	leid/verb;vee_handelaar/noun	2	leid/verb;vee_handelaar/noun	2	hen/pron;het/det;leid/verb;vee_handelaar/noun;via/prep	5	hen/pron;het/det;leid/verb;vee_handelaar/noun;via/prep	5	hen/pron;het/det;leid/verb;vee_handelaar/noun;via/prep	5
spoor/noun/nrc_handelsblad_20031113_02/46	abrupt/adj;houd_op/verb;kruispunt/noun;verhoogd/adj	4	abrupt/adj;houd_op/verb;kruispunt/noun;verhoogd/adj	4	abrupt/adj;gewoon/adj;houd_op/verb;kruispunt/noun;verhoogd/adj	5	abrupt/adj;een/det;het/det;houd_op/verb;kruispunt/noun;midden/adv;op/prep;verhoogd/adj	8	abrupt/adj;een/det;het/det;houd_op/verb;kruispunt/noun;midden/adv;op/prep;verhoogd/adj	8	abrupt/adj;af/adv;een/det;en/adv;gewoon/adj;het/det;houd_op/verb;kruispunt/noun;midden/adv;op/part;op/prep;toe/adv;verhoogd/adj	13	houd_op/verb;kruispunt/noun;verhoogd/adj	3	houd_op/verb;kruispunt/noun;verhoogd/adj	3	gewoon/adj;houd_op/verb;kruispunt/noun;verhoogd/adj	4	een/det;het/det;houd_op/verb;kruispunt/noun;midden/adv;op/prep;verhoogd/adj	7	een/det;het/det;houd_op/verb;kruispunt/noun;midden/adv;op/prep;verhoogd/adj	7	een/det;en/adv;gewoon/adj;het/det;houd_op/verb;kruispunt/noun;midden/adv;op/prep;toe/adv;verhoogd/adj	10
spoor/noun/nrc_handelsblad_20040115_02/20	echtpaar/noun;politie/noun;verspreid/verb;zoek/verb	4	echtpaar/noun;politie/noun;verspreid/verb;zoek/verb	4	echtpaar/noun;laat/verb;politie/noun;portret/noun;verspreid/verb;zoek/verb	6	de/det;echtpaar/noun;het/det;in/prep;naar/prep;politie/noun;van/prep;verspreid/verb;zoek/verb	9	de/det;echtpaar/noun;het/det;in/prep;naar/prep;politie/noun;van/prep;verspreid/verb;zoek/verb	9	de/det;echtpaar/noun;het/det;in/prep;laat/verb;naar/prep;politie/noun;portret/noun;van/prep;verspreid/verb;zoek/verb	11	politie/noun;zoek/verb	2	politie/noun;zoek/verb	2	laat/verb;politie/noun;zoek/verb	3	de/det;in/prep;naar/prep;politie/noun;zoek/verb	5	de/det;in/prep;naar/prep;politie/noun;zoek/verb	5	de/det;in/prep;laat/verb;naar/prep;politie/noun;zoek/verb	6
spoor/noun/nrc_handelsblad_20000708_69/621	Brits/adj;geprivatiseerd/adj;investeer/verb;word/verb	4	Brits/adj;geprivatiseerd/adj;investeer/verb;word/verb	4	Brits/adj;geprivatiseerd/adj;groot/adj;investeer/verb;ken/verb;tekort/noun;word/verb	7	Brits/adj;dat/pron;geprivatiseerd/adj;het/det;in/prep;investeer/verb;nog/adv;van/prep;word/verb	9	Brits/adj;dat/pron;geprivatiseerd/adj;het/det;in/prep;investeer/verb;nog/adv;van/prep;word/verb	9	Brits/adj;dat/pron;geprivatiseerd/adj;groot/adj;het/det;in/prep;investeer/verb;ken/verb;nog/adv;ons/det;tekort/noun;van/prep;word/verb	13	Brits/adj;geprivatiseerd/adj;investeer/verb	3	Brits/adj;geprivatiseerd/adj;investeer/verb	3	Brits/adj;geprivatiseerd/adj;groot/adj;investeer/verb;ken/verb;tekort/noun	6	Brits/adj;dat/pron;geprivatiseerd/adj;het/det;in/prep;investeer/verb;nog/adv	7	Brits/adj;dat/pron;geprivatiseerd/adj;het/det;in/prep;investeer/verb;nog/adv	7	Brits/adj;dat/pron;geprivatiseerd/adj;groot/adj;het/det;in/prep;investeer/verb;ken/verb;nog/adv;tekort/noun	10
spoor/noun/nrc_handelsblad_19991020_89/270	gebruik/noun;heb/verb;middel/noun;mogelijk/adj;stimuleer/adj;verboden/adj;verdoezel/verb	7	gebruik/noun;heb/verb;middel/noun;mogelijk/adj;stimuleer/adj;verboden/adj;verdoezel/verb	7	drievoudig/adj;gebruik/noun;heb/verb;kampioen/noun;middel/noun;mogelijk/adj;olympisch/adj;stimuleer/adj;verboden/adj;verdoezel/verb;zal/verb	11	de/det;gebruik/noun;heb/verb;het/det;middel/noun;mogelijk/adj;stimuleer/adj;van/prep;verboden/adj;verdoezel/verb	10	de/det;gebruik/noun;heb/verb;het/det;middel/noun;mogelijk/adj;stimuleer/adj;van/prep;verboden/adj;verdoezel/verb	10	de/det;drievoudig/adj;gebruik/noun;heb/verb;het/det;kampioen/noun;middel/noun;mogelijk/adj;olympisch/adj;stimuleer/adj;van/prep;verboden/adj;verdoezel/verb;zal/verb	14	gebruik/noun;mogelijk/adj;verboden/adj	3	gebruik/noun;mogelijk/adj;verboden/adj	3	drievoudig/adj;gebruik/noun;kampioen/noun;mogelijk/adj;olympisch/adj;verboden/adj	6	de/det;gebruik/noun;het/det;mogelijk/adj;van/prep;verboden/adj	6	de/det;gebruik/noun;het/det;mogelijk/adj;van/prep;verboden/adj	6	de/det;drievoudig/adj;gebruik/noun;het/det;kampioen/noun;mogelijk/adj;olympisch/adj;van/prep;verboden/adj	9
spoor/noun/nrc_handelsblad_20000325_60/3432	archief/noun;gewaand/adj;heb/verb;kunst_schat/noun;op/adj;pluis_uit/verb;verloren/adj;zoek/adj	8	archief/noun;gewaand/adj;heb/verb;kunst_schat/noun;op/adj;pluis_uit/verb;verloren/adj;zoek/adj	8	archief/noun;er/noun;gewaand/adj;heb/verb;jaar/noun;kunst_schat/noun;maand/noun;op/adj;plaatselijk/adj;pluis_uit/verb;verloren/adj;vrijwilliger/noun;zoek/adj	13	archief/noun;de/det;gewaand/adj;heb/verb;kunst_schat/noun;naar/prep;op/adj;pluis_uit/verb;van/prep;verloren/adj;zoek/adj	11	archief/noun;de/det;gewaand/adj;heb/verb;kunst_schat/noun;naar/prep;op/adj;pluis_uit/verb;van/prep;verloren/adj;zoek/adj	11	als/prep;archief/noun;de/det;deze/det;er/noun;gewaand/adj;heb/verb;jaar/noun;kunst_schat/noun;maand/noun;naar/prep;op/adj;plaatselijk/adj;pluis_uit/verb;van/prep;verloren/adj;vrijwilliger/noun;zoek/adj	18	archief/noun;gewaand/adj;kunst_schat/noun;op/adj;pluis_uit/verb;verloren/adj;zoek/adj	7	archief/noun;gewaand/adj;kunst_schat/noun;op/adj;pluis_uit/verb;verloren/adj;zoek/adj	7	archief/noun;gewaand/adj;kunst_schat/noun;op/adj;pluis_uit/verb;verloren/adj;zoek/adj	7	archief/noun;gewaand/adj;kunst_schat/noun;naar/prep;op/adj;pluis_uit/verb;van/prep;verloren/adj;zoek/adj	9	archief/noun;gewaand/adj;kunst_schat/noun;naar/prep;op/adj;pluis_uit/verb;van/prep;verloren/adj;zoek/adj	9	archief/noun;gewaand/adj;kunst_schat/noun;naar/prep;op/adj;pluis_uit/verb;van/prep;verloren/adj;zoek/adj	9
spoor/noun/nrc_handelsblad_20011107_37/45	DNA_profiel/noun;ben/verb;kom_overeen/verb;meisje/noun;stel_vast/verb;tref_aan/verb	6	DNA_profiel/noun;ben/verb;kom_overeen/verb;meisje/noun;stel_vast/verb;tref_aan/verb	6	DNA_profiel/noun;ben/verb;kom_overeen/verb;meisje/noun;stel_vast/verb;tref_aan/verb	6	DNA_profiel/noun;ben/verb;bij/prep;dat/pron;die/pron;het/det;kom_overeen/verb;meisje/noun;overeen/part;stel_vast/verb;tref_aan/verb	11	DNA_profiel/noun;ben/verb;bij/prep;dat/pron;die/pron;het/det;kom_overeen/verb;meisje/noun;overeen/part;stel_vast/verb;tref_aan/verb	11	DNA_profiel/noun;ben/verb;bij/prep;dat/pron;die/pron;het/det;kom_overeen/verb;meisje/noun;met/prep;overeen/part;stel_vast/verb;tref_aan/verb;uit/prep	13	DNA_profiel/noun;ben/verb;stel_vast/verb;tref_aan/verb	4	DNA_profiel/noun;ben/verb;stel_vast/verb;tref_aan/verb	4	DNA_profiel/noun;ben/verb;stel_vast/verb;tref_aan/verb	4	DNA_profiel/noun;ben/verb;bij/prep;dat/pron;die/pron;het/det;stel_vast/verb;tref_aan/verb	8	DNA_profiel/noun;ben/verb;bij/prep;dat/pron;die/pron;het/det;stel_vast/verb;tref_aan/verb	8	DNA_profiel/noun;ben/verb;bij/prep;dat/pron;die/pron;het/det;stel_vast/verb;tref_aan/verb;uit/prep	9
spoor/noun/nrc_handelsblad_20000706_159/857	bruis/adj;lus/noun;trek/verb	3	bruis/adj;lus/noun;trek/verb	3	bruis/adj;lus/noun;paar/noun;schijn/verb;schipper/noun;trek/verb;zon/noun	7	bruis/adj;een/det;lus/noun;richting/prep;rond/prep;trek/verb;van/prep;volop/adv	8	bruis/adj;een/det;lus/noun;richting/prep;rond/prep;trek/verb;van/prep;volop/adv	8	bruis/adj;een/det;lus/noun;paar/noun;richting/prep;rond/prep;schijn/verb;schipper/noun;trek/verb;van/prep;volop/adv;zon/noun	12	bruis/adj;trek/verb	2	bruis/adj;trek/verb	2	bruis/adj;trek/verb	2	bruis/adj;richting/prep;trek/verb;van/prep	4	bruis/adj;richting/prep;trek/verb;van/prep	4	bruis/adj;richting/prep;trek/verb;van/prep	4
spoor/noun/nrc_handelsblad_20010505_30/301	kom/verb;kunst_werk/noun;nazaat/noun;ontvreemd/verb;oorlog/noun;verloren/adj	6	kom/verb;kunst_werk/noun;nazaat/noun;ontvreemd/verb;oorlog/noun;verloren/adj	6	kom/verb;kunst_werk/noun;nazaat/noun;ontvreemd/verb;oorlog/noun;verloren/adj	6	dat/pron;de/det;het/det;in/prep;kom/verb;kunst_werk/noun;nazaat/noun;ontvreemd/verb;oorlog/noun;op/prep;van/prep;verloren/adj	12	dat/pron;de/det;het/det;in/prep;kom/verb;kunst_werk/noun;nazaat/noun;ontvreemd/verb;oorlog/noun;op/prep;van/prep;verloren/adj	12	dat/pron;de/det;het/det;in/prep;kom/verb;kunst_werk/noun;nazaat/noun;ontvreemd/verb;oorlog/noun;op/prep;van/prep;verloren/adj	12	kom/verb;kunst_werk/noun;nazaat/noun;verloren/adj	4	kom/verb;kunst_werk/noun;nazaat/noun;verloren/adj	4	kom/verb;kunst_werk/noun;nazaat/noun;verloren/adj	4	het/det;kom/verb;kunst_werk/noun;nazaat/noun;op/prep;van/prep;verloren/adj	7	het/det;kom/verb;kunst_werk/noun;nazaat/noun;op/prep;van/prep;verloren/adj	7	het/det;kom/verb;kunst_werk/noun;nazaat/noun;op/prep;van/prep;verloren/adj	7
spoor/noun/nrc_handelsblad_20000110_28/164	cocaïne/noun;laat/adj;urine/noun;vind/verb	4	cocaïne/noun;laat/adj;urine/noun;vind/verb	4	arts/noun;cocaïne/noun;dag/noun;laat/adj;urine/noun;vind/verb	6	cocaïne/noun;de/det;een/det;in/prep;laat/adj;urine/noun;van/prep;vind/verb;zijn/det	9	cocaïne/noun;de/det;een/det;in/prep;laat/adj;urine/noun;van/prep;vind/verb;zijn/det	9	arts/noun;cocaïne/noun;dag/noun;de/det;een/det;in/prep;laat/adj;urine/noun;van/prep;vind/verb;zijn/det	11	cocaïne/noun;laat/adj;urine/noun;vind/verb	4	cocaïne/noun;laat/adj;urine/noun;vind/verb	4	arts/noun;cocaïne/noun;dag/noun;laat/adj;urine/noun;vind/verb	6	cocaïne/noun;de/det;in/prep;laat/adj;urine/noun;van/prep;vind/verb;zijn/det	8	cocaïne/noun;de/det;in/prep;laat/adj;urine/noun;van/prep;vind/verb;zijn/det	8	arts/noun;cocaïne/noun;dag/noun;de/det;in/prep;laat/adj;urine/noun;van/prep;vind/verb;zijn/det	10
spoor/noun/nrc_handelsblad_20020402_4/41	hevig/adj;meter_hoog/adj;modder_stroom/noun;regen_val/noun;stad/noun;trek/verb;vernieling/noun	7	hevig/adj;meter_hoog/adj;modder_stroom/noun;regen_val/noun;stad/noun;trek/verb;vernieling/noun	7	hevig/adj;meter_hoog/adj;modder_stroom/noun;ontsta/verb;regen_val/noun;stad/noun;trek/verb;vernieling/noun	8	de/det;die/pron;door/prep;een/det;hevig/adj;meter_hoog/adj;modder_stroom/noun;regen_val/noun;stad/noun;trek/verb;van/prep;vernieling/noun	12	de/det;die/pron;door/prep;een/det;hevig/adj;meter_hoog/adj;modder_stroom/noun;regen_val/noun;stad/noun;trek/verb;van/prep;vernieling/noun	12	de/det;die/pron;door/prep;een/det;hevig/adj;meter_hoog/adj;modder_stroom/noun;ontsta/verb;regen_val/noun;stad/noun;trek/verb;van/prep;vernieling/noun	13	modder_stroom/noun;stad/noun;vernieling/noun	3	modder_stroom/noun;stad/noun;vernieling/noun	3	modder_stroom/noun;stad/noun;vernieling/noun	3	de/det;die/pron;door/prep;een/det;modder_stroom/noun;stad/noun;van/prep;vernieling/noun	8	de/det;die/pron;door/prep;een/det;modder_stroom/noun;stad/noun;van/prep;vernieling/noun	8	de/det;die/pron;door/prep;een/det;modder_stroom/noun;stad/noun;van/prep;vernieling/noun	8
spoor/noun/nrc_handelsblad_20011114_15/1106	expressief/adj;heb/verb;laat_na/verb;wild/adj	4	expressief/adj;heb/verb;laat_na/verb;wild/adj	4	expressief/adj;geluid/noun;heb/verb;laat_na/verb;wild/adj	5	expressief/adj;haar/det;heb/verb;het/det;hun/det;in/prep;laat_na/verb;van/prep;wild/adj	9	expressief/adj;haar/det;heb/verb;het/det;hun/det;in/prep;laat_na/verb;van/prep;wild/adj	9	expressief/adj;geluid/noun;haar/det;heb/verb;het/det;hun/det;in/prep;laat_na/verb;net/adv;van/prep;wild/adj	11	expressief/adj;heb/verb	2	expressief/adj;heb/verb	2	expressief/adj;geluid/noun;heb/verb	3	expressief/adj;heb/verb;het/det;hun/det;in/prep;van/prep	6	expressief/adj;heb/verb;het/det;hun/det;in/prep;van/prep	6	expressief/adj;geluid/noun;heb/verb;het/det;hun/det;in/prep;van/prep	7
spoor/noun/nrc_handelsblad_20040210_123/125	DNA_onderzoek/noun;blijk/verb;mes/noun;nieuw/adj;slachtoffer/noun;zit/verb	6	DNA_onderzoek/noun;blijk/verb;mes/noun;nieuw/adj;slachtoffer/noun;zit/verb	6	DNA_onderzoek/noun;blijk/verb;mes/noun;nieuw/adj;slachtoffer/noun;zit/verb	6	DNA_onderzoek/noun;blijk/verb;er/adv;geen/det;het/det;mes/noun;nieuw/adj;op/prep;slachtoffer/noun;van/prep;zit/verb	11	DNA_onderzoek/noun;blijk/verb;er/adv;geen/det;het/det;mes/noun;nieuw/adj;op/prep;slachtoffer/noun;van/prep;zit/verb	11	DNA_onderzoek/noun;blijk/verb;er/adv;geen/det;het/det;mes/noun;nieuw/adj;op/prep;slachtoffer/noun;uit/prep;van/prep;zit/verb	12	mes/noun;slachtoffer/noun	2	mes/noun;slachtoffer/noun	2	mes/noun;slachtoffer/noun	2	er/adv;geen/det;het/det;mes/noun;op/prep;slachtoffer/noun;van/prep	7	er/adv;geen/det;het/det;mes/noun;op/prep;slachtoffer/noun;van/prep	7	er/adv;geen/det;het/det;mes/noun;op/prep;slachtoffer/noun;van/prep	7
spoor/noun/nrc_handelsblad_20010825_28/272	reis_verslag/noun;zoek/verb	2	reis_verslag/noun;zoek/verb	2	gezelschap/noun;reis_verslag/noun;zoek/verb	3	dat/pron;een/det;in/prep;naar/prep;over/prep;reis_verslag/noun;van/prep;zoek/verb	8	dat/pron;een/det;in/prep;naar/prep;over/prep;reis_verslag/noun;van/prep;zoek/verb	8	dat/pron;een/det;gezelschap/noun;in/prep;naar/prep;over/prep;reis_verslag/noun;van/prep;zoek/verb	9	zoek/verb	1	zoek/verb	1	zoek/verb	1	dat/pron;in/prep;naar/prep;van/prep;zoek/verb	5	dat/pron;in/prep;naar/prep;van/prep;zoek/verb	5	dat/pron;in/prep;naar/prep;van/prep;zoek/verb	5
