_id	_cws.spoor.foc10.nav.ppmi_weight.bound	_count.spoor.foc10.nav.ppmi_weight.bound	_cws.spoor.foc10.nav.ppmi_sel.bound	_count.spoor.foc10.nav.ppmi_sel.bound	_cws.spoor.foc10.nav.no_ppmi.bound	_count.spoor.foc10.nav.no_ppmi.bound	_cws.spoor.foc10.all.ppmi_weight.bound	_count.spoor.foc10.all.ppmi_weight.bound	_cws.spoor.foc10.all.ppmi_sel.bound	_count.spoor.foc10.all.ppmi_sel.bound	_cws.spoor.foc10.all.no_ppmi.bound	_count.spoor.foc10.all.no_ppmi.bound	_cws.spoor.foc5.nav.ppmi_weight.bound	_count.spoor.foc5.nav.ppmi_weight.bound	_cws.spoor.foc5.nav.ppmi_sel.bound	_count.spoor.foc5.nav.ppmi_sel.bound	_cws.spoor.foc5.nav.no_ppmi.bound	_count.spoor.foc5.nav.no_ppmi.bound	_cws.spoor.foc5.all.ppmi_weight.bound	_count.spoor.foc5.all.ppmi_weight.bound	_cws.spoor.foc5.all.ppmi_sel.bound	_count.spoor.foc5.all.ppmi_sel.bound	_cws.spoor.foc5.all.no_ppmi.bound	_count.spoor.foc5.all.no_ppmi.bound
spoor/noun/volkskrant_19991228_87/5	broer/noun	1	broer/noun	1	broer/noun;groot/adj;verhuis/verb	3	broer/noun;het/det;in/prep;ook/adv;van/prep	5	broer/noun;het/det;in/prep;ook/adv;van/prep	5	broer/noun;groot/adj;het/det;in/prep;ook/adv;van/prep;verhuis/verb	7	broer/noun	1	broer/noun	1	broer/noun;groot/adj;verhuis/verb	3	broer/noun;het/det;in/prep;van/prep	4	broer/noun;het/det;in/prep;van/prep	4	broer/noun;groot/adj;het/det;in/prep;van/prep;verhuis/verb	6
spoor/noun/volkskrant_20011222_202/141	heb/verb;laat_na/verb	2	heb/verb;laat_na/verb	2	heb/verb;laat_na/verb;werk/noun	3	heb/verb;in/prep;laat_na/verb;zijn/det	4	heb/verb;in/prep;laat_na/verb;zijn/det	4	dat/det;heb/verb;in/prep;laat_na/verb;mijn/det;wel/adv;werk/noun;zijn/det	8	heb/verb;laat_na/verb	2	heb/verb;laat_na/verb	2	heb/verb;laat_na/verb;werk/noun	3	heb/verb;in/prep;laat_na/verb;zijn/det	4	heb/verb;in/prep;laat_na/verb;zijn/det	4	dat/det;heb/verb;in/prep;laat_na/verb;mijn/det;wel/adv;werk/noun;zijn/det	8
spoor/noun/volkskrant_19990217_67/8	Koerd/noun;dinsdag_avond/noun;heb/verb;trek/verb;vernieling/noun	5	Koerd/noun;dinsdag_avond/noun;heb/verb;trek/verb;vernieling/noun	5	Haags/adj;Koerd/noun;boos/adj;dinsdag_avond/noun;heb/verb;trek/verb;vernieling/noun	7	Koerd/noun;de/det;dinsdag_avond/noun;door/prep;een/det;heb/verb;trek/verb;van/prep;vernieling/noun	9	Koerd/noun;de/det;dinsdag_avond/noun;door/prep;een/det;heb/verb;trek/verb;van/prep;vernieling/noun	9	Haags/adj;Koerd/noun;boos/adj;de/det;dinsdag_avond/noun;door/prep;een/det;heb/verb;trek/verb;van/prep;vernieling/noun	11	Koerd/noun;dinsdag_avond/noun;heb/verb;trek/verb;vernieling/noun	5	Koerd/noun;dinsdag_avond/noun;heb/verb;trek/verb;vernieling/noun	5	Koerd/noun;boos/adj;dinsdag_avond/noun;heb/verb;trek/verb;vernieling/noun	6	Koerd/noun;de/det;dinsdag_avond/noun;door/prep;een/det;heb/verb;trek/verb;van/prep;vernieling/noun	9	Koerd/noun;de/det;dinsdag_avond/noun;door/prep;een/det;heb/verb;trek/verb;van/prep;vernieling/noun	9	Koerd/noun;boos/adj;de/det;dinsdag_avond/noun;door/prep;een/det;heb/verb;trek/verb;van/prep;vernieling/noun	10
spoor/noun/volkskrant_20020916_0/605	duid/verb;volg/verb	2	duid/verb;volg/verb	2	duid/verb;geleden/adj;intentie/noun;niets/noun;volg/verb;week/noun	6	de/det;duid/verb;het/det;op/prep;van/prep;volg/verb	6	de/det;duid/verb;het/det;op/prep;van/prep;volg/verb	6	de/det;duid/verb;geleden/adj;het/det;intentie/noun;niets/noun;op/prep;van/prep;volg/verb;week/noun	10	volg/verb	1	volg/verb	1	intentie/noun;volg/verb	2	de/det;het/det;op/prep;van/prep;volg/verb	5	de/det;het/det;op/prep;van/prep;volg/verb	5	de/det;het/det;intentie/noun;op/prep;van/prep;volg/verb	6
spoor/noun/volkskrant_20000414_101/1183	ander/adj;ben/verb;laat_achter/verb;leven/noun;verdwijn/verb	5	ander/adj;ben/verb;laat_achter/verb;leven/noun;verdwijn/verb	5	ander/adj;ben/verb;laat_achter/verb;leven/noun;moet/verb;verdwijn/verb	6	ander/adj;ben/verb;de/det;door/prep;een/det;laat_achter/verb;leven/noun;verdwijn/verb;waar/adv	9	ander/adj;ben/verb;de/det;door/prep;een/det;laat_achter/verb;leven/noun;verdwijn/verb;waar/adv	9	ander/adj;ben/verb;de/det;door/prep;een/det;iets/adv;je/det;je/pron;laat_achter/verb;leven/noun;moet/verb;verdwijn/verb;waar/adv	13	ben/verb;laat_achter/verb;leven/noun;verdwijn/verb	4	ben/verb;laat_achter/verb;leven/noun;verdwijn/verb	4	ben/verb;laat_achter/verb;leven/noun;moet/verb;verdwijn/verb	5	ben/verb;door/prep;een/det;laat_achter/verb;leven/noun;verdwijn/verb	6	ben/verb;door/prep;een/det;laat_achter/verb;leven/noun;verdwijn/verb	6	ben/verb;door/prep;een/det;je/det;je/pron;laat_achter/verb;leven/noun;moet/verb;verdwijn/verb	9
spoor/noun/volkskrant_20020819_27/206	aarde/noun;ben/verb;ontdek/verb;sonde/noun	4	aarde/noun;ben/verb;ontdek/verb;sonde/noun	4	aarde/noun;baan/noun;ben/verb;ontdek/verb;sonde/noun	5	aarde/noun;ben/verb;de/det;geen/det;in/prep;meer/adv;ontdek/verb;sonde/noun;van/prep	9	aarde/noun;ben/verb;de/det;geen/det;in/prep;meer/adv;ontdek/verb;sonde/noun;van/prep	9	aarde/noun;baan/noun;ben/verb;de/det;geen/det;in/prep;meer/adv;om/prep;ontdek/verb;sonde/noun;van/prep	11	aarde/noun;ben/verb;sonde/noun	3	aarde/noun;ben/verb;sonde/noun	3	aarde/noun;ben/verb;sonde/noun	3	aarde/noun;ben/verb;de/det;geen/det;meer/adv;sonde/noun;van/prep	7	aarde/noun;ben/verb;de/det;geen/det;meer/adv;sonde/noun;van/prep	7	aarde/noun;ben/verb;de/det;geen/det;meer/adv;om/prep;sonde/noun;van/prep	8
spoor/noun/volkskrant_20040607_68/300	heb/verb;verdien/verb	2	heb/verb;verdien/verb	2	heb/verb;verdien/verb	2	heb/verb;hun/det;verdien/verb	3	heb/verb;hun/det;verdien/verb	3	allemaal/adv;heb/verb;hun/det;verdien/verb;ze/pron	5	heb/verb;verdien/verb	2	heb/verb;verdien/verb	2	heb/verb;verdien/verb	2	heb/verb;hun/det;verdien/verb	3	heb/verb;hun/det;verdien/verb	3	allemaal/adv;heb/verb;hun/det;verdien/verb;ze/pron	5
spoor/noun/volkskrant_20001122_64/141		0		0	Europees/adj;beleid/noun;ongelijkheid/noun;principieel/adj;verwacht/verb	5	de/det;het/det;in/prep;tussen/prep;van/prep	5	de/det;het/det;in/prep;tussen/prep;van/prep	5	Europees/adj;beleid/noun;de/det;het/det;in/prep;je/pron;ongelijkheid/noun;principieel/adj;tussen/prep;van/prep;verwacht/verb	11		0		0	beleid/noun;principieel/adj	2	het/det;in/prep;van/prep	3	het/det;in/prep;van/prep	3	beleid/noun;het/det;in/prep;principieel/adj;van/prep	5
spoor/noun/volkskrant_19990906_68/24	glimlach/noun;zwaar/adj	2	glimlach/noun;zwaar/adj	2	degradeer/verb;er/noun;glimlach/noun;kan/verb;seizoen/noun;slaag/verb;verdring/verb;zwaar/adj	8	de/det;een/det;glimlach/noun;in/prep;meer/adv;van/prep;zwaar/adj	7	de/det;een/det;glimlach/noun;in/prep;meer/adv;van/prep;zwaar/adj	7	de/det;degradeer/verb;een/det;er/noun;glimlach/noun;in/prep;kan/verb;meer/adv;niet/adv;seizoen/noun;slaag/verb;van/prep;verdring/verb;voor/prep;zwaar/adj	15	zwaar/adj	1	zwaar/adj	1	er/noun;seizoen/noun;zwaar/adj	3	de/det;in/prep;zwaar/adj	3	de/det;in/prep;zwaar/adj	3	de/det;er/noun;in/prep;niet/adv;seizoen/noun;zwaar/adj	6
spoor/noun/volkskrant_20011110_29/75	verdien/verb	1	verdien/verb	1	verdien/verb	1	de/det;verdien/verb;zijn/det	3	de/det;verdien/verb;zijn/det	3	de/det;met/prep;verdien/verb;zijn/det	4	verdien/verb	1	verdien/verb	1	verdien/verb	1	de/det;verdien/verb;zijn/det	3	de/det;verdien/verb;zijn/det	3	de/det;met/prep;verdien/verb;zijn/det	4
spoor/noun/volkskrant_19990525_6/931	gebruikt/adj;wijs/verb	2	gebruikt/adj;wijs/verb	2	gebruikt/adj;wijs/verb;zal/verb	3	door/prep;een/det;gebruikt/adj;van/prep;wijs/verb	5	door/prep;een/det;gebruikt/adj;van/prep;wijs/verb	5	door/prep;een/det;gebruikt/adj;van/prep;wijs/verb;zal/verb	6		0		0		0	door/prep;een/det;van/prep	3	door/prep;een/det;van/prep	3	door/prep;een/det;van/prep	3
spoor/noun/parool_20020713_101/972	heb/verb;zwart/adj	2	heb/verb;zwart/adj	2	compensatie/noun;heb/verb;zal/verb;zwart/adj	4	geen/det;heb/verb;van/prep;zwart/adj	4	geen/det;heb/verb;van/prep;zwart/adj	4	compensatie/noun;geen/det;heb/verb;van/prep;zal/verb;zwart/adj	6	heb/verb;zwart/adj	2	heb/verb;zwart/adj	2	compensatie/noun;heb/verb;zal/verb;zwart/adj	4	geen/det;heb/verb;van/prep;zwart/adj	4	geen/det;heb/verb;van/prep;zwart/adj	4	compensatie/noun;geen/det;heb/verb;van/prep;zal/verb;zwart/adj	6
spoor/noun/parool_20011110_51/279	heden/noun;muur/noun;ontbreek/verb	3	heden/noun;muur/noun;ontbreek/verb	3	heden/noun;muur/noun;ontbreek/verb;pluk/verb	4	de/det;elk/det;heden/noun;muur/noun;ontbreek/verb;op/prep;van/prep	7	de/det;elk/det;heden/noun;muur/noun;ontbreek/verb;op/prep;van/prep	7	de/det;elk/det;heden/noun;muur/noun;ontbreek/verb;op/prep;pluk/verb;tot/prep;van/prep	9	heden/noun;ontbreek/verb	2	heden/noun;ontbreek/verb	2	heden/noun;ontbreek/verb	2	elk/det;heden/noun;ontbreek/verb;op/prep	4	elk/det;heden/noun;ontbreek/verb;op/prep	4	elk/det;heden/noun;ontbreek/verb;op/prep;tot/prep	5
spoor/noun/parool_19990529_115/529	heb/verb;laat_na/verb	2	heb/verb;laat_na/verb	2	Engelsman/noun;behoor/verb;belangrijk/adj;heb/verb;laat_na/verb;volk/noun	6	de/det;die/pron;heb/verb;hun/det;laat_na/verb	5	de/det;die/pron;heb/verb;hun/det;laat_na/verb	5	Engelsman/noun;behoor/verb;belangrijk/adj;de/det;die/pron;heb/verb;hun/det;laat_na/verb;tot/prep;volk/noun	10	heb/verb;laat_na/verb	2	heb/verb;laat_na/verb	2	belangrijk/adj;heb/verb;laat_na/verb;volk/noun	4	de/det;die/pron;heb/verb;hun/det;laat_na/verb	5	de/det;die/pron;heb/verb;hun/det;laat_na/verb	5	belangrijk/adj;de/det;die/pron;heb/verb;hun/det;laat_na/verb;volk/noun	7
spoor/noun/parool_20011112_121/23	twijfel/noun	1	twijfel/noun	1	twijfel/noun	1	de/prep;een/det;er/adv;het/det;in/prep;naar/prep;over/prep;twijfel/noun;van/prep;zonder/prep	10	de/prep;een/det;er/adv;het/det;in/prep;naar/prep;over/prep;twijfel/noun;van/prep;zonder/prep	10	aanloop/prep;de/prep;een/det;er/adv;het/det;in/prep;naar/prep;over/prep;twijfel/noun;van/prep;wat/pron;zonder/prep	12	twijfel/noun	1	twijfel/noun	1	twijfel/noun	1	een/det;er/adv;over/prep;twijfel/noun;van/prep;zonder/prep	6	een/det;er/adv;over/prep;twijfel/noun;van/prep;zonder/prep	6	een/det;er/adv;over/prep;twijfel/noun;van/prep;wat/pron;zonder/prep	7
spoor/noun/parool_20040712_23/19	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;er/adv;geen/det	3	ben/verb;er/adv;geen/det	3	ben/verb;er/adv;geen/det	3	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;er/adv;geen/det	3	ben/verb;er/adv;geen/det	3	ben/verb;er/adv;geen/det	3
spoor/noun/parool_20030826_89/30	twijfel/noun	1	twijfel/noun	1	twijfel/noun;wereldkampioen/noun;winnaar/noun	3	bij/prep;de/det;geen/det;het/det;twijfel/noun;van/prep	6	bij/prep;de/det;geen/det;het/det;twijfel/noun;van/prep	6	bij/prep;de/det;geen/det;het/det;twijfel/noun;van/prep;wereldkampioen/noun;winnaar/noun	8	twijfel/noun	1	twijfel/noun	1	twijfel/noun	1	bij/prep;de/det;geen/det;twijfel/noun	4	bij/prep;de/det;geen/det;twijfel/noun	4	bij/prep;de/det;geen/det;twijfel/noun	4
spoor/noun/parool_20030617_21/276	beschadig/verb;kilo_meter/noun;lengte/noun;word/verb	4	beschadig/verb;kilo_meter/noun;lengte/noun;word/verb	4	beschadig/verb;kilo_meter/noun;lengte/noun;word/verb	4	beschadig/verb;een/det;het/det;kilo_meter/noun;lengte/noun;over/prep;van/prep;word/verb	8	beschadig/verb;een/det;het/det;kilo_meter/noun;lengte/noun;over/prep;van/prep;word/verb	8	beschadig/verb;een/det;het/det;kilo_meter/noun;lengte/noun;over/prep;van/prep;word/verb	8	lengte/noun;word/verb	2	lengte/noun;word/verb	2	lengte/noun;word/verb	2	een/det;het/det;lengte/noun;over/prep;van/prep;word/verb	6	een/det;het/det;lengte/noun;over/prep;van/prep;word/verb	6	een/det;het/det;lengte/noun;over/prep;van/prep;word/verb	6
spoor/noun/parool_19990409_125/145	goed/adj	1	goed/adj	1	boycot/verb;extreem/adj;gangbaar/adj;goed/adj;positie/noun	5	buiten/prep;de/det;goed/adj;in/prep	4	buiten/prep;de/det;goed/adj;in/prep	4	boycot/verb;buiten/prep;de/det;extreem/adj;gangbaar/adj;goed/adj;in/prep;positie/noun	8		0		0	boycot/verb;gangbaar/adj	2	buiten/prep	1	buiten/prep	1	boycot/verb;buiten/prep;gangbaar/adj	3
spoor/noun/parool_20040219_02/452	beland/verb;ben/verb;dood/adj;heb/verb;leid/verb;zaak/noun	6	beland/verb;ben/verb;dood/adj;heb/verb;leid/verb;zaak/noun	6	beland/verb;ben/verb;dood/adj;er/noun;heb/verb;leid/verb;zaak/noun	7	beland/verb;ben/verb;de/det;dood/adj;een/det;heb/verb;leid/verb;op/prep;zaak/noun	9	beland/verb;ben/verb;de/det;dood/adj;een/det;heb/verb;leid/verb;op/prep;zaak/noun	9	beland/verb;ben/verb;de/det;dood/adj;een/det;er/noun;heb/verb;leid/verb;op/prep;tot/prep;zaak/noun	11	beland/verb;ben/verb;dood/adj;zaak/noun	4	beland/verb;ben/verb;dood/adj;zaak/noun	4	beland/verb;ben/verb;dood/adj;zaak/noun	4	beland/verb;ben/verb;de/det;dood/adj;een/det;op/prep;zaak/noun	7	beland/verb;ben/verb;de/det;dood/adj;een/det;op/prep;zaak/noun	7	beland/verb;ben/verb;de/det;dood/adj;een/det;op/prep;zaak/noun	7
spoor/noun/parool_19990703_95/706	klei/noun;laat_na/verb	2	klei/noun;laat_na/verb	2	klei/noun;laat_na/verb;partij_DIM/noun;voetballer/noun;zal/verb	5	de/det;een/det;hun/det;in/prep;klei/noun;laat_na/verb;na/prep	7	de/det;een/det;hun/det;in/prep;klei/noun;laat_na/verb;na/prep	7	de/det;die/det;een/det;hun/det;in/prep;klei/noun;laat_na/verb;na/prep;partij_DIM/noun;voetballer/noun;wat/pron;zal/verb	12	klei/noun;laat_na/verb	2	klei/noun;laat_na/verb	2	klei/noun;laat_na/verb;partij_DIM/noun	3	een/det;hun/det;in/prep;klei/noun;laat_na/verb	5	een/det;hun/det;in/prep;klei/noun;laat_na/verb	5	die/det;een/det;hun/det;in/prep;klei/noun;laat_na/verb;partij_DIM/noun;wat/pron	8
spoor/noun/parool_19990223_27/141	beeld_materiaal/noun;dood/adj;hoeveelheid/noun;overweldigend/adj;zit/verb	5	beeld_materiaal/noun;dood/adj;hoeveelheid/noun;overweldigend/adj;zit/verb	5	beeld_materiaal/noun;dood/adj;hoeveelheid/noun;overweldigend/adj;zit/verb	5	beeld_materiaal/noun;de/det;dood/adj;een/det;hoeveelheid/noun;op/prep;overweldigend/adj;zit/verb	8	beeld_materiaal/noun;de/det;dood/adj;een/det;hoeveelheid/noun;op/prep;overweldigend/adj;zit/verb	8	beeld_materiaal/noun;de/det;dood/adj;een/det;hoeveelheid/noun;ondanks/prep;op/prep;overweldigend/adj;zit/verb	9	beeld_materiaal/noun;dood/adj;zit/verb	3	beeld_materiaal/noun;dood/adj;zit/verb	3	beeld_materiaal/noun;dood/adj;zit/verb	3	beeld_materiaal/noun;dood/adj;een/det;op/prep;zit/verb	5	beeld_materiaal/noun;dood/adj;een/det;op/prep;zit/verb	5	beeld_materiaal/noun;dood/adj;een/det;op/prep;zit/verb	5
spoor/noun/parool_20010913_18/106	ben/verb	1	ben/verb	1	ben/verb;even/adj	2	ben/verb;bijster/adv;het/det	3	ben/verb;bijster/adv;het/det	3	ben/verb;bijster/adv;even/adj;het/det;iedereen/pron	5	ben/verb	1	ben/verb	1	ben/verb;even/adj	2	ben/verb;bijster/adv;het/det	3	ben/verb;bijster/adv;het/det	3	ben/verb;bijster/adv;even/adj;het/det;iedereen/pron	5
spoor/noun/parool_20000608_8/464	ben/verb;gering/adj;koffer/noun;verstrijk/verb	4	ben/verb;gering/adj;koffer/noun;verstrijk/verb	4	ben/verb;dag/noun;gering/adj;koffer/noun;verstrijk/verb	5	ben/verb;de/det;er/adv;gering/adj;het/det;koffer/noun;nog/adv;van/prep;verstrijk/verb	9	ben/verb;de/det;er/adv;gering/adj;het/det;koffer/noun;nog/adv;van/prep;verstrijk/verb	9	ben/verb;dag/noun;de/det;er/adv;gering/adj;het/det;koffer/noun;niet/adv;nog/adv;van/prep;verstrijk/verb	11	ben/verb;gering/adj;koffer/noun	3	ben/verb;gering/adj;koffer/noun	3	ben/verb;gering/adj;koffer/noun	3	ben/verb;de/det;gering/adj;het/det;koffer/noun;nog/adv;van/prep	7	ben/verb;de/det;gering/adj;het/det;koffer/noun;nog/adv;van/prep	7	ben/verb;de/det;gering/adj;het/det;koffer/noun;niet/adv;nog/adv;van/prep	8
spoor/noun/parool_19990814_110/226	ben/verb;cultus/noun;dood/adj;geraak/verb	4	ben/verb;cultus/noun;dood/adj;geraak/verb	4	ben/verb;cultus/noun;dood/adj;geraak/verb;persoon/noun	5	ben/verb;cultus/noun;de/det;dood/adj;een/det;geraak/verb;haar/det;op/prep;rond/prep	9	ben/verb;cultus/noun;de/det;dood/adj;een/det;geraak/verb;haar/det;op/prep;rond/prep	9	ben/verb;cultus/noun;de/det;dood/adj;een/det;geraak/verb;haar/det;op/prep;persoon/noun;rond/prep	10	ben/verb;dood/adj;geraak/verb	3	ben/verb;dood/adj;geraak/verb	3	ben/verb;dood/adj;geraak/verb;persoon/noun	4	ben/verb;dood/adj;een/det;geraak/verb;op/prep	5	ben/verb;dood/adj;een/det;geraak/verb;op/prep	5	ben/verb;dood/adj;een/det;geraak/verb;op/prep;persoon/noun	6
spoor/noun/parool_20020215_75/95	ben/verb;nieuw/adj;ruimte/noun	3	ben/verb;nieuw/adj;ruimte/noun	3	ben/verb;klein/adj;nieuw/adj;ruimte/noun;zo/adj	5	ben/verb;de/det;die/pron;nieuw/adj;ruimte/noun;tussen/prep	6	ben/verb;de/det;die/pron;nieuw/adj;ruimte/noun;tussen/prep	6	ben/verb;de/det;die/pron;klein/adj;nieuw/adj;ruimte/noun;tussen/prep;zo/adj	8	ben/verb;ruimte/noun	2	ben/verb;ruimte/noun	2	ben/verb;klein/adj;ruimte/noun;zo/adj	4	ben/verb;ruimte/noun;tussen/prep	3	ben/verb;ruimte/noun;tussen/prep	3	ben/verb;klein/adj;ruimte/noun;tussen/prep;zo/adj	5
spoor/noun/parool_20030912_45/206	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5
spoor/noun/parool_20010120_158/182	heb/verb;zelfbenoemd/adj;zet/verb	3	heb/verb;zelfbenoemd/adj;zet/verb	3	diva/noun;heb/verb;moet/verb;zelfbenoemd/adj;zet/verb	5	de/det;heb/verb;het/det;op/prep;zelfbenoemd/adj;zet/verb	6	de/det;heb/verb;het/det;op/prep;zelfbenoemd/adj;zet/verb	6	dat/det;de/det;diva/noun;heb/verb;het/det;moet/verb;op/prep;zelfbenoemd/adj;zet/verb	9	heb/verb;zelfbenoemd/adj;zet/verb	3	heb/verb;zelfbenoemd/adj;zet/verb	3	diva/noun;heb/verb;zelfbenoemd/adj;zet/verb	4	de/det;heb/verb;het/det;op/prep;zelfbenoemd/adj;zet/verb	6	de/det;heb/verb;het/det;op/prep;zelfbenoemd/adj;zet/verb	6	de/det;diva/noun;heb/verb;het/det;op/prep;zelfbenoemd/adj;zet/verb	7
spoor/noun/parool_20011017_100/381	ander/adj;ben/verb;kam_uit/verb;op/adj;word/verb;zoek/adj	6	ander/adj;ben/verb;kam_uit/verb;op/adj;word/verb;zoek/adj	6	ander/adj;ben/verb;geheel/adj;kam_uit/verb;op/adj;word/verb;zet_af/verb;zoek/adj	8	ander/adj;ben/verb;kam_uit/verb;naar/prep;op/adj;word/verb;zoek/adj	7	ander/adj;ben/verb;kam_uit/verb;naar/prep;op/adj;word/verb;zoek/adj	7	ander/adj;ben/verb;geheel/adj;kam_uit/verb;naar/prep;op/adj;word/verb;zet_af/verb;zoek/adj	9	ander/adj;kam_uit/verb;op/adj;zoek/adj	4	ander/adj;kam_uit/verb;op/adj;zoek/adj	4	ander/adj;kam_uit/verb;op/adj;zoek/adj	4	ander/adj;kam_uit/verb;naar/prep;op/adj;zoek/adj	5	ander/adj;kam_uit/verb;naar/prep;op/adj;zoek/adj	5	ander/adj;kam_uit/verb;naar/prep;op/adj;zoek/adj	5
spoor/noun/parool_20010109_96/71	zet/verb	1	zet/verb	1	zet/verb	1	bij/prep;het/det;op/prep;zet/verb	4	bij/prep;het/det;op/prep;zet/verb	4	bij/prep;hem/pron;het/det;op/prep;zet/verb	5	zet/verb	1	zet/verb	1	zet/verb	1	het/det;op/prep;zet/verb	3	het/det;op/prep;zet/verb	3	hem/pron;het/det;op/prep;zet/verb	4
spoor/noun/parool_20040521_101/98	nieuwbouw_project/noun;station/noun;trein/noun	3	nieuwbouw_project/noun;station/noun;trein/noun	3	nieuwbouw_project/noun;station/noun;trein/noun	3	de/det;het/det;in/prep;nieuwbouw_project/noun;station/noun;trein/noun;tussen/prep	7	de/det;het/det;in/prep;nieuwbouw_project/noun;station/noun;trein/noun;tussen/prep	7	aan/prep;de/det;het/det;in/prep;nieuwbouw_project/noun;station/noun;trein/noun;tussen/prep	8	trein/noun	1	trein/noun	1	trein/noun	1	de/det;het/det;trein/noun;tussen/prep	4	de/det;het/det;trein/noun;tussen/prep	4	aan/prep;de/det;het/det;trein/noun;tussen/prep	5
spoor/noun/parool_20001104_101/68	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;de/det;elk/det;nog/adv;ontbreek/verb;steeds/adv;van/prep	7	dader/noun;de/det;elk/det;nog/adv;ontbreek/verb;steeds/adv;van/prep	7	dader/noun;de/det;elk/det;nog/adv;ontbreek/verb;steeds/adv;van/prep	7	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;elk/det;nog/adv;ontbreek/verb;steeds/adv	5	dader/noun;elk/det;nog/adv;ontbreek/verb;steeds/adv	5	dader/noun;elk/det;nog/adv;ontbreek/verb;steeds/adv	5
spoor/noun/parool_20000311_23/811	ben/verb;bereikbaar/adj;haven/noun	3	ben/verb;bereikbaar/adj;haven/noun	3	ben/verb;bereikbaar/adj;haven/noun;praat/verb	4	al/adv;ben/verb;bereikbaar/adj;de/det;een/det;haven/noun;over/prep;per/prep	8	al/adv;ben/verb;bereikbaar/adj;de/det;een/det;haven/noun;over/prep;per/prep	8	al/adv;altijd/adv;ben/verb;bereikbaar/adj;dan/adv;de/det;een/det;haven/noun;nou/adv;over/prep;per/prep;praat/verb;we/pron	13	bereikbaar/adj;haven/noun	2	bereikbaar/adj;haven/noun	2	bereikbaar/adj;haven/noun;praat/verb	3	al/adv;bereikbaar/adj;de/det;haven/noun;per/prep	5	al/adv;bereikbaar/adj;de/det;haven/noun;per/prep	5	al/adv;altijd/adv;bereikbaar/adj;dan/adv;de/det;haven/noun;per/prep;praat/verb	8
spoor/noun/parool_20011107_88/347	maker/noun;oerwoud/noun;raak/verb	3	maker/noun;oerwoud/noun;raak/verb	3	maker/noun;oerwoud/noun;raak/verb	3	bijster/adv;de/det;het/det;in/prep;maker/noun;oerwoud/noun;raak/verb;van/prep	8	bijster/adv;de/det;het/det;in/prep;maker/noun;oerwoud/noun;raak/verb;van/prep	8	bijster/adv;de/det;het/det;in/prep;maker/noun;oerwoud/noun;raak/verb;van/prep	8	oerwoud/noun;raak/verb	2	oerwoud/noun;raak/verb	2	oerwoud/noun;raak/verb	2	bijster/adv;het/det;oerwoud/noun;raak/verb;van/prep	5	bijster/adv;het/det;oerwoud/noun;raak/verb;van/prep	5	bijster/adv;het/det;oerwoud/noun;raak/verb;van/prep	5
spoor/noun/parool_20030707_18/173	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;ontbreek/verb	2	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5	dader/noun;de/det;elk/det;ontbreek/verb;van/prep	5
spoor/noun/parool_20030531_57/36	vakbond/noun	1	vakbond/noun	1	beslis/verb;directie/noun;vakbond/noun	3	bij/prep;de/det;het/det;in/prep;over/prep;vakbond/noun;van/prep	7	bij/prep;de/det;het/det;in/prep;over/prep;vakbond/noun;van/prep	7	beslis/verb;bij/prep;de/det;directie/noun;het/det;in/prep;mee/adv;oudsher/adv;over/prep;vakbond/noun;van/prep	11	vakbond/noun	1	vakbond/noun	1	beslis/verb;vakbond/noun	2	bij/prep;het/det;vakbond/noun;van/prep	4	bij/prep;het/det;vakbond/noun;van/prep	4	beslis/verb;bij/prep;het/det;oudsher/adv;vakbond/noun;van/prep	6
