_id	_cws.zwart.foc10.nav.weight.bound	_cws.zwart.foc10.nav.selection.bound	_cws.zwart.foc10.nav.noweight.bound	_cws.zwart.foc10.all.weight.bound	_cws.zwart.foc10.all.selection.bound	_cws.zwart.foc10.all.noweight.bound	_cws.zwart.foc5.nav.weight.bound	_cws.zwart.foc5.nav.selection.bound	_cws.zwart.foc5.nav.noweight.bound	_cws.zwart.foc5.all.weight.bound	_cws.zwart.foc5.all.selection.bound	_cws.zwart.foc5.all.noweight.bound	_cws.zwart.foc10.nav.weight.nobound	_cws.zwart.foc10.nav.selection.nobound	_cws.zwart.foc10.nav.noweight.nobound	_cws.zwart.foc10.all.weight.nobound	_cws.zwart.foc10.all.selection.nobound	_cws.zwart.foc10.all.noweight.nobound	_cws.zwart.foc5.nav.weight.nobound	_cws.zwart.foc5.nav.selection.nobound	_cws.zwart.foc5.nav.noweight.nobound	_cws.zwart.foc5.all.weight.nobound	_cws.zwart.foc5.all.selection.nobound	_cws.zwart.foc5.all.noweight.nobound
zwart/adj/de_morgen_20040308_01_124/533	bereik/verb;diepgang/noun;krijt/noun;maximum/noun;middel/noun;minimum/noun;psychologisch/adj;wit/adj	bereik/verb;diepgang/noun;krijt/noun;maximum/noun;middel/noun;minimum/noun;psychologisch/adj;wit/adj	bereik/verb;diepgang/noun;krijt/noun;maximum/noun;middel/noun;minimum/noun;psychologisch/adj;wit/adj	aan/prep;bereik/verb;diepgang/noun;een/det;krijt/noun;maximum/noun;met/prep;middel/noun;minimum/noun;psychologisch/adj;waar/adv;wat/adv;wit/adj	aan/prep;bereik/verb;diepgang/noun;een/det;krijt/noun;maximum/noun;met/prep;middel/noun;minimum/noun;psychologisch/adj;waar/adv;wat/adv;wit/adj	aan/prep;bereik/verb;diepgang/noun;een/det;krijt/noun;maximum/noun;met/prep;middel/noun;minimum/noun;psychologisch/adj;waar/adv;wat/adv;wit/adj	krijt/noun;middel/noun;minimum/noun;wit/adj	krijt/noun;middel/noun;minimum/noun;wit/adj	krijt/noun;middel/noun;minimum/noun;wit/adj	een/det;krijt/noun;middel/noun;minimum/noun;wat/adv;wit/adj	een/det;krijt/noun;middel/noun;minimum/noun;wat/adv;wit/adj	een/det;krijt/noun;middel/noun;minimum/noun;wat/adv;wit/adj	bereik/verb;diepgang/noun;krijt/noun;maximum/noun;middel/noun;minimum/noun;psychologisch/adj;wit/adj	bereik/verb;diepgang/noun;krijt/noun;maximum/noun;middel/noun;minimum/noun;psychologisch/adj;wit/adj	bereik/verb;diepgang/noun;krijt/noun;maximum/noun;middel/noun;minimum/noun;psychologisch/adj;wit/adj	aan/prep;bereik/verb;diepgang/noun;een/det;krijt/noun;maximum/noun;met/prep;middel/noun;minimum/noun;psychologisch/adj;waar/adv;wat/adv;wit/adj	aan/prep;bereik/verb;diepgang/noun;een/det;krijt/noun;maximum/noun;met/prep;middel/noun;minimum/noun;psychologisch/adj;waar/adv;wat/adv;wit/adj	aan/prep;bereik/verb;diepgang/noun;een/det;krijt/noun;maximum/noun;met/prep;middel/noun;minimum/noun;psychologisch/adj;waar/adv;wat/adv;wit/adj	krijt/noun;middel/noun;minimum/noun;wit/adj	krijt/noun;middel/noun;minimum/noun;wit/adj	krijt/noun;middel/noun;minimum/noun;wit/adj	een/det;krijt/noun;middel/noun;minimum/noun;wat/adv;wit/adj	een/det;krijt/noun;middel/noun;minimum/noun;wat/adv;wit/adj	een/det;krijt/noun;middel/noun;minimum/noun;wat/adv;wit/adj
zwart/adj/de_morgen_20040317_01_106/80	chauffeur/noun;kompaan/noun;lederen/adj;vest/noun	chauffeur/noun;kompaan/noun;lederen/adj;vest/noun	chauffeur/noun;kompaan/noun;lederen/adj;vest/noun	chauffeur/noun;het/det;kompaan/noun;lederen/adj;met/prep;onder/prep;vest/noun;wie/pron;zijn/det;zijnde/prep	chauffeur/noun;het/det;kompaan/noun;lederen/adj;met/prep;onder/prep;vest/noun;wie/pron;zijn/det;zijnde/prep	chauffeur/noun;het/det;kompaan/noun;lederen/adj;met/prep;onder/prep;vest/noun;wie/pron;zijn/det;zijnde/prep	kompaan/noun;lederen/adj;vest/noun	kompaan/noun;lederen/adj;vest/noun	kompaan/noun;lederen/adj;vest/noun	het/det;kompaan/noun;lederen/adj;met/prep;vest/noun;zijnde/prep	het/det;kompaan/noun;lederen/adj;met/prep;vest/noun;zijnde/prep	het/det;kompaan/noun;lederen/adj;met/prep;vest/noun;zijnde/prep	chauffeur/noun;kompaan/noun;lederen/adj;vest/noun	chauffeur/noun;kompaan/noun;lederen/adj;vest/noun	chauffeur/noun;kompaan/noun;lederen/adj;vest/noun	chauffeur/noun;het/det;kompaan/noun;lederen/adj;met/prep;onder/prep;vest/noun;wie/pron;zijn/det;zijnde/prep	chauffeur/noun;het/det;kompaan/noun;lederen/adj;met/prep;onder/prep;vest/noun;wie/pron;zijn/det;zijnde/prep	chauffeur/noun;het/det;kompaan/noun;lederen/adj;met/prep;onder/prep;vest/noun;wie/pron;zijn/det;zijnde/prep	kompaan/noun;lederen/adj;vest/noun	kompaan/noun;lederen/adj;vest/noun	kompaan/noun;lederen/adj;vest/noun	het/det;kompaan/noun;lederen/adj;met/prep;vest/noun;zijnde/prep	het/det;kompaan/noun;lederen/adj;met/prep;vest/noun;zijnde/prep	het/det;kompaan/noun;lederen/adj;met/prep;vest/noun;zijnde/prep
zwart/adj/de_morgen_20040612_01_220/57	geleden/adj;jaar/noun;veroordeel/verb;word/verb	geleden/adj;jaar/noun;veroordeel/verb;word/verb	geleden/adj;jaar/noun;veroordeel/verb;word/verb	een/det;geleden/adj;jaar/noun;op/prep;veroordeel/verb;voor/prep;word/verb	een/det;geleden/adj;jaar/noun;op/prep;veroordeel/verb;voor/prep;word/verb	een/det;geleden/adj;jaar/noun;op/prep;veroordeel/verb;voor/prep;word/verb				een/det;op/prep;voor/prep	een/det;op/prep;voor/prep	een/det;op/prep;voor/prep	geleden/adj;jaar/noun;veroordeel/verb;voorwaardelijk/adj;word/verb	geleden/adj;jaar/noun;veroordeel/verb;voorwaardelijk/adj;word/verb	geleden/adj;jaar/noun;veroordeel/verb;voorwaardelijk/adj;word/verb	een/det;geleden/adj;hij/pron;jaar/noun;nu/adv;op/prep;veroordeel/verb;voor/prep;voorwaardelijk/adj;word/verb	een/det;geleden/adj;hij/pron;jaar/noun;nu/adv;op/prep;veroordeel/verb;voor/prep;voorwaardelijk/adj;word/verb	een/det;geleden/adj;hij/pron;jaar/noun;nu/adv;op/prep;veroordeel/verb;voor/prep;voorwaardelijk/adj;word/verb				een/det;nu/adv;op/prep;voor/prep;word/verb	een/det;nu/adv;op/prep;voor/prep;word/verb	een/det;nu/adv;op/prep;voor/prep;word/verb
zwart/adj/de_standaard_19990416_01_93/377	geld/noun;lijk/verb;mens/noun;registreer/verb;veel/adj	geld/noun;lijk/verb;mens/noun;registreer/verb;veel/adj	geld/noun;lijk/verb;mens/noun;registreer/verb;veel/adj	geld/noun;het/det;hun/det;lijk/verb;mens/noun;op/prep;registreer/verb;van/prep;veel/adj;voor/prep	geld/noun;het/det;hun/det;lijk/verb;mens/noun;op/prep;registreer/verb;van/prep;veel/adj;voor/prep	geld/noun;het/det;hun/det;lijk/verb;mens/noun;op/prep;registreer/verb;van/prep;veel/adj;voor/prep				geld/noun;het/det;hun/det;op/prep;van/prep	geld/noun;het/det;hun/det;op/prep;van/prep	geld/noun;het/det;hun/det;op/prep;van/prep	bang/adj;ben/verb;fiche/noun;geld/noun;hand/noun;lijk/verb;mens/noun;registreer/verb;veel/adj	bang/adj;ben/verb;fiche/noun;geld/noun;hand/noun;lijk/verb;mens/noun;registreer/verb;veel/adj	bang/adj;ben/verb;fiche/noun;geld/noun;hand/noun;lijk/verb;mens/noun;registreer/verb;veel/adj	bang/adj;ben/verb;de/det;fiche/noun;geld/noun;hand/noun;het/det;hun/det;in/prep;lijk/verb;mens/noun;op/prep;registreer/verb;van/prep;veel/adj;voor/prep;zij/pron	bang/adj;ben/verb;de/det;fiche/noun;geld/noun;hand/noun;het/det;hun/det;in/prep;lijk/verb;mens/noun;op/prep;registreer/verb;van/prep;veel/adj;voor/prep;zij/pron	bang/adj;ben/verb;de/det;fiche/noun;geld/noun;hand/noun;het/det;hun/det;in/prep;lijk/verb;mens/noun;op/prep;registreer/verb;van/prep;veel/adj;voor/prep;zij/pron	bang/adj;ben/verb;geld/noun	bang/adj;ben/verb;geld/noun	bang/adj;ben/verb;geld/noun	bang/adj;ben/verb;geld/noun;het/det;hun/det;op/prep;van/prep;zij/pron	bang/adj;ben/verb;geld/noun;het/det;hun/det;op/prep;van/prep;zij/pron	bang/adj;ben/verb;geld/noun;het/det;hun/det;op/prep;van/prep;zij/pron
zwart/adj/de_standaard_19990604_01_77/209	lijst/noun;sta/verb;wil/verb;zeg/verb	lijst/noun;sta/verb;wil/verb;zeg/verb	lijst/noun;sta/verb;wil/verb;zeg/verb	de/det;je/pron;lijst/noun;op/prep;sta/verb;wil/verb;zeg/verb	de/det;je/pron;lijst/noun;op/prep;sta/verb;wil/verb;zeg/verb	de/det;je/pron;lijst/noun;op/prep;sta/verb;wil/verb;zeg/verb	lijst/noun;sta/verb;wil/verb	lijst/noun;sta/verb;wil/verb	lijst/noun;sta/verb;wil/verb	de/det;je/pron;lijst/noun;op/prep;sta/verb;wil/verb	de/det;je/pron;lijst/noun;op/prep;sta/verb;wil/verb	de/det;je/pron;lijst/noun;op/prep;sta/verb;wil/verb	lijst/noun;maak/verb;onderscheid/noun;sta/verb;wil/verb;zeg/verb	lijst/noun;maak/verb;onderscheid/noun;sta/verb;wil/verb;zeg/verb	lijst/noun;maak/verb;onderscheid/noun;sta/verb;wil/verb;zeg/verb	de/det;geen/det;je/pron;lijst/noun;maak/verb;men/pron;onderscheid/noun;op/prep;sta/verb;wil/verb;zeg/verb	de/det;geen/det;je/pron;lijst/noun;maak/verb;men/pron;onderscheid/noun;op/prep;sta/verb;wil/verb;zeg/verb	de/det;geen/det;je/pron;lijst/noun;maak/verb;men/pron;onderscheid/noun;op/prep;sta/verb;wil/verb;zeg/verb	lijst/noun;sta/verb;wil/verb	lijst/noun;sta/verb;wil/verb	lijst/noun;sta/verb;wil/verb	de/det;je/pron;lijst/noun;op/prep;sta/verb;wil/verb	de/det;je/pron;lijst/noun;op/prep;sta/verb;wil/verb	de/det;je/pron;lijst/noun;op/prep;sta/verb;wil/verb
zwart/adj/de_standaard_19990605_01_116/187	bedoel/verb;ben/verb;foto/noun;misdadiger/noun	bedoel/verb;ben/verb;foto/noun;misdadiger/noun	bedoel/verb;ben/verb;foto/noun;misdadiger/noun	allemaal/adv;bedoel/verb;ben/verb;de/det;foto/noun;met/prep;misdadiger/noun	allemaal/adv;bedoel/verb;ben/verb;de/det;foto/noun;met/prep;misdadiger/noun	allemaal/adv;bedoel/verb;ben/verb;de/det;foto/noun;met/prep;misdadiger/noun	ben/verb;foto/noun;misdadiger/noun	ben/verb;foto/noun;misdadiger/noun	ben/verb;foto/noun;misdadiger/noun	allemaal/adv;ben/verb;de/det;foto/noun;misdadiger/noun	allemaal/adv;ben/verb;de/det;foto/noun;misdadiger/noun	allemaal/adv;ben/verb;de/det;foto/noun;misdadiger/noun	bedoel/verb;ben/verb;foto/noun;misdadiger/noun;oud/adj;stem/noun;werf/verb;wil/verb	bedoel/verb;ben/verb;foto/noun;misdadiger/noun;oud/adj;stem/noun;werf/verb;wil/verb	bedoel/verb;ben/verb;foto/noun;misdadiger/noun;oud/adj;stem/noun;werf/verb;wil/verb	allemaal/adv;bedoel/verb;ben/verb;de/det;foto/noun;hij/pron;in/prep;met/prep;misdadiger/noun;ons/det;oud/adj;stem/noun;werf/verb;wil/verb;zijn/det	allemaal/adv;bedoel/verb;ben/verb;de/det;foto/noun;hij/pron;in/prep;met/prep;misdadiger/noun;ons/det;oud/adj;stem/noun;werf/verb;wil/verb;zijn/det	allemaal/adv;bedoel/verb;ben/verb;de/det;foto/noun;hij/pron;in/prep;met/prep;misdadiger/noun;ons/det;oud/adj;stem/noun;werf/verb;wil/verb;zijn/det	ben/verb;foto/noun;misdadiger/noun;wil/verb	ben/verb;foto/noun;misdadiger/noun;wil/verb	ben/verb;foto/noun;misdadiger/noun;wil/verb	allemaal/adv;ben/verb;de/det;foto/noun;hij/pron;misdadiger/noun;ons/det;wil/verb	allemaal/adv;ben/verb;de/det;foto/noun;hij/pron;misdadiger/noun;ons/det;wil/verb	allemaal/adv;ben/verb;de/det;foto/noun;hij/pron;misdadiger/noun;ons/det;wil/verb
zwart/adj/de_standaard_19990709_01_75/218	erg/adj;getto/noun;straat/noun;verenig/verb	erg/adj;getto/noun;straat/noun;verenig/verb	erg/adj;getto/noun;straat/noun;verenig/verb	de/det;erg/adj;getto/noun;straat/noun;van/prep;verenig/verb	de/det;erg/adj;getto/noun;straat/noun;van/prep;verenig/verb	de/det;erg/adj;getto/noun;straat/noun;van/prep;verenig/verb							cd/noun;erg/adj;getto/noun;heet/adj;salsa/noun;sta/verb;straat/noun;verenig/verb	cd/noun;erg/adj;getto/noun;heet/adj;salsa/noun;sta/verb;straat/noun;verenig/verb	cd/noun;erg/adj;getto/noun;heet/adj;salsa/noun;sta/verb;straat/noun;verenig/verb	cd/noun;de/det;erg/adj;getto/noun;heet/adj;hun/det;naast/prep;op/prep;salsa/noun;sta/verb;straat/noun;van/prep;verenig/verb	cd/noun;de/det;erg/adj;getto/noun;heet/adj;hun/det;naast/prep;op/prep;salsa/noun;sta/verb;straat/noun;van/prep;verenig/verb	cd/noun;de/det;erg/adj;getto/noun;heet/adj;hun/det;naast/prep;op/prep;salsa/noun;sta/verb;straat/noun;van/prep;verenig/verb	cd/noun;sta/verb;verenig/verb	cd/noun;sta/verb;verenig/verb	cd/noun;sta/verb;verenig/verb	cd/noun;hun/det;op/prep;sta/verb;verenig/verb	cd/noun;hun/det;op/prep;sta/verb;verenig/verb	cd/noun;hun/det;op/prep;sta/verb;verenig/verb
zwart/adj/de_standaard_19990826_01_65/570	bepaald/adj;richt/verb;smeekbede/noun;vrouw/noun	bepaald/adj;richt/verb;smeekbede/noun;vrouw/noun	bepaald/adj;richt/verb;smeekbede/noun;vrouw/noun	aan/prep;bepaald/adj;bij/prep;een/det;richt/verb;smeekbede/noun;vrouw/noun;weg/part	aan/prep;bepaald/adj;bij/prep;een/det;richt/verb;smeekbede/noun;vrouw/noun;weg/part	aan/prep;bepaald/adj;bij/prep;een/det;richt/verb;smeekbede/noun;vrouw/noun;weg/part	bepaald/adj;vrouw/noun	bepaald/adj;vrouw/noun	bepaald/adj;vrouw/noun	bepaald/adj;bij/prep;vrouw/noun;weg/part	bepaald/adj;bij/prep;vrouw/noun;weg/part	bepaald/adj;bij/prep;vrouw/noun;weg/part	aanwijzing/noun;bepaald/adj;richt/verb;smeekbede/noun;vind/verb;vrouw/noun	aanwijzing/noun;bepaald/adj;richt/verb;smeekbede/noun;vind/verb;vrouw/noun	aanwijzing/noun;bepaald/adj;richt/verb;smeekbede/noun;vind/verb;vrouw/noun	aan/prep;aanwijzing/noun;bepaald/adj;bij/prep;een/det;ook/adv;richt/verb;smeekbede/noun;vind/verb;vrouw/noun;weg/part	aan/prep;aanwijzing/noun;bepaald/adj;bij/prep;een/det;ook/adv;richt/verb;smeekbede/noun;vind/verb;vrouw/noun;weg/part	aan/prep;aanwijzing/noun;bepaald/adj;bij/prep;een/det;ook/adv;richt/verb;smeekbede/noun;vind/verb;vrouw/noun;weg/part	bepaald/adj;vrouw/noun	bepaald/adj;vrouw/noun	bepaald/adj;vrouw/noun	bepaald/adj;bij/prep;vrouw/noun;weg/part	bepaald/adj;bij/prep;vrouw/noun;weg/part	bepaald/adj;bij/prep;vrouw/noun;weg/part
zwart/adj/de_standaard_20000128_01_126/451	blijk/verb;new/noun;overweeg/adj;volg/verb;zin/noun	blijk/verb;new/noun;overweeg/adj;volg/verb;zin/noun	blijk/verb;new/noun;overweeg/adj;volg/verb;zin/noun	blijk/verb;de/det;in/prep;new/noun;niet/adv;ook/adv;overweeg/adj;van/prep;volg/verb;wat/pron;zin/noun	blijk/verb;de/det;in/prep;new/noun;niet/adv;ook/adv;overweeg/adj;van/prep;volg/verb;wat/pron;zin/noun	blijk/verb;de/det;in/prep;new/noun;niet/adv;ook/adv;overweeg/adj;van/prep;volg/verb;wat/pron;zin/noun	blijk/verb;overweeg/adj;volg/verb	blijk/verb;overweeg/adj;volg/verb	blijk/verb;overweeg/adj;volg/verb	blijk/verb;in/prep;niet/adv;overweeg/adj;volg/verb;wat/pron	blijk/verb;in/prep;niet/adv;overweeg/adj;volg/verb;wat/pron	blijk/verb;in/prep;niet/adv;overweeg/adj;volg/verb;wat/pron	blijk/verb;lust/noun;new/noun;overweeg/adj;volg/verb;zin/noun	blijk/verb;lust/noun;new/noun;overweeg/adj;volg/verb;zin/noun	blijk/verb;lust/noun;new/noun;overweeg/adj;volg/verb;zin/noun	blijk/verb;de/det;in/prep;lust/noun;new/noun;niet/adv;ook/adv;overweeg/adj;van/prep;volg/verb;wat/pron;zin/noun	blijk/verb;de/det;in/prep;lust/noun;new/noun;niet/adv;ook/adv;overweeg/adj;van/prep;volg/verb;wat/pron;zin/noun	blijk/verb;de/det;in/prep;lust/noun;new/noun;niet/adv;ook/adv;overweeg/adj;van/prep;volg/verb;wat/pron;zin/noun	blijk/verb;overweeg/adj;volg/verb	blijk/verb;overweeg/adj;volg/verb	blijk/verb;overweeg/adj;volg/verb	blijk/verb;in/prep;niet/adv;overweeg/adj;volg/verb;wat/pron	blijk/verb;in/prep;niet/adv;overweeg/adj;volg/verb;wat/pron	blijk/verb;in/prep;niet/adv;overweeg/adj;volg/verb;wat/pron
zwart/adj/de_standaard_20000302_01_5/46	illegaal/adj;keer/noun;partij/noun;schadeloos/adj;spijs/noun	illegaal/adj;keer/noun;partij/noun;schadeloos/adj;spijs/noun	illegaal/adj;keer/noun;partij/noun;schadeloos/adj;spijs/noun	de/det;dit/det;illegaal/adj;keer/noun;niet/adv;om/prep;partij/noun;precies/adv;schadeloos/adj;spijs/noun;te/adv	de/det;dit/det;illegaal/adj;keer/noun;niet/adv;om/prep;partij/noun;precies/adv;schadeloos/adj;spijs/noun;te/adv	de/det;dit/det;illegaal/adj;keer/noun;niet/adv;om/prep;partij/noun;precies/adv;schadeloos/adj;spijs/noun;te/adv	illegaal/adj;keer/noun;spijs/noun	illegaal/adj;keer/noun;spijs/noun	illegaal/adj;keer/noun;spijs/noun	dit/det;illegaal/adj;keer/noun;niet/adv;om/prep;spijs/noun;te/adv	dit/det;illegaal/adj;keer/noun;niet/adv;om/prep;spijs/noun;te/adv	dit/det;illegaal/adj;keer/noun;niet/adv;om/prep;spijs/noun;te/adv	gift/noun;illegaal/adj;keer/noun;partij/noun;schadeloos/adj;spijs/noun;verzamel/verb	gift/noun;illegaal/adj;keer/noun;partij/noun;schadeloos/adj;spijs/noun;verzamel/verb	gift/noun;illegaal/adj;keer/noun;partij/noun;schadeloos/adj;spijs/noun;verzamel/verb	de/det;dit/det;gift/noun;het/det;illegaal/adj;keer/noun;niet/adv;om/prep;partij/noun;precies/adv;schadeloos/adj;spijs/noun;te/adv;van/prep;verzamel/verb	de/det;dit/det;gift/noun;het/det;illegaal/adj;keer/noun;niet/adv;om/prep;partij/noun;precies/adv;schadeloos/adj;spijs/noun;te/adv;van/prep;verzamel/verb	de/det;dit/det;gift/noun;het/det;illegaal/adj;keer/noun;niet/adv;om/prep;partij/noun;precies/adv;schadeloos/adj;spijs/noun;te/adv;van/prep;verzamel/verb	illegaal/adj;keer/noun;spijs/noun	illegaal/adj;keer/noun;spijs/noun	illegaal/adj;keer/noun;spijs/noun	dit/det;illegaal/adj;keer/noun;niet/adv;om/prep;spijs/noun;te/adv	dit/det;illegaal/adj;keer/noun;niet/adv;om/prep;spijs/noun;te/adv	dit/det;illegaal/adj;keer/noun;niet/adv;om/prep;spijs/noun;te/adv
zwart/adj/de_standaard_20000412_01_14/861	contrast/noun;domineer/verb;fotografie/noun;grijs/noun;kleur/noun;weinig/adj;wereld/noun	contrast/noun;domineer/verb;fotografie/noun;grijs/noun;kleur/noun;weinig/adj;wereld/noun	contrast/noun;domineer/verb;fotografie/noun;grijs/noun;kleur/noun;weinig/adj;wereld/noun	contrast/noun;domineer/verb;een/det;fotografie/noun;grijs/noun;hun/det;kleur/noun;met/prep;weinig/adj;wereld/noun	contrast/noun;domineer/verb;een/det;fotografie/noun;grijs/noun;hun/det;kleur/noun;met/prep;weinig/adj;wereld/noun	contrast/noun;domineer/verb;een/det;fotografie/noun;grijs/noun;hun/det;kleur/noun;met/prep;weinig/adj;wereld/noun	contrast/noun;domineer/verb;grijs/noun;kleur/noun;weinig/adj;wereld/noun	contrast/noun;domineer/verb;grijs/noun;kleur/noun;weinig/adj;wereld/noun	contrast/noun;domineer/verb;grijs/noun;kleur/noun;weinig/adj;wereld/noun	contrast/noun;domineer/verb;grijs/noun;hun/det;kleur/noun;weinig/adj;wereld/noun	contrast/noun;domineer/verb;grijs/noun;hun/det;kleur/noun;weinig/adj;wereld/noun	contrast/noun;domineer/verb;grijs/noun;hun/det;kleur/noun;weinig/adj;wereld/noun	contrast/noun;domineer/verb;foto/noun;fotografie/noun;grijs/noun;kleur/noun;noem/verb;weinig/adj;wereld/noun	contrast/noun;domineer/verb;foto/noun;fotografie/noun;grijs/noun;kleur/noun;noem/verb;weinig/adj;wereld/noun	contrast/noun;domineer/verb;foto/noun;fotografie/noun;grijs/noun;kleur/noun;noem/verb;weinig/adj;wereld/noun	contrast/noun;domineer/verb;een/det;foto/noun;fotografie/noun;grijs/noun;hun/det;kleur/noun;met/prep;noem/verb;weinig/adj;wereld/noun;zijn/det	contrast/noun;domineer/verb;een/det;foto/noun;fotografie/noun;grijs/noun;hun/det;kleur/noun;met/prep;noem/verb;weinig/adj;wereld/noun;zijn/det	contrast/noun;domineer/verb;een/det;foto/noun;fotografie/noun;grijs/noun;hun/det;kleur/noun;met/prep;noem/verb;weinig/adj;wereld/noun;zijn/det	contrast/noun;domineer/verb;grijs/noun;kleur/noun;weinig/adj;wereld/noun	contrast/noun;domineer/verb;grijs/noun;kleur/noun;weinig/adj;wereld/noun	contrast/noun;domineer/verb;grijs/noun;kleur/noun;weinig/adj;wereld/noun	contrast/noun;domineer/verb;grijs/noun;hun/det;kleur/noun;weinig/adj;wereld/noun	contrast/noun;domineer/verb;grijs/noun;hun/det;kleur/noun;weinig/adj;wereld/noun	contrast/noun;domineer/verb;grijs/noun;hun/det;kleur/noun;weinig/adj;wereld/noun
zwart/adj/de_standaard_20000527_01_33/244	sta/verb;wit/noun	sta/verb;wit/noun	sta/verb;wit/noun	al/adv;het/det;in/prep;op/prep;sta/verb;wit/noun	al/adv;het/det;in/prep;op/prep;sta/verb;wit/noun	al/adv;het/det;in/prep;op/prep;sta/verb;wit/noun	sta/verb;wit/noun	sta/verb;wit/noun	sta/verb;wit/noun	al/adv;het/det;in/prep;op/prep;sta/verb;wit/noun	al/adv;het/det;in/prep;op/prep;sta/verb;wit/noun	al/adv;het/det;in/prep;op/prep;sta/verb;wit/noun	gaap/adj;groen/adj;mag/verb;sta/verb;wit/noun	gaap/adj;groen/adj;mag/verb;sta/verb;wit/noun	gaap/adj;groen/adj;mag/verb;sta/verb;wit/noun	al/adv;de/det;die/det;gaap/adj;groen/adj;het/det;in/prep;mag/verb;ook/adv;op/prep;over/prep;sta/verb;wit/noun	al/adv;de/det;die/det;gaap/adj;groen/adj;het/det;in/prep;mag/verb;ook/adv;op/prep;over/prep;sta/verb;wit/noun	al/adv;de/det;die/det;gaap/adj;groen/adj;het/det;in/prep;mag/verb;ook/adv;op/prep;over/prep;sta/verb;wit/noun	sta/verb;wit/noun	sta/verb;wit/noun	sta/verb;wit/noun	al/adv;het/det;in/prep;op/prep;sta/verb;wit/noun	al/adv;het/det;in/prep;op/prep;sta/verb;wit/noun	al/adv;het/det;in/prep;op/prep;sta/verb;wit/noun
zwart/adj/de_standaard_20000609_01_9/2627	ga/verb;kunstenaar/noun;lot/noun;onbegrepen/adj;sneeuw/noun;sta/verb;stempel/verb;veel/adj	ga/verb;kunstenaar/noun;lot/noun;onbegrepen/adj;sneeuw/noun;sta/verb;stempel/verb;veel/adj	ga/verb;kunstenaar/noun;lot/noun;onbegrepen/adj;sneeuw/noun;sta/verb;stempel/verb;veel/adj	de/det;ga/verb;het/det;kunstenaar/noun;lot/noun;onbegrepen/adj;sneeuw/noun;sta/verb;stempel/verb;van/prep;veel/adj	de/det;ga/verb;het/det;kunstenaar/noun;lot/noun;onbegrepen/adj;sneeuw/noun;sta/verb;stempel/verb;van/prep;veel/adj	de/det;ga/verb;het/det;kunstenaar/noun;lot/noun;onbegrepen/adj;sneeuw/noun;sta/verb;stempel/verb;van/prep;veel/adj	ga/verb;kunstenaar/noun;onbegrepen/adj;sneeuw/noun;stempel/verb;veel/adj	ga/verb;kunstenaar/noun;onbegrepen/adj;sneeuw/noun;stempel/verb;veel/adj	ga/verb;kunstenaar/noun;onbegrepen/adj;sneeuw/noun;stempel/verb;veel/adj	de/det;ga/verb;kunstenaar/noun;onbegrepen/adj;sneeuw/noun;stempel/verb;veel/adj	de/det;ga/verb;kunstenaar/noun;onbegrepen/adj;sneeuw/noun;stempel/verb;veel/adj	de/det;ga/verb;kunstenaar/noun;onbegrepen/adj;sneeuw/noun;stempel/verb;veel/adj	ga/verb;kunstenaar/noun;lot/noun;onbegrepen/adj;sneeuw/noun;sta/verb;stempel/verb;twijfel/noun;veel/adj	ga/verb;kunstenaar/noun;lot/noun;onbegrepen/adj;sneeuw/noun;sta/verb;stempel/verb;twijfel/noun;veel/adj	ga/verb;kunstenaar/noun;lot/noun;onbegrepen/adj;sneeuw/noun;sta/verb;stempel/verb;twijfel/noun;veel/adj	de/det;ga/verb;het/det;kunstenaar/noun;lot/noun;onbegrepen/adj;ook/adv;sneeuw/noun;sta/verb;stempel/verb;twijfel/noun;van/prep;veel/adj	de/det;ga/verb;het/det;kunstenaar/noun;lot/noun;onbegrepen/adj;ook/adv;sneeuw/noun;sta/verb;stempel/verb;twijfel/noun;van/prep;veel/adj	de/det;ga/verb;het/det;kunstenaar/noun;lot/noun;onbegrepen/adj;ook/adv;sneeuw/noun;sta/verb;stempel/verb;twijfel/noun;van/prep;veel/adj	ga/verb;kunstenaar/noun;onbegrepen/adj;sneeuw/noun;stempel/verb;veel/adj	ga/verb;kunstenaar/noun;onbegrepen/adj;sneeuw/noun;stempel/verb;veel/adj	ga/verb;kunstenaar/noun;onbegrepen/adj;sneeuw/noun;stempel/verb;veel/adj	ga/verb;kunstenaar/noun;onbegrepen/adj;sneeuw/noun;stempel/verb;veel/adj	ga/verb;kunstenaar/noun;onbegrepen/adj;sneeuw/noun;stempel/verb;veel/adj	ga/verb;kunstenaar/noun;onbegrepen/adj;sneeuw/noun;stempel/verb;veel/adj
