_id	_cws.gemeen.foc10.nav.weight.bound	_count.gemeen.foc10.nav.weight.bound	_cws.gemeen.foc10.nav.selection.bound	_count.gemeen.foc10.nav.selection.bound	_cws.gemeen.foc10.nav.no.bound	_count.gemeen.foc10.nav.no.bound	_cws.gemeen.foc10.all.weight.bound	_count.gemeen.foc10.all.weight.bound	_cws.gemeen.foc10.all.selection.bound	_count.gemeen.foc10.all.selection.bound	_cws.gemeen.foc10.all.no.bound	_count.gemeen.foc10.all.no.bound	_cws.gemeen.foc5.nav.weight.bound	_count.gemeen.foc5.nav.weight.bound	_cws.gemeen.foc5.nav.selection.bound	_count.gemeen.foc5.nav.selection.bound	_cws.gemeen.foc5.nav.no.bound	_count.gemeen.foc5.nav.no.bound	_cws.gemeen.foc5.all.weight.bound	_count.gemeen.foc5.all.weight.bound	_cws.gemeen.foc5.all.selection.bound	_count.gemeen.foc5.all.selection.bound	_cws.gemeen.foc5.all.no.bound	_count.gemeen.foc5.all.no.bound
gemeen/adj/volkskrant_20000525_59/99	even/adj;groot/adj;kan/verb;klink/verb;kracht/noun;schrijven/noun;stekelig/adj	7	even/adj;groot/adj;kan/verb;klink/verb;kracht/noun;schrijven/noun;stekelig/adj	7	even/adj;groot/adj;kan/verb;klink/verb;kracht/noun;lig/verb;schrijven/noun;stekelig/adj	8	even/adj;groot/adj;kan/verb;klink/verb;kracht/noun;schrijven/noun;stekelig/adj;zijn/det	8	even/adj;groot/adj;kan/verb;klink/verb;kracht/noun;schrijven/noun;stekelig/adj;zijn/det	8	bijna/adv;even/adj;groot/adj;het/det;in/prep;kan/verb;klink/verb;kracht/noun;lig/verb;schrijven/noun;stekelig/adj;zijn/det	12	even/adj;kan/verb;klink/verb;stekelig/adj	4	even/adj;kan/verb;klink/verb;stekelig/adj	4	even/adj;kan/verb;klink/verb;lig/verb;stekelig/adj	5	even/adj;kan/verb;klink/verb;stekelig/adj;zijn/det	5	even/adj;kan/verb;klink/verb;stekelig/adj;zijn/det	5	bijna/adv;even/adj;kan/verb;klink/verb;lig/verb;stekelig/adj;zijn/det	7
gemeen/adj/volkskrant_20010407_80/1750	eigenlijk/adj;kapel/noun;voer/verb	3	eigenlijk/adj;kapel/noun;voer/verb	3	eigenlijk/adj;kapel/noun;sta/verb;voer/verb	4	dat/pron;een/det;eigenlijk/adj;kapel/noun;langs/prep;voer/verb	6	dat/pron;een/det;eigenlijk/adj;kapel/noun;langs/prep;voer/verb	6	dat/pron;de/det;een/det;eigenlijk/adj;kapel/noun;langs/prep;sta/verb;van/prep;voer/verb;voor/prep	10	eigenlijk/adj	1	eigenlijk/adj	1	eigenlijk/adj	1	een/det;eigenlijk/adj	2	een/det;eigenlijk/adj	2	een/det;eigenlijk/adj;van/prep;voor/prep	4
gemeen/adj/volkskrant_20010818_123/576	heb/verb;leef/verb;mens/noun;revolver/noun;veel/adj	5	heb/verb;leef/verb;mens/noun;revolver/noun;veel/adj	5	heb/verb;leef/verb;mens/noun;revolver/noun;veel/adj	5	heb/verb;hier/adv;leef/verb;mens/noun;revolver/noun;veel/adj;ze/pron	7	heb/verb;hier/adv;leef/verb;mens/noun;revolver/noun;veel/adj;ze/pron	7	de/det;heb/verb;hier/adv;leef/verb;mens/noun;revolver/noun;veel/adj;ze/pron	8	heb/verb;leef/verb;mens/noun;veel/adj	4	heb/verb;leef/verb;mens/noun;veel/adj	4	heb/verb;leef/verb;mens/noun;veel/adj	4	heb/verb;hier/adv;leef/verb;mens/noun;veel/adj;ze/pron	6	heb/verb;hier/adv;leef/verb;mens/noun;veel/adj;ze/pron	6	de/det;heb/verb;hier/adv;leef/verb;mens/noun;veel/adj;ze/pron	7
gemeen/adj/volkskrant_19990619_113/675	drempel/noun;linker/adj;metalen/adj;nader/verb;rechter/adj;slinger/adj	6	drempel/noun;linker/adj;metalen/adj;nader/verb;rechter/adj;slinger/adj	6	brug/noun;drempel/noun;linker/adj;metalen/adj;nader/verb;rechter/adj;slinger/adj	7	drempel/noun;langs/prep;linker/adj;met/prep;metalen/adj;nader/verb;rechter/adj;slinger/adj;soms/adv	9	drempel/noun;langs/prep;linker/adj;met/prep;metalen/adj;nader/verb;rechter/adj;slinger/adj;soms/adv	9	brug/noun;de/det;drempel/noun;langs/prep;linker/adj;met/prep;metalen/adj;nader/verb;op/prep;rechter/adj;slinger/adj;soms/adv;via/prep	13	drempel/noun;metalen/adj	2	drempel/noun;metalen/adj	2	brug/noun;drempel/noun;metalen/adj	3	drempel/noun;met/prep;metalen/adj;soms/adv	4	drempel/noun;met/prep;metalen/adj;soms/adv	4	brug/noun;drempel/noun;met/prep;metalen/adj;op/prep;soms/adv;via/prep	7
gemeen/adj/volkskrant_19991021_76/375	EK/noun;hard/adj;heb/verb;spel/noun	4	EK/noun;hard/adj;heb/verb;spel/noun	4	EK/noun;hard/adj;heb/verb;jaar/noun;moeite/noun;spel/noun;vorig/adj;word/verb	8	EK/noun;geen/det;hard/adj;heb/verb;ik/pron;spel/noun;tegen/prep	7	EK/noun;geen/det;hard/adj;heb/verb;ik/pron;spel/noun;tegen/prep	7	EK/noun;bij/prep;geen/det;hard/adj;heb/verb;het/det;ik/pron;jaar/noun;moeite/noun;spel/noun;tegen/prep;vorig/adj;word/verb	13		0		0	jaar/noun;moeite/noun;vorig/adj;word/verb	4		0		0	jaar/noun;moeite/noun;vorig/adj;word/verb	4
gemeen/adj/volkskrant_19990416_19/217	ambtenaar/noun;ben/verb;om_weg/noun	3	ambtenaar/noun;ben/verb;om_weg/noun	3	ambtenaar/noun;begin/noun;ben/verb;om_weg/noun	4	ambtenaar/noun;ben/verb;dat/det;die/pron;een/det;heel/adv;met/prep;om_weg/noun;over/prep;tegenover/prep	10	ambtenaar/noun;ben/verb;dat/det;die/pron;een/det;heel/adv;met/prep;om_weg/noun;over/prep;tegenover/prep	10	ambtenaar/noun;begin/noun;ben/verb;dat/det;de/det;die/pron;een/det;heel/adv;het/det;met/prep;om_weg/noun;over/prep;sinds/prep;tegenover/prep;van/prep	15	ambtenaar/noun;ben/verb	2	ambtenaar/noun;ben/verb	2	ambtenaar/noun;ben/verb	2	ambtenaar/noun;ben/verb;dat/det;die/pron;heel/adv;tegenover/prep	6	ambtenaar/noun;ben/verb;dat/det;die/pron;heel/adv;tegenover/prep	6	ambtenaar/noun;ben/verb;dat/det;die/pron;heel/adv;tegenover/prep	6
gemeen/adj/volkskrant_19990322_20/736	dreigement/noun;maak/verb;zaak/noun	3	dreigement/noun;maak/verb;zaak/noun	3	Fransman/noun;blijk/verb;dreigement/noun;gevoelig/adj;maak/verb;zaak/noun;zal/verb	7	dreigement/noun;hij/pron;maak/verb;met/prep;zaak/noun	5	dreigement/noun;hij/pron;maak/verb;met/prep;zaak/noun	5	Fransman/noun;blijk/verb;de/det;dreigement/noun;gevoelig/adj;hij/pron;in/prep;maak/verb;met/prep;voor/prep;zaak/noun;zal/verb	12	dreigement/noun;maak/verb;zaak/noun	3	dreigement/noun;maak/verb;zaak/noun	3	dreigement/noun;maak/verb;zaak/noun;zal/verb	4	dreigement/noun;hij/pron;maak/verb;met/prep;zaak/noun	5	dreigement/noun;hij/pron;maak/verb;met/prep;zaak/noun	5	dreigement/noun;hij/pron;maak/verb;met/prep;voor/prep;zaak/noun;zal/verb	7
gemeen/adj/volkskrant_20020307_149/354	ben/verb;onbekwaam/adj;slecht/adj	3	ben/verb;onbekwaam/adj;slecht/adj	3	ben/verb;medewerker/noun;onbekwaam/adj;slecht/adj	4	ben/verb;niet/adv;onbekwaam/adj;slecht/adj;slechts/adv;ze/pron	6	ben/verb;niet/adv;onbekwaam/adj;slecht/adj;slechts/adv;ze/pron	6	ben/verb;de/det;medewerker/noun;niet/adv;onbekwaam/adj;slecht/adj;slechts/adv;van/prep;ze/pron	9	ben/verb;onbekwaam/adj;slecht/adj	3	ben/verb;onbekwaam/adj;slecht/adj	3	ben/verb;onbekwaam/adj;slecht/adj	3	ben/verb;niet/adv;onbekwaam/adj;slecht/adj;slechts/adv;ze/pron	6	ben/verb;niet/adv;onbekwaam/adj;slecht/adj;slechts/adv;ze/pron	6	ben/verb;niet/adv;onbekwaam/adj;slecht/adj;slechts/adv;ze/pron	6
gemeen/adj/volkskrant_20011124_180/535	heb/verb;tekst_zet/noun	2	heb/verb;tekst_zet/noun	2	heb/verb;tekst_zet/noun	2	heb/verb;met/prep;ook/adv;tekst_zet/noun	4	heb/verb;met/prep;ook/adv;tekst_zet/noun	4	de/det;heb/verb;met/prep;nu/adv;ook/adv;tekst_zet/noun	6	heb/verb;tekst_zet/noun	2	heb/verb;tekst_zet/noun	2	heb/verb;tekst_zet/noun	2	heb/verb;met/prep;ook/adv;tekst_zet/noun	4	heb/verb;met/prep;ook/adv;tekst_zet/noun	4	de/det;heb/verb;met/prep;nu/adv;ook/adv;tekst_zet/noun	6
gemeen/adj/volkskrant_20040319_114/345	kan/verb;spoedig/adj;verorber/verb;verslik/verb	4	kan/verb;spoedig/adj;verorber/verb;verslik/verb	4	kan/verb;spoedig/adj;verorber/verb;verslik/verb;zal/verb	5	als/prep;een/det;kan/verb;spoedig/adj;verorber/verb;verslik/verb	6	als/prep;een/det;kan/verb;spoedig/adj;verorber/verb;verslik/verb	6	als/prep;een/det;kan/verb;spoedig/adj;verorber/verb;verslik/verb;zal/verb;zich/pron	8	spoedig/adj;verslik/verb	2	spoedig/adj;verslik/verb	2	spoedig/adj;verslik/verb;zal/verb	3	spoedig/adj;verslik/verb	2	spoedig/adj;verslik/verb	2	spoedig/adj;verslik/verb;zal/verb;zich/pron	4
gemeen/adj/volkskrant_20010707_196/1197	hard/adj;rijk/adj	2	hard/adj;rijk/adj	2	hard/adj;nieuw/adj;rijk/adj	3	als/prep;die/pron;hard/adj;net/adv;rijk/adj;zo/adv	6	als/prep;die/pron;hard/adj;net/adv;rijk/adj;zo/adv	6	als/prep;de/det;die/pron;hard/adj;net/adv;nieuw/adj;nog/adv;rijk/adj;zo/adv	9	hard/adj	1	hard/adj	1	hard/adj	1	als/prep;hard/adj;net/adv;zo/adv	4	als/prep;hard/adj;net/adv;zo/adv	4	als/prep;hard/adj;net/adv;zo/adv	4
gemeen/adj/volkskrant_20020427_27/897	deler/noun;groot/adj;haal/verb;kiezer/noun;politiek/adj;soort/noun	6	deler/noun;groot/adj;haal/verb;kiezer/noun;politiek/adj;soort/noun	6	basis/noun;deler/noun;groot/adj;haal/verb;kiezer/noun;meerderheid/noun;moet/verb;politiek/adj;soort/noun;word/verb	10	al/det;als/prep;deler/noun;die/det;een/det;groot/adj;haal/verb;kiezer/noun;politiek/adj;soort/noun;toch/adv	11	al/det;als/prep;deler/noun;die/det;een/det;groot/adj;haal/verb;kiezer/noun;politiek/adj;soort/noun;toch/adv	11	al/det;als/prep;basis/noun;deler/noun;die/det;een/det;groot/adj;haal/verb;kiezer/noun;meerderheid/noun;moet/verb;politiek/adj;soort/noun;toch/adv;van/prep;voor/prep;word/verb	17	deler/noun;groot/adj;haal/verb;soort/noun	4	deler/noun;groot/adj;haal/verb;soort/noun	4	deler/noun;groot/adj;haal/verb;moet/verb;soort/noun;word/verb	6	als/prep;deler/noun;groot/adj;haal/verb;soort/noun;toch/adv	6	als/prep;deler/noun;groot/adj;haal/verb;soort/noun;toch/adv	6	als/prep;deler/noun;groot/adj;haal/verb;moet/verb;soort/noun;toch/adv;word/verb	8
gemeen/adj/volkskrant_20010725_123/852	ben/verb;deler/noun;groot/adj;zo/adj	4	ben/verb;deler/noun;groot/adj;zo/adj	4	ben/verb;deler/noun;groot/adj;vanzelfsprekend/adj;word/verb;zo/adj	6	ben/verb;deler/noun;groot/adj;zo/adj	4	ben/verb;deler/noun;groot/adj;zo/adj	4	al/adv;ben/verb;de/det;deler/noun;groot/adj;in/prep;vanzelfsprekend/adj;word/verb;zo/adj	9	ben/verb;deler/noun;groot/adj	3	ben/verb;deler/noun;groot/adj	3	ben/verb;deler/noun;groot/adj	3	ben/verb;deler/noun;groot/adj	3	ben/verb;deler/noun;groot/adj	3	ben/verb;de/det;deler/noun;groot/adj;in/prep	5
gemeen/adj/volkskrant_20010717_11/346	ben/verb;spel/noun;wek_op/verb;woede/noun	4	ben/verb;spel/noun;wek_op/verb;woede/noun	4	ben/verb;spel/noun;wek_op/verb;woede/noun	4	ben/verb;die/pron;door/prep;spel/noun;wek_op/verb;woede/noun;zijn/det	7	ben/verb;die/pron;door/prep;spel/noun;wek_op/verb;woede/noun;zijn/det	7	ben/verb;buiten/prep;die/pron;door/prep;echter/adv;het/det;spel/noun;van/prep;wek_op/verb;woede/noun;zijn/det	11	ben/verb;spel/noun;wek_op/verb	3	ben/verb;spel/noun;wek_op/verb	3	ben/verb;spel/noun;wek_op/verb	3	ben/verb;door/prep;spel/noun;wek_op/verb	4	ben/verb;door/prep;spel/noun;wek_op/verb	4	ben/verb;door/prep;het/det;spel/noun;van/prep;wek_op/verb	6
gemeen/adj/volkskrant_20010504_111/85	prik/verb;stuk/noun;wond_DIM/noun	3	prik/verb;stuk/noun;wond_DIM/noun	3	cent/noun;prik/verb;stuk/noun;wond_DIM/noun	4	prik/verb;stuk/noun;wond_DIM/noun	3	prik/verb;stuk/noun;wond_DIM/noun	3	cent/noun;het/det;per/prep;prik/verb;stuk/noun;wond_DIM/noun;zonder/prep	7	prik/verb;wond_DIM/noun	2	prik/verb;wond_DIM/noun	2	prik/verb;wond_DIM/noun	2	prik/verb;wond_DIM/noun	2	prik/verb;wond_DIM/noun	2	het/det;prik/verb;wond_DIM/noun;zonder/prep	4
gemeen/adj/volkskrant_20000630_93/144	ben/verb;deler/noun;groot/adj;kanttekening/noun;overvloed/noun	5	ben/verb;deler/noun;groot/adj;kanttekening/noun;overvloed/noun	5	ben/verb;deler/noun;groot/adj;kanttekening/noun;overvloed/noun	5	ben/verb;deler/noun;groot/adj;kanttekening/noun;overvloed/noun	5	ben/verb;deler/noun;groot/adj;kanttekening/noun;overvloed/noun	5	aan/prep;ben/verb;de/det;deler/noun;groot/adj;kanttekening/noun;overvloed/noun;van/prep	8	deler/noun;groot/adj;overvloed/noun	3	deler/noun;groot/adj;overvloed/noun	3	deler/noun;groot/adj;overvloed/noun	3	deler/noun;groot/adj;overvloed/noun	3	deler/noun;groot/adj;overvloed/noun	3	aan/prep;deler/noun;groot/adj;overvloed/noun;van/prep	5
gemeen/adj/volkskrant_20010827_106/288	bal/noun;ben/verb;min/adj;traag/adj;veld/noun;worp/noun	6	bal/noun;ben/verb;min/adj;traag/adj;veld/noun;worp/noun	6	bal/noun;ben/verb;ga/verb;min/adj;traag/adj;veld/noun;worp/noun	7	bal/noun;ben/verb;min/adj;over/prep;traag/adj;veld/noun;worp/noun	7	bal/noun;ben/verb;min/adj;over/prep;traag/adj;veld/noun;worp/noun	7	bal/noun;ben/verb;de/det;ga/verb;het/det;min/adj;over/prep;traag/adj;van/prep;veld/noun;worp/noun	11	bal/noun;ben/verb;min/adj;traag/adj;worp/noun	5	bal/noun;ben/verb;min/adj;traag/adj;worp/noun	5	bal/noun;ben/verb;ga/verb;min/adj;traag/adj;worp/noun	6	bal/noun;ben/verb;min/adj;traag/adj;worp/noun	5	bal/noun;ben/verb;min/adj;traag/adj;worp/noun	5	bal/noun;ben/verb;de/det;ga/verb;min/adj;traag/adj;van/prep;worp/noun	8
gemeen/adj/volkskrant_20011003_86/179	beschuldiging/noun;duel/noun;in/adj;spel/noun;speler/noun;staat/adj	6	beschuldiging/noun;duel/noun;in/adj;spel/noun;speler/noun;staat/adj	6	29/noun;beschuldiging/noun;duel/noun;in/adj;september/noun;spel/noun;speler/noun;staat/adj;stel/verb;word/verb	10	beschuldiging/noun;duel/noun;in/adj;met/prep;spel/noun;speler/noun;staat/adj;wegens/prep	8	beschuldiging/noun;duel/noun;in/adj;met/prep;spel/noun;speler/noun;staat/adj;wegens/prep	8	29/noun;beschuldiging/noun;duel/noun;het/det;in/adj;met/prep;op/prep;september/noun;spel/noun;speler/noun;staat/adj;stel/verb;tijdens/prep;van/prep;wegens/prep;word/verb	16	beschuldiging/noun;duel/noun;spel/noun;staat/adj	4	beschuldiging/noun;duel/noun;spel/noun;staat/adj	4	beschuldiging/noun;duel/noun;spel/noun;staat/adj;stel/verb	5	beschuldiging/noun;duel/noun;met/prep;spel/noun;staat/adj;wegens/prep	6	beschuldiging/noun;duel/noun;met/prep;spel/noun;staat/adj;wegens/prep	6	beschuldiging/noun;duel/noun;het/det;met/prep;spel/noun;staat/adj;stel/verb;tijdens/prep;van/prep;wegens/prep	10
gemeen/adj/volkskrant_20000818_73/514	ernstig/adj;iemand/noun;krant/noun;maak/verb;zaak/noun	5	ernstig/adj;iemand/noun;krant/noun;maak/verb;zaak/noun	5	ernstig/adj;iemand/noun;krant/noun;maak/verb;moet/verb;situatie/noun;zaak/noun	7	als/prep;deze/det;ernstig/adj;iemand/noun;krant/noun;maak/verb;met/prep;zaak/noun	8	als/prep;deze/det;ernstig/adj;iemand/noun;krant/noun;maak/verb;met/prep;zaak/noun	8	als/prep;de/det;deze/det;ernstig/adj;iemand/noun;krant/noun;maak/verb;met/prep;moet/verb;situatie/noun;zaak/noun	11	iemand/noun;krant/noun;maak/verb;zaak/noun	4	iemand/noun;krant/noun;maak/verb;zaak/noun	4	iemand/noun;krant/noun;maak/verb;zaak/noun	4	als/prep;deze/det;iemand/noun;krant/noun;maak/verb;met/prep;zaak/noun	7	als/prep;deze/det;iemand/noun;krant/noun;maak/verb;met/prep;zaak/noun	7	als/prep;deze/det;iemand/noun;krant/noun;maak/verb;met/prep;zaak/noun	7
gemeen/adj/volkskrant_19991211_18/537	ben/verb	1	ben/verb	1	ben/verb;vast/adj;zal/verb	3	ben/verb;niet/adv	2	ben/verb;niet/adv	2	ben/verb;niet/adv;vast/adj;zal/verb	4	ben/verb	1	ben/verb	1	ben/verb;vast/adj;zal/verb	3	ben/verb;niet/adv	2	ben/verb;niet/adv	2	ben/verb;niet/adv;vast/adj;zal/verb	4
gemeen/adj/volkskrant_20011006_89/927	1965/noun;ben/verb;rechtsback/noun;trap/noun	4	1965/noun;ben/verb;rechtsback/noun;trap/noun	4	1965/noun;Spaans/adj;ben/verb;krijg/verb;rechtsback/noun;trap/noun	6	1965/noun;ben/verb;een/det;rechtsback/noun;trap/noun	5	1965/noun;ben/verb;een/det;rechtsback/noun;trap/noun	5	1965/noun;Spaans/adj;ben/verb;de/det;een/det;in/prep;krijg/verb;rechtsback/noun;trap/noun;van/prep	10	rechtsback/noun;trap/noun	2	rechtsback/noun;trap/noun	2	Spaans/adj;krijg/verb;rechtsback/noun;trap/noun	4	een/det;rechtsback/noun;trap/noun	3	een/det;rechtsback/noun;trap/noun	3	Spaans/adj;de/det;een/det;in/prep;krijg/verb;rechtsback/noun;trap/noun;van/prep	8
gemeen/adj/volkskrant_20010526_144/476	departement/noun;kan/verb	2	departement/noun;kan/verb	2	departement/noun;kan/verb;stel/verb;vraag/noun;word/verb	5	departement/noun;heel/adv;kan/verb;ook/adv;wat/adv	5	departement/noun;heel/adv;kan/verb;ook/adv;wat/adv	5	al/adv;de/det;departement/noun;heel/adv;kan/verb;nu/adv;ook/adv;stel/verb;vraag/noun;wat/adv;word/verb	11	kan/verb	1	kan/verb	1	kan/verb;stel/verb;vraag/noun;word/verb	4	heel/adv;kan/verb;wat/adv	3	heel/adv;kan/verb;wat/adv	3	al/adv;heel/adv;kan/verb;nu/adv;stel/verb;vraag/noun;wat/adv;word/verb	8
gemeen/adj/volkskrant_20001028_15/337	laat/verb;natuurlijk/adj;ontzettend/adj;schat_DIM/noun	4	laat/verb;natuurlijk/adj;ontzettend/adj;schat_DIM/noun	4	laat/verb;natuurlijk/adj;ontzettend/adj;schat_DIM/noun;word/verb	5	door/prep;hier/adv;hij/pron;laat/verb;natuurlijk/adj;ontzettend/adj;schat_DIM/noun;weer/adv;zijn/det	9	door/prep;hier/adv;hij/pron;laat/verb;natuurlijk/adj;ontzettend/adj;schat_DIM/noun;weer/adv;zijn/det	9	daar/adv;door/prep;hier/adv;hij/pron;laat/verb;natuurlijk/adj;ontzettend/adj;schat_DIM/noun;weer/adv;word/verb;zijn/det	11	laat/verb;ontzettend/adj	2	laat/verb;ontzettend/adj	2	laat/verb;ontzettend/adj	2	door/prep;hier/adv;laat/verb;ontzettend/adj;weer/adv	5	door/prep;hier/adv;laat/verb;ontzettend/adj;weer/adv	5	daar/adv;door/prep;hier/adv;laat/verb;ontzettend/adj;weer/adv	6
gemeen/adj/volkskrant_20000713_65/19	Grieks/adj;woed/verb	2	Grieks/adj;woed/verb	2	Grieks/adj;brand/noun;eiland/noun;woed/verb	4	Grieks/adj;woed/verb	2	Grieks/adj;woed/verb	2	Grieks/adj;brand/noun;eiland/noun;er/adv;het/det;op/prep;woed/verb	7	Grieks/adj;woed/verb	2	Grieks/adj;woed/verb	2	Grieks/adj;brand/noun;eiland/noun;woed/verb	4	Grieks/adj;woed/verb	2	Grieks/adj;woed/verb	2	Grieks/adj;brand/noun;eiland/noun;er/adv;het/det;op/prep;woed/verb	7
gemeen/adj/volkskrant_19990625_19/672	coryfeeën/noun;drang_hek/noun;fotografeer/verb;hoe/adj;kan/verb;volk/noun;zie/verb	7	coryfeeën/noun;drang_hek/noun;fotografeer/verb;hoe/adj;kan/verb;volk/noun;zie/verb	7	breng/verb;coryfeeën/noun;drang_hek/noun;fotografeer/verb;hoe/adj;kan/verb;volk/noun;word/verb;zie/verb	9	coryfeeën/noun;drang_hek/noun;een/det;fotografeer/verb;hoe/adj;kan/verb;ons/pron;volk/noun;zie/verb	9	coryfeeën/noun;drang_hek/noun;een/det;fotografeer/verb;hoe/adj;kan/verb;ons/pron;volk/noun;zie/verb	9	achter/prep;breng/verb;coryfeeën/noun;de/det;drang_hek/noun;een/det;fotografeer/verb;het/det;hoe/adj;kan/verb;naar/prep;ons/pron;volk/noun;waar/adv;word/verb;zie/verb	16	drang_hek/noun;kan/verb;volk/noun;zie/verb	4	drang_hek/noun;kan/verb;volk/noun;zie/verb	4	drang_hek/noun;kan/verb;volk/noun;zie/verb	4	drang_hek/noun;kan/verb;volk/noun;zie/verb	4	drang_hek/noun;kan/verb;volk/noun;zie/verb	4	achter/prep;drang_hek/noun;het/det;kan/verb;naar/prep;volk/noun;waar/adv;zie/verb	8
gemeen/adj/volkskrant_19990723_23/237	aanmerkelijk/adj;bekend/adj;ben/verb;klink/verb;rauw/adj;versie/noun	6	aanmerkelijk/adj;bekend/adj;ben/verb;klink/verb;rauw/adj;versie/noun	6	aanmerkelijk/adj;bekend/adj;ben/verb;klink/verb;opname/noun;rauw/adj;versie/noun	7	aanmerkelijk/adj;bekend/adj;ben/verb;die/pron;klink/verb;rauw/adj;versie/noun	7	aanmerkelijk/adj;bekend/adj;ben/verb;die/pron;klink/verb;rauw/adj;versie/noun	7	aanmerkelijk/adj;bekend/adj;ben/verb;de/det;die/pron;het/det;klink/verb;opname/noun;rauw/adj;uit/prep;van/prep;versie/noun	12	aanmerkelijk/adj;klink/verb;rauw/adj;versie/noun	4	aanmerkelijk/adj;klink/verb;rauw/adj;versie/noun	4	aanmerkelijk/adj;klink/verb;rauw/adj;versie/noun	4	aanmerkelijk/adj;die/pron;klink/verb;rauw/adj;versie/noun	5	aanmerkelijk/adj;die/pron;klink/verb;rauw/adj;versie/noun	5	aanmerkelijk/adj;de/det;die/pron;klink/verb;rauw/adj;versie/noun	6
gemeen/adj/volkskrant_19990710_103/129	trek_op/verb;troep/noun;vaak/adj;ziektekiem/noun	4	trek_op/verb;troep/noun;vaak/adj;ziektekiem/noun	4	trek_op/verb;troep/noun;vaak/adj;ziektekiem/noun	4	als/prep;op/part;trek_op/verb;troep/noun;vaak/adj;ze/pron;ziektekiem/noun	7	als/prep;op/part;trek_op/verb;troep/noun;vaak/adj;ze/pron;ziektekiem/noun	7	als/prep;in/prep;op/part;trek_op/verb;troep/noun;vaak/adj;van/prep;ze/pron;ziektekiem/noun	9	ziektekiem/noun	1	ziektekiem/noun	1	ziektekiem/noun	1	als/prep;op/part;ziektekiem/noun	3	als/prep;op/part;ziektekiem/noun	3	als/prep;op/part;van/prep;ziektekiem/noun	4
gemeen/adj/volkskrant_20040228_182/7	ben/verb;klein/adj;mens/noun;zit/verb	4	ben/verb;klein/adj;mens/noun;zit/verb	4	ben/verb;klein/adj;mens/noun;zit/verb	4	ben/verb;hij/pron;klein/adj;mens/noun;zit/verb;één/pron	6	ben/verb;hij/pron;klein/adj;mens/noun;zit/verb;één/pron	6	ben/verb;bij/prep;de/det;hij/pron;in/prep;klein/adj;mens/noun;op/prep;zit/verb;één/pron	10	ben/verb;klein/adj;zit/verb	3	ben/verb;klein/adj;zit/verb	3	ben/verb;klein/adj;zit/verb	3	ben/verb;hij/pron;klein/adj;zit/verb;één/pron	5	ben/verb;hij/pron;klein/adj;zit/verb;één/pron	5	ben/verb;bij/prep;hij/pron;klein/adj;op/prep;zit/verb;één/pron	7
gemeen/adj/volkskrant_20000616_135/319	Zuidkoreaans/adj;automerk/noun;vorm/noun	3	Zuidkoreaans/adj;automerk/noun;vorm/noun	3	Zuidkoreaans/adj;automerk/noun;kom/verb;vorm/noun	4	Zuidkoreaans/adj;automerk/noun;dat/pron;vorm/noun	4	Zuidkoreaans/adj;automerk/noun;dat/pron;vorm/noun	4	Zuidkoreaans/adj;automerk/noun;dat/pron;de/det;het/det;kom/verb;van/prep;vorm/noun	8	vorm/noun	1	vorm/noun	1	kom/verb;vorm/noun	2	vorm/noun	1	vorm/noun	1	de/det;kom/verb;van/prep;vorm/noun	4
gemeen/adj/volkskrant_20000324_127/302	aardbeving/noun;ben/verb;chagrijnig/adj;god/noun;onweer/noun;slecht/adj;smijt/verb	7	aardbeving/noun;ben/verb;chagrijnig/adj;god/noun;onweer/noun;slecht/adj;smijt/verb	7	aardbeving/noun;ben/verb;chagrijnig/adj;god/noun;onweer/noun;slecht/adj;smijt/verb;tijd/noun	8	aardbeving/noun;ben/verb;chagrijnig/adj;god/noun;hun/det;met/prep;onweer/noun;slecht/adj;smijt/verb;ze/pron	10	aardbeving/noun;ben/verb;chagrijnig/adj;god/noun;hun/det;met/prep;onweer/noun;slecht/adj;smijt/verb;ze/pron	10	aardbeving/noun;ben/verb;chagrijnig/adj;god/noun;hun/det;met/prep;onweer/noun;slecht/adj;smijt/verb;tijd/noun;tot/prep;van/prep;ze/pron	13	chagrijnig/adj;slecht/adj;smijt/verb	3	chagrijnig/adj;slecht/adj;smijt/verb	3	chagrijnig/adj;slecht/adj;smijt/verb;tijd/noun	4	chagrijnig/adj;slecht/adj;smijt/verb;ze/pron	4	chagrijnig/adj;slecht/adj;smijt/verb;ze/pron	4	chagrijnig/adj;slecht/adj;smijt/verb;tijd/noun;tot/prep;ze/pron	6
